energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.71185593,6.03746343,0.10203483,0.08081269,0.61463989,0.36842049,0.09179347,2.03903338,0.48071730,1.86584714
-5.70585293,6.30749623,0.10520648,0.08552590,0.63746386,0.39018392,0.09706593,2.13567961,0.49907402,1.93751588
-5.69984992,6.57966909,0.10860170,0.09028648,0.66246649,0.41300527,0.10227513,2.23304538,0.51911045,2.00949324
-5.69384692,6.85014048,0.11215634,0.09503856,0.68960323,0.43671432,0.10734775,2.33003071,0.54059281,2.08028169
-5.68784392,7.11529471,0.11580670,0.09972761,0.71883093,0.46113731,0.11221404,2.42560482,0.56328430,2.14847426
-5.68184092,7.37181061,0.11949088,0.10430137,0.75010175,0.48609746,0.11680959,2.51882330,0.58694767,2.21278547
-5.67583792,7.61671105,0.12314989,0.10871064,0.78335510,0.51141471,0.12107680,2.60883885,0.61134637,2.27207617
-5.66983492,7.84739229,0.12672840,0.11290986,0.81850798,0.53690479,0.12496608,2.69490533,0.63624450,2.32537162
-5.66383192,8.06163341,0.13017523,0.11685752,0.85544466,0.56237760,0.12843667,2.77637573,0.66140569,2.37187226
-5.65782891,8.25758720,0.13344349,0.12051637,0.89400643,0.58763551,0.13145713,2.85269463,0.68659119,2.41095728
-5.65182591,8.43375520,0.13649048,0.12385342,0.93398233,0.61247155,0.13400551,2.92338662,0.71155757,2.44218141
-5.64582291,8.58895061,0.13927746,0.12683983,0.97510173,0.63666802,0.13606911,2.98804181,0.73605449,2.46526550
-5.63981991,8.72225330,0.14176919,0.12945066,1.01702959,0.65999582,0.13764397,3.04630048,0.75982286,2.48008225
-5.63381691,8.83296180,0.14393358,0.13166458,1.05936513,0.68221471,0.13873422,3.09783816,0.78259396,2.48663815
-5.62781391,8.92054710,0.14574125,0.13346352,1.10164437,0.70307485,0.13935115,3.14235325,0.80408978,2.48505332
-5.62181091,8.98461264,0.14716530,0.13483242,1.14334689,0.72231973,0.13951228,3.17955822,0.82402486,2.47554050
-5.61580790,9.02486452,0.14818125,0.13575895,1.18390676,0.73969062,0.13924037,3.20917578,0.84210999,2.45838482
-5.60980490,9.04109453,0.14876716,0.13623344,1.22272760,0.75493241,0.13856255,3.23094078,0.85805749,2.43392549
-5.60380190,9.03317791,0.14890401,0.13624888,1.25920111,0.76780076,0.13750949,3.24460781,0.87158836,2.40254039
-5.59779890,9.00108597,0.14857634,0.13580105,1.29272840,0.77807024,0.13611477,3.24996462,0.88244070,2.36463435
-5.59179590,8.94491249,0.14777306,0.13488879,1.32274319,0.78554318,0.13441442,3.24685030,0.89037928,2.32063127
-5.58579290,8.86491165,0.14648837,0.13351441,1.34873580,0.79005861,0.13244661,3.23517707,0.89520569,2.27097021
-5.57978989,8.76154387,0.14472285,0.13168414,1.37027659,0.79150092,0.13025147,3.21495412,0.89676848,2.21610490
-5.57378689,8.63552514,0.14248445,0.12940865,1.38703769,0.78980767,0.12787109,3.18631158,0.89497268,2.15650620
-5.56778389,8.48787507,0.13978936,0.12670350,1.39881183,0.78497596,0.12534951,3.14952255,0.88978811,2.09266631
-5.56178089,8.31995848,0.13666279,0.12358957,1.40552711,0.77706699,0.12273272,3.10502117,0.88125587,2.02510403
-5.55577789,8.13351583,0.13313936,0.12009340,1.40725671,0.76620833,0.12006856,3.05341506,0.86949242,1.95436964
-5.54977489,7.93067818,0.12926318,0.11624727,1.40422306,0.75259367,0.11740657,2.99549023,0.85469099,1.88104864
-5.54377189,7.71396364,0.12508758,0.11208916,1.39679584,0.73647982,0.11479758,2.93220776,0.83711995,1.80576324
-5.53776888,7.48625316,0.12067432,0.10766249,1.38548381,0.71818117,0.11229307,2.86469119,0.81711804,1.72917102
-5.53176588,7.25074509,0.11609248,0.10301557,1.37092064,0.69806143,0.10994436,2.79420493,0.79508656,1.65196027
-5.52576288,7.01088941,0.11141694,0.09820083,1.35384535,0.67652328,0.10780152,2.72212406,0.77147882,1.57484192
-5.51975988,6.77030380,0.10672646,0.09327392,1.33507802,0.65399614,0.10591205,2.64989656,0.74678710,1.49853818
-5.51375688,6.53267513,0.10210163,0.08829256,1.31549194,0.63092273,0.10431946,2.57899974,0.72152778,1.42376832
-5.50775388,6.30165098,0.09762249,0.08331525,1.29598337,0.60774487,0.10306170,2.51089274,0.69622530,1.35123242
-5.50175088,6.08072646,0.09336628,0.07839999,1.27744027,0.58488944,0.10216960,2.44696742,0.67139551,1.28159376
-5.49574787,5.87313220,0.08940503,0.07360290,1.26071139,0.56275481,0.10166539,2.38850014,0.64752933,1.21546110
-5.48974487,5.68172921,0.08580347,0.06897696,1.24657703,0.54169871,0.10156141,2.33660668,0.62507734,1.15337168
-5.48374187,5.50891610,0.08261707,0.06457082,1.23572289,0.52202776,0.10185904,2.29220285,0.60443603,1.09577611
-5.47773887,5.35655355,0.07989047,0.06042777,1.22871785,0.50398947,0.10254801,2.25597251,0.58593619,1.04302607
-5.47173587,5.22590984,0.07765629,0.05658495,1.22599683,0.48776665,0.10360612,2.22834478,0.56983415,0.99536544
-5.46573287,5.11763018,0.07593440,0.05307277,1.22784911,0.47347478,0.10499941,2.20948151,0.55630591,0.95292559
-5.45972986,5.03173132,0.07473162,0.04991459,1.23441268,0.46116210,0.10668277,2.19927549,0.54544459,0.91572499
-5.45372686,4.96762143,0.07404194,0.04712673,1.24567447,0.45081252,0.10860113,2.19735961,0.53726111,0.88367326
-5.44772386,4.92414403,0.07384719,0.04471867,1.26147636,0.44235099,0.11069095,2.20312615,0.53168798,0.85657943
-5.44172086,4.89964349,0.07411809,0.04269357,1.28152646,0.43565107,0.11288219,2.21575541,0.52858604,0.83416394
-5.43571786,4.89204845,0.07481567,0.04104898,1.30541490,0.43054413,0.11510057,2.23425200,0.52775360,0.81607375
-5.42971486,4.89896896,0.07589305,0.03977773,1.33263330,0.42682984,0.11727004,2.25748694,0.52893771,0.80189982
-5.42371186,4.91780222,0.07729727,0.03886901,1.36259675,0.42428719,0.11931530,2.28424364,0.53184680,0.79119588
-5.41770885,4.94584176,0.07897142,0.03830951,1.39466744,0.42268568,0.12116439,2.31326528,0.53616428,0.78349768
-5.41170585,4.98038485,0.08085663,0.03808460,1.42817855,0.42179598,0.12275116,2.34330168,0.54156230,0.77834171
-5.40570285,5.01883319,0.08289410,0.03817955,1.46245747,0.42139968,0.12401740,2.37315323,0.54771528,0.77528246
-5.39969985,5.05878246,0.08502692,0.03858063,1.49684726,0.42129769,0.12491478,2.40171030,0.55431247,0.77390743
-5.39369685,5.09809702,0.08720170,0.03927612,1.53072556,0.42131690,0.12540635,2.42798629,0.56106916,0.77384932
-5.38769385,5.13496719,0.08936989,0.04025719,1.56352017,0.42131505,0.12546752,2.45114336,0.56773605,0.77479482
-5.38169085,5.16794709,0.09148878,0.04151857,1.59472083,0.42118356,0.12508672,2.47050991,0.57410653,0.77648981
-5.37568784,5.19597265,0.09352212,0.04305899,1.62388688,0.42084837,0.12426537,2.48558952,0.58002158,0.77874083
-5.36968484,5.21835994,0.09544038,0.04488134,1.65065078,0.42026897,0.12301758,2.49606166,0.58537230,0.78141303
-5.36368184,5.23478538,0.09722065,0.04699263,1.67471767,0.41943580,0.12136930,2.50177443,0.59009989,0.78442490
-5.35767884,5.24525003,0.09884622,0.04940363,1.69586123,0.41836622,0.11935712,2.50273057,0.59419346,0.78774015
-5.35167584,5.25003090,0.10030583,0.05212822,1.71391653,0.41709965,0.11702687,2.49906786,0.59768562,0.79135754
-5.34567284,5.24962297,0.10159274,0.05518255,1.72877052,0.41569192,0.11443189,2.49103535,0.60064637,0.79529923
-5.33966983,5.24467562,0.10270367,0.05858390,1.74035102,0.41420955,0.11163127,2.47896725,0.60317547,0.79959849
-5.33366683,5.23592767,0.10363762,0.06234938,1.74861504,0.41272410,0.10868805,2.46325599,0.60539394,0.80428748
-5.32766383,5.22414467,0.10439469,0.06649446,1.75353742,0.41130713,0.10566746,2.44432610,0.60743493,0.80938588
-5.32166083,5.21006210,0.10497513,0.07103144,1.75510061,0.41002588,0.10263530,2.42261056,0.60943452,0.81489105
-5.31565783,5.19433748,0.10537836,0.07596785,1.75328633,0.40893998,0.09965649,2.39853062,0.61152299,0.82077025
-5.30965483,5.17751376,0.10560240,0.08130492,1.74806981,0.40809937,0.09679388,2.37248032,0.61381682,0.82695535
-5.30365183,5.15999535,0.10564351,0.08703612,1.73941696,0.40754332,0.09410729,2.34481608,0.61641189,0.83334033
-5.29764882,5.14203778,0.10549606,0.09314593,1.72728472,0.40730070,0.09165275,2.31585183,0.61937813,0.83978162
-5.29164582,5.12375043,0.10515286,0.09960885,1.71162466,0.40739118,0.08948209,2.28585925,0.62275595,0.84610119
-5.28564282,5.10511161,0.10460562,0.10638876,1.69238944,0.40782736,0.08764261,2.25507298,0.62655437,0.85209232
-5.27963982,5.08599405,0.10384583,0.11343860,1.66954179,0.40861736,0.08617701,2.22369960,0.63075108,0.85752740
-5.27363682,5.06619842,0.10286563,0.12070053,1.64306524,0.40976783,0.08512332,2.19192958,0.63529424,0.86216751
-5.26763382,5.04549211,0.10165904,0.12810655,1.61297597,0.41128691,0.08451504,2.15995088,0.64010594,0.86577306
-5.26163082,5.02365019,0.10022303,0.13557949,1.57933471,0.41318687,0.08438111,2.12796276,0.64508705,0.86811487
-5.25562781,5.00049550,0.09855866,0.14303456,1.54225782,0.41548633,0.08474594,2.09618870,0.65012313,0.86898512
-5.24962481,4.97593483,0.09667207,0.15038123,1.50192678,0.41821167,0.08562937,2.06488705,0.65509117,0.86820747
-5.24362181,4.94998896,0.09457528,0.15752548,1.45859511,0.42139758,0.08704643,2.03435859,0.65986667,0.86564573
-5.23761881,4.92281418,0.09228670,0.16437232,1.41259221,0.42508677,0.08900713,2.00495003,0.66433073,0.86121089
-5.23161581,4.89471430,0.08983132,0.17082851,1.36432363,0.42932867,0.09151602,1.97705336,0.66837687,0.85486578
-5.22561281,4.86614232,0.08724062,0.17680533,1.31426753,0.43417744,0.09457176,1.95110070,0.67191702,0.84662751
-5.21960980,4.83769193,0.08455207,0.18222134,1.26296741,0.43968926,0.09816667,1.92755503,0.67488675,0.83656733
-5.21360680,4.81007965,0.08180834,0.18700501,1.21102126,0.44591926,0.10228628,1.90689740,0.67724917,0.82480822
-5.20760380,4.78411907,0.07905615,0.19109700,1.15906773,0.45291817,0.10690898,1.88961138,0.67899753,0.81152027
-5.20160080,4.76068887,0.07634499,0.19445222,1.10776975,0.46072920,0.11200583,1.87616578,0.68015648,0.79691411
-5.19559780,4.74069701,0.07372555,0.19704134,1.05779667,0.46938505,0.11754060,1.86699672,0.68078181,0.78123297
-5.18959480,4.72504325,0.07124813,0.19885183,1.00980548,0.47890562,0.12346995,1.86249027,0.68095889,0.76474366
-5.18359180,4.71458213,0.06896101,0.19988844,0.96442213,0.48929628,0.12974407,1.86296644,0.68079980,0.74772697
-5.17758879,4.71008862,0.06690884,0.20017314,0.92222382,0.50054693,0.13630742,1.86866567,0.68043940,0.73046807
-5.17158579,4.71222786,0.06513126,0.19974442,0.88372285,0.51263190,0.14309986,1.87973826,0.68003044,0.71324711
-5.16558279,4.72153012,0.06366166,0.19865612,0.84935289,0.52551043,0.15005790,1.89623713,0.67973801,0.69633077
-5.15957979,4.73837179,0.06252623,0.19697568,0.81945787,0.53912785,0.15711619,1.91811418,0.67973341,0.67996465
-5.15357679,4.76296234,0.06174325,0.19478204,0.79428407,0.55341708,0.16420907,1.94521977,0.68018788,0.66436708
-5.14757379,4.79533686,0.06132283,0.19216314,0.77397532,0.56830032,0.17127202,1.97730526,0.68126604,0.64972428
-5.14157079,4.83535363,0.06126681,0.18921310,0.75857138,0.58369062,0.17824310,2.01402776,0.68311963,0.63618705
-5.13556778,4.88269558,0.06156910,0.18602938,0.74800945,0.59949322,0.18506411,2.05495660,0.68588139,0.62386881
-5.12956478,4.93687454,0.06221629,0.18270967,0.74212819,0.61560632,0.19168146,2.09958067,0.68965935,0.61284512
-5.12356178,4.99723737,0.06318845,0.17934897,0.74067433,0.63192136,0.19804672,2.14731616,0.69453176,0.60315434
-5.11755878,5.06297300,0.06446024,0.17603669,0.74331105,0.64832251,0.20411669,2.19751403,0.70054261,0.59479937
-5.11155578,5.13311987,0.06600208,0.17285398,0.74962808,0.66468565,0.20985319,2.24946695,0.70769792,0.58775024
-5.10555278,5.20657349,0.06778153,0.16987135,0.75915274,0.68087685,0.21522234,2.30241568,0.71596306,0.58194742
-5.09954977,5.28209445,0.06976458,0.16714663,0.77136193,0.69675053,0.22019364,2.35555485,0.72526092,0.57730555
-5.09354677,5.35831728,0.07191709,0.16472339,0.78569443,0.71214771,0.22473880,2.40803859,0.73547131,0.57371753
-5.08754377,5.43376110,0.07420600,0.16262977,0.80156342,0.72689451,0.22883045,2.45898648,0.74643160,0.57105881
-5.08154077,5.50684303,0.07660056,0.16087786,0.81836893,0.74080133,0.23244089,2.50749038,0.75793853,0.56919173
-5.07553777,5.57589539,0.07907327,0.15946358,0.83551008,0.75366305,0.23554097,2.55262280,0.76975153,0.56796981
-5.06953477,5.63918773,0.08160071,0.15836715,0.85239689,0.76526037,0.23809937,2.59344735,0.78159730,0.56724199
-5.06353177,5.69495416,0.08416408,0.15755401,0.86846165,0.77536259,0.24008207,2.62903171,0.79317577,0.56685654
-5.05752876,5.74142632,0.08674949,0.15697632,0.88316960,0.78373189,0.24145251,2.65846333,0.80416725,0.56666489
-5.05152576,5.77687177,0.08934795,0.15657486,0.89602879,0.79012901,0.24217206,2.68086770,0.81424075,0.56652497
-5.04552276,5.79963683,0.09195508,0.15628136,0.90659907,0.79432022,0.24220116,2.69542902,0.82306303,0.56630420
-5.03951976,5.80819253,0.09457055,0.15602114,0.91449992,0.79608526,0.24150083,2.70141238,0.83030827,0.56588201
-5.03351676,5.80118183,0.09719724,0.15571594,0.91941690,0.79522587,0.24003462,2.69818680,0.83566796,0.56515176
-5.02751376,5.77746588,0.09984015,0.15528687,0.92110676,0.79157446,0.23777079,2.68524770,0.83886055,0.56402208
-5.02151076,5.73616666,0.10250515,0.15465741,0.91940067,0.78500247,0.23468468,2.66223781,0.83964057,0.56241749
-5.01550775,5.67670383,0.10519757,0.15375619,0.91420574,0.77542773,0.23076097,2.62896506,0.83780672,0.56027834
-5.00950475,5.59882312,0.10792074,0.15251961,0.90550459,0.76282063,0.22599586,2.58541632,0.83320868,0.55756007
-5.00350175,5.50261463,0.11067453,0.15089411,0.89335289,0.74720840,0.22039877,2.53176596,0.82575214,0.55423181
-4.99749875,5.38851953,0.11345399,0.14883802,0.87787507,0.72867743,0.21399372,2.46837838,0.81540209,0.55027445
-4.99149575,5.25732443,0.11624820,0.14632288,0.85925816,0.70737327,0.20681997,2.39580414,0.80218398,0.54567825
-4.98549275,5.11014356,0.11903937,0.14333434,0.83774417,0.68349845,0.19893213,2.31476967,0.78618288,0.54044028
-4.97948974,4.94838964,0.12180229,0.13987239,0.81362118,0.65730808,0.19039959,2.22616076,0.76754076,0.53456174
-4.97348674,4.77373480,0.12450422,0.13595119,0.78721356,0.62910349,0.18130523,2.13100076,0.74645196,0.52804549
-4.96748374,4.58806402,0.12710524,0.13159836,0.75887188,0.59922436,0.17174362,2.03042432,0.72315727,0.52089404
-4.96148074,4.39342351,0.12955907,0.12685384,0.72896274,0.56803971,0.16181869,1.92564818,0.69793702,0.51310796
-4.95547774,4.19196708,0.13181444,0.12176850,0.69785922,0.53593822,0.15164105,1.81794037,0.67110347,0.50468529
-4.94947474,3.98590337,0.13381684,0.11640248,0.66593214,0.50331851,0.14132508,1.70858941,0.64299310,0.49562162
-4.94347174,3.77744692,0.13551076,0.11082339,0.63354275,0.47057983,0.13098596,1.59887505,0.61395919,0.48591123
-4.93746873,3.56877535,0.13684221,0.10510452,0.60103685,0.43811365,0.12073678,1.49004190,0.58436503,0.47554915
-4.93146573,3.36199483,0.13776147,0.09932315,0.56874078,0.40629655,0.11068584,1.38327707,0.55457817,0.46453395
-4.92546273,3.15911492,0.13822593,0.09355900,0.53695911,0.37548468,0.10093436,1.27969275,0.52496588,0.45287137
-4.91945973,2.96203361,0.13820287,0.08789287,0.50597420,0.34600999,0.09157454,1.18031418,0.49589206,0.44057829
-4.91345673,2.77253221,0.13767214,0.08240566,0.47604722,0.31817831,0.08268815,1.08607311,0.46771544,0.42768699
-4.90745373,2.59227946,0.13662839,0.07717752,0.44742067,0.29226915,0.07434564,0.99780671,0.44078913,0.41424921
-4.90145073,2.42284319,0.13508293,0.07228744,0.42032175,0.26853712,0.06660572,0.91626118,0.41546128,0.40033997
-4.89544772,2.26570776,0.13306508,0.06781298,0.39496643,0.24721460,0.05951549,0.84209934,0.39207646,0.38606058
-4.88944472,2.12229471,0.13062278,0.06383019,0.37156365,0.22851544,0.05311089,0.77591115,0.37097754,0.37154078
-4.88344172,1.99398430,0.12782256,0.06041372,0.35031931,0.21263912,0.04741755,0.71822586,0.35250757,0.35693967
-4.87743872,1.88213506,0.12474881,0.05763689,0.33143949,0.19977503,0.04245186,0.66952457,0.33701117,0.34244531
-4.87143572,1.78809911,0.12150225,0.05557179,0.31513281,0.19010640,0.03822219,0.63025193,0.32483519,0.32827294
-4.86543272,1.71323078,0.11819785,0.05428911,0.30161124,0.18381340,0.03473011,0.60082567,0.31632797,0.31466171
-4.85942971,1.65888677,0.11496195,0.05385792,0.29108951,0.18107510,0.03197157,0.58164302,0.31183713,0.30187002
-4.85342671,1.62641644,0.11192899,0.05434497,0.28378272,0.18206990,0.02993801,0.57308306,0.31170547,0.29016955
-4.84742371,1.61714141,0.10923771,0.05581379,0.27990222,0.18697423,0.02861715,0.57550444,0.31626480,0.27983819
-4.84142071,1.63232431,0.10702706,0.05832331,0.27964980,0.19595930,0.02799359,0.58923818,0.32582788,0.27115207
-4.83541771,1.67312706,0.10543186,0.06192616,0.28321039,0.20918599,0.02804916,0.61457543,0.34067826,0.26437691
-4.82941471,1.74055995,0.10457847,0.06666657,0.29074344,0.22679783,0.02876295,0.65175073,0.36105855,0.25975909
-4.82341171,1.83542321,0.10458045,0.07257802,0.30237343,0.24891234,0.03011106,0.70092117,0.38715726,0.25751658
-4.81740870,1.95824342,0.10553445,0.07968065,0.31817981,0.27561102,0.03206618,0.76214253,0.41909487,0.25783023
-4.81140570,2.10920780,0.10751641,0.08797854,0.33818705,0.30692843,0.03459695,0.83534363,0.45690961,0.26083561
-4.80540270,2.28809950,0.11057820,0.09745714,0.36235504,0.34284086,0.03766727,0.92030021,0.50054384,0.26661575
-4.79939970,2.49423769,0.11474488,0.10808083,0.39057072,0.38325516,0.04123549,1.01661004,0.54983159,0.27519514
-4.79339670,2.72642606,0.12001249,0.11979085,0.42264121,0.42799853,0.04525379,1.12367094,0.60448819,0.28653507
-4.78739370,2.98291348,0.12634680,0.13250382,0.45828915,0.47680970,0.04966757,1.24066319,0.66410288,0.30053083
-4.78139070,3.26137031,0.13368271,0.14611096,0.49715053,0.52933236,0.05441514,1.36653827,0.72813486,0.31701070
-4.77538769,3.55888324,0.14192468,0.16047814,0.53877565,0.58511142,0.05942768,1.50001498,0.79591369,0.33573703
-4.76938469,3.87197114,0.15094802,0.17544691,0.58263317,0.64359254,0.06462951,1.63958419,0.86664439,0.35640945
-4.76338169,4.19662334,0.16060117,0.19083655,0.62811758,0.70412541,0.06993876,1.78352311,0.93941746,0.37867026
-4.75737869,4.52836089,0.17070891,0.20644720,0.67456001,0.76597099,0.07526843,1.92991909,1.01322408,0.40211188
-4.75137569,4.86232013,0.18107637,0.22206396,0.72124213,0.82831284,0.08052779,2.07670300,1.08697605,0.42628620
-4.74537269,5.19335687,0.19149392,0.23746198,0.76741281,0.89027225,0.08562416,2.22169141,1.15953020,0.45071578
-4.73936968,5.51616808,0.20174264,0.25241228,0.81230701,0.95092698,0.09046499,2.36263635,1.22971646,0.47490631
-4.73336668,5.82542727,0.21160031,0.26668816,0.85516618,1.00933296,0.09496009,2.49728096,1.29636863,0.49836014
-4.72736368,6.11592832,0.22084768,0.28007196,0.89525940,1.06454818,0.09902407,2.62341902,1.35835678,0.52059038
-4.72136068,6.38273230,0.22927490,0.29236179,0.93190441,1.11565801,0.10257871,2.73895582,1.41461993,0.54113496
-4.71535768,6.62131115,0.23668768,0.30337811,0.96448747,1.16180079,0.10555530,2.84196794,1.46419760,0.55957032
-4.70935468,6.82768187,0.24291325,0.31296968,0.99248138,1.20219272,0.10789671,2.93075920,1.50625905,0.57552396
-4.70335168,6.99852551,0.24780555,0.32101867,1.01546065,1.23615097,0.10955923,3.00391039,1.54012866,0.58868551
-4.69734867,7.13128541,0.25124974,0.32744474,1.03311317,1.26311400,0.11051395,3.06032040,1.56530655,0.59881576
-4.69134567,7.22424044,0.25316568,0.33220769,1.04524788,1.28265816,0.11074769,3.09923693,1.58148337,0.60575342
-4.68534267,7.27654972,0.25351027,0.33530883,1.05179797,1.29450995,0.11026338,3.12027547,1.58854870,0.60941910
-4.67933967,7.28826723,0.25227866,0.33679069,1.05281963,1.29855331,0.10907995,3.12342564,1.58659266,0.60981659
-4.67333667,7.26032561,0.24950410,0.33673532,1.04848637,1.29483176,0.10723161,3.10904481,1.57590073,0.60703126
-4.66733367,7.19449039,0.24525663,0.33526108,1.03907921,1.28354529,0.10476663,3.07783942,1.55694219,0.60122573
-4.66133067,7.09328710,0.23964065,0.33251825,1.02497338,1.26504226,0.10174572,3.03083509,1.53035261,0.59263305
-4.65532766,6.95990493,0.23279129,0.32868350,1.00662207,1.23980672,0.09823991,2.96933705,1.49691141,0.58154767
-4.64932466,6.79808175,0.22487010,0.32395353,0.98453824,1.20844183,0.09432826,2.89488293,1.45751553,0.56831469
-4.64332166,6.61197577,0.21605986,0.31853829,0.95927522,1.17165013,0.09009524,2.80919009,1.41315032,0.55331778
