energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-5.88594297,6.15210985,0.00197083,1.70170545,0.36427695,0.17366894,3.04899073,3.00695904,0.02519521,1.08781253
-5.87993997,6.31198742,0.00193765,1.75730261,0.36773729,0.17633876,3.10869889,3.12342400,0.02462774,1.10090907
-5.87393697,6.47048158,0.00192414,1.81100824,0.37279069,0.17873200,3.16592526,3.23821303,0.02397775,1.11550285
-5.86793397,6.62566238,0.00192900,1.86204534,0.37941178,0.18086701,3.22041939,3.34973057,0.02324761,1.13158762
-5.86193097,6.77558058,0.00195104,1.90965010,0.38755199,0.18276362,3.27193118,3.45636834,0.02244282,1.14913388
-5.85592796,6.91828016,0.00198919,1.95308563,0.39713843,0.18444081,3.32019720,3.55653377,0.02157157,1.16807813
-5.84992496,7.05181235,0.00204245,1.99165547,0.40807265,0.18591461,3.36492919,3.64867892,0.02064429,1.18831309
-5.84392196,7.17425211,0.00210990,2.02471669,0.42022981,0.18719616,3.40580557,3.73132920,0.01967310,1.20967946
-5.83791896,7.28371754,0.00219059,2.05169231,0.43345835,0.18829025,3.44246687,3.80311161,0.01867135,1.23195998
-5.83191596,7.37839279,0.00228361,2.07208270,0.44758018,0.18919427,3.47451536,3.86278152,0.01765305,1.25487635
-5.82591296,7.45655423,0.00238798,2.08547582,0.46239183,0.18989766,3.50151928,3.90924782,0.01663237,1.27808922
-5.81990995,7.51660002,0.00250262,2.09155586,0.47766646,0.19038201,3.52302135,3.94159554,0.01562321,1.30120161
-5.81390695,7.55708215,0.00262638,2.09011026,0.49315687,0.19062163,3.53855149,3.95910568,0.01463870,1.32376573
-5.80790395,7.57674045,0.00275796,2.08103481,0.50859941,0.19058470,3.54764293,3.96127162,0.01369091,1.34529295
-5.80190095,7.57453723,0.00289592,2.06433682,0.52371891,0.19023489,3.54985122,3.94781175,0.01279050,1.36526662
-5.79589795,7.54969140,0.00303863,2.04013616,0.53823435,0.18953332,3.54477515,3.91867810,0.01194653,1.38315721
-5.78989495,7.50171074,0.00318431,2.00866435,0.55186511,0.18844082,3.53207886,3.87406061,0.01116625,1.39843911
-5.78389195,7.43042093,0.00333101,1.97026164,0.56433777,0.18692034,3.51151406,3.81438713,0.01045513,1.41060834
-5.77788894,7.33598995,0.00347663,1.92537229,0.57539298,0.18493929,3.48294156,3.74031900,0.00981678,1.41920048
-5.77188594,7.21894687,0.00361894,1.87453820,0.58479243,0.18247189,3.44635134,3.65274241,0.00925307,1.42380795
-5.76588294,7.08019374,0.00375561,1.81839104,0.59232543,0.17950117,3.40188033,3.55275579,0.00876427,1.42409597
-5.75987994,6.92101005,0.00388426,1.75764325,0.59781510,0.17602067,3.34982719,3.44165338,0.00834928,1.41981661
-5.75387694,6.74304909,0.00400251,1.69307788,0.60112381,0.17203575,3.29066358,3.32090555,0.00800585,1.41082022
-5.74787394,6.54832586,0.00410804,1.62553773,0.60215776,0.16756438,3.22504133,3.19213599,0.00773089,1.39706403
-5.74187094,6.33919654,0.00419863,1.55591375,0.60087051,0.16263745,3.15379499,3.05709646,0.00752075,1.37861752
-5.73586793,6.11832954,0.00427225,1.48513293,0.59726546,0.15729854,3.07793954,2.91763924,0.00737159,1.35566432
-5.72986493,5.88866851,0.00432713,1.41414570,0.59139700,0.15160327,2.99866262,2.77568796,0.00727961,1.32850087
-5.72386193,5.65338780,0.00436179,1.34391294,0.58337049,0.14561809,2.91731136,2.63320696,0.00724141,1.29753162
-5.71785893,5.41584083,0.00437512,1.27539257,0.57334089,0.13941881,2.83537331,2.49216963,0.00725421,1.26326121
-5.71185593,5.17950226,0.00436644,1.20952574,0.56151016,0.13308874,2.75445168,2.35452620,0.00731604,1.22628367
-5.70585293,4.94790477,0.00433549,1.14722260,0.54812336,0.12671659,2.67623478,2.22217111,0.00742592,1.18726908
-5.69984992,4.72457129,0.00428254,1.08934768,0.53346362,0.12039428,2.60246005,2.09691048,0.00758390,1.14694807
-5.69384692,4.51294399,0.00420830,1.03670502,0.51784593,0.11421466,2.53487311,1.98042996,0.00779116,1.10609446
-5.68784392,4.31631111,0.00411400,0.99002298,0.50161007,0.10826915,2.47518266,1.87426347,0.00804987,1.06550651
-5.68184092,4.13773314,0.00400133,0.94993917,0.48511252,0.10264558,2.42501215,1.77976322,0.00836313,1.02598722
-5.67583792,3.97996993,0.00387243,0.91698564,0.46871784,0.09742613,2.38584954,1.69807152,0.00873474,0.98832419
-5.66983492,3.84541056,0.00372983,0.89157473,0.45278953,0.09268536,2.35899682,1.63009518,0.00916904,0.95326948
-5.66383192,3.73600785,0.00357639,0.87398609,0.43768060,0.08848862,2.34552097,1.57648292,0.00967056,0.92151993
-5.65782891,3.65321980,0.00341529,0.86435534,0.42372427,0.08489061,2.34620843,1.53760676,0.01024376,0.89369859
-5.65182591,3.59796000,0.00324988,0.86266502,0.41122491,0.08193427,2.36152515,1.51354805,0.01089270,0.87033779
-5.64582291,3.57055938,0.00308367,0.86873838,0.40044963,0.07964999,2.39158434,1.50408899,0.01162074,0.85186426
-5.63981991,3.57074139,0.00292026,0.88223661,0.39162083,0.07805516,2.43612400,1.50871034,0.01243026,0.83858707
-5.63381691,3.59761272,0.00276322,0.90266010,0.38490991,0.07715398,2.49449591,1.52659608,0.01332244,0.83068871
-5.62781391,3.64967101,0.00261609,0.92935401,0.38043261,0.07693776,2.56566759,1.55664546,0.01429704,0.82821994
-5.62181091,3.72483096,0.00248231,0.96151868,0.37824609,0.07738542,2.64823835,1.59749287,0.01535236,0.83109867
-5.61580790,3.82046933,0.00236518,0.99822479,0.37834789,0.07846445,2.74046966,1.64753562,0.01648518,0.83911331
-5.60980490,3.93348880,0.00226779,1.03843327,0.38067717,0.08013213,2.84032977,1.70496942,0.01769090,0.85193052
-5.60380190,4.06039991,0.00219306,1.08101967,0.38511797,0.08233712,2.94555177,1.76783102,0.01896368,0.86910762
-5.59779890,4.19741931,0.00214369,1.12480245,0.39150465,0.08502123,3.05370335,1.83404728,0.02029675,0.89010929
-5.59179590,4.34058182,0.00212219,1.16857438,0.39962935,0.08812156,3.16226622,1.90148936,0.02168280,0.91432817
-5.58579290,4.48586323,0.00213082,1.21113607,0.40925118,0.09157272,3.26872230,1.96803059,0.02311444,0.94110903
-5.57978989,4.62930954,0.00217170,1.25133057,0.42010697,0.09530918,3.37064343,2.03160623,0.02458473,0.96977548
-5.57378689,4.76716851,0.00224672,1.28807776,0.43192301,0.09926774,3.46578104,2.09027308,0.02608781,0.99965849
-5.56778389,4.89601842,0.00235764,1.32040714,0.44442750,0.10338986,3.55215205,2.14226699,0.02761947,1.03012570
-5.56178089,5.01288922,0.00250606,1.34748778,0.45736310,0.10762397,3.62811728,2.18605594,0.02917784,1.06061032
-5.55577789,5.11537123,0.00269344,1.36865422,0.47049915,0.11192753,3.69244893,2.22038678,0.03076399,1.09063856
-5.54977489,5.20170673,0.00292115,1.38342719,0.48364284,0.11626884,3.74438405,2.24432371,0.03238250,1.11985430
-5.54377189,5.27086078,0.00319040,1.39152820,0.49664914,0.12062848,3.78366158,2.25727695,0.03404203,1.14804014
-5.53776888,5.32256786,0.00350232,1.39288755,0.50942874,0.12500038,3.81054107,2.25902034,0.03575575,1.17513357
-5.53176588,5.35735230,0.00385792,1.38764518,0.52195373,0.12939244,3.82580214,2.24969722,0.03754166,1.20123770
-5.52576288,5.37652125,0.00425806,1.37614456,0.53426070,0.13382659,3.83072440,2.22981413,0.03942285,1.22662576
-5.51975988,5.38213011,0.00470348,1.35891961,0.54645113,0.13833847,3.82704863,2.20022272,0.04142754,1.25173899
-5.51375688,5.37692146,0.00519475,1.33667551,0.55868878,0.14297655,3.81692040,2.16209042,0.04358905,1.27717778
-5.50775388,5.36423941,0.00573225,1.31026393,0.57119426,0.14780077,3.80281836,2.11686106,0.04594551,1.30368614
-5.50175088,5.34792237,0.00631616,1.28065382,0.58423690,0.15288074,3.78746988,2.06620700,0.04853947,1.33212986
-5.49574787,5.33217792,0.00694640,1.24889895,0.59812404,0.15829362,3.77375703,2.01197445,0.05141724,1.36346874
-5.48974487,5.32144387,0.00762262,1.21610335,0.61318820,0.16412158,3.76461642,1.95612409,0.05462810,1.39872402
-5.48374187,5.32024042,0.00834419,1.18338603,0.62977260,0.17044906,3.76293642,1.90066910,0.05822328,1.43894161
-5.47773887,5.33301798,0.00911013,1.15184604,0.64821536,0.17735979,3.77145521,1.84761260,0.06225467,1.48515257
-5.47173587,5.36400573,0.00991911,1.12252927,0.66883321,0.18493378,3.79266327,1.79888673,0.06677346,1.53833188
-5.46573287,5.41706560,0.01076943,1.09639785,0.69190518,0.19324423,3.82871341,1.75629502,0.07182847,1.59935701
-5.45972986,5.49555616,0.01165901,1.07430294,0.71765688,0.20235448,3.88134129,1.72145997,0.07746441,1.66896770
-5.45372686,5.60221043,0.01258540,1.05696183,0.74624624,0.21231521,3.95179885,1.69577696,0.08371994,1.74772824
-5.44772386,5.73903151,0.01354575,1.04493966,0.77775107,0.22316169,4.04080292,1.68037584,0.09062571,1.83599389
-5.44172086,5.90720879,0.01453690,1.03863611,0.81215927,0.23491151,4.14850043,1.67609091,0.09820230,1.93388252
-5.43571786,6.10705755,0.01555532,1.03827724,0.84936195,0.24756250,4.27445143,1.68343983,0.10645828,2.04125283
-5.42971486,6.33798367,0.01659723,1.04391249,0.88915015,0.26109120,4.41763044,1.70261177,0.11538834,2.15769019
-5.42371186,6.59847468,0.01765862,1.05541659,0.93121522,0.27545175,4.57644619,1.73346477,0.12497162,2.28250075
-5.41770885,6.88611769,0.01873534,1.07249626,0.97515309,0.29057532,4.74877919,1.77553212,0.13517036,2.41471464
-5.41170585,7.19764383,0.01982312,1.09470120,1.02047250,0.30637012,4.93203612,1.82803736,0.14592893,2.55309820
-5.40570285,7.52899834,0.02091771,1.12143902,1.06660685,0.32272196,5.12321929,1.88991730,0.15717333,2.69617545
-5.39969985,7.87543442,0.02201489,1.15199355,1.11292941,0.33949541,5.31900914,1.95985217,0.16881122,2.84225816
-5.39369685,8.23162830,0.02311062,1.18554603,1.15877134,0.35653561,5.51585701,2.03630228,0.18073261,2.98948377
-5.38769385,8.59181229,0.02420101,1.22119849,1.20344178,0.37367054,5.71008525,2.11754987,0.19281110,3.13586015
-5.38169085,8.94992188,0.02528244,1.25799872,1.24624928,0.39071392,5.89799119,2.20174509,0.20490593,3.27931557
-5.37568784,9.29975235,0.02635159,1.29496616,1.28652360,0.40746851,6.07595145,2.28695502,0.21686448,3.41775226
-5.36968484,9.63512004,0.02740542,1.33111800,1.32363688,0.42372989,6.24052287,2.37121409,0.22852552,3.54910165
-5.36368184,9.95002307,0.02844119,1.36549473,1.35702336,0.43929053,6.38853646,2.45257486,0.23972291,3.67137929
-5.35767884,10.23879625,0.02945643,1.39718467,1.38619659,0.45394411,6.51718117,2.52915755,0.25028966,3.78273736
-5.35167584,10.49625527,0.03044895,1.42534644,1.41076348,0.46749004,6.62407434,2.59919702,0.26006232,3.88151287
-5.34567284,10.71782520,0.03141672,1.44922920,1.43043443,0.47973794,6.70731657,2.66108593,0.26888546,3.96626980
-5.33966983,10.89964950,0.03235784,1.46818971,1.44502929,0.49051210,6.76552929,2.71341283,0.27661605,4.03583360
-5.33366683,11.03867600,0.03327049,1.48170602,1.45447872,0.49965581,6.79787406,2.75499421,0.28312765,4.08931703
-5.32766383,11.13271751,0.03415284,1.48938733,1.45882119,0.50703527,6.80405343,2.78489964,0.28831413,4.12613653
-5.32166083,11.18048571,0.03500298,1.49097979,1.45819588,0.51254327,6.78429409,2.80246936,0.29209289,4.14601877
-5.31565783,11.18159813,0.03581892,1.48636818,1.45283191,0.51610225,6.73931383,2.80732403,0.29440731,4.14899769
-5.30965483,11.13655884,0.03659849,1.47557358,1.44303465,0.51766680,6.67027433,2.79936658,0.29522842,4.13540242
-5.30365183,11.04671489,0.03733937,1.45874705,1.42917014,0.51722551,6.57872255,2.77877632,0.29455571,4.10583720
-5.29764882,10.91419121,0.03803908,1.43615986,1.41164819,0.51480204,6.46652388,2.74599584,0.29241695,4.06115442
-5.29164582,10.74180734,0.03869497,1.40819064,1.39090562,0.51045543,6.33579031,2.70171136,0.28886717,4.00242242
-5.28564282,10.53298019,0.03930430,1.37530996,1.36739011,0.50427950,6.18880706,2.64682756,0.28398678,3.93088957
-5.27963982,10.29161700,0.03986429,1.33806308,1.34154589,0.49640153,6.02796081,2.58243788,0.27787887,3.84794646
-5.27363682,10.02200313,0.04037217,1.29705155,1.31380165,0.48697993,5.85567258,2.50979149,0.27066597,3.75508761
-5.26763382,9.72868881,0.04082526,1.25291424,1.28456137,0.47620132,5.67433764,2.43025828,0.26248622,3.65387439
-5.26163082,9.41637884,0.04122110,1.20630870,1.25419828,0.46427672,5.48627442,2.34529295,0.25348924,3.54590030
-5.25562781,9.08982891,0.04155753,1.15789336,1.22305190,0.45143720,5.29368374,2.25639949,0.24383190,3.43275962
-5.24962481,8.75375096,0.04183278,1.10831128,1.19142812,0.43792899,5.09861904,2.16509702,0.23367405,3.31602016
-5.24362181,8.41273013,0.04204559,1.05817574,1.15960186,0.42400825,4.90296760,2.07288793,0.22317445,3.19720046
-5.23761881,8.07115432,0.04219533,1.00805836,1.12782173,0.40993561,4.70844229,1.98122907,0.21248708,3.07775155
-5.23161581,7.73315704,0.04228209,0.95847969,1.09631611,0.39597064,4.51658272,1.89150642,0.20175781,2.95904310
-5.22561281,7.40257358,0.04230680,0.90990265,1.06529983,0.38236657,4.32876442,1.80501363,0.19112171,2.84235350
-5.21960980,7.08290952,0.04227131,0.86272863,1.03498072,0.36936518,4.14621429,1.72293456,0.18070092,2.72886338
-5.21360680,6.77732069,0.04217850,0.81729629,1.00556541,0.35719226,3.97003044,1.64632973,0.17060310,2.61965181
-5.20760380,6.48860271,0.04203235,0.77388269,0.97726372,0.34605361,3.80120447,1.57612649,0.16092060,2.51569447
-5.20160080,6.21918868,0.04183797,0.73270647,0.95029110,0.33613185,3.64064443,1.51311263,0.15173011,2.41786322
-5.19559780,5.97115286,0.04160165,0.69393282,0.92486907,0.32758396,3.48919671,1.45793306,0.14309286,2.32692621
-5.18959480,5.74621892,0.04133083,0.65767955,0.90122327,0.32053969,3.34766557,1.41108906,0.13505530,2.24354832
-5.18359180,5.54577093,0.04103404,0.62402410,0.87957941,0.31510091,3.21682911,1.37293985,0.12765001,2.16829127
-5.17758879,5.37086603,0.04072082,0.59301082,0.86015728,0.31134172,3.09745114,1.34370596,0.12089702,2.10161347
-5.17158579,5.22224769,0.04040151,0.56465830,0.84316325,0.30930940,2.99028842,1.32347410,0.11480506,2.04386946
-5.16558279,5.10035908,0.04008710,0.53896620,0.82878182,0.30902601,2.89609339,1.31220343,0.10937310,1.99530904
-5.15957979,5.00535629,0.03978888,0.51592150,0.81716681,0.31049061,2.81561269,1.30973283,0.10459164,1.95607646
-5.15357679,4.93712149,0.03951819,0.49550379,0.80843285,0.31368184,2.74958188,1.31578934,0.10044410,1.92620988
-5.14757379,4.89527639,0.03928600,0.47768949,0.80264779,0.31856083,2.69871731,1.32999751,0.09690796,1.90564158
-5.14157079,4.87919652,0.03910259,0.46245501,0.79982668,0.32507415,2.66370571,1.35188981,0.09395583,1.89419932
-5.13556778,4.88802683,0.03897710,0.44977877,0.79992772,0.33315677,2.64519253,1.38091805,0.09155623,1.89160911
-5.12956478,4.92069931,0.03891714,0.43964211,0.80285058,0.34273480,2.64376964,1.41646584,0.08967440,1.89749985
-5.12356178,4.97595283,0.03892850,0.43202933,0.80843734,0.35372782,2.65996314,1.45786201,0.08827278,1.91140987
-5.11755878,5.05235562,0.03901478,0.42692684,0.81647600,0.36605093,2.69422152,1.50439492,0.08731150,1.93279544
-5.11155578,5.14833020,0.03917719,0.42432165,0.82670652,0.37961613,2.74690469,1.55532738,0.08674878,1.96104122
-5.10555278,5.26218050,0.03941437,0.42419930,0.83882902,0.39433323,2.81827348,1.60991196,0.08654121,1.99547242
-5.09954977,5.39212047,0.03972238,0.42654146,0.85251380,0.41011026,2.90847982,1.66740622,0.08664416,2.03536818
-5.09354677,5.53630340,0.04009471,0.43132322,0.86741258,0.42685324,3.01755682,1.72708750,0.08701204,2.07997588
-5.08754377,5.69285078,0.04052245,0.43851024,0.88317043,0.44446560,3.14540861,1.78826654,0.08759877,2.12852572
-5.08154077,5.85987959,0.04099456,0.44805582,0.89943753,0.46284724,3.29179920,1.85029970,0.08835817,2.18024506
-5.07553777,6.03552670,0.04149818,0.45989802,0.91588048,0.48189329,3.45634009,1.91259886,0.08924446,2.23437188
-5.06953477,6.21796951,0.04201905,0.47395679,0.93219224,0.50149291,3.63847623,1.97463887,0.09021283,2.29016695
-5.06353177,6.40544166,0.04254201,0.49013129,0.94810031,0.52152798,3.83747039,2.03596204,0.09122000,2.34692413
-5.05752876,6.59624332,0.04305144,0.50829739,0.96337284,0.54187214,4.05238614,2.09617932,0.09222482,2.40397853
-5.05152576,6.78874583,0.04353180,0.52830543,0.97782228,0.56238998,4.28207003,2.15496835,0.09318889,2.46071232
-5.04552276,6.98139077,0.04396811,0.54997835,0.99130659,0.58293682,4.52513399,2.21206827,0.09407712,2.51655808
-5.03951976,7.17268386,0.04434640,0.57311031,1.00372797,0.60335886,4.77993914,2.26727169,0.09485825,2.57099979
-5.03351676,7.36118486,0.04465406,0.59746587,1.01502937,0.62349390,5.04458253,2.32041425,0.09550526,2.62357163
-5.02751376,7.54549436,0.04488023,0.62277992,1.02518907,0.64317266,5.31688865,2.37136236,0.09599580,2.67385487
-5.02151076,7.72423914,0.04501599,0.64875843,1.03421382,0.66222056,5.59440732,2.41999998,0.09631236,2.72147340
-5.01550775,7.89605756,0.04505449,0.67508019,1.04213103,0.68045995,5.87441973,2.46621496,0.09644237,2.76608809
-5.00950475,8.05958648,0.04499107,0.70139959,1.04898043,0.69771275,6.15395407,2.50988613,0.09637827,2.80739072
-5.00350175,8.21345140,0.04482321,0.72735052,1.05480597,0.71380327,6.42981184,2.55087156,0.09611725,2.84509778
-4.99749875,8.35626080,0.04455043,0.75255142,1.05964827,0.72856121,6.69860549,2.58899903,0.09566104,2.87894467
-4.99149575,8.48660601,0.04417412,0.77661142,1.06353817,0.74182462,6.95680744,2.62405900,0.09501549,2.90868066
-4.98549275,8.60306695,0.04369736,0.79913745,1.06649166,0.75344273,7.20080976,2.65580083,0.09419001,2.93406501
-4.97948974,8.70422427,0.04312462,0.81974223,1.06850651,0.76327859,7.42699346,2.68393229,0.09319700,2.95486434
-4.97348674,8.78867764,0.04246152,0.83805285,1.06956074,0.77121136,7.63180531,2.70812256,0.09205117,2.97085168
-4.96748374,8.85506984,0.04171454,0.85371972,1.06961289,0.77713828,7.81183997,2.72800866,0.09076873,2.98180706
-4.96148074,8.90211590,0.04089071,0.86642554,1.06860408,0.78097627,7.96392441,2.74320505,0.08936672,2.98751985
-4.95547774,8.92863627,0.03999737,0.87589414,1.06646167,0.78266315,8.08520151,2.75331596,0.08786219,2.98779275
-4.94947474,8.93359299,0.03904191,0.88189856,1.06310431,0.78215859,8.17320971,2.75795017,0.08627148,2.98244746
-4.94347174,8.91612742,0.03803157,0.88426842,1.05844810,0.77944479,8.22595532,2.75673736,0.08460960,2.97133172
-4.93746873,8.87559848,0.03697327,0.88289600,1.05241350,0.77452697,8.24197469,2.74934569,0.08288963,2.95432785
-4.93146573,8.81161991,0.03587350,0.87774102,1.04493266,0.76743374,8.22038358,2.73549982,0.08112230,2.93136232
-4.92546273,8.72409540,0.03473820,0.86883374,1.03595699,0.75821753,8.16091166,2.71499874,0.07931569,2.90241625
-4.91945973,8.61325032,0.03357275,0.85627646,1.02546435,0.74695488,8.06392082,2.68773273,0.07747509,2.86753644
-4.91345673,8.47965907,0.03238197,0.84024324,1.01346591,0.73374685,7.93040642,2.65369894,0.07560300,2.82684666
-4.90745373,8.32426669,0.03117015,0.82097780,1.00001213,0.71871941,7.76198155,2.61301487,0.07369938,2.78055860
-4.90145073,8.14840405,0.02994114,0.79878986,0.98519771,0.70202376,7.56084473,2.56592930,0.07176193,2.72898207
-4.89544772,7.95379521,0.02869844,0.77404983,0.96916538,0.68383659,7.32973254,2.51283007,0.06978661,2.67253380
-4.88944472,7.74255649,0.02744531,0.74718212,0.95210804,0.66436001,7.07185866,2.45424840,0.06776823,2.61174429
-4.88344172,7.51718595,0.02618490,0.71865718,0.93426943,0.64382114,6.79084169,2.39085921,0.06570112,2.54726192
-4.87743872,7.28054285,0.02492035,0.68898258,0.91594285,0.62247127,6.49062412,2.32347721,0.06357984,2.47985378
-4.87143572,7.03581633,0.02365495,0.65869317,0.89746803,0.60058418,6.17538512,2.25304851,0.06139986,2.41040261
-4.86543272,6.78648302,0.02239222,0.62834076,0.87922599,0.57845383,5.84944984,2.18063757,0.05915824,2.33989925
-4.85942971,6.53625350,0.02113595,0.59848324,0.86163182,0.55639111,5.51719784,2.10740969,0.05685421,2.26943041
-4.85342671,6.28900791,0.01989031,0.56967361,0.84512564,0.53471966,5.18297323,2.03460887,0.05448959,2.20016147
-4.84742371,6.04872152,0.01865983,0.54244895,0.83016163,0.51377073,4.85099870,1.96353174,0.05206913,2.13331435
-4.84142071,5.81938143,0.01744943,0.51731954,0.81719549,0.49387724,4.52529556,1.89549778,0.04960061,2.07014091
-4.83541771,5.60489617,0.01626431,0.49475833,0.80667074,0.47536698,4.20961140,1.83181660,0.04709486,2.01189232
-4.82941471,5.40900054,0.01510994,0.47519094,0.79900412,0.45855538,3.90735690,1.77375328,0.04456551,1.95978541
-4.82341171,5.23515839,0.01399195,0.45898630,0.79457073,0.44373779,3.62155268,1.72249259,0.04202865,1.91496694
-4.81740870,5.08646652,0.01291598,0.44644830,0.79368946,0.43118186,3.35478715,1.67910338,0.03950236,1.87847733
-4.81140570,4.96556318,0.01188759,0.43780832,0.79660937,0.42112011,3.10918563,1.64450445,0.03700607,1.85121518
-4.80540270,4.87454481,0.01091211,0.43321923,0.80349767,0.41374312,2.88639103,1.61943313,0.03455990,1.83390423
-4.79939970,4.81489461,0.00999451,0.43275072,0.81443001,0.40919373,2.68755606,1.60441789,0.03218401,1.82706437
-4.79339670,4.78742644,0.00913926,0.43638637,0.82938354,0.40756241,2.51334650,1.59975636,0.02989781,1.83098821
-4.78739370,4.79224709,0.00835024,0.44402252,0.84823339,0.40888427,2.36395521,1.60549972,0.02771938,1.84572450
-4.78139070,4.82873947,0.00763065,0.45546924,0.87075287,0.41313778,2.23912611,1.62144450,0.02566485,1.87106967
-4.77538769,4.89556845,0.00698292,0.47045330,0.89661758,0.42024544,2.13818721,1.64713244,0.02374791,1.90656811
-4.76938469,4.99071037,0.00640871,0.48862347,0.92541350,0.43007641,2.06009179,1.68185883,0.02197948,1.95152169
-4.76338169,5.11150614,0.00590886,0.50955791,0.95664885,0.44245115,2.00346638,1.72468934,0.02036740,2.00500850
-4.75737869,5.25473686,0.00548344,0.53277376,0.98976936,0.45714784,1.96666451,1.77448501,0.01891639,2.06591038
-4.75137569,5.41671991,0.00513177,0.55773865,1.02417637,0.47391050,1.94782440,1.82993495,0.01762805,2.13294829
-4.74537269,5.59342237,0.00485250,0.58388397,1.05924704,0.49245840,1.94492950,1.88959541,0.01650100,2.20472431
-4.73936968,5.78058792,0.00464371,0.61061951,1.09435582,0.51249646,1.95586988,1.95193415,0.01553110,2.27976856
-4.73336668,5.97387231,0.00450296,0.63734902,1.12889617,0.53372614,1.97850309,2.01537852,0.01471186,2.35658920
-4.72736368,6.16898254,0.00442748,0.66348626,1.16230167,0.55585643,2.01071257,2.07836525,0.01403475,2.43372332
-4.72136068,6.36181380,0.00441420,0.68847102,1.19406536,0.57861440,2.05046218,2.13939028,0.01348968,2.50978655
-4.71535768,6.54857906,0.00445992,0.71178444,1.22375664,0.60175485,2.09584511,2.19705657,0.01306545,2.58351927
-4.70935468,6.72592565,0.00456139,0.73296311,1.25103476,0.62506861,2.14512587,2.25011793,0.01275018,2.65382730
-4.70335168,6.89103422,0.00471543,0.75161147,1.27565837,0.64838909,2.19677403,2.29751732,0.01253175,2.71981538
-4.69734867,7.04169596,0.00491901,0.76741188,1.29749076,0.67159688,2.24948888,2.33841787,0.01239818,2.78081188
-4.69134567,7.17636502,0.00516929,0.78013214,1.31650050,0.69462196,2.30221427,2.37222562,0.01233794,2.83638377
-4.68534267,7.29418406,0.00546371,0.78963004,1.33275759,0.71744366,2.35414345,2.39860303,0.01234026,2.88634125
-4.67933967,7.39498234,0.00579998,0.79585483,1.34642543,0.74008817,2.40471398,2.41747282,0.01239529,2.93073198
-4.67333667,7.47924677,0.00617612,0.79884564,1.35774895,0.76262391,2.45359329,2.42901228,0.01249427,2.96982524
-4.66733367,7.54806777,0.00659041,0.79872694,1.36703973,0.78515475,2.50065591,2.43363828,0.01262957,3.00408708
-4.66133067,7.60306286,0.00704138,0.79570132,1.37465885,0.80781162,2.54595355,2.43198404,0.01279474,3.03414770
-4.65532766,7.64628206,0.00752772,0.79004000,1.38099839,0.83074276,2.58967992,2.42486863,0.01298441,3.06076272
-4.64932466,7.68009971,0.00804825,0.78207160,1.38646251,0.85410323,2.63213202,2.41326097,0.01319426,3.08477041
-4.64332166,7.70709818,0.00860181,0.77216972,1.39144918,0.87804398,2.67367010,2.39823970,0.01342081,3.10704696
