energy_ev,total_up,Cu_p_up,Cu_d_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
0.05702851,0.75916195,0.32519723,0.08526323,0.11924265,0.02972103,0.00031060,0.14160882,0.00278201,0.48968892
0.06303152,0.72183685,0.30886112,0.08129288,0.11471633,0.02832648,0.00024810,0.13267403,0.00246265,0.46810972
0.06903452,0.68707106,0.29339472,0.07762947,0.11053587,0.02703424,0.00019678,0.12411122,0.00217204,0.44792794
0.07503752,0.65528158,0.27899959,0.07431403,0.10677257,0.02586098,0.00015497,0.11602441,0.00190821,0.42945184
0.08104052,0.62680307,0.26584501,0.07137932,0.10348333,0.02481984,0.00012119,0.10849964,0.00166937,0.41293341
0.08704352,0.60187375,0.25406142,0.06884806,0.10070825,0.02391981,0.00009410,0.10160269,0.00145387,0.39855886
0.09304652,0.58062597,0.24373580,0.06673184,0.09846901,0.02316539,0.00007255,0.09537777,0.00126018,0.38644240
0.09904952,0.56308169,0.23490924,0.06503037,0.09676805,0.02255642,0.00005554,0.08984707,0.00108684,0.37662317
0.10505253,0.54915281,0.22757664,0.06373152,0.09558860,0.02208814,0.00004221,0.08501124,0.00093244,0.36906550
0.11105553,0.53864629,0.22168834,0.06281170,0.09489550,0.02175140,0.00003186,0.08085063,0.00079562,0.36366238
0.11705853,0.53127354,0.21715377,0.06223687,0.09463678,0.02153307,0.00002388,0.07732727,0.00067506,0.36024179
0.12306153,0.52666353,0.21384658,0.06196395,0.09474592,0.02141662,0.00001777,0.07438737,0.00056944,0.35857553
0.12906453,0.52437894,0.21161108,0.06194257,0.09514467,0.02138280,0.00001313,0.07196428,0.00047748,0.35839004
0.13506753,0.52393447,0.21026962,0.06211712,0.09574624,0.02141039,0.00000963,0.06998169,0.00039792,0.35937880
0.14107054,0.52481644,0.20963051,0.06242895,0.09645883,0.02147707,0.00000701,0.06835706,0.00032955,0.36121537
0.14707354,0.52650271,0.20949609,0.06281863,0.09718918,0.02156021,0.00000507,0.06700492,0.00027120,0.36356688
0.15307654,0.52848217,0.20967058,0.06322811,0.09784615,0.02163775,0.00000364,0.06584013,0.00022173,0.36610698
0.15907954,0.53027277,0.20996741,0.06360285,0.09834401,0.02168894,0.00000260,0.06478085,0.00018011,0.36852794
0.16508254,0.53143755,0.21021561,0.06389358,0.09860550,0.02169502,0.00000184,0.06375119,0.00014533,0.37055122
0.17108554,0.53159790,0.21026515,0.06405783,0.09856433,0.02163984,0.00000129,0.06268337,0.00011648,0.37193620
0.17708854,0.53044365,0.20999093,0.06406108,0.09816719,0.02151027,0.00000090,0.06151952,0.00009272,0.37248674
0.18309155,0.52773973,0.20929545,0.06387749,0.09737509,0.02129653,0.00000062,0.06021286,0.00007331,0.37205533
0.18909455,0.52332920,0.20810988,0.06349020,0.09616412,0.02099235,0.00000043,0.05872842,0.00005757,0.37054478
0.19509755,0.51713278,0.20639391,0.06289127,0.09452553,0.02059497,0.00000029,0.05704327,0.00004489,0.36790750
0.20110055,0.50914502,0.20413412,0.06208116,0.09246514,0.02010505,0.00000020,0.05514620,0.00003477,0.36414259
0.20710355,0.49942768,0.20134132,0.06106796,0.09000227,0.01952639,0.00000013,0.05303712,0.00002674,0.35929094
0.21310655,0.48810051,0.19804694,0.05986622,0.08716812,0.01886558,0.00000009,0.05072592,0.00002042,0.35342875
0.21910955,0.47533038,0.19429875,0.05849569,0.08400383,0.01813155,0.00000006,0.04823120,0.00001548,0.34665994
0.22511256,0.46131916,0.19015616,0.05697988,0.08055823,0.01733506,0.00000004,0.04557871,0.00001166,0.33910785
0.23111556,0.44629121,0.18568547,0.05534455,0.07688547,0.01648821,0.00000003,0.04279968,0.00000872,0.33090680
0.23711856,0.43048097,0.18095525,0.05361630,0.07304259,0.01560382,0.00000002,0.03992912,0.00000647,0.32219388
0.24312156,0.41412147,0.17603211,0.05182121,0.06908725,0.01469497,0.00000001,0.03700409,0.00000477,0.31310153
0.24912456,0.39743410,0.17097710,0.04998367,0.06507557,0.01377447,0.00000001,0.03406220,0.00000349,0.30375114
0.25512756,0.38062019,0.16584289,0.04812545,0.06106031,0.01285446,0.00000000,0.03114011,0.00000254,0.29424802
0.26113057,0.36385460,0.16067178,0.04626503,0.05708935,0.01194604,0.00000000,0.02827228,0.00000183,0.28467793
0.26713357,0.34728145,0.15549461,0.04441712,0.05320453,0.01105901,0.00000000,0.02549002,0.00000131,0.27510514
0.27313657,0.33101218,0.15033064,0.04259256,0.04944092,0.01020168,0.00000000,0.02282066,0.00000093,0.26557213
0.27913957,0.31512553,0.14518817,0.04079838,0.04582645,0.00938074,0.00000000,0.02028706,0.00000066,0.25610077
0.28514257,0.29966950,0.14006588,0.03903814,0.04238189,0.00860130,0.00000000,0.01790731,0.00000046,0.24669462
0.29114557,0.28466477,0.13495471,0.03731239,0.03912119,0.00786685,0.00000000,0.01569464,0.00000032,0.23734241
0.29714857,0.27010927,0.12984019,0.03561933,0.03605201,0.00717945,0.00000000,0.01365761,0.00000022,0.22802202
0.30315158,0.25598359,0.12470487,0.03395550,0.03317647,0.00653985,0.00000000,0.01180030,0.00000015,0.21870492
0.30915458,0.24225654,0.11953080,0.03231647,0.03049212,0.00594765,0.00000000,0.01012283,0.00000010,0.20936064
0.31515758,0.22889085,0.11430190,0.03069757,0.02799281,0.00540156,0.00000000,0.00862179,0.00000007,0.19996091
0.32116058,0.21584828,0.10900590,0.02909454,0.02566973,0.00489957,0.00000000,0.00729081,0.00000005,0.19048338
0.32716358,0.20309414,0.10363603,0.02750400,0.02351228,0.00443916,0.00000000,0.00612117,0.00000003,0.18091457
0.33316658,0.19060092,0.09819213,0.02592390,0.02150895,0.00401750,0.00000000,0.00510237,0.00000002,0.17125195
0.33916958,0.17835076,0.09268123,0.02435377,0.01964798,0.00363163,0.00000000,0.00422267,0.00000001,0.16150516
0.34517259,0.16633705,0.08711765,0.02279484,0.01791800,0.00327857,0.00000000,0.00346959,0.00000001,0.15169629
0.35117559,0.15456481,0.08152258,0.02125002,0.01630842,0.00295545,0.00000000,0.00283040,0.00000001,0.14185927
0.35717859,0.14305026,0.07592327,0.01972380,0.01480971,0.00265958,0.00000000,0.00229243,0.00000000,0.13203856
0.36318159,0.13181949,0.07035186,0.01822196,0.01341359,0.00238852,0.00000000,0.00184345,0.00000000,0.12228721
0.36918459,0.12090659,0.06484393,0.01675130,0.01211305,0.00214009,0.00000000,0.00147185,0.00000000,0.11266450
0.37518759,0.11035134,0.05943702,0.01531925,0.01090229,0.00191239,0.00000000,0.00116684,0.00000000,0.10323331
0.38119060,0.10019668,0.05416901,0.01393355,0.00977659,0.00170378,0.00000000,0.00091860,0.00000000,0.09405747
0.38719360,0.09048619,0.04907660,0.01260181,0.00873216,0.00151285,0.00000000,0.00071828,0.00000000,0.08519920
0.39319660,0.08126171,0.04419400,0.01133121,0.00776589,0.00133841,0.00000000,0.00055806,0.00000000,0.07671677
0.39919960,0.07256127,0.03955170,0.01012821,0.00687522,0.00117945,0.00000000,0.00043114,0.00000000,0.06866260
0.40520260,0.06441746,0.03517566,0.00899828,0.00605788,0.00103509,0.00000000,0.00033169,0.00000000,0.06108178
0.41120560,0.05685621,0.03108664,0.00794579,0.00531178,0.00090455,0.00000000,0.00025482,0.00000000,0.05401106
0.41720860,0.04989620,0.02729992,0.00697387,0.00463484,0.00078715,0.00000000,0.00019651,0.00000000,0.04747845
0.42321161,0.04354868,0.02382529,0.00608442,0.00402493,0.00068229,0.00000000,0.00015355,0.00000000,0.04150328
0.42921461,0.03781787,0.02066723,0.00527817,0.00347982,0.00058939,0.00000000,0.00012349,0.00000000,0.03609671
0.43521761,0.03270180,0.01782546,0.00455473,0.00299716,0.00050796,0.00000000,0.00010461,0.00000000,0.03126275
0.44122061,0.02819345,0.01529553,0.00391282,0.00257451,0.00043754,0.00000000,0.00009591,0.00000000,0.02699955
0.44722361,0.02428235,0.01306967,0.00335044,0.00220943,0.00037776,0.00000000,0.00009708,0.00000000,0.02330098
0.45322661,0.02095631,0.01113769,0.00286508,0.00189950,0.00032836,0.00000000,0.00010854,0.00000000,0.02015847
0.45922961,0.01820336,0.00948794,0.00245395,0.00164248,0.00028918,0.00000000,0.00013150,0.00000000,0.01756288
0.46523262,0.01601377,0.00810831,0.00211428,0.00143640,0.00026022,0.00000000,0.00016805,0.00000000,0.01550644
0.47123562,0.01438213,0.00698725,0.00184353,0.00127966,0.00024169,0.00000000,0.00022129,0.00000000,0.01398474
0.47723862,0.01330940,0.00611467,0.00163961,0.00117113,0.00023404,0.00000000,0.00029546,0.00000000,0.01299858
0.48324162,0.01280490,0.00548289,0.00150116,0.00111030,0.00023799,0.00000000,0.00039619,0.00000000,0.01255565
0.48924462,0.01288816,0.00508748,0.00142770,0.00109730,0.00025463,0.00000000,0.00053070,0.00000000,0.01267222
0.49524762,0.01359071,0.00492798,0.00141982,0.00113301,0.00028541,0.00000000,0.00070811,0.00000001,0.01337439
0.50125063,0.01495763,0.00500864,0.00147937,0.00121910,0.00033227,0.00000000,0.00093973,0.00000001,0.01469932
0.50725363,0.01704890,0.00533897,0.00160954,0.00135804,0.00039763,0.00000001,0.00123945,0.00000001,0.01669609
0.51325663,0.01994057,0.00593425,0.00181498,0.00155310,0.00048448,0.00000001,0.00162406,0.00000002,0.01942625
0.51925963,0.02372556,0.00681592,0.00210189,0.00180833,0.00059643,0.00000002,0.00211367,0.00000003,0.02296412
0.52526263,0.02851416,0.00801191,0.00247800,0.00212846,0.00073774,0.00000003,0.00273206,0.00000005,0.02739667
0.53126563,0.03443418,0.00955673,0.00295260,0.00251887,0.00091339,0.00000005,0.00350703,0.00000008,0.03282308
0.53726863,0.04163056,0.01149157,0.00353646,0.00298542,0.00112906,0.00000007,0.00447068,0.00000013,0.03935382
0.54327164,0.05026454,0.01386409,0.00424176,0.00353429,0.00139118,0.00000012,0.00565968,0.00000020,0.04710930
0.54927464,0.06051215,0.01672813,0.00508194,0.00417187,0.00170690,0.00000018,0.00711529,0.00000031,0.05621808
0.55527764,0.07256208,0.02014316,0.00607149,0.00490446,0.00208405,0.00000027,0.00888334,0.00000047,0.06681453
0.56128064,0.08661280,0.02417348,0.00722567,0.00573813,0.00253107,0.00000041,0.01101404,0.00000071,0.07903600
0.56728364,0.10286885,0.02888717,0.00856024,0.00667843,0.00305689,0.00000061,0.01356142,0.00000107,0.09301950
0.57328664,0.12153638,0.03435473,0.01009102,0.00773017,0.00367083,0.00000091,0.01658272,0.00000159,0.10889783
0.57928964,0.14281772,0.04064743,0.01183346,0.00889715,0.00438235,0.00000134,0.02013733,0.00000235,0.12679529
0.58529265,0.16690523,0.04783534,0.01380212,0.01018192,0.00520086,0.00000197,0.02428551,0.00000344,0.14682295
0.59129565,0.19397440,0.05598508,0.01601011,0.01158554,0.00613542,0.00000287,0.02908683,0.00000502,0.16907359
0.59729865,0.22417617,0.06515723,0.01846848,0.01310740,0.00719442,0.00000416,0.03459825,0.00000726,0.19361645
0.60330165,0.25762897,0.07540363,0.02118555,0.01474504,0.00838524,0.00000597,0.04087198,0.00001043,0.22049183
0.60930465,0.29441030,0.08676439,0.02416625,0.01649404,0.00971387,0.00000852,0.04795314,0.00001487,0.24970580
0.61530765,0.33454847,0.09926496,0.02741149,0.01834793,0.01118446,0.00001206,0.05587722,0.00002105,0.28122521
0.62131066,0.37801464,0.11291312,0.03091748,0.02029823,0.01279899,0.00001695,0.06466756,0.00002959,0.31497306
0.62731366,0.42471553,0.12769628,0.03467521,0.02233455,0.01455685,0.00002366,0.07433281,0.00004129,0.35082467
0.63331666,0.47448732,0.14357901,0.03866993,0.02444469,0.01645446,0.00003278,0.08486463,0.00005721,0.38860475
0.63931966,0.52709104,0.16050110,0.04288083,0.02661497,0.01848505,0.00004509,0.09623569,0.00007870,0.42808562
0.64532266,0.58220999,0.17837627,0.04728078,0.02883056,0.02063836,0.00006158,0.10839809,0.00010748,0.46898685
0.65132566,0.63944944,0.19709169,0.05183634,0.03107592,0.02290057,0.00008350,0.12128242,0.00014573,0.51097651
0.65732866,0.69833906,0.21650843,0.05650796,0.03333533,0.02525428,0.00011240,0.13479755,0.00019617,0.55367407
0.66333167,0.75833825,0.23646299,0.06125030,0.03559351,0.02767862,0.00015022,0.14883116,0.00026218,0.59665531
0.66933467,0.81884462,0.25676996,0.06601298,0.03783634,0.03014953,0.00019933,0.16325125,0.00034789,0.63945897
0.67533767,0.87920545,0.27722576,0.07074134,0.04005154,0.03264017,0.00026259,0.17790854,0.00045829,0.68159534
0.68134067,0.93873219,0.29761366,0.07537763,0.04222949,0.03512144,0.00034344,0.19263977,0.00059940,0.72255651
0.68734367,0.99671751,0.31770959,0.07986223,0.04436396,0.03756270,0.00044595,0.20727186,0.00077832,0.76182812
0.69334667,1.05245454,0.33728904,0.08413519,0.04645291,0.03993250,0.00057491,0.22162684,0.00100339,0.79890222
0.69934967,1.10525758,0.35613438,0.08813777,0.04849913,0.04219953,0.00073584,0.23552724,0.00128426,0.83329098
0.70535268,1.15448358,0.37404263,0.09181411,0.05051081,0.04433350,0.00093506,0.24880200,0.00163195,0.86454046
0.71135568,1.19955337,0.39083318,0.09511287,0.05250200,0.04630608,0.00117968,0.26129228,0.00205889,0.89224429
0.71735868,1.23997179,0.40635512,0.09798886,0.05449285,0.04809185,0.00147762,0.27285730,0.00257886,0.91605630
0.72336168,1.27534567,0.42049381,0.10040443,0.05650958,0.04966911,0.00183750,0.28337953,0.00320695,0.93570172
0.72936468,1.30539861,0.43317628,0.10233076,0.05858429,0.05102064,0.00226864,0.29276925,0.00395939,0.95098640
0.73536768,1.32998190,0.44437508,0.10374879,0.06075435,0.05213426,0.00278084,0.30096810,0.00485329,0.96180342
0.74137069,1.34908061,0.45411040,0.10464988,0.06306157,0.05300324,0.00338421,0.30795128,0.00590629,0.96813678
0.74737369,1.36281447,0.46245001,0.10503611,0.06555099,0.05362647,0.00408894,0.31372846,0.00713617,0.97006187
0.75337669,1.37143322,0.46950712,0.10492012,0.06826940,0.05400844,0.00490498,0.31834314,0.00856028,0.96774258
0.75937969,1.37530645,0.47543600,0.10432467,0.07126353,0.05415896,0.00584167,0.32187042,0.01019490,0.96142511
0.76538269,1.37490811,0.48042544,0.10328174,0.07457800,0.05409269,0.00690735,0.32441341,0.01205456,0.95142865
0.77138569,1.37079648,0.48469037,0.10183131,0.07825318,0.05382843,0.00810890,0.32609817,0.01415122,0.93813328
0.77738869,1.36359026,0.48846191,0.10001991,0.08232278,0.05338832,0.00945125,0.32706760,0.01649345,0.92196572
0.78339170,1.35394197,0.49197625,0.09789885,0.08681165,0.05279686,0.01093693,0.32747452,0.01908558,0.90338348
0.78939470,1.34250998,0.49546302,0.09552240,0.09173353,0.05207984,0.01256559,0.32747420,0.02192691,0.88285815
0.79539770,1.32993044,0.49913354,0.09294591,0.09708915,0.05126329,0.01433356,0.32721681,0.02501089,0.86085875
0.80140070,1.31679070,0.50316982,0.09022392,0.10286465,0.05037248,0.01623351,0.32684016,0.02832457,0.83783574
0.80740370,1.30360544,0.50771463,0.08740845,0.10903053,0.04943094,0.01825418,0.32646310,0.03184806,0.81420664
0.81340670,1.29079687,0.51286346,0.08454748,0.11554113,0.04845965,0.02038023,0.32617992,0.03555426,0.79034380
0.81940970,1.27868009,0.51865871,0.08168369,0.12233488,0.04747640,0.02259225,0.32605609,0.03940889,0.76656489
0.82541271,1.26745427,0.52508658,0.07885354,0.12933526,0.04649533,0.02486689,0.32612553,0.04337070,0.74312648
0.83141571,1.25720018,0.53207678,0.07608674,0.13645256,0.04552668,0.02717726,0.32638961,0.04739206,0.72022093
0.83741871,1.24788424,0.53950538,0.07340598,0.14358646,0.04457680,0.02949339,0.32681785,0.05141985,0.69797658
0.84342171,1.23936876,0.54720052,0.07082713,0.15062926,0.04364832,0.03178300,0.32735035,0.05539662,0.67646100
0.84942471,1.23142780,0.55495083,0.06835974,0.15746985,0.04274049,0.03401228,0.32790176,0.05926207,0.65568706
0.85542771,1.22376782,0.56251630,0.06600773,0.16399816,0.04184973,0.03614699,0.32836660,0.06295482,0.63562119
0.86143072,1.21605191,0.56964085,0.06377045,0.17010997,0.04097028,0.03815353,0.32862561,0.06641422,0.61619333
0.86743372,1.20792620,0.57606618,0.06164378,0.17571185,0.04009488,0.04000013,0.32855276,0.06958247,0.59730782
0.87343672,1.19904715,0.58154611,0.05962135,0.18072611,0.03921553,0.04165810,0.32802257,0.07240660,0.57885464
0.87943972,1.18910804,0.58586069,0.05769574,0.18509533,0.03832420,0.04310292,0.32691731,0.07484053,0.56072018
0.88544272,1.17786337,0.58882937,0.05585969,0.18878652,0.03741348,0.04431542,0.32513376,0.07684686,0.54279711
0.89144572,1.16514982,0.59032247,0.05410702,0.19179437,0.03647716,0.04528264,0.32258905,0.07839855,0.52499270
0.89744872,1.15090264,0.59027045,0.05243359,0.19414366,0.03551068,0.04599863,0.31922549,0.07948011,0.50723537
0.90345173,1.13516668,0.58867036,0.05083781,0.19589045,0.03451140,0.04646490,0.31501394,0.08008857,0.48947908
0.90945473,1.11810146,0.58558924,0.04932109,0.19712209,0.03347878,0.04669072,0.30995580,0.08023384,0.47170561
0.91545773,1.09998003,0.58116408,0.04788793,0.19795585,0.03241442,0.04669297,0.30408329,0.07993868,0.45392474
0.92146073,1.08118171,0.57559853,0.04654580,0.19853615,0.03132188,0.04649583,0.29745840,0.07923813,0.43617248
0.92746373,1.06217909,0.56915619,0.04530481,0.19903057,0.03020651,0.04613005,0.29017026,0.07817843,0.41850773
0.93346673,1.04351983,0.56215106,0.04417712,0.19962449,0.02907511,0.04563203,0.28233134,0.07681553,0.40100763
0.93946973,1.02580419,0.55493526,0.04317625,0.20051473,0.02793550,0.04504253,0.27407262,0.07521313,0.38376212
0.94547274,1.00965933,0.54788480,0.04231626,0.20190228,0.02679616,0.04440529,0.26553799,0.07344046,0.36686803
0.95147574,0.99571142,0.54138379,0.04161082,0.20398433,0.02566577,0.04376543,0.25687820,0.07156975,0.35042318
0.95747874,0.98455695,0.53580794,0.04107229,0.20694607,0.02455279,0.04316770,0.24824468,0.06967367,0.33452083
0.96348174,0.97673429,0.53150796,0.04071079,0.21095229,0.02346512,0.04265483,0.23978350,0.06782260,0.31924475
0.96948474,0.97269692,0.52879357,0.04053341,0.21613944,0.02240977,0.04226581,0.23162965,0.06608214,0.30466520
0.97548774,0.97278926,0.52791891,0.04054341,0.22260820,0.02139262,0.04203436,0.22390206,0.06451066,0.29083590
0.98149075,0.97722627,0.52906974,0.04073965,0.23041705,0.02041827,0.04198747,0.21669940,0.06315727,0.27779213
0.98749375,0.98607760,0.53235329,0.04111611,0.23957715,0.01948991,0.04214432,0.21009682,0.06206008,0.26554987
0.99349675,0.99925709,0.53779094,0.04166168,0.25004874,0.01860935,0.04251535,0.20414381,0.06124489,0.25410596
0.99949975,1.01651797,0.54531423,0.04236005,0.26173927,0.01777705,0.04310177,0.19886314,0.06072444,0.24343917
1.00550275,1.03745426,0.55476437,0.04318987,0.27450355,0.01699221,0.04389531,0.19425084,0.06049814,0.23351202
1.01150575,1.06150829,0.56589527,0.04412509,0.28814586,0.01625295,0.04487843,0.19027735,0.06055226,0.22427311
1.01750875,1.08798426,0.57838018,0.04513550,0.30242411,0.01555645,0.04602485,0.18688952,0.06086074,0.21565992
1.02351176,1.11606739,0.59182154,0.04618745,0.31705600,0.01489917,0.04730043,0.18401353,0.06138639,0.20760180
1.02951476,1.14484821,0.60576390,0.04724471,0.33172690,0.01427707,0.04866433,0.18155846,0.06208255,0.20002305
1.03551776,1.17335094,0.61970922,0.04826950,0.34609937,0.01368581,0.05007052,0.17942045,0.06289505,0.19284592
1.04152076,1.20056519,0.63313431,0.04922360,0.35982382,0.01312092,0.05146944,0.17748722,0.06376445,0.18599356
1.04752376,1.22547972,0.64550934,0.05006949,0.37255005,0.01257804,0.05280977,0.17564275,0.06462847,0.17939259
1.05352676,1.24711688,0.65631706,0.05077157,0.38393912,0.01205302,0.05404041,0.17377197,0.06542447,0.17297551
1.05952976,1.26456673,0.66507174,0.05129731,0.39367512,0.01154213,0.05511230,0.17176532,0.06609183,0.16668276
1.06553277,1.27701905,0.67133722,0.05161830,0.40147643,0.01104213,0.05598023,0.16952299,0.06657431,0.16046438
1.07153577,1.28379238,0.67474315,0.05171129,0.40710578,0.01055037,0.05660456,0.16695860,0.06682208,0.15428147
1.07753877,1.28435861,0.67499902,0.05155895,0.41037895,0.01006488,0.05695256,0.16400240,0.06679351,0.14810710
1.08354177,1.27836230,0.67190520,0.05115051,0.41117150,0.00958442,0.05699968,0.16060367,0.06645659,0.14192707
1.08954477,1.26563382,0.66536058,0.05048218,0.40942343,0.00910847,0.05673028,0.15673243,0.06578988,0.13574020
1.09554777,1.24619590,0.65536671,0.04955729,0.40514143,0.00863725,0.05613821,0.15238032,0.06478308,0.12955833
1.10155078,1.22026328,0.64202801,0.04838626,0.39839875,0.00817170,0.05522690,0.14756061,0.06343715,0.12340601
1.10755378,1.18823558,0.62554837,0.04698626,0.38933267,0.00771344,0.05400914,0.14230753,0.06176394,0.11731986
1.11355678,1.15068375,0.60622411,0.04538068,0.37813968,0.00726469,0.05250651,0.13667475,0.05978550,0.11134756
1.11955978,1.10833065,0.58443380,0.04359836,0.36506868,0.00682825,0.05074850,0.13073326,0.05753296,0.10554669
1.12556278,1.06202675,0.56062527,0.04167269,0.35041241,0.00640734,0.04877137,0.12456869,0.05504517,0.09998311
1.13156578,1.01272198,0.53530060,0.03964055,0.33449765,0.00600554,0.04661682,0.11827815,0.05236709,0.09472923
1.13756878,0.96143471,0.50899937,0.03754115,0.31767443,0.00562667,0.04433047,0.11196681,0.04954804,0.08986203
1.14357179,0.90921945,0.48228121,0.03541481,0.30030485,0.00527466,0.04196031,0.10574424,0.04663991,0.08546080
1.14957479,0.85713407,0.45570807,0.03330179,0.28275186,0.00495343,0.03955509,0.09972077,0.04369532,0.08160482
1.15557779,0.80620812,0.42982692,0.03124107,0.26536848,0.00466677,0.03716278,0.09400381,0.04076591,0.07837092
1.16158079,0.75741300,0.40515350,0.02926932,0.24848772,0.00441820,0.03482909,0.08869450,0.03790073,0.07583095
1.16758379,0.71163507,0.38215757,0.02741983,0.23241371,0.00421085,0.03259624,0.08388453,0.03514489,0.07404928
1.17358679,0.66965236,0.36125005,0.02572175,0.21741402,0.00404734,0.03050172,0.07965339,0.03253830,0.07308030
1.17958979,0.63211548,0.34277250,0.02419932,0.20371368,0.00392967,0.02857750,0.07606601,0.03011482,0.07296614
1.18559280,0.59953307,0.32698901,0.02287142,0.19149062,0.00385913,0.02684925,0.07317095,0.02790156,0.07373446
1.19159580,0.57226203,0.31408063,0.02175116,0.18087295,0.00383621,0.02533595,0.07099898,0.02591847,0.07539660
1.19759880,0.55050248,0.30414255,0.02084575,0.17193776,0.00386052,0.02404966,0.06956234,0.02417825,0.07794596
1.20360180,0.53429744,0.29718375,0.02015649,0.16471161,0.00393080,0.02299553,0.06885441,0.02268641,0.08135688
1.20960480,0.52353690,0.29312925,0.01967893,0.15917233,0.00404481,0.02217206,0.06884997,0.02144156,0.08558390
1.21560780,0.51796613,0.29182459,0.01940323,0.15525233,0.00419940,0.02157150,0.06950593,0.02043598,0.09056160
1.22161081,0.51719757,0.29304249,0.01931453,0.15284285,0.00439050,0.02118045,0.07076257,0.01965620,0.09620498
1.22761381,0.52072617,0.29649144,0.01939362,0.15179939,0.00461319,0.02098059,0.07254522,0.01908384,0.10241052
1.23361681,0.52794738,0.30182579,0.01961754,0.15194773,0.00486178,0.02094956,0.07476632,0.01869643,0.10905784
1.23961981,0.53817754,0.30865730,0.01996037,0.15309067,0.00512990,0.02106188,0.07732783,0.01846835,0.11601197
1.24562281,0.55067581,0.31656760,0.02039405,0.15501508,0.00541065,0.02128995,0.08012398,0.01837184,0.12312631
1.25162581,0.56466730,0.32512128,0.02088920,0.15749911,0.00569673,0.02160508,0.08304415,0.01837786,0.13024607
1.25762881,0.57936661,0.33387938,0.02141603,0.16031949,0.00598066,0.02197853,0.08597601,0.01845712,0.13721220
1.26363182,0.59400124,0.34241269,0.02194518,0.16325848,0.00625493,0.02238246,0.08880856,0.01858093,0.14386569
1.26963482,0.60783411,0.35031463,0.02244856,0.16611052,0.00651222,0.02279093,0.09143529,0.01872201,0.15005206
1.27563782,0.62018475,0.35721332,0.02290012,0.16868831,0.00674557,0.02318068,0.09375709,0.01885525,0.15562588
1.28164082,0.63044827,0.36278241,0.02327655,0.17082809,0.00694861,0.02353194,0.09568498,0.01895830,0.16045522
1.28764382,0.63811185,0.36675044,0.02355789,0.17239409,0.00711574,0.02382896,0.09714252,0.01901214,0.16442573
1.29364682,0.64276799,0.36890841,0.02372802,0.17328203,0.00724228,0.02406056,0.09806779,0.01900144,0.16744430
1.29964982,0.64412432,0.36911528,0.02377504,0.17342143,0.00732457,0.02422033,0.09841496,0.01891483,0.16944202
1.30565283,0.64200953,0.36730133,0.02369143,0.17277685,0.00736017,0.02430681,0.09815523,0.01874501,0.17037638
1.31165583,0.63637540,0.36346931,0.02347422,0.17134796,0.00734781,0.02432339,0.09727730,0.01848878,0.17023263
1.31765883,0.62729486,0.35769323,0.02312483,0.16916849,0.00728749,0.02427809,0.09578723,0.01814687,0.16902406
1.32366183,0.61495613,0.35011505,0.02264892,0.16630401,0.00718046,0.02418317,0.09370775,0.01772374,0.16679146
1.32966483,0.59965347,0.34093938,0.02205603,0.16284884,0.00702912,0.02405452,0.09107704,0.01722719,0.16360150
1.33566783,0.58177463,0.33042633,0.02135912,0.15892202,0.00683694,0.02391101,0.08794707,0.01666795,0.15954425
1.34167084,0.56178583,0.31888290,0.02057405,0.15466263,0.00660836,0.02377368,0.08438149,0.01605917,0.15472993
1.34767384,0.54021464,0.30665318,0.01971895,0.15022453,0.00634859,0.02366482,0.08045334,0.01541584,0.14928503
1.35367684,0.51763155,0.29410769,0.01881354,0.14577082,0.00606345,0.02360711,0.07624242,0.01475424,0.14334789
1.35967984,0.49463087,0.28163231,0.01787845,0.14146812,0.00575917,0.02362259,0.07183268,0.01409132,0.13706406
1.36568284,0.47181162,0.26961697,0.01693456,0.13748094,0.00544220,0.02373183,0.06730956,0.01344413,0.13058153
1.37168584,0.44975901,0.25844452,0.01600232,0.13396622,0.00511899,0.02395297,0.06275745,0.01282924,0.12404605
1.37768884,0.42902714,0.24848012,0.01510117,0.13106826,0.00479581,0.02430103,0.05825735,0.01226228,0.11759673
1.38369185,0.41012333,0.24006122,0.01424896,0.12891425,0.00447861,0.02478714,0.05388473,0.01175740,0.11136207
1.38969485,0.39349440,0.23348848,0.01346153,0.12761025,0.00417279,0.02541810,0.04970784,0.01132695,0.10545650
1.39569785,0.37951538,0.22901765,0.01275230,0.12723809,0.00388316,0.02619593,0.04578617,0.01098111,0.09997767
1.40170085,0.36848053,0.22685272,0.01213201,0.12785286,0.00361378,0.02711767,0.04216943,0.01072766,0.09500435
1.40770385,0.36059702,0.22714023,0.01160854,0.12948125,0.00336792,0.02817534,0.03889686,0.01057177,0.09059510
1.41370685,0.35598111,0.22996493,0.01118679,0.13212078,0.00314801,0.02935605,0.03599683,0.01051595,0.08678776
1.41970985,0.35465683,0.23534681,0.01086869,0.13573969,0.00295564,0.03064229,0.03348685,0.01055998,0.08359948
1.42571286,0.35655709,0.24323963,0.01065328,0.14027765,0.00279153,0.03201236,0.03137385,0.01070096,0.08102759
1.43171586,0.36152699,0.25353080,0.01053686,0.14564728,0.00265565,0.03344092,0.02965468,0.01093340,0.07905091
1.43771886,0.36932921,0.26604294,0.01051319,0.15173625,0.00254717,0.03489973,0.02831691,0.01124941,0.07763155
1.44372186,0.37965137,0.28053688,0.01057374,0.15841003,0.00246464,0.03635837,0.02733973,0.01163890,0.07671718
