energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down,V_p_up,V_p_down,V_d_up,V_d_down
-5.92796398,0.45728790,-2.20699041,0.31358961,-0.86885066,0.09382501,-0.68431221,0.00400608,-0.00563435,0.05856036,-0.47938678,0.23904513,-0.95333389,0.00000000,-0.00000000,0.12544005,-0.46098577,0.03725568,-0.17622939
-5.92196098,0.41844774,-2.22284828,0.29002019,-0.87837577,0.08423225,-0.68441621,0.00381291,-0.00531066,0.05529643,-0.47021321,0.21708126,-0.97708308,0.00000000,-0.00000000,0.11439143,-0.47686983,0.03327708,-0.17977107
-5.91595798,0.38285838,-2.23459059,0.26735330,-0.88539101,0.07563198,-0.68318536,0.00367435,-0.00497342,0.05216243,-0.45931938,0.19686877,-0.99983263,0.00000000,-0.00000000,0.10420650,-0.49204794,0.02963794,-0.18299950
-5.90995498,0.35075674,-2.24199701,0.24582721,-0.88988061,0.06801966,-0.68057402,0.00359721,-0.00462857,0.04921086,-0.44678873,0.17851983,-1.02131037,0.00000000,-0.00000000,0.09496290,-0.50628005,0.02635211,-0.18588551
-5.90395198,0.32235055,-2.24489416,0.22566149,-0.89184950,0.06138628,-0.67655961,0.00358778,-0.00428185,0.04649549,-0.43273297,0.16212515,-1.04124642,0.00000000,-0.00000000,0.08672470,-0.51934028,0.02342892,-0.18840198
-5.89794897,0.29781678,-2.24315438,0.20705270,-0.89132013,0.05571879,-0.67114142,0.00365175,-0.00393873,0.04406914,-0.41728887,0.14775514,-1.05937664,0.00000000,-0.00000000,0.07954265,-0.53102146,0.02087395,-0.19052400
-5.89194597,0.27730040,-2.23669318,0.19017092,-0.88832965,0.05100050,-0.66433854,0.00379415,-0.00360425,0.04198171,-0.40061457,0.13546121,-1.07544575,0.00000000,-0.00000000,0.07345472,-0.54113890,0.01868986,-0.19222886
-5.88594297,0.26091331,-2.22546602,0.17515713,-0.88292738,0.04721145,-0.65618718,0.00401930,-0.00328298,0.04027830,-0.38288547,0.12527714,-1.08921027,0.00000000,-0.00000000,0.06848663,-0.54953330,0.01687717,-0.19349606
-5.87993997,0.24873344,-2.20946459,0.16212127,-0.87517298,0.04432854,-0.64673760,0.00433069,-0.00297895,0.03899760,-0.36428987,0.11722041,-1.10044134,0.00000000,-0.00000000,0.06465240,-0.55607284,0.01543509,-0.19430730
-5.87393697,0.24080384,-2.18871321,0.15114118,-0.86513509,0.04232564,-0.63605076,0.00473089,-0.00269568,0.03817053,-0.34502468,0.11129351,-1.10892737,0.00000000,-0.00000000,0.06195486,-0.56065439,0.01436226,-0.19464646
-5.86793397,0.23713181,-2.16326564,0.14226216,-0.85289081,0.04117359,-0.62419514,0.00522140,-0.00243616,0.03781915,-0.32529109,0.10748500,-1.11447687,0.00000000,-0.00000000,0.06038619,-0.56320409,0.01365739,-0.19449959
-5.86193097,0.23768807,-2.13320274,0.13549718,-0.83852569,0.04084002,-0.61124376,0.00580257,-0.00220290,0.03795575,-0.30529060,0.10577041,-1.11692125,0.00000000,-0.00000000,0.05992825,-0.56367717,0.01331982,-0.19385504
-5.85592796,0.24240592,-2.09863121,0.13082762,-0.82213444,0.04128921,-0.59727165,0.00647341,-0.00199804,0.03858224,-0.28522123,0.10611299,-1.11611797,0.00000000,-0.00000000,0.06055298,-0.56205748,0.01334990,-0.19270362
-5.84992496,0.25118051,-2.05968361,0.12820450,-0.80382199,0.04248185,-0.58235400,0.00723150,-0.00182337,0.03968987,-0.26527424,0.10846413,-1.11195386,0.00000000,-0.00000000,0.06222264,-0.55835647,0.01374926,-0.19103893
-5.84392196,0.26386834,-2.01651976,0.12755010,-0.78370498,0.04437482,-0.56656495,0.00807285,-0.00168048,0.04125908,-0.24563123,0.11276372,-1.10434871,0.00000000,-0.00000000,0.06489007,-0.55261205,0.01452093,-0.18885779
-5.83791896,0.28028710,-1.96932933,0.12875996,-0.76191339,0.04692103,-0.54997713,0.00899184,-0.00157085,0.04325973,-0.22646170,0.11894031,-1.09325912,0.00000000,-0.00000000,0.06849900,-0.54488737,0.01566925,-0.18616079
-5.83191596,0.30021591,-1.91833560,0.13170511,-0.73859213,0.05006935,-0.53266193,0.00998113,-0.00149596,0.04565152,-0.20792113,0.12691111,-1.07868236,0.00000000,-0.00000000,0.07298434,-0.53526944,0.01719966,-0.18295297
-5.82591296,0.32339631,-1.86379984,0.13623472,-0.71390249,0.05376461,-0.51469042,0.01103165,-0.00145738,0.04838475,-0.19014951,0.13658207,-1.06066018,0.00000000,-0.00000000,0.07827265,-0.52386785,0.01911834,-0.17924457
-5.81990995,0.34953389,-1.80602609,0.14217886,-0.68802320,0.05794793,-0.49613473,0.01213266,-0.00145689,0.05140134,-0.17327033,0.14784794,-1.03928228,0.00000000,-0.00000000,0.08428275,-0.51081352,0.02143165,-0.17505182
-5.81390695,0.37830089,-1.74536566,0.14935161,-0.66115093,0.06255705,-0.47706978,0.01327182,-0.00149649,0.05463609,-0.15738994,0.16059237,-1.01468923,0.00000000,-0.00000000,0.09092645,-0.49625730,0.02414550,-0.17039773
-5.80790395,0.40933978,-1.68222084,0.15755437,-0.63350014,0.06752706,-0.45757515,0.01443538,-0.00157853,0.05801821,-0.14259735,0.17468831,-0.98707443,0.00000000,-0.00000000,0.09810967,-0.48036865,0.02726462,-0.16531276
-5.80190095,0.44226785,-1.61704732,0.16657939,-0.60530221,0.07279127,-0.43773687,0.01560837,-0.00170565,0.06147312,-0.12896431,0.18999850,-0.95668501,0.00000000,-0.00000000,0.10573361,-0.46333407,0.03079170,-0.15983543
-5.79589795,0.47668290,-1.55035463,0.17621346,-0.57680360,0.07828233,-0.41764891,0.01677489,-0.00188084,0.06492441,-0.11654563,0.20637635,-0.92382117,0.00000000,-0.00000000,0.11369634,-0.44535527,0.03472656,-0.15401270
-5.78989495,0.51216987,-1.48270432,0.18624179,-0.54826328,0.08393355,-0.39741414,0.01791847,-0.00210734,0.06829595,-0.10537975,0.22366714,-0.88883401,0.00000000,-0.00000000,0.12189454,-0.42664707,0.03906529,-0.14790004
-5.78389195,0.54830837,-1.41470547,0.19645192,-0.51994917,0.08968045,-0.37714479,0.01902239,-0.00238861,0.07151416,-0.09548942,0.24170944,-0.85212151,0.00000000,-0.00000000,0.13022542,-0.40743482,0.04379946,-0.14156134
-5.77788894,0.58468097,-1.34700738,0.20663772,-0.49213384,0.09546237,-0.35696200,0.02007015,-0.00272818,0.07451020,-0.08688248,0.26033714,-0.81412267,0.00000000,-0.00000000,0.13858892,-0.38795137,0.04891543,-0.13506840
-5.77188594,0.62088193,-1.28028933,0.21660323,-0.46508956,0.10122424,-0.33699476,0.02104585,-0.00312953,0.07722221,-0.07955266,0.27938156,-0.77530994,0.00000000,-0.00000000,0.14688986,-0.36843359,0.05439381,-0.12850012
-5.76588294,0.65652620,-1.21524785,0.22616643,-0.43908265,0.10691825,-0.31737787,0.02193459,-0.00359592,0.07959733,-0.07348045,0.29867416,-0.73617998,0.00000000,-0.00000000,0.15504025,-0.34911843,0.06020910,-0.12194135
-5.75987994,0.69125842,-1.15258149,0.23516264,-0.41436763,0.11250556,-0.29824936,0.02272294,-0.00413016,0.08159350,-0.06863382,0.31804933,-0.69724306,0.00000000,-0.00000000,0.16296143,-0.33023853,0.06632964,-0.11548149
-5.75387694,0.72476150,-1.09297396,0.24344767,-0.39118106,0.11795779,-0.27974723,0.02339923,-0.00473446,0.08318105,-0.06496899,0.33734757,-0.65901143,0.00000000,-0.00000000,0.17058616,-0.31201768,0.07271772,-0.10921272
-5.74787394,0.75676455,-1.03707604,0.25090037,-0.36973550,0.12325831,-0.26200568,0.02395392,-0.00541014,0.08434374,-0.06243111,0.35641876,-0.62198705,0.00000000,-0.00000000,0.17786039,-0.29466601,0.07933011,-0.10322810
-5.74187094,0.78704985,-0.98548711,0.25742473,-0.35021374,0.12840319,-0.24515126,0.02437982,-0.00615747,0.08507948,-0.06095492,0.37512549,-0.58664920,0.00000000,-0.00000000,0.18474483,-0.27837527,0.08611879,-0.09761950
-5.73586793,0.81545850,-0.93873711,0.26295132,-0.33276362,0.13340183,-0.22929880,0.02467226,-0.00697539,0.08540048,-0.06046533,0.39334633,-0.55344232,0.00000000,-0.00000000,0.19121594,-0.26331439,0.09303201,-0.09247539
-5.72986493,0.84189456,-0.89726973,0.26743803,-0.31749351,0.13827708,-0.21454769,0.02482924,-0.00786141,0.08533296,-0.06087810,0.41097896,-0.52276466,0.00000000,-0.00000000,0.19726669,-0.24962529,0.10001557,-0.08787863
-5.72386193,0.86632736,-0.86142759,0.27087013,-0.30446882,0.14306491,-0.20097846,0.02485138,-0.00881138,0.08491624,-0.06210051,0.42794290,-0.49495809,0.00000000,-0.00000000,0.20290655,-0.23741946,0.10701440,-0.08390437
-5.71785893,0.88879194,-0.83144009,0.27325966,-0.29370962,0.14781358,-0.18864994,0.02474193,-0.00981940,0.08420139,-0.06403214,0.44418186,-0.47029957,0.00000000,-0.00000000,0.20816115,-0.22677518,0.11397414,-0.08061797
-5.71185593,0.90938739,-0.80741462,0.27464409,-0.28518955,0.15258222,-0.17759722,0.02450655,-0.01087781,0.08324945,-0.06656581,0.45966532,-0.44899442,0.00000000,-0.00000000,0.21307120,-0.21773563,0.12084287,-0.07807319
-5.70585293,0.92827302,-0.78933144,0.27508443,-0.27883597,0.15743895,-0.16783038,0.02415316,-0.01197711,0.08212916,-0.06958871,0.47438952,-0.43117183,0.00000000,-0.00000000,0.21769094,-0.21030808,0.12757279,-0.07631054
-5.69984992,0.94566256,-0.77704260,0.27466271,-0.27453167,0.16245851,-0.15933420,0.02369164,-0.01310610,0.08091454,-0.07298369,0.48837742,-0.41688251,0.00000000,-0.00000000,0.22208599,-0.20446401,0.13412177,-0.07535599
-5.69384692,0.96181634,-0.77027500,0.27347911,-0.27211773,0.16771948,-0.15206872,0.02313351,-0.01425202,0.07968215,-0.07663084,0.50167775,-0.40609879,0.00000000,-0.00000000,0.22633080,-0.20014037,0.14045461,-0.07521996
-5.68784392,0.97703167,-0.76863746,0.27164865,-0.27139778,0.17330113,-0.14597080,0.02249161,-0.01540070,0.07850833,-0.08040923,0.51436307,-0.39871694,0.00000000,-0.00000000,0.23050555,-0.19724185,0.14654409,-0.07589671
-5.68184092,0.99163179,-0.77163162,0.26929774,-0.27214340,0.17928011,-0.14095638,0.02177969,-0.01653691,0.07746648,-0.08419892,0.52652673,-0.39456165,0.00000000,-0.00000000,0.23469291,-0.19564407,0.15237161,-0.07736412
-5.67583792,1.00595377,-0.77866636,0.26656060,-0.27410041,0.18572702,-0.13692352,0.02101206,-0.01764469,0.07662449,-0.08788308,0.53827893,-0.39339256,0.00000000,-0.00000000,0.23897449,-0.19519765,0.15792733,-0.07958386
-5.66983492,1.02033564,-0.78907501,0.26357574,-0.27699600,0.19270308,-0.13375604,0.02020321,-0.01870767,0.07604245,-0.09135023,0.54974197,-0.39491248,0.00000000,-0.00000000,0.24342729,-0.19573296,0.16320999,-0.08250203
-5.66383192,1.03510358,-0.80213506,0.26048263,-0.28054636,0.20025701,-0.13132747,0.01936745,-0.01970961,0.07577075,-0.09449654,0.56104477,-0.39877710,0.00000000,-0.00000000,0.24812031,-0.19706539,0.16822622,-0.08605024
-5.65782891,1.05055951,-0.81708929,0.25741863,-0.28446450,0.20842233,-0.12950533,0.01851861,-0.02063473,0.07584861,-0.09722800,0.57231711,-0.40460582,0.00000000,-0.00000000,0.25311140,-0.19900100,0.17298948,-0.09014704
-5.65182591,1.06696977,-0.83316800,0.25451638,-0.28846816,0.21721522,-0.12815538,0.01766973,-0.02146826,0.07630321,-0.09946258,0.58368372,-0.41199338,0.00000000,-0.00000000,0.25844454,-0.20134227,0.17751873,-0.09469989
-5.64582291,1.08455555,-0.84961121,0.25190161,-0.29228740,0.22663306,-0.12714585,0.01683284,-0.02219681,0.07714929,-0.10113196,0.59525867,-0.42052196,0.00000000,-0.00000000,0.26414780,-0.20389384,0.18183685,-0.09960736
-5.63981991,1.10348552,-0.86569031,0.24969157,-0.29567158,0.23665391,-0.12635136,0.01601878,-0.02280881,0.07838946,-0.10218312,0.60714029,-0.42977329,0.00000000,-0.00000000,0.27023199,-0.20646804,0.18596899,-0.10476181
-5.63381691,1.12387129,-0.88072838,0.24799408,-0.29839573,0.24723680,-0.12565640,0.01523704,-0.02329486,0.08001496,-0.10257939,0.61940712,-0.43934050,0.00000000,-0.00000000,0.27669020,-0.20889000,0.18994099,-0.11005219
-5.62781391,1.14576589,-0.89411852,0.24690711,-0.30026585,0.25832305,-0.12495834,0.01449571,-0.02364803,0.08200707,-0.10230110,0.63211502,-0.44883941,0.00000000,-0.00000000,0.28349825,-0.21100216,0.19377786,-0.11536714
-5.62181091,1.16916555,-0.90533956,0.24651901,-0.30112318,0.26983859,-0.12416988,0.01380143,-0.02386407,0.08433884,-0.10134574,0.64529577,-0.45791871,0.00000000,-0.00000000,0.29061615,-0.21266819,0.19750273,-0.12059812
-5.61580790,1.19401487,-0.91396877,0.24690927,-0.30084717,0.28169710,-0.12322070,0.01315947,-0.02394155,0.08697735,-0.09972751,0.65895732,-0.46626904,0.00000000,-0.00000000,0.29799039,-0.21377603,0.20113599,-0.12564256
-5.60980490,1.22021499,-0.91969113,0.24814963,-0.29935731,0.29380397,-0.12205859,0.01257375,-0.02388189,0.08988607,-0.09747651,0.67308560,-0.47363039,0.00000000,-0.00000000,0.30555723,-0.21424011,0.20469497,-0.13040683
-5.60380190,1.24763454,-0.92230481,0.25030560,-0.29661350,0.30606085,-0.12064979,0.01204701,-0.02368933,0.09302746,-0.09463731,0.68764797,-0.47979782,0.00000000,-0.00000000,0.31324654,-0.21400265,0.20819411,-0.13480898
-5.59779890,1.27612257,-0.92172297,0.25343802,-0.29261532,0.31837051,-0.11897866,0.01158095,-0.02337079,0.09636552,-0.09126727,0.70259796,-0.48462520,0.00000000,-0.00000000,0.32098627,-0.21303398,0.21164549,-0.13878114
-5.59179590,1.30552283,-0.91797163,0.25760466,-0.28740006,0.33064181,-0.11704681,0.01117643,-0.02293562,0.09986815,-0.08743436,0.71788105,-0.48802690,0.00000000,-0.00000000,0.32870710,-0.21133206,0.21505984,-0.14227134
-5.58579290,1.33568833,-0.91118397,0.26286161,-0.28103968,0.34279446,-0.11487164,0.01083364,-0.02239533,0.10350930,-0.08321494,0.73344107,-0.48997730,0.00000000,-0.00000000,0.33634719,-0.20892109,0.21844780,-0.14524489
-5.57978989,1.36649524,-0.90159116,0.26926430,-0.27363698,0.35476323,-0.11248444,0.01055235,-0.02176324,0.10727064,-0.07869124,0.74922664,-0.49050835,0.00000000,-0.00000000,0.34385653,-0.20584930,0.22182132,-0.14768500
-5.57378689,1.39785502,-0.88951030,0.27686793,-0.26532095,0.36650135,-0.10992815,0.01033211,-0.02105403,0.11114281,-0.07394897,0.76519728,-0.48970504,0.00000000,-0.00000000,0.35120083,-0.20218614,0.22519515,-0.14959277
-5.56778389,1.42972393,-0.87532991,0.28572736,-0.25624174,0.37798290,-0.10725486,0.01017241,-0.02028337,0.11512599,-0.06907491,0.78132844,-0.48769917,0.00000000,-0.00000000,0.35836445,-0.19801896,0.22858806,-0.15098651
-5.56178089,1.46210897,-0.85949355,0.29589616,-0.24656524,0.38920386,-0.10452321,0.01007282,-0.01946743,0.11922993,-0.06415476,0.79761527,-0.48466157,0.00000000,-0.00000000,0.36535238,-0.19344920,0.23202385,-0.15190037
-5.55577789,1.49506972,-0.84248248,0.30742496,-0.23646774,0.40018190,-0.10179578,0.01003316,-0.01862245,0.12347328,-0.05927126,0.81407442,-0.48079325,0.00000000,-0.00000000,0.37219092,-0.18858844,0.23553184,-0.15238245
-5.54977489,1.52871568,-0.82479785,0.32035906,-0.22613063,0.41095460,-0.09913662,0.01005351,-0.01776434,0.12788241,-0.05450259,0.83074384,-0.47631578,0.00000000,-0.00000000,0.37892703,-0.18355443,0.23914683,-0.15249237
-5.54377189,1.56319907,-0.80694349,0.33473541,-0.21573553,0.42157647,-0.09660891,0.01013424,-0.01690827,0.13248954,-0.04992121,0.84768039,-0.47146145,0.00000000,-0.00000000,0.38562635,-0.17846711,0.24290834,-0.15229855
-5.53776888,1.59870333,-0.78940981,0.35057906,-0.20545990,0.43211467,-0.09427307,0.01027596,-0.01606838,0.13733058,-0.04559309,0.86495529,-0.46646366,0.00000000,-0.00000000,0.39236998,-0.17344509,0.24685929,-0.15187527
-5.53176588,1.63542799,-0.77265972,0.36789941,-0.19547342,0.44264375,-0.09218512,0.01047939,-0.01525747,0.14244251,-0.04157735,0.88264768,-0.46154796,0.00000000,-0.00000000,0.39925008,-0.16860241,0.25104400,-0.15129977
-5.52576288,1.67357067,-0.75711707,0.38668633,-0.18593511,0.45323976,-0.09039560,0.01074523,-0.01448684,0.14786066,-0.03792625,0.90083658,-0.45692434,0.00000000,-0.00000000,0.40636460,-0.16404596,0.25550556,-0.15064947
-5.51975988,1.71330738,-0.74315821,0.40690656,-0.17699125,0.46397403,-0.08894890,0.01107390,-0.01376613,0.15361591,-0.03468558,0.91959194,-0.45278107,0.00000000,-0.00000000,0.41381141,-0.15987354,0.26028298,-0.14999946
-5.51375688,1.75477239,-0.73110684,0.42850059,-0.16877436,0.47490696,-0.08788317,0.01146533,-0.01310329,0.15973202,-0.03189529,0.93896515,-0.44928037,0.00000000,-0.00000000,0.42168212,-0.15617262,0.26540787,-0.14942054
-5.50775388,1.79803885,-0.72123251,0.45138023,-0.16140287,0.48608239,-0.08723065,0.01191869,-0.01250457,0.16622319,-0.02959038,0.95897991,-0.44655615,0.00000000,-0.00000000,0.43005603,-0.15301986,0.27090125,-0.14897772
-5.50175088,1.84310164,-0.71375253,0.47542715,-0.15498167,0.49752260,-0.08701849,0.01243210,-0.01197463,0.17309208,-0.02780186,0.97962393,-0.44471399,0.00000000,-0.00000000,0.43899441,-0.15048138,0.27677048,-0.14872940
-5.49574787,1.88986350,-0.70883711,0.50049255,-0.14960337,0.50922463,-0.08726989,0.01300236,-0.01151663,0.18032826,-0.02655784,1.00084220,-0.44383309,0.00000000,-0.00000000,0.44853554,-0.14861362,0.28300657,-0.14872711
-5.48974487,1.93812541,-0.70661725,0.52639791,-0.14535003,0.52115776,-0.08800564,0.01362477,-0.01113246,0.18790720,-0.02588450,1.02253226,-0.44397023,0.00000000,-0.00000000,0.45869077,-0.14746478,0.28958210,-0.14901589
-5.48374187,1.98758191,-0.70719465,0.55293705,-0.14229530,0.53326257,-0.08924568,0.01429292,-0.01082290,0.19578998,-0.02580701,1.04454197,-0.44516517,0.00000000,-0.00000000,0.46944174,-0.14707673,0.29644994,-0.14963522
-5.47773887,2.03782176,-0.71065295,0.57987922,-0.14050660,0.54545154,-0.09101083,0.01499862,-0.01058785,0.20392348,-0.02635023,1.06666983,-0.44744723,0.00000000,-0.00000000,0.48073891,-0.14748699,0.30354277,-0.15062025
-5.47173587,2.08833393,-0.71706924,0.60697315,-0.14004736,0.55761106,-0.09332438,0.01573182,-0.01042656,0.21224118,-0.02753908,1.08866810,-0.45084249,0.00000000,-0.00000000,0.49250158,-0.14873090,0.31077367,-0.15200333
-5.46573287,2.13851861,-0.72652494,0.63395197,-0.14097878,0.56960481,-0.09621338,0.01648077,-0.01033784,0.22066451,-0.02939873,1.11024833,-0.45538081,0.00000000,-0.00000000,0.50461904,-0.15084349,0.31803759,-0.15381559
-5.45972986,2.18770262,-0.73911502,0.66053849,-0.14336121,0.58127820,-0.09970964,0.01723211,-0.01032019,0.22910460,-0.03195428,1.13108932,-0.46110240,0.00000000,-0.00000000,0.51695320,-0.15386104,0.32521384,-0.15608831
-5.45372686,2.23515838,-0.75495464,0.68645083,-0.14725470,0.59246362,-0.10385015,0.01797116,-0.01037198,0.23746430,-0.03523018,1.15084676,-0.46806292,0.00000000,-0.00000000,0.52934208,-0.15782205,0.33216934,-0.15885410
-5.44772386,2.28012542,-0.77418247,0.71140795,-0.15271874,0.60298619,-0.10867694,0.01868229,-0.01049149,0.24564051,-0.03924920,1.16916423,-0.47633698,0.00000000,-0.00000000,0.54160427,-0.16276744,0.33876263,-0.16214739
-5.44172086,2.32183324,-0.79696007,0.73513488,-0.15981102,0.61266966,-0.11423621,0.01934933,-0.01067698,0.25352652,-0.04403111,1.18568488,-0.48601930,0.00000000,-0.00000000,0.55354402,-0.16874000,0.34484832,-0.16600447
-5.43571786,2.35952449,-0.82346688,0.75736747,-0.16858517,0.62134213,-0.12057676,0.01995603,-0.01092659,0.26101444,-0.04959098,1.20006321,-0.49722333,0.00000000,-0.00000000,0.56495658,-0.17578287,0.35028196,-0.17046271
-5.42971486,2.39247735,-0.85389096,0.77785642,-0.17908753,0.62884141,-0.12774772,0.02048663,-0.01123833,0.26799745,-0.05593731,1.21197639,-0.51007723,0.00000000,-0.00000000,0.57563382,-0.18393718,0.35492484,-0.17555903
-5.42371186,2.42002619,-0.88841549,0.79637064,-0.19135304,0.63501967,-0.13579562,0.02092637,-0.01160989,0.27437200,-0.06306998,1.22113463,-0.52471723,0.00000000,-0.00000000,0.58536971,-0.19323878,0.35864883,-0.18132765
-5.41770885,2.44157986,-0.92720174,0.81269981,-0.20540045,0.63974740,-0.14476087,0.02126201,-0.01203850,0.28003974,-0.07097808,1.22729013,-0.54127849,0.00000000,-0.00000000,0.59396554,-0.20371444,0.36134071,-0.18779723
-5.41170585,2.45663712,-0.97036927,0.82665626,-0.22122703,0.64291647,-0.15467385,0.02148232,-0.01252071,0.28490931,-0.07963792,1.23024452,-0.55988411,0.00000000,-0.00000000,0.60123480,-0.21537734,0.36290620,-0.19498744
-5.40570285,2.46479886,-1.01797445,0.83807628,-0.23880318,0.64444235,-0.16555080,0.02157850,-0.01305223,0.28889784,-0.08901113,1.22985441,-0.58063266,0.00000000,-0.00000000,0.60700753,-0.22822254,0.36327312,-0.20290535
-5.39969985,2.46577715,-1.06998870,0.84682107,-0.25806723,0.64426560,-0.17738971,0.02154449,-0.01362767,0.29193231,-0.09904312,1.22603520,-0.60358506,0.00000000,-0.00000000,0.61113426,-0.24222232,0.36239400,-0.21154161
-5.39369685,2.45940118,-1.12627777,0.85277740,-0.27892083,0.64235261,-0.19016642,0.02137727,-0.01424048,0.29395071,-0.10966200,1.21876314,-0.62875165,0.00000000,-0.00000000,0.61348929,-0.25732205,0.36024770,-0.22086703
-5.38769385,2.44562043,-1.18658369,0.85585829,-0.30122530,0.63869585,-0.20383127,0.02107689,-0.01488274,0.29490302,-0.12077801,1.20807578,-0.65608027,0.00000000,-0.00000000,0.61397350,-0.27343660,0.35684032,-0.23082948
-5.38169085,2.42450527,-1.25051074,0.85600370,-0.32479933,0.63331365,-0.21830647,0.02064655,-0.01554516,0.29475208,-0.13228367,1.19407105,-0.68544627,0.00000000,-0.00000000,0.61251666,-0.29044794,0.35220518,-0.24135168
-5.37568784,2.39624540,-1.31751684,0.85318149,-0.34941833,0.62624971,-0.23348451,0.02009244,-0.01621711,0.29347437,-0.14405463,1.17690512,-0.71664526,0.00000000,-0.00000000,0.60907917,-0.30820389,0.34640205,-0.25232990
-5.36968484,2.36114641,-1.38691140,0.84738858,-0.37481581,0.61757242,-0.24922774,0.01942354,-0.01688670,0.29106059,-0.15595133,1.15678930,-0.74938931,0.00000000,-0.00000000,0.60365332,-0.32651852,0.33951564,-0.26363393
-5.36368184,2.31962467,-1.45786056,0.83865232,-0.40068675,0.60737397,-0.26536929,0.01865125,-0.01754096,0.28751620,-0.16782144,1.13398607,-0.78330720,0.00000000,-0.00000000,0.59626405,-0.34517413,0.33165341,-0.27510831
-5.35767884,2.27220062,-1.52940001,0.82703191,-0.42669321,0.59576936,-0.28171544,0.01778904,-0.01816614,0.28286170,-0.17950308,1.10880440,-0.81794887,0.00000000,-0.00000000,0.58696915,-0.36392510,0.32294286,-0.28657500
-5.35167584,2.21949058,-1.60045565,0.81261977,-0.45247209,0.58289519,-0.29804948,0.01685195,-0.01874803,0.27713285,-0.19082872,1.08159439,-0.85279451,0.00000000,-0.00000000,0.57585884,-0.38250338,0.31352829,-0.29783737
-5.34567284,2.16219686,-1.66987150,0.79554262,-0.47764484,0.56890812,-0.31413690,0.01585608,-0.01927236,0.27038050,-0.20162969,1.05274123,-0.88726778,0.00000000,-0.00000000,0.56305466,-0.40062568,0.30356720,-0.30868550
