energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.81390695,4.96133553,1.09237013,2.23783534,0.00836928,0.52017363,2.51915700,1.50256099,0.01690684,0.46693623
-5.80790395,4.94446587,1.08268387,2.24049053,0.00814596,0.51758346,2.54050835,1.49040178,0.01663153,0.46710381
-5.80190095,4.91475144,1.07280822,2.23840267,0.00790450,0.51320902,2.55849141,1.47271752,0.01627995,0.46602742
-5.79589795,4.87236160,1.06262284,2.23144942,0.00764659,0.50711559,2.57271508,1.44975646,0.01585728,0.46370652
-5.78989495,4.81776558,1.05201030,2.21963785,0.00737424,0.49940058,2.58283301,1.42188804,0.01537049,0.46016763
-5.78389195,4.75172031,1.04086494,2.20310530,0.00708985,0.49018981,2.58855303,1.38959137,0.01482813,0.45546412
-5.77788894,4.67525000,1.02910112,2.18211675,0.00679621,0.47963324,2.58964581,1.35344042,0.01424014,0.44967506
-5.77188594,4.58961879,1.01666069,2.15705883,0.00649647,0.46790012,2.58595248,1.31408671,0.01361758,0.44290354
-5.76588294,4.49629764,1.00351914,2.12843086,0.00619413,0.45517399,2.57739059,1.27224012,0.01297236,0.43527429
-5.75987994,4.39692679,0.98969034,2.09683333,0.00589300,0.44164751,2.56395837,1.22864877,0.01231688,0.42693084
-5.75387694,4.29327549,0.97522946,2.06295412,0.00559710,0.42751752,2.54573679,1.18407882,0.01166379,0.41803237
-5.74787394,4.18720008,0.96023420,2.02755297,0.00531063,0.41298025,2.52288932,1.13929492,0.01102562,0.40875025
-5.74187094,4.08060197,0.94484395,1.99144453,0.00503785,0.39822709,2.49565923,1.09504197,0.01041452,0.39926450
-5.73586793,3.97538631,0.92923724,1.95548034,0.00478298,0.38344074,2.46436439,1.05202886,0.00984198,0.38976013
-5.72986493,3.87342255,0.91362722,1.92053006,0.00455013,0.36879207,2.42938978,1.01091451,0.00931859,0.38042356
-5.72386193,3.77650728,0.89825551,1.88746211,0.00434316,0.35443752,2.39117777,0.97229646,0.00885384,0.37143908
-5.71785893,3.68632983,0.88338466,1.85712416,0.00416562,0.34051718,2.35021656,0.93670223,0.00845595,0.36298546
-5.71185593,3.60444102,0.86928926,1.83032345,0.00402064,0.32715344,2.30702722,0.90458330,0.00813173,0.35523264
-5.70585293,3.53222506,0.85624617,1.80780740,0.00391085,0.31445021,2.26214960,0.87631152,0.00788648,0.34833855
-5.69984992,3.47087466,0.84452421,1.79024462,0.00383829,0.30249268,2.21612790,0.85217790,0.00772397,0.34244614
-5.69384692,3.42136935,0.83437354,1.77820672,0.00380442,0.29134738,2.16949605,0.83239309,0.00764638,0.33768045
-5.68784392,3.38445717,0.82601518,1.77215127,0.00380999,0.28106272,2.12276374,0.81708959,0.00765430,0.33414594
-5.68184092,3.36063959,0.81963105,1.77240639,0.00385511,0.27166968,2.07640334,0.80632504,0.00774681,0.33192393
-5.67583792,3.35016014,0.81535492,1.77915743,0.00393918,0.26318273,2.03083820,0.80008636,0.00792145,0.33107034
-5.66983492,3.35299677,0.81326450,1.79243627,0.00406092,0.25560086,1.98643270,0.79829446,0.00817437,0.33161364
-5.66383192,3.36885864,0.81337520,1.81211394,0.00421841,0.24890871,1.94348427,0.80080927,0.00850036,0.33355330
-5.65782891,3.39718748,0.81563563,1.83789695,0.00440918,0.24307773,1.90221770,0.80743494,0.00889302,0.33685864
-5.65182591,3.43716430,0.81992526,1.86932789,0.00463018,0.23806733,1.86278167,0.81792509,0.00934483,0.34146826
-5.64582291,3.48772168,0.82605433,1.90579082,0.00487796,0.23382611,1.82524780,0.83198819,0.00984733,0.34729018
-5.63981991,3.54756214,0.83376607,1.94652146,0.00514873,0.23029308,1.78961204,0.84929294,0.01039129,0.35420279
-5.63381691,3.61518262,0.84274140,1.99062253,0.00543846,0.22739888,1.75579832,0.86947387,0.01096685,0.36205657
-5.62781391,3.68890519,0.85260588,2.03708387,0.00574301,0.22506717,1.72366442,0.89213704,0.01156376,0.37067678
-5.62181091,3.76691333,0.86293895,2.08480709,0.00605824,0.22321593,1.69300984,0.91686612,0.01217153,0.37986699
-5.61580790,3.84729347,0.87328496,2.13263402,0.00638014,0.22175897,1.66358532,0.94322864,0.01277971,0.38941349
-5.60980490,3.92808037,0.88316597,2.17937817,0.00670493,0.22060748,1.63510381,0.97078255,0.01337808,0.39909046
-5.60380190,4.00730538,0.89209558,2.22385808,0.00702916,0.21967158,1.60725246,0.99908301,0.01395683,0.40866573
-5.59779890,4.08304556,0.89959356,2.26493121,0.00734979,0.21886206,1.57970527,1.02768917,0.01450684,0.41790695
-5.59179590,4.15347221,0.90520064,2.30152719,0.00766426,0.21809204,1.55213595,1.05617090,0.01501979,0.42658803
-5.58579290,4.21689663,0.90849282,2.33267884,0.00797051,0.21727860,1.52423043,1.08411514,0.01548840,0.43449540
-5.57978989,4.27181126,0.90909477,2.35754974,0.00826698,0.21634441,1.49569871,1.11113177,0.01590648,0.44143401
-5.57378689,4.31692447,0.90669171,2.37545706,0.00855260,0.21521916,1.46628545,1.13685861,0.01626911,0.44723274
-5.56778389,4.35118731,0.90103929,2.38588853,0.00882673,0.21384083,1.43577889,1.16096539,0.01657261,0.45174887
-5.56178089,4.37381121,0.89197096,2.38851299,0.00908908,0.21215671,1.40401782,1.18315664,0.01681459,0.45487158
-5.55577789,4.38427577,0.87940273,2.38318390,0.00933960,0.21012415,1.37089621,1.20317312,0.01699389,0.45652415
-5.54977489,4.38232647,0.86333493,2.36993574,0.00957836,0.20771095,1.33636540,1.22079214,0.01711052,0.45666491
-5.54377189,4.36796263,0.84385103,2.34897375,0.00980541,0.20489550,1.30043376,1.23582642,0.01716549,0.45528671
-5.53776888,4.34141652,0.82111356,2.32065744,0.01002067,0.20166649,1.26316388,1.24812203,0.01716070,0.45241523
-5.53176588,4.30312488,0.79535739,2.28547892,0.01022379,0.19802240,1.22466756,1.25755536,0.01709874,0.44810599
-5.52576288,4.25369471,0.76688066,2.24403727,0.01041405,0.19397067,1.18509883,1.26402961,0.01698270,0.44244035
-5.51975988,4.19386532,0.73603389,2.19701039,0.01059029,0.18952667,1.14464549,1.26747103,0.01681601,0.43552081
-5.51375688,4.12446888,0.70320768,2.14512569,0.01075081,0.18471248,1.10351968,1.26782534,0.01660223,0.42746572
-5.50775388,4.04639163,0.66881970,2.08913128,0.01089345,0.17955565,1.06194794,1.26505466,0.01634492,0.41840380
-5.50175088,3.96053788,0.63330145,2.02976896,0.01101553,0.17408784,1.02016141,1.25913524,0.01604750,0.40846879
-5.49574787,3.86779867,0.59708543,1.96775040,0.01111396,0.16834363,0.97838670,1.25005625,0.01571317,0.39779437
-5.48974487,3.76902631,0.56059320,1.90373732,0.01118535,0.16235930,0.93683774,1.23781971,0.01534484,0.38650974
-5.48374187,3.66501608,0.52422476,1.83832663,0.01122614,0.15617187,0.89570927,1.22244165,0.01494512,0.37473601
-5.47773887,3.55649524,0.48834970,1.77204070,0.01123277,0.14981826,0.85517191,1.20395438,0.01451637,0.36258343
-5.47173587,3.44411957,0.45330020,1.70532306,0.01120185,0.14333468,0.81536929,1.18240970,0.01406068,0.35014971
-5.46573287,3.32847663,0.41936614,1.63853905,0.01113035,0.13675621,0.77641691,1.15788274,0.01358003,0.33751926
-5.45972986,3.21009497,0.38679228,1.57198111,0.01101581,0.13011657,0.73840296,1.13047608,0.01307632,0.32476338
-5.45372686,3.08945794,0.35577743,1.50587779,0.01085644,0.12344805,0.70139059,1.10032374,0.01255150,0.31194132
-5.44772386,2.96702043,0.32647543,1.44040566,0.01065132,0.11678157,0.66542152,1.06759472,0.01200766,0.29910189
-5.44172086,2.84322717,0.29899762,1.37570303,0.01040048,0.11014684,0.63052058,1.03249556,0.01144710,0.28628564
-5.43571786,2.71853073,0.27341667,1.31188450,0.01010495,0.10357258,0.59670070,0.99527171,0.01087244,0.27352722
-5.42971486,2.59340796,0.24977127,1.24905528,0.00976680,0.09708671,0.56396812,0.95620742,0.01028659,0.26085790
-5.42371186,2.46837354,0.22807141,1.18732445,0.00938908,0.09071654,0.53232729,0.91562403,0.00969285,0.24830782
-5.41770885,2.34398977,0.20830394,1.12681639,0.00897578,0.08448893,0.50178527,0.87387658,0.00909483,0.23590813
-5.41170585,2.22087194,0.19043810,1.06767983,0.00853172,0.07843036,0.47235533,0.83134895,0.00849645,0.22369259
-5.40570285,2.09968930,0.17443084,1.01009423,0.00806237,0.07256691,0.44405965,0.78844760,0.00790188,0.21169879
-5.39969985,1.98116155,0.16023153,0.95427331,0.00757371,0.06692417,0.41693092,0.74559427,0.00731541,0.19996875
-5.39369685,1.86605148,0.14778621,0.90046587,0.00707203,0.06152710,0.39101308,0.70321804,0.00674143,0.18854912
-5.38769385,1.75515443,0.13704101,0.84895406,0.00656377,0.05639980,0.36636103,0.66174709,0.00618426,0.17749086
-5.38169085,1.64928553,0.12794485,0.80004954,0.00605529,0.05156526,0.34303964,0.62160070,0.00564806,0.16684855
-5.37568784,1.54926565,0.12045144,0.75408804,0.00555272,0.04704508,0.32112219,0.58318178,0.00513679,0.15667941
-5.36968484,1.45590709,0.11452042,0.71142266,0.00506180,0.04285920,0.30068844,0.54687038,0.00465402,0.14704217
-5.36368184,1.36999997,0.11011795,0.67241669,0.00458776,0.03902565,0.28182254,0.51301848,0.00420295,0.13799589
-5.35767884,1.29230009,0.10721664,0.63743622,0.00413521,0.03556034,0.26461103,0.48194620,0.00378632,0.12959875
-5.35167584,1.22351875,0.10579504,0.60684299,0.00370807,0.03247692,0.24914096,0.45393961,0.00340637,0.12190707
-5.34567284,1.16431500,0.10583662,0.58098791,0.00330957,0.02978664,0.23549840,0.42925009,0.00306484,0.11497444
-5.33966983,1.11529040,0.10732853,0.56020525,0.00294221,0.02749837,0.22376732,0.40809510,0.00276298,0.10885112
-5.33366683,1.07698597,0.11026007,0.54480774,0.00260779,0.02561859,0.21402875,0.39066028,0.00250158,0.10358370
-5.32766383,1.04988123,0.11462098,0.53508247,0.00230746,0.02415148,0.20636038,0.37710238,0.00228097,0.09921485
-5.32166083,1.03439454,0.12039972,0.53128747,0.00204181,0.02309903,0.20083631,0.36755287,0.00210112,0.09578343
-5.31565783,1.03088418,0.12758164,0.53364874,0.00181091,0.02246122,0.19752690,0.36212166,0.00196169,0.09332451
-5.30965483,1.03964944,0.13614724,0.54235751,0.00161442,0.02223616,0.19649850,0.36090075,0.00186204,0.09186954
-5.30365183,1.06093088,0.14607046,0.55756749,0.00145165,0.02242032,0.19781307,0.36396715,0.00180135,0.09144638
-5.29764882,1.09490918,0.15731718,0.57939174,0.00132165,0.02300859,0.20152724,0.37138496,0.00177861,0.09207931
-5.29164582,1.14170203,0.16984376,0.60789908,0.00122331,0.02399454,0.20769100,0.38320618,0.00179274,0.09378863
-5.28564282,1.20135856,0.18359595,0.64310981,0.00115536,0.02537042,0.21634566,0.39947016,0.00184253,0.09659025
-5.27963982,1.27385128,0.19850785,0.68499080,0.00111647,0.02712727,0.22752129,0.42020143,0.00192674,0.10049475
-5.27363682,1.35906561,0.21450136,0.73344990,0.00110525,0.02925490,0.24123346,0.44540608,0.00204407,0.10550633
-5.26763382,1.45678723,0.23148572,0.78832993,0.00112027,0.03174186,0.25747945,0.47506666,0.00219320,0.11162143
-5.26163082,1.56668789,0.24935756,0.84940249,0.00116007,0.03457534,0.27623417,0.50913590,0.00237270,0.11882711
-5.25562781,1.68831058,0.26800116,0.91636206,0.00122315,0.03774102,0.29744575,0.54752952,0.00258111,0.12709939
-5.24962481,1.82105481,0.28728916,0.98882075,0.00130793,0.04122287,0.32103141,0.59011851,0.00281681,0.13640151
-5.24362181,1.96416344,0.30708359,1.06630431,0.00141277,0.04500297,0.34687350,0.63672144,0.00307807,0.14668234
-5.23761881,2.11671199,0.32723725,1.14824988,0.00153588,0.04906125,0.37481631,0.68709717,0.00336298,0.15787502
-5.23161581,2.27760176,0.34759550,1.23400605,0.00167534,0.05337526,0.40466387,0.74093873,0.00366942,0.16989601
-5.22561281,2.44555791,0.36799834,1.32283564,0.00182909,0.05791995,0.43617891,0.79786856,0.00399501,0.18264455
-5.21960980,2.61913342,0.38828277,1.41392167,0.00199485,0.06266752,0.46908335,0.85743602,0.00433715,0.19600287
-5.21360680,2.79671967,0.40828542,1.50637661,0.00217018,0.06758722,0.50306043,0.91911727,0.00469294,0.20983696
-5.20760380,2.97656415,0.42784546,1.59925512,0.00235247,0.07264535,0.53775854,0.98231799,0.00505926,0.22399817
-5.20160080,3.15679546,0.44680752,1.69157013,0.00253896,0.07780522,0.57279689,1.04637925,0.00543269,0.23832551
-5.19559780,3.33545517,0.46502479,1.78231193,0.00272677,0.08302731,0.60777273,1.11058641,0.00580965,0.25264866
-5.18959480,3.51053608,0.48236208,1.87046987,0.00291296,0.08826949,0.64227007,1.17418120,0.00618637,0.26679167
-5.18359180,3.68002570,0.49869872,1.95505585,0.00309459,0.09348734,0.67586962,1.23637652,0.00655898,0.28057711
-5.17758879,3.84195369,0.51393138,2.03512902,0.00326880,0.09863464,0.70815952,1.29637379,0.00692361,0.29383068
-5.17158579,3.99444136,0.52797651,2.10982042,0.00343286,0.10366393,0.73874644,1.35338210,0.00727643,0.30638590
-5.16558279,4.13575152,0.54077237,2.17835688,0.00358428,0.10852716,0.76726667,1.40663860,0.00761378,0.31808890
-5.15957979,4.26433649,0.55228068,2.24008290,0.00372086,0.11317651,0.79339658,1.45542932,0.00793228,0.32880292
-5.15357679,4.37888220,0.56248754,2.29447958,0.00384077,0.11756521,0.81686207,1.49910955,0.00822889,0.33841239
-5.14757379,4.47834639,0.57140389,2.34117981,0.00394263,0.12164841,0.83744650,1.53712295,0.00850104,0.34682641
-5.14157079,4.56198914,0.57906508,2.37997871,0.00402551,0.12538408,0.85499675,1.56901842,0.00874671,0.35398143
-5.13556778,4.62939411,0.58552984,2.41083905,0.00408899,0.12873393,0.86942708,1.59446418,0.00896448,0.35984303
-5.12956478,4.68047955,0.59087847,2.43389104,0.00413315,0.13166425,0.88072058,1.61325806,0.00915362,0.36440662
-5.12356178,4.71549822,0.59521033,2.44942660,0.00415858,0.13414663,0.88892818,1.62533384,0.00931411,0.36769723
-5.11755878,4.73502616,0.59864060,2.45788813,0.00416631,0.13615867,0.89416512,1.63076296,0.00944665,0.36976809
-5.11155578,4.73994075,0.60129663,2.45985232,0.00415781,0.13768449,0.89660521,1.62975176,0.00955265,0.37069835
-5.10555278,4.73138871,0.60331360,2.45600963,0.00413487,0.13871505,0.89647294,1.62263410,0.00963419,0.37058991
-5.09954977,4.71074554,0.60483009,2.44714018,0.00409954,0.13924840,0.89403394,1.60985985,0.00969397,0.36956342
-5.09354677,4.67956807,0.60598330,2.43408722,0.00405405,0.13928961,0.88958416,1.59197958,0.00973520,0.36775391
-5.08754377,4.63954208,0.60690438,2.41772919,0.00400071,0.13885061,0.88343827,1.56962621,0.00976155,0.36530584
-5.08154077,4.59242724,0.60771392,2.39895157,0.00394183,0.13794982,0.87591776,1.54349440,0.00977696,0.36236821
-5.07553777,4.54000162,0.60851778,2.37861955,0.00387962,0.13661155,0.86733936,1.51431854,0.00978556,0.35908964
-5.06953477,4.48400811,0.60940350,2.35755273,0.00381612,0.13486535,0.85800416,1.48285033,0.00979151,0.35561365
-5.06353177,4.42610474,0.61043737,2.33650269,0.00375316,0.13274518,0.84818790,1.44983679,0.00979888,0.35207456
-5.05752876,4.36782077,0.61166231,2.31613425,0.00369232,0.13028844,0.83813291,1.41599966,0.00981148,0.34859379
-5.05152576,4.31052021,0.61309666,2.29701090,0.00363490,0.12753508,0.82804180,1.38201693,0.00983277,0.34527697
-5.04552276,4.25537360,0.61473397,2.27958497,0.00358194,0.12452655,0.81807334,1.34850714,0.00986575,0.34221182
-5.03951976,4.20333907,0.61654373,2.26419242,0.00353424,0.12130489,0.80834031,1.31601699,0.00991284,0.33946683
-5.03351676,4.15515261,0.61847309,2.25105234,0.00349240,0.11791179,0.79890964,1.28501248,0.00997583,0.33709075
-5.02751376,4.11132759,0.62044950,2.24027083,0.00345691,0.11438780,0.78980444,1.25587383,0.01005582,0.33511282
-5.02151076,4.07216275,0.62238405,2.23184870,0.00342820,0.11077161,0.78100785,1.22889403,0.01015322,0.33354381
-5.01550775,4.03775778,0.62417558,2.22569254,0.00340674,0.10709950,0.77246844,1.20428093,0.01026775,0.33237748
-5.00950475,4.00803519,0.62571514,2.22162825,0.00339311,0.10340490,0.76410680,1.18216233,0.01039844,0.33159269
-5.00350175,3.98276720,0.62689082,2.21941639,0.00338812,0.09971813,0.75582283,1.16259380,0.01054373,0.33115578
-4.99749875,3.96160576,0.62759265,2.21876857,0.00339284,0.09606619,0.74750356,1.14556850,0.01070152,0.33102319
-4.99149575,3.94411455,0.62771733,2.21936397,0.00340872,0.09247283,0.73903094,1.13102849,0.01086924,0.33114417
-4.98549275,3.92980101,0.62717267,2.22086542,0.00343760,0.08895853,0.73028931,1.11887677,0.01104401,0.33146348
-4.97948974,3.91814733,0.62588157,2.22293452,0.00348175,0.08554077,0.72117218,1.10898947,0.01122270,0.33192400
-4.97348674,3.90863896,0.62378530,2.22524504,0.00354389,0.08223415,0.71158818,1.10122758,0.01140207,0.33246906
-4.96748374,3.90078979,0.62084607,2.22749463,0.00362715,0.07905073,0.70146584,1.09544766,0.01157888,0.33304457
-4.96148074,3.89416312,0.61704872,2.22941433,0.00373504,0.07600028,0.69075715,1.09151101,0.01175002,0.33360083
-4.95547774,3.88838811,0.61240157,2.23077603,0.00387134,0.07309053,0.67943994,1.08929102,0.01191260,0.33409400
-4.94947474,3.88317137,0.60693639,2.23139772,0.00404004,0.07032741,0.66751889,1.08867840,0.01206404,0.33448726
-4.94347174,3.87830373,0.60070750,2.23114689,0.00424519,0.06771532,0.65502547,1.08958416,0.01220217,0.33475160
-4.93746873,3.87366246,0.59379015,2.22994205,0.00449078,0.06525723,0.64201682,1.09194031,0.01232527,0.33486640
-4.93146573,3.86920930,0.58627817,2.22775280,0.00478053,0.06295488,0.62857381,1.09569839,0.01243212,0.33481966
-4.92546273,3.86498485,0.57828107,2.22459860,0.00511777,0.06080884,0.61479840,1.10082607,0.01252204,0.33460805
-4.91945973,3.86109988,0.56992071,2.22054642,0.00550520,0.05881859,0.60081052,1.10730212,0.01259486,0.33423671
-4.91345673,3.85772430,0.56132765,2.21570762,0.00594477,0.05698261,0.58674478,1.11511006,0.01265095,0.33371891
-4.90745373,3.85507432,0.55263725,2.21023413,0.00643743,0.05529833,0.57274694,1.12423107,0.01269115,0.33307554
-4.90145073,3.85339863,0.54398579,2.20431396,0.00698305,0.05376227,0.55897055,1.13463654,0.01271673,0.33233441
-4.89544772,3.85296401,0.53550657,2.19816631,0.00758020,0.05236996,0.54557367,1.14628079,0.01272932,0.33152955
-4.88944472,3.85404102,0.52732618,2.19203610,0.00822610,0.05111608,0.53271582,1.15909447,0.01273083,0.33070024
-4.88344172,3.85689022,0.51956099,2.18618800,0.00891650,0.04999443,0.52055519,1.17297897,0.01272338,0.32989000
-4.87743872,3.86174929,0.51231404,2.18090005,0.00964567,0.04899804,0.50924606,1.18780239,0.01270918,0.32914547
-4.87143572,3.86882140,0.50567220,2.17645665,0.01040641,0.04811921,0.49893646,1.20339719,0.01269043,0.32851513
-4.86543272,3.87826499,0.49970397,2.17314112,0.01119010,0.04734964,0.48976595,1.21955979,0.01266925,0.32804799
-4.85942971,3.89018524,0.49445765,2.17122789,0.01198683,0.04668045,0.48186353,1.23605218,0.01264760,0.32779210
-4.85342671,3.90462727,0.48996018,2.17097428,0.01278558,0.04610235,0.47534547,1.25260550,0.01262718,0.32779309
-4.84742371,3.92157118,0.48621659,2.17261213,0.01357444,0.04560566,0.47031324,1.26892542,0.01260937,0.32809261
-4.84142071,3.94092876,0.48321000,2.17633952,0.01434087,0.04518047,0.46685125,1.28469911,0.01259523,0.32872679
-4.83541771,3.96254214,0.48090238,2.18231268,0.01507203,0.04481668,0.46502462,1.29960337,0.01258544,0.32972474
-4.82941471,3.98618411,0.47923586,2.19063857,0.01575511,0.04450408,0.46487677,1.31331360,0.01258033,0.33110720
-4.82341171,4.01156005,0.47813470,2.20136829,0.01637773,0.04423248,0.46642721,1.32551313,0.01257991,0.33288525
-4.81740870,4.03831158,0.47750780,2.21449171,0.01692826,0.04399173,0.46966930,1.33590245,0.01258389,0.33505935
-4.81140570,4.06602174,0.47725166,2.22993367,0.01739622,0.04377187,0.47456830,1.34420791,0.01259177,0.33761858
-4.80540270,4.09422174,0.47725385,2.24755204,0.01777262,0.04356312,0.48105993,1.35018959,0.01260294,0.34054028
-4.79939970,4.12239928,0.47739670,2.26713796,0.01805023,0.04335608,0.48904942,1.35364783,0.01261677,0.34379004
-4.79339670,4.15000851,0.47756118,2.28841843,0.01822391,0.04314175,0.49841139,1.35442847,0.01263268,0.34732215
-4.78739370,4.17648157,0.47763091,2.31106145,0.01829071,0.04291171,0.50899066,1.35242645,0.01265031,0.35108057
-4.78139070,4.20124186,0.47749609,2.33468388,0.01825008,0.04265825,0.52060421,1.34758786,0.01266960,0.35500028
-4.77538769,4.22371900,0.47705722,2.35886187,0.01810385,0.04237448,0.53304430,1.33991049,0.01269087,0.35900926
-4.76938469,4.24336533,0.47622859,2.38314380,0.01785624,0.04205455,0.54608279,1.32944307,0.01271495,0.36303075
-4.76338169,4.25967401,0.47494139,2.40706553,0.01751375,0.04169384,0.55947684,1.31628329,0.01274318,0.36698604
-4.75737869,4.27219822,0.47314627,2.43016746,0.01708494,0.04128910,0.57297556,1.30057510,0.01277754,0.37079753
-4.75137569,4.28057117,0.47081549,2.45201299,0.01658019,0.04083870,0.58632773,1.28250525,0.01282060,0.37439195
-4.74537269,4.28452628,0.46794432,2.47220758,0.01601141,0.04034276,0.59929014,1.26229961,0.01287556,0.37770369
-4.73936968,4.28391677,0.46455196,2.49041785,0.01539167,0.03980335,0.61163634,1.24021928,0.01294619,0.38067800
-4.73336668,4.27873377,0.46068167,2.50638963,0.01473480,0.03922462,0.62316529,1.21655679,0.01303677,0.38327399
-4.72736368,4.26912187,0.45640031,2.51996415,0.01405502,0.03861287,0.63370959,1.19163244,0.01315201,0.38546713
-4.72136068,4.25539109,0.45179716,2.53109146,0.01336648,0.03797659,0.64314279,1.16579081,0.01329694,0.38725120
-4.71535768,4.23802407,0.44698210,2.53984014,0.01268296,0.03732642,0.65138532,1.13939746,0.01347676,0.38863946
-4.70935468,4.21767752,0.44208314,2.54640243,0.01201741,0.03667507,0.65840871,1.11283565,0.01369665,0.38966496
-4.70335168,4.19517710,0.43724331,2.55109431,0.01138169,0.03603710,0.66423779,1.08650305,0.01396166,0.39037990
-4.69734867,4.17150504,0.43261700,2.55434994,0.01078628,0.03542863,0.66895052,1.06080823,0.01427643,0.39085394
-4.69134567,4.14778023,0.42836582,2.55671032,0.01024004,0.03486703,0.67267547,1.03616680,0.01464509,0.39117158
-4.68534267,4.12523097,0.42465395,2.55880632,0.00975009,0.03437039,0.67558690,1.01299702,0.01507095,0.39142857
-4.67933967,4.10516072,0.42164320,2.56133643,0.00932165,0.03395707,0.67789760,0.99171490,0.01555637,0.39172753
-4.67333667,4.08890783,0.41948785,2.56504001,0.00895807,0.03364511,0.67984973,0.97272855,0.01610257,0.39217301
-4.66733367,4.07780070,0.41832939,2.57066699,0.00866080,0.03345158,0.68170414,0.95643196,0.01670940,0.39286606
-4.66133067,4.07310976,0.41829132,2.57894529,0.00842949,0.03339200,0.68372855,0.94319808,0.01737526,0.39389878
-4.65532766,4.07599846,0.41947419,2.59054743,0.00826212,0.03347966,0.68618526,0.93337151,0.01809696,0.39534891
-4.64932466,4.08747517,0.42195108,2.60605774,0.00815517,0.03372508,0.68931891,0.92726076,0.01886963,0.39727498
-4.64332166,4.10834823,0.42576363,2.62594192,0.00810380,0.03413550,0.69334495,0.92513036,0.01968673,0.39971203
