energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-5.81990995,4.71414643,0.01943699,0.37568549,0.67796217,0.47980979,1.22387473,2.43562473,1.88754587,0.00000000
-5.81390695,4.80115453,0.02021040,0.40290938,0.68634761,0.49544170,1.28753764,2.45342110,1.91901214,0.00000000
-5.80790395,4.90978808,0.02117289,0.43295057,0.69955878,0.51501236,1.36130531,2.47612711,1.95993215,0.00000000
-5.80190095,5.03927356,0.02231904,0.46571598,0.71741654,0.53848202,1.44496527,2.50341627,2.00989266,0.00000000
-5.79589795,5.18840799,0.02363967,0.50106873,0.73963489,0.56574482,1.53812688,2.53483487,2.06829221,0.00000000
-5.78989495,5.35558179,0.02512183,0.53882689,0.76582942,0.59662818,1.64022105,2.56981614,2.13435476,0.00000000
-5.78389195,5.53881210,0.02674892,0.57876314,0.79552863,0.63089373,1.75050429,2.60769752,2.20714796,0.00000000
-5.77788894,5.73578551,0.02850093,0.62060539,0.82818744,0.66823995,1.86806716,2.64774033,2.28560556,0.00000000
-5.77188594,5.94390883,0.03035469,0.66403823,0.86320271,0.70830631,1.99184694,2.68915123,2.36855322,0.00000000
-5.76588294,6.16036642,0.03228428,0.70870553,0.89993014,0.75067901,2.12064450,2.73110451,2.45473682,0.00000000
-5.75987994,6.38218245,0.03426151,0.75421402,0.93770202,0.79489813,2.25314488,2.77276454,2.54285267,0.00000000
-5.75387694,6.60628621,0.03625646,0.80013781,0.97584522,0.84046595,2.38794125,2.81330772,2.63157832,0.00000000
-5.74787394,6.82957875,0.03823812,0.84602408,1.01369892,0.88685647,2.52356155,2.85194310,2.71960343,0.00000000
-5.74187094,7.04899874,0.04017499,0.89139949,1.05063156,0.93352552,2.65849723,2.88793123,2.80565936,0.00000000
-5.73586793,7.26158598,0.04203586,0.93577758,1.08605629,0.97992155,2.79123314,2.92060072,2.88854691,0.00000000
-5.72986493,7.46454067,0.04379046,0.97866678,1.11944464,1.02549645,2.92027781,2.94936204,2.96716111,0.00000000
-5.72386193,7.65527682,0.04541019,1.01957901,1.15033792,1.06971635,3.04419316,2.97371829,3.04051250,0.00000000
-5.71785893,7.83146860,0.04686877,1.05803865,1.17835605,1.11207195,3.16162281,2.99327288,3.10774427,0.00000000
-5.71185593,7.99108848,0.04814290,1.09359159,1.20320354,1.15208804,3.27131806,3.00773388,3.16814482,0.00000000
-5.70585293,8.13243637,0.04921276,1.12581433,1.22467258,1.18933218,3.37216086,3.01691527,3.22115548,0.00000000
-5.69984992,8.25415943,0.05006250,1.15432268,1.24264325,1.22342200,3.46318310,3.02073516,3.26637355,0.00000000
-5.69384692,8.35526251,0.05068059,1.17877995,1.25708086,1.25403124,3.54358162,3.01921118,3.30355051,0.00000000
-5.68784392,8.43510945,0.05106003,1.19890436,1.26803083,1.28089434,3.61272885,3.01245363,3.33258619,0.00000000
-5.68184092,8.49341595,0.05119850,1.21447538,1.27561125,1.30380944,3.67017865,3.00065648,3.35351904,0.00000000
-5.67583792,8.53023488,0.05109830,1.22533896,1.28000365,1.32263999,3.71566757,2.98408699,3.36651343,0.00000000
-5.66983492,8.54593520,0.05076628,1.23141118,1.28144235,1.33731495,3.74911167,2.96307419,3.37184473,0.00000000
-5.66383192,8.54117563,0.05021352,1.23268053,1.28020304,1.34782767,3.77059923,2.93799686,3.36988286,0.00000000
-5.65782891,8.51687459,0.04945507,1.22920841,1.27659086,1.35423368,3.78037991,2.90927148,3.36107532,0.00000000
-5.65182591,8.47417769,0.04850944,1.22112797,1.27092873,1.35664759,3.77885078,2.87734046,3.34593034,0.00000000
-5.64582291,8.41442392,0.04739812,1.20864127,1.26354620,1.35523915,3.76654021,2.84266111,3.32500094,0.00000000
-5.63981991,8.33911191,0.04614508,1.19201480,1.25476928,1.35022881,3.74408990,2.80569571,3.29887050,0.00000000
-5.63381691,8.24986710,0.04477610,1.17157347,1.24491164,1.34188287,3.71223612,2.76690272,3.26814015,0.00000000
-5.62781391,8.14841059,0.04331826,1.14769331,1.23426730,1.33050834,3.67179061,2.72672946,3.23341839,0.00000000
-5.62181091,8.03653030,0.04179933,1.12079304,1.22310501,1.31644773,3.62362187,2.68560620,3.19531302,0.00000000
-5.61580790,7.91605481,0.04024719,1.09132487,1.21166453,1.30007379,3.56863739,2.64394171,3.15442525,0.00000000
-5.60980490,7.78882986,0.03868934,1.05976474,1.20015442,1.28178420,3.50776718,2.60212010,3.11134589,0.00000000
-5.60380190,7.65669761,0.03715240,1.02660244,1.18875170,1.26199641,3.44194908,2.56049901,3.06665328,0.00000000
-5.59779890,7.52147845,0.03566171,0.99233174,1.17760278,1.24114239,3.37211589,2.51940870,3.02091247,0.00000000
-5.59179590,7.38495490,0.03424092,0.95744117,1.16682572,1.21966347,3.29918467,2.47915210,2.97467528,0.00000000
-5.58579290,7.24885729,0.03291170,0.92240530,1.15651336,1.19800507,3.22404790,2.44000544,2.92848069,0.00000000
-5.57978989,7.11485071,0.03169348,0.88767719,1.14673719,1.17661130,3.14756655,2.40221935,2.88285506,0.00000000
-5.57378689,6.98452271,0.03060323,0.85368183,1.13755145,1.15591949,3.07056486,2.36602004,2.83831169,0.00000000
-5.56778389,6.85937135,0.02965530,0.82081089,1.12899736,1.13635434,2.99382635,2.33161069,2.79534948,0.00000000
-5.56178089,6.74079304,0.02886128,0.78941873,1.12110703,1.11832192,2.91809084,2.29917246,2.75445009,0.00000000
-5.55577789,6.63007004,0.02822993,0.75981970,1.11390696,1.10220335,2.84405202,2.26886534,2.71607376,0.00000000
-5.54977489,6.52835720,0.02776710,0.73228654,1.10742075,1.08834819,2.77235520,2.24082851,2.68065344,0.00000000
-5.54377189,6.43666804,0.02747569,0.70704981,1.10167107,1.07706773,2.70359492,2.21518022,2.64858745,0.00000000
-5.53776888,6.35586015,0.02735567,0.68429811,1.09668060,1.06862814,2.63831201,2.19201711,2.62023081,0.00000000
-5.53176588,6.28662030,0.02740405,0.66417896,1.09247210,1.06324372,2.57698997,2.17141312,2.59588563,0.00000000
-5.52576288,6.22944956,0.02761495,0.64679993,1.08906751,1.06107049,2.52005060,2.15341779,2.57579086,0.00000000
-5.51975988,6.18464926,0.02797966,0.63223011,1.08648624,1.06220030,2.46784881,2.13805433,2.56011211,0.00000000
-5.51375688,6.15230850,0.02848675,0.62050143,1.08474286,1.06665586,2.42066679,2.12531746,2.54893208,0.00000000
-5.50775388,6.13229408,0.02912218,0.61160997,1.08384423,1.07438689,2.37870793,2.11517127,2.54224225,0.00000000
-5.50175088,6.12424405,0.02986952,0.60551699,1.08378652,1.08526783,2.34209068,2.10754731,2.53993646,0.00000000
-5.49574787,6.12756573,0.03071017,0.60214983,1.08455222,1.09909737,2.31084303,2.10234317,2.54180712,0.00000000
-5.48974487,6.14143941,0.03162363,0.60140268,1.08610740,1.11560004,2.28489811,2.09942189,2.54754452,0.00000000
-5.48374187,6.16482838,0.03258787,0.60313722,1.08839964,1.13443022,2.26409140,2.09861240,2.55673973,0.00000000
-5.47773887,6.19649627,0.03357968,0.60718350,1.09135667,1.15517857,2.24816024,2.09971123,2.56889129,0.00000000
-5.47173587,6.23503182,0.03457513,0.61334111,1.09488599,1.17738097,2.23674608,2.10248576,2.58341609,0.00000000
-5.46573287,6.27888144,0.03555005,0.62138082,1.09887558,1.20052999,2.22939983,2.10667911,2.59966393,0.00000000
-5.45972986,6.32638892,0.03648057,0.63104696,1.10319580,1.22408854,2.22559061,2.11201673,2.61693594,0.00000000
-5.45372686,6.37584182,0.03734362,0.64206068,1.10770241,1.24750544,2.22471796,2.11821456,2.63450599,0.00000000
-5.44772386,6.42552303,0.03811751,0.65412408,1.11224067,1.27023247,2.22612728,2.12498870,2.65164453,0.00000000
-5.44172086,6.47376611,0.03878243,0.66692551,1.11665032,1.29174228,2.22912825,2.13206620,2.66764393,0.00000000
-5.43571786,6.51901203,0.03932100,0.68014560,1.12077128,1.31154649,2.23301566,2.13919657,2.68184430,0.00000000
-5.42971486,6.55986525,0.03971869,0.69346436,1.12444964,1.32921319,2.23709180,2.14616345,2.69365857,0.00000000
-5.42371186,6.59514627,0.03996424,0.70656872,1.12754379,1.34438319,2.24068956,2.15279581,2.70259561,0.00000000
-5.41770885,6.62393815,0.04004993,0.71916052,1.12993021,1.35678403,2.24319521,2.15897800,2.70828037,0.00000000
-5.41170585,6.64562433,0.03997184,0.73096444,1.13150854,1.36624130,2.24406970,2.16465791,2.71046964,0.00000000
-5.40570285,6.65991525,0.03972988,0.74173552,1.13220574,1.37268631,2.24286746,2.16985255,2.70906274,0.00000000
-5.39969985,6.66686189,0.03932783,0.75126591,1.13197886,1.37615987,2.23925161,2.17465044,2.70410626,0.00000000
-5.39369685,6.66685474,0.03877316,0.75939040,1.13081627,1.37681174,2.23300464,2.17921027,2.69579229,0.00000000
-5.38769385,6.66060715,0.03807678,0.76599037,1.12873724,1.37489552,2.22403400,2.18375559,2.68445011,0.00000000
-5.38169085,6.64912324,0.03725269,0.77099592,1.12578969,1.37075920,2.21237195,2.18856533,2.67053132,0.00000000
-5.37568784,6.63365091,0.03631748,0.77438597,1.12204624,1.36483152,2.19816968,2.19396033,2.65458898,0.00000000
-5.36968484,6.61562163,0.03528982,0.77618615,1.11759872,1.35760465,2.18168565,2.20028621,2.63725153,0.00000000
-5.36368184,6.59657929,0.03418984,0.77646473,1.11255137,1.34961400,2.16326873,2.20789327,2.61919261,0.00000000
-5.35767884,6.57810108,0.03303849,0.77532645,1.10701298,1.34141577,2.14333689,2.21711427,2.60109803,0.00000000
-5.35167584,6.56171432,0.03185689,0.77290484,1.10108869,1.33356349,2.12235232,2.22824110,2.58363164,0.00000000
-5.34567284,6.54881289,0.03066570,0.76935322,1.09487154,1.32658439,2.10079442,2.24150165,2.56740150,0.00000000
-5.33966983,6.54057772,0.02948452,0.76483490,1.08843464,1.32095682,2.07913185,2.25703812,2.55292830,0.00000000
-5.33366683,6.53790553,0.02833135,0.75951316,1.08182417,1.31708971,2.05779525,2.27488798,2.54061732,0.00000000
-5.32766383,6.54134943,0.02722216,0.75354155,1.07505394,1.31530508,2.03715198,2.29496896,2.53073574,0.00000000
-5.32166083,6.55107513,0.02617048,0.74705503,1.06810167,1.31582437,2.01748440,2.31706903,2.52339617,0.00000000
-5.31565783,6.56683515,0.02518718,0.74016251,1.06090745,1.31875942,1.99897264,2.34084212,2.51854760,0.00000000
-5.30965483,6.58796285,0.02428030,0.73294118,1.05337449,1.32410827,1.98168310,2.36581038,2.51597413,0.00000000
-5.30365183,6.61338720,0.02345504,0.72543294,1.04537228,1.33175627,1.96556312,2.39137283,2.51530168,0.00000000
-5.29764882,6.64166771,0.02271378,0.71764328,1.03674198,1.34148221,1.95044218,2.41682059,2.51601246,0.00000000
-5.29164582,6.67104840,0.02205627,0.70954238,1.02730385,1.35296938,1.93603973,2.44135797,2.51746643,0.00000000
-5.28564282,6.69952828,0.02147988,0.70106869,1.01686646,1.36582084,1.92197900,2.46412867,2.51892895,0.00000000
-5.27963982,6.72494506,0.02097989,0.69213448,1.00523701,1.37957826,1.90780634,2.48424590,2.51960292,0.00000000
-5.27363682,6.74506820,0.02054987,0.68263327,0.99223242,1.39374342,1.89301480,2.50082520,2.51866433,0.00000000
-5.26763382,6.75769684,0.02018202,0.67244843,0.97769050,1.40780130,1.87707096,2.51301820,2.51529904,0.00000000
-5.26163082,6.76075778,0.01986767,0.66146274,0.96148059,1.42124367,1.85944338,2.52004604,2.50873942,0.00000000
-5.25562781,6.75239904,0.01959758,0.64956809,0.94351311,1.43359210,1.83963139,2.52123065,2.49829889,0.00000000
-5.24962481,6.73107444,0.01936238,0.63667495,0.92374750,1.44441930,1.81719261,2.51602257,2.48340288,0.00000000
-5.24362181,6.69561548,0.01915291,0.62272094,0.90219810,1.45336784,1.79176791,2.50402407,2.46361490,0.00000000
-5.23761881,6.64528708,0.01896051,0.60767811,0.87893769,1.46016542,1.76310254,2.48500644,2.43865640,0.00000000
-5.23161581,6.57982511,0.01877732,0.59155857,0.85409844,1.46463611,1.73106252,2.45892094,2.40842004,0.00000000
-5.22561281,6.49945422,0.01859641,0.57441805,0.82787026,1.46670700,1.69564545,2.42590281,2.37297552,0.00000000
-5.21960980,6.40488538,0.01841198,0.55635733,0.80049665,1.46641026,1.65698539,2.38626846,2.33256825,0.00000000
-5.21360680,6.29729401,0.01821946,0.53752144,0.77226821,1.46388040,1.61535173,2.34050602,2.28761095,0.00000000
-5.20760380,6.17827982,0.01801550,0.51809671,0.74351425,1.45934719,1.57114209,2.28925987,2.23866882,0.00000000
-5.20160080,6.04981071,0.01779797,0.49830584,0.71459270,1.45312452,1.52486984,2.23330987,2.18643912,0.00000000
-5.19559780,5.91415348,0.01756595,0.47840120,0.68587911,1.44559582,1.47714681,2.17354630,2.13172617,0.00000000
-5.18959480,5.77379460,0.01731956,0.45865684,0.65775490,1.43719685,1.42866214,2.11094173,2.07541295,0.00000000
-5.18359180,5.63135450,0.01705991,0.43935937,0.63059560,1.42839658,1.38015826,2.04652076,2.01843055,0.00000000
-5.17758879,5.48949903,0.01678894,0.42079842,0.60475953,1.41967710,1.33240502,1.98132902,1.96172673,0.00000000
-5.17158579,5.35085140,0.01650923,0.40325678,0.58057721,1.41151334,1.28617318,1.91640252,1.90623470,0.00000000
-5.16558279,5.21790806,0.01622387,0.38700094,0.55834204,1.40435350,1.24220818,1.85273826,1.85284337,0.00000000
-5.15957979,5.09296117,0.01593630,0.37227221,0.53830243,1.39860100,1.20120538,1.79126721,1.80236991,0.00000000
-5.15357679,4.97803038,0.01565013,0.35927875,0.52065565,1.39459850,1.16378748,1.73283025,1.75553551,0.00000000
-5.14757379,4.87480562,0.01536900,0.34818893,0.50554340,1.39261463,1.13048501,1.67815788,1.71294505,0.00000000
-5.14157079,4.78460263,0.01509643,0.33912605,0.49304937,1.39283384,1.10172036,1.62785398,1.67507104,0.00000000
-5.13556778,4.70833197,0.01483575,0.33216476,0.48319848,1.39534978,1.07779600,1.58238407,1.64224224,0.00000000
-5.12956478,4.64648220,0.01458993,0.32732896,0.47595792,1.40016207,1.05888682,1.54206808,1.61463720,0.00000000
-5.12356178,4.59911704,0.01436157,0.32459158,0.47123984,1.40717689,1.04503716,1.50707788,1.59228254,0.00000000
-5.11755878,4.56588633,0.01415279,0.32387583,0.46890534,1.41621096,1.03616204,1.47743921,1.57505605,0.00000000
-5.11155578,4.54604980,0.01396524,0.32505810,0.46876984,1.42699888,1.03205279,1.45303800,1.56269436,0.00000000
-5.10555278,4.53851282,0.01380007,0.32797213,0.47060947,1.43920342,1.03238657,1.43363064,1.55480475,0.00000000
-5.09954977,4.54187251,0.01365794,0.33241454,0.47416818,1.45242847,1.03673942,1.41885792,1.55088078,0.00000000
-5.09354677,4.55447270,0.01353904,0.33815124,0.47916566,1.46623406,1.04460236,1.40826196,1.55032116,0.00000000
-5.08754377,4.57446588,0.01344313,0.34492472,0.48530557,1.48015293,1.05539999,1.40130580,1.55245131,0.00000000
-5.08154077,4.59988003,0.01336957,0.35246182,0.49228394,1.49370814,1.06851079,1.39739472,1.55654693,0.00000000
-5.07553777,4.62868819,0.01331742,0.36048176,0.49979771,1.50643097,1.08328860,1.39589886,1.56185885,0.00000000
-5.06953477,4.65887848,0.01328545,0.36870434,0.50755293,1.51787867,1.09908438,1.39617618,1.56763832,0.00000000
-5.06353177,4.68852224,0.01327222,0.37685768,0.51527263,1.52765116,1.11526754,1.39759508,1.57316208,0.00000000
-5.05752876,4.71583794,0.01327612,0.38468574,0.52270399,1.53540635,1.13124620,1.39955593,1.57775621,0.00000000
-5.05152576,4.73924876,0.01329543,0.39195495,0.52962475,1.54087332,1.14648545,1.40151063,1.58081805,0.00000000
-5.04552276,4.75743170,0.01332836,0.39846005,0.53584856,1.54386292,1.16052321,1.40297967,1.58183549,0.00000000
-5.03951976,4.76935656,0.01337307,0.40402889,0.54122910,1.54427542,1.17298285,1.40356596,1.58040278,0.00000000
-5.03351676,4.77431335,0.01342771,0.40852593,0.54566289,1.54210482,1.18358244,1.40296500,1.57623245,0.00000000
-5.02751376,4.77192722,0.01349043,0.41185455,0.54909060,1.53743967,1.19214001,1.40097103,1.56916283,0.00000000
-5.02151076,4.76216042,0.01355939,0.41395803,0.55149684,1.53046041,1.19857493,1.39747907,1.55916094,0.00000000
-5.01550775,4.74530138,0.01363277,0.41481917,0.55290832,1.52143314,1.20290523,1.39248275,1.54632067,0.00000000
-5.00950475,4.72194157,0.01370880,0.41445867,0.55339063,1.51070032,1.20524119,1.38606820,1.53085633,0.00000000
-5.00350175,4.69294128,0.01378572,0.41293241,0.55304348,1.49866855,1.20577551,1.37840448,1.51309201,0.00000000
-4.99749875,4.65938604,0.01386181,0.41032761,0.55199482,1.48579411,1.20477054,1.36973089,1.49344705,0.00000000
-4.99149575,4.62253570,0.01393542,0.40675829,0.55039394,1.47256664,1.20254328,1.36034207,1.47241853,0.00000000
-4.98549275,4.58376856,0.01400497,0.40236006,0.54840383,1.45949196,1.19944887,1.35057153,1.45056129,0.00000000
-4.97948974,4.54452323,0.01406899,0.39728453,0.54619331,1.44707448,1.19586330,1.34077441,1.42846657,0.00000000
-4.97348674,4.50624058,0.01412613,0.39169359,0.54392897,1.43580000,1.19216622,1.33131048,1.40674007,0.00000000
-4.96748374,4.47030856,0.01417522,0.38575378,0.54176764,1.42611971,1.18872465,1.32252798,1.38598029,0.00000000
-4.96148074,4.43801195,0.01421531,0.37963096,0.53984942,1.41843577,1.18587809,1.31474901,1.36675809,0.00000000
-4.95547774,4.41048898,0.01424568,0.37348544,0.53829177,1.41308932,1.18392592,1.30825719,1.34959814,0.00000000
-4.94947474,4.38869638,0.01426595,0.36746776,0.53718486,1.41035097,1.18311722,1.30328779,1.33496288,0.00000000
-4.94347174,4.37338370,0.01427604,0.36171523,0.53658835,1.41041428,1.18364356,1.30002077,1.32323939,0.00000000
-4.93746873,4.36507730,0.01427625,0.35634927,0.53652970,1.41339218,1.18563464,1.29857666,1.31472961,0.00000000
-4.93146573,4.36407401,0.01426727,0.35147351,0.53700419,1.41931644,1.18915692,1.29901517,1.30964383,0.00000000
-4.92546273,4.37044372,0.01425017,0.34717280,0.53797628,1.42813985,1.19421488,1.30133647,1.30809752,0.00000000
-4.91945973,4.38404000,0.01422642,0.34351282,0.53938255,1.43974094,1.20075468,1.30548459,1.31011131,0.00000000
-4.91345673,4.40451750,0.01419782,0.34054045,0.54113571,1.45393084,1.20866970,1.31135257,1.31561378,0.00000000
-4.90745373,4.43135439,0.01416649,0.33828452,0.54312956,1.47046177,1.21780762,1.31878894,1.32444677,0.00000000
-4.90145073,4.46387861,0.01413478,0.33675706,0.54524462,1.48903683,1.22797826,1.32760497,1.33637271,0.00000000
-4.89544772,4.50129614,0.01410521,0.33595471,0.54735400,1.50932052,1.23896200,1.33758232,1.35108354,0.00000000
-4.88944472,4.54271989,0.01408036,0.33586023,0.54932927,1.53094951,1.25051811,1.34848062,1.36821088,0.00000000
-4.88344172,4.58719821,0.01406278,0.33644406,0.55104603,1.55354347,1.26239262,1.36004478,1.38733698,0.00000000
-4.87743872,4.63374175,0.01405487,0.33766577,0.55238886,1.57671536,1.27432558,1.37201171,1.40800615,0.00000000
-4.87143572,4.68134831,0.01405877,0.33947526,0.55325548,1.60008110,1.28605740,1.38411638,1.42973632,0.00000000
-4.86543272,4.72902504,0.01407624,0.34181386,0.55355992,1.62326843,1.29733417,1.39609724,1.45203063,0.00000000
-4.85942971,4.77580796,0.01410862,0.34461523,0.55323471,1.64592464,1.30791211,1.40770084,1.47438870,0.00000000
-4.85342671,4.82077878,0.01415666,0.34780595,0.55223193,1.66772342,1.31756097,1.41868601,1.49631753,0.00000000
-4.84742371,4.86307932,0.01422051,0.35130616,0.55052326,1.68837044,1.32606682,1.42882739,1.51734190,0.00000000
-4.84142071,4.90192360,0.01429970,0.35503003,0.54809912,1.70760799,1.33323410,1.43791872,1.53701409,0.00000000
-4.83541771,4.93660816,0.01439307,0.35888625,0.54496696,1.72521847,1.33888734,1.44577572,1.55492284,0.00000000
-4.82941471,4.96652056,0.01449880,0.36277870,0.54114905,1.74102690,1.34287250,1.45223878,1.57070147,0.00000000
-4.82341171,4.99114655,0.01461449,0.36660722,0.53667976,1.75490241,1.34505824,1.45717546,1.58403484,0.00000000
-4.81740870,5.01007569,0.01473716,0.37026865,0.53160270,1.76675874,1.34533710,1.46048267,1.59466523,0.00000000
-4.81140570,5.02300568,0.01486338,0.37365821,0.52596780,1.77655382,1.34362662,1.46208858,1.60239678,0.00000000
-4.80540270,5.02974508,0.01498938,0.37667105,0.51982860,1.78428835,1.33987050,1.46195407,1.60709845,0.00000000
-4.79939970,5.03021438,0.01511116,0.37920427,0.51323982,1.79000358,1.33403957,1.46007364,1.60870536,0.00000000
-4.79339670,5.02444516,0.01522462,0.38115904,0.50625534,1.79377811,1.32613267,1.45647569,1.60721834,0.00000000
-4.78739370,5.01257728,0.01532573,0.38244305,0.49892668,1.79572400,1.31617718,1.45122200,1.60270173,0.00000000
-4.78139070,4.99485390,0.01541063,0.38297298,0.49130204,1.79598218,1.30422923,1.44440644,1.59527952,0.00000000
-4.77538769,4.97161442,0.01547577,0.38267709,0.48342577,1.79471734,1.29037338,1.43615282,1.58512968,0.00000000
-4.76938469,4.94328549,0.01551805,0.38149758,0.47533846,1.79211251,1.27472182,1.42661199,1.57247722,0.00000000
-4.76338169,4.91037044,0.01553489,0.37939290,0.46707736,1.78836354,1.25741292,1.41595829,1.55758596,0.00000000
-4.75737869,4.87343755,0.01552431,0.37633967,0.45867724,1.78367385,1.23860937,1.40438552,1.54074947,0.00000000
-4.75137569,4.83310776,0.01548501,0.37233422,0.45017148,1.77824958,1.21849569,1.39210263,1.52228154,0.00000000
-4.74537269,4.79004254,0.01541639,0.36739365,0.44159338,1.77229558,1.19727550,1.37932944,1.50250658,0.00000000
-4.73936968,4.74493257,0.01531855,0.36155644,0.43297759,1.76601243,1.17516846,1.36629254,1.48175044,0.00000000
-4.73336668,4.69848793,0.01519227,0.35488238,0.42436148,1.75959476,1.15240720,1.35322176,1.46033186,0.00000000
-4.72736368,4.65143036,0.01503901,0.34745203,0.41578655,1.75323091,1.12923424,1.34034727,1.43855522,0.00000000
-4.72136068,4.60448789,0.01486085,0.33936567,0.40729963,1.74710416,1.10589924,1.32789751,1.41670454,0.00000000
-4.71535768,4.55839218,0.01466039,0.33074164,0.39895389,1.74139525,1.08265647,1.31609802,1.39503917,0.00000000
-4.70935468,4.51387819,0.01444074,0.32171431,0.39080964,1.73628621,1.05976273,1.30517111,1.37379106,0.00000000
-4.70335168,4.47168598,0.01420540,0.31243163,0.38293472,1.73196500,1.03747564,1.29533627,1.35316377,0.00000000
-4.69734867,4.43256382,0.01395820,0.30305239,0.37540468,1.72863060,1.01605233,1.28681097,1.33333289,0.00000000
-4.69134567,4.39727170,0.01370320,0.29374313,0.36830238,1.72649807,0.99574833,1.27981179,1.31444776,0.00000000
-4.68534267,4.36658410,0.01344463,0.28467500,0.36171731,1.72580286,0.97681656,1.27455527,1.29663410,0.00000000
-4.67933967,4.34129073,0.01318681,0.27602031,0.35574436,1.72680375,0.95950620,1.27125817,1.27999713,0.00000000
-4.67333667,4.32219410,0.01293406,0.26794918,0.35048213,1.72978395,0.94406120,1.27013691,1.26462483,0.00000000
-4.66733367,4.31010265,0.01269063,0.26062601,0.34603082,1.73504952,0.93071831,1.27140559,1.25059087,0.00000000
-4.66133067,4.30581871,0.01246062,0.25420604,0.34248953,1.74292504,0.91970424,1.27527252,1.23795687,0.00000000
-4.65532766,4.31012060,0.01224793,0.24883191,0.33995335,1.75374588,0.91123205,1.28193504,1.22677364,0.00000000
-4.64932466,4.32373888,0.01205612,0.24463038,0.33850992,1.76784734,0.90549649,1.29157263,1.21708121,0.00000000
-4.64332166,4.34732696,0.01188843,0.24170915,0.33823588,1.78555070,0.90266841,1.30433846,1.20890754,0.00000000
