energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-5.84992496,8.68888889,0.02865762,0.44010166,1.41459186,0.87601732,3.34191518,4.17791773,3.20193945,0.00000000
-5.84392196,8.81222890,0.03083204,0.43883730,1.40805178,0.90256155,3.35001526,4.25657715,3.23078183,0.00000000
-5.83791896,8.94206625,0.03310790,0.43821908,1.40122181,0.92962985,3.35948725,4.33960607,3.26252596,0.00000000
-5.83191596,9.07548045,0.03545444,0.43803481,1.39377353,0.95673785,3.36940543,4.42568754,3.29629745,0.00000000
-5.82591296,9.20939440,0.03783888,0.43805436,1.38535628,0.98336700,3.37870835,4.51348796,3.33111466,0.00000000
-5.81990995,9.34066357,0.04022681,0.43803647,1.37561042,1.00897962,3.38623765,4.60169186,3.36592141,0.00000000
-5.81390695,9.46617270,0.04258262,0.43773633,1.36418141,1.03303522,3.39078184,4.68903857,3.39962333,0.00000000
-5.80790395,9.58293521,0.04487007,0.43691366,1.35073402,1.05500751,3.39112301,4.77435911,3.43112648,0.00000000
-5.80190095,9.68819109,0.04705290,0.43534095,1.33496602,1.07440144,3.38608449,4.85661101,3.45937630,0.00000000
-5.79589795,9.77949821,0.04909552,0.43281136,1.31662082,1.09076963,3.37457731,4.93490920,3.48339533,0.00000000
-5.78989495,9.85481286,0.05096377,0.42914606,1.29549839,1.10372743,3.35564345,5.00855108,3.50231786,0.00000000
-5.78389195,9.91255562,0.05262567,0.42420064,1.27146417,1.11296616,3.32849409,5.07703414,3.51542012,0.00000000
-5.77788894,9.95165939,0.05405221,0.41787024,1.24445544,1.11826392,3.29254120,5.14006496,3.52214463,0.00000000
-5.77188594,9.97159737,0.05521807,0.41009321,1.21448507,1.11949354,3.24742142,5.19755892,3.52211784,0.00000000
-5.76588294,9.97238991,0.05610235,0.40085315,1.18164251,1.11662744,3.19301118,5.24963038,3.51516044,0.00000000
-5.75987994,9.95459015,0.05668914,0.39017934,1.14609197,1.10973923,3.12943282,5.29657383,3.50128995,0.00000000
-5.75387694,9.91924937,0.05696801,0.37814533,1.10806806,1.09900200,3.05705173,5.33883677,3.48071593,0.00000000
-5.74787394,9.86786414,0.05693439,0.36486611,1.06786908,1.08468339,2.97646471,5.37698590,3.45382809,0.00000000
-5.74187094,9.80230818,0.05658972,0.35049376,1.02584832,1.06713782,2.88848060,5.41166828,3.42117820,0.00000000
-5.73586793,9.72475227,0.05594147,0.33521190,0.98240376,1.04679601,2.79409399,5.44356961,3.38345677,0.00000000
-5.72986493,9.63757628,0.05500303,0.31922927,0.93796668,1.02415240,2.69445354,5.47337192,3.34146566,0.00000000
-5.72386193,9.54327752,0.05379329,0.30277260,0.89298958,0.99975076,2.59082608,5.50171279,3.29608807,0.00000000
-5.71785893,9.44437934,0.05233621,0.28607922,0.84793392,0.97416874,2.48455827,5.52914835,3.24825700,0.00000000
-5.71185593,9.34334392,0.05066009,0.26938965,0.80325811,0.94800161,2.37703718,5.55612192,3.19892372,0.00000000
-5.70585293,9.24249260,0.04879684,0.25294038,0.75940617,0.92184596,2.26965121,5.58293968,3.14902717,0.00000000
-5.69984992,9.14393642,0.04678105,0.23695722,0.71679736,0.89628356,2.16375272,5.60975459,3.09946545,0.00000000
-5.69384692,9.04951885,0.04464905,0.22164938,0.67581708,0.87186607,2.06062347,5.63655904,3.05107018,0.00000000
-5.68784392,8.96077208,0.04243791,0.20720435,0.63680919,0.84910079,1.96144373,5.66318616,3.00458418,0.00000000
-5.68184092,8.87888707,0.04018447,0.19378382,0.60006998,0.82843782,1.86726582,5.68931959,2.96064304,0.00000000
-5.67583792,8.80469746,0.03792435,0.18152060,0.56584372,0.81025893,1.77899252,5.71451048,2.91976065,0.00000000
-5.66983492,8.73867617,0.03569112,0.17051655,0.53431981,0.79486834,1.69736067,5.73820067,2.88231872,0.00000000
-5.66383192,8.68094367,0.03351546,0.16084163,0.50563159,0.78248549,1.62292998,5.75975040,2.84856018,0.00000000
-5.65782891,8.63128618,0.03142456,0.15253373,0.47985645,0.77324012,1.55607703,5.77846880,2.81858637,0.00000000
-5.65182591,8.58918204,0.02944156,0.14559951,0.45701738,0.76716960,1.49699435,5.79364553,2.79235764,0.00000000
-5.64582291,8.55383466,0.02758522,0.14001596,0.43708560,0.76421856,1.44569405,5.80458180,2.76969722,0.00000000
-5.63981991,8.52421011,0.02586973,0.13573256,0.41998414,0.76424105,1.40201603,5.81061927,2.75029817,0.00000000
-5.63381691,8.49907819,0.02430466,0.13267407,0.40559229,0.76700508,1.36563994,5.81116574,2.73373316,0.00000000
-5.62781391,8.47705554,0.02289508,0.13074372,0.39375064,0.77219947,1.33610080,5.80571653,2.71946699,0.00000000
-5.62181091,8.45664994,0.02164187,0.12982672,0.38426660,0.77944305,1.31280755,5.79387105,2.70687171,0.00000000
-5.61580790,8.43630498,0.02054208,0.12979403,0.37692031,0.78829605,1.29506416,5.77534430,2.69524414,0.00000000
-5.60980490,8.41444467,0.01958943,0.13050632,0.37147064,0.79827327,1.28209273,5.74997341,2.68382576,0.00000000
-5.60380190,8.38951729,0.01877497,0.13181788,0.36766143,0.80885903,1.27305795,5.71771945,2.67182468,0.00000000
-5.59779890,8.36003833,0.01808763,0.13358064,0.36522755,0.81952327,1.26709241,5.67866505,2.65843921,0.00000000
-5.59179590,8.32463178,0.01751499,0.13564802,0.36390097,0.82973848,1.26332205,5.63300862,2.64288288,0.00000000
-5.58579290,8.28206943,0.01704392,0.13787859,0.36341649,0.83899687,1.26089112,5.58105568,2.62441006,0.00000000
-5.57978989,8.23130717,0.01666127,0.14013954,0.36351722,0.84682733,1.25898600,5.52320822,2.60234153,0.00000000
-5.57378689,8.17151776,0.01635447,0.14230975,0.36395959,0.85281138,1.25685713,5.45995266,2.57608924,0.00000000
-5.56778389,8.10211877,0.01611210,0.14428252,0.36451790,0.85659766,1.25383853,5.39184693,2.54517919,0.00000000
-5.56178089,8.02279489,0.01592437,0.14596778,0.36498825,0.85791433,1.24936426,5.31950736,2.50927164,0.00000000
-5.55577789,7.93351330,0.01578348,0.14729382,0.36519178,0.85657878,1.24298131,5.24359540,2.46817749,0.00000000
-5.54977489,7.83453139,0.01568388,0.14820842,0.36497721,0.85250440,1.23435860,5.16480471,2.42187012,0.00000000
-5.54377189,7.72639585,0.01562244,0.14867936,0.36422253,0.84570378,1.22329172,5.08384853,2.37049185,0.00000000
-5.53776888,7.60993267,0.01559845,0.14869436,0.36283595,0.83628846,1.20970344,5.00144752,2.31435457,0.00000000
-5.53176588,7.48622783,0.01561355,0.14826039,0.36075594,0.82446501,1.19363993,4.91831796,2.25393413,0.00000000
-5.52576288,7.35659892,0.01567150,0.14740232,0.35795044,0.81052752,1.17526294,4.83516040,2.18985860,0.00000000
-5.51975988,7.22255824,0.01577794,0.14616116,0.35441540,0.79484693,1.15483831,4.75264872,2.12289049,0.00000000
-5.51375688,7.08576840,0.01593992,0.14459174,0.35017241,0.77785745,1.13272134,4.67141948,2.05390377,0.00000000
-5.50775388,6.94799187,0.01616552,0.14275998,0.34526590,0.76004069,1.10933960,4.59206183,1.98385625,0.00000000
-5.50175088,6.81103605,0.01646326,0.14073994,0.33975964,0.74190812,1.08517394,4.51510784,1.91375852,0.00000000
-5.49574787,6.67669604,0.01684157,0.13861067,0.33373297,0.72398256,1.06073844,4.44102350,1.84464077,0.00000000
-5.48974487,6.54669703,0.01730825,0.13645292,0.32727666,0.70677944,1.03656012,4.37020052,1.77751874,0.00000000
-5.48374187,6.42263864,0.01786988,0.13434604,0.32048872,0.69078864,1.01315917,4.30294912,1.71336021,0.00000000
-5.47773887,6.30594328,0.01853129,0.13236494,0.31347020,0.67645755,0.99103050,4.23949203,1.65305360,0.00000000
-5.47173587,6.19781069,0.01929512,0.13057736,0.30632120,0.66417603,0.97062720,4.17995998,1.59737981,0.00000000
-5.46573287,6.09918032,0.02016140,0.12904154,0.29913706,0.65426396,0.95234653,4.12438892,1.54698845,0.00000000
-5.45972986,6.01070322,0.02112727,0.12780431,0.29200517,0.64696168,0.93651887,4.07271920,1.50237956,0.00000000
-5.45372686,5.93272445,0.02218675,0.12689974,0.28500208,0.64242370,0.92339991,4.02479693,1.46389126,0.00000000
-5.44772386,5.86527691,0.02333072,0.12634831,0.27819143,0.64071598,0.91316629,3.98037777,1.43169399,0.00000000
-5.44172086,5.80808665,0.02454697,0.12615666,0.27162237,0.64181658,0.90591464,3.93913310,1.40579112,0.00000000
-5.43571786,5.76058957,0.02582039,0.12631792,0.26532881,0.64561984,0.90166388,3.90065880,1.38602603,0.00000000
-5.42971486,5.72195873,0.02713329,0.12681257,0.25932926,0.65194355,0.90036052,3.86448635,1.37209493,0.00000000
-5.42371186,5.69114105,0.02846590,0.12760979,0.25362745,0.66053884,0.90188644,3.83009621,1.36356474,0.00000000
-5.41770885,5.66690169,0.02979686,0.12866918,0.24821347,0.67110229,0.90606872,3.79693300,1.35989507,0.00000000
-5.41170585,5.64787413,0.03110387,0.12994280,0.24306555,0.68328952,0.91269078,3.76442210,1.36046310,0.00000000
-5.40570285,5.63261351,0.03236443,0.13137745,0.23815218,0.69672965,0.92150416,3.73198700,1.36459004,0.00000000
-5.39969985,5.61965069,0.03355649,0.13291696,0.23343457,0.71103990,0.93224037,3.69906674,1.37156798,0.00000000
-5.39369685,5.60754452,0.03465919,0.13450452,0.22886935,0.72583958,0.94462183,3.66513258,1.38068565,0.00000000
-5.38769385,5.59492958,0.03565350,0.13608483,0.22441119,0.74076284,0.95837155,3.62970327,1.39125210,0.00000000
-5.38169085,5.58055743,0.03652285,0.13760595,0.22001541,0.75546956,0.97322088,3.59235802,1.40261701,0.00000000
-5.37568784,5.56332913,0.03725355,0.13902093,0.21564023,0.76965391,0.98891492,3.55274671,1.41418700,0.00000000
-5.36968484,5.54231806,0.03783522,0.14028889,0.21124880,0.78305028,1.00521542,3.51059662,1.42543724,0.00000000
-5.36368184,5.51678190,0.03826094,0.14137576,0.20681065,0.79543636,1.02190114,3.46571572,1.43591815,0.00000000
-5.35767884,5.48616416,0.03852734,0.14225457,0.20230269,0.80663343,1.03876569,3.41799229,1.44525720,0.00000000
-5.35167584,5.45008558,0.03863450,0.14290517,0.19770968,0.81650410,1.05561340,3.36739112,1.45315614,0.00000000
-5.34567284,5.40832697,0.03858573,0.14331375,0.19302415,0.82494766,1.07225352,3.31394699,1.45938435,0.00000000
-5.33966983,5.36080542,0.03838719,0.14347189,0.18824582,0.83189378,1.08849362,3.25775592,1.46376899,0.00000000
-5.33366683,5.30754615,0.03804744,0.14337547,0.18338061,0.83729505,1.10413270,3.19896527,1.46618326,0.00000000
-5.32766383,5.24865277,0.03757691,0.14302338,0.17843939,0.84111894,1.11895501,3.13776359,1.46653360,0.00000000
-5.32166083,5.18427871,0.03698732,0.14241632,0.17343642,0.84334004,1.13272516,3.07437126,1.46474718,0.00000000
-5.31565783,5.11460218,0.03629112,0.14155556,0.16838785,0.84393310,1.14518535,3.00903290,1.46076069,0.00000000
-5.30965483,5.03980714,0.03550094,0.14044202,0.16331016,0.84286745,1.15605506,2.94201217,1.45451138,0.00000000
-5.30365183,4.96007166,0.03462910,0.13907551,0.15821883,0.84010334,1.16503377,2.87358967,1.44593101,0.00000000
-5.29764882,4.87556485,0.03368723,0.13745431,0.15312725,0.83559033,1.17180664,2.80406397,1.43494330,0.00000000
-5.29164582,4.78645237,0.03268592,0.13557518,0.14804595,0.82926802,1.17605309,2.73375565,1.42146490,0.00000000
-5.28564282,4.69290993,0.03163461,0.13343356,0.14298221,0.82106892,1.17745790,2.66301403,1.40540983,0.00000000
-5.27963982,4.59514346,0.03054142,0.13102421,0.13794006,0.81092328,1.17572432,2.59222549,1.38669686,0.00000000
-5.27363682,4.49341379,0.02941325,0.12834206,0.13292061,0.79876541,1.17058829,2.52182260,1.36525923,0.00000000
-5.26763382,4.38806338,0.02825584,0.12538321,0.12792270,0.78454115,1.16183291,2.45229262,1.34105578,0.00000000
-5.26163082,4.27954222,0.02707400,0.12214607,0.12294381,0.76821561,1.14930232,2.38418413,1.31408241,0.00000000
-5.25562781,4.16843011,0.02587181,0.11863247,0.11798105,0.74978083,1.13291380,2.31811049,1.28438300,0.00000000
-5.24962481,4.05545247,0.02465291,0.11484864,0.11303224,0.72926252,1.11266741,2.25474893,1.25205850,0.00000000
-5.24362181,3.94148756,0.02342077,0.11080608,0.10809697,0.70672548,1.08865234,2.19483441,1.21727357,0.00000000
-5.23761881,3.82756327,0.02217890,0.10652205,0.10317745,0.68227712,1.06104937,2.13914779,1.18025987,0.00000000
-5.23161581,3.71484260,0.02093111,0.10201988,0.09827921,0.65606891,1.03012929,2.08849790,1.14131559,0.00000000
-5.22561281,3.60459761,0.01968161,0.09732880,0.09341151,0.62829541,0.99624705,2.04369810,1.10080107,0.00000000
-5.21960980,3.49817270,0.01843513,0.09248358,0.08858744,0.59919105,0.95983190,2.00553782,1.05913053,0.00000000
-5.21360680,3.39693855,0.01719696,0.08752368,0.08382376,0.56902476,0.92137411,1.97475031,1.01676024,0.00000000
-5.20760380,3.30223905,0.01597287,0.08249230,0.07914040,0.53809263,0.88140869,1.95197803,0.97417389,0.00000000
-5.20160080,3.21533404,0.01476905,0.07743501,0.07455974,0.50670923,0.84049715,1.93773748,0.93186572,0.00000000
-5.19559780,3.13734092,0.01359195,0.07239845,0.07010572,0.47519791,0.79920813,1.93238527,0.89032263,0.00000000
-5.18959480,3.06917850,0.01244809,0.06742876,0.06580271,0.44388070,0.75809794,1.93608744,0.85000600,0.00000000
-5.18359180,3.01151633,0.01134390,0.06257020,0.06167450,0.41306834,0.71769196,1.94879383,0.81133442,0.00000000
-5.17758879,2.96473250,0.01028547,0.05786376,0.05774309,0.38305096,0.67846775,1.97021919,0.77466821,0.00000000
-5.17158579,2.92888243,0.00927840,0.05334594,0.05402776,0.35408984,0.64084073,1.99983242,0.74029654,0.00000000
-5.16558279,2.90368059,0.00832757,0.04904786,0.05054413,0.32641069,0.60515297,2.03685475,0.70842779,0.00000000
-5.15957979,2.88849639,0.00743705,0.04499444,0.04730352,0.30019863,0.57166545,2.08026772,0.67918367,0.00000000
-5.15357679,2.88236464,0.00660995,0.04120405,0.04431241,0.27559501,0.54055415,2.12883067,0.65259719,0.00000000
-5.14757379,2.88401029,0.00584835,0.03768834,0.04157229,0.25269626,0.51190971,2.18110757,0.62861458,0.00000000
-5.14157079,2.89188642,0.00515331,0.03445235,0.03907957,0.23155443,0.48574075,2.23550223,0.60710095,0.00000000
-5.13556778,2.90422363,0.00452483,0.03149492,0.03682588,0.21217956,0.46198023,2.29030057,0.58784918,0.00000000
-5.12956478,2.91908866,0.00396193,0.02880927,0.03479846,0.19454331,0.44049448,2.34371843,0.57059154,0.00000000
-5.12356178,2.93444960,0.00346273,0.02638374,0.03298079,0.17858387,0.42109432,2.39395285,0.55501346,0.00000000
-5.11755878,2.94824455,0.00302454,0.02420271,0.03135325,0.16421157,0.40354754,2.43923497,0.54076850,0.00000000
-5.11155578,2.95845096,0.00264399,0.02224751,0.02989401,0.15131500,0.38759202,2.47788234,0.52749392,0.00000000
-5.10555278,2.96315259,0.00231713,0.02049738,0.02857983,0.13976725,0.37294909,2.50834850,0.51482607,0.00000000
-5.09954977,2.96060132,0.00203964,0.01893043,0.02738692,0.12943201,0.35933619,2.52926815,0.50241486,0.00000000
-5.09354677,2.94927146,0.00180687,0.01752446,0.02629172,0.12016924,0.34647861,2.53949591,0.48993677,0.00000000
-5.08754377,2.92790466,0.00161405,0.01625779,0.02527170,0.11184024,0.33411968,2.53813753,0.47710586,0.00000000
-5.08154077,2.89554384,0.00145636,0.01510983,0.02430594,0.10431198,0.32202923,2.52457242,0.46368256,0.00000000
-5.07553777,2.85155536,0.00132905,0.01406166,0.02337569,0.09746056,0.31001012,2.49846682,0.44947981,0.00000000
-5.06953477,2.79563902,0.00122753,0.01309636,0.02246474,0.09117377,0.29790262,2.45977745,0.43436666,0.00000000
-5.06353177,2.72782607,0.00114746,0.01219929,0.02155971,0.08535286,0.28558686,2.40874576,0.41826935,0.00000000
-5.05752876,2.64846602,0.00108478,0.01135816,0.02065018,0.07991344,0.27298330,2.34588338,0.40116992,0.00000000
-5.05152576,2.55820321,0.00103578,0.01056303,0.01972872,0.07478564,0.26005153,2.27194954,0.38310274,0.00000000
-5.04552276,2.45794483,0.00099715,0.00980624,0.01879076,0.06991375,0.24678746,2.18792172,0.36414922,0.00000000
-5.03951976,2.34882188,0.00096593,0.00908218,0.01783445,0.06525520,0.23321952,2.09496087,0.34443117,0.00000000
-5.03351676,2.23214518,0.00093959,0.00838712,0.01686035,0.06077937,0.21940370,1.99437268,0.32410303,0.00000000
-5.02751376,2.10935828,0.00091601,0.00771885,0.01587114,0.05646596,0.20541827,1.88756655,0.30334367,0.00000000
-5.02151076,1.98198924,0.00089344,0.00707646,0.01487124,0.05230336,0.19135796,1.77601377,0.28234792,0.00000000
-5.01550775,1.85160319,0.00087051,0.00646000,0.01386640,0.04828691,0.17732836,1.66120651,0.26131828,0.00000000
-5.00950475,1.71975718,0.00084618,0.00587019,0.01286336,0.04441723,0.16344035,1.54461886,0.24045720,0.00000000
-5.00350175,1.58795890,0.00081974,0.00530820,0.01186939,0.04069867,0.14980510,1.42767124,0.21996005,0.00000000
-4.99749875,1.45763037,0.00079078,0.00477538,0.01089200,0.03713786,0.13652961,1.31169915,0.20000915,0.00000000
-4.99149575,1.33007736,0.00075911,0.00427307,0.00993858,0.03374257,0.12371288,1.19792688,0.18076884,0.00000000
-4.98549275,1.20646528,0.00072477,0.00380245,0.00901609,0.03052061,0.11144302,1.08744681,0.16238177,0.00000000
-4.97948974,1.08780159,0.00068797,0.00336444,0.00813089,0.02747912,0.09979494,0.98120433,0.14496638,0.00000000
-4.97348674,0.97492476,0.00064904,0.00295958,0.00728850,0.02462392,0.08882898,0.87998862,0.12861548,0.00000000
-4.96748374,0.86849955,0.00060845,0.00258803,0.00649351,0.02195913,0.07859018,0.78442878,0.11339601,0.00000000
-4.96148074,0.76901799,0.00056671,0.00224953,0.00574945,0.01948693,0.06910827,0.69499506,0.09934964,0.00000000
-4.95547774,0.67680550,0.00052438,0.00194340,0.00505882,0.01720747,0.06039819,0.61200456,0.08649422,0.00000000
-4.94947474,0.59203122,0.00048206,0.00166861,0.00442307,0.01511891,0.05246109,0.53563074,0.07482588,0.00000000
-4.94347174,0.51472187,0.00044031,0.00142380,0.00384264,0.01321761,0.04528572,0.46591591,0.06432161,0.00000000
-4.93746873,0.44477806,0.00039970,0.00120735,0.00331709,0.01149825,0.03885007,0.40278602,0.05494213,0.00000000
-4.93146573,0.38199234,0.00036077,0.00101741,0.00284513,0.00995422,0.03312316,0.34606692,0.04663500,0.00000000
-4.92546273,0.32606810,0.00032403,0.00085201,0.00242484,0.00857789,0.02806694,0.29550138,0.03933771,0.00000000
-4.91945973,0.27663851,0.00028997,0.00070908,0.00205371,0.00736101,0.02363812,0.25076612,0.03298072,0.00000000
-4.91345673,0.23328506,0.00025907,0.00058654,0.00172883,0.00629505,0.01979002,0.21148846,0.02749038,0.00000000
-4.90745373,0.19555499,0.00023181,0.00048231,0.00144704,0.00537167,0.01647420,0.17726194,0.02279157,0.00000000
-4.90145073,0.16297733,0.00020872,0.00039441,0.00120503,0.00458315,0.01364204,0.14766056,0.01881014,0.00000000
-4.89544772,0.13507725,0.00019038,0.00032095,0.00099946,0.00392278,0.01124607,0.12225148,0.01547507,0.00000000
-4.88944472,0.11138859,0.00017750,0.00026019,0.00082713,0.00338541,0.00924116,0.10060595,0.01272027,0.00000000
-4.88344172,0.09146441,0.00017094,0.00021053,0.00068504,0.00296795,0.00758552,0.08230840,0.01048626,0.00000000
-4.87743872,0.07488584,0.00017177,0.00017059,0.00057049,0.00266986,0.00624158,0.06696372,0.00872155,0.00000000
-4.87143572,0.06126902,0.00018138,0.00013914,0.00048120,0.00249383,0.00517661,0.05420283,0.00738379,0.00000000
-4.86543272,0.05027062,0.00020148,0.00011518,0.00041536,0.00244634,0.00436340,0.04368668,0.00644089,0.00000000
-4.85942971,0.04159192,0.00023428,0.00009792,0.00037170,0.00253841,0.00378068,0.03510882,0.00587192,0.00000000
-4.85342671,0.03498170,0.00028251,0.00008678,0.00034956,0.00278635,0.00341359,0.02819677,0.00566805,0.00000000
-4.84742371,0.03023830,0.00034956,0.00008141,0.00034899,0.00321252,0.00325401,0.02271241,0.00583335,0.00000000
-4.84142071,0.02721082,0.00043954,0.00008170,0.00037072,0.00384624,0.00330092,0.01845153,0.00638570,0.00000000
-4.83541771,0.02579982,0.00055747,0.00008776,0.00041632,0.00472462,0.00356078,0.01524279,0.00735755,0.00000000
-4.82941471,0.02595757,0.00070930,0.00009999,0.00048818,0.00589344,0.00404776,0.01294627,0.00879678,0.00000000
-4.82341171,0.02768793,0.00090204,0.00011902,0.00058959,0.00740802,0.00478410,0.01145169,0.01076746,0.00000000
-4.81740870,0.03104593,0.00114387,0.00014581,0.00072477,0.00933399,0.00580040,0.01067652,0.01335052,0.00000000
-4.81140570,0.03613702,0.00144417,0.00018160,0.00089890,0.01174790,0.00713580,0.01056398,0.01664425,0.00000000
-4.80540270,0.04311590,0.00181358,0.00022799,0.00111818,0.01473769,0.00883822,0.01108107,0.02076468,0.00000000
-4.79939970,0.05218495,0.00226399,0.00028693,0.00138977,0.01840293,0.01096432,0.01221664,0.02584547,0.00000000
-4.79339670,0.06359195,0.00280847,0.00036078,0.00172185,0.02285464,0.01357952,0.01397957,0.03203754,0.00000000
-4.78739370,0.07762713,0.00346122,0.00045234,0.00212350,0.02821479,0.01675767,0.01639699,0.03950811,0.00000000
-4.78139070,0.09461934,0.00423736,0.00056487,0.00260468,0.03461530,0.02058058,0.01951269,0.04843916,0.00000000
-4.77538769,0.11493107,0.00515270,0.00070216,0.00317608,0.04219652,0.02513728,0.02338553,0.05902518,0.00000000
-4.76938469,0.13895253,0.00622343,0.00086855,0.00384901,0.05110511,0.03052294,0.02808804,0.07147016,0.00000000
-4.76338169,0.16709440,0.00746571,0.00106898,0.00463517,0.06149131,0.03683757,0.03370506,0.08598384,0.00000000
-4.75737869,0.19977949,0.00889518,0.00130901,0.00554643,0.07350566,0.04418430,0.04033260,0.10277706,0.00000000
-4.75137569,0.23743333,0.01052646,0.00159493,0.00659458,0.08729504,0.05266738,0.04807674,0.12205647,0.00000000
-4.74537269,0.28047387,0.01237245,0.00193370,0.00779097,0.10299832,0.06238994,0.05705282,0.14401851,0.00000000
-4.73936968,0.32930053,0.01444374,0.00233307,0.00914623,0.12074145,0.07345144,0.06738483,0.16884287,0.00000000
-4.73336668,0.38428305,0.01674787,0.00280159,0.01066989,0.14063240,0.08594500,0.07920513,0.19668565,0.00000000
-4.72736368,0.44575047,0.01928863,0.00334862,0.01237006,0.16275594,0.09995460,0.09265447,0.22767241,0.00000000
-4.72136068,0.51398077,0.02206543,0.00398437,0.01425303,0.18716848,0.11555236,0.10788257,0.26189143,0.00000000
-4.71535768,0.58919178,0.02507263,0.00471990,0.01632303,0.21389336,0.13279590,0.12504900,0.29938744,0.00000000
-4.70935468,0.67153374,0.02829907,0.00556712,0.01858193,0.24291651,0.15172594,0.14432465,0.34015617,0.00000000
-4.70335168,0.76108406,0.03172766,0.00653876,0.02102906,0.27418312,0.17236436,0.16589361,0.38414005,0.00000000
-4.69734867,0.85784474,0.03533516,0.00764833,0.02366104,0.30759517,0.19471264,0.18995549,0.43122532,0.00000000
-4.69134567,0.96174254,0.03909214,0.00890999,0.02647184,0.34301020,0.21875090,0.21672791,0.48124076,0.00000000
-4.68534267,1.07263223,0.04296318,0.01033850,0.02945278,0.38024148,0.24443759,0.24644918,0.53395824,0.00000000
-4.67933967,1.19030265,0.04690726,0.01194897,0.03259275,0.41905955,0.27170983,0.27938072,0.58909526,0.00000000
-4.67333667,1.31448535,0.05087844,0.01375666,0.03587845,0.45919523,0.30048439,0.31580903,0.64631927,0.00000000
-4.66733367,1.44486526,0.05482672,0.01577671,0.03929484,0.50034405,0.33065923,0.35604678,0.70525381,0.00000000
-4.66133067,1.58109269,0.05869914,0.01802377,0.04282552,0.54217184,0.36211568,0.40043256,0.76548626,0.00000000
-4.65532766,1.72279571,0.06244106,0.02051154,0.04645328,0.58432149,0.39472081,0.44932900,0.82657666,0.00000000
-4.64932466,1.86959193,0.06599754,0.02325232,0.05016065,0.62642036,0.42833019,0.50311866,0.88806755,0.00000000
-4.64332166,2.02109853,0.06931490,0.02625647,0.05393048,0.66808825,0.46279058,0.56219743,0.94949397,0.00000000
