energy_ev,total_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-5.66983492,2.62081508,0.01117036,0.34546022,0.68577565,0.32180367,0.01192378,1.53517112,1.11899872,0.47631070
-5.66383192,2.70818791,0.01171842,0.35454964,0.70802238,0.32916324,0.01262946,1.59147359,1.16198040,0.49704251
-5.65782891,2.79655831,0.01223416,0.36339142,0.72960360,0.33674831,0.01335027,1.64852466,1.20403313,0.51842146
-5.65182591,2.88533692,0.01270874,0.37190116,0.75038296,0.34448144,0.01407697,1.70597599,1.24474302,0.54037023
-5.64582291,2.97393184,0.01313382,0.38000157,0.77025043,0.35227736,0.01479947,1.76347769,1.28371471,0.56281309
-5.63981991,3.06177592,0.01350187,0.38762608,0.78912732,0.36004666,0.01550716,1.82069374,1.32058725,0.58568004
-5.63381691,3.14835392,0.01380643,0.39472214,0.80697051,0.36769977,0.01618926,1.87731728,1.35504946,0.60891046
-5.62781391,3.23322727,0.01404231,0.40125413,0.82377543,0.37515089,0.01683513,1.93308452,1.38685373,0.63245608
-5.62181091,3.31605458,0.01420582,0.40720541,0.83957743,0.38232176,0.01743470,1.98778611,1.41582744,0.65628281
-5.61580790,3.39660575,0.01429489,0.41257944,0.85445113,0.38914484,0.01797882,2.04127495,1.44188085,0.68037116
-5.60980490,3.47476851,0.01430912,0.41739974,0.86850778,0.39556580,0.01845957,2.09346966,1.46501106,0.70471521
-5.60380190,3.55054638,0.01424982,0.42170856,0.88189032,0.40154510,0.01887056,2.14435312,1.48530139,0.72931979
-5.59779890,3.62404772,0.01411993,0.42556433,0.89476640,0.40705862,0.01920717,2.19396612,1.50291603,0.75419627
-5.59179590,3.69546625,0.01392389,0.42903794,0.90731952,0.41209722,0.01946667,2.24239607,1.51809025,0.77935678
-5.58579290,3.76505404,0.01366746,0.43220797,0.91973862,0.41666543,0.01964831,2.28976166,1.53111636,0.80480749
-5.57978989,3.83308852,0.01335749,0.43515519,0.93220668,0.42077915,0.01975325,2.33619414,1.54232635,0.83054113
-5.57378689,3.89983556,0.01300166,0.43795657,0.94488886,0.42446283,0.01978449,2.38181653,1.55207197,0.85652936
-5.56778389,3.96551113,0.01260816,0.44067926,0.95792090,0.42774609,0.01974663,2.42672215,1.56070350,0.88271547
-5.56178089,4.03024395,0.01218542,0.44337482,0.97139831,0.43066014,0.01964560,2.47095387,1.56854843,0.90900799
-5.55577789,4.09404186,0.01174178,0.44607406,0.98536715,0.43323423,0.01948839,2.51448560,1.57589113,0.93527570
-5.54977489,4.15676434,0.01128524,0.44878299,0.99981687,0.43549242,0.01928258,2.55720735,1.58295492,0.96134454
-5.54377189,4.21810302,0.01082321,0.45147994,1.01467572,0.43745081,0.01903607,2.59891499,1.58988746,0.98699668
-5.53776888,4.27757197,0.01036230,0.45411433,1.02980907,0.43911535,0.01875663,2.63930547,1.59675030,1.01197213
-5.53176588,4.33450851,0.00990816,0.45660692,1.04502076,0.44048062,0.01845156,2.67797807,1.60351321,1.03597280
-5.52576288,4.38808485,0.00946538,0.45885187,1.06005761,0.44152925,0.01812741,2.71444174,1.61005354,1.05866898
-5.51975988,4.43733009,0.00903745,0.46072025,1.07461671,0.44223231,0.01778970,2.74812805,1.61616070,1.07970812
-5.51375688,4.48116151,0.00862675,0.46206512,1.08835535,0.44255044,0.01744275,2.77840935,1.62154525,1.09872530
-5.50775388,4.51842339,0.00823459,0.46272758,1.10090297,0.44243568,0.01708960,2.80462078,1.62585224,1.11535510
-5.50175088,4.54793114,0.00786136,0.46254386,1.11187461,0.44183377,0.01673198,2.82608520,1.62867774,1.12924415
-5.49574787,4.56851851,0.00750656,0.46135267,1.12088512,0.44068691,0.01637036,2.84213935,1.62958786,1.14006376
-5.48974487,4.57908496,0.00716904,0.45900272,1.12756354,0.43893657,0.01600409,2.85215995,1.62813896,1.14752196
-5.48374187,4.57864089,0.00684711,0.45535991,1.13156676,0.43652636,0.01563160,2.85558818,1.62389798,1.15137438
-5.47773887,4.56634812,0.00653874,0.45031371,1.13259208,0.43340473,0.01525061,2.85195142,1.61646195,1.15143330
-5.47173587,4.54155387,0.00624172,0.44378262,1.13038783,0.42952726,0.01485843,2.84088093,1.60547561,1.14757461
-5.46573287,4.50381640,0.00595379,0.43571822,1.12476191,0.42485864,0.01445219,2.82212496,1.59064633,1.13974214
-5.45972986,4.45292158,0.00567283,0.42610791,1.11558764,0.41937406,0.01402914,2.79555662,1.57175585,1.12794947
-5.45372686,4.38888978,0.00539694,0.41497590,1.10280711,0.41306010,0.01358687,2.76117652,1.54866833,1.11227892
-5.44772386,4.31197330,0.00512452,0.40238279,1.08643168,0.40591515,0.01312357,2.71911027,1.52133463,1.09287811
-5.44172086,4.22264516,0.00485438,0.38842363,1.06654011,0.39794930,0.01263813,2.66960151,1.48979293,1.06995423
-5.43571786,4.12158024,0.00458573,0.37322461,1.04327435,0.38918392,0.01213034,2.61300099,1.45416582,1.04376646
-5.42971486,4.00963036,0.00431821,0.35693870,1.01683341,0.37965088,0.01160086,2.54975274,1.41465449,1.01461702
-5.42371186,3.88779507,0.00405186,0.33974047,0.98746587,0.36939157,0.01105132,2.48037839,1.37153038,0.98284138
-5.41770885,3.75718996,0.00378713,0.32182026,0.95546128,0.35845586,0.01048421,2.40546052,1.32512508,0.94879811
-5.41170585,3.61901425,0.00352475,0.30337822,0.92114117,0.34690101,0.00990283,2.32562608,1.27581899,0.91285899
-5.40570285,3.47451936,0.00326573,0.28461827,0.88484988,0.33479062,0.00931115,2.24153078,1.22402955,0.87539976
-5.39969985,3.32497982,0.00301129,0.26574245,0.84694584,0.32219376,0.00871368,2.15384506,1.17019941,0.83679187
-5.39369685,3.17166767,0.00276274,0.24694572,0.80779343,0.30918413,0.00811529,2.06324216,1.11478529,0.79739565
-5.38769385,3.01583100,0.00252146,0.22841147,0.76775582,0.29583947,0.00752101,1.97038855,1.05824770,0.75755489
-5.38169085,2.85867699,0.00228879,0.21030785,0.72718889,0.28224101,0.00693593,1.87593680,1.00104196,0.71759304
-5.37568784,2.70135960,0.00206599,0.19278502,0.68643628,0.26847308,0.00636497,1.78052068,0.94361062,0.67781084
-5.36968484,2.54497133,0.00185420,0.17597320,0.64582561,0.25462275,0.00581279,1.68475230,0.88637728,0.63848544
-5.36368184,2.39053875,0.00165439,0.15998175,0.60566575,0.24077947,0.00528364,1.58922078,0.82974190,0.59987057
-5.35767884,2.23902096,0.00146731,0.14489887,0.56624505,0.22703463,0.00478129,1.49449198,0.77407734,0.56219762
-5.35167584,2.09131004,0.00129351,0.13079217,0.52783029,0.21348110,0.00430895,1.40110887,0.71972706,0.52567739
-5.34567284,1.94823275,0.00113331,0.11770970,0.49066618,0.20021256,0.00386925,1.30959188,0.66700365,0.49050198
-5.33966983,1.81055265,0.00098680,0.10568148,0.45497532,0.18732268,0.00346419,1.22043895,0.61618811,0.45684686
-5.33366683,1.67897178,0.00085387,0.09472127,0.42095821,0.17490414,0.00309519,1.13412494,0.56752955,0.42487249
-5.32766383,1.55413147,0.00073423,0.08482860,0.38879335,0.16304745,0.00276311,1.05110004,0.52124519,0.39472570
-5.32166083,1.43661188,0.00062739,0.07599073,0.35863723,0.15183965,0.00246826,0.97178730,0.47752046,0.36654031
-5.31565783,1.32692998,0.00053276,0.06818464,0.33062409,0.14136280,0.00221047,0.89657910,0.43650917,0.34043719
-5.30965483,1.22553604,0.00044961,0.06137883,0.30486549,0.13169245,0.00198913,0.82583283,0.39833350,0.31652368
-5.30365183,1.13280882,0.00037713,0.05553489,0.28144955,0.12289608,0.00180326,0.75986595,0.36308412,0.29489230
-5.29764882,1.04904979,0.00031448,0.05060890,0.26044013,0.11503152,0.00165154,0.69895074,0.33082002,0.27561904
-5.29164582,0.97447675,0.00026075,0.04655249,0.24187574,0.10814551,0.00153239,0.64330908,0.30156855,0.25876137
-5.28564282,0.90921749,0.00021507,0.04331369,0.22576852,0.10227237,0.00144398,0.59310762,0.27532539,0.24435591
-5.27963982,0.85330399,0.00017655,0.04083753,0.21210325,0.09743290,0.00138426,0.54845362,0.25205474,0.23241635
-5.27363682,0.80666777,0.00014436,0.03906645,0.20083667,0.09363359,0.00135102,0.50939193,0.23168980,0.22293147
-5.26763382,0.76913689,0.00011769,0.03794061,0.19189701,0.09086607,0.00134192,0.47590316,0.21413350,0.21586367
-5.26163082,0.74043505,0.00009579,0.03739801,0.18518412,0.08910701,0.00135445,0.44790341,0.19925982,0.21114807
-5.25562781,0.72018322,0.00007799,0.03737468,0.18057013,0.08831830,0.00138602,0.42524555,0.18691546,0.20869237
-5.24962481,0.70790391,0.00006366,0.03780483,0.17790074,0.08844772,0.00143391,0.40772212,0.17692219,0.20837757
-5.24362181,0.70302836,0.00005225,0.03862107,0.17699727,0.08942992,0.00149534,0.39506990,0.16907966,0.21005950
-5.23761881,0.70490644,0.00004326,0.03975480,0.17765938,0.09118781,0.00156747,0.38697584,0.16316884,0.21357135
-5.23161581,0.71281915,0.00003627,0.04113661,0.17966860,0.09363431,0.00164743,0.38308433,0.15895599,0.21872692
-5.22561281,0.72599341,0.00003090,0.04269700,0.18279239,0.09667432,0.00173232,0.38300545,0.15619700,0.22532469
-5.21960980,0.74361863,0.00002683,0.04436710,0.18678888,0.10020697,0.00181930,0.38632397,0.15464219,0.23315241
-5.21360680,0.76486462,0.00002379,0.04607964,0.19141198,0.10412803,0.00190556,0.39260874,0.15404128,0.24199220
-5.20760380,0.78890003,0.00002156,0.04776996,0.19641675,0.10833230,0.00198842,0.40142216,0.15414851,0.25162573
-5.20160080,0.81491080,0.00001994,0.04937720,0.20156494,0.11271614,0.00206537,0.41232934,0.15472773,0.26183950
-5.19559780,0.84211783,0.00001878,0.05084535,0.20663037,0.11717969,0.00213408,0.42490674,0.15555721,0.27242978
-5.18959480,0.86979323,0.00001794,0.05212451,0.21140405,0.12162911,0.00219248,0.43874989,0.15643424,0.28320715
-5.18359180,0.89727449,0.00001733,0.05317186,0.21569875,0.12597839,0.00223878,0.45347997,0.15717905,0.29400033
-5.17758879,0.92397613,0.00001686,0.05395263,0.21935298,0.13015089,0.00227154,0.46874915,0.15763826,0.30465920
-5.17158579,0.94939827,0.00001648,0.05444085,0.22223409,0.13408052,0.00228967,0.48424453,0.15768744,0.31505684
-5.16558279,0.97313202,0.00001612,0.05461987,0.22424042,0.13771248,0.00229245,0.49969059,0.15723295,0.32509053
-5.15957979,0.99486153,0.00001577,0.05448264,0.22530250,0.14100353,0.00227957,0.51485020,0.15621279,0.33468170
-5.15357679,1.01436263,0.00001538,0.05403169,0.22538315,0.14392197,0.00225109,0.52952440,0.15459665,0.34377484
-5.14757379,1.03149851,0.00001494,0.05327885,0.22447653,0.14644715,0.00220745,0.54355092,0.15238500,0.35233547
-5.14157079,1.04621265,0.00001446,0.05224469,0.22260636,0.14856864,0.00214945,0.55680175,0.14960743,0.36034724
-5.13556778,1.05851945,0.00001391,0.05095770,0.21982311,0.15028523,0.00207820,0.56918001,0.14632018,0.36780849
-5.12956478,1.06849337,0.00001331,0.04945328,0.21620064,0.15160364,0.00199506,0.58061634,0.14260318,0.37472829
-5.12356178,1.07625687,0.00001266,0.04777253,0.21183224,0.15253717,0.00190164,0.59106507,0.13855646,0.38112232
-5.11755878,1.08196812,0.00001197,0.04596092,0.20682634,0.15310432,0.00179969,0.60050042,0.13429642,0.38700875
-5.11155578,1.08580894,0.00001124,0.04406692,0.20130202,0.15332745,0.00169106,0.60891300,0.12995176,0.39240438
-5.10555278,1.08797350,0.00001050,0.04214059,0.19538468,0.15323152,0.00157766,0.61630666,0.12565951,0.39732127
-5.09954977,1.08865850,0.00000976,0.04023222,0.18920177,0.15284307,0.00146137,0.62269594,0.12156111,0.40176398
-5.09354677,1.08805488,0.00000902,0.03839105,0.18287896,0.15218929,0.00134402,0.62810411,0.11779869,0.40572763
-5.08754377,1.08634159,0.00000831,0.03666414,0.17653679,0.15129740,0.00122732,0.63256180,0.11451171,0.40919679
-5.08154077,1.08368141,0.00000764,0.03509532,0.17028780,0.15019422,0.00111284,0.63610624,0.11183390,0.41214542
-5.07553777,1.08021871,0.00000702,0.03372438,0.16423431,0.14890593,0.00100195,0.63878098,0.10989059,0.41453770
-5.06953477,1.07607931,0.00000647,0.03258640,0.15846677,0.14745804,0.00089586,0.64063590,0.10879643,0.41632976
-5.06353177,1.07137183,0.00000601,0.03171120,0.15306270,0.14587551,0.00079554,0.64172744,0.10865343,0.41747229
-5.05752876,1.06619051,0.00000566,0.03112304,0.14808614,0.14418294,0.00070176,0.64211893,0.10954929,0.41791381
-5.05152576,1.06061894,0.00000543,0.03084035,0.14358759,0.14240485,0.00061510,0.64188066,0.11155605,0.41760450
-5.04552276,1.05473437,0.00000535,0.03087561,0.13960427,0.14056593,0.00053594,0.64108976,0.11472883,0.41650036
-5.03951976,1.04861217,0.00000544,0.03123536,0.13616072,0.13869126,0.00046447,0.63982964,0.11910477,0.41456751
-5.03351676,1.04232999,0.00000572,0.03192020,0.13326956,0.13680648,0.00040075,0.63818896,0.12470204,0.41178645
-5.02751376,1.03597140,0.00000624,0.03292488,0.13093244,0.13493782,0.00034470,0.63626004,0.13151901,0.40815591
-5.02151076,1.02962854,0.00000702,0.03423843,0.12914094,0.13311202,0.00029615,0.63413680,0.13953341,0.40369629
-5.01550775,1.02340373,0.00000811,0.03584430,0.12787762,0.13135606,0.00025486,0.63191219,0.14870171,0.39845227
-5.00950475,1.01740975,0.00000954,0.03772056,0.12711691,0.12969682,0.00022051,0.62967523,0.15895868,0.39249463
-5.00350175,1.01176890,0.00001137,0.03984009,0.12682613,0.12816059,0.00019277,0.62750786,0.17021719,0.38592088
-4.99749875,1.00661077,0.00001365,0.04217089,0.12696630,0.12677244,0.00017131,0.62548167,0.18236842,0.37885484
-4.99149575,1.00206886,0.00001643,0.04467645,0.12749308,0.12555557,0.00015579,0.62365480,0.19528252,0.37144500
-4.98549275,0.99827630,0.00001978,0.04731616,0.12835766,0.12453054,0.00014589,0.62206914,0.20880991,0.36386160
-4.97948974,0.99536083,0.00002376,0.05004590,0.12950762,0.12371463,0.00014131,0.62074810,0.22278314,0.35629263
-4.97348674,0.99343947,0.00002842,0.05281873,0.13088796,0.12312108,0.00014179,0.61969504,0.23701959,0.34893865
-4.96748374,0.99261307,0.00003383,0.05558569,0.13244210,0.12275855,0.00014709,0.61889268,0.25132488,0.34200682
-4.96148074,0.99296116,0.00004004,0.05829681,0.13411306,0.12263065,0.00015699,0.61830350,0.26549703,0.33570411
-4.95547774,0.99453742,0.00004710,0.06090214,0.13584464,0.12273560,0.00017130,0.61787120,0.27933133,0.33023011
-4.94947474,0.99736597,0.00005504,0.06335300,0.13758273,0.12306617,0.00018984,0.61752335,0.29262579,0.32576967
-4.94347174,1.00143895,0.00006390,0.06560318,0.13927671,0.12360969,0.00021243,0.61717512,0.30518703,0.32248555
-4.93746873,1.00671530,0.00007367,0.06761033,0.14088079,0.12434845,0.00023886,0.61673393,0.31683641,0.32051166
-4.93146573,1.01312114,0.00008436,0.06933716,0.14235544,0.12526014,0.00026892,0.61610496,0.32741612,0.31994693
-4.92546273,1.02055156,0.00009593,0.07075274,0.14366866,0.12631865,0.00030237,0.61519727,0.33679513,0.32085025
-4.91945973,1.02887407,0.00010834,0.07183354,0.14479718,0.12749495,0.00033892,0.61393022,0.34487444,0.32323674
-4.91345673,1.03793332,0.00012151,0.07256438,0.14572748,0.12875819,0.00037824,0.61223984,0.35159173,0.32707553
-4.90745373,1.04755713,0.00013534,0.07293910,0.14645656,0.13007684,0.00041994,0.61008496,0.35692487,0.33228921
-4.90145073,1.05756349,0.00014971,0.07296100,0.14699250,0.13141996,0.00046360,0.60745262,0.36089419,0.33875509
-4.89544772,1.06776830,0.00016449,0.07264294,0.14735459,0.13275844,0.00050872,0.60436255,0.36356335,0.34630823
-4.88944472,1.07799334,0.00017952,0.07200712,0.14757325,0.13406620,0.00055478,0.60087027,0.36503873,0.35474625
-4.88344172,1.08807435,0.00019461,0.07108458,0.14768953,0.13532124,0.00060122,0.59706881,0.36546714,0.36383571
-4.87743872,1.09786858,0.00020960,0.06991427,0.14775424,0.13650659,0.00064747,0.59308856,0.36503208,0.37331985
-4.87143572,1.10726161,0.00022429,0.06854196,0.14782678,0.13761100,0.00069294,0.58909543,0.36394845,0.38292748
-4.86543272,1.11617288,0.00023850,0.06701880,0.14797359,0.13862934,0.00073706,0.58528710,0.36245597,0.39238251
-4.85942971,1.12455979,0.00025206,0.06539969,0.14826632,0.13956278,0.00077931,0.58188748,0.36081153,0.40141385
-4.85342671,1.13241997,0.00026480,0.06374156,0.14877976,0.14041860,0.00081918,0.57913953,0.35928064,0.40976528
-4.84742371,1.13979154,0.00027659,0.06210149,0.14958957,0.14120970,0.00085628,0.57729671,0.35812838,0.41720466
-4.84142071,1.14675124,0.00028732,0.06053489,0.15076976,0.14195383,0.00089027,0.57661330,0.35761014,0.42353235
-4.83541771,1.15341050,0.00029691,0.05909368,0.15239022,0.14267249,0.00092094,0.57733395,0.35796250,0.42858814
-4.82941471,1.15990942,0.00030532,0.05782464,0.15451412,0.14338963,0.00094816,0.57968305,0.35939453,0.43225675
-4.82341171,1.16640896,0.00031255,0.05676794,0.15719541,0.14413018,0.00097194,0.58385419,0.36208004,0.43447128
-4.81740870,1.17308170,0.00031861,0.05595589,0.16047640,0.14491845,0.00099238,0.59000025,0.36615079,0.43521471
-4.81140570,1.18010151,0.00032359,0.05541197,0.16438563,0.14577648,0.00100972,0.59822463,0.37169120,0.43451941
-4.80540270,1.18763269,0.00032758,0.05515020,0.16893589,0.14672253,0.00102427,0.60857409,0.37873463,0.43246455
-4.79939970,1.19581921,0.00033071,0.05517480,0.17412275,0.14776962,0.00103641,0.62103342,0.38726140,0.42917171
-4.79339670,1.20477468,0.00033311,0.05548022,0.17992341,0.14892434,0.00104660,0.63552250,0.39719872,0.42479901
-4.78739370,1.21457349,0.00033496,0.05605149,0.18629615,0.15018594,0.00105534,0.65189577,0.40842252,0.41953392
-4.78139070,1.22524401,0.00033642,0.05686483,0.19318030,0.15154579,0.00106309,0.66994449,0.42076112,0.41358530
-4.77538769,1.23676414,0.00033763,0.05788864,0.20049685,0.15298727,0.00107034,0.68940151,0.43400066,0.40717502
-4.76938469,1.24905960,0.00033874,0.05908466,0.20814972,0.15448604,0.00107749,0.70994870,0.44789216,0.40052972
-4.76338169,1.26200545,0.00033989,0.06040930,0.21602769,0.15601079,0.00108489,0.73122680,0.46215983,0.39387290
-4.75737869,1.27543058,0.00034115,0.06181526,0.22400698,0.15752435,0.00109278,0.75284718,0.47651053,0.38741803
-4.75137569,1.28912543,0.00034259,0.06325307,0.23195444,0.15898525,0.00110131,0.77440527,0.49064382,0.38136264
-4.74537269,1.30285231,0.00034424,0.06467278,0.23973122,0.16034950,0.00111049,0.79549501,0.50426241,0.37588397
-4.73936968,1.31635813,0.00034608,0.06602558,0.24719698,0.16157259,0.00112022,0.81572380,0.51708248,0.37113597
-4.73336668,1.32938861,0.00034808,0.06726537,0.25421429,0.16261167,0.00113026,0.83472718,0.52884348,0.36724787
-4.72736368,1.34170349,0.00035013,0.06835015,0.26065326,0.16342765,0.00114030,0.85218271,0.53931709,0.36432422
-4.72136068,1.35309151,0.00035214,0.06924329,0.26639607,0.16398721,0.00114991,0.86782231,0.54831482,0.36244613
-4.71535768,1.36338462,0.00035398,0.06991454,0.27134134,0.16426463,0.00115861,0.88144245,0.55569411,0.36167354
-4.70935468,1.37247009,0.00035551,0.07034080,0.27540809,0.16424317,0.00116587,0.89291176,0.56136250,0.36204818
-4.70335168,1.38030006,0.00035658,0.07050660,0.27853912,0.16391617,0.00117117,0.90217542,0.56527970,0.36359686
-4.69734867,1.38689753,0.00035706,0.07040430,0.28070362,0.16328754,0.00117399,0.90925636,0.56745763,0.36633482
-4.69134567,1.39235841,0.00035682,0.07003404,0.28189887,0.16237178,0.00117388,0.91425279,0.56795812,0.37026866
-4.68534267,1.39684913,0.00035577,0.06940332,0.28215099,0.16119343,0.00117048,0.91733238,0.56688869,0.37539874
-4.67933967,1.40060002,0.00035384,0.06852644,0.28151453,0.15978602,0.00116353,0.91872306,0.56439630,0.38172067
-4.67333667,1.40389421,0.00035103,0.06742361,0.28007101,0.15819047,0.00115288,0.91870102,0.56065960,0.38922586
-4.66733367,1.40705294,0.00034733,0.06611991,0.27792635,0.15645310,0.00113856,0.91757620,0.55587977,0.39790100
-4.66133067,1.41041758,0.00034282,0.06464417,0.27520725,0.15462338,0.00112071,0.91567614,0.55027072,0.40772655
-4.65532766,1.41432951,0.00033760,0.06302766,0.27205679,0.15275140,0.00109964,0.91332882,0.54404868,0.41867427
-4.64932466,1.41910867,0.00033182,0.06130283,0.26862911,0.15088529,0.00107578,0.91084535,0.53742215,0.43070420
-4.64332166,1.42503216,0.00032567,0.05950204,0.26508376,0.14906870,0.00104970,0.90850333,0.53058222,0.44376103
