energy_ev,total_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.45372686,10.75900180,7.27764423,3.24782789,0.00777913,5.54721967,1.32374608,0.00000000
-5.44772386,10.88342717,7.37294846,3.29375599,0.00751244,5.62596640,1.33001331,0.00000000
-5.44172086,10.97648758,7.43931012,3.33320569,0.00723473,5.69095038,1.33008851,0.00000000
-5.43571786,11.03626314,7.47603257,3.36523801,0.00695271,5.74075738,1.32410024,0.00000000
-5.42971486,11.06117382,7.48287738,3.38892743,0.00667312,5.77407717,1.31229315,0.00000000
-5.42371186,11.05005750,7.46008550,3.40340043,0.00640254,5.78975980,1.29502339,0.00000000
-5.41770885,11.00224233,7.40838751,3.40787511,0.00614732,5.78687080,1.27275134,0.00000000
-5.41170585,10.91760904,7.32900178,3.40169966,0.00591344,5.76474260,1.24603153,0.00000000
-5.40570285,10.79663928,7.22361972,3.38438786,0.00570644,5.72301904,1.21550014,0.00000000
-5.39969985,10.64044650,7.09437781,3.35564948,0.00553131,5.66169065,1.18186034,0.00000000
-5.39369685,10.45078637,6.94381658,3.31541397,0.00539245,5.58111829,1.14586570,0.00000000
-5.38769385,10.23004500,6.77482708,3.26384596,0.00529360,5.48204355,1.10830224,0.00000000
-5.38169085,9.98120388,6.59058612,3.20135156,0.00523774,5.36558472,1.06996955,0.00000000
-5.37568784,9.70778200,6.39448190,3.12857496,0.00522708,5.23321820,1.03166146,0.00000000
-5.36968484,9.41375639,6.19003226,3.04638520,0.00526298,5.08674556,0.99414681,0.00000000
-5.36368184,9.10346392,5.98079807,2.95585370,0.00534591,4.92824750,0.95815097,0.00000000
-5.35767884,8.78148795,5.77029483,2.85822353,0.00547541,4.76002674,0.92433842,0.00000000
-5.35167584,8.45253426,5.56190537,2.75487169,0.00565006,4.58454203,0.89329720,0.00000000
-5.34567284,8.12130168,5.35879698,2.64726646,0.00586746,4.40433646,0.86552543,0.00000000
-5.33966983,7.79235264,5.16384589,2.53692154,0.00612425,4.22196318,0.84142050,0.00000000
-5.33366683,7.46998940,4.97957193,2.42534944,0.00641609,4.03991192,0.82127112,0.00000000
-5.32766383,7.15814110,4.80808572,2.31401609,0.00673778,3.86053940,0.80525261,0.00000000
-5.32166083,6.86026622,4.65105018,2.20429866,0.00708325,3.68600684,0.79342536,0.00000000
-5.31565783,6.57927451,4.50965747,2.09744866,0.00744575,3.51822674,0.78573675,0.00000000
-5.30965483,6.31747088,4.38462198,1.99456142,0.00781791,3.35882118,0.78202623,0.00000000
-5.30365183,6.07652304,4.27618890,1.89655324,0.00819197,3.20909269,0.78203350,0.00000000
-5.29764882,5.85745326,4.18415758,1.80414672,0.00855991,3.07000836,0.78540945,0.00000000
-5.29164582,5.66065343,4.10791804,1.71786442,0.00891369,2.94219706,0.79172951,0.00000000
-5.28564282,5.48592158,4.04649856,1.63803056,0.00924545,2.82595894,0.80050898,0.00000000
-5.27963982,5.33251711,3.99862190,1.56478009,0.00954775,2.72128600,0.81121980,0.00000000
-5.27363682,5.19923125,3.96276759,1.49807418,0.00981377,2.62789194,0.82330824,0.00000000
-5.26763382,5.08446900,3.93723744,1.43772082,0.01003756,2.54524921,0.83621300,0.00000000
-5.26163082,4.98633839,3.92022183,1.38339931,0.01021417,2.47263128,0.84938311,0.00000000
-5.25562781,4.90274307,3.90986444,1.33468715,0.01033988,2.40915778,0.86229515,0.00000000
-5.24962481,4.83147467,3.90432340,1.29108804,0.01041228,2.35384066,0.87446936,0.00000000
-5.24362181,4.77030160,3.90182738,1.25205967,0.01043036,2.30562950,0.88548405,0.00000000
-5.23761881,4.71705154,3.90072547,1.21704038,0.01039461,2.26345451,0.89498812,0.00000000
-5.23161581,4.66968564,3.89953034,1.18547364,0.01030695,2.22626610,0.90271135,0.00000000
-5.22561281,4.62636293,3.89695422,1.15682989,0.01017075,2.19307015,0.90847209,0.00000000
-5.21960980,4.58549406,3.89193790,1.13062509,0.00999070,2.16295850,0.91218238,0.00000000
-5.21360680,4.54578385,3.88367298,1.10643595,0.00977270,2.13513451,0.91385028,0.00000000
-5.20760380,4.50626277,3.87161764,1.08391162,0.00952370,2.10893345,0.91357941,0.00000000
-5.20160080,4.46630742,3.85550642,1.06278191,0.00925153,2.08383809,0.91156576,0.00000000
-5.19559780,4.42565038,3.83535417,1.04286223,0.00896464,2.05948933,0.90809170,0.00000000
-5.18959480,4.38437995,3.81145441,1.02405540,0.00867189,2.03569238,0.90351762,0.00000000
-5.18359180,4.34293006,3.78437204,1.00635056,0.00838236,2.01241834,0.89827098,0.00000000
-5.17758879,4.30206085,3.75493025,0.98981937,0.00810505,1.98980144,0.89283345,0.00000000
-5.17158579,4.26283024,3.72419142,0.97460977,0.00784865,1.96813207,0.88772605,0.00000000
-5.16558279,4.22655691,3.69343168,0.96093747,0.00762139,1.94784534,0.88349290,0.00000000
-5.15957979,4.19477523,3.66410892,0.94907540,0.00743075,1.92950559,0.88068388,0.00000000
-5.15357679,4.16918271,3.63782424,0.93934132,0.00728332,1.91378666,0.87983671,0.00000000
-5.14757379,4.15158100,3.61627713,0.93208387,0.00718464,1.90144829,0.88145889,0.00000000
-5.14157079,4.14381150,3.60121480,0.92766735,0.00713909,1.89330892,0.88601021,0.00000000
-5.13556778,4.14768732,3.59437686,0.92645560,0.00714976,1.89021558,0.89388623,0.00000000
-5.12956478,4.16492337,3.59743667,0.92879541,0.00721842,1.89301134,0.90540346,0.00000000
-5.12356178,4.19706688,3.61194123,0.93499998,0.00734549,1.90250170,0.92078681,0.00000000
-5.11755878,4.24543090,3.63925196,0.94533298,0.00753005,1.91942056,0.94015978,0.00000000
-5.11155578,4.31103345,3.68048857,0.95999379,0.00776988,1.94439754,0.96353792,0.00000000
-5.10555278,4.39454485,3.73647899,0.97910457,0.00806158,1.97792756,0.99082593,0.00000000
-5.09954977,4.49624607,3.80771755,1.00269975,0.00840062,2.02034443,1.02181867,0.00000000
-5.09354677,4.61599996,3.89433401,1.03071842,0.00878154,2.07179938,1.05620611,0.00000000
-5.08754377,4.75323746,3.99607527,1.06300015,0.00919811,2.13224593,1.09358223,0.00000000
-5.08154077,4.90695962,4.11230121,1.09928445,0.00964348,2.20143170,1.13345762,0.00000000
-5.07553777,5.07575605,4.24199539,1.13921409,0.01011042,2.27889795,1.17527527,0.00000000
-5.06953477,5.25783917,4.38379056,1.18234217,0.01059149,2.36398673,1.21842916,0.00000000
-5.06353177,5.45109330,4.53600825,1.22814280,0.01107925,2.45585571,1.26228472,0.00000000
-5.05752876,5.65313625,4.69671063,1.27602487,0.01156647,2.55349985,1.30620048,0.00000000
-5.05152576,5.86139099,4.86376258,1.32534850,0.01204626,2.65577908,1.34954992,0.00000000
-5.04552276,6.07316393,5.03490080,1.37544317,0.01251225,2.76145050,1.39174267,0.00000000
-5.03951976,6.28572625,5.20780682,1.42562703,0.01295869,2.86920379,1.43224410,0.00000000
-5.03351676,6.49639456,5.38018012,1.47522623,0.01338053,2.97769789,1.47059244,0.00000000
-5.02751376,6.70260698,5.54980796,1.52359352,0.01377346,3.08559739,1.50641282,0.00000000
-5.02151076,6.90199135,5.71462844,1.57012526,0.01413392,3.19160685,1.53942759,0.00000000
-5.01550775,7.09242249,5.87278386,1.61427608,0.01445907,3.29450147,1.56946257,0.00000000
-5.00950475,7.27206630,6.02266192,1.65557056,0.01474672,3.39315305,1.59644906,0.00000000
-5.00350175,7.43940905,6.16292333,1.69361155,0.01499526,3.48654993,1.62042160,0.00000000
-4.99749875,7.59327141,6.29251487,1.72808484,0.01520356,3.57381074,1.64151185,0.00000000
-4.99149575,7.73280716,6.41066809,1.75876024,0.01537082,3.65419149,1.65993883,0.00000000
-4.98549275,7.85748794,6.51688450,1.78548912,0.01549652,3.72708632,1.67599623,0.00000000
-4.97948974,7.96707561,6.61090911,1.80819893,0.01558027,3.79202259,1.69003737,0.00000000
-4.97348674,8.06158477,6.69269444,1.82688507,0.01562176,3.84865111,1.70245866,0.00000000
-4.96748374,8.14123827,6.76235799,1.84160082,0.01562068,3.89673266,1.71368226,0.00000000
-4.96148074,8.20641874,6.82013623,1.85244608,0.01557672,3.93612227,1.72413871,0.00000000
-4.95547774,8.25761922,6.86633810,1.85955555,0.01548954,3.96675234,1.73425029,0.00000000
-4.94947474,8.29539591,6.90130117,1.86308713,0.01535884,3.98861616,1.74441565,0.00000000
-4.94347174,8.32032553,6.92535306,1.86321116,0.01518437,4.00175285,1.75499627,0.00000000
-4.93746873,8.33296937,6.93878014,1.86010104,0.01496608,4.00623469,1.76630510,0.00000000
-4.93146573,8.33384547,6.94180523,1.85392553,0.01470417,4.00215765,1.77859756,0.00000000
-4.92546273,8.32340987,6.93457493,1.84484321,0.01439921,3.98963531,1.79206517,0.00000000
-4.91945973,8.30204680,6.91715682,1.83299884,0.01405227,3.96879635,1.80683156,0.00000000
-4.91345673,8.27006769,6.88954592,1.81852193,0.01366495,3.93978538,1.82295100,0.00000000
-4.90745373,8.22771758,6.85167919,1.80152705,0.01323952,3.90276654,1.84040900,0.00000000
-4.90145073,8.17518778,6.80345647,1.78211561,0.01277893,3.85792908,1.85912490,0.00000000
-4.89544772,8.11263282,6.74476583,1.76037895,0.01228682,3.80549432,1.87895608,0.00000000
-4.88944472,8.04018983,6.67551116,1.73640197,0.01176748,3.74572270,1.89970345,0.00000000
-4.88344172,7.95799858,6.59563979,1.71026716,0.01122585,3.67892032,1.92111788,0.00000000
-4.87743872,7.86622017,6.50516804,1.68205846,0.01066735,3.60544398,1.94290740,0.00000000
-4.87143572,7.76505311,6.40420297,1.65186469,0.01009777,3.52570404,1.96474462,0.00000000
-4.86543272,7.65474550,6.29295889,1.61978219,0.00952317,3.44016482,1.98627443,0.00000000
-4.85942971,7.53560263,6.17176766,1.58591659,0.00894963,3.34934194,2.00712153,0.00000000
-4.85342671,7.40798961,6.04108233,1.55038353,0.00838314,3.25379707,2.02689767,0.00000000
-4.84742371,7.27232924,5.90147415,1.51330840,0.00782938,3.15412983,2.04520856,0.00000000
-4.84142071,7.12909538,5.75362328,1.47482523,0.00729360,3.05096765,2.06166025,0.00000000
-4.83541771,6.97880294,5.59830427,1.43507472,0.00678042,2.94495395,2.07586487,0.00000000
-4.82941471,6.82199506,5.43636722,1.39420186,0.00629374,2.83673543,2.08744596,0.00000000
-4.82341171,6.65922902,5.26871602,1.35235321,0.00583665,2.72694911,2.09604302,0.00000000
-4.81740870,6.49106178,5.09628518,1.30967411,0.00541136,2.61621001,2.10131568,0.00000000
-4.81140570,6.31803642,4.92001649,1.26630617,0.00501918,2.50509996,2.10294731,0.00000000
-4.80540270,6.14067047,4.74083685,1.22238500,0.00466057,2.39415816,2.10064827,0.00000000
-4.79939970,5.95944686,4.55963854,1.17803863,0.00433511,2.28387398,2.09415888,0.00000000
-4.79339670,5.77480814,4.37726250,1.13338642,0.00404166,2.17468208,2.08325218,0.00000000
-4.78739370,5.58715432,4.19448558,1.08853871,0.00377841,2.06696015,2.06773660,0.00000000
-4.78139070,5.39684433,4.01201181,1.04359715,0.00354301,1.96102898,2.04745861,0.00000000
-4.77538769,5.20420086,3.83046793,0.99865552,0.00333270,1.85715482,2.02230546,0.00000000
-4.76938469,5.00951826,3.65040283,0.95380114,0.00314445,1.75555352,1.99220790,0.00000000
-4.76338169,4.81307291,3.47229070,0.90911656,0.00297511,1.65639625,1.95714302,0.00000000
-4.75737869,4.61513512,3.29653708,0.86468142,0.00282149,1.55981607,1.91713698,0.00000000
-4.75137569,4.41598195,3.12348728,0.82057444,0.00268054,1.46591508,1.87226763,0.00000000
-4.74537269,4.21590996,2.95343634,0.77687516,0.00254940,1.37477155,1.82266684,0.00000000
-4.73936968,4.01524707,2.78663977,0.73366553,0.00242550,1.28644676,1.76852220,0.00000000
-4.73336668,3.81436274,2.62332436,0.69103103,0.00230662,1.20099094,1.71007815,0.00000000
-4.72736368,3.61367580,2.46369827,0.64906144,0.00219094,1.11844838,1.64763602,0.00000000
-4.72136068,3.41365947,2.30795997,0.60785102,0.00207703,1.03886124,1.58155303,0.00000000
-4.71535768,3.21484305,2.15630551,0.56749817,0.00196389,0.96227217,1.51223986,0.00000000
-4.70935468,3.01781035,2.00893375,0.52810468,0.00185090,0.88872562,1.44015686,0.00000000
-4.70335168,2.82319468,1.86604951,0.48977444,0.00173779,0.81826801,1.36580877,0.00000000
-4.69734867,2.63167077,1.72786450,0.45261177,0.00162464,0.75094680,1.28973800,0.00000000
-4.69134567,2.44394395,1.59459620,0.41671955,0.00151175,0.68680883,1.21251660,0.00000000
-4.68534267,2.26073712,1.46646488,0.38219710,0.00139968,0.62589787,1.13473717,0.00000000
-4.67933967,2.08277626,1.34368918,0.34913804,0.00128912,0.56825191,1.05700297,0.00000000
-4.67333667,1.91077521,1.22648043,0.31762823,0.00118086,0.51390026,0.97991767,0.00000000
-4.66733367,1.74542044,1.11503648,0.28774387,0.00107576,0.46286066,0.90407506,0.00000000
-4.66133067,1.58735670,1.00953515,0.25954986,0.00097468,0.41513678,0.83004922,0.00000000
-4.65532766,1.43717423,0.91012808,0.23309860,0.00087847,0.37071599,0.75838566,0.00000000
-4.64932466,1.29539828,0.81693511,0.20842915,0.00078790,0.32956786,0.68959358,0.00000000
-4.64332166,1.16248125,0.73003980,0.18556694,0.00070369,0.29164316,0.62413997,0.00000000
-4.63731866,1.03879809,0.64948618,0.16452387,0.00062650,0.25687363,0.56244542,0.00000000
-4.63131566,0.92464495,0.57527704,0.14529907,0.00055687,0.22517239,0.50488214,0.00000000
-4.62531266,0.82024116,0.50737386,0.12787992,0.00049529,0.19643503,0.45177391,0.00000000
-4.61930965,0.72573438,0.44569823,0.11224365,0.00044220,0.17054124,0.40339822,0.00000000
-4.61330665,0.64120847,0.39013486,0.09835914,0.00039796,0.14735698,0.35999013,0.00000000
-4.60730365,0.56669368,0.34053590,0.08618907,0.00036293,0.12673700,0.32174766,0.00000000
-4.60130065,0.50217838,0.29672624,0.07569207,0.00033745,0.10852762,0.28883829,0.00000000
-4.59529765,0.44762165,0.25850964,0.06682503,0.00032187,0.09256962,0.26140616,0.00000000
-4.58929465,0.40296585,0.22567516,0.05954521,0.00031656,0.07870119,0.23957921,0.00000000
-4.58329165,0.36814840,0.19800370,0.05381221,0.00032193,0.06676075,0.22347600,0.00000000
-4.57728864,0.34311188,0.17527411,0.04958956,0.00033843,0.05658957,0.21321142,0.00000000
-4.57128564,0.32781168,0.15726865,0.04684597,0.00036655,0.04803405,0.20890084,0.00000000
-4.56528264,0.32222066,0.14377752,0.04555601,0.00040681,0.04094773,0.21066232,0.00000000
-4.55927964,0.32633015,0.13460206,0.04570032,0.00045974,0.03519284,0.21861636,0.00000000
-4.55327664,0.34014706,0.12955664,0.04726515,0.00052588,0.03064144,0.23288312,0.00000000
-4.54727364,0.36368694,0.12846901,0.05024139,0.00060573,0.02717608,0.25357685,0.00000000
-4.54127064,0.39696309,0.13117916,0.05462291,0.00069971,0.02469011,0.28079775,0.00000000
-4.53526763,0.43997192,0.13753672,0.06040451,0.00080814,0.02308755,0.31462125,0.00000000
-4.52926463,0.49267537,0.14739705,0.06757924,0.00093116,0.02228257,0.35508535,0.00000000
-4.52326163,0.55498077,0.16061626,0.07613554,0.00106874,0.02219870,0.40217639,0.00000000
-4.51725863,0.62671948,0.17704544,0.08605400,0.00122057,0.02276781,0.45581403,0.00000000
-4.51125563,0.70762520,0.19652442,0.09730416,0.00138605,0.02392884,0.51583614,0.00000000
-4.50525263,0.79731319,0.21887541,0.10984131,0.00156428,0.02562646,0.58198465,0.00000000
-4.49924962,0.89526186,0.24389700,0.12360359,0.00175397,0.02780963,0.65389318,0.00000000
-4.49324662,1.00079782,0.27135879,0.13850953,0.00195349,0.03043024,0.73107744,0.00000000
-4.48724362,1.11308580,0.30099714,0.15445615,0.00216080,0.03344175,0.81292924,0.00000000
-4.48124062,1.23112432,0.33251227,0.17131785,0.00237354,0.03679795,0.89871495,0.00000000
-4.47523762,1.35374821,0.36556713,0.18894614,0.00258899,0.04045199,0.98757892,0.00000000
-4.46923462,1.47963835,0.39978804,0.20717040,0.00280416,0.04435548,1.07855239,0.00000000
-4.46323162,1.60733903,0.43476748,0.22579960,0.00301585,0.04845792,1.17056795,0.00000000
-4.45722861,1.73528283,0.47006879,0.24462511,0.00322070,0.05270639,1.26247941,0.00000000
-4.45122561,1.86182246,0.50523293,0.26342445,0.00341531,0.05704546,1.35308683,0.00000000
-4.44522261,1.98526878,0.53978699,0.28196604,0.00359633,0.06141740,1.44116584,0.00000000
-4.43921961,2.10393375,0.57325418,0.30001461,0.00376059,0.06576264,1.52550041,0.00000000
-4.43321661,2.21617677,0.60516504,0.31733730,0.00390515,0.07002048,1.60491783,0.00000000
-4.42721361,2.32045268,0.63506933,0.33371010,0.00402747,0.07412995,1.67832459,0.00000000
-4.42121061,2.41535933,0.66254819,0.34892439,0.00412548,0.07803092,1.74474163,0.00000000
-4.41520760,2.49968286,0.68722600,0.36279336,0.00419765,0.08166525,1.80333736,0.00000000
-4.40920460,2.57243849,0.70878148,0.37515805,0.00424307,0.08497808,1.85345711,0.00000000
-4.40320160,2.63290507,0.72695749,0.38589263,0.00426151,0.08791907,1.89464744,0.00000000
-4.39719860,2.68065150,0.74156909,0.39490883,0.00425341,0.09044369,1.92667414,0.00000000
-4.39119560,2.71555384,0.75250949,0.40215913,0.00421990,0.09251431,1.94953288,0.00000000
-4.38519260,2.73780190,0.75975349,0.40763869,0.00416274,0.09410127,1.96345191,0.00000000
-4.37918959,2.74789475,0.76335832,0.41138576,0.00408432,0.09518365,1.96888631,0.00000000
-4.37318659,2.74662513,0.76346175,0.41348058,0.00398752,0.09574994,1.96650378,0.00000000
-4.36718359,2.73505291,0.76027740,0.41404269,0.00387565,0.09579830,1.95716247,0.00000000
-4.36118059,2.71446856,0.75408751,0.41322683,0.00375234,0.09533671,1.94188135,0.00000000
-4.35517759,2.68634789,0.74523334,0.41121738,0.00362138,0.09438273,1.92180433,0.00000000
-4.34917459,2.65229964,0.73410365,0.40822172,0.00348664,0.09296301,1.89815935,0.00000000
-4.34317159,2.61400802,0.72112153,0.40446258,0.00335189,0.09111256,1.87221409,0.00000000
-4.33716858,2.57317253,0.70673038,0.40016983,0.00322070,0.08887379,1.84523003,0.00000000
-4.33116558,2.53144733,0.69137929,0.39557196,0.00309632,0.08629531,1.81841678,0.00000000
-4.32516258,2.49038287,0.67550880,0.39088757,0.00298159,0.08343068,1.79288847,0.00000000
-4.31915958,2.45137214,0.65953722,0.38631743,0.00287881,0.08033694,1.76962426,0.00000000
-4.31315658,2.41560392,0.64384855,0.38203722,0.00278975,0.07707325,1.74943445,0.00000000
-4.30715358,2.38402515,0.62878210,0.37819150,0.00271554,0.07369946,1.73293396,0.00000000
