energy_ev,total_up,Cd_p_up,Cd_d_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.74187094,2.04038567,0.29694371,0.21654526,1.14114909,0.63052216,0.01419779,0.05039005,0.01778384,1.14119706
-5.73586793,2.09469832,0.30125561,0.22375419,1.17155160,0.64953254,0.01478998,0.05074956,0.01816586,1.17080373
-5.72986493,2.14036372,0.30444436,0.23000998,1.19725788,0.66549717,0.01533404,0.05094852,0.01848426,1.19560766
-5.72386193,2.17598654,0.30631920,0.23515056,1.21741089,0.67802962,0.01581718,0.05095534,0.01872714,1.21482841
-5.71785893,2.20043100,0.30672783,0.23904197,1.23129574,0.68682460,0.01622886,0.05074510,0.01888519,1.22782786
-5.71185593,2.21285950,0.30556134,0.24158262,1.23836146,0.69166962,0.01656107,0.05030032,0.01895196,1.23413212
-5.70585293,2.21276122,0.30275747,0.24270655,1.23823739,0.69245354,0.01680861,0.04961146,0.01892411,1.23344781
-5.69984992,2.19996927,0.29830206,0.24238558,1.23074328,0.68917171,0.01696916,0.04867715,0.01880150,1.22567187
-5.69384692,2.17466581,0.29222877,0.24063013,1.21589285,0.68192725,0.01704343,0.04750401,0.01858721,1.21089469
-5.68784392,2.13737511,0.28461695,0.23748885,1.19389058,0.67092879,0.01703512,0.04610625,0.01828740,1.18939636
-5.68184092,2.08894474,0.27558799,0.23304687,1.16512208,0.65648452,0.01695082,0.04450499,0.01791113,1.16163642
-5.67583792,2.03051612,0.26530022,0.22742287,1.13013841,0.63899300,0.01679981,0.04272727,0.01746999,1.12823759
-5.66983492,1.96348561,0.25394272,0.22076507,1.08963520,0.61893111,0.01659380,0.04080501,0.01697778,1.08996433
-5.66383192,1.88945809,0.24172822,0.21324616,1.04442752,0.59683986,0.01634651,0.03877372,0.01644994,1.04769717
-5.65782891,1.81019506,0.22888557,0.20505768,0.99542167,0.57330837,0.01607324,0.03667121,0.01590311,1.00240407
-5.65182591,1.72755945,0.21565195,0.19640376,0.94358512,0.54895715,0.01579040,0.03453627,0.01535451,0.95511001
-5.64582291,1.64345950,0.20226534,0.18749467,0.88991586,0.52442099,0.01551489,0.03240736,0.01482142,0.90686609
-5.63981991,1.55979394,0.18895731,0.17854042,0.83541253,0.50033241,0.01526361,0.03032146,0.01432058,0.85871942
-5.63381691,1.47840043,0.17594656,0.16974456,0.78104626,0.47730600,0.01505287,0.02831296,0.01386771,0.81168482
-5.62781391,1.40100909,0.16343334,0.16129852,0.72773550,0.45592451,0.01489783,0.02641281,0.01347699,0.76671946
-5.62181091,1.32920261,0.15159496,0.15337658,0.67632444,0.43672673,0.01481205,0.02464776,0.01316071,0.72470103
-5.61580790,1.26438382,0.14058242,0.14613177,0.62756574,0.42019771,0.01480702,0.02303988,0.01292887,0.68641021
-5.60980490,1.20775153,0.13051820,0.13969261,0.58210789,0.40676122,0.01489187,0.02160622,0.01278901,0.65251753
-5.60380190,1.16028475,0.12149529,0.13416101,0.54048741,0.39677471,0.01507305,0.02035873,0.01274603,0.62357494
-5.59779890,1.12273516,0.11357721,0.12961113,0.50312573,0.39052640,0.01535428,0.01930429,0.01280216,0.60001180
-5.59179590,1.09562728,0.10679920,0.12608930,0.47033050,0.38823446,0.01573644,0.01844497,0.01295704,0.58213502
-5.58579290,1.07926552,0.10117009,0.12361499,0.44230092,0.39004792,0.01621771,0.01777841,0.01320786,0.57013299
-5.57978989,1.07374708,0.09667501,0.12218251,0.41913638,0.39604891,0.01679375,0.01729827,0.01354959,0.56408249
-5.57378689,1.07897950,0.09327859,0.12176362,0.40084791,0.40625598,0.01745797,0.01699488,0.01397536,0.56395807
-5.56778389,1.09470146,0.09092849,0.12231067,0.38737148,0.42062792,0.01820197,0.01685578,0.01447677,0.56964313
-5.56178089,1.12050571,0.08955919,0.12376012,0.37858258,0.43906798,0.01901592,0.01686647,0.01504437,0.58094205
-5.55577789,1.15586276,0.08909573,0.12603647,0.37431123,0.46142792,0.01988911,0.01701099,0.01566809,0.59759251
-5.54977489,1.20014425,0.08945733,0.12905614,0.37435664,0.48751189,0.02081047,0.01727260,0.01633770,0.61927770
-5.54377189,1.25264501,0.09056086,0.13273132,0.37850117,0.51707983,0.02176906,0.01763436,0.01704325,0.64563771
-5.53776888,1.31260319,0.09232379,0.13697365,0.38652272,0.54985038,0.02275462,0.01807964,0.01777548,0.67627975
-5.53176588,1.37921774,0.09466688,0.14169743,0.39820539,0.58550338,0.02375799,0.01859260,0.01852620,0.71078709
-5.52576288,1.45166323,0.09751621,0.14682249,0.41334799,0.62368198,0.02477154,0.01915852,0.01928849,0.74872643
-5.51975988,1.52910171,0.10080488,0.15227634,0.43177030,0.66399462,0.02578944,0.01976411,0.02005699,0.78965384
-5.51375688,1.61069199,0.10447407,0.15799593,0.45331702,0.70601705,0.02680793,0.02039771,0.02082797,0.83311938
-5.50775388,1.69559662,0.10847367,0.16392864,0.47785937,0.74929477,0.02782538,0.02104936,0.02159932,0.87867059
-5.50175088,1.78298714,0.11276245,0.17003275,0.50529478,0.79334602,0.02884238,0.02171089,0.02237050,0.92585516
-5.49574787,1.87204810,0.11730792,0.17627737,0.53554466,0.83766571,0.02986160,0.02237587,0.02314238,0.97422317
-5.48974487,1.96198070,0.12208579,0.18264188,0.56855075,0.88173045,0.03088766,0.02303955,0.02391701,1.02332921
-5.48374187,2.05200649,0.12707931,0.18911497,0.60427036,0.92500484,0.03192689,0.02369876,0.02469727,1.07273472
-5.47773887,2.14137181,0.13227836,0.19569342,0.64267090,0.96694907,0.03298706,0.02435177,0.02548660,1.12201088
-5.47173587,2.22935332,0.13767861,0.20238067,0.68372413,1.00702780,0.03407702,0.02499819,0.02628865,1.17074219
-5.46573287,2.31526500,0.14328058,0.20918534,0.72740039,1.04472018,0.03520634,0.02563885,0.02710688,1.21853096
-5.45972986,2.39846651,0.14908882,0.21611971,0.77366320,1.07953077,0.03638501,0.02627567,0.02794428,1.26500258
-5.45372686,2.47837292,0.15511118,0.22319833,0.82246438,1.11100097,0.03762306,0.02691162,0.02880312,1.30981166
-5.44772386,2.55446532,0.16135813,0.23043673,0.87373998,1.13872059,0.03893022,0.02755067,0.02968467,1.35264853
-5.44172086,2.62630187,0.16784232,0.23785026,0.92740691,1.16233898,0.04031566,0.02819773,0.03058909,1.39324610
-5.43571786,2.69352845,0.17457809,0.24545313,0.98336040,1.18157527,0.04178767,0.02885865,0.03151535,1.43138645
-5.42971486,2.75588824,0.18158105,0.25325762,1.04147218,1.19622724,0.04335344,0.02954021,0.03246119,1.46690671
-5.42371186,2.81322922,0.18886775,0.26127331,1.10158927,1.20617814,0.04501885,0.03025009,0.03342323,1.49970393
-5.41770885,2.86550894,0.19645513,0.26950643,1.16353315,1.21140129,0.04678816,0.03099687,0.03439702,1.52973822
-5.41170585,2.91279561,0.20435991,0.27795924,1.22709926,1.21196192,0.04866391,0.03178989,0.03537724,1.55703405
-5.40570285,2.95526520,0.21259785,0.28662931,1.29205664,1.20801612,0.05064658,0.03263914,0.03635784,1.58167902
-5.39969985,2.99319392,0.22118266,0.29550878,1.35814747,1.19980681,0.05273445,0.03355506,0.03733223,1.60382036
-5.39369685,3.02694621,0.23012482,0.30458351,1.42508674,1.18765677,0.05492330,0.03454829,0.03829344,1.62365859
-5.38769385,3.05695832,0.23943004,0.31383214,1.49256170,1.17195894,0.05720618,0.03562927,0.03923427,1.64143888
-5.38169085,3.08371793,0.24909764,0.32322506,1.56023146,1.15316429,0.05957317,0.03680787,0.04014739,1.65744003
-5.37568784,3.10774068,0.25911870,0.33272346,1.62772666,1.13176772,0.06201119,0.03809288,0.04102542,1.67196157
-5.36968484,3.12954437,0.26947421,0.34227834,1.69464948,1.10829254,0.06450378,0.03949150,0.04186093,1.68530950
-5.36368184,3.14962227,0.28013333,0.35182974,1.76057426,1.08327411,0.06703101,0.04100875,0.04264648,1.69778126
-5.35767884,3.16841653,0.29105169,0.36130617,1.82504878,1.05724332,0.06956948,0.04264695,0.04337454,1.70965055
-5.35167584,3.18629318,0.30217012,0.37062447,1.88759658,1.03071050,0.07209238,0.04440520,0.04403748,1.72115279
-5.34567284,3.20351990,0.31341380,0.37969003,1.94772033,1.00415046,0.07456975,0.04627886,0.04462749,1.73247182
-5.33966983,3.22024776,0.32469181,0.38839755,2.00490649,0.97798913,0.07696880,0.04825922,0.04513659,1.74372854
-5.33366683,3.23649788,0.33589751,0.39663241,2.05863123,0.95259239,0.07925449,0.05033323,0.04555658,1.75497209
-5.32766383,3.25215367,0.34690941,0.40427254,2.10836751,0.92825737,0.08139018,0.05248337,0.04587915,1.76617383
-5.32166083,3.26695932,0.35759286,0.41119085,2.15359323,0.90520653,0.08333844,0.05468771,0.04609592,1.77722472
-5.31565783,3.28052437,0.36780239,0.41725826,2.19380029,0.88358475,0.08506197,0.05692009,0.04619864,1.78793600
-5.30965483,3.29233461,0.37738472,0.42234696,2.22850415,0.86345931,0.08652465,0.05915055,0.04617937,1.79804331
-5.30365183,3.30176852,0.38618226,0.42633409,2.25725373,0.84482269,0.08769257,0.06134585,0.04603074,1.80721418
-5.29764882,3.30811884,0.39403712,0.42910549,2.27964117,0.82759812,0.08853512,0.06347022,0.04574627,1.81505840
-5.29164582,3.31061821,0.40079533,0.43055941,2.29531119,0.81164736,0.08902597,0.06548616,0.04532068,1.82114115
-5.28564282,3.30846796,0.40631124,0.43061008,2.30396982,0.79678045,0.08914406,0.06735543,0.04475019,1.82499813
-5.27963982,3.30086870,0.41045185,0.42919088,2.30539201,0.78276701,0.08887432,0.06904008,0.04403284,1.82615230
-5.27363682,3.28705165,0.41310089,0.42625703,2.29942820,0.76934840,0.08820833,0.07050349,0.04316876,1.82413150
-5.26763382,3.26630947,0.41416255,0.42178767,2.28600944,0.75625049,0.08714475,0.07171141,0.04216039,1.81848633
-5.26163082,3.23802529,0.41356464,0.41578727,2.26515109,0.74319632,0.08568946,0.07263303,0.04101261,1.80880759
-5.25562781,3.20169899,0.41126119,0.40828619,2.23695504,0.72991821,0.08385555,0.07324188,0.03973279,1.79474273
-5.24962481,3.15696980,0.40723416,0.39934057,2.20161045,0.71616896,0.08166303,0.07351662,0.03833082,1.77601054
-5.24362181,3.10363433,0.40149449,0.38903142,2.15939293,0.70173163,0.07913837,0.07344176,0.03681890,1.75241379
-5.23761881,3.04165948,0.39408226,0.37746295,2.11066238,0.68642761,0.07631377,0.07300813,0.03521146,1.72384911
-5.23161581,2.97118989,0.38506601,0.36476030,2.05585934,0.67012281,0.07322636,0.07221320,0.03352475,1.69031395
-5.22561281,2.89254959,0.37454136,0.35106676,1.99549999,0.65273164,0.06991719,0.07106120,0.03177663,1.65191030
-5.21960980,2.80623805,0.36262886,0.33654051,1.93016992,0.63421895,0.06643021,0.06956302,0.02998608,1.60884499
-5.21360680,2.71292053,0.34947118,0.32135106,1.86051646,0.61459982,0.06281116,0.06773598,0.02817283,1.56142667
-5.20760380,2.61341355,0.33522988,0.30567553,1.78723999,0.59393728,0.05910651,0.06560334,0.02635693,1.51005946
-5.20160080,2.50866556,0.32008169,0.28969485,1.71108392,0.57233829,0.05536233,0.06319369,0.02455827,1.45523368
-5.19559780,2.39973394,0.30421455,0.27359001,1.63282374,0.54994820,0.05162342,0.06054022,0.02279626,1.39751380
-5.18959480,2.28775892,0.28782347,0.25753846,1.55325512,0.52694395,0.04793230,0.05767985,0.02108937,1.33752427
-5.18359180,2.17393540,0.27110644,0.24171076,1.47318130,0.50352643,0.04432856,0.05465228,0.01945484,1.27593359
-5.17758879,2.05948373,0.25426032,0.22626751,1.39339997,0.47991242,0.04084810,0.05149904,0.01790840,1.21343736
-5.17158579,1.94562032,0.23747699,0.21135668,1.31468990,0.45632634,0.03752271,0.04826246,0.01646402,1.15074074
-5.16558279,1.83352914,0.22093983,0.19711130,1.23779776,0.43299239,0.03437966,0.04498472,0.01513375,1.08854116
-5.15957979,1.72433488,0.20482045,0.18364758,1.16342525,0.41012709,0.03144145,0.04170693,0.01392761,1.02751171
-5.15357679,1.61907878,0.18927598,0.17106348,1.09221707,0.38793288,0.02872570,0.03846826,0.01285349,0.96828575
-5.14757379,1.51869747,0.17444673,0.15943774,1.02474998,0.36659254,0.02624513,0.03530518,0.01191711,0.91144328
-5.14157079,1.42400564,0.16045440,0.14882924,0.96152323,0.34626499,0.02400764,0.03225084,0.01112206,0.85749941
-5.13556778,1.33568261,0.14740077,0.13927689,0.90295076,0.32708216,0.02201647,0.02933457,0.01046979,0.80689510
-5.12956478,1.25426308,0.13536689,0.13079976,0.84935520,0.30914722,0.02027045,0.02658144,0.00995970,0.75999033
-5.12356178,1.18013208,0.12441276,0.12339772,0.80096392,0.29253392,0.01876430,0.02401205,0.00958917,0.71705990
-5.11755878,1.11352380,0.11457739,0.11705229,0.75790719,0.27728694,0.01748896,0.02164239,0.00935369,0.67829145
-5.11155578,1.05452419,0.10587934,0.11172779,0.72021846,0.26342317,0.01643201,0.01948385,0.00924692,0.64378588
-5.10555278,1.00307688,0.09831754,0.10737283,0.68783666,0.25093373,0.01557809,0.01754329,0.00926084,0.61355978
-5.09954977,0.95899195,0.09187246,0.10392197,0.66061044,0.23978640,0.01490933,0.01582327,0.00938587,0.58754957
-5.09354677,0.92195715,0.08650749,0.10129755,0.63830428,0.22992843,0.01440589,0.01432234,0.00961102,0.56561724
-5.08754377,0.89155112,0.08217061,0.09941177,0.62060610,0.22128962,0.01404638,0.01303537,0.00992405,0.54755729
-5.08154077,0.86725809,0.07879612,0.09816884,0.60713637,0.21378523,0.01380847,0.01195395,0.01031168,0.53310462
-5.07553777,0.84848377,0.07630660,0.09746722,0.59745846,0.20731904,0.01366929,0.01106684,0.01075980,0.52194324
-5.06953477,0.83457209,0.07461496,0.09720200,0.59108999,0.20178612,0.01360606,0.01036041,0.01125370,0.51371552
-5.06353177,0.82482241,0.07362654,0.09726726,0.58751494,0.19707553,0.01359652,0.00981917,0.01177838,0.50803191
-5.05752876,0.81850711,0.07324131,0.09755840,0.58619652,0.19307285,0.01361942,0.00942618,0.01231881,0.50448092
-5.05152576,0.81488926,0.07335612,0.09797448,0.58659035,0.18966255,0.01365500,0.00916359,0.01286026,0.50263942
-5.04552276,0.81324025,0.07386694,0.09842047,0.58815789,0.18673028,0.01368539,0.00901310,0.01338864,0.50208305
-5.03951976,0.81285712,0.07467120,0.09880932,0.59037992,0.18416516,0.01369496,0.00895639,0.01389084,0.50239665
-5.03351676,0.81307953,0.07567001,0.09906389,0.59276975,0.18186196,0.01367062,0.00897559,0.01435509,0.50318476
-5.02751376,0.81330597,0.07677042,0.09911866,0.59488598,0.17972340,0.01360206,0.00905370,0.01477127,0.50408186
-5.02151076,0.81300915,0.07788754,0.09892120,0.59634451,0.17766236,0.01348189,0.00917499,0.01513121,0.50476237
-5.01550775,0.81175010,0.07894663,0.09843330,0.59682959,0.17560423,0.01330572,0.00932534,0.01542902,0.50495008
-5.00950475,0.80919074,0.07988492,0.09763181,0.59610354,0.17348906,0.01307215,0.00949260,0.01566127,0.50442686
-5.00350175,0.80510454,0.08065329,0.09650910,0.59401490,0.17127374,0.01278269,0.00966689,0.01582718,0.50304036
-4.99749875,0.79938495,0.08121768,0.09507319,0.59050479,0.16893392,0.01244161,0.00984079,0.01592875,0.50071041
-4.99149575,0.79205114,0.08156010,0.09334746,0.58561108,0.16646567,0.01205568,0.01000960,0.01597078,0.49743391
-4.98549275,0.78325090,0.08167940,0.09137002,0.57947042,0.16388675,0.01163394,0.01017144,0.01596087,0.49328790
-4.97948974,0.77326026,0.08159152,0.08919268,0.57231762,0.16123737,0.01118733,0.01032730,0.01590923,0.48843059
-4.97348674,0.76247976,0.08132936,0.08687962,0.56448263,0.15858042,0.01072836,0.01048106,0.01582856,0.48310015
-4.96748374,0.75142722,0.08094215,0.08450572,0.55638481,0.15600099,0.01027068,0.01063942,0.01573372,0.47761120
-4.96148074,0.74072697,0.08049437,0.08215459,0.54852466,0.15360518,0.00982871,0.01081173,0.01564139,0.47234889
-4.95547774,0.73109568,0.08006416,0.07991642,0.54147301,0.15151823,0.00941724,0.01100974,0.01556965,0.46776060
-4.94947474,0.72332501,0.07974133,0.07788562,0.53585795,0.14988186,0.00905100,0.01124734,0.01553753,0.46434540
-4.94347174,0.71826125,0.07962487,0.07615823,0.53234960,0.14885089,0.00874431,0.01154013,0.01556442,0.46264134
-4.93746873,0.71678255,0.07982019,0.07482940,0.53164302,0.14858925,0.00851072,0.01190500,0.01566960,0.46321102
-4.93146573,0.71977406,0.08043591,0.07399071,0.53443974,0.14926544,0.00836262,0.01235962,0.01587158,0.46662548
-4.92546273,0.72810159,0.08158050,0.07372751,0.54142803,0.15104744,0.00831098,0.01292189,0.01618758,0.47344713
-4.91945973,0.74258450,0.08335874,0.07411640,0.55326263,0.15409742,0.00836505,0.01360938,0.01663291,0.48421175
-4.91345673,0.76396835,0.08586810,0.07522277,0.57054411,0.15856617,0.00853205,0.01443866,0.01722048,0.49941045
-4.90745373,0.79289811,0.08919509,0.07709854,0.59379856,0.16458754,0.00881703,0.01542478,0.01796026,0.51947168
-4.90145073,0.82989275,0.09341189,0.07978011,0.62345804,0.17227300,0.00922261,0.01658063,0.01885884,0.54474414
-4.89544772,0.87532172,0.09857305,0.08328667,0.65984225,0.18170651,0.00974884,0.01791638,0.01991909,0.57548091
-4.88944472,0.92938433,0.10471267,0.08761879,0.70314208,0.19293984,0.01039310,0.01943898,0.02113984,0.61182532
-4.88344172,0.99209261,0.11184200,0.09275741,0.75340551,0.20598847,0.01115003,0.02115176,0.02251570,0.65379922
-4.87743872,1.06325831,0.11994759,0.09866332,0.81052635,0.22082832,0.01201148,0.02305401,0.02403698,0.70129388
-4.87143572,1.14248470,0.12899012,0.10527713,0.87423645,0.23739334,0.01296661,0.02514080,0.02568972,0.75406411
-4.86543272,1.22916372,0.13890395,0.11251975,0.94410162,0.25557409,0.01400194,0.02740277,0.02745580,0.81172592
-4.85942971,1.32247877,0.14959752,0.12029341,1.01952184,0.27521757,0.01510158,0.02982622,0.02931325,0.87375786
-4.85342671,1.42141352,0.16095446,0.12848330,1.09973597,0.29612807,0.01624745,0.03239313,0.03123659,0.93950647
-4.84742371,1.52476673,0.17283569,0.13695967,1.18383108,0.31806942,0.01741962,0.03508146,0.03319730,1.00819558
-4.84142071,1.63117303,0.18508219,0.14558054,1.27075650,0.34076842,0.01859673,0.03786555,0.03516447,1.07893964
-4.83541771,1.73912930,0.19751868,0.15419482,1.35934247,0.36391949,0.01975644,0.04071659,0.03710541,1.15076079
-4.82941471,1.84702618,0.20995779,0.16264580,1.44832301,0.38719052,0.02087593,0.04360324,0.03898641,1.22260929
-4.82341171,1.95318388,0.22220496,0.17077501,1.53636266,0.41022971,0.02193253,0.04649237,0.04077356,1.29338681
-4.81740870,2.05589139,0.23406359,0.17842617,1.62208628,0.43267338,0.02290425,0.04934979,0.04243356,1.36197204
-4.81140570,2.15344798,0.24534049,0.18544926,1.70411124,0.45415434,0.02377041,0.05214116,0.04393456,1.42724777
-4.80540270,2.24420557,0.25585128,0.19170447,1.78108099,0.47431083,0.02451220,0.05483278,0.04524699,1.48812868
-4.79939970,2.32661081,0.26542574,0.19706595,1.85169886,0.49279555,0.02511326,0.05739247,0.04634432,1.54358888
-4.79339670,2.39924529,0.27391261,0.20142513,1.91476117,0.50928464,0.02556007,0.05979043,0.04720378,1.59268835
-4.78739370,2.46086253,0.28118395,0.20469369,1.96918823,0.52348620,0.02584243,0.06199997,0.04780696,1.63459722
-4.78139070,2.51042045,0.28713872,0.20680578,2.01405241,0.53514812,0.02595367,0.06399824,0.04814035,1.66861719
-4.77538769,2.54710814,0.29170549,0.20771969,2.04860200,0.54406490,0.02589089,0.06576682,0.04819564,1.69419921
-4.76938469,2.57036599,0.29484412,0.20741873,2.07228021,0.55008324,0.02565494,0.06729220,0.04797004,1.71095684
-4.76338169,2.57989845,0.29654650,0.20591134,2.08473844,0.55310610,0.02525039,0.06856618,0.04746626,1.71867477
-4.75737869,2.57567899,0.29683616,0.20323051,2.08584342,0.55309525,0.02468531,0.06958603,0.04669252,1.71731227
-4.75137569,2.55794720,0.29576685,0.19943241,2.07567808,0.55007193,0.02397096,0.07035461,0.04566225,1.70700151
-4.74537269,2.52719817,0.29342024,0.19459446,2.05453599,0.54411589,0.02312138,0.07088030,0.04439374,1.68804074
-4.73936968,2.48416469,0.28990274,0.18881276,2.02290992,0.53536269,0.02215291,0.07117680,0.04290961,1.66088291
-4.73336668,2.42979308,0.28534160,0.18219915,1.98147487,0.52399931,0.02108363,0.07126278,0.04123622,1.62612003
-4.72736368,2.36521364,0.27988058,0.17487790,1.93106632,0.51025845,0.01993276,0.07116141,0.03940292,1.58446405
-4.72136068,2.29170687,0.27367519,0.16698220,1.87265487,0.49441155,0.01872015,0.07089981,0.03744128,1.53672508
-4.71535768,2.21066687,0.26688779,0.15865064,1.80731796,0.47676094,0.01746560,0.07050830,0.03538425,1.48378775
-4.70935468,2.12356329,0.25968283,0.15002369,1.73621009,0.45763129,0.01618844,0.07001966,0.03326534,1.42658671
-4.70335168,2.03190306,0.25222209,0.14124038,1.66053251,0.43736088,0.01490698,0.06946825,0.03111782,1.36608216
-4.69734867,1.93719332,0.24466051,0.13243519,1.58150351,0.41629276,0.01363812,0.06888906,0.02897386,1.30323621
-4.69134567,1.84090672,0.23714227,0.12373534,1.50033033,0.39476632,0.01239703,0.06831679,0.02686389,1.23899095
-4.68534267,1.74444991,0.22979759,0.11525843,1.41818349,0.37310945,0.01119694,0.06778480,0.02481590,1.17424873
-4.67933967,1.64913616,0.22274014,0.10711044,1.33617420,0.35163143,0.01004893,0.06732414,0.02285493,1.10985533
-4.67333667,1.55616262,0.21606504,0.09938429,1.25533547,0.33061692,0.00896194,0.06696260,0.02100263,1.04658609
-4.66733367,1.46659244,0.20984766,0.09215870,1.17660694,0.31032106,0.00794270,0.06672377,0.01927691,0.98513552
-4.66133067,1.38134198,0.20414300,0.08549754,1.10082381,0.29096571,0.00699590,0.06662620,0.01769177,0.92611000
-4.65532766,1.30117283,0.19898569,0.07944951,1.02870949,0.27273696,0.00612426,0.06668270,0.01625718,0.87002374
-4.64932466,1.22668854,0.19439059,0.07404821,0.96087185,0.25578379,0.00532874,0.06689972,0.01497912,0.81729758
-4.64332166,1.15833539,0.19035386,0.06931248,0.89780256,0.24021782,0.00460875,0.06727697,0.01385968,0.76826022
