energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.71785893,3.68353446,-3.51274517,1.16177729,-1.07347272,2.25866420,-2.14972605,1.19199632,-1.21281674,0.43299026,-0.40644349,0.00459447,-0.00457525,0.32279919,-0.32520718,0.01705100,-0.01486872,0.42563371,-0.40940706
-5.71185593,3.72584826,-3.55260445,1.18256839,-1.09612444,2.27946607,-2.17156292,1.19649425,-1.20825986,0.44311787,-0.41538378,0.00437389,-0.00434268,0.33016003,-0.32966553,0.01761588,-0.01539985,0.43029430,-0.41352054
-5.70585293,3.76985629,-3.59628079,1.20195786,-1.11814911,2.30047073,-2.19466037,1.20356050,-1.20680559,0.45361798,-0.42508779,0.00415892,-0.00411681,0.33869745,-0.33559622,0.01824094,-0.01601794,0.43532143,-0.41817931
-5.69984992,3.81511184,-3.64343556,1.21972918,-1.13934237,2.32163171,-2.21899842,1.21292938,-1.20834364,0.46432009,-0.43540997,0.00395041,-0.00389883,0.34825325,-0.34288928,0.01891374,-0.01671161,0.44067064,-0.42336376
-5.69384692,3.86112828,-3.69365508,1.23566425,-1.15948504,2.34288709,-2.24452768,1.22429565,-1.21271520,0.47504678,-0.44618946,0.00374904,-0.00368976,0.35865309,-0.35141241,0.01962160,-0.01746871,0.44628942,-0.42904427
-5.68784392,3.90737058,-3.74643916,1.24954566,-1.17834414,2.36414860,-2.27115694,1.23731310,-1.21970996,0.48561574,-0.45725180,0.00355535,-0.00349037,0.36970781,-0.36101184,0.02035180,-0.01827642,0.45211544,-0.43517837
-5.68184092,3.95324836,-3.80119175,1.26115955,-1.19567489,2.38529150,-2.29874177,1.25159363,-1.22906314,0.49584210,-0.46841106,0.00336967,-0.00330120,0.38121507,-0.37151337,0.02109174,-0.01912144,0.45807520,-0.44170828
-5.67583792,3.99811162,-3.85721464,1.27029901,-1.21122361,2.40614632,-2.32707508,1.26670750,-1.24045315,0.50554080,-0.47947231,0.00319222,-0.00312256,0.39296136,-0.38272385,0.02182914,-0.01999012,0.46408315,-0.44855903
-5.66983492,4.04125041,-3.91370581,1.27676814,-1.22473172,2.42649323,-2.35588058,1.28218541,-1.25350049,0.51452943,-0.49023446,0.00302302,-0.00295453,0.40472454,-0.39443313,0.02255223,-0.02086872,0.47004156,-0.45563733
-5.66383192,4.08189917,-3.96976318,1.28038684,-1.23594086,2.44605968,-2.38480991,1.29752278,-1.26776865,0.52263117,-0.50049357,0.00286199,-0.00279699,0.41627692,-0.40641664,0.02324992,-0.02174359,0.47584115,-0.46283149
-5.65782891,4.11924641,-4.02439473,1.28099595,-1.24459911,2.46452183,-2.41344407,1.31218665,-1.28276745,0.52967805,-0.51004658,0.00270890,-0.00264960,0.42738897,-0.41843862,0.02391204,-0.02260143,0.48136271,-0.47001235
-5.65182591,4.15244984,-4.07653519,1.27846289,-1.25046807,2.48151000,-2.44129940,1.32562529,-1.29795928,0.53551445,-0.51869543,0.00256344,-0.00251189,0.43783358,-0.43025602,0.02452947,-0.02342959,0.48647940,-0.47703545
-5.64582291,4.18065666,-4.12506928,1.27268736,-1.25333070,2.49661813,-2.46783820,1.33728046,-1.31276848,0.54000060,-0.52625141,0.00242520,-0.00238321,0.44739082,-0.44162319,0.02509432,-0.02421627,0.49106003,-0.48374424
-5.63981991,4.20302842,-4.16886087,1.26360690,-1.25299949,2.50941682,-2.49248385,1.34660189,-1.32659376,0.54301614,-0.53253980,0.00229374,-0.00226284,0.45585303,-0.45229703,0.02560010,-0.02495085,0.49497297,-0.48997437
-5.63381691,4.21876930,-4.20678706,1.25120196,-1.24932470,2.51946957,-2.51463963,1.35306359,-1.33882348,0.54446344,-0.53740436,0.00216855,-0.00214998,0.46303011,-0.46204272,0.02604177,-0.02562406,0.49809051,-0.49555885
-5.62781391,4.22715646,-4.23777579,1.23550022,-1.24220205,2.52635122,-2.53371067,1.35618114,-1.34885323,0.54427065,-0.54071183,0.00204916,-0.00204378,0.46875470,-0.47063971,0.02641589,-0.02622822,0.50029370,-0.50033380
-5.62181091,4.22757085,-4.26084510,1.21657973,-1.23157971,2.52966771,-2.54912774,1.35552915,-1.35610502,0.54239417,-0.54235593,0.00193508,-0.00194342,0.47288711,-0.47788763,0.02672059,-0.02675745,0.50147710,-0.50414465
-5.61580790,4.21952676,-4.27514206,1.19457079,-1.21746382,2.52907599,-2.56037179,1.35075788,-1.36004721,0.53882050,-0.54226081,0.00182584,-0.00184807,0.47531963,-0.48361215,0.02695558,-0.02720767,0.50155348,-0.50685232
-5.60980490,4.20269828,-4.27997932,1.16965613,-1.19992250,2.52430301,-2.56699782,1.34160827,-1.36021406,0.53356730,-0.54038380,0.00172103,-0.00175698,0.47598008,-0.48767018,0.02712211,-0.02757679,0.50045804,-0.50833916
-5.60380190,4.17694117,-4.27486721,1.14206954,-1.17908775,2.51516256,-2.56865669,1.32792423,-1.35622407,0.52668351,-0.53671711,0.00162030,-0.00166949,0.47483434,-0.48995441,0.02722283,-0.02786458,0.49815198,-0.50851434
-5.59779890,4.14230867,-4.25953940,1.11209272,-1.15515524,2.50156901,-2.56511382,1.30966161,-1.34779588,0.51824858,-0.53128861,0.00152336,-0.00158499,0.47188779,-0.49039672,0.02726164,-0.02807268,0.49462525,-0.50731833
-5.59179590,4.09906017,-4.23397079,1.08005050,-1.12838184,2.48354717,-2.55626341,1.28689329,-1.33476094,0.50837070,-0.52416135,0.00142998,-0.00150303,0.46718530,-0.48897048,0.02724355,-0.02820442,0.48989823,-0.50472626
-5.58579290,4.04766223,-4.19838622,1.04630471,-1.09908095,2.46123757,-2.54213758,1.25980987,-1.31707222,0.49718416,-0.51543198,0.00133999,-0.00142322,0.46081016,-0.48569139,0.02717439,-0.02826463,0.48402236,-0.50074999
-5.57978989,3.98878157,-4.15325965,1.01124673,-1.06761576,2.43489695,-2.52290969,1.22871596,-1.29480832,0.48484585,-0.50522810,0.00125330,-0.00134532,0.45288149,-0.48061693,0.02706065,-0.02825941,0.47707954,-0.49543876
-5.57378689,3.92327047,-4.09930356,0.97528932,-1.03439082,2.40489381,-2.49889183,1.19402219,-1.26817284,0.47153115,-0.49370450,0.00116986,-0.00126918,0.44355068,-0.47384442,0.02690919,-0.02819582,0.46918045,-0.48887833
-5.56778389,3.85214509,-4.03744916,0.93885786,-0.99984223,2.37169941,-2.47052651,1.15623322,-1.23748893,0.45742928,-0.48103864,0.00108970,-0.00119475,0.43299667,-0.46550765,0.02672703,-0.02808162,0.46046168,-0.48118873
-5.56178089,3.77655796,-3.96881841,0.90238156,-0.96442693,2.33587468,-2.43837309,1.11593238,-1.20318923,0.44273839,-0.46742543,0.00101286,-0.00112206,0.42142052,-0.45577237,0.02652113,-0.02792494,0.45108204,-0.47252068
-5.55577789,3.69776599,-3.89468931,0.86628489,-0.92861169,2.29805381,-2.40308973,1.07376369,-1.16580188,0.42766052,-0.45307162,0.00093941,-0.00105122,0.40903939,-0.44483084,0.02629818,-0.02773394,0.44121798,-0.46305089
-5.54977489,3.61709545,-3.81645629,0.83097961,-0.89286205,2.25892540,-2.36541201,1.03041198,-1.12593300,0.41239674,-0.43818999,0.00086945,-0.00098240,0.39608019,-0.43289555,0.02606446,-0.02751663,0.43105848,-0.45297642
-5.54377189,3.53590584,-3.73558772,0.79685772,-0.85763201,2.21921236,-2.32612921,0.98658218,-1.08424688,0.39714252,-0.42299363,0.00080308,-0.00091580,0.38277331,-0.42019261,0.02582574,-0.02728054,0.42079955,-0.44250845
-5.53776888,3.45555417,-3.65358271,0.76428535,-0.82335460,2.17965136,-2.28605983,0.94297847,-1.04144450,0.38208367,-0.40769057,0.00074042,-0.00085165,0.36934645,-0.40695499,0.02558719,-0.02703260,0.41063864,-0.43186566
-5.53176588,3.37736114,-3.57192922,0.73359798,-0.79043376,2.14097313,-2.24602741,0.90028444,-0.99824150,0.36739279,-0.39247895,0.00068154,-0.00079017,0.35601904,-0.39341587,0.02535341,-0.02677898,0.40076914,-0.42126766
-5.52576288,3.30258074,-3.49206525,0.70509672,-0.75923782,2.10388423,-2.20683791,0.85914464,-0.95534664,0.35322647,-0.37754278,0.00062651,-0.00073160,0.34299716,-0.37980250,0.02512840,-0.02652504,0.39137515,-0.41092854
-5.51975988,3.23237417,-3.41534487,0.67904581,-0.73009453,2.06905129,-2.16925965,0.82014847,-0.91344143,0.33972317,-0.36304869,0.00057539,-0.00067613,0.33046939,-0.36633064,0.02491568,-0.02627534,0.38262684,-0.40105100
-5.51375688,3.16778876,-3.34300996,0.65567115,-0.70328782,2.03708802,-2.13400666,0.78381674,-0.87316191,0.32700189,-0.34914341,0.00052819,-0.00062396,0.31860342,-0.35319987,0.02471842,-0.02603368,0.37467637,-0.39182112
-5.50775388,3.10974240,-3.27616871,0.63515961,-0.67905601,2.00854543,-2.10172571,0.75059119,-0.83508293,0.31516147,-0.33595227,0.00048490,-0.00057522,0.30754361,-0.34058981,0.02453950,-0.02580324,0.36765464,-0.38340406
-5.50175088,3.05901332,-3.21578072,0.61765910,-0.65759147,1.98390536,-2.07298750,0.72082719,-0.79970559,0.30428054,-0.32357846,0.00044549,-0.00053002,0.29740943,-0.32865740,0.02438173,-0.02558675,0.36166877,-0.37594060
-5.49574787,3.01623505,-3.16264899,0.60327908,-0.63904133,1.96357697,-2.04828166,0.69478957,-0.76744785,0.29441798,-0.31210318,0.00040988,-0.00048843,0.28829478,-0.31753509,0.02424797,-0.02538665,0.35680061,-0.36954478
-5.48974487,2.98189594,-3.11741777,0.59209134,-0.62350910,1.94789608,-2.02801542,0.67265147,-0.73863863,0.28561389,-0.30158640,0.00037798,-0.00045046,0.28026798,-0.30733003,0.02414130,-0.02520533,0.35310586,-0.36430251
-5.48374187,2.95634256,-3.08057579,0.58413092,-0.61105685,1.93712671,-2.01251520,0.65449598,-0.71351502,0.27789071,-0.29206817,0.00034969,-0.00041611,0.27337255,-0.29812416,0.02406512,-0.02504536,0.35061425,-0.36027113
-5.47773887,2.93978607,-3.05246350,0.57939710,-0.60170774,1.93146433,-2.00203055,0.64032021,-0.69222261,0.27125473,-0.28357040,0.00032486,-0.00038531,0.26762842,-0.28997495,0.02402331,-0.02490967,0.34933027,-0.35747982
-5.47173587,2.93231073,-3.03328333,0.57785438,-0.59544864,1.93104014,-1.99673958,0.63004154,-0.67481853,0.26569759,-0.27609876,0.00030338,-0.00035801,0.26303356,-0.28291675,0.02402027,-0.02480178,0.34923463,-0.35593080
-5.46573287,2.93388372,-3.02311169,0.57943340,-0.59223272,1.93592572,-1.99675514,0.62350546,-0.66127683,0.26119785,-0.26964486,0.00028510,-0.00033410,0.25956601,-0.27696267,0.02406100,-0.02472592,0.35028629,-0.35560114
-5.45972986,2.94436547,-3.02191162,0.58403200,-0.59198189,1.94613769,-2.00213091,0.62049482,-0.65149571,0.25772259,-0.26418831,0.00026987,-0.00031346,0.25718598,-0.27210664,0.02415112,-0.02468720,0.35242485,-0.35644504
-5.45372686,2.96351990,-3.02954523,0.59151637,-0.59458910,1.96164168,-2.01286692,0.62073996,-0.64530628,0.25522889,-0.25969875,0.00025759,-0.00029600,0.25583819,-0.26832571,0.02429682,-0.02469163,0.35557339,-0.35839655
-5.44772386,2.99102421,-3.04578512,0.60172247,-0.59992043,1.98235552,-2.02891392,0.62392937,-0.64248230,0.25366527,-0.25613776,0.00024814,-0.00028157,0.25545420,-0.26558237,0.02450487,-0.02474618,0.35964139,-0.36137249
-5.44172086,3.02647781,-3.07032442,0.61445790,-0.60781726,2.00815133,-2.05017642,0.62972063,-0.64275056,0.25297303,-0.25346044,0.00024143,-0.00027009,0.25595470,-0.26382690,0.02478248,-0.02485874,0.36452787,-0.36527553
-5.43571786,3.06941040,-3.10278504,0.62950419,-0.61809827,2.03885652,-2.07651422,0.63775120,-0.64580158,0.25308754,-0.25161694,0.00023739,-0.00026146,0.25725182,-0.26299945,0.02513727,-0.02503806,0.37012452,-0.36999735
-5.42971486,3.11928905,-3.14272443,0.64661973,-0.63056183,2.07425392,-2.10774259,0.64764884,-0.65130010,0.25393948,-0.25055366,0.00023600,-0.00025562,0.25925134,-0.26303218,0.02557707,-0.02529359,0.37631875,-0.37542179
-5.42371186,3.17552459,-3.18964067,0.66554333,-0.64498848,2.11408103,-2.14363133,0.65904142,-0.65889533,0.25545595,-0.25021429,0.00023725,-0.00025250,0.26185479,-0.26385100,0.02610983,-0.02563532,0.38299659,-0.38142788
-5.41770885,3.23747730,-3.24297644,0.68599834,-0.66114389,2.15802889,-2.18390297,0.67156579,-0.66823054,0.25756168,-0.25054066,0.00024116,-0.00025210,0.26496144,-0.26537722,0.02674342,-0.02607357,0.39004531,-0.38789276
-5.41170585,3.30446210,-3.30212219,0.70769733,-0.67878213,2.20574081,-2.22823076,0.68487571,-0.67895176,0.26018007,-0.25147348,0.00024779,-0.00025443,0.26847018,-0.26752898,0.02748545,-0.02661873,0.39735583,-0.39469445
-5.40570285,3.37575350,-3.36641876,0.73034710,-0.69764941,2.25681127,-2.27623652,0.69864835,-0.69071556,0.26323426,-0.25295285,0.00025721,-0.00025953,0.27228116,-0.27022247,0.02834307,-0.02728094,0.40482469,-0.40171429
-5.39969985,3.45059028,-3.43516000,0.75365394,-0.71748803,2.31078537,-2.32748919,0.71258948,-0.70319555,0.26664811,-0.25491881,0.00026954,-0.00026746,0.27629735,-0.27337287,0.02932270,-0.02806978,0.41235559,-0.40883925
-5.39369685,3.52818002,-3.50759544,0.77732876,-0.73804067,2.36715897,-2.38150410,0.72643712,-0.71608768,0.27034706,-0.25731165,0.00028487,-0.00027831,0.28042579,-0.27689526,0.03042977,-0.02899390,0.41986050,-0.41596374
-5.38769385,3.60770348,-3.58293334,0.80109193,-0.75905452,2.42537988,-2.43774338,0.73996357,-0.72911412,0.27425889,-0.26007224,0.00030333,-0.00029217,0.28457865,-0.28070518,0.03166848,-0.03006064,0.42726025,-0.42299114
-5.38169085,3.68831863,-3.66034412,0.82467754,-0.78028538,2.48485003,-2.49561767,0.75297583,-0.74202570,0.27831434,-0.26314218,0.00032503,-0.00030915,0.28867405,-0.28471914,0.03304144,-0.03127562,0.43448460,-0.42983490
-5.37568784,3.76916451,-3.73896411,0.84783676,-0.80150120,2.54492872,-2.55448916,0.76531445,-0.75460296,0.28244746,-0.26646391,0.00035006,-0.00032935,0.29263648,-0.28885493,0.03454932,-0.03264234,0.44147182,-0.43641911
-5.36968484,3.84936451,-3.81789967,0.87034025,-0.82248511,2.60493694,-2.61367595,0.77685090,-0.76665585,0.28659579,-0.26998069,0.00037848,-0.00035286,0.29639710,-0.29303180,0.03619056,-0.03416175,0.44816775,-0.44267864
-5.36368184,3.92802930,-3.89623140,0.89197929,-0.84303744,2.66416269,-2.67245762,0.78748375,-0.77802211,0.29070032,-0.27363650,0.00041030,-0.00037971,0.29989359,-0.29717052,0.03796100,-0.03583185,0.45452444,-0.44855871
-5.35767884,4.00425928,-3.97301856,0.91256572,-0.86297686,2.72186709,-2.73008190,0.79713370,-0.78856458,0.29470518,-0.27737578,0.00044548,-0.00040993,0.30306990,-0.30119338,0.03985352,-0.03764734,0.46049848,-0.45401398
-5.35167584,4.07714681,-4.04730342,0.93193063,-0.88214038,2.77729129,-2.78577214,0.80573802,-0.79816763,0.29855717,-0.28114310,0.00048390,-0.00044348,0.30587566,-0.30502411,0.04185777,-0.03959925,0.46604902,-0.45900724
-5.34567284,4.14577828,-4.11811586,0.94992195,-0.90038215,2.82966407,-2.83873567,0.81324454,-0.80673295,0.30220512,-0.28488282,0.00052537,-0.00048024,0.30826549,-0.30858784,0.04395991,-0.04167474,0.47113566,-0.46350761
