energy_ev,total_up,Re_p_up,Re_d_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up
-5.66983492,9.46874556,3.51256002,4.63892279,1.19224533,0.03514523,0.09517630,5.02060260
-5.66383192,9.47154390,3.51977920,4.64514172,1.19333792,0.03516991,0.09579518,5.02159998
-5.65782891,9.46656747,3.52416261,4.64807924,1.19322285,0.03515929,0.09618838,5.01935422
-5.65182591,9.45311509,3.52549325,4.64738711,1.19186501,0.03510544,0.09631935,5.01354915
-5.64582291,9.43064993,3.52359420,4.64278665,1.18925807,0.03500171,0.09615924,5.00390980
-5.63981991,9.39882483,3.51833551,4.63408297,1.18542254,0.03484299,0.09568772,4.99022028
-5.63381691,9.35749978,3.50963963,4.62117533,1.18040259,0.03462588,0.09489353,4.97233905
-5.62781391,9.30675047,3.49748494,4.60406300,1.17426205,0.03434883,0.09377469,4.95021088
-5.62181091,9.24686772,3.48190750,4.58284633,1.16707975,0.03401217,0.09233833,4.92387443
-5.61580790,9.17834760,3.46300078,4.55772291,1.15894470,0.03361810,0.09060026,4.89346514
-5.60980490,9.10187302,3.44091337,4.52897917,1.14995129,0.03317060,0.08858424,4.85921305
-5.60380190,9.01828772,3.41584490,4.49697774,1.14019489,0.03267533,0.08632097,4.82143577
-5.59779890,8.92856416,3.38804040,4.46214148,1.12976807,0.03213940,0.08384698,4.78052676
-5.59179590,8.83376699,3.35778316,4.42493508,1.11875764,0.03157114,0.08120330,4.73693993
-5.58579290,8.73501440,3.32538677,4.38584537,1.10724256,0.03097987,0.07843418,4.69117126
-5.57978989,8.63343922,3.29118656,4.34536157,1.09529296,0.03037554,0.07558572,4.64373877
-5.57378689,8.53015223,3.25553097,4.30395666,1.08297004,0.02976852,0.07270459,4.59516207
-5.56778389,8.42620945,3.21877336,4.26207104,1.07032685,0.02916923,0.06983693,4.54594286
-5.56178089,8.32258528,3.18126458,4.22009941,1.05740987,0.02858790,0.06702728,4.49654760
-5.55577789,8.22015278,3.14334678,4.17838172,1.04426119,0.02803432,0.06431780,4.44739348
-5.54977489,8.11967198,3.10534874,4.13719857,1.03092096,0.02751757,0.06174760,4.39883858
-5.54377189,8.02178635,3.06758279,4.09677120,1.01743012,0.02704588,0.05935228,4.35117671
-5.53776888,7.92702727,3.03034346,4.05726592,1.00383299,0.02662646,0.05716371,4.30463710
-5.53176588,7.83582546,2.99390766,4.01880249,0.99017958,0.02626535,0.05520986,4.25938887
-5.52576288,7.74852795,2.95853614,3.98146541,0.97652748,0.02596742,0.05351483,4.21554945
-5.51975988,7.66541889,2.92447587,3.94531735,0.96294309,0.02573626,0.05209896,4.17319630
-5.51375688,7.58674174,2.89196280,3.91041315,0.94950214,0.02557425,0.05097896,4.13238062
-5.50775388,7.51272084,2.86122448,3.87681336,0.93628934,0.02548249,0.05016810,4.09314164
-5.50175088,7.44358004,2.83248203,3.84459575,0.92339725,0.02546092,0.04967637,4.05552029
-5.49574787,7.37955625,2.80595079,3.81386395,0.91092425,0.02550833,0.04951061,4.01957069
-5.48974487,7.32090649,2.78183941,3.78475191,0.89897183,0.02562245,0.04967453,3.98536842
-5.48374187,7.26790729,2.76034698,3.75742392,0.88764113,0.02579999,0.05016877,3.95301458
-5.47773887,7.22084592,2.74165807,3.73206961,0.87702904,0.02603674,0.05099076,3.92263516
-5.47173587,7.18000384,2.72593586,3.70889433,0.86722397,0.02632762,0.05213468,3.89437552
-5.46573287,7.14563329,2.71331353,3.68810522,0.85830147,0.02666678,0.05359124,3.86839028
-5.45972986,7.11792854,2.70388452,3.66989400,0.85031996,0.02704765,0.05534754,3.84482935
-5.45372686,7.09699402,2.69769214,3.65441769,0.84331687,0.02746304,0.05738691,3.82382103
-5.44772386,7.08281182,2.69471948,3.64177853,0.83730525,0.02790521,0.05968883,3.80545372
-5.44172086,7.07521117,2.69488031,3.63200487,0.83227120,0.02836602,0.06222890,3.78975743
-5.43571786,7.07384270,2.69801178,3.62503432,0.82817227,0.02883699,0.06497890,3.77668702
-5.42971486,7.07815980,2.70386985,3.62070078,0.82493688,0.02930943,0.06790704,3.76610820
-5.42371186,7.08740913,2.71212779,3.61872639,0.82246504,0.02977464,0.07097826,3.75778802
-5.41770885,7.10063182,2.72237850,3.61871937,0.82063019,0.03022402,0.07415476,3.75139046
-5.41170585,7.11667583,2.73414052,3.62017813,0.81928226,0.03064925,0.07739660,3.74647791
-5.40570285,7.13421970,2.74686792,3.62250179,0.81825188,0.03104246,0.08066241,3.74251876
-5.39969985,7.15180666,2.75996366,3.62500666,0.81735552,0.03139644,0.08391025,3.73890066
-5.39369685,7.16788763,2.77279585,3.62694794,0.81640141,0.03170477,0.08709849,3.73494899
-5.38769385,7.18087093,2.78471619,3.62754552,0.81519604,0.03196199,0.09018670,3.72994942
-5.38169085,7.18917622,2.79507970,3.62601234,0.81355088,0.03216374,0.09313656,3.72317328
-5.37568784,7.19128956,2.80326473,3.62158406,0.81128913,0.03230682,0.09591266,3.71390430
-5.36968484,7.18581699,2.80869230,3.61354810,0.80825220,0.03238931,0.09848327,3.70146519
-5.36368184,7.17153361,2.81084378,3.60127081,0.80430557,0.03241056,0.10082094,3.68524265
-5.35767884,7.14742595,2.80927619,3.58422116,0.79934395,0.03237119,0.10290292,3.66470940
-5.35167584,7.11272560,2.80363444,3.56199008,0.79329539,0.03227300,0.10471153,3.63944236
-5.34567284,7.06693286,2.79366016,3.53430446,0.78612432,0.03211892,0.10623424,3.60913607
-5.33966983,7.00982973,2.77919690,3.50103547,0.77783330,0.03191284,0.10746363,3.57361109
-5.33366683,6.94148221,2.76019177,3.46220114,0.76846364,0.03165949,0.10839725,3.53281721
-5.32766383,6.86223272,2.73669389,3.41796334,0.75809462,0.03136422,0.10903729,3.48683189
-5.32166083,6.77268354,2.70884991,3.36861990,0.74684175,0.03103290,0.10939017,3.43585432
-5.31565783,6.67367300,2.67689730,3.31459242,0.73485381,0.03067169,0.10946607,3.38019596
-5.30965483,6.56624610,2.64115604,3.25641087,0.72230912,0.03028689,0.10927845,3.32026841
-5.30365183,6.45162142,2.60201913,3.19469587,0.70941093,0.02988482,0.10884353,3.25656943
-5.29764882,6.33115610,2.55994272,3.13013967,0.69638230,0.02947170,0.10817977,3.18966809
-5.29164582,6.20631041,2.51543614,3.06348674,0.68346056,0.02905354,0.10730748,3.12018979
-5.28564282,6.07861333,2.46905217,2.99551459,0.67089147,0.02863611,0.10624841,3.04880162
-5.27963982,5.94962996,2.42137777,2.92701572,0.65892318,0.02822490,0.10502542,2.97619874
-5.27363682,5.82093128,2.37302525,2.85878072,0.64780035,0.02782512,0.10366222,2.90309170
-5.26763382,5.69406679,2.32462369,2.79158310,0.63775819,0.02744168,0.10218319,2.83019498
-5.26163082,5.57053957,2.27681056,2.72616573,0.62901679,0.02707927,0.10061323,2.75821658
-5.25562781,5.45178392,2.23022314,2.66322894,0.62177575,0.02674229,0.09897760,2.68784844
-5.24962481,5.33914495,2.18548957,2.60342011,0.61620914,0.02643495,0.09730187,2.61975739
-5.24362181,5.23385991,2.14321925,2.54732466,0.61246099,0.02616123,0.09561180,2.55457655
-5.23761881,5.13704092,2.10399255,2.49545825,0.61064126,0.02592489,0.09393323,2.49289674
-5.23161581,5.04965889,2.06834972,2.44826014,0.61082261,0.02572943,0.09229195,2.43525800
-5.22561281,4.97252882,2.03677929,2.40608758,0.61303780,0.02557802,0.09071354,2.38214100
-5.21960980,4.90629644,2.00970604,2.36921135,0.61727810,0.02547350,0.08922319,2.33395861
-5.21360680,4.85142672,1.98747919,2.33781241,0.62349259,0.02541822,0.08784545,2.29104774
-5.20760380,4.80819474,1.97036113,2.31197988,0.63158853,0.02541401,0.08660400,2.25366178
-5.20160080,4.77667934,1.95851734,2.29171052,0.64143286,0.02546207,0.08552132,2.22196401
-5.19559780,4.75676022,1.95200818,2.27690965,0.65285479,0.02556286,0.08461841,2.19602234
-5.18959480,4.74811891,1.95078299,2.26739387,0.66564948,0.02571605,0.08391449,2.17580583
-5.18359180,4.75024382,1.95467708,2.26289541,0.67958276,0.02592042,0.08342662,2.16118314
-5.17758879,4.76243966,1.96341194,2.26306819,0.69439668,0.02617384,0.08316937,2.15192339
-5.17158579,4.78384098,1.97659889,2.26749534,0.70981581,0.02647326,0.08315452,2.14769935
-5.16558279,4.81342952,1.99374620,2.27569815,0.72555400,0.02681468,0.08339068,2.14809305
-5.15957979,4.85005489,2.01426953,2.28714591,0.74132133,0.02719318,0.08388304,2.15260376
-5.15357679,4.89245776,2.03750540,2.30126653,0.75683111,0.02760302,0.08463298,2.16065799
-5.14757379,4.93929481,2.06272712,2.31745742,0.77180643,0.02803766,0.08563789,2.17162138
-5.14157079,4.98916455,2.08916265,2.33509637,0.78598624,0.02848990,0.08689089,2.18481186
-5.13556778,5.04063306,2.11601368,2.35355194,0.79913061,0.02895196,0.08838064,2.19951396
-5.12956478,5.09225911,2.14247524,2.37219338,0.81102489,0.02941565,0.09009124,2.21499351
-5.12356178,5.14261774,2.16775495,2.39039955,0.82148292,0.02987247,0.09200217,2.23051256
-5.11755878,5.19032206,2.19109153,2.40756698,0.83034896,0.03031377,0.09408836,2.24534396
-5.11155578,5.23404296,2.21177163,2.42311697,0.83749850,0.03073090,0.09632036,2.25878540
-5.10555278,5.27252652,2.22914479,2.43650182,0.84283800,0.03111535,0.09866461,2.27017245
-5.09954977,5.30460942,2.24263603,2.44721023,0.84630369,0.03145892,0.10108390,2.27889051
-5.09354677,5.32923238,2.25175588,2.45477222,0.84785964,0.03175383,0.10353793,2.28438543
-5.08754377,5.34545196,2.25610778,2.45876357,0.84749527,0.03199290,0.10598402,2.28617273
-5.08154077,5.35245114,2.25539292,2.45881003,0.84522258,0.03216968,0.10837799,2.28384528
-5.07553777,5.34954879,2.24941263,2.45459145,0.84107340,0.03227856,0.11067506,2.27707947
-5.06953477,5.33620832,2.23806857,2.44584582,0.83509666,0.03231494,0.11283094,2.26563982
-5.06353177,5.31204565,2.22136100,2.43237335,0.82735612,0.03227529,0.11480295,2.24938197
-5.05752876,5.27683634,2.19938537,2.41404032,0.81792852,0.03215730,0.11655109,2.22825420
-5.05152576,5.23052177,2.17232761,2.39078273,0.80690219,0.03195992,0.11803917,2.20229730
-5.04552276,5.17321401,2.14045832,2.36260946,0.79437639,0.03168347,0.11923583,2.17164291
-5.03951976,5.10519893,2.10412606,2.32960469,0.78046089,0.03132963,0.12011548,2.13651036
-5.03351676,5.02693706,2.06375000,2.29192925,0.76527616,0.03090149,0.12065900,2.09720195
-5.02751376,4.93906165,2.01981189,2.24982074,0.74895369,0.03040349,0.12085438,2.05409672
-5.02151076,4.84237335,1.97284748,2.20359202,0.73163635,0.02984141,0.12069706,2.00764281
-5.01550775,4.73783113,1.92343745,2.15362804,0.71347867,0.02922227,0.12019005,1.95834841
-5.00950475,4.62653897,1.87219765,2.10038063,0.69464677,0.02855417,0.11934382,1.90677143
-5.00350175,4.50972832,1.81976880,2.04436148,0.67531778,0.02784619,0.11817593,1.85350802
-4.99749875,4.38873603,1.76680543,1.98613312,0.65567862,0.02710817,0.11671047,1.79918011
-4.99149575,4.26497835,1.71396426,1.92629813,0.63592401,0.02635050,0.11497728,1.74442216
-4.98549275,4.13992108,1.66189193,1.86548680,0.61625376,0.02558386,0.11301093,1.68986733
-4.97948974,4.01504676,1.61121223,1.80434352,0.59686925,0.02481902,0.11084967,1.63613342
-4.97348674,3.89181966,1.56251306,1.74351232,0.57796924,0.02406651,0.10853417,1.58380885
-4.96748374,3.77164964,1.51633335,1.68362192,0.55974520,0.02333637,0.10610628,1.53343906
-4.96148074,3.65585613,1.47315034,1.62527089,0.54237628,0.02263793,0.10360776,1.48551356
-4.95547774,3.54563338,1.43336763,1.56901328,0.52602417,0.02197948,0.10107902,1.44045430
-4.94947474,3.44201848,1.39730438,1.51534533,0.51082817,0.02136812,0.09855795,1.39860537
-4.94347174,3.34586327,1.36518635,1.46469364,0.49690071,0.02080955,0.09607889,1.36022475
-4.93746873,3.25781157,1.33713911,1.41740540,0.48432355,0.02030789,0.09367175,1.32547823
-4.93146573,3.17828266,1.31318386,1.37374081,0.47314503,0.01986563,0.09136124,1.29443593
-4.92546273,3.10746187,1.29323643,1.33386827,0.46337842,0.01948351,0.08916643,1.26707150
-4.91945973,3.04529911,1.27710954,1.29786234,0.45500162,0.01916060,0.08710037,1.24326444
-4.91345673,2.99151535,1.26451856,1.26570473,0.44795831,0.01889433,0.08517012,1.22280524
-4.90745373,2.94561731,1.25509078,1.23728821,0.44216040,0.01868059,0.08337680,1.20540359
-4.90145073,2.90691977,1.24837799,1.21242351,0.43749197,0.01851394,0.08171600,1.19069936
-4.89544772,2.87457493,1.24387200,1.19084870,0.43381433,0.01838781,0.08017832,1.17827603
-4.88944472,2.84760768,1.24102264,1.17224103,0.43097209,0.01829477,0.07875010,1.16767620
-4.88344172,2.82495547,1.23925754,1.15623059,0.42879995,0.01822682,0.07741427,1.15841872
-4.87743872,2.80551121,1.23800296,1.14241536,0.42712990,0.01817570,0.07615131,1.15001672
-4.87143572,2.78816740,1.23670472,1.13037707,0.42579850,0.01813323,0.07494033,1.14199592
-4.86543272,2.77185977,1.23484847,1.11969723,0.42465385,0.01809157,0.07376006,1.13391251
-4.85942971,2.75560852,1.23197832,1.10997277,0.42356193,0.01804356,0.07258994,1.12536991
-4.85342671,2.73855546,1.22771300,1.10083059,0.42241206,0.01798299,0.07141107,1.11603369
-4.84742371,2.71999567,1.22175896,1.09194059,0.42112114,0.01790475,0.07020714,1.10564408
-4.84142071,2.69940218,1.21391970,1.08302658,0.41963655,0.01780507,0.06896519,1.09402555
-4.83541771,2.67644292,1.20410105,1.07387477,0.41793752,0.01768158,0.06767622,1.08109307
-4.82941471,2.65098938,1.19231224,1.06433950,0.41603504,0.01753338,0.06633561,1.06685489
-4.82341171,2.62311671,1.17866269,1.05434613,0.41397022,0.01736102,0.06494348,1.05141164
-4.81740870,2.59309558,1.16335485,1.04389098,0.41181140,0.01716639,0.06350464,1.03495192
-4.81140570,2.56137639,1.14667359,1.03303850,0.40964995,0.01695265,0.06202861,1.01774468
-4.80540270,2.52856676,1.12897251,1.02191590,0.40759531,0.01672398,0.06052923,1.00012857
-4.79939970,2.49540345,1.11065817,1.01070543,0.40576933,0.01648541,0.05902428,0.98249899
-4.79339670,2.46272021,1.09217285,0.99963486,0.40430022,0.01624256,0.05753488,0.96529313
-4.78739370,2.43141293,1.07397672,0.98896656,0.40331666,0.01600136,0.05608476,0.94897398
-4.78139070,2.40240373,1.05653025,0.97898564,0.40294204,0.01576782,0.05469952,0.93401357
-4.77538769,2.37660546,1.04027766,0.96998764,0.40328930,0.01554777,0.05340572,0.92087639
-4.76938469,2.35488793,1.02563192,0.96226632,0.40445660,0.01534660,0.05223006,0.91000345
-4.76338169,2.33804703,1.01296199,0.95610190,0.40652383,0.01516910,0.05119843,0.90179743
-4.75737869,2.32677783,1.00258260,0.95175016,0.40955017,0.01501926,0.05033512,0.89660957
-4.75137569,2.32165220,0.99474670,0.94943274,0.41357271,0.01490017,0.04966194,0.89472852
-4.74537269,2.32310147,0.98964083,0.94932884,0.41860611,0.01481390,0.04919755,0.89637132
-4.73936968,2.33140429,0.98738307,0.95156848,0.42464314,0.01476151,0.04895675,0.90167688
-4.73336668,2.34667968,0.98802361,0.95622753,0.43165604,0.01474303,0.04895000,0.91070183
-4.72736368,2.36888496,0.99154731,0.96332435,0.43959851,0.01475751,0.04918294,0.92341868
-4.72136068,2.39781815,0.99787816,0.97281815,0.44840809,0.01480307,0.04965613,0.93971640
-4.71535768,2.43312441,1.00688501,0.98460898,0.45800885,0.01487704,0.05036488,0.95940298
-4.70935468,2.47430589,1.01838821,0.99853927,0.46831407,0.01497607,0.05129920,0.98220994
-4.70335168,2.52073436,1.03216676,1.01439668,0.47922883,0.01509626,0.05244392,1.00779854
-4.69734867,2.57166618,1.04796562,1.03191837,0.49065237,0.01523329,0.05377893,1.03576738
-4.69134567,2.62625905,1.06550295,1.05079631,0.50248022,0.01538259,0.05527950,1.06566126
-4.68534267,2.68359009,1.08447700,1.07068368,0.51460583,0.01553947,0.05691680,1.09698099
-4.67933967,2.74267497,1.10457263,1.09120217,0.52692204,0.01569923,0.05865843,1.12919398
-4.67333667,2.80248782,1.12546744,1.11195006,0.53932215,0.01585730,0.06046913,1.16174543
-4.66733367,2.86198166,1.14683753,1.13251097,0.55170083,0.01600937,0.06231151,1.19406989
-4.66133067,2.92010924,1.16836287,1.15246311,0.56395497,0.01615139,0.06414687,1.22560306
-4.65532766,2.97584414,1.18973263,1.17138891,0.57598448,0.01627977,0.06593609,1.25579363
-4.64932466,3.02820182,1.21065036,1.18888488,0.58769329,0.01639134,0.06764047,1.28411497
-4.64332166,3.07626058,1.23083910,1.20457139,0.59899053,0.01648343,0.06922267,1.31007645
-4.63731866,3.11918195,1.25004667,1.21810228,0.60979195,0.01655394,0.07064759,1.33323424
-4.63131566,3.15623014,1.26805077,1.22917397,0.62002167,0.01660131,0.07188319,1.35320125
-4.62531266,3.18679013,1.28466409,1.23753371,0.62961421,0.01662455,0.07290129,1.36965604
-4.61930965,3.21038377,1.29973898,1.24298693,0.63851660,0.01662324,0.07367829,1.38235033
-4.61330665,3.22668324,1.31317173,1.24540317,0.64669064,0.01659756,0.07419572,1.39111500
-4.60730365,3.23552130,1.32490589,1.24472042,0.65411505,0.01654818,0.07444073,1.39586410
-4.60130065,3.23689771,1.33493449,1.24094767,0.66078729,0.01647632,0.07440640,1.39659689
-4.59529765,3.23098123,1.34330086,1.23416554,0.66672496,0.01638366,0.07409194,1.39339754
-4.58929465,3.21810683,1.35009767,1.22452475,0.67196654,0.01627231,0.07350264,1.38643254
-4.58329165,3.19876788,1.35546420,1.21224255,0.67657137,0.01614474,0.07264973,1.37594564
-4.57728864,3.17360332,1.35958146,1.19759711,0.68061857,0.01600374,0.07155003,1.36225057
-4.57128564,3.14337992,1.36266548,1.18092008,0.68420519,0.01585231,0.07022549,1.34572156
-4.56528264,3.10897022,1.36495867,1.16258751,0.68744317,0.01569360,0.06870254,1.32678204
-4.55927964,3.07132677,1.36671969,1.14300948,0.69045548,0.01553086,0.06701133,1.30589183
-4.55327664,3.03145355,1.36821214,1.12261883,0.69337151,0.01536730,0.06518489,1.28353325
-4.54727364,2.99037573,1.36969258,1.10185935,0.69632178,0.01520603,0.06325826,1.26019683
-4.54127064,2.94910889,1.37139851,1.08117398,0.69943238,0.01505003,0.06126748,1.23636684
-4.53526763,2.90862890,1.37353690,1.06099335,0.70281930,0.01490202,0.05924873,1.21250757
-4.52926463,2.86984384,1.37627390,1.04172505,0.70658306,0.01476443,0.05723735,1.18905056
-4.52326163,2.83356882,1.37972630,1.02374411,0.71080385,0.01463935,0.05526702,1.16638351
-4.51725863,2.80050497,1.38395537,1.00738478,0.71553746,0.01452847,0.05336899,1.14484111
-4.51125563,2.77122308,1.38896327,0.99293397,0.72081235,0.01443309,0.05157143,1.12469819
-4.50525263,2.74615256,1.39469245,0.98062640,0.72662783,0.01435411,0.04989891,1.10616528
-4.49924962,2.72557593,1.40102817,0.97064144,0.73295376,0.01429199,0.04837197,1.08938683
-4.49324662,2.70962880,1.40780381,0.96310164,0.73973143,0.01424679,0.04700688,1.07444183
-4.48724362,2.69830501,1.41480905,0.95807287,0.74687596,0.01421822,0.04581551,1.06134681
-4.48124062,2.69146649,1.42180033,0.95556581,0.75427985,0.01420562,0.04480532,1.05006093
-4.47523762,2.68885702,1.42851304,0.95553859,0.76181755,0.01420804,0.04397951,1.04049281
-4.46923462,2.69011918,1.43467496,0.95790042,0.76935092,0.01422424,0.04333722,1.03250866
-4.46323162,2.69481350,1.44002023,0.96251596,0.77673518,0.01425280,0.04287384,1.02594133
-4.45722861,2.70243885,1.44430300,0.96921017,0.78382515,0.01429213,0.04258140,1.02059989
-4.45122561,2.71245322,1.44731038,0.97777350,0.79048143,0.01434049,0.04244902,1.01627917
-4.44522261,2.72429415,1.44887377,0.98796736,0.79657623,0.01439612,0.04246332,1.01276899
-4.43921961,2.73739791,1.44887831,0.99952958,0.80199868,0.01445720,0.04260897,1.00986277
-4.43321661,2.75121705,1.44726986,1.01218000,0.80665933,0.01452196,0.04286915,1.00736511
-4.42721361,2.76523587,1.44405941,1.02562600,0.81049365,0.01458869,0.04322603,1.00509833
-4.42121061,2.77898349,1.43932463,1.03956803,0.81346447,0.01465579,0.04366126,1.00290768
-4.41520760,2.79204436,1.43320871,1.05370514,0.81556337,0.01472180,0.04415641,1.00066530
-4.40920460,2.80406640,1.42591654,1.06774046,0.81681079,0.01478544,0.04469340,0.99827282
-4.40320160,2.81476648,1.41770855,1.08138666,0.81725512,0.01484561,0.04525488,0.99566276
-4.39719860,2.82393369,1.40889244,1.09437124,0.81697075,0.01490145,0.04582455,0.99279869
-4.39119560,2.83143032,1.39981335,1.10644169,0.81605519,0.01495232,0.04638753,0.98967447
-4.38519260,2.83719081,1.39084270,1.11737037,0.81462536,0.01499783,0.04693055,0.98631241
-4.37918959,2.84121872,1.38236633,1.12695888,0.81281331,0.01503780,0.04744222,0.98276079
-4.37318659,2.84358192,1.37477226,1.13504186,0.81076134,0.01507227,0.04791312,0.97909059
-4.36718359,2.84440605,1.36843842,1.14148997,0.80861688,0.01510147,0.04833594,0.97539172
-4.36118059,2.84386627,1.36372081,1.14621193,0.80652709,0.01512578,0.04870550,0.97176873
-4.35517759,2.84217754,1.36094230,1.14915530,0.80463349,0.01514570,0.04901867,0.96833613
-4.34917459,2.83958334,1.36038227,1.15030610,0.80306660,0.01516177,0.04927432,0.96521344
-4.34317159,2.83634315,1.36226739,1.14968701,0.80194091,0.01517451,0.04947308,0.96251987
-4.33716858,2.83271879,1.36676355,1.14735424,0.80135016,0.01518438,0.04961714,0.96036889
-4.33116558,2.82896000,1.37396911,1.14339302,0.80136309,0.01519171,0.04970991,0.95886271
-4.32516258,2.82528962,1.38390954,1.13791206,0.80201990,0.01519660,0.04975571,0.95808671
-4.31915958,2.82188885,1.39653354,1.13103697,0.80332940,0.01519892,0.04975931,0.95810404
-4.31315658,2.81888322,1.41171065,1.12290311,0.80526697,0.01519822,0.04972557,0.95895057
-4.30715358,2.81632990,1.42923046,1.11364818,0.80777366,0.01519369,0.04965903,0.96063031
