energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-5.84992496,4.61482869,3.59755470,0.21462874,0.08253433,0.25608948,2.95971242,1.16028573,0.06022426,2.85372231
-5.84392196,4.67533813,3.71796938,0.20823205,0.07935201,0.25281409,3.06774179,1.17195341,0.05909819,2.91114984
-5.83791896,4.74225276,3.84545862,0.20185724,0.07599979,0.24973090,3.18142488,1.18520269,0.05791663,2.97314316
-5.83191596,4.81453876,3.97858417,0.19555178,0.07252529,0.24684690,3.29951591,1.19974372,0.05669620,3.03890695
-5.82591296,4.89098306,4.11568250,0.18936179,0.06897677,0.24416458,3.42059413,1.21525285,0.05545283,3.10751277
-5.81990995,4.97016000,4.25485533,0.18332860,0.06540132,0.24167801,3.54305176,1.23136493,0.05420089,3.17788261
-5.81390695,5.05041145,4.39397208,0.17748591,0.06184318,0.23936978,3.66509192,1.24766865,0.05295248,3.24878083
-5.80790395,5.12984329,4.53068632,0.17185748,0.05834238,0.23720900,3.78473833,1.26370556,0.05171693,3.31881622
-5.80190095,5.20633975,4.66246684,0.16645574,0.05493373,0.23515045,3.89985776,1.27897339,0.05050047,3.38645512
-5.79589795,5.27759623,4.78664369,0.16128109,0.05164606,0.23313497,4.00819556,1.29293352,0.04930611,3.45004595
-5.78989495,5.34116980,4.90046790,0.15632208,0.04850189,0.23109099,4.10742335,1.30502252,0.04813375,3.50785458
-5.78389195,5.39454529,5.00118309,0.15155635,0.04551736,0.22893722,4.19519761,1.31466733,0.04698045,3.55810941
-5.77788894,5.43521404,5.08610598,0.14695217,0.04270254,0.22658607,4.26922655,1.32130321,0.04584091,3.59905415
-5.77188594,5.46076115,5.15271232,0.14247057,0.04006188,0.22394790,4.32734245,1.32439368,0.04470803,3.62900582
-5.76588294,5.46895675,5.19872409,0.13806787,0.03759497,0.22093551,4.36757592,1.32345117,0.04357352,3.64641509
-5.75987994,5.45784621,5.22219350,0.13369829,0.03529732,0.21746876,4.38822820,1.31805739,0.04242867,3.64992575
-5.75387694,5.42583435,5.22157949,0.12931679,0.03316134,0.21347909,4.38793781,1.30788211,0.04126500,3.63843009
-5.74787394,5.37175882,5.19581263,0.12488158,0.03117720,0.20891347,4.36573793,1.29269937,0.04007491,3.61111723
-5.74187094,5.29494860,5.14434464,0.12035654,0.02933373,0.20373774,4.32110111,1.27240005,0.03885224,3.56751154
-5.73586793,5.19526424,5.06718001,0.11571311,0.02761926,0.19793912,4.25396911,1.24700015,0.03759271,3.50749915
-5.72986493,5.07311756,4.96488744,0.11093180,0.02602227,0.19152768,4.16476569,1.21664428,0.03629427,3.43134081
-5.72386193,4.92946974,4.83859066,0.10600308,0.02453193,0.18453692,4.05439183,1.18160405,0.03495721,3.33967055
-5.71785893,4.76580775,4.68993855,0.10092776,0.02313852,0.17702315,3.92420326,1.14227149,0.03358422,3.23347984
-5.71185593,4.58410057,4.52105607,0.09571682,0.02183371,0.16906409,3.77597139,1.09914787,0.03218029,3.11408827
-5.70585293,4.38673722,4.33447826,0.09039072,0.02061061,0.16075660,3.61182943,1.05282836,0.03075241,2.98310200
-5.69984992,4.17645015,4.13307040,0.08497829,0.01946384,0.15221362,3.43420637,1.00398347,0.02930929,2.84236218
-5.69384692,3.95622756,3.91993810,0.07951527,0.01838937,0.14356083,3.24575197,0.95333812,0.02786091,2.69388576
-5.68784392,3.72921909,3.69833142,0.07404259,0.01738441,0.13493283,3.04925616,0.90164935,0.02641805,2.53980155
-5.68184092,3.49863928,3.47154731,0.06860457,0.01644714,0.12646936,2.84756653,0.84968378,0.02499181,2.38228445
-5.67583792,3.26767317,3.24283439,0.06324699,0.01557653,0.11831157,2.64350759,0.79819573,0.02359318,2.22349081
-5.66983492,3.03938785,3.01530409,0.05801533,0.01477209,0.11059862,2.43980488,0.74790706,0.02223254,2.06549747
-5.66383192,2.81665363,2.79185133,0.05295308,0.01403366,0.10346462,2.23901698,0.69948930,0.02091933,1.91024698
-5.65782891,2.60207727,2.57508729,0.04810033,0.01336127,0.09703618,2.04347761,0.65354893,0.01966176,1.75950079
-5.65182591,2.39794940,2.36728638,0.04349261,0.01275497,0.09143045,1.85524956,0.61061593,0.01846654,1.61480184
-5.64582291,2.20620711,2.17034834,0.03916004,0.01221479,0.08675384,1.67609133,0.57113611,0.01733880,1.47744743
-5.63981991,2.02841196,1.98577578,0.03512679,0.01174066,0.08310130,1.50743682,0.53546698,0.01628204,1.34847250
-5.63381691,1.86574301,1.81466687,0.03141088,0.01133241,0.08055614,1.35038775,0.50387712,0.01529813,1.22864332
-5.62781391,1.71900355,1.65772204,0.02802430,0.01098981,0.07919027,1.20571791,0.47654880,0.01438745,1.11846080
-5.62181091,1.58864009,1.51526322,0.02497333,0.01071253,0.07906496,1.07388786,0.45358320,0.01354903,1.01817240
-5.61580790,1.47477138,1.38726360,0.02225914,0.01050020,0.08023164,0.95506852,0.43500799,0.01278078,0.92779139
-5.60980490,1.37722522,1.27338588,0.01987862,0.01035241,0.08273310,0.84917166,0.42078650,0.01207968,0.84712197
-5.60380190,1.29558091,1.17302660,0.01782526,0.01026871,0.08660451,0.75588547,0.41082801,0.01144203,0.77578864
-5.59779890,1.22921480,1.08536452,0.01609023,0.01024854,0.09187459,0.67471318,0.40499859,0.01086371,0.71326847
-5.59179590,1.17734705,1.00941065,0.01466340,0.01029116,0.09856653,0.60501304,0.40313208,0.01034040,0.65892452
-5.58579290,1.13908769,0.94405826,0.01353452,0.01039556,0.10669885,0.54603789,0.40504066,0.00986776,0.61203938
-5.57978989,1.11348038,0.88813107,0.01269430,0.01056036,0.11628597,0.49697315,0.41052477,0.00944165,0.57184742
-5.57378689,1.09954288,0.84042826,0.01213543,0.01078362,0.12733874,0.45697201,0.41938218,0.00905829,0.53756506
-5.56778389,1.09630319,0.79976525,0.01185363,0.01106269,0.13986467,0.42518697,0.43141600,0.00871436,0.50841804
-5.56178089,1.10283103,0.76500946,0.01184857,0.01139413,0.15386818,0.40079732,0.44644155,0.00840713,0.48366546
-5.55577789,1.11826443,0.73511051,0.01212469,0.01177352,0.16935078,0.38303216,0.46429220,0.00813457,0.46262002
-5.54977489,1.14183134,0.70912473,0.01269191,0.01219538,0.18631132,0.37118887,0.48482423,0.00789536,0.44466438
-5.54377189,1.17286666,0.68623373,0.01356625,0.01265313,0.20474637,0.36464719,0.50792074,0.00768901,0.42926370
-5.53776888,1.21082494,0.66575736,0.01477029,0.01313911,0.22465075,0.36287908,0.53349483,0.00751586,0.41597427
-5.53176588,1.25528898,0.64716127,0.01633345,0.01364458,0.24601841,0.36545454,0.56149204,0.00737713,0.40444860
-5.52576288,1.30597492,0.63005935,0.01829207,0.01415988,0.26884343,0.37204398,0.59189224,0.00727492,0.39443714
-5.51975988,1.36273377,0.61421162,0.02068935,0.01467461,0.29312130,0.38241722,0.62471093,0.00721228,0.38578687
-5.51375688,1.42554982,0.59951805,0.02357492,0.01517783,0.31885032,0.39643959,0.65999987,0.00719313,0.37843715
-5.50775388,1.49453566,0.58600867,0.02700423,0.01565837,0.34603299,0.41406537,0.69784693,0.00722230,0.37241313
-5.50175088,1.56992387,0.57383069,0.03103759,0.01610509,0.37467724,0.43532884,0.73837507,0.00730544,0.36781699
-5.49574787,1.65205505,0.56323300,0.03573885,0.01650728,0.40479724,0.46033311,0.78173999,0.00744898,0.36481732
-5.48974487,1.74136179,0.55454853,0.04117376,0.01685492,0.43641363,0.48923689,0.82812640,0.00765999,0.36363702
-5.48374187,1.83834846,0.54817508,0.04740794,0.01713904,0.46955287,0.52223943,0.87774243,0.00794602,0.36453989
-5.47773887,1.94356619,0.54455490,0.05450449,0.01735200,0.50424543,0.55956373,0.93081195,0.00831493,0.36781628
-5.47173587,2.05758328,0.54415368,0.06252136,0.01748772,0.54052289,0.60143819,0.98756474,0.00877461,0.37376798
-5.46573287,2.18095085,0.54743918,0.07150833,0.01754188,0.57841344,0.64807715,1.04822417,0.00933270,0.38269286
-5.45972986,2.31416418,0.55486006,0.08150390,0.01751204,0.61793618,0.69966046,1.11299263,0.00999623,0.39486935
-5.45372686,2.45762060,0.56682545,0.09253206,0.01739768,0.65909404,0.75631269,1.18203496,0.01077128,0.41054121
-5.44772386,2.61157501,0.58368549,0.10459909,0.01720020,0.70186556,0.81808258,1.25546016,0.01166255,0.42990302
-5.44172086,2.77609458,0.60571357,0.11769061,0.01692278,0.74619609,0.88492336,1.33330224,0.01267300,0.45308664
-5.43571786,2.95101461,0.63309048,0.13176886,0.01657027,0.79198857,0.95667476,1.41550090,0.01380340,0.48014924
-5.42971486,3.13589793,0.66589124,0.14677065,0.01614893,0.83909469,1.03304766,1.50188316,0.01505202,0.51106313
-5.42371186,3.33000003,0.70407476,0.16260587,0.01566619,0.88730701,1.11361218,1.59214708,0.01641429,0.54570797
-5.41770885,3.53224279,0.74747694,0.17915685,0.01513036,0.93635258,1.19779015,1.68584864,0.01788257,0.58386571
-5.41170585,3.74119891,0.79580743,0.19627868,0.01455030,0.98588899,1.28485275,1.78239320,0.01944600,0.62521849
-5.40570285,3.95508936,0.84865045,0.21380063,0.01393515,1.03550314,1.37392395,1.88103227,0.02109048,0.66934996
-5.39969985,4.17179538,0.90546957,0.23152850,0.01329401,1.08471343,1.46399012,1.98086678,0.02279874,0.71575002
-5.39369685,4.38888604,0.96561666,0.24924822,0.01263565,1.13297560,1.55391611,2.08085714,0.02455059,0.76382304
-5.38769385,4.60366166,1.02834477,0.26673033,0.01196836,1.17969235,1.64246747,2.17984047,0.02632323,0.81289953
-5.38169085,4.81321229,1.09282453,0.28373544,0.01129966,1.22422660,1.72833857,2.27655478,0.02809181,0.86225094
-5.37568784,5.01448975,1.15816373,0.30002032,0.01063625,1.26591811,1.81018551,2.36966953,0.02982995,0.91110711
-5.36968484,5.20439087,1.22342919,0.31534462,0.00998390,1.30410284,1.88666294,2.45782140,0.03151051,0.95867601
-5.36368184,5.37984861,1.28767042,0.32947765,0.00934738,1.33813426,1.95646331,2.53965419,0.03310631,1.00416477
-5.35767884,5.53792728,1.34994389,0.34220525,0.00873053,1.36740568,2.01835685,2.61386086,0.03459097,1.04680151
-5.35167584,5.67591758,1.40933707,0.35333627,0.00813627,1.39137257,2.07123079,2.67922598,0.03593972,1.08585693
-5.34567284,5.79142725,1.46499137,0.36270839,0.00756672,1.40957372,2.11412581,2.73466656,0.03713017,1.12066486
-5.33966983,5.88246269,1.51612286,0.37019311,0.00702327,1.42165017,2.14626826,2.77926938,0.03814305,1.15064089
-5.33366683,5.94749807,1.56204011,0.37569956,0.00650673,1.42736101,2.16709664,2.81232283,0.03896278,1.17529838
-5.32766383,5.98552834,1.60215842,0.37917712,0.00601746,1.42659503,2.17628104,2.83334194,0.03957799,1.19426112
-5.32166083,5.99610381,1.63600992,0.38061662,0.00555552,1.41937791,2.17373479,2.84208530,0.03998181,1.20727229
-5.31565783,5.97934492,1.66324936,0.38005011,0.00512073,1.40587429,2.15961779,2.83856319,0.04017208,1.21419926
-5.30965483,5.93593667,1.68365555,0.37754932,0.00471285,1.38638484,2.13433155,2.82303673,0.04015124,1.21503431
-5.30365183,5.86710348,1.69712854,0.37322283,0.00433163,1.36133850,2.09850618,2.79600812,0.03992621,1.20989117
-5.29764882,5.77456612,1.70368313,0.36721215,0.00397691,1.33128018,2.05298030,2.75820287,0.03950801,1.19899799
-5.29164582,5.66048334,1.70343921,0.35968687,0.00364863,1.29685479,1.99877474,2.71054505,0.03891127,1.18268685
-5.28564282,5.52738121,1.69660967,0.35083925,0.00334692,1.25878836,1.93706154,2.65412684,0.03815360,1.16138072
-5.27963982,5.37807407,1.68348671,0.34087829,0.00307203,1.21786706,1.86912959,2.59017417,0.03725497,1.13557838
-5.27363682,5.21558070,1.66442752,0.33002382,0.00282441,1.17491532,1.79634867,2.52001008,0.03623691,1.10583815
-5.26763382,5.04303963,1.63983989,0.31850056,0.00260463,1.13077385,1.72013319,2.44501736,0.03512180,1.07276114
-5.26163082,4.86362702,1.61016876,0.30653256,0.00241337,1.08627848,1.64190723,2.36660223,0.03393220,1.03697464
-5.25562781,4.68047995,1.57588409,0.29433811,0.00225136,1.04224057,1.56307190,2.28616022,0.03269013,0.99911644
-5.24962481,4.49662777,1.53747067,0.28212528,0.00211934,0.99942960,1.48497616,2.20504532,0.03141654,0.95982039
-5.24362181,4.31493279,1.49541992,0.27008812,0.00201802,0.95855826,1.40889160,2.12454324,0.03013085,0.91970367
-5.23761881,4.13804151,1.45022395,0.25840364,0.00194800,0.92027031,1.33599164,2.04584902,0.02885054,0.87935598
-5.23161581,3.96834646,1.40237157,0.24722939,0.00190972,0.88513128,1.26733526,1.97004928,0.02759097,0.83933073
-5.22561281,3.80795830,1.35234615,0.23670187,0.00190338,0.85362178,1.20385512,1.89810878,0.02636520,0.80013816
-5.21960980,3.65868735,1.30062484,0.22693538,0.00192895,0.82613333,1.14634963,1.83086108,0.02518398,0.76224033
-5.21360680,3.52203332,1.24767867,0.21802154,0.00198605,0.80296634,1.09547866,1.76900266,0.02405580,0.72604765
-5.20760380,3.39918209,1.19397313,0.21002908,0.00207395,0.78432991,1.05176222,1.71309018,0.02298705,0.69191683
-5.20160080,3.29100799,1.13996870,0.20300416,0.00219152,0.77034322,1.01558158,1.66354013,0.02198217,0.66014983
-5.19559780,3.19808067,1.08612089,0.19697089,0.00233719,0.76103809,0.98718240,1.62063049,0.02104388,0.63099371
-5.18959480,3.12067541,1.03287951,0.19193207,0.00250900,0.75636267,0.96667923,1.58450421,0.02017343,0.60464102
-5.18359180,3.05878638,0.98068692,0.18787023,0.00270452,0.75618596,0.95406127,1.55517402,0.01937082,0.58123065
-5.17758879,3.01214243,0.92997523,0.18474887,0.00292093,0.76030330,0.94919906,1.53252882,0.01863501,0.56084908
-5.17158579,2.98022551,0.88116250,0.18251388,0.00315503,0.76844258,0.95185197,1.51634145,0.01796417,0.54353186
-5.16558279,2.96229175,0.83464809,0.18109524,0.00340330,0.78027150,0.96167671,1.50627814,0.01735580,0.52926551
-5.15957979,2.95739557,0.79080747,0.18040903,0.00366198,0.79540568,0.97823662,1.50190979,0.01680694,0.51798989
-5.15357679,2.96441729,0.74998687,0.18035969,0.00392715,0.81341791,1.00101219,1.50272518,0.01631425,0.50960099
-5.14757379,2.98209427,0.71249811,0.18084263,0.00419485,0.83384838,1.02941266,1.50814627,0.01587416,0.50395456
-5.14157079,3.00905575,0.67861408,0.18174709,0.00446118,0.85621586,1.06278887,1.51754556,0.01548292,0.50087040
-5.13556778,3.04386118,0.64856519,0.18295936,0.00472245,0.88002970,1.10044744,1.53026530,0.01513673,0.50013751
-5.12956478,3.08504131,0.62253705,0.18436614,0.00497529,0.90480246,1.14166586,1.54563814,0.01483182,0.50152023
-5.12356178,3.13114122,0.60066969,0.18585812,0.00521681,0.93006261,1.18570859,1.56300877,0.01456448,0.50476502
-5.11755878,3.18076393,0.58305827,0.18733349,0.00544468,0.95536708,1.23184346,1.58175577,0.01433122,0.50960807
-5.11155578,3.23261295,0.56975529,0.18870152,0.00565725,0.98031301,1.27935814,1.60131271,0.01412879,0.51578338
-5.10555278,3.28553202,0.56077414,0.18988572,0.00585365,1.00454824,1.32757588,1.62118772,0.01395434,0.52303101
-5.09954977,3.33854012,0.55609371,0.19082684,0.00603381,1.02777994,1.37586992,1.64098047,0.01380547,0.53110528
-5.09354677,3.39085976,0.55566359,0.19148515,0.00619850,1.04978089,1.42367605,1.66039551,0.01368032,0.53978243
-5.08754377,3.44193712,0.55940959,0.19184230,0.00634928,1.07039314,1.47050239,1.67925131,0.01357768,0.54886747
-5.08154077,3.49145232,0.56723891,0.19190224,0.00648850,1.08952854,1.51593617,1.69748429,0.01349704,0.55819975
-5.07553777,3.53931919,0.57904469,0.19169150,0.00661915,1.10716618,1.55964680,1.71514728,0.01343861,0.56765693
-5.06953477,3.58567390,0.59470938,0.19125847,0.00674477,1.12334674,1.60138525,1.73240242,0.01340340,0.57715711
-5.06353177,3.63085263,0.61410670,0.19067193,0.00686926,1.13816394,1.64097952,1.74950857,0.01339312,0.58665891
-5.05752876,3.67535915,0.63710198,0.19001869,0.00699670,1.15175342,1.67832649,1.76680367,0.01341023,0.59615940
-5.05152576,3.71982351,0.66355067,0.18940051,0.00713118,1.16427975,1.71338047,1.78468266,0.01345777,0.60568994
-5.04552276,3.76495376,0.69329525,0.18893044,0.00727653,1.17592203,1.74613927,1.80357219,0.01353930,0.61531006
-5.03951976,3.81148300,0.72616071,0.18872856,0.00743618,1.18685904,1.77662830,1.82390300,0.01365873,0.62509968
-5.03351676,3.86011438,0.76194886,0.18891751,0.00761294,1.19725452,1.80488396,1.84608149,0.01382013,0.63515005
-5.02751376,3.91146683,0.80043197,0.18961787,0.00780880,1.20724360,1.83093714,1.87046177,0.01402754,0.64555388
-5.02151076,3.96602425,0.84134643,0.19094359,0.00802485,1.21692089,1.85479788,1.89731955,0.01428475,0.65639517
-5.01550775,4.02409096,0.88438671,0.19299770,0.00826117,1.22633111,1.87644237,1.92682928,0.01459504,0.66773932
-5.00950475,4.08575572,0.92920060,0.19586851,0.00851676,1.23546260,1.89580295,1.95904558,0.01496098,0.67962415
-5.00350175,4.15086625,0.97538591,0.19962642,0.00878956,1.24424417,1.91276203,1.99388997,0.01538419,0.69205227
-4.99749875,4.21901581,1.02248938,0.20432157,0.00907649,1.25254536,1.92715022,2.03114362,0.01586508,0.70498531
-4.99149575,4.28954270,1.07000811,0.20998235,0.00937360,1.26018026,1.93874917,2.07044651,0.01640276,0.71834042
-4.98549275,4.36154287,1.11739363,0.21661496,0.00967616,1.26691457,1.94729883,2.11130316,0.01699479,0.73198926
-4.97948974,4.43389519,1.16405881,0.22420406,0.00997888,1.27247544,1.95250895,2.15309474,0.01763712,0.74575960
-4.97348674,4.50529859,1.20938753,0.23271440,0.01027614,1.27656388,1.95407424,2.19509710,0.01832401,0.75943951
-4.96748374,4.57431916,1.25274669,0.24209355,0.01056222,1.27886875,1.95169236,2.23650399,0.01904805,0.77278406
-4.96148074,4.63944540,1.29350042,0.25227558,0.01083154,1.27908186,1.94508365,2.27645456,0.01980016,0.78552411
-4.95547774,4.69914907,1.33102568,0.26318543,0.01107895,1.27691332,1.93401170,2.31406390,0.02056978,0.79737682
-4.94947474,4.75194886,1.36472892,0.27474404,0.01129992,1.27210642,1.91830334,2.34845546,0.02134499,0.80805744
-4.94347174,4.79647417,1.39406281,0.28687380,0.01149078,1.26445127,1.89786700,2.37879396,0.02211276,0.81729168
-4.93746873,4.83152592,1.41854260,0.29950409,0.01164892,1.25379673,1.87270842,2.40431740,0.02285929,0.82482814
-4.93146573,4.85613184,1.43776117,0.31257679,0.01177288,1.24005980,1.84294248,2.42436684,0.02357030,0.83045010
-4.92546273,4.86959351,1.45140233,0.32605118,0.01186246,1.22323233,1.80880071,2.43841271,0.02423145,0.83398610
-4.91945973,4.87152299,1.45925152,0.33990820,0.01191877,1.20338463,1.77063374,2.44607654,0.02482874,0.83531878
-4.91345673,4.86186734,1.46120367,0.35415352,0.01194417,1.18066582,1.72890837,2.44714703,0.02534891,0.83439147
-4.90745373,4.84091954,1.45726767,0.36881934,0.01194223,1.15530105,1.68419941,2.44158999,0.02577987,0.83121223
-4.90145073,4.80931528,1.44756732,0.38396456,0.01191757,1.12758560,1.63717639,2.42955138,0.02611107,0.82585511
-4.89544772,4.76801531,1.43233856,0.39967325,0.01187570,1.09787619,1.58858565,2.41135334,0.02633386,0.81845843
-4.88944472,4.71827380,1.41192311,0.41605128,0.01182280,1.06657991,1.53922862,2.38748338,0.02644178,0.80922028
-4.88344172,4.66159394,1.38675874,0.43322111,0.01176546,1.03414112,1.48993695,2.35857682,0.02643077,0.79839128
-4.87743872,4.59967218,1.35736638,0.45131492,0.01171042,1.00102702,1.44154587,2.32539338,0.02629928,0.78626503
-4.87143572,4.53433347,1.32433463,0.47046622,0.01166426,0.96771234,1.39486653,2.28878857,0.02604837,0.77316657
-4.86543272,4.46745999,1.28830217,0.49080036,0.01163318,0.93466380,1.35065877,2.24968124,0.02568163,0.75943940
-4.85942971,4.40091643,1.24993879,0.51242431,0.01162266,0.90232499,1.30960537,2.20901839,0.02520503,0.74543171
-4.85342671,4.33647514,1.20992570,0.53541623,0.01163725,0.87110217,1.27228886,2.16773899,0.02462673,0.73148239
-4.84742371,4.27574433,1.16893590,0.55981548,0.01168036,0.84135168,1.23917208,2.12673815,0.02395678,0.71790750
-4.84142071,4.22010293,1.12761538,0.58561357,0.01175409,0.81336933,1.21058311,2.08683346,0.02320673,0.70498791
-4.83541771,4.17064505,1.08656593,0.61274684,0.01185911,0.78738226,1.18670559,2.04873490,0.02238925,0.69295856
-4.82941471,4.12813713,1.04633026,0.64109125,0.01199463,0.76354359,1.16757476,2.01301992,0.02151771,0.68200007
-4.82341171,4.09298994,1.00737998,0.67045990,0.01215836,0.74193006,1.15307954,1.98011478,0.02060575,0.67223298
-4.81740870,4.06524729,0.97010704,0.70060372,0.01234663,0.72254288,1.14297085,1.95028329,0.01966686,0.66371500
-4.81140570,4.04459246,0.93481893,0.73121538,0.01255447,0.70531157,1.13687582,1.92362343,0.01871398,0.65644145
-4.80540270,4.03037246,0.90173789,0.76193673,0.01277584,0.69010092,1.13431760,1.90007231,0.01775922,0.65034888
-4.79939970,4.02163958,0.87100406,0.79236951,0.01300384,0.67672061,1.13474009,1.87941918,0.01681352,0.64532183
-4.79339670,4.01720855,0.84268246,0.82208896,0.01323098,0.66493719,1.13753667,1.86132607,0.01588653,0.64120227
-4.78739370,4.01572698,0.81677346,0.85066009,0.01344952,0.65448799,1.14208192,1.84535505,0.01498643,0.63780159
-4.78139070,4.01575615,0.79322608,0.87765567,0.01365176,0.64509636,1.14776512,1.83100100,0.01411987,0.63491425
-4.77538769,4.01585825,0.77195361,0.90267526,0.01383039,0.63648756,1.15402423,1.81772805,0.01329205,0.63233279
-4.76938469,4.01468619,0.75285055,0.92536444,0.01397878,0.62840478,1.16037891,1.80500816,0.01250675,0.62986326
-4.76338169,4.01107156,0.73581009,0.94543319,0.01409129,0.62062448,1.16646131,1.79235981,0.01176648,0.62734042
-4.75737869,4.00410654,0.72074108,0.96267252,0.01416350,0.61297048,1.17204325,1.77938483,0.01107265,0.62464192
-4.75137569,3.99321562,0.70758370,0.97696849,0.01419242,0.60532616,1.17705864,1.76580155,0.01042576,0.62170088
-4.74537269,3.97821357,0.69632269,0.98831279,0.01417661,0.59764428,1.18161998,1.75147262,0.00982563,0.61851606
-4.73936968,3.95934653,0.68699765,0.99680936,0.01411628,0.58995387,1.18602829,1.73642590,0.00927157,0.61515911
-4.73336668,3.93731404,0.67970951,1.00267641,0.01401325,0.58236401,1.19077566,1.72086747,0.00876261,0.61177869
-4.72736368,3.91327049,0.67462278,1.00624392,0.01387091,0.57506423,1.19654022,1.70518586,0.00829765,0.60860082
-4.72136068,3.88880565,0.67196336,1.00794631,0.01369405,0.56832138,1.20417338,1.68994736,0.00787557,0.60592567
-4.71535768,3.86590446,0.67201182,1.00831076,0.01348869,0.56247320,1.21467955,1.67588231,0.00749540,0.60412057
-4.70935468,3.84688774,0.67509224,1.00794142,0.01326180,0.55791860,1.22918878,1.66386290,0.00715631,0.60360960
-4.70335168,3.83433563,0.68155721,1.00750024,0.01302101,0.55510510,1.24892312,1.65487350,0.00685769,0.60485998
-4.69734867,3.83099689,0.69176933,1.00768522,0.01277427,0.55451365,1.27515746,1.64997445,0.00659909,0.60836566
-4.69134567,3.83968728,0.70608026,1.00920681,0.01252956,0.55664158,1.30917610,1.65026099,0.00638025,0.61462886
-4.68534267,3.86318086,0.72480804,1.01276349,0.01229450,0.56198394,1.35222628,1.65681879,0.00620098,0.62413997
-4.67933967,3.90409850,0.74821390,1.01901748,0.01207607,0.57101411,1.40547006,1.67067799,0.00606109,0.63735677
-4.67333667,3.96479740,0.77647947,1.02857149,0.01188031,0.58416410,1.46993607,1.69276740,0.00596032,0.65468347
-4.66733367,4.04726615,0.80968573,1.04194733,0.01171208,0.60180541,1.54647266,1.72387082,0.00589825,0.67645058
-4.66133067,4.15302885,0.84779460,1.05956720,0.01157487,0.62423090,1.63570398,1.76458703,0.00587419,0.70289620
-4.65532766,4.28306222,0.89063427,1.08173827,0.01147069,0.65163851,1.73799063,1.81529510,0.00588710,0.73414957
-4.64932466,4.43772867,0.93788908,1.10864100,0.01139997,0.68411721,1.85339620,1.87612635,0.00593557,0.77021751
-4.64332166,4.61672797,0.98909464,1.14032168,0.01136162,0.72163598,1.98166133,1.94694415,0.00601772,0.81097437
