energy_ev,total_up,Cu_p_up,Cu_d_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.72386193,4.55596104,0.77140755,1.27630548,1.84374677,0.87530760,0.00223423,0.97230088,0.00483821,1.59507461
-5.71785893,4.62160945,0.77579769,1.30698525,1.86465691,0.88589919,0.00212838,0.97922792,0.00458184,1.62242804
-5.71185593,4.67477927,0.77813595,1.33459087,1.88050244,0.89402812,0.00201464,0.98313736,0.00433843,1.64524177
-5.70585293,4.71447956,0.77822642,1.35886115,1.89068996,0.89948125,0.00189483,0.98372511,0.00410909,1.66325564
-5.69984992,4.73993395,0.77593070,1.37959072,1.89469858,0.90208675,0.00177082,0.98073145,0.00389559,1.67629048
-5.69384692,4.75059011,0.77116754,1.39662842,1.89209684,0.90171745,0.00164445,0.97395100,0.00370022,1.68424554
-5.68784392,4.74612503,0.76391112,1.40987459,1.88255825,0.89829338,0.00151750,0.96324172,0.00352573,1.68709451
-5.68184092,4.72644588,0.75418830,1.41927725,1.86587434,0.89178338,0.00139162,0.94853234,0.00337531,1.68488025
-5.67583792,4.69168664,0.74207488,1.42482771,1.84196470,0.88220577,0.00126830,0.92982797,0.00325242,1.67770866
-5.66983492,4.64220017,0.72769100,1.42655573,1.81088322,0.86962785,0.00114884,0.90721325,0.00316082,1.66574204
-5.66383192,4.57854628,0.71119595,1.42452460,1.77282019,0.85416438,0.00103437,0.88085288,0.00310444,1.64919199
-5.65782891,4.50147576,0.69278245,1.41882653,1.72809984,0.83597491,0.00092576,0.85098941,0.00308731,1.62831244
-5.65182591,4.41191115,0.67267064,1.40957834,1.67717357,0.81525999,0.00082373,0.81793817,0.00311350,1.60339272
-5.64582291,4.31092449,0.65110191,1.39691790,1.62060886,0.79225649,0.00072873,0.78207962,0.00318702,1.57475107
-5.63981991,4.19971289,0.62833266,1.38100138,1.55907435,0.76723204,0.00064107,0.74384928,0.00331170,1.54272861
-5.63381691,4.07957264,0.60462827,1.36200123,1.49332184,0.74047877,0.00056086,0.70372577,0.00349111,1.50768386
-5.62781391,3.95187243,0.58025723,1.34010512,1.42416582,0.71230661,0.00048807,0.66221745,0.00372839,1.46998784
-5.62181091,3.81802655,0.55548568,1.31551554,1.35246143,0.68303634,0.00042253,0.61984814,0.00402617,1.43001971
-5.61580790,3.67946871,0.53057230,1.28844999,1.27908195,0.65299249,0.00036396,0.57714270,0.00438633,1.38816286
-5.60980490,3.53762696,0.50576380,1.25914161,1.20489634,0.62249656,0.00031200,0.53461298,0.00480991,1.34480143
-5.60380190,3.39390032,0.48129093,1.22783977,1.13074816,0.59186042,0.00026625,0.49274467,0.00529692,1.30031698
-5.59779890,3.24963742,0.45736500,1.19481070,1.05743618,0.56138036,0.00022622,0.45198573,0.00584616,1.25508534
-5.59179590,3.10611749,0.43417515,1.16033747,0.98569765,0.53133178,0.00019145,0.41273650,0.00645510,1.20947349
-5.58579290,2.96453375,0.41188616,1.12471945,0.91619436,0.50196466,0.00016144,0.37534215,0.00711977,1.16383631
-5.57978989,2.82597939,0.39063686,1.08827079,0.84950218,0.47349987,0.00013571,0.34008732,0.00783464,1.11851324
-5.57378689,2.69143613,0.37053922,1.05131788,0.78610379,0.44612645,0.00011377,0.30719318,0.00859259,1.07382480
-5.56778389,2.56176525,0.35167800,1.01419573,0.72638499,0.41999976,0.00009520,0.27681680,0.00938493,1.03006906
-5.56178089,2.43770114,0.33411095,0.97724327,0.67063402,0.39524061,0.00007956,0.24905267,0.01020146,0.98751806
-5.55577789,2.31984724,0.31786963,0.94079769,0.61904402,0.37193521,0.00006648,0.22393609,0.01103057,0.94641440
-5.54977489,2.20867434,0.30296067,0.90518798,0.57171794,0.35013599,0.00005559,0.20144816,0.01185948,0.90696810
-5.54377189,2.10452110,0.28936751,0.87072800,0.52867566,0.32986319,0.00004658,0.18152205,0.01267449,0.86935395
-5.53776888,2.00759685,0.27705264,0.83770933,0.48986273,0.31110706,0.00003917,0.16405006,0.01346125,0.83370945
-5.53176588,1.91798653,0.26596005,0.80639430,0.45516037,0.29383074,0.00003310,0.14889127,0.01420519,0.80013359
-5.52576288,1.83565775,0.25601817,0.77700960,0.42439621,0.27797355,0.00002816,0.13587930,0.01489187,0.76868655
-5.51975988,1.76046981,0.24714284,0.74974067,0.39735521,0.26345462,0.00002415,0.12482995,0.01550745,0.73939039
-5.51375688,1.69218462,0.23924050,0.72472748,0.37379066,0.25017690,0.00002091,0.11554840,0.01603905,0.71223085
-5.50775388,1.63047932,0.23221147,0.70206170,0.35343452,0.23803116,0.00001828,0.10783587,0.01647522,0.68716019
-5.50175088,1.57496029,0.22595302,0.68178562,0.33600719,0.22690014,0.00001616,0.10149538,0.01680629,0.66410099
-5.49574787,1.52517844,0.22036251,0.66389293,0.32122621,0.21666253,0.00001444,0.09633671,0.01702469,0.64295085
-5.48974487,1.48064522,0.21534008,0.64833125,0.30881392,0.20719681,0.00001304,0.09218040,0.01712523,0.62358775
-5.48374187,1.44084908,0.21079121,0.63500658,0.29850386,0.19838480,0.00001188,0.08886080,0.01710526,0.60587593
-5.47773887,1.40527197,0.20662882,0.62378920,0.29004591,0.19011478,0.00001090,0.08622826,0.01696477,0.58967202
-5.47173587,1.37340529,0.20277499,0.61452101,0.28321023,0.18228425,0.00001007,0.08415038,0.01670636,0.57483121
-5.46573287,1.34476491,0.19916225,0.60702385,0.27778999,0.17480209,0.00000934,0.08251258,0.01633517,0.56121316
-5.45972986,1.31890489,0.19573439,0.60110838,0.27360301,0.16759028,0.00000869,0.08121802,0.01585871,0.54868747
-5.45372686,1.29542921,0.19244686,0.59658320,0.27049246,0.16058496,0.00000809,0.08018696,0.01528652,0.53713855
-5.44772386,1.27400142,0.18926677,0.59326362,0.26832666,0.15373704,0.00000754,0.07935571,0.01462993,0.52646954
-5.44172086,1.25435167,0.18617248,0.59097976,0.26699821,0.14701215,0.00000700,0.07867523,0.01390161,0.51660531
-5.43571786,1.23628099,0.18315291,0.58958344,0.26642253,0.14039016,0.00000650,0.07810962,0.01311517,0.50749434
-5.42971486,1.21966258,0.18020656,0.58895365,0.26653597,0.13386427,0.00000600,0.07763440,0.01228476,0.49910943
-5.42371186,1.20444015,0.17734033,0.58900012,0.26729352,0.12743963,0.00000553,0.07723477,0.01142460,0.49144726
-5.41770885,1.19062323,0.17456815,0.58966505,0.26866632,0.12113171,0.00000507,0.07690393,0.01054862,0.48452675
-5.41170585,1.17827965,0.17190958,0.59092266,0.27063894,0.11496440,0.00000463,0.07664141,0.00967005,0.47838634
-5.40570285,1.16752553,0.16938826,0.59277672,0.27320652,0.10896797,0.00000421,0.07645149,0.00880114,0.47308028
-5.39969985,1.15851298,0.16703036,0.59525617,0.27637184,0.10317698,0.00000382,0.07634180,0.00795289,0.46867403
-5.39369685,1.15141610,0.16486311,0.59840901,0.28014220,0.09762814,0.00000346,0.07632198,0.00713489,0.46523905
-5.38769385,1.14641572,0.16291325,0.60229491,0.28452640,0.09235833,0.00000313,0.07640243,0.00635512,0.46284697
-5.38169085,1.14368361,0.16120558,0.60697677,0.28953157,0.08740272,0.00000285,0.07659325,0.00561997,0.46156367
-5.37568784,1.14336669,0.15976165,0.61251191,0.29516001,0.08279317,0.00000262,0.07690324,0.00493421,0.46144319
-5.36968484,1.14557196,0.15859841,0.61894310,0.30140622,0.07855681,0.00000244,0.07733902,0.00430106,0.46252197
-5.36368184,1.15035290,0.15772712,0.62629032,0.30825387,0.07471499,0.00000234,0.07790426,0.00372225,0.46481352
-5.35767884,1.15769791,0.15715230,0.63454332,0.31567320,0.07128257,0.00000231,0.07859901,0.00319822,0.46830387
-5.35167584,1.16752132,0.15687095,0.64365573,0.32361863,0.06826754,0.00000238,0.07941917,0.00272825,0.47294794
-5.34567284,1.17965758,0.15687193,0.65354087,0.33202684,0.06567095,0.00000257,0.08035606,0.00231065,0.47866712
-5.33966983,1.19385898,0.15713561,0.66406976,0.34081552,0.06348726,0.00000290,0.08139613,0.00194293,0.48534810
-5.33366683,1.20979698,0.15763376,0.67507120,0.34988269,0.06170497,0.00000340,0.08252088,0.00162202,0.49284323
-5.32766383,1.22706742,0.15832981,0.68633421,0.35910694,0.06030754,0.00000411,0.08370693,0.00134442,0.50097228
-5.32166083,1.24519942,0.15917940,0.69761276,0.36834846,0.05927453,0.00000506,0.08492622,0.00110636,0.50952578
-5.31565783,1.26366768,0.16013125,0.70863236,0.37745105,0.05858299,0.00000630,0.08614651,0.00090395,0.51826970
-5.30965483,1.28190777,0.16112838,0.71909862,0.38624500,0.05820894,0.00000790,0.08733199,0.00073332,0.52695145
-5.30365183,1.29933392,0.16210962,0.72870702,0.39455088,0.05812887,0.00000993,0.08844410,0.00059069,0.53530699
-5.29764882,1.31535846,0.16301141,0.73715371,0.40218409,0.05832132,0.00001246,0.08944250,0.00047247,0.54306875
-5.29164582,1.32941221,0.16376975,0.74414680,0.40895998,0.05876828,0.00001557,0.09028624,0.00037529,0.54997406
-5.28564282,1.34096493,0.16432237,0.74941748,0.41469944,0.05945653,0.00001937,0.09093490,0.00029609,0.55577386
-5.27963982,1.34954497,0.16461089,0.75273067,0.41923471,0.06037860,0.00002396,0.09134989,0.00023208,0.56024122
-5.27363682,1.35475715,0.16458298,0.75389461,0.42241507,0.06153363,0.00002945,0.09149574,0.00018079,0.56317934
-5.26763382,1.35629823,0.16419437,0.75276888,0.42411226,0.06292768,0.00003596,0.09134127,0.00014006,0.56442872
-5.26163082,1.35396907,0.16341066,0.74927064,0.42422533,0.06457378,0.00004361,0.09086070,0.00010801,0.56387320
-5.25562781,1.34768299,0.16220883,0.74337865,0.42268460,0.06649151,0.00005252,0.09003465,0.00008303,0.56144451
-5.24962481,1.33746987,0.16057827,0.73513502,0.41945473,0.06870613,0.00006281,0.08885083,0.00006377,0.55712516
-5.24362181,1.32347573,0.15852149,0.72464442,0.41453645,0.07124727,0.00007459,0.08730459,0.00004910,0.55094952
-5.23761881,1.30595772,0.15605421,0.71207096,0.40796712,0.07414726,0.00008794,0.08539919,0.00003808,0.54300304
-5.23161581,1.28527461,0.15320502,0.69763266,0.39981990,0.07743903,0.00010294,0.08314576,0.00002995,0.53341947
-5.22561281,1.26187328,0.15001442,0.68159394,0.39020156,0.08115381,0.00011964,0.08056303,0.00002408,0.52237639
-5.21960980,1.23627146,0.14653351,0.66425619,0.37924915,0.08531855,0.00013805,0.07767677,0.00001997,0.51008895
-5.21360680,1.20903767,0.14282206,0.64594706,0.36712549,0.08995326,0.00015815,0.07451904,0.00001723,0.49680227
-5.20760380,1.18076905,0.13894637,0.62700869,0.35401380,0.09506846,0.00017987,0.07112717,0.00001555,0.48278269
-5.20160080,1.15206798,0.13497673,0.60778549,0.34011166,0.10066267,0.00020311,0.06754265,0.00001467,0.46830815
-5.19559780,1.12351862,0.13098480,0.58861197,0.32562458,0.10672028,0.00022771,0.06380987,0.00001441,0.45365834
-5.18959480,1.09566432,0.12704085,0.56980106,0.31075947,0.11320982,0.00025345,0.05997483,0.00001460,0.43910469
-5.18359180,1.06898684,0.12321115,0.55163347,0.29571827,0.12008280,0.00028008,0.05608382,0.00001514,0.42490092
-5.17758879,1.04388844,0.11955548,0.53434852,0.28069202,0.12727316,0.00030729,0.05218218,0.00001592,0.41127433
-5.17158579,1.02067753,0.11612494,0.51813684,0.26585563,0.13469754,0.00033471,0.04831313,0.00001686,0.39841839
-5.16558279,0.99955857,0.11296026,0.50313511,0.25136352,0.14225623,0.00036197,0.04451676,0.00001791,0.38648671
-5.15957979,0.98062673,0.11009042,0.48942332,0.23734628,0.14983505,0.00038863,0.04082917,0.00001901,0.37558889
-5.15357679,0.96386739,0.10753197,0.47702432,0.22390852,0.15730786,0.00041426,0.03728180,0.00002012,0.36578826
-5.14757379,0.94916069,0.10528884,0.46590591,0.21112782,0.16453989,0.00043841,0.03390098,0.00002121,0.35710160
-5.14157079,0.93629072,0.10335272,0.45598521,0.19905491,0.17139159,0.00046064,0.03070767,0.00002222,0.34950088
-5.13556778,0.92495897,0.10170401,0.44713507,0.18771490,0.17772298,0.00048052,0.02771743,0.00002316,0.34291691
-5.12956478,0.91480131,0.10031330,0.43919231,0.17710946,0.18339826,0.00049766,0.02494054,0.00002397,0.33724467
-5.12356178,0.90540770,0.09914319,0.43196724,0.16721982,0.18829047,0.00051171,0.02238229,0.00002466,0.33234997
-5.11755878,0.89634371,0.09815052,0.42525405,0.15801042,0.19228607,0.00052238,0.02004349,0.00002521,0.32807733
-5.11155578,0.88717262,0.09728875,0.41884165,0.14943289,0.19528914,0.00052945,0.01792095,0.00002561,0.32425837
-5.10555278,0.87747727,0.09651045,0.41252425,0.14143030,0.19722509,0.00053277,0.01600818,0.00002586,0.32072058
-5.09954977,0.86688045,0.09576982,0.40611149,0.13394131,0.19804364,0.00053227,0.01429603,0.00002597,0.31729587
-5.09354677,0.85506303,0.09502494,0.39943733,0.12690424,0.19772100,0.00052796,0.01277341,0.00002596,0.31382855
-5.08754377,0.84177899,0.09423994,0.39236766,0.12026063,0.19626106,0.00051994,0.01142798,0.00002584,0.31018242
-5.08154077,0.82686677,0.09338668,0.38480609,0.11395836,0.19369569,0.00050838,0.01024678,0.00002565,0.30624657
-5.07553777,0.81025659,0.09244613,0.37669787,0.10795418,0.19008399,0.00049355,0.00921685,0.00002543,0.30193983
-5.06953477,0.79197351,0.09140935,0.36803187,0.10221554,0.18551066,0.00047576,0.00832572,0.00002525,0.29721347
-5.06353177,0.77213647,0.09027788,0.35884055,0.09672173,0.18008358,0.00045537,0.00756185,0.00002518,0.29205240
-5.05752876,0.75095335,0.08906391,0.34919813,0.09146441,0.17393069,0.00043281,0.00691498,0.00002531,0.28647461
-5.05152576,0.72871279,0.08778987,0.33921715,0.08644739,0.16719635,0.00040853,0.00637635,0.00002574,0.28052922
-5.04552276,0.70577314,0.08648779,0.32904368,0.08168597,0.16003741,0.00038299,0.00593887,0.00002661,0.27429310
-5.03951976,0.68254942,0.08519838,0.31885154,0.07720576,0.15261917,0.00035667,0.00559717,0.00002809,0.26786646
-5.03351676,0.65949895,0.08396989,0.30883586,0.07304110,0.14511135,0.00033004,0.00534757,0.00003034,0.26136762
-5.02751376,0.63710639,0.08285688,0.29920631,0.06923326,0.13768434,0.00030356,0.00518797,0.00003361,0.25492720
-5.02151076,0.61586894,0.08191895,0.29018033,0.06582842,0.13050579,0.00027765,0.00511772,0.00003814,0.24868215
-5.01550775,0.59628230,0.08121944,0.28197670,0.06287560,0.12373772,0.00025272,0.00513735,0.00004423,0.24276974
-5.00950475,0.57882777,0.08082428,0.27480957,0.06042460,0.11753410,0.00022912,0.00524833,0.00005222,0.23732191
-5.00350175,0.56396102,0.08080085,0.26888321,0.05852398,0.11203908,0.00020720,0.00545278,0.00006250,0.23246004
-4.99749875,0.55210252,0.08121698,0.26438751,0.05721917,0.10738569,0.00018722,0.00575311,0.00007552,0.22829039
-4.99149575,0.54362985,0.08214006,0.26149435,0.05655080,0.10369510,0.00016944,0.00615169,0.00009175,0.22490030
-4.98549275,0.53887175,0.08363614,0.26035463,0.05655309,0.10107625,0.00015406,0.00665055,0.00011173,0.22235522
-4.97948974,0.53810381,0.08576915,0.26109620,0.05725261,0.09962573,0.00014126,0.00725100,0.00013602,0.22069655
-4.97348674,0.54154543,0.08860007,0.26382223,0.05866711,0.09942795,0.00013118,0.00795334,0.00016525,0.21994034
-4.96748374,0.54935794,0.09218601,0.26861018,0.06080466,0.10055524,0.00012392,0.00875659,0.00020005,0.22007679
-4.96148074,0.56164357,0.09657926,0.27551116,0.06366292,0.10306793,0.00011957,0.00965821,0.00024106,0.22107051
-4.95547774,0.57844495,0.10182613,0.28454954,0.06722870,0.10701427,0.00011820,0.01065394,0.00028893,0.22286142
-4.94947474,0.59974503,0.10796578,0.29572280,0.07147766,0.11243005,0.00011984,0.01173765,0.00034426,0.22536640
-4.94347174,0.62546734,0.11502874,0.30900162,0.07637428,0.11933798,0.00012452,0.01290121,0.00040764,0.22848141
-4.93746873,0.65547648,0.12303557,0.32433005,0.08187198,0.12774675,0.00013222,0.01413457,0.00047953,0.23208413
-4.93146573,0.68957894,0.13199528,0.34162608,0.08791355,0.13764979,0.00014293,0.01542573,0.00056034,0.23603713
-4.92546273,0.72752450,0.14190391,0.36078245,0.09443164,0.14902386,0.00015659,0.01676093,0.00065032,0.24019139
-4.91945973,0.76900822,0.15274327,0.38166796,0.10134970,0.16182753,0.00017313,0.01812482,0.00074955,0.24439011
-4.91345673,0.81367346,0.16447989,0.40412941,0.10858293,0.17599969,0.00019242,0.01950076,0.00085793,0.24847289
-4.90745373,0.86111616,0.17706446,0.42799426,0.11603957,0.19145822,0.00021432,0.02087111,0.00097515,0.25228001
-4.90145073,0.91089061,0.19043168,0.45307427,0.12362240,0.20809907,0.00023865,0.02221767,0.00110067,0.25565679
-4.89544772,0.96251703,0.20450088,0.47917011,0.13123037,0.22579572,0.00026516,0.02352207,0.00123372,0.25845791
-4.88944472,1.01549108,0.21917734,0.50607712,0.13876049,0.24439942,0.00029359,0.02476623,0.00137326,0.26055164
-4.88344172,1.06929542,0.23435439,0.53359227,0.14610980,0.26374019,0.00032362,0.02593285,0.00151804,0.26182363
-4.87743872,1.12341329,0.24991647,0.56152218,0.15317744,0.28362860,0.00035490,0.02700587,0.00166658,0.26218039
-4.87143572,1.17734393,0.26574296,0.58969223,0.15986684,0.30385862,0.00038702,0.02797090,0.00181724,0.26155213
-4.86543272,1.23061958,0.28171285,0.61795650,0.16608782,0.32421126,0.00041957,0.02881569,0.00196820,0.25989489
-4.85942971,1.28282363,0.29771011,0.64620829,0.17175876,0.34445917,0.00045210,0.02953047,0.00211760,0.25719193
-4.85342671,1.33360932,0.31362958,0.67439088,0.17680852,0.36437193,0.00048415,0.03010828,0.00226351,0.25345422
-4.84742371,1.38271833,0.32938318,0.70250816,0.18117834,0.38372195,0.00051527,0.03054523,0.00240408,0.24872001
-4.84142071,1.42999851,0.34490621,0.73063451,0.18482337,0.40229069,0.00054500,0.03084065,0.00253757,0.24305361
-4.83541771,1.47541982,0.36016347,0.75892358,0.18771403,0.41987504,0.00057293,0.03099721,0.00266243,0.23654316
-4.82941471,1.51908772,0.37515486,0.78761532,0.18983698,0.43629350,0.00059869,0.03102087,0.00277740,0.22929783
-4.82341171,1.56125305,0.38992021,0.81704073,0.19119572,0.45139185,0.00062194,0.03092085,0.00288157,0.22144423
-4.81740870,1.60231770,0.40454294,0.84762378,0.19181082,0.46504817,0.00064244,0.03070942,0.00297442,0.21312244
-4.81140570,1.64283531,0.41915249,0.87988016,0.19171964,0.47717678,0.00065999,0.03040165,0.00305592,0.20448163
-4.80540270,1.68350649,0.43392508,0.91441239,0.19097573,0.48773095,0.00067449,0.03001504,0.00312652,0.19567562
-4.79939970,1.72516832,0.44908278,0.95190106,0.18964767,0.49670430,0.00068593,0.02956917,0.00318718,0.18685846
-4.79339670,1.76877785,0.46489069,0.99309220,0.18781759,0.50413062,0.00069436,0.02908519,0.00323938,0.17818016
-4.78739370,1.81538989,0.48165241,1.03878077,0.18557925,0.51008222,0.00069994,0.02858529,0.00328510,0.16978286
-4.78139070,1.86612956,0.49970355,1.08979060,0.18303585,0.51466682,0.00070288,0.02809219,0.00332674,0.16179743
-4.77538769,1.92216014,0.51940377,1.14695119,0.18029744,0.51802304,0.00070349,0.02762850,0.00336711,0.15434070
-4.76938469,1.98464723,0.54112728,1.21107208,0.17747828,0.52031482,0.00070210,0.02721618,0.00340932,0.14751322
-4.76338169,2.05472057,0.56525226,1.28291557,0.17469396,0.52172479,0.00069911,0.02687594,0.00345669,0.14139787
-4.75737869,2.13343453,0.59214952,1.36316872,0.17205851,0.52244715,0.00069492,0.02662668,0.00351265,0.13605893
-4.75137569,2.22172907,0.62217067,1.45241576,0.16968159,0.52268009,0.00068995,0.02648500,0.00358062,0.13154196
-4.74537269,2.32039250,0.65563627,1.55111192,0.16766571,0.52261832,0.00068463,0.02646471,0.00366392,0.12787411
-4.73936968,2.43002759,0.69282442,1.65955994,0.16610378,0.52244584,0.00067934,0.02657649,0.00376561,0.12506508
-4.73336668,2.55102244,0.73395993,1.77789012,0.16507684,0.52232929,0.00067444,0.02682753,0.00388844,0.12310833
-4.72736368,2.68352733,0.77920467,1.90604498,0.16465220,0.52241225,0.00067026,0.02722137,0.00403471,0.12198276
-4.72136068,2.82743846,0.82864921,2.04376925,0.16488192,0.52281048,0.00066705,0.02775777,0.00420619,0.12165452
-4.71535768,2.98238942,0.88230598,2.19060563,0.16580173,0.52360843,0.00066503,0.02843275,0.00440407,0.12207899
-4.70935468,3.14775048,0.94010422,2.34589678,0.16743037,0.52485699,0.00066435,0.02923862,0.00462889,0.12320280
-4.70335168,3.32263603,1.00188667,2.50879323,0.16976945,0.52657260,0.00066511,0.03016430,0.00488053,0.12496585
-4.69734867,3.50591950,1.06740816,2.67826729,0.17280359,0.52873763,0.00066736,0.03119553,0.00515818,0.12730319
-4.69134567,3.69625522,1.13633591,2.85313207,0.17650115,0.53130193,0.00067112,0.03231535,0.00546034,0.13014679
-4.68534267,3.89210633,1.20825176,3.03206496,0.18081512,0.53418553,0.00067636,0.03350451,0.00578485,0.13342717
-4.67933967,4.09177744,1.28265593,3.21363466,0.18568454,0.53728226,0.00068304,0.03474205,0.00612894,0.13707474
-4.67333667,4.29345070,1.35897240,3.39633051,0.19103604,0.54046408,0.00069112,0.03600583,0.00648929,0.14102100
-4.66733367,4.49522406,1.43655581,3.57859305,0.19678569,0.54358602,0.00070052,0.03727311,0.00686206,0.14519951
-4.66133067,4.69515017,1.51469971,3.75884462,0.20284094,0.54649153,0.00071123,0.03852118,0.00724301,0.14954665
-4.65532766,4.89127475,1.59264613,3.93551901,0.20910280,0.54901794,0.00072319,0.03972788,0.00762756,0.15400215
-4.64932466,5.08167333,1.66959638,4.10708916,0.21546799,0.55100204,0.00073641,0.04087214,0.00801088,0.15850946
-4.64332166,5.26448538,1.74472304,4.27209221,0.22183113,0.55228544,0.00075091,0.04193450,0.00838799,0.16301604
