energy_ev,total_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.68184092,4.83721841,0.00818506,0.46704041,1.53563485,1.47180312,0.01433476,2.69153612,1.20247483,0.46590029
-5.67583792,4.76630691,0.00773140,0.46068476,1.53020323,1.43470459,0.01384397,2.66784521,1.20197836,0.45936513
-5.66983492,4.68771849,0.00730927,0.45385579,1.52202611,1.39527104,0.01333692,2.63965079,1.19970682,0.45198918
-5.66383192,4.60196027,0.00691665,0.44648857,1.51088461,1.35398627,0.01281478,2.60706833,1.19547506,0.44382692
-5.65782891,4.50955769,0.00655084,0.43852269,1.49658290,1.31131820,0.01227916,2.57023366,1.18911545,0.43494011
-5.65182591,4.41105258,0.00620866,0.42990695,1.47896069,1.26770942,0.01173217,2.52930376,1.18048599,0.42539680
-5.64582291,4.30700048,0.00588670,0.42060337,1.45790407,1.22356921,0.01117639,2.48445656,1.16947690,0.41527006
-5.63981991,4.19796718,0.00558155,0.41059032,1.43335409,1.17926718,0.01061484,2.43588978,1.15601578,0.40463641
-5.63381691,4.08452436,0.00528993,0.39986456,1.40531251,1.13512865,0.01005092,2.38381896,1.14007082,0.39357422
-5.62781391,3.96724477,0.00500888,0.38844222,1.37384481,1.09143200,0.00948827,2.32847478,1.12165219,0.38216198
-5.62181091,3.84669721,0.00473586,0.37635866,1.33908012,1.04840791,0.00893071,2.27010003,1.10081173,0.37047663
-5.61580790,3.72344156,0.00446885,0.36366732,1.30120851,1.00624043,0.00838212,2.20894642,1.07764090,0.35859205
-5.60980490,3.59802462,0.00420637,0.35043766,1.26047571,0.96506988,0.00784630,2.14527171,1.05226753,0.34657772
-5.60380190,3.47097672,0.00394748,0.33675248,1.21717593,0.92499712,0.00732688,2.07933731,1.02485155,0.33449778
-5.59779890,3.34280986,0.00369180,0.32270471,1.17164312,0.88608922,0.00682721,2.01140665,0.99558003,0.32241035
-5.59179590,3.21401719,0.00343941,0.30839396,1.12424135,0.84838587,0.00635029,1.94174446,0.96466203,0.31036729
-5.58579290,3.08507423,0.00319082,0.29392310,1.07535490,0.81190646,0.00589870,1.87061710,0.93232347,0.29841436
-5.57978989,2.95644145,0.00294686,0.27939497,1.02537843,0.77665725,0.00547457,1.79829373,0.89880232,0.28659168
-5.57378689,2.82856813,0.00270861,0.26490947,0.97470787,0.74263836,0.00507953,1.72504835,0.86434440,0.27493453
-5.56778389,2.70189710,0.00247732,0.25056117,0.92373228,0.70985017,0.00471476,1.65116239,0.82919977,0.26347444
-5.56178089,2.57686971,0.00225428,0.23643739,0.87282689,0.67829887,0.00438099,1.57692748,0.79361982,0.25224026
-5.55577789,2.45393065,0.00204078,0.22261695,0.82234755,0.64800088,0.00407854,1.50264814,0.75785505,0.24125944
-5.54977489,2.33353190,0.00183801,0.20916945,0.77262648,0.61898594,0.00380735,1.42864397,0.72215329,0.23055909
-5.54377189,2.21613524,0.00164701,0.19615509,0.72396937,0.59129886,0.00356707,1.35525091,0.68675838,0.22016703
-5.53776888,2.10221302,0.00146865,0.18362491,0.67665353,0.56499982,0.00335710,1.28282139,0.65190891,0.21011242
-5.53176588,1.99224664,0.00130356,0.17162131,0.63092698,0.54016330,0.00317664,1.21172299,0.61783701,0.20042623
-5.52576288,1.88672263,0.00115214,0.16017886,0.58700817,0.51687593,0.00302473,1.14233562,0.58476682,0.19114129
-5.51975988,1.78612648,0.00101452,0.14932511,0.54508624,0.49523326,0.00290032,1.07504700,0.55291272,0.18229197
-5.51375688,1.69093413,0.00089064,0.13908144,0.50532137,0.47533583,0.00280226,1.01024674,0.52247699,0.17391360
-5.50775388,1.60160177,0.00078018,0.12946376,0.46784526,0.45728488,0.00272933,0.94831909,0.49364705,0.16604145
-5.50175088,1.51855429,0.00068265,0.12048310,0.43276153,0.44117784,0.00268025,0.88963468,0.46659226,0.15870962
-5.49574787,1.44217302,0.00059737,0.11214596,0.40014596,0.42710406,0.00265364,0.83454162,0.44146037,0.15194969
-5.48974487,1.37278357,0.00052355,0.10445446,0.37004665,0.41514090,0.00264804,0.78335645,0.41837380,0.14578929
-5.48374187,1.31064438,0.00046029,0.09740631,0.34248399,0.40535048,0.00266188,0.73635534,0.39742602,0.14025077
-5.47773887,1.25593660,0.00040660,0.09099466,0.31745075,0.39777718,0.00269343,0.69376591,0.37867814,0.13534991
-5.47173587,1.20875605,0.00036147,0.08520780,0.29491220,0.39244600,0.00274079,0.65576030,0.36215613,0.13109491
-5.46573287,1.16910762,0.00032389,0.08002890,0.27480651,0.38936172,0.00280190,0.62244949,0.34784872,0.12748553
-5.45972986,1.13690230,0.00029285,0.07543571,0.25704553,0.38850887,0.00287449,0.59387951,0.33570632,0.12451268
-5.45372686,1.11195726,0.00026738,0.07140048,0.24151600,0.38985238,0.00295609,0.57002934,0.32564110,0.12215825
-5.44772386,1.09399861,0.00024658,0.06788992,0.22808143,0.39333860,0.00304405,0.55081086,0.31752830,0.12039527
-5.44172086,1.08266687,0.00022960,0.06486542,0.21658449,0.39889670,0.00313557,0.53607060,0.31120877,0.11918850
-5.43571786,1.07752466,0.00021569,0.06228353,0.20685008,0.40644008,0.00322775,0.52559328,0.30649276,0.11849514
-5.42971486,1.07806627,0.00020416,0.06009656,0.19868890,0.41586765,0.00331763,0.51910684,0.30316490,0.11826592
-5.42371186,1.08372848,0.00019445,0.05825350,0.19190157,0.42706478,0.00340222,0.51628882,0.30098999,0.11844625
-5.41770885,1.09390218,0.00018605,0.05670108,0.18628304,0.43990396,0.00347867,0.51677363,0.29971963,0.11897753
-5.41170585,1.10794419,0.00017856,0.05538495,0.18162724,0.45424487,0.00354426,0.52016052,0.29909924,0.11979848
-5.40570285,1.12518895,0.00017167,0.05425098,0.17773172,0.46993408,0.00359649,0.52602189,0.29887520,0.12084644
-5.39969985,1.14495959,0.00016513,0.05324659,0.17440213,0.48680451,0.00363321,0.53391165,0.29880193,0.12205859
-5.39369685,1.16657812,0.00015880,0.05232198,0.17145643,0.50467458,0.00365265,0.54337342,0.29864849,0.12337309
-5.38769385,1.18937476,0.00015256,0.05143133,0.16872853,0.52334751,0.00365348,0.55394833,0.29820446,0.12473003
-5.38169085,1.21269617,0.00014640,0.05053380,0.16607134,0.54261093,0.00363486,0.56518238,0.29728498,0.12607232
-5.37568784,1.23591286,0.00014031,0.04959437,0.16335910,0.56223703,0.00359649,0.57663320,0.29573466,0.12734633
-5.36968484,1.25842575,0.00013437,0.04858438,0.16048888,0.58198350,0.00353858,0.58787615,0.29343034,0.12850246
-5.36368184,1.27967223,0.00012867,0.04748194,0.15738130,0.60159555,0.00346188,0.59850994,0.29028257,0.12949565
-5.35767884,1.29913181,0.00012333,0.04627194,0.15398047,0.62080899,0.00336767,0.60816162,0.28623597,0.13028568
-5.35167584,1.31633156,0.00011851,0.04494596,0.15025313,0.63935458,0.00325764,0.61649104,0.28126834,0.13083753
-5.34567284,1.33085154,0.00011438,0.04350186,0.14618718,0.65696347,0.00313393,0.62319494,0.27538884,0.13112166
-5.33966983,1.34233004,0.00011109,0.04194325,0.14178965,0.67337361,0.00299898,0.62801051,0.26863522,0.13111422
-5.33366683,1.35046883,0.00010883,0.04027874,0.13708430,0.68833696,0.00285550,0.63071860,0.26107046,0.13079728
-5.32766383,1.35503798,0.00010778,0.03852120,0.13210887,0.70162695,0.00270635,0.63114640,0.25277886,0.13015905
-5.32166083,1.35588027,0.00010810,0.03668681,0.12691231,0.71304598,0.00255447,0.62916967,0.24386186,0.12919405
-5.31565783,1.35291456,0.00010995,0.03479425,0.12155187,0.72243242,0.00240277,0.62471437,0.23443380,0.12790316
-5.30965483,1.34613803,0.00011347,0.03286386,0.11609050,0.72966663,0.00225407,0.61775756,0.22461771,0.12629368
-5.30365183,1.33562680,0.00011878,0.03091681,0.11059427,0.73467554,0.00211101,0.60832755,0.21454138,0.12437925
-5.29764882,1.32153456,0.00012598,0.02897446,0.10513028,0.73743560,0.00197598,0.59650314,0.20433374,0.12217954
-5.29164582,1.30408915,0.00013515,0.02705777,0.09976479,0.73797362,0.00185103,0.58241182,0.19412169,0.11971995
-5.28564282,1.28358682,0.00014632,0.02518689,0.09456185,0.73636548,0.00173790,0.56622704,0.18402740,0.11703102
-5.27963982,1.26038421,0.00015953,0.02338082,0.08958221,0.73273268,0.00163792,0.54816437,0.17416615,0.11414770
-5.27363682,1.23488837,0.00017473,0.02165721,0.08488278,0.72723683,0.00155203,0.52847671,0.16464468,0.11110853
-5.26763382,1.20754493,0.00019190,0.02003235,0.08051629,0.72007246,0.00148076,0.50744860,0.15556001,0.10795459
-5.26163082,1.17882508,0.00021093,0.01852116,0.07653137,0.71145837,0.00142424,0.48538987,0.14699874,0.10472845
-5.25562781,1.14921182,0.00023173,0.01713730,0.07297282,0.70162820,0.00138222,0.46262862,0.13903672,0.10147307
-5.24962481,1.11918618,0.00025413,0.01589335,0.06988218,0.69082058,0.00135414,0.43950404,0.13173911,0.09823063
-5.24362181,1.08921403,0.00027798,0.01480101,0.06729828,0.67926958,0.00133909,0.41635906,0.12516064,0.09504154
-5.23761881,1.05973414,0.00030307,0.01387133,0.06525799,0.66719590,0.00133592,0.39353324,0.11934615,0.09194350
-5.23161581,1.03114805,0.00032920,0.01311487,0.06379689,0.65479936,0.00134329,0.37135606,0.11433123,0.08897068
-5.22561281,1.00381213,0.00035612,0.01254191,0.06294984,0.64225298,0.00135968,0.35014075,0.11014288,0.08615322
-5.21960980,0.97803213,0.00038362,0.01216252,0.06275147,0.62969902,0.00138347,0.33017902,0.10680027,0.08351680
-5.21360680,0.95406036,0.00041145,0.01198662,0.06323639,0.61724704,0.00141302,0.31173649,0.10431537,0.08108252
-5.20760380,0.93209530,0.00043937,0.01202395,0.06443919,0.60497400,0.00144666,0.29504916,0.10269351,0.07886696
-5.20160080,0.91228349,0.00046717,0.01228395,0.06639412,0.59292619,0.00148280,0.28032066,0.10193375,0.07688246
-5.19559780,0.89472329,0.00049462,0.01277548,0.06913447,0.58112284,0.00151991,0.26772047,0.10202916,0.07513742
-5.18959480,0.87946992,0.00052153,0.01350658,0.07269151,0.56956093,0.00155663,0.25738277,0.10296681,0.07363688
-5.18359180,0.86654130,0.00054773,0.01448404,0.07709325,0.55822081,0.00159171,0.24940594,0.10472766,0.07238301
-5.17758879,0.85592409,0.00057304,0.01571290,0.08236272,0.54707218,0.00162410,0.24385263,0.10728617,0.07137561
-5.17158579,0.84757946,0.00059733,0.01719598,0.08851609,0.53608008,0.00165293,0.24075011,0.11060993,0.07061265
-5.16558279,0.84144795,0.00062048,0.01893328,0.09556061,0.52521028,0.00167749,0.24009091,0.11465905,0.07009057
-5.15957979,0.83745346,0.00064237,0.02092141,0.10349232,0.51443397,0.00169730,0.24183368,0.11938568,0.06980458
-5.15357679,0.83550579,0.00066290,0.02315306,0.11229394,0.50373140,0.00171201,0.24590418,0.12473352,0.06974874
-5.14757379,0.83550210,0.00068198,0.02561650,0.12193281,0.49309440,0.00172146,0.25219641,0.13063755,0.06991598
-5.14157079,0.83732723,0.00069951,0.02829522,0.13235914,0.48252761,0.00172561,0.26057402,0.13702403,0.07029791
-5.13556778,0.84085316,0.00071541,0.03116760,0.14350470,0.47204881,0.00172454,0.27087188,0.14381079,0.07088460
-5.12956478,0.84593818,0.00072958,0.03420686,0.15528211,0.46168811,0.00171845,0.28289819,0.15090809,0.07166431
-5.12356178,0.85242599,0.00074193,0.03738111,0.16758483,0.45148655,0.00170759,0.29643697,0.15821980,0.07262317
-5.11755878,0.86014539,0.00075237,0.04065364,0.18028794,0.44149415,0.00169227,0.31125121,0.16564523,0.07374495
-5.11155578,0.86891083,0.00076079,0.04398346,0.19324990,0.43176784,0.00167283,0.32708674,0.17308140,0.07501088
-5.10555278,0.87852436,0.00076711,0.04732600,0.20631511,0.42236934,0.00164967,0.34367684,0.18042577,0.07639970
-5.09954977,0.88877896,0.00077124,0.05063409,0.21931756,0.41336329,0.00162317,0.36074764,0.18757938,0.07788775
-5.09354677,0.89946367,0.00077311,0.05385910,0.23208517,0.40481586,0.00159372,0.37802421,0.19445021,0.07944938
-5.08754377,0.91037011,0.00077270,0.05695225,0.24444499,0.39679367,0.00156175,0.39523734,0.20095669,0.08105746
-5.08154077,0.92130043,0.00076997,0.05986605,0.25622899,0.38936332,0.00152765,0.41213075,0.20703109,0.08268421
-5.07553777,0.93207623,0.00076496,0.06255580,0.26728013,0.38259131,0.00149186,0.42846854,0.21262267,0.08430203
-5.06953477,0.94254790,0.00075773,0.06498111,0.27745871,0.37654423,0.00145481,0.44404266,0.21770038,0.08588465
-5.06353177,0.95260394,0.00074840,0.06710732,0.28664849,0.37128915,0.00141695,0.45868004,0.22225485,0.08740823
-5.05752876,0.96217953,0.00073713,0.06890687,0.29476245,0.36689403,0.00137875,0.47224912,0.22629972,0.08885256
-5.05152576,0.97126378,0.00072414,0.07036037,0.30174787,0.36342790,0.00134068,0.48466544,0.22987183,0.09020219
-5.04552276,0.97990509,0.00070968,0.07145759,0.30759044,0.36096071,0.00130324,0.49589597,0.23303052,0.09144746
-5.03951976,0.98821414,0.00069404,0.07219796,0.31231718,0.35956272,0.00126692,0.50596200,0.23585588,0.09258541
-5.03351676,0.99636416,0.00067755,0.07259087,0.31599802,0.35930334,0.00123222,0.51494024,0.23844588,0.09362042
-5.02751376,1.00458818,0.00066056,0.07265558,0.31874576,0.36024940,0.00119960,0.52296215,0.24091259,0.09456461
-5.02151076,1.01317338,0.00064340,0.07242077,0.32071457,0.36246285,0.00116951,0.53021124,0.24337764,0.09543788
-5.01550775,1.02245242,0.00062643,0.07192369,0.32209671,0.36599803,0.00114233,0.53691843,0.24596698,0.09626776
-5.00950475,1.03279227,0.00060997,0.07120904,0.32311777,0.37089860,0.00111837,0.54335563,0.24880529,0.09708873
-5.00350175,1.04458067,0.00059429,0.07032754,0.32403038,0.37719433,0.00109785,0.54982744,0.25201024,0.09794135
-4.99749875,1.05821105,0.00057965,0.06933426,0.32510671,0.38489789,0.00108091,0.55666143,0.25568687,0.09887102
-4.99149575,1.07406620,0.00056621,0.06828675,0.32662985,0.39400195,0.00106753,0.56419720,0.25992236,0.09992649
-4.98549275,1.09250162,0.00055411,0.06724312,0.32888441,0.40447673,0.00105761,0.57277451,0.26478149,0.10115808
-4.97948974,1.11382910,0.00054337,0.06626005,0.33214669,0.41626805,0.00105089,0.58272093,0.27030290,0.10261577
-4.97348674,1.13830117,0.00053397,0.06539087,0.33667469,0.42929634,0.00104701,0.59433934,0.27649646,0.10434722
-4.96748374,1.16609716,0.00052581,0.06468375,0.34269839,0.44345634,0.00104547,0.60789581,0.28334172,0.10639564
-4.96148074,1.19731130,0.00051874,0.06418004,0.35041049,0.45861784,0.00104569,0.62360817,0.29078770,0.10879780
-4.95547774,1.23194335,0.00051252,0.06391293,0.35995817,0.47462728,0.00104699,0.64163573,0.29875385,0.11158213
-4.94947474,1.26989228,0.00050691,0.06390630,0.37143599,0.49131020,0.00104865,0.66207055,0.30713217,0.11476699
-4.94347174,1.31095295,0.00050158,0.06417402,0.38488028,0.50847456,0.00104988,0.68493058,0.31579049,0.11835925
-4.93746873,1.35481620,0.00049625,0.06471943,0.40026532,0.52591458,0.00104993,0.71015495,0.32457657,0.12235315
-4.93146573,1.40107233,0.00049057,0.06553533,0.41750132,0.54341520,0.00104805,0.73760169,0.33332300,0.12672961
-4.92546273,1.44921769,0.00048424,0.06660425,0.43643448,0.56075677,0.00104354,0.76704801,0.34185252,0.13145594
-4.91945973,1.49866454,0.00047699,0.06789904,0.45684915,0.57771994,0.00103581,0.79819326,0.34998370,0.13648599
-4.91345673,1.54875355,0.00046856,0.06938379,0.47847195,0.59409046,0.00102433,0.83066446,0.35753658,0.14176083
-4.90745373,1.59876894,0.00045876,0.07101504,0.50097801,0.60966386,0.00100874,0.86402446,0.36433813,0.14720987
-4.90145073,1.64795551,0.00044743,0.07274318,0.52399886,0.62424977,0.00098878,0.89778242,0.37022736,0.15275244
-4.89544772,1.69553728,0.00043451,0.07451406,0.54713208,0.63767573,0.00096435,0.93140636,0.37505982,0.15829973
-4.88944472,1.74073710,0.00041997,0.07627069,0.56995206,0.64979052,0.00093548,0.96433737,0.37871147,0.16375720
-4.88344172,1.78279665,0.00040384,0.07795504,0.59202190,0.66046680,0.00090236,0.99600512,0.38108167,0.16902708
-4.87743872,1.82099619,0.00038623,0.07950979,0.61290570,0.66960309,0.00086528,1.02584400,0.38209539,0.17401123
-4.87143572,1.85467341,0.00036729,0.08088007,0.63218105,0.67712498,0.00082467,1.05330940,0.38170455,0.17861394
-4.86543272,1.88324080,0.00034721,0.08201510,0.64945121,0.68298567,0.00078103,1.07789354,0.37988844,0.18274479
-4.85942971,1.90620077,0.00032621,0.08286962,0.66435644,0.68716569,0.00073494,1.09914014,0.37665340,0.18632128
-4.85342671,1.92315818,0.00030456,0.08340516,0.67658426,0.68967192,0.00068705,1.11665749,0.37203167,0.18927129
-4.84742371,1.93382952,0.00028250,0.08359102,0.68587799,0.69053587,0.00063800,1.13012923,0.36607967,0.19153514
-4.84142071,1.93804861,0.00026033,0.08340506,0.69204349,0.68981138,0.00058846,1.13932252,0.35887564,0.19306720
-4.83541771,1.93576840,0.00023830,0.08283411,0.69495371,0.68757160,0.00053907,1.14409323,0.35051683,0.19383705
-4.82941471,1.92705887,0.00021666,0.08187413,0.69455087,0.68390555,0.00049043,1.14438788,0.34111633,0.19383001
-4.82341171,1.91210102,0.00019564,0.08053004,0.69084638,0.67891422,0.00044308,1.14024238,0.33079970,0.19304718
-4.81740870,1.89117727,0.00017544,0.07881534,0.68391828,0.67270645,0.00039752,1.13177756,0.31970140,0.19150488
-4.81140570,1.86465872,0.00015624,0.07675139,0.67390657,0.66539460,0.00035414,1.11919184,0.30796122,0.18923354
-4.80540270,1.83298973,0.00013817,0.07436649,0.66100661,0.65709039,0.00031328,1.10275136,0.29572077,0.18627618
-4.79939970,1.79667069,0.00012133,0.07169483,0.64546085,0.64790088,0.00027518,1.08277807,0.28312017,0.18268648
-4.79339670,1.75623975,0.00010580,0.06877520,0.62754936,0.63792495,0.00024001,1.05963652,0.27029492,0.17852655
-4.78739370,1.71225435,0.00009160,0.06564973,0.60757964,0.62725038,0.00020786,1.03371985,0.25737316,0.17386460
-4.78139070,1.66527349,0.00007875,0.06236253,0.58587607,0.61595166,0.00017875,1.00543578,0.24447330,0.16877245
-4.77538769,1.61584154,0.00006723,0.05895833,0.56276952,0.60408881,0.00015265,0.97519328,0.23170215,0.16332324
-4.76938469,1.56447433,0.00005699,0.05548130,0.53858766,0.59170705,0.00012946,0.94339041,0.21915342,0.15758920
-4.76338169,1.51164804,0.00004797,0.05197386,0.51364611,0.57883762,0.00010906,0.91040401,0.20690691,0.15163975
-4.75737869,1.45779143,0.00004011,0.04847572,0.48824103,0.56549950,0.00009130,0.87658148,0.19502805,0.14553991
-4.75137569,1.40328135,0.00003331,0.04502304,0.46264311,0.55170205,0.00007598,0.84223497,0.18356808,0.13934912
-4.74537269,1.34844172,0.00002749,0.04164786,0.43709333,0.53744832,0.00006294,0.80763801,0.17256454,0.13312042
-4.73936968,1.29354565,0.00002257,0.03837766,0.41180036,0.52273896,0.00005199,0.77302460,0.16204236,0.12690009
-4.73336668,1.23882013,0.00001844,0.03523513,0.38693956,0.50757629,0.00004296,0.73859035,0.15201506,0.12072764
-4.72736368,1.18445292,0.00001504,0.03223818,0.36265357,0.49196842,0.00003569,0.70449559,0.14248644,0.11463613
-4.72136068,1.13060082,0.00001228,0.02940006,0.33905410,0.47593302,0.00003006,0.67086976,0.13345220,0.10865274
-4.71535768,1.07739850,0.00001010,0.02672965,0.31622480,0.45950057,0.00002597,0.63781678,0.12490180,0.10279956
-4.70935468,1.02496740,0.00000844,0.02423186,0.29422482,0.44271674,0.00002338,0.60542084,0.11682023,0.09709450
-4.70335168,0.97342369,0.00000726,0.02190810,0.27309287,0.42564394,0.00002231,0.57375207,0.10918958,0.09155216
-4.69734867,0.92288507,0.00000654,0.01975686,0.25285135,0.40836162,0.00002280,0.54287174,0.10199061,0.08618477
-4.69134567,0.87347570,0.00000627,0.01777421,0.23351046,0.39096563,0.00002502,0.51283662,0.09520387,0.08100294
-4.68534267,0.82532920,0.00000644,0.01595437,0.21507189,0.37356645,0.00002916,0.48370224,0.08881074,0.07601636
-4.67933967,0.77858959,0.00000709,0.01429029,0.19753211,0.35628646,0.00003556,0.45552495,0.08279401,0.07123425
-4.67333667,0.73341025,0.00000827,0.01277403,0.18088495,0.33925657,0.00004462,0.42836269,0.07713829,0.06666566
-4.66733367,0.68995122,0.00001004,0.01139727,0.16512363,0.32261224,0.00005690,0.40227469,0.07183008,0.06231968
-4.66133067,0.64837514,0.00001251,0.01015162,0.15024203,0.30648933,0.00007304,0.37732016,0.06685768,0.05820537
-4.65532766,0.60884241,0.00001578,0.00902891,0.13623541,0.29101999,0.00009389,0.35355622,0.06221085,0.05433168
-4.64932466,0.57150594,0.00002003,0.00802141,0.12310059,0.27632880,0.00012039,0.33103547,0.05788044,0.05070721
-4.64332166,0.53650604,0.00002541,0.00712199,0.11083561,0.26252953,0.00015371,0.30980334,0.05385784,0.04733999
