energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.87393697,1.38991932,0.54724689,0.11365491,0.00067846,0.26924445,0.00905184,0.59080892,0.23951538,0.38356836
-5.86793397,1.37001054,0.51974815,0.10622321,0.00061905,0.27895747,0.00905956,0.56669522,0.22876128,0.39127961
-5.86193097,1.35404444,0.49396907,0.09958053,0.00056358,0.28926358,0.00905165,0.54445154,0.21999667,0.39945920
-5.85592796,1.34197528,0.46989503,0.09369396,0.00051252,0.30024580,0.00902296,0.52396061,0.21327420,0.40815029
-5.84992496,1.33373028,0.44750736,0.08852593,0.00046632,0.31197334,0.00896887,0.50510356,0.20862433,0.41738775
-5.84392196,1.32921323,0.42678915,0.08403717,0.00042543,0.32449567,0.00888555,0.48776902,0.20605570,0.42719376
-5.83791896,1.32830701,0.40773005,0.08018928,0.00039026,0.33783706,0.00877010,0.47186091,0.20555552,0.43757343
-5.83191596,1.33087501,0.39033000,0.07694694,0.00036123,0.35199196,0.00862069,0.45730461,0.20709042,0.44851084
-5.82591296,1.33676178,0.37460163,0.07427963,0.00033875,0.36692154,0.00843666,0.44405129,0.21060743,0.45996581
-5.81990995,1.34579324,0.36057116,0.07216287,0.00032324,0.38255170,0.00821856,0.43208022,0.21603546,0.47187159
-5.81390695,1.35777697,0.34827790,0.07057890,0.00031514,0.39877284,0.00796815,0.42139917,0.22328711,0.48413395
-5.80790395,1.37250306,0.33777235,0.06951694,0.00031489,0.41544150,0.00768832,0.41204289,0.23226106,0.49663156
-5.80190095,1.38974573,0.32911307,0.06897290,0.00032296,0.43238397,0.00738305,0.40406997,0.24284487,0.50921816
-5.79589795,1.40926641,0.32236257,0.06894875,0.00033981,0.44940182,0.00705720,0.39755830,0.25491832,0.52172624
-5.78989495,1.43081821,0.31758245,0.06945141,0.00036594,0.46627927,0.00671643,0.39259942,0.26835720,0.53397232
-5.78389195,1.45415198,0.31482809,0.07049150,0.00040181,0.48279195,0.00636695,0.38929224,0.28303743,0.54576370
-5.77788894,1.47902390,0.31414330,0.07208173,0.00044790,0.49871697,0.00601537,0.38773635,0.29883948,0.55690632
-5.77188594,1.50520430,0.31555519,0.07423523,0.00050462,0.51384355,0.00566851,0.38802541,0.31565288,0.56721339
-5.76588294,1.53248734,0.31906959,0.07696381,0.00057236,0.52798399,0.00533317,0.39024091,0.33338071,0.57651453
-5.75987994,1.56070100,0.32466729,0.08027615,0.00065144,0.54098418,0.00501598,0.39444660,0.35194381,0.58466470
-5.75387694,1.58971678,0.33230136,0.08417622,0.00074207,0.55273326,0.00472325,0.40068373,0.37128460,0.59155268
-5.74787394,1.61945843,0.34189564,0.08866166,0.00084436,0.56317191,0.00446080,0.40896752,0.39137029,0.59710849
-5.74187094,1.64990905,0.35334451,0.09372250,0.00095826,0.57229871,0.00423387,0.41928459,0.41219529,0.60130936
-5.73586793,1.68111595,0.36651398,0.09934007,0.00108358,0.58017428,0.00404702,0.43159173,0.43378277,0.60418391
-5.72986493,1.71319275,0.38124391,0.10548617,0.00121993,0.58692290,0.00390408,0.44581572,0.45618511,0.60581421
-5.72386193,1.74631830,0.39735130,0.11212261,0.00136674,0.59273146,0.00380807,0.46185418,0.47948334,0.60633558
-5.71785893,1.78073229,0.41463444,0.11920106,0.00152322,0.59784580,0.00376124,0.47957733,0.50378540,0.60593415
-5.71185593,1.81672747,0.43287761,0.12666318,0.00168837,0.60256443,0.00376498,0.49883046,0.52922335,0.60484213
-5.70585293,1.85463875,0.45185605,0.13444121,0.00186096,0.60723009,0.00381992,0.51943683,0.55594952,0.60333104
-5.69984992,1.89482943,0.47134094,0.14245874,0.00203957,0.61221926,0.00392590,0.54120103,0.58413181,0.60170325
-5.69384692,1.93767530,0.49110419,0.15063190,0.00222256,0.61793034,0.00408199,0.56391227,0.61394810,0.60028212
-5.68784392,1.98354715,0.51092257,0.15887077,0.00240814,0.62477080,0.00428660,0.58734783,0.64558022,0.59940129
-5.68184092,2.03279262,0.53058131,0.16708101,0.00259435,0.63314404,0.00453747,0.61127626,0.67920740,0.59939349
-5.67583792,2.08571826,0.54987681,0.17516571,0.00277910,0.64343632,0.00483173,0.63546041,0.71499959,0.60057952
-5.66983492,2.14257259,0.56861848,0.18302740,0.00296024,0.65600450,0.00516603,0.65966026,0.75311080,0.60325772
-5.66383192,2.20353116,0.58662981,0.19057006,0.00313554,0.67116485,0.00553653,0.68363548,0.79367268,0.60769454
-5.65782891,2.26868420,0.60374866,0.19770132,0.00330280,0.68918352,0.00593908,0.70714789,0.83678844,0.61411637
-5.65182591,2.33802755,0.61982697,0.20433448,0.00345984,0.71026879,0.00636926,0.72996384,0.88252745,0.62270310
-5.64582291,2.41145730,0.63473008,0.21039063,0.00360455,0.73456542,0.00682253,0.75185659,0.93092045,0.63358351
-5.63981991,2.48876826,0.64833584,0.21580050,0.00373496,0.76215104,0.00729434,0.77260882,0.98195553,0.64683255
-5.63381691,2.56965645,0.66053383,0.22050627,0.00384928,0.79303471,0.00778027,0.79201531,1.03557504,0.66247048
-5.62781391,2.65372515,0.67122469,0.22446307,0.00394589,0.82715734,0.00827622,0.80988592,1.09167330,0.68046389
-5.62181091,2.74049430,0.68031998,0.22764035,0.00402342,0.86439386,0.00877849,0.82604871,1.15009513,0.70072810
-5.61580790,2.82941257,0.68774245,0.23002284,0.00408078,0.90455681,0.00928400,0.84035332,1.21063533,0.72313104
-5.60980490,2.91987135,0.69342687,0.23161127,0.00411714,0.94740111,0.00979041,0.85267446,1.27303877,0.74749798
-5.60380190,3.01121993,0.69732152,0.23242271,0.00413201,0.99262952,0.01029626,0.86291536,1.33700145,0.77361698
-5.59779890,3.10278108,0.69939000,0.23249054,0.00412518,1.03989866,0.01080106,0.87101101,1.40217208,0.80124465
-5.59179590,3.19386613,0.69961351,0.23186408,0.00409681,1.08882521,0.01130542,0.87693107,1.46815449,0.83011192
-5.58579290,3.28378896,0.69799323,0.23060774,0.00404734,1.13899210,0.01181104,0.88068215,1.53451079,0.85992966
-5.57978989,3.37187849,0.69455275,0.22879987,0.00397755,1.18995456,0.01232074,0.88230935,1.60076526,0.89039384
-5.57378689,3.45748900,0.68934025,0.22653118,0.00388852,1.24124595,0.01283840,0.88189685,1.66640914,0.92119021
-5.56778389,3.54000855,0.68243029,0.22390280,0.00378160,1.29238341,0.01336885,0.87956747,1.73090643,0.95199847
-5.56178089,3.61886519,0.67392511,0.22102408,0.00365839,1.34287339,0.01391773,0.87548112,1.79370072,0.98249587
-5.55577789,3.69353150,0.66395511,0.21801008,0.00352073,1.39221721,0.01449121,0.86983215,1.85422323,1.01236053
-5.54977489,3.76352772,0.65267880,0.21497885,0.00337059,1.43991684,0.01509579,0.86284565,1.91190213,1.04127445
-5.54377189,3.82842403,0.64028180,0.21204864,0.00321013,1.48548097,0.01573795,0.85477287,1.96617304,1.06892648
-5.53776888,3.88784254,0.62697527,0.20933503,0.00304157,1.52843172,0.01642378,0.84588592,2.01649078,1.09501540
-5.53176588,3.94145957,0.61299364,0.20694811,0.00286717,1.56831178,0.01715866,0.83647204,2.06234204,1.11925338
-5.52576288,3.98900862,0.59859185,0.20498985,0.00268920,1.60469223,0.01794683,0.82682757,2.10325885,1.14136968
-5.51975988,4.03028433,0.58404224,0.20355168,0.00250984,1.63718090,0.01879109,0.81725217,2.13883229,1.16111496
-5.51375688,4.06514762,0.56963117,0.20271246,0.00233122,1.66543091,0.01969238,0.80804316,2.16872597,1.17826588
-5.50775388,4.09353182,0.55565566,0.20253678,0.00215530,1.68914932,0.02064956,0.79949067,2.19268871,1.19263013
-5.50175088,4.11544960,0.54242003,0.20307391,0.00198385,1.70810533,0.02165915,0.79187335,2.21056571,1.20405147
-5.49574787,4.13100001,0.53023272,0.20435712,0.00181847,1.72213767,0.02271523,0.78545521,2.22230748,1.21241467
-5.48974487,4.14037511,0.51940336,0.20640371,0.00166051,1.73116063,0.02380933,0.78048330,2.22797595,1.21765002
-5.48374187,4.14386541,0.51024007,0.20921552,0.00151108,1.73516828,0.02493055,0.77718649,2.22774711,1.21973700
-5.47773887,4.14186324,0.50304707,0.21278007,0.00137104,1.73423646,0.02606570,0.77577519,2.22190979,1.21870683
-5.47173587,4.13486339,0.49812248,0.21707215,0.00124102,1.72852217,0.02719954,0.77644182,2.21086026,1.21464363
-5.46573287,4.12346036,0.49575624,0.22205586,0.00112139,1.71826025,0.02831524,0.77936208,2.19509274,1.20768390
-5.45972986,4.10834184,0.49622812,0.22768695,0.00101231,1.70375712,0.02939477,0.78469650,2.17518576,1.19801418
-5.45372686,4.09027818,0.49980567,0.23391541,0.00091375,1.68538196,0.03041948,0.79259228,2.15178518,1.18586690
-5.44772386,4.07010790,0.50674192,0.24068810,0.00082550,1.66355543,0.03137072,0.80318495,2.12558422,1.17151453
-5.44172086,4.04871966,0.51727290,0.24795130,0.00074720,1.63873656,0.03223042,0.81659972,2.09730155,1.15526203
-5.43571786,4.02703113,0.53161469,0.25565311,0.00067839,1.61140824,0.03298177,0.83295217,2.06765841,1.13743823
-5.42971486,4.00596567,0.54995997,0.26374540,0.00061851,1.58206223,0.03360980,0.85234813,2.03735578,1.11838619
-5.42371186,3.98642753,0.57247405,0.27218539,0.00056696,1.55118425,0.03410197,0.87488244,2.00705286,1.09845320
-5.41770885,3.96927676,0.59929036,0.28093660,0.00052313,1.51924000,0.03444860,0.90063662,1.97734766,1.07798082
-5.41170585,3.95530459,0.63050522,0.28996915,0.00048638,1.48666275,0.03464330,0.92967520,1.94876072,1.05729535
-5.40570285,3.94521036,0.66617224,0.29925947,0.00045612,1.45384306,0.03468318,0.96204089,1.92172263,1.03669925
-5.39969985,3.93958063,0.70629609,0.30878923,0.00043179,1.42112097,0.03456905,0.99774859,1.89656567,1.01646379
-5.39369685,3.93887112,0.75082615,0.31854370,0.00041289,1.38878110,0.03430532,1.03677837,1.87351988,0.99682320
-5.38769385,3.94339203,0.79964993,0.32850960,0.00039898,1.35705041,0.03389995,1.07906782,1.85271325,0.97797038
-5.38169085,3.95329679,0.85258668,0.33867251,0.00038967,1.32609869,0.03336413,1.12450406,1.83417586,0.96005436
-5.37568784,3.96857462,0.90938151,0.34901401,0.00038467,1.29604139,0.03271191,1.17291571,1.81784727,0.94317936
-5.36968484,3.98904661,0.96970029,0.35950884,0.00038373,1.26694434,0.03195974,1.22406558,1.80358643,0.92740528
-5.36368184,4.01436549,1.03312579,0.37012210,0.00038667,1.23882987,0.03112594,1.27764432,1.79118342,0.91274944
-5.35767884,4.04401884,1.09915553,0.38080693,0.00039335,1.21168365,0.03023006,1.33326577,1.78037201,0.89918938
-5.35167584,4.07733574,1.16720162,0.39150259,0.00040369,1.18546194,0.02929236,1.39046450,1.77084240,0.88666639
-5.34567284,4.11349667,1.23659316,0.40213343,0.00041764,1.16009842,0.02833314,1.44869598,1.76225349,0.87508948
-5.33966983,4.15154688,1.30658144,0.41260863,0.00043518,1.13551053,0.02737226,1.50733985,1.75424404,0.86433980
-5.33366683,4.19041306,1.37634823,0.42282298,0.00045628,1.11160481,0.02642858,1.56570662,1.74644260,0.85427506
-5.32766383,4.22892352,1.44501736,0.43265866,0.00048097,1.08828121,0.02551956,1.62304787,1.73847592,0.84473405
-5.32166083,4.26583186,1.51166962,0.44198806,0.00050923,1.06543637,0.02466096,1.67857009,1.72997606,0.83554116
-5.31565783,4.29984409,1.57536075,0.45067749,0.00054107,1.04296594,0.02386654,1.73145185,1.72058628,0.82651086
-5.30965483,4.32964915,1.63514237,0.45859179,0.00057647,1.02076623,0.02314797,1.78086399,1.70996614,0.81745222
-5.30365183,4.35395235,1.69008520,0.46559941,0.00061543,0.99873532,0.02251473,1.82599224,1.69779615,0.80817351
-5.29764882,4.37151129,1.73930413,0.47157795,0.00065791,0.97677419,0.02197419,1.86606155,1.68378239,0.79848687
-5.29164582,4.38117333,1.78198409,0.47641977,0.00070386,0.95478782,0.02153168,1.90036116,1.66766135,0.78821318
-5.28564282,4.38191370,1.81740599,0.48003733,0.00075320,0.93268685,0.02119067,1.92826954,1.64920536,0.77718704
-5.27963982,4.37287279,1.84497167,0.48236808,0.00080585,0.91038969,0.02095292,1.94927794,1.62822853,0.76526181
-5.27363682,4.35339127,1.86422667,0.48337847,0.00086171,0.88782529,0.02081878,1.96301157,1.60459337,0.75231464
-5.26763382,4.32304134,1.87488004,0.48306700,0.00092062,0.86493650,0.02078734,1.96924739,1.57821760,0.73825126
-5.26163082,4.28165260,1.87681994,0.48146592,0.00098244,0.84168383,0.02085667,1.96792738,1.54908109,0.72301041
-5.25562781,4.22933087,1.87012433,0.47864159,0.00104696,0.81804951,0.02102402,1.95916680,1.51723220,0.70656763
-5.24962481,4.16646878,1.85506612,0.47469339,0.00111395,0.79404141,0.02128595,1.94325646,1.48279318,0.68893814
-5.24362181,4.09374687,1.83211206,0.46975113,0.00118314,0.76969658,0.02163846,1.92065909,1.44596392,0.67017867
-5.23761881,4.01212474,1.80191550,0.46397114,0.00125420,0.74508397,0.02207708,1.89199932,1.40702358,0.65038793
-5.23161581,3.92282181,1.76530266,0.45753113,0.00132675,0.72030620,0.02259687,1.85804781,1.36632964,0.62970569
-5.22561281,3.82728805,1.72325308,0.45062416,0.00140035,0.69549984,0.02319248,1.81969984,1.32431389,0.60831028
-5.21960980,3.72716549,1.67687448,0.44345183,0.00147452,0.67083425,0.02385809,1.77794906,1.28147541,0.58641455
-5.21360680,3.62424159,1.62737312,0.43621721,0.00154869,0.64650874,0.02458737,1.73385760,1.23837027,0.56426043
-5.20760380,3.52039628,1.57602045,0.42911761,0.00162223,0.62274808,0.02537348,1.68852340,1.19559825,0.54211215
-5.20160080,3.41754464,1.52411733,0.42233779,0.00169445,0.59979652,0.02620901,1.64304625,1.15378696,0.52024844
-5.19559780,3.31757743,1.47295701,0.41604368,0.00176463,0.57791048,0.02708596,1.59849383,1.11357381,0.49895398
-5.18959480,3.22230197,1.42378834,0.41037703,0.00183198,0.55735017,0.02799577,1.55586901,1.07558655,0.47851045
-5.18359180,3.13338565,1.37778038,0.40545120,0.00189569,0.53837060,0.02892933,1.51607978,1.04042320,0.45918757
-5.17758879,3.05230453,1.33598974,0.40134815,0.00195493,0.52121232,0.02987708,1.47991299,1.00863210,0.44123452
-5.17158579,2.98029888,1.29933191,0.39811683,0.00200888,0.50609232,0.03082912,1.44801275,0.98069309,0.42487207
-5.16558279,2.91833754,1.26855732,0.39577299,0.00205676,0.49319546,0.03177531,1.42086444,0.95700052,0.41028579
-5.15957979,2.86709238,1.24423324,0.39430024,0.00209780,0.48266700,0.03270545,1.39878466,0.93784894,0.39762061
-5.15357679,2.82692367,1.22673183,0.39365239,0.00213135,0.47460630,0.03360947,1.38191756,0.92342208,0.38697686
-5.14757379,2.79787673,1.21622475,0.39375682,0.00215682,0.46906218,0.03447756,1.37023729,0.91378561,0.37840805
-5.14157079,2.77968969,1.21268443,0.39451867,0.00217374,0.46603009,0.03530041,1.36355656,0.90888402,0.37192034
-5.13556778,2.77181180,1.21589165,0.39582570,0.00218178,0.46545110,0.03606931,1.36154050,0.90854179,0.36747366
-5.12956478,2.77343104,1.22544919,0.39755344,0.00218075,0.46721283,0.03677633,1.36372526,0.91246873,0.36498447
-5.12356178,2.78350984,1.24080061,0.39957047,0.00217060,0.47115226,0.03741436,1.36954030,0.92026928,0.36432984
-5.11755878,2.80082695,1.26125356,0.40174362,0.00215146,0.47706016,0.03797726,1.37833341,0.93145546,0.36535270
-5.11155578,2.82402373,1.28600634,0.40394277,0.00212359,0.48468712,0.03845982,1.38939721,0.94546265,0.36786806
-5.10555278,2.85165268,1.31417684,0.40604520,0.00208742,0.49375070,0.03885778,1.40199613,0.96166782,0.37166969
-5.09954977,2.88222635,1.34483243,0.40793926,0.00204348,0.50394352,0.03916778,1.41539258,0.97940922,0.37653721
-5.09354677,2.91426456,1.37701984,0.40952733,0.00199247,0.51494196,0.03938730,1.42887144,0.99800672,0.38224305
-5.08754377,2.94633827,1.40979377,0.41072798,0.00193514,0.52641503,0.03951457,1.44176186,1.01678212,0.38855922
-5.08154077,2.97710861,1.44224318,0.41147737,0.00187234,0.53803315,0.03954849,1.45345564,1.03507844,0.39526350
-5.07553777,3.00535981,1.47351450,0.41172984,0.00180497,0.54947654,0.03948851,1.46342175,1.05227758,0.40214488
-5.06953477,3.03002526,1.50283102,0.41145788,0.00173395,0.56044287,0.03933460,1.47121652,1.06781564,0.40900821
-5.06353177,3.05020620,1.52950789,0.41065141,0.00166020,0.57065394,0.03908711,1.47648957,1.08119556,0.41567777
-5.05752876,3.06518284,1.55296257,0.40931657,0.00158462,0.57986132,0.03874682,1.47898544,1.09199653,0.42199990
-5.05152576,3.07441836,1.57272077,0.40747415,0.00150806,0.58785068,0.03831485,1.47854135,1.09988016,0.42784464
-5.04552276,3.07755606,1.58841787,0.40515766,0.00143132,0.59444485,0.03779271,1.47508148,1.10459337,0.43310631
-5.03951976,3.07441067,1.59979641,0.40241126,0.00135510,0.59950554,0.03718236,1.46860849,1.10596807,0.43770338
-5.03351676,3.06495472,1.60670018,0.39928757,0.00128004,0.60293385,0.03648621,1.45919287,1.10391804,0.44157745
-5.02751376,3.04930105,1.60906553,0.39584546,0.00120667,0.60466959,0.03570725,1.44696100,1.09843337,0.44469172
-5.02151076,3.02768280,1.60691065,0.39214792,0.00113543,0.60468951,0.03484910,1.43208260,1.08957290,0.44702896
-5.01550775,3.00043179,1.60032380,0.38826000,0.00106665,0.60300480,0.03391609,1.41475822,1.07745532,0.44858908
-5.00950475,2.96795657,1.58945093,0.38424687,0.00100060,0.59965776,0.03291330,1.39520760,1.06224938,0.44938663
-5.00350175,2.93072098,1.57448371,0.38017199,0.00093741,0.59471801,0.03184664,1.37365914,1.04416384,0.44944807
-4.99749875,2.88922403,1.55564827,0.37609553,0.00087720,0.58827837,0.03072280,1.35034105,1.02343759,0.44880917
-4.99149575,2.84398161,1.53319531,0.37207276,0.00081996,0.58045050,0.02954930,1.32547435,1.00033035,0.44751240
-4.98549275,2.79551057,1.50739170,0.36815272,0.00076567,0.57136060,0.02833435,1.29926778,0.97511435,0.44560450
-4.97948974,2.74431512,1.47851382,0.36437694,0.00071425,0.56114507,0.02708680,1.27191456,0.94806706,0.44313426
-4.97348674,2.69087584,1.44684257,0.36077830,0.00066558,0.54994648,0.02581601,1.24359084,0.91946526,0.44015040
-4.96748374,2.63564099,1.41265993,0.35738004,0.00061954,0.53790965,0.02453165,1.21445564,0.88958022,0.43669972
-4.96148074,2.57902006,1.37624678,0.35419492,0.00057599,0.52517818,0.02324352,1.18465187,0.85867420,0.43282553
-4.95547774,2.52137922,1.33788179,0.35122460,0.00053478,0.51189122,0.02196138,1.15430813,0.82699786,0.42856617
-4.94947474,2.46303856,1.29784090,0.34845922,0.00049578,0.49818070,0.02069469,1.12354101,0.79478857,0.42395388
-4.94347174,2.40427067,1.25639724,0.34587728,0.00045886,0.48416889,0.01945245,1.09245754,0.76226938,0.41901393
-4.93746873,2.34530070,1.21382103,0.34344586,0.00042392,0.46996642,0.01824297,1.06115754,0.72964837,0.41376396
-4.93146573,2.28630745,1.17037936,0.34112123,0.00039086,0.45567079,0.01707373,1.02973581,0.69711835,0.40821372
-4.92546273,2.22742573,1.12633566,0.33884987,0.00035962,0.44136520,0.01595122,0.99828392,0.66485664,0.40236513
-4.91945973,2.16874984,1.08194886,0.33656996,0.00033016,0.42711803,0.01488085,0.96689171,0.63302490,0.39621267
-4.91345673,2.11033818,1.03747212,0.33421331,0.00030245,0.41298268,0.01386691,0.93564847,0.60176900,0.38974425
-4.90745373,2.05221913,0.99315137,0.33170775,0.00027647,0.39899800,0.01291250,0.90464392,0.57121880,0.38294242
-4.90145073,1.99439814,0.94922378,0.32897986,0.00025224,0.38518920,0.01201963,0.87396904,0.54148807,0.37578595
-4.89544772,1.93686598,0.90591620,0.32595807,0.00022978,0.37156921,0.01118921,0.84371695,0.51267446,0.36825184
-4.88944472,1.87960803,0.86344390,0.32257594,0.00020911,0.35814060,0.01042123,0.81398383,0.48485962,0.36031756
-4.88344172,1.82261433,0.82200962,0.31877547,0.00019028,0.34489783,0.00971484,0.78487001,0.45810967,0.35196357
-4.87743872,1.76589020,0.78180320,0.31451038,0.00017332,0.33182982,0.00906854,0.75648118,0.43247587,0.34317588
-4.87143572,1.70946681,0.74300163,0.30974917,0.00015828,0.31892290,0.00848032,0.72892971,0.40799572,0.33394870
-4.86543272,1.65341138,0.70576970,0.30447773,0.00014518,0.30616374,0.00794790,0.70233590,0.38469439,0.32428693
-4.85942971,1.59783635,0.67026109,0.29870148,0.00013407,0.29354238,0.00746886,0.67682917,0.36258641,0.31420843
-4.85342671,1.54290702,0.63661973,0.29244675,0.00012496,0.28105522,0.00704081,0.65254888,0.34167774,0.30374587
-4.84742371,1.48884721,0.60498142,0.28576145,0.00011786,0.26870767,0.00666161,0.62964459,0.32196784,0.29294817
-4.84142071,1.43594236,0.57547531,0.27871492,0.00011276,0.25651651,0.00632945,0.60827573,0.30345190,0.28188137
-4.83541771,1.38453995,0.54822521,0.27139682,0.00010967,0.24451190,0.00604300,0.58861044,0.28612296,0.27062881
-4.82941471,1.33504684,0.52335047,0.26391533,0.00010852,0.23273868,0.00580148,0.57082350,0.26997383,0.25929079
-4.82341171,1.28792381,0.50096630,0.25639445,0.00010929,0.22125731,0.00560476,0.55509338,0.25499875,0.24798344
-4.81740870,1.24367719,0.48118348,0.24897075,0.00011188,0.21014404,0.00545334,0.54159845,0.24119461,0.23683713
-4.81140570,1.20284817,0.46410730,0.24178958,0.00011621,0.19949056,0.00534843,0.53051248,0.22856180,0.22599418
-4.80540270,1.16600009,0.44983599,0.23500093,0.00012216,0.18940301,0.00529189,0.52199968,0.21710463,0.21560626
-4.79939970,1.13370447,0.43845843,0.22875525,0.00012960,0.18000044,0.00528619,0.51620953,0.20683121,0.20583129
-4.79339670,1.10652630,0.43005162,0.22319924,0.00013836,0.17141279,0.00533438,0.51327178,0.19775311,0.19683025
-4.78739370,1.08500952,0.42467779,0.21847202,0.00014828,0.16377839,0.00544001,0.51329180,0.18988459,0.18876368
-4.78139070,1.06966313,0.42238164,0.21470167,0.00015915,0.15724111,0.00560698,0.51634689,0.18324162,0.18178833
-4.77538769,1.06094871,0.42318769,0.21200242,0.00017076,0.15194721,0.00583950,0.52248358,0.17784083,0.17605378
-4.76938469,1.05926979,0.42709814,0.21047252,0.00018289,0.14804194,0.00614191,0.53171630,0.17369840,0.17169925
-4.76338169,1.06496344,0.43409133,0.21019294,0.00019532,0.14566594,0.00651856,0.54402762,0.17082898,0.16885062
-4.75737869,1.07829424,0.44412088,0.21122681,0.00020781,0.14495159,0.00697361,0.55936998,0.16924478,0.16761772
-4.75137569,1.09945068,0.45711575,0.21361969,0.00022013,0.14601920,0.00751089,0.57766897,0.16895475,0.16809193
-4.74537269,1.12854381,0.47298103,0.21740049,0.00023208,0.14897328,0.00813369,0.59882793,0.16996404,0.17034399
-4.73936968,1.16560786,0.49159956,0.22258298,0.00024346,0.15389877,0.00884453,0.62273369,0.17227354,0.17442229
-4.73336668,1.21060242,0.51283420,0.22916776,0.00025408,0.16085745,0.00964498,0.64926293,0.17587960,0.18035125
-4.72736368,1.26341559,0.53653055,0.23714443,0.00026382,0.16988451,0.01053542,0.67828881,0.18077386,0.18813016
-4.72136068,1.32386781,0.56252007,0.24649384,0.00027256,0.18098535,0.01151479,0.70968748,0.18694301,0.19773224
-4.71535768,1.39171558,0.59062310,0.25719029,0.00028023,0.19413286,0.01258042,0.74334371,0.19436866,0.20910407
-4.70935468,1.46665484,0.62065184,0.26920332,0.00028683,0.20926510,0.01372781,0.77915544,0.20302696,0.22216525
-4.70335168,1.54832360,0.65241292,0.28249918,0.00029237,0.22628373,0.01495045,0.81703667,0.21288815,0.23680861
-4.69734867,1.63630357,0.68570928,0.29704167,0.00029694,0.24505311,0.01623974,0.85691842,0.22391592,0.25290063
-4.69134567,1.73012085,0.72034148,0.31279241,0.00030065,0.26540041,0.01758488,0.89874753,0.23606655,0.27028248
-4.68534267,1.82924567,0.75610812,0.32971043,0.00030367,0.28711668,0.01897292,0.94248321,0.24928797,0.28877152
-4.67933967,1.93309152,0.79280540,0.34775119,0.00030621,0.30995917,0.02038878,0.98809150,0.26351857,0.30816331
-4.67333667,2.04101403,0.83022595,0.36686502,0.00030849,0.33365477,0.02181545,1.03553779,0.27868617,0.32823435
-4.66733367,2.15231013,0.86815705,0.38699518,0.00031077,0.35790473,0.02323423,1.08477775,0.29470687,0.34874528
-4.66133067,2.26621800,0.90637823,0.40807565,0.00031333,0.38239062,0.02462508,1.13574733,0.31148416,0.36944481
-4.65532766,2.38191850,0.94465879,0.43002886,0.00031643,0.40678131,0.02596704,1.18835229,0.32890839,0.39007418
-4.64932466,2.49853851,0.98275528,0.45276356,0.00032033,0.43074103,0.02723871,1.24245797,0.34685649,0.41037206
-4.64332166,2.61515674,1.02040936,0.47617304,0.00032527,0.45393811,0.02841886,1.29788016,0.36519238,0.43008000
