energy_ev,total_up,N_s_up,N_p_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
0.05702851,3.10760215,0.02955376,0.21759514,0.28065216,1.37534844,0.07113512,0.19276515,0.43434053,1.31522776
0.06303152,3.17763226,0.03007175,0.21509107,0.28672398,1.40329595,0.07461812,0.19648204,0.44211495,1.35730877
0.06903452,3.24808864,0.03073215,0.21307314,0.29331757,1.43099635,0.07857053,0.20003418,0.44924206,1.39912169
0.07503752,3.31770704,0.03150935,0.21147599,0.30032923,1.45784516,0.08293045,0.20336017,0.45563809,1.44012160
0.08104052,3.38526330,0.03237479,0.21023257,0.30764612,1.48328667,0.08762679,0.20640189,0.46123662,1.47977000
0.08704352,3.44959058,0.03329771,0.20927662,0.31514755,1.50682187,0.09258066,0.20910520,0.46598790,1.51754083
0.09304652,3.50959425,0.03424587,0.20854484,0.32270630,1.52801390,0.09770690,0.21142054,0.46985791,1.55292649
0.09904952,3.56426481,0.03518631,0.20797887,0.33019020,1.54649122,0.10291587,0.21330352,0.47282718,1.58544393
0.10505253,3.61268938,0.03608619,0.20752697,0.33746402,1.56194883,0.10811546,0.21471551,0.47488952,1.61464103
0.11105553,3.65406214,0.03691362,0.20714536,0.34439152,1.57414800,0.11321316,0.21562421,0.47605083,1.64010326
0.11705853,3.68769399,0.03763848,0.20679931,0.35083797,1.58291481,0.11811829,0.21600419,0.47632797,1.66146075
0.12306153,3.71302145,0.03823324,0.20646378,0.35667274,1.58813789,0.12274427,0.21583754,0.47574775,1.67839547
0.12906453,3.72961467,0.03867363,0.20612370,0.36177218,1.58976560,0.12701071,0.21511435,0.47434612,1.69064836
0.13506753,3.73718424,0.03893937,0.20577382,0.36602256,1.58780295,0.13084547,0.21383326,0.47216732,1.69802603
0.14107054,3.73558621,0.03901464,0.20541809,0.36932294,1.58230815,0.13418642,0.21200185,0.46926318,1.70040661
0.14707354,3.72482480,0.03888849,0.20506862,0.37158793,1.57338912,0.13698290,0.20963685,0.46569229,1.69774422
0.15307654,3.70505213,0.03855514,0.20474417,0.37275002,1.56119958,0.13919678,0.20676422,0.46151901,1.69007179
0.15907954,3.67656436,0.03801397,0.20446823,0.37276160,1.54593492,0.14080306,0.20341892,0.45681235,1.67750159
0.16508254,3.63979384,0.03726951,0.20426681,0.37159631,1.52782757,0.14179006,0.19964450,0.45164445,1.66022339
0.17108554,3.59529715,0.03633114,0.20416590,0.36924979,1.50714185,0.14215907,0.19549227,0.44608894,1.63850000
0.17708854,3.54373884,0.03521268,0.20418885,0.36573971,1.48416812,0.14192352,0.19102028,0.44021884,1.61266016
0.18309155,3.48587154,0.03393185,0.20435380,0.36110511,1.45921646,0.14110783,0.18629202,0.43410442,1.58308905
0.18909455,3.42251287,0.03250961,0.20467116,0.35540507,1.43260961,0.13974578,0.18137482,0.42781080,1.55021672
0.19509755,3.35452011,0.03096940,0.20514149,0.34871669,1.40467565,0.13787871,0.17633817,0.42139565,1.51450491
0.20110055,3.28276395,0.02933637,0.20575387,0.34113272,1.37574035,0.13555356,0.17125185,0.41490702,1.47643297
0.20710355,3.20810241,0.02763656,0.20648481,0.33275872,1.34611966,0.13282075,0.16618413,0.40838145,1.43648355
0.21310655,3.13135648,0.02589615,0.20729798,0.32371003,1.31611254,0.12973225,0.16119995,0.40184263,1.39512876
0.21910955,3.05328854,0.02414070,0.20814467,0.31410875,1.28599456,0.12633973,0.15635934,0.39530062,1.35281760
0.22511256,2.97458502,0.02239455,0.20896511,0.30408077,1.25601250,0.12269293,0.15171598,0.38875179,1.30996524
0.23111556,2.89584401,0.02068026,0.20969063,0.29375308,1.22638032,0.11883843,0.14731613,0.38217958,1.26694470
0.23711856,2.81756845,0.01901822,0.21024655,0.28325144,1.19727664,0.11481871,0.14319789,0.37555602,1.22408132
0.24312156,2.74016529,0.01742632,0.21055569,0.27269848,1.16884403,0.11067160,0.13939081,0.36884401,1.18165013
0.24912456,2.66395041,0.01591984,0.21054239,0.26221231,1.14118993,0.10643011,0.13591592,0.36200030,1.13987631
0.25512756,2.58915891,0.01451138,0.21013672,0.25190562,1.11438936,0.10212264,0.13278611,0.35497897,1.09893829
0.26113057,2.51595985,0.01321094,0.20927885,0.24188521,1.08848909,0.09777343,0.13000689,0.34773523,1.05897341
0.26713357,2.44447453,0.01202606,0.20792317,0.23225194,1.06351321,0.09340330,0.12757743,0.34022941,1.02008550
0.27313657,2.37479697,0.01096205,0.20604201,0.22310101,1.03946951,0.08903051,0.12549182,0.33243084,0.98235383
0.27913957,2.30701522,0.01002226,0.20362877,0.21452241,1.01635657,0.08467168,0.12374050,0.32432143,0.94584284
0.28514257,2.24123211,0.00920840,0.20070023,0.20660140,0.99417089,0.08034277,0.12231178,0.31589875,0.91061188
0.29114557,2.17758415,0.00852078,0.19729798,0.19941905,0.97291384,0.07605993,0.12119338,0.30717850,0.87672449
0.29714857,2.11625742,0.00795863,0.19348871,0.19305254,0.95259782,0.07184021,0.12037385,0.29819606,0.84425649
0.30315158,2.05749938,0.00752032,0.18936358,0.18757529,0.93325154,0.06770210,0.11984388,0.28900723,0.81330259
0.30915458,2.00162608,0.00720357,0.18503643,0.18305674,0.91492372,0.06366585,0.11959739,0.27968804,0.78398092
0.31515758,1.94902412,0.00700554,0.18064105,0.17956178,0.89768544,0.05975355,0.11963237,0.27033363,0.75643559
0.32116058,1.90014752,0.00692297,0.17632757,0.17714988,0.88163056,0.05598896,0.11995137,0.26105626,0.73083683
0.32716358,1.85550932,0.00695217,0.17225811,0.17587388,0.86687454,0.05239718,0.12056181,0.25198257,0.70737909
0.33316658,1.81566873,0.00708899,0.16860191,0.17577849,0.85355141,0.04900408,0.12147582,0.24325029,0.68627694
0.33916958,1.78121412,0.00732876,0.16553011,0.17689863,0.84180925,0.04583565,0.12270987,0.23500444,0.66775929
0.34517259,1.75274297,0.00766619,0.16321032,0.17925771,0.83180425,0.04291718,0.12428405,0.22739329,0.65206211
0.35117559,1.73083962,0.00809525,0.16180131,0.18286586,0.82369372,0.04027248,0.12622120,0.22056423,0.63942009
0.35717859,1.71605195,0.00860904,0.16144795,0.18771843,0.81762846,0.03792305,0.12854572,0.21465974,0.63005767
0.36318159,1.70886808,0.00919971,0.16227649,0.19379467,0.81374471,0.03588732,0.13128235,0.20981364,0.62417991
0.36918459,1.70969419,0.00985837,0.16439046,0.20105679,0.81215632,0.03417996,0.13445478,0.20614778,0.62196352
0.37518759,1.71883441,0.01057508,0.16786726,0.20944954,0.81294738,0.03281133,0.13808435,0.20376920,0.62354866
0.38119060,1.73647395,0.01133882,0.17275547,0.21890033,0.81616580,0.03178706,0.14218871,0.20276804,0.62903167
0.38719360,1.76266591,0.01213764,0.17907309,0.22931981,0.82181826,0.03110783,0.14678066,0.20321609,0.63845921
0.39319660,1.79732274,0.01295876,0.18680660,0.24060325,0.82986665,0.03076923,0.15186718,0.20516611,0.65182394
0.39919960,1.84021260,0.01378879,0.19591087,0.25263227,0.84022650,0.03076188,0.15744860,0.20865195,0.66906202
0.40520260,1.89096085,0.01461402,0.20631005,0.26527729,0.85276736,0.03107167,0.16351815,0.21368930,0.69005246
0.41120560,1.94905681,0.01542072,0.21789925,0.27840030,0.86731517,0.03168016,0.17006169,0.22027724,0.71461843
0.41720860,2.01386540,0.01619558,0.23054693,0.29185801,0.88365675,0.03256509,0.17705777,0.22840020,0.74253037
0.42321161,2.08464343,0.01692602,0.24409812,0.30550525,0.90154604,0.03370106,0.18447798,0.23803055,0.77351088
0.42921461,2.16055967,0.01760071,0.25837821,0.31919844,0.92071195,0.03506025,0.19228753,0.24913137,0.80724105
0.43521761,2.24071808,0.01820992,0.27319720,0.33279900,0.94086748,0.03661320,0.20044604,0.26165945,0.84336815
0.44122061,2.32418306,0.01874594,0.28835437,0.34617659,0.96171950,0.03832969,0.20890851,0.27556823,0.88151413
0.44722361,2.41000579,0.01920342,0.30364328,0.35921202,0.98297901,0.04017957,0.21762641,0.29081058,0.92128475
0.45322661,2.49725029,0.01957964,0.31885675,0.37179971,1.00437106,0.04213357,0.22654874,0.30734112,0.96227882
0.45922961,2.58501826,0.01987475,0.33379191,0.38384960,1.02564396,0.04416411,0.23562315,0.32511803,1.00409724
0.46523262,2.67247140,0.02009183,0.34825502,0.39528848,1.04657732,0.04624599,0.24479690,0.34410414,1.04635137
0.47123562,2.75885033,0.02023694,0.36206601,0.40606063,1.06698840,0.04835696,0.25401772,0.36426714,1.08867050
0.47723862,2.84348917,0.02031895,0.37506247,0.41612781,1.08673642,0.05047821,0.26323445,0.38557886,1.13070792
0.48324162,2.92582522,0.02034937,0.38710318,0.42546857,1.10572466,0.05259464,0.27239750,0.40801357,1.17214566
0.48924462,3.00540341,0.02034195,0.39807089,0.43407695,1.12390016,0.05469505,0.28145903,0.43154534,1.21269748
0.49524762,3.08187537,0.02031228,0.40787436,0.44196066,1.14125111,0.05677209,0.29037295,0.45614446,1.25211024
0.50125063,3.15499344,0.02027719,0.41644962,0.44913882,1.15780200,0.05882203,0.29909472,0.48177317,1.29016369
0.50725363,3.22460010,0.02025420,0.42376044,0.45563936,1.17360692,0.06084442,0.30758100,0.50838077,1.32666880
0.51325663,3.29061366,0.02026079,0.42979799,0.46149627,1.18874139,0.06284155,0.31578918,0.53589850,1.36146499
0.51925963,3.35301122,0.02031375,0.43457982,0.46674676,1.20329313,0.06481780,0.32367690,0.56423439,1.39441641
0.52526263,3.41181022,0.02042842,0.43814811,0.47142861,1.21735261,0.06677888,0.33120163,0.59326851,1.42540796
0.53126563,3.46704963,0.02061810,0.44056750,0.47557763,1.23100357,0.06873105,0.33832032,0.62284886,1.45434109
0.53726863,3.51877234,0.02089336,0.44192233,0.47922560,1.24431458,0.07068031,0.34498931,0.65278836,1.48113023
0.54327164,3.56700988,0.02126156,0.44231366,0.48239863,1.25733174,0.07263157,0.35116435,0.68286324,1.50569984
0.54927464,3.61177039,0.02172642,0.44185607,0.48511604,1.27007330,0.07458803,0.35680103,0.71281303,1.52798264
0.55527764,3.65303093,0.02228773,0.44067432,0.48738991,1.28252633,0.07655055,0.36185534,0.74234242,1.54791926
0.56128064,3.69073440,0.02294126,0.43890007,0.48922515,1.29464575,0.07851726,0.36628463,0.77112516,1.56545924
0.56728364,3.72479131,0.02367875,0.43666858,0.49062025,1.30635570,0.08048333,0.37004871,0.79880981,1.58056361
0.57328664,3.75508628,0.02448812,0.43411562,0.49156853,1.31755315,0.08244099,0.37311115,0.82502746,1.59320874
0.57928964,3.78148863,0.02535385,0.43137448,0.49205982,1.32811347,0.08437969,0.37544064,0.84940109,1.60339126
0.58529265,3.80386624,0.02625751,0.42857321,0.49208251,1.33789758,0.08628656,0.37701240,0.87155619,1.61113373
0.59129565,3.82210157,0.02717838,0.42583193,0.49162587,1.34676006,0.08814699,0.37780944,0.89113240,1.61649042
0.59729865,3.83610857,0.02809428,0.42326045,0.49068227,1.35455791,0.08994538,0.37782359,0.90779537,1.61955289
0.60330165,3.84584907,0.02898236,0.42095602,0.48924948,1.36115900,0.09166603,0.37705633,0.92124867,1.62045468
0.60930465,3.85134734,0.02982005,0.41900125,0.48733264,1.36644996,0.09329404,0.37551912,0.93124480,1.61937465
0.61530765,3.85270160,0.03058594,0.41746229,0.48494586,1.37034282,0.09481624,0.37323342,0.93759504,1.61653844
0.62131066,3.85009138,0.03126069,0.41638720,0.48211336,1.37278004,0.09622202,0.37023022,0.94017744,1.61221780
0.62731366,3.84378013,0.03182780,0.41580468,0.47887005,1.37373754,0.09750407,0.36654912,0.93894261,1.60672740
0.63331666,3.83411251,0.03227431,0.41572311,0.47526145,1.37322576,0.09865888,0.36223706,0.93391697,1.60041914
0.63931966,3.82150646,0.03259139,0.41613001,0.47134310,1.37128852,0.09968712,0.35734673,0.92520319,1.59367394
0.64532266,3.80644030,0.03277467,0.41699201,0.46717923,1.36800004,0.10059362,0.35193471,0.91297789,1.58689132
0.65132566,3.78943551,0.03282449,0.41825540,0.46284105,1.36346017,0.10138720,0.34605956,0.89748654,1.58047702
0.65732866,3.77103615,0.03274588,0.41984719,0.45840452,1.35778834,0.10208014,0.33977987,0.87903585,1.57482930
0.66333167,3.75178617,0.03254838,0.42167693,0.45394786,1.35111674,0.10268744,0.33315248,0.85798395,1.57032440
0.66933467,3.73220571,0.03224565,0.42363900,0.44954888,1.34358296,0.10322586,0.32623087,0.83472888,1.56730192
0.67533767,3.71276799,0.03185495,0.42561565,0.44528234,1.33532287,0.10371276,0.31906399,0.80969583,1.56605083
0.68134067,3.69387799,0.03139643,0.42748041,0.44121739,1.32646408,0.10416487,0.31169535,0.78332369,1.56679666
0.68734367,3.67585412,0.03089237,0.42910204,0.43741534,1.31712030,0.10459699,0.30416264,0.75605164,1.56969076
0.69334667,3.65891396,0.03036630,0.43034861,0.43392779,1.30738713,0.10502079,0.29649776,0.72830620,1.57480197
0.69934967,3.64316489,0.02984214,0.43109185,0.43079530,1.29733930,0.10544370,0.28872723,0.70048930,1.58211127
0.70535268,3.62859998,0.02934332,0.43121136,0.42804658,1.28702960,0.10586795,0.28087298,0.67296794,1.59150975
0.71135568,3.61509953,0.02889195,0.43059857,0.42569830,1.27648947,0.10629000,0.27295337,0.64606566,1.60279991
0.71735868,3.60243803,0.02850814,0.42916042,0.42375550,1.26573107,0.10670016,0.26498447,0.62005613,1.61570058
0.72336168,3.59029620,0.02820933,0.42682241,0.42221254,1.25475077,0.10708262,0.25698132,0.59515911,1.62985495
0.72936468,3.57827750,0.02800987,0.42353098,0.42105454,1.24353368,0.10741579,0.24895916,0.57153865,1.64484178
0.73536768,3.56592814,0.02792066,0.41925522,0.42025918,1.23205891,0.10767303,0.24093463,0.54930358,1.66018903
0.74137069,3.55275966,0.02794903,0.41398772,0.41979879,1.22030513,0.10782368,0.23292661,0.52851006,1.67538953
0.74737369,3.53827282,0.02809871,0.40774460,0.41964254,1.20825616,0.10783436,0.22495688,0.50916596,1.68991799
0.75337669,3.52198161,0.02836996,0.40056475,0.41975856,1.19590604,0.10767046,0.21705043,0.49123674,1.70324859
0.75937969,3.50343612,0.02875981,0.39250836,0.42011594,1.18326334,0.10729778,0.20923540,0.47465245,1.71487241
0.76538269,3.48224313,0.02926244,0.38365472,0.42068631,1.17035431,0.10668418,0.20154274,0.45931545,1.72431404
0.77138569,3.45808332,0.02986954,0.37409957,0.42144504,1.15722464,0.10580118,0.19400552,0.44510851,1.73114645
0.77738869,3.43072433,0.03057080,0.36395189,0.42237186,1.14393965,0.10462546,0.18665805,0.43190286,1.73500376
0.78339170,3.40002889,0.03135431,0.35333055,0.42345081,1.13058287,0.10314008,0.17953475,0.41956578,1.73559114
0.78939470,3.36595786,0.03220703,0.34236063,0.42466966,1.11725290,0.10133548,0.17266902,0.40796760,1.73269165
0.79539770,3.32856783,0.03311513,0.33116985,0.42601858,1.10405882,0.09921006,0.16609194,0.39698772,1.72616973
0.80140070,3.28800378,0.03406433,0.31988498,0.42748844,1.09111431,0.09677050,0.15983118,0.38651946,1.71597128
0.80740370,3.24448727,0.03504015,0.30862860,0.42906848,1.07853077,0.09403165,0.15390992,0.37647380,1.70212045
0.81340670,3.19830080,0.03602806,0.29751603,0.43074391,1.06640995,0.09101605,0.14834608,0.36678176,1.68471364
0.81940970,3.14976974,0.03701357,0.28665279,0.43249328,1.05483637,0.08775318,0.14315168,0.35739563,1.66391087
0.82541271,3.09924269,0.03798230,0.27613253,0.43428611,1.04387035,0.08427839,0.13833260,0.34828899,1.63992538
0.83141571,3.04707188,0.03892000,0.26603543,0.43608077,1.03354180,0.08063165,0.13388856,0.33945569,1.61301201
0.83741871,2.99359481,0.03981249,0.25642728,0.43782302,1.02384552,0.07685614,0.12981344,0.33090808,1.58345505
0.84342171,2.93911834,0.04064569,0.24735915,0.43944526,1.01473837,0.07299682,0.12609588,0.32267440,1.55155645
0.84942471,2.88390643,0.04140563,0.23886760,0.44086668,1.00613856,0.06909896,0.12272014,0.31479586,1.51762479
0.85542771,2.82817228,0.04207855,0.23097553,0.44199449,0.99792735,0.06520684,0.11966712,0.30732328,1.48196586
0.86143072,2.77207536,0.04265101,0.22369348,0.44272612,0.98995316,0.06136249,0.11691556,0.30031374,1.44487506
0.86743372,2.71572358,0.04311017,0.21702145,0.44295247,0.98203807,0.05760469,0.11444331,0.29382713,1.40663208
0.87343672,2.65918026,0.04344404,0.21095093,0.44256202,0.97398632,0.05396822,0.11222854,0.28792300,1.36749786
0.87943972,2.60247547,0.04364191,0.20546728,0.44144570,0.96559457,0.05048324,0.11025092,0.28265758,1.32771378
0.88544272,2.54562071,0.04369481,0.20055211,0.43950224,0.95666317,0.04717505,0.10849265,0.27808112,1.28750301
0.89144572,2.48862595,0.04359598,0.19618558,0.43664371,0.94700801,0.04406392,0.10693926,0.27423569,1.24707343
0.89744872,2.43151756,0.04334145,0.19234858,0.43280096,0.93647216,0.04116526,0.10558013,0.27115322,1.20662189
0.90345173,2.37435599,0.04293053,0.18902453,0.42792860,0.92493664,0.03848983,0.10440880,0.26885408,1.16633920
0.90945473,2.31725165,0.04236632,0.18620073,0.42200937,0.91232961,0.03604417,0.10342287,0.26734596,1.12641535
0.91545773,2.26037796,0.04165612,0.18386922,0.41505732,0.89863349,0.03383100,0.10262366,0.26662314,1.08704447
0.92146073,2.20398060,0.04081177,0.18202704,0.40711995,0.88388957,0.03184978,0.10201561,0.26666616,1.04842910
0.92746373,2.14838226,0.03984985,0.18067595,0.39827887,0.86819964,0.03009713,0.10160541,0.26744187,1.01078345
0.93346673,2.09398253,0.03879173,0.17982148,0.38864903,0.85172484,0.02856735,0.10140099,0.26890386,0.97433537
0.93946973,2.04125303,0.03766346,0.17947162,0.37837657,0.83468147,0.02725284,0.10141036,0.27099328,0.93932699
0.94547274,1.99072811,0.03649549,0.17963506,0.36763521,0.81733415,0.02614436,0.10164049,0.27364002,0.90601404
0.95147574,1.94299163,0.03532227,0.18031912,0.35662158,0.79998675,0.02523144,0.10209621,0.27676436,0.87466386
0.95747874,1.89866086,0.03418159,0.18152767,0.34554942,0.78297141,0.02450248,0.10277927,0.28027895,0.84555244
0.96348174,1.85836837,0.03311383,0.18325906,0.33464321,0.76663647,0.02394501,0.10368760,0.28409117,0.81896062
0.96948474,1.82274298,0.03216110,0.18550428,0.32413127,0.75133369,0.02354574,0.10481482,0.28810581,0.79516974
0.97548774,1.79239091,0.03136619,0.18824549,0.31423886,0.73740562,0.02329076,0.10615005,0.29222798,0.77445708
0.98149075,1.76787795,0.03077150,0.19145504,0.30518133,0.72517347,0.02316556,0.10767814,0.29636613,0.75709116
0.98749375,1.74971348,0.03041788,0.19509510,0.29715782,0.71492622,0.02315524,0.10938006,0.30043521,0.74332724
0.99349675,1.73833699,0.03034345,0.19911787,0.29034555,0.70691119,0.02324461,0.11123378,0.30435963,0.73340304
0.99949975,1.73410725,0.03058244,0.20346651,0.28489508,0.70132648,0.02341843,0.11321522,0.30807601,0.72753480
1.00550275,1.73729454,0.03116400,0.20807654,0.28092644,0.69831539,0.02366162,0.11529962,0.31153566,0.72591358
1.01150575,1.74807570,0.03211122,0.21287795,0.27852641,0.69796297,0.02395954,0.11746286,0.31470642,0.72870197
1.01750875,1.76653185,0.03344011,0.21779748,0.27774695,0.70029456,0.02429831,0.11968297,0.31757406,0.73603092
1.02351176,1.79264850,0.03515879,0.22276134,0.27860465,0.70527628,0.02466513,0.12194159,0.32014294,0.74799687
1.02951476,1.82631766,0.03726690,0.22769797,0.28108133,0.71281723,0.02504863,0.12422528,0.32243601,0.76465886
1.03551776,1.86734163,0.03975509,0.23254066,0.28512556,0.72277327,0.02543917,0.12652677,0.32449409,0.78603603
1.04152076,1.91543810,0.04260489,0.23723002,0.29065522,0.73495201,0.02582915,0.12884596,0.32637455,0.81210511
1.04752376,1.97024639,0.04578873,0.24171610,0.29756069,0.74911896,0.02621324,0.13119056,0.32814943,0.84279836
1.05352676,2.03133468,0.04927030,0.24595993,0.30570888,0.76500451,0.02658860,0.13357660,0.32990303,0.87800194
1.05952976,2.09820800,0.05300516,0.24993459,0.31494778,0.78231148,0.02695498,0.13602843,0.33172928,0.91755492
1.06553277,2.17031728,0.05694161,0.25362561,0.32511144,0.80072331,0.02731477,0.13857859,0.33372882,0.96124914
1.07153577,2.24706913,0.06102194,0.25703083,0.33602526,0.81991247,0.02767294,0.14126722,0.33600615,1.00883013
1.07753877,2.32783658,0.06518378,0.26015960,0.34751146,0.83954903,0.02803696,0.14414119,0.33866674,1.05999925
1.08354177,2.41197070,0.06936177,0.26303152,0.35939455,0.85930930,0.02841658,0.14725304,0.34181435,1.11441702
1.08954477,2.49881287,0.07348931,0.26567473,0.37150665,0.87888426,0.02882359,0.15065954,0.34554865,1.17170791
1.09554777,2.58770753,0.07750049,0.26812390,0.38369240,0.89798759,0.02927146,0.15442007,0.34996306,1.23146623
1.10155078,2.67801498,0.08133200,0.27041801,0.39581346,0.91636314,0.02977502,0.15859485,0.35514285,1.29326310
1.10755378,2.76912376,0.08492499,0.27259804,0.40775223,0.93379151,0.03035004,0.16324286,0.36116353,1.35665417
1.11355678,2.86046186,0.08822686,0.27470468,0.41941467,0.95009547,0.03101278,0.16841976,0.36808941,1.42118770
1.11955978,2.95150627,0.09119282,0.27677617,0.43073217,0.96514406,0.03177956,0.17417559,0.37597227,1.48641254
1.12556278,3.04179000,0.09378725,0.27884640,0.44166214,0.97885501,0.03266626,0.18055245,0.38485005,1.55188564
1.13156578,3.13090605,0.09598470,0.28094314,0.45218746,0.99119526,0.03368792,0.18758211,0.39474551,1.61717843
1.13756878,3.21850771,0.09777061,0.28308675,0.46231460,1.00217960,0.03485821,0.19528369,0.40566482,1.68188188
1.14357179,3.30430507,0.09914156,0.28528906,0.47207049,1.01186719,0.03618899,0.20366141,0.41759600,1.74560974
1.14957479,3.38805741,0.10010528,0.28755273,0.48149828,1.02035612,0.03768991,0.21270251,0.43050734,1.80799980
1.15557779,3.46956196,0.10068019,0.28987082,0.49065211,1.02777620,0.03936793,0.22237547,0.44434570,1.86871311
1.16158079,3.54863933,0.10089466,0.29222678,0.49959114,1.03428009,0.04122692,0.23262860,0.45903492,1.92743124
1.16758379,3.62511665,0.10078593,0.29459468,0.50837313,1.04003346,0.04326735,0.24338909,0.47447443,1.98385189
1.17358679,3.69880928,0.10039885,0.29693976,0.51704797,1.04520436,0.04548593,0.25456263,0.49053817,2.03768322
1.17958979,3.76950259,0.09978436,0.29921922,0.52565133,1.04995252,0.04787536,0.26603380,0.50707413,2.08863747
1.18559280,3.83693504,0.09899797,0.30138328,0.53419909,1.05441920,0.05042415,0.27766709,0.52390447,2.13642461
1.19159580,3.90078420,0.09809802,0.30337645,0.54268259,1.05871803,0.05311655,0.28930885,0.54082665,2.18074666
1.19759880,3.96065681,0.09714411,0.30513908,0.55106525,1.06292753,0.05593257,0.30078994,0.55761548,2.22129342
1.20360180,4.01608437,0.09619551,0.30660905,0.55928067,1.06708576,0.05884811,0.31192934,0.57402627,2.25774029
1.20960480,4.06652484,0.09530961,0.30772371,0.56723242,1.07118728,0.06183523,0.32253838,0.58979917,2.28974881
1.21560780,4.11137123,0.09454064,0.30842196,0.57479561,1.07518301,0.06486261,0.33242561,0.60466450,2.31697019
1.22161081,4.14996697,0.09393841,0.30864644,0.58182026,1.07898259,0.06789609,0.34140227,0.61834920,2.33905212
1.22761381,4.18162792,0.09354726,0.30834588,0.58813617,1.08245953,0.07089940,0.34928786,0.63058397,2.35564888
1.23361681,4.20566994,0.09340522,0.30747737,0.59355937,1.08545863,0.07383494,0.35591594,0.64111104,2.36643431
1.23961981,4.22144100,0.09354321,0.30600863,0.59789955,1.08780533,0.07666479,0.36113964,0.64969226,2.37111730
1.24562281,4.22835597,0.09398452,0.30392013,0.60096825,1.08931644,0.07935165,0.36483684,0.65611707,2.36945894
1.25162581,4.22593244,0.09474437,0.30120691,0.60258744,1.08981164,0.08185993,0.36691459,0.66021009,2.36129050
1.25762881,4.21382518,0.09582960,0.29788013,0.60259786,1.08912494,0.08415675,0.36731271,0.66183793,2.34653101
1.26363182,4.19185737,0.09723852,0.29396806,0.60086691,1.08711555,0.08621300,0.36600629,0.66091492,2.32520353
1.26963482,4.16004642,0.09896092,0.28951659,0.59729541,1.08367739,0.08800417,0.36300697,0.65740732,2.29744872
1.27563782,4.11862256,0.10097815,0.28458908,0.59182317,1.07874669,0.08951117,0.35836300,0.65133597,2.26353489
1.28164082,4.06803884,0.10326343,0.27926546,0.58443283,1.07230726,0.09072083,0.35215788,0.64277696,2.22386333
1.28764382,4.00897134,0.10578225,0.27364070,0.57515189,1.06439295,0.09162635,0.34450781,0.63186045,2.17896849
1.29364682,3.94230922,0.10849295,0.26782243,0.56405278,1.05508736,0.09222736,0.33555799,0.61876740,2.12951236
1.29964982,3.86913460,0.11134754,0.26192797,0.55125105,1.04452061,0.09252981,0.32547780,0.60372456,2.07627302
1.30565283,3.79069288,0.11429254,0.25608072,0.53690169,1.03286351,0.09254561,0.31445536,0.58699763,2.02012749
1.31165583,3.70835483,0.11727016,0.25040601,0.52119384,1.02031932,0.09229200,0.30269134,0.56888306,1.96202957
1.31765883,3.62357192,0.12021948,0.24502666,0.50434412,1.00711378,0.09179073,0.29039268,0.54969873,1.90298331
1.32366183,3.53782716,0.12307789,0.24005838,0.48658898,0.99348371,0.09106707,0.27776612,0.52977389,1.84401341
1.32966483,3.45258378,0.12578247,0.23560517,0.46817645,0.97966519,0.09014864,0.26501207,0.50943882,1.78613388
1.33566783,3.36923428,0.12827161,0.23175502,0.44935760,0.96588165,0.08906430,0.25231897,0.48901465,1.73031635
1.34167084,3.28905240,0.13048645,0.22857601,0.43037830,0.95233276,0.08784283,0.23985829,0.46880371,1.67745980
1.34767384,3.21315052,0.13237243,0.22611310,0.41147144,0.93918470,0.08651186,0.22778050,0.44908090,1.62836295
1.35367684,3.14244447,0.13388065,0.22438581,0.39285014,0.92656221,0.08509675,0.21621195,0.43008636,1.58370108
1.35967984,3.07762773,0.13496913,0.22338675,0.37470204,0.91454308,0.08361970,0.20525290,0.41201975,1.54400809
1.36568284,3.01915610,0.13560383,0.22308130,0.35718505,0.90315504,0.08209903,0.19497657,0.39503634,1.50966506
1.37168584,2.96724355,0.13575955,0.22340840,0.34042455,0.89237546,0.08054871,0.18542932,0.37924507,1.48089559
1.37768884,2.92186939,0.13542039,0.22428237,0.32451207,0.88213370,0.07897810,0.17663181,0.36470848,1.45776837
1.38369185,2.88279605,0.13458013,0.22559583,0.30950556,0.87231584,0.07739198,0.16858097,0.35144458,1.44020643
1.38969485,2.84959643,0.13324220,0.22722346,0.29543093,0.86277170,0.07579080,0.16125280,0.33943042,1.42800279
1.39569785,2.82168906,0.13141940,0.22902657,0.28228478,0.85332351,0.07417117,0.15460565,0.32860712,1.42084120
1.40170085,2.79837894,0.12913338,0.23085815,0.27003820,0.84377579,0.07252653,0.14858393,0.31888610,1.41832091
1.40770385,2.77890169,0.12641391,0.23256820,0.25864111,0.83392599,0.07084794,0.14312195,0.31015607,1.41998374
1.41370685,2.76246830,0.12329785,0.23400920,0.24802717,0.82357500,0.06912504,0.13814785,0.30229055,1.42534194
1.41970985,2.74830807,0.11982807,0.23504128,0.23811875,0.81253732,0.06734700,0.13358733,0.29515535,1.43390496
1.42571286,2.73570706,0.11605220,0.23553708,0.22883186,0.80065010,0.06550343,0.12936702,0.28861579,1.44520362
1.43171586,2.72404013,0.11202132,0.23538583,0.22008074,0.78778067,0.06358534,0.12541753,0.28254321,1.45881017
1.43771886,2.71279466,0.10778857,0.23449681,0.21178185,0.77383231,0.06158585,0.12167584,0.27682059,1.47435301
1.44372186,2.70158497,0.10340786,0.23280172,0.20385736,0.75874785,0.05950088,0.11808721,0.27134694,1.49152534
