energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.92196098,1.65119849,-1.38836968,0.51161837,-0.45687505,0.22197059,-0.19248181,0.00392955,-0.00304199,0.06517637,-0.04511847,0.30009332,-0.25518077,0.22343256,-0.16148907,0.04438341,-0.04049128,0.89314512,-0.76801968
-5.91595798,1.66946955,-1.43868079,0.51153361,-0.47501898,0.22715416,-0.19941965,0.00408181,-0.00328530,0.06549015,-0.04627168,0.30182567,-0.26404393,0.22619715,-0.16858547,0.04522119,-0.04125355,0.90319704,-0.79699618
-5.90995498,1.68330324,-1.48705887,0.50973480,-0.49158424,0.23188845,-0.20641026,0.00421205,-0.00352324,0.06566263,-0.04740360,0.30297976,-0.27242367,0.22837858,-0.17536366,0.04593004,-0.04207677,0.91084291,-0.82474971
-5.90395198,1.69291033,-1.53271894,0.50644392,-0.50633505,0.23615724,-0.21333478,0.00431810,-0.00375200,0.06571126,-0.04848678,0.30369586,-0.28019223,0.23002183,-0.18174665,0.04648477,-0.04293062,0.91621534,-0.85085851
-5.89794897,1.69862909,-1.57495790,0.50192151,-0.51908375,0.23996633,-0.22007833,0.00439830,-0.00396775,0.06565815,-0.04949788,0.30413583,-0.28725126,0.23118552,-0.18766944,0.04686494,-0.04378279,0.91951474,-0.87494821
-5.89194597,1.70091493,-1.61318139,0.49645917,-0.52969815,0.24334389,-0.22653499,0.00445153,-0.00416675,0.06552931,-0.05041843,0.30447831,-0.29353545,0.23194007,-0.19308141,0.04705534,-0.04460031,0.92100346,-0.89670637
-5.88594297,1.70032658,-1.64692684,0.49037119,-0.53810687,0.24633998,-0.23261263,0.00447726,-0.00434544,0.06535366,-0.05123538,0.30491356,-0.29901495,0.23236567,-0.19794821,0.04704636,-0.04535082,0.92099805,-0.91589471
-5.87993997,1.69750895,-1.67588152,0.48398572,-0.54430262,0.24902519,-0.23823716,0.00447561,-0.00450057,0.06516204,-0.05194153,0.30563803,-0.30369651,0.23254995,-0.20225296,0.04683415,-0.04600385,0.91985991,-0.93235867
-5.87393697,1.69317336,-1.69989487,0.47763576,-0.54834310,0.25148833,-0.24335616,0.00444727,-0.00462933,0.06498619,-0.05253557,0.30684883,-0.30762328,0.23258547,-0.20599694,0.04642046,-0.04653190,0.91798447,-0.94603373
-5.86793397,1.68807556,-1.71898462,0.47165007,-0.55034966,0.25383334,-0.24794164,0.00439352,-0.00472942,0.06485771,-0.05302203,0.30873833,-0.31087332,0.23256719,-0.20919944,0.04581241,-0.04691148,0.91578923,-0.95694835
-5.86193097,1.68299204,-1.73333633,0.46634437,-0.55050356,0.25617536,-0.25199180,0.00431615,-0.00479911,0.06480711,-0.05341090,0.31148879,-0.31355681,0.23258978,-0.21189701,0.04502190,-0.04712389,0.91370095,-0.96522327
-5.85592796,1.67869524,-1.74329645,0.46201289,-0.54904007,0.25863619,-0.25553176,0.00421744,-0.00483738,0.06486291,-0.05371711,0.31526732,-0.31581213,0.23274491,-0.21414206,0.04406505,-0.04715578,0.91214222,-0.97106730
-5.84992496,1.67592833,-1.74935914,0.45892048,-0.54624071,0.26133921,-0.25861313,0.00410000,-0.00484387,0.06505076,-0.05395978,0.32022110,-0.31780089,0.23311858,-0.21600088,0.04296129,-0.04699950,0.91151776,-0.97476970
-5.84392196,1.67538010,-1.75214744,0.45729540,-0.54242383,0.26440391,-0.26131236,0.00396674,-0.00481895,0.06539283,-0.05416131,0.32647298,-0.31970219,0.23378849,-0.21755111,0.04173258,-0.04665318,0.91220080,-0.97668954
-5.83791896,1.67766069,-1.75238949,0.45732297,-0.53793388,0.26794032,-0.26372812,0.00382071,-0.00476369,0.06590716,-0.05434633,0.33411757,-0.32170623,0.23482149,-0.21887882,0.04040242,-0.04612059,0.91451981,-0.97724229
-5.83191596,1.68327884,-1.75089076,0.45914003,-0.53312995,0.27204341,-0.26597753,0.00366505,-0.00467980,0.06660723,-0.05454065,0.34321780,-0.32400753,0.23627120,-0.22007535,0.03899492,-0.04541071,0.91874610,-0.97688443
-5.82591296,1.69262143,-1.74850330,0.46283057,-0.52837371,0.27678791,-0.26819149,0.00350282,-0.00456960,0.06750168,-0.05477009,0.35380206,-0.32679797,0.23817578,-0.22123388,0.03753390,-0.04453721,0.92508254,-0.97609627
-5.81990995,1.70593597,-1.74609312,0.46842238,-0.52401743,0.28222344,-0.27050933,0.00333698,-0.00443593,0.06859412,-0.05505938,0.36586198,-0.33025992,0.24055609,-0.22244593,0.03604207,-0.04351766,0.93365385,-0.97536401
-5.81390695,1.72331674,-1.74450699,0.47588497,-0.52039230,0.28837060,-0.27307278,0.00317023,-0.00428203,0.06988311,-0.05543111,0.37935096,-0.33455957,0.24341408,-0.22379795,0.03454031,-0.04237268,0.94449896,-0.97516130
-5.80790395,1.74469533,-1.74453965,0.48512895,-0.51779749,0.29521780,-0.27601970,0.00300501,-0.00411142,0.07136229,-0.05590474,0.39418352,-0.33984081,0.24673172,-0.22536798,0.03304711,-0.04112495,0.95756559,-0.97593113
-5.80190095,1.76983598,-1.74690271,0.49600669,-0.51649024,0.30271930,-0.27947760,0.00284338,-0.00392783,0.07302056,-0.05649586,0.41023542,-0.34621968,0.25047037,-0.22722258,0.03157810,-0.03979826,0.97270763,-0.97806870
-5.79589795,1.79833622,-1.75219622,0.50831461,-0.51667731,0.31079449,-0.28355737,0.00268704,-0.00373501,0.07484248,-0.05721550,0.42734487,-0.35377965,0.25457084,-0.22941407,0.03014582,-0.03841653,0.98968543,-0.98190559
-5.78989495,1.82963310,-1.76088391,0.52179705,-0.51850800,0.31932848,-0.28834735,0.00253728,-0.00353667,0.07680861,-0.05806968,0.44531457,-0.36256787,0.25895397,-0.23197814,0.02875957,-0.03700288,1.00816918,-0.98769609
-5.78389195,1.86301501,-1.77327295,0.53615161,-0.52206891,0.32817407,-0.29390803,0.00239502,-0.00333633,0.07889606,-0.05905926,0.46391485,-0.37259240,0.26352200,-0.23493200,0.02742554,-0.03557883,1.02774550,-0.99560591
-5.77788894,1.89763890,-1.78949897,0.55103608,-0.52738066,0.33715508,-0.30026763,0.00226078,-0.00313725,0.08107899,-0.06017985,0.48288774,-0.38382070,0.26816064,-0.23827302,0.02614690,-0.03416363,1.04792721,-1.00570374
-5.77188594,1.93255263,-1.80951690,0.56607678,-0.53439656,0.34607094,-0.30741875,0.00213473,-0.00294232,0.08332918,-0.06142204,0.50195193,-0.39617923,0.27274174,-0.24197798,0.02492419,-0.03277368,1.06816590,-1.01795604
-5.76588294,1.96672167,-1.83309793,0.58087802,-0.54300333,0.35470239,-0.31531620,0.00201675,-0.00275403,0.08561658,-0.06277185,0.52080861,-0.40955431,0.27712669,-0.24600293,0.02375567,-0.03142220,1.08786722,-1.03222523
-5.75987994,1.99905935,-1.85983297,0.59503260,-0.55302395,0.36281815,-0.32387629,0.00190649,-0.00257440,0.08790986,-0.06421128,0.53914788,-0.42379432,0.28117026,-0.25028375,0.02263780,-0.03011901,1.10640813,-1.04827141
-5.75387694,2.02845963,-1.88914243,0.60813299,-0.56422236,0.37018219,-0.33297752,0.00180336,-0.00240498,0.09017691,-0.06571907,0.55665576,-0.43871299,0.28472494,-0.25473736,0.02156573,-0.02887054,1.12315580,-1.06575770
-5.74787394,2.05383114,-1.92029215,0.61978273,-0.57631013,0.37656149,-0.34246276,0.00170667,-0.00224683,0.09238532,-0.06727156,0.57302137,-0.45409390,0.28764546,-0.25926362,0.02053380,-0.02767992,1.13748725,-1.08425899
-5.74187094,2.07413129,-1.95241513,0.62960773,-0.58895480,0.38173384,-0.35214292,0.00161564,-0.00210056,0.09450278,-0.06884363,0.58794424,-0.46969599,0.28979347,-0.26374786,0.01953602,-0.02654724,1.14880907,-1.10327403
-5.73586793,2.08839897,-1.98453815,0.63726714,-0.60178968,0.38549538,-0.36180196,0.00152945,-0.00196635,0.09649744,-0.07040966,0.60114138,-0.48525995,0.29104208,-0.26806398,0.01856652,-0.02547001,1.15657645,-1.12224035
-5.72986493,2.09578477,-2.01561272,0.64246318,-0.61442484,0.38766766,-0.37120309,0.00144732,-0.00184397,0.09833821,-0.07194446,0.61235393,-0.50051524,0.29128013,-0.27207811,0.01761992,-0.02444355,1.16031074,-1.14055172
-5.72386193,2.09557733,-2.04454892,0.64494971,-0.62645893,0.38810382,-0.38009602,0.00136852,-0.00173290,0.09999504,-0.07342415,0.62135312,-0.51518753,0.29041599,-0.27565264,0.01669162,-0.02346154,1.15961486,-1.15757736
-5.71785893,2.08722497,-2.07025127,0.64453915,-0.63749145,0.38669372,-0.38822490,0.00129239,-0.00163233,0.10143913,-0.07482691,0.62794543,-0.52900639,0.28838071,-0.27865049,0.01577804,-0.02251661,1.15418586,-1.17268243
-5.71185593,2.07035174,-2.09165490,0.64110748,-0.64713509,0.38336771,-0.39533674,0.00121841,-0.00154125,0.10264322,-0.07613359,0.63197672,-0.54171273,0.28513046,-0.28093958,0.01487674,-0.02160086,1.14382425,-1.18524887
-5.70585293,2.04476739,-2.10776098,0.63459709,-0.65502758,0.37809902,-0.40118990,0.00114616,-0.00145854,0.10358175,-0.07732815,0.63333526,-0.55306588,0.28064805,-0.28239722,0.01398652,-0.02070637,1.12843976,-1.19469590
-5.69984992,2.01047100,-2.11766975,0.62501756,-0.66084283,0.37090454,-0.40556234,0.00107536,-0.00138298,0.10423116,-0.07839784,0.63195353,-0.56285001,0.27494358,-0.28291425,0.01310734,-0.01982570,1.10805323,-1.20049933
-5.69384692,1.96764832,-2.12060995,0.61244416,-0.66430063,0.36184418,-0.40825928,0.00100583,-0.00131338,0.10457018,-0.07933329,0.62780894,-0.57087950,0.26805411,-0.28239888,0.01224030,-0.01895227,1.08279487,-1.20220891
-5.68784392,1.91666316,-2.11596345,0.59701434,-0.66517491,0.35101862,-0.40912001,0.00093753,-0.00124855,0.10458011,-0.08012827,0.62092331,-0.57700321,0.26004245,-0.28077991,0.01138749,-0.01808068,1.05289882,-1.19946301
-5.68184092,1.85804349,-2.10328413,0.57892235,-0.66329992,0.33856580,-0.40802342,0.00087052,-0.00118741,0.10424526,-0.08077933,0.61136131,-0.58110742,0.25099516,-0.27800929,0.01055180,-0.01720691,1.01869461,-1.19200006
-5.67583792,1.79246285,-2.08231030,0.55841228,-0.65857428,0.32465620,-0.40489216,0.00080491,-0.00112900,0.10355331,-0.08128533,0.59922799,-0.58311728,0.24101982,-0.27406391,0.00973681,-0.01632849,0.98059578,-1.17966633
-5.66983492,1.72071829,-2.05297025,0.53576990,-0.65096278,0.30948720,-0.39969523,0.00074092,-0.00107248,0.10249574,-0.08164675,0.58466544,-0.58299693,0.23024166,-0.26894646,0.00894651,-0.01544450,0.93908634,-1.16241968
-5.66383192,1.64370567,-2.01538089,0.51131354,-0.64049581,0.29327673,-0.39244881,0.00067879,-0.00101720,0.10106830,-0.08186503,0.56784885,-0.58074817,0.21879989,-0.26268544,0.00818515,-0.01455556,0.89470579,-1.14032933
-5.65782891,1.56239361,-1.96983972,0.48538467,-0.62726654,0.27625662,-0.38321545,0.00061876,-0.00096266,0.09927137,-0.08194185,0.54898201,-0.57640793,0.20684377,-0.25533422,0.00745709,-0.01366368,0.84803320,-1.11357166
-5.65182591,1.47779703,-1.91681078,0.45833821,-0.61142610,0.25866571,-0.37210164,0.00056113,-0.00090850,0.09711040,-0.08187848,0.52829254,-0.57004466,0.19452851,-0.24696930,0.00676659,-0.01277210,0.79967116,-1.08242238
-5.64582291,1.39095142,-1.85690526,0.43053332,-0.59317696,0.24074327,-0.35925385,0.00050613,-0.00085454,0.09459610,-0.08167518,0.50602692,-0.56175398,0.18201146,-0.23768774,0.00611775,-0.01188511,0.75023021,-1.04724553
-5.63981991,1.30288866,-1.79085816,0.40232469,-0.57276493,0.22272276,-0.34485328,0.00045401,-0.00080072,0.09174470,-0.08133082,0.48244542,-0.55165376,0.16944838,-0.22760408,0.00551436,-0.01100775,0.70031424,-1.00847992
-5.63381691,1.21461513,-1.71950185,0.37405478,-0.55047007,0.20482627,-0.32910962,0.00040495,-0.00074712,0.08857798,-0.08084255,0.45781715,-0.53987904,0.15699023,-0.21684663,0.00495990,-0.01014558,0.65050742,-0.96662371
-5.62781391,1.12709271,-1.64373823,0.34604713,-0.52659715,0.18725973,-0.31225410,0.00035911,-0.00069389,0.08512313,-0.08020583,0.43241529,-0.52657698,0.14478036,-0.20555364,0.00445747,-0.00930445,0.60136290,-0.92221790
-5.62181091,1.04122300,-1.56451051,0.31860090,-0.50146594,0.17020908,-0.29453211,0.00031660,-0.00064127,0.08141257,-0.07941448,0.40651253,-0.51190213,0.13295226,-0.19386919,0.00400982,-0.00849025,0.55339360,-0.87582949
-5.61580790,0.95783505,-1.48277608,0.29198671,-0.47540178,0.15383746,-0.27619573,0.00027746,-0.00058954,0.07748350,-0.07846109,0.38037686,-0.49601233,0.12162790,-0.18193925,0.00361936,-0.00770870,0.50706513,-0.82803511
-5.60980490,0.87767646,-1.39948133,0.26644377,-0.44872684,0.13828331,-0.25749658,0.00024170,-0.00053903,0.07337739,-0.07733753,0.35426769,-0.47906519,0.11091669,-0.16990793,0.00328822,-0.00696518,0.46279088,-0.77940572
-5.60380190,0.80140776,-1.31553966,0.24217819,-0.42175245,0.12365957,-0.23867906,0.00020928,-0.00049006,0.06913933,-0.07603558,0.32843248,-0.46121553,0.10091490,-0.15791410,0.00301826,-0.00626464,0.42092916,-0.73049301
-5.59779890,0.72959996,-1.23181296,0.21936246,-0.39477249,0.11005371,-0.21997447,0.00018010,-0.00044292,0.06481732,-0.07454771,0.30310367,-0.44261353,0.09170577,-0.14608848,0.00281117,-0.00561144,0.38178211,-0.68181784
-5.59179590,0.66273463,-1.14909730,0.19813586,-0.36805836,0.09752857,-0.20159598,0.00015405,-0.00039793,0.06046155,-0.07286792,0.27849626,-0.42340371,0.08335988,-0.13455131,0.00266846,-0.00500939,0.34559632,-0.63386120
-5.58579290,0.60120635,-1.06811280,0.17860570,-0.34185519,0.08612387,-0.18373468,0.00013097,-0.00035531,0.05612366,-0.07099248,0.25480575,-0.40372467,0.07593605,-0.12341068,0.00259156,-0.00446166,0.31256462,-0.58705751
-5.57978989,0.54532692,-0.98949756,0.16084909,-0.31637961,0.07585831,-0.16655677,0.00011069,-0.00031529,0.05185611,-0.06892069,0.23220671,-0.38370934,0.06948249,-0.11276138,0.00258176,-0.00397089,0.28282894,-0.54179054
-5.57378689,0.49533097,-0.91380548,0.14491527,-0.29181878,0.06673191,-0.15020185,0.00009302,-0.00027800,0.04771171,-0.06665548,0.21085182,-0.36348559,0.06403820,-0.10268443,0.00264024,-0.00353919,0.25648376,-0.49839167
-5.56778389,0.45138258,-0.84150735,0.13082806,-0.26833058,0.05872873,-0.13478229,0.00007775,-0.00024356,0.04374330,-0.06420389,0.19087148,-0.34317716,0.05963452,-0.09324711,0.00276806,-0.00316823,0.23357995,-0.45714012
-5.56178089,0.41358248,-0.77299462,0.11858857,-0.24604475,0.05181958,-0.12038357,0.00006467,-0.00021200,0.04000369,-0.06157730,0.17237404,-0.32290445,0.05629684,-0.08450347,0.00296605,-0.00285934,0.21412879,-0.41826507
-5.55577789,0.38197563,-0.70858511,0.10817778,-0.22506483,0.04596478,-0.10706547,0.00005360,-0.00018333,0.03654588,-0.05879146,0.15544649,-0.30278536,0.05404631,-0.07649519,0.00323474,-0.00261362,0.19810580,-0.38194895
-5.54977489,0.35655896,-0.64853009,0.09955910,-0.20547052,0.04111681,-0.09486391,0.00004434,-0.00015749,0.03342354,-0.05586637,0.14015576,-0.28293567,0.05290168,-0.06925270,0.00357426,-0.00243198,0.18545444,-0.34833174
-5.54377189,0.33728910,-0.59302178,0.09268071,-0.18732032,0.03722268,-0.08379333,0.00003671,-0.00013440,0.03069191,-0.05282586,0.12655052,-0.26346917,0.05288115,-0.06279648,0.00398425,-0.00231524,0.17608942,-0.31751568
-5.53776888,0.32409012,-0.54220088,0.08747778,-0.17065423,0.03422623,-0.07384941,0.00003055,-0.00011394,0.02840885,-0.04969703,0.11466341,-0.24449728,0.05400418,-0.05713836,0.00446367,-0.00226420,0.16989976,-0.28957004
-5.53176588,0.31686115,-0.49616340,0.08387440,-0.15549630,0.03207004,-0.06501189,0.00002574,-0.00009594,0.02663636,-0.04650954,0.10451383,-0.22612827,0.05629350,-0.05228279,0.00501069,-0.00227963,0.16675143,-0.26453571
-5.52576288,0.31548416,-0.45496660,0.08178545,-0.14185687,0.03069715,-0.05724751,0.00002214,-0.00008025,0.02544219,-0.04329474,0.09611093,-0.20846609,0.05977705,-0.04822797,0.00562257,-0.00236230,0.16648989,-0.24242911
-5.51975988,0.31983166,-0.41863343,0.08111822,-0.12973452,0.03005246,-0.05051270,0.00001969,-0.00006667,0.02490174,-0.04008485,0.08945698,-0.19160880,0.06449003,-0.04496682,0.00629559,-0.00251292,0.16894239,-0.22324547
-5.51375688,0.32977461,-0.38715575,0.08177407,-0.11911742,0.03008399,-0.04475620,0.00001831,-0.00005502,0.02510007,-0.03691194,0.08455093,-0.17564684,0.07047703,-0.04248765,0.00702488,-0.00273207,0.17392033,-0.20696119
-5.50775388,0.34519053,-0.36049591,0.08364995,-0.10998437,0.03074387,-0.03992126,0.00001799,-0.00004510,0.02613382,-0.03380716,0.08139202,-0.16066112,0.07779420,-0.04077462,0.00780447,-0.00302013,0.18122173,-0.19353527
-5.50175088,0.36597159,-0.33858717,0.08663997,-0.10230532,0.03198910,-0.03594756,0.00001872,-0.00003671,0.02811317,-0.03079988,0.07998331,-0.14672120,0.08651139,-0.03980797,0.00862726,-0.00337711,0.19063394,-0.18290995
-5.49574787,0.39203286,-0.32133291,0.09063712,-0.09604156,0.03378229,-0.03277282,0.00002053,-0.00002969,0.03116348,-0.02791703,0.08033511,-0.13388350,0.09671424,-0.03956396,0.00948504,-0.00380252,0.20193670,-0.17501054
-5.48974487,0.42332027,-0.30860516,0.09553488,-0.09114556,0.03609213,-0.03033397,0.00002350,-0.00002386,0.03542657,-0.02518260,0.08246798,-0.12218990,0.10850609,-0.04001472,0.01036866,-0.00429522,0.21490556,-0.16974471
-5.48374187,0.45981813,-0.30024263,0.10122913,-0.08756071,0.03889375,-0.02856804,0.00002771,-0.00001905,0.04106150,-0.02261728,0.08641535,-0.11166661,0.12200959,-0.04112791,0.01126817,-0.00485322,0.22931568,-0.16700135
-5.47773887,0.50155573,-0.29604885,0.10761989,-0.08522087,0.04216905,-0.02741286,0.00003329,-0.00001512,0.04824470,-0.02023836,0.09222537,-0.10232352,0.13736782,-0.04286644,0.01217299,-0.00547353,0.24494599,-0.16664936
-5.47173587,0.54861260,-0.29579068,0.11461327,-0.08405011,0.04590671,-0.02680743,0.00004039,-0.00001193,0.05716920,-0.01805970,0.09996210,-0.09415403,0.15474476,-0.04518808,0.01307223,-0.00615203,0.26158353,-0.16853655
-5.46573287,0.60112175,-0.29919775,0.12212321,-0.08396251,0.05010216,-0.02669221,0.00004919,-0.00000939,0.06804302,-0.01609209,0.10970565,-0.08713550,0.17432487,-0.04804539,0.01395495,-0.00688333,0.27902783,-0.17248889
-5.45972986,0.65927053,-0.30596308,0.13007315,-0.08486224,0.05475729,-0.02700932,0.00005988,-0.00000737,0.08108644,-0.01434361,0.12155126,-0.08123012,0.19631169,-0.05138574,0.01481047,-0.00766072,0.29709515,-0.17831042
-5.45372686,0.72329837,-0.31574535,0.13839740,-0.08664408,0.05987991,-0.02770274,0.00007267,-0.00000580,0.09652818,-0.01282027,0.13560728,-0.07638638,0.22092516,-0.05515163,0.01562870,-0.00847612,0.31562231,-0.18578396
-5.44772386,0.79349100,-0.32817294,0.14704215,-0.08919427,0.06548298,-0.02871856,0.00008780,-0.00000460,0.11460035,-0.01152683,0.15199184,-0.07254107,0.24839762,-0.05928149,0.01640044,-0.00932012,0.33446988,-0.19467287
-5.44172086,0.87017077,-0.34285002,0.15596610,-0.09239197,0.07158351,-0.03000527,0.00010548,-0.00000372,0.13553239,-0.01046763,0.17082831,-0.06962165,0.27896830,-0.06371071,0.01711766,-0.01018210,0.35352439,-0.20472387
-5.43571786,0.95368291,-0.35936464,0.16514038,-0.09611103,0.07820115,-0.03151425,0.00012595,-0.00000311,0.15954385,-0.00964767,0.19223960,-0.06754903,0.31287646,-0.06837329,0.01777376,-0.01105038,0.37269959,-0.21567103
-5.42971486,1.04437779,-0.37729880,0.17454805,-0.10022248,0.08535652,-0.03320035,0.00014940,-0.00000273,0.18683630,-0.00907369,0.21634128,-0.06624065,0.35035306,-0.07320376,0.01836374,-0.01191247,0.39193623,-0.22724091
-5.42371186,1.14258942,-0.39624041,0.18418281,-0.10459724,0.09306919,-0.03502271,0.00017601,-0.00000257,0.21758459,-0.00875530,0.24323397,-0.06561374,0.39161127,-0.07813967,0.01888431,-0.01275533,0.41120061,-0.23915879
-5.41770885,1.24861095,-0.41579664,0.19404718,-0.10910932,0.10135549,-0.03694561,0.00020595,-0.00000261,0.25192773,-0.00870624,0.27299498,-0.06558876,0.43683603,-0.08312434,0.01933398,-0.01356578,0.43048173,-0.25115565
-5.41170585,1.36266789,-0.43560841,0.20415000,-0.11363928,0.11022609,-0.03893949,0.00023929,-0.00000285,0.28995969,-0.00894551,0.30566970,-0.06609274,0.48617309,-0.08810995,0.01971298,-0.01433084,0.44978706,-0.26297594
-5.40570285,1.48489038,-0.45536542,0.21450362,-0.11807775,0.11968361,-0.04098207,0.00027608,-0.00000330,0.33172060,-0.00949860,0.34126314,-0.06706270,0.53971790,-0.09306079,0.02002318,-0.01503821,0.46913731,-0.27438561
-5.39969985,1.61528577,-0.47482119,0.22512057,-0.12232902,0.12972022,-0.04305944,0.00031628,-0.00000397,0.37718881,-0.01039857,0.37973202,-0.06844874,0.59750495,-0.09795656,0.02026791,-0.01567662,0.48856030,-0.28518017
-5.39369685,1.75371320,-0.49380728,0.23601019,-0.12631443,0.14031543,-0.04516709,0.00035978,-0.00000488,0.42627417,-0.01168710,0.42097781,-0.07021688,0.65949818,-0.10279561,0.02045176,-0.01623635,0.50808432,-0.29519238
-5.38769385,1.89986169,-0.51224620,0.24717530,-0.12997542,0.15143424,-0.04731088,0.00040636,-0.00000608,0.47881302,-0.01341540,0.46484142,-0.07235161,0.72558283,-0.10759792,0.02058026,-0.01670953,0.52773151,-0.30429919
-5.38169085,2.05323343,-0.53016222,0.25860909,-0.13327611,0.16302577,-0.04950771,0.00045574,-0.00000760,0.53456535,-0.01564494,0.51109970,-0.07485783,0.79555957,-0.11240771,0.02065965,-0.01709053,0.54751151,-0.31242753
-5.37568784,2.21313366,-0.54768938,0.27029250,-0.13620523,0.17502245,-0.05178602,0.00050750,-0.00000950,0.59321432,-0.01844804,0.55946441,-0.07776230,0.86914112,-0.11729540,0.02069652,-0.01737621,0.56741599,-0.31955865
-5.36968484,2.37866831,-0.56507616,0.28219239,-0.13877731,0.18733997,-0.05418586,0.00056115,-0.00001183,0.65436860,-0.02190810,0.60958373,-0.08111448,0.94595189,-0.12235902,0.02069758,-0.01756609,0.58741439,-0.32573061
-5.36368184,2.54875037,-0.58268640,0.29426037,-0.14103300,0.19987803,-0.05675864,0.00061610,-0.00001467,0.71756733,-0.02611965,0.66104663,-0.08498660,1.02553085,-0.12772462,0.02066937,-0.01766247,0.60745122,-0.33103883
-5.35767884,2.72211519,-0.60099595,0.30643285,-0.14303847,0.21252188,-0.05956632,0.00067166,-0.00001809,0.78228802,-0.03118802,0.71339013,-0.08947306,1.10733762,-0.13354586,0.02061807,-0.01767038,0.62744525,-0.33563441
-5.35167584,2.89734470,-0.62058506,0.31863197,-0.14488383,0.22514475,-0.06268027,0.00072708,-0.00002216,0.84795694,-0.03722857,0.76610927,-0.09468900,1.19076177,-0.14000257,0.02054935,-0.01759746,0.64729060,-0.33972024
-5.34567284,3.07289980,-0.64212631,0.33076765,-0.14668068,0.23761106,-0.06617950,0.00078156,-0.00002698,0.91396185,-0.04436561,0.81866953,-0.10076815,1.27513492,-0.14729820,0.02046829,-0.01745374,0.66685994,-0.34354495
