energy_ev,total_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.88594297,2.62939963,0.01605889,0.43932030,1.67721332,0.78488938,0.00813243,0.99917462,0.48426225,0.24384972
-5.87993997,2.65736528,0.01638264,0.44041609,1.68838032,0.79088381,0.00773097,1.01649708,0.50085243,0.24676694
-5.87393697,2.68795055,0.01667550,0.44186241,1.69985252,0.79767923,0.00736631,1.03499246,0.51819307,0.24982778
-5.86793397,2.72152458,0.01693772,0.44373271,1.71202949,0.80537876,0.00703602,1.05476286,0.53630961,0.25306720
-5.86193097,2.75836854,0.01716931,0.44608523,1.72525479,0.81405831,0.00673778,1.07587471,0.55520171,0.25651537
-5.85592796,2.79865937,0.01737002,0.44895995,1.73980154,0.82376195,0.00646945,1.09835403,0.57484160,0.26019558
-5.84992496,2.84245645,0.01753926,0.45237597,1.75586047,0.83449797,0.00622910,1.12218302,0.59517343,0.26412233
-5.84392196,2.88969180,0.01767606,0.45632951,1.77353104,0.84623597,0.00601504,1.14729812,0.61611362,0.26829969
-5.83791896,2.94016415,0.01777914,0.46079266,1.79281589,0.85890503,0.00582588,1.17358949,0.63755217,0.27272007
-5.83191596,2.99353711,0.01784694,0.46571290,1.81361876,0.87239312,0.00566042,1.20090185,0.65935463,0.27736343
-5.82591296,3.04934151,0.01787773,0.47101354,1.83574597,0.88654773,0.00551769,1.22903668,0.68136485,0.28219687
-5.81990995,3.10698190,0.01786971,0.47659506,1.85891141,0.90117788,0.00539690,1.25775544,0.70340810,0.28717478
-5.81390695,3.16574696,0.01782120,0.48233730,1.88274486,0.91605736,0.00529735,1.28678389,0.72529458,0.29223946
-5.80790395,3.22482365,0.01773074,0.48810263,1.90680339,0.93092930,0.00521843,1.31581709,0.74682303,0.29732209
-5.80190095,3.28331472,0.01759722,0.49373975,1.93058550,0.94551185,0.00515953,1.34452521,0.76778450,0.30234422
-5.79589795,3.34025919,0.01742004,0.49908831,1.95354767,0.95950492,0.00512005,1.37255970,0.78796606,0.30721955
-5.78989495,3.39465538,0.01719920,0.50398401,1.97512267,0.97259793,0.00509931,1.39956006,0.80715448,0.31185598
-5.78389195,3.44548596,0.01693533,0.50826415,1.99473931,0.98447816,0.00509659,1.42516084,0.82513974,0.31615795
-5.77788894,3.49174448,0.01662976,0.51177337,2.01184289,0.99483974,0.00511106,1.44899899,0.84171863,0.32002889
-5.77188594,3.53246283,0.01628448,0.51436940,2.02591575,1.00339284,0.00514183,1.47072145,0.85669815,0.32337379
-5.76588294,3.56673884,0.01590210,0.51592865,2.03649724,1.00987289,0.00518793,1.48999286,0.86989895,0.32610177
-5.75987994,3.59376341,0.01548579,0.51635132,2.04320246,1.01404953,0.00524832,1.50650343,0.88115879,0.32812864
-5.75387694,3.61284625,0.01503916,0.51556599,2.04573890,1.01573488,0.00532195,1.51997673,0.89033586,0.32937932
-5.74787394,3.62343941,0.01456613,0.51353329,2.04392049,1.01479099,0.00540779,1.53017726,0.89731218,0.32979016
-5.74187094,3.62515772,0.01407082,0.51024860,2.03767816,1.01113587,0.00550483,1.53691759,0.90199679,0.32931089
-5.73586793,3.61779527,0.01355740,0.50574357,2.02706653,1.00474813,0.00561214,1.54006484,0.90432866,0.32790644
-5.72986493,3.60133697,0.01303001,0.50008641,2.01226614,0.99566974,0.00572890,1.53954605,0.90427935,0.32555829
-5.72386193,3.57596462,0.01249260,0.49338084,1.99358089,0.98400680,0.00585439,1.53535228,0.90185494,0.32226549
-5.71785893,3.54205686,0.01194891,0.48576369,1.97143075,0.96992818,0.00598806,1.52754107,0.89709741,0.31804520
-5.71185593,3.50018261,0.01140236,0.47740124,1.94633946,0.95366200,0.00612949,1.51623686,0.89008503,0.31293277
-5.70585293,3.45108795,0.01085609,0.46848449,1.91891793,0.93549005,0.00627838,1.50162940,0.88093170,0.30698139
-5.69984992,3.39567676,0.01031291,0.45922333,1.88984364,0.91574020,0.00643454,1.48396976,0.86978526,0.30026113
-5.69384692,3.33498549,0.00977535,0.44984010,1.85983685,0.89477720,0.00659784,1.46356416,0.85682453,0.29285768
-5.68784392,3.27015320,0.00924570,0.44056258,1.82963475,0.87299215,0.00676817,1.44076561,0.84225524,0.28487057
-5.68184092,3.20238778,0.00872605,0.43161695,1.79996449,0.85079113,0.00694538,1.41596369,0.82630489,0.27641104
-5.67583792,3.13293003,0.00821838,0.42322075,1.77151651,0.82858337,0.00712921,1.38957290,0.80921675,0.26759970
-5.66983492,3.06301702,0.00772463,0.41557646,1.74491933,0.80676965,0.00731926,1.36202007,0.79124319,0.25856391
-5.66383192,2.99384657,0.00724673,0.40886572,1.72071717,0.78573134,0.00751489,1.33373137,0.77263874,0.24943520
-5.65782891,2.92654440,0.00678665,0.40324460,1.69935141,0.76582052,0.00771522,1.30511977,0.75365303,0.24034658
-5.65182591,2.86213560,0.00634646,0.39884009,1.68114699,0.74735183,0.00791910,1.27657342,0.73452418,0.23143008
-5.64582291,2.80152170,0.00592832,0.39574791,1.66630425,0.73059607,0.00812509,1.24844565,0.71547279,0.22281447
-5.63981991,2.74546426,0.00553450,0.39403162,1.65489683,0.71577610,0.00833149,1.22104717,0.69669692,0.21462330
-5.63381691,2.69457572,0.00516734,0.39372322,1.64687552,0.70306482,0.00853638,1.19464076,0.67836831,0.20697324
-5.62781391,2.64931754,0.00482919,0.39482485,1.64207787,0.69258549,0.00873774,1.16943876,0.66062992,0.19997283
-5.62181091,2.61000540,0.00452239,0.39731166,1.64024286,0.68441401,0.00893349,1.14560342,0.64359498,0.19372163
-5.61580790,2.57682065,0.00424919,0.40113546,1.64102989,0.67858301,0.00912165,1.12324994,0.62734742,0.18830968
-5.60980490,2.54982699,0.00401167,0.40622900,1.64404070,0.67508721,0.00930047,1.10245181,0.61194366,0.18381729
-5.60380190,2.52899079,0.00381164,0.41251040,1.64884314,0.67388982,0.00946854,1.08324819,0.59741547,0.18031503
-5.59779890,2.51420358,0.00365057,0.41988763,1.65499522,0.67492923,0.00962496,1.06565242,0.58377380,0.17786390
-5.59179590,2.50530488,0.00352952,0.42826265,1.66206820,0.67812575,0.00976948,1.04966125,0.57101303,0.17651554
-5.58579290,2.50210374,0.00344902,0.43753494,1.66966735,0.68338772,0.00990252,1.03526394,0.55911558,0.17631236
-5.57978989,2.50439747,0.00340906,0.44760431,1.67744928,0.69061670,0.01002531,1.02245056,0.54805636,0.17728762
-5.57378689,2.51198630,0.00340900,0.45837274,1.68513509,0.69971141,0.01013991,1.01121895,0.53780691,0.17946532
-5.56778389,2.52468323,0.00344753,0.46974543,1.69251872,0.71057026,0.01024913,1.00157988,0.52833888,0.18285982
-5.56178089,2.54231842,0.00352265,0.48163072,1.69947034,0.72309235,0.01035649,0.99355992,0.51962680,0.18747530
-5.55577789,2.56473831,0.00363168,0.49393936,1.70593484,0.73717699,0.01046613,0.98720220,0.51164992,0.19330499
-5.54977489,2.59179980,0.00377129,0.50658305,1.71192596,0.75272204,0.01058255,0.98256475,0.50439323,0.20033027
-5.54377189,2.62336036,0.00393747,0.51947253,1.71751664,0.76962115,0.01071045,0.97971697,0.49784762,0.20851967
-5.53776888,2.65926520,0.00412569,0.53251552,1.72282659,0.78776052,0.01085449,0.97873434,0.49200935,0.21782794
-5.53176588,2.69933290,0.00433090,0.54561464,1.72800800,0.80701529,0.01101894,0.97969203,0.48687902,0.22819521
-5.52576288,2.74334092,0.00454766,0.55866576,1.73323062,0.82724634,0.01120749,0.98265791,0.48246013,0.23954640
-5.51975988,2.79101255,0.00477025,0.57155682,1.73866703,0.84829762,0.01142291,0.98768552,0.47875759,0.25179106
-5.51375688,2.84200654,0.00499282,0.58416741,1.74447926,0.86999446,0.01166682,0.99480763,0.47577625,0.26482361
-5.50775388,2.89591064,0.00520950,0.59636927,1.75080737,0.89214336,0.01193949,1.00403085,0.47351956,0.27852411
-5.50175088,2.95223974,0.00541456,0.60802763,1.75776057,0.91453305,0.01223967,1.01533173,0.47198870,0.29275963
-5.49574787,3.01043926,0.00560257,0.61900360,1.76541124,0.93693734,0.01256450,1.02865455,0.47118194,0.30738620
-5.48974487,3.06989370,0.00576852,0.62915732,1.77379187,0.95911940,0.01290948,1.04391105,0.47109451,0.32225135
-5.48374187,3.12994010,0.00590799,0.63835192,1.78289482,0.98083751,0.01326856,1.06098195,0.47171877,0.33719710
-5.47773887,3.18988587,0.00601722,0.64645797,1.79267459,1.00185197,0.01363426,1.07972031,0.47304467,0.35206342
-5.47173587,3.24902990,0.00609328,0.65335830,1.80305199,1.02193287,0.01399789,1.09995624,0.47506040,0.36669197
-5.46573287,3.30668600,0.00613408,0.65895280,1.81391993,1.04086830,0.01434983,1.12150283,0.47775310,0.38092996
-5.45972986,3.36220723,0.00613847,0.66316316,1.82514995,1.05847260,0.01467989,1.14416281,0.48110954,0.39463410
-5.45372686,3.41500993,0.00610627,0.66593707,1.83659925,1.07459423,0.01497769,1.16773547,0.48511664,0.40767431
-5.44772386,3.46459618,0.00603824,0.66725180,1.84811747,1.08912279,0.01523307,1.19202359,0.48976179,0.41993719
-5.44172086,3.51057350,0.00593606,0.66711696,1.85955303,1.10199484,0.01543648,1.21683989,0.49503293,0.43132904
-5.43571786,3.55267090,0.00580229,0.66557624,1.87075879,1.11319826,0.01557943,1.24201273,0.50091844,0.44177834
-5.42971486,3.59075052,0.00564028,0.66270804,1.88159679,1.12277473,0.01565482,1.26739082,0.50740671,0.45123756
-5.42371186,3.62481435,0.00545405,0.65862498,1.89194209,1.13082040,0.01565730,1.29284687,0.51448575,0.45968431
-5.41770885,3.65500579,0.00524823,0.65347223,1.90168594,1.13748440,0.01558348,1.31827999,0.52214259,0.46712171
-5.41170585,3.68160614,0.00502786,0.64742481,1.91073814,1.14296552,0.01543212,1.34361688,0.53036279,0.47357806
-5.40570285,3.70502607,0.00479833,0.64068376,1.91902898,1.14750679,0.01520425,1.36881193,0.53913010,0.47910575
-5.39969985,3.72579258,0.00456519,0.63347148,1.92651070,1.15138847,0.01490315,1.39384620,0.54842622,0.48377954
-5.39369685,3.74453202,0.00433403,0.62602633,1.93315871,1.15491948,0.01453429,1.41872551,0.55823084,0.48769422
-5.38769385,3.76194970,0.00411037,0.61859662,1.93897246,1.15842760,0.01410516,1.44347761,0.56852188,0.49096178
-5.38169085,3.77880692,0.00389952,0.61143421,1.94397602,1.16224893,0.01362502,1.46814878,0.57927589,0.49370814
-5.37568784,3.79589616,0.00370647,0.60478800,1.94821816,1.16671676,0.01310465,1.49279970,0.59046860,0.49606959
-5.36968484,3.81401523,0.00353581,0.59889734,1.95177186,1.17215045,0.01255597,1.51750089,0.60207545,0.49818902
-5.36368184,3.83394124,0.00339160,0.59398583,1.95473300,1.17884464,0.01199172,1.54232772,0.61407208,0.50021201
-5.35767884,3.85640504,0.00327736,0.59025546,1.95721811,1.18705918,0.01142501,1.56735500,0.62643456,0.50228299
-5.35167584,3.88206712,0.00319594,0.58788156,1.95936103,1.19701025,0.01086901,1.59265148,0.63913937,0.50454138
-5.34567284,3.91149549,0.00314949,0.58700851,1.96130841,1.20886287,0.01033651,1.61827399,0.65216296,0.50711805
-5.33966983,3.94514642,0.00313945,0.58774654,1.96321418,1.22272524,0.00983963,1.64426177,0.66548094,0.51013189
-5.33366683,3.98334849,0.00316647,0.59016970,1.96523306,1.23864504,0.00938952,1.67063076,0.67906679,0.51368678
-5.32766383,4.02629065,0.00323043,0.59431510,1.96751341,1.25660790,0.00899603,1.69736833,0.69289028,0.51786896
-5.32166083,4.07401456,0.00333039,0.60018344,1.97018990,1.27653804,0.00866757,1.72442848,0.70691560,0.52274475
-5.31565783,4.12641167,0.00346464,0.60774079,1.97337622,1.29830114,0.00841092,1.75172793,0.72109935,0.52835882
-5.30965483,4.18322494,0.00363069,0.61692167,1.97715857,1.32170915,0.00823109,1.77914314,0.73538864,0.53473296
-5.30365183,4.24405541,0.00382531,0.62763306,1.98159025,1.34652703,0.00813130,1.80650872,0.74971935,0.54186529
-5.29764882,4.30837310,0.00404456,0.63975929,1.98668778,1.37248083,0.00811293,1.83361728,0.76401495,0.54973012
-5.29164582,4.37553197,0.00428388,0.65316752,1.99242898,1.39926702,0.00817553,1.86022098,0.77818583,0.55827829
-5.28564282,4.44478828,0.00453819,0.66771344,1.99875311,1.42656226,0.00831691,1.88603484,0.79212943,0.56743797
-5.27963982,4.51532150,0.00480192,0.68324690,2.00556320,1.45403348,0.00853319,1.91074188,0.80573122,0.57711608
-5.27363682,4.58625677,0.00506922,0.69961711,2.01273036,1.48134752,0.00881895,1.93399990,0.81886658,0.58720005
-5.26763382,4.65668820,0.00533402,0.71667712,2.02009998,1.50817994,0.00916732,1.95544984,0.83140357,0.59756009
-5.26163082,4.72570161,0.00559020,0.73428727,2.02749914,1.53422266,0.00957018,1.97472540,0.84320643,0.60805176
-5.25562781,4.79239613,0.00583175,0.75231744,2.03474499,1.55919000,0.01001830,1.99146358,0.85413983,0.61851889
-5.24962481,4.85590350,0.00605294,0.77064797,2.04165339,1.58282299,0.01050156,2.00531572,0.86407345,0.62879669
-5.24362181,4.91540463,0.00624842,0.78916917,2.04804718,1.60489180,0.01100912,2.01595856,0.87288684,0.63871515
-5.23761881,4.97014287,0.00641341,0.80777956,2.05376364,1.62519631,0.01152969,2.02310489,0.88047426,0.64810239
-5.23161581,5.01943373,0.00654385,0.82638306,2.05866065,1.64356505,0.01205169,2.02651336,0.88674918,0.65678825
-5.22561281,5.06267129,0.00663644,0.84488528,2.06262107,1.65985279,0.01256354,2.02599687,0.89164827,0.66460773
-5.21960980,5.09933130,0.00668881,0.86318938,2.06555534,1.67393708,0.01305387,2.02142946,0.89513458,0.67140441
-5.21360680,5.12897169,0.00669953,0.88119181,2.06740208,1.68571422,0.01351179,2.01275111,0.89719987,0.67703376
-5.20760380,5.15123106,0.00666815,0.89877838,2.06812685,1.69509517,0.01392710,1.99997054,0.89786581,0.68136624
-5.20160080,5.16582584,0.00659521,0.91582114,2.06771932,1.70200186,0.01429054,1.98316580,0.89718412,0.68429015
-5.19559780,5.17254680,0.00648217,0.93217624,2.06618910,1.70636419,0.01459400,1.96248270,0.89523546,0.68571424
-5.18959480,5.17125581,0.00633140,0.94768323,2.06356082,1.70811829,0.01483069,1.93813118,0.89212741,0.68556985
-5.18359180,5.16188310,0.00614601,0.96216589,2.05986864,1.70720601,0.01499536,1.91037994,0.88799127,0.68381278
-5.17758879,5.14442560,0.00592981,0.97543465,2.05515083,1.70357589,0.01508436,1.87954934,0.88297812,0.68042454
-5.17158579,5.11894644,0.00568709,0.98729063,2.04944475,1.69718560,0.01509576,1.84600323,0.87725418,0.67541322
-5.16558279,5.08557554,0.00542255,0.99753095,2.04278241,1.68800548,0.01502938,1.81013969,0.87099562,0.66881364
-5.15957979,5.04451097,0.00514110,1.00595522,2.03518707,1.67602314,0.01488678,1.77238130,0.86438310,0.66068704
-5.15357679,4.99602078,0.00484772,1.01237272,2.02667074,1.66124844,0.01467120,1.73316512,0.85759622,0.65112002
-5.14757379,4.94044449,0.00454729,1.01660981,2.01723284,1.64371873,0.01438744,1.69293278,0.85080804,0.64022288
-5.14157079,4.87819376,0.00424452,1.01851721,2.00685970,1.62350351,0.01404169,1.65212093,0.84417991,0.62812739
-5.13556778,4.80975164,0.00394375,1.01797666,1.99552514,1.60070832,0.01364135,1.61115232,0.83785673,0.61498389
-5.12956478,4.73566970,0.00364891,1.01490651,1.98319151,1.57547738,0.01319479,1.57042773,0.83196279,0.60095795
-5.12356178,4.65656276,0.00336343,1.00926590,1.96981150,1.54799449,0.01271106,1.53031890,0.82659838,0.58622653
-5.11755878,4.57310098,0.00309019,1.00105743,1.95533013,1.51848225,0.01219961,1.49116261,0.82183714,0.57097389
-5.11155578,4.48599930,0.00283148,0.99032796,1.93968706,1.48719928,0.01167004,1.45325599,0.81772439,0.55538727
-5.10555278,4.39600447,0.00258901,0.97716767,1.92281897,1.45443563,0.01113176,1.41685308,0.81427632,0.53965253
-5.09954977,4.30388011,0.00236395,0.96170740,1.90466197,1.42050647,0.01059377,1.38216269,0.81148019,0.52394991
-5.09354677,4.21039028,0.00215690,0.94411456,1.88515402,1.38574436,0.01006438,1.34934747,0.80929543,0.50844997
-5.08754377,4.11628252,0.00196799,0.92458765,1.86423732,1.35049056,0.00955101,1.31852412,0.80765563,0.49330998
-5.08154077,4.02227086,0.00179693,0.90334999,1.84186066,1.31508569,0.00906004,1.28976465,0.80647139,0.47867068
-5.07553777,3.92901981,0.00164304,0.88064283,1.81798186,1.27986022,0.00859665,1.26309856,0.80563380,0.46465374
-5.06953477,3.83712981,0.00150539,0.85671820,1.79257003,1.24512534,0.00816476,1.23851568,0.80501847,0.45135973
-5.06353177,3.74712496,0.00138278,0.83183200,1.76560789,1.21116450,0.00776703,1.21596960,0.80449000,0.43886681
-5.05752876,3.65944327,0.00127389,0.80623742,1.73709391,1.17822607,0.00740483,1.19538135,0.80390661,0.42723004
-5.05152576,3.57442991,0.00117730,0.78017904,1.70704422,1.14651736,0.00707834,1.17664335,0.80312474,0.41648138
-5.04552276,3.49233331,0.00109156,0.75388784,1.67549421,1.11620015,0.00678667,1.15962323,0.80200351,0.40663019
-5.03951976,3.41330424,0.00101522,0.72757705,1.64249956,1.08738793,0.00652793,1.14416751,0.80040880,0.39766430
-5.03351676,3.33739766,0.00094693,0.70143908,1.60813677,1.06014481,0.00629949,1.13010500,0.79821675,0.38955146
-5.02751376,3.26457692,0.00088539,0.67564343,1.57250284,1.03448597,0.00609807,1.11724986,0.79531665,0.38224119
-5.02151076,3.19472004,0.00082944,0.65033542,1.53571425,1.01037970,0.00591999,1.10540434,0.79161309,0.37566682
-5.01550775,3.12762777,0.00077805,0.62563587,1.49790506,0.98775067,0.00576133,1.09436114,0.78702733,0.36974782
-5.00950475,3.06303294,0.00073034,0.60164140,1.45922421,0.96648444,0.00561815,1.08390565,0.78149789,0.36439212
-5.00350175,3.00061093,0.00068556,0.57842536,1.41983216,0.94643272,0.00548661,1.07381804,0.77498050,0.35949864
-4.99749875,2.93999090,0.00064311,0.55603922,1.37989704,0.92741955,0.00536316,1.06387541,0.76744743,0.35495974
-4.99149575,2.88076769,0.00060254,0.53451434,1.33959044,0.90924781,0.00524468,1.05385420,0.75888640,0.35066376
-4.98549275,2.82251423,0.00056350,0.51386399,1.29908319,0.89170621,0.00512858,1.04353291,0.74929921,0.34649747
-4.97948974,2.76479436,0.00052575,0.49408567,1.25854137,0.87457630,0.00501287,1.03269531,0.73870022,0.34234860
-4.97348674,2.70717591,0.00048916,0.47516343,1.21812286,0.85763961,0.00489625,1.02113419,0.72711498,0.33810821
-4.96748374,2.64924408,0.00045367,0.45707046,1.17797449,0.84068457,0.00477809,1.00865568,0.71457895,0.33367315
-4.96148074,2.59061474,0.00041926,0.43977164,1.13823026,0.82351317,0.00465852,0.99508401,0.70113657,0.32894831
-4.95547774,2.53094765,0.00038598,0.42322614,1.09901044,0.80594719,0.00453833,0.98026662,0.68684071,0.32384887
-4.94947474,2.46995904,0.00035390,0.40739002,1.06042173,0.78783389,0.00441900,0.96407948,0.67175244,0.31830234
-4.94347174,2.40743339,0.00032311,0.39221871,1.02255843,0.76905097,0.00430263,0.94643221,0.65594119,0.31225044
-4.93746873,2.34323376,0.00029370,0.37766938,0.98550432,0.74951068,0.00419186,0.92727289,0.63948509,0.30565067
-4.93146573,2.27731021,0.00026575,0.36370308,0.94933516,0.72916292,0.00408981,0.90659201,0.62247150,0.29847757
-4.92546273,2.20970583,0.00023936,0.35028653,0.91412148,0.70799722,0.00399998,0.88442552,0.60499740,0.29072358
-4.91945973,2.14055979,0.00021458,0.33739362,0.87993127,0.68604351,0.00392615,0.86085635,0.58716968,0.28239944
-4.91345673,2.07010703,0.00019145,0.32500634,0.84683240,0.66337150,0.00387227,0.83601451,0.56910494,0.27353406
-4.90745373,1.99867428,0.00017001,0.31311525,0.81489429,0.64008874,0.00384234,0.81007527,0.55092882,0.26417386
-4.90145073,1.92667221,0.00015026,0.30171936,0.78418873,0.61633731,0.00384030,0.78325560,0.53277463,0.25438151
-4.89544772,1.85458382,0.00013218,0.29082543,0.75478959,0.59228921,0.00386985,0.75580869,0.51478135,0.24423421
-4.88944472,1.78294918,0.00011573,0.28044665,0.72677143,0.56814055,0.00393438,0.72801679,0.49709076,0.23382134
-4.88344172,1.71234710,0.00010086,0.27060091,0.70020685,0.54410476,0.00403677,0.70018257,0.47984400,0.22324176
-4.87743872,1.64337434,0.00008751,0.26130851,0.67516300,0.52040503,0.00417931,0.67261925,0.46317754,0.21260072
-4.87143572,1.57662308,0.00007558,0.25258964,0.65169712,0.49726626,0.00436353,0.64564000,0.44721871,0.20200649
-4.86543272,1.51265783,0.00006499,0.24446170,0.62985172,0.47490681,0.00459009,0.61954695,0.43208108,0.19156697
-4.85942971,1.45199254,0.00005566,0.23693650,0.60964954,0.45353043,0.00485865,0.59462041,0.41785994,0.18138619
-4.85342671,1.39506924,0.00004747,0.23001779,0.59108883,0.43331871,0.00516783,0.57110869,0.40462803,0.17156104
-4.84742371,1.34223914,0.00004033,0.22369893,0.57413926,0.41442430,0.00551510,0.54921904,0.39243195,0.16217828
-4.84142071,1.29374707,0.00003414,0.21796122,0.55873885,0.39696525,0.00589679,0.52911007,0.38128944,0.15331192
-4.83541771,1.24972018,0.00002881,0.21277269,0.54479223,0.38102078,0.00630805,0.51088615,0.37118761,0.14502117
-4.82941471,1.21016145,0.00002424,0.20808772,0.53217056,0.36662850,0.00674291,0.49459381,0.36208250,0.13734890
-4.82341171,1.17494834,0.00002034,0.20384729,0.52071302,0.35378334,0.00719438,0.48022056,0.35389987,0.13032081
-4.81740870,1.14383672,0.00001704,0.19998015,0.51023018,0.34243823,0.00765457,0.46769595,0.34653737,0.12394524
-4.81140570,1.11646998,0.00001426,0.19640457,0.50050894,0.33250637,0.00811485,0.45689503,0.33986795,0.11821363
-4.80540270,1.09239283,0.00001193,0.19303085,0.49131899,0.32386513,0.00856605,0.44764382,0.33374439,0.11310160
-4.79939970,1.07106925,0.00000999,0.18976431,0.48242043,0.31636129,0.00899872,0.43972671,0.32800477,0.10857065
-4.79339670,1.05190369,0.00000839,0.18650871,0.47357224,0.30981749,0.00940338,0.43289539,0.32247874,0.10457026
-4.78739370,1.03426468,0.00000707,0.18316981,0.46454112,0.30403946,0.00977080,0.42687890,0.31699401,0.10104045
-4.78139070,1.01750961,0.00000599,0.17965905,0.45511037,0.29882387,0.01009229,0.42139435,0.31138313,0.09791455
-4.77538769,1.00100982,0.00000512,0.17589696,0.44508824,0.29396635,0.01035995,0.41615794,0.30548995,0.09512215
-4.76938469,0.98417472,0.00000442,0.17181632,0.43431548,0.28926940,0.01056695,0.41089570,0.29917560,0.09259210
-4.76338169,0.96647409,0.00000387,0.16736486,0.42267162,0.28454992,0.01070774,0.40535368,0.29232375,0.09025540
-4.75737869,0.94745762,0.00000345,0.16250723,0.41007983,0.27964592,0.01077823,0.39930712,0.28484479,0.08804791
-4.75137569,0.92677104,0.00000313,0.15722643,0.39651003,0.27442240,0.01077592,0.39256823,0.27667897,0.08591278
-4.74537269,0.90416824,0.00000291,0.15152439,0.38198026,0.26877594,0.01069999,0.38499254,0.26779819,0.08380256
-4.73936968,0.87951911,0.00000277,0.14542191,0.36655630,0.26263811,0.01055131,0.37648341,0.25820663,0.08168086
-4.73336668,0.85281298,0.00000272,0.13895776,0.35034956,0.25597739,0.01033238,0.36699482,0.24794003,0.07952360
-4.72736368,0.82415775,0.00000273,0.13218732,0.33351355,0.24879980,0.01004724,0.35653227,0.23706387,0.07731973
-4.72136068,0.79377489,0.00000283,0.12518048,0.31623895,0.24114807,0.00970131,0.34515198,0.22567051,0.07507161
-4.71535768,0.76199084,0.00000300,0.11801930,0.29874783,0.23309960,0.00930122,0.33295848,0.21387553,0.07279479
-4.70935468,0.72922523,0.00000325,0.11079524,0.28128710,0.22476315,0.00885453,0.32010075,0.20181342,0.07051750
-4.70335168,0.69597656,0.00000359,0.10360630,0.26412159,0.21627465,0.00836949,0.30676718,0.18963286,0.06827971
-4.69734867,0.66280602,0.00000401,0.09655413,0.24752706,0.20779209,0.00785478,0.29317956,0.17749185,0.06613183
-4.69134567,0.63032005,0.00000454,0.08974120,0.23178339,0.19948979,0.00731924,0.27958642,0.16555280,0.06413323
-4.68534267,0.59915240,0.00000518,0.08326821,0.21716813,0.19155230,0.00677159,0.26625590,0.15397787,0.06235046
-4.67933967,0.56994609,0.00000594,0.07723170,0.20395071,0.18416797,0.00622021,0.25346851,0.14292467,0.06085539
-4.67333667,0.54333600,0.00000682,0.07172208,0.19238716,0.17752264,0.00567290,0.24150988,0.13254243,0.05972319
-4.66733367,0.51993242,0.00000783,0.06682197,0.18271579,0.17179335,0.00513678,0.23066387,0.12296873,0.05903029
-4.66133067,0.50030601,0.00000898,0.06260489,0.17515343,0.16714249,0.00461807,0.22120595,0.11432686,0.05885243
-4.65532766,0.48497436,0.00001027,0.05913438,0.16989251,0.16371238,0.00412204,0.21339732,0.10672381,0.05926261
-4.64932466,0.47439043,0.00001170,0.05646340,0.16709877,0.16162052,0.00365297,0.20747957,0.10024884,0.06032929
-4.64332166,0.46893304,0.00001327,0.05463403,0.16690956,0.16095560,0.00321412,0.20367005,0.09497264,0.06211463
