energy_ev,total_up,Bi_p_up,Bi_d_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.65182591,3.57881947,1.05842513,0.03737303,1.37162854,2.49150407,0.01190661,0.12072750
-5.64582291,3.45567985,1.00769199,0.03632683,1.33122876,2.41664571,0.01153790,0.11555716
-5.63981991,3.32054498,0.95516003,0.03512324,1.28526930,2.33215347,0.01111590,0.11008120
-5.63381691,3.17498072,0.90136557,0.03377677,1.23434704,2.23906117,0.01064707,0.10437889
-5.62781391,3.02071555,0.84684420,0.03230445,1.17914181,2.13855356,0.01013845,0.09853202
-5.62181091,2.85961476,0.79212580,0.03072544,1.12040437,2.03194682,0.00959753,0.09262381
-5.61580790,2.69365009,0.73772949,0.02906070,1.05894240,1.92066495,0.00903206,0.08673780
-5.60980490,2.52486591,0.68415855,0.02733244,0.99560506,1.80621285,0.00844986,0.08095679
-5.60380190,2.35534300,0.63189530,0.02556374,0.93126654,1.69014734,0.00785868,0.07536194
-5.59779890,2.18716144,0.58139609,0.02377793,0.86680954,1.57404714,0.00726606,0.07003183
-5.59179590,2.02236405,0.53308658,0.02199816,0.80310897,1.45948312,0.00667913,0.06504176
-5.58579290,1.86292160,0.48735721,0.02024691,0.74101680,1.34798987,0.00610456,0.06046301
-5.57978989,1.71070117,0.44455939,0.01854553,0.68134834,1.24103970,0.00554842,0.05636231
-5.57378689,1.56743861,0.40500205,0.01691392,0.62487049,1.14001991,0.00501610,0.05280133
-5.56778389,1.43471582,0.36894915,0.01537019,0.57229220,1.04621373,0.00451232,0.04983627
-5.56178089,1.31394320,0.33661772,0.01393044,0.52425724,0.96078544,0.00404105,0.04751753
-5.55577789,1.20634746,0.30817686,0.01260865,0.48133930,0.88476958,0.00360554,0.04588942
-5.54977489,1.11296435,0.28374742,0.01141657,0.44403917,0.81906403,0.00320833,0.04498988
-5.54377189,1.03463601,0.26340243,0.01036374,0.41278381,0.76442654,0.00285133,0.04485029
-5.53776888,0.97201205,0.24716818,0.00945751,0.38792683,0.72147405,0.00253583,0.04549520
-5.53176588,0.92555358,0.23502587,0.00870319,0.36975003,0.69068411,0.00226258,0.04694218
-5.52576288,0.89553926,0.22691372,0.00810412,0.35846545,0.67239757,0.00203188,0.04920157
-5.51975988,0.88207257,0.22272952,0.00766185,0.35421759,0.66682187,0.00184364,0.05227631
-5.51375688,0.88508940,0.22233342,0.00737626,0.35708537,0.67403436,0.00169745,0.05616174
-5.50775388,0.90436553,0.22555107,0.00724569,0.36708358,0.69398502,0.00159266,0.06084552
-5.50175088,0.93952349,0.23217700,0.00726710,0.38416366,0.72649845,0.00152838,0.06630746
-5.49574787,0.99003880,0.24197820,0.00743609,0.40821374,0.77127498,0.00150361,0.07251961
-5.48974487,1.05524556,0.25469797,0.00774704,0.43905813,0.82789118,0.00151720,0.07944627
-5.48374187,1.13434183,0.27006011,0.00819313,0.47645637,0.89579998,0.00156791,0.08704425
-5.47773887,1.22639524,0.28777336,0.00876634,0.52010226,0.97433110,0.00165439,0.09526319
-5.47173587,1.33034954,0.30753618,0.00945750,0.56962335,1.06269236,0.00177521,0.10404607
-5.46573287,1.44503273,0.32904185,0.01025630,0.62458118,1.15997263,0.00192883,0.11332986
-5.45972986,1.56916740,0.35198391,0.01115128,0.68447293,1.26514714,0.00211360,0.12304634
-5.45372686,1.70138402,0.37606175,0.01212992,0.74873480,1.37708591,0.00232775,0.13312301
-5.44772386,1.84023741,0.40098639,0.01317863,0.81674758,1.49456555,0.00256936,0.14348424
-5.44172086,1.98422668,0.42648618,0.01428292,0.88784456,1.61628508,0.00283639,0.15405240
-5.43571786,2.13181859,0.45231230,0.01542750,0.96132189,1.74088554,0.00312661,0.16474917
-5.42971486,2.28147386,0.47824383,0.01659649,1.03645140,1.86697334,0.00343770,0.17549679
-5.42371186,2.43167577,0.50409212,0.01777364,1.11249547,1.99314670,0.00376718,0.18621939
-5.41770885,2.58096017,0.52970429,0.01894260,1.18872356,2.11802461,0.00411250,0.19684421
-5.41170585,2.72794566,0.55496548,0.02008726,1.26442981,2.24027693,0.00447103,0.20730275
-5.40570285,2.87136250,0.57979982,0.02119204,1.33895083,2.35865470,0.00484013,0.21753174
-5.39969985,3.01007899,0.60416979,0.02224225,1.41168294,2.47201910,0.00521717,0.22747401
-5.39369685,3.14312372,0.62807396,0.02322447,1.48209774,2.57936776,0.00559962,0.23707903
-5.38769385,3.26970236,0.65154300,0.02412682,1.54975532,2.67985696,0.00598504,0.24630326
-5.38169085,3.38920804,0.67463408,0.02493928,1.61431413,2.77281858,0.00637118,0.25511024
-5.37568784,3.50122423,0.69742373,0.02565394,1.67553676,2.85777078,0.00675597,0.26347034
-5.36968484,3.60551996,0.71999939,0.02626515,1.73329124,2.93442172,0.00713758,0.27136025
-5.36368184,3.70203708,0.74245004,0.02676966,1.78754752,3.00266597,0.00751442,0.27876219
-5.35767884,3.79087018,0.76485617,0.02716663,1.83836901,3.06257372,0.00788514,0.28566289
-5.35167584,3.87223997,0.78727969,0.02745757,1.88589965,3.11437321,0.00824862,0.29205236
-5.34567284,3.94646140,0.80975413,0.02764622,1.93034690,3.15842726,0.00860395,0.29792249
-5.33966983,4.01390814,0.83227578,0.02773833,1.97196155,3.19520499,0.00895037,0.30326562
-5.33366683,4.07497540,0.85479620,0.02774137,2.01101534,3.22525031,0.00928728,0.30807306
-5.32766383,4.13004293,0.87721652,0.02766422,2.04777760,3.24914866,0.00961411,0.31233381
-5.32166083,4.17944044,0.89938409,0.02751677,2.08249223,3.26749377,0.00993031,0.31603335
-5.31565783,4.22341727,0.92109164,0.02730951,2.11535623,3.28085607,0.01023528,0.31915277
-5.30965483,4.26211801,0.94207919,0.02705319,2.14650111,3.28975437,0.01052832,0.32166830
-5.30365183,4.29556551,0.96203881,0.02675835,2.17597826,3.29463205,0.01080858,0.32355119
-5.29764882,4.32365218,0.98062208,0.02643500,2.20374900,3.29583883,0.01107502,0.32476815
-5.29164582,4.34614001,0.99745009,0.02609231,2.22968022,3.29361894,0.01132636,0.32528218
-5.28564282,4.36266939,1.01212559,0.02573830,2.25354557,3.28810583,0.01156111,0.32505402
-5.27963982,4.37277607,1.02424669,0.02537967,2.27503244,3.27932360,0.01177755,0.32404394
-5.27363682,4.37591541,1.03342178,0.02502169,2.29375431,3.26719458,0.01197372,0.32221394
-5.26763382,4.37149236,1.03928468,0.02466807,2.30926769,3.25155263,0.01214751,0.31953025
-5.26163082,4.35889581,1.04150958,0.02432105,2.32109307,3.23216093,0.01229663,0.31596599
-5.25562781,4.33753507,1.03982494,0.02398139,2.32873848,3.20873337,0.01241874,0.31150375
-5.24962481,4.30687696,1.03402572,0.02364859,2.33172460,3.18095833,0.01251147,0.30613817
-5.24362181,4.26648130,1.02398338,0.02332098,2.32961015,3.14852337,0.01257250,0.29987815
-5.23761881,4.21603325,1.00965317,0.02299599,2.32201622,3.11113987,0.01259965,0.29274863
-5.23161581,4.15537086,0.99107833,0.02267039,2.30864839,3.06856636,0.01259096,0.28479183
-5.22561281,4.08450671,0.96839110,0.02234053,2.28931569,3.02062954,0.01254476,0.27606790
-5.21960980,4.00364269,0.94181048,0.02200259,2.26394531,2.96724217,0.01245976,0.26665475
-5.21360680,3.91317736,0.91163677,0.02165285,2.23259271,2.90841728,0.01233511,0.25664726
-5.20760380,3.81370585,0.87824339,0.02128790,2.19544652,2.84427801,0.01217047,0.24615572
-5.20160080,3.70601232,0.84206617,0.02090486,2.15282819,2.77506319,0.01196605,0.23530353
-5.19559780,3.59105556,0.80359072,0.02050151,2.10518643,2.70112819,0.01172266,0.22422446
-5.18959480,3.46994848,0.76333846,0.02007647,2.05308676,2.62294149,0.01144171,0.21305926
-5.18359180,3.34393234,0.72185185,0.01962922,1.99719667,2.54107694,0.01112523,0.20195207
-5.17758879,3.21434685,0.67967954,0.01916020,1.93826699,2.45620232,0.01077583,0.19104653
-5.17158579,3.08259741,0.63736191,0.01867076,1.87711028,2.36906450,0.01039670,0.18048185
-5.16558279,2.95012062,0.59541765,0.01816312,1.81457715,2.28047196,0.00999155,0.17038908
-5.15957979,2.81834935,0.55433170,0.01764031,1.75153127,2.19127524,0.00956453,0.16088749
-5.15357679,2.68867861,0.51454507,0.01710603,1.68882418,2.10234609,0.00912016,0.15208144
-5.14757379,2.56243333,0.47644663,0.01656452,1.62727063,2.01455617,0.00866324,0.14405766
-5.14157079,2.44083913,0.44036720,0.01602037,1.56762555,1.92875597,0.00819875,0.13688319
-5.13556778,2.32499703,0.40657586,0.01547839,1.51056323,1.84575483,0.00773178,0.13060386
-5.12956478,2.21586290,0.37527853,0.01494340,1.45665969,1.76630288,0.00726738,0.12524355
-5.12356178,2.11423222,0.34661870,0.01442008,1.40637867,1.69107549,0.00681050,0.12080414
-5.11755878,2.02073076,0.32068002,0.01391280,1.36006181,1.62066084,0.00636588,0.11726610
-5.11155578,1.93581121,0.29749070,0.01342552,1.31792347,1.55555122,0.00593798,0.11458982
-5.10555278,1.85975601,0.27702928,0.01296163,1.28005017,1.49613813,0.00553091,0.11271754
-5.09954977,1.79268586,0.25923154,0.01252392,1.24640483,1.44271157,0.00514840,0.11157583
-5.09354677,1.73457377,0.24399819,0.01211455,1.21683562,1.39546310,0.00479371,0.11107860
-5.08754377,1.68526361,0.23120311,0.01173499,1.19108886,1.35449263,0.00446964,0.11113038
-5.08154077,1.64449247,0.22070165,0.01138612,1.16882569,1.31981830,0.00417854,0.11162999
-5.07553777,1.61191546,0.21233890,0.01106825,1.14964155,1.29138865,0.00392225,0.11247427
-5.06953477,1.58713178,0.20595741,0.01078122,1.13308776,1.26909635,0.00370216,0.11356181
-5.06353177,1.56971067,0.20140428,0.01052450,1.11869414,1.25279243,0.00351923,0.11479667
-5.05752876,1.55921568,0.19853733,0.01029733,1.10599165,1.24229995,0.00337397,0.11609167
-5.05152576,1.55522611,0.19723012,0.01009881,1.09453404,1.23742622,0.00326650,0.11737148
-5.04552276,1.55735417,0.19737569,0.00992807,1.08391750,1.23797247,0.00319653,0.11857505
-5.03951976,1.56525707,0.19888895,0.00978428,1.07379742,1.24374048,0.00316344,0.11965760
-5.03351676,1.57864330,0.20170763,0.00966681,1.06390150,1.25453545,0.00316624,0.12059179
-5.02751376,1.59727268,0.20579181,0.00957525,1.05403873,1.27016496,0.00320360,0.12136833
-5.02151076,1.62095042,0.21112214,0.00950944,1.04410388,1.29043414,0.00327385,0.12199571
-5.01550775,1.64951563,0.21769683,0.00946944,1.03407748,1.31513736,0.00337499,0.12249933
-5.00950475,1.68282509,0.22552762,0.00945549,1.02402159,1.34404724,0.00350469,0.12291993
-5.00350175,1.72073378,0.23463498,0.00946796,1.01407162,1.37690192,0.00366029,0.12331142
-4.99749875,1.76307345,0.24504288,0.00950724,1.00442516,1.41339175,0.00383882,0.12373832
-4.99149575,1.80963120,0.25677332,0.00957363,0.99532839,1.45314678,0.00403704,0.12427275
-4.98549275,1.86012980,0.26984118,0.00966724,0.98706124,1.49572630,0.00425142,0.12499144
-4.97948974,1.91421153,0.28424952,0.00978784,0.97992229,1.54061180,0.00447824,0.12597256
-4.97348674,1.97142721,0.29998577,0.00993482,0.97421428,1.58720441,0.00471366,0.12729281
-4.96748374,2.03123167,0.31701915,0.01010704,0.97023137,1.63482761,0.00495374,0.12902484
-4.96148074,2.09298663,0.33529943,0.01030282,0.96824875,1.68273577,0.00519463,0.13123509
-4.95547774,2.15597135,0.35475728,0.01051992,0.96851530,1.73012865,0.00543262,0.13398221
-4.94947474,2.21940107,0.37530630,0.01075554,0.97124953,1.77617134,0.00566430,0.13731616
-4.94347174,2.28245240,0.39684654,0.01100637,0.97663905,1.82001920,0.00588667,0.14127791
-4.93746873,2.34429471,0.41926965,0.01126873,0.98484320,1.86084631,0.00609732,0.14589991
-4.93146573,2.40412568,0.44246509,0.01153861,0.99599858,1.89787633,0.00629452,0.15120704
-4.92546273,2.46120906,0.46632734,0.01181191,1.01022670,1.93041370,0.00647737,0.15721822
-4.91945973,2.51491237,0.49076349,0.01208457,1.02764292,1.95787371,0.00664588,0.16394818
-4.91345673,2.56474209,0.51570073,0.01235272,1.04836577,1.97980937,0.00680107,0.17140963
-4.90745373,2.61037401,0.54109328,0.01261293,1.07252550,1.99593340,0.00694497,0.17961523
-4.90145073,2.65167654,0.56692818,0.01286231,1.10027092,2.00613397,0.00708064,0.18857946
-4.89544772,2.68872511,0.59322926,0.01309869,1.13177345,2.01048289,0.00721215,0.19831998
-4.88944472,2.72180628,0.62005906,0.01332073,1.16722772,2.00923561,0.00734442,0.20885837
-4.88344172,2.75141071,0.64751815,0.01352801,1.20684799,2.00282264,0.00748316,0.22022014
-4.87743872,2.77821482,0.67574161,0.01372104,1.25086005,1.99183278,0.00763464,0.23243378
-4.87143572,2.80305146,0.70489269,0.01390128,1.29948868,1.97698861,0.00780545,0.24552882
-4.86543272,2.82687085,0.73515361,0.01407107,1.35294085,1.95911560,0.00800229,0.25953304
-4.85942971,2.85069329,0.76671377,0.01423353,1.41138533,1.93910616,0.00823164,0.27446871
-4.85342671,2.87555595,0.79975597,0.01439240,1.47492971,1.91788048,0.00849949,0.29034812
-4.84742371,2.90245631,0.83444101,0.01455191,1.54359589,1.89634610,0.00881102,0.30716867
-4.84142071,2.93229510,0.87089169,0.01471655,1.61729568,1.87535818,0.00917030,0.32490764
-4.83541771,2.96582157,0.90917687,0.01489083,1.69580793,1.85568243,0.00958002,0.34351719
-4.82941471,3.00358424,0.94929664,0.01507910,1.77875888,1.83796245,0.01004126,0.36291972
-4.82341171,3.04588954,0.99116956,0.01528529,1.86560736,1.82269301,0.01055330,0.38300409
-4.81740870,3.09277076,1.03462271,0.01551269,1.95563618,1.81020046,0.01111348,0.40362307
-4.81140570,3.14396907,1.07938550,0.01576381,2.04795089,1.80063097,0.01171715,0.42459220
-4.80540270,3.19892788,1.12508777,0.01604016,2.14148681,1.79394714,0.01235767,0.44569042
-4.79939970,3.25680092,1.17126254,0.01634216,2.23502470,1.78993268,0.01302653,0.46666253
-4.79339670,3.31647401,1.21735368,0.01666904,2.32721493,1.78820503,0.01371350,0.48722363
-4.78739370,3.37659962,1.26272831,0.01701880,2.41660967,1.78823479,0.01440686,0.50706538
-4.78139070,3.43564268,1.30669352,0.01738825,2.50170204,1.78937119,0.01509379,0.52586398
-4.77538769,3.49193566,1.34851687,0.01777299,2.58097072,1.79087205,0.01576068,0.54328957
-4.76938469,3.54374041,1.38744976,0.01816757,2.65292812,1.79193689,0.01639360,0.55901665
-4.76338169,3.58931391,1.42275264,0.01856559,2.71617005,1.79174172,0.01697876,0.57273504
-4.75737869,3.62697515,1.45372086,0.01895986,2.76942460,1.78947384,0.01750298,0.58416105
-4.75137569,3.65516994,1.47971008,0.01934263,2.81159791,1.78436548,0.01795418,0.59304798
-4.74537269,3.67253123,1.50015996,0.01970573,2.84181469,1.77572479,0.01832184,0.59919588
-4.73936968,3.67793212,1.51461506,0.02004090,2.85945159,1.76296326,0.01859744,0.60245970
-4.73336668,3.67052975,1.52274207,0.02033995,2.86416195,1.74561863,0.01877481,0.60275567
-4.72736368,3.64979842,1.52434266,0.02059505,2.85589069,1.72337272,0.01885046,0.60006555
-4.72136068,3.61555099,1.51936135,0.02079893,2.83487900,1.69606384,0.01882383,0.59443848
-4.71535768,3.56794813,1.50788838,0.02094515,2.80165867,1.66369357,0.01869737,0.58599048
-4.70935468,3.50749556,1.49015748,0.02102825,2.75703663,1.62642808,0.01847668,0.57490157
-4.70335168,3.43503007,1.46653890,0.02104401,2.70207064,1.58459417,0.01817042,0.56141068
-4.69734867,3.35169520,1.43752819,0.02098953,2.63803762,1.53867051,0.01779021,0.54580875
-4.69134567,3.25890821,1.40373145,0.02086341,2.56639605,1.48927465,0.01735043,0.52843016
-4.68534267,3.15831996,1.36584778,0.02066581,2.48874455,1.43714620,0.01686789,0.50964310
-4.67933967,3.05176942,1.32464976,0.02039849,2.40677814,1.38312711,0.01636156,0.48983923
-4.67333667,2.94123460,1.28096293,0.02006485,2.32224431,1.32813946,0.01585205,0.46942299
-4.66733367,2.82878172,1.23564482,0.01966982,2.23690016,1.27316154,0.01536125,0.44880117
-4.66133067,2.71651396,1.18956445,0.01921982,2.15247207,1.21920276,0.01491176,0.42837291
-4.65532766,2.60652123,1.14358272,0.01872261,2.07061891,1.16727803,0.01452638,0.40852052
-4.64932466,2.50083203,1.09853418,0.01818707,1.99289925,1.11838209,0.01422759,0.38960126
-4.64332166,2.40136821,1.05521038,0.01762305,1.92074306,1.07346427,0.01403698,0.37194041
-4.63731866,2.30990324,1.01434511,0.01704101,1.85542777,1.03340426,0.01397468,0.35582541
-4.63131566,2.22802454,0.97660136,0.01645184,1.79805850,0.99898918,0.01405884,0.34150137
-4.62531266,2.15710005,0.94256019,0.01586648,1.74955216,0.97089257,0.01430509,0.32916767
-4.61930965,2.09824940,0.91271126,0.01529562,1.71062478,0.94965562,0.01472604,0.31897569
-4.61330665,2.05231997,0.88744510,0.01474939,1.68178188,0.93567112,0.01533084,0.31102757
-4.60730365,2.01986799,0.86704689,0.01423707,1.66331140,0.92917060,0.01612475,0.30537576
-4.60130065,2.00114507,0.85169189,0.01376681,1.65527903,0.93021516,0.01710878,0.30202346
-4.59529765,1.99609059,0.84144247,0.01334535,1.65752609,0.93869021,0.01827946,0.30092570
-4.58929465,2.00433026,0.83624684,0.01297788,1.66966991,0.95430477,0.01962863,0.30199117
-4.58329165,2.02518145,0.83593969,0.01266785,1.69110746,0.97659536,0.02114340,0.30508454
-4.57728864,2.05766548,0.84024485,0.01241693,1.72102236,1.00493476,0.02280617,0.31002959
-4.57128564,2.10052741,0.84878021,0.01222493,1.75839615,1.03854582,0.02459485,0.31661286
-4.56528264,2.15226315,0.86106505,0.01208994,1.80202423,1.07651991,0.02648319,0.32458805
-4.55927964,2.21115412,0.87652987,0.01200834,1.85053694,1.11783992,0.02844127,0.33368102
-4.55327664,2.27530871,0.89452881,0.01197505,1.90242610,1.16140725,0.03043610,0.34359557
-4.54727364,2.34271005,0.91435448,0.01198371,1.95607695,1.20607202,0.03243245,0.35401971
-4.54127064,2.41126894,0.93525501,0.01202695,2.00980518,1.25066567,0.03439372,0.36463262
-4.53526763,2.47888043,0.95645310,0.01209672,2.06189841,1.29403492,0.03628297,0.37511192
-4.52926463,2.54348257,0.97716628,0.01218456,2.11066109,1.33507585,0.03806400,0.38514129
-4.52326163,2.60311515,0.99662812,0.01228194,2.15446138,1.37276700,0.03970248,0.39441806
-4.51725863,2.65597660,1.01410947,0.01238059,2.19177854,1.40620014,0.04116708,0.40266072
-4.51125563,2.70047684,1.02893896,0.01247278,2.22124896,1.43460771,0.04243059,0.40961592
-4.50525263,2.73528403,1.04052219,0.01255159,2.24170880,1.45738573,0.04347091,0.41506481
-4.49924962,2.75936352,1.04835864,0.01261111,2.25223174,1.47411139,0.04427196,0.41882849
-4.49324662,2.77200736,1.05205577,0.01264667,2.25215966,1.48455467,0.04482434,0.42077227
-4.48724362,2.77285331,1.05133972,0.01265491,2.24112519,1.48868364,0.04512592,0.42080864
-4.48124062,2.76189249,1.04606212,0.01263389,2.21906477,1.48666318,0.04518206,0.41889883
-4.47523762,2.73946565,1.03620296,0.01258309,2.18622157,1.47884739,0.04500568,0.41505286
-4.46923462,2.70624810,1.02186918,0.01250339,2.14313805,1.46576594,0.04461702,0.40932811
-4.46323162,2.66322409,1.00328936,0.01239698,2.09063837,1.44810520,0.04404315,0.40182655
-4.45722861,2.61165182,0.98080466,0.01226726,2.02980134,1.42668460,0.04331727,0.39269058
-4.45122561,2.55302036,0.95485640,0.01211867,1.96192500,1.40242944,0.04247774,0.38209792
-4.44522261,2.48900037,0.92597100,0.01195652,1.88848428,1.37634102,0.04156694,0.37025549
-4.43921961,2.42139036,0.89474283,0.01178681,1.81108352,1.34946508,0.04062997,0.35739277
-4.43321661,2.35206045,0.86181559,0.01161598,1.73140564,1.32285973,0.03971328,0.34375473
-4.42721361,2.28289564,0.82786317,0.01145074,1.65116005,1.29756371,0.03886312,0.32959461
-4.42121061,2.21574038,0.79357036,0.01129786,1.57203105,1.27456595,0.03812413,0.31516689
-4.41520760,2.15234604,0.75961441,0.01116393,1.49562873,1.25477729,0.03753785,0.30072052
-4.40920460,2.09432304,0.72664772,0.01105525,1.42344385,1.23900505,0.03714134,0.28649273
-4.40320160,2.04309867,0.69528229,0.01097758,1.35680816,1.22793106,0.03696596,0.27270343
-4.39719860,1.99988182,0.66607629,0.01093608,1.29686116,1.22209374,0.03703627,0.25955043
-4.39119560,1.96563544,0.63952304,0.01093513,1.24452427,1.22187462,0.03736916,0.24720558
-4.38519260,1.94105722,0.61604252,0.01097831,1.20048263,1.22748970,0.03797320,0.23581167
-4.37918959,1.92656899,0.59597559,0.01106829,1.16517494,1.23898582,0.03884823,0.22548041
-4.37318659,1.92231487,0.57958077,0.01120687,1.13879114,1.25624229,0.03998523,0.21629125
-4.36718359,1.92816807,0.56703366,0.01139498,1.12127759,1.27897774,0.04136646,0.20829107
-4.36118059,1.94374611,0.55842864,0.01163272,1.11234924,1.30676212,0.04296584,0.20149478
-4.35517759,1.96843373,0.55378278,0.01191947,1.11150802,1.33903367,0.04474963,0.19588670
-4.34917459,2.00141289,0.55304154,0.01225400,1.11806660,1.37512026,0.04667733,0.19142260
-4.34317159,2.04169855,0.55608605,0.01263463,1.13117655,1.41426479,0.04870280,0.18803245
-4.33716858,2.08817930,0.56274145,0.01305934,1.14985983,1.45565355,0.05077552,0.18562366
-4.33116558,2.13966096,0.57278604,0.01352599,1.17304246,1.49844684,0.05284212,0.18408484
-4.32516258,2.19491184,0.58596071,0.01403244,1.19958935,1.54181055,0.05484782,0.18328979
-4.31915958,2.25270761,0.60197823,0.01457673,1.22833910,1.58494750,0.05673812,0.18310180
-4.31315658,2.31187411,0.62053215,0.01515717,1.25813761,1.62712718,0.05846030,0.18337799
-4.30715358,2.37132610,0.64130465,0.01577245,1.28786972,1.66771256,0.05996502,0.18397363
