energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.70585293,0.83784725,0.13267901,0.22044196,0.00988985,0.07275143,0.31328574,0.00000000,0.29894962,0.05364941
-5.69984992,0.80696853,0.12679053,0.22098474,0.00922376,0.06454618,0.30383495,0.00000000,0.26914022,0.05065042
-5.69384692,0.77733219,0.12133968,0.22077831,0.00866742,0.05698038,0.29441521,0.00000000,0.24140965,0.04791683
-5.68784392,0.74898306,0.11636009,0.21976929,0.00823031,0.05008683,0.28500790,0.00000000,0.21585994,0.04546512
-5.68184092,0.72196622,0.11187992,0.21793122,0.00792022,0.04388247,0.27560343,0.00000000,0.19254069,0.04330791
-5.67583792,0.69633488,0.10792307,0.21526559,0.00774326,0.03837008,0.26620436,0.00000000,0.17145529,0.04145448
-5.66983492,0.67215608,0.10450994,0.21180164,0.00770385,0.03354005,0.25682747,0.00000000,0.15256782,0.03991123
-5.66383192,0.64951375,0.10165801,0.20759492,0.00780477,0.02937237,0.24750474,0.00000000,0.13581026,0.03868201
-5.65782891,0.62850894,0.09938196,0.20272478,0.00804713,0.02583858,0.23828321,0.00000000,0.12108952,0.03776829
-5.65182591,0.60925743,0.09769343,0.19729077,0.00843035,0.02290370,0.22922376,0.00000000,0.10829422,0.03716931
-5.64582291,0.59188490,0.09660046,0.19140836,0.00895212,0.02052802,0.22039891,0.00000000,0.09730077,0.03688194
-5.63981991,0.57652016,0.09610661,0.18520398,0.00960836,0.01866868,0.21188988,0.00000000,0.08797883,0.03690055
-5.63381691,0.56328708,0.09620996,0.17880985,0.01039318,0.01728115,0.20378316,0.00000000,0.08019589,0.03721675
-5.62781391,0.55229593,0.09690201,0.17235873,0.01129885,0.01632043,0.19616670,0.00000000,0.07382107,0.03781918
-5.62181091,0.54363485,0.09816668,0.16597895,0.01231579,0.01574204,0.18912623,0.00000000,0.06872819,0.03869320
-5.61580790,0.53736225,0.09997948,0.15978983,0.01343266,0.01550290,0.18274175,0.00000000,0.06479802,0.03982075
-5.60980490,0.53350074,0.10230705,0.15389792,0.01463642,0.01556195,0.17708457,0.00000000,0.06192002,0.04118032
-5.60380190,0.53203320,0.10510703,0.14839396,0.01591251,0.01588074,0.17221504,0.00000000,0.05999360,0.04274704
-5.59779890,0.53290135,0.10832849,0.14335093,0.01724515,0.01642378,0.16818103,0.00000000,0.05892886,0.04449296
-5.59179590,0.53600701,0.11191281,0.13882296,0.01861759,0.01715895,0.16501739,0.00000000,0.05864720,0.04638758
-5.58579290,0.54121604,0.11579513,0.13484544,0.02001255,0.01805769,0.16274616,0.00000000,0.05908154,0.04839847
-5.57978989,0.54836473,0.11990620,0.13143589,0.02141268,0.01909527,0.16137772,0.00000000,0.06017646,0.05049223
-5.57378689,0.55726829,0.12417463,0.12859571,0.02280102,0.02025089,0.16091250,0.00000000,0.06188818,0.05263541
-5.56778389,0.56773069,0.12852944,0.12631266,0.02416157,0.02150782,0.16134320,0.00000000,0.06418430,0.05479563
-5.56178089,0.57955534,0.13290261,0.12456363,0.02547976,0.02285339,0.16265727,0.00000000,0.06704340,0.05694274
-5.55577789,0.59255569,0.13723169,0.12331783,0.02674296,0.02427894,0.16483940,0.00000000,0.07045437,0.05904984
-5.54977489,0.60656495,0.14146214,0.12253988,0.02794087,0.02577972,0.16787376,0.00000000,0.07441551,0.06109432
-5.54377189,0.62144417,0.14554929,0.12219277,0.02906588,0.02735454,0.17174577,0.00000000,0.07893316,0.06305857
-5.53776888,0.63708805,0.14945977,0.12224046,0.03011325,0.02900542,0.17644323,0.00000000,0.08402010,0.06493060
-5.53176588,0.65342779,0.15317238,0.12264989,0.03108119,0.03073703,0.18195661,0.00000000,0.08969338,0.06670424
-5.52576288,0.67043087,0.15667811,0.12339245,0.03197076,0.03255598,0.18827849,0.00000000,0.09597189,0.06837909
-5.51975988,0.68809741,0.15997955,0.12444469,0.03278566,0.03447003,0.19540208,0.00000000,0.10287345,0.06996008
-5.51375688,0.70645345,0.16308957,0.12578834,0.03353184,0.03648711,0.20331890,0.00000000,0.11041170,0.07145672
-5.50775388,0.72554134,0.16602930,0.12740971,0.03421698,0.03861430,0.21201589,0.00000000,0.11859271,0.07288210
-5.50175088,0.74540801,0.16882569,0.12929849,0.03484985,0.04085674,0.22147188,0.00000000,0.12741159,0.07425151
-5.49574787,0.76609180,0.17150867,0.13144617,0.03543967,0.04321652,0.23165404,0.00000000,0.13684926,0.07558105
-5.48974487,0.78760890,0.17410816,0.13384414,0.03599531,0.04569172,0.24251440,0.00000000,0.14686950,0.07688605
-5.48374187,0.80994029,0.17665124,0.13648183,0.03652463,0.04827543,0.25398673,0.00000000,0.15741650,0.07817953
-5.47773887,0.83302047,0.17915948,0.13934489,0.03703380,0.05095506,0.26598440,0.00000000,0.16841317,0.07947075
-5.47173587,0.85672875,0.18164692,0.14241377,0.03752674,0.05371184,0.27839915,0.00000000,0.17976032,0.08076407
-5.46573287,0.88088414,0.18411865,0.14566278,0.03800468,0.05652064,0.29110127,0.00000000,0.19133689,0.08205795
-5.45972986,0.90524449,0.18657023,0.14905975,0.03846593,0.05935007,0.30394139,0.00000000,0.20300135,0.08334446
-5.45372686,0.92951024,0.18898818,0.15256652,0.03890581,0.06216297,0.31675373,0.00000000,0.21459422,0.08460916
-5.44772386,0.95333311,0.19135127,0.15614014,0.03931676,0.06491721,0.32936111,0.00000000,0.22594188,0.08583140
-5.44172086,0.97632935,0.19363288,0.15973485,0.03968872,0.06756688,0.34158138,0.00000000,0.23686137,0.08698513
-5.43571786,0.99809732,0.19580424,0.16330480,0.04000961,0.07006373,0.35323520,0.00000000,0.24716623,0.08804006
-5.42971486,1.01823840,0.19783830,0.16680730,0.04026601,0.07235890,0.36415476,0.00000000,0.25667305,0.08896325
-5.42371186,1.03638042,0.19971416,0.17020651,0.04044397,0.07440475,0.37419305,0.00000000,0.26520844,0.08972088
-5.41770885,1.05220221,0.20142179,0.17347733,0.04052986,0.07615693,0.38323329,0.00000000,0.27261628,0.09028033
-5.41170585,1.06545803,0.20296670,0.17660917,0.04051126,0.07757627,0.39119795,0.00000000,0.27876469,0.09061218
-5.40570285,1.07600037,0.20437435,0.17960949,0.04037782,0.07863070,0.39805684,0.00000000,0.28355261,0.09069230
-5.39969985,1.08379985,0.20569391,0.18250676,0.04012206,0.07929697,0.40383380,0.00000000,0.28691541,0.09050364
-5.39369685,1.08896081,0.20700126,0.18535261,0.03974003,0.07956199,0.40861153,0.00000000,0.28882950,0.09003785
-5.38769385,1.09173163,0.20840083,0.18822297,0.03923178,0.07942399,0.41253423,0.00000000,0.28931544,0.08929646
-5.38169085,1.09250879,0.21002623,0.19121812,0.03860169,0.07889309,0.41580761,0.00000000,0.28843956,0.08829163
-5.37568784,1.09183429,0.21203944,0.19446137,0.03785852,0.07799153,0.41869633,0.00000000,0.28631381,0.08704645
-5.36968484,1.09038607,0.21462854,0.19809651,0.03701535,0.07675339,0.42151858,0.00000000,0.28309385,0.08559463
-5.36368184,1.08896168,0.21800394,0.20228397,0.03608917,0.07522386,0.42463811,0.00000000,0.27897549,0.08397976
-5.35767884,1.08845555,0.22239330,0.20719576,0.03510040,0.07345802,0.42845372,0.00000000,0.27418942,0.08225407
-5.35167584,1.08983073,0.22803502,0.21300944,0.03407215,0.07151927,0.43338666,0.00000000,0.26899459,0.08047674
-5.34567284,1.09408607,0.23517079,0.21990120,0.03302942,0.06947739,0.43986634,0.00000000,0.26367035,0.07871187
-5.33966983,1.10222014,0.24403717,0.22803853,0.03199817,0.06740634,0.44831475,0.00000000,0.25850764,0.07702626
-5.33366683,1.11519328,0.25485662,0.23757248,0.03100438,0.06538185,0.45913039,0.00000000,0.25379966,0.07548691
-5.32766383,1.13388932,0.26782832,0.24863017,0.03007304,0.06347897,0.47267205,0.00000000,0.24983224,0.07415859
-5.32166083,1.15907839,0.28311892,0.26130764,0.02922733,0.06176957,0.48924325,0.00000000,0.24687424,0.07310142
-5.31565783,1.19138243,0.30085377,0.27566340,0.02848772,0.06031992,0.50907782,0.00000000,0.24516842,0.07236861
-5.30965483,1.23124461,0.32110879,0.29171313,0.02787131,0.05918845,0.53232728,0.00000000,0.24492297,0.07200447
-5.30365183,1.27890395,0.34390345,0.30942558,0.02739128,0.05842376,0.55905045,0.00000000,0.24630406,0.07204268
-5.29764882,1.33437617,0.36919494,0.32871997,0.02705647,0.05806291,0.58920571,0.00000000,0.24942960,0.07250506
-5.29164582,1.39744137,0.39687404,0.34946513,0.02687120,0.05813008,0.62264629,0.00000000,0.25436445,0.07340060
-5.28564282,1.46763927,0.42676267,0.37148020,0.02683519,0.05863566,0.65911882,0.00000000,0.26111720,0.07472509
-5.27963982,1.54427202,0.45861345,0.39453720,0.02694370,0.05957569,0.69826517,0.00000000,0.26963862,0.07646106
-5.27363682,1.62641470,0.49211132,0.41836517,0.02718779,0.06093188,0.73962770,0.00000000,0.27982189,0.07857824
-5.26763382,1.71293319,0.52687724,0.44265582,0.02755474,0.06267193,0.78265771,0.00000000,0.29150456,0.08103437
-5.26163082,1.80250874,0.56247401,0.46707052,0.02802849,0.06475041,0.82672694,0.00000000,0.30447221,0.08377642
-5.25562781,1.89366870,0.59841415,0.49124837,0.02859029,0.06711001,0.87114177,0.00000000,0.31846378,0.08674206
-5.24962481,1.98482223,0.63416948,0.51481501,0.02921929,0.06968318,0.91515963,0.00000000,0.33317826,0.08986139
-5.24362181,2.07429999,0.66918257,0.53739191,0.02989319,0.07239409,0.95800732,0.00000000,0.34828278,0.09305895
-5.23761881,2.16039662,0.70287928,0.55860580,0.03058892,0.07516092,0.99890043,0.00000000,0.36342170,0.09625570
-5.23161581,2.24141448,0.73468250,0.57809795,0.03128322,0.07789827,1.03706342,0.00000000,0.37822648,0.09937120
-5.22561281,2.31570756,0.76402637,0.59553289,0.03195331,0.08051980,1.07174975,0.00000000,0.39232604,0.10232570
-5.21960980,2.38172398,0.79037071,0.61060642,0.03257732,0.08294083,1.10226128,0.00000000,0.40535727,0.10504217
-5.21360680,2.43804591,0.81321507,0.62305263,0.03313486,0.08508092,1.12796645,0.00000000,0.41697535,0.10744826
-5.20760380,2.48342560,0.83211211,0.63264975,0.03360735,0.08686631,1.14831664,0.00000000,0.42686356,0.10947803
-5.20160080,2.51681655,0.84667965,0.63922461,0.03397835,0.08823215,1.16286015,0.00000000,0.43474215,0.11107351
-5.19559780,2.53739880,0.85661113,0.64265579,0.03423387,0.08912442,1.17125344,0.00000000,0.44037613,0.11218595
-5.18959480,2.54459768,0.86168392,0.64287532,0.03436245,0.08950142,1.17326919,0.00000000,0.44358157,0.11277687
-5.18359180,2.53809552,0.86176539,0.63986896,0.03435539,0.08933491,1.16880109,0.00000000,0.44423021,0.11281875
-5.17758879,2.51783613,0.85681635,0.63367518,0.03420669,0.08861070,1.15786510,0.00000000,0.44225232,0.11229547
-5.17158579,2.48402190,0.84689171,0.62438287,0.03391312,0.08732885,1.14059733,0.00000000,0.43763765,0.11120238
-5.16558279,2.43710401,0.83213852,0.61212804,0.03347416,0.08550330,1.11724857,0.00000000,0.43043450,0.10954610
-5.15957979,2.37776605,0.81279125,0.59708948,0.03289186,0.08316106,1.08817577,0.00000000,0.42074689,0.10734409
-5.15357679,2.30690178,0.78916461,0.57948378,0.03217074,0.08034105,1.05383086,0.00000000,0.40873024,0.10462385
-5.14757379,2.22558804,0.76164423,0.55955964,0.03131762,0.07709247,1.01474724,0.00000000,0.39458540,0.10142198
-5.14157079,2.13505372,0.73067543,0.53759193,0.03034137,0.07347306,0.97152460,0.00000000,0.37855167,0.09778302
-5.13556778,2.03664602,0.69675064,0.51387542,0.02925275,0.06954703,0.92481251,0.00000000,0.36089887,0.09375813
-5.12956478,1.93179516,0.66039592,0.48871850,0.02806407,0.06538297,0.87529346,0.00000000,0.34191889,0.08940366
-5.12356178,1.82197878,0.62215701,0.46243707,0.02678898,0.06105175,0.82366583,0.00000000,0.32191717,0.08477971
-5.11755878,1.70868717,0.58258553,0.43534859,0.02544214,0.05662453,0.77062749,0.00000000,0.30120421,0.07994858
-5.11155578,1.59339047,0.54222573,0.40776659,0.02403891,0.05217091,0.71686037,0.00000000,0.28008769,0.07497337
-5.10555278,1.47750876,0.50160221,0.37999569,0.02259507,0.04775734,0.66301662,0.00000000,0.25886526,0.06991655
-5.09954977,1.36238586,0.46120912,0.35232718,0.02112649,0.04344583,0.60970655,0.00000000,0.23781836,0.06483873
-5.09354677,1.24926746,0.42150087,0.32503531,0.01964886,0.03929297,0.55748883,0.00000000,0.21720722,0.05979751
-5.08754377,1.13928405,0.38288489,0.29837434,0.01817734,0.03534931,0.50686286,0.00000000,0.19726702,0.05484655
-5.08154077,1.03343874,0.34571630,0.27257631,0.01672639,0.03165905,0.45826369,0.00000000,0.17820538,0.05003480
-5.07553777,0.93260012,0.31029457,0.24784968,0.01530949,0.02826009,0.41205921,0.00000000,0.16020116,0.04540595
-5.06953477,0.83749992,0.27686224,0.22437871,0.01393895,0.02518430,0.36854961,0.00000000,0.14340433,0.04099805
-5.06353177,0.74873510,0.24560542,0.20232359,0.01262578,0.02245812,0.32796901,0.00000000,0.12793698,0.03684336
-5.05752876,0.66677389,0.21665592,0.18182134,0.01137954,0.02010324,0.29048879,0.00000000,0.11389513,0.03296840
-5.05152576,0.59196517,0.19009478,0.16298734,0.01020835,0.01813744,0.25622263,0.00000000,0.10135124,0.02939406
-5.04552276,0.52455043,0.16595699,0.14591729,0.00911879,0.01657546,0.22523257,0.00000000,0.09035722,0.02613601
-5.03951976,0.46467764,0.14423688,0.13068976,0.00811598,0.01542988,0.19753611,0.00000000,0.08094760,0.02320506
-5.03351676,0.41241611,0.12489424,0.11736893,0.00720360,0.01471186,0.17311373,0.00000000,0.07314282,0.02060769
-5.02751376,0.36777177,0.10786052,0.10600755,0.00638402,0.01443175,0.15191663,0.00000000,0.06695222,0.01834662
-5.02151076,0.33070193,0.09304514,0.09664984,0.00565838,0.01459956,0.13387440,0.00000000,0.06237683,0.01642135
-5.01550775,0.30112909,0.08034150,0.08933434,0.00502677,0.01522514,0.11890223,0.00000000,0.05941153,0.01482871
-5.00950475,0.27895305,0.06963266,0.08409643,0.00448830,0.01631812,0.10690758,0.00000000,0.05804670,0.01356341
-5.00350175,0.26406104,0.06079634,0.08097047,0.00404134,0.01788758,0.09779601,0.00000000,0.05826912,0.01261841
-4.99749875,0.25633550,0.05370942,0.07999139,0.00368359,0.01994151,0.09147607,0.00000000,0.06006222,0.01198534
-4.99149575,0.25565922,0.04825154,0.08119567,0.00341224,0.02248594,0.08786320,0.00000000,0.06340562,0.01165478
-4.98549275,0.26191799,0.04430812,0.08462171,0.00322407,0.02552397,0.08688256,0.00000000,0.06827408,0.01161638
-4.97948974,0.27500070,0.04177257,0.09030937,0.00311560,0.02905455,0.08847075,0.00000000,0.07463583,0.01185900
-4.97348674,0.29479716,0.04054779,0.09829892,0.00308310,0.03307123,0.09257654,0.00000000,0.08245066,0.01237071
-4.96748374,0.32119389,0.04054710,0.10862922,0.00312269,0.03756088,0.09916064,0.00000000,0.09166761,0.01313870
-4.96148074,0.35406835,0.04169451,0.12133536,0.00323037,0.04250246,0.10819459,0.00000000,0.10222274,0.01414918
-4.95547774,0.39328204,0.04392462,0.13644570,0.00340205,0.04786597,0.11965891,0.00000000,0.11403705,0.01538725
-4.94947474,0.43867298,0.04718201,0.15397860,0.00363355,0.05361162,0.13354054,0.00000000,0.12701465,0.01683674
-4.94347174,0.49004811,0.05142037,0.17393883,0.00392061,0.05968934,0.14982989,0.00000000,0.14104159,0.01848004
-4.93746873,0.54717608,0.05660137,0.19631388,0.00425884,0.06603865,0.16851743,0.00000000,0.15598536,0.02029808
-4.93146573,0.60978096,0.06269328,0.22107038,0.00464378,0.07258904,0.18959004,0.00000000,0.17169522,0.02227024
-4.92546273,0.67753715,0.06966958,0.24815061,0.00507084,0.07926075,0.21302721,0.00000000,0.18800353,0.02437439
-4.91945973,0.75006600,0.07750739,0.27746954,0.00553530,0.08596620,0.23879728,0.00000000,0.20472805,0.02658705
-4.91345673,0.82693419,0.08618591,0.30891223,0.00603232,0.09261175,0.26685364,0.00000000,0.22167521,0.02888357
-4.90745373,0.90765402,0.09568481,0.34233194,0.00655693,0.09910001,0.29713122,0.00000000,0.23864432,0.03123843
-4.90145073,0.99168577,0.10598265,0.37754893,0.00710408,0.10533253,0.32954321,0.00000000,0.25543259,0.03362563
-4.89544772,1.07844180,0.11705540,0.41435006,0.00766861,0.11121277,0.36397807,0.00000000,0.27184072,0.03601911
-4.88944472,1.16729242,0.12887494,0.45248926,0.00824531,0.11664923,0.40029712,0.00000000,0.28767888,0.03839326
-4.88344172,1.25757321,0.14140769,0.49168883,0.00882894,0.12155866,0.43833253,0.00000000,0.30277287,0.04072342
-4.87743872,1.34859351,0.15461343,0.53164170,0.00941427,0.12586911,0.47788608,0.00000000,0.31696997,0.04298636
-4.87143572,1.43964570,0.16844415,0.57201444,0.00999612,0.12952283,0.51872852,0.00000000,0.33014452,0.04516080
-4.86543272,1.53001507,0.18284328,0.61245120,0.01056940,0.13247865,0.56059986,0.00000000,0.34220255,0.04722782
-4.85942971,1.61898983,0.19774497,0.65257833,0.01112912,0.13471392,0.60321048,0.00000000,0.35308557,0.04917120
-4.85342671,1.70587106,0.21307384,0.69200974,0.01167044,0.13622582,0.64624320,0.00000000,0.36277298,0.05097771
-4.84742371,1.78998226,0.22874483,0.73035279,0.01218875,0.13703188,0.68935643,0.00000000,0.37128317,0.05263724
-4.84142071,1.87067839,0.24466360,0.76721476,0.01267962,0.13716977,0.73218817,0.00000000,0.37867307,0.05414287
-4.83541771,1.94735404,0.26072706,0.80220956,0.01313889,0.13669635,0.77436111,0.00000000,0.38503609,0.05549078
-4.82941471,2.01945072,0.27682438,0.83496467,0.01356268,0.13568581,0.81548849,0.00000000,0.39049864,0.05668011
-4.82341171,2.08646313,0.29283823,0.86512812,0.01394741,0.13422727,0.85518075,0.00000000,0.39521506,0.05771263
-4.81740870,2.14794413,0.30864629,0.89237530,0.01428987,0.13242162,0.89305260,0.00000000,0.39936141,0.05859240
-4.81140570,2.20350859,0.32412294,0.91641532,0.01458720,0.13037797,0.92873050,0.00000000,0.40312816,0.05932535
-4.80540270,2.25283576,0.33914116,0.93699690,0.01483695,0.12820960,0.96186006,0.00000000,0.40671205,0.05991878
-4.79939970,2.29567034,0.35357435,0.95391336,0.01503710,0.12602988,0.99211312,0.00000000,0.41030756,0.06038084
-4.79339670,2.33182199,0.36729821,0.96700671,0.01518607,0.12394800,1.01919430,0.00000000,0.41409823,0.06072006
-4.78739370,2.36116350,0.38019246,0.97617048,0.01528279,0.12206498,1.04284660,0.00000000,0.41824810,0.06094479
-4.78139070,2.38362752,0.39214241,0.98135136,0.01532666,0.12046986,1.06285588,0.00000000,0.42289384,0.06106282
-4.77538769,2.39920201,0.40304028,0.98254936,0.01531759,0.11923643,1.07905401,0.00000000,0.42813765,0.06108090
-4.76938469,2.40792462,0.41278629,0.97981662,0.01525600,0.11842052,1.09132059,0.00000000,0.43404144,0.06100449
-4.76338169,2.40987620,0.42128946,0.97325477,0.01514282,0.11805793,1.09958312,0.00000000,0.44062238,0.06083745
-4.75737869,2.40517386,0.42846826,0.96301115,0.01497943,0.11816324,1.10381589,0.00000000,0.44785021,0.06058195
-4.75137569,2.39396384,0.43425099,0.94927372,0.01476768,0.11872932,1.10403746,0.00000000,0.45564634,0.06023838
-4.74537269,2.37641482,0.43857613,0.93226531,0.01450984,0.11972776,1.10030722,0.00000000,0.46388484,0.05980544
-4.73936968,2.35271181,0.44139258,0.91223711,0.01420854,0.12111005,1.09272107,0.00000000,0.47239545,0.05928028
-4.73336668,2.32305143,0.44265998,0.88946186,0.01386672,0.12280959,1.08140674,0.00000000,0.48096847,0.05865876
-4.72736368,2.28763853,0.44234909,0.86422714,0.01348761,0.12474432,1.06651898,0.00000000,0.48936131,0.05793581
-4.72136068,2.24668475,0.44044234,0.83682884,0.01307464,0.12681995,1.04823497,0.00000000,0.49730674,0.05710578
-4.71535768,2.20040897,0.43693454,0.80756527,0.01263140,0.12893372,1.02675009,0.00000000,0.50452228,0.05616299
-4.70935468,2.14903974,0.43183376,0.77673197,0.01216160,0.13097837,1.00227453,0.00000000,0.51072060,0.05510214
-4.70335168,2.09281946,0.42516232,0.74461754,0.01166901,0.13284630,0.97503059,0.00000000,0.51562041,0.05391890
-4.69734867,2.03201009,0.41695790,0.71150045,0.01115744,0.13443379,0.94525084,0.00000000,0.51895747,0.05261034
-4.69134567,1.96689984,0.40727456,0.67764688,0.01063070,0.13564502,0.91317710,0.00000000,0.52049534,0.05117543
-4.68534267,1.89781037,0.39618372,0.64330956,0.01009257,0.13639573,0.87906005,0.00000000,0.52003526,0.04961543
-4.67933967,1.82510388,0.38377484,0.60872744,0.00954681,0.13661659,0.84315937,0.00000000,0.51742496,0.04793421
-4.67333667,1.74918931,0.37015578,0.57412613,0.00899711,0.13625589,0.80574406,0.00000000,0.51256592,0.04613847
-4.66733367,1.67052732,0.35545278,0.53971873,0.00844708,0.13528163,0.76709283,0.00000000,0.50541877,0.04423789
-4.66133067,1.58963313,0.33980983,0.50570705,0.00790030,0.13368290,0.72749413,0.00000000,0.49600674,0.04224508
-4.65532766,1.50707723,0.32338756,0.47228284,0.00736022,0.13147057,0.68724584,0.00000000,0.48441680,0.04017551
-4.64932466,1.42348328,0.30636158,0.43962899,0.00683022,0.12867717,0.64665419,0.00000000,0.47079877,0.03804726
-4.64332166,1.33952345,0.28892024,0.40792037,0.00631356,0.12535605,0.60603206,0.00000000,0.45536213,0.03588070
