energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Si_p_up,Si_p_down,Si_d_up,Si_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.71785893,2.19776239,-2.19775788,0.77673601,-0.77673388,0.51099958,-0.51099800,0.60072471,-0.60072377,0.00000000,-0.00000000,0.72519914,-0.72519731,0.00000000,-0.00000000
-5.71185593,2.19775207,-2.19774979,0.77930099,-0.77929962,0.51163840,-0.51163733,0.60018361,-0.60018324,0.00000000,-0.00000000,0.72702484,-0.72702379,0.00000000,-0.00000000
-5.70585293,2.18914538,-2.18914547,0.77867077,-0.77867024,0.51032660,-0.51032605,0.59688484,-0.59688508,0.00000000,-0.00000000,0.72641140,-0.72641120,0.00000000,-0.00000000
-5.69984992,2.17171953,-2.17172204,0.77466985,-0.77467019,0.50708090,-0.50708086,0.59082297,-0.59082382,0.00000000,-0.00000000,0.72317926,-0.72317997,0.00000000,-0.00000000
-5.69384692,2.14550084,-2.14550578,0.76721287,-0.76721410,0.50197138,-0.50197186,0.58205635,-0.58205779,0.00000000,-0.00000000,0.71724013,-0.71724176,0.00000000,-0.00000000
-5.68784392,2.11076842,-2.11077571,0.75630992,-0.75631204,0.49512052,-0.49512148,0.57070759,-0.57070960,0.00000000,-0.00000000,0.70859989,-0.70860242,0.00000000,-0.00000000
-5.68184092,2.06804807,-2.06805757,0.74206830,-0.74207128,0.48670004,-0.48670143,0.55696167,-0.55696421,0.00000000,-0.00000000,0.69735792,-0.69736132,0.00000000,-0.00000000
-5.67583792,2.01809668,-2.01810820,0.72469076,-0.72469453,0.47692570,-0.47692749,0.54106159,-0.54106462,0.00000000,-0.00000000,0.68370287,-0.68370706,0.00000000,-0.00000000
-5.66983492,1.96187797,-1.96189124,0.70447023,-0.70447472,0.46605032,-0.46605243,0.52330192,-0.52330536,0.00000000,-0.00000000,0.66790516,-0.66791006,0.00000000,-0.00000000
-5.66383192,1.90053059,-1.90054533,0.68178143,-0.68178655,0.45435524,-0.45435761,0.50402047,-0.50402425,0.00000000,-0.00000000,0.65030657,-0.65031207,0.00000000,-0.00000000
-5.65782891,1.83533047,-1.83534632,0.65706970,-0.65707532,0.44214076,-0.44214331,0.48358852,-0.48359256,0.00000000,-0.00000000,0.63130742,-0.63131338,0.00000000,-0.00000000
-5.65182591,1.76764880,-1.76766539,0.63083760,-0.63084360,0.42971596,-0.42971861,0.46240007,-0.46240428,0.00000000,-0.00000000,0.61135193,-0.61135822,0.00000000,-0.00000000
-5.64582291,1.69890790,-1.69892487,0.60362993,-0.60363616,0.41738834,-0.41739102,0.44086058,-0.44086487,0.00000000,-0.00000000,0.59091253,-0.59091900,0.00000000,-0.00000000
-5.63981991,1.63053683,-1.63055379,0.57601784,-0.57602417,0.40545391,-0.40545653,0.41937577,-0.41938005,0.00000000,-0.00000000,0.57047363,-0.57048013,0.00000000,-0.00000000
-5.63381691,1.56392847,-1.56394504,0.54858266,-0.54858893,0.39418791,-0.39419041,0.39834080,-0.39834499,0.00000000,-0.00000000,0.55051571,-0.55052208,0.00000000,-0.00000000
-5.62781391,1.50039994,-1.50041577,0.52190005,-0.52190612,0.38383690,-0.38383921,0.37813043,-0.37813443,0.00000000,-0.00000000,0.53150016,-0.53150627,0.00000000,-0.00000000
-5.62181091,1.44115752,-1.44117229,0.49652505,-0.49653078,0.37461214,-0.37461419,0.35909029,-0.35909403,0.00000000,-0.00000000,0.51385556,-0.51386128,0.00000000,-0.00000000
-5.61580790,1.38726730,-1.38728073,0.47297849,-0.47298375,0.36668470,-0.36668645,0.34152966,-0.34153306,0.00000000,-0.00000000,0.49796568,-0.49797090,0.00000000,-0.00000000
-5.60980490,1.33963195,-1.33964379,0.45173500,-0.45173967,0.36018237,-0.36018378,0.32571578,-0.32571879,0.00000000,-0.00000000,0.48415962,-0.48416424,0.00000000,-0.00000000
-5.60380190,1.29897414,-1.29898419,0.43321290,-0.43321689,0.35518827,-0.35518931,0.31186980,-0.31187236,0.00000000,-0.00000000,0.47270414,-0.47270807,0.00000000,-0.00000000
-5.59779890,1.26582634,-1.26583446,0.41776607,-0.41776928,0.35174107,-0.35174174,0.30016423,-0.30016631,0.00000000,-0.00000000,0.46379832,-0.46380151,0.00000000,-0.00000000
-5.59179590,1.24052672,-1.24053281,0.40567769,-0.40568006,0.34983680,-0.34983708,0.29072188,-0.29072345,0.00000000,-0.00000000,0.45757051,-0.45757292,0.00000000,-0.00000000
-5.58579290,1.22322038,-1.22322441,0.39715587,-0.39715735,0.34943169,-0.34943160,0.28361597,-0.28361700,0.00000000,-0.00000000,0.45407737,-0.45407898,0.00000000,-0.00000000
-5.57978989,1.21386537,-1.21386734,0.39233097,-0.39233153,0.35044609,-0.35044564,0.27887129,-0.27887178,0.00000000,-0.00000000,0.45330478,-0.45330560,0.00000000,-0.00000000
-5.57378689,1.21224231,-1.21224228,0.39125438,-0.39125401,0.35276891,-0.35276812,0.27646611,-0.27646607,0.00000000,-0.00000000,0.45517048,-0.45517054,0.00000000,-0.00000000
-5.56778389,1.21796705,-1.21796512,0.39389871,-0.39389743,0.35626242,-0.35626132,0.27633469,-0.27633414,0.00000000,-0.00000000,0.45952814,-0.45952747,0.00000000,-0.00000000
-5.56178089,1.23050532,-1.23050164,0.40015917,-0.40015700,0.36076710,-0.36076574,0.27837016,-0.27836912,0.00000000,-0.00000000,0.46617248,-0.46617115,0.00000000,-0.00000000
-5.55577789,1.24918895,-1.24918370,0.40985591,-0.40985291,0.36610633,-0.36610474,0.28242754,-0.28242604,0.00000000,-0.00000000,0.47484551,-0.47484359,0.00000000,-0.00000000
-5.54977489,1.27323296,-1.27322634,0.42273756,-0.42273380,0.37209078,-0.37208902,0.28832704,-0.28832513,0.00000000,-0.00000000,0.48524335,-0.48524093,0.00000000,-0.00000000
-5.54377189,1.30175328,-1.30174553,0.43848559,-0.43848116,0.37852236,-0.37852047,0.29585735,-0.29585508,0.00000000,-0.00000000,0.49702379,-0.49702097,0.00000000,-0.00000000
-5.53776888,1.33378492,-1.33377631,0.45671982,-0.45671481,0.38519778,-0.38519582,0.30477908,-0.30477651,0.00000000,-0.00000000,0.50981429,-0.50981118,0.00000000,-0.00000000
-5.53176588,1.36830064,-1.36829145,0.47700495,-0.47699948,0.39191167,-0.39190969,0.31482842,-0.31482562,0.00000000,-0.00000000,0.52322044,-0.52321715,0.00000000,-0.00000000
-5.52576288,1.40423007,-1.40422058,0.49885832,-0.49885252,0.39845941,-0.39845747,0.32572099,-0.32571803,0.00000000,-0.00000000,0.53683470,-0.53683135,0.00000000,-0.00000000
-5.51975988,1.44047951,-1.44047002,0.52175885,-0.52175286,0.40463975,-0.40463790,0.33715612,-0.33715307,0.00000000,-0.00000000,0.55024557,-0.55024228,0.00000000,-0.00000000
-5.51375688,1.47595247,-1.47594326,0.54515725,-0.54515120,0.41025732,-0.41025562,0.34882154,-0.34881848,0.00000000,-0.00000000,0.56304691,-0.56304379,0.00000000,-0.00000000
-5.50775388,1.50957100,-1.50956237,0.56848742,-0.56848145,0.41512519,-0.41512368,0.36039859,-0.36039560,0.00000000,-0.00000000,0.57484742,-0.57484458,0.00000000,-0.00000000
-5.50175088,1.54029778,-1.54028999,0.59117892,-0.59117319,0.41906757,-0.41906631,0.37156797,-0.37156512,0.00000000,-0.00000000,0.58528017,-0.58527770,0.00000000,-0.00000000
-5.49574787,1.56715860,-1.56715191,0.61267042,-0.61266506,0.42192272,-0.42192174,0.38201599,-0.38201337,0.00000000,-0.00000000,0.59401190,-0.59400990,0.00000000,-0.00000000
-5.48974487,1.58926507,-1.58925970,0.63242356,-0.63241871,0.42354597,-0.42354531,0.39144123,-0.39143891,0.00000000,-0.00000000,0.60075203,-0.60075058,0.00000000,-0.00000000
-5.48374187,1.60583671,-1.60583284,0.64993711,-0.64993288,0.42381305,-0.42381275,0.39956141,-0.39955946,0.00000000,-0.00000000,0.60526098,-0.60526013,0.00000000,-0.00000000
-5.47773887,1.61622197,-1.61621978,0.66476078,-0.66475728,0.42262336,-0.42262345,0.40612033,-0.40611880,0.00000000,-0.00000000,0.60735755,-0.60735734,0.00000000,-0.00000000
-5.47173587,1.61991722,-1.61991680,0.67650821,-0.67650553,0.41990325,-0.41990374,0.41089455,-0.41089350,0.00000000,-0.00000000,0.60692511,-0.60692557,0.00000000,-0.00000000
-5.46573287,1.61658279,-1.61658421,0.68486858,-0.68486680,0.41560901,-0.41560991,0.41369960,-0.41369908,0.00000000,-0.00000000,0.60391627,-0.60391739,0.00000000,-0.00000000
-5.45972986,1.60605537,-1.60605865,0.68961634,-0.68961548,0.40972944,-0.40973076,0.41439533,-0.41439535,0.00000000,-0.00000000,0.59835570,-0.59835747,0.00000000,-0.00000000
-5.45372686,1.58835581,-1.58836091,0.69061846,-0.69061855,0.40228780,-0.40228952,0.41289012,-0.41289070,0.00000000,-0.00000000,0.59034103,-0.59034342,0.00000000,-0.00000000
-5.44772386,1.56369170,-1.56369854,0.68783890,-0.68783993,0.39334287,-0.39334497,0.40914385,-0.40914501,0.00000000,-0.00000000,0.58004150,-0.58004445,0.00000000,-0.00000000
-5.44172086,1.53245437,-1.53246282,0.68133999,-0.68134194,0.38298907,-0.38299153,0.40316923,-0.40317095,0.00000000,-0.00000000,0.56769438,-0.56769780,0.00000000,-0.00000000
-5.43571786,1.49520998,-1.49521986,0.67128047,-0.67128327,0.37135550,-0.37135828,0.39503142,-0.39503367,0.00000000,-0.00000000,0.55359918,-0.55360299,0.00000000,-0.00000000
-5.42971486,1.45268480,-1.45269589,0.65791019,-0.65791377,0.35860372,-0.35860676,0.38484600,-0.38484875,0.00000000,-0.00000000,0.53810972,-0.53811382,0.00000000,-0.00000000
-5.42371186,1.40574501,-1.40575707,0.64156180,-0.64156606,0.34492447,-0.34492774,0.37277520,-0.37277839,0.00000000,-0.00000000,0.52162434,-0.52162861,0.00000000,-0.00000000
-5.41770885,1.35537173,-1.35538449,0.62263938,-0.62264421,0.33053331,-0.33053674,0.35902254,-0.35902613,0.00000000,-0.00000000,0.50457447,-0.50457879,0.00000000,-0.00000000
-5.41170585,1.30263196,-1.30264512,0.60160486,-0.60161013,0.31566520,-0.31566872,0.34382622,-0.34383014,0.00000000,-0.00000000,0.48741198,-0.48741622,0.00000000,-0.00000000
-5.40570285,1.24864662,-1.24865989,0.57896243,-0.57896802,0.30056841,-0.30057197,0.32745131,-0.32745549,0.00000000,-0.00000000,0.47059578,-0.47059982,0.00000000,-0.00000000
-5.39969985,1.19455695,-1.19457002,0.55524185,-0.55524761,0.28549786,-0.28550137,0.31018129,-0.31018565,0.00000000,-0.00000000,0.45457808,-0.45458181,0.00000000,-0.00000000
-5.39369685,1.14149035,-1.14150294,0.53098116,-0.53098697,0.27070813,-0.27071154,0.29230917,-0.29231365,0.00000000,-0.00000000,0.43979087,-0.43979418,0.00000000,-0.00000000
-5.38769385,1.09052720,-1.09053904,0.50670971,-0.50671543,0.25644653,-0.25644977,0.27412862,-0.27413313,0.00000000,-0.00000000,0.42663304,-0.42663582,0.00000000,-0.00000000
-5.38169085,1.04266974,-1.04268059,0.48293195,-0.48293747,0.24294632,-0.24294934,0.25592545,-0.25592993,0.00000000,-0.00000000,0.41545861,-0.41546079,0.00000000,-0.00000000
-5.37568784,0.99881426,-0.99882390,0.46011291,-0.46011812,0.23042054,-0.23042328,0.23796982,-0.23797421,0.00000000,-0.00000000,0.40656658,-0.40656808,0.00000000,-0.00000000
-5.36968484,0.95972739,-0.95973567,0.43866562,-0.43867042,0.21905643,-0.21905885,0.22050937,-0.22051360,0.00000000,-0.00000000,0.40019252,-0.40019330,0.00000000,-0.00000000
-5.36368184,0.92602750,-0.92603428,0.41894108,-0.41894541,0.20901090,-0.20901295,0.20376364,-0.20376766,0.00000000,-0.00000000,0.39650243,-0.39650246,0.00000000,-0.00000000
-5.35767884,0.89817144,-0.89817664,0.40122111,-0.40122492,0.20040687,-0.20040854,0.18791976,-0.18792354,0.00000000,-0.00000000,0.39558878,-0.39558806,0.00000000,-0.00000000
-5.35167584,0.87644713,-0.87645072,0.38571405,-0.38571730,0.19333088,-0.19333215,0.17312970,-0.17313321,0.00000000,-0.00000000,0.39746904,-0.39746758,0.00000000,-0.00000000
-5.34567284,0.86097186,-0.86097384,0.37255349,-0.37255617,0.18783177,-0.18783262,0.15950888,-0.15951208,0.00000000,-0.00000000,0.40208653,-0.40208438,0.00000000,-0.00000000
-5.33966983,0.85169616,-0.85169658,0.36179991,-0.36180203,0.18392048,-0.18392091,0.14713622,-0.14713910,0.00000000,-0.00000000,0.40931356,-0.40931076,0.00000000,-0.00000000
-5.33366683,0.84841282,-0.84841177,0.35344490,-0.35344647,0.18157104,-0.18157107,0.13605549,-0.13605806,0.00000000,-0.00000000,0.41895667,-0.41895329,0.00000000,-0.00000000
-5.32766383,0.85077047,-0.85076809,0.34741764,-0.34741872,0.18072248,-0.18072213,0.12627779,-0.12628004,0.00000000,-0.00000000,0.43076372,-0.43075985,0.00000000,-0.00000000
-5.32166083,0.85829096,-0.85828739,0.34359337,-0.34359399,0.18128166,-0.18128095,0.11778489,-0.11778684,0.00000000,-0.00000000,0.44443254,-0.44442826,0.00000000,-0.00000000
-5.31565783,0.87038970,-0.87038513,0.34180305,-0.34180329,0.18312682,-0.18312578,0.11053333,-0.11053498,0.00000000,-0.00000000,0.45962073,-0.45961616,0.00000000,-0.00000000
-5.30965483,0.88639815,-0.88639277,0.34184408,-0.34184398,0.18611181,-0.18611049,0.10445896,-0.10446035,0.00000000,-0.00000000,0.47595633,-0.47595158,0.00000000,-0.00000000
-5.30365183,0.90558748,-0.90558149,0.34349116,-0.34349081,0.19007072,-0.19006916,0.09948174,-0.09948288,0.00000000,-0.00000000,0.49304887,-0.49304404,0.00000000,-0.00000000
-5.29764882,0.92719255,-0.92718617,0.34650720,-0.34650667,0.19482283,-0.19482107,0.09551053,-0.09551145,0.00000000,-0.00000000,0.51050041,-0.51049562,0.00000000,-0.00000000
-5.29164582,0.95043542,-0.95042885,0.35065340,-0.35065275,0.20017775,-0.20017585,0.09244777,-0.09244849,0.00000000,-0.00000000,0.52791635,-0.52791171,0.00000000,-0.00000000
-5.28564282,0.97454757,-0.97454101,0.35569841,-0.35569770,0.20594062,-0.20593862,0.09019374,-0.09019429,0.00000000,-0.00000000,0.54491544,-0.54491104,0.00000000,-0.00000000
-5.27963982,0.99879027,-0.99878391,0.36142605,-0.36142533,0.21191713,-0.21191508,0.08865047,-0.08865088,0.00000000,-0.00000000,0.56113882,-0.56113476,0.00000000,-0.00000000
-5.27363682,1.02247252,-1.02246653,0.36764146,-0.36764078,0.21791848,-0.21791643,0.08772501,-0.08772530,0.00000000,-0.00000000,0.57625791,-0.57625427,0.00000000,-0.00000000
-5.26763382,1.04496625,-1.04496078,0.37417540,-0.37417480,0.22376594,-0.22376394,0.08733214,-0.08733232,0.00000000,-0.00000000,0.58998073,-0.58997758,0.00000000,-0.00000000
-5.26163082,1.06571841,-1.06571360,0.38088680,-0.38088630,0.22929512,-0.22929321,0.08739637,-0.08739647,0.00000000,-0.00000000,0.60205684,-0.60205424,0.00000000,-0.00000000
-5.25562781,1.08425997,-1.08425593,0.38766338,-0.38766300,0.23435972,-0.23435793,0.08785340,-0.08785342,0.00000000,-0.00000000,0.61228053,-0.61227852,0.00000000,-0.00000000
-5.24962481,1.10021170,-1.10020850,0.39442069,-0.39442043,0.23883480,-0.23883317,0.08865091,-0.08865087,0.00000000,-0.00000000,0.62049255,-0.62049117,0.00000000,-0.00000000
-5.24362181,1.11328698,-1.11328469,0.40109965,-0.40109952,0.24261954,-0.24261810,0.08974881,-0.08974871,0.00000000,-0.00000000,0.62658025,-0.62657952,0.00000000,-0.00000000
-5.23761881,1.12329178,-1.12329042,0.40766290,-0.40766288,0.24563929,-0.24563806,0.09111904,-0.09111889,0.00000000,-0.00000000,0.63047640,-0.63047632,0.00000000,-0.00000000
-5.23161581,1.13012213,-1.13012173,0.41409020,-0.41409028,0.24784708,-0.24784608,0.09274498,-0.09274477,0.00000000,-0.00000000,0.63215678,-0.63215735,0.00000000,-0.00000000
-5.22561281,1.13375955,-1.13376008,0.42037343,-0.42037359,0.24922443,-0.24922366,0.09462049,-0.09462023,0.00000000,-0.00000000,0.63163679,-0.63163801,0.00000000,-0.00000000
-5.21960980,1.13426464,-1.13426609,0.42651134,-0.42651156,0.24978149,-0.24978095,0.09674888,-0.09674856,0.00000000,-0.00000000,0.62896738,-0.62896922,0.00000000,-0.00000000
-5.21360680,1.13176951,-1.13177183,0.43250458,-0.43250484,0.24955648,-0.24955618,0.09914156,-0.09914117,0.00000000,-0.00000000,0.62423039,-0.62423282,0.00000000,-0.00000000
-5.20760380,1.12646923,-1.12647236,0.43835118,-0.43835146,0.24861455,-0.24861447,0.10181681,-0.10181635,0.00000000,-0.00000000,0.61753373,-0.61753670,0.00000000,-0.00000000
-5.20160080,1.11861285,-1.11861671,0.44404291,-0.44404320,0.24704590,-0.24704602,0.10479846,-0.10479792,0.00000000,-0.00000000,0.60900646,-0.60900995,0.00000000,-0.00000000
-5.19559780,1.10849423,-1.10849873,0.44956267,-0.44956294,0.24496333,-0.24496363,0.10811461,-0.10811398,0.00000000,-0.00000000,0.59879414,-0.59879810,0.00000000,-0.00000000
-5.18959480,1.09644298,-1.09644803,0.45488293,-0.45488318,0.24249919,-0.24249963,0.11179649,-0.11179576,0.00000000,-0.00000000,0.58705444,-0.58705881,0.00000000,-0.00000000
-5.18359180,1.08281574,-1.08282124,0.45996549,-0.45996571,0.23980179,-0.23980235,0.11587731,-0.11587647,0.00000000,-0.00000000,0.57395323,-0.57395798,0.00000000,-0.00000000
-5.17758879,1.06798783,-1.06799368,0.46476236,-0.46476254,0.23703142,-0.23703205,0.12039126,-0.12039030,0.00000000,-0.00000000,0.55966126,-0.55966633,0.00000000,-0.00000000
-5.17158579,1.05234544,-1.05235153,0.46921763,-0.46921778,0.23435585,-0.23435653,0.12537247,-0.12537139,0.00000000,-0.00000000,0.54435132,-0.54435665,0.00000000,-0.00000000
-5.16558279,1.03627820,-1.03628442,0.47327028,-0.47327040,0.23194565,-0.23194631,0.13085404,-0.13085282,0.00000000,-0.00000000,0.52819599,-0.52820153,0.00000000,-0.00000000
