energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Mn_p_up,Mn_d_up,Se_s_up,Se_p_up
-5.64582291,3.28817844,0.02966563,0.41965527,0.96481544,1.28809251,0.38326084,0.39732318,0.05032742,1.06952086
-5.63981991,3.29274236,0.02953641,0.41831510,0.96525201,1.29921875,0.37494736,0.39877375,0.05086125,1.06979506
-5.63381691,3.30836351,0.02951626,0.41853238,0.96897221,1.31429525,0.36823237,0.40175904,0.05149119,1.07382522
-5.62781391,3.33522532,0.02960694,0.42028452,0.97591011,1.33320272,0.36323246,0.40628996,0.05223015,1.08182802
-5.62181091,3.37346437,0.02980971,0.42353557,0.98597477,1.35579787,0.36005648,0.41236592,0.05309131,1.09401641
-5.61580790,3.42316537,0.03012528,0.42823614,0.99905049,1.38191527,0.35880325,0.41997629,0.05408777,1.11059510
-5.60980490,3.48435641,0.03055385,0.43432379,1.01499754,1.41137000,0.35955930,0.42910193,0.05523216,1.13175523
-5.60380190,3.55700419,0.03109510,0.44172383,1.03365351,1.44396081,0.36239679,0.43971636,0.05653622,1.15766839
-5.59779890,3.64100894,0.03174824,0.45035054,1.05483533,1.47947366,0.36737148,0.45178671,0.05801029,1.18847970
-5.59179590,3.73619902,0.03251198,0.46010868,1.07834175,1.51768526,0.37452105,0.46527414,0.05966280,1.22430031
-5.58579290,3.84232493,0.03338461,0.47089525,1.10395638,1.55836664,0.38386357,0.48013370,0.06149964,1.26519922
-5.57978989,3.95905284,0.03436395,0.48260143,1.13145126,1.60128623,0.39539633,0.49631359,0.06352365,1.31119480
-5.57378689,4.08595786,0.03544731,0.49511458,1.16059068,1.64621258,0.40909498,0.51375389,0.06573399,1.36224620
-5.56778389,4.22251738,0.03663148,0.50832034,1.19113537,1.69291638,0.42491315,0.53238466,0.06812563,1.41824520
-5.56178089,4.36810494,0.03791259,0.52210454,1.22284682,1.74117189,0.44278245,0.55212378,0.07068890,1.47900883
-5.55577789,4.52198539,0.03928607,0.53635516,1.25549167,1.79075767,0.46261298,0.57287452,0.07340915,1.54427325
-5.54977489,4.68331188,0.04074647,0.55096395,1.28884599,1.84145678,0.48429443,0.59452313,0.07626658,1.61368959
-5.54377189,4.85112572,0.04228734,0.56582805,1.32269944,1.89305650,0.50769759,0.61693670,0.07923623,1.68682210
-5.53776888,5.02435952,0.04390111,0.58085120,1.35685907,1.94534777,0.53267654,0.63996154,0.08228825,1.76314914
-5.53176588,5.20184458,0.04557900,0.59594483,1.39115270,1.99812451,0.55907121,0.66342242,0.08538832,1.84206735
-5.52576288,5.38232266,0.04731083,0.61102886,1.42543174,2.05118305,0.58671046,0.68712268,0.08849836,1.92289930
-5.51975988,5.56446252,0.04908508,0.62603222,1.45957336,2.10432179,0.61541544,0.71084570,0.09157745,2.00490451
-5.51375688,5.74688103,0.05088882,0.64089317,1.49348184,2.15734121,0.64500318,0.73435755,0.09458299,2.08729391
-5.50775388,5.92816832,0.05270774,0.65555930,1.52708905,2.21004439,0.67529024,0.75741100,0.09747194,2.16924717
-5.50175088,6.10691620,0.05452630,0.66998730,1.56035392,2.26223790,0.70609622,0.77975076,0.10020225,2.24993244
-5.49574787,6.28174875,0.05632788,0.68414243,1.59326087,2.31373318,0.73724692,0.80111989,0.10273432,2.32852770
-5.48974487,6.45135343,0.05809497,0.69799775,1.62581706,2.36434811,0.76857709,0.82126689,0.10503238,2.40424285
-5.48374187,6.61451134,0.05980945,0.71153305,1.65804865,2.41390881,0.79993238,0.83995345,0.10706582,2.47634130
-5.47773887,6.77012474,0.06145290,0.72473353,1.68999579,2.46225119,0.83117061,0.85696212,0.10881035,2.54416028
-5.47173587,6.91724030,0.06300690,0.73758821,1.72170675,2.50922228,0.86216198,0.87210382,0.11024885,2.60712850
-5.46573287,7.05506650,0.06445338,0.75008812,1.75323109,2.55468103,0.89278851,0.88522444,0.11137198,2.66478041
-5.45972986,7.18298419,0.06577496,0.76222434,1.78461228,2.59849841,0.92294238,0.89621037,0.11217841,2.71676619
-5.45372686,7.30054929,0.06695525,0.77398584,1.81587986,2.64055671,0.95252358,0.90499240,0.11267474,2.76285685
-5.44772386,7.40748772,0.06797915,0.78535741,1.84704165,2.68074801,0.98143685,0.91154798,0.11287492,2.80294425
-5.44172086,7.50368251,0.06883314,0.79631756,1.87807623,2.71897199,1.00958823,0.91590135,0.11279952,2.83703603
-5.43571786,7.58915420,0.06950547,0.80683664,1.90892624,2.75513298,1.03688137,0.91812185,0.11247451,2.86524572
-5.42971486,7.66403559,0.06998640,0.81687529,1.93949285,2.78913679,1.06321411,0.91832018,0.11192991,2.88777873
-5.42371186,7.72854276,0.07026830,0.82638327,1.96963170,2.82088731,1.08847544,0.91664305,0.11119824,2.90491507
-5.41770885,7.78294425,0.07034584,0.83529885,1.99915094,2.85028349,1.11254322,0.91326643,0.11031290,2.91698986
-5.41170585,7.82753055,0.07021600,0.84354888,2.02781126,2.87721675,1.13528295,0.90838774,0.10930653,2.92437282
-5.40570285,7.86258604,0.06987821,0.85104949,2.05532846,2.90156938,1.15654772,0.90221761,0.10820953,2.92744802
-5.39969985,7.88836534,0.06933432,0.85770760,2.08137838,2.92321404,1.17617945,0.89497150,0.10704874,2.92659498
-5.39369685,7.90507558,0.06858867,0.86342310,2.10560419,2.94201461,1.19401155,0.88686181,0.10584636,2.92217229
-5.38769385,7.91286589,0.06764803,0.86809173,2.12762593,2.95782842,1.20987275,0.87809085,0.10461926,2.91450451
-5.38169085,7.91182467,0.06652159,0.87160858,2.14705188,2.97050998,1.22359217,0.86884504,0.10337857,2.90387304
-5.37568784,7.90198485,0.06522086,0.87387197,2.16349130,2.97991590,1.23500517,0.85929067,0.10212972,2.89051127
-5.36968484,7.88333651,0.06375959,0.87478768,2.17656819,2.98591095,1.24395980,0.84957141,0.10087275,2.87460405
-5.36368184,7.85584613,0.06215363,0.87427320,2.18593532,2.98837496,1.25032354,0.83980748,0.09960306,2.85629131
-5.35767884,7.81948089,0.06042072,0.87226196,2.19128797,2.98721004,1.25398981,0.83009672,0.09831232,2.83567525
-5.35167584,7.77423656,0.05858024,0.86870713,2.19237688,2.98234803,1.25488407,0.82051710,0.09698975,2.81283058
-5.34567284,7.72016687,0.05665297,0.86358502,2.18901973,2.97375756,1.25296904,0.81113058,0.09562339,2.78781680
-5.33966983,7.65741274,0.05466071,0.85689773,2.18111075,2.96145050,1.24824891,0.80198802,0.09420151,2.76069179
-5.33366683,7.58622935,0.05262597,0.84867505,2.16862806,2.94548752,1.24077213,0.79313461,0.09271400,2.73152568
-5.32766383,7.50700943,0.05057149,0.83897541,2.15163848,2.92598233,1.23063295,0.78461564,0.09115355,2.70041416
-5.32166083,7.42030157,0.04851990,0.82788593,2.13029961,2.90310473,1.21797130,0.77648195,0.08951680,2.66749038
-5.31565783,7.32682228,0.04649321,0.81552146,2.10485927,2.87708206,1.20297129,0.76879489,0.08780508,2.63293484
-5.30965483,7.22746129,0.04451248,0.80202279,2.07565224,2.84819916,1.18585842,0.76163042,0.08602500,2.59698263
-5.30365183,7.12327973,0.04259735,0.78755394,2.04309450,2.81679687,1.16689537,0.75508198,0.08418858,2.55992780
-5.29764882,7.01550116,0.04076571,0.77229878,2.00767540,2.78326903,1.14637694,0.74926203,0.08231322,2.52212454
-5.29164582,6.90549584,0.03903344,0.75645707,1.96994772,2.74805811,1.12462397,0.74430217,0.08042119,2.48398514
-5.28564282,6.79475872,0.03741409,0.74024004,1.93051631,2.71164963,1.10197677,0.74035167,0.07853892,2.44597489
-5.27963982,6.68488206,0.03591878,0.72386566,1.89002543,2.67456530,1.07878795,0.73757467,0.07669605,2.40860411
-5.27363682,6.57752341,0.03455605,0.70755390,1.84914521,2.63735532,1.05541511,0.73614603,0.07492420,2.37241757
-5.26763382,6.47437019,0.03333187,0.69152189,1.80855764,2.60058957,1.03221345,0.73624603,0.07325572,2.33798179
-5.26163082,6.37710176,0.03224969,0.67597936,1.76894225,2.56484826,1.00952835,0.73805429,0.07172224,2.30587063
-5.25562781,6.28735029,0.03131051,0.66112433,1.73096197,2.53071182,0.98768830,0.74174307,0.07035339,2.27664966
-5.24962481,6.20666146,0.03051310,0.64713924,1.69524932,2.49875051,0.96699809,0.74747031,0.06917544,2.25085993
-5.24362181,6.13645621,0.02985415,0.63418755,1.66239326,2.46951377,0.94773245,0.75537275,0.06821014,2.22900158
-5.23761881,6.07799473,0.02932857,0.62241102,1.63292702,2.44351966,0.93013041,0.76555937,0.06747379,2.21151791
-5.23161581,6.03234362,0.02892973,0.61192748,1.60731706,2.42124465,0.91439022,0.77810554,0.06697644,2.19878053
-5.22561281,6.00034758,0.02864976,0.60282947,1.58595346,2.40311407,0.90066526,0.79304803,0.06672147,2.19107597
-5.21960980,5.98260625,0.02847982,0.59518341,1.56914213,2.38949343,0.88906087,0.81038114,0.06670536,2.18859446
-5.21360680,5.97945741,0.02841043,0.58902960,1.55709880,2.38068113,0.87963240,0.83005411,0.06691777,2.19142110
-5.20760380,5.99096690,0.02843170,0.58438285,1.54994526,2.37690260,0.87238445,0.85196990,0.06734198,2.19953006
-5.20160080,6.01692608,0.02853366,0.58123379,1.54770785,2.37830631,0.86727147,0.87598539,0.06795546,2.21278190
-5.19559780,6.05685688,0.02870650,0.57955069,1.55031842,2.38496173,0.86419985,0.90191299,0.06873075,2.23092438
-5.18959480,6.11002443,0.02894082,0.57928190,1.55761773,2.39685932,0.86303141,0.92952363,0.06963650,2.25359671
-5.18359180,6.17545723,0.02922784,0.58035863,1.56936129,2.41391262,0.86358827,0.95855097,0.07063864,2.28033733
-5.17758879,6.25197389,0.02955961,0.58269795,1.58522752,2.43596231,0.86565905,0.98869672,0.07170167,2.31059489
-5.17158579,6.33821594,0.02992924,0.58620613,1.60482799,2.46278207,0.86900621,1.01963696,0.07278987,2.34374229
-5.16558279,6.43268529,0.03033095,0.59078178,1.62771936,2.49408588,0.87337421,1.05102913,0.07386858,2.37909319
-5.15957979,6.53378524,0.03076029,0.59631907,1.65341682,2.52953663,0.87849830,1.08251962,0.07490538,2.41592055
-5.15357679,6.63986335,0.03121418,0.60271056,1.68140828,2.56875538,0.88411359,1.11375168,0.07587106,2.45347645
-5.14757379,6.74925478,0.03169094,0.60984978,1.71116900,2.61133115,0.88996392,1.14437341,0.07674049,2.49101266
-5.14157079,6.86032438,0.03219032,0.61763331,1.74217605,2.65683056,0.89581031,1.17404568,0.07749325,2.52780094
-5.13556778,6.97150628,0.03271344,0.62596238,1.77392205,2.70480723,0.90143851,1.20244975,0.07811408,2.56315273
-5.12956478,7.08133931,0.03326272,0.63474392,1.80592764,2.75481045,0.90666541,1.22929439,0.07859299,2.59643709
-5.12356178,7.18849753,0.03384171,0.64389108,1.83775240,2.80639298,0.91134398,1.25432232,0.07892531,2.62709660
-5.11755878,7.29181464,0.03445495,0.65332329,1.86900368,2.85911774,0.91536649,1.27731577,0.07911135,2.65466050
-5.11155578,7.39030200,0.03510774,0.66296590,1.89934316,2.91256350,0.91866612,1.29810112,0.07915598,2.67875468
-5.10555278,7.48315985,0.03580588,0.67274944,1.92849099,2.96632933,0.92121656,1.31655229,0.07906802,2.69910822
-5.09954977,7.56978174,0.03655543,0.68260876,1.95622762,3.02003806,0.92303005,1.33259305,0.07885949,2.71555635
-5.09354677,7.64975261,0.03736242,0.69248204,1.98239310,3.07333890,0.92415367,1.34619782,0.07854483,2.72803979
-5.08754377,7.72284093,0.03823252,0.70230985,2.00688448,3.12590913,0.92466438,1.35739127,0.07814002,2.73660061
-5.08154077,7.78898572,0.03917082,0.71203440,2.02965126,3.17745532,0.92466283,1.36624638,0.07766173,2.74137484
-5.07553777,7.84827920,0.04018151,0.72159899,2.05068946,3.22771399,0.92426648,1.37288127,0.07712656,2.74258232
-5.06953477,7.90094626,0.04126762,0.73094780,2.07003466,3.27645195,0.92360224,1.37745463,0.07655027,2.74051407
-5.06353177,7.94732142,0.04243083,0.74002609,2.08775455,3.32346638,0.92279907,1.38016001,0.07594718,2.73551794
-5.05752876,7.98782450,0.04367122,0.74878068,2.10394124,3.36858464,0.92198076,1.38121907,0.07532965,2.72798297
-5.05152576,8.02293590,0.04498715,0.75716079,2.11870399,3.41166392,0.92125940,1.38087406,0.07470774,2.71832319
-5.04552276,8.05317219,0.04637509,0.76511922,2.13216257,3.45259056,0.92072963,1.37937965,0.07408895,2.70696137
-5.03951976,8.07906306,0.04782958,0.77261364,2.14444152,3.49127920,0.92046394,1.37699449,0.07347812,2.69431351
-5.03351676,8.10112998,0.04934310,0.77960803,2.15566573,3.52767148,0.92050928,1.37397276,0.07287747,2.68077436
-5.02751376,8.11986748,0.05090614,0.78607408,2.16595729,3.56173447,0.92088497,1.37055600,0.07228669,2.66670477
-5.02151076,8.13572716,0.05250714,0.79199251,2.17543365,3.59345866,0.92158195,1.36696557,0.07170320,2.65242102
-5.01550775,8.14910515,0.05413260,0.79735413,2.18420733,3.62285562,0.92256348,1.36339590,0.07112239,2.63818661
-5.00950475,8.16033296,0.05576718,0.80216066,2.19238664,3.64995533,0.92376709,1.36000901,0.07053798,2.62420674
-5.00350175,8.16967211,0.05739383,0.80642515,2.20007758,3.67480340,0.92510767,1.35693027,0.06994236,2.61062551
-4.99749875,8.17731249,0.05899397,0.81017200,2.20738654,3.69745809,0.92648166,1.35424581,0.06932699,2.59752597
-4.99149575,8.18337450,0.06054779,0.81343663,2.21442349,3.71798753,0.92777202,1.35200143,0.06868275,2.58493290
-4.98549275,8.18791465,0.06203446,0.81626468,2.22130538,3.73646721,0.92885383,1.35020334,0.06800034,2.57281802
-4.97948974,8.19093465,0.06343256,0.81871093,2.22815941,3.75297784,0.92960025,1.34882046,0.06727060,2.56110762
-4.97348674,8.19239334,0.06472039,0.82083785,2.23512593,3.76760387,0.92988870,1.34778835,0.06648481,2.54969195
-4.96748374,8.19222121,0.06587650,0.82271394,2.24236054,3.78043271,0.92960685,1.34701456,0.06563505,2.53843617
-4.96148074,8.19033675,0.06688009,0.82441192,2.25003520,3.79155466,0.92865835,1.34638518,0.06471438,2.52719225
-4.95547774,8.18666415,0.06771158,0.82600678,2.25833815,3.80106376,0.92696800,1.34577235,0.06371717,2.51581143
-4.94947474,8.18115145,0.06835311,0.82757385,2.26747249,3.80905928,0.92448613,1.34504240,0.06263922,2.50415661
-4.94347174,8.17378843,0.06878909,0.82918689,2.27765331,3.81564792,0.92119216,1.34406432,0.06147799,2.49211419
-4.93746873,8.16462346,0.06900671,0.83091630,2.28910335,3.82094651,0.91709701,1.34271814,0.06023275,2.47960490
-4.93146573,8.15377849,0.06899637,0.83282746,2.30204741,3.82508497,0.91224441,1.34090294,0.05890464,2.46659317
-4.92546273,8.14146143,0.06875217,0.83497931,2.31670551,3.82820944,0.90671103,1.33854411,0.05749684,2.45309461
-4.91945973,8.12797537,0.06827219,0.83742301,2.33328517,3.83048524,0.90060538,1.33559949,0.05601450,2.43918129
-4.91345673,8.11372404,0.06755873,0.84020103,2.35197314,3.83209940,0.89406554,1.33206418,0.05446483,2.42498469
-4.90745373,8.09921325,0.06661844,0.84334629,2.37292682,3.83326273,0.88725587,1.32797378,0.05285702,2.41069606
-4.90145073,8.08504802,0.06546235,0.84688175,2.39626606,3.83421105,0.88036269,1.32340582,0.05120212,2.39656433
-4.89544772,8.07192558,0.06410567,0.85082008,2.42206553,3.83520552,0.87358929,1.31847936,0.04951293,2.38289143
-4.88944472,8.06062413,0.06256760,0.85516378,2.45034830,3.83653200,0.86715030,1.31335276,0.04780378,2.37002546
-4.88344172,8.05198813,0.06087091,0.85990545,2.48108102,3.83849929,0.86126573,1.30821960,0.04609031,2.35835179
-4.87743872,8.04691019,0.05904144,0.86502839,2.51417095,3.84143633,0.85615487,1.30330297,0.04438915,2.34828247
-4.87143572,8.04631064,0.05710754,0.87050746,2.54946541,3.84568830,0.85203039,1.29884836,0.04271763,2.34024444
-4.86543272,8.05111512,0.05509940,0.87631021,2.58675360,3.85161175,0.84909267,1.29511545,0.04109341,2.33466701
-4.85942971,8.06223136,0.05304832,0.88239821,2.62577093,3.85956873,0.84752478,1.29236917,0.03953411,2.33196893
-4.85342671,8.08052563,0.05098600,0.88872860,2.66620593,3.86992020,0.84748813,1.29087037,0.03805694,2.33254579
-4.84742371,8.10679998,0.04894380,0.89525581,2.70770934,3.88301870,0.84911908,1.29086669,0.03667829,2.33675812
-4.84142071,8.14177081,0.04695204,0.90193337,2.74990523,3.89920046,0.85252639,1.29258389,0.03541339,2.34492060
-4.83541771,8.18604956,0.04503938,0.90871572,2.79240347,3.91877724,0.85778991,1.29621828,0.03427598,2.35729286
-4.82941471,8.24012608,0.04323218,0.91556002,2.83481319,3.94202788,0.86496009,1.30193036,0.03327798,2.37407224
-4.82341171,8.30435520,0.04155407,0.92242783,2.87675636,3.96919000,0.87405875,1.30984027,0.03242925,2.39538866
-4.81740870,8.37894678,0.04002555,0.92928653,2.91788092,4.00045184,0.88508060,1.32002511,0.03173737,2.42130182
-4.81140570,8.46395954,0.03866367,0.93611049,2.95787272,4.03594473,0.89799573,1.33251835,0.03120750,2.45180077
-4.80540270,8.55929875,0.03748190,0.94288190,2.99646552,4.07573629,0.91275272,1.34731131,0.03084232,2.48680589
-4.79939970,8.66471779,0.03649002,0.94959110,3.03344857,4.11982475,0.92928233,1.36435675,0.03064194,2.52617299
-4.79339670,8.77982341,0.03569418,0.95623659,3.06867130,4.16813461,0.94750150,1.38357422,0.03060399,2.56969945
-4.78739370,8.90408458,0.03509699,0.96282444,3.10204473,4.22051403,0.96731753,1.40485697,0.03072372,2.61713199
-4.78139070,9.03684460,0.03469769,0.96936737,3.13353968,4.27673407,0.98863220,1.42808007,0.03099410,2.66817575
-4.77538769,9.17733599,0.03449246,0.97588335,3.16318168,4.33649023,1.01134569,1.45310914,0.03140607,2.72250426
-4.76938469,9.32469793,0.03447470,0.98239399,3.19104309,4.39940621,1.03536012,1.47980926,0.03194874,2.77976973
-4.76338169,9.47799564,0.03463534,0.98892255,3.21723277,4.46504022,1.06058253,1.50805357,0.03260969,2.83961341
-4.75737869,9.63624113,0.03496325,0.99549197,3.24188400,4.53289370,1.08692721,1.53773094,0.03337523,2.90167540
-4.75137569,9.79841492,0.03544558,1.00212281,3.26514149,4.60242237,1.11431735,1.56875222,0.03423074,2.96560349
-4.74537269,9.96348793,0.03606815,1.00883140,3.28714823,4.67304940,1.14268578,1.60105472,0.03516094,3.03106086
-4.73936968,10.13044306,0.03681578,1.01562817,3.30803311,4.74418042,1.17197506,1.63460452,0.03615024,3.09773210
-4.73336668,10.29829574,0.03767266,1.02251642,3.32790007,4.81521969,1.20213664,1.66939645,0.03718298,3.16532752
-4.72736368,10.46611289,0.03862265,1.02949144,3.34681953,4.88558711,1.23312940,1.70545154,0.03824374,3.23358555
-4.72136068,10.63302952,0.03964954,1.03654020,3.36482257,4.95473523,1.26491751,1.74281208,0.03931759,3.30227316
-4.71535768,10.79826257,0.04073733,1.04364149,3.38189835,5.02216550,1.29746776,1.78153448,0.04039025,3.37118452
-4.70935468,10.96112122,0.04187044,1.05076662,3.39799471,5.08744320,1.33074660,1.82168017,0.04144835,3.44013778
-4.70335168,11.12101342,0.04303387,1.05788049,3.41302202,5.15021005,1.36471681,1.86330495,0.04247951,3.50897039
-4.69734867,11.27744806,0.04421336,1.06494302,3.42685986,5.21019393,1.39933424,1.90644745,0.04347250,3.57753328
-4.69134567,11.43003267,0.04539547,1.07191088,3.43936595,5.26721511,1.43454456,1.95111716,0.04441727,3.64568391
-4.68534267,11.57846653,0.04656770,1.07873922,3.45038673,5.32118842,1.47028032,1.99728267,0.04530503,3.71327898
-4.67933967,11.72252923,0.04771853,1.08538345,3.45976870,5.37212114,1.50645840,2.04486089,0.04612823,3.78016685
-4.67333667,11.86206506,0.04883740,1.09180074,3.46736963,5.42010648,1.54297790,2.09370771,0.04688057,3.84618024
-4.66733367,11.99696363,0.04991476,1.09795130,3.47306884,5.46531275,1.57971878,2.14361072,0.04755696,3.91112947
-4.66133067,12.12713761,0.05094203,1.10379916,3.47677567,5.50796859,1.61654109,2.19428464,0.04815343,3.97479673
-4.65532766,12.25249838,0.05191154,1.10931249,3.47843562,5.54834483,1.65328507,2.24536950,0.04866711,4.03693162
-4.64932466,12.37293088,0.05281652,1.11446338,3.47803346,5.58673380,1.68977195,2.29643224,0.04909609,4.09724824
-4.64332166,12.48826887,0.05365098,1.11922704,3.47559334,5.62342706,1.72580563,2.34697146,0.04943940,4.15542417
