energy_ev,total_up,C_s_up,C_p_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.69984992,6.85166227,0.01612269,0.60887291,4.69854245,3.00914750,0.03998731,2.44421769,1.44192102,0.66868110
-5.69384692,6.88230981,0.01645013,0.60926816,4.67258311,3.02319916,0.04000644,2.45731679,1.47432072,0.66530505
-5.68784392,6.92404974,0.01680818,0.61165027,4.65440233,3.04159438,0.04018667,2.47363994,1.50867978,0.66260228
-5.68184092,6.97604103,0.01719130,0.61593215,4.64424500,3.06385283,0.04052777,2.49291133,1.54470557,0.66050735
-5.67583792,7.03726275,0.01759405,0.62199910,4.64224446,3.08941055,0.04102673,2.51481226,1.58211247,0.65894287
-5.66983492,7.10654053,0.01801120,0.62971240,4.64842380,3.11763661,0.04167774,2.53898850,1.62062542,0.65782270
-5.66383192,7.18257649,0.01843784,0.63891360,4.66270174,3.14785179,0.04247222,2.56505778,1.65998174,0.65705521
-5.65782891,7.26398142,0.01886943,0.64942930,4.68490275,3.17934867,0.04339891,2.59261687,1.69993105,0.65654628
-5.65182591,7.34930766,0.01930195,0.66107631,4.71477057,3.21141223,0.04444400,2.62124799,1.74023363,0.65620199
-5.64582291,7.43708168,0.01973189,0.67366699,4.75198428,3.24334011,0.04559133,2.65052433,1.78065716,0.65593075
-5.63981991,7.52583500,0.02015635,0.68701454,4.79617580,3.27446188,0.04682263,2.68001457,1.82097247,0.65564490
-5.63381691,7.61413296,0.02057310,0.70093825,4.84694804,3.30415656,0.04811780,2.70928663,1.86094868,0.65526175
-5.62781391,7.70060066,0.02098056,0.71526831,4.90389253,3.33186792,0.04945526,2.73791059,1.90034832,0.65470405
-5.62181091,7.78394585,0.02137790,0.72985027,4.96660577,3.35711718,0.05081234,2.76546138,1.93892311,0.65390006
-5.61580790,7.86297900,0.02176497,0.74454893,5.03470373,3.37951293,0.05216563,2.79152149,1.97641094,0.65278334
-5.60980490,7.93663064,0.02214231,0.75925156,5.10783371,3.39875812,0.05349145,2.81568404,2.01253463,0.65129237
-5.60380190,8.00396638,0.02251116,0.77387044,5.18568346,3.41465421,0.05476633,2.83755681,2.04700289,0.64937024
-5.59779890,8.06419998,0.02287338,0.78834454,5.26798700,3.42710270,0.05596741,2.85676726,2.07951374,0.64696455
-5.59179590,8.11670468,0.02323138,0.80264044,5.35452720,3.43610406,0.05707298,2.87296892,2.10976039,0.64402759
-5.58579290,8.16102297,0.02358807,0.81675220,5.44513490,3.44175440,0.05806289,2.88584899,2.13743950,0.64051699
-5.57978989,8.19687453,0.02394676,0.83070044,5.53968451,3.44424009,0.05891903,2.89513701,2.16226134,0.63639671
-5.57378689,8.22416201,0.02431100,0.84453034,5.63808606,3.44383032,0.05962572,2.90061424,2.18396136,0.63163856
-5.56778389,8.24297406,0.02468447,0.85830864,5.74027374,3.44086803,0.06017009,2.90212313,2.20231228,0.62622397
-5.56178089,8.25358465,0.02507082,0.87211976,5.84619093,3.43575896,0.06054234,2.89957623,2.21713604,0.62014596
-5.55577789,8.25644797,0.02547349,0.88606082,5.95577188,3.42895926,0.06073605,2.89296380,2.22831443,0.61341117
-5.54977489,8.25218781,0.02589550,0.90023590,6.06892026,3.42096139,0.06074828,2.88235931,2.23579776,0.60604166
-5.54377189,8.24158084,0.02633930,0.91474951,6.18548512,3.41227874,0.06057965,2.86792209,2.23961060,0.59807635
-5.53776888,8.22553331,0.02680653,0.92969948,6.30523470,3.40342899,0.06023431,2.84989659,2.23985407,0.58957189
-5.53176588,8.20505106,0.02729789,0.94516950,6.42782931,3.39491655,0.05971984,2.82860785,2.23670419,0.58060277
-5.52576288,8.18120331,0.02781291,0.96122161,6.55279410,3.38721448,0.05904702,2.80445298,2.23040622,0.57126058
-5.51975988,8.15508122,0.02834990,0.97788889,6.67949337,3.38074651,0.05822956,2.77788883,2.22126508,0.56165234
-5.51375688,8.12775263,0.02890578,0.99516881,6.80710799,3.37586963,0.05728374,2.74941613,2.20963234,0.55189794
-5.50775388,8.10021508,0.02947609,1.01301751,6.93461758,3.37285827,0.05622794,2.71956099,2.19589036,0.54212675
-5.50175088,8.07334928,0.03005498,1.03134544,7.06078934,3.37189065,0.05508225,2.68885438,2.18043456,0.53247349
-5.49574787,8.04787587,0.03063528,1.05001469,7.18417514,3.37303827,0.05386797,2.65781088,2.16365487,0.52307370
-5.48974487,8.02431779,0.03120866,1.06883831,7.30311833,3.37625924,0.05260708,2.62690780,2.14591744,0.51405883
-5.48374187,8.00297109,0.03176585,1.08758176,7.41577131,3.38139614,0.05132181,2.59656583,2.12754771,0.50555141
-5.47773887,7.98388599,0.03229682,1.10596669,7.52012448,3.38817885,0.05003416,2.56713242,2.10881603,0.49766049
-5.47173587,7.96686011,0.03279122,1.12367706,7.61404646,3.39623257,0.04876552,2.53886881,2.08992641,0.49047752
-5.46573287,7.95144458,0.03323861,1.14036734,7.69533488,3.40509101,0.04753626,2.51194148,2.07100940,0.48407309
-5.45972986,7.93696336,0.03362893,1.15567270,7.76177639,3.41421437,0.04636550,2.48641851,2.05211914,0.47849452
-5.45372686,7.92254493,0.03395280,1.16922073,7.81121366,3.42301138,0.04527081,2.46227101,2.03323489,0.47376445
-5.44772386,7.90716502,0.03420196,1.18064425,7.84161690,3.43086460,0.04426802,2.43937946,2.01426679,0.46988060
-5.44172086,7.88969804,0.03436956,1.18959453,7.85115658,3.43715759,0.04337114,2.41754449,1.99506525,0.46681653
-5.43571786,7.86897447,0.03445047,1.19575455,7.83827412,3.44130282,0.04259221,2.39650136,1.97543345,0.46452340
-5.42971486,7.84384089,0.03444150,1.19885137,7.80174688,3.44276863,0.04194130,2.37593720,1.95514184,0.46293258
-5.42371186,7.81321937,0.03434153,1.19866726,7.74074428,3.44110400,0.04142650,2.35550994,1.93394392,0.46195892
-5.41770885,7.77616276,0.03415158,1.19504877,7.65487185,3.43595976,0.04105388,2.33486770,1.91159204,0.46150446
-5.41170585,7.73190283,0.03387481,1.18791355,7.54420095,3.42710499,0.04082760,2.31366759,1.88785242,0.46146237
-5.40570285,7.67988870,0.03351636,1.17725434,7.40928219,3.41443794,0.04074989,2.29159284,1.86251848,0.46172094
-5.39969985,7.61981372,0.03308315,1.16314000,7.25114183,3.39799079,0.04082116,2.26836746,1.83542183,0.46216730
-5.39369685,7.55162950,0.03258366,1.14571358,7.07126112,3.37792818,0.04104003,2.24376770,1.80644045,0.46269087
-5.38769385,7.47554718,0.03202754,1.12518747,6.87153931,3.35453979,0.04140345,2.21763007,1.77550379,0.46318632
-5.38169085,7.39202619,0.03142529,1.10183593,6.65424226,3.32822747,0.04190677,2.18985562,1.74259488,0.46355595
-5.37568784,7.30175207,0.03078783,1.07598531,6.42193904,3.29948794,0.04254393,2.16041092,1.70774963,0.46371150
-5.36968484,7.20560549,0.03012616,1.04800264,6.17742946,3.26889220,0.04330754,2.12932575,1.67105368,0.46357547
-5.36368184,7.10462464,0.02945093,1.01828296,5.92366612,3.23706294,0.04418913,2.09668840,1.63263739,0.46308188
-5.35767884,6.99996412,0.02877216,0.98723616,5.66367439,3.20465146,0.04517931,2.06263903,1.59266961,0.46217662
-5.35167584,6.89285292,0.02809894,0.95527399,5.40047392,3.17231533,0.04626811,2.02736189,1.55135081,0.46081758
-5.34567284,6.78455421,0.02743921,0.92279765,5.13700489,3.14069814,0.04744516,1.99107716,1.50890616,0.45897447
-5.33966983,6.67632929,0.02679958,0.89018677,4.87606182,3.11041229,0.04870009,1.95403298,1.46557915,0.45662862
-5.33366683,6.56940729,0.02618531,0.85779002,4.62023712,3.08202556,0.05002281,1.91649820,1.42162607,0.45377273
-5.32766383,6.46496196,0.02560026,0.82591772,4.37187607,3.05605185,0.05140380,1.87875632,1.37731166,0.45041067
-5.32166083,6.36409584,0.02504695,0.79483679,4.13304385,3.03294624,0.05283449,1.84110060,1.33290585,0.44655730
-5.31565783,6.26783171,0.02452669,0.76476789,3.90550484,3.01310398,0.05430745,1.80383051,1.28868176,0.44223842
-5.30965483,6.17711034,0.02403971,0.73588490,3.69071374,2.99686294,0.05581668,1.76724925,1.24491452,0.43749066
-5.30365183,6.09279332,0.02358540,0.70831645,3.48981714,2.98450872,0.05735771,1.73166208,1.20188072,0.43236130
-5.29764882,6.01566915,0.02316245,0.68214921,3.30366428,2.97628136,0.05892768,1.69737505,1.15985807,0.42690809
-5.29164582,5.94646077,0.02276910,0.65743266,3.13282484,2.97238278,0.06052533,1.66469359,1.11912488,0.42119868
-5.28564282,5.88583251,0.02240334,0.63418491,2.97761210,2.97298375,0.06215084,1.63392065,1.07995897,0.41530986
-5.27963982,5.83439475,0.02206308,0.61239905,2.83810908,2.97822960,0.06380560,1.60535390,1.04263573,0.40932645
-5.27363682,5.79270483,0.02174630,0.59204972,2.71419616,2.98824372,0.06549187,1.57928171,1.00742499,0.40333967
-5.26763382,5.76126318,0.02145117,0.57309944,2.60557825,3.00312855,0.06721237,1.55597766,0.97458677,0.39744520
-5.26163082,5.74050419,0.02117614,0.55550434,2.51181039,3.02296351,0.06896970,1.53569383,0.94436575,0.39174074
-5.25562781,5.73078189,0.02091995,0.53921898,2.43232085,3.04780015,0.07076586,1.51865256,0.91698477,0.38632324
-5.24962481,5.73235101,0.02068164,0.52420014,2.36643103,3.07765453,0.07260162,1.50503751,0.89263752,0.38128587
-5.24362181,5.74534469,0.02046051,0.51040932,2.31337223,3.11249766,0.07447594,1.49498394,0.87148079,0.37671480
-5.23761881,5.76975023,0.02025607,0.49781411,2.27229935,3.15224449,0.07638540,1.48856922,0.85362688,0.37268598
-5.23161581,5.80538488,0.02006793,0.48638819,2.24230200,3.19674263,0.07832379,1.48580380,0.83913637,0.36926206
-5.22561281,5.85187361,0.01989571,0.47611041,2.22241375,3.24576159,0.08028166,1.48662354,0.82801200,0.36648957
-5.21960980,5.90863094,0.01973895,0.46696283,2.21162025,3.29898359,0.08224616,1.49088394,0.82019401,0.36439659
-5.21360680,5.97484881,0.01959698,0.45892817,2.20886709,3.35599712,0.08420089,1.49835679,0.81555726,0.36299099
-5.20760380,6.04949196,0.01946883,0.45198679,2.21306819,3.41629371,0.08612601,1.50872977,0.81391058,0.36225935
-5.20160080,6.13130233,0.01935319,0.44611351,2.22311525,3.47926895,0.08799856,1.52160934,0.81499844,0.36216670
-5.19559780,6.21881312,0.01924831,0.44127456,2.23788899,3.54422787,0.08979283,1.53652699,0.81850507,0.36265708
-5.18959480,6.31037286,0.01915204,0.43742484,2.25627220,3.61039512,0.09148110,1.55294897,0.82406096,0.36365498
-5.18359180,6.40417914,0.01906177,0.43450571,2.27716479,3.67692970,0.09303432,1.57028919,0.83125166,0.36506750
-5.17758879,6.49832136,0.01897449,0.43244361,2.29950068,3.74294394,0.09442310,1.58792506,0.83962839,0.36678740
-5.17158579,6.59083096,0.01888688,0.43114935,2.32226602,3.80752616,0.09561870,1.60521562,0.84872041,0.36869661
-5.16558279,6.67973759,0.01879536,0.43051846,2.34451836,3.86976632,0.09659411,1.62152141,0.85804841,0.37067044
-5.15957979,6.76312894,0.01869624,0.43043231,2.36540587,3.92878345,0.09732509,1.63622525,0.86713857,0.37258193
-5.15357679,6.83921210,0.01858580,0.43076016,2.38418600,3.98375408,0.09779124,1.64875321,0.87553677,0.37430652
-5.14757379,6.90637392,0.01846051,0.43136204,2.40024263,4.03394036,0.09797697,1.65859480,0.88282227,0.37572666
-5.14157079,6.96323780,0.01831709,0.43209213,2.41310107,4.07871678,0.09787227,1.66532169,0.88862056,0.37673616
-5.13556778,7.00871487,0.01815271,0.43280280,2.42244005,4.11759437,0.09747346,1.66860404,0.89261476,0.37724431
-5.12956478,7.04204710,0.01796512,0.43334882,2.42810009,4.15024139,0.09678356,1.66822393,0.89455513,0.37717933
-5.12356178,7.06284074,0.01775275,0.43359176,2.43008788,4.17649952,0.09581262,1.66408515,0.89426652,0.37649132
-5.11755878,7.07108856,0.01751484,0.43340429,2.42857624,4.19639495,0.09457766,1.65621916,0.89165329,0.37515434
-5.11155578,7.06717984,0.01725151,0.43267421,2.42389957,4.21014366,0.09310252,1.64478668,0.88670174,0.37316773
-5.10555278,7.05189756,0.01696380,0.43130802,2.41654474,4.21815062,0.09141735,1.63007511,0.87947985,0.37055657
-5.09954977,7.02640267,0.01665370,0.42923387,2.40713766,4.22100267,0.08955801,1.61249169,0.87013442,0.36737127
-5.09354677,6.99220582,0.01632415,0.42640384,2.39642589,4.21945525,0.08756515,1.59255273,0.85888578,0.36368629
-5.08754377,6.95112738,0.01597897,0.42279532,2.38525762,4.21441314,0.08548330,1.57086929,0.84602021,0.35959816
-5.08154077,6.90524681,0.01562284,0.41841151,2.37455772,4.20690573,0.08335970,1.54812975,0.83188034,0.35522271
-5.07553777,6.85684317,0.01526115,0.41328108,2.36530138,4.19805748,0.08124312,1.52508008,0.81685405,0.35069178
-5.06953477,6.80832841,0.01489993,0.40745680,2.35848622,4.18905441,0.07918267,1.50250222,0.80136195,0.34614943
-5.06353177,6.76217559,0.01454569,0.40101343,2.35510332,4.18110757,0.07722657,1.48119153,0.78584419,0.34174783
-5.05752876,6.72084436,0.01420527,0.39404477,2.35610815,4.17541471,0.07542099,1.46193393,0.77074677,0.33764290
-5.05152576,6.68670580,0.01388572,0.38666010,2.36239205,4.17312112,0.07380896,1.44548336,0.75650790,0.33398999
-5.04552276,6.66196911,0.01359409,0.37898005,2.37475491,4.17528124,0.07242935,1.43254039,0.74354477,0.33093947
-5.03951976,6.64861224,0.01333733,0.37113214,2.39387982,4.18282191,0.07131606,1.42373244,0.73224115,0.32863269
-5.03351676,6.64831879,0.01312210,0.36324613,2.42031018,4.19650883,0.07049725,1.41959608,0.72293602,0.32719808
-5.02751376,6.66242278,0.01295464,0.35544934,2.45442995,4.21691726,0.06999476,1.42056204,0.71591375,0.32674773
-5.02151076,6.69186322,0.01284067,0.34786214,2.49644757,4.24440796,0.06982371,1.42694300,0.71139577,0.32737445
-5.01550775,6.73714982,0.01278523,0.34059376,2.54638384,4.27910939,0.06999219,1.43892459,0.70953423,0.32914926
-5.00950475,6.79834071,0.01279265,0.33373858,2.60406426,4.32090698,0.07050113,1.45655965,0.71040748,0.33211955
-5.00350175,6.87503324,0.01286639,0.32737307,2.66911613,4.36943969,0.07134435,1.47976580,0.71401764,0.33630778
-4.99749875,6.96636789,0.01300907,0.32155339,2.74097059,4.42410455,0.07250866,1.50832651,0.72029027,0.34171079
-4.99149575,7.07104559,0.01322234,0.31631384,2.81886969,4.48406895,0.07397421,1.54189525,0.72907608,0.34829973
-4.98549275,7.18735793,0.01350693,0.31166611,2.90187862,4.54829060,0.07571484,1.58000306,0.74015455,0.35602054
-4.97948974,7.31322972,0.01386259,0.30759940,2.98890291,4.61554475,0.07769865,1.62206890,0.75323966,0.36479506
-4.97348674,7.44627288,0.01428810,0.30408142,3.07871051,4.68445797,0.07988867,1.66741302,0.76798719,0.37452263
-4.96748374,7.58385024,0.01478133,0.30106011,3.16995825,4.75354751,0.08224359,1.71527268,0.78400377,0.38508225
-4.96148074,7.72314784,0.01533921,0.29846609,3.26122239,4.82126542,0.08471866,1.76482025,0.80085729,0.39633518
-4.95547774,7.86125367,0.01595786,0.29621571,3.35103244,4.88604579,0.08726668,1.81518311,0.81808850,0.40812802
-4.94947474,7.99524087,0.01663259,0.29421463,3.43790762,4.94635409,0.08983900,1.86546502,0.83522348,0.42029612
-4.94347174,8.12225302,0.01735799,0.29236166,3.52039484,5.00073680,0.09238668,1.91476849,0.85178668,0.43266734
-4.93746873,8.23958905,0.01812803,0.29055284,3.59710741,5.04786997,0.09486164,1.96221758,0.86731421,0.44506606
-4.93146573,8.34478517,0.01893616,0.28868558,3.66676302,5.08660493,0.09721787,2.00698051,0.88136701,0.45731736
-4.92546273,8.43569126,0.01977540,0.28666262,3.72821995,5.11600976,0.09941252,2.04829159,0.89354336,0.46925125
-4.91945973,8.51053909,0.02063846,0.28439577,3.78051019,5.13540493,0.10140709,2.08547155,0.90349061,0.48070684
-4.91345673,8.56799997,0.02151786,0.28180929,3.82286820,5.14439167,0.10316842,2.11794589,0.91091543,0.49153641
-4.90745373,8.60722958,0.02240603,0.27884267,3.85475427,5.14287208,0.10466958,2.14526035,0.91559246,0.50160912
-4.90145073,8.62789819,0.02329543,0.27545287,3.87587131,5.13105992,0.10589061,2.16709307,0.91737086,0.51081435
-4.89544772,8.63020473,0.02417864,0.27161586,3.88617441,5.10948148,0.10681903,2.18326280,0.91617858,0.51906441
-4.88944472,8.61487392,0.02504849,0.26732739,3.88587259,5.07896622,0.10745015,2.19373289,0.91202416,0.52629669
-4.88344172,8.58313617,0.02589808,0.26260308,3.87542245,5.04062733,0.10778713,2.19861071,0.90499590,0.53247499
-4.87743872,8.53669050,0.02672091,0.25747771,3.85551381,4.99583254,0.10784074,2.19814245,0.89525847,0.53758996
-4.87143572,8.47765181,0.02751086,0.25200386,3.82704780,4.94616624,0.10762891,2.19270343,0.88304701,0.54165875
-4.86543272,8.40848394,0.02826228,0.24624991,3.79110809,4.89338397,0.10717603,2.18278420,0.86865898,0.54472371
-4.85942971,8.33192118,0.02896994,0.24029753,3.74892627,4.83936101,0.10651200,2.16897294,0.85244403,0.54685028
-4.85342671,8.25088098,0.02962909,0.23423870,3.70184284,4.78603680,0.10567114,2.15193483,0.83479228,0.54812400
-4.84742371,8.16837124,0.03023541,0.22817250,3.65126502,4.73535747,0.10469090,2.13238905,0.81612158,0.54864698
-4.84142071,8.08739580,0.03078497,0.22220170,3.59862339,4.68921839,0.10361059,2.11108458,0.79686402,0.54853372
-4.83541771,8.01086185,0.03127424,0.21642937,3.54532864,4.64940924,0.10246996,2.08877548,0.77745250,0.54790666
-4.82941471,7.94149280,0.03170002,0.21095554,3.49273037,4.61756347,0.10130785,2.06619679,0.75830770,0.54689150
-4.82341171,7.88175007,0.03205947,0.20587417,3.44207937,4.59511423,0.10016100,2.04404196,0.73982594,0.54561254
-4.81740870,7.83376658,0.03235003,0.20127045,3.39449466,4.58325832,0.09906282,2.02294254,0.72236846,0.54418834
-4.81140570,7.79929444,0.03256943,0.19721846,3.35093652,4.58292941,0.09804253,2.00345109,0.70625236,0.54272768
-4.80540270,7.77966836,0.03271572,0.19377946,3.31218634,4.59478135,0.09712431,1.98602755,0.69174359,0.54132611
-4.79939970,7.77578574,0.03278726,0.19100058,3.27883362,4.61918201,0.09632684,1.97102974,0.67905200,0.54006327
-4.79339670,7.78810358,0.03278277,0.18891422,3.25127064,4.65621735,0.09566295,1.95870804,0.66832866,0.53900097
-4.78739370,7.81665145,0.03270135,0.18753781,3.22969433,4.70570530,0.09513958,1.94920418,0.65966535,0.53818205
-4.78139070,7.86105933,0.03254256,0.18687431,3.21411513,4.76721828,0.09475790,1.94255411,0.65309600,0.53763026
-4.77538769,7.92059815,0.03230646,0.18691294,3.20437209,4.84011307,0.09451367,1.93869443,0.64860009,0.53735083
-4.76938469,7.99423079,0.03199365,0.18763053,3.20015331,4.92356639,0.09439776,1.93747202,0.64610752,0.53733191
-4.76338169,8.08067053,0.03160537,0.18899301,3.20102055,5.01661428,0.09439675,1.93865617,0.64550477,0.53754661
-4.75737869,8.17844420,0.03114352,0.19095726,3.20643694,5.11819342,0.09449374,1.94195262,0.64664193,0.53795563
-4.75137569,8.28595696,0.03061071,0.19347302,3.21579642,5.22718248,0.09466906,1.94701881,0.64934034,0.53851027
-4.74537269,8.40155582,0.03001024,0.19648492,3.22845369,5.34244182,0.09490117,1.95347960,0.65340043,0.53915562
-4.73936968,8.52358947,0.02934616,0.19993440,3.24375343,5.46284987,0.09516741,1.96094289,0.65860948,0.53983388
-4.73336668,8.65046210,0.02862323,0.20376163,3.26105762,5.58733491,0.09544482,1.96901452,0.66474906,0.54048755
-4.72736368,8.78067959,0.02784686,0.20790714,3.27976999,5.71490149,0.09571082,1.97731194,0.67160181,0.54106240
-4.72136068,8.91288672,0.02702306,0.21231336,3.29935685,5.84465058,0.09594386,1.98547624,0.67895757,0.54151005
-4.71535768,9.04589488,0.02615839,0.21692572,3.31936339,5.97579348,0.09612398,1.99318226,0.68661855,0.54179008
-4.70935468,9.17869988,0.02525980,0.22169367,3.33942531,6.10765930,0.09623324,2.00014661,0.69440357,0.54187162
-4.70335168,9.31049033,0.02433459,0.22657122,3.35927538,6.23969666,0.09625613,2.00613346,0.70215126,0.54173434
-4.69734867,9.44064700,0.02339026,0.23151733,3.37874495,6.37146993,0.09617977,2.01095806,0.70972240,0.54136883
-4.69134567,9.56873446,0.02243437,0.23649590,3.39776061,6.50265104,0.09599415,2.01448821,0.71700116,0.54077640
-4.68534267,9.69448584,0.02147444,0.24147564,3.41633642,6.63300752,0.09569216,2.01664368,0.72389561,0.53996835
-4.67933967,9.81778233,0.02051781,0.24642963,3.43456224,6.76238797,0.09526970,2.01739391,0.73033736,0.53896477
-4.67333667,9.93862853,0.01957154,0.25133478,3.45258881,6.89070554,0.09472553,2.01675407,0.73628056,0.53779290
-4.66733367,10.05712516,0.01864231,0.25617110,3.47061050,7.01792049,0.09406123,2.01477997,0.74170028,0.53648535
-4.66133067,10.17344020,0.01773630,0.26092102,3.48884640,7.14402244,0.09328100,2.01156181,0.74659049,0.53507796
-4.65532766,10.28777950,0.01685914,0.26556853,3.50752079,7.26901276,0.09239149,2.00721732,0.75096159,0.53360773
-4.64932466,10.40035784,0.01601585,0.27009845,3.52684384,7.39288770,0.09140148,2.00188434,0.75483768,0.53211077
-4.64332166,10.51137105,0.01521078,0.27449572,3.54699325,7.51562233,0.09032166,1.99571317,0.75825368,0.53062030
