energy_ev,total_up,N_s_up,N_p_up,Os_p_up,Os_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.11155578,6.07784069,0.02843232,0.98224945,2.00713791,2.07923717,0.02485960,2.28662995,1.65199972,0.58071791
-5.10555278,6.07203715,0.02905939,0.97658985,1.99908292,2.07375152,0.02507721,2.29147388,1.67967842,0.57476812
-5.09954977,6.06102109,0.02958686,0.97081532,1.99231035,2.06523361,0.02534152,2.29539789,1.70407211,0.56807746
-5.09354677,6.04404742,0.03000531,0.96476928,1.98633773,2.05360165,0.02565531,2.29796453,1.72453279,0.56066514
-5.08754377,6.02055280,0.03030818,0.95830432,1.98071573,2.03883485,0.02602289,2.29881101,1.74051161,0.55255320
-5.08154077,5.99017217,0.03049175,0.95128918,1.97504080,2.02097422,0.02644989,2.29765778,1.75157221,0.54376737
-5.07553777,5.95275249,0.03055526,0.94361620,1.96896761,2.00012266,0.02694290,2.29431556,1.75740079,0.53433826
-5.06953477,5.90836237,0.03050073,0.93520852,1.96222054,1.97644429,0.02750913,2.28869024,1.75781230,0.52430268
-5.06353177,5.85729685,0.03033287,0.92602680,1.95460361,1.95016277,0.02815599,2.28078545,1.75275241,0.51370502
-5.05752876,5.80007627,0.03005881,0.91607483,1.94600797,1.92155850,0.02889069,2.27070219,1.74229518,0.50259838
-5.05152576,5.73743844,0.02968778,0.90540363,1.93641645,1.89096454,0.02971980,2.25863545,1.72663617,0.49104559
-5.04552276,5.67032374,0.02923074,0.89411361,1.92590459,1.85876120,0.03064887,2.24486760,1.70608164,0.47911964
-5.03951976,5.59985292,0.02870001,0.88235467,1.91463789,1.82536909,0.03168207,2.22975854,1.68103394,0.46690376
-5.03351676,5.52729788,0.02810881,0.87032383,1.90286510,1.79124090,0.03282191,2.21373296,1.65197392,0.45449094
-5.02751376,5.45404625,0.02747085,0.85826060,1.89090770,1.75685186,0.03406897,2.19726486,1.61944127,0.44198282
-5.02151076,5.38156057,0.02679988,0.84644012,1.87914601,1.72268915,0.03542178,2.18086010,1.58401346,0.42948812
-5.01550775,5.31133390,0.02610931,0.83516433,1.86800236,1.68924060,0.03687672,2.16503751,1.54628455,0.41712064
-5.00950475,5.24484318,0.02541186,0.82475154,1.85792226,1.65698295,0.03842807,2.15030936,1.50684468,0.40499678
-5.00350175,5.18350261,0.02471924,0.81552494,1.84935423,1.62637027,0.04006803,2.13716209,1.46626133,0.39323299
-4.99749875,5.12861877,0.02404190,0.80780059,1.84272956,1.59782276,0.04178691,2.12603797,1.42506297,0.38194299
-4.99149575,5.08134964,0.02338887,0.80187538,1.83844271,1.57171662,0.04357336,2.11731874,1.38372601,0.37123504
-4.98549275,5.04266920,0.02276763,0.79801571,1.83683351,1.54837523,0.04541460,2.11131174,1.34266535,0.36120950
-4.97948974,5.01333924,0.02218410,0.79644734,1.83817197,1.52806219,0.04729677,2.10823921,1.30222877,0.35195650
-4.97348674,4.99388960,0.02164262,0.79734701,1.84264635,1.51097635,0.04920521,2.10823121,1.26269532,0.34355416
-4.96748374,4.98460773,0.02114606,0.80083609,1.85035518,1.49724929,0.05112484,2.11132246,1.22427736,0.33606713
-4.96148074,4.98553782,0.02069593,0.80697673,1.86130343,1.48694511,0.05304052,2.11745312,1.18712592,0.32954570
-4.95547774,4.99648971,0.02029257,0.81577059,1.87540304,1.48006279,0.05493734,2.12647347,1.15133877,0.32402534
-4.94947474,5.01705682,0.01993532,0.82716019,1.89247761,1.47654086,0.05680095,2.13815224,1.11697056,0.31952675
-4.94347174,5.04664233,0.01962276,0.84103278,1.91227110,1.47626421,0.05861789,2.15218810,1.08404425,0.31605632
-4.93746873,5.08449223,0.01935288,0.85722651,1.93445977,1.47907283,0.06037583,2.16822378,1.05256292,0.31360689
-4.93146573,5.12973365,0.01912332,0.87553854,1.95866691,1.48477197,0.06206380,2.18586212,1.02252139,0.31215891
-4.92546273,5.18141652,0.01893154,0.89573456,1.98447946,1.49314322,0.06367243,2.20468325,0.99391678,0.31168167
-4.91945973,5.23855653,0.01877499,0.91755934,2.01146557,1.50395616,0.06519406,2.22426218,0.96675743,0.31213471
-4.91345673,5.30017728,0.01865119,0.94074748,2.03919227,1.51697983,0.06662291,2.24418583,0.94106980,0.31346931
-4.90745373,5.36534938,0.01855788,0.96503399,2.06724225,1.53199350,0.06795511,2.26406868,0.91690290,0.31562990
-4.90145073,5.43322460,0.01849303,0.99016393,2.09522882,1.54879619,0.06918876,2.28356649,0.89433017,0.31855542
-4.89544772,5.50306317,0.01845484,1.01590064,2.12280838,1.56721441,0.07032390,2.30238707,0.87344872,0.32218058
-4.88944472,5.57425282,0.01844173,1.04203204,2.14968962,1.58710761,0.07136238,2.32029782,0.85437614,0.32643701
-4.88344172,5.64631827,0.01845226,1.06837469,2.17563901,1.60837106,0.07230773,2.33712959,0.83724506,0.33125417
-4.87743872,5.71892086,0.01848503,1.09477534,2.20048235,1.63093581,0.07316492,2.35277651,0.82219586,0.33656026
-4.87143572,5.79184791,0.01853860,1.12110992,2.22410218,1.65476579,0.07394007,2.36719197,0.80936796,0.34228283
-4.86543272,5.86499249,0.01861134,1.14727997,2.24643137,1.67985191,0.07464011,2.38038084,0.79889022,0.34834933
-4.85942971,5.93832462,0.01870132,1.17320692,2.26744322,1.70620365,0.07527233,2.39238841,0.79087094,0.35468754
-4.85342671,6.01185543,0.01880619,1.19882441,2.28713867,1.73383829,0.07584395,2.40328661,0.78538805,0.36122585
-4.84742371,6.08559657,0.01892311,1.22406935,2.30553142,1.76276859,0.07636168,2.41315844,0.78248005,0.36789344
-4.84142071,6.15951719,0.01904867,1.24887230,2.32263199,1.79298943,0.07683118,2.42208138,0.78213806,0.37462043
-4.83541771,6.23350128,0.01917885,1.27314775,2.33843170,1.82446443,0.07725668,2.43011099,0.78429959,0.38133789
-4.82941471,6.30730843,0.01930909,1.29678525,2.35288759,1.85711317,0.07764059,2.43726568,0.78884431,0.38797789
-4.82341171,6.38054054,0.01943428,1.31964191,2.36590953,1.89080023,0.07798313,2.44351361,0.79559210,0.39447341
-4.81740870,6.45261724,0.01954894,1.34153692,2.37735020,1.92532663,0.07828223,2.44876283,0.80430362,0.40075838
-4.81140570,6.52276215,0.01964730,1.36224876,2.38699901,1.96042454,0.07853335,2.45285525,0.81468337,0.40676764
-4.80540270,6.59000150,0.01972354,1.38151522,2.39458037,1.99575588,0.07872966,2.45556510,0.82638533,0.41243701
-4.79939970,6.65317595,0.01977199,1.39903664,2.39975664,2.03091517,0.07886214,2.45660199,0.83902096,0.41770347
-4.79339670,6.71096581,0.01978737,1.41448226,2.40213593,2.06543681,0.07892000,2.45561881,0.85216917,0.42250543
-4.78739370,6.76192889,0.01976504,1.42749946,2.40128430,2.09880673,0.07889113,2.45222394,0.86538817,0.42678316
-4.78139070,6.80454931,0.01970124,1.43772554,2.39674199,2.13047793,0.07876269,2.44599719,0.87822840,0.43047947
-4.77538769,6.83729525,0.01959329,1.44480144,2.38804281,2.15988948,0.07852172,2.43650877,0.89024628,0.43354051
-4.76938469,6.85868256,0.01943981,1.44838664,2.37473563,2.18648788,0.07815591,2.42334015,0.90101801,0.43591684
-4.76338169,6.86734100,0.01924084,1.44817459,2.35640698,2.20974995,0.07765423,2.40610556,0.91015287,0.43756470
-4.75737869,6.86207963,0.01899794,1.44390765,2.33270328,2.22920592,0.07700760,2.38447307,0.91730554,0.43844741
-4.75137569,6.84194758,0.01871418,1.43539082,2.30335177,2.24446154,0.07620949,2.35818396,0.92218670,0.43853697
-4.74537269,6.80628706,0.01839412,1.42250348,2.26817871,2.25521795,0.07525634,2.32706923,0.92457156,0.43781562
-4.73936968,6.75477542,0.01804372,1.40520842,2.22712400,2.26128812,0.07414796,2.29106244,0.92430598,0.43627750
-4.73336668,6.68745401,0.01767008,1.38355773,2.18025147,2.26260895,0.07288765,2.25020808,0.92130982,0.43393017
-4.72736368,6.60474206,0.01728129,1.35769518,2.12775411,2.25924806,0.07148226,2.20466513,0.91557749,0.43079584
-4.72136068,6.50743488,0.01688606,1.32785495,2.06995424,2.25140502,0.06994203,2.15470558,0.90717571,0.42691247
-4.71535768,6.39668626,0.01649346,1.29435689,2.00729837,2.23940655,0.06828031,2.10070817,0.89623861,0.42233435
-4.70935468,6.27397611,0.01611253,1.25759841,1.94034746,2.22369593,0.06651315,2.04314766,0.88296052,0.41713231
-4.70335168,6.14106498,0.01575192,1.21804360,1.86976278,2.20481711,0.06465879,1.98258046,0.86758688,0.41139333
-4.69734867,5.99993789,0.01541956,1.17621015,1.79628844,2.18339409,0.06273708,1.91962733,0.85040367,0.40521971
-4.69134567,5.85274027,0.01512235,1.13265470,1.72073148,2.16010676,0.06076883,1.85495426,0.83172602,0.39872764
-4.68534267,5.70170957,0.01486583,1.08795745,1.64394057,2.13566424,0.05877529,1.78925247,0.81188652,0.39204522
-4.67933967,5.54910568,0.01465400,1.04270681,1.56678438,2.11077714,0.05677745,1.72321867,0.79122389,0.38531011
-4.67333667,5.39714379,0.01448916,0.99748474,1.49013077,2.08613013,0.05479563,1.65753659,0.77007239,0.37866671
-4.66733367,5.24793276,0.01437176,0.95285361,1.41482768,2.06235619,0.05284899,1.59286052,0.74875268,0.37226310
-4.66133067,5.10342173,0.01430046,0.90934500,1.34168650,2.04001377,0.05095525,1.52980164,0.72756422,0.36624780
-4.65532766,4.96535726,0.01427214,0.86745092,1.27146860,2.01956800,0.04913043,1.46891765,0.70677979,0.36076647
-4.64932466,4.83525239,0.01428209,0.82761768,1.20487540,2.00137682,0.04738879,1.41070591,0.68664198,0.35595865
-4.64332166,4.71436855,0.01432417,0.79024249,1.14254197,1.98568257,0.04574285,1.35560015,0.66736188,0.35195474
