energy_ev,total_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.89794897,1.80631041,0.00352155,0.12228688,0.54711803,0.26099504,0.01099674,1.12513792,0.51958464,0.24783039
-5.89194597,1.82169176,0.00361271,0.12298424,0.55510422,0.26830892,0.01076785,1.13621613,0.52218771,0.25071028
-5.88594297,1.83577921,0.00372352,0.12360647,0.56321806,0.27565172,0.01050364,1.14676162,0.52338385,0.25372513
-5.87993997,1.84923326,0.00385424,0.12420669,0.57170462,0.28307677,0.01020752,1.15720567,0.52331046,0.25701494
-5.87393697,1.86282679,0.00400543,0.12484418,0.58083652,0.29064885,0.00988425,1.16804702,0.52215522,0.26072853
-5.86793397,1.87741230,0.00417782,0.12558193,0.59090277,0.29844026,0.00953977,1.17983089,0.52014945,0.26501762
-5.86193097,1.89388439,0.00437218,0.12648376,0.60219619,0.30652628,0.00918091,1.19312521,0.51755959,0.27003039
-5.85592796,1.91313921,0.00458919,0.12761128,0.61500001,0.31498049,0.00881519,1.20849485,0.51467728,0.27590479
-5.84992496,1.93603282,0.00482929,0.12902068,0.62957431,0.32386998,0.00845052,1.22647551,0.51180851,0.28276191
-5.84392196,1.96334052,0.00509254,0.13075967,0.64614294,0.33325083,0.00809497,1.24754808,0.50926237,0.29069974
-5.83791896,1.99571906,0.00537849,0.13286461,0.66488151,0.34316404,0.00775651,1.27211509,0.50733982,0.29978751
-5.83191596,2.03367372,0.00568609,0.13535808,0.68590709,0.35363220,0.00744283,1.30048022,0.50632323,0.31006116
-5.82591296,2.07753177,0.00601361,0.13824698,0.70927011,0.36465699,0.00716113,1.33283194,0.50646679,0.32151985
-5.81990995,2.12742363,0.00635857,0.14152126,0.73494892,0.37621771,0.00691793,1.36923204,0.50798851,0.33412401
-5.81390695,2.18327264,0.00671775,0.14515343,0.76284719,0.38827093,0.00671902,1.40960961,0.51106389,0.34779487
-5.80790395,2.24479383,0.00708720,0.14909885,0.79279444,0.40075123,0.00656929,1.45376076,0.51582148,0.36241556
-5.80190095,2.31150160,0.00746233,0.15329683,0.82454947,0.41357302,0.00647271,1.50135387,0.52234049,0.37783389
-5.79589795,2.38272597,0.00783795,0.15767245,0.85780672,0.42663330,0.00643229,1.55194025,0.53065022,0.39386650
-5.78989495,2.45763622,0.00820846,0.16213918,0.89220513,0.43981526,0.00645005,1.60496939,0.54073145,0.41030446
-5.78389195,2.53527071,0.00856795,0.16660197,0.92733900,0.45299240,0.00652705,1.65980802,0.55251922,0.42691981
-5.77788894,2.61457125,0.00891038,0.17096084,0.96277049,0.46603296,0.00666338,1.71576192,0.56590711,0.44347295
-5.77188594,2.69442011,0.00922981,0.17511478,0.99804287,0.47880455,0.00685820,1.77209929,0.58075231,0.45972052
-5.76588294,2.77367777,0.00952052,0.17896565,1.03269414,0.49117835,0.00710977,1.82807444,0.59688136,0.47542323
-5.75987994,2.85121952,0.00977722,0.18242206,1.06627017,0.50303311,0.00741550,1.88295067,0.61409624,0.49035350
-5.75387694,2.92596913,0.00999522,0.18540293,1.09833695,0.51425825,0.00777196,1.93602120,0.63218031,0.50430244
-5.74787394,2.99692810,0.01017061,0.18784057,1.12849122,0.52475636,0.00817495,1.98662716,0.65090406,0.51708584
-5.74187094,3.06319930,0.01030035,0.18968321,1.15636931,0.53444461,0.00861951,2.03417211,0.67003037,0.52854895
-5.73586793,3.12400426,0.01038236,0.19089677,1.18165381,0.54325529,0.00910002,2.07813250,0.68931912,0.53856992
-5.72986493,3.17869376,0.01041566,0.19146579,1.20407793,0.55113550,0.00961018,2.11806397,0.70853126,0.54706159
-5.72386193,3.22675183,0.01040033,0.19139361,1.22342766,0.55804596,0.01014315,2.15360369,0.72743222,0.55397189
-5.71785893,3.26779383,0.01033761,0.19070161,1.23954192,0.56395930,0.01069160,2.18446905,0.74579486,0.55928267
-5.71185593,3.30155935,0.01022978,0.18942779,1.25231088,0.56885787,0.01124780,2.21045338,0.76340202,0.56300719
-5.70585293,3.32790125,0.01008021,0.18762455,1.26167296,0.57273155,0.01180377,2.23141951,0.78004886,0.56518662
-5.69984992,3.34677218,0.00989324,0.18535600,1.26761091,0.57557549,0.01235139,2.24729205,0.79554523,0.56588549
-5.69384692,3.35821002,0.00967415,0.18269482,1.27014740,0.57738836,0.01288261,2.25804925,0.80971810,0.56518683
-5.68784392,3.36232373,0.00942903,0.17971887,1.26934062,0.57817107,0.01338960,2.26371550,0.82241420,0.56318696
-5.68184092,3.35928065,0.00916469,0.17650785,1.26528022,0.57792618,0.01386496,2.26435491,0.83350296,0.55999040
-5.67583792,3.34929650,0.00888859,0.17313995,1.25808392,0.57665816,0.01430193,2.26006680,0.84287974,0.55570524
-5.66983492,3.33262848,0.00860869,0.16968892,1.24789497,0.57437439,0.01469465,2.25098325,0.85046919,0.55043909
-5.66383192,3.30957200,0.00833340,0.16622150,1.23488045,0.57108691,0.01503830,2.23726890,0.85622861,0.54429592
-5.65782891,3.28046072,0.00807141,0.16279545,1.21923049,0.56681476,0.01532937,2.21912269,0.86015121,0.53737378
-5.65182591,3.24566960,0.00783163,0.15945820,1.20115803,0.56158667,0.01556580,2.19678124,0.86226877,0.52976357
-5.64582291,3.20562004,0.00762307,0.15624613,1.18089904,0.55544391,0.01574714,2.17052315,0.86265360,0.52154872
-5.63981991,3.16078625,0.00745469,0.15318466,1.15871275,0.54844299,0.01587462,2.14067357,0.86141952,0.51280581
-5.63381691,3.11170149,0.00733530,0.15028881,1.13488147,0.54065791,0.01595126,2.10760817,0.85872136,0.50360576
-5.62781391,3.05896312,0.00727340,0.14756442,1.10970980,0.53218168,0.01598179,2.07175559,0.85475310,0.49401569
-5.62181091,3.00323515,0.00727703,0.14500983,1.08352275,0.52312703,0.01597265,2.03359789,0.84974421,0.48410098
-5.61580790,2.94524751,0.00735356,0.14261784,1.05666260,0.51362586,0.01593178,1.99366807,0.84395433,0.47392738
-5.60980490,2.88579101,0.00750956,0.14037791,1.02948431,0.50382763,0.01586847,1.95254458,0.83766631,0.46356300
-5.60380190,2.82570792,0.00775051,0.13827835,1.00234958,0.49389648,0.01579311,1.91084241,0.83117770,0.45307992
-5.59779890,2.76587771,0.00808068,0.13630842,0.97561949,0.48400718,0.01571682,1.86920100,0.82479117,0.44255525
-5.59179590,2.70719863,0.00850281,0.13446020,0.94964611,0.47434017,0.01565117,1.82826934,0.81880392,0.43207161
-5.58579290,2.65056544,0.00901796,0.13273005,0.92476337,0.46507571,0.01560772,1.78868877,0.81349693,0.42171681
-5.57978989,2.59684452,0.00962530,0.13111965,0.90127769,0.45638766,0.01559766,1.75107425,0.80912420,0.41158291
-5.57378689,2.54684732,0.01032193,0.12963652,0.87945873,0.44843691,0.01563140,1.71599523,0.80590274,0.40176453
-5.56778389,2.50130371,0.01110275,0.12829393,0.85953097,0.44136514,0.01571814,1.68395687,0.80400373,0.39235666
-5.56178089,2.46083649,0.01196039,0.12711039,0.84166655,0.43528892,0.01586553,1.65538280,0.80354540,0.38345193
-5.55577789,2.42593855,0.01288517,0.12610849,0.82597973,0.43029466,0.01607931,1.63060028,0.80458789,0.37513765
-5.54977489,2.39695391,0.01386520,0.12531347,0.81252360,0.42643465,0.01636307,1.60982873,0.80713055,0.36749273
-5.54377189,2.37406369,0.01488647,0.12475131,0.80128891,0.42372433,0.01671802,1.59317204,0.81111180,0.36058461
-5.53776888,2.35727789,0.01593311,0.12444675,0.79220555,0.42214100,0.01714287,1.58061532,0.81641149,0.35446655
-5.53176588,2.34643338,0.01698769,0.12442111,0.78514632,0.42162405,0.01763376,1.57202615,0.82285580,0.34917518
-5.52576288,2.34119824,0.01803156,0.12469027,0.77993295,0.42207660,0.01818432,1.56716022,0.83022433,0.34472873
-5.51975988,2.34108239,0.01904534,0.12526280,0.77634409,0.42336862,0.01878577,1.56567110,0.83825910,0.34112582
-5.51375688,2.34545379,0.02000943,0.12613842,0.77412470,0.42534129,0.01942714,1.56712361,0.84667483,0.33834501
-5.50775388,2.35355953,0.02090453,0.12730693,0.77299647,0.42781233,0.02009555,1.57100997,0.85517016,0.33634508
-5.50175088,2.36455079,0.02171220,0.12874759,0.77266862,0.43058221,0.02077654,1.57676789,0.86343904,0.33506607
-5.49574787,2.37751041,0.02241540,0.13042914,0.77284841,0.43344086,0.02145451,1.58379983,0.87118180,0.33443098
-5.48974487,2.39148182,0.02299905,0.13231039,0.77325106,0.43617451,0.02211313,1.59149219,0.87811527,0.33434815
-5.48374187,2.40549809,0.02345044,0.13434136,0.77360829,0.43857257,0.02273582,1.59923387,0.88398156,0.33471408
-5.47773887,2.41860991,0.02375969,0.13646501,0.77367527,0.44043413,0.02330627,1.60643315,0.88855493,0.33541676
-5.47173587,2.42991127,0.02391996,0.13861942,0.77323568,0.44157380,0.02380887,1.61253244,0.89164674,0.33633911
-5.46573287,2.43856227,0.02392772,0.14074029,0.77210466,0.44182687,0.02422918,1.61702026,0.89310807,0.33736271
-5.45972986,2.44380801,0.02378278,0.14276371,0.77012985,0.44105349,0.02455435,1.61944042,0.89283024,0.33837137
-5.45372686,2.44499358,0.02348824,0.14462908,0.76719039,0.43914175,0.02477348,1.61939811,0.89074333,0.33925471
-5.44772386,2.44157462,0.02305039,0.14628188,0.76319447,0.43600976,0.02487790,1.61656321,0.88681287,0.33991131
-5.44172086,2.43312381,0.02247837,0.14767635,0.75807554,0.43160662,0.02486139,1.61067101,0.88103532,0.34025169
-5.43571786,2.41933336,0.02178384,0.14877785,0.75178782,0.42591230,0.02472037,1.60152083,0.87343252,0.34020065
-5.42971486,2.40001415,0.02098058,0.14956470,0.74430146,0.41893670,0.02445387,1.58897305,0.86404587,0.33969933
-5.42371186,2.37509186,0.02008395,0.15002960,0.73559788,0.41071775,0.02406357,1.57294503,0.85293049,0.33870651
-5.41770885,2.34460089,0.01911040,0.15018035,0.72566567,0.40131894,0.02355367,1.55340656,0.84014998,0.33719947
-5.41170585,2.30867652,0.01807696,0.15003999,0.71449749,0.39082628,0.02293068,1.53037524,0.82577207,0.33517426
-5.40570285,2.26754594,0.01700070,0.14964620,0.70208807,0.37934487,0.02220322,1.50391225,0.80986545,0.33264532
-5.39969985,2.22151871,0.01589828,0.14905011,0.68843364,0.36699531,0.02138170,1.47411865,0.79249790,0.32964461
-5.39369685,2.17097684,0.01478554,0.14831447,0.67353261,0.35391000,0.02047797,1.44113255,0.77373585,0.32622020
-5.38769385,2.11636496,0.01367710,0.14751133,0.65738745,0.34022945,0.01950497,1.40512698,0.75364519,0.32243435
-5.38169085,2.05818054,0.01258617,0.14671920,0.64000770,0.32609878,0.01847637,1.36630842,0.73229312,0.31836119
-5.37568784,1.99696435,0.01152427,0.14602000,0.62141353,0.31166443,0.01740617,1.32491576,0.70975088,0.31408407
-5.36968484,1.93329115,0.01050116,0.14549576,0.60163972,0.29707118,0.01630836,1.28121948,0.68609681,0.30969253
-5.36368184,1.86776038,0.00952481,0.14522532,0.58073960,0.28245945,0.01519659,1.23552061,0.66141959,0.30527920
-5.35767884,1.80098711,0.00860140,0.14528111,0.55878853,0.26796299,0.01408387,1.18814931,0.63582113,0.30093660
-5.35167584,1.73359286,0.00773544,0.14572624,0.53588664,0.25370701,0.01298236,1.13946275,0.60941888,0.29675390
-5.34567284,1.66619663,0.00692989,0.14661197,0.51216056,0.23980655,0.01190311,1.08984206,0.58234717,0.29281397
-5.33966983,1.59940607,0.00618635,0.14797567,0.48776384,0.22636541,0.01085598,1.03968837,0.55475763,0.28919068
-5.33366683,1.53380892,0.00550527,0.14983949,0.46287607,0.21347537,0.00984948,0.98941785,0.52681827,0.28594659
-5.32766383,1.46996515,0.00488614,0.15220962,0.43770068,0.20121580,0.00889076,0.93945587,0.49871157,0.28313122
-5.32166083,1.40839976,0.00432773,0.15507646,0.41246146,0.18965364,0.00798562,0.89023059,0.47063146,0.28077999
-5.31565783,1.34959681,0.00382828,0.15841535,0.38739793,0.17884380,0.00713850,0.84216599,0.44277941,0.27891383
-5.30965483,1.29399469,0.00338571,0.16218819,0.36275996,0.16882978,0.00635262,0.79567497,0.41535996,0.27753953
-5.30365183,1.24198307,0.00299779,0.16634558,0.33880168,0.15964471,0.00563001,0.75115257,0.38857584,0.27665084
-5.29764882,1.19390130,0.00266226,0.17082961,0.31577518,0.15131249,0.00497167,0.70896972,0.36262312,0.27623029
-5.29164582,1.15003865,0.00237701,0.17557694,0.29392418,0.14384931,0.00437771,0.66946776,0.33768646,0.27625152
-5.28564282,1.11063591,0.00214010,0.18052218,0.27347790,0.13726510,0.00384746,0.63295386,0.31393490,0.27668213
-5.27963982,1.07588824,0.00194990,0.18560123,0.25464549,0.13156518,0.00337962,0.59969752,0.29151835,0.27748676
-5.27363682,1.04594889,0.00180507,0.19075451,0.23761115,0.12675179,0.00297239,0.56992808,0.27056474,0.27863019
-5.26763382,1.02093326,0.00170461,0.19592980,0.22252994,0.12282543,0.00262362,0.54383315,0.25117813,0.28008038
-5.26163082,1.00092279,0.00164780,0.20108447,0.20952464,0.11978609,0.00233086,0.52155787,0.23343764,0.28181099
-5.25562781,0.98596819,0.00163423,0.20618712,0.19868340,0.11763402,0.00209150,0.50320487,0.21739720,0.28380344
-5.24962481,0.97609153,0.00166368,0.21121831,0.19005835,0.11637018,0.00190282,0.48883446,0.20308602,0.28604815
-5.24362181,0.97128680,0.00173609,0.21617043,0.18366508,0.11599621,0.00176206,0.47846522,0.19050960,0.28854495
-5.23761881,0.97151870,0.00185144,0.22104674,0.17948291,0.11651388,0.00166641,0.47207441,0.17965121,0.29130249
-5.23161581,0.97671972,0.00200967,0.22585951,0.17745592,0.11792415,0.00161311,0.46959845,0.17047366,0.29433688
-5.22561281,0.98678549,0.00221056,0.23062749,0.17749463,0.12022566,0.00159936,0.47093312,0.16292123,0.29766932
-5.21960980,1.00156899,0.00245363,0.23537281,0.17947832,0.12341293,0.00162237,0.47593374,0.15692167,0.30132320
-5.21360680,1.02087391,0.00273801,0.24011754,0.18325784,0.12747427,0.00167931,0.48441528,0.15238817,0.30532062
-5.20760380,1.04444806,0.00306237,0.24488015,0.18865904,0.13238954,0.00176729,0.49615271,0.14922132,0.30967873
-5.20160080,1.07197751,0.00342478,0.24967212,0.19548657,0.13812796,0.00188335,0.51088178,0.14731097,0.31440613
-5.19559780,1.10308233,0.00382266,0.25449495,0.20352821,0.14464606,0.00202437,0.52830054,0.14653817,0.31949960
-5.18959480,1.13731478,0.00425274,0.25933784,0.21255958,0.15188608,0.00218713,0.54807186,0.14677701,0.32494148
-5.18359180,1.17416058,0.00471104,0.26417611,0.22234923,0.15977478,0.00236824,0.56982722,0.14789670,0.33069787
-5.17758879,1.21304388,0.00519283,0.26897073,0.23266403,0.16822307,0.00256415,0.59317199,0.14976372,0.33671799
-5.17158579,1.25333626,0.00569276,0.27366879,0.24327482,0.17712635,0.00277116,0.61769235,0.15224420,0.34293455
-5.16558279,1.29436974,0.00620487,0.27820507,0.25396219,0.18636571,0.00298547,0.64296374,0.15520657,0.34926551
-5.15957979,1.33545378,0.00672276,0.28250461,0.26452221,0.19581006,0.00320318,0.66856094,0.15852440,0.35561687
-5.15357679,1.37589550,0.00723975,0.28648618,0.27477208,0.20531912,0.00342040,0.69406931,0.16207953,0.36188660
-5.14757379,1.41502258,0.00774905,0.29006632,0.28455537,0.21474718,0.00363328,0.71909703,0.16576524,0.36796931
-5.14157079,1.45220772,0.00824396,0.29316392,0.29374678,0.22394744,0.00383811,0.74328777,0.16948957,0.37376156
-5.13556778,1.48689340,0.00871816,0.29570487,0.30225621,0.23277694,0.00403144,0.76633325,0.17317844,0.37916737
-5.12956478,1.51861577,0.00916589,0.29762661,0.31003191,0.24110154,0.00421012,0.78798508,0.17677854,0.38410364
-5.12356178,1.54702621,0.00958220,0.29888223,0.31706253,0.24880102,0.00437144,0.80806525,0.18025986,0.38850518
-5.11755878,1.57190926,0.00996316,0.29944389,0.32337802,0.25577374,0.00451319,0.82647461,0.18361749,0.39232887
-5.11155578,1.59319587,0.01030600,0.29930533,0.32904918,0.26194086,0.00463375,0.84319875,0.18687274,0.39555692
-5.10555278,1.61097077,0.01060930,0.29848327,0.33418580,0.26724968,0.00473215,0.85831087,0.19007334,0.39819871
-5.09954977,1.62547350,0.01087303,0.29701768,0.33893341,0.27167593,0.00480808,0.87197113,0.19329255,0.40029134
-5.09354677,1.63709251,0.01109854,0.29497081,0.34346871,0.27522495,0.00486191,0.88442243,0.19662730,0.40189860
-5.08754377,1.64635240,0.01128859,0.29242506,0.34799360,0.27793150,0.00489471,0.89598238,0.20019508,0.40310854
-5.08154077,1.65389459,0.01144713,0.28947978,0.35272818,0.27985829,0.00490814,0.90703176,0.20412993,0.40402965
-5.07553777,1.66045201,0.01157921,0.28624722,0.35790279,0.28109319,0.00490445,0.91799965,0.20857735,0.40478589
-5.06953477,1.66681887,0.01169066,0.28284781,0.36374933,0.28174525,0.00488632,0.92934582,0.21368844,0.40551078
-5.06353177,1.67381674,0.01178788,0.27940502,0.37049216,0.28193968,0.00485680,0.94154091,0.21961341,0.40634094
-5.05752876,1.68225836,0.01187744,0.27604008,0.37833888,0.28181207,0.00481913,0.95504529,0.22649479,0.40740925
-5.05152576,1.69291084,0.01196578,0.27286693,0.38747141,0.28150206,0.00477664,0.97028741,0.23446042,0.40883822
-5.04552276,1.70645979,0.01205885,0.26998749,0.39803749,0.28114681,0.00473256,0.98764253,0.24361676,0.41073367
-5.03951976,1.72347623,0.01216178,0.26748761,0.41014312,0.28087455,0.00468994,1.00741286,0.25404261,0.41317928
-5.03351676,1.74438755,0.01227859,0.26543387,0.42384621,0.28079853,0.00465144,1.02980996,0.26578363,0.41623205
-5.02751376,1.76945408,0.01241192,0.26387133,0.43915160,0.28101176,0.00461927,1.05494024,0.27884793,0.41991906
-5.02151076,1.79875224,0.01256286,0.26282236,0.45600785,0.28158259,0.00459507,1.08279427,0.29320281,0.42423566
-5.01550775,1.83216507,0.01273084,0.26228650,0.47430576,0.28255154,0.00457987,1.11324054,0.30877311,0.42914506
-5.00950475,1.86938073,0.01291359,0.26224146,0.49387900,0.28392944,0.00457401,1.14602391,0.32544091,0.43457948
-5.00350175,1.90989887,0.01310722,0.26264494,0.51450655,0.28569692,0.00457717,1.18076897,0.34304692,0.44044255
-4.99749875,1.95304472,0.01330635,0.26343735,0.53591726,0.28780536,0.00458835,1.21698833,0.36139347,0.44661309
-4.99149575,1.99799020,0.01350432,0.26454510,0.55779607,0.29017913,0.00460599,1.25409545,0.38024888,0.45294984
-4.98549275,2.04378125,0.01369350,0.26588440,0.57979195,0.29271905,0.00462798,1.29142160,0.39935323,0.45929693
-4.97948974,2.08936993,0.01386560,0.26736516,0.60152716,0.29530687,0.00465182,1.32823620,0.41842523,0.46548988
-4.97348674,2.13365011,0.01401211,0.26889497,0.62260753,0.29781058,0.00467469,1.36376985,0.43716991,0.47136172
-4.96748374,2.17549507,0.01412461,0.27038282,0.64263345,0.30009021,0.00469362,1.39723899,0.45528696,0.47674903
-4.96148074,2.21379548,0.01419528,0.27174251,0.66121107,0.30200388,0.00470563,1.42787116,0.47247924,0.48149747
-4.95547774,2.24749614,0.01421718,0.27289543,0.67796343,0.30341386,0.00470781,1.45493000,0.48846129,0.48546675
-4.94947474,2.27563011,0.01418467,0.27377276,0.69254102,0.30419228,0.00469750,1.47773883,0.50296752,0.48853470
-4.94347174,2.29734881,0.01409367,0.27431700,0.70463150,0.30422631,0.00467241,1.49570199,0.51575965,0.49060031
-4.93746873,2.31194722,0.01394187,0.27448275,0.71396813,0.30342261,0.00463065,1.50832310,0.52663340,0.49158581
-4.93146573,2.31888324,0.01372894,0.27423682,0.72033682,0.30171084,0.00457089,1.51521974,0.53542400,0.49143758
-4.92546273,2.31779090,0.01345654,0.27355779,0.72358140,0.29904615,0.00449234,1.51613395,0.54201052,0.49012609
-4.91945973,2.30848711,0.01312834,0.27243500,0.72360718,0.29541060,0.00439481,1.51093845,0.54631885,0.48764494
-4.91345673,2.29097223,0.01274990,0.27086722,0.72038256,0.29081352,0.00427870,1.49963847,0.54832326,0.48400918
-4.90745373,2.26542475,0.01232856,0.26886110,0.71393895,0.28529082,0.00414499,1.48236941,0.54804658,0.47925298
-4.90145073,2.23219082,0.01187312,0.26642948,0.70436879,0.27890335,0.00399516,1.45939057,0.54555912,0.47342702
-4.89544772,2.19176936,0.01139362,0.26358981,0.69182214,0.27173454,0.00383117,1.43107552,0.54097615,0.46659571
-4.88944472,2.14479362,0.01090096,0.26036272,0.67650180,0.26388727,0.00365537,1.39789957,0.53445442,0.45883432
-4.88344172,2.09201036,0.01040656,0.25677082,0.65865731,0.25548035,0.00347038,1.36042514,0.52618753,0.45022644
-4.87743872,2.03425732,0.00992199,0.25283780,0.63857802,0.24664465,0.00327906,1.31928551,0.51640046,0.44086162
-4.87143572,1.97244020,0.00945856,0.24858797,0.61658561,0.23751915,0.00308437,1.27516777,0.50534347,0.43083338
-4.86543272,1.90750964,0.00902698,0.24404596,0.59302616,0.22824691,0.00288927,1.22879552,0.49328541,0.42023768
-4.85942971,1.84043915,0.00863701,0.23923690,0.56826209,0.21897131,0.00269671,1.18091190,0.48050672,0.40917173
-4.85342671,1.77220439,0.00829718,0.23418664,0.54266427,0.20983251,0.00250946,1.13226339,0.46729226,0.39773310
-4.84742371,1.70376418,0.00801449,0.22892224,0.51660435,0.20096430,0.00233013,1.08358486,0.45392415,0.38601919
-4.84142071,1.63604358,0.00779422,0.22347246,0.49044758,0.19249134,0.00216108,1.03558598,0.44067486,0.37412679
-4.83541771,1.56991906,0.00763979,0.21786820,0.46454626,0.18452694,0.00200438,0.98893936,0.42780064,0.36215170
-4.82941471,1.50620599,0.00755262,0.21214284,0.43923386,0.17717122,0.00186181,0.94427041,0.41553551,0.35018841
-4.82341171,1.44564805,0.00753216,0.20633235,0.41481993,0.17050986,0.00173484,0.90214894,0.40408597,0.33832955
-4.81740870,1.38890893,0.00757587,0.20047522,0.39158586,0.16461320,0.00162464,0.86308256,0.39362660,0.32666529
-4.81140570,1.33656575,0.00767931,0.19461205,0.36978149,0.15953581,0.00153210,0.82751163,0.38429663,0.31528250
-4.80540270,1.28910439,0.00783630,0.18878497,0.34962256,0.15531642,0.00145785,0.79580583,0.37619758,0.30426374
-4.79939970,1.24691648,0.00803910,0.18303677,0.33128907,0.15197817,0.00140228,0.76826212,0.36939214,0.29368607
-4.79339670,1.21029790,0.00827867,0.17740987,0.31492439,0.14952914,0.00136560,0.74510389,0.36390417,0.28361985
-4.78739370,1.17944880,0.00854490,0.17194520,0.30063516,0.14796312,0.00134789,0.72648136,0.35972000,0.27412738
-4.78139070,1.15447503,0.00882699,0.16668104,0.28849196,0.14726054,0.00134910,0.71247290,0.35679074,0.26526179
-4.77538769,1.13539094,0.00911374,0.16165190,0.27853062,0.14738957,0.00136917,0.70308732,0.35503581,0.25706591
-4.76938469,1.12212344,0.00939391,0.15688749,0.27075412,0.14830732,0.00140800,0.69826705,0.35434724,0.24957154
-4.76338169,1.11451743,0.00965654,0.15241195,0.26513511,0.14996112,0.00146554,0.69789201,0.35459489,0.24279894
-4.75737869,1.11234249,0.00989134,0.14824323,0.26161889,0.15228988,0.00154183,0.70178437,0.35563213,0.23675672
-4.75137569,1.11530076,0.01008897,0.14439284,0.26012690,0.15522549,0.00163703,0.70971400,0.35730198,0.23144217
-4.74537269,1.12303614,0.01024134,0.14086577,0.26056051,0.15869426,0.00175146,0.72140479,0.35944334,0.22684198
-4.73936968,1.13514450,0.01034183,0.13766082,0.26280531,0.16261844,0.00188562,0.73654170,0.36189726,0.22293333
-4.73336668,1.15118512,0.01038554,0.13477107,0.26673562,0.16691775,0.00204021,0.75477871,0.36451290,0.21968540
-4.72736368,1.17069303,0.01036935,0.13218467,0.27221931,0.17151095,0.00221617,0.77574758,0.36715317,0.21706117
-4.72136068,1.19319223,0.01029207,0.12988580,0.27912283,0.17631751,0.00241464,0.79906743,0.36969973,0.21501942
-4.71535768,1.21820954,0.01015446,0.12785566,0.28731631,0.18125925,0.00263699,0.82435502,0.37205741,0.21351690
-4.70935468,1.24528888,0.00995910,0.12607367,0.29667881,0.18626211,0.00288480,0.85123575,0.37415786,0.21251058
-4.70335168,1.27400559,0.00971041,0.12451859,0.30710334,0.19125786,0.00315979,0.87935488,0.37596237,0.21195981
-4.69734867,1.30398050,0.00941440,0.12316960,0.31850176,0.19618586,0.00346381,0.90838907,0.37746386,0.21182839
-4.69134567,1.33489312,0.00907853,0.12200732,0.33080922,0.20099467,0.00379875,0.93805747,0.37868805,0.21208639
-4.68534267,1.36649365,0.00871144,0.12101469,0.34398793,0.20564369,0.00416647,0.96813220,0.37969369,0.21271170
-4.67933967,1.39861301,0.00832271,0.12017765,0.35803012,0.21010447,0.00456871,0.99844759,0.38057190,0.21369111
-4.67333667,1.43117034,0.00792259,0.11948568,0.37295994,0.21436189,0.00500696,1.02890764,0.38144472,0.21502104
-4.66733367,1.46417755,0.00752167,0.11893210,0.38883393,0.21841489,0.00548235,1.05949106,0.38246257,0.21670776
-4.66133067,1.49774003,0.00713064,0.11851420,0.40574007,0.22227687,0.00599550,1.09025354,0.38380095,0.21876701
-4.65532766,1.53205345,0.00676002,0.11823313,0.42379501,0.22597552,0.00654641,1.12132661,0.38565614,0.22122317
-4.64932466,1.56739602,0.00641985,0.11809365,0.44313955,0.22955222,0.00713430,1.15291281,0.38823993,0.22410785
-4.64332166,1.60411636,0.00611951,0.11810372,0.46393224,0.23306070,0.00775751,1.18527700,0.39177359,0.22745806
