energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-5.48974487,5.13563484,0.49697589,2.46332033,0.02100559,0.41124188,1.56232688,1.40488423,0.83683489,0.00000000
-5.48374187,5.03553621,0.49379565,2.41324348,0.02019758,0.39873281,1.53022083,1.38375697,0.82099366,0.00000000
-5.47773887,4.93894782,0.49146475,2.36316558,0.01942939,0.38646079,1.49804690,1.36497402,0.80593831,0.00000000
-5.47173587,4.84723654,0.49004267,2.31395946,0.01870129,0.37452918,1.46602492,1.34877378,0.79180811,0.00000000
-5.46573287,4.76156714,0.48955996,2.26640165,0.01801267,0.36303515,1.43436622,1.33532904,0.77871399,0.00000000
-5.45972986,4.68287360,0.49001718,2.22115216,0.01736218,0.35206757,1.40326939,1.32474250,0.76673705,0.00000000
-5.45372686,4.61183903,0.49138461,2.17873914,0.01674791,0.34170488,1.37291599,1.31704490,0.75592796,0.00000000
-5.44772386,4.54888473,0.49360294,2.13954859,0.01616763,0.33201329,1.34346640,1.31219591,0.74630724,0.00000000
-5.44172086,4.49416864,0.49658472,2.10381938,0.01561895,0.32304524,1.31505608,1.31008768,0.73786642,0.00000000
-5.43571786,4.44759290,0.50021673,2.07164330,0.01509951,0.31483816,1.28779255,1.31055112,0.73057012,0.00000000
-5.42971486,4.40882022,0.50436321,2.04297001,0.01460711,0.30741368,1.26175301,1.31336466,0.72435888,0.00000000
-5.42371186,4.37729817,0.50886976,2.01761645,0.01413990,0.30077727,1.23698319,1.31826506,0.71915287,0.00000000
-5.41770885,4.35229031,0.51356801,1.99528013,0.01369646,0.29491836,1.21349724,1.32495995,0.71485621,0.00000000
-5.41170585,4.33291304,0.51828067,1.97555574,0.01327591,0.28981093,1.19127887,1.33314155,0.71136190,0.00000000
-5.40570285,4.31817652,0.52282710,1.95795445,0.01287802,0.28541458,1.17028374,1.34250089,0.70855712,0.00000000
-5.39969985,4.30702813,0.52702903,1.94192514,0.01250319,0.28167606,1.15044306,1.35274199,0.70632884,0.00000000
-5.39369685,4.29839691,0.53071629,1.92687682,0.01215257,0.27853115,1.13166814,1.36359522,0.70456944,0.00000000
-5.38769385,4.29123717,0.53373241,1.91220167,0.01182801,0.27590697,1.11385589,1.37482932,0.70318225,0.00000000
-5.38169085,4.28456989,0.53593984,1.89729787,0.01153208,0.27372443,1.09689476,1.38626144,0.70208665,0.00000000
-5.37568784,4.27752018,0.53722461,1.88159166,0.01126803,0.27190102,1.08067120,1.39776467,0.70122270,0.00000000
-5.36968484,4.26934977,0.53750037,1.86455797,0.01103971,0.27035358,1.06507590,1.40927272,0.70055491,0.00000000
-5.36368184,4.25948327,0.53671153,1.84573913,0.01085154,0.26900112,1.05000995,1.42078149,0.70007515,0.00000000
-5.35767884,4.24752741,0.53483542,1.82476110,0.01070834,0.26776757,1.03539032,1.43234739,0.69980437,0.00000000
-5.35167584,4.23328268,0.53188351,1.80134688,0.01061526,0.26658437,1.02115455,1.44408250,0.69979307,0.00000000
-5.34567284,4.21674723,0.52790148,1.77532665,0.01057758,0.26539274,1.00726440,1.45614676,0.70012056,0.00000000
-5.33966983,4.19811286,0.52296824,1.74664448,0.01060055,0.26414574,0.99370841,1.46873764,0.70089273,0.00000000
-5.33366683,4.17775366,0.51719389,1.71536136,0.01068919,0.26280985,0.98050303,1.48207759,0.70223853,0.00000000
-5.32766383,4.15620766,0.51071670,1.68165460,0.01084810,0.26136618,0.96769259,1.49640018,0.70430528,0.00000000
-5.32166083,4.13415268,0.50369916,1.64581340,0.01108124,0.25981114,0.95534786,1.51193533,0.70725275,0.00000000
-5.31565783,4.11237714,0.49632331,1.60823110,0.01139167,0.25815672,0.94356350,1.52889468,0.71124642,0.00000000
-5.30965483,4.09174738,0.48878540,1.56939391,0.01178140,0.25643015,0.93245438,1.54745760,0.71645003,0.00000000
-5.30365183,4.07317275,0.48129014,1.52986691,0.01225118,0.25467316,0.92215104,1.56775880,0.72301788,0.00000000
-5.29764882,4.05756990,0.47404469,1.49027740,0.01280029,0.25294075,0.91279448,1.58987813,0.73108703,0.00000000
-5.29164582,4.04582793,0.46725251,1.45129636,0.01342647,0.25129948,0.90453056,1.61383308,0.74076988,0.00000000
-5.28564282,4.03877556,0.46110751,1.41361855,0.01412581,0.24982545,0.89750422,1.63957465,0.75214755,0.00000000
-5.27963982,4.03715181,0.45578833,1.37794185,0.01489270,0.24860194,0.89185380,1.66698663,0.76526418,0.00000000
-5.27363682,4.04158117,0.45145333,1.34494647,0.01571986,0.24771682,0.88770577,1.69588849,0.78012277,0.00000000
-5.26763382,4.05255412,0.44823615,1.31527485,0.01659843,0.24725975,0.88516998,1.72604184,0.79668252,0.00000000
-5.26163082,4.07041355,0.44624218,1.28951263,0.01751810,0.24731941,0.88433571,1.75716011,0.81485806,0.00000000
-5.25562781,4.09534744,0.44554590,1.26817151,0.01846733,0.24798061,0.88526865,1.78892088,0.83452052,0.00000000
-5.24962481,4.12738753,0.44618933,1.25167427,0.01943359,0.24932161,0.88800888,1.82098038,0.85550058,0.00000000
-5.24362181,4.16641372,0.44818146,1.24034254,0.02040371,0.25141151,0.89256979,1.85298927,0.87759321,0.00000000
-5.23761881,4.21216353,0.45149876,1.23438747,0.02136414,0.25430790,0.89893813,1.88460883,0.90056402,0.00000000
-5.23161581,4.26424562,0.45608661,1.23390364,0.02230142,0.25805484,0.90707487,1.91552662,0.92415691,0.00000000
-5.22561281,4.32215637,0.46186174,1.23886609,0.02320246,0.26268108,0.91691683,1.94547073,0.94810253,0.00000000
-5.21960980,4.38529824,0.46871528,1.24913069,0.02405496,0.26819873,0.92837901,1.97422179,0.97212731,0.00000000
-5.21360680,4.45299886,0.47651651,1.26443745,0.02484777,0.27460228,0.94135717,2.00162186,0.99596238,0.00000000
-5.20760380,4.52452950,0.48511701,1.28441681,0.02557112,0.28186799,0.95573080,2.02757978,1.01935213,0.00000000
-5.20160080,4.59912219,0.49435505,1.30859848,0.02621696,0.28995375,0.97136591,2.05207253,1.04206181,0.00000000
-5.19559780,4.67598451,0.50406000,1.33642254,0.02677907,0.29879931,0.98811786,2.07514248,1.06388397,0.00000000
-5.18959480,4.75431163,0.51405669,1.36725245,0.02725326,0.30832686,1.00583373,2.09689056,1.08464321,0.00000000
-5.18359180,4.83329547,0.52416944,1.40038966,0.02763730,0.31844210,1.02435446,2.11746590,1.10419938,0.00000000
-5.17758879,4.91213089,0.53422581,1.43508928,0.02793097,0.32903559,1.04351648,2.13705221,1.12244876,0.00000000
-5.17158579,4.99001940,0.54405975,1.47057657,0.02813592,0.33998449,1.06315302,2.15585200,1.13932362,0.00000000
-5.16558279,5.06617094,0.55351436,1.50606385,0.02825548,0.35115465,1.08309501,2.17406932,1.15478997,0.00000000
-5.15957979,5.13980450,0.56244405,1.54076737,0.02829442,0.36240295,1.10317189,2.19189219,1.16884400,0.00000000
-5.15357679,5.21014843,0.57071621,1.57392399,0.02825869,0.37357999,1.12321214,2.20947564,1.18150729,0.00000000
-5.14757379,5.27644136,0.57821242,1.60480707,0.02815511,0.38453299,1.14304396,2.22692662,1.19282135,0.00000000
-5.14157079,5.33793443,0.58482927,1.63274152,0.02799109,0.39510886,1.16249612,2.24429139,1.20284169,0.00000000
-5.13556778,5.39389568,0.59047882,1.65711753,0.02777428,0.40515746,1.18139906,2.26154652,1.21163201,0.00000000
-5.12956478,5.44361694,0.59508888,1.67740273,0.02751232,0.41453488,1.19958635,2.27859387,1.21925874,0.00000000
-5.12356178,5.48642347,0.59860312,1.69315249,0.02721259,0.42310677,1.21689666,2.29525997,1.22578624,0.00000000
-5.11755878,5.52168639,0.60098102,1.70401825,0.02688205,0.43075155,1.23317606,2.31129996,1.23127310,0.00000000
-5.11155578,5.54883750,0.60219792,1.70975348,0.02652706,0.43736346,1.24828082,2.32640598,1.23576951,0.00000000
-5.10555278,5.56738604,0.60224494,1.71021731,0.02615332,0.44285534,1.26208045,2.34021949,1.23931595,0.00000000
-5.09954977,5.57693662,0.60112899,1.70537560,0.02576588,0.44716105,1.27446094,2.35234708,1.24194320,0.00000000
-5.09354677,5.57720739,0.59887278,1.69529956,0.02536912,0.45023752,1.28532811,2.36237891,1.24367352,0.00000000
-5.08754377,5.56804761,0.59551479,1.68016188,0.02496686,0.45206613,1.29461081,2.36990896,1.24452307,0.00000000
-5.08154077,5.54945350,0.59110921,1.66023063,0.02456250,0.45265368,1.30226384,2.37455591,1.24450517,0.00000000
-5.07553777,5.52158161,0.58572581,1.63586104,0.02415912,0.45203265,1.30827050,2.37598392,1.24363432,0.00000000
-5.06953477,5.48475870,0.57944958,1.60748553,0.02375965,0.45026079,1.31264453,2.37392204,1.24193074,0.00000000
-5.06353177,5.43948773,0.57238029,1.57560240,0.02336705,0.44742011,1.31543140,2.36818156,1.23942499,0.00000000
-5.05752876,5.38644928,0.56463172,1.54076343,0.02298441,0.44361518,1.31670887,2.35867041,1.23616266,0.00000000
-5.05152576,5.32649818,0.55633063,1.50356107,0.02261507,0.43897087,1.31658664,2.34540395,1.23220863,0.00000000
-5.04552276,5.26065547,0.54761548,1.46461537,0.02226274,0.43362949,1.31520525,2.32851178,1.22765084,0.00000000
-5.03951976,5.19009552,0.53863471,1.42456134,0.02193148,0.42774746,1.31273413,2.30824027,1.22260320,0.00000000
-5.03351676,5.11612884,0.52954484,1.38403686,0.02162575,0.42149164,1.30936882,2.28495071,1.21720765,0.00000000
-5.02751376,5.04018100,0.52050819,1.34367166,0.02135032,0.41503531,1.30532744,2.25911322,1.21163504,0.00000000
-5.02151076,4.96376806,0.51169031,1.30407749,0.02111022,0.40855403,1.30084651,2.23129668,1.20608485,0.00000000
-5.01550775,4.88846935,0.50325719,1.26583958,0.02091057,0.40222138,1.29617614,2.20215517,1.20078368,0.00000000
-5.00950475,4.81589812,0.49537231,1.22950964,0.02075649,0.39620484,1.29157476,2.17241138,1.19598242,0.00000000
-5.00350175,4.74767084,0.48819356,1.19560017,0.02065284,0.39066175,1.28730348,2.14283768,1.19195225,0.00000000
-4.99749875,4.68537592,0.48187003,1.16458011,0.02060412,0.38573568,1.28362024,2.11423558,1.18897946,0.00000000
-4.99149575,4.63054249,0.47653895,1.13687173,0.02061421,0.38155310,1.28077381,2.08741427,1.18735929,0.00000000
-4.98549275,4.58460992,0.47232262,1.11284840,0.02068623,0.37822059,1.27899795,2.06316891,1.18738891,0.00000000
-4.97948974,4.54889899,0.46932559,1.09283332,0.02082240,0.37582269,1.27850578,2.04225955,1.18935980,0.00000000
-4.97348674,4.52458501,0.46763214,1.07709873,0.02102384,0.37442027,1.27948460,2.02539111,1.19354968,0.00000000
-4.96748374,4.51267381,0.46730406,1.06586570,0.02129057,0.37404974,1.28209130,2.01319518,1.20021447,0.00000000
-4.96148074,4.51398108,0.46837895,1.05930409,0.02162134,0.37472286,1.28644862,2.00621405,1.20958036,0.00000000
-4.95547774,4.52911545,0.47086897,1.05753288,0.02201369,0.37642734,1.29264228,2.00488729,1.22183635,0.00000000
-4.94947474,4.55846591,0.47476025,1.06062053,0.02246395,0.37912810,1.30071929,2.00954134,1.23712768,0.00000000
-4.94347174,4.60219371,0.48001283,1.06858561,0.02296727,0.38276915,1.31068737,2.02038207,1.25555018,0.00000000
-4.93746873,4.66022918,0.48656139,1.08139754,0.02351774,0.38727606,1.32251567,2.03749058,1.27714597,0.00000000
-4.93146573,4.73227324,0.49431649,1.09897762,0.02410849,0.39255883,1.33613664,2.06082195,1.30190056,0.00000000
-4.92546273,4.81780382,0.50316656,1.12120034,0.02473186,0.39851512,1.35144920,2.09020709,1.32974155,0.00000000
-4.91945973,4.91608678,0.51298046,1.14789516,0.02537951,0.40503370,1.36832285,2.12535716,1.36053890,0.00000000
-4.91345673,5.02619107,0.52361054,1.17884868,0.02604264,0.41199791,1.38660272,2.16587053,1.39410682,0.00000000
-4.90745373,5.14700759,0.53489617,1.21380740,0.02671214,0.41928908,1.40611534,2.21124181,1.43020716,0.00000000
-4.90145073,5.27727119,0.54666762,1.25248093,0.02737872,0.42678976,1.42667476,2.26087258,1.46855412,0.00000000
-4.89544772,5.41558518,0.55875011,1.29454580,0.02803316,0.43438656,1.44808885,2.31408360,1.50882019,0.00000000
-4.88944472,5.56044741,0.57096797,1.33964970,0.02866635,0.44197271,1.47016540,2.37012787,1.55064293,0.00000000
-4.88344172,5.71027751,0.58314871,1.38741613,0.02926953,0.44944999,1.49271793,2.42820459,1.59363239,0.00000000
-4.87743872,5.86344423,0.59512699,1.43744929,0.02983433,0.45673030,1.51557069,2.48747329,1.63737890,0.00000000
-4.87143572,6.01829237,0.60674814,1.48933913,0.03035294,0.46373660,1.53856287,2.54706831,1.68146093,0.00000000
-4.86543272,6.17316879,0.61787142,1.54266633,0.03081821,0.47040337,1.56155174,2.60611306,1.72545278,0.00000000
-4.85942971,6.32644670,0.62837273,1.59700716,0.03122371,0.47667665,1.58441467,2.66373414,1.76893180,0.00000000
-4.85342671,6.47654818,0.63814673,1.65193796,0.03156386,0.48251360,1.60704988,2.71907516,1.81148512,0.00000000
-4.84742371,6.62196440,0.64710841,1.70703919,0.03183397,0.48788178,1.62937617,2.77131008,1.85271556,0.00000000
-4.84142071,6.76127354,0.65519415,1.76189893,0.03203037,0.49275819,1.65133138,2.81965608,1.89224682,0.00000000
-4.83541771,6.89315627,0.66236202,1.81611572,0.03215044,0.49712811,1.67287004,2.86338594,1.92972779,0.00000000
-4.82941471,7.01640889,0.66859171,1.86930080,0.03219271,0.50098388,1.69396015,2.90183978,1.96483608,0.00000000
-4.82341171,7.12995418,0.67388392,1.92107968,0.03215691,0.50432367,1.71457943,2.93443608,1.99728087,0.00000000
-4.81740870,7.23285023,0.67825923,1.97109313,0.03204403,0.50715033,1.73471118,2.96068196,2.02680501,0.00000000
-4.81140570,7.32429726,0.68175680,2.01899779,0.03185639,0.50947028,1.75434010,2.98018255,2.05318667,0.00000000
-4.80540270,7.40364280,0.68443257,2.06446631,0.03159760,0.51129259,1.77344819,2.99264916,2.07624059,0.00000000
-4.79939970,7.47038537,0.68635741,2.10718741,0.03127263,0.51262815,1.79201106,2.99790632,2.09581896,0.00000000
-4.79339670,7.52417664,0.68761499,2.14686587,0.03088776,0.51348904,1.80999478,2.99589719,2.11181214,0.00000000
-4.78739370,7.56482235,0.68829951,2.18322266,0.03045054,0.51388799,1.82735341,2.98668737,2.12414919,0.00000000
-4.78139070,7.59228195,0.68851344,2.21599533,0.02996968,0.51383794,1.84402749,2.97046662,2.13279836,0.00000000
-4.77538769,7.60666686,0.68836501,2.24493890,0.02945497,0.51335179,1.85994330,2.94754862,2.13776732,0.00000000
-4.76938469,7.60823731,0.68796572,2.26982707,0.02891710,0.51244208,1.87501317,2.91836823,2.13910331,0.00000000
-4.76338169,7.59739765,0.68742775,2.29045408,0.02836748,0.51112082,1.88913665,2.88347635,2.13689295,0.00000000
-4.75737869,7.57468978,0.68686131,2.30663694,0.02781802,0.50939924,1.90220246,2.84353224,2.13126174,0.00000000
-4.75137569,7.54078477,0.68637181,2.31821821,0.02728089,0.50728765,1.91409124,2.79929319,2.12237299,0.00000000
-4.74537269,7.49647214,0.68605713,2.32506887,0.02676823,0.50479522,1.92467872,2.75160178,2.11042616,0.00000000
-4.73936968,7.44264704,0.68600474,2.32709152,0.02629185,0.50192978,1.93383930,2.70137062,2.09565450,0.00000000
-4.73336668,7.38029493,0.68628893,2.32422337,0.02586300,0.49869761,1.94144980,2.64956500,2.07832181,0.00000000
-4.72736368,7.31047402,0.68696810,2.31643905,0.02549196,0.49510331,1.94739310,2.59718372,2.05871841,0.00000000
-4.72136068,7.23429559,0.68808235,2.30375290,0.02518787,0.49114965,1.95156164,2.54523839,2.03715626,0.00000000
-4.71535768,7.15290250,0.68965125,2.28622067,0.02495836,0.48683757,1.95386050,2.49473175,2.01396330,0.00000000
-4.70935468,7.06744644,0.69167229,2.26394046,0.02480936,0.48216620,1.95421004,2.44663565,1.98947725,0.00000000
-4.70335168,6.97906445,0.69411976,2.23705281,0.02474489,0.47713310,1.95254801,2.40186900,1.96403892,0.00000000
-4.69734867,6.88885576,0.69694449,2.20573992,0.02476691,0.47173464,1.94883112,2.36127672,1.93798537,0.00000000
-4.69134567,6.79785947,0.70007444,2.17022405,0.02487519,0.46596656,1.94303614,2.32560995,1.91164326,0.00000000
-4.68534267,6.70703439,0.70341620,2.13076521,0.02506732,0.45982474,1.93516054,2.29550845,1.88532255,0.00000000
-4.67933967,6.61724172,0.70685764,2.08765821,0.02533871,0.45330616,1.92522287,2.27148564,1.85931091,0.00000000
-4.67333667,6.52923147,0.71027138,2.04122938,0.02568270,0.44641008,1.91326295,2.25391689,1.83386924,0.00000000
-4.66733367,6.44363354,0.71351942,1.99183296,0.02609076,0.43913931,1.89934193,2.24303148,1.80922832,0.00000000
-4.66133067,6.36095364,0.71645847,1.93984753,0.02655268,0.43150161,1.88354248,2.23890862,1.78558683,0.00000000
-4.65532766,6.28157461,0.71894595,1.88567243,0.02705694,0.42351119,1.86596898,2.24147761,1.76311087,0.00000000
-4.64932466,6.20576293,0.72084646,1.82972451,0.02759100,0.41519009,1.84674782,2.25052235,1.74193486,0.00000000
-4.64332166,6.13368002,0.72203832,1.77243500,0.02814175,0.40656947,1.82602780,2.26568994,1.72216377,0.00000000
