energy_ev,total_up,total_down,Li_s_up,Li_s_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.62181091,3.90307567,-3.90307567,0.52897599,-0.52897599,0.02764434,-0.02764434,0.65737920,-0.65737920,1.67483862,-1.67483862,0.59584648,-0.59584648,0.04978340,-0.04978340,1.53580048,-1.53580048
-5.61580790,3.97602337,-3.97602337,0.54017985,-0.54017985,0.02804277,-0.02804277,0.66590169,-0.66590169,1.70770671,-1.70770671,0.60826998,-0.60826998,0.05101890,-0.05101890,1.57028799,-1.57028799
-5.60980490,4.03339734,-4.03339734,0.54883577,-0.54883577,0.02831959,-0.02831959,0.67167486,-0.67167486,1.73313230,-1.73313230,0.61862228,-0.61862228,0.05212361,-0.05212361,1.59882151,-1.59882151
-5.60380190,4.07462674,-4.07462674,0.55480651,-0.55480651,0.02846808,-0.02846808,0.67467468,-0.67467468,1.75081103,-1.75081103,0.62678495,-0.62678495,0.05309690,-0.05309690,1.62107922,-1.62107922
-5.59779890,4.09938117,-4.09938117,0.55799626,-0.55799626,0.02848343,-0.02848343,0.67491657,-0.67491657,1.76055027,-1.76055027,0.63266911,-0.63266911,0.05394008,-0.05394008,1.63683456,-1.63683456
-5.59179590,4.10757005,-4.10757005,0.55835255,-0.55835255,0.02836293,-0.02836293,0.67245319,-0.67245319,1.76227109,-1.76227109,0.63621653,-0.63621653,0.05465596,-0.05465596,1.64595872,-1.64595872
-5.58579290,4.09933792,-4.09933792,0.55586740,-0.55586740,0.02810613,-0.02810613,0.66737150,-0.66737150,1.75600795,-1.75600795,0.63740058,-0.63740058,0.05524857,-0.05524857,1.64842152,-1.64842152
-5.57978989,4.07505570,-4.07505570,0.55057745,-0.55057745,0.02771490,-0.02771490,0.65978924,-0.65978924,1.74190596,-1.74190596,0.63622663,-0.63622663,0.05572276,-0.05572276,1.64429064,-1.64429064
-5.57378689,4.03530842,-4.03530842,0.54256311,-0.54256311,0.02719352,-0.02719352,0.64985097,-0.64985097,1.72021622,-1.72021621,0.63273215,-0.63273215,0.05608383,-0.05608383,1.63372908,-1.63372908
-5.56778389,3.98087953,-3.98087953,0.53194689,-0.53194689,0.02654867,-0.02654867,0.63772390,-0.63772390,1.69128896,-1.69128896,0.62698626,-0.62698626,0.05633725,-0.05633725,1.61699112,-1.61699112
-5.56178089,3.91273227,-3.91273227,0.51889065,-0.51889065,0.02578935,-0.02578935,0.62359341,-0.62359341,1.65556514,-1.65556514,0.61908868,-0.61908868,0.05648835,-0.05648835,1.59441661,-1.59441661
-5.55577789,3.83198851,-3.83198851,0.50359207,-0.50359207,0.02492677,-0.02492677,0.60765863,-0.60765863,1.61356635,-1.61356635,0.60916822,-0.60916822,0.05654211,-0.05654211,1.56642392,-1.56642392
-5.54977489,3.73990549,-3.73990549,0.48628031,-0.48628031,0.02397415,-0.02397415,0.59012810,-0.59012810,1.56588359,-1.56588359,0.59738056,-0.59738056,0.05650303,-0.05650303,1.53350145,-1.53350145
-5.54377189,3.63785095,-3.63785095,0.46721102,-0.46721102,0.02294645,-0.02294645,0.57121560,-0.57121560,1.51316496,-1.51316496,0.58390554,-0.58390554,0.05637499,-0.05637499,1.49619799,-1.49619799
-5.53776888,3.52727722,-3.52727722,0.44666075,-0.44666075,0.02186007,-0.02186007,0.55113625,-0.55113625,1.45610276,-1.45610276,0.56894385,-0.56894385,0.05616130,-0.05616130,1.45511218,-1.45511217
-5.53176588,3.40969468,-3.40969468,0.42492110,-0.42492110,0.02073254,-0.02073254,0.53010310,-0.53010310,1.39542010,-1.39542010,0.55271328,-0.55271328,0.05586478,-0.05586478,1.41088102,-1.41088102
-5.52576288,3.28664529,-3.28664529,0.40229250,-0.40229250,0.01958206,-0.01958206,0.50832401,-0.50832401,1.33185749,-1.33185749,0.53544461,-0.53544461,0.05548782,-0.05548782,1.36416804,-1.36416804
-5.51975988,3.15967663,-3.15967663,0.37907812,-0.37907812,0.01842720,-0.01842720,0.48599914,-0.48599914,1.26615958,-1.26615958,0.51737712,-0.51737712,0.05503269,-0.05503269,1.31565100,-1.31565099
-5.51375688,3.03031689,-3.03031689,0.35557775,-0.35557775,0.01728643,-0.01728643,0.46331888,-0.46331888,1.19906237,-1.19906237,0.49875416,-0.49875416,0.05450166,-0.05450166,1.26600965,-1.26600964
-5.50775388,2.90005142,-2.90005141,0.33208210,-0.33208210,0.01617778,-0.01617778,0.44046232,-0.44046232,1.13128117,-1.13128117,0.47981850,-0.47981850,0.05389735,-0.05389735,1.21591369,-1.21591369
-5.50175088,2.77030109,-2.77030109,0.30886749,-0.30886749,0.01511848,-0.01511848,0.41759626,-0.41759626,1.06349952,-1.06349952,0.46080803,-0.46080803,0.05322298,-0.05322298,1.16601118,-1.16601118
-5.49574787,2.64240295,-2.64240295,0.28619108,-0.28619108,0.01412462,-0.01412462,0.39487456,-0.39487456,0.99635927,-0.99635927,0.44195154,-0.44195154,0.05248258,-0.05248258,1.11691764,-1.11691764
-5.48974487,2.51759323,-2.51759322,0.26428683,-0.26428683,0.01321089,-0.01321089,0.37243806,-0.37243806,0.93045203,-0.93045203,0.42346503,-0.42346503,0.05168127,-0.05168127,1.06920606,-1.06920606
-5.48374187,2.39699301,-2.39699301,0.24336220,-0.24336220,0.01239035,-0.01239035,0.35041474,-0.35041474,0.86631198,-0.86631198,0.40554843,-0.40554843,0.05082540,-0.05082540,1.02339799,-1.02339799
-5.47773887,2.28159665,-2.28159664,0.22359564,-0.22359564,0.01167427,-0.01167427,0.32892017,-0.32892017,0.80441040,-0.80441040,0.38838290,-0.38838290,0.04992261,-0.04992261,0.97995581,-0.97995581
-5.47173587,2.17226285,-2.17226285,0.20513487,-0.20513487,0.01107197,-0.01107197,0.30805819,-0.30805819,0.74515162,-0.74515162,0.37212873,-0.37212873,0.04898188,-0.04898188,0.93927638,-0.93927638
-5.46573287,2.06970845,-2.06970845,0.18809603,-0.18809603,0.01059082,-0.01059082,0.28792164,-0.28792164,0.68887061,-0.68887061,0.35692387,-0.35692387,0.04801344,-0.04801344,0.90168605,-0.90168605
-5.45972986,1.97450474,-1.97450474,0.17256354,-0.17256354,0.01023614,-0.01023614,0.26859314,-0.26859314,0.63583217,-0.63583217,0.34288304,-0.34288304,0.04702853,-0.04702853,0.86743720,-0.86743720
-5.45372686,1.88707630,-1.88707630,0.15859075,-0.15859075,0.01001128,-0.01001128,0.25014584,-0.25014584,0.58623151,-0.58623151,0.33009747,-0.33009747,0.04603915,-0.04603915,0.83670619,-0.83670619
-5.44772386,1.80770199,-1.80770199,0.14620117,-0.14620117,0.00991765,-0.00991765,0.23264407,-0.23264407,0.54019615,-0.54019615,0.31863510,-0.31863510,0.04505773,-0.04505773,0.80959282,-0.80959282
-5.44172086,1.73651818,-1.73651818,0.13539036,-0.13539036,0.00995480,-0.00995480,0.21614381,-0.21614381,0.49778918,-0.49778918,0.30854128,-0.30854128,0.04409660,-0.04409660,0.78612126,-0.78612126
-5.43571786,1.67352391,-1.67352391,0.12612819,-0.12612819,0.01012052,-0.01012052,0.20069296,-0.20069296,0.45901338,-0.45901338,0.29983984,-0.29983984,0.04316758,-0.04316758,0.76624239,-0.76624239
-5.42971486,1.61858778,-1.61858778,0.11836158,-0.11836158,0.01041097,-0.01041097,0.18633155,-0.18633155,0.42381642,-0.42381642,0.29253440,-0.29253440,0.04228146,-0.04228146,0.74983746,-0.74983746
-5.42371186,1.57145658,-1.57145658,0.11201746,-0.11201746,0.01082079,-0.01082079,0.17309158,-0.17309158,0.39209661,-0.39209661,0.28660991,-0.28660991,0.04144747,-0.04144747,0.73672310,-0.73672310
-5.41770885,1.53176541,-1.53176541,0.10700604,-0.10700604,0.01134323,-0.01134323,0.16099682,-0.16099682,0.36370932,-0.36370932,0.28203431,-0.28203431,0.04067280,-0.04067280,0.72665743,-0.72665743
-5.41170585,1.49904912,-1.49904912,0.10322406,-0.10322406,0.01197027,-0.01197027,0.15006247,-0.15006247,0.33847364,-0.33847364,0.27876016,-0.27876016,0.03996228,-0.03996228,0.71934728,-0.71934728
-5.40570285,1.47275499,-1.47275499,0.10055816,-0.10055816,0.01269279,-0.01269279,0.14029462,-0.14029462,0.31617932,-0.31617932,0.27672633,-0.27672633,0.03931795,-0.03931795,0.71445632,-0.71445632
-5.39969985,1.45225651,-1.45225651,0.09888823,-0.09888823,0.01350062,-0.01350062,0.13168985,-0.13168985,0.29659366,-0.29659366,0.27585952,-0.27585952,0.03873896,-0.03873896,0.71161401,-0.71161401
-5.39369685,1.43686792,-1.43686792,0.09809064,-0.09809064,0.01438274,-0.01438274,0.12423463,-0.12423463,0.27946837,-0.27946837,0.27607575,-0.27607575,0.03822147,-0.03822147,0.71042506,-0.71042506
-5.38769385,1.42585952,-1.42585952,0.09804130,-0.09804130,0.01532736,-0.01532736,0.11790497,-0.11790497,0.26454603,-0.26454603,0.27728166,-0.27728166,0.03775869,-0.03775869,0.71047939,-0.71047939
-5.38169085,1.41847333,-1.41847333,0.09861858,-0.09861858,0.01632206,-0.01632206,0.11266605,-0.11266605,0.25156639,-0.25156639,0.27937572,-0.27937572,0.03734117,-0.03734117,0.71136218,-0.71136218
-5.37568784,1.41393901,-1.41393901,0.09970595,-0.09970595,0.01735392,-0.01735392,0.10847210,-0.10847210,0.24027194,-0.24027194,0.28224940,-0.28224940,0.03695709,-0.03695709,0.71266396,-0.71266396
-5.36968484,1.41148957,-1.41148957,0.10119438,-0.10119438,0.01840964,-0.01840964,0.10526643,-0.10526643,0.23041319,-0.23041319,0.28578816,-0.28578816,0.03659276,-0.03659276,0.71399042,-0.71399042
-5.36368184,1.41037687,-1.41037686,0.10298445,-0.10298445,0.01947569,-0.01947569,0.10298173,-0.10298173,0.22175311,-0.22175311,0.28987258,-0.28987258,0.03623322,-0.03623322,0.71497167,-0.71497167
-5.35767884,1.40988629,-1.40988629,0.10498816,-0.10498816,0.02053848,-0.02053848,0.10154061,-0.10154061,0.21407102,-0.21407102,0.29437945,-0.29437945,0.03586289,-0.03586289,0.71527085,-0.71527085
-5.35167584,1.40935064,-1.40935064,0.10713035,-0.10713035,0.02158448,-0.02158448,0.10085644,-0.10085644,0.20716578,-0.20716578,0.29918302,-0.29918302,0.03546627,-0.03546627,0.71459176,-0.71459176
-5.34567284,1.40816272,-1.40816271,0.10934988,-0.10934988,0.02260041,-0.02260041,0.10083443,-0.10083443,0.20085827,-0.20085827,0.30415643,-0.30415643,0.03502866,-0.03502866,0.71268544,-0.71268544
-5.33966983,1.40578653,-1.40578653,0.11160039,-0.11160039,0.02357341,-0.02357341,0.10137302,-0.10137302,0.19499309,-0.19499309,0.30917337,-0.30917337,0.03453689,-0.03453689,0.70935540,-0.70935540
-5.33366683,1.40176685,-1.40176685,0.11385076,-0.11385076,0.02449124,-0.02449124,0.10236549,-0.10236549,0.18943972,-0.18943972,0.31410996,-0.31410996,0.03397991,-0.03397991,0.70446157,-0.70446157
-5.32766383,1.39573694,-1.39573694,0.11608519,-0.11608519,0.02534242,-0.02534242,0.10370182,-0.10370182,0.18409293,-0.18409293,0.31884700,-0.31884700,0.03334942,-0.03334942,0.69792265,-0.69792265
-5.32166083,1.38742428,-1.38742428,0.11830293,-0.11830293,0.02611647,-0.02611647,0.10527075,-0.10527075,0.17887259,-0.17887259,0.32327232,-0.32327232,0.03264027,-0.03264027,0.68971710,-0.68971710
-5.31565783,1.37665423,-1.37665423,0.12051770,-0.12051770,0.02680402,-0.02680402,0.10696191,-0.10696191,0.17372296,-0.17372296,0.32728352,-0.32728352,0.03185080,-0.03185080,0.67988247,-0.67988247
-5.30965483,1.36335152,-1.36335152,0.12275671,-0.12275671,0.02739704,-0.02739704,0.10866807,-0.10866807,0.16861148,-0.16861148,0.33079067,-0.33079067,0.03098302,-0.03098302,0.66851329,-0.66851329
-5.30365183,1.34753944,-1.34753944,0.12505938,-0.12505938,0.02788891,-0.02788891,0.11028740,-0.11028740,0.16352706,-0.16352706,0.33371908,-0.33371908,0.03004264,-0.03004264,0.65575755,-0.65575755
-5.29764882,1.32933691,-1.32933691,0.12747573,-0.12747573,0.02827461,-0.02827461,0.11172564,-0.11172564,0.15847806,-0.15847806,0.33601199,-0.33601199,0.02903891,-0.02903891,0.64181181,-0.64181181
-5.29164582,1.30895311,-1.30895311,0.13006446,-0.13006446,0.02855074,-0.02855074,0.11289811,-0.11289811,0.15348992,-0.15348992,0.33763291,-0.33763291,0.02798442,-0.02798442,0.62691509,-0.62691509
-5.28564282,1.28668004,-1.28668004,0.13289069,-0.13289069,0.02871561,-0.02871561,0.11373156,-0.11373156,0.14860252,-0.14860252,0.33856752,-0.33856752,0.02689463,-0.02689463,0.61134168,-0.61134168
-5.27963982,1.26288287,-1.26288287,0.13602350,-0.13602350,0.02876923,-0.02876923,0.11416564,-0.11416564,0.14386737,-0.14386737,0.33882496,-0.33882496,0.02578742,-0.02578742,0.59539308,-0.59539308
-5.27363682,1.23798822,-1.23798822,0.13953317,-0.13953317,0.02871328,-0.02871328,0.11415410,-0.11415410,0.13934463,-0.13934463,0.33843833,-0.33843833,0.02468244,-0.02468244,0.57938915,-0.57938915
-5.26763382,1.21247067,-1.21247067,0.14348829,-0.14348829,0.02855103,-0.02855103,0.11366545,-0.11366545,0.13510009,-0.13510009,0.33746427,-0.33746427,0.02360044,-0.02360044,0.56365874,-0.56365874
-5.26163082,1.18683758,-1.18683758,0.14795270,-0.14795270,0.02828719,-0.02828719,0.11268334,-0.11268334,0.13120201,-0.13120201,0.33598157,-0.33598157,0.02256261,-0.02256261,0.54853001,-0.54853001
