energy_ev,total_up,In_p_up,In_d_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-5.42971486,4.74044368,0.59544163,0.00723290,0.07054306,1.98516130,0.85363806,1.27227131
-5.42371186,4.75500964,0.59866933,0.00724876,0.07016017,1.99207169,0.83147670,1.28078571
-5.41770885,4.74557206,0.59803550,0.00722033,0.06956209,1.99064670,0.80971269,1.28359693
-5.41170585,4.71190813,0.59356016,0.00714813,0.06872524,1.98070804,0.78806767,1.28063275
-5.40570285,4.65449170,0.58534585,0.00703366,0.06763526,1.96239060,0.76636832,1.27203150
-5.39969985,4.57449757,0.57357507,0.00687941,0.06628779,1.93615146,0.74455865,1.25814742
-5.39369685,4.47378305,0.55850534,0.00668876,0.06468886,1.90276850,0.72270729,1.23954915
-5.38769385,4.35484768,0.54046179,0.00646591,0.06285496,1.86332866,0.70100987,1.21701155
-5.38169085,4.22077269,0.51982792,0.00621572,0.06081273,1.81920614,0.67978645,1.19150087
-5.37568784,4.07514299,0.49703468,0.00594365,0.05859831,1.77203152,0.65947452,1.16415390
-5.36968484,3.92195453,0.47254850,0.00565556,0.05625647,1.72365266,0.64061797,1.13625162
-5.36368184,3.76551067,0.44685866,0.00535755,0.05383947,1.67608890,0.62385254,1.10918833
-5.35767884,3.61031139,0.42046453,0.00505585,0.05140582,1.63148000,0.60988855,1.08443708
-5.35167584,3.46093893,0.39386312,0.00475664,0.04901881,1.59203133,0.59949144,1.06351257
-5.34567284,3.32194373,0.36753739,0.00446589,0.04674514,1.55995723,0.59346102,1.04793246
-5.33966983,3.19773394,0.34194571,0.00418930,0.04465342,1.53742378,0.59260991,1.03917825
-5.33366683,3.09247157,0.31751258,0.00393212,0.04281276,1.52649298,0.59774204,1.03865675
-5.32766383,3.00997784,0.29462109,0.00369908,0.04129141,1.52906935,0.60963168,1.04766317
-5.32166083,2.95364985,0.27360698,0.00349434,0.04015548,1.54685069,0.62900367,1.06734669
-5.31565783,2.92639007,0.25475448,0.00332142,0.03946773,1.58128391,0.65651524,1.09867947
-5.30965483,2.93054984,0.23829383,0.00318316,0.03928651,1.63352701,0.69274004,1.14242969
-5.30365183,2.96788755,0.22440036,0.00308174,0.03966467,1.70441823,0.73815448,1.19913955
-5.29764882,3.03954159,0.21319508,0.00301866,0.04064869,1.79445289,0.79312694,1.26910845
-5.29164582,3.14601815,0.20474641,0.00299475,0.04227776,1.90376849,0.85790981,1.35238211
-5.28564282,3.28719329,0.19907302,0.00301023,0.04458294,2.03213848,0.93263464,1.44874771
-5.27963982,3.46232854,0.19614740,0.00306475,0.04758643,2.17897474,1.01731021,1.55773529
-5.27363682,3.67009914,0.19590013,0.00315740,0.05130078,2.34333862,1.11182356,1.67862537
-5.26763382,3.90863344,0.19822437,0.00328683,0.05572830,2.52396030,1.21594364,1.81046262
-5.26163082,4.17556220,0.20298073,0.00345124,0.06086039,2.71926578,1.32932718,1.95207517
-5.25562781,4.46807580,0.21000198,0.00364848,0.06667713,2.92741060,1.45152637,2.10209894
-5.24962481,4.78298763,0.21909778,0.00387608,0.07314686,3.14631924,1.58199770,2.25900624
-5.24362181,5.11680153,0.23005919,0.00413133,0.08022601,3.37372873,1.72011131,2.42113765
-5.23761881,5.46578104,0.24266277,0.00441128,0.08785910,3.60723513,1.86516014,2.58673612
-5.23161581,5.82601833,0.25667439,0.00471281,0.09597902,3.84434095,2.01636817,2.75398210
-5.22561281,6.19350067,0.27185268,0.00503264,0.10450749,4.08250211,2.17289714,2.92102836
-5.21960980,6.56417254,0.28795196,0.00536740,0.11335587,4.31917264,2.33385126,3.08603349
-5.21360680,6.93399166,0.30472481,0.00571356,0.12242628,4.55184570,2.49827949,3.24719281
-5.20760380,7.29897787,0.32192428,0.00606755,0.13161295,4.77808970,2.66517539,3.40276589
-5.20160080,7.65525396,0.33930570,0.00642566,0.14080385,4.99557869,2.83347463,3.55109990
-5.19559780,7.99907847,0.35662823,0.00678414,0.14988264,5.20211644,3.00205066,3.69064843
-5.18959480,8.32687071,0.37365621,0.00713914,0.15873076,5.39565424,3.16970921,3.81998567
-5.18359180,8.63522923,0.39016029,0.00748673,0.16722963,5.57430284,3.33518276,3.93781604
-5.17758879,8.92094498,0.40591866,0.00782293,0.17526297,5.73633928,3.49712595,4.04298004
-5.17158579,9.18101139,0.42071809,0.00814372,0.18271915,5.88020983,3.65411348,4.13445665
-5.16558279,9.41263318,0.43435533,0.00844504,0.18949341,6.00453044,3.80464176,4.21136366
-5.15957979,9.61323640,0.44663850,0.00872289,0.19549000,6.10808622,3.94713552,4.27295650
-5.15357679,9.78048142,0.45738877,0.00897332,0.20062407,6.18983148,4.07996057,4.31862699
-5.14757379,9.91228085,0.46644239,0.00919252,0.20482333,6.24889169,4.20144340,4.34790263
-5.14157079,10.00682326,0.47365284,0.00937688,0.20802943,6.28456852,4.30989798,4.36044741
-5.13556778,10.06260326,0.47889329,0.00952311,0.21019894,6.29634845,4.40365956,4.35606445
-5.12956478,10.07845756,0.48205918,0.00962827,0.21130407,6.28391538,4.48112492,4.33470078
-5.12356178,10.05360583,0.48307092,0.00968993,0.21133296,6.24716675,4.54079768,4.29645414
-5.11755878,9.98769434,0.48187642,0.00970620,0.21028964,6.18623235,4.58133719,4.24158113
-5.11155578,9.88083994,0.47845348,0.00967586,0.20819367,6.10149464,4.60160856,4.17050621
-5.10555278,9.73367106,0.47281179,0.00959841,0.20507946,5.99360867,4.60073178,4.08383033
-5.09954977,9.54736242,0.46499436,0.00947415,0.20099532,5.86351990,4.57812700,3.98233810
-5.09354677,9.32366003,0.45507829,0.00930420,0.19600226,5.71247764,4.53355362,3.86700231
-5.08754377,9.06489327,0.44317472,0.00909053,0.19017260,5.54204241,4.46714068,3.73898458
-5.08154077,8.77397141,0.42942789,0.00883593,0.18358842,5.35408513,4.37940656,3.59963115
-5.07553777,8.45436242,0.41401319,0.00854399,0.17633982,5.15077703,4.27126638,3.45046299
-5.06953477,8.11005320,0.39713427,0.00821904,0.16852324,4.93456919,4.14402623,3.29315985
-5.06353177,7.74549098,0.37901926,0.00786604,0.16023956,4.70816141,3.99936392,3.12953795
-5.05752876,7.36550682,0.35991607,0.00749049,0.15159234,4.47446069,3.83929665,2.96152184
-5.05152576,6.97522323,0.34008713,0.00709828,0.14268596,4.23653015,3.66613691,2.79111082
-5.04552276,6.57994872,0.31980344,0.00669555,0.13362391,3.99752977,3.48243827,2.62034104
-5.03951976,6.18506287,0.29933852,0.00628853,0.12450717,3.76065099,3.29093338,2.45124446
-5.03351676,5.79589596,0.27896205,0.00588343,0.11543264,3.52904728,3.09446692,2.28580620
-5.02751376,5.41760779,0.25893381,0.00548620,0.10649182,3.30576334,2.89592646,2.12592172
-5.02151076,5.05507003,0.23949789,0.00510247,0.09776965,3.09366547,2.69817412,1.97335556
-5.01550775,4.71275645,0.22087747,0.00473736,0.08934355,2.89537579,2.50398192,1.82970304
-5.00950475,4.39464514,0.20327028,0.00439540,0.08128269,2.71321269,2.31597346,1.69635650
-5.00350175,4.10413597,0.18684497,0.00408044,0.07364757,2.54913974,2.13657403,1.57447701
-4.99749875,3.84398610,0.17173836,0.00379555,0.06648975,2.40472491,1.96797089,1.46497281
-4.99149575,3.61626554,0.15805372,0.00354300,0.05985193,2.28111142,1.81208472,1.36848484
-4.98549275,3.42233374,0.14586004,0.00332426,0.05376821,2.17900126,1.67055278,1.28538001
-4.97948974,3.26283770,0.13519225,0.00313995,0.04826459,2.09865181,1.54472353,1.21575206
-4.97348674,3.13773096,0.12605241,0.00298992,0.04335964,2.03988546,1.43566212,1.15943005
-4.96748374,3.04631224,0.11841170,0.00287327,0.03906532,2.00211187,1.34416537,1.11599379
-4.96148074,2.98728187,0.11221307,0.00278844,0.03538792,1.98436175,1.27078463,1.08479579
-4.95547774,2.95881345,0.10737458,0.00273326,0.03232906,1.98533101,1.21585459,1.06498863
-4.94947474,2.95863784,0.10379307,0.00270508,0.02988664,2.00343338,1.17952570,1.05555702
-4.94347174,2.98413600,0.10134832,0.00270083,0.02805580,2.03685967,1.16179799,1.05535309
-4.93746873,3.03243726,0.09990715,0.00271718,0.02682973,2.08364126,1.16255409,1.06313403
-4.93146573,3.10051916,0.09932782,0.00275061,0.02620037,2.14171569,1.18158908,1.07760051
-4.92546273,3.18530525,0.09946413,0.00279751,0.02615895,2.20899157,1.21863564,1.09743496
-4.91945973,3.28375718,0.10016944,0.00285434,0.02669621,2.28341060,1.27338257,1.12133808
-4.91345673,3.39295776,0.10130041,0.00291763,0.02780255,2.36300435,1.34548582,1.14806279
-4.90745373,3.51018217,0.10272023,0.00298418,0.02946785,2.44594359,1.43457127,1.17644428
-4.90145073,3.63295481,0.10430154,0.00305101,0.03168109,2.53057846,1.54022912,1.20542545
-4.89544772,3.75909021,0.10592874,0.00311551,0.03442980,2.61546814,1.66200024,1.23407685
-4.88944472,3.88671694,0.10749982,0.00317545,0.03769934,2.69939911,1.79935558,1.26161082
-4.88344172,4.01428439,0.10892753,0.00322897,0.04147208,2.78139168,1.95166984,1.28738941
-4.87743872,4.14055318,0.11014015,0.00327466,0.04572651,2.86069512,2.11819157,1.31092618
-4.87143572,4.26457078,0.11108157,0.00331150,0.05043641,2.93677224,2.29801168,1.33188222
-4.86543272,4.38563454,0.11171099,0.00333885,0.05557004,3.00927485,2.49003301,1.35005680
-4.85942971,4.50324522,0.11200219,0.00335643,0.06108956,3.07801200,2.69294365,1.36537363
-4.85342671,4.61705450,0.11194234,0.00336430,0.06695060,3.14291332,2.90519634,1.37786345
-4.84742371,4.72681011,0.11153071,0.00336275,0.07310214,3.20399001,3.12499667,1.38764440
-4.84142071,4.83230249,0.11077700,0.00335230,0.07948667,3.26129601,3.35030180,1.39490105
-4.83541771,4.93331665,0.10969976,0.00333366,0.08604076,3.31489200,3.57883158,1.39986344
-4.82941471,5.02959219,0.10832464,0.00330761,0.09269587,3.36481438,3.80809262,1.40278731
-4.82341171,5.12079441,0.10668280,0.00327502,0.09937962,3.41105131,4.03541586,1.40393637
-4.81740870,5.20649783,0.10480938,0.00323678,0.10601728,3.45352687,4.25800670,1.40356755
-4.81140570,5.28618332,0.10274212,0.00319377,0.11253350,3.49209440,4.47300651,1.40191967
-4.80540270,5.35924834,0.10052021,0.00314683,0.11885429,3.52653887,4.67756328,1.39920595
-4.79939970,5.42502941,0.09818333,0.00309673,0.12490902,3.55658780,4.86890855,1.39561028
-4.79339670,5.48283452,0.09577077,0.00304420,0.13063246,3.58192961,5.04443719,1.39128709
-4.78739370,5.53198303,0.09332086,0.00298989,0.13596659,3.60223753,5.20178650,1.38636433
-4.78139070,5.57184950,0.09087040,0.00293437,0.14086237,3.61719726,5.33891049,1.38094883
-4.77538769,5.60190813,0.08845427,0.00287817,0.14528099,3.62653593,5.45414574,1.37513344
-4.76938469,5.62177418,0.08610502,0.00282176,0.14919489,3.63005010,5.54626526,1.36900494
-4.76338169,5.63123917,0.08385250,0.00276555,0.15258818,3.62763070,5.61451749,1.36265209
-4.75737869,5.63029704,0.08172351,0.00270993,0.15545663,3.61928294,5.65864813,1.35617288
-4.75137569,5.61915926,0.07974138,0.00265524,0.15780710,3.60513980,5.67890355,1.34968056
-4.74537269,5.59825772,0.07792550,0.00260182,0.15965651,3.58546820,5.67601536,1.34330797
-4.73936968,5.56823513,0.07629090,0.00254993,0.16103032,3.56066746,5.65116675,1.33720985
-4.73336668,5.52992356,0.07484776,0.00249984,0.16196065,3.53126034,5.60594241,1.33156319
-4.72736368,5.48431276,0.07360099,0.00245173,0.16248414,3.49787745,5.54226418,1.32656575
-4.72136068,5.43251041,0.07254986,0.00240577,0.16263959,3.46123626,5.46231611,1.32243301
-4.71535768,5.37569722,0.07168779,0.00236202,0.16246567,3.42211635,5.36846236,1.31939404
-4.70935468,5.31507988,0.07100226,0.00232049,0.16199868,3.38133261,5.26316221,1.31768663
-4.70335168,5.25184509,0.07047491,0.00228110,0.16127049,3.33970831,5.14888632,1.31755230
-4.69734867,5.18711756,0.07008193,0.00224369,0.16030699,3.29804969,5.02803808,1.31923143
-4.69134567,5.12192459,0.06979459,0.00220799,0.15912677,3.25712357,4.90288372,1.32295896
-4.68534267,5.05716909,0.06958013,0.00217368,0.15774055,3.21763908,4.77549392,1.32896070
-4.67933967,4.99361218,0.06940276,0.00214033,0.15615094,3.18023407,4.64769904,1.33745031
-4.67333667,4.93186585,0.06922492,0.00210748,0.15435295,3.14546663,4.52105925,1.34862681
-4.66733367,4.87239508,0.06900868,0.00207461,0.15233488,3.11381112,4.39684961,1.36267232
-4.66133067,4.81552829,0.06871720,0.00204120,0.15007976,3.08565828,4.27605966,1.37974956
-4.65532766,4.76147440,0.06831624,0.00200674,0.14756712,3.06131832,4.15940598,1.39999881
-4.64932466,4.71034415,0.06777565,0.00197074,0.14477507,3.04102576,4.04735554,1.42353386
-4.64332166,4.66217337,0.06707069,0.00193278,0.14168248,3.02494482,3.94015744,1.45043654
-4.63731866,4.61694581,0.06618324,0.00189253,0.13827113,3.01317417,3.83787993,1.48074973
-4.63131566,4.57461330,0.06510278,0.00184978,0.13452784,3.00575003,3.74045010,1.51446878
-4.62531266,4.53511177,0.06382709,0.00180441,0.13044625,3.00264709,3.64769325,1.55153162
-4.61930965,4.49837165,0.06236271,0.00175647,0.12602832,3.00377688,3.55936973,1.59180791
-4.61330665,4.46432268,0.06072501,0.00170612,0.12128533,3.00898388,3.47520729,1.63508810
-4.60730365,4.43289294,0.05893813,0.00165367,0.11623849,3.01803999,3.39492771,1.68107307
-4.60130065,4.40400332,0.05703449,0.00159957,0.11091900,3.03063819,3.31826693,1.72936558
-4.59529765,4.37755866,0.05505417,0.00154439,0.10536761,3.04638684,3.24498878,1.77946444
-4.58929465,4.35343747,0.05304399,0.00148878,0.09963376,3.06480587,3.17489260,1.83076256
-4.58329165,4.33148209,0.05105651,0.00143351,0.09377430,3.08532619,3.10781588,1.88254973
-4.57728864,4.31149125,0.04914882,0.00137938,0.08785190,3.10729361,3.04363287,1.93402077
-4.57128564,4.29321660,0.04738129,0.00132724,0.08193324,3.12997804,2.98225074,1.98428950
-4.56528264,4.27636444,0.04581625,0.00127797,0.07608701,3.15258856,2.92360432,2.03240844
-4.55927964,4.26060324,0.04451661,0.00123244,0.07038198,3.17429410,2.86765082,2.07739383
-4.55327664,4.24557676,0.04354448,0.00119147,0.06488502,3.19424926,2.81436511,2.11825512
-4.54727364,4.23092216,0.04295982,0.00115586,0.05965928,3.21162407,2.76373636,2.15402771
-4.54127064,4.21629156,0.04281903,0.00112633,0.05476259,3.22563609,2.71576588,2.18380733
-4.53526763,4.20137526,0.04317361,0.00110354,0.05024608,3.23558278,2.67046621,2.20678435
-4.52926463,4.18592430,0.04406878,0.00108804,0.04615305,3.24087216,2.62786075,2.22227614
-4.52326163,4.16977017,0.04554214,0.00108028,0.04251815,3.24104943,2.58798340,2.22975549
-4.51725863,4.15283939,0.04762241,0.00108060,0.03936689,3.23581760,2.55087730,2.22887359
-4.51125563,4.13516110,0.05032810,0.00108922,0.03671534,3.22505047,2.51659207,2.21947592
-4.50525263,4.11686651,0.05366641,0.00110622,0.03457013,3.20879673,2.48517887,2.20161025
-4.49924962,4.09817952,0.05763214,0.00113156,0.03292873,3.18727476,2.45668312,2.17552597
-4.49324662,4.07939888,0.06220685,0.00116505,0.03177986,3.16085813,2.43113484,2.14166496
-4.48724362,4.06087276,0.06735821,0.00120636,0.03110411,3.13005267,2.40853712,2.10064423
-4.48124062,4.04296776,0.07303972,0.00125503,0.03087474,3.09546661,2.38885346,2.05323155
-4.47523762,4.02603456,0.07919069,0.00131045,0.03105857,3.05777571,2.37199509,2.00031529
-4.46923462,4.01037326,0.08573673,0.00137189,0.03161700,3.01768582,2.35780965,1.94287037
-4.46323162,3.99620134,0.09259071,0.00143852,0.03250714,2.97589531,2.34607253,1.88192206
-4.45722861,3.98362716,0.09965416,0.00150939,0.03368297,2.93306014,2.33648244,1.81850983
-4.45122561,3.97263184,0.10681924,0.00158351,0.03509661,2.88976377,2.32866219,1.75365303
-4.44522261,3.96306128,0.11397112,0.00165985,0.03669959,2.84649387,2.32216576,1.68832015
-4.43921961,3.95462981,0.12099089,0.00173736,0.03844419,2.80362742,2.31649196,1.62340310
-4.43321661,3.94693580,0.12775872,0.00181506,0.04028471,2.76142484,2.31110472,1.55969751
-4.42721361,3.93948855,0.13415737,0.00189204,0.04217880,2.72003323,2.30545935,1.49788957
-4.42121061,3.93174500,0.14007571,0.00196754,0.04408857,2.67949822,2.29903368,1.43854957
-4.41520760,3.92315386,0.14541230,0.00204095,0.04598178,2.63978308,2.29136232,1.38213180
-4.40920460,3.91320401,0.15007870,0.00211191,0.04783268,2.60079333,2.28207213,1.32898001
-4.40320160,3.90147376,0.15400251,0.00218030,0.04962283,2.56240469,2.27091647,1.27933748
-4.39719860,3.88767707,0.15712979,0.00224628,0.05134155,2.52449204,2.25780592,1.23336039
-4.39119560,3.87170321,0.15942696,0.00231030,0.05298619,2.48695690,2.24283294,1.19113306
-4.38519260,3.85364655,0.16088189,0.00237314,0.05456206,2.44975135,2.22628847,1.15268380
-4.37918959,3.83382365,0.16150414,0.00243584,0.05608201,2.41289636,2.20866853,1.11800001
-4.37318659,3.81277589,0.16132449,0.00249970,0.05756578,2.37649318,2.19066975,1.08704143
-4.36718359,3.79125659,0.16039345,0.00256625,0.05903892,2.34072690,2.17317293,1.05975066
-4.36118059,3.77020274,0.15877914,0.00263717,0.06053152,2.30586186,2.15721493,1.03606047
-4.35517759,3.75069240,0.15656440,0.00271423,0.06207663,2.27222928,2.14394937,1.01589761
-4.34917459,3.73388976,0.15384338,0.00279919,0.06370848,2.24020807,2.13459780,0.99918313
-4.34317159,3.72098087,0.15071773,0.00289371,0.06546058,2.21020009,2.13039322,0.98582966
-4.33716858,3.71310343,0.14729251,0.00299930,0.06736376,2.18260162,2.13251854,0.97573609
-4.33116558,3.71127461,0.14367218,0.00311713,0.06944422,2.15777320,2.14204303,0.96878056
-4.32516258,3.71632122,0.13995664,0.00324805,0.07172170,2.13600976,2.15985985,0.96481251
-4.31915958,3.72881600,0.13623764,0.00339241,0.07420784,2.11751310,2.18662799,0.96364479
-4.31315658,3.74902417,0.13259566,0.00355007,0.07690479,2.10236871,2.22272177,0.96504663
-4.30715358,3.77686333,0.12909740,0.00372029,0.07980421,2.09052850,2.26819081,0.96873844
