energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,P_s_up,P_s_down,P_p_up,P_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.59179590,1.71086589,-1.71086239,0.74448240,-0.74448093,0.18631121,-0.18631087,0.01992661,-0.01992655,0.32465514,-0.32465440,0.03464591,-0.03464581,0.71173421,-0.71173282
-5.58579290,1.59685832,-1.59685503,0.69835600,-0.69835464,0.17408271,-0.17408239,0.01827053,-0.01827048,0.30201147,-0.30201077,0.03155244,-0.03155234,0.66570465,-0.66570334
-5.57978989,1.49086753,-1.49086450,0.65622309,-0.65622187,0.16266443,-0.16266413,0.01670574,-0.01670570,0.28091010,-0.28090946,0.02860501,-0.02860492,0.62305034,-0.62304915
-5.57378689,1.39430420,-1.39430148,0.61865642,-0.61865535,0.15222329,-0.15222303,0.01525354,-0.01525349,0.26162673,-0.26162616,0.02583915,-0.02583907,0.58434490,-0.58434383
-5.56778389,1.30830364,-1.30830126,0.58610962,-0.58610872,0.14290015,-0.14289991,0.01393201,-0.01393197,0.24439277,-0.24439226,0.02328492,-0.02328484,0.55003814,-0.55003721
-5.56178089,1.23372139,-1.23371936,0.55891438,-0.55891366,0.13480970,-0.13480950,0.01275603,-0.01275600,0.22939538,-0.22939494,0.02096692,-0.02096685,0.52045306,-0.52045228
-5.55577789,1.17113746,-1.17113580,0.53728122,-0.53728067,0.12804147,-0.12804131,0.01173733,-0.01173730,0.21677913,-0.21677877,0.01890452,-0.01890445,0.49578663,-0.49578599
-5.54977489,1.12086831,-1.12086703,0.52130339,-0.52130303,0.12266143,-0.12266131,0.01088465,-0.01088462,0.20664890,-0.20664862,0.01711225,-0.01711219,0.47611382,-0.47611333
-5.54377189,1.08298497,-1.08298406,0.51096358,-0.51096339,0.11871426,-0.11871418,0.01020400,-0.01020398,0.19907367,-0.19907347,0.01560032,-0.01560028,0.46139468,-0.46139434
-5.53776888,1.05733599,-1.05733544,0.50614270,-0.50614268,0.11622581,-0.11622578,0.00969895,-0.00969893,0.19409093,-0.19409081,0.01437522,-0.01437518,0.45148365,-0.45148345
-5.53176588,1.04357377,-1.04357357,0.50663050,-0.50663064,0.11520591,-0.11520592,0.00937094,-0.00937093,0.19171132,-0.19171129,0.01344029,-0.01344026,0.44614090,-0.44614083
-5.52576288,1.04118291,-1.04118304,0.51213727,-0.51213757,0.11565093,-0.11565098,0.00921962,-0.00921961,0.19192325,-0.19192329,0.01279642,-0.01279640,0.44504494,-0.44504499
-5.51975988,1.04950932,-1.04950975,0.52230639,-0.52230683,0.11754629,-0.11754639,0.00924312,-0.00924312,0.19469700,-0.19469712,0.01244257,-0.01244256,0.44780633,-0.44780649
-5.51375688,1.06778906,-1.06778978,0.53672717,-0.53672773,0.12086855,-0.12086868,0.00943834,-0.00943835,0.19998843,-0.19998863,0.01237626,-0.01237626,0.45398187,-0.45398212
-5.50775388,1.09517602,-1.09517699,0.55494774,-0.55494841,0.12558702,-0.12558719,0.00980116,-0.00980117,0.20774170,-0.20774196,0.01259402,-0.01259402,0.46308908,-0.46308940
-5.50175088,1.13076762,-1.13076880,0.57648754,-0.57648830,0.13166493,-0.13166515,0.01032657,-0.01032659,0.21789117,-0.21789150,0.01309159,-0.01309160,0.47462052,-0.47462090
-5.49574787,1.17362799,-1.17362937,0.60084933,-0.60085017,0.13905998,-0.13906023,0.01100880,-0.01100882,0.23036230,-0.23036270,0.01386410,-0.01386412,0.48805777,-0.48805820
-5.48974487,1.22280837,-1.22280991,0.62753025,-0.62753114,0.14772428,-0.14772457,0.01184129,-0.01184131,0.24507154,-0.24507200,0.01490606,-0.01490608,0.50288472,-0.50288517
-5.48374187,1.27736414,-1.27736580,0.65603187,-0.65603280,0.15760391,-0.15760424,0.01281668,-0.01281670,0.26192529,-0.26192581,0.01621120,-0.01621123,0.51859994,-0.51860041
-5.47773887,1.33636861,-1.33637037,0.68586906,-0.68587002,0.16863786,-0.16863822,0.01392669,-0.01392672,0.28081808,-0.28081865,0.01777226,-0.01777230,0.53472791,-0.53472838
-5.47173587,1.39892345,-1.39892529,0.71657742,-0.71657839,0.18075671,-0.18075709,0.01516201,-0.01516205,0.30163004,-0.30163067,0.01958064,-0.01958069,0.55082884,-0.55082929
-5.46573287,1.46416580,-1.46416768,0.74771929,-0.74772026,0.19388103,-0.19388145,0.01651209,-0.01651212,0.32422408,-0.32422475,0.02162596,-0.02162601,0.56650685,-0.56650727
-5.45972986,1.53127227,-1.53127418,0.77888816,-0.77888911,0.20791974,-0.20792018,0.01796495,-0.01796498,0.34844274,-0.34844345,0.02389563,-0.02389569,0.58141641,-0.58141680
-5.45372686,1.59946026,-1.59946217,0.80971156,-0.80971248,0.22276843,-0.22276889,0.01950704,-0.01950708,0.37410531,-0.37410605,0.02637443,-0.02637449,0.59526679,-0.59526714
-5.44772386,1.66798682,-1.66798871,0.83985247,-0.83985336,0.23830802,-0.23830851,0.02112310,-0.02112314,0.40100523,-0.40100600,0.02904403,-0.02904410,0.60782452,-0.60782482
-5.44172086,1.73614571,-1.73614756,0.86900928,-0.86901012,0.25440375,-0.25440425,0.02279601,-0.02279605,0.42890836,-0.42890914,0.03188274,-0.03188281,0.61891371,-0.61891396
-5.43571786,1.80326323,-1.80326503,0.89691456,-0.89691534,0.27090472,-0.27090523,0.02450682,-0.02450686,0.45755202,-0.45755282,0.03486524,-0.03486531,0.62841449,-0.62841469
-5.42971486,1.86869346,-1.86869519,0.92333285,-0.92333357,0.28764409,-0.28764461,0.02623477,-0.02623482,0.48664546,-0.48664626,0.03796251,-0.03796259,0.63625945,-0.63625959
-5.42371186,1.93181355,-1.93181519,0.94805774,-0.94805840,0.30444017,-0.30444068,0.02795750,-0.02795754,0.51587159,-0.51587238,0.04114195,-0.04114203,0.64242850,-0.64242859
-5.41770885,1.99201989,-1.99202143,0.97090852,-0.97090910,0.32109817,-0.32109868,0.02965125,-0.02965129,0.54489030,-0.54489107,0.04436760,-0.04436768,0.64694241,-0.64694245
-5.41170585,2.04872560,-2.04872702,0.99172678,-0.99172729,0.33741306,-0.33741357,0.03129131,-0.03129134,0.57334335,-0.57334409,0.04760068,-0.04760076,0.64985526,-0.64985525
-5.40570285,2.10136007,-2.10136136,1.01037327,-1.01037370,0.35317312,-0.35317361,0.03285243,-0.03285247,0.60086076,-0.60086147,0.05080020,-0.05080028,0.65124635,-0.65124630
-5.39969985,2.14937079,-2.14937194,1.02672521,-1.02672556,0.36816435,-0.36816482,0.03430946,-0.03430949,0.62706862,-0.62706928,0.05392381,-0.05392389,0.65121197,-0.65121189
-5.39369685,2.19222781,-2.19222882,1.04067437,-1.04067464,0.38217559,-0.38217603,0.03563797,-0.03563800,0.65159799,-0.65159859,0.05692878,-0.05692885,0.64985740,-0.64985729
-5.38769385,2.22943084,-2.22943168,1.05212603,-1.05212622,0.39500407,-0.39500447,0.03681495,-0.03681498,0.67409472,-0.67409525,0.05977310,-0.05977317,0.64728954,-0.64728940
-5.38169085,2.26051875,-2.26051941,1.06099891,-1.06099902,0.40646135,-0.40646172,0.03781960,-0.03781962,0.69422969,-0.69423015,0.06241664,-0.06241670,0.64361059,-0.64361042
-5.37568784,2.28508122,-2.28508170,1.06722596,-1.06722598,0.41637932,-0.41637964,0.03863401,-0.03863402,0.71170911,-0.71170949,0.06482235,-0.06482240,0.63891297,-0.63891278
-5.36968484,2.30277198,-2.30277227,1.07075607,-1.07075600,0.42461600,-0.42461627,0.03924389,-0.03924390,0.72628444,-0.72628473,0.06695738,-0.06695743,0.63327571,-0.63327550
-5.36368184,2.31332277,-2.31332286,1.07155638,-1.07155623,0.43106098,-0.43106121,0.03963924,-0.03963925,0.73776143,-0.73776162,0.06879421,-0.06879425,0.62676238,-0.62676215
-5.35767884,2.31655752,-2.31655741,1.06961504,-1.06961482,0.43564025,-0.43564042,0.03981484,-0.03981484,0.74600792,-0.74600802,0.07031154,-0.07031157,0.61942055,-0.61942030
-5.35167584,2.31240570,-2.31240538,1.06494413,-1.06494383,0.43832008,-0.43832020,0.03977069,-0.03977068,0.75096008,-0.75096008,0.07149510,-0.07149512,0.61128272,-0.61128245
-5.34567284,2.30091410,-2.30091359,1.05758246,-1.05758208,0.43911002,-0.43911008,0.03951231,-0.03951230,0.75262668,-0.75262659,0.07233818,-0.07233819,0.60236847,-0.60236819
-5.33966983,2.28225637,-2.28225565,1.04759802,-1.04759756,0.43806463,-0.43806464,0.03905084,-0.03905082,0.75109135,-0.75109117,0.07284200,-0.07284201,0.59268767,-0.59268737
-5.33366683,2.25673949,-2.25673858,1.03508983,-1.03508930,0.43528413,-0.43528409,0.03840300,-0.03840297,0.74651263,-0.74651236,0.07301580,-0.07301579,0.58224444,-0.58224412
-5.32766383,2.22480697,-2.22480589,1.02018903,-1.02018842,0.43091366,-0.43091358,0.03759086,-0.03759083,0.73912187,-0.73912153,0.07287668,-0.07287667,0.57104148,-0.57104114
-5.32166083,2.18703821,-2.18703697,1.00305904,-1.00305838,0.42514144,-0.42514131,0.03664151,-0.03664147,0.72921911,-0.72921870,0.07244929,-0.07244927,0.55908460,-0.55908423
-5.31565783,2.14414405,-2.14414267,0.98389487,-0.98389415,0.41819568,-0.41819552,0.03558649,-0.03558645,0.71716704,-0.71716658,0.07176522,-0.07176519,0.54638703,-0.54638664
-5.30965483,2.09695848,-2.09695698,0.96292138,-0.96292062,0.41034055,-0.41034036,0.03446115,-0.03446112,0.70338339,-0.70338288,0.07086229,-0.07086226,0.53297333,-0.53297292
-5.30365183,2.04642667,-2.04642508,0.94039075,-0.94038995,0.40187105,-0.40187084,0.03330390,-0.03330387,0.68833191,-0.68833137,0.06978371,-0.06978367,0.51888264,-0.51888221
-5.29764882,1.99358967,-1.99358802,0.91657910,-0.91657826,0.39310719,-0.39310698,0.03215531,-0.03215527,0.67251239,-0.67251184,0.06857704,-0.06857700,0.50417111,-0.50417066
-5.29164582,1.93956611,-1.93956442,0.89178244,-0.89178158,0.38438749,-0.38438728,0.03105718,-0.03105714,0.65644987,-0.65644932,0.06729321,-0.06729317,0.48891343,-0.48891296
-5.28564282,1.88553128,-1.88552960,0.86631214,-0.86631126,0.37606184,-0.37606164,0.03005159,-0.03005157,0.64068337,-0.64068283,0.06598539,-0.06598535,0.47320334,-0.47320285
-5.27963982,1.83269414,-1.83269250,0.84048982,-0.84048895,0.36848405,-0.36848386,0.02917990,-0.02917988,0.62575437,-0.62575386,0.06470796,-0.06470792,0.45715318,-0.45715268
-5.27363682,1.78227256,-1.78227100,0.81464208,-0.81464121,0.36200399,-0.36200384,0.02848171,-0.02848169,0.61219522,-0.61219476,0.06351535,-0.06351532,0.44089249,-0.44089198
-5.26763382,1.73546729,-1.73546583,0.78909480,-0.78909395,0.35695958,-0.35695947,0.02799385,-0.02799384,0.60051762,-0.60051721,0.06246103,-0.06246099,0.42456569,-0.42456518
-5.26163082,1.69343505,-1.69343373,0.76416740,-0.76416658,0.35366863,-0.35366857,0.02774950,-0.02774949,0.59120128,-0.59120095,0.06159639,-0.06159637,0.40832901,-0.40832850
-5.25562781,1.65726119,-1.65726005,0.74016692,-0.74016613,0.35242063,-0.35242063,0.02777716,-0.02777716,0.58468288,-0.58468263,0.06096980,-0.06096978,0.39234676,-0.39234627
-5.24962481,1.62793235,-1.62793141,0.71738200,-0.71738126,0.35346871,-0.35346877,0.02809986,-0.02809987,0.58134536,-0.58134521,0.06062553,-0.06062552,0.37678713,-0.37678665
-5.24362181,1.60630955,-1.60630883,0.69607691,-0.69607622,0.35702176,-0.35702189,0.02873436,-0.02873439,0.58150775,-0.58150769,0.06060280,-0.06060280,0.36181756,-0.36181710
-5.23761881,1.59310240,-1.59310192,0.67648562,-0.67648499,0.36323701,-0.36323722,0.02969047,-0.02969050,0.58541555,-0.58541560,0.06093484,-0.06093485,0.34760002,-0.34759958
-5.23161581,1.58884499,-1.58884477,0.65880614,-0.65880557,0.37221320,-0.37221349,0.03097044,-0.03097048,0.59323202,-0.59323219,0.06164791,-0.06164793,0.33428622,-0.33428581
-5.22561281,1.59387431,-1.59387436,0.64319511,-0.64319461,0.38398458,-0.38398495,0.03256857,-0.03256863,0.60503051,-0.60503078,0.06276047,-0.06276050,0.32201302,-0.32201264
-5.21960980,1.60831192,-1.60831223,0.62976312,-0.62976268,0.39851605,-0.39851649,0.03447095,-0.03447101,0.62078809,-0.62078847,0.06428233,-0.06428237,0.31089815,-0.31089781
-5.21360680,1.63204990,-1.63205047,0.61857070,-0.61857034,0.41569967,-0.41570019,0.03665530,-0.03665537,0.64038104,-0.64038153,0.06621395,-0.06621400,0.30103643,-0.30103613
-5.20760380,1.66474200,-1.66474282,0.60962550,-0.60962521,0.43535295,-0.43535354,0.03909117,-0.03909124,0.66358232,-0.66358290,0.06854582,-0.06854588,0.29249667,-0.29249641
-5.20160080,1.70580078,-1.70580183,0.60288076,-0.60288053,0.45721897,-0.45721961,0.04174023,-0.04174031,0.69006159,-0.69006225,0.07125808,-0.07125815,0.28531938,-0.28531916
-5.19559780,1.75440169,-1.75440295,0.59823539,-0.59823523,0.48096882,-0.48096952,0.04455689,-0.04455697,0.71938799,-0.71938872,0.07432029,-0.07432037,0.27951534,-0.27951517
-5.18959480,1.80949461,-1.80949603,0.59553594,-0.59553583,0.50620638,-0.50620711,0.04748911,-0.04748919,0.75103603,-0.75103682,0.07769150,-0.07769158,0.27506531,-0.27506518
-5.18359180,1.86982325,-1.86982480,0.59458050,-0.59458044,0.53247553,-0.53247629,0.05047947,-0.05047956,0.78439474,-0.78439557,0.08132057,-0.08132066,0.27192072,-0.27192062
-5.17758879,1.93395250,-1.93395415,0.59512469,-0.59512467,0.55926984,-0.55927061,0.05346652,-0.05346660,0.81878009,-0.81878093,0.08514686,-0.08514695,0.27000554,-0.27000548
-5.17158579,2.00030335,-2.00030504,0.59688964,-0.59688965,0.58604453,-0.58604530,0.05638620,-0.05638628,0.85345054,-0.85345138,0.08910122,-0.08910132,0.26921922,-0.26921919
-5.16558279,2.06719469,-2.06719637,0.59957186,-0.59957188,0.61223048,-0.61223122,0.05917358,-0.05917366,0.88762554,-0.88762635,0.09310732,-0.09310742,0.26944066,-0.26944066
