energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-5.87393697,11.57396074,2.03150473,0.75491524,0.01086460,1.01240678,5.43538320,4.29460309,0.09158762,5.31072037
-5.86793397,11.56343100,2.02749781,0.74340463,0.01087495,1.02815153,5.48848530,4.29736884,0.09197795,5.28353168
-5.86193097,11.51986299,2.01856736,0.73062704,0.01088183,1.04066609,5.52188662,4.28748115,0.09215030,5.24160883
-5.85592796,11.44315698,2.00471900,0.71665208,0.01088314,1.04973491,5.53485392,4.26491688,0.09209307,5.18514178
-5.84992496,11.33377994,1.98600436,0.70155677,0.01087724,1.05521762,5.52698769,4.22991219,0.09179798,5.11453354
-5.84392196,11.19276688,1.96251798,0.68542453,0.01086293,1.05705593,5.49823754,4.18296191,0.09126066,5.03039153
-5.83791896,11.02170678,1.93439439,0.66834445,0.01083949,1.05527763,5.44890889,4.12481053,0.09048108,4.93351489
-5.83191596,10.82271271,1.90180547,0.65041094,0.01080659,1.04999764,5.37966032,4.05643472,0.08946380,4.82487770
-5.82591296,10.59837604,1.86495816,0.63172348,0.01076426,1.04141563,5.29149113,3.97901762,0.08821806,4.70560840
-5.81990995,10.35170544,1.82409239,0.61238636,0.01071286,1.02981054,5.18571929,3.89391567,0.08675764,4.57696566
-5.81390695,10.08605215,1.77947908,0.59250847,0.01065299,1.01553182,5.06395001,3.80261900,0.08510049,4.44031113
-5.80790395,9.80502362,1.73141813,0.57220280,0.01058543,0.99898794,4.92803609,3.70670692,0.08326824,4.29707975
-5.80190095,9.51238841,1.68023614,0.55158569,0.01051104,0.98063249,4.78003112,3.60779991,0.08128548,4.14874820
-5.79589795,9.21197565,1.62628391,0.53077585,0.01043072,0.96094856,4.62213727,3.50751036,0.07917888,3.99680254
-5.78989495,8.90757292,1.56993327,0.50989293,0.01034530,0.94043204,4.45664951,3.40739381,0.07697631,3.84270588
-5.78389195,8.60282665,1.51157351,0.48905592,0.01025550,0.91957471,4.28589848,3.30890291,0.07470581,3.68786719
-5.77788894,8.30114909,1.45160714,0.46838130,0.01016184,0.89884774,4.11219404,3.21334601,0.07239464,3.53361226
-5.77188594,8.00563575,1.39044507,0.44798101,0.01006463,0.87868665,3.93777178,3.12185221,0.07006836,3.38115791
-5.76588294,7.71899684,1.32850136,0.42796052,0.00996394,0.85947813,3.76474438,3.03534441,0.06775001,3.23159035
-5.75987994,7.44350570,1.26618765,0.40841698,0.00985957,0.84154961,3.59505969,2.95452147,0.06545947,3.08584854
-5.75387694,7.18096614,1.20390744,0.38943763,0.00975108,0.82516182,3.43046689,2.87985034,0.06321298,2.94471309
-5.74787394,6.93270007,1.14205048,0.37109868,0.00963782,0.81050482,3.27249164,2.81156813,0.06102287,2.80880122
-5.74187094,6.69955553,1.08098759,0.35346460,0.00951901,0.79769749,3.12242090,2.74969429,0.05889746,2.67856784
-5.73586793,6.48193426,1.02106602,0.33658805,0.00939374,0.78679036,2.98129729,2.69405166,0.05684128,2.55431253
-5.72986493,6.27983709,0.96260569,0.32051046,0.00926112,0.77777173,2.84992268,2.64429557,0.05485532,2.43619214
-5.72386193,6.09292416,0.90589645,0.30526316,0.00912032,0.77057637,2.72887001,2.59994920,0.05293760,2.32423824
-5.71785893,5.92058679,0.85119655,0.29086918,0.00897070,0.76509640,2.61850200,2.56044315,0.05108374,2.21837850
-5.71185593,5.76202673,0.79873230,0.27734554,0.00881184,0.76119356,2.51899539,2.52515740,0.04928776,2.11846091
-5.70585293,5.61633837,0.74869898,0.26470592,0.00864368,0.75871220,2.43036856,2.49346305,0.04754275,2.02427965
-5.69984992,5.48258968,0.70126287,0.25296371,0.00846656,0.75749215,2.35251103,2.46476194,0.04584170,1.93560127
-5.69384692,5.35989734,0.65656431,0.24213504,0.00828126,0.75738074,2.28521263,2.43852188,0.04417817,1.85218995
-5.68784392,5.24749228,0.61472147,0.23224192,0.00808904,0.75824333,2.22819091,2.41430592,0.04254694,1.77383054
-5.68184092,5.14477245,0.57583459,0.22331507,0.00789165,0.75997171,2.18111512,2.39179400,0.04094451,1.70034846
-5.67583792,5.05134028,0.53999044,0.21539635,0.00769129,0.76249006,2.14362574,2.37079631,0.03936948,1.63162543
-5.66983492,4.96702333,0.50726657,0.20854075,0.00749057,0.76575806,2.11534875,2.35125764,0.03782275,1.56761052
-5.66383192,4.89187772,0.47773509,0.20281760,0.00729244,0.76977120,2.09590426,2.33325293,0.03630758,1.50832599
-5.65782891,4.82617470,0.45146572,0.19831109,0.00710013,0.77455834,2.08490980,2.31697447,0.03482952,1.45386796
-5.65182591,4.77037183,0.42852773,0.19511982,0.00691699,0.78017672,2.08197844,2.30271193,0.03339611,1.40440195
-5.64582291,4.72507102,0.40899077,0.19335555,0.00674642,0.78670492,2.08671300,2.29082634,0.03201660,1.36015375
-5.63981991,4.69096639,0.39292431,0.19314097,0.00659175,0.79423422,2.09869710,2.28172001,0.03070141,1.32139615
-5.63381691,4.66878522,0.38039574,0.19460651,0.00645608,0.80285905,2.11748475,2.27580409,0.02946171,1.28843249
-5.62781391,4.65922567,0.37146722,0.19788644,0.00634221,0.81266701,2.14258955,2.27346581,0.02830877,1.26157774
-5.62181091,4.66289500,0.36619133,0.20311407,0.00625251,0.82372927,2.17347517,2.27503726,0.02725348,1.24113821
-5.61580790,4.68025161,0.36460577,0.21041644,0.00618885,0.83609189,2.20954820,2.28076749,0.02630578,1.22739085
-5.60980490,4.71155410,0.36672743,0.21990850,0.00615253,0.84976854,2.25015442,2.29079941,0.02547420,1.22056310
-5.60380190,4.75681980,0.37254609,0.23168695,0.00614420,0.86473508,2.29457938,2.30515258,0.02476544,1.22081417
-5.59779890,4.81579477,0.38201821,0.24582410,0.00616390,0.88092628,2.34205344,2.32371276,0.02418407,1.22821859
-5.59179590,4.88793626,0.39506104,0.26236179,0.00621101,0.89823478,2.39176146,2.34622845,0.02373229,1.24275253
-5.58579290,4.97240823,0.41154757,0.28130573,0.00628430,0.91651234,2.44285677,2.37231439,0.02340983,1.26428357
-5.57978989,5.06808943,0.43130259,0.30262040,0.00638198,0.93557318,2.49447864,2.40146158,0.02321393,1.29256409
-5.57378689,5.17359333,0.45410019,0.32622488,0.00650175,0.95519921,2.54577237,2.43305290,0.02313940,1.32722854
-5.56778389,5.28729819,0.47966286,0.35198966,0.00664087,0.97514665,2.59591081,2.46638347,0.02317885,1.36779465
-5.56178089,5.40738566,0.50766251,0.37973478,0.00679630,0.99515378,2.64411600,2.50068420,0.02332286,1.41366839
-5.55577789,5.53188557,0.53772337,0.40922933,0.00696475,1.01494915,2.68967962,2.53514755,0.02356039,1.46415261
-5.54977489,5.65872483,0.56942677,0.44019265,0.00714283,1.03425996,2.73198114,2.56895375,0.02387907,1.51845891
-5.54377189,5.78577828,0.60231783,0.47229700,0.00732712,1.05281995,2.77050247,2.60129648,0.02426562,1.57572247
-5.53776888,5.91091931,0.63591364,0.50517205,0.00751431,1.07037660,2.80483847,2.63140684,0.02470629,1.63501939
-5.53176588,6.03206871,0.66971300,0.53841088,0.00770125,1.08669718,2.83470263,2.65857452,0.02518726,1.69538591
-5.52576288,6.14724010,0.70320707,0.57157764,0.00788512,1.10157352,2.85992800,2.68216568,0.02569507,1.75583927
-5.51975988,6.25458093,0.73589075,0.60421640,0.00806343,1.11482537,2.88046322,2.70163702,0.02621698,1.81539928
-5.51375688,6.35240836,0.76727429,0.63586130,0.00823415,1.12630232,2.89636435,2.71654590,0.02674137,1.87311044
-5.50775388,6.43923945,0.79689481,0.66604743,0.00839571,1.13588441,2.90778309,2.72655644,0.02725800,1.92806367
-5.50175088,6.51381563,0.82432708,0.69432221,0.00854712,1.14348162,2.91495234,2.73144215,0.02775834,1.97941726
-5.49574787,6.57512145,0.84919342,0.72025699,0.00868790,1.14903245,2.91817004,2.73108510,0.02823571,2.02641637
-5.48974487,6.62239791,0.87117215,0.74345825,0.00881820,1.15250190,2.91778252,2.72547255,0.02868547,2.06841065
-5.48374187,6.65515050,0.89000442,0.76357821,0.00893868,1.15387911,2.91416822,2.71469123,0.02910507,2.10486914
-5.47773887,6.67315241,0.90549905,0.78032436,0.00905057,1.15317500,2.90772274,2.69892011,0.02949406,2.13539232
-5.47173587,6.67644300,0.91753537,0.79346745,0.00915562,1.15042007,2.89884594,2.67842196,0.02985403,2.15972054
-5.46573287,6.66532195,0.92606381,0.80284790,0.00925602,1.14566261,2.88793160,2.65353431,0.03018846,2.17773874
-5.45972986,6.64033897,0.93110443,0.80837996,0.00935434,1.13896736,2.87535975,2.62465999,0.03050252,2.18947702
-5.45372686,6.60227942,0.93274330,0.81005390,0.00945346,1.13041474,2.86149196,2.59225759,0.03080277,2.19510713
-5.44772386,6.55214567,0.93112704,0.80793569,0.00955648,1.12010058,2.84666903,2.55683198,0.03109687,2.19493468
-5.44172086,6.49113457,0.92645568,0.80216451,0.00966657,1.10813617,2.83121091,2.51892495,0.03139316,2.18938753
-5.43571786,6.42061095,0.91897420,0.79294795,0.00978692,1.09464861,2.81541830,2.47910600,0.03170024,2.17900046
-5.42971486,6.34207767,0.90896297,0.78055517,0.00992055,1.07978122,2.79957515,2.43796323,0.03202650,2.16439681
-5.42371186,6.25714267,0.89672766,0.76530828,0.01007024,1.06369374,2.78395171,2.39609447,0.03237969,2.14626766
-5.41770885,6.16748363,0.88258880,0.74757226,0.01023838,1.04656226,2.76880732,2.35409858,0.03276641,2.12534932
-5.41170585,6.07481133,0.86687153,0.72774374,0.01042689,1.02857865,2.75439269,2.31256692,0.03319173,2.10240015
-5.40570285,5.98083254,0.84989583,0.70623924,0.01063708,1.00994935,2.74095115,2.27207543,0.03365871,2.07817746
-5.39969985,5.88721394,0.83196763,0.68348309,0.01086960,0.99089352,2.72871880,2.23317711,0.03416818,2.05341554
-5.39369685,5.79554816,0.81337104,0.65989567,0.01112437,0.97164056,2.71792353,2.19639545,0.03471838,2.02880571
-5.38769385,5.70732332,0.79436198,0.63588231,0.01140056,0.95242697,2.70878299,2.16221877,0.03530490,2.00497914
-5.38169085,5.62389717,0.77516340,0.61182326,0.01169655,0.93349268,2.70150158,2.13109594,0.03592060,1.98249318
-5.37568784,5.54647683,0.75596216,0.58806499,0.01201003,0.91507710,2.69626706,2.10343331,0.03655568,1.96182151
-5.36968484,5.47610471,0.73690764,0.56491327,0.01233800,0.89741486,2.69324669,2.07959326,0.03719791,1.94334855
-5.36368184,5.41365101,0.71811201,0.54262796,0.01267690,0.88073163,2.69258349,2.05989406,0.03783294,1.92736796
-5.35767884,5.35981245,0.69965213,0.52141983,0.01302273,0.86523990,2.69439265,2.04461096,0.03844473,1.91408508
-5.35167584,5.31511686,0.68157270,0.50144927,0.01337121,0.85113524,2.69875838,2.03397827,0.03901608,1.90362285
-5.34567284,5.27993262,0.66389075,0.48282690,0.01371790,0.83859269,2.70573119,2.02819193,0.03952922,1.89603052
-5.33966983,5.25448155,0.64660087,0.46561595,0.01405844,0.82776378,2.71532559,2.02741207,0.03996652,1.89129428
-5.33366683,5.23885400,0.62968105,0.44983604,0.01438871,0.81877393,2.72751821,2.03176513,0.04031106,1.88934910
-5.32766383,5.23302424,0.61309883,0.43546832,0.01470497,0.81172029,2.74224612,2.04134484,0.04054739,1.89009056
-5.32166083,5.23686482,0.59681727,0.42246152,0.01500403,0.80667009,2.75940528,2.05621169,0.04066213,1.89338607
-5.31565783,5.25015841,0.58080065,0.41073855,0.01528341,0.80365940,2.77884906,2.07639052,0.04064450,1.89908447
-5.30965483,5.27260605,0.56501945,0.40020347,0.01554136,0.80269214,2.80038671,2.10186604,0.04048681,1.90702356
-5.30365183,5.30383130,0.54945453,0.39074838,0.01577696,0.80373962,2.82378196,2.13257631,0.04018478,1.91703500
-5.29764882,5.34337998,0.53410015,0.38225997,0.01599011,0.80674023,2.84875179,2.16840453,0.03973781,1.92894662
-5.29164582,5.39071608,0.51896593,0.37462546,0.01618150,0.81159966,2.87496577,2.20916954,0.03914899,1.94258210
-5.28564282,5.44521459,0.50407763,0.36773783,0.01635248,0.81819138,2.90204622,2.25461593,0.03842507,1.95775836
-5.27963982,5.50615278,0.48947664,0.36149992,0.01650500,0.82635774,2.92956970,2.30440459,0.03757626,1.97428136
-5.27363682,5.57270153,0.47521848,0.35582766,0.01664141,0.83591159,2.95707019,2.35810480,0.03661589,1.99194089
-5.26763382,5.64391862,0.46137038,0.35065205,0.01676429,0.84663859,2.98404450,2.41518890,0.03555997,2.01050524
-5.26163082,5.71874597,0.44800801,0.34592015,0.01687624,0.85830042,3.00996001,2.47503068,0.03442672,2.02971668
-5.25562781,5.79601245,0.43521176,0.34159500,0.01697973,0.87063881,3.03426523,2.53690823,0.03323595,2.04928837
-5.24962481,5.87444386,0.42306278,0.33765473,0.01707689,0.88338050,3.05640295,2.60001204,0.03200849,2.06890362
-5.24362181,5.95268091,0.41163888,0.33409084,0.01716934,0.89624326,3.07582589,2.66345858,0.03076558,2.08821780
-5.23761881,6.02930547,0.40101078,0.33090599,0.01725810,0.90894266,3.09201451,2.72630935,0.02952827,2.10686328
-5.23161581,6.10287497,0.39123876,0.32811144,0.01734350,0.92119974,3.10449620,2.78759502,0.02831689,2.12445743
-5.22561281,6.17196359,0.38236996,0.32572428,0.01742515,0.93274915,3.11286527,2.84634376,0.02715057,2.14061326
-5.21960980,6.23520881,0.37443644,0.32376472,0.01750195,0.94334770,3.11680249,2.90161256,0.02604684,2.15495237
-5.21360680,6.29136095,0.36745422,0.32225362,0.01757221,0.95278281,3.11609347,2.95252009,0.02502127,2.16711930
-5.20760380,6.33933299,0.36142318,0.32121034,0.01763372,0.96088070,3.11064453,2.99827938,0.02408726,2.17679649
-5.20160080,6.37824783,0.35632788,0.32065106,0.01768392,0.96751375,3.10049518,3.03822844,0.02325586,2.18371878
-5.19559780,6.40748006,0.35213929,0.32058766,0.01772015,0.97260682,3.08582630,3.07185721,0.02253566,2.18768645
-5.18959480,6.42668939,0.34881718,0.32102714,0.01773979,0.97614200,3.06696326,3.09882898,0.02193280,2.18857593
-5.18359180,6.43584355,0.34631315,0.32197160,0.01774055,0.97816161,3.04437355,3.11899514,0.02145100,2.18634729
-5.17758879,6.43522860,0.34457398,0.32341876,0.01772063,0.97876912,3.01865863,3.13240206,0.02109160,2.18104788
-5.17158579,6.42544587,0.34354517,0.32536280,0.01767897,0.97812778,2.99054024,3.13928969,0.02085373,2.17281193
-5.16558279,6.40739490,0.34317445,0.32779564,0.01761538,0.97645700,2.96084145,3.14008175,0.02073440,2.16185593
-5.15957979,6.38224312,0.34341494,0.33070819,0.01753066,0.97402644,2.93046311,3.13536790,0.02072865,2.14847000
-5.15357679,6.35138341,0.34422792,0.33409182,0.01742673,0.97114787,2.90035674,3.12587880,0.02082977,2.13300580
-5.14757379,6.31638161,0.34558488,0.33793954,0.01730657,0.96816524,2.87149482,3.11245537,0.02102939,2.11586166
-5.14157079,6.27891650,0.34746890,0.34224703,0.01717425,0.96544318,2.84483983,3.09601383,0.02131775,2.09746575
-5.13556778,6.24071520,0.34987503,0.34701323,0.01703480,0.96335429,2.82131320,3.07750838,0.02168379,2.07825845
-5.12956478,6.20348723,0.35280985,0.35224054,0.01689406,0.96226594,2.80176559,3.05789334,0.02211541,2.05867462
-5.12356178,6.16886020,0.35629016,0.35793450,0.01675851,0.96252682,2.78694950,3.03808674,0.02259966,2.03912705
-5.11755878,6.13832035,0.36034078,0.36410289,0.01663502,0.96445407,2.77749545,3.01893702,0.02312298,2.01999175
-5.11155578,6.11316032,0.36499163,0.37075444,0.01653057,0.96832124,2.77389237,3.00119427,0.02367140,2.00159576
-5.10555278,6.09443632,0.37027431,0.37789702,0.01645202,0.97434781,2.77647299,2.98548727,0.02423085,1.98420802
-5.09954977,6.08293625,0.37621816,0.38553553,0.01640578,0.98269048,2.78540447,2.97230685,0.02478743,1.96803357
-5.09354677,6.07915950,0.38284619,0.39366950,0.01639756,0.99343677,2.80068448,2.96199622,0.02532770,1.95321101
-5.08754377,6.08330862,0.39017099,0.40229063,0.01643210,1.00660090,2.82214252,2.95474790,0.02583898,1.93981307
-5.08154077,6.09529252,0.39819083,0.41138038,0.01651299,1.02212242,2.84944635,2.95060703,0.02630967,1.92784998
-5.07553777,6.11474010,0.40688610,0.42090770,0.01664242,1.03986718,2.88211276,2.94948028,0.02672958,1.91727517
-5.06953477,6.14102309,0.41621646,0.43082713,0.01682111,1.05963093,2.91952232,2.95114936,0.02709015,1.90799258
-5.06353177,6.17328617,0.42611857,0.44107731,0.01704820,1.08114511,2.96093734,2.95528804,0.02738479,1.89986524
-5.05752876,6.21048281,0.43650476,0.45158011,0.01732125,1.10408449,3.00552220,2.96148156,0.02760904,1.89272433
-5.05152576,6.25141475,0.44726261,0.46224039,0.01763626,1.12807659,3.05236552,2.96924720,0.02776074,1.88637837
-5.04552276,6.29477333,0.45825550,0.47294638,0.01798780,1.15271206,3.10050335,2.97805503,0.02784019,1.88062212
-5.03951976,6.33918117,0.46932422,0.48357090,0.01836918,1.17755590,3.14894277,2.98734782,0.02785014,1.87524483
-5.03351676,6.38323263,0.48028948,0.49397319,0.01877262,1.20215893,3.19668544,2.99655955,0.02779580,1.87003773
-5.02751376,6.42553194,0.49095540,0.50400143,0.01918957,1.22606912,3.24275049,3.00513175,0.02768473,1.86480070
-5.02151076,6.46472819,0.50111375,0.51349583,0.01961097,1.24884233,3.28619643,3.01252758,0.02752667,1.85934805
-5.01550775,6.49954645,0.51054892,0.52229226,0.02002757,1.27005221,3.32614160,3.01824330,0.02733331,1.85351358
-5.00950475,6.52881470,0.51904340,0.53022610,0.02043029,1.28929901,3.36178301,3.02181727,0.02711800,1.84715484
-5.00350175,6.55148623,0.52638356,0.53713648,0.02081054,1.30621694,3.39241303,3.02283658,0.02689540,1.84015686
-4.99749875,6.56665758,0.53236561,0.54287045,0.02116050,1.32048022,3.41743378,3.02094151,0.02668105,1.83243518
-4.99149575,6.57358181,0.53680143,0.54728713,0.02147347,1.33180755,3.43636879,3.01582812,0.02649101,1.82393830
-4.98549275,6.57167734,0.53952421,0.55026161,0.02174406,1.33996516,3.44887176,3.00724929,0.02634135,1.81464937
-4.97948974,6.56053230,0.54039345,0.55168851,0.02196840,1.34476852,3.45473193,2.99501442,0.02624773,1.80458705
-4.97348674,6.53990467,0.53929937,0.55148498,0.02214425,1.34608281,3.45387592,2.97898815,0.02622489,1.79380533
-4.96748374,6.50971812,0.53616644,0.54959316,0.02227106,1.34382231,3.44636576,2.95908824,0.02628629,1.78239202
-4.96148074,6.47005405,0.53095585,0.54598198,0.02234997,1.33794902,3.43239296,2.93528288,0.02644360,1.77046594
-4.95547774,6.42113985,0.52366691,0.54064818,0.02238368,1.32847053,3.41226870,2.90758746,0.02670636,1.75817246
-4.94947474,6.36333381,0.51433734,0.53361663,0.02237629,1.31543752,3.38641015,2.87606104,0.02708162,1.74567738
-4.94347174,6.29710724,0.50304223,0.52493992,0.02233312,1.29894084,3.35532332,2.84080258,0.02757369,1.73315939
-4.93746873,6.22302425,0.48989203,0.51469719,0.02226037,1.27910857,3.31958288,2.80194693,0.02818387,1.72080099
-4.93146573,6.14171990,0.47502942,0.50299233,0.02216487,1.25610292,3.27980971,2.75966079,0.02891033,1.70877847
-4.92546273,6.05387766,0.45862520,0.48995162,0.02205374,1.23011712,3.23664688,2.71413864,0.02974804,1.69725124
-4.91945973,5.96020685,0.44087352,0.47572081,0.02193401,1.20137241,3.19073523,2.66559874,0.03068878,1.68635110
-4.91345673,5.86142112,0.42198653,0.46046183,0.02181241,1.17011493,3.14268945,2.61427927,0.03172124,1.67617218
-4.90745373,5.75821879,0.40218864,0.44434916,0.02169503,1.13661269,3.09307592,2.56043473,0.03283125,1.66676207
-4.90145073,5.65126598,0.38171071,0.42756604,0.02158712,1.10115231,3.04239326,2.50433261,0.03400203,1.65811501
-4.89544772,5.54118307,0.36078433,0.41030052,0.02149297,1.06403566,2.99105668,2.44625040,0.03521463,1.65016754
-4.88944472,5.42853524,0.33963637,0.39274154,0.02141581,1.02557629,2.93938693,2.38647311,0.03644832,1.64279723
-4.88344172,5.31382726,0.31848407,0.37507515,0.02135784,0.98609551,2.88760433,2.32529103,0.03768119,1.63582482
-4.87743872,5.19750277,0.29753074,0.35748081,0.02132032,0.94591818,2.83582848,2.26299801,0.03889072,1.62901977
-4.87143572,5.07994782,0.27696217,0.34012807,0.02130375,0.90536831,2.78408336,2.19989009,0.04005439,1.62210927
-4.86543272,4.96149827,0.25694394,0.32317354,0.02130807,0.86476428,2.73230778,2.13626435,0.04115038,1.61479031
-4.85942971,4.84245056,0.23761952,0.30675833,0.02133300,0.82441403,2.68037056,2.07241809,0.04215818,1.60674433
-4.85342671,4.72307490,0.21910929,0.29100597,0.02137831,0.78461024,2.62808948,2.00864806,0.04305924,1.59765363
-4.84742371,4.60363002,0.20151028,0.27602084,0.02144416,0.74562560,2.57525307,1.94524973,0.04383752,1.58721878
-4.84142071,4.48437846,0.18489672,0.26188725,0.02153143,0.70770855,2.52164393,1.88251654,0.04448001,1.57517595
-4.83541771,4.36560128,0.16932128,0.24866911,0.02164194,0.67107949,2.46706224,1.82073895,0.04497710,1.56131319
-4.82941471,4.24761124,0.15481671,0.23641024,0.02177870,0.63592770,2.41134816,1.76020323,0.04532287,1.54548469
-4.82341171,4.13076350,0.14139808,0.22513527,0.02194604,0.60240928,2.35440188,1.70119004,0.04551523,1.52762213
-4.81740870,4.01546310,0.12906518,0.21485120,0.02214957,0.57064598,2.29620016,1.64397263,0.04555594,1.50774228
-4.81140570,3.90216861,0.11780520,0.20554939,0.02239618,0.54072523,2.23680842,1.58881467,0.04545047,1.48595047
-4.80540270,3.79139171,0.10759540,0.19720814,0.02269378,0.51270131,2.17638784,1.53596783,0.04520775,1.46243956
-4.79939970,3.68369248,0.09840587,0.18979553,0.02305105,0.48659756,2.11519703,1.48566907,0.04483974,1.43748431
-4.79339670,3.57967075,0.09020202,0.18327255,0.02347700,0.46240970,2.05358834,1.43813767,0.04436099,1.41143154
-4.78739370,3.47995380,0.08294701,0.17759635,0.02398049,0.44010986,1.99199891,1.39357223,0.04378802,1.38468642
-4.78139070,3.38518108,0.07660385,0.17272338,0.02456974,0.41965141,1.93093728,1.35214762,0.04313868,1.35769575
-4.77538769,3.29598686,0.07113719,0.16861251,0.02525170,0.40097412,1.87096611,1.31401213,0.04243156,1.33092904
-4.76938469,3.21298169,0.06651485,0.16522764,0.02603152,0.38400944,1.81268216,1.27928488,0.04168526,1.30485845
-4.76338169,3.13673374,0.06270891,0.16254005,0.02691206,0.36868578,1.75669465,1.24805372,0.04091784,1.27993872
-4.75737869,3.06775112,0.05969645,0.16053004,0.02789340,0.35493326,1.70360310,1.22037373,0.04014627,1.25658820
-4.75137569,3.00646622,0.05745993,0.15918804,0.02897254,0.34268804,1.65397589,1.19626645,0.03938598,1.23517193
-4.74537269,2.95322282,0.05598716,0.15851500,0.03014320,0.33189573,1.60833059,1.17572003,0.03865052,1.21598782
-4.73936968,2.90826703,0.05527099,0.15852206,0.03139576,0.32251392,1.56711706,1.15869028,0.03795132,1.19925651
-4.73336668,2.87174221,0.05530856,0.15922953,0.03271743,0.31451375,1.53070397,1.14510278,0.03729768,1.18511554
-4.72736368,2.84368848,0.05610031,0.16066532,0.03409251,0.30788033,1.49936939,1.13485588,0.03669670,1.17361793
-4.72136068,2.82404670,0.05764875,0.16286271,0.03550294,0.30261234,1.47329568,1.12782474,0.03615350,1.16473530
-4.71535768,2.81266662,0.05995695,0.16585776,0.03692886,0.29872054,1.45256875,1.12386606,0.03567142,1.15836519
-4.70935468,2.80931878,0.06302688,0.16968647,0.03834940,0.29622561,1.43718140,1.12282343,0.03525236,1.15434201
-4.70335168,2.81370945,0.06685773,0.17438172,0.03974353,0.29515537,1.42704049,1.12453313,0.03489708,1.15245100
-4.69734867,2.82549757,0.07144405,0.17997032,0.04109094,0.29554152,1.42197723,1.12882994,0.03460562,1.15244426
-4.69134567,2.84431275,0.07677412,0.18647021,0.04237293,0.29741623,1.42175989,1.13555279,0.03437765,1.15405786
-4.68534267,2.86977332,0.08282828,0.19388803,0.04357326,0.30080870,1.42610818,1.14454992,0.03421277,1.15702911
-4.67933967,2.90150317,0.08957755,0.20221717,0.04467885,0.30574182,1.43470842,1.15568334,0.03411080,1.16111285
-4.67333667,2.93914661,0.09698252,0.21143641,0.04568042,0.31222931,1.44722868,1.16883214,0.03407194,1.16609594
-4.66733367,2.98238037,0.10499251,0.22150924,0.04657283,0.32027323,1.46333327,1.18389479,0.03409688,1.17180916
-4.66133067,3.03092207,0.11354524,0.23238391,0.04735535,0.32986219,1.48269568,1.20078997,0.03418681,1.17813588
-4.65532766,3.08453493,0.12256683,0.24399422,0.04803154,0.34097012,1.50500978,1.21945627,0.03434329,1.18501712
-4.64932466,3.14302850,0.13197233,0.25626104,0.04860904,0.35355593,1.52999862,1.23985043,0.03456816,1.19245284
-4.64332166,3.20625571,0.14166666,0.26909451,0.04909900,0.36756369,1.55742085,1.26194469,0.03486321,1.20049951
