energy_ev,total_up,Hf_p_up,Hf_d_up,Li_s_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.78389195,4.58738503,3.23845087,1.35058993,0.16524133,0.00430411,1.13735356,0.07097985,1.72879835
-5.77788894,4.60136831,3.24771259,1.35615033,0.16655673,0.00438477,1.13602590,0.07107546,1.73957451
-5.77188594,4.61782185,3.26056627,1.36285186,0.16757404,0.00448583,1.13625251,0.07124870,1.75022333
-5.76588294,4.63680941,3.27699087,1.37068827,0.16828717,0.00460765,1.13798959,0.07151063,1.76082749
-5.75987994,4.65847464,3.29696759,1.37966364,0.16870113,0.00475065,1.14119078,0.07187268,1.77152315
-5.75387694,4.68302238,3.32046943,1.38978942,0.16883132,0.00491529,1.14580575,0.07234610,1.78248973
-5.74787394,4.71069187,3.34744686,1.40107935,0.16870231,0.00510208,1.15177730,0.07294129,1.79393602
-5.74187094,4.74172329,3.37781052,1.41354254,0.16834616,0.00531159,1.15903720,0.07366703,1.80608330
-5.73586793,4.77631943,3.41141207,1.42717515,0.16780046,0.00554441,1.16750104,0.07452970,1.81914650
-5.72986493,4.81460519,3.44802451,1.44195126,0.16710603,0.00580117,1.17706257,0.07553244,1.83331422
-5.72386193,4.85658734,3.48732370,1.45781360,0.16630460,0.00608248,1.18758806,0.07667439,1.84872908
-5.71785893,4.90211754,3.52887260,1.47466488,0.16543653,0.00638893,1.19891125,0.07795007,1.86546942
-5.71185593,4.95086132,3.57210978,1.49236044,0.16453859,0.00672108,1.21082944,0.07934883,1.88353362
-5.70585293,5.00227556,3.61634376,1.51070299,0.16364215,0.00707942,1.22310125,0.08085452,1.90282812
-5.69984992,5.05559671,3.66075413,1.52943987,0.16277169,0.00746439,1.23544652,0.08244538,1.92316000
-5.69384692,5.10984098,3.70440027,1.54826353,0.16194376,0.00787631,1.24754856,0.08409419,1.94423490
-5.68784392,5.16381759,3.74623785,1.56681518,0.16116654,0.00831543,1.25905904,0.08576866,1.96566038
-5.68184092,5.21615501,3.78514306,1.58469190,0.16043980,0.00878185,1.26960540,0.08743210,1.98695508
-5.67583792,5.26533924,3.81994344,1.60145696,0.15975548,0.00927552,1.27880056,0.08904431,2.00756309
-5.66983492,5.30976274,3.84945441,1.61665283,0.15909871,0.00979623,1.28625471,0.09056274,2.02687308
-5.66383192,5.34778149,3.87251954,1.62981648,0.15844913,0.01034353,1.29158841,0.09194378,2.04424113
-5.65782891,5.37777747,3.88805262,1.64049602,0.15778261,0.01091672,1.29444647,0.09314420,2.05901618
-5.65182591,5.39822304,3.89507925,1.64826797,0.15707304,0.01151478,1.29451194,0.09412265,2.07056676
-5.64582291,5.40774396,3.89277571,1.65275399,0.15629422,0.01213630,1.29151921,0.09484113,2.07830743
-5.63981991,5.40517742,3.88050285,1.65363642,0.15542167,0.01277941,1.28526561,0.09526641,2.08172381
-5.63381691,5.38962211,3.85783315,1.65067155,0.15443427,0.01344171,1.27562087,0.09537132,2.08039450
-5.62781391,5.36047743,3.82456924,1.64369988,0.15331556,0.01412020,1.26253371,0.09513579,2.07400913
-5.62181091,5.31747002,3.78075309,1.63265309,0.15205482,0.01481123,1.24603528,0.09454768,2.06238135
-5.61580790,5.26066622,3.72666517,1.61755696,0.15064766,0.01551041,1.22623925,0.09360328,2.04545642
-5.60980490,5.19047013,3.66281386,1.59853053,0.14909631,0.01621262,1.20333840,0.09230754,2.02331305
-5.60380190,5.10760786,3.58991574,1.57578139,0.14740945,0.01691202,1.17759812,0.09067395,1.99615954
-5.59779890,5.01309905,3.50886811,1.54959759,0.14560181,0.01760207,1.14934703,0.08872412,1.96432490
-5.59179590,4.90821780,3.42071541,1.52033661,0.14369341,0.01827558,1.11896531,0.08648711,1.92824536
-5.58579290,4.79444557,3.32661149,1.48841224,0.14170864,0.01892492,1.08687149,0.08399846,1.88844748
-5.57978989,4.67341876,3.22777998,1.45428002,0.13967528,0.01954208,1.05350831,0.08129912,1.84552875
-5.57378689,4.54687414,3.12547496,1.41842218,0.13762342,0.02011893,1.01932850,0.07843415,1.80013706
-5.56778389,4.41659495,3.02094382,1.38133281,0.13558447,0.02064744,0.98478120,0.07545147,1.75294992
-5.56178089,4.28436035,2.91539437,1.34350399,0.13359027,0.02111995,0.95029955,0.07240047,1.70465469
-5.55577789,4.15190043,2.80996728,1.30541350,0.13167242,0.02152942,0.91629022,0.06933080,1.65593065
-5.54977489,4.02085843,2.70571503,1.26751457,0.12986169,0.02186972,0.88312503,0.06629116,1.60743343
-5.54377189,3.89276115,2.60358770,1.23022783,0.12818774,0.02213592,0.85113498,0.06332827,1.55978254
-5.53776888,3.76899800,2.50442561,1.19393570,0.12667892,0.02232450,0.82060683,0.06048601,1.51355185
-5.53176588,3.65080827,2.40895829,1.15897897,0.12536229,0.02243355,0.79178194,0.05780469,1.46926318
-5.52576288,3.53927600,2.31780891,1.12565541,0.12426370,0.02246298,0.76485726,0.05532051,1.42738270
-5.51975988,3.43533108,2.23150293,1.09422011,0.12340790,0.02241454,0.73998809,0.05306526,1.38831965
-5.51375688,3.33975515,2.15047973,1.06488703,0.12281873,0.02229193,0.71729208,0.05106607,1.35242684
-5.50775388,3.25319054,2.07510553,1.03783133,0.12251910,0.02210070,0.69685403,0.04934531,1.32000242
-5.50175088,3.17615070,2.00568651,1.01319209,0.12253104,0.02184820,0.67873110,0.04792066,1.29129227
-5.49574787,3.10903043,1.94248047,0.99107500,0.12287545,0.02154337,0.66295766,0.04680520,1.26649238
-5.48974487,3.05211490,1.88570630,0.97155459,0.12357182,0.02119650,0.64954977,0.04600748,1.24575099
-5.48374187,3.00558617,1.83555028,0.95467596,0.12463773,0.02081899,0.63850863,0.04553176,1.22916994
-5.47773887,2.96952704,1.79216879,0.94045576,0.12608822,0.02042300,0.62982299,0.04537810,1.21680523
-5.47173587,2.94392180,1.75568747,0.92888236,0.12793509,0.02002109,0.62347032,0.04554253,1.20866664
-5.46573287,2.92865427,1.72619683,0.91991554,0.13018609,0.01962585,0.61941681,0.04601717,1.20471662
-5.45972986,2.92350370,1.70374507,0.91348559,0.13284413,0.01924958,0.61761631,0.04679031,1.20486865
-5.45372686,2.92813935,1.68832876,0.90949226,0.13590647,0.01890386,0.61800838,0.04784653,1.20898538
-5.44772386,2.94211489,1.67988251,0.90780379,0.13936409,0.01859930,0.62051589,0.04916678,1.21687695
-5.44172086,2.96486372,1.67826861,0.90825629,0.14320113,0.01834518,0.62504234,0.05072846,1.22829996
-5.43571786,2.99569642,1.68326790,0.91065381,0.14739451,0.01814924,0.63146939,0.05250558,1.24295738
-5.42971486,3.03380134,1.69457296,0.91476935,0.15191381,0.01801747,0.63965496,0.05446895,1.26049987
-5.42371186,3.07824932,1.71178461,0.92034694,0.15672134,0.01795395,0.64943223,0.05658640,1.28052876
-5.41770885,3.12800320,1.73441255,0.92710504,0.16177244,0.01796082,0.66060978,0.05882315,1.30260080
-5.41170585,3.18193234,1.76188062,0.93474117,0.16701602,0.01803818,0.67297317,0.06114225,1.32623495
-5.40570285,3.23883246,1.79353706,0.94293789,0.17239535,0.01818418,0.68628802,0.06350504,1.35092094
-5.39969985,3.29745018,1.82866956,0.95136985,0.17784891,0.01839506,0.70030457,0.06587184,1.37612962
-5.39369685,3.35651189,1.86652471,0.95971179,0.18331154,0.01866532,0.71476370,0.06820263,1.40132476
-5.38769385,3.41475576,1.90633120,0.96764726,0.18871558,0.01898785,0.72940411,0.07045782,1.42597590
-5.38169085,3.47096581,1.94732550,0.97487761,0.19399209,0.01935419,0.74397038,0.07259908,1.44957178
-5.37568784,3.52400654,1.98877899,0.98113100,0.19907218,0.01975472,0.75822155,0.07459021,1.47163392
-5.36968484,3.57285649,2.03002484,0.98617090,0.20388819,0.02017890,0.77193968,0.07639796,1.49172965
-5.36368184,3.61663923,2.07048317,0.98980393,0.20837494,0.02061559,0.78493801,0.07799284,1.50948410
-5.35767884,3.65465002,2.10968291,0.99188628,0.21247080,0.02105328,0.79706808,0.07934986,1.52459056
-5.35167584,3.68637684,2.14727899,0.99232881,0.21611876,0.02148036,0.80822547,0.08044910,1.53681874
-5.34567284,3.71151442,2.18306337,0.99110020,0.21926733,0.02188537,0.81835369,0.08127625,1.54602047
-5.33966983,3.72997044,2.21696932,0.98822804,0.22187128,0.02225725,0.82744586,0.08182287,1.55213254
-5.33366683,3.74186319,2.24906796,0.98379787,0.22389233,0.02258557,0.83554408,0.08208651,1.55517646
-5.32766383,3.74751066,2.27955723,0.97794988,0.22529970,0.02286071,0.84273629,0.08207069,1.55525509
-5.32166083,3.74741120,2.30874338,0.97087350,0.22607044,0.02307405,0.84915072,0.08178457,1.55254619
-5.31565783,3.74221647,2.33701585,0.96279998,0.22618977,0.02321811,0.85494811,0.08124253,1.54729316
-5.30965483,3.73269777,2.36481660,0.95399320,0.22565121,0.02328666,0.86031215,0.08046355,1.53979326
-5.30365183,3.71970724,2.39260547,0.94473898,0.22445665,0.02327486,0.86543833,0.07947038,1.53038387
-5.29764882,3.70413549,2.42082351,0.93533346,0.22261621,0.02317927,0.87052202,0.07828870,1.51942727
-5.29164582,3.68686784,2.44985596,0.92607073,0.22014813,0.02299789,0.87574618,0.07694610,1.50729462
-5.28564282,3.66874091,2.47999730,0.91723045,0.21707841,0.02273019,0.88126939,0.07547111,1.49434985
-5.27963982,3.65050173,2.51142009,0.90906585,0.21344040,0.02237709,0.88721488,0.07389219,1.48093418
-5.27363682,3.63277125,2.54414946,0.90179257,0.20927425,0.02194088,0.89366104,0.07223675,1.46735179
-5.26763382,3.61601381,2.57804484,0.89557888,0.20462621,0.02142515,0.90063393,0.07053031,1.45385743
-5.26163082,3.60051409,2.61278993,0.89053762,0.19954784,0.02083474,0.90810223,0.06879577,1.44064637
-5.25562781,3.58636246,2.64789165,0.88672038,0.19409509,0.02017555,0.91597484,0.06705282,1.42784715
-5.24962481,3.57344937,2.68268822,0.88411387,0.18832727,0.01945444,0.92410136,0.06531748,1.41551742
-5.24362181,3.56146887,2.71636603,0.88263903,0.18230592,0.01867903,0.93227523,0.06360194,1.40364289
-5.23761881,3.54993117,2.74798458,0.88215264,0.17609362,0.01785759,0.94023967,0.06191446,1.39213965
-5.23161581,3.53818337,2.77650822,0.88245158,0.16975277,0.01699880,0.94769588,0.06025953,1.38085937
-5.22561281,3.52543740,2.80084320,0.88327948,0.16334436,0.01611159,0.95431325,0.05863815,1.36959741
-5.21960980,3.51080387,2.81987819,0.88433559,0.15692674,0.01520493,0.95974113,0.05704827,1.35810323
-5.21360680,3.49333020,2.83252639,0.88528544,0.15055454,0.01428767,0.96362147,0.05548537,1.34609270
-5.20760380,3.47204124,2.83776723,0.88577300,0.14427758,0.01336839,0.96560205,0.05394305,1.33326172
-5.20160080,3.44598072,2.83468582,0.88543370,0.13814009,0.01245518,0.96534939,0.05241373,1.31930057
-5.19559780,3.41425162,2.82250836,0.88390787,0.13217995,0.01155558,0.96256110,0.05088935,1.30390824
-5.18959480,3.37605383,2.80063216,0.88085404,0.12642826,0.01067639,0.95697703,0.04936201,1.28680631
-5.18359180,3.33071767,2.76864901,0.87596157,0.12090906,0.00982368,0.94838887,0.04782458,1.26775157
-5.17758879,3.27773178,2.72636118,0.86896204,0.11563934,0.00900263,0.93664780,0.04627122,1.24654706
-5.17158579,3.21676463,2.67378963,0.85963904,0.11062924,0.00821756,0.92166997,0.04469781,1.22305101
-5.16558279,3.14767878,2.61117434,0.84783583,0.10588249,0.00747193,0.90343981,0.04310225,1.19718334
-5.15957979,3.07053767,2.53896714,0.83346071,0.10139703,0.00676830,0.88201081,0.04148458,1.16892957
-5.15357679,2.98560485,2.45781767,0.81648989,0.09716583,0.00610845,0.85750421,0.03984706,1.13834197
-5.14757379,2.89333596,2.36855328,0.79696771,0.09317782,0.00549334,0.83010545,0.03819405,1.10553816
-5.14157079,2.79436420,2.27215407,0.77500432,0.08941890,0.00492330,0.80005869,0.03653182,1.07069716
-5.13556778,2.68947999,2.16972425,0.75077108,0.08587302,0.00439800,0.76765979,0.03486826,1.03405326
-5.12956478,2.57960610,2.06246115,0.72449369,0.08252324,0.00391663,0.73324788,0.03321245,0.99588807
-5.12356178,2.46576930,1.95162313,0.69644378,0.07935280,0.00347792,0.69719603,0.03157434,0.95652125
-5.11755878,2.34907010,1.83849780,0.66692906,0.07634606,0.00308030,0.65990138,0.02996420,0.91630028
-5.11155578,2.23065173,1.72437150,0.63628268,0.07348937,0.00272192,0.62177506,0.02839225,0.87559005
-5.10555278,2.11166982,1.61050125,0.60485237,0.07077183,0.00240079,0.58323221,0.02686827,0.83476242
-5.09954977,1.99326397,1.49808981,0.57298964,0.06818586,0.00211484,0.54468268,0.02540117,0.79418666
-5.09354677,1.87653220,1.38826457,0.54103971,0.06572766,0.00186198,0.50652229,0.02399881,0.75422078
-5.08754377,1.76250927,1.28206071,0.50933245,0.06339748,0.00164017,0.46912532,0.02266775,0.71520440
-5.08154077,1.65214936,1.18040870,0.47817473,0.06119977,0.00144748,0.43283803,0.02141316,0.67745323
-5.07553777,1.54631354,1.08412622,0.44784430,0.05914313,0.00128211,0.39797367,0.02023883,0.64125542
-5.06953477,1.44576212,0.99391430,0.41858553,0.05724016,0.00114247,0.36480865,0.01914727,0.60686967
-5.06353177,1.35115172,0.91035730,0.39060687,0.05550718,0.00102720,0.33358030,0.01813988,0.57452517
-5.05752876,1.26303677,0.83392633,0.36408003,0.05396381,0.00093518,0.30448574,0.01721724,0.54442312
-5.05152576,1.18187473,0.76498544,0.33914077,0.05263244,0.00086558,0.27768208,0.01637935,0.51673963
-5.04552276,1.10803455,0.70380020,0.31589111,0.05153768,0.00081788,0.25328758,0.01562608,0.49162965
-5.03951976,1.04180745,0.65054778,0.29440256,0.05070565,0.00079189,0.23138381,0.01495748,0.46923166
-5.03351676,0.98341928,0.60532829,0.27472031,0.05016327,0.00078777,0.21201841,0.01437417,0.44967273
-5.02751376,0.93304369,0.56817656,0.25686787,0.04993752,0.00080604,0.19520852,0.01387771,0.43307362
-5.02151076,0.89081538,0.53907412,0.24085202,0.05005468,0.00084762,0.18094444,0.01347091,0.41955366
-5.01550775,0.85684285,0.51796102,0.22666777,0.05053951,0.00091383,0.16919366,0.01315811,0.40923512
-5.00950475,0.83122011,0.50474710,0.21430305,0.05141457,0.00100643,0.15990490,0.01294536,0.40224685
-5.00350175,0.81403711,0.49932277,0.20374308,0.05269954,0.00112759,0.15301217,0.01284059,0.39872717
-4.99749875,0.80538860,0.50156909,0.19497423,0.05441061,0.00127995,0.14843877,0.01285363,0.39882581
-4.99149575,0.80538135,0.51136707,0.18798729,0.05655998,0.00146657,0.14610122,0.01299620,0.40270489
-4.98549275,0.81413978,0.52860644,0.18278016,0.05915554,0.00169097,0.14591292,0.01328182,0.41053914
-4.97948974,0.83181000,0.55319364,0.17935995,0.06220063,0.00195710,0.14778777,0.01372557,0.42251516
-4.97348674,0.85856239,0.58505915,0.17774449,0.06569404,0.00226932,0.15164357,0.01434391,0.43882991
-4.96748374,0.89459280,0.62416412,0.17796339,0.06963007,0.00263233,0.15740514,0.01515426,0.45968858
-4.96148074,0.94012238,0.67050596,0.18005853,0.07399889,0.00305116,0.16500735,0.01617470,0.48530164
-4.95547774,0.99539601,0.72412286,0.18408415,0.07878692,0.00353104,0.17439769,0.01742346,0.51588134
-4.94947474,1.06067921,0.78509679,0.19010648,0.08397743,0.00407733,0.18553858,0.01891849,0.55163750
-4.94347174,1.13625340,0.85355456,0.19820290,0.08955115,0.00469539,0.19840914,0.02067692,0.59277258
-4.93746873,1.22240912,0.92966650,0.20846064,0.09548699,0.00539042,0.21300636,0.02271451,0.63947603
-4.93146573,1.31943711,1.01364227,0.22097489,0.10176265,0.00616730,0.22934550,0.02504516,0.69191781
-4.92546273,1.42761683,1.10572336,0.23584632,0.10835528,0.00703040,0.24745966,0.02768028,0.75024112
-4.91945973,1.54720233,1.20617191,0.25317798,0.11524193,0.00798336,0.26739826,0.03062833,0.81455423
-4.91345673,1.67840533,1.31525560,0.27307138,0.12239988,0.00902887,0.28922437,0.03389429,0.88492164
-4.90745373,1.82137556,1.43322859,0.29562197,0.12980669,0.01016846,0.31301088,0.03747919,0.96135447
-4.90145073,1.97617874,1.56030884,0.32091382,0.13744016,0.01140226,0.33883545,0.04137971,1.04380064
-4.89544772,2.14277269,1.69665209,0.34901369,0.14527786,0.01272880,0.36677420,0.04558786,1.13213482
-4.88944472,2.32098237,1.84232356,0.37996462,0.15329662,0.01414483,0.39689450,0.05009070,1.22614888
-4.88344172,2.51047489,1.99726830,0.41377920,0.16147170,0.01564517,0.42924682,0.05487022,1.32554313
-4.87743872,2.71073583,2.16128157,0.45043280,0.16977587,0.01722264,0.46385612,0.05990332,1.42991914
-4.87143572,2.92104827,2.33398093,0.48985711,0.17817845,0.01886797,0.50071316,0.06516184,1.53877458
-4.86543272,3.14047612,2.51478168,0.53193431,0.18664430,0.02056989,0.53976599,0.07061283,1.65150083
-4.85942971,3.36785333,2.70287752,0.57649227,0.19513303,0.02231521,0.58091232,0.07621888,1.76738396
-4.85342671,3.60178046,2.89722802,0.62330121,0.20359826,0.02408899,0.62399319,0.08193862,1.88560945
-4.84742371,3.84062987,3.09655467,0.67207210,0.21198737,0.02587484,0.66878842,0.08772733,2.00527117
-4.84142071,4.08256058,3.29934658,0.72245730,0.22024146,0.02765523,0.71501421,0.09353769,2.12538473
-4.83541771,4.32554332,3.50387684,0.77405347,0.22829589,0.02941194,0.76232353,0.09932062,2.24490515
-4.82941471,4.56739576,3.70822987,0.82640708,0.23608116,0.03112648,0.81030918,0.10502622,2.36274874
-4.82341171,4.80582767,3.91033952,0.87902249,0.24352436,0.03278064,0.85850998,0.11060479,2.47781849
-4.81740870,5.03849469,4.10803721,0.93137242,0.25055107,0.03435698,0.90641992,0.11600785,2.58903240
-4.81140570,5.26305927,4.29910870,0.98291070,0.25708761,0.03583942,0.95350001,0.12118924,2.69535365
-4.80540270,5.47725658,4.48135745,1.03308680,0.26306361,0.03721367,0.99919267,0.12610612,2.79582160
-4.79939970,5.67896266,4.65267209,1.08136168,0.26841479,0.03846774,1.04293786,0.13071994,2.88958213
-4.79339670,5.86626211,4.81109518,1.12722426,0.27308578,0.03959236,1.08419063,0.13499737,2.97591610
-4.78739370,6.03751193,4.95489004,1.17020788,0.27703281,0.04058121,1.12243899,0.13891104,3.05426450
-4.78139070,6.19139863,5.08260243,1.20990590,0.28022619,0.04143119,1.15722145,0.14244016,3.12424890
-4.77538769,6.32698531,5.19311400,1.24598577,0.28265239,0.04214246,1.18814340,0.14557095,3.18568613
-4.76938469,6.44374641,5.28568451,1.27820070,0.28431547,0.04271846,1.21489129,0.14829687,3.23859614
-4.76338169,6.54158762,5.35998051,1.30639844,0.28523802,0.04316571,1.23724412,0.15061868,3.28320241
-4.75737869,6.62084967,5.41608858,1.33052653,0.28546125,0.04349355,1.25508131,0.15254416,3.31992453
-4.75137569,6.68229521,5.45451211,1.35063369,0.28504431,0.04371378,1.26838681,0.15408779,3.34936302
-4.74537269,6.72707879,5.47615128,1.36686720,0.28406288,0.04384022,1.27724884,0.15527002,3.37227676
-4.73936968,6.75670097,5.48226692,1.37946632,0.28260694,0.04388814,1.28185545,0.15611652,3.38955373
-4.73336668,6.77294828,5.47442962,1.38875181,0.28077795,0.04387375,1.28248602,0.15665715,3.40217638
-4.72736368,6.77782167,5.45445640,1.39511231,0.27868539,0.04381359,1.27949901,0.15692488,3.41118292
-4.72136068,6.77345652,5.42433786,1.39898790,0.27644299,0.04372400,1.27331666,0.15695457,3.41762614
-4.71535768,6.76203799,5.38615914,1.40085172,0.27416460,0.04362057,1.26440737,0.15678171,3.42253183
-4.70935468,6.74571552,5.34201870,1.40119060,0.27196016,0.04351770,1.25326659,0.15644124,3.42685835
-4.70335168,6.72652062,5.29394863,1.40048547,0.26993164,0.04342816,1.24039728,0.15596634,3.43145949
-4.69734867,6.70629165,5.24384047,1.39919261,0.26816942,0.04336284,1.22629083,0.15538737,3.43705208
-4.69134567,6.68660917,5.19337990,1.39772652,0.26674906,0.04333054,1.21140940,0.15473099,3.44418999
-4.68534267,6.66874468,5.14399351,1.39644529,0.26572873,0.04333778,1.19617055,0.15401939,3.45324557
-4.67933967,6.65362491,5.09680980,1.39563898,0.26514733,0.04338889,1.18093472,0.15326981,3.46439934
-4.67333667,6.64181308,5.05263609,1.39552159,0.26502340,0.04348596,1.16599624,0.15249428,3.47763829
-4.66733367,6.63350734,5.01195187,1.39622678,0.26535489,0.04362904,1.15157811,0.15169951,3.49276269
-4.66133067,6.62855610,4.97491850,1.39780739,0.26611966,0.04381628,1.13783052,0.15088714,3.50940097
-4.65532766,6.62648871,4.94140396,1.40023869,0.26727675,0.04404417,1.12483318,0.15005414,3.52703159
-4.64932466,6.62655941,4.91102089,1.40342494,0.26876839,0.04430772,1.11260099,0.14919335,3.54501091
-4.64332166,6.62780180,4.88317528,1.40720868,0.27052244,0.04460078,1.10109260,0.14829424,3.56260536
-4.63731866,6.62909057,4.85712279,1.41138235,0.27245539,0.04491617,1.09022114,0.14734376,3.57902623
-4.63131566,6.62920703,4.83202923,1.41570131,0.27447546,0.04524596,1.07986654,0.14632721,3.59346550
-4.62531266,6.62690510,4.80703183,1.41989759,0.27648602,0.04558159,1.06988844,0.14522915,3.60513080
-4.61930965,6.62097420,4.78129791,1.42369378,0.27838883,0.04591408,1.06013910,0.14403431,3.61327806
-4.61330665,6.61029634,4.75407776,1.42681619,0.28008721,0.04623410,1.05047544,0.14272838,3.61724035
-4.60730365,6.59389483,4.72474925,1.42900686,0.28148888,0.04653212,1.04076961,0.14129871,3.61645191
-4.60130065,6.57097280,4.69285194,1.43003386,0.28250856,0.04679847,1.03091754,0.13973494,3.61046657
-4.59529765,6.54094042,4.65810955,1.42969971,0.28306999,0.04702344,1.02084512,0.13802943,3.59897008
-4.58929465,6.50343036,4.62043986,1.42784744,0.28310759,0.04719740,1.01051173,0.13617759,3.58178638
-4.58329165,6.45830169,4.57995233,1.42436464,0.28256769,0.04731088,0.99991109,0.13417806,3.55887798
-4.57728864,6.40563307,4.53693410,1.41918515,0.28140918,0.04735472,0.98906959,0.13203278,3.53034095
-4.57128564,6.34570655,4.49182572,1.41228889,0.27960387,0.04732023,0.97804223,0.12974693,3.49639531
-4.56528264,6.27898361,4.44518849,1.40369981,0.27713640,0.04719938,0.96690662,0.12732880,3.45737175
-4.55927964,6.20607539,4.39766557,1.39348248,0.27400386,0.04698499,0.95575554,0.12478961,3.41369539
-4.55327664,6.12770912,4.34993938,1.38173744,0.27021515,0.04667100,0.94468854,0.12214319,3.36586792
-4.54727364,6.04469256,4.30268771,1.36859573,0.26579019,0.04625264,0.93380312,0.11940578,3.31444868
-4.54127064,5.95787851,4.25654104,1.35421284,0.26075889,0.04572671,0.92318616,0.11659562,3.26003565
-4.53526763,5.86813072,4.21204337,1.33876239,0.25516017,0.04509174,0.91290605,0.11373267,3.20324701
-4.52926463,5.77629257,4.16961844,1.32242973,0.24904079,0.04434817,0.90300603,0.11083824,3.14470374
-4.52326163,5.68315961,4.12954302,1.30540562,0.24245425,0.04349848,0.89349909,0.10793459,3.08501368
-4.51725863,5.58945641,4.09192842,1.28788015,0.23545965,0.04254719,0.88436477,0.10504458,3.02475723
-4.51125563,5.49581826,4.05671090,1.27003708,0.22812057,0.04150091,0.87554803,0.10219118,2.96447485
-4.50525263,5.40277781,4.02365130,1.25204852,0.22050394,0.04036816,0.86696017,0.09939708,2.90465646
-4.49924962,5.31075656,3.99234361,1.23407023,0.21267898,0.03915926,0.85848185,0.09668418,2.84573265
-4.49324662,5.22006099,3.96223195,1.21623750,0.20471613,0.03788606,0.84996802,0.09407307,2.78806775
