energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-5.76588294,12.31643143,0.03799986,1.60115773,1.42509026,0.60613276,7.82653133,5.73277202,3.70225729,0.00000000
-5.75987994,12.22935130,0.03932587,1.58685955,1.41068045,0.60615677,7.80352524,5.69828095,3.65962859,0.00000000
-5.75387694,12.13485059,0.04064799,1.57240197,1.39734919,0.60469088,7.77913032,5.65895797,3.61535388,0.00000000
-5.74787394,12.03450035,0.04193877,1.55804452,1.38561339,0.60177393,7.75409989,5.61538722,3.57022078,0.00000000
-5.74187094,11.92957421,0.04317169,1.54396532,1.37593879,0.59746691,7.72892939,5.56799924,3.52497268,0.00000000
-5.73586793,11.82104289,0.04432194,1.53026253,1.36872630,0.59185207,7.70387182,5.51707184,3.48029364,0.00000000
-5.72986493,11.70958555,0.04536724,1.51695984,1.36430037,0.58503161,7.67896430,5.46274029,3.43679603,0.00000000
-5.72386193,11.59561470,0.04628843,1.50401495,1.36289972,0.57712592,7.65406245,5.40501526,3.39501068,0.00000000
-5.71785893,11.47931132,0.04707001,1.49133055,1.36467063,0.56827114,7.62887930,5.34380670,3.35537938,0.00000000
-5.71185593,11.36066617,0.04770057,1.47876651,1.36966285,0.55861636,7.60302496,5.27895148,3.31824961,0.00000000
-5.70585293,11.23952346,0.04817294,1.46615263,1.37782825,0.54832027,7.57604408,5.21024266,3.28387121,0.00000000
-5.69984992,11.11562332,0.04848424,1.45330086,1.38902200,0.53754740,7.54744817,5.13745831,3.25239469,0.00000000
-5.69384692,10.98864034,0.04863575,1.44001649,1.40300631,0.52646416,7.51674091,5.06038815,3.22387136,0.00000000
-5.68784392,10.85821597,0.04863259,1.42610751,1.41945650,0.51523466,7.48343532,4.97885648,3.19825482,0.00000000
-5.68184092,10.72398377,0.04848324,1.41139210,1.43796928,0.50401666,7.44706242,4.89274051,3.17540427,0.00000000
-5.67583792,10.58558738,0.04819900,1.39570378,1.45807299,0.49295761,7.40717218,4.80198359,3.15508943,0.00000000
-5.66983492,10.44269174,0.04779334,1.37889462,1.47923963,0.48219130,7.36332800,4.70660330,3.13699749,0.00000000
-5.66383192,10.29498913,0.04728118,1.36083656,1.50089832,0.47183489,7.31509699,4.60669472,3.12074199,0.00000000
-5.65782891,10.14220176,0.04667821,1.34142127,1.52245005,0.46198686,7.26203809,4.50242972,3.10587407,0.00000000
-5.65182591,9.98408308,0.04600019,1.32055919,1.54328323,0.45272573,7.20369105,4.39405309,3.09189579,0.00000000
-5.64582291,9.82041972,0.04526242,1.29817798,1.56278982,0.44410975,7.13956826,4.28187649,3.07827571,0.00000000
-5.63981991,9.65103596,0.04447918,1.27422118,1.58038151,0.43617752,7.06915192,4.16627139,3.06446625,0.00000000
-5.63381691,9.47580187,0.04366337,1.24864733,1.59550562,0.42894956,6.99189789,4.04766171,3.04992256,0.00000000
-5.62781391,9.29464575,0.04282624,1.22142989,1.60766008,0.42243061,6.90724723,3.92651708,3.03412216,0.00000000
-5.62181091,9.10757077,0.04197730,1.19255822,1.61640718,0.41661269,6.81464544,3.80334691,3.01658471,0.00000000
-5.61580790,8.91467512,0.04112427,1.16203962,1.62138546,0.41147856,6.71356884,3.67869572,2.99689090,0.00000000
-5.60980490,8.71617407,0.04027319,1.12990226,1.62231934,0.40700543,6.60355659,3.55313953,2.97469971,0.00000000
-5.60380190,8.51242218,0.03942867,1.09619890,1.61902601,0.40316871,6.48424635,3.42728306,2.94976292,0.00000000
-5.59779890,8.30393352,0.03859404,1.06101092,1.61141943,0.39994552,6.35541117,3.30175724,2.92193618,0.00000000
-5.59179590,8.09139753,0.03777174,1.02445229,1.59951104,0.39731778,6.21699485,3.17721662,2.89118590,0.00000000
-5.58579290,7.87568855,0.03696353,0.98667307,1.58340721,0.39527467,6.06914305,3.05433588,2.85759142,0.00000000
-5.57978989,7.65786730,0.03617083,0.94786196,1.56330351,0.39381433,5.91222773,2.93380527,2.82134235,0.00000000
-5.57378689,7.43917304,0.03539492,0.90824749,1.53947601,0.39294473,5.74686267,2.81632416,2.78273091,0.00000000
-5.56778389,7.22100606,0.03463714,0.86809758,1.51226998,0.39268365,5.57390870,2.70259295,2.74213989,0.00000000
-5.56178089,7.00490047,0.03389900,0.82771734,1.48208653,0.39305779,5.39446761,2.59330288,2.70002651,0.00000000
-5.55577789,6.79248835,0.03318225,0.78744487,1.44936779,0.39410111,5.20986471,2.48912426,2.65690331,0.00000000
-5.54977489,6.58545678,0.03248886,0.74764532,1.41458137,0.39585249,5.02162076,2.39069328,2.61331683,0.00000000
-5.54377189,6.38549969,0.03182096,0.70870328,1.37820474,0.39835280,4.83141429,2.29859810,2.56982526,0.00000000
-5.53776888,6.19426720,0.03118071,0.67101387,1.34071037,0.40164174,4.64103649,2.21336479,2.52697635,0.00000000
-5.53176588,6.01331479,0.03057019,0.63497291,1.30255212,0.40575430,4.45234084,2.13544386,2.48528638,0.00000000
-5.52576288,5.84405529,0.02999121,0.60096661,1.26415375,0.41071743,4.26719001,2.06519822,2.44522155,0.00000000
-5.51975988,5.68771592,0.02944515,0.56936138,1.22589959,0.41654670,4.08740286,2.00289321,2.40718220,0.00000000
-5.51375688,5.54530261,0.02893285,0.54049414,1.18812815,0.42324337,3.91470405,1.94868935,2.37149095,0.00000000
-5.50775388,5.41757349,0.02845444,0.51466366,1.15112838,0.43079193,3.75067855,1.90263826,2.33838469,0.00000000
-5.50175088,5.30502257,0.02800928,0.49212335,1.11513886,0.43915820,3.59673323,1.86468226,2.30801098,0.00000000
-5.49574787,5.20787440,0.02759590,0.47307580,1.08034970,0.44828813,3.45406690,1.83465751,2.28042855,0.00000000
-5.48974487,5.12608979,0.02721198,0.45766931,1.04690671,0.45810733,3.32364986,1.81230104,2.25561181,0.00000000
-5.48374187,5.05938217,0.02685441,0.44599652,1.01491765,0.46852148,3.20621340,1.79726119,2.23345885,0.00000000
-5.47773887,5.00724372,0.02651933,0.43809513,0.98445985,0.47941755,3.10224932,1.78911128,2.21380258,0.00000000
-5.47173587,4.96897989,0.02620226,0.43395065,0.95558887,0.49066590,3.01201862,1.78736598,2.19642422,0.00000000
-5.46573287,4.94375081,0.02589821,0.43350089,0.92834748,0.50212319,2.93556865,1.79149973,2.18106870,0.00000000
-5.45972986,4.93061760,0.02560190,0.43664195,0.90277453,0.51363625,2.87275718,1.80096659,2.16746115,0.00000000
-5.45372686,4.92859167,0.02530788,0.44323535,0.87891314,0.52504650,2.82328187,1.81522070,2.15532400,0.00000000
-5.44772386,4.93668474,0.02501074,0.45311581,0.85681782,0.53619517,2.78671339,1.83373652,2.14439394,0.00000000
-5.44172086,4.95395768,0.02470534,0.46609934,0.83656010,0.54692897,2.76253021,1.85602811,2.13443822,0.00000000
-5.43571786,4.97956575,0.02438696,0.48199111,0.81823241,0.55710607,2.75015343,1.88166653,2.12526960,0.00000000
-5.42971486,5.01279853,0.02405154,0.50059276,0.80195003,0.56660216,2.74897972,1.91029468,2.11675961,0.00000000
-5.42371186,5.05311246,0.02369581,0.52170874,0.78785090,0.57531639,2.75841088,1.94163880,2.10884927,0.00000000
-5.41770885,5.10015456,0.02331748,0.54515137,0.77609346,0.58317681,2.77787867,1.97551603,2.10155709,0.00000000
-5.41170585,5.15377570,0.02291536,0.57074440,0.76685229,0.59014511,2.80686379,2.01183757,2.09498367,0.00000000
-5.40570285,5.21403276,0.02248944,0.59832499,0.76031205,0.59622026,2.84490820,2.05060704,2.08931252,0.00000000
-5.39969985,5.28117868,0.02204096,0.62774390,0.75665958,0.60144091,2.89162033,2.09191395,2.08480698,0.00000000
-5.39369685,5.35564065,0.02157242,0.65886417,0.75607475,0.60588613,2.94667313,2.13592222,2.08180279,0.00000000
-5.38769385,5.43798648,0.02108752,0.69155822,0.75872024,0.60967449,3.00979513,2.18285414,2.08069646,0.00000000
-5.38169085,5.52888034,0.02059110,0.72570370,0.76473070,0.61296129,3.08075511,2.23297008,2.08192958,0.00000000
-5.37568784,5.62902922,0.02008894,0.76117840,0.77420182,0.61593386,3.15934140,2.28654477,2.08596936,0.00000000
-5.36968484,5.73912211,0.01958763,0.79785448,0.78717975,0.61880518,3.24533680,2.34384102,2.09328604,0.00000000
-5.36368184,5.85976458,0.01909427,0.83559249,0.80365133,0.62180583,3.33849077,2.40508194,2.10432799,0.00000000
-5.35767884,5.99141137,0.01861623,0.87423548,0.82353582,0.62517469,3.43849046,2.47042280,2.11949541,0.00000000
-5.35167584,6.13430048,0.01816082,0.91360372,0.84667833,0.62914865,3.54493219,2.53992403,2.13911393,0.00000000
-5.34567284,6.28839190,0.01773496,0.95349025,0.87284572,0.63395185,3.65729531,2.61352645,2.16340927,0.00000000
-5.33966983,6.45331424,0.01734489,0.99365767,0.90172502,0.63978492,3.77491999,2.69103025,2.19248427,0.00000000
-5.33366683,6.62832257,0.01699584,1.03383644,0.93292486,0.64681471,3.89699062,2.77207869,2.22629970,0.00000000
-5.32766383,6.81226999,0.01669175,1.07372486,0.96597986,0.65516509,4.02252599,2.85614786,2.26465994,0.00000000
-5.32166083,7.00359534,0.01643507,1.11299076,1.00035816,0.66490923,4.15037743,2.94254298,2.30720461,0.00000000
-5.31565783,7.20032843,0.01622653,1.15127512,1.03547185,0.67606386,4.27923540,3.03040209,2.35340680,0.00000000
-5.30965483,7.40011386,0.01606511,1.18819737,1.07069006,0.68858578,4.40764493,3.11870730,2.40257860,0.00000000
-5.30365183,7.60025306,0.01594795,1.22336232,1.10535431,0.70237095,4.53402956,3.20630341,2.45388378,0.00000000
-5.29764882,7.79776397,0.01587044,1.25636853,1.13879558,0.71725618,4.65672330,3.29192370,2.50635769,0.00000000
-5.29164582,7.98945647,0.01582631,1.28681770,1.17035250,0.73302353,4.77400941,3.37422203,2.55893349,0.00000000
-5.28564282,8.17202096,0.01580789,1.31432491,1.19938996,0.74940716,4.88416470,3.45181030,2.61047405,0.00000000
-5.27963982,8.34212710,0.01580634,1.33852920,1.22531747,0.76610246,4.98550754,3.52329992,2.65980815,0.00000000
-5.27363682,8.49652871,0.01581199,1.35910407,1.24760646,0.78277705,5.07644753,3.58734581,2.70576948,0.00000000
-5.26763382,8.63217081,0.01581468,1.37576765,1.26580594,0.79908318,5.15553486,3.64269132,2.74723691,0.00000000
-5.26163082,8.74629435,0.01580418,1.38829189,1.27955588,0.81467094,5.22150702,3.68821216,2.78317425,0.00000000
-5.25562781,8.83653434,0.01577055,1.39651056,1.28859778,0.82920171,5.27333078,3.72295779,2.81266765,0.00000000
-5.24962481,8.90100706,0.01570454,1.40032567,1.29278201,0.84236124,5.31023765,3.74618834,2.83495913,0.00000000
-5.24362181,8.93838267,0.01559792,1.39971206,1.29207181,0.85387169,5.33175083,3.75740568,2.84947458,0.00000000
-5.23761881,8.94793989,0.01544381,1.39471983,1.28654354,0.86350210,5.33770264,3.75637706,2.85584504,0.00000000
-5.23161581,8.92960016,0.01523690,1.38547472,1.27638355,0.87107678,5.32824125,3.74315045,2.85392024,0.00000000
-5.22561281,8.88393983,0.01497364,1.37217612,1.26188153,0.87648122,5.30382652,3.71806061,2.84377374,0.00000000
-5.21960980,8.81217925,0.01465236,1.35509299,1.24342087,0.87966522,5.26521475,3.68172550,2.82569943,0.00000000
-5.21360680,8.71614931,0.01427333,1.33455771,1.22146614,0.88064318,5.21343314,3.63503311,2.80019959,0.00000000
-5.20760380,8.59823643,0.01383868,1.31095807,1.19654852,0.87949143,5.14974486,3.57911894,2.76796489,0.00000000
-5.20160080,8.46130827,0.01335234,1.28472779,1.16924941,0.87634294,5.07560625,3.51533497,2.72984740,0.00000000
-5.19559780,8.30862310,0.01281987,1.25633581,1.14018298,0.87137955,4.99261796,3.44521120,2.68682776,0.00000000
-5.18959480,8.14372650,0.01224825,1.22627481,1.10997831,0.86482227,4.90247222,3.37041128,2.63997798,0.00000000
-5.18359180,7.97033989,0.01164567,1.19504933,1.07926157,0.85692021,4.80689833,3.29268390,2.59042175,0.00000000
-5.17758879,7.79224538,0.01102124,1.16316396,1.04863898,0.84793865,4.70760891,3.21381191,2.53929389,0.00000000
-5.17158579,7.61317182,0.01038474,1.13111199,1.01868105,0.83814702,4.60624902,3.13556110,2.48770091,0.00000000
-5.16558279,7.43668685,0.00974635,1.09936481,0.98990860,0.82780745,4.50435032,3.05963093,2.43668456,0.00000000
-5.15957979,7.26609943,0.00911640,1.06836254,0.96278090,0.81716444,4.40329210,2.98760897,2.38718985,0.00000000
-5.15357679,7.10437679,0.00850515,1.03850603,0.93768647,0.80643629,4.30427060,2.92093105,2.34003911,0.00000000
-5.14757379,6.95407916,0.00792262,1.01015049,0.91493649,0.79580874,4.20827774,2.86084873,2.29591314,0.00000000
-5.14157079,6.81731466,0.00737842,0.98360082,0.89476121,0.78543100,4.11608983,2.80840531,2.25534025,0.00000000
-5.13556778,6.69571606,0.00688164,0.95910879,0.87730931,0.77541458,4.02826636,2.76442143,2.21869348,0.00000000
-5.12956478,6.59043973,0.00644082,0.93687195,0.86265005,0.76583465,3.94515856,2.72949064,2.18619607,0.00000000
-5.12356178,6.50218638,0.00606388,0.91703433,0.85077821,0.75673405,3.86692690,2.70398514,2.15793452,0.00000000
-5.11755878,6.43124203,0.00575815,0.89968862,0.84162140,0.74812939,3.79356640,2.68807119,2.13387866,0.00000000
-5.11155578,6.37753686,0.00553041,0.88487985,0.83504953,0.74001902,3.72493822,2.68173348,2.11390724,0.00000000
-5.10555278,6.34071855,0.00538688,0.87261031,0.83088585,0.73239223,3.66080584,2.68480704,2.09783781,0.00000000
-5.09954977,6.32023629,0.00533334,0.86284539,0.82891921,0.72523907,3.60087387,2.69701532,2.08545911,0.00000000
-5.09354677,6.31543095,0.00537512,0.85552031,0.82891699,0.71856030,3.54482770,2.71801224,2.07656410,0.00000000
-5.08754377,6.32562680,0.00551717,0.85054726,0.83063801,0.71237658,3.49237180,2.74742634,2.07098196,0.00000000
-5.08154077,6.35021975,0.00576403,0.84782288,0.83384507,0.70673657,3.44326510,2.78490441,2.06860708,0.00000000
-5.07553777,6.38875755,0.00611984,0.84723577,0.83831637,0.70172327,3.39735162,2.83015260,2.06942344,0.00000000
-5.06953477,6.44100731,0.00658823,0.84867371,0.84385545,0.69745811,3.35458492,2.88297234,2.07352305,0.00000000
-5.06353177,6.50700647,0.00717226,0.85203038,0.85029908,0.69410265,3.31504520,2.94328916,2.08111694,0.00000000
-5.05752876,6.58709392,0.00787426,0.85721135,0.85752289,0.69185740,3.27894832,3.01117242,2.09253823,0.00000000
-5.05152576,6.68191855,0.00869564,0.86413902,0.86544426,0.69095805,3.24664589,3.08684420,2.10823644,0.00000000
-5.04552276,6.79242396,0.00963668,0.87275623,0.87402251,0.69166881,3.21861666,3.17067659,2.12876321,0.00000000
-5.03951976,6.91980864,0.01069630,0.88302840,0.88325627,0.69427332,3.19544898,3.26317632,2.15474951,0.00000000
-5.03351676,7.06546224,0.01187179,0.89494393,0.89317818,0.69906333,3.17781527,3.36495702,2.18687529,0.00000000
-5.02751376,7.23087987,0.01315863,0.90851269,0.90384705,0.70632559,3.16643900,3.47669951,2.22583245,0.00000000
-5.02151076,7.41755723,0.01455017,0.92376261,0.91533807,0.71632746,3.16205572,3.59910141,2.27228277,0.00000000
-5.01550775,7.62687073,0.01603752,0.94073414,0.92773132,0.72930184,3.16536945,3.73281795,2.32681250,0.00000000
-5.00950475,7.85994771,0.01760939,0.95947299,0.94109939,0.74543209,3.17700634,3.87839626,2.38988560,0.00000000
-5.00350175,8.11753249,0.01925200,0.98002097,0.95549457,0.76483758,3.19746746,4.03620635,2.46179789,0.00000000
-4.99749875,8.39985507,0.02094911,1.00240563,0.97093652,0.78756048,3.22708301,4.20637197,2.54263430,0.00000000
-4.99149575,8.70650909,0.02268213,1.02662880,0.98740100,0.81355463,3.26596998,4.38870505,2.63223165,0.00000000
-4.98549275,9.03634626,0.02443029,1.05265481,1.00481037,0.84267691,3.31399565,4.58264746,2.73014890,0.00000000
-4.97948974,9.38739376,0.02617095,1.08039887,1.02302660,0.87468173,3.37074873,4.78722381,2.83564697,0.00000000
-4.97348674,9.75680077,0.02788001,1.10971640,1.04184712,0.90921911,3.43552029,5.00100865,2.94767965,0.00000000
-4.96748374,10.14081903,0.02953234,1.14039401,1.06100405,0.94583657,3.50729574,5.22211088,3.06489688,0.00000000
-4.96148074,10.53482129,0.03110241,1.17214280,1.08016700,0.98398513,3.58475909,5.44817786,3.18566097,0.00000000
-4.95547774,10.93335962,0.03256483,1.20459467,1.09894938,1.02302930,3.66631018,5.67642033,3.30807599,0.00000000
-4.94947474,11.33026390,0.03389508,1.23730215,1.11691822,1.06226095,3.75009471,5.90365880,3.43002977,0.00000000
-4.94347174,11.71877869,0.03507010,1.26974212,1.13360696,1.10091678,3.83404671,6.12639065,3.54924748,0.00000000
-4.93746873,12.09173487,0.03606899,1.30132367,1.14853096,1.13819878,3.91594216,6.34087630,3.66335495,0.00000000
-4.93146573,12.44175030,0.03687363,1.33139998,1.16120477,1.17329704,3.99346200,6.54324165,3.76994965,0.00000000
-4.92546273,12.76145213,0.03746921,1.35928402,1.17116052,1.20541412,4.06426227,6.72959306,3.86667644,0.00000000
-4.91945973,13.04371206,0.03784470,1.38426758,1.17796661,1.23379009,4.12604860,6.89614039,3.95130519,0.00000000
-4.91345673,13.28188460,0.03799318,1.40564290,1.18124561,1.25772717,4.17665195,7.03932288,4.02180691,0.00000000
-4.90745373,13.47003809,0.03791212,1.42272598,1.18069069,1.27661304,4.21410250,7.15593249,4.07642509,0.00000000
-4.90145073,13.60316812,0.03760344,1.43488057,1.17607958,1.28994177,4.23669830,7.24322905,4.11373914,0.00000000
-4.89544772,13.67738343,0.03707345,1.44154181,1.16728551,1.29733162,4.24306566,7.29904212,4.13271694,0.00000000
-4.88944472,13.69005585,0.03633271,1.44223816,1.15428446,1.29853866,4.23220857,7.32185451,4.13275417,0.00000000
-4.88344172,13.63992680,0.03539568,1.43661079,1.13715832,1.29346588,4.20354484,7.31086379,4.11369845,0.00000000
-4.87743872,13.52716555,0.03428029,1.42442928,1.11609398,1.28216719,4.15692735,7.26601858,4.07585720,0.00000000
-4.87143572,13.35337609,0.03300742,1.40560287,1.09137812,1.26484614,4.09264928,7.18802803,4.01998876,0.00000000
-4.86543272,13.12155240,0.03160028,1.38018677,1.06338813,1.24184947,4.01143347,7.07834390,3.94727717,0.00000000
-4.85942971,12.83598395,0.03008377,1.34838302,1.03257954,1.21365577,3.91440602,6.93911619,3.85929173,0.00000000
-4.85342671,12.50211614,0.02848376,1.31053598,0.99947055,1.18085963,3.80305588,6.77312430,3.75793330,0.00000000
-4.84742371,12.12637190,0.02682644,1.26712260,0.96462437,1.14415216,3.67918205,6.58368711,3.64536954,0.00000000
-4.84142071,11.71594294,0.02513764,1.21873795,0.92863028,1.10429868,3.54483106,6.37455611,3.52396246,0.00000000
-4.83541771,11.27856012,0.02344225,1.16607674,0.89208417,1.06211447,3.40222774,6.14979655,3.39619109,0.00000000
-4.82941471,10.82225323,0.02176364,1.10991161,0.85556948,1.01843981,3.25370218,5.91366193,3.26457312,0.00000000
-4.82341171,10.35511078,0.02012327,1.05106933,0.81963939,0.97411523,3.10161647,5.67046748,3.13158854,0.00000000
-4.81740870,9.88504979,0.01854032,0.99040586,0.78480092,0.92995811,2.94829408,5.42446781,2.99960872,0.00000000
-4.81140570,9.41960496,0.01703143,0.92878149,0.75150154,0.88674142,2.79595497,5.17974384,2.87083361,0.00000000
-4.80540270,8.96574505,0.01561063,0.86703692,0.72011891,0.84517556,2.64665881,4.94010320,2.74723946,0.00000000
-4.79939970,8.52972277,0.01428924,0.80597149,0.69095377,0.80589376,2.50225839,4.70899740,2.63053865,0.00000000
-4.79339670,8.11696230,0.01307598,0.74632399,0.66422638,0.76944163,2.36436453,4.48945833,2.52215288,0.00000000
-4.78739370,7.73198679,0.01197713,0.68875696,0.64007623,0.73627088,2.23432320,4.28405522,2.42319981,0.00000000
-4.78139070,7.37838572,0.01099674,0.63384482,0.61856491,0.70673735,2.11320509,4.09487226,2.33449307,0.00000000
-4.77538769,7.05882039,0.01013690,0.58206586,0.59968186,0.68110308,2.00180694,3.92350605,2.25655444,0.00000000
-4.76938469,6.77506372,0.00939807,0.53379830,0.58335228,0.65954195,1.90066364,3.77108111,2.18963676,0.00000000
-4.76338169,6.52806919,0.00877941,0.48932016,0.56944697,0.64214839,1.81006945,3.63828073,2.13375562,0.00000000
-4.75737869,6.31806276,0.00827908,0.44881253,0.55779322,0.62894838,1.73010655,3.52539008,2.08872737,0.00000000
-4.75137569,6.14465056,0.00789457,0.41236577,0.54818632,0.61991205,1.66067860,3.43234807,2.05421106,0.00000000
-4.74537269,6.00693533,0.00762296,0.37998814,0.54040096,0.61496685,1.60154712,3.35880405,2.02975176,0.00000000
-4.73936968,5.90363417,0.00746116,0.35161609,0.53420214,0.61401067,1.55236847,3.30417598,2.01482266,0.00000000
-4.73336668,5.83319123,0.00740606,0.32712569,0.52935491,0.61692392,1.51272916,3.26770646,2.00886389,0.00000000
-4.72736368,5.79387934,0.00745465,0.30634443,0.52563275,0.62358000,1.48217781,3.24851381,2.01131593,0.00000000
-4.72136068,5.78388598,0.00760403,0.28906290,0.52282423,0.63385352,1.46025211,3.24563576,2.02164627,0.00000000
-4.71535768,5.80138016,0.00785142,0.27504572,0.52073783,0.64762577,1.44649964,3.25806414,2.03936817,0.00000000
-4.70935468,5.84455824,0.00819407,0.26404151,0.51920481,0.66478733,1.44049187,3.28476942,2.06405098,0.00000000
-4.70335168,5.91166814,0.00862908,0.25579127,0.51808038,0.68523761,1.44183117,3.32471515,2.09532200,0.00000000
-4.69734867,6.00101281,0.00915325,0.25003533,0.51724311,0.70888154,1.45015089,3.37686236,2.13286031,0.00000000
-4.69134567,6.11093496,0.00976284,0.24651847,0.51659291,0.73562362,1.46510920,3.44016543,2.17638355,0.00000000
-4.68534267,6.23978649,0.01045337,0.24499347,0.51604799,0.76535988,1.48637774,3.51356064,2.22562875,0.00000000
-4.67933967,6.38588633,0.01121935,0.24522309,0.51554096,0.79796830,1.51362616,3.59594977,2.28032898,0.00000000
-4.67333667,6.54747166,0.01205411,0.24698068,0.51501445,0.83329839,1.54650416,3.68618077,2.34018755,0.00000000
-4.66733367,6.72264722,0.01294958,0.25004974,0.51441677,0.87116084,1.58462261,3.78302806,2.40485160,0.00000000
-4.66133067,6.90933776,0.01389616,0.25422276,0.51369768,0.91131777,1.62753523,3.88517482,2.47388706,0.00000000
-4.65532766,7.10524825,0.01488269,0.25929945,0.51280474,0.95347467,1.67472245,3.99119943,2.54675680,0.00000000
-4.64932466,7.30783586,0.01589641,0.26508499,0.51168041,0.99727442,1.72557883,4.09956799,2.62280356,0.00000000
-4.64332166,7.51429728,0.01692307,0.27138831,0.51026008,1.04229426,1.77940507,4.20863446,2.70123903,0.00000000
