energy_ev,total_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.78389195,1.66211386,0.01502742,0.24133200,0.54079815,0.63560656,0.62453815,0.00000000,0.31762302,0.30291619
-5.77788894,1.71226333,0.01457934,0.25240607,0.56110611,0.65914017,0.64234453,0.00000000,0.33431065,0.30572813
-5.77188594,1.77337200,0.01415182,0.26454690,0.58605717,0.68748244,0.66471954,0.00000000,0.35382264,0.30975809
-5.76588294,1.84577496,0.01375493,0.27774485,0.61579014,0.72070994,0.69179246,0.00000000,0.37619123,0.31510679
-5.75987994,1.92963313,0.01339701,0.29196608,0.65038184,0.75883600,0.72361897,0.00000000,0.40140602,0.32184635
-5.75387694,2.02490661,0.01308438,0.30714864,0.68983529,0.80180242,0.76017061,0.00000000,0.42940749,0.33001615
-5.74787394,2.13133321,0.01282122,0.32319973,0.73406957,0.84947264,0.80132623,0.00000000,0.46008174,0.33961974
-5.74187094,2.24841356,0.01260952,0.33999418,0.78291181,0.90162692,0.84686615,0.00000000,0.49325665,0.35062314
-5.73586793,2.37540383,0.01244904,0.35737450,0.83609179,0.95796001,0.89646932,0.00000000,0.52869980,0.36295460
-5.72986493,2.51131688,0.01233749,0.37515247,0.89323949,1.01808147,0.94971378,0.00000000,0.56611846,0.37650571
-5.72386193,2.65493206,0.01227068,0.39311232,0.95388583,1.08151906,1.00608072,0.00000000,0.60516156,0.39113396
-5.71785893,2.80481376,0.01224281,0.41101549,1.01746670,1.14772503,1.06496185,0.00000000,0.64542388,0.40666659
-5.71185593,2.95933816,0.01224674,0.42860665,1.08333027,1.21608529,1.12567033,0.00000000,0.68645228,0.42290541
-5.70585293,3.11672732,0.01227435,0.44562085,1.15074752,1.28593127,1.18745456,0.00000000,0.72775395,0.43963265
-5.69984992,3.27508950,0.01231691,0.46179146,1.21892561,1.35655387,1.24951472,0.00000000,0.76880619,0.45661726
-5.69384692,3.43246418,0.01236544,0.47685852,1.28702381,1.42721925,1.31102139,0.00000000,0.80906777,0.47362156
-5.68784392,3.58687001,0.01241107,0.49057703,1.35417152,1.49718564,1.37113555,0.00000000,0.84799117,0.49040794
-5.68184092,3.73635414,0.01244533,0.50272494,1.41948773,1.56572074,1.42902949,0.00000000,0.88503547,0.50674526
-5.67583792,3.87904087,0.01246050,0.51311038,1.48210132,1.63211889,1.48390762,0.00000000,0.91967938,0.52241476
-5.66983492,4.01317796,0.01244982,0.52157773,1.54117162,1.69571762,1.53502671,0.00000000,0.95143393,0.53721526
-5.66383192,4.13717913,0.01240767,0.52801243,1.59590836,1.75591274,1.58171476,0.00000000,0.97985444,0.55096748
-5.65782891,4.24966121,0.01232973,0.53234417,1.64559058,1.81217177,1.62338789,0.00000000,1.00455138,0.56351742
-5.65182591,4.34947487,0.01221304,0.53454845,1.68958365,1.86404513,1.65956467,0.00000000,1.02519961,0.57473866
-5.64582291,4.43572833,0.01205602,0.53464651,1.72735393,1.91117498,1.68987756,0.00000000,1.04154591,0.58453374
-5.63981991,4.50780340,0.01185844,0.53270363,1.75848076,1.95330143,1.71408107,0.00000000,1.05341446,0.59283454
-5.63381691,4.56536373,0.01162133,0.52882604,1.78266509,1.99026619,1.73205645,0.00000000,1.06071017,0.59960187
-5.62781391,4.60835562,0.01134685,0.52315653,1.79973490,2.02201365,1.74381290,0.00000000,1.06341983,0.60482427
-5.62181091,4.63700153,0.01103818,0.51586922,1.80964700,2.04858945,1.74948531,0.00000000,1.06161106,0.60851639
-5.61580790,4.65178710,0.01069929,0.50716353,1.81248547,2.07013694,1.74932878,0.00000000,1.05542921,0.61071686
-5.60980490,4.65344230,0.01033478,0.49725787,1.80845671,2.08689140,1.74371003,0.00000000,1.04509248,0.61148592
-5.60380190,4.64291767,0.00994969,0.48638320,1.79788149,2.09917258,1.73309624,0.00000000,1.03088525,0.61090297
-5.59779890,4.62135626,0.00954930,0.47477675,1.78118426,2.10737553,1.71804158,0.00000000,1.01315013,0.60906409
-5.59179590,4.59006249,0.00913896,0.46267607,1.75888021,2.11196003,1.69917186,0.00000000,0.99227896,0.60607952
-5.58579290,4.55046833,0.00872390,0.45031362,1.73156056,2.11343878,1.67716782,0.00000000,0.96870298,0.60207132
-5.57978989,4.50409780,0.00830913,0.43791201,1.69987644,2.11236447,1.65274752,0.00000000,0.94288259,0.59717106
-5.57378689,4.45253040,0.00789927,0.42567986,1.66452209,2.10931594,1.62664814,0.00000000,0.91529694,0.59151760
-5.56778389,4.39736408,0.00749852,0.41380834,1.62621775,2.10488361,1.59960781,0.00000000,0.88643365,0.58525490
-5.56178089,4.34017830,0.00711050,0.40246839,1.58569262,2.09965426,1.57234774,0.00000000,0.85677886,0.57852980
-5.55577789,4.28249793,0.00673829,0.39180849,1.54366865,2.09419554,1.54555510,0.00000000,0.82680785,0.57148976
-5.54977489,4.22575844,0.00638438,0.38195300,1.50084514,2.08904039,1.51986703,0.00000000,0.79697645,0.56428057
-5.54377189,4.17127323,0.00605065,0.37300091,1.45788486,2.08467182,1.49585612,0.00000000,0.76771323,0.55704387
-5.53776888,4.12020370,0.00573841,0.36502508,1.41540178,2.08150845,1.47401767,0.00000000,0.73941284,0.54991476
-5.53176588,4.07353299,0.00544844,0.35807180,1.37395081,2.07989130,1.45475916,0.00000000,0.71243033,0.54301919
-5.52576288,4.03204422,0.00518102,0.35216077,1.33401956,2.08007247,1.43839205,0.00000000,0.68707674,0.53647164
-5.51975988,3.99630401,0.00493601,0.34728549,1.29602258,2.08220623,1.42512640,0.00000000,0.66361578,0.53037274
-5.51375688,3.96665232,0.00471290,0.34341405,1.26029789,2.08634305,1.41506830,0.00000000,0.64226189,0.52480735
-5.50775388,3.94319918,0.00451091,0.34049043,1.22710602,2.09242729,1.40822047,0.00000000,0.62317946,0.51984292
-5.50175088,3.92582893,0.00432903,0.33843629,1.19663160,2.10029871,1.40448598,0.00000000,0.60648335,0.51552843
-5.49574787,3.91421243,0.00416613,0.33715341,1.16898723,2.10969833,1.40367521,0.00000000,0.59224063,0.51189392
-5.48974487,3.90782701,0.00402103,0.33652667,1.14421970,2.12027851,1.40551580,0.00000000,0.58047343,0.50895069
-5.48374187,3.90598415,0.00389259,0.33642760,1.12231820,2.13161746,1.40966546,0.00000000,0.57116293,0.50669230
-5.47773887,3.90786397,0.00377978,0.33671848,1.10322430,2.14323741,1.41572730,0.00000000,0.56425431,0.50509621
-5.47173587,3.91255542,0.00368175,0.33725696,1.08684319,2.15462631,1.42326707,0.00000000,0.55966245,0.50412606
-5.46573287,3.91910087,0.00359792,0.33790088,1.07305595,2.16526193,1.43183184,0.00000000,0.55727834,0.50373459
-5.45972986,3.92654310,0.00352804,0.33851330,1.06173203,2.17463749,1.44096937,0.00000000,0.55697580,0.50386683
-5.45372686,3.93397270,0.00347223,0.33896752,1.05274162,2.18228772,1.45024736,0.00000000,0.55861848,0.50446363
-5.44772386,3.94057376,0.00343103,0.33915173,1.04596726,2.18781397,1.45927191,0.00000000,0.56206656,0.50546505
-5.44172086,3.94566540,0.00340547,0.33897324,1.04131394,2.19090718,1.46770411,0.00000000,0.56718326,0.50681373
-5.43571786,3.94873721,0.00339699,0.33836198,1.03871741,2.19136745,1.47527429,0.00000000,0.57384045,0.50845764
-5.42971486,3.94947650,0.00340756,0.33727303,1.03814997,2.18911908,1.48179300,0.00000000,0.58192345,0.51035244
-5.42371186,3.94778578,0.00343953,0.33568815,1.03962345,2.18422012,1.48715828,0.00000000,0.59133447,0.51246290
-5.41770885,3.94378932,0.00349568,0.33361603,1.04318913,2.17686573,1.49135868,0.00000000,0.60199472,0.51476364
-5.41170585,3.93782810,0.00357907,0.33109138,1.04893433,2.16738489,1.49447189,0.00000000,0.61384484,0.51723884
-5.40570285,3.93044308,0.00369300,0.32817275,1.05697586,2.15623038,1.49665891,0.00000000,0.62684369,0.51988116
-5.39969985,3.92234717,0.00384084,0.32493916,1.06745039,2.14396232,1.49815390,0.00000000,0.64096551,0.52268972
-5.39369685,3.91438722,0.00402592,0.32148572,1.08050217,2.13122559,1.49925015,0.00000000,0.65619534,0.52566750
-5.38769385,3.90749734,0.00425133,0.31791852,1.09626870,2.11872231,1.50028265,0.00000000,0.67252318,0.52881811
-5.38169085,3.90264592,0.00451978,0.31434878,1.11486480,2.10718024,1.50160822,0.00000000,0.68993691,0.53214226
-5.37568784,3.90077866,0.00483339,0.31088681,1.13636617,2.09731858,1.50358387,0.00000000,0.70841448,0.53563413
-5.36968484,3.90276036,0.00519353,0.30763595,1.16079312,2.08981268,1.50654463,0.00000000,0.72791566,0.53927790
-5.36368184,3.90931839,0.00560059,0.30468681,1.18809549,2.08525930,1.51078170,0.00000000,0.74837409,0.54304461
-5.35767884,3.92099076,0.00605389,0.30211211,1.21813966,2.08414394,1.51652223,0.00000000,0.76968981,0.54688968
-5.35167584,3.93808129,0.00655149,0.29996235,1.25069857,2.08681199,1.52391171,0.00000000,0.79172315,0.55075121
-5.34567284,3.96062468,0.00709011,0.29826267,1.28544553,2.09344498,1.53299973,0.00000000,0.81429020,0.55454922
-5.33966983,3.98836316,0.00766507,0.29701088,1.32195244,2.10404333,1.54373030,0.00000000,0.83716054,0.55818595
-5.33366683,4.02073655,0.00827029,0.29617691,1.35969293,2.11841648,1.55593702,0.00000000,0.86005745,0.56154731
-5.32766383,4.05688650,0.00889833,0.29570369,1.39805052,2.13618114,1.56934362,0.00000000,0.88266083,0.56450538
-5.32166083,4.09567523,0.00954051,0.29550938,1.43633198,2.15676795,1.58357012,0.00000000,0.90461314,0.56692198
-5.31565783,4.13571837,0.01018705,0.29549093,1.47378537,2.17943653,1.59814427,0.00000000,0.92552798,0.56865312
-5.30965483,4.17543073,0.01082730,0.29552871,1.50962227,2.20329844,1.61251802,0.00000000,0.94500144,0.56955426
-5.30365183,4.21308325,0.01145002,0.29549209,1.54304348,2.22734726,1.62608839,0.00000000,0.96262547,0.56948596
-5.29764882,4.24686879,0.01204368,0.29524555,1.57326688,2.25049463,1.63822161,0.00000000,0.97800308,0.56831990
-5.29164582,4.27497377,0.01259680,0.29465521,1.59955649,2.27161078,1.64827972,0.00000000,0.99076436,0.56594480
-5.28564282,4.29565257,0.01309831,0.29359524,1.62125114,2.28956776,1.65564809,0.00000000,1.00058279,0.56227207
-5.27963982,4.30730115,0.01353793,0.29195399,1.63779143,2.30328369,1.65976279,0.00000000,1.00719083,0.55724082
-5.27363682,4.30852641,0.01390648,0.28963945,1.64874363,2.31176581,1.66013618,0.00000000,1.01039402,0.55082201
-5.26763382,4.29820798,0.01419622,0.28658380,1.65381911,2.31415063,1.65637964,0.00000000,1.01008276,0.54302148
-5.26163082,4.27554937,0.01440111,0.28274675,1.65288825,2.30973922,1.64822213,0.00000000,1.00624102,0.53388167
-5.25562781,4.24011595,0.01451705,0.27811764,1.64598803,2.29802602,1.63552367,0.00000000,0.99895143,0.52348187
-5.24962481,4.19185774,0.01454198,0.27271608,1.63332260,2.27871996,1.61828296,0.00000000,0.98839623,0.51193701
-5.24362181,4.13111598,0.01447600,0.26659109,1.61525680,2.25175670,1.59663878,0.00000000,0.97485407,0.49939483
-5.23761881,4.05861281,0.01432132,0.25981895,1.59230256,2.21730167,1.57086503,0.00000000,0.95869236,0.48603172
-5.23161581,3.97542477,0.01408220,0.25249971,1.56509905,2.17574365,1.54135967,0.00000000,0.94035574,0.47204719
-5.22561281,3.88294112,0.01376476,0.24475260,1.53438705,2.12767918,1.50862801,0.00000000,0.92035088,0.45765727
-5.21960980,3.78280904,0.01337680,0.23671068,1.50097909,2.07388872,1.47326142,0.00000000,0.89922834,0.44308712
-5.21360680,3.67686838,0.01292743,0.22851482,1.46572651,2.01530557,1.43591228,0.00000000,0.87756233,0.42856310
-5.20760380,3.56707896,0.01242683,0.22030753,1.42948511,1.95297906,1.39726664,0.00000000,0.85592920,0.41430476
-5.20160080,3.45544386,0.01188581,0.21222675,1.39308111,1.88803375,1.35801585,0.00000000,0.83488570,0.40051700
-5.19559780,3.34393235,0.01131552,0.20440005,1.35727885,1.82162650,1.31882858,0.00000000,0.81494804,0.38738277
-5.18959480,3.23440581,0.01072702,0.19693947,1.32275195,1.75490332,1.28032457,0.00000000,0.79657259,0.37505673
-5.18359180,3.12855013,0.01013099,0.18993721,1.29005906,1.68895787,1.24305139,0.00000000,0.78013915,0.36365998
-5.17758879,3.02781717,0.00953739,0.18346233,1.25962539,1.62479345,1.20746509,0.00000000,0.76593750,0.35327629
-5.17158579,2.93337792,0.00895520,0.17755872,1.23173070,1.56328987,1.17391570,0.00000000,0.75415773,0.34394980
-5.16558279,2.84608880,0.00839222,0.17224420,1.20650415,1.50517652,1.14263794,0.00000000,0.74488480,0.33568437
-5.15957979,2.76647235,0.00785494,0.16751093,1.18392597,1.45101258,1.11374746,0.00000000,0.73809730,0.32844460
-5.15357679,2.69471227,0.00734839,0.16332691,1.16383579,1.40117485,1.08724247,0.00000000,0.73367053,0.32215835
-5.14757379,2.63066280,0.00687621,0.15963859,1.14594680,1.35585341,1.06301048,0.00000000,0.73138353,0.31672072
-5.14157079,2.57387101,0.00644057,0.15637422,1.12986495,1.31505491,1.04083957,0.00000000,0.73092970,0.31199912
-5.13556778,2.52361059,0.00604233,0.15344803,1.11511205,1.27861299,1.02043328,0.00000000,0.73193035,0.30783944
-5.12956478,2.47892518,0.00568113,0.15076467,1.10115141,1.24620505,1.00142846,0.00000000,0.73395063,0.30407264
-5.12356178,2.43867858,0.00535556,0.14822396,1.08741487,1.21737428,0.98341488,0.00000000,0.73651698,0.30052187
-5.11755878,2.40160974,0.00506332,0.14572552,1.07332971,1.19155582,0.96595571,0.00000000,0.73913539,0.29700943
-5.11155578,2.36638953,0.00480143,0.14317319,1.05834436,1.16810565,0.94860784,0.00000000,0.74130976,0.29336356
-5.10555278,2.33167717,0.00456643,0.14047901,1.04195168,1.14633100,0.93094120,0.00000000,0.74255951,0.28942458
-5.09954977,2.29617384,0.00435455,0.13756651,1.02370905,1.12552084,0.91255628,0.00000000,0.74243590,0.28505027
-5.09354677,2.25867152,0.00416193,0.13437341,1.00325452,1.10497529,0.89309925,0.00000000,0.74053660,0.28012038
-5.08754377,2.21809546,0.00398474,0.13085342,0.98031847,1.08403278,0.87227416,0.00000000,0.73651783,0.27453986
-5.08154077,2.17353900,0.00381937,0.12697728,0.95473087,1.06209412,0.84985215,0.00000000,0.73010404,0.26824115
-5.07553777,2.12428997,0.00366249,0.12273302,0.92642395,1.03864265,0.82567727,0.00000000,0.72109482,0.26118522
-5.06953477,2.06984825,0.00351120,0.11812542,0.89543059,1.01325994,0.79966921,0.00000000,0.70936896,0.25336148
-5.06353177,2.00993446,0.00336302,0.11317488,0.86187897,0.98563685,0.77182297,0.00000000,0.69488578,0.24478675
-5.05752876,1.94449026,0.00321600,0.10791569,0.82598394,0.95557965,0.74220591,0.00000000,0.67768386,0.23550330
-5.05152576,1.87367076,0.00306867,0.10239394,0.78803587,0.92301159,0.71095234,0.00000000,0.65787744,0.22557617
-5.04552276,1.79783009,0.00292006,0.09666510,0.74838761,0.88796985,0.67825634,0.00000000,0.63565064,0.21508996
-5.03951976,1.71750117,0.00276966,0.09079150,0.70744034,0.85059873,0.64436310,0.00000000,0.61125005,0.20414514
-5.03351676,1.63337087,0.00261739,0.08483974,0.66562902,0.81113921,0.60955919,0.00000000,0.58497591,0.19285425
-5.02751376,1.54625191,0.00246353,0.07887822,0.62340795,0.76991594,0.57416247,0.00000000,0.55717232,0.18133801
-5.02151076,1.45705265,0.00230865,0.07297488,0.58123708,0.72732205,0.53851165,0.00000000,0.52821678,0.16972148
-5.01550775,1.36674600,0.00215358,0.06719514,0.53956943,0.68380275,0.50295619,0.00000000,0.49850948,0.15813047
-5.00950475,1.27633862,0.00199930,0.06160021,0.49883999,0.63983816,0.46784666,0.00000000,0.46846263,0.14668825
-5.00350175,1.18684127,0.00184692,0.05624570,0.45945615,0.59592637,0.43352577,0.00000000,0.43849010,0.13551263
-4.99749875,1.09924121,0.00169758,0.05118054,0.42178995,0.55256703,0.40032039,0.00000000,0.40899759,0.12471343
-4.99149575,1.01447720,0.00155240,0.04644637,0.38617200,0.51024611,0.36853451,0.00000000,0.38037354,0.11439045
-4.98549275,0.93341764,0.00141248,0.04207703,0.35288704,0.46942228,0.33844325,0.00000000,0.35298100,0.10463181
-4.97948974,0.85684214,0.00127879,0.03809848,0.32217099,0.43051510,0.31028804,0.00000000,0.32715036,0.09551279
-4.97348674,0.78542664,0.00115219,0.03452891,0.29420934,0.39389535,0.28427278,0.00000000,0.30317330,0.08709500
-4.96748374,0.71973221,0.00103341,0.03137895,0.26913670,0.35987748,0.26056112,0.00000000,0.28129769,0.07942596
-4.96148074,0.66019719,0.00092299,0.02865211,0.24703722,0.32871425,0.23927463,0.00000000,0.26172371,0.07253896
-4.95547774,0.60713289,0.00082131,0.02634523,0.22794584,0.30059351,0.22049190,0.00000000,0.24460102,0.06645325
-4.94947474,0.56072220,0.00072859,0.02444906,0.21185011,0.27563694,0.20424851,0.00000000,0.23002698,0.06117443
-4.94347174,0.52102123,0.00064489,0.02294880,0.19869250,0.25390062,0.19053771,0.00000000,0.21804603,0.05669503
-4.93746873,0.48796333,0.00057011,0.02182467,0.18837314,0.23537721,0.17931189,0.00000000,0.20864990,0.05299533
-4.93146573,0.46136560,0.00050402,0.02105247,0.18075283,0.21999956,0.17048457,0.00000000,0.20177903,0.05004425
-4.92546273,0.44093730,0.00044626,0.02060415,0.17565646,0.20764546,0.16393318,0.00000000,0.19732471,0.04780045
-4.91945973,0.42629012,0.00039637,0.02044833,0.17287666,0.19814347,0.15950229,0.00000000,0.19513234,0.04621347
-4.91345673,0.41695003,0.00035382,0.02055083,0.17217789,0.19127943,0.15700743,0.00000000,0.19500537,0.04522502
-4.90745373,0.41237049,0.00031801,0.02087527,0.17330081,0.18680370,0.15623948,0.00000000,0.19671026,0.04477040
-4.90145073,0.41194679,0.00028829,0.02138355,0.17596709,0.18443882,0.15696945,0.00000000,0.19998204,0.04477996
-4.89544772,0.41503143,0.00026398,0.02203650,0.17988458,0.18388751,0.15895375,0.00000000,0.20453067,0.04518068
-4.88944472,0.42095018,0.00024441,0.02279445,0.18475288,0.18484082,0.16193981,0.00000000,0.21004797,0.04589781
-4.88344172,0.42901861,0.00022890,0.02361786,0.19026921,0.18698637,0.16567201,0.00000000,0.21621496,0.04685654
-4.87743872,0.43855881,0.00021680,0.02446805,0.19613449,0.19001642,0.16989770,0.00000000,0.22270960,0.04798379
-4.87143572,0.44891597,0.00020747,0.02530778,0.20205963,0.19363579,0.17437333,0.00000000,0.22921456,0.04920985
-4.86543272,0.45947437,0.00020034,0.02610200,0.20777171,0.19756927,0.17887047,0.00000000,0.23542499,0.05047011
-4.85942971,0.46967252,0.00019485,0.02681851,0.21301994,0.20156852,0.18318144,0.00000000,0.24105592,0.05170660
-4.85342671,0.47901677,0.00019053,0.02742852,0.21758133,0.20541821,0.18712461,0.00000000,0.24584921,0.05286948
-4.84742371,0.48709327,0.00018695,0.02790728,0.22126561,0.20894120,0.19054894,0.00000000,0.24957962,0.05391821
-4.84142071,0.49357751,0.00018373,0.02823449,0.22391947,0.21200267,0.19333775,0.00000000,0.25206000,0.05482262
-4.83541771,0.49824136,0.00018056,0.02839471,0.22542969,0.21451299,0.19541142,0.00000000,0.25314521,0.05556358
-4.82941471,0.50095712,0.00017720,0.02837754,0.22572526,0.21642915,0.19672902,0.00000000,0.25273482,0.05613340
-4.82341171,0.50169837,0.00017345,0.02817774,0.22477815,0.21775480,0.19728866,0.00000000,0.25077430,0.05653581
-4.81740870,0.50053759,0.00016918,0.02779516,0.22260276,0.21853873,0.19712656,0.00000000,0.24725478,0.05678558
-4.81140570,0.49764037,0.00016429,0.02723451,0.21925411,0.21887175,0.19631478,0.00000000,0.24221135,0.05690779
-4.80540270,0.49325653,0.00015875,0.02650505,0.21482469,0.21888216,0.19495775,0.00000000,0.23572001,0.05693666
-4.79939970,0.48770825,0.00015256,0.02562006,0.20944013,0.21872985,0.19318751,0.00000000,0.22789333,0.05691405
-4.79339670,0.48137564,0.00014575,0.02459627,0.20325386,0.21859908,0.19115805,0.00000000,0.21887518,0.05688765
-4.78739370,0.47468028,0.00013839,0.02345316,0.19644096,0.21869037,0.18903874,0.00000000,0.20883456,0.05690893
-4.78139070,0.46806723,0.00013056,0.02221224,0.18919138,0.21921162,0.18700714,0.00000000,0.19795894,0.05703088
-4.77538769,0.46198621,0.00012236,0.02089628,0.18170281,0.22036877,0.18524154,0.00000000,0.18644740,0.05730561
-4.76938469,0.45687262,0.00011391,0.01952856,0.17417356,0.22235638,0.18391338,0.00000000,0.17450370,0.05778205
-4.76338169,0.45312915,0.00010532,0.01813211,0.16679555,0.22534848,0.18317990,0.00000000,0.16232970,0.05850356
-4.75737869,0.45110864,0.00009670,0.01672907,0.15974780,0.22948995,0.18317728,0.00000000,0.15011936,0.05950585
-4.75137569,0.45109886,0.00008817,0.01534011,0.15319054,0.23488894,0.18401464,0.00000000,0.13805342,0.06081501
-4.74537269,0.45330981,0.00007983,0.01398391,0.14726028,0.24161049,0.18576894,0.00000000,0.12629497,0.06244598
-4.73936968,0.45786398,0.00007177,0.01267683,0.14206585,0.24967164,0.18848117,0.00000000,0.11498609,0.06440135
-4.73336668,0.46479013,0.00006406,0.01143259,0.13768554,0.25903845,0.19215391,0.00000000,0.10424545,0.06667067
-4.72736368,0.47402062,0.00005678,0.01026217,0.13416558,0.26962487,0.19675044,0.00000000,0.09416702,0.06923016
-4.72136068,0.48539256,0.00004996,0.00917377,0.13151970,0.28129370,0.20219529,0.00000000,0.08481978,0.07204302
-4.71535768,0.49865286,0.00004365,0.00817286,0.12973002,0.29385962,0.20837641,0.00000000,0.07624829,0.07506025
-4.70935468,0.51346674,0.00003787,0.00726234,0.12874897,0.30709429,0.21514887,0.00000000,0.06847415,0.07822191
-4.70335168,0.52942971,0.00003261,0.00644275,0.12850235,0.32073335,0.22233984,0.00000000,0.06149806,0.08145888
-4.69734867,0.54608241,0.00002789,0.00571258,0.12889319,0.33448509,0.22975479,0.00000000,0.05530238,0.08469503
-4.69134567,0.56292778,0.00002368,0.00506859,0.12980643,0.34804050,0.23718469,0.00000000,0.04985409,0.08784967
-4.68534267,0.57945007,0.00001996,0.00450611,0.13111408,0.36108447,0.24441388,0.00000000,0.04510789,0.09084026
-4.67933967,0.59513471,0.00001671,0.00401945,0.13268080,0.37330751,0.25122830,0.00000000,0.04100941,0.09358524
-4.67333667,0.60948852,0.00001389,0.00360222,0.13436955,0.38441771,0.25742393,0.00000000,0.03749832,0.09600688
-4.66733367,0.62205933,0.00001147,0.00324764,0.13604722,0.39415239,0.26281481,0.00000000,0.03451124,0.09803402
-4.66133067,0.63245427,0.00000942,0.00294887,0.13759000,0.40228899,0.26724064,0.00000000,0.03198443,0.09960464
-4.65532766,0.64035603,0.00000769,0.00269932,0.13888825,0.40865474,0.27057343,0.00000000,0.02985611,0.10066808
-4.64932466,0.64553637,0.00000625,0.00249281,0.13985081,0.41313462,0.27272302,0.00000000,0.02806844,0.10118689
-4.64332166,0.64786636,0.00000508,0.00232384,0.14040847,0.41567735,0.27364123,0.00000000,0.02656904,0.10113819
