energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-5.56778389,2.78890605,0.29503110,0.01582296,0.21280224,0.72121261,0.74098042,0.03695468,1.45315352
-5.56178089,2.70441745,0.28865872,0.01557473,0.20687445,0.70316207,0.71841671,0.03562996,1.40639869
-5.55577789,2.61110196,0.28143841,0.01524987,0.20035321,0.68239160,0.69379617,0.03415908,1.35482377
-5.54977489,2.51071758,0.27351574,0.01485401,0.19333990,0.65923249,0.66770494,0.03256878,1.29930473
-5.54377189,2.40516608,0.26505177,0.01439418,0.18594997,0.63406366,0.64076295,0.03088753,1.24078945
-5.53776888,2.29643312,0.25621767,0.01387858,0.17830899,0.60730116,0.61360383,0.02914461,1.18026843
-5.53176588,2.18652740,0.24718917,0.01331636,0.17054847,0.57938688,0.58685464,0.02736930,1.11874540
-5.52576288,2.07742098,0.23814079,0.01271736,0.16280159,0.55077684,0.56111630,0.02559007,1.05720856
-5.51975988,1.97099296,0.22924034,0.01209190,0.15519911,0.52192944,0.53694520,0.02383377,0.99660374
-5.51375688,1.86897827,0.22064358,0.01145044,0.14786543,0.49329404,0.51483685,0.02212510,0.93781008
-5.50775388,1.77292323,0.21248951,0.01080344,0.14091507,0.46530027,0.49521190,0.02048598,0.88161916
-5.50175088,1.68414914,0.20489629,0.01016104,0.13444968,0.43834825,0.47840509,0.01893519,0.82871803
-5.49574787,1.60372469,0.19795796,0.00953289,0.12855547,0.41280016,0.46465726,0.01748809,0.77967646
-5.48974487,1.53244787,0.19174213,0.00892800,0.12330146,0.38897314,0.45411077,0.01615647,0.73493875
-5.48374187,1.47083746,0.18628869,0.00835460,0.11873819,0.36713393,0.44680830,0.01494851,0.69481988
-5.47773887,1.41913395,0.18160954,0.00782005,0.11489723,0.34749497,0.44269493,0.01386892,0.65950616
-5.47173587,1.37730941,0.17768938,0.00733079,0.11179128,0.33021245,0.44162342,0.01291907,0.62905972
-5.46573287,1.34508552,0.17448756,0.00689236,0.10941483,0.31538577,0.44336243,0.01209731,0.60342674
-5.45972986,1.32195874,0.17194078,0.00650942,0.10774545,0.30305874,0.44760719,0.01139933,0.58244872
-5.45372686,1.30723146,0.16996667,0.00618584,0.10674544,0.29322217,0.45399241,0.01081851,0.56587626
-5.44772386,1.30004778,0.16846798,0.00592480,0.10636393,0.28581769,0.46210677,0.01034640,0.55338469
-5.44172086,1.29943232,0.16733730,0.00572893,0.10653922,0.28074275,0.47150857,0.00997312,0.54459089
-5.43571786,1.30433092,0.16646197,0.00560042,0.10720126,0.27785639,0.48174194,0.00968785,0.53907076
-5.42971486,1.31365133,0.16572915,0.00554119,0.10827430,0.27698571,0.49235306,0.00947924,0.53637646
-5.42371186,1.32630291,0.16503065,0.00555302,0.10967943,0.27793279,0.50290587,0.00933579,0.53605310
-5.41770885,1.34123369,0.16426747,0.00563762,0.11133707,0.28048167,0.51299669,0.00924626,0.53765423
-5.41170585,1.35746383,0.16335380,0.00579679,0.11316927,0.28440550,0.52226730,0.00919995,0.54075569
-5.40570285,1.37411447,0.16222024,0.00603236,0.11510176,0.28947333,0.53041605,0.00918699,0.54496751
-5.39969985,1.39043116,0.16081630,0.00634629,0.11706577,0.29545658,0.53720666,0.00919853,0.54994356
-5.39369685,1.40580138,0.15911192,0.00674054,0.11899944,0.30213491,0.54247445,0.00922694,0.55538882
-5.38769385,1.41976581,0.15709809,0.00721701,0.12084898,0.30930154,0.54612987,0.00926586,0.56106426
-5.38169085,1.43202342,0.15478649,0.00777736,0.12256942,0.31676762,0.54815922,0.00931026,0.56678920
-5.37568784,1.44243037,0.15220825,0.00842283,0.12412508,0.32436589,0.54862267,0.00935646,0.57244147
-5.36968484,1.45099330,0.14941196,0.00915396,0.12548967,0.33195337,0.54764972,0.00940207,0.57795546
-5.36368184,1.45785754,0.14646091,0.00997037,0.12664615,0.33941314,0.54543234,0.00944587,0.58331832
-5.35767884,1.46329098,0.14342989,0.01087045,0.12758627,0.34665520,0.54221615,0.00948773,0.58856466
-5.35167584,1.46766457,0.14040161,0.01185109,0.12830992,0.35361643,0.53829003,0.00952848,0.59377009
-5.34567284,1.47143027,0.13746295,0.01290741,0.12882431,0.36025970,0.53397458,0.00956966,0.59904388
-5.33966983,1.47509765,0.13470118,0.01403257,0.12914294,0.36657227,0.52960998,0.00961345,0.60452129
-5.33366683,1.47920993,0.13220041,0.01521760,0.12928460,0.37256343,0.52554365,0.00966244,0.61035566
-5.32766383,1.48432067,0.13003832,0.01645134,0.12927213,0.37826162,0.52211830,0.00971947,0.61671079
-5.32166083,1.49097173,0.12828337,0.01772042,0.12913137,0.38371122,0.51966065,0.00978745,0.62375375
-5.31565783,1.49967342,0.12699248,0.01900940,0.12888993,0.38896885,0.51847135,0.00986926,0.63164847
-5.30965483,1.51088753,0.12620936,0.02030097,0.12857620,0.39409974,0.51881640,0.00996758,0.64055014
-5.30365183,1.52501347,0.12596349,0.02157634,0.12821828,0.39917394,0.52092027,0.01008480,0.65060067
-5.29764882,1.54237809,0.12626962,0.02281556,0.12784316,0.40426278,0.52496092,0.01022296,0.66192515
-5.29164582,1.56322924,0.12712799,0.02399817,0.12747595,0.40943552,0.53106686,0.01038366,0.67462949
-5.28564282,1.58773291,0.12852491,0.02510368,0.12713928,0.41475644,0.53931617,0.01056805,0.68879895
-5.27963982,1.61597404,0.13043398,0.02611231,0.12685291,0.42028239,0.54973750,0.01077683,0.70449777
-5.27363682,1.64796049,0.13281745,0.02700559,0.12663339,0.42606085,0.56231282,0.01101023,0.72176958
-5.26763382,1.68362991,0.13562803,0.02776707,0.12649405,0.43212867,0.57698182,0.01126810,0.74063854
-5.26163082,1.72285896,0.13881074,0.02838291,0.12644497,0.43851134,0.59364753,0.01154988,0.76111112
-5.25562781,1.76547427,0.14230486,0.02884247,0.12649323,0.44522288,0.61218309,0.01185476,0.78317829
-5.24962481,1.81126473,0.14604587,0.02913877,0.12664320,0.45226634,0.63243919,0.01218165,0.80681810
-5.24362181,1.85999436,0.14996730,0.02926883,0.12689699,0.45963475,0.65425182,0.01252932,0.83199833
-5.23761881,1.91141521,0.15400242,0.02923391,0.12725492,0.46731253,0.67745014,0.01289647,0.85867935
-5.23161581,1.96527973,0.15808582,0.02903953,0.12771609,0.47527724,0.70186397,0.01328178,0.88681678
-5.22561281,2.02135211,0.16215468,0.02869545,0.12827894,0.48350153,0.72733067,0.01368402,0.91636404
-5.21960980,2.07941795,0.16614996,0.02821537,0.12894178,0.49195521,0.75370111,0.01410206,0.94727463
-5.21360680,2.13929196,0.17001724,0.02761655,0.12970331,0.50060726,0.78084441,0.01453500,0.97950383
-5.20760380,2.20082324,0.17370748,0.02691935,0.13056306,0.50942772,0.80865138,0.01498214,1.01301001
-5.20160080,2.26389777,0.17717748,0.02614654,0.13152168,0.51838930,0.83703623,0.01544305,1.04775510
-5.19559780,2.32843786,0.18039024,0.02532262,0.13258121,0.52746854,0.86593678,0.01591757,1.08370425
-5.18959480,2.39439847,0.18331509,0.02447305,0.13374505,0.53664654,0.89531281,0.01640576,1.12082455
-5.18359180,2.46176030,0.18592771,0.02362347,0.13501795,0.54590903,0.92514276,0.01690793,1.15908260
-5.17758879,2.53051968,0.18820993,0.02279886,0.13640566,0.55524589,0.95541884,0.01742450,1.19844103
-5.17158579,2.60067557,0.19014943,0.02202284,0.13791459,0.56464993,0.98614064,0.01795600,1.23885376
-5.16558279,2.67221407,0.19173929,0.02131688,0.13955111,0.57411508,1.01730760,0.01850289,1.28026033
-5.15957979,2.74509092,0.19297740,0.02069972,0.14132094,0.58363402,1.04891066,0.01906546,1.32257918
-5.15357679,2.81921289,0.19386576,0.02018677,0.14322820,0.59319528,1.08092340,0.01964373,1.36570039
-5.14757379,2.89441891,0.19440966,0.01978976,0.14527459,0.60278009,1.11329325,0.02023721,1.40947813
-5.14157079,2.97046204,0.19461683,0.01951632,0.14745836,0.61235912,1.14593321,0.02084484,1.45372328
-5.13556778,3.04699355,0.19449653,0.01936988,0.14977348,0.62188930,1.17871465,0.02146478,1.49819685
-5.12956478,3.12355020,0.19405868,0.01934957,0.15220875,0.63131108,1.21146166,0.02209430,1.54260467
-5.12356178,3.19954615,0.19331304,0.01945034,0.15474713,0.64054624,1.24394760,0.02272969,1.58659411
-5.11755878,3.27427043,0.19226849,0.01966312,0.15736525,0.64949672,1.27589404,0.02336617,1.62975331
-5.11155578,3.34689097,0.19093256,0.01997516,0.16003319,0.65804447,1.30697261,0.02399791,1.67161344
-5.10555278,3.41646582,0.18931113,0.02037047,0.16271456,0.66605266,1.33680994,0.02461802,1.71165438
-5.09954977,3.48196187,0.18740836,0.02083035,0.16536688,0.67336830,1.36499561,0.02521867,1.74931401
-5.09354677,3.54228080,0.18522699,0.02133399,0.16794233,0.67982629,1.39109314,0.02579128,1.78400112
-5.08754377,3.59629189,0.18276881,0.02185915,0.17038884,0.68525486,1.41465358,0.02632668,1.81511165
-5.08154077,3.64287035,0.18003554,0.02238284,0.17265153,0.68948223,1.43523131,0.02681544,1.84204786
-5.07553777,3.68093994,0.17702977,0.02288207,0.17467430,0.69234427,1.45240136,0.02724813,1.86423964
-5.06953477,3.70951791,0.17375617,0.02333459,0.17640177,0.69369271,1.46577744,0.02761577,1.88116710
-5.06353177,3.72776003,0.17022280,0.02371950,0.17778129,0.69340366,1.47502991,0.02791009,1.89238335
-5.05752876,3.73500355,0.16644227,0.02401797,0.17876490,0.69138576,1.47990262,0.02812401,1.89753635
-5.05152576,3.73080565,0.16243298,0.02421374,0.17931136,0.68758766,1.48022780,0.02825194,1.89638854
-5.04552276,3.71497507,0.15822000,0.02429361,0.17938793,0.68200427,1.47593813,0.02829007,1.88883319
-5.03951976,3.68759509,0.15383575,0.02424777,0.17897187,0.67468131,1.46707523,0.02823672,1.87490641
-5.03351676,3.64903602,0.14932021,0.02407006,0.17805162,0.66571781,1.45379392,0.02809243,1.85479395
-5.02751376,3.59995626,0.14472081,0.02375801,0.17662755,0.65526634,1.43636200,0.02786011,1.82883217
-5.02151076,3.54129130,0.14009176,0.02331286,0.17471222,0.64353066,1.41515522,0.02754505,1.79750298
-5.01550775,3.47423063,0.13549293,0.02273938,0.17233016,0.63076099,1.39064770,0.02715476,1.76142263
-5.00950475,3.40018352,0.13098830,0.02204556,0.16951705,0.61724670,1.36339801,0.02669883,1.72132471
-5.00350175,3.32073467,0.12664405,0.02124229,0.16631862,0.60330695,1.33403147,0.02618863,1.67803803
-4.99749875,3.23759183,0.12252624,0.02034282,0.16278887,0.58927948,1.30321951,0.02563689,1.63246027
-4.99149575,3.15252757,0.11869842,0.01936229,0.15898815,0.57550808,1.27165699,0.02505727,1.58552853
-4.98549275,3.06731789,0.11521903,0.01831713,0.15498085,0.56232927,1.24003840,0.02446389,1.53818816
-4.97948974,2.98368043,0.11213893,0.01722448,0.15083297,0.55005891,1.20903428,0.02387079,1.49136107
-4.97348674,2.90321516,0.10949903,0.01610166,0.14660969,0.53897921,1.17926866,0.02329139,1.44591528
-4.96748374,2.82735031,0.10732829,0.01496558,0.14237293,0.52932696,1.15129886,0.02273798,1.40263670
-4.96148074,2.75729596,0.10564205,0.01383228,0.13817915,0.52128336,1.12559829,0.02222132,1.36220474
-4.95547774,2.69400734,0.10444093,0.01271655,0.13407747,0.51496618,1.10254322,0.02175016,1.32517253
-4.94947474,2.63815951,0.10371024,0.01163155,0.13010807,0.51042442,1.08240403,0.02133099,1.29195270
-4.94347174,2.59013434,0.10342008,0.01058859,0.12630114,0.50763594,1.06534114,0.02096783,1.26280920
-4.93746873,2.55002019,0.10352595,0.00959699,0.12267622,0.50650806,1.05140588,0.02066207,1.23785546
-4.93146573,2.51762405,0.10397010,0.00866401,0.11924209,0.50688115,1.04054605,0.02041258,1.21705865
-4.92546273,2.49249517,0.10468332,0.00779485,0.11599715,0.50853515,1.03261576,0.02021573,1.20024983
-4.91945973,2.47395895,0.10558729,0.00699275,0.11293020,0.51119851,1.02738890,0.02006572,1.18713923
-4.91345673,2.46115886,0.10659728,0.00625918,0.11002176,0.51455932,1.02457553,0.01995484,1.17733573
-4.90745373,2.45310448,0.10762512,0.00559397,0.10724550,0.51827807,1.02384028,0.01987388,1.17036957
-4.90145073,2.44872281,0.10858235,0.00499562,0.10457016,0.52200129,1.02482155,0.01981265,1.16571698
-4.89544772,2.44691040,0.10938332,0.00446150,0.10196138,0.52537569,1.02715082,0.01976043,1.16282553
-4.88944472,2.44658375,0.10994817,0.00398812,0.09938373,0.52806192,1.03047077,0.01970649,1.16113895
-4.88344172,2.44672546,0.11020562,0.00357140,0.09680260,0.52974749,1.03445159,0.01964063,1.16012014
-4.87743872,2.44642421,0.11009528,0.00320687,0.09418596,0.53015818,1.03880456,0.01955361,1.15927155
-4.87143572,2.44490676,0.10956962,0.00288993,0.09150588,0.52906754,1.04329240,0.01943755,1.15815186
-4.86543272,2.44156091,0.10859528,0.00261597,0.08873980,0.52630408,1.04773608,0.01928631,1.15638854
-4.85942971,2.43594881,0.10715387,0.00238057,0.08587138,0.52175585,1.05201794,0.01909566,1.15368578
-4.85342671,2.42781048,0.10524218,0.00217956,0.08289106,0.51537239,1.05608120,0.01886348,1.14982787
-4.84742371,2.41705806,0.10287170,0.00200914,0.07979624,0.50716404,1.05992616,0.01858973,1.14467806
-4.84142071,2.40376185,0.10006771,0.00186588,0.07659105,0.49719868,1.06360363,0.01827643,1.13817343
-4.83541771,2.38812930,0.09686777,0.00174674,0.07328592,0.48559634,1.06720607,0.01792742,1.13031634
-4.82941471,2.37047884,0.09331984,0.00164908,0.06989677,0.47252186,1.07085725,0.01754814,1.12116324
-4.82341171,2.35121015,0.08948010,0.00157061,0.06644407,0.45817617,1.07470106,0.01714525,1.11081177
-4.81740870,2.33077301,0.08541052,0.00150931,0.06295171,0.44278659,1.07889019,0.01672628,1.09938697
-4.81140570,2.30963628,0.08117636,0.00146345,0.05944582,0.42659681,1.08357535,0.01629915,1.08702764
-4.80540270,2.28825895,0.07684371,0.00143144,0.05595357,0.40985677,1.08889546,0.01587179,1.07387355
-4.79939970,2.26706432,0.07247710,0.00141183,0.05250204,0.39281321,1.09496924,0.01545165,1.06005430
-4.79339670,2.24641866,0.06813739,0.00140323,0.04911718,0.37570106,1.10188848,0.01504540,1.04568031
-4.78739370,2.22661480,0.06387991,0.00140428,0.04582286,0.35873613,1.10971304,0.01465851,1.03083636
-4.78139070,2.20786118,0.05975301,0.00141358,0.04264025,0.34210924,1.11846752,0.01429508,1.01557783
-4.77538769,2.19027609,0.05579694,0.00142970,0.03958720,0.32598200,1.12813955,0.01395756,0.99992969
-4.76938469,2.17388707,0.05204323,0.00145117,0.03667795,0.31048432,1.13867942,0.01364677,0.98388787
-4.76338169,2.15863461,0.04851440,0.00147643,0.03392300,0.29571343,1.15000078,0.01336183,0.96742299
-4.75737869,2.14437958,0.04522412,0.00150391,0.03132909,0.28173457,1.16198224,0.01310029,0.95048568
-4.75137569,2.13091355,0.04217769,0.00153200,0.02889944,0.26858288,1.17446954,0.01285826,0.93301320
-4.74537269,2.11797106,0.03937282,0.00155911,0.02663404,0.25626643,1.18727829,0.01263073,0.91493676
-4.73936968,2.10524310,0.03680070,0.00158370,0.02453004,0.24477015,1.20019690,0.01241179,0.89618899
-4.73336668,2.09239105,0.03444711,0.00160430,0.02258222,0.23406017,1.21299000,0.01219498,0.87671096
-4.72736368,2.07906046,0.03229378,0.00161958,0.02078345,0.22408856,1.22540215,0.01197367,0.85645858
-4.72136068,2.06489423,0.03031966,0.00162837,0.01912525,0.21479798,1.23716196,0.01174136,0.83540775
-4.71535768,2.04954483,0.02850220,0.00162969,0.01759819,0.20612615,1.24798681,0.01149206,0.81355826
-4.70935468,2.03268533,0.02681855,0.00162281,0.01619237,0.19800992,1.25758819,0.01122052,0.79093607
-4.70335168,2.01401915,0.02524660,0.00160720,0.01489775,0.19038866,1.26567769,0.01092250,0.76759416
-4.69734867,1.99328837,0.02376585,0.00158263,0.01370453,0.18320710,1.27197364,0.01059497,0.74361189
-4.69134567,1.97028069,0.02235810,0.00154911,0.01260334,0.17641733,1.27620837,0.01023619,0.71909297
-4.68534267,1.94483490,0.02100792,0.00150690,0.01158546,0.16998007,1.27813575,0.00984578,0.69416228
-4.67933967,1.91684487,0.01970294,0.00145649,0.01064290,0.16386523,1.27753887,0.00942469,0.66896183
-4.67333667,1.88626200,0.01843394,0.00139857,0.00976854,0.15805173,1.27423743,0.00897514,0.64364600
-4.66733367,1.85309607,0.01719476,0.00133404,0.00895607,0.15252683,1.26809441,0.00850046,0.61837637
-4.66133067,1.81741444,0.01598212,0.00126390,0.00820000,0.14728492,1.25902167,0.00800494,0.59331646
-4.65532766,1.77933954,0.01479520,0.00118928,0.00749564,0.14232594,1.24698395,0.00749359,0.56862658
-4.64932466,1.73904457,0.01363533,0.00111136,0.00683899,0.13765363,1.23200106,0.00697197,0.54445895
-4.64332166,1.69674767,0.01250545,0.00103133,0.00622665,0.13327364,1.21414794,0.00644587,0.52095344
-4.63731866,1.65270454,0.01140967,0.00095037,0.00565578,0.12919174,1.19355246,0.00592118,0.49823390
-4.63131566,1.60719973,0.01035278,0.00086962,0.00512395,0.12541203,1.17039102,0.00540360,0.47640535
-4.62531266,1.56053706,0.00933982,0.00079012,0.00462910,0.12193558,1.14488209,0.00489849,0.45555202
-4.61930965,1.51302955,0.00837570,0.00071280,0.00416942,0.11875922,1.11727804,0.00441071,0.43573631
-4.61330665,1.46498919,0.00746486,0.00063849,0.00374333,0.11587475,1.08785574,0.00394449,0.41699871
-4.60730365,1.41671728,0.00661105,0.00056786,0.00334936,0.11326862,1.05690639,0.00350334,0.39935853
-4.60130065,1.36849565,0.00581712,0.00050144,0.00298615,0.11092190,1.02472519,0.00309002,0.38281549
-4.59529765,1.32057935,0.00508491,0.00043964,0.00265238,0.10881069,0.99160153,0.00270651,0.36735203
-4.58929465,1.27319108,0.00441524,0.00038269,0.00234676,0.10690690,0.95781016,0.00235404,0.35293610
-4.58329165,1.22651770,0.00380791,0.00033075,0.00206799,0.10517926,0.92360381,0.00203311,0.33952437
-4.57728864,1.18070883,0.00326176,0.00028380,0.00181478,0.10359458,0.88920775,0.00174358,0.32706571
-4.57128564,1.13587767,0.00277479,0.00024178,0.00158580,0.10211907,0.85481631,0.00148475,0.31550455
-4.56528264,1.09210367,0.00234425,0.00020451,0.00137973,0.10071982,0.82059152,0.00125545,0.30478418
-4.55927964,1.04943687,0.00196684,0.00017175,0.00119523,0.09936606,0.78666384,0.00105410,0.29484958
-4.55327664,1.00790339,0.00163882,0.00014320,0.00103098,0.09803037,0.75313453,0.00087889,0.28564983
-4.54727364,0.96751167,0.00135616,0.00011856,0.00088567,0.09668969,0.72007959,0.00072776,0.27713976
-4.54127064,0.92825881,0.00111470,0.00009746,0.00075803,0.09532596,0.68755457,0.00059859,0.26928098
-4.53526763,0.89013662,0.00091027,0.00007956,0.00064686,0.09392657,0.65559991,0.00048921,0.26204207
-4.52926463,0.85313688,0.00073878,0.00006450,0.00055106,0.09248436,0.62424646,0.00039751,0.25539808
-4.52326163,0.81725541,0.00059635,0.00005195,0.00046963,0.09099741,0.59352039,0.00032144,0.24932934
-4.51725863,0.78249484,0.00047934,0.00004158,0.00040174,0.08946844,0.56344755,0.00025913,0.24381980
-4.51125563,0.74886587,0.00038444,0.00003311,0.00034672,0.08790410,0.53405670,0.00020886,0.23885495
-4.50525263,0.71638714,0.00030869,0.00002625,0.00030416,0.08631400,0.50538157,0.00016912,0.23441960
-4.49924962,0.68508389,0.00024951,0.00002078,0.00027389,0.08470963,0.47746181,0.00013862,0.23049574
-4.49324662,0.65498567,0.00020472,0.00001649,0.00025606,0.08310339,0.45034262,0.00011631,0.22706066
