energy_ev,total_up,Ca_p_up,Ca_d_up,Cd_p_up,Cd_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.56178089,0.55697967,0.00098880,0.00000000,0.21073324,0.05637787,0.00634135,0.03123619,0.00600798,0.25182070
-5.55577789,0.60419545,0.00105039,0.00000000,0.22928036,0.06112261,0.00692376,0.03391084,0.00648025,0.27334405
-5.54977489,0.65198963,0.00111935,0.00000000,0.24784892,0.06591416,0.00752490,0.03659039,0.00696618,0.29512855
-5.54377189,0.69961680,0.00119429,0.00000000,0.26615965,0.07067364,0.00814000,0.03923038,0.00745725,0.31684514
-5.53776888,0.74633119,0.00127407,0.00000000,0.28392594,0.07532150,0.00876483,0.04178524,0.00794524,0.33816488
-5.53176588,0.79140806,0.00135784,0.00000000,0.30086204,0.07977960,0.00939600,0.04420946,0.00842251,0.35876872
-5.52576288,0.83416686,0.00144508,0.00000000,0.31669203,0.08397347,0.01003128,0.04645891,0.00888222,0.37835816
-5.51975988,0.87399533,0.00153565,0.00000000,0.33115920,0.08783467,0.01066987,0.04849216,0.00931866,0.39666624
-5.51375688,0.91037344,0.00162980,0.00000000,0.34403531,0.09130315,0.01131271,0.05027188,0.00972746,0.41346845
-5.50775388,0.94289590,0.00172828,0.00000000,0.35512954,0.09432945,0.01196267,0.05176615,0.01010595,0.42859295
-5.50175088,0.97129217,0.00183229,0.00000000,0.36429639,0.09687670,0.01262476,0.05294964,0.01045335,0.44192957
-5.49574787,0.99544272,0.00194358,0.00000000,0.37144247,0.09892227,0.01330618,0.05380471,0.01077102,0.45343717
-5.48974487,1.01539052,0.00206442,0.00000000,0.37653145,0.10045895,0.01401632,0.05432222,0.01106265,0.46314862
-5.48374187,1.03134692,0.00219760,0.00000000,0.37958713,0.10149558,0.01476662,0.05450210,0.01133433,0.47117327
-5.47773887,1.04369118,0.00234645,0.00000000,0.38069433,0.10205715,0.01557030,0.05435359,0.01159463,0.47769644
-5.47173587,1.05296342,0.00251475,0.00000000,0.37999740,0.10218424,0.01644202,0.05389525,0.01185455,0.48297586
-5.46573287,1.05985091,0.00270672,0.00000000,0.37769645,0.10193180,0.01739731,0.05315456,0.01212743,0.48733502
-5.45972986,1.06516791,0.00292689,0.00000000,0.37404142,0.10136743,0.01845199,0.05216730,0.01242874,0.49115356
-5.45372686,1.06982983,0.00318005,0.00000000,0.36932403,0.10056906,0.01962141,0.05097655,0.01277582,0.49485499
-5.44772386,1.07482250,0.00347110,0.00000000,0.36386817,0.09962222,0.02091967,0.04963152,0.01318751,0.49889219
-5.44172086,1.08116769,0.00380492,0.00000000,0.35801890,0.09861694,0.02235877,0.04818615,0.01368377,0.50373123
-5.43571786,1.08988648,0.00418622,0.00000000,0.35213068,0.09764449,0.02394773,0.04669761,0.01428518,0.50983421
-5.42971486,1.10196175,0.00461939,0.00000000,0.34655522,0.09679408,0.02569178,0.04522460,0.01501243,0.51764171
-5.42371186,1.11830152,0.00510834,0.00000000,0.34162951,0.09614953,0.02759161,0.04382581,0.01588582,0.52755579
-5.41770885,1.13970478,0.00565633,0.00000000,0.33766451,0.09578631,0.02964272,0.04255821,0.01692466,0.53992411
-5.41170585,1.16683120,0.00626583,0.00000000,0.33493501,0.09576882,0.03183496,0.04147566,0.01814673,0.55502609
-5.40570285,1.20017608,0.00693839,0.00000000,0.33367102,0.09614820,0.03415220,0.04062746,0.01956782,0.57306149
-5.39969985,1.24005189,0.00767456,0.00000000,0.33405104,0.09696066,0.03657232,0.04005725,0.02120120,0.59414219
-5.39369685,1.28657688,0.00847374,0.00000000,0.33619745,0.09822648,0.03906735,0.03980204,0.02305724,0.61828744
-5.38769385,1.33967171,0.00933424,0.00000000,0.34017427,0.09994960,0.04160391,0.03989157,0.02514305,0.64542282
-5.38169085,1.39906397,0.01025319,0.00000000,0.34598722,0.10211799,0.04414390,0.04034786,0.02746226,0.67538310
-5.37568784,1.46430064,0.01122663,0.00000000,0.35358607,0.10470455,0.04664539,0.04118512,0.03001487,0.70791877
-5.36968484,1.53476794,0.01224957,0.00000000,0.36286924,0.10766870,0.04906378,0.04240986,0.03279717,0.74270611
-5.36368184,1.60971762,0.01331613,0.00000000,0.37369026,0.11095842,0.05135307,0.04402131,0.03580186,0.77936031
-5.35767884,1.68829876,0.01441973,0.00000000,0.38586590,0.11451276,0.05346729,0.04601202,0.03901818,0.81745104
-5.35167584,1.76959351,0.01555325,0.00000000,0.39918558,0.11826467,0.05536196,0.04836875,0.04243220,0.85651997
-5.34567284,1.85265526,0.01670928,0.00000000,0.41342161,0.12214395,0.05699558,0.05107340,0.04602718,0.89609921
-5.33966983,1.93654766,0.01788039,0.00000000,0.42833978,0.12608027,0.05833106,0.05410421,0.04978403,0.93573005
-5.33366683,2.02038252,0.01905935,0.00000000,0.44370997,0.13000620,0.05933697,0.05743689,0.05368177,0.97498115
-5.32766383,2.10335508,0.02023940,0.00000000,0.45931612,0.13385987,0.05998869,0.06104588,0.05769811,1.01346515
-5.32166083,2.18477489,0.02141451,0.00000000,0.47496527,0.13758746,0.06026925,0.06490553,0.06180999,1.05085325
-5.31565783,2.26409097,0.02257953,0.00000000,0.49049523,0.14114516,0.06016998,0.06899115,0.06599409,1.08688684
-5.30965483,2.34090999,0.02373041,0.00000000,0.50578050,0.14450072,0.05969076,0.07327994,0.07022738,1.12138571
-5.30365183,2.41500653,0.02486427,0.00000000,0.52073616,0.14763436,0.05884009,0.07775177,0.07448753,1.15425247
-5.29764882,2.48632495,0.02597949,0.00000000,0.53531965,0.15053920,0.05763473,0.08238962,0.07875330,1.18547298
-5.29164582,2.55497262,0.02707563,0.00000000,0.54953014,0.15322098,0.05609914,0.08717978,0.08300476,1.21511254
-5.28564282,2.62120469,0.02815340,0.00000000,0.56340571,0.15569732,0.05426465,0.09211176,0.08722349,1.24330827
-5.27963982,2.68540101,0.02921445,0.00000000,0.57701824,0.15799640,0.05216839,0.09717787,0.09139254,1.27025775
-5.27363682,2.74803614,0.03026116,0.00000000,0.59046640,0.16015522,0.04985207,0.10237246,0.09549636,1.29620453
-5.26763382,2.80964366,0.03129633,0.00000000,0.60386691,0.16221744,0.04736069,0.10769092,0.09952060,1.32142104
-5.26163082,2.87077647,0.03232287,0.00000000,0.61734449,0.16423099,0.04474116,0.11312841,0.10345173,1.34618984
-5.25562781,2.93196478,0.03334334,0.00000000,0.63102101,0.16624553,0.04204093,0.11867839,0.10727665,1.37078382
-5.24962481,2.99367371,0.03435965,0.00000000,0.64500432,0.16830980,0.03930671,0.12433111,0.11098222,1.39544643
-5.24362181,3.05626266,0.03537260,0.00000000,0.65937733,0.17046913,0.03658327,0.13007197,0.11455474,1.42037289
-5.23761881,3.11994830,0.03638151,0.00000000,0.67418790,0.17276306,0.03391240,0.13588007,0.11797944,1.44569312
-5.23161581,3.18477322,0.03738394,0.00000000,0.68944009,0.17522323,0.03133207,0.14172684,0.12124007,1.47145742
-5.22561281,3.25058193,0.03837537,0.00000000,0.70508727,0.17787170,0.02887573,0.14757506,0.12431846,1.49762561
-5.21960980,3.31700564,0.03934906,0.00000000,0.72102755,0.18071966,0.02657182,0.15337814,0.12719438,1.52406022
-5.21360680,3.38345692,0.04029600,0.00000000,0.73710187,0.18376663,0.02444351,0.15907996,0.12984536,1.55052419
-5.20760380,3.44913494,0.04120490,0.00000000,0.75309491,0.18700017,0.02250862,0.16461518,0.13224688,1.57668343
-5.20160080,3.51304160,0.04206241,0.00000000,0.76873902,0.19039614,0.02077965,0.16991012,0.13437266,1.60211417
-5.19559780,3.57400810,0.04285338,0.00000000,0.78372105,0.19391942,0.01926400,0.17488421,0.13619522,1.62631510
-5.18959480,3.63073128,0.04356131,0.00000000,0.79769183,0.19752512,0.01796431,0.17945198,0.13768666,1.64872374
-5.18359180,3.68181853,0.04416883,0.00000000,0.81027814,0.20116022,0.01687885,0.18352557,0.13881964,1.66873663
-5.17758879,3.72583945,0.04465834,0.00000000,0.82109649,0.20476548,0.01600201,0.18701761,0.13956854,1.68573246
-5.17158579,3.76138226,0.04501268,0.00000000,0.82976829,0.20827769,0.01532479,0.18984442,0.13991079,1.69909717
-5.16558279,3.78711270,0.04521585,0.00000000,0.83593566,0.21163203,0.01483529,0.19192940,0.13982827,1.70825019
-5.15957979,3.80183272,0.04525377,0.00000000,0.83927729,0.21476449,0.01451927,0.19320634,0.13930873,1.71267046
-5.15357679,3.80453665,0.04511494,0.00000000,0.83952346,0.21761433,0.01436059,0.19362271,0.13834719,1.71192125
-5.14757379,3.79446223,0.04479112,0.00000000,0.83646980,0.22012638,0.01434168,0.19314253,0.13694727,1.70567278
-5.14157079,3.77113427,0.04427790,0.00000000,0.82998888,0.22225319,0.01444396,0.19174885,0.13512224,1.69372147
-5.13556778,3.73439918,0.04357514,0.00000000,0.82003935,0.22395695,0.01464826,0.18944563,0.13289590,1.67600520
-5.12956478,3.68444860,0.04268728,0.00000000,0.80667209,0.22521109,0.01493513,0.18625892,0.13030313,1.65261382
-5.12356178,3.62183146,0.04162348,0.00000000,0.79003317,0.22600159,0.01528523,0.18223731,0.12739006,1.62379451
-5.11755878,3.54745371,0.04039767,0.00000000,0.77036355,0.22632795,0.01567962,0.17745152,0.12421389,1.58995191
-5.11155578,3.46256595,0.03902833,0.00000000,0.74799548,0.22620380,0.01610004,0.17199328,0.12084221,1.55164281
-5.10555278,3.36873961,0.03753819,0.00000000,0.72334584,0.22565720,0.01652925,0.16597340,0.11735200,1.50956600
-5.09954977,3.26783253,0.03595376,0.00000000,0.69690680,0.22473054,0.01695130,0.15951913,0.11382817,1.46454746
-5.09354677,3.16194562,0.03430474,0.00000000,0.66923407,0.22348020,0.01735177,0.15277096,0.11036176,1.41752161
-5.08754377,3.05337214,0.03262333,0.00000000,0.64093341,0.22197586,0.01771812,0.14587900,0.10704779,1.36950942
-5.08154077,2.94454158,0.03094347,0.00000000,0.61264569,0.22029948,0.01803990,0.13899894,0.10398295,1.32159408
-5.07553777,2.83796020,0.02930004,0.00000000,0.58503135,0.21854406,0.01830901,0.13228792,0.10126298,1.27489512
-5.06953477,2.73614998,0.02772806,0.00000000,0.55875437,0.21681211,0.01851992,0.12590034,0.09898012,1.23054183
-5.06353177,2.64158803,0.02626184,0.00000000,0.53446665,0.21521377,0.01866985,0.11998379,0.09722042,1.18964663
-5.05752876,2.55664802,0.02493429,0.00000000,0.51279284,0.21386474,0.01875891,0.11467519,0.09606127,1.15327930
-5.05152576,2.48354504,0.02377615,0.00000000,0.49431617,0.21288399,0.01879016,0.11009735,0.09556900,1.12244238
-5.04552276,2.42428513,0.02281540,0.00000000,0.47956549,0.21239108,0.01876965,0.10635597,0.09579685,1.09804854
-5.03951976,2.38062040,0.02207670,0.00000000,0.46900365,0.21250348,0.01870632,0.10353710,0.09678321,1.08090005
-5.03351676,2.35401043,0.02158095,0.00000000,0.46301744,0.21333350,0.01861189,0.10170521,0.09855029,1.07167085
-5.02751376,2.34559038,0.02134491,0.00000000,0.46190915,0.21498529,0.01850058,0.10090189,0.10110323,1.07089133
-5.02151076,2.35614623,0.02138093,0.00000000,0.46588970,0.21755168,0.01838884,0.10114512,0.10442975,1.07893600
-5.01550775,2.38609716,0.02169680,0.00000000,0.47507353,0.22111108,0.01829492,0.10242911,0.10850021,1.09601424
-5.00950475,2.43548520,0.02229558,0.00000000,0.48947517,0.22572449,0.01823837,0.10472477,0.11326820,1.12216405
-5.00350175,2.50397211,0.02317564,0.00000000,0.50900750,0.23143277,0.01823956,0.10798069,0.11867165,1.15724900
-4.99749875,2.59084323,0.02433063,0.00000000,0.53348176,0.23825417,0.01831899,0.11212460,0.12463431,1.20095825
-4.99149575,2.69501832,0.02574963,0.00000000,0.56260940,0.24618231,0.01849668,0.11706530,0.13106759,1.25280980
-4.98549275,2.81506893,0.02741725,0.00000000,0.59600564,0.25518468,0.01879149,0.12269496,0.13787279,1.31215678
-4.97948974,2.94924206,0.02931383,0.00000000,0.63319496,0.26520173,0.01922039,0.12889174,0.14494342,1.37819685
-4.97348674,3.09548978,0.03141571,0.00000000,0.67361833,0.27614659,0.01979782,0.13552262,0.15216773,1.44998443
-4.96748374,3.25150419,0.03369552,0.00000000,0.71664234,0.28790547,0.02053498,0.14244647,0.15943127,1.52644589
-4.96148074,3.41475726,0.03612248,0.00000000,0.76156994,0.30033889,0.02143928,0.14951718,0.16661934,1.60639717
-4.95547774,3.58254483,0.03866283,0.00000000,0.80765293,0.31328346,0.02251375,0.15658685,0.17361935,1.68856379
-4.94947474,3.75203412,0.04128025,0.00000000,0.85410574,0.32655448,0.02375668,0.16350888,0.18032296,1.77160294
-4.94347174,3.92031391,0.04393634,0.00000000,0.90012049,0.33994915,0.02516127,0.17014099,0.18662789,1.85412710
-4.93746873,4.08444654,0.04659120,0.00000000,0.94488284,0.35325034,0.02671545,0.17634809,0.19243954,1.93472903
-4.93146573,4.24152088,0.04920397,0.00000000,0.98758842,0.36623093,0.02840193,0.18200481,0.19767218,2.01200754
-4.92546273,4.38870543,0.05173348,0.00000000,1.02745940,0.37865848,0.03019834,0.18699781,0.20224987,2.08459361
-4.91945973,4.52330050,0.05413896,0.00000000,1.06376072,0.39030026,0.03207761,0.19122773,0.20610714,2.15117640
-4.91345673,4.64278884,0.05638074,0.00000000,1.09581567,0.40092850,0.03400849,0.19461076,0.20918929,2.21052871
-4.90745373,4.74488362,0.05842094,0.00000000,1.12302026,0.41032568,0.03595633,0.19707981,0.21145255,2.26153130
-4.90145073,4.82757310,0.06022428,0.00000000,1.14485616,0.41828978,0.03788395,0.19858532,0.21286414,2.30319575
-4.89544772,4.88916115,0.06175877,0.00000000,1.16090166,0.42463943,0.03975271,0.19909561,0.21340210,2.33468531
-4.88944472,4.92830285,0.06299643,0.00000000,1.17084056,0.42921864,0.04152372,0.19859692,0.21305516,2.35533333
-4.88344172,4.94403443,0.06391396,0.00000000,1.17446855,0.43190129,0.04315909,0.19709300,0.21182258,2.36465889
-4.87743872,4.93579700,0.06449330,0.00000000,1.17169710,0.43259492,0.04462328,0.19460441,0.20971399,2.36237927
-4.87143572,4.90345323,0.06472217,0.00000000,1.16255467,0.43124398,0.04588439,0.19116758,0.20674925,2.34841888
-4.86543272,4.84729672,0.06459443,0.00000000,1.14718527,0.42783229,0.04691548,0.18683350,0.20295836,2.32291443
-4.85942971,4.76805344,0.06411036,0.00000000,1.12584448,0.42238465,0.04769575,0.18166626,0.19838134,2.28621611
-4.85342671,4.66687493,0.06327677,0.00000000,1.09889298,0.41496754,0.04821155,0.17574144,0.19306811,2.23888462
-4.84742371,4.54532332,0.06210698,0.00000000,1.06678795,0.40568885,0.04845728,0.16914430,0.18707826,2.18168398
-4.84142071,4.40534793,0.06062058,0.00000000,1.03007244,0.39469663,0.04843604,0.16196792,0.18048077,2.11557027
-4.83541771,4.24925394,0.05884317,0.00000000,0.98936318,0.38217686,0.04815997,0.15431131,0.17335354,2.04167632
-4.82941471,4.07966349,0.05680575,0.00000000,0.94533706,0.36835018,0.04765047,0.14627742,0.16578270,1.96129260
-4.82341171,3.89946985,0.05454415,0.00000000,0.89871671,0.35346787,0.04693799,0.13797130,0.15786179,1.87584486
-4.81740870,3.71178567,0.05209827,0.00000000,0.85025556,0.33780688,0.04606169,0.12949815,0.14969062,1.78686867
-4.81140570,3.51988628,0.04951116,0.00000000,0.80072271,0.32166426,0.04506877,0.12096162,0.14137401,1.69598164
-4.80540270,3.32714932,0.04682812,0.00000000,0.75088801,0.30535097,0.04401355,0.11246209,0.13302025,1.60485377
-4.79939970,3.13699193,0.04409572,0.00000000,0.70150769,0.28918536,0.04295642,0.10409514,0.12473939,1.51517666
-4.79339670,2.95280689,0.04136081,0.00000000,0.65331076,0.27348629,0.04196253,0.09595022,0.11664151,1.42863208
-4.78739370,2.77789902,0.03866950,0.00000000,0.60698649,0.25856624,0.04110038,0.08810939,0.10883480,1.34686065
-4.78139070,2.61542312,0.03606625,0.00000000,0.56317318,0.24472444,0.04044026,0.08064637,0.10142368,1.27143121
-4.77538769,2.46832460,0.03359297,0.00000000,0.52244828,0.23224025,0.04005262,0.07362569,0.09450703,1.20381138
-4.76938469,2.33928393,0.03128819,0.00000000,0.48532003,0.22136682,0.04000642,0.06710217,0.08817645,1.14533983
-4.76338169,2.23066571,0.02918641,0.00000000,0.45222064,0.21232531,0.04036742,0.06112047,0.08251474,1.09720074
-4.75737869,2.14447332,0.02731743,0.00000000,0.42350104,0.20529968,0.04119648,0.05571498,0.07759457,1.06040080
-4.75137569,2.08230974,0.02570594,0.00000000,0.39942708,0.20043214,0.04254793,0.05090978,0.07347737,1.03574908
-4.74537269,2.04534523,0.02437106,0.00000000,0.38017732,0.19781950,0.04446802,0.04671892,0.07021255,1.02384020
-4.73936968,2.03429236,0.02332614,0.00000000,0.36584216,0.19751029,0.04699338,0.04314679,0.06783690,1.02504094
-4.73336668,2.04938899,0.02257860,0.00000000,0.35642437,0.19950299,0.05014977,0.04018863,0.06637435,1.03948070
-4.72736368,2.09038969,0.02212989,0.00000000,0.35184098,0.20374517,0.05395085,0.03783129,0.06583591,1.06704607
-4.72136068,2.15656600,0.02197555,0.00000000,0.35192642,0.21013391,0.05839723,0.03605398,0.06621988,1.10737975
-4.71535768,2.24671607,0.02210541,0.00000000,0.35643692,0.21851721,0.06347580,0.03482924,0.06751231,1.15988414
-4.70935468,2.35918398,0.02250384,0.00000000,0.36505616,0.22869683,0.06915930,0.03412399,0.06968760,1.22372979
-4.70335168,2.49188896,0.02315012,0.00000000,0.37740212,0.24043215,0.07540619,0.03390057,0.07270926,1.29786881
-4.69734867,2.64236461,0.02401890,0.00000000,0.39303516,0.25344544,0.08216098,0.03411803,0.07653082,1.38105341
-4.69134567,2.80780778,0.02508079,0.00000000,0.41146717,0.26742814,0.08935482,0.03473330,0.08109681,1.47185930
-4.68534267,2.98513671,0.02630294,0.00000000,0.43217188,0.28204834,0.09690656,0.03570255,0.08634382,1.56871394
-4.67933967,3.17105741,0.02764983,0.00000000,0.45459600,0.29695912,0.10472416,0.03698250,0.09220161,1.66992886
-4.67333667,3.36213709,0.02908401,0.00000000,0.47817122,0.31180763,0.11270652,0.03853181,0.09859417,1.77373580
-4.66733367,3.55488279,0.03056702,0.00000000,0.50232675,0.32624474,0.12074557,0.04031242,0.10544087,1.87832539
-4.66133067,3.74582334,0.03206024,0.00000000,0.52650209,0.33993478,0.12872869,0.04229087,0.11265747,1.98188775
-4.65532766,3.93159202,0.03352582,0.00000000,0.55015985,0.35256530,0.13654138,0.04443963,0.12015723,2.08265349
-4.64932466,4.10900764,0.03492766,0.00000000,0.57279811,0.36385629,0.14406997,0.04673820,0.12785181,2.17893401
-4.64332166,4.27515103,0.03623225,0.00000000,0.59396199,0.37356866,0.15120444,0.04917423,0.13565226,2.26915975
