energy_ev,total_up,Os_p_up,Os_d_up,P_s_up,P_p_up,S_s_up,S_p_up
-5.49574787,3.09608721,1.00251747,1.26787146,0.01433868,0.12852795,0.03738979,1.35922477
-5.48974487,3.06870528,0.99471389,1.24928849,0.01389715,0.13110777,0.03882831,1.35176753
-5.48374187,3.03699359,0.98485099,1.22943022,0.01341539,0.13377018,0.04025976,1.34199892
-5.47773887,3.00148730,0.97325407,1.20854849,0.01289931,0.13648373,0.04166857,1.33014801
-5.47173587,2.96274496,0.96027720,1.18689378,0.01235516,0.13921977,0.04303745,1.31645911
-5.46573287,2.92133253,0.94629403,1.16470795,0.01178949,0.14195268,0.04434768,1.30118530
-5.45972986,2.87780889,0.93168845,1.14221809,0.01120898,0.14466007,0.04557940,1.28458248
-5.45372686,2.83271360,0.91684559,1.11963165,0.01062027,0.14732305,0.04671212,1.26690422
-5.44772386,2.78655738,0.90214320,1.09713324,0.01002992,0.14992640,0.04772519,1.24839754
-5.44172086,2.73981559,0.88794381,1.07488301,0.00944422,0.15245878,0.04859843,1.22929970
-5.43571786,2.69292472,0.87458763,1.05301686,0.00886914,0.15491296,0.04931270,1.20983605
-5.42971486,2.64628187,0.86238649,1.03164818,0.00831025,0.15728598,0.04985056,1.19021883
-5.42371186,2.60024667,0.85161849,1.01087104,0.00777266,0.15957927,0.05019687,1.17064677
-5.41770885,2.55514521,0.84252373,0.99076445,0.00726100,0.16179868,0.05033937,1.15130524
-5.41170585,2.51127530,0.83530071,0.97139742,0.00677936,0.16395444,0.05026921,1.13236679
-5.40570285,2.46891230,0.83010350,0.95283433,0.00633135,0.16606095,0.04998135,1.11399176
-5.39969985,2.42831481,0.82703956,0.93514027,0.00592003,0.16813639,0.04947485,1.09632872
-5.39369685,2.38972942,0.82616812,0.91838581,0.00554797,0.17020219,0.04875307,1.07951453
-5.38769385,2.35339401,0.82749907,0.90265091,0.00521724,0.17228228,0.04782368,1.06367393
-5.38169085,2.31953917,0.83099242,0.88802769,0.00492943,0.17440218,0.04669854,1.04891841
-5.37568784,2.28838732,0.83655826,0.87462161,0.00468566,0.17658792,0.04539344,1.03534456
-5.36968484,2.26014956,0.84405731,0.86255115,0.00448656,0.17886482,0.04392768,1.02303174
-5.36368184,2.23502028,0.85330226,0.85194573,0.00433229,0.18125621,0.04232361,1.01203934
-5.35767884,2.21316994,0.86405981,0.84294214,0.00422250,0.18378210,0.04060594,1.00240382
-5.35167584,2.19473634,0.87605367,0.83567939,0.00415636,0.18645789,0.03880112,0.99413560
-5.34567284,2.17981514,0.88896855,0.83029246,0.00413248,0.18929315,0.03693658,0.98721636
-5.33966983,2.16845012,0.90245518,0.82690510,0.00414894,0.19229065,0.03504001,0.98159671
-5.33366683,2.16062409,0.91613649,0.82562223,0.00420324,0.19544551,0.03313867,0.97719466
-5.32766383,2.15625109,0.92961480,0.82652217,0.00429233,0.19874467,0.03125870,0.97389515
-5.32166083,2.15517054,0.94247995,0.82964938,0.00441257,0.20216673,0.02942452,0.97155068
-5.31565783,2.15714388,0.95431837,0.83500792,0.00455978,0.20568198,0.02765839,0.96998322
-5.30965483,2.16185420,0.96472267,0.84255616,0.00472926,0.20925299,0.02597997,0.96898749
-5.30365183,2.16890912,0.97330163,0.85220302,0.00491587,0.21283533,0.02440608,0.96833551
-5.29764882,2.17784697,0.97969027,0.86380607,0.00511408,0.21637872,0.02295051,0.96778234
-5.29164582,2.18814622,0.98355963,0.87717159,0.00531810,0.21982842,0.02162404,0.96707280
-5.28564282,2.19923782,0.98462595,0.89205672,0.00552198,0.22312680,0.02043445,0.96594896
-5.27963982,2.21052020,0.98265892,0.90817370,0.00571976,0.22621511,0.01938668,0.96415816
-5.27363682,2.22137607,0.97748864,0.92519603,0.00590559,0.22903523,0.01848307,0.96146107
-5.26763382,2.23119056,0.96901105,0.94276633,0.00607395,0.23153151,0.01772363,0.95763965
-5.26163082,2.23936982,0.95719161,0.96050565,0.00621974,0.23365248,0.01710632,0.95250451
-5.25562781,2.24535925,0.94206701,0.97802373,0.00633847,0.23535239,0.01662738,0.94590143
-5.24962481,2.24866060,0.92374492,0.99492993,0.00642638,0.23659263,0.01628168,0.93771669
-5.24362181,2.24884718,0.90240162,1.01084429,0.00648057,0.23734281,0.01606291,0.92788107
-5.23761881,2.24557645,0.87827772,1.02540814,0.00649913,0.23758161,0.01596393,0.91637221
-5.23161581,2.23859952,0.85167207,1.03829406,0.00648112,0.23729731,0.01597692,0.90321527
-5.22561281,2.22776702,0.82293395,1.04921455,0.00642671,0.23648806,0.01609355,0.88848188
-5.21960980,2.21303132,0.79245399,1.05792918,0.00633710,0.23516175,0.01630510,0.87228744
-5.21360680,2.19444489,0.76065404,1.06424996,0.00621452,0.23333575,0.01660253,0.85478679
-5.20760380,2.17215491,0.72797628,1.06804467,0.00606215,0.23103625,0.01697650,0.83616854
-5.20160080,2.14639472,0.69487212,1.06923822,0.00588402,0.22829750,0.01741740,0.81664828
-5.19559780,2.11747224,0.66179100,1.06781199,0.00568488,0.22516085,0.01791531,0.79646097
-5.18959480,2.08575621,0.62916966,1.06380131,0.00547006,0.22167363,0.01846002,0.77585283
-5.18359180,2.05166096,0.59742217,1.05729126,0.00524528,0.21788793,0.01904099,0.75507308
-5.17758879,2.01563032,0.56693087,1.04841130,0.00501649,0.21385945,0.01964737,0.73436597
-5.17158579,1.97812163,0.53803859,1.03732871,0.00478969,0.20964611,0.02026806,0.71396322
-5.16558279,1.93959052,0.51104238,1.02424166,0.00457074,0.20530691,0.02089173,0.69407747
-5.15957979,1.90047717,0.48618866,1.00937192,0.00436522,0.20090068,0.02150697,0.67489670
-5.15357679,1.86119458,0.46367012,0.99295783,0.00417826,0.19648488,0.02210237,0.65657997
-5.14757379,1.82211940,0.44362416,0.97524772,0.00401442,0.19211465,0.02266676,0.63925459
-5.14157079,1.78358546,0.42613295,0.95649414,0.00387758,0.18784172,0.02318935,0.62301475
-5.13556778,1.74588029,0.41122498,0.93694901,0.00377087,0.18371366,0.02365996,0.60792155
-5.12956478,1.70924437,0.39887800,0.91685986,0.00369663,0.17977309,0.02406928,0.59400439
-5.12356178,1.67387307,0.38902304,0.89646709,0.00365634,0.17605718,0.02440904,0.58126363
-5.11755878,1.63992086,0.38154962,0.87600237,0.00365069,0.17259718,0.02467230,0.56967416
-5.11155578,1.60750726,0.37631154,0.85568779,0.00367956,0.16941823,0.02485358,0.55918982
-5.10555278,1.57672409,0.37313348,0.83573583,0.00374212,0.16653926,0.02494904,0.54974827
-5.09954977,1.54764328,0.37181774,0.81634974,0.00383685,0.16397313,0.02495662,0.54127616
-5.09354677,1.52032480,0.37215132,0.79772403,0.00396167,0.16172690,0.02487607,0.53369416
-5.08754377,1.49482387,0.37391280,0.78004507,0.00411401,0.15980232,0.02470899,0.52692186
-5.08154077,1.47119713,0.37687897,0.76349121,0.00429096,0.15819637,0.02445876,0.52088197
-5.07553777,1.44950724,0.38083106,0.74823250,0.00448934,0.15690200,0.02413046,0.51550395
-5.06953477,1.42982552,0.38556017,0.73442965,0.00470582,0.15590888,0.02373068,0.51072674
-5.06353177,1.41223247,0.39087204,0.72223232,0.00493702,0.15520425,0.02326732,0.50650052
-5.05752876,1.39681619,0.39659083,0.71177657,0.00517961,0.15477365,0.02274934,0.50278749
-5.05152576,1.38366859,0.40256179,0.70318164,0.00543037,0.15460170,0.02218644,0.49956167
-5.04552276,1.37287970,0.40865293,0.69654608,0.00568627,0.15467271,0.02158879,0.49680780
-5.03951976,1.36453056,0.41475552,0.69194364,0.00594448,0.15497111,0.02096668,0.49451940
-5.03351676,1.35868487,0.42078349,0.68941886,0.00620245,0.15548182,0.02033020,0.49269616
-5.02751376,1.35538015,0.42667178,0.68898296,0.00645783,0.15619029,0.01968894,0.49134094
-5.02151076,1.35461893,0.43237391,0.69061013,0.00670854,0.15708245,0.01905172,0.49045648
-5.01550775,1.35636061,0.43785865,0.69423456,0.00695269,0.15814442,0.01842634,0.49004201
-5.00950475,1.36051448,0.44310633,0.69974865,0.00718856,0.15936213,0.01781941,0.49009025
-5.00350175,1.36693462,0.44810478,0.70700236,0.00741454,0.16072075,0.01723618,0.49058462
-4.99749875,1.37541698,0.45284530,0.71580417,0.00762911,0.16220416,0.01668049,0.49149724
-4.99149575,1.38569909,0.45731888,0.72592352,0.00783075,0.16379433,0.01615473,0.49278757
-4.98549275,1.39746256,0.46151287,0.73709490,0.00801792,0.16547086,0.01565989,0.49440205
-4.97948974,1.41033841,0.46540844,0.74902349,0.00818904,0.16721058,0.01519565,0.49627462
-4.97348674,1.42391519,0.46897888,0.76139216,0.00834242,0.16898731,0.01476054,0.49832814
-4.96748374,1.43774954,0.47218894,0.77386963,0.00847632,0.17077193,0.01435208,0.50047688
-4.96148074,1.45137888,0.47499521,0.78611947,0.00858891,0.17253251,0.01396703,0.50262957
-4.95547774,1.46433558,0.47734755,0.79780962,0.00867831,0.17423485,0.01360160,0.50469324
-4.94947474,1.47616211,0.47919152,0.80862200,0.00874265,0.17584310,0.01325170,0.50657741
-4.94347174,1.48642635,0.48047149,0.81826183,0.00878012,0.17732067,0.01291316,0.50819845
-4.93746873,1.49473646,0.48113443,0.82646629,0.00878901,0.17863116,0.01258200,0.50948395
-4.93146573,1.50075455,0.48113398,0.83301215,0.00876782,0.17973950,0.01225457,0.51037669
-4.92546273,1.50420855,0.48043454,0.83772197,0.00871533,0.18061305,0.01192775,0.51083811
-4.91945973,1.50490171,0.47901515,0.84046886,0.00863064,0.18122263,0.01159909,0.51085107
-4.91345673,1.50271926,0.47687283,0.84117931,0.00851327,0.18154347,0.01126691,0.51042157
-4.90745373,1.49763199,0.47402513,0.83983421,0.00836320,0.18155604,0.01093034,0.50957951
-4.90145073,1.48969659,0.47051179,0.83646808,0.00818091,0.18124661,0.01058934,0.50837831
-4.89544772,1.47905268,0.46639527,0.83116630,0.00796741,0.18060766,0.01024472,0.50689335
-4.88944472,1.46591667,0.46176010,0.82406077,0.00772423,0.17963795,0.00989799,0.50521937
-4.88344172,1.45057284,0.45671113,0.81532405,0.00745343,0.17834241,0.00955139,0.50346678
-4.87743872,1.43336180,0.45137059,0.80516220,0.00715751,0.17673180,0.00920767,0.50175720
-4.87143572,1.41466699,0.44587433,0.79380663,0.00683945,0.17482218,0.00887004,0.50021822
-4.86543272,1.39489964,0.44036705,0.78150531,0.00650255,0.17263410,0.00854199,0.49897771
-4.85942971,1.37448284,0.43499716,0.76851355,0.00615040,0.17019180,0.00822715,0.49815787
-4.85342671,1.35383524,0.42991115,0.75508475,0.00578680,0.16752226,0.00792913,0.49786921
-4.84742371,1.33335507,0.42524794,0.74146141,0.00541564,0.16465415,0.00765141,0.49820484
-4.84142071,1.31340496,0.42113332,0.72786671,0.00504081,0.16161689,0.00739716,0.49923509
-4.83541771,1.29429824,0.41767486,0.71449688,0.00466613,0.15843965,0.00716916,0.50100291
-4.82941471,1.27628707,0.41495733,0.70151473,0.00429526,0.15515043,0.00696967,0.50352006
-4.82341171,1.25955286,0.41303894,0.68904441,0.00393159,0.15177534,0.00680034,0.50676441
-4.81740870,1.24419945,0.41194854,0.67716772,0.00357822,0.14833780,0.00666217,0.51067833
-4.81140570,1.23024909,0.41168374,0.66592201,0.00323789,0.14485811,0.00655546,0.51516842
-4.80540270,1.21764156,0.41221017,0.65529975,0.00291294,0.14135298,0.00647978,0.52010660
-4.79939970,1.20623639,0.41346186,0.64524990,0.00260528,0.13783530,0.00643398,0.52533240
-4.79339670,1.19581814,0.41534264,0.63568087,0.00231640,0.13431408,0.00641618,0.53065670
-4.78739370,1.18610456,0.41772862,0.62646513,0.00204736,0.13079451,0.00642389,0.53586656
-4.78139070,1.17675732,0.42047151,0.61744522,0.00179881,0.12727818,0.00645399,0.54073115
-4.77538769,1.16739502,0.42340287,0.60844093,0.00157100,0.12376345,0.00650285,0.54500849
-4.76938469,1.15760785,0.42633895,0.59925744,0.00136386,0.12024593,0.00656641,0.54845291
-4.76338169,1.14697340,0.42908603,0.58969398,0.00117699,0.11671905,0.00664029,0.55082278
-4.75737869,1.13507314,0.43144615,0.57955285,0.00100973,0.11317474,0.00671989,0.55188834
-4.75137569,1.12150860,0.43322297,0.56864814,0.00086120,0.10960412,0.00680051,0.55143934
-4.74537269,1.10591703,0.43422759,0.55681413,0.00073038,0.10599827,0.00687749,0.54929215
-4.73936968,1.08798557,0.43428415,0.54391268,0.00061610,0.10234891,0.00694629,0.54529599
-4.73336668,1.06746354,0.43323512,0.52983961,0.00051714,0.09864909,0.00700263,0.53933825
-4.72736368,1.04417241,0.43094599,0.51452958,0.00043223,0.09489384,0.00704258,0.53134844
-4.72136068,1.01801302,0.42730928,0.49795938,0.00036011,0.09108063,0.00706268,0.52130080
-4.71535768,0.98896982,0.42224786,0.48014957,0.00029956,0.08720982,0.00705999,0.50921541
-4.70935468,0.95711209,0.41571729,0.46116434,0.00024943,0.08328493,0.00703222,0.49515776
-4.70335168,0.92259212,0.40770730,0.44110968,0.00020864,0.07931274,0.00697772,0.47923684
-4.69734867,0.88564055,0.39824227,0.42013005,0.00017620,0.07530331,0.00689556,0.46160194
-4.69134567,0.84655913,0.38738085,0.39840362,0.00015126,0.07126984,0.00678552,0.44243816
-4.68534267,0.80571134,0.37521451,0.37613647,0.00013305,0.06722836,0.00664813,0.42196095
-4.67933967,0.76351122,0.36186537,0.35355592,0.00012095,0.06319740,0.00648464,0.40040992
-4.67333667,0.72041101,0.34748320,0.33090339,0.00011443,0.05919750,0.00629697,0.37804210
-4.66733367,0.67688813,0.33224179,0.30842702,0.00011307,0.05525064,0.00608767,0.35512510
-4.66133067,0.63343192,0.31633471,0.28637440,0.00011657,0.05137973,0.00585988,0.33193015
-4.65532766,0.59053066,0.29997082,0.26498570,0.00012469,0.04760797,0.00561721,0.30872561
-4.64932466,0.54865947,0.28336936,0.24448735,0.00013729,0.04395827,0.00536370,0.28577081
-4.64332166,0.50826911,0.26675512,0.22508654,0.00015428,0.04045272,0.00510370,0.26331072
-4.63731866,0.46977634,0.25035347,0.20696666,0.00017562,0.03711207,0.00484178,0.24157136
-4.63131566,0.43355576,0.23438572,0.19028369,0.00020130,0.03395529,0.00458261,0.22075610
-4.62531266,0.39993343,0.21906469,0.17516370,0.00023133,0.03099921,0.00433089,0.20104295
-4.61930965,0.36918223,0.20459064,0.16170128,0.00026572,0.02825822,0.00409126,0.18258276
-4.61330665,0.34151889,0.19114777,0.14995910,0.00030446,0.02574405,0.00386816,0.16549829
-4.60730365,0.31710274,0.17890117,0.13996816,0.00034751,0.02346569,0.00366580,0.14988415
-4.60130065,0.29603589,0.16799427,0.13172906,0.00039481,0.02142924,0.00348804,0.13580741
-4.59529765,0.27836474,0.15854696,0.12521377,0.00044624,0.01963801,0.00333836,0.12330878
-4.58929465,0.26408259,0.15065414,0.12036803,0.00050161,0.01809252,0.00321979,0.11240433
-4.58329165,0.25313322,0.14438486,0.11711424,0.00056069,0.01679063,0.00313484,0.10308745
-4.57728864,0.24541506,0.13978181,0.11535453,0.00062318,0.01572765,0.00308549,0.09533109
-4.57128564,0.24078596,0.13686133,0.11497415,0.00068870,0.01489656,0.00307316,0.08908999
-4.56528264,0.23906814,0.13561370,0.11584489,0.00075684,0.01428811,0.00309867,0.08430301
-4.55927964,0.24005339,0.13600370,0.11782854,0.00082711,0.01389108,0.00316221,0.08089528
-4.55327664,0.24350817,0.13797150,0.12078027,0.00089899,0.01369239,0.00326338,0.07878024
-4.54727364,0.24917868,0.14143369,0.12455181,0.00097190,0.01367734,0.00340115,0.07786148
-4.54127064,0.25679561,0.14628455,0.12899452,0.00104524,0.01382973,0.00357387,0.07803443
-4.53526763,0.26607876,0.15239748,0.13396210,0.00111842,0.01413210,0.00377929,0.07918782
-4.52926463,0.27674128,0.15962668,0.13931309,0.00119079,0.01456585,0.00401460,0.08120502
-4.52326163,0.28849371,0.16780903,0.14491305,0.00126174,0.01511143,0.00427643,0.08396528
-4.51725863,0.30104775,0.17676622,0.15063635,0.00133068,0.01574855,0.00456096,0.08734489
-4.51125563,0.31411980,0.18630722,0.15636771,0.00139700,0.01645637,0.00486392,0.09121835
-4.50525263,0.32743441,0.19623107,0.16200342,0.00146015,0.01721372,0.00518072,0.09545966
-4.49924962,0.34072761,0.20632998,0.16745225,0.00151962,0.01799937,0.00550656,0.09994362
-4.49324662,0.35375021,0.21639284,0.17263614,0.00157491,0.01879229,0.00583653,0.10454738
-4.48724362,0.36627123,0.22620907,0.17749067,0.00162558,0.01957197,0.00616579,0.10915210
-4.48124062,0.37808126,0.23557271,0.18196534,0.00167124,0.02031877,0.00648971,0.11364487
-4.47523762,0.38899600,0.24428681,0.18602379,0.00171154,0.02101425,0.00680412,0.11792072
-4.46923462,0.39885981,0.25216784,0.18964385,0.00174618,0.02164156,0.00710544,0.12188485
-4.46323162,0.40754929,0.25905016,0.19281764,0.00177493,0.02218579,0.00739096,0.12545494
-4.45722861,0.41497676,0.26479032,0.19555152,0.00179760,0.02263439,0.00765907,0.12856343
-4.45122561,0.42109354,0.26927097,0.19786604,0.00181409,0.02297744,0.00790943,0.13115985
-4.44522261,0.42589289,0.27240430,0.19979591,0.00182435,0.02320802,0.00814325,0.13321291
-4.43921961,0.42941250,0.27413480,0.20138979,0.00182842,0.02332240,0.00836344,0.13471242
-4.43321661,0.43173618,0.27444124,0.20270998,0.00182643,0.02332028,0.00857485,0.13567085
-4.42721361,0.43299482,0.27333758,0.20383202,0.00181860,0.02320485,0.00878432,0.13612445
-4.42121061,0.43336633,0.27087302,0.20484400,0.00180526,0.02298283,0.00900087,0.13613391
-4.41520760,0.43307443,0.26713086,0.20584562,0.00178685,0.02266439,0.00923566,0.13578447
-4.40920460,0.43238632,0.26222633,0.20694699,0.00176391,0.02226296,0.00950205,0.13518542
-4.40320160,0.43160904,0.25630342,0.20826705,0.00173709,0.02179498,0.00981547,0.13446897
-4.39719860,0.43108475,0.24953087,0.20993177,0.00170718,0.02127955,0.01019330,0.13378855
-4.39119560,0.43118481,0.24209732,0.21207193,0.00167506,0.02073800,0.01065463,0.13331649
-4.38519260,0.43230293,0.23420597,0.21482072,0.00164171,0.02019337,0.01122000,0.13324122
-4.37918959,0.43484760,0.22606893,0.21831122,0.00160823,0.01966992,0.01191104,0.13376391
-4.37318659,0.43923392,0.21790141,0.22267366,0.00157578,0.01919256,0.01275003,0.13509482
-4.36718359,0.44587518,0.20991605,0.22803283,0.00154562,0.01878625,0.01375947,0.13744925
-4.36118059,0.45517447,0.20231763,0.23450552,0.00151905,0.01847550,0.01496153,0.14104334
-4.35517759,0.46751657,0.19529829,0.24219833,0.00149744,0.01828380,0.01637753,0.14608980
-4.34917459,0.48326035,0.18903347,0.25120569,0.00148221,0.01823322,0.01802736,0.15279353
-4.34317159,0.50273194,0.18367870,0.26160844,0.00147480,0.01834392,0.01992893,0.16134740
-4.33716858,0.52621885,0.17936731,0.27347275,0.00147669,0.01863393,0.02209761,0.17192824
-4.33116558,0.55396512,0.17620904,0.28684968,0.00148939,0.01911884,0.02454572,0.18469301
-4.32516258,0.58616760,0.17428966,0.30177513,0.00151443,0.01981168,0.02728207,0.19977538
-4.31915958,0.62297331,0.17367140,0.31827026,0.00155334,0.02072288,0.03031155,0.21728264
-4.31315658,0.66447789,0.17439417,0.33634223,0.00160770,0.02186028,0.03363485,0.23729310
-4.30715358,0.71072495,0.17647744,0.35598522,0.00167910,0.02322922,0.03724820,0.25985398
