energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down,Sc_p_up,Sc_p_down,Sc_d_up,Sc_d_down
-5.93996998,1.47632139,-1.95240303,0.58332939,-0.58310746,0.50294975,-0.57383916,0.01608358,-0.02326724,0.40433992,-0.37414123,0.00937193,-0.01763492,0.44450456,-0.79811950,0.16343546,-0.32293419,0.04360288,-0.07259857
-5.93396698,1.41069432,-1.90212122,0.56078728,-0.58367134,0.48455524,-0.56971760,0.01536062,-0.02239853,0.39050425,-0.38620409,0.00854235,-0.01646928,0.41883780,-0.75266807,0.15213991,-0.30040840,0.04112151,-0.06819986
-5.92796398,1.34621821,-1.85413982,0.53764806,-0.58586809,0.46522566,-0.56595401,0.01466807,-0.02150031,0.37471433,-0.39833508,0.00778501,-0.01529942,0.39625935,-0.70862469,0.14258225,-0.27861858,0.03899625,-0.06395225
-5.92196098,1.28335580,-1.80838681,0.51414470,-0.58922525,0.44518511,-0.56241057,0.01400501,-0.02058251,0.35720859,-0.41017925,0.00710285,-0.01414071,0.37679142,-0.66634670,0.13476052,-0.25776418,0.03723439,-0.05989723
-5.91595798,1.22257939,-1.76472375,0.49053573,-0.59327241,0.42468294,-0.55892684,0.01336971,-0.01965400,0.33826136,-0.42137259,0.00649733,-0.01300731,0.36041717,-0.62616051,0.12864798,-0.23803200,0.03583750,-0.05607319
-5.90995498,1.16435399,-1.72295298,0.46709251,-0.59755112,0.40398384,-0.55532625,0.01275996,-0.01872253,0.31817287,-0.43155278,0.00596857,-0.01191194,0.34708203,-0.58835375,0.12419409,-0.21959121,0.03480159,-0.05251449
-5.90395198,1.10912131,-1.68282842,0.44408683,-0.60162479,0.38335780,-0.55142357,0.01217344,-0.01779464,0.29725885,-0.44037025,0.00551563,-0.01086564,0.33669588,-0.55316925,0.12132610,-0.20258915,0.03411742,-0.04925066
-5.89794897,1.05728546,-1.64406937,0.42177945,-0.60508850,0.36307049,-0.54703309,0.01160804,-0.01687572,0.27584030,-0.44749926,0.00513676,-0.00987768,0.32913628,-0.52080087,0.11995113,-0.18714790,0.03377095,-0.04630584
-5.89194597,1.00920104,-1.60637631,0.40040992,-0.60757809,0.34337439,-0.54197687,0.01106214,-0.01597009,0.25423396,-0.45264853,0.00482961,-0.00895544,0.32425253,-0.49139126,0.11995885,-0.17336179,0.03374391,-0.04369841
-5.88594297,0.96516439,-1.56944782,0.38018827,-0.60877835,0.32450142,-0.53609288,0.01053486,-0.01508113,0.23274366,-0.45557087,0.00459153,-0.00810450,0.32187061,-0.46503142,0.12122453,-0.16129592,0.03401457,-0.04144074
-5.87993997,0.92540851,-1.53299748,0.36128880,-0.60842983,0.30665696,-0.52924235,0.01002627,-0.01421148,0.21165300,-0.45607143,0.00441977,-0.00732867,0.32179901,-0.44176180,0.12361259,-0.15098547,0.03455853,-0.03953925
-5.87393697,0.89010199,-1.49676956,0.34384615,-0.60633394,0.29001601,-0.52131610,0.00953745,-0.01336322,0.19121953,-0.45401423,0.00431173,-0.00663014,0.32383531,-0.42157482,0.12698051,-0.14243592,0.03534973,-0.03799450
-5.86793397,0.85935202,-1.46055264,0.32795382,-0.60235604,0.27472117,-0.51223947,0.00907059,-0.01253810,0.17167054,-0.44932653,0.00426514,-0.00600966,0.32777344,-0.40441839,0.13118313,-0.13562398,0.03636140,-0.03680146
-5.86193097,0.83321141,-1.42419034,0.31366498,-0.59642640,0.26088274,-0.50197559,0.00862897,-0.01173771,0.15320051,-0.44200100,0.00427820,-0.00546673,0.33341149,-0.39020028,0.13607713,-0.13049915,0.03756725,-0.03594997
-5.85592796,0.81168935,-1.38758864,0.30099553,-0.58853894,0.24858077,-0.49052679,0.00821687,-0.01096369,0.13597018,-0.43209546,0.00434972,-0.00499985,0.34055995,-0.37879309,0.14152576,-0.12698596,0.03894251,-0.03542515
-5.84992496,0.79476508,-1.35071949,0.28992910,-0.57874782,0.23786872,-0.47793433,0.00783948,-0.01021783,0.12010714,-0.41973030,0.00447918,-0.00460678,0.34905002,-0.37003958,0.14740364,-0.12498651,0.04046516,-0.03520800
-5.84392196,0.78240397,-1.31362088,0.28042355,-0.56716202,0.22877863,-0.46427630,0.00750269,-0.00950225,0.10570764,-0.40508374,0.00466679,-0.00428470,0.35874183,-0.36375827,0.15360144,-0.12438354,0.04211693,-0.03527609
-5.83791896,0.77457491,-1.27639365,0.27241873,-0.55393841,0.22132729,-0.44966401,0.00721294,-0.00881940,0.09283963,-0.38838507,0.00491349,-0.00403053,0.36953213,-0.35974923,0.16003034,-0.12504383,0.04388438,-0.03560418
-5.83191596,0.77126787,-1.23919565,0.26584485,-0.53927347,0.21552297,-0.43423726,0.00697693,-0.00817219,0.08154645,-0.36990639,0.00522089,-0.00384109,0.38136117,-0.35780003,0.16662612,-0.12682186,0.04575976,-0.03616506
-5.82591296,0.77251071,-1.20223400,0.26063105,-0.52339434,0.21137240,-0.41815856,0.00680145,-0.00756391,0.07185121,-0.34995310,0.00559119,-0.00371333,0.39421827,-0.35769187,0.17335259,-0.12956377,0.04774169,-0.03693031
-5.81990995,0.77838387,-1.16575630,0.25671372,-0.50654962,0.20888733,-0.40160706,0.00669308,-0.00699826,0.06376132,-0.32885370,0.00602705,-0.00364447,0.40814585,-0.35920580,0.18020423,-0.13311152,0.04983567,-0.03787120
-5.81390695,0.78903190,-1.13004176,0.25404401,-0.48900033,0.20809038,-0.38477223,0.00665796,-0.00647926,0.05727312,-0.30694941,0.00653143,-0.00363216,0.42324127,-0.36212921,0.18720785,-0.13730728,0.05205427,-0.03895962
-5.80790395,0.80467099,-1.09539295,0.25259419,-0.47101171,0.20901982,-0.36784806,0.00670156,-0.00601122,0.05237617,-0.28458394,0.00710741,-0.00367463,0.43965648,-0.36626241,0.19442309,-0.14199786,0.05441699,-0.04016896
-5.80190095,0.82559145,-1.06212897,0.25236250,-0.45284598,0.21173273,-0.35102769,0.00682846,-0.00559864,0.04905717,-0.26209403,0.00775794,-0.00377072,0.45759493,-0.37142534,0.20194152,-0.14703931,0.05694986,-0.04147512
-5.79589795,0.85215476,-1.03058050,0.25337619,-0.43475656,0.21630650,-0.33449919,0.00704212,-0.00524609,0.04730317,-0.23980091,0.00848560,-0.00391997,0.47730576,-0.37746422,0.20988445,-0.15230137,0.05968460,-0.04285745
-5.78989495,0.88478466,-1.00108694,0.25569267,-0.41698379,0.22283839,-0.31844228,0.00734473,-0.00495813,0.04710406,-0.21800324,0.00929236,-0.00412263,0.49907511,-0.38425806,0.21839909,-0.15767190,0.06265747,-0.04429962
-5.78389195,0.92395238,-0.97399583,0.25939852,-0.39975230,0.23144306,-0.30302637,0.00773704,-0.00473922,0.04845416,-0.19697149,0.01017928,-0.00437963,0.52321465,-0.39172468,0.22765341,-0.16306095,0.06590779,-0.04579050
-5.77788894,0.97015611,-0.94966415,0.26460656,-0.38326982,0.24224815,-0.28840975,0.00821825,-0.00459360,0.05135292,-0.17694405,0.01114626,-0.00469257,0.55004765,-0.39982611,0.23782946,-0.16840436,0.06947611,-0.04732485
-5.77188594,1.02389537,-0.92846116,0.27145097,-0.36772747,0.25538799,-0.27473991,0.00878588,-0.00452518,0.05580467,-0.15812499,0.01219181,-0.00506358,0.57989270,-0.40857290,0.24911554,-0.17366695,0.07340215,-0.04890390
-5.76588294,1.08564099,-0.91077215,0.28008066,-0.35330106,0.27099562,-0.26215484,0.00943576,-0.00453746,0.06181743,-0.14068346,0.01331281,-0.00549523,0.61304590,-0.41802719,0.26169723,-0.17884475,0.07772255,-0.05053571
-5.75987994,1.15580192,-0.89700235,0.29065123,-0.34015318,0.28919354,-0.25078493,0.01016201,-0.00463341,0.06940094,-0.12475459,0.01450432,-0.00599038,0.64976182,-0.42830404,0.27574777,-0.18396648,0.08246849,-0.05223534
-5.75387694,1.23469006,-0.88758020,0.30331573,-0.32843577,0.31008347,-0.24075544,0.01095702,-0.00481535,0.07856387,-0.11044162,0.01575947,-0.00655199,0.69023423,-0.43957096,0.29141794,-0.18909392,0.08766329,-0.05402468
-5.74787394,1.32248474,-0.88295914,0.31821476,-0.31829265,0.33373555,-0.23218898,0.01181155,-0.00508487,0.08931046,-0.09781907,0.01706938,-0.00718290,0.73457721,-0.45204515,0.30882597,-0.19432116,0.09332012,-0.05593210
-5.74187094,1.41919850,-0.88361731,0.33546609,-0.30986181,0.36017767,-0.22520789,0.01271484,-0.00544272,0.10163664,-0.08693669,0.01842311,-0.00788559,0.78280769,-0.46598863,0.32804786,-0.19977262,0.09943983,-0.05799169
-5.73586793,1.52464573,-0.89005442,0.35515453,-0.30327708,0.38938516,-0.21993606,0.01365471,-0.00588870,0.11552591,-0.07782381,0.01980776,-0.00866200,0.83483012,-0.48170088,0.34910855,-0.20559980,0.10600917,-0.06024233
-5.72986493,1.63841606,-0.90278536,0.37732226,-0.29866895,0.42127164,-0.21650016,0.01461782,-0.00642154,0.13094510,-0.07049386,0.02120859,-0.00951320,0.89042429,-0.49950930,0.37197446,-0.21197681,0.11299932,-0.06272634
-5.72386193,1.75985397,-0.92233046,0.40196012,-0.29616450,0.45568147,-0.21502981,0.01558984,-0.00703882,0.14784019,-0.06494880,0.02260922,-0.01043920,0.94923693,-0.51975751,0.39654769,-0.21909472,0.12036493,-0.06548801
-5.71785893,1.88804609,-0.94920214,0.42900035,-0.29588607,0.49238413,-0.21565677,0.01655574,-0.00773690,0.16613256,-0.06118313,0.02399189,-0.01143873,1.01077797,-0.54279181,0.42266243,-0.22715481,0.12804376,-0.06857179
-5.71185593,2.02181752,-0.98388835,0.45831101,-0.29794912,0.53107123,-0.21851293,0.01750009,-0.00851083,0.18571571,-0.05918738,0.02533785,-0.01250900,1.07442178,-0.56894619,0.45008377,-0.23636103,0.13595694,-0.07202042
-5.70585293,2.15973785,-1.02683316,0.48969256,-0.30245897,0.57135625,-0.22372715,0.01840734,-0.00935430,0.20645274,-0.05895081,0.02662771,-0.01364558,1.13941385,-0.59852636,0.47850925,-0.24691167,0.14400984,-0.07587289
-5.69984992,2.30013756,-1.07841505,0.52287666,-0.30950682,0.61277735,-0.23142102,0.01926224,-0.01025965,0.22817478,-0.06046328,0.02784188,-0.01484226,1.20488305,-0.63179330,0.50757311,-0.25899068,0.15209366,-0.08016238
-5.69384692,2.44113485,-1.13892374,0.55752758,-0.31916525,0.65480335,-0.24170350,0.02005010,-0.01121785,0.25068047,-0.06371619,0.02896109,-0.01609097,1.26985925,-0.66894697,0.53685346,-0.27275883,0.16008770,-0.08491425
-5.68784392,2.58067245,-1.20853653,0.59324610,-0.33148338,0.69684278,-0.25466493,0.02075718,-0.01221858,0.27373672,-0.06870239,0.02996683,-0.01738185,1.33329606,-0.71011079,0.56588206,-0.28834507,0.16786217,-0.09014415
-5.68184092,2.71656365,-1.28729507,0.62957605,-0.34648203,0.73825594,-0.27037028,0.02137103,-0.01325033,0.29708073,-0.07541526,0.03084184,-0.01870321,1.39409790,-0.75531759,0.59415654,-0.30583833,0.17528153,-0.09585629
-5.67583792,2.84654624,-1.37508371,0.66601329,-0.36414920,0.77836951,-0.28885226,0.02188076,-0.01430049,0.32042332,-0.08384686,0.03157061,-0.02004175,1.45115069,-0.80449750,0.62115466,-0.32528024,0.18220834,-0.10204198
-5.66983492,2.96834243,-1.47161044,0.70201688,-0.38443602,0.81649340,-0.31010429,0.02227739,-0.01535560,0.34345356,-0.09398530,0.03213980,-0.02138269,1.50335500,-0.85746862,0.64635008,-0.34665893,0.18850729,-0.10867856
-5.66383192,3.07972295,-1.57639157,0.73702225,-0.40725358,0.85193916,-0.33407393,0.02255404,-0.01640153,0.36584463,-0.10581156,0.03253859,-0.02271006,1.54966034,-0.91393071,0.66922907,-0.36990426,0.19404937,-0.11572861
-5.65782891,3.17857257,-1.68874106,0.77045574,-0.43247069,0.88403926,-0.36065694,0.02270614,-0.01742374,0.38726072,-0.11929587,0.03275904,-0.02400699,1.58909937,-0.97346258,0.68930746,-0.39488486,0.19871612,-0.12313972
-5.65182591,3.26295472,-1.80776530,0.80175026,-0.45991277,0.91216664,-0.38969248,0.02273158,-0.01840761,0.40736472,-0.13439373,0.03279633,-0.02525604,1.62082044,-1.03552333,0.70614707,-0.42140697,0.20240349,-0.13084463
-5.64582291,3.33117232,-1.93236424,0.83036124,-0.48936203,0.93575353,-0.42095956,0.02263076,-0.01933872,0.42582664,-0.15104211,0.03264889,-0.02643965,1.64411712,-1.09945782,0.71937099,-0.44921546,0.20502553,-0.13876198
-5.63981991,3.38182248,-2.06123911,0.85578250,-0.52055882,0.95430899,-0.45417530,0.02240664,-0.02020323,0.44233219,-0.16915562,0.03231846,-0.02754047,1.65845336,-1.16450622,0.72867693,-0.47799697,0.20651734,-0.14679743
-5.63381691,3.41384235,-2.19290725,0.87756116,-0.55320428,0.96743420,-0.48899508,0.02206465,-0.02098816,0.45659141,-0.18862332,0.03181011,-0.02854183,1.66348305,-1.22981780,0.73384805,-0.50738527,0.20683754,-0.15484545
-5.62781391,3.42654447,-2.32572384,0.89531125,-0.58696416,0.97483509,-0.52501481,0.02161256,-0.02168181,0.46834696,-0.20930597,0.03113204,-0.02942812,1.65906319,-1.29446850,0.73476073,-0.53696869,0.20596978,-0.16279140
-5.62181091,3.41963957,-2.45791047,0.90872518,-0.62147365,0.97633155,-0.56177548,0.02106035,-0.02227399,0.47738168,-0.23103432,0.03029542,-0.03018518,1.64525981,-1.35748195,0.73138896,-0.56629958,0.20392351,-0.17051413
-5.61580790,3.39324610,-2.58758978,0.91758276,-0.65634312,0.97186294,-0.59876997,0.02041990,-0.02275635,0.48352516,-0.25360821,0.02931408,-0.03080070,1.62234646,-1.41785336,0.72380505,-0.59490534,0.20073379,-0.17788893
-5.60980490,3.34788586,-2.71282557,0.92175729,-0.69116459,0.96148971,-0.63545205,0.01970471,-0.02312265,0.48665899,-0.27679699,0.02820412,-0.03126446,1.59079516,-1.47457553,0.71217672,-0.62230093,0.19646018,-0.18479072
-5.60380190,3.28446595,-2.83166693,0.92121848,-0.72551866,0.94539095,-0.67124740,0.01892955,-0.02336889,0.48672060,-0.30034110,0.02698352,-0.03156864,1.55126036,-1.52666613,0.69676056,-0.64800221,0.19118486,-0.19109738
-5.59779890,3.20424782,-2.94219534,0.91603200,-0.75898181,0.92385814,-0.70556638,0.01811011,-0.02349349,0.48370527,-0.32395493,0.02567161,-0.03170803,1.50455643,-1.57319526,0.67789236,-0.67153983,0.18500984,-0.19669317
-5.59179590,3.10880492,-3.04257295,0.90635588,-0.79113372,0.89728536,-0.73781818,0.01726256,-0.02349734,0.47766648,-0.34733096,0.02428867,-0.03168013,1.45162990,-1.61331232,0.65597460,-0.69247296,0.17805368,-0.20147209
-5.58579290,2.99997078,-3.13109036,0.89243367,-0.82156461,0.86615637,-0.76742572,0.01640312,-0.02338377,0.46871438,-0.37014515,0.02285535,-0.03148521,1.39352759,-1.64627102,0.63146186,-0.71040250,0.17044757,-0.20534100
-5.57978989,2.87978004,-3.20621225,0.87458495,-0.84988215,0.83102926,-0.79384111,0.01554768,-0.02315851,0.45701255,-0.39206334,0.02139222,-0.03112632,1.33136220,-1.67145171,0.60484472,-0.72498308,0.16233118,-0.20822243
-5.57378689,2.75040480,-3.26661885,0.85319351,-0.87571809,0.79251926,-0.81656067,0.01471140,-0.02282949,0.44277318,-0.41274855,0.01991932,-0.03060919,1.26627680,-1.68837988,0.57663296,-0.73593344,0.15384836,-0.21005697
-5.56778389,2.61408945,-3.31124189,0.82869380,-0.89873422,0.75128059,-0.83513930,0.01390826,-0.02240661,0.42625074,-0.43186894,0.01845574,-0.02994209,1.19940998,-1.69674014,0.54733887,-0.74304474,0.14514284,-0.21080507
-5.56178089,2.47308639,-3.33929330,0.80155631,-0.91862772,0.70798790,-0.84920331,0.01315080,-0.02190147,0.40773463,-0.44910617,0.01701926,-0.02913559,1.13186302,-1.69638511,0.51746134,-0.74618636,0.13635420,-0.21044833
-5.55577789,2.32959555,-3.35028566,0.77227262,-0.93513573,0.66331833,-0.85846137,0.01244979,-0.02132698,0.38754086,-0.46416378,0.01562607,-0.02820231,1.06467048,-1.68733865,0.48747142,-0.74530903,0.12761426,-0.20898992
-5.54977489,2.18570993,-3.34404352,0.74134064,-0.94803917,0.61793454,-0.86271307,0.01181394,-0.02069701,0.36600332,-0.47677539,0.01429059,-0.02715658,0.99877544,-1.66979348,0.45779998,-0.74044520,0.11904390,-0.20645449
-5.54377189,2.04336909,-3.32070509,0.70925090,-0.95716566,0.57246966,-0.86185465,0.01124980,-0.02002592,0.34346483,-0.48671226,0.01302530,-0.02601413,0.93501011,-1.64410310,0.42882782,-0.73170650,0.11075066,-0.20288727
-5.53776888,1.90432221,-3.28071440,0.67647431,-0.96239171,0.52751427,-0.85588180,0.01076160,-0.01932812,0.32026833,-0.49379002,0.01184071,-0.02479167,0.87408253,-1.61076858,0.40087858,-0.71927857,0.10282692,-0.19835249
-5.53176588,1.77010137,-3.22480430,0.64345189,-0.96364396,0.48360607,-0.84488927,0.01035119,-0.01861765,0.29674864,-0.49787422,0.01074539,-0.02350650,0.81656943,-1.57042078,0.37421462,-0.70341353,0.09534886,-0.19293127
-5.52576288,1.64200569,-3.15397117,0.61058684,-0.96089979,0.44122218,-0.82906749,0.01001810,-0.01790775,0.27322486,-0.49888454,0.00974604,-0.02217619,0.76291529,-1.52379879,0.34903572,-0.68442042,0.08837619,-0.18671898
-5.51975988,1.52109592,-3.06944257,0.57823915,-0.95418700,0.40077427,-0.80869619,0.00975963,-0.01721046,0.24999389,-0.49679732,0.00884767,-0.02081812,0.71343708,-1.47172572,0.32548055,-0.66265405,0.08195252,-0.17982220
-5.51375688,1.40819890,-2.97263931,0.54672266,-0.94358289,0.36260639,-0.78413554,0.00957100,-0.01653628,0.22732499,-0.49164649,0.00805380,-0.01944921,0.66833405,-1.41508288,0.30363060,-0.63850298,0.07610634,-0.17235549
-5.50775388,1.30392057,-2.86513374,0.51630468,-0.92921266,0.32699532,-0.75581500,0.00944558,-0.01589390,0.20545570,-0.48352274,0.00736664,-0.01808560,0.62770164,-1.35478369,0.28351612,-0.61237692,0.07085255,-0.16443800
-5.50175088,1.20866623,-2.74860597,0.48720767,-0.91124711,0.29415299,-0.72422053,0.00937515,-0.01529001,0.18458899,-0.47257096,0.00678737,-0.01674236,0.59154850,-1.29174829,0.26512357,-0.58469443,0.06619435,-0.15619021
-5.49574787,1.12266600,-2.62480005,0.45961288,-0.88989993,0.26423087,-0.68988071,0.00935025,-0.01472915,0.16489180,-0.45898609,0.00631637,-0.01543332,0.55981533,-1.22688008,0.24840419,-0.55587116,0.06212541,-0.14773080
-5.48974487,1.04600378,-2.49548169,0.43366528,-0.86542432,0.23732557,-0.65335224,0.00936049,-0.01421370,0.14649476,-0.44300753,0.00595345,-0.01417092,0.53239450,-1.16104508,0.23328299,-0.52630933,0.05863214,-0.13917384
-5.48374187,0.97864761,-2.36239927,0.40947940,-0.83810933,0.21348542,-0.61520553,0.00939495,-0.01374390,0.12949297,-0.42491230,0.00569805,-0.01296613,0.50914914,-1.09505487,0.21966778,-0.49638867,0.05569598,-0.13062646
-5.47773887,0.92047964,-2.22724922,0.38714560,-0.80827569,0.19271751,-0.57601081,0.00944252,-0.01331803,0.11394785,-0.40500733,0.00554938,-0.01182841,0.48993076,-1.02965356,0.20745770,-0.46645919,0.05329552,-0.12218694
-5.47173587,0.87132388,-2.09164703,0.36673605,-0.77627144,0.17499473,-0.53632538,0.00949229,-0.01293257,0.09988966,-0.38362102,0.00550656,-0.01076573,0.47459440,-0.96550917,0.19655084,-0.43683594,0.05140841,-0.11394337
-5.46573287,0.83097038,-1.95710429,0.34831029,-0.74246717,0.16026247,-0.49668220,0.00953390,-0.01258249,0.08732065,-0.36109456,0.00556863,-0.00978472,0.46301059,-0.90320925,0.18685065,-0.40779568,0.05001289,-0.10597290
-5.45972986,0.79919474,-1.82501206,0.33191963,-0.70725123,0.14844461,-0.45758028,0.00955785,-0.01226159,0.07621857,-0.33777325,0.00573462,-0.00889068,0.45507368,-0.84326069,0.17827098,-0.37957557,0.04908900,-0.09834145
-5.45372686,0.77577198,-1.69663062,0.31761041,-0.67102464,0.13944875,-0.41947709,0.00955575,-0.01196282,0.06654040,-0.31399806,0.00600341,-0.00808785,0.45070620,-0.78609308,0.17073945,-0.35237357,0.04861924,-0.09110399
-5.44772386,0.76048469,-1.57308492,0.30542565,-0.63419611,0.13317020,-0.38278282,0.00952058,-0.01167867,0.05822609,-0.29009792,0.00637369,-0.00737950,0.44985916,-0.73206509,0.16419932,-0.32635039,0.04858890,-0.08430518
-5.44172086,0.75312523,-1.45536515,0.29540532,-0.59717691,0.12949499,-0.34785684,0.00944684,-0.01140154,0.05120218,-0.26638276,0.00684380,-0.00676815,0.45250872,-0.68147313,0.15860976,-0.30163257,0.04898588,-0.07798038
-5.43571786,0.75349251,-1.34433158,0.28758505,-0.56037586,0.12830173,-0.31500594,0.00933065,-0.01112411,0.04538517,-0.24313760,0.00741151,-0.00625574,0.45864931,-0.63456131,0.15394481,-0.27831652,0.04980015,-0.07215687
-5.42971486,0.76138403,-1.24072235,0.28199354,-0.52419439,0.12946245,-0.28448427,0.00916978,-0.01083964,0.04068457,-0.22061783,0.00807387,-0.00584379,0.46828418,-0.59153198,0.15019110,-0.25647298,0.05102283,-0.06685521
-5.42371186,0.77658425,-1.14516334,0.27864897,-0.48902177,0.13284260,-0.25649483,0.00896366,-0.01054227,0.03700562,-0.19904572,0.00882700,-0.00553355,0.48141377,-0.55255597,0.14734468,-0.23615166,0.05264508,-0.06209064
-5.41770885,0.79885041,-1.05817878,0.27755468,-0.45523047,0.13830038,-0.23119200,0.00871326,-0.01022722,0.03425151,-0.17860815,0.00966589,-0.00532608,0.49802306,-0.51778174,0.14540726,-0.21738576,0.05465679,-0.05787434
-5.41170585,0.82789728,-0.98020170,0.27869457,-0.42317171,0.14568571,-0.20868495,0.00842099,-0.00989098,0.03232525,-0.15945562,0.01058423,-0.00522229,0.51806865,-0.48734284,0.14438209,-0.20019598,0.05704522,-0.05421461
-5.40570285,0.86338220,-0.91158310,0.28202861,-0.39317130,0.15483897,-0.18904163,0.00809050,-0.00953137,0.03113121,-0.14170239,0.01157433,-0.00522301,0.54146655,-0.46136326,0.14426991,-0.18459405,0.05979366,-0.05111773
-5.39969985,0.90489184,-0.85259937,0.28748885,-0.36552568,0.16558991,-0.17229287,0.00772647,-0.00914758,0.03057620,-0.12542754,0.01262704,-0.00532890,0.56808159,-0.43996024,0.14506515,-0.17058534,0.06288026,-0.04858865
-5.39369685,0.95193183,-0.80345716,0.29497643,-0.34049816,0.17775691,-0.15843654,0.00733442,-0.00874013,0.03057039,-0.11067697,0.01373176,-0.00554039,0.59771915,-0.42324447,0.14675264,-0.15817077,0.06627710,-0.04663121
-5.38769385,1.00392055,-0.76429564,0.30435975,-0.31831561,0.19114674,-0.14744141,0.00692039,-0.00831078,0.03102789,-0.09746607,0.01487648,-0.00585753,0.63012000,-0.41131770,0.14930515,-0.14734773,0.06994956,-0.04524822
-5.38169085,1.06018763,-0.73518596,0.31547422,-0.29916530,0.20555513,-0.13925056,0.00649076,-0.00786236,0.03186724,-0.08578284,0.01604801,-0.00627986,0.66495862,-0.40426811,0.15268178,-0.13811035,0.07385605,-0.04444111
-5.37568784,1.11997790,-0.71612827,0.32812366,-0.28319221,0.22076802,-0.13378434,0.00605197,-0.00739862,0.03301174,-0.07559137,0.01723209,-0.00680620,0.70184525,-0.40216350,0.15682734,-0.13044896,0.07794820,-0.04420936
-5.36968484,1.18246072,-0.70704659,0.34208335,-0.27049669,0.23656377,-0.13094270,0.00561032,-0.00692399,0.03438968,-0.06683550,0.01841376,-0.00743446,0.74033184,-0.40504317,0.16167277,-0.12434902,0.08217140,-0.04454972
-5.36368184,1.24674467,-0.70778224,0.35710485,-0.26113271,0.25271617,-0.13060698,0.00517179,-0.00644338,0.03593459,-0.05944238,0.01957764,-0.00816146,0.77992156,-0.41290881,0.16713653,-0.11978965,0.08646587,-0.04545530
-5.35767884,1.31189683,-0.71808657,0.37292220,-0.25510653,0.26899808,-0.13264132,0.00474183,-0.00596193,0.03758540,-0.05332608,0.02070834,-0.00898270,0.82008155,-0.42571522,0.17312684,-0.11674197,0.09076793,-0.04691452
-5.35167584,1.37696592,-0.73761391,0.38925934,-0.25237621,0.28518570,-0.13689361,0.00432530,-0.00548481,0.03928664,-0.04839084,0.02179079,-0.00989225,0.86025823,-0.44336142,0.17954466,-0.11516741,0.09501180,-0.04891014
-5.34567284,1.44100796,-0.76591559,0.40583838,-0.25285174,0.30106317,-0.14319626,0.00392634,-0.00501700,0.04098862,-0.04453415,0.02281066,-0.01088262,0.89989440,-0.46568302,0.18628721,-0.11501610,0.09913140,-0.05141837
