energy_ev,total_up,Ir_p_up,Ir_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.60980490,2.97894422,0.76694961,0.94013984,0.69120907,0.58475138,0.00133976,0.29813644,0.00868285,1.27287734
-5.60380190,2.89479243,0.73990897,0.91701881,0.66883537,0.56977142,0.00116910,0.28900729,0.00822750,1.23555953
-5.59779890,2.81008530,0.71375318,0.89329642,0.64702677,0.55438200,0.00101768,0.28030753,0.00776087,1.19793106
-5.59179590,2.72557363,0.68865749,0.86923058,0.62595501,0.53872640,0.00088412,0.27208850,0.00728930,1.16026640
-5.58579290,2.64196771,0.66476259,0.84508197,0.60576691,0.52293955,0.00076702,0.26438775,0.00681876,1.12282519
-5.57978989,2.55992321,0.64217305,0.82110782,0.58658206,0.50714599,0.00066500,0.25722831,0.00635486,1.08584807
-5.57378689,2.48003021,0.62095694,0.79755615,0.56849128,0.49145853,0.00057672,0.25061872,0.00590267,1.04955359
-5.56778389,2.40280530,0.60114667,0.77466081,0.55155605,0.47597749,0.00050091,0.24455356,0.00546679,1.01413623
-5.56178089,2.32868672,0.58274086,0.75263727,0.53580881,0.46079039,0.00043637,0.23901447,0.00505129,0.97976529
-5.55577789,2.25803237,0.56570718,0.73167923,0.52125414,0.44597219,0.00038198,0.23397168,0.00465973,0.94658483
-5.54977489,2.19112035,0.54998591,0.71195595,0.50787074,0.43158577,0.00033669,0.22938579,0.00429521,0.91471425
-5.54377189,2.12815163,0.53549412,0.69361042,0.49561416,0.41768261,0.00029955,0.22520974,0.00396041,0.88424967
-5.53776888,2.06925442,0.52213021,0.67675810,0.48442005,0.40430363,0.00026967,0.22139100,0.00365767,0.85526563
-5.53176588,2.01448989,0.50977864,0.66148639,0.47420791,0.39148006,0.00024624,0.21787371,0.00338906,0.82781724
-5.52576288,1.96385878,0.49831469,0.64785463,0.46488508,0.37923424,0.00022850,0.21460081,0.00315644,0.80194242
-5.51975988,1.91730858,0.48760911,0.63589462,0.45635093,0.36758039,0.00021576,0.21151597,0.00296152,0.77766429
-5.51375688,1.87474083,0.47753238,0.62561151,0.44850097,0.35652527,0.00020737,0.20856540,0.00280594,0.75499338
-5.50775388,1.83601848,0.46795869,0.61698515,0.44123079,0.34606880,0.00020273,0.20569936,0.00269129,0.73392975
-5.50175088,1.80097283,0.45876929,0.60997170,0.43443968,0.33620454,0.00020126,0.20287343,0.00261912,0.71446485
-5.49574787,1.76941005,0.44985543,0.60450550,0.42803378,0.32692018,0.00020242,0.20004944,0.00259099,0.69658300
-5.48974487,1.74111693,0.44112051,0.60050112,0.42192872,0.31819797,0.00020571,0.19719611,0.00260841,0.68026251
-5.48374187,1.71586596,0.43248177,0.59785557,0.41605150,0.31001517,0.00021063,0.19428938,0.00267278,0.66547641
-5.47773887,1.69341937,0.42387122,0.59645046,0.41034174,0.30234451,0.00021672,0.19131244,0.00278539,0.65219257
-5.47173587,1.67353227,0.41523604,0.59615422,0.40475219,0.29515470,0.00022355,0.18825546,0.00294726,0.64037350
-5.46573287,1.65595465,0.40653833,0.59682418,0.39924847,0.28841089,0.00023071,0.18511509,0.00315908,0.62997555
-5.45972986,1.64043240,0.39775434,0.59830852,0.39380810,0.28207524,0.00023782,0.18189370,0.00342108,0.62094767
-5.45372686,1.62670732,0.38887325,0.60044800,0.38841891,0.27610739,0.00024452,0.17859844,0.00373289,0.61322979
-5.44772386,1.61451612,0.37989545,0.60307746,0.38307687,0.27046504,0.00025052,0.17524017,0.00409346,0.60675093
-5.44172086,1.60358879,0.37083058,0.60602711,0.37778358,0.26510434,0.00025553,0.17183224,0.00450088,0.60142707
-5.43571786,1.59364637,0.36169523,0.60912365,0.37254339,0.25998034,0.00025933,0.16838927,0.00495230,0.59715906
-5.42971486,1.58439850,0.35251060,0.61219113,0.36736045,0.25504737,0.00026173,0.16492584,0.00544388,0.59383067
-5.42371186,1.57554118,0.34330003,0.61505188,0.36223586,0.25025929,0.00026259,0.16145537,0.00597066,0.59130705
-5.41770885,1.56675493,0.33408669,0.61752739,0.35716502,0.24556986,0.00026182,0.15798893,0.00652662,0.58943376
-5.41170585,1.55770392,0.32489140,0.61943934,0.35213542,0.24093289,0.00025938,0.15453438,0.00710464,0.58803660
-5.40570285,1.54803637,0.31573081,0.62061091,0.34712498,0.23630263,0.00025528,0.15109559,0.00769659,0.58692243
-5.39969985,1.53738657,0.30661592,0.62086840,0.34210108,0.23163401,0.00024957,0.14767198,0.00829348,0.58588101
-5.39369685,1.52537868,0.29755107,0.62004333,0.33702036,0.22688310,0.00024233,0.14425833,0.00888555,0.58468813
-5.38769385,1.51163251,0.28853352,0.61797499,0.33182933,0.22200759,0.00023370,0.14084481,0.00946253,0.58310980
-5.38169085,1.49577125,0.27955348,0.61451344,0.32646577,0.21696745,0.00022383,0.13741744,0.01001387,0.58090759
-5.37568784,1.47743089,0.27059471,0.60952301,0.32086093,0.21172567,0.00021290,0.13395870,0.01052900,0.57784492
-5.36968484,1.45627114,0.26163568,0.60288598,0.31494227,0.20624915,0.00020112,0.13044849,0.01099765,0.57369400
-5.36368184,1.43198723,0.25265108,0.59450661,0.30863680,0.20050963,0.00018870,0.12686518,0.01141014,0.56824324
-5.35767884,1.40432212,0.24361372,0.58431496,0.30187472,0.19448467,0.00017584,0.12318694,0.01175768,0.56130465
-5.35167584,1.37307844,0.23449658,0.57227065,0.29459307,0.18815866,0.00016278,0.11939306,0.01203264,0.55272095
-5.34567284,1.33812940,0.22527504,0.55836600,0.28673945,0.18152368,0.00014971,0.11546522,0.01222883,0.54237203
-5.33966983,1.29942803,0.21592901,0.54262853,0.27827528,0.17458025,0.00013685,0.11138883,0.01234168,0.53018020
-5.33366683,1.25701410,0.20644480,0.52512264,0.26917866,0.16733787,0.00012438,0.10715410,0.01236840,0.51611424
-5.32766383,1.21101826,0.19681683,0.50595005,0.25944649,0.15981529,0.00011246,0.10275687,0.01230808,0.50019169
-5.32166083,1.16166298,0.18704880,0.48524926,0.24909584,0.15204045,0.00010126,0.09819933,0.01216172,0.48247941
-5.31565783,1.10926003,0.17715440,0.46319363,0.23816446,0.14405014,0.00009092,0.09349026,0.01193220,0.46309235
-5.30965483,1.05420476,0.16715755,0.43998839,0.22671039,0.13588927,0.00008157,0.08864504,0.01162413,0.44219039
-5.30365183,0.99696710,0.15709202,0.41586648,0.21481069,0.12760985,0.00007332,0.08368536,0.01124375,0.41997367
-5.29764882,0.93807983,0.14700058,0.39108350,0.20255937,0.11926968,0.00006628,0.07863855,0.01079865,0.39667636
-5.29164582,0.87812462,0.13693369,0.36591187,0.19006476,0.11093084,0.00006055,0.07353675,0.01029755,0.37255940
-5.28564282,0.81771651,0.12694780,0.34063464,0.17744617,0.10265796,0.00005622,0.06841576,0.00975003,0.34790238
-5.27963982,0.75748756,0.11710338,0.31553895,0.16483042,0.09451646,0.00005342,0.06331388,0.00916615,0.32299517
-5.27363682,0.69807038,0.10746278,0.29090972,0.15234802,0.08657081,0.00005223,0.05827052,0.00855623,0.29812935
-5.26763382,0.64008233,0.09808811,0.26702357,0.14012952,0.07888281,0.00005279,0.05332493,0.00793049,0.27359027
-5.26163082,0.58411105,0.08903907,0.24414336,0.12830193,0.07151006,0.00005523,0.04851489,0.00729879,0.24964956
-5.25562781,0.53070172,0.08037110,0.22251353,0.11698550,0.06450464,0.00005969,0.04387559,0.00667040,0.22655884
-5.24962481,0.48034669,0.07213369,0.20235620,0.10629103,0.05791210,0.00006634,0.03943860,0.00605377,0.20454441
-5.24362181,0.43347752,0.06436907,0.18386840,0.09631753,0.05177059,0.00007535,0.03523113,0.00545640,0.18380337
-5.23761881,0.39045965,0.05711125,0.16722012,0.08715060,0.04611049,0.00008693,0.03127541,0.00488469,0.16450102
-5.23161581,0.35158963,0.05038547,0.15255338,0.07886126,0.04095419,0.00010126,0.02758841,0.00434390,0.14676952
-5.22561281,0.31709467,0.04420802,0.13998210,0.07150544,0.03631619,0.00011857,0.02418171,0.00383811,0.13070782
-5.21960980,0.28713435,0.03858645,0.12959274,0.06512383,0.03220345,0.00013905,0.02106162,0.00337028,0.11638258
-5.21360680,0.26180399,0.03352004,0.12144545,0.05974227,0.02861593,0.00016291,0.01822953,0.00294222,0.10382995
-5.20760380,0.24113941,0.02900063,0.11557575,0.05537245,0.02554727,0.00019034,0.01568230,0.00255480,0.09305803
-5.20160080,0.22512261,0.02501359,0.11199641,0.05201288,0.02298554,0.00022150,0.01341293,0.00220792,0.08404971
-5.19559780,0.21368798,0.02153893,0.11069961,0.04965003,0.02091416,0.00025654,0.01141121,0.00190076,0.07676579
-5.18959480,0.20672880,0.01855248,0.11165902,0.04825963,0.01931264,0.00029554,0.00966442,0.00163181,0.07114805
-5.18359180,0.20410364,0.01602720,0.11483206,0.04780800,0.01815749,0.00033856,0.00815813,0.00139906,0.06712237
-5.17758879,0.20564256,0.01393424,0.12016194,0.04825342,0.01742292,0.00038560,0.00687684,0.00120010,0.06460143
-5.17158579,0.21115287,0.01224415,0.12757974,0.04954745,0.01708158,0.00043661,0.00580474,0.00103227,0.06348733
-5.16558279,0.22042453,0.01092783,0.13700640,0.05163629,0.01710512,0.00049148,0.00492625,0.00089273,0.06367374
-5.15957979,0.23323507,0.00995737,0.14835464,0.05446200,0.01746475,0.00055004,0.00422655,0.00077859,0.06504782
-5.15357679,0.24935399,0.00930681,0.16153085,0.05796379,0.01813172,0.00061207,0.00369206,0.00068697,0.06749185
-5.14757379,0.26854689,0.00895270,0.17643692,0.06207922,0.01907764,0.00067731,0.00331071,0.00061508,0.07088466
-5.14157079,0.29057914,0.00887450,0.19297204,0.06674535,0.02027487,0.00074543,0.00307224,0.00056025,0.07510294
-5.13556778,0.31521926,0.00905488,0.21103445,0.07189988,0.02169677,0.00081611,0.00296829,0.00052002,0.08002245
-5.12956478,0.34224190,0.00947991,0.23052289,0.07748222,0.02331803,0.00088898,0.00299246,0.00049208,0.08551933
-5.12356178,0.37143045,0.01013911,0.25133800,0.08343446,0.02511485,0.00096366,0.00314034,0.00047438,0.09147139
-5.11755878,0.40257910,0.01102542,0.27338322,0.08970223,0.02706522,0.00103978,0.00340936,0.00046507,0.09775964
-5.11155578,0.43549445,0.01213516,0.29656523,0.09623547,0.02914917,0.00111699,0.00379865,0.00046253,0.10426987
-5.10555278,0.46999620,0.01346789,0.32079386,0.10298888,0.03134899,0.00119494,0.00430890,0.00046534,0.11089447
-5.09954977,0.50591721,0.01502628,0.34598123,0.10992224,0.03364945,0.00127331,0.00494209,0.00047229,0.11753425
-5.09354677,0.54310248,0.01681592,0.37204012,0.11700041,0.03603803,0.00135182,0.00570126,0.00048237,0.12410047
-5.08754377,0.58140722,0.01884521,0.39888155,0.12419304,0.03850510,0.00143019,0.00659031,0.00049473,0.13051671
-5.08154077,0.62069395,0.02112521,0.42641162,0.13147398,0.04104407,0.00150818,0.00761371,0.00050867,0.13672081
-5.07553777,0.66082871,0.02366953,0.45452769,0.13882044,0.04365154,0.00158553,0.00877636,0.00052361,0.14266648
-5.06953477,0.70167654,0.02649425,0.48311404,0.14621179,0.04632732,0.00166201,0.01008333,0.00053911,0.14832480
-5.06353177,0.74309661,0.02961784,0.51203750,0.15362834,0.04907451,0.00173735,0.01153978,0.00055479,0.15368523
-5.05752876,0.78493712,0.03306115,0.54114297,0.16104983,0.05189939,0.00181124,0.01315085,0.00057036,0.15875628
-5.05152576,0.82703061,0.03684735,0.57024966,0.16845405,0.05481141,0.00188332,0.01492155,0.00058558,0.16356563
-5.04552276,0.86918993,0.04100190,0.59914807,0.17581548,0.05782298,0.00195316,0.01685682,0.00060024,0.16815980
-5.03951976,0.91120537,0.04555247,0.62759825,0.18310412,0.06094928,0.00202026,0.01896148,0.00061417,0.17260319
-5.03351676,0.95284331,0.05052880,0.65532976,0.19028471,0.06420800,0.00208402,0.02124034,0.00062718,0.17697660
-5.02751376,0.99384673,0.05596248,0.68204339,0.19731625,0.06761907,0.00214378,0.02369821,0.00063911,0.18137526
-5.02151076,1.03393777,0.06188661,0.70741500,0.20415205,0.07120423,0.00219875,0.02633998,0.00064978,0.18590630
-5.01550775,1.07282232,0.06833530,0.73110146,0.21074024,0.07498667,0.00224811,0.02917065,0.00065901,0.19068588
-5.00950475,1.11019672,0.07534298,0.75274861,0.21702479,0.07899053,0.00229098,0.03219530,0.00066660,0.19583588
-5.00350175,1.14575615,0.08294348,0.77200098,0.22294702,0.08324042,0.00232644,0.03541906,0.00067236,0.20148035
-4.99749875,1.17920440,0.09116900,0.78851298,0.22844745,0.08776076,0.00235361,0.03884691,0.00067609,0.20774180
-4.99149575,1.21026454,0.10004871,0.80196100,0.23346794,0.09257519,0.00237161,0.04248348,0.00067757,0.21473737
-4.98549275,1.23868968,0.10960727,0.81205586,0.23795408,0.09770585,0.00237966,0.04633268,0.00067664,0.22257502
-4.97948974,1.26427337,0.11986311,0.81855495,0.24185743,0.10317257,0.00237711,0.05039729,0.00067313,0.23134986
-4.97348674,1.28685881,0.13082665,0.82127345,0.24513777,0.10899209,0.00236345,0.05467840,0.00066691,0.24114071
-4.96748374,1.30634631,0.14249841,0.82009389,0.24776501,0.11517719,0.00233833,0.05917485,0.00065788,0.25200698
-4.96148074,1.32269844,0.15486726,0.81497362,0.24972065,0.12173583,0.00230165,0.06388254,0.00064601,0.26398598
-4.95547774,1.33594250,0.16790874,0.80594947,0.25099878,0.12867030,0.00225351,0.06879385,0.00063130,0.27709080
-4.94947474,1.34617002,0.18158364,0.79313967,0.25160653,0.13597644,0.00219423,0.07389695,0.00061382,0.29130877
-4.94347174,1.35353337,0.19583700,0.77674238,0.25156382,0.14364294,0.00212440,0.07917530,0.00059369,0.30660065
-4.93746873,1.35823953,0.21059752,0.75703130,0.25090260,0.15165074,0.00204481,0.08460722,0.00057110,0.32290053
-4.93146573,1.36054141,0.22577755,0.73434813,0.24966554,0.15997265,0.00195643,0.09016565,0.00054628,0.34011654
-4.92546273,1.36072715,0.24127376,0.70909256,0.24790427,0.16857313,0.00186046,0.09581805,0.00051951,0.35813233
-4.91945973,1.35910806,0.25696834,0.68171001,0.24567722,0.17740828,0.00175818,0.10152666,0.00049112,0.37680938
-4.91345673,1.35600588,0.27273106,0.65267784,0.24304741,0.18642616,0.00165101,0.10724887,0.00046146,0.39598990
-4.90745373,1.35173993,0.28842180,0.62249060,0.24007998,0.19556722,0.00154041,0.11293794,0.00043090,0.41550046
-4.90145073,1.34661499,0.30389374,0.59164506,0.23684001,0.20476508,0.00142787,0.11854392,0.00039982,0.43515609
-4.89544772,1.34091032,0.31899700,0.56062560,0.23339035,0.21394749,0.00131483,0.12401477,0.00036861,0.45476470
-4.88944472,1.33487052,0.33358260,0.52989064,0.22978984,0.22303748,0.00120269,0.12929772,0.00033762,0.47413177
-4.88344172,1.32869831,0.34750651,0.49986060,0.22609191,0.23195472,0.00109273,0.13434065,0.00030721,0.49306492
-4.87743872,1.32254971,0.36063369,0.47090783,0.22234357,0.24061685,0.00098610,0.13909361,0.00027767,0.51137846
-4.87143572,1.31653150,0.37284196,0.44334877,0.21858478,0.24894105,0.00088382,0.14351022,0.00024929,0.52889740
-4.86543272,1.31070088,0.38402533,0.41743863,0.21484829,0.25684548,0.00078672,0.14754908,0.00022230,0.54546108
-4.85942971,1.30506725,0.39409675,0.39336849,0.21115978,0.26425076,0.00069546,0.15117491,0.00019688,0.56092604
-4.85342671,1.29959566,0.40299018,0.37126485,0.20753830,0.27108132,0.00061053,0.15435955,0.00017317,0.57516814
-4.84742371,1.29421169,0.41066174,0.35119142,0.20399690,0.27726664,0.00053224,0.15708259,0.00015126,0.58808390
-4.84142071,1.28880733,0.41708993,0.33315294,0.20054342,0.28274240,0.00046076,0.15933176,0.00013121,0.59959088
-4.83541771,1.28324741,0.42227497,0.31710068,0.19718122,0.28745140,0.00039609,0.16110292,0.00011303,0.60962733
-4.82941471,1.27737640,0.42623723,0.30293917,0.19391000,0.29134431,0.00033811,0.16239973,0.00009669,0.61815110
-4.82341171,1.27102506,0.42901483,0.29053402,0.19072644,0.29438034,0.00028658,0.16323308,0.00008213,0.62513787
-4.81740870,1.26401689,0.43066073,0.27972023,0.18762478,0.29652760,0.00024120,0.16362010,0.00006927,0.63057894
-4.81140570,1.25617413,0.43123916,0.27031071,0.18459721,0.29776347,0.00020157,0.16358312,0.00005802,0.63447878
-4.80540270,1.24732325,0.43082200,0.26210476,0.18163415,0.29807470,0.00016726,0.16314837,0.00004825,0.63685240
-4.79939970,1.23729991,0.42948498,0.25489615,0.17872446,0.29745750,0.00013781,0.16234469,0.00003984,0.63772289
-4.79339670,1.22595342,0.42730421,0.24848053,0.17585557,0.29591748,0.00011273,0.16120220,0.00003266,0.63711923
-4.78739370,1.21315082,0.42435305,0.24266218,0.17301354,0.29346950,0.00009157,0.15975114,0.00002659,0.63507453
-4.78139070,1.19878059,0.42069962,0.23725971,0.17018323,0.29013756,0.00007385,0.15802086,0.00002149,0.63162489
-4.77538769,1.18275617,0.41640508,0.23211088,0.16734853,0.28595450,0.00005914,0.15603899,0.00001725,0.62680893
-4.76938469,1.16501929,0.41152274,0.22707632,0.16449271,0.28096179,0.00004702,0.15383102,0.00001375,0.62066794
-4.76338169,1.14554326,0.40609808,0.22204223,0.16159890,0.27520917,0.00003712,0.15142004,0.00001088,0.61324690
-4.75737869,1.12433606,0.40016964,0.21692217,0.15865079,0.26875435,0.00002909,0.14882687,0.00000854,0.60459594
-4.75137569,1.10144326,0.39377070,0.21165783,0.15563339,0.26166258,0.00002264,0.14607052,0.00000666,0.59477246
-4.74537269,1.07695066,0.38693154,0.20621897,0.15253401,0.25400620,0.00001749,0.14316871,0.00000516,0.58384346
-4.73936968,1.05098640,0.37968230,0.20060263,0.14934327,0.24586408,0.00001342,0.14013882,0.00000397,0.57188813
-4.73336668,1.02372239,0.37205589,0.19483160,0.14605605,0.23732100,0.00001022,0.13699871,0.00000303,0.55900022
-4.72736368,0.99537480,0.36409100,0.18895232,0.14267252,0.22846689,0.00000773,0.13376772,0.00000230,0.54529018
-4.72136068,0.96620328,0.35583479,0.18303230,0.13919890,0.21939592,0.00000580,0.13046750,0.00000173,0.53088664
-4.71535768,0.93650886,0.34734501,0.17715704,0.13564808,0.21020543,0.00000433,0.12712273,0.00000129,0.51593713
-4.70935468,0.90663002,0.33869147,0.17142666,0.13203992,0.20099476,0.00000320,0.12376157,0.00000096,0.50060777
-4.70335168,0.87693711,0.32995653,0.16595216,0.12840119,0.19186377,0.00000235,0.12041584,0.00000071,0.48508186
-4.69734867,0.84782482,0.32123454,0.16085153,0.12476513,0.18291138,0.00000172,0.11712079,0.00000052,0.46955724
-4.69134567,0.81970288,0.31263027,0.15624559,0.12117068,0.17423373,0.00000124,0.11391456,0.00000038,0.45424245
-4.68534267,0.79298500,0.30425621,0.15225381,0.11766119,0.16592243,0.00000089,0.11083726,0.00000028,0.43935173
-4.67933967,0.76807648,0.29622899,0.14899003,0.11428286,0.15806260,0.00000064,0.10792967,0.00000020,0.42509901
-4.67333667,0.74536072,0.28866490,0.14655823,0.11108288,0.15073089,0.00000045,0.10523175,0.00000015,0.41169118
-4.66733367,0.72518526,0.28167494,0.14504843,0.10810729,0.14399360,0.00000032,0.10278085,0.00000012,0.39932075
-4.66133067,0.70784774,0.27535947,0.14453284,0.10539883,0.13790483,0.00000022,0.10060992,0.00000011,0.38815848
-4.65532766,0.69358264,0.26980298,0.14506235,0.10299467,0.13250494,0.00000015,0.09874563,0.00000010,0.37834616
-4.64932466,0.68254927,0.26506906,0.14666344,0.10092434,0.12781915,0.00000011,0.09720671,0.00000011,0.36998994
-4.64332166,0.67482181,0.26119607,0.14933577,0.09920785,0.12385667,0.00000007,0.09600241,0.00000014,0.36315474
