energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.42971486,4.98271258,0.98091084,0.58241453,0.00279514,0.97439235,3.92395593,1.82504967,0.01786529,1.36469514
-5.42371186,4.99143277,0.99078706,0.58175723,0.00289283,0.96991419,3.91151267,1.83355120,0.01839361,1.37212082
-5.41770885,5.00480334,1.00228750,0.58274920,0.00298162,0.96542969,3.90480857,1.84206374,0.01888506,1.38318589
-5.41170585,5.02199842,1.01514838,0.58519853,0.00305933,0.96092337,3.90364088,1.85033626,0.01932840,1.39745832
-5.40570285,5.04197514,1.02904574,0.58888337,0.00312397,0.95634563,3.90748458,1.85807255,0.01971333,1.41440699
-5.39969985,5.06351542,1.04360614,0.59356025,0.00317372,0.95161715,3.91551811,1.86494308,0.02003077,1.43341998
-5.39369685,5.08527212,1.05841861,0.59897227,0.00320708,0.94663458,3.92665952,1.87059786,0.02027314,1.45382438
-5.38769385,5.10581730,1.07304715,0.60485687,0.00322286,0.94127691,3.93961141,1.87467956,0.02043456,1.47490691
-5.38169085,5.12369054,1.08704356,0.61095287,0.00322026,0.93541221,3.95291264,1.87683637,0.02051101,1.49593457
-5.37568784,5.13744556,1.09995993,0.61700669,0.00319885,0.92890451,3.96499446,1.87673401,0.02050038,1.51617452
-5.36968484,5.14569353,1.11136068,0.62277753,0.00315867,0.92162034,3.97423898,1.87406647,0.02040254,1.53491291
-5.36368184,5.14714164,1.12083358,0.62804142,0.00310014,0.91343487,3.97903757,1.86856511,0.02021922,1.55147186
-5.35767884,5.14062631,1.12799974,0.63259433,0.00302409,0.90423719,3.97784730,1.86000585,0.01995393,1.56522448
-5.35167584,5.12514019,1.13252222,0.63625416,0.00293175,0.89393483,3.96924328,1.84821457,0.01961178,1.57560752
-5.34567284,5.09985297,1.13411327,0.63886188,0.00282466,0.88245728,3.95196550,1.83307047,0.01919923,1.58213168
-5.33966983,5.06412593,1.13253996,0.64028194,0.00270465,0.86975854,3.92495869,1.81450781,0.01872385,1.58438936
-5.33366683,5.01752072,1.12762842,0.64040202,0.00257379,0.85581878,3.88740417,1.79251599,0.01819401,1.58206003
-5.32766383,4.95980287,1.11926649,0.63913248,0.00243429,0.84064509,3.83874318,1.76713846,0.01761862,1.57491331
-5.32166083,4.89094068,1.10740499,0.63640541,0.00228847,0.82427155,3.77869125,1.73847065,0.01700679,1.56280988
-5.31565783,4.81110031,1.09205755,0.63217369,0.00213868,0.80675867,3.70724369,1.70665723,0.01636759,1.54570050
-5.30965483,4.72063770,1.07329923,0.62641007,0.00198723,0.78819231,3.62467243,1.67188893,0.01570977,1.52362329
-5.30365183,4.62008815,1.05126391,0.61910628,0.00183634,0.76868230,3.53151496,1.63439931,0.01504158,1.49669958
-5.29764882,4.51015399,1.02614063,0.61027239,0.00168808,0.74836082,3.42855606,1.59446145,0.01437055,1.46512850
-5.29164582,4.39169100,0.99816894,0.59993633,0.00154434,0.72738061,3.31680332,1.55238472,0.01370339,1.42918055
-5.28564282,4.26569367,0.96763348,0.58814359,0.00140680,0.70591306,3.19745766,1.50851180,0.01304589,1.38919033
-5.27963982,4.13327989,0.93485775,0.57495698,0.00127685,0.68414635,3.07188005,1.46321567,0.01240292,1.34554874
-5.27363682,3.99567482,0.90019735,0.56045651,0.00115568,0.66228343,2.94155562,1.41689670,0.01177837,1.29869454
-5.26763382,3.85419424,0.86403278,0.54473917,0.00104416,0.64054004,2.80805646,1.36997964,0.01117528,1.24910576
-5.26163082,3.71022722,0.82676198,0.52791858,0.00094294,0.61914258,2.67300429,1.32291033,0.01059583,1.19729085
-5.25562781,3.56521822,0.78879263,0.51012436,0.00085238,0.59832593,2.53803404,1.27615210,0.01004150,1.14377972
-5.24962481,3.42064837,0.75053464,0.49150124,0.00077261,0.57833107,2.40475938,1.23018163,0.00951315,1.08911498
-5.24362181,3.27801620,0.71239274,0.47220772,0.00070355,0.55940245,2.27474092,1.18548418,0.00901118,1.03384321
-5.23761881,3.13881767,0.67475951,0.45241430,0.00064491,0.54178528,2.14945778,1.14254830,0.00853560,0.97850664
-5.23161581,3.00452575,0.63800889,0.43230130,0.00059625,0.52572239,2.03028300,1.10185973,0.00808621,0.92363513
-5.22561281,2.87656971,0.60249043,0.41205629,0.00055696,0.51145094,1.91846300,1.06389476,0.00766267,0.86973875
-5.21960980,2.75631434,0.56852429,0.39187107,0.00052633,0.49919884,1.81510123,1.02911302,0.00726462,0.81730087
-5.21360680,2.64503943,0.53639720,0.37193843,0.00050355,0.48918096,1.72114598,0.99794987,0.00689177,0.76677209
-5.20760380,2.54391992,0.50635933,0.35244876,0.00048774,0.48159513,1.63738208,0.97080849,0.00654393,0.71856480
-5.20160080,2.45400689,0.47862213,0.33358652,0.00047800,0.47661802,1.56442620,0.94805195,0.00622109,0.67304872
-5.19559780,2.37620996,0.45335721,0.31552686,0.00047338,0.47440097,1.50272535,0.92999525,0.00592345,0.63054724
-5.18959480,2.31128129,0.43069601,0.29843235,0.00047296,0.47506576,1.45255810,0.91689782,0.00565143,0.59133476
-5.18359180,2.25980141,0.41073037,0.28245005,0.00047583,0.47870060,1.41403800,0.90895639,0.00540566,0.55563483
-5.17758879,2.22216740,0.39351374,0.26770902,0.00048111,0.48535620,1.38711874,0.90629855,0.00518700,0.52361924
-5.17158579,2.19858332,0.37906295,0.25431824,0.00048797,0.49504221,1.37160068,0.90897718,0.00499649,0.49540790
-5.16558279,2.18905326,0.36736033,0.24236507,0.00049566,0.50772406,1.36713817,0.91696586,0.00483532,0.47106945
-5.15957979,2.19337708,0.35835609,0.23191437,0.00050347,0.52332035,1.37324764,0.93015540,0.00470484,0.45062257
-5.15357679,2.21114902,0.35197078,0.22300803,0.00051081,0.54170084,1.38931606,0.94835164,0.00460647,0.43403777
-5.14757379,2.24175918,0.34809770,0.21566514,0.00051714,0.56268529,1.41460970,0.97127471,0.00454165,0.42123974
-5.14157079,2.28439814,0.34660519,0.20988264,0.00052203,0.58604316,1.44828342,0.99855974,0.00451183,0.41210999
-5.13556778,2.33806465,0.34733873,0.20563637,0.00052513,0.61149438,1.48939028,1.02975918,0.00451835,0.40648991
-5.12956478,2.40157663,0.35012289,0.20288249,0.00052619,0.63871121,1.53689194,1.06434691,0.00456243,0.40418392
-5.12356178,2.47358552,0.35476308,0.20155919,0.00052502,0.66732129,1.58966994,1.10172402,0.00464506,0.40496302
-5.11755878,2.55259403,0.36104727,0.20158865,0.00052154,0.69691205,1.64653809,1.14122653,0.00476695,0.40856832
-5.11155578,2.63697733,0.36874766,0.20287906,0.00051572,0.72703630,1.70625635,1.18213483,0.00492842,0.41471497
-5.10555278,2.72500758,0.37762253,0.20532675,0.00050761,0.75721916,1.76754627,1.22368495,0.00512934,0.42309612
-5.09954977,2.81488173,0.38741836,0.20881841,0.00049731,0.78696612,1.82910808,1.26508152,0.00536905,0.43338725
-5.09354677,2.90475209,0.39787229,0.21323317,0.00048496,0.81577223,1.88963953,1.30551211,0.00564627,0.44525065
-5.08754377,2.99275955,0.40871510,0.21844474,0.00047076,0.84313208,1.94785626,1.34416296,0.00595903,0.45834018
-5.08154077,3.07706854,0.41967465,0.22432341,0.00045490,0.86855044,2.00251345,1.38023540,0.00630462,0.47230634
-5.07553777,3.15590321,0.43048002,0.23073807,0.00043763,0.89155323,2.05242824,1.41296293,0.00667955,0.48680152
-5.06953477,3.22758382,0.44086601,0.23755803,0.00041919,0.91169850,2.09650254,1.44162820,0.00707950,0.50148546
-5.06353177,3.29056238,0.45057818,0.24465488,0.00039980,0.92858704,2.13374537,1.46557953,0.00749938,0.51603082
-5.05752876,3.34345647,0.45937820,0.25190419,0.00037972,0.94187227,2.16329401,1.48424633,0.00793330,0.53012873
-5.05152576,3.38508006,0.46704922,0.25918718,0.00035916,0.95126902,2.18443326,1.49715296,0.00837465,0.54349419
-5.04552276,3.41447028,0.47340121,0.26639223,0.00033835,0.95656091,2.19661192,1.50393042,0.00881623,0.55587122
-5.03951976,3.43090905,0.47827590,0.27341633,0.00031748,0.95760599,2.19945573,1.50432546,0.00925035,0.56703745
-5.03351676,3.43393877,0.48155114,0.28016641,0.00029673,0.95434040,2.19277614,1.49820671,0.00966897,0.57680808
-5.02751376,3.42337123,0.48314433,0.28656043,0.00027626,0.94677993,2.17657445,1.48556754,0.01006391,0.58503907
-5.02151076,3.39928938,0.48301480,0.29252835,0.00025620,0.93501934,2.15104087,1.46652546,0.01042707,0.59162924
-5.01550775,3.36204168,0.48116499,0.29801280,0.00023667,0.91922947,2.11654845,1.44131803,0.01075060,0.59652126
-5.00950475,3.31222905,0.47764013,0.30296948,0.00021779,0.89965224,2.07364187,1.41029554,0.01102717,0.59970152
-5.00350175,3.25068494,0.47252654,0.30736733,0.00019963,0.87659371,2.02302146,1.37391038,0.01125016,0.60119861
-4.99749875,3.17844897,0.46594855,0.31118823,0.00018225,0.85041539,1.96552287,1.33270385,0.01141388,0.60108064
-4.99149575,3.09673512,0.45806402,0.31442646,0.00016572,0.82152424,1.90209314,1.28729055,0.01151375,0.59945135
-4.98549275,3.00689565,0.44905873,0.31708778,0.00015007,0.79036160,1.83376392,1.23834117,0.01154647,0.59644515
-4.97948974,2.91038188,0.43913977,0.31918819,0.00013534,0.75739148,1.76162286,1.18656413,0.01151008,0.59222129
-4.97348674,2.80870338,0.42852834,0.32075241,0.00012153,0.72308868,1.68678414,1.13268682,0.01140412,0.58695737
-4.96748374,2.70338688,0.41745211,0.32181215,0.00010865,0.68792706,1.61035920,1.07743707,0.01122956,0.58084244
-4.96148074,2.59593650,0.40613759,0.32240418,0.00009671,0.65236835,1.53342865,1.02152543,0.01098881,0.57406998
-4.95547774,2.48779644,0.39480270,0.32256840,0.00008569,0.61685190,1.45701633,0.96562894,0.01068565,0.56683103
-4.94947474,2.38031758,0.38365008,0.32234592,0.00007558,0.58178566,1.38206635,0.91037680,0.01032509,0.55930782
-4.94347174,2.27472883,0.37286110,0.32177725,0.00006635,0.54753853,1.30942375,0.85633836,0.00991320,0.55166804
-4.93746873,2.17211420,0.36259110,0.32090065,0.00005798,0.51443439,1.23981930,0.80401376,0.00945694,0.54406005
-4.93146573,2.07339597,0.35296580,0.31975093,0.00005042,0.48274778,1.17385881,0.75382736,0.00896391,0.53660926
-4.92546273,1.97932437,0.34407911,0.31835837,0.00004364,0.45270141,1.11201699,0.70612402,0.00844213,0.52941563
-4.91945973,1.89047369,0.33599228,0.31674823,0.00003760,0.42446529,1.05463589,0.66116823,0.00789979,0.52255244
-4.91345673,1.80724452,0.32873448,0.31494051,0.00003226,0.39815754,1.00192761,0.61914586,0.00734505,0.51606635
-4.90745373,1.72987172,0.32230448,0.31295012,0.00002757,0.37384659,0.95398091,0.58016825,0.00678576,0.50997851
-4.90145073,1.65843716,0.31667356,0.31078748,0.00002348,0.35155471,0.91077117,0.54427841,0.00622935,0.50428680
-4.89544772,1.59288658,0.31178918,0.30845924,0.00001995,0.33126252,0.87217311,0.51145884,0.00568260,0.49896881
-4.88944472,1.53304945,0.30757940,0.30596931,0.00001694,0.31291434,0.83797557,0.48164054,0.00515151,0.49398547
-4.88344172,1.47866079,0.30395762,0.30332003,0.00001440,0.29642401,0.80789754,0.45471280,0.00464128,0.48928507
-4.87743872,1.42938386,0.30082760,0.30051330,0.00001230,0.28168103,0.78160490,0.43053328,0.00415614,0.48480747
-4.87143572,1.38483281,0.29808833,0.29755171,0.00001059,0.26855671,0.75872705,0.40893797,0.00369944,0.48048824
-4.86543272,1.34459439,0.29563870,0.29443960,0.00000925,0.25691014,0.73887288,0.38975066,0.00327359,0.47626263
-4.85942971,1.30824782,0.29338177,0.29118389,0.00000825,0.24659384,0.72164560,0.37279148,0.00288013,0.47206915
-4.85342671,1.27538248,0.29122849,0.28779480,0.00000755,0.23745884,0.70665596,0.35788446,0.00251977,0.46785270
-4.84742371,1.24561275,0.28910074,0.28428638,0.00000715,0.22935914,0.69353361,0.34486363,0.00219254,0.46356723
-4.84142071,1.21858992,0.28693384,0.28067673,0.00000702,0.22215556,0.68193640,0.33357783,0.00189780,0.45917785
-4.83541771,1.19401104,0.28467827,0.27698828,0.00000714,0.21571873,0.67155757,0.32389390,0.00163442,0.45466246
-4.82941471,1.17162478,0.28230083,0.27324769,0.00000751,0.20993148,0.66213079,0.31569853,0.00140083,0.45001292
-4.82341171,1.15123451,0.27978516,0.26948588,0.00000812,0.20469043,0.65343323,0.30889862,0.00119516,0.44523580
-4.81740870,1.13269880,0.27713181,0.26573781,0.00000895,0.19990700,0.64528673,0.30342052,0.00101532,0.44035285
-4.81140570,1.11592976,0.27435773,0.26204236,0.00001000,0.19550776,0.63755746,0.29920805,0.00085913,0.43540106
-4.80540270,1.10088955,0.27149550,0.25844207,0.00001127,0.19143433,0.63015402,0.29621982,0.00072431,0.43043258
-4.79939970,1.08758530,0.26859216,0.25498296,0.00001274,0.18764278,0.62302447,0.29442578,0.00060864,0.42551427
-4.79339670,1.07606295,0.26570770,0.25171418,0.00001441,0.18410269,0.61615245,0.29380349,0.00050997,0.42072701
-4.78739370,1.06640015,0.26291343,0.24868763,0.00001628,0.18079596,0.60955254,0.29433411,0.00042625,0.41616467
-4.78139070,1.05869851,0.26028996,0.24595751,0.00001832,0.17771526,0.60326516,0.29599856,0.00035558,0.41193271
-4.77538769,1.05307543,0.25792508,0.24357954,0.00002054,0.17486245,0.59735110,0.29877382,0.00029623,0.40814630
-4.76938469,1.04965570,0.25591130,0.24161015,0.00002290,0.17224677,0.59188589,0.30262976,0.00024661,0.40492791
-4.76338169,1.04856296,0.25434330,0.24010524,0.00002541,0.16988297,0.58695409,0.30752644,0.00020535,0.40240440
-4.75737869,1.04991109,0.25331505,0.23911876,0.00002802,0.16778943,0.58264364,0.31341218,0.00017122,0.40070342
-4.75137569,1.05379590,0.25291678,0.23870096,0.00003073,0.16598616,0.57904035,0.32022224,0.00014315,0.39994932
-4.74537269,1.06028690,0.25323184,0.23889642,0.00003351,0.16449297,0.57622260,0.32787842,0.00012023,0.40025844
-4.73936968,1.06941965,0.25433337,0.23974179,0.00003633,0.16332753,0.57425636,0.33628924,0.00010168,0.40173406
-4.73336668,1.08118851,0.25628103,0.24126346,0.00003918,0.16250367,0.57319061,0.34535094,0.00008686,0.40446104
-4.72736368,1.09554031,0.25911773,0.24347517,0.00004202,0.16202967,0.57305321,0.35494901,0.00007521,0.40850038
-4.72136068,1.11236886,0.26286662,0.24637568,0.00004484,0.16190687,0.57384744,0.36496026,0.00006628,0.41388396
-4.71535768,1.13151072,0.26752833,0.24994665,0.00004761,0.16212836,0.57554905,0.37525520,0.00005971,0.42060970
-4.70935468,1.15274229,0.27307872,0.25415092,0.00005032,0.16267806,0.57810430,0.38570068,0.00005519,0.42863746
-4.70335168,1.17577852,0.27946724,0.25893126,0.00005296,0.16352999,0.58142863,0.39616250,0.00005248,0.43788588
-4.69734867,1.20027344,0.28661592,0.26420970,0.00005552,0.16464801,0.58540648,0.40650805,0.00005137,0.44823054
-4.69134567,1.22582259,0.29441940,0.26988769,0.00005800,0.16598582,0.58989203,0.41660854,0.00005171,0.45950350
-4.68534267,1.25196750,0.30274572,0.27584699,0.00006039,0.16748746,0.59471102,0.42634107,0.00005337,0.47149464
-4.67933967,1.27820228,0.31143820,0.28195149,0.00006270,0.16908817,0.59966371,0.43559015,0.00005622,0.48395459
-4.67333667,1.30398226,0.32031837,0.28804983,0.00006493,0.17071567,0.60452892,0.44424886,0.00006018,0.49659958
-4.66733367,1.32873462,0.32918983,0.29397894,0.00006710,0.17229184,0.60906913,0.45221945,0.00006516,0.50911798
-4.66133067,1.35187084,0.33784310,0.29956825,0.00006922,0.17373473,0.61303649,0.45941364,0.00007106,0.52117837
-4.65532766,1.37280062,0.34606118,0.30464459,0.00007130,0.17496090,0.61617976,0.46575253,0.00007780,0.53243904
-4.64932466,1.39094710,0.35362587,0.30903753,0.00007334,0.17588794,0.61825173,0.47116626,0.00008529,0.54255845
-4.64332166,1.40576272,0.36032436,0.31258494,0.00007536,0.17643717,0.61901727,0.47559367,0.00009343,0.55120637
