energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.89794897,1.01414869,0.25397314,0.00000000,0.00164371,0.23595324,0.00564290,0.42378627,0.40425081,0.23156254
-5.89194597,0.96690770,0.25090134,0.00000000,0.00139796,0.21754839,0.00501768,0.41444799,0.39872849,0.21395830
-5.88594297,0.92813119,0.24927389,0.00000000,0.00119700,0.20094063,0.00455131,0.40865494,0.39506572,0.19815921
-5.87993997,0.89801435,0.24894272,0.00000000,0.00103727,0.18637483,0.00423432,0.40623844,0.39328286,0.18433567
-5.87393697,0.87672965,0.24978958,0.00000000,0.00091534,0.17406195,0.00405764,0.40705792,0.39342531,0.17262974
-5.86793397,0.86443209,0.25172932,0.00000000,0.00082799,0.16417930,0.00401269,0.41100455,0.39556573,0.16315593
-5.86193097,0.86126131,0.25471106,0.00000000,0.00077221,0.15687142,0.00409141,0.41800167,0.39980423,0.15600245
-5.85592796,0.86734018,0.25871701,0.00000000,0.00074528,0.15225148,0.00428630,0.42800221,0.40626647,0.15123259
-5.84992496,0.88276984,0.26375937,0.00000000,0.00074473,0.15040292,0.00459025,0.44098339,0.41509964,0.14888615
-5.84392196,0.90762143,0.26987528,0.00000000,0.00076831,0.15138096,0.00499645,0.45693898,0.42646637,0.14898068
-5.83791896,0.94192476,0.27712028,0.00000000,0.00081398,0.15521417,0.00549814,0.47586961,0.44053685,0.15151255
-5.83191596,0.98565461,0.28556041,0.00000000,0.00087988,0.16190551,0.00608847,0.49777180,0.45747948,0.15645769
-5.82591296,1.03871540,0.29526365,0.00000000,0.00096421,0.17143311,0.00676025,0.52262623,0.47745033,0.16377186
-5.81990995,1.10092503,0.30629080,0.00000000,0.00106523,0.18375060,0.00750573,0.55038591,0.50058196,0.17339079
-5.81390695,1.17199896,0.31868652,0.00000000,0.00118119,0.19878697,0.00831647,0.58096498,0.52697209,0.18522986
-5.80790395,1.25153554,0.33247076,0.00000000,0.00131028,0.21644613,0.00918315,0.61422868,0.55667255,0.19918365
-5.80190095,1.33900351,0.34763121,0.00000000,0.00145058,0.23660626,0.01009552,0.64998510,0.58967916,0.21512546
-5.79589795,1.43373275,0.36411688,0.00000000,0.00160000,0.25911892,0.01104231,0.68797916,0.62592287,0.23290674
-5.78989495,1.53490892,0.38183342,0.00000000,0.00175633,0.28380838,0.01201133,0.72788927,0.66526277,0.25235687
-5.78389195,1.64157284,0.40064021,0.00000000,0.00191717,0.31047106,0.01298950,0.76932675,0.70748115,0.27328319
-5.77788894,1.75262495,0.42034947,0.00000000,0.00207995,0.33887541,0.01396302,0.81183835,0.75228111,0.29547148
-5.77188594,1.86683510,0.44072756,0.00000000,0.00224199,0.36876240,0.01491759,0.85491168,0.79928674,0.31868704
-5.76588294,1.98285789,0.46149834,0.00000000,0.00240049,0.39984663,0.01583869,0.89798355,0.84804609,0.34267652
-5.75987994,2.09925306,0.48234849,0.00000000,0.00255260,0.43181843,0.01671185,0.94045087,0.89803694,0.36717036
-5.75387694,2.21451090,0.50293486,0.00000000,0.00269550,0.46434673,0.01752303,0.98168382,0.94867514,0.39188611
-5.74787394,2.32708171,0.52289323,0.00000000,0.00282644,0.49708309,0.01825892,1.02104080,0.99932561,0.41653243
-5.74187094,2.43540886,0.54184849,0.00000000,0.00294282,0.52966656,0.01890735,1.05788475,1.04931546,0.44081389
-5.73586793,2.53796428,0.55942568,0.00000000,0.00304228,0.56172964,0.01945762,1.09160019,1.09794908,0.46443639
-5.72986493,2.63328551,0.57526161,0.00000000,0.00312276,0.59290500,0.01990079,1.12161046,1.14452463,0.48711305
-5.72386193,2.72001311,0.58901645,0.00000000,0.00318257,0.62283296,0.02022999,1.14739462,1.18835171,0.50857059
-5.71785893,2.79692728,0.60038517,0.00000000,0.00322045,0.65116948,0.02044065,1.16850345,1.22876932,0.52855580
-5.71185593,2.86298247,0.60910799,0.00000000,0.00323557,0.67759443,0.02053065,1.18457392,1.26516398,0.54684202
-5.70585293,2.91733889,0.61497987,0.00000000,0.00322765,0.70181980,0.02050047,1.19534189,1.29698701,0.56323536
-5.69984992,2.95938964,0.61785835,0.00000000,0.00319686,0.72359765,0.02035320,1.20065237,1.32377077,0.57758043
-5.69384692,2.98878252,0.61766965,0.00000000,0.00314390,0.74272735,0.02009455,1.20046712,1.34514292,0.58976523
-5.68784392,3.00543562,0.61441271,0.00000000,0.00306993,0.75906173,0.01973277,1.19486934,1.36083846,0.59972511
-5.68184092,3.00954576,0.60816099,0.00000000,0.00297655,0.77251194,0.01927853,1.18406518,1.37070882,0.60744535
-5.67583792,3.00158929,0.59906205,0.00000000,0.00286573,0.78305062,0.01874474,1.16838190,1.37472762,0.61296241
-5.66983492,2.98231490,0.58733479,0.00000000,0.00273977,0.79071307,0.01814631,1.14826289,1.37299291,0.61636345
-5.66383192,2.95272817,0.57326456,0.00000000,0.00260119,0.79559632,0.01749997,1.12425933,1.36572536,0.61778417
-5.65782891,2.91406819,0.55719618,0.00000000,0.00245270,0.79785600,0.01682394,1.09701884,1.35326270,0.61740489
-5.65182591,2.86777659,0.53952516,0.00000000,0.00229705,0.79770087,0.01613772,1.06727128,1.33605008,0.61544492
-5.64582291,2.81545970,0.52068747,0.00000000,0.00213704,0.79538534,0.01546173,1.03581211,1.31462695,0.61215534
-5.63981991,2.75884500,0.50114803,0.00000000,0.00197536,0.79119997,0.01481709,1.00348364,1.28961050,0.60781045
-5.63381691,2.69973300,0.48138848,0.00000000,0.00181459,0.78546048,0.01422529,0.97115473,1.26167653,0.60269811
-5.62781391,2.63994625,0.46189451,0.00000000,0.00165708,0.77849564,0.01370789,0.93969945,1.23153822,0.59710942
-5.62181091,2.58127707,0.44314312,0.00000000,0.00150498,0.77063452,0.01328624,0.90997532,1.19992367,0.59132816
-5.61580790,2.52543591,0.42559036,0.00000000,0.00136014,0.76219377,0.01298115,0.88280174,1.16755311,0.58562035
-5.60980490,2.47400216,0.40965972,0.00000000,0.00122412,0.75346549,0.01281256,0.85893920,1.13511669,0.58022453
-5.60380190,2.42837927,0.39573158,0.00000000,0.00109816,0.74470631,0.01279919,0.83907003,1.10325377,0.57534321
-5.59779890,2.38975577,0.38413416,0.00000000,0.00098320,0.73612820,0.01295819,0.82378102,1.07253449,0.57113575
-5.59179590,2.35907378,0.37513589,0.00000000,0.00087989,0.72789156,0.01330472,0.81354873,1.04344452,0.56771332
-5.58579290,2.33700598,0.36893969,0.00000000,0.00078858,0.72010086,0.01385156,0.80872763,1.01637349,0.56513585
-5.57978989,2.32394206,0.36567913,0.00000000,0.00070937,0.71280311,0.01460865,0.80954173,0.99160752,0.56341146
-5.57378689,2.31998486,0.36541648,0.00000000,0.00064211,0.70598925,0.01558266,0.81607961,0.96932615,0.56249813
-5.56778389,2.32495623,0.36814282,0.00000000,0.00058647,0.69959830,0.01677658,0.82829331,0.94960368,0.56230769
-5.56178089,2.33841224,0.37377991,0.00000000,0.00054192,0.69352404,0.01818929,0.84600074,0.93241457,0.56271185
-5.55577789,2.35966666,0.38218392,0.00000000,0.00050781,0.68762391,0.01981516,0.86889171,0.91764264,0.56354999
-5.54977489,2.38782180,0.39315069,0.00000000,0.00048334,0.68172946,0.02164384,0.89653724,0.90509348,0.56463814
-5.54377189,2.42180488,0.40642231,0.00000000,0.00046765,0.67565789,0.02365995,0.92840169,0.89450914,0.56577893
-5.53776888,2.46040852,0.42169486,0.00000000,0.00045980,0.66922400,0.02584310,0.96385745,0.88558454,0.56677171
-5.53176588,2.50233336,0.43862693,0.00000000,0.00045882,0.66225176,0.02816786,1.00220140,0.87798447,0.56742250
-5.52576288,2.54623097,0.45684870,0.00000000,0.00046371,0.65458505,0.03060403,1.04267277,0.87136051,0.56755308
-5.51975988,2.59074547,0.47597116,0.00000000,0.00047344,0.64609697,0.03311702,1.08447161,0.86536687,0.56700903
-5.51375688,2.63455206,0.49559537,0.00000000,0.00048702,0.63669711,0.03566844,1.12677744,0.85967463,0.56566598
-5.50775388,2.67639140,0.51532133,0.00000000,0.00050348,0.62633665,0.03821682,1.16876733,0.85398360,0.56343420
-5.50175088,2.71509849,0.53475633,0.00000000,0.00052185,0.61501101,0.04071853,1.20963307,0.84803162,0.56026097
-5.49574787,2.74962577,0.55352251,0.00000000,0.00054126,0.60275999,0.04312887,1.24859682,0.84160082,0.55613106
-5.48974487,2.77905983,0.57126356,0.00000000,0.00056083,0.58966554,0.04540321,1.28492513,0.83452113,0.55106507
-5.48374187,2.80263183,0.58765041,0.00000000,0.00057980,0.57584737,0.04749826,1.31794091,0.82667085,0.54511612
-5.47773887,2.81972219,0.60238594,0.00000000,0.00059746,0.56145686,0.04937327,1.34703332,0.81797496,0.53836490
-5.47173587,2.82985993,0.61520858,0.00000000,0.00061315,0.54666950,0.05099134,1.37166561,0.80840127,0.53091368
-5.46573287,2.83271771,0.62589497,0.00000000,0.00062635,0.53167661,0.05232051,1.39138087,0.79795520,0.52287954
-5.45972986,2.82810356,0.63426178,0.00000000,0.00063659,0.51667662,0.05333480,1.40580600,0.78667376,0.51438726
-5.45372686,2.81595029,0.64016659,0.00000000,0.00064352,0.50186667,0.05401503,1.41465390,0.77461919,0.50556245
-5.44772386,2.79630374,0.64350819,0.00000000,0.00064686,0.48743476,0.05434945,1.41772439,0.76187308,0.49652511
-5.44172086,2.76931088,0.64422626,0.00000000,0.00064646,0.47355314,0.05433408,1.41490373,0.74853128,0.48738416
-5.43571786,2.73520860,0.64230060,0.00000000,0.00064223,0.46037310,0.05397278,1.40616337,0.73470017,0.47823312
-5.42971486,2.69431378,0.63774992,0.00000000,0.00063421,0.44802141,0.05327709,1.39155773,0.72049447,0.46914716
-5.42371186,2.64701530,0.63063034,0.00000000,0.00062250,0.43659874,0.05226575,1.37122137,0.70603687,0.46018172
-5.41770885,2.59376805,0.62103363,0.00000000,0.00060729,0.42617987,0.05096400,1.34536566,0.69145937,0.45137263
-5.41170585,2.53508901,0.60908515,0.00000000,0.00058886,0.41681580,0.04940268,1.31427470,0.67690630,0.44273768
-5.40570285,2.47155525,0.59494151,0.00000000,0.00056752,0.40853741,0.04761713,1.27830090,0.66253868,0.43427954
-5.39969985,2.40380329,0.57878800,0.00000000,0.00054365,0.40136060,0.04564602,1.23785975,0.64853958,0.42598980
-5.39369685,2.33252950,0.56083566,0.00000000,0.00051768,0.39529247,0.04353008,1.19342407,0.63512004,0.41785376
-5.38769385,2.25849079,0.54131813,0.00000000,0.00049005,0.39033808,0.04131085,1.14551746,0.62252494,0.40985580
-5.38169085,2.18250482,0.52048811,0.00000000,0.00046124,0.38650750,0.03902948,1.09470702,0.61103832,0.40198490
-5.37568784,2.10544931,0.49861356,0.00000000,0.00043171,0.38382258,0.03672567,1.04159535,0.60098757,0.39423991
-5.36968484,2.02825951,0.47597364,0.00000000,0.00040194,0.38232302,0.03443667,0.98681181,0.59274595,0.38663438
-5.36368184,1.95192355,0.45285447,0.00000000,0.00037240,0.38207136,0.03219656,0.93100323,0.58673301,0.37920049
-5.35767884,1.87747503,0.42954474,0.00000000,0.00034355,0.38315640,0.03003565,0.87482409,0.58341241,0.37199196
-5.35167584,1.80598276,0.40633135,0.00000000,0.00031580,0.38569484,0.02798015,0.81892656,0.58328701,0.36508556
-5.34567284,1.73853737,0.38349512,0.00000000,0.00028958,0.38983093,0.02605198,0.76395038,0.58689098,0.35858130
-5.33966983,1.67623498,0.36130670,0.00000000,0.00026525,0.39573383,0.02426884,0.71051304,0.59477889,0.35260104
-5.33366683,1.62015806,0.34002279,0.00000000,0.00024320,0.40359286,0.02264441,0.65920037,0.60751206,0.34728566
-5.32766383,1.57135389,0.31988280,0.00000000,0.00022377,0.41361068,0.02118866,0.61055787,0.62564225,0.34279080
-5.32166083,1.53081123,0.30110595,0.00000000,0.00020728,0.42599448,0.01990835,0.56508287,0.64969324,0.33928135
-5.31565783,1.49943570,0.28388891,0.00000000,0.00019405,0.44094571,0.01880747,0.52321776,0.68014087,0.33692498
-5.30965483,1.47802484,0.26840399,0.00000000,0.00018439,0.45864861,0.01788783,0.48534443,0.71739215,0.33588489
-5.30365183,1.46724349,0.25479788,0.00000000,0.00017861,0.47925811,0.01714952,0.45177986,0.76176421,0.33631210
-5.29764882,1.46760051,0.24319085,0.00000000,0.00017703,0.50288768,0.01659138,0.42277299,0.81346398,0.33833777
-5.29164582,1.47942771,0.23367648,0.00000000,0.00017996,0.52959767,0.01621140,0.39850276,0.87256948,0.34206570
-5.28564282,1.50286180,0.22632170,0.00000000,0.00018773,0.55938481,0.01600697,0.37907723,0.93901350,0.34756553
-5.27963982,1.53783025,0.22116717,0.00000000,0.00020068,0.59217336,0.01597505,0.36453382,1.01257068,0.35486685
-5.27363682,1.58404173,0.21822792,0.00000000,0.00021914,0.62780857,0.01611224,0.35484031,1.09284848,0.36395465
-5.26763382,1.64098178,0.21749404,0.00000000,0.00024347,0.66605277,0.01641469,0.34989675,1.17928299,0.37476617
-5.26163082,1.70791413,0.21893159,0.00000000,0.00027399,0.70658440,0.01687795,0.34953804,1.27113980,0.38718950
-5.25562781,1.78388789,0.22248347,0.00000000,0.00031103,0.74900038,0.01749669,0.35353715,1.36752037,0.40106393
-5.24962481,1.86775078,0.22807036,0.00000000,0.00035488,0.79282154,0.01826445,0.36160888,1.46737391,0.41618214
-5.24362181,1.95816816,0.23559163,0.00000000,0.00040579,0.83750137,0.01917321,0.37341431,1.56951469,0.43229416
-5.23761881,2.05364761,0.24492631,0.00000000,0.00046395,0.88243755,0.02021314,0.38856575,1.67264432,0.44911293
-5.23161581,2.15256835,0.25593412,0.00000000,0.00052949,0.92698601,0.02137225,0.40663228,1.77537853,0.46632140
-5.22561281,2.25321491,0.26845654,0.00000000,0.00060242,0.97047705,0.02263617,0.42714606,1.87627755,0.48358072
-5.21960980,2.35381392,0.28231804,0.00000000,0.00068267,1.01223270,0.02398795,0.44960915,1.97387915,0.50053941
-5.21360680,2.45257319,0.29732754,0.00000000,0.00077004,1.05158494,0.02540810,0.47350117,2.06673329,0.51684300
-5.20760380,2.54772164,0.31328001,0.00000000,0.00086422,1.08789372,0.02687461,0.49828753,2.15343719,0.53214387
-5.20160080,2.63754904,0.32995842,0.00000000,0.00096477,1.12056438,0.02836320,0.52342829,2.23266949,0.54611086
-5.19559780,2.72044428,0.34713589,0.00000000,0.00107112,1.14906358,0.02984771,0.54838759,2.30322256,0.55843836
-5.18959480,2.79493091,0.36457827,0.00000000,0.00118261,1.17293317,0.03130055,0.57264332,2.36403156,0.56885443
-5.18359180,2.85969899,0.38204689,0.00000000,0.00129851,1.19180160,0.03269333,0.59569702,2.41419951,0.57712781
-5.17758879,2.91363217,0.39930168,0.00000000,0.00141802,1.20539233,0.03399758,0.61708366,2.45301743,0.58307344
-5.17158579,2.95582932,0.41610454,0.00000000,0.00154038,1.21352906,0.03518551,0.63638103,2.47997905,0.58655644
-5.16558279,2.98562018,0.43222287,0.00000000,0.00166484,1.21613772,0.03623077,0.65321847,2.49478959,0.58749433
-5.15957979,3.00257457,0.44743324,0.00000000,0.00179082,1.21324525,0.03710933,0.66728457,2.49736867,0.58585761
-5.15357679,3.00650526,0.46152524,0.00000000,0.00191789,1.20497527,0.03780016,0.67833370,2.48784728,0.58166861
-5.14757379,2.99746458,0.47430514,0.00000000,0.00204590,1.19154116,0.03828599,0.68619094,2.46655926,0.57499881
-5.14157079,2.97573513,0.48559964,0.00000000,0.00217507,1.17323669,0.03855381,0.69075535,2.43402781,0.56596480
-5.13556778,2.94181522,0.49525936,0.00000000,0.00230601,1.15042502,0.03859540,0.69200130,2.39094771,0.55472308
-5.12956478,2.89639978,0.50316200,0.00000000,0.00243983,1.12352635,0.03840755,0.68997799,2.33816407,0.54146392
-5.12356178,2.84035756,0.50921530,0.00000000,0.00257820,1.09300489,0.03799223,0.68480687,2.27664852,0.52640475
-5.11755878,2.77470564,0.51335939,0.00000000,0.00272337,1.05935574,0.03735656,0.67667736,2.20747376,0.50978308
-5.11155578,2.70058199,0.51556874,0.00000000,0.00287819,1.02309207,0.03651256,0.66584074,2.13178734,0.49184952
-5.10555278,2.61921729,0.51585338,0.00000000,0.00304615,0.98473315,0.03547677,0.65260256,2.05078559,0.47286099
-5.09954977,2.53190654,0.51425953,0.00000000,0.00323130,0.94479348,0.03426978,0.63731382,1.96568833,0.45307436
-5.09354677,2.43998145,0.51086937,0.00000000,0.00343818,0.90377336,0.03291558,0.62036109,1.87771509,0.43274082
-5.08754377,2.34478400,0.50580006,0.00000000,0.00367178,0.86215098,0.03144082,0.60215599,1.78806323,0.41210091
-5.08154077,2.24764177,0.49920189,0.00000000,0.00393731,0.82037612,0.02987403,0.58312428,1.69788832,0.39138059
-5.07553777,2.14984526,0.49125544,0.00000000,0.00424013,0.77886545,0.02824482,0.56369487,1.60828701,0.37078800
-5.06953477,2.05262740,0.48216797,0.00000000,0.00458546,0.73799918,0.02658306,0.54428897,1.52028236,0.35051129
-5.06353177,1.95714526,0.47216884,0.00000000,0.00497822,0.69811902,0.02491807,0.52530975,1.43481161,0.33071710
-5.05752876,1.86446404,0.46150417,0.00000000,0.00542272,0.65952720,0.02327792,0.50713259,1.35271630,0.31154995
-5.05152576,1.77554306,0.45043069,0.00000000,0.00592245,0.62248616,0.02168870,0.49009624,1.27473442,0.29313208
-5.04552276,1.69122389,0.43920914,0.00000000,0.00647979,0.58721894,0.02017405,0.47449504,1.20149449,0.27556385
-5.03951976,1.61222033,0.42809705,0.00000000,0.00709577,0.55390977,0.01875459,0.46057225,1.13351137,0.25892458
-5.03351676,1.53911035,0.41734151,0.00000000,0.00776982,0.52270490,0.01744759,0.44851480,1.07118352,0.24327350
-5.02751376,1.47232999,0.40717183,0.00000000,0.00849963,0.49371347,0.01626675,0.43844941,1.01479170,0.22865097
-5.02151076,1.41216932,0.39779255,0.00000000,0.00928094,0.46700835,0.01522197,0.43044030,0.96449903,0.21507971
-5.01550775,1.35877067,0.38937708,0.00000000,0.01010751,0.44262698,0.01431939,0.42448850,0.92035243,0.20256611
-5.00950475,1.31212942,0.38206217,0.00000000,0.01097109,0.42057221,0.01356142,0.42053292,0.88228552,0.19110152
-5.00350175,1.27209760,0.37594360,0.00000000,0.01186148,0.40081337,0.01294683,0.41845308,0.85012319,0.18066358
-4.99749875,1.23839058,0.37107328,0.00000000,0.01276669,0.38328760,0.01247106,0.41807371,0.82358784,0.17121750
-4.99149575,1.21059714,0.36745802,0.00000000,0.01367314,0.36790154,0.01212646,0.41917097,0.80230765,0.16271753
-4.98549275,1.18819306,0.36506015,0.00000000,0.01456602,0.35453374,0.01190266,0.42148036,0.78582683,0.15510846
-4.97948974,1.17055831,0.36379997,0.00000000,0.01542960,0.34303768,0.01178697,0.42470612,0.77361808,0.14832728
-4.97348674,1.15699761,0.36356021,0.00000000,0.01624774,0.33324568,0.01176483,0.42853197,0.76509712,0.14230506
-4.96748374,1.14676425,0.36419226,0.00000000,0.01700429,0.32497361,0.01182027,0.43263277,0.75963915,0.13696902
-4.96148074,1.13908649,0.36552419,0.00000000,0.01768365,0.31802644,0.01193640,0.43668698,0.75659715,0.13224477
-4.95547774,1.13319595,0.36737000,0.00000000,0.01827126,0.31220453,0.01209594,0.44038941,0.75532141,0.12805877
-4.94947474,1.12835717,0.36954015,0.00000000,0.01875407,0.30731053,0.01228163,0.44346388,0.75517996,0.12434096
-4.94347174,1.12389726,0.37185264,0.00000000,0.01912101,0.30315660,0.01247681,0.44567533,0.75557915,0.12102736
-4.93746873,1.11923456,0.37414428,0.00000000,0.01936336,0.29957174,0.01266577,0.44684097,0.75598375,0.11806274
-4.93146573,1.11390526,0.37628176,0.00000000,0.01947508,0.29640892,0.01283422,0.44684000,0.75593584,0.11540315
-4.92546273,1.10758660,0.37817183,0.00000000,0.01945298,0.29355165,0.01296960,0.44562161,0.75507161,0.11301816
-4.91945973,1.10011593,0.37977021,0.00000000,0.01929690,0.29091964,0.01306141,0.44321070,0.75313538,0.11089286
-4.91345673,1.09150438,0.38108878,0.00000000,0.01900965,0.28847327,0.01310142,0.43971139,0.74999024,0.10902933
-4.90745373,1.08194445,0.38220054,0.00000000,0.01859698,0.28621661,0.01308379,0.43530775,0.74562456,0.10744756
-4.90145073,1.07181103,0.38324214,0.00000000,0.01806729,0.28419864,0.01300517,0.43026201,0.74015408,0.10618579
-4.89544772,1.06165549,0.38441368,0.00000000,0.01743141,0.28251265,0.01286468,0.42491003,0.73381927,0.10530009
-4.88944472,1.05219265,0.38597559,0.00000000,0.01670220,0.28129359,0.01266377,0.41965413,0.72697785,0.10486327
-4.88344172,1.04428104,0.38824274,0.00000000,0.01589413,0.28071347,0.01240611,0.41495357,0.72009251,0.10496294
-4.87743872,1.03889672,0.39157571,0.00000000,0.01502280,0.28097482,0.01209728,0.41131279,0.71371433,0.10569900
-4.87143572,1.03710146,0.39636944,0.00000000,0.01410445,0.28230243,0.01174451,0.40926780,0.70846211,0.10718024
-4.86543272,1.04000610,0.40303972,0.00000000,0.01315551,0.28493355,0.01135630,0.40937095,0.70499845,0.10952052
-4.85942971,1.04873025,0.41200775,0.00000000,0.01219211,0.28910693,0.01094207,0.41217467,0.70400327,0.11283430
-4.85342671,1.06435957,0.42368332,0.00000000,0.01122966,0.29505105,0.01051173,0.41821435,0.70614568,0.11723184
-4.84742371,1.08790186,0.43844725,0.00000000,0.01028248,0.30297202,0.01007531,0.42799097,0.71205518,0.12281410
-4.84142071,1.12024359,0.45663357,0.00000000,0.00936353,0.31304153,0.00964255,0.44195384,0.72229321,0.12966760
-4.83541771,1.16210814,0.47851222,0.00000000,0.00848412,0.32538546,0.00922257,0.46048395,0.73732616,0.13785933
-4.82941471,1.21401726,0.50427284,0.00000000,0.00765377,0.34007352,0.00882352,0.48387828,0.75750066,0.14743194
-4.82341171,1.27625733,0.53401037,0.00000000,0.00688014,0.35711047,0.00845238,0.51233569,0.78302236,0.15839940
-4.81740870,1.34885143,0.56771306,0.00000000,0.00616896,0.37642933,0.00811468,0.54594468,0.81393890,0.17074327
-4.81140570,1.43153886,0.60525345,0.00000000,0.00552409,0.39788696,0.00781444,0.58467354,0.85012792,0.18440984
-4.80540270,1.52376269,0.64638294,0.00000000,0.00494763,0.42126227,0.00755404,0.62836330,0.89129062,0.19930825
-4.79939970,1.62466667,0.69073018,0.00000000,0.00443999,0.44625731,0.00733424,0.67672390,0.93695141,0.21530973
-4.79339670,1.73310163,0.73780372,0.00000000,0.00400012,0.47250138,0.00715425,0.72933384,0.98646379,0.23224815
-4.78739370,1.84764209,0.78699902,0.00000000,0.00362564,0.49955805,0.00701181,0.78564362,1.03902252,0.24992180
-4.78139070,1.96661262,0.83760979,0.00000000,0.00331308,0.52693499,0.00690338,0.84498326,1.09368189,0.26809659
-4.77538769,2.08812400,0.88884349,0.00000000,0.00305806,0.55409642,0.00682437,0.90657374,1.14937950,0.28651057
-4.76938469,2.21011801,0.93984072,0.00000000,0.00285549,0.58047771,0.00676930,0.96954251,1.20496506,0.30487969
-4.76338169,2.33042000,0.98969781,0.00000000,0.00269978,0.60550161,0.00673213,1.03294275,1.25923319,0.32290469
-4.75737869,2.44679751,1.03749216,0.00000000,0.00258502,0.62859568,0.00670649,1.09577605,1.31095907,0.34027885
-4.75137569,2.55702330,1.08230928,0.00000000,0.00250512,0.64921005,0.00668595,1.15701784,1.35893586,0.35669654
-4.74537269,2.65894053,1.12327072,0.00000000,0.00245403,0.66683501,0.00666429,1.21564506,1.40201238,0.37186205
-4.73936968,2.75052784,1.15956187,0.00000000,0.00242579,0.68101759,0.00663568,1.27066503,1.43912966,0.38549858
-4.73336668,2.82996200,1.19045851,0.00000000,0.00241471,0.69137649,0.00659496,1.32114458,1.46935498,0.39735688
-4.72736368,2.89567558,1.21535112,0.00000000,0.00241544,0.69761477,0.00653776,1.36623850,1.49191207,0.40722342
-4.72136068,2.94640753,1.23376594,0.00000000,0.00242306,0.69952972,0.00646068,1.40521600,1.50620617,0.41492746
-4.71535768,2.98124445,1.24538193,0.00000000,0.00243316,0.69701948,0.00636133,1.43748426,1.51184313,0.42034705
-4.70935468,2.99965097,1.25004288,0.00000000,0.00244186,0.69008629,0.00623846,1.46260805,1.50864150,0.42341336
-4.70335168,3.00148783,1.24776419,0.00000000,0.00244590,0.67883602,0.00609191,1.48032435,1.49663752,0.42411350
-4.69734867,2.98701700,1.23873392,0.00000000,0.00244258,0.66347428,0.00592264,1.49055162,1.47608251,0.42249139
-4.69134567,2.95689343,1.22330815,0.00000000,0.00242987,0.64429910,0.00573269,1.49339284,1.44743310,0.41864676
-4.68534267,2.91214393,1.20200069,0.00000000,0.00240631,0.62169076,0.00552504,1.48913242,1.41133460,0.41273240
-4.67933967,2.85413395,1.17546770,0.00000000,0.00237105,0.59609906,0.00530358,1.47822691,1.36859842,0.40494958
-4.67333667,2.78452369,1.14448762,0.00000000,0.00232382,0.56802870,0.00507295,1.46128982,1.32017453,0.39554195
-4.66733367,2.70521536,1.10993736,0.00000000,0.00226485,0.53802342,0.00483844,1.43907130,1.26712015,0.38478813
-4.66133067,2.61829372,1.07276564,0.00000000,0.00219486,0.50664950,0.00460587,1.41243334,1.21056596,0.37299328
-4.65532766,2.52596249,1.03396439,0.00000000,0.00211502,0.47447946,0.00438144,1.38232177,1.15168144,0.36047999
-4.64932466,2.43047885,0.99453944,0.00000000,0.00202684,0.44207626,0.00417162,1.34973602,1.09164033,0.34757888
-4.64332166,2.33408884,0.95548136,0.00000000,0.00193216,0.40997893,0.00398308,1.31569808,1.03158794,0.33461915
