energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Na_s_up,Te_p_up,Te_d_up
-5.84392196,2.18338147,0.46564463,1.27249965,0.01984317,0.02241395,0.60639835,0.65260657,0.00000000
-5.83791896,2.23828411,0.47757694,1.31179846,0.01804359,0.02309479,0.61174647,0.66445545,0.00000000
-5.83191596,2.29140372,0.48939359,1.34949869,0.01631419,0.02373322,0.61730763,0.67604785,0.00000000
-5.82591296,2.34200665,0.50094663,1.38515475,0.01467076,0.02432401,0.62300767,0.68715662,0.00000000
-5.81990995,2.38936199,0.51208012,1.41836601,0.01312611,0.02486294,0.62872213,0.69753021,0.00000000
-5.81390695,2.43277463,0.52263740,1.44879584,0.01169009,0.02534702,0.63428210,0.70690318,0.00000000
-5.80790395,2.47161875,0.53246884,1.47618937,0.01036979,0.02577470,0.63948239,0.71500779,0.00000000
-5.80190095,2.50536985,0.54143958,1.50038866,0.00916980,0.02614603,0.64409170,0.72158611,0.00000000
-5.79589795,2.53363349,0.54943688,1.52134433,0.00809262,0.02646275,0.64786406,0.72640200,0.00000000
-5.78989495,2.55616906,0.55637672,1.53912284,0.00713902,0.02672827,0.65055106,0.72925245,0.00000000
-5.78389195,2.57290725,0.56220918,1.55390894,0.00630847,0.02694754,0.65191415,0.72997763,0.00000000
-5.77788894,2.58396006,0.56692241,1.56600280,0.00559965,0.02712689,0.65173639,0.72846922,0.00000000
-5.77188594,2.58962273,0.57054492,1.57581191,0.00501083,0.02727376,0.64983301,0.72467667,0.00000000
-5.76588294,2.59036753,0.57314603,1.58383807,0.00454035,0.02739625,0.64606035,0.71861095,0.00000000
-5.75987994,2.58682949,0.57483451,1.59065993,0.00418692,0.02750279,0.64032264,0.71034578,0.00000000
-5.75387694,2.57978499,0.57575540,1.59691205,0.00395004,0.02760158,0.63257636,0.70001629,0.00000000
-5.74787394,2.57012414,0.57608532,1.60326142,0.00383016,0.02770017,0.62283206,0.68781508,0.00000000
-5.74187094,2.55881862,0.57602624,1.61038270,0.00382892,0.02780494,0.61115360,0.67398603,0.00000000
-5.73586793,2.54688641,0.57579834,1.61893337,0.00394921,0.02792066,0.59765496,0.65881619,0.00000000
-5.72986493,2.53535537,0.57563206,1.62953014,0.00419520,0.02805012,0.58249484,0.64262599,0.00000000
-5.72386193,2.52522742,0.57575984,1.64272755,0.00457221,0.02819389,0.56586949,0.62575845,0.00000000
-5.71785893,2.51744489,0.57640784,1.65900002,0.00508656,0.02835008,0.54800416,0.60856770,0.00000000
-5.71185593,2.51286068,0.57778803,1.67872790,0.00574528,0.02851435,0.52914372,0.59140741,0.00000000
-5.70585293,2.51221323,0.58009097,1.70218797,0.00655571,0.02867998,0.50954295,0.57461954,0.00000000
-5.69984992,2.51610715,0.58347943,1.72954877,0.00752513,0.02883811,0.48945704,0.55852386,0.00000000
-5.69384692,2.52499996,0.58808314,1.76087037,0.00866015,0.02897807,0.46913270,0.54340862,0.00000000
-5.68784392,2.53919490,0.59399461,1.79610832,0.00996622,0.02908786,0.44880031,0.52952257,0.00000000
-5.68184092,2.55883940,0.60126632,1.83512114,0.01144698,0.02915467,0.42866751,0.51706864,0.00000000
-5.67583792,2.58392872,0.60990893,1.87768036,0.01310368,0.02916551,0.40891422,0.50619927,0.00000000
-5.66983492,2.61431365,0.61989076,1.92348229,0.01493455,0.02910780,0.38968943,0.49701355,0.00000000
-5.66383192,2.64971144,0.63113815,1.97216060,0.01693427,0.02897004,0.37110958,0.48955603,0.00000000
-5.65782891,2.68971877,0.64353688,2.02329853,0.01909349,0.02874233,0.35325851,0.48381724,0.00000000
-5.65182591,2.73382577,0.65693429,2.07644025,0.02139846,0.02841692,0.33618882,0.47973560,0.00000000
-5.64582291,2.78143032,0.67114213,2.13110054,0.02383078,0.02798861,0.31992444,0.47720080,0.00000000
-5.63981991,2.83185181,0.68594006,2.18677248,0.02636736,0.02745501,0.30446396,0.47605825,0.00000000
-5.63381691,2.88434411,0.70107973,2.24293302,0.02898049,0.02681673,0.28978474,0.47611462,0.00000000
-5.62781391,2.93810745,0.71628934,2.29904657,0.03163820,0.02607735,0.27584723,0.47714414,0.00000000
-5.62181091,2.99229945,0.73127882,2.35456694,0.03430471,0.02524333,0.26259947,0.47889558,0.00000000
-5.61580790,3.04604543,0.74574544,2.40893813,0.03694120,0.02432377,0.24998134,0.48109974,0.00000000
-5.60980490,3.09844859,0.75938002,2.46159476,0.03950666,0.02333000,0.23792859,0.48347721,0.00000000
-5.60380190,3.14860051,0.77187357,2.51196271,0.04195896,0.02227516,0.22637634,0.48574635,0.00000000
-5.59779890,3.19559244,0.78292428,2.55946081,0.04425603,0.02117372,0.21526209,0.48763128,0.00000000
-5.59179590,3.23852789,0.79224491,2.60350408,0.04635711,0.02004088,0.20452808,0.48886963,0.00000000
-5.58579290,3.27653683,0.79957021,2.64350915,0.04822403,0.01889205,0.19412311,0.48922000,0.00000000
-5.57978989,3.30879140,0.80466437,2.67890202,0.04982247,0.01774234,0.18400383,0.48846882,0.00000000
-5.57378689,3.33452329,0.80732801,2.70912827,0.05112310,0.01660607,0.17413547,0.48643652,0.00000000
-5.56778389,3.35304215,0.80740477,2.73366551,0.05210266,0.01549636,0.16449213,0.48298270,0.00000000
-5.56178089,3.36375459,0.80478681,2.75203782,0.05274477,0.01442483,0.15505683,0.47801026,0.00000000
-5.55577789,3.36618306,0.79941928,2.76383127,0.05304051,0.01340137,0.14582107,0.47146816,0.00000000
-5.54977489,3.35998353,0.79130333,2.76871015,0.05298879,0.01243399,0.13678438,0.46335290,0.00000000
-5.54377189,3.34496125,0.78049749,2.76643265,0.05259643,0.01152885,0.12795361,0.45370842,0.00000000
-5.53776888,3.32108350,0.76711727,2.75686543,0.05187785,0.01069025,0.11934212,0.44262457,0.00000000
-5.53176588,3.28848860,0.75133293,2.73999594,0.05085466,0.00992083,0.11096898,0.43023414,0.00000000
-5.52576288,3.24749031,0.73336549,2.71594172,0.04955483,0.00922176,0.10285814,0.41670847,0.00000000
-5.51975988,3.19857731,0.71348103,2.68495608,0.04801171,0.00859297,0.09503762,0.40225198,0.00000000
-5.51375688,3.14240732,0.69198349,2.64742954,0.04626295,0.00803350,0.08753875,0.38709566,0.00000000
-5.50775388,3.07979591,0.66920637,2.60388673,0.04434914,0.00754174,0.08039551,0.37148991,0.00000000
-5.50175088,3.01170018,0.64550350,2.55497863,0.04231255,0.00711580,0.07364391,0.35569697,0.00000000
-5.49574787,2.93919784,0.62123945,2.50147029,0.04019577,0.00675374,0.06732155,0.33998329,0.00000000
-5.48974487,2.86346228,0.59677980,2.44422437,0.03804047,0.00645388,0.06146721,0.32461214,0.00000000
-5.48374187,2.78573460,0.57248184,2.38418099,0.03588622,0.00621501,0.05612064,0.30983671,0.00000000
-5.47773887,2.70729350,0.54868594,2.32233458,0.03376950,0.00603656,0.05132234,0.29589404,0.00000000
-5.47173587,2.62942407,0.52570802,2.25970854,0.03172287,0.00591876,0.04711360,0.28299994,0.00000000
-5.46573287,2.55338667,0.50383327,2.19732873,0.02977439,0.00586270,0.04353647,0.27134503,0.00000000
-5.45972986,2.48038681,0.48331138,2.13619655,0.02794722,0.00587040,0.04063388,0.26109201,0.00000000
-5.45372686,2.41154711,0.46435333,2.07726271,0.02625942,0.00594476,0.03844974,0.25237421,0.00000000
-5.44772386,2.34788213,0.44712981,2.02140256,0.02472406,0.00608950,0.03702898,0.24529530,0.00000000
-5.44172086,2.29027673,0.43177108,1.96939381,0.02334937,0.00630907,0.03641763,0.23993005,0.00000000
-5.43571786,2.23946860,0.41836827,1.92189731,0.02213917,0.00660851,0.03666261,0.23632604,0.00000000
-5.42971486,2.19603522,0.40697580,1.87944163,0.02109336,0.00699326,0.03781152,0.23450604,0.00000000
-5.42371186,2.16038541,0.39761472,1.84241166,0.02020850,0.00746892,0.03991204,0.23447094,0.00000000
-5.41770885,2.13275549,0.39027669,1.81104165,0.01947846,0.00804107,0.04301122,0.23620280,0.00000000
-5.41170585,2.11320985,0.38492832,1.78541276,0.01889507,0.00871497,0.04715436,0.23966801,0.00000000
-5.40570285,2.10164567,0.38151552,1.76545498,0.01844872,0.00949530,0.05238369,0.24482022,0.00000000
-5.39969985,2.09780130,0.37996767,1.75095333,0.01812898,0.01038587,0.05873664,0.25160288,0.00000000
-5.39369685,2.10126793,0.38020146,1.74155788,0.01792507,0.01138936,0.06624396,0.25995129,0.00000000
-5.38769385,2.11150390,0.38212397,1.73679728,0.01782632,0.01250702,0.07492752,0.26979405,0.00000000
-5.38169085,2.12785124,0.38563524,1.73609512,0.01782246,0.01373841,0.08479796,0.28105394,0.00000000
-5.37568784,2.14955391,0.39063001,1.73878873,0.01790390,0.01508121,0.09585232,0.29364818,0.00000000
-5.36968484,2.17577717,0.39699871,1.74414968,0.01806183,0.01653096,0.10807163,0.30748818,0.00000000
-5.36368184,2.20562784,0.40462785,1.75140538,0.01828834,0.01808098,0.12141868,0.32247901,0.00000000
-5.35767884,2.23817495,0.41339988,1.75976132,0.01857638,0.01972223,0.13583605,0.33851853,0.00000000
-5.35167584,2.27247044,0.42319264,1.76842323,0.01891975,0.02144331,0.15124453,0.35549659,0.00000000
-5.34567284,2.30756979,0.43387863,1.77661867,0.01931303,0.02323054,0.16754210,0.37329436,0.00000000
-5.33966983,2.34255223,0.44532437,1.78361762,0.01975147,0.02506804,0.18460348,0.39178396,0.00000000
-5.33366683,2.37654025,0.45738981,1.78875158,0.02023096,0.02693801,0.20228052,0.41082855,0.00000000
-5.32766383,2.40871823,0.46992829,1.79143073,0.02074791,0.02882097,0.22040329,0.43028309,0.00000000
-5.32166083,2.43834986,0.48278687,1.79115890,0.02129928,0.03069619,0.23878209,0.44999569,0.00000000
-5.31565783,2.46479406,0.49580729,1.78754584,0.02188252,0.03254210,0.25721027,0.46980956,0.00000000
-5.30965483,2.48751893,0.50882762,1.78031675,0.02249560,0.03433680,0.27546792,0.48956571,0.00000000
-5.30365183,2.50611348,0.52168437,1.76931860,0.02313708,0.03605857,0.29332624,0.50910601,0.00000000
-5.29764882,2.52029651,0.53421533,1.75452316,0.02380609,0.03768647,0.31055258,0.52827666,0.00000000
-5.29164582,2.52992245,0.54626260,1.73602663,0.02450245,0.03920083,0.32691595,0.54693183,0.00000000
-5.28564282,2.53498360,0.55767599,1.71404584,0.02522663,0.04058381,0.34219282,0.56493713,0.00000000
-5.27963982,2.53560849,0.56831646,1.68891088,0.02597977,0.04181986,0.35617301,0.58217293,0.00000000
-5.27363682,2.53205633,0.57805931,1.66105461,0.02676361,0.04289616,0.36866538,0.59853707,0.00000000
-5.26763382,2.52470730,0.58679711,1.63099904,0.02758035,0.04380290,0.37950329,0.61394692,0.00000000
-5.26163082,2.51404896,0.59444206,1.59933908,0.02843252,0.04453357,0.38854935,0.62834065,0.00000000
-5.25562781,2.50065914,0.60092767,1.56672410,0.02932266,0.04508505,0.39569942,0.64167758,0.00000000
-5.24962481,2.48518580,0.60620972,1.53383795,0.03025309,0.04545766,0.40088574,0.65393765,0.00000000
-5.24362181,2.46832457,0.61026640,1.50137804,0.03122548,0.04565509,0.40407885,0.66512004,0.00000000
-5.23761881,2.45079501,0.61309767,1.47003431,0.03224052,0.04568421,0.40528843,0.67524108,0.00000000
-5.23161581,2.43331643,0.61472396,1.44046877,0.03329752,0.04555486,0.40456293,0.68433165,0.00000000
-5.22561281,2.41658442,0.61518431,1.41329643,0.03439406,0.04527950,0.40198801,0.69243426,0.00000000
-5.21960980,2.40124919,0.61453404,1.38906836,0.03552566,0.04487285,0.39768387,0.69960001,0.00000000
-5.21360680,2.38789660,0.61284226,1.36825739,0.03668559,0.04435154,0.39180161,0.70588581,0.00000000
-5.20760380,2.37703269,0.61018929,1.35124709,0.03786473,0.04373363,0.38451872,0.71135191,0.00000000
-5.20160080,2.36907243,0.60666426,1.33832417,0.03905157,0.04303831,0.37603402,0.71606005,0.00000000
-5.19559780,2.36433293,0.60236291,1.32967468,0.04023240,0.04228545,0.36656203,0.72007223,0.00000000
-5.18959480,2.36303112,0.59738579,1.32538372,0.04139155,0.04149527,0.35632722,0.72345017,0.00000000
-5.18359180,2.36528584,0.59183687,1.32543862,0.04251183,0.04068805,0.34555823,0.72625554,0.00000000
-5.17758879,2.37112361,0.58582253,1.32973502,0.04357508,0.03988384,0.33448219,0.72855063,0.00000000
-5.17158579,2.38048739,0.57945088,1.33808547,0.04456285,0.03910219,0.32331948,0.73039939,0.00000000
-5.16558279,2.39324742,0.57283131,1.35022967,0.04545701,0.03836197,0.31227892,0.73186870,0.00000000
-5.15957979,2.40921310,0.56607409,1.36584586,0.04624059,0.03768111,0.30155352,0.73302935,0.00000000
-5.15357679,2.42814472,0.55928994,1.38456247,0.04689839,0.03707643,0.29131693,0.73395676,0.00000000
-5.14757379,2.44976425,0.55258925,1.40596944,0.04741770,0.03656337,0.28172053,0.73473094,0.00000000
-5.14157079,2.47376417,0.54608104,1.42962866,0.04778881,0.03615582,0.27289123,0.73543571,0.00000000
-5.13556778,2.49981392,0.53987133,1.45508303,0.04800543,0.03586578,0.26492993,0.73615687,0.00000000
-5.12956478,2.52756356,0.53406099,1.48186396,0.04806492,0.03570314,0.25791058,0.73697949,0.00000000
-5.12356178,2.55664464,0.52874312,1.50949713,0.04796842,0.03567529,0.25187991,0.73798421,0.00000000
-5.11755878,2.58666872,0.52399995,1.53750676,0.04772066,0.03578689,0.24685757,0.73924285,0.00000000
-5.11155578,2.61722401,0.51989941,1.56541853,0.04732971,0.03603947,0.24283688,0.74081355,0.00000000
-5.10555278,2.64787110,0.51649173,1.59276158,0.04680655,0.03643119,0.23978595,0.74273578,0.00000000
-5.09954977,2.67813869,0.51380609,1.61907019,0.04616443,0.03695655,0.23764930,0.74502561,0.00000000
-5.09354677,2.70752055,0.51184773,1.64388546,0.04541825,0.03760624,0.23634976,0.74767164,0.00000000
-5.08754377,2.73547453,0.51059589,1.66675781,0.04458380,0.03836706,0.23579086,0.75063205,0.00000000
-5.08154077,2.76142474,0.51000253,1.68725037,0.04367699,0.03922195,0.23585949,0.75383302,0.00000000
-5.07553777,2.78476747,0.50999239,1.70494394,0.04271321,0.04015017,0.23642896,0.75716889,0.00000000
-5.06953477,2.80488129,0.51046428,1.71944340,0.04170662,0.04112764,0.23736227,0.76050416,0.00000000
-5.06353177,2.82114129,0.51129381,1.73038578,0.04066966,0.04212740,0.23851572,0.76367745,0.00000000
-5.05752876,2.83293719,0.51233741,1.73744955,0.03961265,0.04312030,0.23974269,0.76650720,0.00000000
-5.05152576,2.83969461,0.51343769,1.74036495,0.03854355,0.04407569,0.24089751,0.76879914,0.00000000
-5.04552276,2.84089838,0.51442970,1.73892460,0.03746786,0.04496238,0.24183937,0.77035488,0.00000000
-5.03951976,2.83611674,0.51514805,1.73299384,0.03638872,0.04574956,0.24243616,0.77098152,0.00000000
-5.03351676,2.82502479,0.51543436,1.72252008,0.03530709,0.04640782,0.24256805,0.77050144,0.00000000
-5.02751376,2.80742588,0.51514468,1.70754022,0.03422211,0.04691017,0.24213080,0.76876201,0.00000000
-5.02151076,2.78326922,0.51415664,1.68818563,0.03313152,0.04723299,0.24103852,0.76564452,0.00000000
-5.01550775,2.75266257,0.51237567,1.66468403,0.03203216,0.04735693,0.23922592,0.76107179,0.00000000
-5.00950475,2.71587896,0.50974025,1.63735779,0.03092046,0.04726763,0.23664988,0.75501414,0.00000000
-5.00350175,2.67335654,0.50622562,1.60661847,0.02979298,0.04695631,0.23329021,0.74749326,0.00000000
-4.99749875,2.62569150,0.50184607,1.57295765,0.02864685,0.04642019,0.22914972,0.73858384,0.00000000
-4.99149575,2.57362406,0.49665537,1.53693416,0.02748024,0.04566258,0.22425343,0.72841283,0.00000000
-4.98549275,2.51801801,0.49074564,1.49915834,0.02629260,0.04469293,0.21864706,0.71715636,0.00000000
-4.97948974,2.45983500,0.48424460,1.46027390,0.02508494,0.04352649,0.21239483,0.70503464,0.00000000
-4.97348674,2.40010458,0.47731142,1.42093819,0.02385995,0.04218387,0.20557674,0.69230500,0.00000000
-4.96748374,2.33989180,0.47013148,1.38180200,0.02262198,0.04069037,0.19828527,0.67925359,0.00000000
-4.96148074,2.28026378,0.46291033,1.34348967,0.02137697,0.03907521,0.19062198,0.66618620,0.00000000
-4.95547774,2.22225723,0.45586727,1.30658055,0.02013229,0.03737059,0.18269384,0.65341862,0.00000000
-4.94947474,2.16684832,0.44922878,1.27159281,0.01889645,0.03561076,0.17460968,0.64126727,0.00000000
-4.94347174,2.11492655,0.44322236,1.23897019,0.01767886,0.03383100,0.16647682,0.63004027,0.00000000
-4.93746873,2.06727353,0.43807089,1.20907230,0.01648941,0.03206668,0.15839810,0.62002971,0.00000000
-4.93146573,2.02454779,0.43398794,1.18216890,0.01533822,0.03035238,0.15046931,0.61150510,0.00000000
-4.92546273,1.98727576,0.43117399,1.15843809,0.01423524,0.02872112,0.14277726,0.60470844,0.00000000
-4.91945973,1.95584914,0.42981395,1.13796847,0.01318994,0.02720370,0.13539841,0.59985097,0.00000000
-4.91345673,1.93052823,0.43007570,1.12076477,0.01221105,0.02582827,0.12839817,0.59711145,0.00000000
-4.90745373,1.91145044,0.43210984,1.10675644,0.01130635,0.02462002,0.12183083,0.59663602,0.00000000
-4.90145073,1.89864323,0.43605033,1.09580864,0.01048245,0.02360107,0.11574006,0.59853927,0.00000000
-4.89544772,1.89203999,0.44201597,1.08773466,0.00974475,0.02279057,0.11015991,0.60290633,0.00000000
-4.88944472,1.89149788,0.45011241,1.08230911,0.00909734,0.02220491,0.10511622,0.60979566,0.00000000
-4.88344172,1.89681615,0.46043454,1.07928109,0.00854305,0.02185814,0.10062834,0.61924205,0.00000000
-4.87743872,1.90775383,0.47306886,1.07838652,0.00808353,0.02176247,0.09671096,0.63125973,0.00000000
-4.87143572,1.92404575,0.48809580,1.07935917,0.00771934,0.02192882,0.09337610,0.64584508,0.00000000
-4.86543272,1.94541596,0.50559156,1.08193991,0.00745018,0.02236745,0.09063489,0.66297888,0.00000000
-4.85942971,1.97158812,0.52562941,1.08588377,0.00727504,0.02308859,0.08849926,0.68262776,0.00000000
-4.85342671,2.00229242,0.54828032,1.09096493,0.00719249,0.02410297,0.08698330,0.70474492,0.00000000
-4.84742371,2.03726907,0.57361270,1.09697943,0.00720093,0.02542230,0.08610429,0.72927003,0.00000000
-4.84142071,2.07626850,0.60169127,1.10374603,0.00729884,0.02705955,0.08588326,0.75612837,0.00000000
-4.83541771,2.11904877,0.63257502,1.11110526,0.00748511,0.02902913,0.08634509,0.78522936,0.00000000
-4.82941471,2.16537060,0.66631424,1.11891723,0.00775929,0.03134676,0.08751816,0.81646466,0.00000000
-4.82341171,2.21499072,0.70294661,1.12705847,0.00812184,0.03402918,0.08943344,0.84970600,0.00000000
-4.81740870,2.26765429,0.74249264,1.13541817,0.00857442,0.03709355,0.09212316,0.88480308,0.00000000
-4.81140570,2.32308696,0.78495024,1.14389441,0.00912002,0.04055668,0.09561900,0.92158161,0.00000000
-4.80540270,2.38098724,0.83028882,1.15239032,0.00976319,0.04443395,0.09994998,0.95984179,0.00000000
-4.79939970,2.44101966,0.87844309,1.16081078,0.01051008,0.04873804,0.10513993,0.99935747,0.00000000
-4.79339670,2.50280926,0.92930660,1.16905962,0.01136850,0.05347757,0.11120488,1.03987594,0.00000000
-4.78739370,2.56593765,0.98272551,1.17703743,0.01234783,0.05865558,0.11815025,1.08111864,0.00000000
-4.78139070,2.62994086,1.03849275,1.18464014,0.01345890,0.06426804,0.12596819,1.12278272,0.00000000
-4.77538769,2.69430915,1.09634309,1.19175822,0.01471367,0.07030238,0.13463493,1.16454355,0.00000000
-4.76938469,2.75848886,1.15594924,1.19827658,0.01612494,0.07673625,0.14410858,1.20605796,0.00000000
-4.76338169,2.82188617,1.21691968,1.20407495,0.01770581,0.08353652,0.15432725,1.24696846,0.00000000
-4.75737869,2.88387285,1.27879838,1.20902893,0.01946914,0.09065859,0.16520788,1.28690788,0.00000000
-4.75137569,2.94379375,1.34106683,1.21301137,0.02142684,0.09804619,0.17664563,1.32550474,0.00000000
-4.74537269,3.00097604,1.40314875,1.21589427,0.02358916,0.10563168,0.18851420,1.36238890,0.00000000
-4.73936968,3.05473994,1.46441753,1.21755103,0.02596382,0.11333690,0.20066693,1.39719741,0.00000000
-4.73336668,3.10441067,1.52420659,1.21785912,0.02855523,0.12107459,0.21293887,1.42958039,0.00000000
-4.72736368,3.14933151,1.58182250,1.21670310,0.03136364,0.12875036,0.22514975,1.45920684,0.00000000
-4.72136068,3.18887757,1.63656078,1.21397790,0.03438432,0.13626524,0.23710780,1.48577006,0.00000000
-4.71535768,3.22246991,1.68772366,1.20959242,0.03760693,0.14351857,0.24861429,1.50899261,0.00000000
-4.70935468,3.24958955,1.73463962,1.20347326,0.04101490,0.15041137,0.25946879,1.52863082,0.00000000
-4.70335168,3.26979104,1.77668361,1.19556844,0.04458508,0.15684973,0.26947473,1.54447843,0.00000000
-4.69734867,3.28271488,1.81329729,1.18585102,0.04828756,0.16274840,0.27844523,1.55636954,0.00000000
-4.69134567,3.28809839,1.84400829,1.17432233,0.05208572,0.16803414,0.28620892,1.56418077,0.00000000
-4.68534267,3.28578448,1.86844752,1.16101457,0.05593658,0.17264872,0.29261538,1.56783247,0.00000000
-4.67933967,3.27572777,1.88636353,1.14599264,0.05979140,0.17655156,0.29754007,1.56728914,0.00000000
-4.67333667,3.25799765,1.89763311,1.12935490,0.06359662,0.17972150,0.30088851,1.56255896,0.00000000
-4.66733367,3.23277801,1.90226736,1.11123259,0.06729495,0.18215800,0.30259935,1.55369258,0.00000000
-4.66133067,3.20036337,1.90041272,1.09178799,0.07082682,0.18388123,0.30264645,1.54078120,0.00000000
-4.65532766,3.16115134,1.89234671,1.07121096,0.07413190,0.18493140,0.30103950,1.52395397,0.00000000
-4.64932466,3.11563164,1.87846829,1.04971412,0.07715087,0.18536705,0.29782355,1.50337492,0.00000000
-4.64332166,3.06437184,1.85928316,1.02752661,0.07982718,0.18526242,0.29307708,1.47923936,0.00000000
-4.63731866,3.00800044,1.83538466,1.00488675,0.08210882,0.18470414,0.28690903,1.45177003,0.00000000
-4.63131566,2.94718773,1.80743082,0.98203372,0.08395004,0.18378713,0.27945467,1.42121295,0.00000000
-4.62531266,2.88262537,1.77611892,0.95919886,0.08531288,0.18261020,0.27087070,1.38783311,0.00000000
-4.61930965,2.81500546,1.74215854,0.93659681,0.08616852,0.18127125,0.26132975,1.35191017,0.00000000
-4.61330665,2.74499994,1.70624446,0.91441699,0.08649834,0.17986267,0.25101451,1.31373409,0.00000000
-4.60730365,2.67324143,1.66903080,0.89281600,0.08629458,0.17846679,0.24011180,1.27360096,0.00000000
-4.60130065,2.60030619,1.63110759,0.87191122,0.08556077,0.17715199,0.22880689,1.23180899,0.00000000
-4.59529765,2.52670015,1.59298098,0.85177615,0.08431167,0.17596939,0.21727819,1.18865474,0.00000000
-4.58929465,2.45284856,1.55505802,0.83243760,0.08257291,0.17495044,0.20569267,1.14442980,0.00000000
-4.58329165,2.37908981,1.51763675,0.81387522,0.08038025,0.17410559,0.19420207,1.09941774,0.00000000
-4.57728864,2.30567372,1.48090199,0.79602321,0.07777856,0.17342389,0.18294004,1.05389171,0.00000000
-4.57128564,2.23276424,1.44492704,0.77877433,0.07482050,0.17287383,0.17202034,1.00811246,0.00000000
-4.56528264,2.16044655,1.40968086,0.76198601,0.07156503,0.17240511,0.16153597,0.96232699,0.00000000
-4.55927964,2.08873802,1.37504057,0.74548829,0.06807582,0.17195146,0.15155929,0.91676775,0.00000000
-4.55327664,2.01760246,1.34080812,0.72909323,0.06441952,0.17143415,0.14214302,0.87165240,0.00000000
-4.54727364,1.94696688,1.30673043,0.71260528,0.06066413,0.17076620,0.13332196,0.82718418,0.00000000
-4.54127064,1.87673976,1.27252162,0.69583213,0.05687738,0.16985688,0.12511519,0.78355260,0.00000000
-4.53526763,1.80682981,1.23788620,0.67859544,0.05312523,0.16861640,0.11752879,0.74093454,0.00000000
-4.52926463,1.73716417,1.20254194,0.66074095,0.04947058,0.16696049,0.11055864,0.69949557,0.00000000
-4.52326163,1.66770502,1.16624101,0.64214736,0.04597211,0.16481463,0.10419331,0.65939128,0.00000000
-4.51725863,1.59846353,1.12878864,0.62273361,0.04268333,0.16211769,0.09841670,0.62076852,0.00000000
-4.51125563,1.52951053,1.09005797,0.60246410,0.03965189,0.15882497,0.09321051,0.58376638,0.00000000
-4.50525263,1.46098305,1.05000073,0.58135170,0.03691899,0.15491027,0.08855617,0.54851675,0.00000000
-4.49924962,1.39308660,1.00865316,0.55945826,0.03451905,0.15036718,0.08443638,0.51514433,0.00000000
-4.49324662,1.32609279,0.96613707,0.53689276,0.03247947,0.14520928,0.08083602,0.48376607,0.00000000
