energy_ev,total_up,N_s_up,N_p_up,Re_p_up,Re_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.37568784,0.96447534,0.00008956,0.02640200,0.11075610,0.34630203,0.00015611,0.53478466,0.12011824,0.17136403
-5.36968484,0.95550792,0.00008490,0.02878288,0.12013796,0.33172866,0.00014467,0.53743113,0.12199042,0.17063609
-5.36368184,0.94633869,0.00008045,0.03131160,0.13022289,0.31653333,0.00013416,0.54017444,0.12405568,0.16988097
-5.35767884,0.93735754,0.00007639,0.03398500,0.14101658,0.30097272,0.00012464,0.54312646,0.12635007,0.16913884
-5.35167584,0.92898130,0.00007289,0.03679880,0.15252122,0.28531333,0.00011621,0.54641889,0.12891265,0.16845504
-5.34567284,0.92164499,0.00007015,0.03974757,0.16473523,0.26982641,0.00010901,0.55019973,0.13178455,0.16787916
-5.33966983,0.91579270,0.00006834,0.04282475,0.17765303,0.25478324,0.00010320,0.55462896,0.13500794,0.16746400
-5.33366683,0.91186804,0.00006768,0.04602257,0.19126464,0.24045081,0.00009899,0.55987346,0.13862497,0.16726424
-5.32766383,0.91030449,0.00006835,0.04933202,0.20555511,0.22708788,0.00009656,0.56610123,0.14267651,0.16733507
-5.32166083,0.91151565,0.00007058,0.05274288,0.22050383,0.21494165,0.00009614,0.57347513,0.14720091,0.16773053
-5.31565783,0.91588562,0.00007455,0.05624353,0.23608351,0.20424489,0.00009797,0.58214633,0.15223262,0.16850190
-5.30965483,0.92375941,0.00008050,0.05982094,0.25225899,0.19521343,0.00010227,0.59224750,0.15780074,0.16969591
-5.30365183,0.93543371,0.00008862,0.06346049,0.26898587,0.18804409,0.00010930,0.60388603,0.16392748,0.17135293
-5.29764882,0.95114785,0.00009914,0.06714577,0.28620896,0.18291285,0.00011930,0.61713758,0.17062664,0.17350527
-5.29164582,0.97107529,0.00011224,0.07085847,0.30386068,0.17997304,0.00013250,0.63203991,0.17790197,0.17617543
-5.28564282,0.99531576,0.00012812,0.07457814,0.32185948,0.17935372,0.00014913,0.64858761,0.18574570,0.17937460
-5.27963982,1.02388820,0.00014695,0.07828206,0.34010849,0.18115783,0.00016942,0.66672767,0.19413704,0.18310127
-5.27363682,1.05672483,0.00016887,0.08194511,0.35849442,0.18546037,0.00019355,0.68635633,0.20304098,0.18734019
-5.26763382,1.09366669,0.00019399,0.08553973,0.37688696,0.19230634,0.00022167,0.70731740,0.21240730,0.19206167
-5.26163082,1.13446085,0.00022239,0.08903600,0.39513878,0.20170862,0.00025391,0.72940228,0.22216991,0.19722123
-5.25562781,1.17875973,0.00025408,0.09240174,0.41308619,0.21364581,0.00029032,0.75235176,0.23224671,0.20275978
-5.24962481,1.22612278,0.00028903,0.09560292,0.43055068,0.22806013,0.00033089,0.77585989,0.24253993,0.20860428
-5.24362181,1.27602079,0.00032713,0.09860399,0.44734128,0.24485569,0.00037555,0.79957976,0.25293707,0.21466890
-5.23761881,1.32784305,0.00036820,0.10136857,0.46325783,0.26389701,0.00042413,0.82313124,0.26331245,0.22085674
-5.23161581,1.38090729,0.00041198,0.10386013,0.47809498,0.28500844,0.00047638,0.84611051,0.27352950,0.22706200
-5.22561281,1.43447269,0.00045815,0.10604290,0.49164706,0.30797424,0.00053195,0.86810107,0.28344356,0.23317266
-5.21960980,1.48775543,0.00050629,0.10788275,0.50371342,0.33253993,0.00059037,0.88868602,0.29290539,0.23907349
-5.21360680,1.53994678,0.00055589,0.10934828,0.51410426,0.35841480,0.00065110,0.90746103,0.30176508,0.24464929
-5.20760380,1.59023311,0.00060641,0.11041180,0.52264655,0.38527579,0.00071348,0.92404762,0.30987641,0.24978845
-5.20160080,1.63781738,0.00065721,0.11105040,0.52918999,0.41277293,0.00077680,0.93810613,0.31710142,0.25438633
-5.19559780,1.68194129,0.00070763,0.11124683,0.53361254,0.44053610,0.00084023,0.94934794,0.32331501,0.25834872
-5.18959480,1.72190750,0.00075695,0.11099038,0.53582542,0.46818312,0.00090292,0.95754627,0.32840945,0.26159492
-5.18359180,1.75710091,0.00080446,0.11027755,0.53577727,0.49532908,0.00096397,0.96254510,0.33229851,0.26406056
-5.17758879,1.78700825,0.00084945,0.10911248,0.53345729,0.52159639,0.00102247,0.96426586,0.33492113,0.26569981
-5.17158579,1.81123510,0.00089122,0.10750723,0.52889709,0.54662538,0.00107752,0.96271130,0.33624431,0.26648703
-5.16558279,1.82951952,0.00092914,0.10548181,0.52217132,0.57008499,0.00112827,0.95796660,0.33626514,0.26641777
-5.15957979,1.84174168,0.00096266,0.10306389,0.51339680,0.59168297,0.00117393,0.95019730,0.33501189,0.26550892
-5.15357679,1.84792882,0.00099128,0.10028832,0.50273030,0.61117523,0.00121380,0.93964439,0.33254393,0.26379821
-5.14757379,1.84825522,0.00101465,0.09719641,0.49036494,0.62837379,0.00124732,0.92661635,0.32895055,0.26134285
-5.14157079,1.84303704,0.00103251,0.09383495,0.47652537,0.64315288,0.00127405,0.91147880,0.32434869,0.25821750
-5.13556778,1.83272190,0.00104476,0.09025512,0.46146190,0.65545280,0.00129369,0.89464189,0.31887952,0.25451163
-5.12956478,1.81787363,0.00105139,0.08651118,0.44544376,0.66528132,0.00130614,0.87654612,0.31270416,0.25032624
-5.12356178,1.79915256,0.00105257,0.08265912,0.42875177,0.67271229,0.00131144,0.85764702,0.30599848,0.24577030
-5.11755878,1.77729214,0.00104856,0.07875527,0.41167072,0.67788170,0.00130980,0.83839955,0.29894739,0.24095681
-5.11155578,1.75307267,0.00103977,0.07485485,0.39448165,0.68098090,0.00130158,0.81924267,0.29173865,0.23599885
-5.10555278,1.72729330,0.00102667,0.07101066,0.37745449,0.68224763,0.00128730,0.80058480,0.28455656,0.23100563
-5.09954977,1.70074335,0.00100985,0.06727180,0.36084109,0.68195493,0.00126758,0.78279083,0.27757579,0.22607882
-5.09354677,1.67417415,0.00098991,0.06368261,0.34486917,0.68039862,0.00124314,0.76617110,0.27095548,0.22130924
-5.08754377,1.64827267,0.00096753,0.06028171,0.32973711,0.67788377,0.00121476,0.75097279,0.26483403,0.21677405
-5.08154077,1.62363789,0.00094337,0.05710130,0.31560996,0.67471100,0.00118326,0.73737413,0.25932462,0.21253456
-5.07553777,1.60076111,0.00091807,0.05416667,0.30261666,0.67116300,0.00114947,0.72548135,0.25451175,0.20863482
-5.06953477,1.58001073,0.00089224,0.05149594,0.29084853,0.66749228,0.00111416,0.71532867,0.25044885,0.20510081
-5.06353177,1.56162237,0.00086640,0.04910005,0.28035909,0.66391032,0.00107809,0.70688096,0.24715717,0.20194051
-5.05752876,1.54569441,0.00084102,0.04698288,0.27116505,0.66057905,0.00104190,0.70003899,0.24462583,0.19914463
-5.05152576,1.53218919,0.00081645,0.04514173,0.26324843,0.65760472,0.00100616,0.69464682,0.24281306,0.19668799
-5.04552276,1.52093952,0.00079296,0.04356778,0.25655965,0.65503461,0.00097131,0.69050089,0.24164864,0.19453148
-5.03951976,1.51166015,0.00077069,0.04224686,0.25102130,0.65285658,0.00093768,0.68736034,0.24103731,0.19262447
-5.03351676,1.50396347,0.00074969,0.04116021,0.24653261,0.65100155,0.00090546,0.68495793,0.24086298,0.19090749
-5.02751376,1.49737856,0.00072991,0.04028531,0.24297411,0.64934847,0.00087474,0.68301113,0.24099362,0.18931510
-5.02151076,1.49137268,0.00071122,0.03959684,0.24021252,0.64773171,0.00084550,0.68123279,0.24128658,0.18777880
-5.01550775,1.48537406,0.00069341,0.03906749,0.23810550,0.64595033,0.00081760,0.67934098,0.24159404,0.18622977
-5.00950475,1.47879501,0.00067622,0.03866885,0.23650627,0.64377859,0.00079085,0.67706766,0.24176850,0.18460145
-5.00350175,1.47105434,0.00065935,0.03837215,0.23526769,0.64097740,0.00076499,0.67416582,0.24166793,0.18283174
-4.99749875,1.46159813,0.00064250,0.03814902,0.23424598,0.63730582,0.00073973,0.67041512,0.24116053,0.18086480
-4.99149575,1.44991820,0.00062535,0.03797202,0.23330387,0.63253231,0.00071477,0.66562582,0.24012882,0.17865246
-4.98549275,1.43556767,0.00060763,0.03781522,0.23231308,0.62644512,0.00068980,0.65964104,0.23847301,0.17615515
-4.97948974,1.41817311,0.00058908,0.03765457,0.23115640,0.61886126,0.00066455,0.65233772,0.23611354,0.17334236
-4.97348674,1.39744336,0.00056952,0.03746823,0.22972906,0.60963398,0.00063880,0.64362619,0.23299271,0.17019280
-4.96748374,1.37317472,0.00054878,0.03723680,0.22793975,0.59865825,0.00061235,0.63344884,0.22907546,0.16669410
-4.96148074,1.34525292,0.00052681,0.03694344,0.22571124,0.58587434,0.00058511,0.62177801,0.22434929,0.16284236
-4.95547774,1.31365199,0.00050359,0.03657404,0.22298056,0.57126928,0.00055701,0.60861352,0.21882345,0.15864141
-4.94947474,1.27843057,0.00047918,0.03611719,0.21969911,0.55487653,0.00052807,0.59397994,0.21252736,0.15410199
-4.94347174,1.23972598,0.00045369,0.03556421,0.21583241,0.53677374,0.00049837,0.57792391,0.20550860,0.14924091
-4.93746873,1.19774668,0.00042729,0.03490911,0.21135984,0.51707914,0.00046806,0.56051166,0.19783039,0.14408012
-4.93146573,1.15276346,0.00040020,0.03414855,0.20627422,0.49594657,0.00043731,0.54182674,0.18956884,0.13864591
-4.92546273,1.10509988,0.00037266,0.03328172,0.20058134,0.47355973,0.00040635,0.52196808,0.18080999,0.13296815
-4.91945973,1.05512235,0.00034493,0.03231027,0.19429933,0.45012569,0.00037542,0.50104839,0.17164688,0.12707963
-4.91345673,1.00323015,0.00031729,0.03123819,0.18745804,0.42586823,0.00034480,0.47919264,0.16217666,0.12101545
-4.90745373,0.94984562,0.00029002,0.03007159,0.18009822,0.40102112,0.00031474,0.45653680,0.15249787,0.11481254
-4.90145073,0.89540481,0.00026339,0.02881859,0.17227059,0.37582164,0.00028550,0.43322651,0.14270800,0.10850920
-4.89544772,0.84034862,0.00023762,0.02748906,0.16403475,0.35050460,0.00025732,0.40941568,0.13290127,0.10214467
-4.88944472,0.78511454,0.00021295,0.02609439,0.15545790,0.32529691,0.00023040,0.38526487,0.12316684,0.09575876
-4.88344172,0.73012916,0.00018956,0.02464722,0.14661345,0.30041294,0.00020494,0.36093950,0.11358724,0.08939136
-4.87743872,0.67580131,0.00016758,0.02316112,0.13757937,0.27605056,0.00018107,0.33660764,0.10423724,0.08308209
-4.87143572,0.62251598,0.00014714,0.02165027,0.12843654,0.25238817,0.00015889,0.31243763,0.09518297,0.07686978
-4.86543272,0.57062910,0.00012829,0.02012917,0.11926691,0.22958234,0.00013848,0.28859543,0.08648143,0.07079201
-4.85942971,0.52046301,0.00011108,0.01861224,0.11015170,0.20776644,0.00011986,0.26524186,0.07818020,0.06488460
-4.85342671,0.47230291,0.00009551,0.01711357,0.10116956,0.18704983,0.00010302,0.24252970,0.07031746,0.05918113
-4.84742371,0.42639411,0.00008154,0.01564655,0.09239492,0.16751779,0.00008793,0.22060103,0.06292215,0.05371245
-4.84142071,0.38294027,0.00006912,0.01422365,0.08389644,0.14923206,0.00007452,0.19958468,0.05601440,0.04850633
-4.83541771,0.34210257,0.00005818,0.01285615,0.07573566,0.13223183,0.00006272,0.17959410,0.04960607,0.04358703
-4.82941471,0.30399983,0.00004863,0.01155400,0.06796597,0.11653516,0.00005241,0.16072558,0.04370136,0.03897517
-4.82341171,0.26870955,0.00004035,0.01032568,0.06063185,0.10214074,0.00004348,0.14305720,0.03829762,0.03468752
-4.81740870,0.23626992,0.00003325,0.00917813,0.05376843,0.08902992,0.00003582,0.12664817,0.03338610,0.03073706
-4.81140570,0.20668255,0.00002720,0.00811675,0.04740137,0.07716885,0.00002930,0.11153892,0.02895285,0.02713309
-4.80540270,0.17991595,0.00002209,0.00714541,0.04154704,0.06651081,0.00002380,0.09775174,0.02497955,0.02388147
-4.79939970,0.15590959,0.00001782,0.00626661,0.03621304,0.05699849,0.00001919,0.08529195,0.02144438,0.02098503
-4.79339670,0.13457835,0.00001426,0.00548157,0.03139883,0.04856631,0.00001536,0.07414959,0.01832289,0.01844394
-4.78739370,0.11581726,0.00001134,0.00479036,0.02709670,0.04114257,0.00001221,0.06430137,0.01558874,0.01625627
-4.78139070,0.09950620,0.00000895,0.00419217,0.02329275,0.03465159,0.00000964,0.05571294,0.01321450,0.01441852
-4.77538769,0.08551463,0.00000701,0.00368541,0.01996806,0.02901556,0.00000755,0.04834125,0.01117229,0.01292611
-4.76938469,0.07370590,0.00000546,0.00326796,0.01709977,0.02415627,0.00000588,0.04213691,0.00943436,0.01177387
-4.76338169,0.06394118,0.00000421,0.00293729,0.01466221,0.01999664,0.00000454,0.03704637,0.00797364,0.01095646
-4.75737869,0.05608283,0.00000323,0.00269067,0.01262793,0.01646191,0.00000348,0.03301389,0.00676412,0.01046868
-4.75137569,0.04999711,0.00000246,0.00252523,0.01096859,0.01348074,0.00000266,0.02998322,0.00578117,0.01030563
-4.74537269,0.04555612,0.00000186,0.00243809,0.00965577,0.01098596,0.00000201,0.02789882,0.00500178,0.01046273
-4.73936968,0.04263907,0.00000140,0.00242639,0.00866156,0.00891519,0.00000152,0.02670671,0.00440467,0.01093567
-4.73336668,0.04113274,0.00000105,0.00248729,0.00795898,0.00721117,0.00000115,0.02635488,0.00397037,0.01172006
-4.72736368,0.04093126,0.00000078,0.00261796,0.00752234,0.00582201,0.00000087,0.02679320,0.00368117,0.01281107
-4.72136068,0.04193531,0.00000058,0.00281550,0.00732729,0.00470116,0.00000067,0.02797305,0.00352099,0.01420288
-4.71535768,0.04405073,0.00000043,0.00307685,0.00735085,0.00380738,0.00000053,0.02984653,0.00347532,0.01588806
-4.70935468,0.04718681,0.00000032,0.00339868,0.00757127,0.00310451,0.00000045,0.03236545,0.00353095,0.01785683
-4.70335168,0.05125432,0.00000025,0.00377728,0.00796784,0.00256119,0.00000043,0.03548017,0.00367579,0.02009641
-4.69734867,0.05616341,0.00000021,0.00420841,0.00852060,0.00215056,0.00000045,0.03913833,0.00389864,0.02259026
-4.69134567,0.06182165,0.00000019,0.00468720,0.00921009,0.00184991,0.00000053,0.04328366,0.00418896,0.02531750
-4.68534267,0.06813226,0.00000019,0.00520805,0.01001699,0.00164034,0.00000067,0.04785490,0.00453665,0.02825239
-4.67933967,0.07499276,0.00000022,0.00576455,0.01092195,0.00150644,0.00000090,0.05278501,0.00493189,0.03136403
-4.67333667,0.08229405,0.00000028,0.00634945,0.01190534,0.00143601,0.00000123,0.05800062,0.00536495,0.03461618
-4.66733367,0.08992025,0.00000036,0.00695466,0.01294712,0.00141985,0.00000170,0.06342198,0.00582613,0.03796746
-4.66133067,0.09774906,0.00000049,0.00757134,0.01402687,0.00145159,0.00000236,0.06896324,0.00630568,0.04137165
-4.65532766,0.10565298,0.00000066,0.00818997,0.01512382,0.00152762,0.00000325,0.07453330,0.00679379,0.04477842
-4.64932466,0.11350124,0.00000090,0.00880054,0.01621703,0.00164710,0.00000447,0.08003706,0.00728067,0.04813422
-4.64332166,0.12116239,0.00000122,0.00939274,0.01728571,0.00181210,0.00000610,0.08537713,0.00775663,0.05138349
