energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.82591296,0.34662158,-0.34662147,0.00360379,-0.00360376,0.03507492,-0.03507481,0.05956728,-0.05956738,0.04288746,-0.04288760,0.08765764,-0.08765733,0.03573120,-0.03573143,0.00234628,-0.00234629,0.17011306,-0.17011310
-5.81990995,0.34534887,-0.34534945,0.00340133,-0.00340130,0.03510914,-0.03510911,0.05988017,-0.05988039,0.04309434,-0.04309458,0.08602129,-0.08602115,0.03642663,-0.03642694,0.00240600,-0.00240601,0.16990338,-0.16990376
-5.81390695,0.34861809,-0.34861936,0.00325724,-0.00325722,0.03553081,-0.03553084,0.06098142,-0.06098175,0.04379991,-0.04380024,0.08555566,-0.08555569,0.03769081,-0.03769120,0.00249436,-0.00249438,0.17199760,-0.17199831
-5.80790395,0.35648147,-0.35648342,0.00316610,-0.00316609,0.03633839,-0.03633848,0.06287918,-0.06287963,0.04500324,-0.04500366,0.08632213,-0.08632234,0.03951045,-0.03951090,0.00261201,-0.00261203,0.17643513,-0.17643618
-5.80190095,0.36894199,-0.36894460,0.00312228,-0.00312227,0.03752312,-0.03752328,0.06557395,-0.06557451,0.04669480,-0.04669531,0.08837108,-0.08837146,0.04187024,-0.04187076,0.00275913,-0.00275916,0.18323323,-0.18323460
-5.79589795,0.38595682,-0.38596005,0.00311995,-0.00311995,0.03906933,-0.03906955,0.06905910,-0.06905976,0.04885683,-0.04885742,0.09174258,-0.09174314,0.04475319,-0.04475377,0.00293551,-0.00293554,0.19238874,-0.19239042
-5.78989495,0.40744223,-0.40744604,0.00315316,-0.00315315,0.04095499,-0.04095525,0.07332178,-0.07332253,0.05146390,-0.05146457,0.09646744,-0.09646817,0.04814122,-0.04814185,0.00314055,-0.00314059,0.20388046,-0.20388242
-5.78389195,0.43327990,-0.43328422,0.00321583,-0.00321583,0.04315242,-0.04315272,0.07834404,-0.07834488,0.05448377,-0.05448451,0.10256821,-0.10256911,0.05201587,-0.05201654,0.00337334,-0.00337338,0.21767211,-0.21767433
-5.77788894,0.46332411,-0.46332888,0.00330188,-0.00330188,0.04562926,-0.04562959,0.08410425,-0.08410515,0.05787832,-0.05787912,0.11006024,-0.11006129,0.05635926,-0.05635996,0.00363268,-0.00363272,0.23371571,-0.23371816
-5.77188594,0.49740963,-0.49741477,0.00340523,-0.00340522,0.04834949,-0.04834984,0.09057852,-0.09057948,0.06160475,-0.06160560,0.11895253,-0.11895373,0.06115516,-0.06115588,0.00391719,-0.00391723,0.25195513,-0.25195777
-5.76588294,0.53535987,-0.53536530,0.00351992,-0.00351991,0.05127465,-0.05127500,0.09774236,-0.09774336,0.06561677,-0.06561767,0.12924852,-0.12924985,0.06639022,-0.06639096,0.00422535,-0.00422540,0.27232977,-0.27233257
-5.75987994,0.57699494,-0.57700059,0.00364018,-0.00364017,0.05436501,-0.05436536,0.10557216,-0.10557318,0.06986595,-0.06986687,0.14094636,-0.14094781,0.07205526,-0.07205601,0.00455561,-0.00455565,0.29477805,-0.29478097
-5.75387694,0.62213924,-0.62214503,0.00376055,-0.00376054,0.05758083,-0.05758117,0.11404661,-0.11404764,0.07430296,-0.07430391,0.15403906,-0.15404062,0.07814657,-0.07814732,0.00490644,-0.00490648,0.31924068,-0.31924368
-5.74787394,0.67062819,-0.67063403,0.00387594,-0.00387592,0.06088356,-0.06088388,0.12314799,-0.12314901,0.07887890,-0.07887986,0.16851415,-0.16851580,0.08466720,-0.08466793,0.00527643,-0.00527647,0.34566334,-0.34566639
-5.74187094,0.72231378,-0.72231961,0.00398173,-0.00398170,0.06423688,-0.06423716,0.13286304,-0.13286405,0.08354644,-0.08354739,0.18435299,-0.18435471,0.09162808,-0.09162879,0.00566436,-0.00566440,0.37399889,-0.37400195
-5.73586793,0.77706872,-0.77707447,0.00407387,-0.00407384,0.06760769,-0.06760793,0.14318360,-0.14318457,0.08826083,-0.08826178,0.20152979,-0.20153158,0.09904907,-0.09904975,0.00606926,-0.00606930,0.40420874,-0.40421178
-5.72986493,0.83478881,-0.83479442,0.00414896,-0.00414893,0.07096688,-0.07096707,0.15410669,-0.15410761,0.09298085,-0.09298177,0.22001032,-0.22001215,0.10695963,-0.10696028,0.00649047,-0.00649051,0.43626341,-0.43626640
-5.72386193,0.89539351,-0.89539891,0.00420429,-0.00420425,0.07428989,-0.07429002,0.16563425,-0.16563512,0.09766936,-0.09767026,0.23975042,-0.23975228,0.11539927,-0.11539989,0.00692771,-0.00692774,0.47014221,-0.47014512
-5.71785893,0.95882449,-0.95882965,0.00423790,-0.00423785,0.07755697,-0.07755704,0.17777227,-0.17777307,0.10229384,-0.10229471,0.26069443,-0.26069631,0.12441755,-0.12441813,0.00738106,-0.00738109,0.50583197,-0.50583478
-5.71185593,1.02504235,-1.02504723,0.00424858,-0.00424853,0.08075332,-0.08075332,0.19052945,-0.19053018,0.10682654,-0.10682738,0.28277364,-0.28277552,0.13407363,-0.13407416,0.00785102,-0.00785104,0.54332494,-0.54332763
-5.70585293,1.09402138,-1.09402595,0.00423591,-0.00423586,0.08386879,-0.08386872,0.20391537,-0.20391603,0.11124447,-0.11124527,0.30590483,-0.30590670,0.14443537,-0.14443587,0.00833849,-0.00833851,0.58261576,-0.58261832
-5.69984992,1.16574271,-1.16574695,0.00420023,-0.00420017,0.08689751,-0.08689738,0.21793824,-0.21793881,0.11552919,-0.11552995,0.32998915,-0.32999098,0.15557790,-0.15557835,0.00884478,-0.00884479,0.62369778,-0.62370019
-5.69384692,1.24018597,-1.24018987,0.00414255,-0.00414249,0.08983717,-0.08983697,0.23260221,-0.23260270,0.11966636,-0.11966709,0.35491128,-0.35491307,0.16758159,-0.16758200,0.00937154,-0.00937154,0.66655869,-0.66656096
-5.68784392,1.31731989,-1.31732344,0.00406455,-0.00406448,0.09268816,-0.09268789,0.24790452,-0.24790492,0.12364522,-0.12364591,0.38053914,-0.38054087,0.18052957,-0.18052996,0.00992071,-0.00992071,0.71117581,-0.71117791
-5.68184092,1.39709214,-1.39709536,0.00396845,-0.00396838,0.09545258,-0.09545224,0.26383240,-0.26383272,0.12745789,-0.12745854,0.40672408,-0.40672573,0.19450476,-0.19450511,0.01049451,-0.01049450,0.75751093,-0.75751288
-5.67583792,1.47941890,-1.47942177,0.00385693,-0.00385686,0.09813314,-0.09813274,0.28036006,-0.28036030,0.13109862,-0.13109924,0.43330168,-0.43330325,0.20958633,-0.20958665,0.01109526,-0.01109525,0.80550531,-0.80550709
-5.66983492,1.56417442,-1.56417698,0.00373301,-0.00373294,0.10073205,-0.10073160,0.29744576,-0.29744594,0.13456308,-0.13456368,0.46009314,-0.46009462,0.22584598,-0.22584628,0.01172537,-0.01172535,0.85507458,-0.85507621
-5.66383192,1.65118134,-1.65118358,0.00359995,-0.00359988,0.10324997,-0.10324947,0.31502925,-0.31502936,0.13784761,-0.13784820,0.48690725,-0.48690861,0.24334380,-0.24334409,0.01238716,-0.01238714,0.90610416,-0.90610563
-5.65782891,1.74020185,-1.74020380,0.00346110,-0.00346103,0.10568496,-0.10568441,0.33302962,-0.33302967,0.14094860,-0.14094917,0.51354281,-0.51354405,0.26212412,-0.26212440,0.01308277,-0.01308274,0.95844512,-0.95844644
-5.65182591,1.83093043,-1.83093209,0.00331982,-0.00331975,0.10803172,-0.10803113,0.35134382,-0.35134381,0.14386191,-0.14386247,0.53979164,-0.53979276,0.28221128,-0.28221154,0.01381400,-0.01381397,1.01191082,-1.01191199
-5.64582291,1.92298837,-1.92298977,0.00317935,-0.00317929,0.11028092,-0.11028030,0.36984592,-0.36984585,0.14658246,-0.14658302,0.56544179,-0.56544276,0.30360564,-0.30360590,0.01458220,-0.01458215,1.06627451,-1.06627553
-5.63981991,2.01592055,-2.01592170,0.00304275,-0.00304269,0.11241882,-0.11241817,0.38838722,-0.38838711,0.14910400,-0.14910456,0.59028104,-0.59028187,0.32627998,-0.32628022,0.01538807,-0.01538803,1.12126800,-1.12126888
-5.63381691,2.10919474,-2.10919565,0.00291277,-0.00291271,0.11442716,-0.11442649,0.40679736,-0.40679721,0.15141893,-0.15141949,0.61410053,-0.61410121,0.35017639,-0.35017663,0.01623160,-0.01623155,1.17658164,-1.17658237
-5.62781391,2.20220369,-2.20220438,0.00279184,-0.00279179,0.11628329,-0.11628261,0.42488635,-0.42488616,0.15351839,-0.15351896,0.63669840,-0.63669893,0.37520398,-0.37520422,0.01711185,-0.01711179,1.23186567,-1.23186627
-5.62181091,2.29427018,-2.29427065,0.00268201,-0.00268196,0.11796064,-0.11795994,0.44244763,-0.44244742,0.15539240,-0.15539299,0.65788327,-0.65788365,0.40123748,-0.40123771,0.01802689,-0.01802682,1.28673314,-1.28673360
-5.61580790,2.38465509,-2.38465536,0.00258493,-0.00258489,0.11942935,-0.11942865,0.45926211,-0.45926186,0.15703018,-0.15703077,0.67747763,-0.67747786,0.42811687,-0.42811709,0.01897368,-0.01897362,1.34076429,-1.34076461
-5.60980490,2.47256856,-2.47256863,0.00250187,-0.00250183,0.12065727,-0.12065656,0.47510296,-0.47510269,0.15842052,-0.15842114,0.69532092,-0.69532100,0.45564826,-0.45564847,0.01994803,-0.01994796,1.39351258,-1.39351277
-5.60380190,2.55718395,-2.55718383,0.00243370,-0.00243366,0.12161100,-0.12161030,0.48974126,-0.48974097,0.15955233,-0.15955296,0.71127230,-0.71127224,0.48360602,-0.48360621,0.02094452,-0.02094445,1.44451223,-1.44451229
-5.59779890,2.63765447,-2.63765418,0.00238095,-0.00238091,0.12225721,-0.12225652,0.50295209,-0.50295179,0.16041509,-0.16041574,0.72521311,-0.72521291,0.51173615,-0.51173631,0.02195654,-0.02195647,1.49328709,-1.49328702
-5.59179590,2.71313200,-2.71313153,0.00234385,-0.00234382,0.12256396,-0.12256327,0.51452098,-0.51452066,0.16099946,-0.16100013,0.73704894,-0.73704861,0.53976092,-0.53976105,0.02297634,-0.02297627,1.53936077,-1.53936057
-5.58579290,2.78278751,-2.78278686,0.00232236,-0.00232234,0.12250204,-0.12250137,0.52425044,-0.52425011,0.16129780,-0.16129850,0.74671137,-0.74671092,0.56738464,-0.56738473,0.02399513,-0.02399505,1.58226764,-1.58226732
-5.57978989,2.84583247,-2.84583166,0.00231625,-0.00231623,0.12204634,-0.12204568,0.53196631,-0.53196597,0.16130470,-0.16130541,0.75415920,-0.75415866,0.59430035,-0.59430040,0.02500321,-0.02500313,1.62156441,-1.62156397
-5.57378689,2.90154047,-2.90153950,0.00232512,-0.00232510,0.12117704,-0.12117640,0.53752364,-0.53752329,0.16101738,-0.16101811,0.75937941,-0.75937877,0.62019730,-0.62019730,0.02599016,-0.02599009,1.65684178,-1.65684122
-5.56778389,2.94926799,-2.94926686,0.00234843,-0.00234842,0.11988066,-0.11988003,0.54081185,-0.54081149,0.16043610,-0.16043686,0.76238750,-0.76238678,0.64476876,-0.64476869,0.02694511,-0.02694504,1.68773580,-1.68773512
-5.56178089,2.98847363,-2.98847236,0.00238562,-0.00238561,0.11815091,-0.11815031,0.54175896,-0.54175859,0.15956441,-0.15956518,0.76322751,-0.76322673,0.66772000,-0.66771987,0.02785694,-0.02785687,1.71393827,-1.71393749
-5.55577789,3.01873473,-3.01873332,0.00243602,-0.00243601,0.11598931,-0.11598873,0.54033460,-0.54033422,0.15840923,-0.15841002,0.76197144,-0.76197060,0.68877607,-0.68877587,0.02871461,-0.02871454,1.73520590,-1.73520502
-5.54977489,3.03976053,-3.03975899,0.00249896,-0.00249895,0.11340545,-0.11340490,0.53655172,-0.53655132,0.15698090,-0.15698171,0.75871807,-0.75871720,0.70768889,-0.70768862,0.02950741,-0.02950735,1.75136742,-1.75136644
-5.54377189,3.05140120,-3.05139953,0.00257371,-0.00257370,0.11041703,-0.11041650,0.53046682,-0.53046641,0.15529303,-0.15529385,0.75359132,-0.75359042,0.72424354,-0.72424319,0.03022527,-0.03022521,1.76232855,-1.76232748
-5.53776888,3.05365211,-3.05365033,0.00265952,-0.00265952,0.10704955,-0.10704905,0.52217877,-0.52217834,0.15336220,-0.15336303,0.74673782,-0.74673690,0.73826329,-0.73826285,0.03085903,-0.03085898,1.76807429,-1.76807314
-5.53176588,3.04665312,-3.04665124,0.00275557,-0.00275557,0.10333575,-0.10333528,0.51182609,-0.51182565,0.15120754,-0.15120839,0.73832402,-0.73832309,0.74961325,-0.74961274,0.03140065,-0.03140060,1.76866844,-1.76866721
-5.52576288,3.03068264,-3.03068067,0.00286094,-0.00286094,0.09931476,-0.09931431,0.49958295,-0.49958250,0.14885027,-0.14885112,0.72853262,-0.72853171,0.75820252,-0.75820192,0.03184343,-0.03184339,1.76425029,-1.76424900
-5.51975988,3.00614697,-3.00614491,0.00297462,-0.00297462,0.09503104,-0.09503063,0.48565395,-0.48565349,0.14631301,-0.14631386,0.71755855,-0.71755764,0.76398464,-0.76398397,0.03218215,-0.03218211,1.75502864,-1.75502729
-5.51375688,2.97356511,-2.97356298,0.00309542,-0.00309542,0.09053316,-0.09053277,0.47026794,-0.47026747,0.14361914,-0.14361999,0.70560443,-0.70560354,0.76695663,-0.76695588,0.03241313,-0.03241310,1.74127332,-1.74127191
-5.50775388,2.93355013,-2.93354793,0.00322198,-0.00322198,0.08587242,-0.08587207,0.45367112,-0.45367065,0.14079211,-0.14079296,0.69287592,-0.69287506,0.76715650,-0.76715568,0.03253431,-0.03253429,1.72330489,-1.72330343
-5.50175088,2.88678788,-2.88678561,0.00335277,-0.00335277,0.08110147,-0.08110114,0.43611983,-0.43611934,0.13785475,-0.13785560,0.67957685,-0.67957603,0.76465963,-0.76465874,0.03254518,-0.03254516,1.70148286,-1.70148136
-5.49574787,2.83401433,-2.83401201,0.00348599,-0.00348599,0.07627288,-0.07627259,0.41787311,-0.41787262,0.13482862,-0.13482947,0.66590458,-0.66590379,0.75957421,-0.75957326,0.03244673,-0.03244672,1.67619327,-1.67619173
-5.48974487,2.77599282,-2.77599043,0.00361967,-0.00361967,0.07143783,-0.07143756,0.39918565,-0.39918516,0.13173352,-0.13173435,0.65204561,-0.65204487,0.75203613,-0.75203512,0.03224132,-0.03224132,1.64783630,-1.64783471
-5.48374187,2.71349234,-2.71348989,0.00375160,-0.00375161,0.06664486,-0.06664462,0.38030116,-0.38030066,0.12858705,-0.12858786,0.63817189,-0.63817119,0.74220360,-0.74220254,0.03193255,-0.03193255,1.61681460,-1.61681296
-5.47773887,2.64726821,-2.64726569,0.00387942,-0.00387943,0.06193884,-0.06193863,0.36144655,-0.36144605,0.12540437,-0.12540517,0.62443780,-0.62443713,0.73025189,-0.73025078,0.03152504,-0.03152504,1.58352308,-1.58352139
-5.47173587,2.57804603,-2.57804345,0.00400062,-0.00400063,0.05736011,-0.05735991,0.34282714,-0.34282664,0.12219818,-0.12219895,0.61097816,-0.61097754,0.71636847,-0.71636733,0.03102431,-0.03102432,1.54834072,-1.54833898
-5.46573287,2.50650976,-2.50650711,0.00411261,-0.00411261,0.05294383,-0.05294366,0.32462300,-0.32462250,0.11897880,-0.11897956,0.59790735,-0.59790677,0.70074886,-0.70074769,0.03043658,-0.03043659,1.51162478,-1.51162299
-5.45972986,2.43329432,-2.43329159,0.00421278,-0.00421278,0.04871964,-0.04871949,0.30698653,-0.30698604,0.11575455,-0.11575528,0.58531958,-0.58531903,0.68359331,-0.68359212,0.02976861,-0.02976861,1.47370770,-1.47370586
-5.45372686,2.35898295,-2.35898014,0.00429859,-0.00429859,0.04471149,-0.04471136,0.29004133,-0.29004084,0.11253220,-0.11253289,0.57329027,-0.57328977,0.66510441,-0.66510321,0.02902756,-0.02902756,1.43489676,-1.43489486
-5.44772386,2.28410909,-2.28410622,0.00436765,-0.00436765,0.04093770,-0.04093759,0.27388228,-0.27388180,0.10931760,-0.10931827,0.56187869,-0.56187822,0.64548566,-0.64548446,0.02822090,-0.02822090,1.39547630,-1.39547434
-5.44172086,2.20916236,-2.20915941,0.00441778,-0.00441779,0.03741127,-0.03741117,0.25857684,-0.25857637,0.10611650,-0.10611713,0.55113134,-0.55113091,0.62494102,-0.62493983,0.02735631,-0.02735631,1.35571224,-1.35571023
-5.43571786,2.13459767,-2.13459466,0.00444713,-0.00444714,0.03414030,-0.03414021,0.24416721,-0.24416674,0.10293527,-0.10293586,0.54108628,-0.54108588,0.60367503,-0.60367385,0.02644166,-0.02644166,1.31585833,-1.31585627
-5.42971486,2.06084673,-2.06084366,0.00445421,-0.00445422,0.03112864,-0.03112856,0.23067343,-0.23067298,0.09978180,-0.09978235,0.53177779,-0.53177743,0.58189357,-0.58189241,0.02548493,-0.02548493,1.27616358,-1.27616147
-5.42371186,1.98833058,-1.98832748,0.00443797,-0.00443798,0.02837649,-0.02837642,0.21809705,-0.21809661,0.09666621,-0.09666673,0.52324125,-0.52324092,0.55980480,-0.55980368,0.02449426,-0.02449425,1.23688003,-1.23687790
-5.41770885,1.91747214,-1.91746903,0.00439785,-0.00439786,0.02588122,-0.02588117,0.20642510,-0.20642467,0.09360159,-0.09360208,0.51551789,-0.51551760,0.53762016,-0.53761909,0.02347789,-0.02347788,1.19827037,-1.19826822
-5.41170585,1.84870745,-1.84870436,0.00433380,-0.00433381,0.02363809,-0.02363805,0.19563435,-0.19563394,0.09060449,-0.09060495,0.50865896,-0.50865872,0.51555500,-0.51555398,0.02244421,-0.02244419,1.16061436,-1.16061221
-5.40570285,1.78249465,-1.78249162,0.00424629,-0.00424630,0.02164097,-0.02164094,0.18569539,-0.18569500,0.08769531,-0.08769574,0.50272924,-0.50272904,0.49382874,-0.49382779,0.02140171,-0.02140169,1.12421375,-1.12421163
-5.39969985,1.71931981,-1.71931689,0.00413630,-0.00413632,0.01988302,-0.01988300,0.17657652,-0.17657615,0.08489841,-0.08489882,0.49780932,-0.49780917,0.47266435,-0.47266348,0.02035896,-0.02035894,1.08939496,-1.08939289
-5.39369685,1.65969899,-1.65969622,0.00400531,-0.00400533,0.01835732,-0.01835730,0.16824718,-0.16824683,0.08224204,-0.08224243,0.49399676,-0.49399668,0.45228693,-0.45228615,0.01932461,-0.01932458,1.05650922,-1.05650725
-5.38769385,1.60417609,-1.60417353,0.00385523,-0.00385524,0.01705729,-0.01705729,0.16068085,-0.16068052,0.07975798,-0.07975836,0.49140574,-0.49140572,0.43292144,-0.43292076,0.01830722,-0.01830720,1.02593006,-1.02592820
-5.38169085,1.55331657,-1.55331427,0.00368834,-0.00368835,0.01597717,-0.01597718,0.15385727,-0.15385696,0.07748103,-0.07748141,0.49016527,-0.49016533,0.41478962,-0.41478906,0.01731527,-0.01731525,0.99804794,-0.99804624
-5.37568784,1.50769713,-1.50769515,0.00350723,-0.00350724,0.01511221,-0.01511223,0.14776395,-0.14776367,0.07544822,-0.07544861,0.49041598,-0.49041614,0.39810605,-0.39810561,0.01635696,-0.01635693,0.97326248,-0.97326098
-5.36968484,1.46789192,-1.46789033,0.00331472,-0.00331473,0.01445883,-0.01445887,0.14239700,-0.14239674,0.07369790,-0.07369831,0.49230558,-0.49230584,0.38307371,-0.38307340,0.01544009,-0.01544007,0.95197239,-0.95197112
-5.36368184,1.43445598,-1.43445483,0.00311376,-0.00311378,0.01401466,-0.01401472,0.13776109,-0.13776088,0.07226862,-0.07226905,0.49598317,-0.49598355,0.36987907,-0.36987891,0.01457192,-0.01457190,0.93456368,-0.93456268
-5.35767884,1.40790665,-1.40790600,0.00290737,-0.00290738,0.01377846,-0.01377854,0.13386891,-0.13386874,0.07119800,-0.07119847,0.50159269,-0.50159319,0.35868715,-0.35868714,0.01375900,-0.01375898,0.92139675,-0.92139605
-5.35167584,1.38870413,-1.38870403,0.00269851,-0.00269852,0.01374996,-0.01375006,0.13073986,-0.13073973,0.07052151,-0.07052202,0.50926576,-0.50926640,0.34963657,-0.34963672,0.01300701,-0.01300699,0.91279291,-0.91279256
-5.34567284,1.37723196,-1.37723247,0.00249006,-0.00249007,0.01392957,-0.01392969,0.12839827,-0.12839818,0.07027124,-0.07027181,0.51911436,-0.51911515,0.34283508,-0.34283539,0.01232061,-0.01232059,0.90902113,-0.90902115
