energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.93396698,5.64660660,-5.64660616,0.86500873,-0.86500863,1.20844909,-1.20844904,1.31631016,-1.31630997,0.80917825,-0.80917812,0.07853309,-0.07853310,0.51311620,-0.51311614,0.07398192,-0.07398192,2.17725816,-2.17725805
-5.92796398,5.70512975,-5.70512930,0.88162376,-0.88162366,1.23033473,-1.23033467,1.32615381,-1.32615360,0.81798011,-0.81797999,0.07778591,-0.07778592,0.51822515,-0.51822509,0.07407036,-0.07407035,2.19301130,-2.19301118
-5.92196098,5.77425067,-5.77425021,0.89934117,-0.89934107,1.25515571,-1.25515565,1.34050772,-1.34050749,0.82725885,-0.82725873,0.07680563,-0.07680565,0.52325823,-0.52325817,0.07464100,-0.07464099,2.21409331,-2.21409319
-5.91595798,5.85139782,-5.85139738,0.91782302,-0.91782292,1.28201018,-1.28201012,1.35879427,-1.35879402,0.83674956,-0.83674944,0.07560655,-0.07560657,0.52811564,-0.52811559,0.07565250,-0.07565249,2.23953648,-2.23953635
-5.90995498,5.93369061,-5.93369018,0.93668121,-0.93668112,1.30992474,-1.30992467,1.38029708,-1.38029682,0.84617154,-0.84617143,0.07420580,-0.07420583,0.53267838,-0.53267834,0.07705546,-0.07705545,2.26823787,-2.26823774
-5.90395198,6.01802763,-6.01802724,0.95548692,-0.95548684,1.33788886,-1.33788880,1.40418509,-1.40418482,0.85523432,-0.85523422,0.07262286,-0.07262289,0.53681112,-0.53681108,0.07879336,-0.07879334,2.29899246,-2.29899233
-5.89794897,6.10118253,-6.10118218,0.97378167,-0.97378160,1.36489076,-1.36489071,1.42954075,-1.42954048,0.86364386,-0.86364378,0.07087888,-0.07087891,0.54036590,-0.54036587,0.08080363,-0.08080361,2.33052924,-2.33052913
-5.89194597,6.17990493,-6.17990462,0.99109000,-0.99108995,1.38995334,-1.38995330,1.45539161,-1.45539135,0.87110902,-0.87110894,0.06899605,-0.06899608,0.54318673,-0.54318671,0.08301887,-0.08301885,2.36154956,-2.36154947
-5.88594297,6.25102366,-6.25102342,1.00693330,-1.00693326,1.41216912,-1.41216909,1.48074416,-1.48074390,0.87734816,-0.87734810,0.06699694,-0.06699697,0.54511487,-0.54511486,0.08536819,-0.08536817,2.39076657,-2.39076650
-5.87993997,6.31154936,-6.31154919,1.02084447,-1.02084445,1.43073288,-1.43073287,1.50461874,-1.50461850,0.88209595,-0.88209589,0.06490391,-0.06490394,0.54599456,-0.54599456,0.08777866,-0.08777865,2.41694496,-2.41694491
-5.87393697,6.35877310,-6.35877302,1.03238297,-1.03238297,1.44497092,-1.44497092,1.52608429,-1.52608407,0.88511012,-0.88511008,0.06273853,-0.06273856,0.54567914,-0.54567915,0.09017691,-0.09017689,2.43893961,-2.43893959
-5.86793397,6.39035797,-6.39035798,1.04114973,-1.04114974,1.45436584,-1.45436586,1.54429150,-1.54429130,0.88617821,-0.88617818,0.06052116,-0.06052120,0.54403716,-0.54403718,0.09249077,-0.09249076,2.45573218,-2.45573220
-5.86193097,6.40442018,-6.40442028,1.04680127,-1.04680130,1.45857604,-1.45857609,1.55850311,-1.55850294,0.88512387,-0.88512386,0.05827062,-0.05827065,0.54095823,-0.54095825,0.09465101,-0.09465100,2.46646425,-2.46646431
-5.85592796,6.39959691,-6.39959711,1.04906267,-1.04906273,1.45744920,-1.45744926,1.56812016,-1.56812002,0.88181280,-0.88181279,0.05600398,-0.05600401,0.53635837,-0.53635840,0.09659305,-0.09659304,2.47046597,-2.47046606
-5.84992496,6.37509799,-6.37509830,1.04773861,-1.04773869,1.45102924,-1.45102933,1.57270301,-1.57270291,0.87615775,-0.87615776,0.05373651,-0.05373654,0.53018461,-0.53018465,0.09825861,-0.09825860,2.46727899,-2.46727913
-5.84392196,6.33073935,-6.33073978,1.04272214,-1.04272225,1.43955662,-1.43955672,1.57198633,-1.57198626,0.86812269,-0.86812271,0.05148179,-0.05148182,0.52241842,-0.52241847,0.09959727,-0.09959726,2.45667291,-2.45667309
-5.83791896,6.26695653,-6.26695706,1.03400065,-1.03400078,1.42346184,-1.42346196,1.56588730,-1.56588727,0.85772554,-0.85772557,0.04925183,-0.04925186,0.51307804,-0.51307811,0.10056788,-0.10056788,2.43865425,-2.43865447
-5.83191596,6.18479729,-6.18479792,1.02165874,-1.02165888,1.40335255,-1.40335269,1.55450680,-1.55450681,0.84503954,-0.84503959,0.04705744,-0.04705746,0.50221932,-0.50221939,0.10113969,-0.10113969,2.41346764,-2.41346790
-5.82591296,6.08589326,-6.08589398,1.00587775,-1.00587792,1.37999462,-1.37999477,1.53812333,-1.53812337,0.83019291,-0.83019297,0.04490850,-0.04490853,0.48993507,-0.48993515,0.10129321,-0.10129321,2.38158889,-2.38158919
-5.81990995,5.97241119,-5.97241201,0.98693198,-0.98693217,1.35428799,-1.35428814,1.51718010,-1.51718018,0.81336670,-0.81336677,0.04281446,-0.04281448,0.47635300,-0.47635309,0.10102078,-0.10102079,2.34370996,-2.34371030
-5.81390695,5.84698538,-5.84698627,0.96518142,-0.96518163,1.32723805,-1.32723822,1.49226573,-1.49226584,0.79479092,-0.79479100,0.04078461,-0.04078464,0.46163213,-0.46163222,0.10032672,-0.10032673,2.30071636,-2.30071673
-5.80790395,5.71263329,-5.71263424,0.94106148,-0.94106171,1.29992376,-1.29992393,1.46408937,-1.46408951,0.77473881,-0.77473890,0.03882858,-0.03882860,0.44595795,-0.44595805,0.09922714,-0.09922716,2.25365754,-2.25365794
-5.80190095,5.57265761,-5.57265862,0.91506988,-0.91507012,1.27346336,-1.27346353,1.43345141,-1.43345158,0.75351947,-0.75351958,0.03695654,-0.03695656,0.42953653,-0.42953663,0.09774933,-0.09774935,2.20371137,-2.20371180
-5.79589795,5.43053800,-5.43053905,0.88775125,-0.88775150,1.24897915,-1.24897931,1.40121100,-1.40121119,0.73146915,-0.73146927,0.03517950,-0.03517952,0.41258768,-0.41258778,0.09593079,-0.09593081,2.15214389,-2.15214433
-5.78989495,5.28981659,-5.28981765,0.85968001,-0.85968027,1.22756224,-1.22756239,1.36825171,-1.36825191,0.70894128,-0.70894139,0.03350938,-0.03350940,0.39533767,-0.39533778,0.09381792,-0.09381794,2.10026586,-2.10026632
-5.78389195,5.15398138,-5.15398245,0.83144218,-0.83144244,1.21023860,-1.21023874,1.33544694,-1.33544715,0.68629579,-0.68629591,0.03195904,-0.03195906,0.37801177,-0.37801187,0.09146439,-0.09146441,2.04938770,-2.04938816
-5.77788894,5.02635197,-5.02635302,0.80361678,-0.80361705,1.19793740,-1.19793753,1.30362640,-1.30362661,0.66388812,-0.66388825,0.03054212,-0.03054214,0.36082677,-0.36082688,0.08892929,-0.08892932,2.00077451,-2.00077497
-5.77188594,4.90997161,-4.90997264,0.77675764,-0.77675791,1.19146260,-1.19146271,1.27354513,-1.27354535,0.64205824,-0.64205837,0.02927280,-0.02927282,0.34398417,-0.34398428,0.08627513,-0.08627515,1.95560289,-1.95560333
-5.76588294,4.80750970,-4.80751069,0.75137621,-0.75137648,1.19146858,-1.19146867,1.24585631,-1.24585653,0.62112024,-0.62112036,0.02816543,-0.02816545,0.32766398,-0.32766408,0.08356566,-0.08356569,1.91492115,-1.91492158
-5.75987994,4.72117807,-4.72117900,0.72792606,-0.72792632,1.19844055,-1.19844062,1.22108885,-1.22108906,0.60135285,-0.60135297,0.02723407,-0.02723408,0.31201960,-0.31201969,0.08086381,-0.08086384,1.87961451,-1.87961492
-5.75387694,4.65266401,-4.65266488,0.70678963,-0.70678988,1.21268019,-1.21268023,1.19963063,-1.19963083,0.58299141,-0.58299153,0.02649191,-0.02649192,0.29717397,-0.29717406,0.07822960,-0.07822963,1.85037637,-1.85037675
-5.74787394,4.60308231,-4.60308311,0.68826776,-0.68826800,1.23429681,-1.23429683,1.18171801,-1.18171820,0.56622145,-0.56622156,0.02595072,-0.02595073,0.28321707,-0.28321715,0.07571824,-0.07571827,1.82768687,-1.82768722
-5.74187094,4.57294765,-4.57294837,0.67257222,-0.67257245,1.26320426,-1.26320426,1.16743169,-1.16743187,0.55117421,-0.55117431,0.02562021,-0.02562022,0.27020481,-0.27020489,0.07337847,-0.07337850,1.81179935,-1.81179967
-5.73586793,4.56216796,-4.56216860,0.65982154,-0.65982175,1.29912354,-1.29912352,1.15669908,-1.15669924,0.53792434,-0.53792442,0.02550742,-0.02550743,0.25815950,-0.25815957,0.07125111,-0.07125113,1.80273510,-1.80273540
-5.72986493,4.57005878,-4.57005934,0.65004023,-0.65004044,1.34159091,-1.34159087,1.14930270,-1.14930285,0.52648965,-0.52648973,0.02561617,-0.02561617,0.24707156,-0.24707162,0.06936802,-0.06936804,1.80028653,-1.80028678
-5.72386193,4.59537736,-4.59537785,0.64316131,-0.64316150,1.38997128,-1.38997122,1.14489420,-1.14489434,0.51683315,-0.51683322,0.02594657,-0.02594657,0.23690255,-0.23690260,0.06775135,-0.06775138,1.80402827,-1.80402850
-5.71785893,4.63637519,-4.63637560,0.63903190,-0.63903207,1.44347644,-1.44347637,1.14301310,-1.14301322,0.50886689,-0.50886694,0.02649462,-0.02649463,0.22758920,-0.22758925,0.06641322,-0.06641325,1.81333597,-1.81333616
-5.71185593,4.69086641,-4.69086675,0.63742171,-0.63742187,1.50118754,-1.50118745,1.14310927,-1.14310939,0.50245776,-0.50245781,0.02725198,-0.02725198,0.21904832,-0.21904836,0.06535571,-0.06535573,1.82741155,-1.82741171
-5.70585293,4.75630963,-4.75630991,0.63803396,-0.63803410,1.56208130,-1.56208121,1.14456826,-1.14456837,0.49743472,-0.49743475,0.02820577,-0.02820577,0.21118215,-0.21118219,0.06457123,-0.06457125,1.84531409,-1.84531422
-5.69984992,4.82989995,-4.82990017,0.64051821,-0.64051834,1.62505931,-1.62505921,1.14673808,-1.14673818,0.49359713,-0.49359716,0.02933870,-0.02933870,0.20388411,-0.20388415,0.06404327,-0.06404329,1.86599502,-1.86599513
-5.69384692,4.90866791,-4.90866809,0.64448473,-0.64448485,1.68897956,-1.68897945,1.14895648,-1.14895658,0.49072401,-0.49072403,0.03062919,-0.03062919,0.19704447,-0.19704450,0.06374736,-0.06374737,1.88833622,-1.88833631
-5.68784392,4.98958211,-4.98958225,0.64951972,-0.64951982,1.75268964,-1.75268954,1.15057763,-1.15057772,0.48858360,-0.48858361,0.03205172,-0.03205172,0.19055580,-0.19055582,0.06365232,-0.06365233,1.91118972,-1.91118980
-5.68184092,5.06965213,-5.06965224,0.65520087,-0.65520097,1.81506077,-1.81506067,1.15099703,-1.15099712,0.48694298,-0.48694299,0.03357741,-0.03357741,0.18431794,-0.18431796,0.06372171,-0.06372172,1.93341747,-1.93341753
-5.67583792,5.14602859,-5.14602869,0.66111281,-0.66111290,1.87502182,-1.87502173,1.14967406,-1.14967415,0.48557742,-0.48557741,0.03517457,-0.03517456,0.17824232,-0.17824234,0.06391537,-0.06391538,1.95392997,-1.95393002
-5.66983492,5.21609763,-5.21609771,0.66686175,-0.66686182,1.93159274,-1.93159265,1.14615123,-1.14615132,0.48427900,-0.48427899,0.03680952,-0.03680952,0.17225542,-0.17225544,0.06419106,-0.06419107,1.97172248,-1.97172252
-5.66383192,5.27756697,-5.27756705,0.67208900,-0.67208907,1.98391641,-1.98391633,1.14006974,-1.14006983,0.48286441,-0.48286440,0.03844746,-0.03844746,0.16630137,-0.16630138,0.06450608,-0.06450609,1.98590773,-1.98590777
-5.65782891,5.32854168,-5.32854176,0.67648298,-0.67648305,2.03128833,-2.03128826,1.13118103,-1.13118112,0.48118157,-0.48118155,0.04005334,-0.04005333,0.16034358,-0.16034360,0.06481887,-0.06481888,1.99574419,-1.99574423
-5.65182591,5.36758747,-5.36758755,0.67978922,-0.67978928,2.07318337,-2.07318332,1.11935410,-1.11935420,0.47911491,-0.47911489,0.04159284,-0.04159284,0.15436548,-0.15436549,0.06509049,-0.06509049,2.00065916,-2.00065921
-5.64582291,5.39378032,-5.39378041,0.68181823,-0.68181828,2.10927879,-2.10927875,1.10457869,-1.10457880,0.47658933,-0.47658931,0.04303334,-0.04303334,0.14837025,-0.14837026,0.06528593,-0.06528594,2.00026617,-2.00026622
-5.63981991,5.40674120,-5.40674130,0.68245099,-0.68245104,2.13947287,-2.13947284,1.08696442,-1.08696453,0.47357257,-0.47357254,0.04434477,-0.04434476,0.14237992,-0.14237993,0.06537529,-0.06537529,1.99437626,-1.99437631
-5.63381691,5.40665517,-5.40665527,0.68164197,-0.68164201,2.16389859,-2.16389857,1.06673621,-1.06673632,0.47007613,-0.47007610,0.04550045,-0.04550045,0.13643359,-0.13643360,0.06533460,-0.06533461,1.98300296,-1.98300302
-5.62781391,5.39427439,-5.39427450,0.67941956,-0.67941960,2.18293151,-2.18293150,1.04422631,-1.04422642,0.46615472,-0.46615469,0.04647782,-0.04647781,0.13058527,-0.13058528,0.06514658,-0.06514658,1.96636101,-1.96636106
-5.62181091,5.37090506,-5.37090516,0.67588406,-0.67588409,2.19719153,-2.19719153,1.01986346,-1.01986357,0.46190421,-0.46190417,0.04725897,-0.04725897,0.12490114,-0.12490115,0.06480092,-0.06480093,1.94485879,-1.94485885
-5.61580790,5.33837816,-5.33837826,0.67120320,-0.67120322,2.20753792,-2.20753792,0.99415946,-0.99415956,0.45745824,-0.45745820,0.04783107,-0.04783106,0.11945669,-0.11945670,0.06429446,-0.06429446,1.91908498,-1.91908504
-5.60980490,5.29900485,-5.29900493,0.66560539,-0.66560541,2.21505729,-2.21505729,0.96769381,-0.96769391,0.45298363,-0.45298358,0.04818656,-0.04818656,0.11433362,-0.11433362,0.06363097,-0.06363097,1.88978962,-1.88978967
-5.60380190,5.25551691,-5.25551696,0.65937099,-0.65937100,2.22104435,-2.22104434,0.94109677,-0.94109686,0.44867457,-0.44867452,0.04832322,-0.04832321,0.10961674,-0.10961675,0.06282077,-0.06282077,1.85786020,-1.85786025
-5.59779890,5.21099354,-5.21099356,0.65282176,-0.65282176,2.22697530,-2.22697529,0.91503129,-0.91503137,0.44474590,-0.44474584,0.04824396,-0.04824396,0.10539105,-0.10539105,0.06188002,-0.06188002,1.82429357,-1.82429361
-5.59179590,5.16877591,-5.16877589,0.64630884,-0.64630883,2.23447423,-2.23447421,0.89017435,-0.89017441,0.44142554,-0.44142547,0.04795654,-0.04795654,0.10173886,-0.10173886,0.06082987,-0.06082987,1.79016416,-1.79016418
-5.58579290,5.13237118,-5.13237110,0.64019974,-0.64019973,2.24527270,-2.24527266,0.86719794,-0.86719799,0.43894638,-0.43894630,0.04747303,-0.04747302,0.09873727,-0.09873726,0.05969540,-0.05969540,1.75658963,-1.75658964
-5.57978989,5.10534820,-5.10534805,0.63486459,-0.63486457,2.26116342,-2.26116335,0.84675030,-0.84675033,0.43753769,-0.43753760,0.04680916,-0.04680916,0.09645589,-0.09645588,0.05850442,-0.05850442,1.72469480,-1.72469479
-5.57378689,5.09122749,-5.09122727,0.63066219,-0.63066216,2.28394887,-2.28394877,0.82943762,-0.82943764,0.43741648,-0.43741639,0.04598362,-0.04598362,0.09495487,-0.09495486,0.05728623,-0.05728623,1.69557490,-1.69557487
-5.56778389,5.09336846,-5.09336816,0.62792631,-0.62792626,2.31538613,-2.31538600,0.81580674,-0.81580673,0.43877897,-0.43877887,0.04501721,-0.04501721,0.09428330,-0.09428329,0.05607032,-0.05607032,1.67025936,-1.67025930
-5.56178089,5.11485705,-5.11485666,0.62695265,-0.62695259,2.35712955,-2.35712938,0.80632910,-0.80632908,0.44179244,-0.44179232,0.04393201,-0.04393201,0.09447789,-0.09447787,0.05488508,-0.05488508,1.64967712,-1.64967703
-5.55577789,5.15839742,-5.15839693,0.62798705,-0.62798698,2.41067286,-2.41067265,0.80138658,-0.80138654,0.44658780,-0.44658767,0.04275050,-0.04275050,0.09556201,-0.09556199,0.05375658,-0.05375658,1.63462478,-1.63462467
-5.54977489,5.22621132,-5.22621074,0.63121520,-0.63121512,2.47729292,-2.47729266,0.80125932,-0.80125926,0.45325320,-0.45325306,0.04149481,-0.04149481,0.09754509,-0.09754507,0.05270752,-0.05270752,1.62573863,-1.62573849
-5.54377189,5.31994903,-5.31994835,0.63675446,-0.63675437,2.55799695,-2.55799665,0.80611623,-0.80611614,0.46182884,-0.46182870,0.04018598,-0.04018598,0.10042229,-0.10042226,0.05175628,-0.05175628,1.62347164,-1.62347147
-5.53776888,5.44061524,-5.44061448,0.64464792,-0.64464783,2.65347570,-2.65347535,0.81600824,-0.81600814,0.47230339,-0.47230323,0.03884332,-0.03884332,0.10417447,-0.10417444,0.05091619,-0.05091619,1.62807625,-1.62807606
-5.53176588,5.58851351,-5.58851265,0.65486118,-0.65486108,2.76406438,-2.76406399,0.83086498,-0.83086485,0.48461198,-0.48461182,0.03748396,-0.03748396,0.10876854,-0.10876851,0.05019505,-0.05019505,1.63959394,-1.63959373
-5.52576288,5.76321183,-5.76321089,0.66728182,-0.66728171,2.88971353,-2.88971309,0.85049473,-0.85049458,0.49863624,-0.49863607,0.03612250,-0.03612250,0.11415806,-0.11415802,0.04959486,-0.04959485,1.65785179,-1.65785155
-5.51975988,5.96353184,-5.96353083,0.68172177,-0.68172165,3.02997137,-3.02997089,0.87458815,-0.87458799,0.51420614,-0.51420597,0.03477080,-0.03477080,0.12028412,-0.12028408,0.04911180,-0.04911180,1.68246661,-1.68246636
-5.51375688,6.18756287,-6.18756180,0.69792250,-0.69792238,3.18397911,-3.18397859,0.90272565,-0.90272548,0.53110383,-0.53110365,0.03343799,-0.03343799,0.12707657,-0.12707653,0.04873655,-0.04873654,1.71285653,-1.71285627
-5.50775388,6.43270130,-6.43270017,0.71556284,-0.71556273,3.35047993,-3.35047938,0.93438832,-0.93438814,0.54906928,-0.54906909,0.03213051,-0.03213051,0.13445545,-0.13445541,0.04845468,-0.04845467,1.74825964,-1.74825937
-5.50175088,6.69571475,-6.69571359,0.73426920,-0.73426909,3.52784216,-3.52784159,0.96897219,-0.96897200,0.56780765,-0.56780746,0.03085237,-0.03085237,0.14233274,-0.14233269,0.04824742,-0.04824742,1.78775924,-1.78775897
-5.49574787,6.97282942,-6.97282825,0.75362776,-0.75362765,3.71409622,-3.71409563,1.00580555,-1.00580535,0.58699803,-0.58699784,0.02960547,-0.02960547,0.15061427,-0.15061423,0.04809252,-0.04809252,1.83031470,-1.83031443
-5.48974487,7.25983779,-7.25983662,0.77319817,-0.77319807,3.90698462,-3.90698402,1.04416848,-1.04416829,0.60630325,-0.60630306,0.02838998,-0.02838998,0.15920185,-0.15920180,0.04796525,-0.04796525,1.87479671,-1.87479645
-5.48374187,7.55222305,-7.55222190,0.79252830,-0.79252821,4.10402339,-4.10402280,1.08331428,-1.08331409,0.62538040,-0.62538022,0.02720482,-0.02720482,0.16799545,-0.16799540,0.04783954,-0.04783954,1.92002565,-1.92002540
-5.47773887,7.84529580,-7.84529469,0.81116926,-0.81116917,4.30257312,-4.30257254,1.12249168,-1.12249148,0.64389161,-0.64389143,0.02604809,-0.02604809,0.17689551,-0.17689546,0.04768912,-0.04768911,1.96481143,-1.96481120
-5.47173587,8.13433767,-8.13433661,0.82869023,-0.82869016,4.49991681,-4.49991624,1.16096714,-1.16096695,0.66151463,-0.66151447,0.02491755,-0.02491755,0.18580514,-0.18580510,0.04748864,-0.04748864,2.00799319,-2.00799298
-5.46573287,8.41474638,-8.41474539,0.84469243,-0.84469238,4.69334195,-4.69334141,1.19804631,-1.19804613,0.67795285,-0.67795268,0.02381101,-0.02381102,0.19463228,-0.19463224,0.04721484,-0.04721484,2.04847722,-2.04847704
-5.45972986,8.68217653,-8.68217561,0.85882161,-0.85882157,4.88022341,-4.88022290,1.23309372,-1.23309356,0.69294417,-0.69294401,0.02272673,-0.02272674,0.20329160,-0.20329155,0.04684747,-0.04684747,2.08527161,-2.08527145
-5.45372686,8.93267040,-8.93266957,0.87077865,-0.87077862,5.05810414,-5.05810368,1.26554985,-1.26554969,0.70626864,-0.70626850,0.02166368,-0.02166368,0.21170617,-0.21170612,0.04637019,-0.04637019,2.11751608,-2.11751596
-5.44772386,9.16277380,-9.16277307,0.88032774,-0.88032773,5.22477033,-5.22476991,1.29494490,-1.29494475,0.71775436,-0.71775423,0.02062175,-0.02062175,0.21980877,-0.21980873,0.04577124,-0.04577124,2.14450600,-2.14450590
-5.44172086,9.36963230,-9.36963168,0.88730204,-0.88730204,5.37831814,-5.37831777,1.32090877,-1.32090864,0.72728148,-0.72728136,0.01960190,-0.01960190,0.22754284,-0.22754280,0.04504392,-0.04504392,2.16570958,-2.16570952
-5.43571786,9.55106452,-9.55106401,0.89160633,-0.89160634,5.51720948,-5.51720917,1.34317674,-1.34317663,0.73478429,-0.73478419,0.01860617,-0.01860617,0.23486290,-0.23486287,0.04418689,-0.04418690,2.18077784,-2.18077781
-5.42971486,9.70560981,-9.70560941,0.89321703,-0.89321706,5.64031461,-5.64031436,1.36159078,-1.36159068,0.74025139,-0.74025129,0.01763766,-0.01763766,0.24173466,-0.24173463,0.04320423,-0.04320424,2.18954708,-2.18954709
-5.42371186,9.83254935,-9.83254906,0.89217936,-0.89217940,5.74694015,-5.74693996,1.37609657,-1.37609648,0.74372383,-0.74372374,0.01670039,-0.01670040,0.24813459,-0.24813455,0.04210529,-0.04210530,2.19203417,-2.19203420
-5.41770885,9.93190046,-9.93190027,0.88860208,-0.88860213,5.83684155,-5.83684142,1.38673657,-1.38673650,0.74529171,-0.74529163,0.01579917,-0.01579918,0.25404911,-0.25404908,0.04090434,-0.04090435,2.18842513,-2.18842518
-5.41170585,10.00438542,-10.00438532,0.88265013,-0.88265019,5.91021988,-5.91021980,1.39363961,-1.39363956,0.74508926,-0.74508919,0.01493935,-0.01493935,0.25947352,-0.25947349,0.03962007,-0.03962008,2.17905795,-2.17905803
-5.40570285,10.05137722,-10.05137722,0.87453559,-0.87453566,5.96770339,-5.96770336,1.39700770,-1.39700765,0.74328875,-0.74328869,0.01412659,-0.01412660,0.26441056,-0.26441054,0.03827493,-0.03827493,2.16440082,-2.16440093
-5.39969985,10.07482542,-10.07482549,0.86450758,-0.86450765,6.01031494,-6.01031497,1.39710089,-1.39710085,0.74009366,-0.74009361,0.01336665,-0.01336666,0.26886889,-0.26886887,0.03689430,-0.03689431,2.14502704,-2.14502715
-5.39369685,10.07716609,-10.07716622,0.85284155,-0.85284162,6.03942691,-6.03942698,1.39422123,-1.39422120,0.73573136,-0.73573131,0.01266510,-0.01266510,0.27286144,-0.27286141,0.03550569,-0.03550570,2.12158800,-2.12158813
-5.38769385,10.06122056,-10.06122074,0.83982865,-0.83982873,6.05670567,-6.05670577,1.38869656,-1.38869653,0.73044571,-0.73044566,0.01202708,-0.01202709,0.27640387,-0.27640385,0.03413776,-0.03413777,2.09478592,-2.09478606
-5.38169085,10.03008750,-10.03008773,0.82576565,-0.82576573,6.06404807,-6.06404819,1.38086515,-1.38086513,0.72448992,-0.72448988,0.01145715,-0.01145716,0.27951315,-0.27951313,0.03281940,-0.03281941,2.06534751,-2.06534766
-5.37568784,9.98703326,-9.98703351,0.81094595,-0.81094603,6.06351251,-6.06351265,1.37106212,-1.37106211,0.71811990,-0.71811986,0.01095905,-0.01095905,0.28220635,-0.28220634,0.03157885,-0.03157885,2.03399989,-2.03400003
-5.36968484,9.93538482,-9.93538508,0.79565200,-0.79565208,6.05724738,-6.05724752,1.35960807,-1.35960807,0.71158835,-0.71158831,0.01053558,-0.01053558,0.28449977,-0.28449976,0.03044277,-0.03044278,2.00144990,-2.00145005
-5.36368184,9.87842948,-9.87842973,0.78014959,-0.78014966,6.04741940,-6.04741954,1.34680071,-1.34680071,0.70513984,-0.70513981,0.01018852,-0.01018852,0.28640841,-0.28640840,0.02943552,-0.02943552,1.96836753,-1.96836767
-5.35767884,9.81932477,-9.81932501,0.76468399,-0.76468405,6.03614462,-6.03614476,1.33290949,-1.33290950,0.69900689,-0.69900684,0.00991849,-0.00991850,0.28794582,-0.28794581,0.02857838,-0.02857839,1.93537392,-1.93537406
-5.35167584,9.76102115,-9.76102136,0.74947814,-0.74947821,6.02542425,-6.02542437,1.31817365,-1.31817366,0.69340709,-0.69340704,0.00972502,-0.00972502,0.28912437,-0.28912436,0.02788906,-0.02788906,1.90303427,-1.90303439
-5.34567284,9.70619947,-9.70619965,0.73473283,-0.73473289,6.01708738,-6.01708748,1.30280322,-1.30280323,0.68854143,-0.68854138,0.00960641,-0.00960642,0.28995577,-0.28995576,0.02738115,-0.02738116,1.87185534,-1.87185546
