energy_ev,total_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.41170585,2.19324941,0.00294719,0.12758628,0.72290181,1.28850364,0.00274410,0.66916454,0.56715202,0.12507653
-5.40570285,2.24467951,0.00308569,0.13389211,0.75293823,1.29883896,0.00291979,0.69267778,0.60400617,0.13036121
-5.39969985,2.28958736,0.00322147,0.13992606,0.78111599,1.30424062,0.00310773,0.71476298,0.64046148,0.13543473
-5.39369685,2.32730200,0.00335153,0.14557911,0.80696988,1.30472224,0.00330449,0.73503838,0.67587559,0.14021114
-5.38769385,2.35726185,0.00347317,0.15074615,0.83005465,1.30039072,0.00350678,0.75313794,0.70960680,0.14460739
-5.38169085,2.37902732,0.00358410,0.15532860,0.84995544,1.29144333,0.00371146,0.76871910,0.74102952,0.14854520
-5.37568784,2.39229235,0.00368251,0.15923702,0.86629854,1.27816316,0.00391566,0.78147096,0.76955019,0.15195300
-5.36968484,2.39689449,0.00376714,0.16239372,0.87876193,1.26091314,0.00411685,0.79112251,0.79462313,0.15476788
-5.36368184,2.39282300,0.00383735,0.16473506,0.88708524,1.24012872,0.00431290,0.79745065,0.81576557,0.15693743
-5.35767884,2.38022429,0.00389310,0.16621349,0.89107875,1.21630918,0.00450212,0.80028763,0.83257142,0.15842143
-5.35167584,2.35940420,0.00393501,0.16679919,0.89063074,1.19000790,0.00468336,0.79952752,0.84472296,0.15919319
-5.34567284,2.33082643,0.00396428,0.16648123,0.88571312,1.16182122,0.00485598,0.79513137,0.85200014,0.15924071
-5.33966983,2.29510672,0.00398272,0.16526813,0.87638475,1.13237640,0.00501989,0.78713071,0.85428684,0.15856733
-5.33366683,2.25300244,0.00399260,0.16318790,0.86279235,1.10231834,0.00517553,0.77562919,0.85157392,0.15719196
-5.32766383,2.20539743,0.00399663,0.16028737,0.84516884,1.07229558,0.00532379,0.76080206,0.84395878,0.15514880
-5.32166083,2.15328233,0.00399778,0.15663106,0.82382908,1.04294535,0.00546600,0.74289354,0.83164152,0.15248669
-5.31565783,2.09773053,0.00399923,0.15229941,0.79916314,1.01487832,0.00560381,0.72221201,0.81491776,0.14926778
-5.30965483,2.03987062,0.00400417,0.14738654,0.77162735,0.98866313,0.00573908,0.69912315,0.79416835,0.14556595
-5.30365183,1.98085603,0.00401567,0.14199766,0.74173337,0.96481120,0.00587374,0.67404125,0.76984663,0.14146471
-5.29764882,1.92183292,0.00403657,0.13624617,0.71003575,0.94376228,0.00600970,0.64741903,0.74246355,0.13705483
-5.29164582,1.86390773,0.00406931,0.13025054,0.67711841,0.92587129,0.00614866,0.61973628,0.71257136,0.13243178
-5.28564282,1.80811540,0.00411580,0.12413123,0.64358053,0.91139706,0.00629197,0.59148782,0.68074658,0.12769299
-5.27963982,1.75538989,0.00417733,0.11800759,0.61002235,0.90049332,0.00644055,0.56317116,0.64757297,0.12293512
-5.27363682,1.70653798,0.00425452,0.11199493,0.57703136,0.89320270,0.00659473,0.53527432,0.61362502,0.11825142
-5.26763382,1.66221773,0.00434717,0.10620188,0.54516928,0.88945400,0.00675417,0.50826427,0.57945275,0.11372929
-5.26163082,1.62292235,0.00445433,0.10072807,0.51496020,0.88906310,0.00691782,0.48257627,0.54556823,0.10944804
-5.25562781,1.58897025,0.00457426,0.09566215,0.48688022,0.89173767,0.00708388,0.45860456,0.51243429,0.10547709
-5.24962481,1.56050151,0.00470446,0.09108031,0.46134874,0.89708571,0.00724985,0.43669451,0.48045566,0.10187449
-5.24362181,1.53748105,0.00484178,0.08704513,0.43872146,0.90462772,0.00741254,0.41713640,0.44997282,0.09868589
-5.23761881,1.51970788,0.00498249,0.08360493,0.41928536,0.91381215,0.00756816,0.40016099,0.42125840,0.09594397
-5.23161581,1.50683018,0.00512239,0.08079346,0.40325535,0.92403357,0.00771251,0.38593685,0.39451628,0.09366824
-5.22561281,1.49836512,0.00525702,0.07863004,0.39077268,0.93465296,0.00784107,0.37456926,0.36988294,0.09186533
-5.21960980,1.49372243,0.00538176,0.07711989,0.38190497,0.94501913,0.00794918,0.36610075,0.34743098,0.09052955
-5.21360680,1.49223050,0.00549201,0.07625485,0.37664756,0.95449063,0.00803228,0.36051297,0.32717430,0.08964384
-5.20760380,1.49316373,0.00558341,0.07601424,0.37492624,0.96245692,0.00808605,0.35772979,0.30907466,0.08918091
-5.20160080,1.49576978,0.00565193,0.07636588,0.37660094,0.96835816,0.00810662,0.35762131,0.29304913,0.08910458
-5.19559780,1.49929555,0.00569406,0.07726728,0.38147039,0.97170264,0.00809074,0.36000877,0.27897805,0.08937127
-5.18959480,1.50301076,0.00570695,0.07866690,0.38927753,0.97208112,0.00803592,0.36466995,0.26671310,0.08993148
-5.18359180,1.50622838,0.00568846,0.08050536,0.39971551,0.96917761,0.00794055,0.37134503,0.25608518,0.09073134
-5.17758879,1.50832115,0.00563731,0.08271684,0.41243426,0.96277609,0.00780400,0.37974278,0.24691182,0.09171406
-5.17158579,1.50873384,0.00555303,0.08523033,0.42704749,0.95276314,0.00762663,0.38954682,0.23900383,0.09282135
-5.16558279,1.50699124,0.00543604,0.08797098,0.44314000,0.93912647,0.00740980,0.40042203,0.23217116,0.09399468
-5.15957979,1.50270199,0.00528759,0.09086137,0.46027533,0.92194955,0.00715582,0.41202090,0.22622778,0.09517644
-5.15357679,1.49555854,0.00510969,0.09382285,0.47800365,0.90140292,0.00686788,0.42398988,0.22099565,0.09631097
-5.14757379,1.48533393,0.00490505,0.09677677,0.49586976,0.87773268,0.00654995,0.43597554,0.21630773,0.09734545
-5.14157079,1.47187607,0.00467695,0.09964578,0.51342122,0.85124688,0.00620658,0.44763070,0.21201014,0.09823067
-5.13556778,1.45510015,0.00442913,0.10235506,0.53021644,0.82230063,0.00584283,0.45862023,0.20796361,0.09892167
-5.12956478,1.43498013,0.00416564,0.10483354,0.54583262,0.79128069,0.00546401,0.46862678,0.20404426,0.09937830
-5.12356178,1.41153990,0.00389073,0.10701506,0.55987353,0.75859027,0.00507557,0.47735606,0.20014391,0.09956564
-5.11755878,1.38484487,0.00360866,0.10883952,0.57197674,0.72463485,0.00468291,0.48454182,0.19616994,0.09945438
-5.11155578,1.35499439,0.00332361,0.11025388,0.58182036,0.68980940,0.00429121,0.48995040,0.19204500,0.09902111
-5.10555278,1.32211547,0.00303957,0.11121314,0.58912908,0.65448761,0.00390531,0.49338470,0.18770642,0.09824851
-5.09954977,1.28635791,0.00276019,0.11168111,0.59367924,0.61901339,0.00352962,0.49468750,0.18310558,0.09712550
-5.09354677,1.24789100,0.00248877,0.11163110,0.59530289,0.58369473,0.00316795,0.49374409,0.17820726,0.09564730
-5.08754377,1.20690150,0.00222812,0.11104636,0.59389066,0.54879989,0.00282357,0.49048402,0.17298888,0.09381536
-5.08154077,1.16359296,0.00198060,0.10992041,0.58939333,0.51455595,0.00249904,0.48488198,0.16743982,0.09163733
-5.07553777,1.11818568,0.00174805,0.10825705,0.58182206,0.48114924,0.00219632,0.47695778,0.16156068,0.08912676
-5.06953477,1.07091737,0.00153181,0.10607025,0.57124721,0.44872749,0.00191671,0.46677521,0.15536255,0.08630289
-5.06353177,1.02204375,0.00133275,0.10338370,0.55779577,0.41740325,0.00166092,0.45444005,0.14886619,0.08319016
-5.05752876,0.97183899,0.00115128,0.10023028,0.54164753,0.38725818,0.00142912,0.44009707,0.14210119,0.07981776
-5.05152576,0.92059552,0.00098741,0.09665116,0.52303002,0.35834783,0.00122098,0.42392616,0.13510507,0.07621902
-5.04552276,0.86862307,0.00084081,0.09269487,0.50221240,0.33070659,0.00103577,0.40613774,0.12792221,0.07243075
-5.03951976,0.81624670,0.00071085,0.08841614,0.47949854,0.30435230,0.00087244,0.38696745,0.12060280,0.06849244
-5.03351676,0.76380387,0.00059668,0.08387462,0.45521948,0.27929065,0.00072965,0.36667047,0.11320164,0.06444553
-5.02751376,0.71164054,0.00049726,0.07913356,0.42972552,0.25551872,0.00060590,0.34551547,0.10577690,0.06033256
-5.02151076,0.66010640,0.00041144,0.07425849,0.40337825,0.23302798,0.00049956,0.32377855,0.09838884,0.05619633
-5.01550775,0.60954957,0.00033799,0.06931587,0.37654269,0.21180644,0.00040896,0.30173722,0.09109856,0.05207914
-5.00950475,0.56031091,0.00027567,0.06437183,0.34957992,0.19184011,0.00033242,0.27966475,0.08396674,0.04802200
-5.00350175,0.51271825,0.00022322,0.05949099,0.32284030,0.17311376,0.00026827,0.25782490,0.07705253,0.04406397
-4.99749875,0.46708093,0.00017946,0.05473551,0.29665752,0.15561114,0.00021497,0.23646737,0.07041242,0.04024157
-4.99149575,0.42368474,0.00014325,0.05016418,0.27134364,0.13931483,0.00017103,0.21582393,0.06409942,0.03658832
-4.98549275,0.38278773,0.00011352,0.04583173,0.24718515,0.12420573,0.00013511,0.19610533,0.05816226,0.03313432
-4.97948974,0.34461683,0.00008932,0.04178841,0.22444017,0.11026245,0.00010597,0.17749916,0.05264481,0.02990608
-4.97348674,0.30936557,0.00006978,0.03807960,0.20333669,0.09746065,0.00008253,0.16016847,0.04758572,0.02692634
-4.96748374,0.27719283,0.00005413,0.03474570,0.18407179,0.08577250,0.00006383,0.14425119,0.04301815,0.02421410
-4.96148074,0.24822261,0.00004170,0.03182210,0.16681178,0.07516628,0.00004902,0.12986036,0.03896975,0.02178468
-4.95547774,0.22254476,0.00003191,0.02933925,0.15169303,0.06560612,0.00003740,0.11708482,0.03546262,0.01964988
-4.94947474,0.20021647,0.00002426,0.02732286,0.13882333,0.05705212,0.00002836,0.10599049,0.03251352,0.01781826
-4.94347174,0.18126433,0.00001834,0.02579407,0.12828362,0.04946059,0.00002138,0.09662192,0.03013402,0.01629533
-4.93746873,0.16568677,0.00001380,0.02476962,0.12012983,0.04278456,0.00001606,0.08900403,0.02833073,0.01508387
-4.93146573,0.15345663,0.00001037,0.02426201,0.11439464,0.03697449,0.00001204,0.08314386,0.02710547,0.01418418
-4.92546273,0.14452373,0.00000782,0.02427957,0.11108909,0.03197912,0.00000906,0.07903225,0.02645545,0.01359431
-4.91945973,0.13881709,0.00000596,0.02482645,0.11020377,0.02774643,0.00000690,0.07664528,0.02637332,0.01331028
-4.91345673,0.13624691,0.00000466,0.02590245,0.11170958,0.02422470,0.00000539,0.07594544,0.02684720,0.01332616
-4.90745373,0.13670602,0.00000381,0.02750284,0.11555806,0.02136357,0.00000441,0.07688247,0.02786061,0.01363420
-4.90145073,0.14007085,0.00000334,0.02961797,0.12168116,0.01911507,0.00000386,0.07939386,0.02939228,0.01422480
-4.89544772,0.14620205,0.00000321,0.03223294,0.12999071,0.01743470,0.00000368,0.08340500,0.03141603,0.01508652
-4.88944472,0.15494459,0.00000339,0.03532706,0.14037743,0.01628238,0.00000385,0.08882919,0.03390049,0.01620594
-4.88344172,0.16612783,0.00000389,0.03887344,0.15270998,0.01562343,0.00000435,0.09556729,0.03680894,0.01756758
-4.87743872,0.17956533,0.00000471,0.04283857,0.16683382,0.01542938,0.00000518,0.10350750,0.04009918,0.01915382
-4.87143572,0.19505500,0.00000591,0.04718196,0.18257041,0.01567885,0.00000638,0.11252507,0.04372343,0.02094474
-4.86543272,0.21237940,0.00000753,0.05185597,0.19971676,0.01635830,0.00000800,0.12248224,0.04762849,0.02291811
-4.85942971,0.23130663,0.00000966,0.05680576,0.21804561,0.01746272,0.00001008,0.13322846,0.05175599,0.02504937
-4.85342671,0.25159195,0.00001240,0.06196954,0.23730630,0.01899630,0.00001271,0.14460107,0.05604287,0.02731175
-4.84742371,0.27298004,0.00001586,0.06727899,0.25722658,0.02097301,0.00001597,0.15642636,0.06042208,0.02967637
-4.84142071,0.29520819,0.00002019,0.07266003,0.27751542,0.02341704,0.00001997,0.16852135,0.06482348,0.03211262
-4.83541771,0.31801033,0.00002554,0.07803378,0.29786669,0.02636317,0.00002483,0.18069598,0.06917503,0.03458845
-4.82941471,0.34112176,0.00003211,0.08331791,0.31796403,0.02985691,0.00003067,0.19275592,0.07340407,0.03707093
-4.82341171,0.36428458,0.00004009,0.08842812,0.33748637,0.03395444,0.00003764,0.20450594,0.07743886,0.03952680
-4.81740870,0.38725341,0.00004972,0.09327985,0.35611438,0.03872221,0.00004587,0.21575364,0.08121011,0.04192313
-4.81140570,0.40980143,0.00006124,0.09779022,0.37353737,0.04423624,0.00005552,0.22631346,0.08465264,0.04422804
-4.80540270,0.43172604,0.00007490,0.10187998,0.38946049,0.05058093,0.00006673,0.23601086,0.08770704,0.04641139
-4.79939970,0.45285431,0.00009097,0.10547545,0.40361197,0.05784745,0.00007966,0.24468653,0.09032114,0.04844554
-4.79339670,0.47304735,0.00010973,0.10851053,0.41575007,0.06613157,0.00009444,0.25220032,0.09245140,0.05030601
-4.78739370,0.49220379,0.00013142,0.11092841,0.42566951,0.07553093,0.00011119,0.25843483,0.09406412,0.05197205
-4.78139070,0.51026177,0.00015630,0.11268318,0.43320695,0.08614185,0.00013002,0.26329844,0.09513626,0.05342717
-4.77538769,0.52719933,0.00018460,0.11374112,0.43824543,0.09805559,0.00015100,0.26672769,0.09565607,0.05465945
-4.76938469,0.54303322,0.00021649,0.11408165,0.44071753,0.11135419,0.00017418,0.26868876,0.09562332,0.05566175
-4.76338169,0.55781585,0.00025213,0.11369791,0.44060695,0.12610611,0.00019958,0.26917812,0.09504916,0.05643177
-4.75737869,0.57163071,0.00029157,0.11259689,0.43794861,0.14236158,0.00022716,0.26822223,0.09395571,0.05697185
-4.75137569,0.58458626,0.00033483,0.11079921,0.43282718,0.16014819,0.00025686,0.26587625,0.09237521,0.05728868
-4.74537269,0.59680868,0.00038183,0.10833845,0.42537405,0.17946660,0.00028855,0.26222187,0.09034902,0.05739287
-4.73936968,0.60843379,0.00043237,0.10526007,0.41576286,0.20028691,0.00032207,0.25736442,0.08792625,0.05729831
-4.73336668,0.61959861,0.00048619,0.10162006,0.40420395,0.22254573,0.00035721,0.25142912,0.08516226,0.05702150
-4.72736368,0.63043299,0.00054289,0.09748322,0.39093765,0.24614422,0.00039373,0.24455701,0.08211705,0.05658080
-4.72136068,0.64105183,0.00060197,0.09292133,0.37622702,0.27094747,0.00043136,0.23690035,0.07885357,0.05599562
-4.71535768,0.65154830,0.00066282,0.08801103,0.36035004,0.29678507,0.00046978,0.22861801,0.07543605,0.05528570
-4.70935468,0.66198848,0.00072474,0.08283180,0.34359188,0.32345333,0.00050868,0.21987079,0.07192841,0.05447034
-4.70335168,0.67240775,0.00078691,0.07746384,0.32623715,0.35071888,0.00054773,0.21081701,0.06839274,0.05356781
-4.69734867,0.68280912,0.00084847,0.07198605,0.30856283,0.37832372,0.00058662,0.20160848,0.06488805,0.05259482
-4.69134567,0.69316349,0.00090849,0.06647425,0.29083179,0.40599159,0.00062505,0.19238699,0.06146910,0.05156614
-4.68534267,0.70341202,0.00096599,0.06099949,0.27328721,0.43343535,0.00066275,0.18328139,0.05818554,0.05049435
-4.67933967,0.71347010,0.00102001,0.05562672,0.25614818,0.46036507,0.00069949,0.17440536,0.05508121,0.04938978
-4.67333667,0.72323286,0.00106960,0.05041369,0.23960623,0.48649652,0.00073510,0.16585594,0.05219371,0.04826055
-4.66733367,0.73258170,0.00111386,0.04541021,0.22382316,0.51155955,0.00076946,0.15771273,0.04955417,0.04711274
-4.66133067,0.74139140,0.00115196,0.04065763,0.20892991,0.53530592,0.00080250,0.15003773,0.04718715,0.04595067
-4.65532766,0.74953729,0.00118318,0.03618872,0.19502647,0.55751629,0.00083424,0.14287578,0.04511080,0.04477727
-4.64932466,0.75690199,0.00120693,0.03202776,0.18218278,0.57800579,0.00086472,0.13625555,0.04333705,0.04359447
-4.64332166,0.76338125,0.00122276,0.02819093,0.17044027,0.59662808,0.00089406,0.13019083,0.04187204,0.04240363
