energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.48974487,9.96741647,0.03034367,1.02312378,0.21329140,4.29340911,4.95401777,0.14239389,2.95273205
-5.48374187,9.64972202,0.02928792,0.97700761,0.19596490,4.12050019,4.79905037,0.13912101,2.87992061
-5.47773887,9.31469862,0.02812304,0.93196292,0.17923472,3.94295945,4.63615285,0.13547177,2.79818805
-5.47173587,8.96480379,0.02686534,0.88828425,0.16320769,3.76172271,4.46663934,0.13146787,2.70815195
-5.46573287,8.60262228,0.02553185,0.84620586,0.14797064,3.57774635,4.29185907,0.12713701,2.61056217
-5.45972986,8.23085919,0.02413993,0.80590368,0.13359129,3.39201546,4.11318998,0.12251306,2.50629638
-5.45372686,7.85232718,0.02270690,0.76749853,0.12011953,3.20554728,3.93203124,0.11763594,2.39635117
-5.44772386,7.46992817,0.02124969,0.73106043,0.10758900,3.01938958,3.74979495,0.11255136,2.28182921
-5.44172086,7.08663087,0.01978457,0.69661402,0.09601893,2.83461455,3.56789763,0.10731033,2.16392294
-5.43571786,6.70544520,0.01832685,0.66414480,0.08541601,2.65230853,3.38775185,0.10196856,2.04389572
-5.42971486,6.32939539,0.01689067,0.63360618,0.07577645,2.47355859,3.21075877,0.09658566,1.92306105
-5.42371186,5.96149307,0.01548883,0.60492699,0.06708796,2.29943709,3.03830167,0.09122432,1.80276116
-5.41770885,5.60471167,0.01413267,0.57801945,0.05933169,2.13098525,2.87174096,0.08594934,1.68434542
-5.41170585,5.26196319,0.01283199,0.55278714,0.05248408,1.96919688,2.71241059,0.08082674,1.56914974
-5.40570285,4.93607766,0.01159499,0.52913292,0.04651853,1.81500316,2.56161559,0.07592277,1.45847736
-5.39969985,4.62978566,0.01042835,0.50696632,0.04140694,1.66925943,2.42063048,0.07130302,1.35358164
-5.39369685,4.34570314,0.00933719,0.48621026,0.03712093,1.53273427,2.29069771,0.06703145,1.25565112
-5.38769385,4.08631800,0.00832522,0.46680670,0.03363297,1.40610146,2.17302549,0.06316960,1.16579682
-5.38169085,3.85397705,0.00739481,0.44872100,0.03091712,1.28993463,2.06878409,0.05977568,1.08504183
-5.37568784,3.65087215,0.00654710,0.43194480,0.02894959,1.18470456,1.97909961,0.05690379,1.01431284
-5.36968484,3.47902399,0.00578215,0.41649719,0.02770907,1.09077872,1.90504464,0.05460312,0.95443315
-5.36368184,3.34026232,0.00509908,0.40242407,0.02717680,1.00842267,1.84762494,0.05291714,0.90611687
-5.35767884,3.23620161,0.00449621,0.38979583,0.02733637,0.93780268,1.80776192,0.05188277,0.86996373
-5.35167584,3.16821154,0.00397121,0.37870316,0.02817346,0.87898916,1.78627083,0.05152964,0.84645407
-5.34567284,3.13738250,0.00352120,0.36925152,0.02967532,0.83196046,1.78383489,0.05187918,0.83594378
-5.33966983,3.14448650,0.00314292,0.36155417,0.03183020,0.79660654,1.80097625,0.05294386,0.83865884
-5.33366683,3.18993503,0.00283281,0.35572430,0.03462674,0.77273253,1.83802471,0.05472638,0.85468966
-5.32766383,3.27373570,0.00258712,0.35186669,0.03805331,0.76006197,1.89508585,0.05721894,0.88398514
-5.32166083,3.39545017,0.00240202,0.35006909,0.04209745,0.75823989,1.97201018,0.06040261,0.92634700
-5.31565783,3.55415645,0.00227364,0.35039403,0.04674539,0.76683598,2.06836550,0.06424680,0.98142482
-5.30965483,3.74841856,0.00219814,0.35287134,0.05198173,0.78534815,2.18341436,0.06870903,1.04871239
-5.30365183,3.97626710,0.00217179,0.35749184,0.05778929,0.81320694,2.31609884,0.07373478,1.12754620
-5.29764882,4.23519345,0.00219097,0.36420260,0.06414924,0.84978116,2.46503446,0.07925781,1.21710681
-5.29164582,4.52216055,0.00225224,0.37290391,0.07104136,0.89438508,2.62851488,0.08520067,1.31642378
-5.28564282,4.83363203,0.00235239,0.38344833,0.07844458,0.94628756,2.80452843,0.09147565,1.42438475
-5.27963982,5.16562099,0.00248841,0.39564183,0.08633773,1.00472312,2.99078725,0.09798607,1.53974920
-5.27363682,5.51375837,0.00265759,0.40924703,0.09470040,1.06890499,3.18476886,0.10462796,1.66116699
-5.26763382,5.87338002,0.00285751,0.42398835,0.10351391,1.13803982,3.38376958,0.11129210,1.78720159
-5.26163082,6.23963034,0.00308611,0.43955899,0.11276231,1.21134370,3.58496836,0.11786628,1.91635764
-5.25562781,6.60757913,0.00334173,0.45562938,0.12243325,1.28805877,3.78549891,0.12423793,2.04711213
-5.24962481,6.97234750,0.00362315,0.47185664,0.13251878,1.36746966,3.98252768,0.13029678,2.17794816
-5.24362181,7.32923772,0.00392965,0.48789479,0.14301578,1.44891884,4.17333437,0.13593765,2.30739001
-5.23761881,7.67386147,0.00426104,0.50340506,0.15392606,1.53181995,4.35539174,0.14106318,2.43403821
-5.23161581,8.00226065,0.00461778,0.51806599,0.16525610,1.61566812,4.52644105,0.14558638,2.55660280
-5.22561281,8.31101493,0.00500096,0.53158281,0.17701617,1.70004649,4.68455966,0.14943296,2.67393349
-5.21960980,8.59733081,0.00541234,0.54369557,0.18921906,1.78462815,4.82821759,0.15254323,2.78504494
-5.21360680,8.85910753,0.00585443,0.55418595,0.20187822,1.86917311,4.95632012,0.15487364,2.88913613
-5.20760380,9.09497643,0.00633043,0.56288218,0.21500545,1.95352012,5.06823439,0.15639769,2.98560246
-5.20160080,9.30431140,0.00684426,0.56966205,0.22860823,2.03757333,5.16379840,0.15710642,3.07404027
-5.19559780,9.48720977,0.00740047,0.57445393,0.24268667,2.12128453,5.24331189,0.15700818,3.15424307
-5.18959480,9.64444440,0.00800418,0.57723577,0.25723048,2.20463142,5.30750939,0.15612795,3.22618998
-5.18359180,9.77738910,0.00866095,0.57803223,0.27221579,2.28759333,5.35751662,0.15450604,3.29002683
-5.17758879,9.88792132,0.00937663,0.57691013,0.28760232,2.37012543,5.39479217,0.15219643,3.34604091
-5.17158579,9.97830678,0.01015715,0.57397259,0.30333090,2.45213323,5.42105735,0.14926460,3.39463080
-5.16558279,10.05107197,0.01100832,0.56935209,0.31932154,2.53344863,5.43821733,0.14578515,3.43627294
-5.15957979,10.10887088,0.01193552,0.56320286,0.33547232,2.61380941,5.44827745,0.14183926,3.47148678
-5.15357679,10.15435265,0.01294346,0.55569314,0.35165913,2.69284336,5.45325844,0.13751199,3.50080033
-5.14757379,10.19003658,0.01403584,0.54699752,0.36773635,2.77005845,5.45511446,0.13288974,3.52471814
-5.14157079,10.21820035,0.01521505,0.53728977,0.38353859,2.84483988,5.45565756,0.12805777,3.54369321
-5.13556778,10.24078664,0.01648185,0.52673654,0.39888345,2.91645462,5.45649169,0.12309802,3.55810444
-5.12956478,10.25933195,0.01783510,0.51549219,0.41357525,2.98406354,5.45895897,0.11808719,3.56824048
-5.12356178,10.27492016,0.01927146,0.50369474,0.42740949,3.04674084,5.46409984,0.11309520,3.57429081
-5.11755878,10.28816202,0.02078523,0.49146332,0.44017816,3.10350006,5.47262838,0.10818407,3.57634407
-5.11155578,10.29920001,0.02236814,0.47889687,0.45167535,3.15332546,5.48492293,0.10340718,3.57439350
-5.10555278,10.30773702,0.02400931,0.46607417,0.46170324,3.19520739,5.50103146,0.09880889,3.56834868
-5.09954977,10.31308571,0.02569527,0.45305504,0.47007794,3.22817978,5.52069041,0.09442453,3.55805260
-5.09354677,10.31423455,0.02740999,0.43988249,0.47663520,3.25135808,5.54335531,0.09028076,3.54330270
-5.08754377,10.30992604,0.02913516,0.42658562,0.48123552,3.26397552,5.56824054,0.08639609,3.52387424
-5.08154077,10.29874203,0.03085045,0.41318299,0.48376854,3.26541595,5.59436599,0.08278163,3.49954456
-5.07553777,10.27919108,0.03253391,0.39968619,0.48415659,3.25524168,5.62060766,0.07944203,3.47011663
-5.06953477,10.24979328,0.03416250,0.38610342,0.48235712,3.23321487,5.64574968,0.07637636,3.43544037
-5.06353177,10.20915836,0.03571260,0.37244279,0.47836405,3.19931146,5.66853544,0.07357914,3.39543076
-5.05752876,10.15605377,0.03716071,0.35871518,0.47220795,3.15372717,5.68771559,0.07104123,3.35008178
-5.05152576,10.08946056,0.03848412,0.34493652,0.46395506,3.09687531,5.70209149,0.06875073,3.29947558
-5.04552276,10.00861553,0.03966159,0.33112939,0.45370529,3.02937675,5.71055294,0.06669375,3.24378705
-5.03951976,9.91303967,0.04067410,0.31732393,0.44158923,2.95204273,5.71210967,0.06485510,3.18328361
-5.03351676,9.80255335,0.04150551,0.30355806,0.42776440,2.86585154,5.70591644,0.06321886,3.11832112
-5.02751376,9.67727987,0.04214318,0.28987697,0.41241090,2.77192038,5.69129217,0.06176888,3.04933640
-5.02151076,9.53763941,0.04257854,0.27633221,0.39572653,2.67147390,5.66773363,0.06048916,2.97683750
-5.01550775,9.38433562,0.04280751,0.26298015,0.37792184,2.56581090,5.63492476,0.05936424,2.90139260
-5.00950475,9.21833766,0.04283085,0.24988033,0.35921500,2.45627088,5.59274236,0.05837941,2.82361868
-5.00350175,9.04085974,0.04265433,0.23709343,0.33982690,2.34420166,5.54125928,0.05752106,2.74417069
-4.99749875,8.85334041,0.04228876,0.22467936,0.31997647,2.23092953,5.48074586,0.05677682,2.66373214
-4.99149575,8.65742314,0.04174991,0.21269529,0.29987648,2.11773277,5.41167019,0.05613582,2.58300738
-4.98549275,8.45493895,0.04105821,0.20119397,0.27972982,2.00581934,5.33469764,0.05558891,2.50271603
-4.97948974,8.24789166,0.04023832,0.19022220,0.25972633,1.89630909,5.25068963,0.05512876,2.42358935
-4.97348674,8.03844525,0.03931865,0.17981963,0.24004034,1.79022069,5.16070138,0.05475007,2.34636826
-4.96748374,7.82891259,0.03833062,0.17001793,0.22082874,1.68846307,5.06597826,0.05444968,2.27180265
-4.96148074,7.62174411,0.03730794,0.16084028,0.20222974,1.59183105,4.96794996,0.05422654,2.20065109
-4.95547774,7.41951507,0.03628577,0.15230116,0.18436219,1.50100458,4.86822163,0.05408178,2.13368036
-4.94947474,7.22490953,0.03529983,0.14440656,0.16732542,1.41655090,4.76856127,0.05401857,2.07166385
-4.94347174,7.04069964,0.03438555,0.13715431,0.15119963,1.33892911,4.67088244,0.05404191,2.01537832
-4.93746873,6.86971890,0.03357715,0.13053483,0.13604658,1.26849612,4.57722170,0.05415843,1.96559823
-4.93146573,6.71482828,0.03290685,0.12453189,0.12191075,1.20551371,4.48971031,0.05437599,1.92308741
-4.92546273,6.57887509,0.03240410,0.11912362,0.10882068,1.15015591,4.41054004,0.05470329,1.88858780
-4.91945973,6.46464444,0.03209492,0.11428360,0.09679055,1.10251634,4.34192315,0.05514942,1.86280544
-4.91345673,6.37480416,0.03200142,0.10998197,0.08582192,1.06261529,4.28604714,0.05572341,1.84639401
-4.90745373,6.31184444,0.03214135,0.10618653,0.07590548,1.03040637,4.24502495,0.05643376,1.83993661
-4.90145073,6.27801400,0.03252789,0.10286385,0.06702291,1.00578261,4.22084184,0.05728802,1.84392637
-4.89544772,6.27525480,0.03316956,0.09998030,0.05914860,0.98858216,4.21530029,0.05829249,1.85874715
-4.88944472,6.30513807,0.03407029,0.09750296,0.05225135,0.97859371,4.22996462,0.05945195,1.88465503
-4.88344172,6.36880388,0.03522967,0.09540045,0.04629592,0.97556170,4.26610700,0.06076955,1.92176188
-4.87743872,6.46690715,0.03664327,0.09364360,0.04124444,0.97919155,4.32465690,0.06224681,1.97002181
-4.87143572,6.59957235,0.03830311,0.09220593,0.03705753,0.98915491,4.40615583,0.06388378,2.02922150
-4.86543272,6.76635909,0.04019822,0.09106404,0.03369533,1.00509509,4.51071915,0.06567922,2.09897488
-4.85942971,6.96624040,0.04231522,0.09019774,0.03111818,1.02663250,4.63800682,0.06763102,2.17872278
-4.85342671,7.19759490,0.04463895,0.08959004,0.02928709,1.05337009,4.78720446,0.06973653,2.26773762
-4.84742371,7.45821370,0.04715305,0.08922698,0.02816398,1.08489859,4.95701603,0.07199299,2.36513296
-4.84142071,7.74532209,0.04984047,0.08909725,0.02771163,1.12080120,5.14566895,0.07439792,2.46987772
-4.83541771,8.05561577,0.05268391,0.08919166,0.02789343,1.16065759,5.35093223,0.07694939,2.58081428
-4.82941471,8.38531053,0.05566614,0.08950254,0.02867296,1.20404689,5.57014763,0.07964624,2.69667984
-4.82341171,8.73020413,0.05877013,0.09002291,0.03001333,1.25054943,5.80027339,0.08248805,2.81612994
-4.81740870,9.08574854,0.06197911,0.09074569,0.03187651,1.29974695,6.03793982,0.08547498,2.93776324
-4.81140570,9.44713031,0.06527638,0.09166281,0.03422253,1.35122149,6.27951533,0.08860735,3.06014660
-4.80540270,9.80935699,0.06864508,0.09276432,0.03700869,1.40455269,6.52118116,0.09188506,3.18183933
-4.79939970,10.16734690,0.07206775,0.09403761,0.04018882,1.45931388,6.75901284,0.09530677,3.30141599
-4.79339670,10.51602005,0.07552591,0.09546659,0.04371270,1.51506724,6.98906588,0.09886895,3.41748690
-4.78739370,10.85038779,0.07899951,0.09703116,0.04752563,1.57135843,7.20746314,0.10256483,3.52871607
-4.78139070,11.16563892,0.08246644,0.09870676,0.05156816,1.62771128,7.41048111,0.10638326,3.63383612
-4.77538769,11.45722060,0.08590215,0.10046411,0.05577622,1.68362304,7.59463253,0.11030772,3.73166037
-4.76938469,11.72091210,0.08927927,0.10226928,0.06008144,1.73856104,7.75674262,0.11431531,3.82109210
-4.76338169,11.95289035,0.09256753,0.10408394,0.06441178,1.79196100,7.89401652,0.11837610,3.90113144
-4.75737869,12.14978610,0.09573374,0.10586587,0.06869254,1.84322789,8.00409604,0.12245260,3.97088039
-4.75137569,12.30873014,0.09874215,0.10756978,0.07284754,1.89173942,8.08510389,0.12649974,4.02954640
-4.74537269,12.42738908,0.10155485,0.10914828,0.07680063,1.93685260,8.13567431,0.13046511,4.07644518
-4.73936968,12.50399076,0.10413263,0.11055313,0.08047737,1.97791326,8.15496946,0.13428973,4.11100329
-4.73336668,12.53733917,0.10643582,0.11173660,0.08380676,2.01426844,8.14268143,0.13790919,4.13276084
-4.72736368,12.52681951,0.10842549,0.11265291,0.08672309,2.04528134,8.09902030,0.14125520,4.14137467
-4.72136068,12.47239355,0.11006464,0.11325979,0.08916774,2.07034806,8.02468925,0.14425750,4.13662218
-4.71535768,12.37458620,0.11131954,0.11351989,0.09109081,2.08891560,7.92084811,0.14684610,4.11840574
-4.70935468,12.23446369,0.11216103,0.11340217,0.09245258,2.10050022,7.78906710,0.14895361,4.08675738
-4.70335168,12.05360438,0.11256576,0.11288314,0.09322465,2.10470515,7.63127282,0.15051778,4.04184361
-4.69734867,11.83406278,0.11251728,0.11194782,0.09339084,2.10123690,7.44968884,0.15148389,3.98396969
-4.69134567,11.57832775,0.11200694,0.11059044,0.09294756,2.08991906,7.24677304,0.15180709,3.91358277
-4.68534267,11.28927567,0.11103459,0.10881488,0.09190392,2.07070306,7.02515415,0.15145439,3.83127344
-4.67933967,10.97011949,0.10960889,0.10663471,0.09028133,2.04367509,6.78756948,0.15040638,3.73777493
-4.67333667,10.62435449,0.10774740,0.10407296,0.08811276,2.00905871,6.53680585,0.14865838,3.63395948
-4.66733367,10.25570167,0.10547633,0.10116149,0.08544161,1.96721307,6.27564530,0.14622118,3.52083150
-4.66133067,9.86804965,0.10282995,0.09794015,0.08232033,1.91862663,6.00681679,0.14312117,3.39951720
-4.65532766,9.46539595,0.09984979,0.09445560,0.07880867,1.86390652,5.73295477,0.13939991,3.27125061
-4.64932466,9.05178856,0.09658349,0.09075997,0.07497194,1.80376413,5.45656513,0.13511319,3.13735616
-4.64332166,8.63126850,0.09308353,0.08690932,0.07087902,1.73899732,5.17999858,0.13032950,2.99922801
-4.63731866,8.20781445,0.08940578,0.08296208,0.06660044,1.67047012,4.90543113,0.12512819,2.85830675
-4.63131566,7.78528980,0.08560798,0.07897742,0.06220651,1.59909069,4.63485125,0.11959713,2.71605398
-4.62531266,7.36739326,0.08174820,0.07501367,0.05776556,1.52578844,4.37005284,0.11383025,2.57392568
-4.61930965,6.95761330,0.07788328,0.07112685,0.05334237,1.45149118,4.11263305,0.10792480,2.43334510
-4.61330665,6.55918723,0.07406747,0.06736940,0.04899689,1.37710313,3.86399400,0.10197869,2.29567610
-4.60730365,6.17506518,0.07035109,0.06378902,0.04478309,1.30348465,3.62534730,0.09608780,2.16219788
-4.60130065,5.80787962,0.06677942,0.06042784,0.04074822,1.23143429,3.39772045,0.09034351,2.03408182
-4.59529765,5.45992051,0.06339183,0.05732179,0.03693226,1.16167373,3.18196424,0.08483039,1.91237122
-4.58929465,5.13311648,0.06022108,0.05450024,0.03336767,1.09483595,2.97876048,0.07962432,1.79796458
-4.58329165,4.82902213,0.05729286,0.05198592,0.03007937,1.03145704,2.78862958,0.07479084,1.69160277
-4.57728864,4.54881145,0.05462559,0.04979507,0.02708491,0.97197149,2.61193764,0.07038399,1.59386050
-4.57128564,4.29327755,0.05223042,0.04793784,0.02439489,0.91671112,2.44890300,0.06644550,1.50514218
-4.56528264,4.06283845,0.05011146,0.04641885,0.02201346,0.86590733,2.29960232,0.06300439,1.42568208
-4.55927964,3.85754889,0.04826615,0.04523792,0.01993894,0.81969645,2.16397646,0.06007697,1.35554873
-4.55327664,3.67711789,0.04668584,0.04439097,0.01816453,0.77812767,2.04183645,0.05766719,1.29465312
-4.54727364,3.52093188,0.04535645,0.04387088,0.01667906,0.74117324,1.93287014,0.05576730,1.24276040
-4.54127064,3.38808302,0.04425922,0.04366853,0.01546772,0.70874027,1.83664982,0.05435883,1.19950459
-4.53526763,3.27740226,0.04337154,0.04377369,0.01451285,0.68068371,1.75264136,0.05341372,1.16440567
-4.52926463,3.18749686,0.04266784,0.04417598,0.01379467,0.65681996,1.68021532,0.05289575,1.13688860
-4.52326163,3.11679173,0.04212040,0.04486568,0.01329195,0.63694052,1.61866022,0.05276202,1.11630374
-4.51725863,3.06357401,0.04170017,0.04583448,0.01298271,0.62082536,1.56719832,0.05296459,1.10194798
-4.51125563,3.02604045,0.04137763,0.04707611,0.01284486,0.60825559,1.52500374,0.05345214,1.09308628
-4.50525263,3.00234655,0.04112346,0.04858679,0.01285674,0.59902494,1.49122316,0.05417166,1.08897304
-4.49924962,2.99065702,0.04090920,0.05036561,0.01299770,0.59294999,1.46499846,0.05507017,1.08887281
-4.49324662,2.98919634,0.04070789,0.05241475,0.01324857,0.58987888,1.44549121,0.05609634,1.09208018
