energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-5.86793397,0.91473644,0.00102280,0.06935406,0.17708398,1.09838345,0.42417669,0.33408203,0.00000000
-5.86193097,0.91766766,0.00088824,0.06737624,0.17884507,1.12687037,0.42204849,0.33846708,0.00000000
-5.85592796,0.92832724,0.00077942,0.06620870,0.18090444,1.15612714,0.42545476,0.34419679,0.00000000
-5.84992496,0.94638150,0.00069529,0.06581830,0.18319995,1.18569471,0.43425739,0.35113506,0.00000000
-5.84392196,0.97146761,0.00063495,0.06616720,0.18567954,1.21515421,0.44828170,0.35915262,0.00000000
-5.83791896,1.00320807,0.00059772,0.06721443,0.18830201,1.24414036,0.46732334,0.36813213,0.00000000
-5.83191596,1.04122350,0.00058313,0.06891736,0.19103706,1.27235230,0.49115458,0.37797247,0.00000000
-5.82591296,1.08514327,0.00059099,0.07123292,0.19386485,1.29956143,0.51952989,0.38859203,0.00000000
-5.81990995,1.13461409,0.00062134,0.07411854,0.19677501,1.32561621,0.55219105,0.39993122,0.00000000
-5.81390695,1.18930660,0.00067447,0.07753297,0.19976536,1.35044386,0.58887157,0.41195384,0.00000000
-5.80790395,1.24891998,0.00075093,0.08143680,0.20284044,1.37404892,0.62930078,0.42464753,0.00000000
-5.80190095,1.31318472,0.00085142,0.08579291,0.20601003,1.39650894,0.67320754,0.43802325,0.00000000
-5.79589795,1.38186377,0.00097683,0.09056665,0.20928775,1.41796738,0.72032351,0.45211381,0.00000000
-5.78989495,1.45475202,0.00112817,0.09572597,0.21268988,1.43862401,0.77038627,0.46697147,0.00000000
-5.78389195,1.53167436,0.00130652,0.10124138,0.21623442,1.45872323,0.82314200,0.48266480,0.00000000
-5.77788894,1.61248228,0.00151294,0.10708585,0.21994060,1.47854054,0.87834779,0.49927478,0.00000000
-5.77188594,1.69704914,0.00174846,0.11323456,0.22382856,1.49836786,0.93577344,0.51689030,0.00000000
-5.76588294,1.78526417,0.00201402,0.11966465,0.22791947,1.51849799,0.99520261,0.53560316,0.00000000
-5.75987994,1.87702534,0.00231036,0.12635485,0.23223583,1.53920900,1.05643329,0.55550279,0.00000000
-5.75387694,1.97223112,0.00263802,0.13328506,0.23680190,1.56074900,1.11927731,0.57667075,0.00000000
-5.74787394,2.07077147,0.00299727,0.14043593,0.24164428,1.58332199,1.18355893,0.59917531,0.00000000
-5.74187094,2.17251816,0.00338811,0.14778833,0.24679233,1.60707549,1.24911248,0.62306623,0.00000000
-5.73586793,2.27731481,0.00381020,0.15532286,0.25227855,1.63209040,1.31577890,0.64836995,0.00000000
-5.72986493,2.38496697,0.00426286,0.16301934,0.25813863,1.65837371,1.38340145,0.67508547,0.00000000
-5.72386193,2.49523260,0.00474511,0.17085633,0.26441132,1.68585440,1.45182060,0.70318089,0.00000000
-5.71785893,2.60781349,0.00525567,0.17881062,0.27113785,1.71438291,1.52086836,0.73259102,0.00000000
-5.71185593,2.72234787,0.00579297,0.18685688,0.27836107,1.74373407,1.59036230,0.76321594,0.00000000
-5.70585293,2.83840486,0.00635523,0.19496725,0.28612434,1.77361373,1.66009960,0.79492076,0.00000000
-5.69984992,2.95548088,0.00694053,0.20311115,0.29446999,1.80366851,1.72985145,0.82753647,0.00000000
-5.69384692,3.07299861,0.00754680,0.21125508,0.30343779,1.83349851,1.79935818,0.86086194,0.00000000
-5.68784392,3.19030858,0.00817200,0.21936262,0.31306316,1.86267218,1.86832558,0.89466700,0.00000000
-5.68184092,3.30669367,0.00881411,0.22739451,0.32337552,1.89074288,1.93642258,0.92869646,0.00000000
-5.67583792,3.42137662,0.00947123,0.23530887,0.33439659,1.91726607,2.00328084,0.96267492,0.00000000
-5.66983492,3.53353043,0.01014166,0.24306159,0.34613908,1.94181668,2.06849630,0.99631236,0.00000000
-5.66383192,3.64229176,0.01082390,0.25060684,0.35860547,1.96400555,2.13163306,1.02931010,0.00000000
-5.65782891,3.74677695,0.01151676,0.25789766,0.37178724,1.98349444,2.19222955,1.06136721,0.00000000
-5.65182591,3.84610043,0.01221933,0.26488679,0.38566446,2.00000902,2.24980702,1.09218706,0.00000000
-5.64582291,3.93939523,0.01293098,0.27152754,0.40020567,2.01334926,2.30388033,1.12148390,0.00000000
-5.63981991,4.02583495,0.01365136,0.27777473,0.41536817,2.02339710,2.35397062,1.14898940,0.00000000
-5.63381691,4.10465672,0.01438036,0.28358579,0.43109861,2.03012108,2.39961968,1.17445889,0.00000000
-5.62781391,4.17518452,0.01511802,0.28892181,0.44733380,2.03357824,2.44040543,1.19767739,0.00000000
-5.62181091,4.23685205,0.01586445,0.29374872,0.46400163,2.03391312,2.47595811,1.21846513,0.00000000
-5.61580790,4.28922449,0.01661976,0.29803828,0.48102219,2.03135437,2.50597627,1.23668259,0.00000000
-5.60980490,4.33201827,0.01738394,0.30176915,0.49830873,2.02620922,2.53024227,1.25223498,0.00000000
-5.60380190,4.36511807,0.01815670,0.30492774,0.51576867,2.01885612,2.54863628,1.26507588,0.00000000
-5.59779890,4.38859034,0.01893743,0.30750896,0.53330445,2.00973592,2.56114818,1.27521016,0.00000000
-5.59179590,4.40269253,0.01972503,0.30951676,0.55081419,1.99934200,2.56788696,1.28269588,0.00000000
-5.58579290,4.40787756,0.02051783,0.31096438,0.56819229,1.98820949,2.56908676,1.28764515,0.00000000
-5.57978989,4.40479301,0.02131356,0.31187442,0.58532985,1.97690390,2.56510946,1.29022374,0.00000000
-5.57378689,4.39427479,0.02210923,0.31227855,0.60211501,1.96600920,2.55644341,1.29064951,0.00000000
-5.56778389,4.37733527,0.02290117,0.31221699,0.61843333,1.95611565,2.54369827,1.28918934,0.00000000
-5.56178089,4.35514596,0.02368504,0.31173770,0.63416825,1.94780728,2.52759604,1.28615481,0.00000000
-5.55577789,4.32901512,0.02445589,0.31089528,0.64920163,1.94164919,2.50895857,1.28189636,0.00000000
-5.54977489,4.30036092,0.02520824,0.30974971,0.66341462,1.93817478,2.48869181,1.27679619,0.00000000
-5.54377189,4.27068075,0.02593623,0.30836485,0.67668879,1.93787297,2.46776746,1.27125991,0.00000000
-5.53776888,4.24151770,0.02663379,0.30680682,0.68890756,1.94117564,2.44720246,1.26570713,0.00000000
-5.53176588,4.21442496,0.02729481,0.30514239,0.69995802,1.94844547,2.42803699,1.26056116,0.00000000
-5.52576288,4.19092926,0.02791337,0.30343717,0.70973299,1.95996456,2.41131154,1.25623821,0.00000000
-5.51975988,4.17249421,0.02848392,0.30175401,0.71813340,1.97592396,2.39804370,1.25313613,0.00000000
-5.51375688,4.16048443,0.02900149,0.30015138,0.72507076,1.99641474,2.38920501,1.25162331,0.00000000
-5.50775388,4.15613135,0.02946189,0.29868182,0.73046964,2.02142071,2.38569856,1.25202777,0.00000000
-5.50175088,4.16050130,0.02986184,0.29739066,0.73427007,2.05081331,2.38833738,1.25462695,0.00000000
-5.49574787,4.17446651,0.03019912,0.29631479,0.73642970,2.08434899,2.39782417,1.25963847,0.00000000
-5.48974487,4.19867953,0.03047259,0.29548163,0.73692547,2.12166917,2.41473232,1.26721208,0.00000000
-5.48374187,4.23355147,0.03068226,0.29490839,0.73575481,2.16230327,2.43948873,1.27742318,0.00000000
-5.47773887,4.27923441,0.03082922,0.29460138,0.73293624,2.20567453,2.47235823,1.29026801,0.00000000
-5.47173587,4.33560837,0.03091556,0.29455565,0.72850919,2.25110893,2.51343021,1.30566085,0.00000000
-5.46573287,4.40227307,0.03094424,0.29475479,0.72253322,2.29784687,2.56260746,1.32343320,0.00000000
-5.45972986,4.47854492,0.03091893,0.29517099,0.71508647,2.34505748,2.61959767,1.34333525,0.00000000
-5.45372686,4.56345964,0.03084377,0.29576529,0.70626348,2.39185515,2.68390811,1.36503952,0.00000000
-5.44772386,4.65578070,0.03072321,0.29648816,0.69617260,2.43731798,2.75484383,1.38814670,0.00000000
-5.44172086,4.75401418,0.03056175,0.29728023,0.68493282,2.48050753,2.83151011,1.41219371,0.00000000
-5.43571786,4.85643013,0.03036371,0.29807343,0.67267052,2.52048944,2.91281953,1.43666377,0.00000000
-5.42971486,4.96109076,0.03013314,0.29879234,0.65951601,2.55635434,2.99750434,1.46099825,0.00000000
-5.42371186,5.06588532,0.02987355,0.29935575,0.64560022,2.58723835,3.08413443,1.48461018,0.00000000
-5.41770885,5.16857166,0.02958791,0.29967864,0.63105151,2.61234278,3.17114110,1.50689889,0.00000000
-5.41170585,5.26682368,0.02927851,0.29967424,0.61599291,2.63095238,3.25684672,1.52726554,0.00000000
-5.40570285,5.35828410,0.02894700,0.29925635,0.60053965,2.64245159,3.33949990,1.54512903,0.00000000
-5.39969985,5.44062133,0.02859438,0.29834181,0.58479733,2.64633842,3.41731568,1.55994176,0.00000000
-5.39369685,5.51158882,0.02822113,0.29685293,0.56886048,2.64223560,3.48851970,1.57120475,0.00000000
-5.38769385,5.56908532,0.02782726,0.29472000,0.55281169,2.62989854,3.55139519,1.57848168,0.00000000
-5.38169085,5.61121396,0.02741245,0.29188359,0.53672129,2.60922010,3.60433130,1.58141111,0.00000000
-5.37568784,5.63633796,0.02697622,0.28829668,0.52064739,2.58023183,3.64587092,1.57971675,0.00000000
-5.36968484,5.64313086,0.02651803,0.28392647,0.50463637,2.54310191,3.67475621,1.57321505,0.00000000
-5.36368184,5.63061906,0.02603744,0.27875578,0.48872370,2.49812964,3.68996993,1.56182003,0.00000000
-5.35767884,5.59821490,0.02553421,0.27278400,0.47293499,2.44573689,3.69077063,1.54554512,0.00000000
-5.35167584,5.54573851,0.02500835,0.26602750,0.45728725,2.38645668,3.67672007,1.52450180,0.00000000
-5.34567284,5.47342742,0.02446021,0.25851956,0.44179021,2.32091933,3.64770148,1.49889535,0.00000000
-5.33966983,5.38193309,0.02389050,0.25030967,0.42644782,2.24983667,3.60392758,1.46901769,0.00000000
-5.33366683,5.27230444,0.02330024,0.24146236,0.41125966,2.17398492,3.54593770,1.43523767,0.00000000
-5.32766383,5.14595869,0.02269078,0.23205556,0.39622243,2.09418665,3.47458405,1.39798940,0.00000000
-5.32166083,5.00464070,0.02206369,0.22217854,0.38133135,2.01129269,3.39100734,1.35775892,0.00000000
-5.31565783,4.85037232,0.02142072,0.21192953,0.36658151,1.92616444,3.29660268,1.31506993,0.00000000
-5.30965483,4.68539384,0.02076370,0.20141318,0.35196918,1.83965722,3.19297726,1.27046918,0.00000000
-5.30365183,4.51209987,0.02009448,0.19073788,0.33749303,1.75260520,3.08190125,1.22451205,0.00000000
-5.29764882,4.33297232,0.01941488,0.18001315,0.32315522,1.66580844,2.96525415,1.17774899,0.00000000
-5.29164582,4.15051317,0.01872659,0.16934707,0.30896244,1.58002223,2.84496880,1.13071331,0.00000000
-5.28564282,3.96717962,0.01803120,0.15884404,0.29492672,1.49594917,2.72297521,1.08391071,0.00000000
-5.27963982,3.78532417,0.01733014,0.14860278,0.28106623,1.41423399,2.60114663,1.03781091,0.00000000
-5.27363682,3.60714170,0.01662472,0.13871469,0.26740578,1.33546103,2.48124984,0.99284153,0.00000000
-5.26763382,3.43462537,0.01591617,0.12926263,0.25397720,1.26015437,2.36490159,0.94938434,0.00000000
-5.26163082,3.26953249,0.01520566,0.12032010,0.24081947,1.18878022,2.25353268,0.90777380,0.00000000
-5.25562781,3.11336127,0.01449439,0.11195083,0.22797864,1.12175118,2.14836070,0.86829770,0.00000000
-5.24962481,2.96733844,0.01378367,0.10420871,0.21550746,1.05943190,2.05037231,0.83119962,0.00000000
-5.24362181,2.83241756,0.01307493,0.09713806,0.20346476,1.00214564,1.96031490,0.79668284,0.00000000
-5.23761881,2.70928707,0.01236988,0.09077413,0.19191461,0.95018106,1.87869774,0.76491536,0.00000000
-5.23161581,2.59838690,0.01167049,0.08514380,0.18092512,0.90379871,1.80580160,0.73603544,0.00000000
-5.22561281,2.49993199,0.01097906,0.08026636,0.17056711,0.86323672,1.74169604,0.71015731,0.00000000
-5.21960980,2.41394095,0.01029826,0.07615429,0.16091251,0.82871508,1.68626275,0.68737650,0.00000000
-5.21360680,2.34026775,0.00963110,0.07281401,0.15203258,0.80043821,1.63922360,0.66777453,0.00000000
-5.20760380,2.27863460,0.00898098,0.07024651,0.14399605,0.77859549,1.60017148,0.65142248,0.00000000
-5.20160080,2.22866403,0.00835157,0.06844782,0.13686715,0.76335964,1.56860226,0.63838327,0.00000000
-5.19559780,2.18990843,0.00774685,0.06740924,0.13070365,0.75488282,1.54394623,0.62871245,0.00000000
-5.18959480,2.16187568,0.00717099,0.06711742,0.12555503,0.75329063,1.52559738,0.62245749,0.00000000
-5.18359180,2.14404962,0.00662832,0.06755420,0.12146064,0.75867441,1.51293933,0.61965553,0.00000000
-5.17758879,2.13590483,0.00612320,0.06869628,0.11844827,0.77108193,1.50536673,0.62032978,0.00000000
-5.17158579,2.13691529,0.00565998,0.07051473,0.11653281,0.79050724,1.50230160,0.62448487,0.00000000
-5.16558279,2.14655704,0.00524290,0.07297447,0.11571536,0.81688019,1.50320419,0.63210128,0.00000000
-5.15957979,2.16430540,0.00487599,0.07603367,0.11598265,0.85005620,1.50757838,0.64312946,0.00000000
-5.15357679,2.18962771,0.00456300,0.07964326,0.11730694,0.88980701,1.51497202,0.65748383,0.00000000
-5.14757379,2.22197249,0.00430731,0.08374651,0.11964627,0.93581313,1.52497284,0.67503727,0.00000000
-5.14157079,2.26075669,0.00411183,0.08827887,0.12294517,0.98765847,1.53720089,0.69561642,0.00000000
-5.13556778,2.30535226,0.00397897,0.09316804,0.12713579,1.04482779,1.55129848,0.71899821,0.00000000
-5.12956478,2.35507366,0.00391051,0.09833435,0.13213931,1.10670731,1.56691895,0.74490799,0.00000000
-5.12356178,2.40916765,0.00390756,0.10369147,0.13786773,1.17258879,1.58371531,0.77301952,0.00000000
-5.11755878,2.46680658,0.00397046,0.10914753,0.14422582,1.24167719,1.60132997,0.80295692,0.00000000
-5.11155578,2.52708610,0.00409875,0.11460654,0.15111323,1.31310178,1.61938644,0.83429877,0.00000000
-5.10555278,2.58902800,0.00429107,0.11997011,0.15842663,1.38593052,1.63748389,0.86658419,0.00000000
-5.09954977,2.65158834,0.00454511,0.12513951,0.16606176,1.45918720,1.65519497,0.89932089,0.00000000
-5.09354677,2.71367076,0.00485758,0.13001788,0.17391540,1.53187092,1.67206720,0.93199472,0.00000000
-5.08754377,2.77414464,0.00522415,0.13451248,0.18188701,1.60297698,1.68762786,0.96408065,0.00000000
-5.08154077,2.83186710,0.00563946,0.13853713,0.18988016,1.67151861,1.70139215,0.99505442,0.00000000
-5.07553777,2.88570791,0.00609712,0.14201436,0.19780359,1.73654860,1.71287395,1.02440471,0.00000000
-5.06953477,2.93457600,0.00658974,0.14487747,0.20557186,1.79717985,1.72159864,1.05164509,0.00000000
-5.06353177,2.97744623,0.00710903,0.14707232,0.21310573,1.85260438,1.72711698,1.07632534,0.00000000
-5.05752876,3.01338500,0.00764586,0.14855865,0.22033208,1.90210961,1.72901924,1.09804171,0.00000000
-5.05152576,3.04157344,0.00819041,0.14931106,0.22718367,1.94509173,1.72694871,1.11644562,0.00000000
-5.04552276,3.06132713,0.00873238,0.14931942,0.23359860,1.98106534,1.72061366,1.13125057,0.00000000
-5.03951976,3.07211124,0.00926115,0.14858883,0.23951966,2.00966941,1.70979728,1.14223693,0.00000000
-5.03351676,3.07355072,0.00976603,0.14713901,0.24489362,2.03066915,1.69436476,1.14925457,0.00000000
-5.02751376,3.06543507,0.01023655,0.14500331,0.24967057,2.04395408,1.67426753,1.15222324,0.00000000
-5.02151076,3.04771774,0.01066265,0.14222719,0.25380341,2.04953258,1.64954424,1.15113086,0.00000000
-5.01550775,3.02051047,0.01103503,0.13886639,0.25724748,2.04752317,1.62031873,1.14602980,0.00000000
-5.00950475,2.98407303,0.01134536,0.13498488,0.25996051,2.03814330,1.58679514,1.13703163,0.00000000
-5.00350175,2.93879932,0.01158653,0.13065254,0.26190280,2.02169615,1.54925063,1.12430042,0.00000000
-4.99749875,2.88520044,0.01175289,0.12594287,0.26303772,1.99855620,1.50802606,1.10804516,0.00000000
-4.99149575,2.82388595,0.01184038,0.12093070,0.26333250,1.96915431,1.46351537,1.08851160,0.00000000
-4.98549275,2.75554414,0.01184666,0.11568997,0.26275916,1.93396297,1.41615412,1.06597393,0.00000000
-4.97948974,2.68092227,0.01177118,0.11029185,0.26129577,1.89348235,1.36640773,1.04072668,0.00000000
-4.97348674,2.60080763,0.01161519,0.10480300,0.25892767,1.84822766,1.31475997,1.01307704,0.00000000
-4.96748374,2.51600994,0.01138168,0.09928427,0.25564874,1.79871832,1.26170212,0.98333800,0.00000000
-4.96148074,2.42734576,0.01107524,0.09378969,0.25146260,1.74546902,1.20772308,0.95182236,0.00000000
-4.95547774,2.33562496,0.01070193,0.08836586,0.24638363,1.68898295,1.15330063,0.91883781,0.00000000
-4.94947474,2.24163965,0.01026907,0.08305168,0.24043772,1.62974716,1.09889401,0.88468299,0.00000000
-4.94347174,2.14615527,0.00978496,0.07787840,0.23366270,1.56822977,1.04493785,0.84964464,0.00000000
-4.93746873,2.04990382,0.00925863,0.07287005,0.22610842,1.50487899,0.99183734,0.81399560,0.00000000
-4.93146573,1.95357895,0.00869958,0.06804395,0.21783640,1.44012342,0.93996456,0.77799365,0.00000000
-4.92546273,1.85783253,0.00811744,0.06341157,0.20891913,1.37437340,0.88965594,0.74188096,0.00000000
-4.91945973,1.76327245,0.00752178,0.05897937,0.19943886,1.30802286,0.84121057,0.70588401,0.00000000
-4.91345673,1.67046128,0.00692181,0.05474980,0.18948620,1.24145147,0.79488932,0.67021377,0.00000000
-4.90745373,1.57991554,0.00632617,0.05072226,0.17915834,1.17502655,0.75091471,0.63506608,0.00000000
-4.90145073,1.49210539,0.00574277,0.04689400,0.16855700,1.10910464,0.70947120,0.60062206,0.00000000
-4.89544772,1.40745455,0.00517865,0.04326100,0.15778636,1.04403237,0.67070623,0.56704840,0.00000000
-4.88944472,1.32634051,0.00463991,0.03981863,0.14695087,0.98014662,0.63473161,0.53449766,0.00000000
-4.88344172,1.24909495,0.00413163,0.03656231,0.13615305,0.91777397,0.60162546,0.50310838,0.00000000
-4.87743872,1.17600446,0.00365789,0.03348791,0.12549152,0.85722936,0.57143466,0.47300513,0.00000000
-4.87143572,1.10731169,0.00322184,0.03059208,0.11505911,0.79881424,0.54417777,0.44429856,0.00000000
-4.86543272,1.04321703,0.00282570,0.02787244,0.10494131,0.74281441,0.51984840,0.41708545,0.00000000
-4.85942971,0.98388095,0.00247093,0.02532761,0.09521497,0.68949758,0.49841911,0.39144885,0.00000000
-4.85342671,0.92942705,0.00215830,0.02295725,0.08594737,0.63911112,0.47984562,0.36745852,0.00000000
-4.84742371,0.87994586,0.00188805,0.02076187,0.07719562,0.59188010,0.46407142,0.34517152,0.00000000
-4.84142071,0.83549945,0.00165999,0.01874276,0.06900644,0.54800582,0.45103248,0.32463316,0.00000000
-4.83541771,0.79612672,0.00147367,0.01690177,0.06141625,0.50766500,0.44066212,0.30587826,0.00000000
-4.82941471,0.76184914,0.00132850,0.01524113,0.05445157,0.47100971,0.43289579,0.28893279,0.00000000
-4.82341171,0.73267696,0.00122385,0.01376328,0.04812974,0.43816804,0.42767549,0.27381579,0.00000000
-4.81740870,0.70861551,0.00115913,0.01247071,0.04245973,0.40924556,0.42495395,0.26054153,0.00000000
-4.81140570,0.68967130,0.00113393,0.01136578,0.03744327,0.38432731,0.42469807,0.24912186,0.00000000
-4.80540270,0.67585769,0.00114801,0.01045065,0.03307594,0.36348025,0.42689170,0.23956859,0.00000000
-4.79939970,0.66719988,0.00120136,0.00972715,0.02934841,0.34675598,0.43153761,0.23189581,0.00000000
-4.79339670,0.66373875,0.00129422,0.00919668,0.02624756,0.33419345,0.43865837,0.22612202,0.00000000
-4.78739370,0.66553351,0.00142707,0.00886020,0.02375758,0.32582141,0.44829640,0.22227192,0.00000000
-4.78139070,0.67266274,0.00160055,0.00871811,0.02186102,0.32166035,0.46051281,0.22037764,0.00000000
-4.77538769,0.68522382,0.00181548,0.00877018,0.02053952,0.32172379,0.47538530,0.22047941,0.00000000
-4.76938469,0.70333041,0.00207272,0.00901549,0.01977451,0.32601854,0.49300500,0.22262549,0.00000000
-4.76338169,0.72710820,0.00237313,0.00945230,0.01954761,0.33454404,0.51347244,0.22687120,0.00000000
-4.75737869,0.75668863,0.00271746,0.01007791,0.01984085,0.34729041,0.53689264,0.23327710,0.00000000
-4.75137569,0.79220100,0.00310624,0.01088859,0.02063666,0.36423545,0.56336950,0.24190617,0.00000000
-4.74537269,0.83376278,0.00353968,0.01187930,0.02191766,0.38534042,0.59299965,0.25282012,0.00000000
-4.73936968,0.88146871,0.00401756,0.01304362,0.02366624,0.41054490,0.62586592,0.26607476,0.00000000
-4.73336668,0.93537865,0.00453910,0.01437351,0.02586404,0.43976078,0.66203056,0.28171462,0.00000000
-4.72736368,0.99550489,0.00510291,0.01585918,0.02849118,0.47286573,0.70152841,0.29976697,0.00000000
-4.72136068,1.06179907,0.00570688,0.01748887,0.03152559,0.50969640,0.74436032,0.32023541,0.00000000
-4.71535768,1.13413938,0.00634809,0.01924881,0.03494212,0.55004187,0.79048677,0.34309328,0.00000000
-4.70935468,1.21231851,0.00702279,0.02112307,0.03871179,0.59363749,0.83982215,0.36827735,0.00000000
-4.70335168,1.29603287,0.00772638,0.02309359,0.04280106,0.64015986,0.89222968,0.39568183,0.00000000
-4.69734867,1.38487369,0.00845339,0.02514019,0.04717126,0.68922310,0.94751717,0.42515335,0.00000000
-4.69134567,1.47832044,0.00919753,0.02724070,0.05177814,0.74037704,1.00543387,0.45648711,0.00000000
-4.68534267,1.57573716,0.00995172,0.02937121,0.05657167,0.79310755,1.06566843,0.48942455,0.00000000
-4.67933967,1.67637212,0.01070824,0.03150629,0.06149610,0.84683937,1.12784815,0.52365288,0.00000000
-4.67333667,1.77936095,0.01145881,0.03361943,0.06649031,0.90094164,1.19153959,0.55880672,0.00000000
-4.66733367,1.88373381,0.01219478,0.03568347,0.07148843,0.95473631,1.25625063,0.59447198,0.00000000
-4.66133067,1.98842635,0.01290727,0.03767114,0.07642075,1.00750919,1.32143403,0.63019208,0.00000000
-4.65532766,2.09229459,0.01358744,0.03955565,0.08121499,1.05852378,1.38649250,0.66547642,0.00000000
-4.64932466,2.19413342,0.01422666,0.04131134,0.08579774,1.10703725,1.45078534,0.69981100,0.00000000
-4.64332166,2.29269849,0.01481677,0.04291430,0.09009618,1.15231834,1.51363651,0.73267080,0.00000000
-4.63731866,2.38673065,0.01535034,0.04434304,0.09403985,1.19366647,1.57434420,0.76353369,0.00000000
-4.63131566,2.47498264,0.01582085,0.04557910,0.09756264,1.23043132,1.63219162,0.79189512,0.00000000
-4.62531266,2.55624693,0.01622295,0.04660760,0.10060466,1.26203225,1.68645906,0.81728318,0.00000000
-4.61930965,2.62938394,0.01655263,0.04741774,0.10311408,1.28797645,1.73643685,0.83927330,0.00000000
-4.61330665,2.69334966,0.01680738,0.04800316,0.10504876,1.30787518,1.78143905,0.85750201,0.00000000
-4.60730365,2.74722165,0.01698626,0.04836216,0.10637766,1.32145719,1.82081758,0.87167889,0.00000000
-4.60130065,2.79022245,0.01709004,0.04849781,0.10708193,1.32857859,1.85397634,0.88159639,0.00000000
-4.59529765,2.82173957,0.01712111,0.04841788,0.10715550,1.32922856,1.88038507,0.88713681,0.00000000
-4.58929465,2.84134108,0.01708345,0.04813458,0.10660542,1.32353052,1.89959239,0.88827607,0.00000000
-4.58329165,2.84878636,0.01698250,0.04766418,0.10545157,1.31173849,1.91123764,0.88508412,0.00000000
-4.57728864,2.84403136,0.01682501,0.04702650,0.10372604,1.29422867,1.91506104,0.87772183,0.00000000
-4.57128564,2.82722824,0.01661872,0.04624414,0.10147199,1.27148657,1.91091181,0.86643451,0.00000000
-4.56528264,2.79871932,0.01637216,0.04534175,0.09874220,1.24408995,1.89875379,0.85154223,0.00000000
-4.55927964,2.75902547,0.01609429,0.04434516,0.09559725,1.21268859,1.87866830,0.83342757,0.00000000
-4.55327664,2.70882961,0.01579415,0.04328043,0.09210345,1.17798142,1.85085399,0.81252112,0.00000000
-4.54727364,2.64895571,0.01548055,0.04217294,0.08833068,1.14069233,1.81562368,0.78928567,0.00000000
-4.54127064,2.58034434,0.01516172,0.04104655,0.08435009,1.10154549,1.77339806,0.76419956,0.00000000
-4.53526763,2.50402576,0.01484500,0.03992273,0.08023193,1.06124155,1.72469654,0.73774023,0.00000000
-4.52926463,2.42109144,0.01453655,0.03881993,0.07604347,1.02043550,1.67012546,0.71036851,0.00000000
-4.52326163,2.33266551,0.01424119,0.03775300,0.07184717,0.97971743,1.61036409,0.68251446,0.00000000
-4.51725863,2.23987689,0.01396222,0.03673280,0.06769911,0.93959683,1.54614896,0.65456536,0.00000000
-4.51125563,2.14383345,0.01370134,0.03576603,0.06364784,0.90049117,1.47825706,0.62685623,0.00000000
-4.50525263,2.04559894,0.01345864,0.03485520,0.05973352,0.86271898,1.40748862,0.59966332,0.00000000
-4.49924962,1.94617363,0.01323270,0.03399883,0.05598753,0.82649778,1.33465003,0.57320068,0.00000000
-4.49324662,1.84647903,0.01302074,0.03319180,0.05243241,0.79194661,1.26053761,0.54761974,0.00000000
