energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.84392196,1.02126556,0.00331818,0.02333560,0.22753324,0.18064156,0.03039386,0.59362505,0.16400422,0.01580636
-5.83791896,1.08011761,0.00381133,0.02465241,0.23697120,0.19381006,0.03232686,0.62739401,0.17161845,0.01682687
-5.83191596,1.14248182,0.00440803,0.02599156,0.24767192,0.20734541,0.03432925,0.66333903,0.17955442,0.01802124
-5.82591296,1.20772121,0.00511228,0.02733752,0.25944734,0.22117179,0.03638342,0.70108558,0.18767896,0.01938364
-5.81990995,1.27524749,0.00592753,0.02867661,0.27212141,0.23521891,0.03847326,0.74028633,0.19586902,0.02090885
-5.81390695,1.34452463,0.00685632,0.02999730,0.28553100,0.24942223,0.04058428,0.78062302,0.20401354,0.02259205
-5.80790395,1.41506812,0.00789996,0.03129041,0.29952565,0.26372252,0.04270357,0.82180567,0.21201456,0.02442847
-5.80190095,1.48644021,0.00905815,0.03254920,0.31396622,0.27806479,0.04481968,0.86356958,0.21978758,0.02641306
-5.79589795,1.55824133,0.01032871,0.03376941,0.32872277,0.29239655,0.04692242,0.90566998,0.22726116,0.02854009
-5.78989495,1.63009866,0.01170729,0.03494916,0.34367158,0.30666577,0.04900249,0.94787515,0.23437585,0.03080279
-5.78389195,1.70165256,0.01318715,0.03608879,0.35869189,0.32081838,0.05105111,0.98995828,0.24108254,0.03319299
-5.77788894,1.77254218,0.01475906,0.03719060,0.37366228,0.33479583,0.05305962,1.03168898,0.24734039,0.03570085
-5.77188594,1.84239136,0.01641118,0.03825858,0.38845745,0.34853266,0.05501902,1.07282497,0.25311454,0.03831463
-5.76588294,1.91079624,0.01812921,0.03929807,0.40294521,0.36195453,0.05691962,1.11310501,0.25837375,0.04102059
-5.75987994,1.97731576,0.01989649,0.04031540,0.41698446,0.37497679,0.05875073,1.15224347,0.26308816,0.04380301
-5.75387694,2.04146604,0.02169430,0.04131757,0.43042403,0.38750387,0.06050046,1.18992747,0.26722742,0.04664433
-5.74787394,2.10271950,0.02350224,0.04231192,0.44310281,0.39942959,0.06215566,1.22581677,0.27075932,0.04952542
-5.74187094,2.16050914,0.02529872,0.04330579,0.45485110,0.41063844,0.06370203,1.25954692,0.27364897,0.05242594
-5.73586793,2.21423796,0.02706148,0.04430635,0.46549339,0.42100795,0.06512430,1.29073547,0.27585873,0.05532482
-5.72986493,2.26329332,0.02876823,0.04532029,0.47485222,0.43041188,0.06640666,1.31899124,0.27734881,0.05820081
-5.72386193,2.30706531,0.03039726,0.04635365,0.48275325,0.43872427,0.06753320,1.34392595,0.27807862,0.06103303
-5.71785893,2.34496809,0.03192810,0.04741171,0.48903100,0.44582404,0.06848858,1.36516780,0.27800859,0.06380150
-5.71185593,2.37646280,0.03334208,0.04849874,0.49353507,0.45159983,0.06925859,1.38237586,0.27710257,0.06648770
-5.70585293,2.40108056,0.03462287,0.04961792,0.49613649,0.45595485,0.06983082,1.39525465,0.27533042,0.06907492
-5.69984992,2.41844375,0.03575692,0.05077117,0.49673368,0.45881142,0.07019531,1.40356768,0.27267078,0.07154854
-5.69384692,2.42828436,0.03673378,0.05195892,0.49525775,0.46011480,0.07034501,1.40714912,0.26911368,0.07389620
-5.68784392,2.43045777,0.03754629,0.05317998,0.49167667,0.45983614,0.07027623,1.40591282,0.26466285,0.07610769
-5.68184092,2.42495123,0.03819060,0.05443129,0.48599822,0.45797439,0.06998888,1.39985800,0.25933760,0.07817482
-5.67583792,2.41188631,0.03866613,0.05570770,0.47827127,0.45455686,0.06948652,1.38907124,0.25317410,0.08009103
-5.66983492,2.39151521,0.03897528,0.05700180,0.46858553,0.44963863,0.06877632,1.37372463,0.24622597,0.08185090
-5.66383192,2.36421127,0.03912313,0.05830376,0.45706958,0.44330068,0.06786873,1.35407025,0.23856412,0.08344966
-5.65782891,2.33045440,0.03911701,0.05960119,0.44388741,0.43564691,0.06677708,1.33043141,0.23027596,0.08488257
-5.65182591,2.29081260,0.03896597,0.06087921,0.42923369,0.42680039,0.06551706,1.30319120,0.22146393,0.08614438
-5.64582291,2.24592098,0.03868031,0.06212052,0.41332793,0.41689897,0.06410612,1.27277928,0.21224351,0.08722892
-5.63981991,2.19645974,0.03827104,0.06330571,0.39640799,0.40609051,0.06256275,1.23965778,0.20274088,0.08812875
-5.63381691,2.14313288,0.03774940,0.06441369,0.37872325,0.39452831,0.06090590,1.20430725,0.19309033,0.08883506
-5.62781391,2.08664900,0.03712645,0.06542232,0.36052785,0.38236666,0.05915439,1.16721355,0.18343161,0.08933777
-5.62181091,2.02770545,0.03641273,0.06630922,0.34207430,0.36975715,0.05732639,1.12885656,0.17390745,0.08962592
-5.61580790,1.96697692,0.03561809,0.06705267,0.32360782,0.35684566,0.05543908,1.08970124,0.16466123,0.08968821
-5.60980490,1.90510886,0.03475152,0.06763279,0.30536158,0.34377029,0.05350840,1.05019148,0.15583507,0.08951388
-5.60380190,1.84271612,0.03382117,0.06803265,0.28755308,0.33066029,0.05154903,1.01074697,0.14756831,0.08909369
-5.59779890,1.78038622,0.03283445,0.06823954,0.27038169,0.31763597,0.04957436,0.97176287,0.13999649,0.08842110
-5.59179590,1.71868698,0.03179824,0.06824618,0.25402740,0.30480939,0.04759681,0.93361217,0.13325073,0.08749352
-5.58579290,1.65817728,0.03071907,0.06805193,0.23865059,0.29228587,0.04562803,0.89665011,0.12745753,0.08631355
-5.57978989,1.59941990,0.02960348,0.06766379,0.22439289,0.28016594,0.04367936,0.86122016,0.12273892,0.08489021
-5.57378689,1.54299518,0.02845826,0.06709737,0.21137868,0.26854756,0.04176219,0.82766075,0.11921287,0.08323998
-5.56778389,1.48951410,0.02729078,0.06637751,0.19971731,0.25752842,0.03988841,0.79631214,0.11699380,0.08138778
-5.56178089,1.43962969,0.02610921,0.06553877,0.18950549,0.24720806,0.03807078,0.76752264,0.11619314,0.07936752
-5.55577789,1.39404567,0.02492269,0.06462559,0.18083000,0.23768953,0.03632324,0.74165374,0.11691987,0.07722260
-5.54977489,1.35352165,0.02374150,0.06369225,0.17377017,0.22908064,0.03466114,0.71908345,0.11928088,0.07500597
-5.54377189,1.31887419,0.02257705,0.06280248,0.16840032,0.22149445,0.03310134,0.70020786,0.12338117,0.07277995
-5.53776888,1.29097388,0.02144187,0.06202887,0.16479168,0.21504910,0.03166221,0.68544044,0.12932386,0.07061577
-5.53176588,1.27073814,0.02034943,0.06145205,0.16301406,0.20986703,0.03036348,0.67520939,0.13720992,0.06859280
-5.52576288,1.25912039,0.01931397,0.06115963,0.16313702,0.20607337,0.02922594,0.66995298,0.14713771,0.06679762
-5.51975988,1.25709594,0.01835020,0.06124499,0.16523056,0.20379397,0.02827112,0.67011326,0.15920241,0.06532280
-5.51375688,1.26564532,0.01747300,0.06180589,0.16936542,0.20315279,0.02752073,0.67612849,0.17349517,0.06426554
-5.50775388,1.28573566,0.01669704,0.06294296,0.17561300,0.20426912,0.02699616,0.68842448,0.19010225,0.06372619
-5.50175088,1.31830086,0.01603638,0.06475806,0.18404487,0.20725450,0.02671781,0.70740552,0.20910402,0.06380657
-5.49574787,1.36422095,0.01550413,0.06735252,0.19473198,0.21220956,0.02670444,0.73344483,0.23057391,0.06460830
-5.48974487,1.42430130,0.01511201,0.07082534,0.20774357,0.21922095,0.02697247,0.76687513,0.25457716,0.06623087
-5.48374187,1.49925173,0.01487003,0.07527113,0.22314566,0.22835830,0.02753527,0.80797920,0.28116956,0.06876983
-5.47773887,1.58966575,0.01478612,0.08077810,0.24099928,0.23967138,0.02840249,0.85698067,0.31039582,0.07231464
-5.47173587,1.69600010,0.01486588,0.08742583,0.26135828,0.25318737,0.02957945,0.91403506,0.34228777,0.07694666
-5.46573287,1.81855419,0.01511227,0.09528292,0.28426664,0.26890847,0.03106650,0.97922085,0.37686209,0.08273684
-5.45972986,1.95744981,0.01552546,0.10440463,0.30975534,0.28680957,0.03285857,1.05253073,0.41411766,0.08974351
-5.45372686,2.11261086,0.01610263,0.11483033,0.33783868,0.30683622,0.03494470,1.13386281,0.45403227,0.09800996
-5.44772386,2.28374330,0.01683792,0.12658104,0.36851009,0.32890282,0.03730778,1.22301194,0.49655898,0.10756208
-5.44172086,2.47031580,0.01772236,0.13965696,0.40173752,0.35289108,0.03992435,1.31966117,0.54162178,0.11840608
-5.43571786,2.67154164,0.01874392,0.15403518,0.43745839,0.37864876,0.04276457,1.42337362,0.58911102,0.13052620
-5.42971486,2.88636274,0.01988757,0.16966761,0.47557446,0.40598885,0.04579239,1.53358518,0.63887855,0.14388282
-5.42371186,3.11343699,0.02113549,0.18647935,0.51594675,0.43468926,0.04896585,1.64959856,0.69073291,0.15841077
-5.41770885,3.35113022,0.02246726,0.20436751,0.55839087,0.46449311,0.05223761,1.77057925,0.74443493,0.17401813
-5.41170585,3.59751439,0.02386019,0.22320077,0.60267305,0.49510987,0.05555567,1.89555434,0.79969396,0.19058572
-5.40570285,3.85037340,0.02528966,0.24281965,0.64850742,0.52621737,0.05886426,2.02341480,0.85616542,0.20796718
-5.39969985,4.10721809,0.02672964,0.26303773,0.69555482,0.55746485,0.06210496,2.15292204,0.91344978,0.22598992
-5.39369685,4.36531148,0.02815309,0.28364379,0.74342346,0.58847729,0.06521796,2.28271945,0.97109354,0.24445706
-5.38769385,4.62170511,0.02953261,0.30440500,0.79167200,0.61886075,0.06814345,2.41134939,1.02859254,0.26315017
-5.38169085,4.87328682,0.03084101,0.32507104,0.83981494,0.64820909,0.07082313,2.53727577,1.08539776,0.28183308
-5.37568784,5.11683938,0.03205192,0.34537920,0.88733075,0.67611170,0.07320174,2.65891227,1.14092366,0.30025658
-5.36968484,5.34910916,0.03314044,0.36506023,0.93367237,0.70216222,0.07522863,2.77465564,1.19455917,0.31816387
-5.36368184,5.56688292,0.03408378,0.38384484,0.97828018,0.72596804,0.07685918,2.88292338,1.24568091,0.33529673
-5.35767884,5.76707025,0.03486180,0.40147054,1.02059680,0.74716012,0.07805624,2.98219455,1.29366845,0.35140209
-5.35167584,5.94678870,0.03545757,0.41768863,1.06008329,0.76540299,0.07879121,3.07105224,1.33792081,0.36623887
-5.34567284,6.10344799,0.03585782,0.43227104,1.09623611,0.78040437,0.07904508,3.14822600,1.37787377,0.37958465
-5.33966983,6.23482964,0.03605327,0.44501661,1.12860396,0.79192396,0.07880902,3.21263231,1.41301707,0.39124212
-5.33366683,6.33915825,0.03603890,0.45575669,1.15680369,0.79978126,0.07808476,3.26341113,1.44291068,0.40104484
-5.32766383,6.41516086,0.03581404,0.46435970,1.18053442,0.80386163,0.07688467,3.29995675,1.46719944,0.40886206
-5.32166083,6.46211132,0.03538237,0.47073436,1.19958915,0.80412072,0.07523145,3.32194125,1.48562516,0.41460247
-5.31565783,6.47985728,0.03475179,0.47483165,1.21386307,0.80058674,0.07315754,3.32932928,1.49803573,0.41821667
-5.30965483,6.46882829,0.03393414,0.47664520,1.22335803,0.79336051,0.07070424,3.32238334,1.50439061,0.41969818
-5.30365183,6.43002440,0.03294484,0.47621019,1.22818299,0.78261344,0.06792066,3.30165902,1.50476260,0.41908295
-5.29764882,6.36498581,0.03180241,0.47360089,1.22855022,0.76858332,0.06486238,3.26799055,1.49933563,0.41644758
-5.29164582,6.27574498,0.03052794,0.46892689,1.22476745,0.75156823,0.06159008,3.22246715,1.48839892,0.41190605
-5.28564282,6.16476367,0.02914448,0.46232827,1.21722632,0.73191886,0.05816807,3.16640147,1.47233780,0.40560545
-5.27963982,6.03485799,0.02767643,0.45397006,1.20638783,0.71002960,0.05466283,3.10129150,1.45162170,0.39772062
-5.27363682,5.88911520,0.02614889,0.44403613,1.19276541,0.68632878,0.05114162,3.02877799,1.42679002,0.38844831
-5.26763382,5.73080612,0.02458708,0.43272297,1.17690662,0.66126845,0.04767122,2.95059924,1.39843659,0.37800082
-5.26163082,5.56329724,0.02301576,0.42023355,1.15937433,0.63531421,0.04431676,2.86854525,1.36719350,0.36659959
-5.25562781,5.38996596,0.02145870,0.40677163,1.14072840,0.60893526,0.04114080,2.78441330,1.33371504,0.35446908
-5.24962481,5.21412242,0.01993825,0.39253671,1.12150862,0.58259522,0.03820256,2.69996637,1.29866227,0.34183093
-5.24362181,5.03894013,0.01847501,0.37771975,1.10221971,0.55674367,0.03555728,2.61689595,1.26268886,0.32889891
-5.23761881,4.86739728,0.01708748,0.36249991,1.08331886,0.53180872,0.03325587,2.53678998,1.22642851,0.31587454
-5.23161581,4.70222942,0.01579195,0.34704211,1.06520619,0.50819065,0.03134452,2.46110636,1.19048399,0.30294367
-5.22561281,4.54589344,0.01460227,0.33149571,1.04821826,0.48625644,0.02986458,2.39115224,1.15541803,0.29027388
-5.21960980,4.40054218,0.01352991,0.31599390,1.03262453,0.46633530,0.02885233,2.32806848,1.12174582,0.27801280
-5.21360680,4.26800825,0.01258386,0.30065388,1.01862643,0.44871494,0.02833890,2.27281888,1.08992888,0.26628714
-5.20760380,4.14979522,0.01177076,0.28557762,1.00635878,0.43363844,0.02835009,2.22618310,1.06037013,0.25520250
-5.20160080,4.04707444,0.01109496,0.27085298,0.99589291,0.42130162,0.02890609,2.18875249,1.03340971,0.24484358
-5.19559780,3.96068545,0.01055862,0.25655501,0.98724097,0.41185080,0.03002126,2.16092797,1.00932147,0.23527488
-5.18959480,3.89113858,0.01016189,0.24274732,0.98036096,0.40538083,0.03170366,2.14291907,0.98830979,0.22654161
-5.18359180,3.83861843,0.00990301,0.22948336,0.97516191,0.40193344,0.03395463,2.13474380,0.97050674,0.21867072
-5.17758879,3.80298784,0.00977846,0.21680741,0.97150894,0.40149592,0.03676823,2.13622915,0.95596954,0.21167201
-5.17158579,3.78379219,0.00978315,0.20475540,0.96922792,0.40400034,0.04013072,2.14701221,0.94467860,0.20553918
-5.16558279,3.78026478,0.00991056,0.19335536,0.96810970,0.40932337,0.04402002,2.16654259,0.93653621,0.20025087
-5.15957979,3.79133436,0.01015288,0.18262762,0.96791386,0.41728703,0.04840529,2.19408664,0.93136646,0.19577163
-5.15357679,3.81563621,0.01050124,0.17258479,0.96837235,0.42766051,0.05324668,2.22873440,0.92891657,0.19205296
-5.14757379,3.85152850,0.01094584,0.16323162,0.96919303,0.44016335,0.05849522,2.26941035,0.92886012,0.18903434
-5.14157079,3.89711543,0.01147621,0.15456477,0.97006366,0.45447007,0.06409307,2.31488853,0.93080255,0.18664441
-5.13556778,3.95027851,0.01208139,0.14657270,0.97065650,0.47021650,0.06997401,2.36381313,0.93428897,0.18480235
-5.12956478,4.00871687,0.01275023,0.13923564,0.97063371,0.48700764,0.07606436,2.41472457,0.93881465,0.18341946
-5.12356178,4.06999672,0.01347162,0.13252585,0.96965399,0.50442716,0.08228418,2.46609129,0.94383789,0.18240108
-5.11755878,4.13160966,0.01423479,0.12640816,0.96738014,0.52204825,0.08854889,2.51634691,0.94879510,0.18164870
-5.11155578,4.19103840,0.01502963,0.12084077,0.96348769,0.53944556,0.09477116,2.56393159,0.95311770,0.18106240
-5.10555278,4.24582796,0.01584695,0.11577647,0.95767437,0.55620781,0.10086305,2.60733655,0.95625015,0.18054339
-5.09954977,4.29365970,0.01667880,0.11116405,0.94966988,0.57195062,0.10673841,2.64514995,0.95766843,0.17999677
-5.09354677,4.33242489,0.01751870,0.10695000,0.93924565,0.58632894,0.11231526,2.67610201,0.95689815,0.17933421
-5.08754377,4.36029455,0.01836190,0.10308032,0.92622398,0.59904869,0.11751821,2.69910749,0.95353148,0.17847651
-5.08154077,4.37578185,0.01920554,0.09950243,0.91048609,0.60987685,0.12228073,2.71330313,0.94724190,0.17735597
-5.07553777,4.37779375,0.02004875,0.09616705,0.89197838,0.61864962,0.12654711,2.71807818,0.93779625,0.17591833
-5.06953477,4.36566910,0.02089273,0.09302982,0.87071663,0.62527818,0.13027417,2.71309623,0.92506327,0.17412428
-5.06353177,4.33920081,0.02174064,0.09005285,0.84678759,0.62975170,0.13343240,2.69830701,0.90901829,0.17195031
-5.05752876,4.29864060,0.02259753,0.08720584,0.82034792,0.63213745,0.13600667,2.67394740,0.88974372,0.16938908
-5.05152576,4.24468597,0.02347009,0.08446684,0.79162031,0.63257785,0.13799632,2.64053135,0.86742542,0.16644899
-5.04552276,4.17844958,0.02436638,0.08182263,0.76088697,0.63128467,0.13941475,2.59882904,0.84234513,0.16315330
-5.03951976,4.10141260,0.02529543,0.07926867,0.72848066,0.62853046,0.14028837,2.54983636,0.81486928,0.15953851
-5.03351676,4.01536419,0.02626679,0.07680860,0.69477385,0.62463777,0.14065514,2.49473596,0.78543487,0.15565239
-5.02751376,3.92233002,0.02729008,0.07445338,0.66016639,0.61996635,0.14056261,2.43485189,0.75453308,0.15155155
-5.02151076,3.82449330,0.02837444,0.07222013,0.62507235,0.61489916,0.14006566,2.37159993,0.72269150,0.14729885
-5.01550775,3.72411223,0.02952798,0.07013068,0.58990676,0.60982762,0.13922404,2.30643607,0.69045578,0.14296064
-5.00950475,3.62343752,0.03075727,0.06820998,0.55507274,0.60513678,0.13809976,2.24080542,0.65837166,0.13860409
-5.00350175,3.52463398,0.03206682,0.06648438,0.52094974,0.60119103,0.13675453,2.17609398,0.62696810,0.13429470
-4.99749875,3.42970934,0.03345860,0.06498000,0.48788330,0.59832093,0.13524737,2.11358515,0.59674227,0.13009411
-4.99149575,3.34045349,0.03493166,0.06372111,0.45617689,0.59681177,0.13363242,2.05442306,0.56814711,0.12605830
-4.98549275,3.25839028,0.03648177,0.06272870,0.42608585,0.59689410,0.13195707,1.99958376,0.54158168,0.12223627
-4.97948974,3.18474357,0.03810125,0.06201936,0.39781386,0.59873684,0.13026055,1.94985541,0.51738481,0.11866924
-4.97348674,3.12041842,0.03977880,0.06160436,0.37151178,0.60244303,0.12857289,1.90582790,0.49583203,0.11539039
-4.96748374,3.06599757,0.04149952,0.06148911,0.34727877,0.60804839,0.12691435,1.86789184,0.47713582,0.11242508
-4.96148074,3.02175274,0.04324503,0.06167296,0.32516559,0.61552273,0.12529538,1.83624667,0.46144893,0.10979161
-4.95547774,2.98766957,0.04499374,0.06214937,0.30517966,0.62477420,0.12371690,1.81091704,0.44887046,0.10750232
-4.94947474,2.96348453,0.04672123,0.06290637,0.28729161,0.63565597,0.12217107,1.79177636,0.43945434,0.10556509
-4.94347174,2.94873182,0.04840072,0.06392741,0.27144289,0.64797524,0.12064231,1.77857625,0.43321961,0.10398505
-4.93746873,2.94279768,0.05000373,0.06519237,0.25755411,0.66150415,0.11910869,1.77098043,0.43016191,0.10276647
-4.93146573,2.94497968,0.05150077,0.06667888,0.24553364,0.67599207,0.11754342,1.76860124,0.43026573,0.10191468
-4.92546273,2.95454807,0.05286214,0.06836364,0.23528614,0.69117879,0.11591655,1.77103735,0.43351651,0.10143790
-4.91945973,2.97080653,0.05405877,0.07022389,0.22672066,0.70680803,0.11419668,1.77791080,0.43991231,0.10134905
-4.91345673,2.99314951,0.05506308,0.07223883,0.21975814,0.72264077,0.11235265,1.78890181,0.44947413,0.10166715
-4.90745373,3.02111368,0.05584987,0.07439086,0.21433780,0.73846755,0.11035515,1.80377978,0.46225456,0.10241859
-4.90145073,3.05442105,0.05639711,0.07666668,0.21042253,0.75411949,0.10817822,1.82242925,0.47834417,0.10363786
-4.89544772,3.09301174,0.05668673,0.07905806,0.20800288,0.76947719,0.10580055,1.84486927,0.49787524,0.10536794
-4.88944472,3.13706474,0.05670520,0.08156233,0.20709969,0.78447725,0.10320646,1.87126565,0.52102257,0.10766023
-4.88344172,3.18700533,0.05644414,0.08418241,0.20776517,0.79911589,0.10038676,1.90193490,0.54800111,0.11057391
-4.87743872,3.24349850,0.05590056,0.08692649,0.21008253,0.81344947,0.09733921,1.93733978,0.57906031,0.11417484
-4.87143572,3.30742815,0.05507711,0.08980722,0.21416400,0.82759187,0.09406874,1.97807617,0.61447542,0.11853398
-4.86543272,3.37986243,0.05398203,0.09284058,0.22014740,0.84170858,0.09058738,2.02485150,0.65453566,0.12372534
-4.85942971,3.46200626,0.05262897,0.09604430,0.22819127,0.85600787,0.08691384,2.07845545,0.69952983,0.12982348
-4.85342671,3.55514264,0.05103656,0.09943609,0.23846867,0.87072928,0.08307296,2.13972363,0.74972973,0.13690069
-4.84742371,3.66056485,0.04922788,0.10303155,0.25115983,0.88612992,0.07909479,2.20949577,0.80537202,0.14502389
-4.84142071,3.77950229,0.04722974,0.10684211,0.26644373,0.90246938,0.07501359,2.28856974,0.86663914,0.15425140
-4.83541771,3.91304291,0.04507190,0.11087293,0.28448899,0.91999363,0.07086668,2.37765337,0.93364025,0.16462958
-4.82941471,4.06205566,0.04278611,0.11512094,0.30544418,0.93891903,0.06669312,2.47731597,1.00639284,0.17618962
-4.82341171,4.22711629,0.04040525,0.11957320,0.32942790,0.95941705,0.06253248,2.58794164,1.08480602,0.18894443
-4.81740870,4.40844012,0.03796234,0.12420563,0.35651901,0.98160051,0.05842356,2.70968643,1.16866619,0.20288591
-4.81140570,4.60582483,0.03548969,0.12898228,0.38674730,1.00551206,0.05440321,2.84244141,1.25762599,0.21798264
-4.80540270,4.81860636,0.03301804,0.13385510,0.42008499,1.03111553,0.05050525,2.98580334,1.35119708,0.23417813
-4.79939970,5.04563016,0.03057590,0.13876440,0.45643939,1.05829049,0.04675961,3.13905461,1.44874736,0.25138966
-4.79339670,5.28523973,0.02818891,0.14363991,0.49564720,1.08683052,0.04319160,3.30115350,1.54950293,0.26950797
-4.78739370,5.53528348,0.02587942,0.14840253,0.53747062,1.11644506,0.03982142,3.47073579,1.65255505,0.28839754
-4.78139070,5.79314019,0.02366621,0.15296655,0.58159571,1.14676496,0.03666392,3.64612773,1.75687193,0.30789791
-4.77538769,6.05576276,0.02156431,0.15724243,0.62763317,1.17735145,0.03372851,3.82537060,1.86131530,0.32782561
-4.76938469,6.31973892,0.01958504,0.16114000,0.67512169,1.20770800,0.03101935,4.00625612,1.96466114,0.34797699
-4.76338169,6.58136705,0.01773609,0.16457177,0.72353398,1.23729470,0.02853568,4.18637169,2.06562417,0.36813181
-4.75737869,6.83674461,0.01602178,0.16745646,0.77228543,1.26554448,0.02627233,4.36315424,2.16288515,0.38805740
-4.75137569,7.08186622,0.01444337,0.16972240,0.82074537,1.29188037,0.02422035,4.53395084,2.25512032,0.40751347
-4.74537269,7.31272796,0.01299949,0.17131077,0.86825051,1.31573322,0.02236770,4.69608411,2.34103187,0.42625732
-4.73936968,7.52543441,0.01168648,0.17217839,0.91412045,1.33655910,0.02070006,4.84692048,2.41937860,0.44404943
-4.73336668,7.71630486,0.01049891,0.17230014,0.95767470,1.35385573,0.01920153,4.98393885,2.48900577,0.46065910
-4.72736368,7.88197501,0.00943001,0.17167074,0.99825063,1.36717738,0.01785545,5.10479760,2.54887314,0.47587027
-4.72136068,8.01949106,0.00847207,0.17030583,1.03522201,1.37614772,0.01664505,5.20739773,2.59808054,0.48948703
-4.71535768,8.12639303,0.00761682,0.16824243,1.06801716,1.38047033,0.01555408,5.28994017,2.63589009,0.50133892
-4.70935468,8.20078487,0.00685582,0.16553865,1.09613640,1.37993651,0.01456734,5.35097551,2.66174453,0.51128578
-4.70335168,8.24138918,0.00618071,0.16227271,1.11916790,1.37443037,0.01367108,5.38944455,2.67528126,0.51922192
-4.69734867,8.24758509,0.00558347,0.15854132,1.13680139,1.36393114,0.01285332,5.40470855,2.67634165,0.52507956
-4.69134567,8.21942825,0.00505658,0.15445753,1.14883922,1.34851271,0.01210402,5.39656832,2.66497569,0.52883147
-4.68534267,8.15765262,0.00459320,0.15014802,1.15520427,1.32834071,0.01141520,5.36527151,2.64144172,0.53049252
-4.67933967,8.06365404,0.00418720,0.14575012,1.15594433,1.30366727,0.01078087,5.31150817,2.60620155,0.53012024
-4.67333667,7.93945651,0.00383324,0.14140846,1.15123273,1.27482376,0.01019696,5.23639457,2.55991108,0.52781428
-4.66733367,7.78766217,0.00352674,0.13727158,1.14136527,1.24221179,0.00966113,5.14144598,2.50340686,0.52371467
-4.66133067,7.61138678,0.00326393,0.13348838,1.12675333,1.20629291,0.00917256,5.02853934,2.43768894,0.51799901
-4.65532766,7.41418269,0.00304169,0.13020474,1.10791355,1.16757726,0.00873166,4.89986686,2.36390054,0.51087861
-4.64932466,7.19995176,0.00285761,0.12756015,1.08545443,1.12661151,0.00833981,4.75788229,2.28330504,0.50259358
-4.64332166,6.97285088,0.00270981,0.12568471,1.06006035,1.08396653,0.00799902,4.60524125,2.19726096,0.49340714
