energy_ev,total_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up
-0.00900450,2.18324055,0.28248958,0.50483083,0.00125270,0.04915314,0.16080142,0.97903458,0.01311578,0.41836829
-0.00300150,2.09198425,0.27146218,0.47910089,0.00143035,0.04670477,0.15672383,0.93495895,0.01202237,0.40949434
0.00300150,2.00043962,0.26002620,0.45334615,0.00163264,0.04433575,0.15269010,0.89109468,0.01103960,0.39988436
0.00900450,1.90932943,0.24830477,0.42779354,0.00186103,0.04206188,0.14871204,0.84775161,0.01017374,0.38961252
0.01500750,1.81936770,0.23642088,0.40266317,0.00211687,0.03989579,0.14480906,0.80523301,0.00942914,0.37876363
0.02101051,1.73124689,0.22449511,0.37816374,0.00240144,0.03784724,0.14100638,0.76383031,0.00880841,0.36743189
0.02701351,1.64562702,0.21264366,0.35448858,0.00271589,0.03592359,0.13733331,0.72381866,0.00831250,0.35571961
0.03301651,1.56312668,0.20097670,0.33181249,0.00306121,0.03413031,0.13382129,0.68545330,0.00794097,0.34373588
0.03901951,1.48431602,0.18959694,0.31028934,0.00343827,0.03247162,0.13050213,0.64896686,0.00769219,0.33159526
0.04502251,1.40971173,0.17859866,0.29005041,0.00384778,0.03095104,0.12740638,0.61456734,0.00756357,0.31941643
0.05102551,1.33977369,0.16806689,0.27120359,0.00429026,0.02957192,0.12456188,0.58243697,0.00755183,0.30732088
0.05702851,1.27490314,0.15807694,0.25383310,0.00476606,0.02833799,0.12199257,0.55273166,0.00765319,0.29543151
0.06303152,1.21544206,0.14869413,0.23800000,0.00527531,0.02725362,0.11971763,0.52558090,0.00786358,0.28387116
0.06903452,1.16167328,0.13997373,0.22374299,0.00581789,0.02632405,0.11775088,0.50108813,0.00817882,0.27276108
0.07503752,1.11382103,0.13196104,0.21107974,0.00639342,0.02555549,0.11610049,0.47933116,0.00859467,0.26221930
0.08104052,1.07205152,0.12469149,0.20000839,0.00700114,0.02495493,0.11476887,0.46036270,0.00910699,0.25235879
0.08704352,1.03647317,0.11819088,0.19050924,0.00763991,0.02452994,0.11375286,0.44421068,0.00971166,0.24328549
0.09304652,1.00713621,0.11247556,0.18254638,0.00830810,0.02428823,0.11304402,0.43087839,0.01040457,0.23509623
0.09904952,0.98403150,0.10755256,0.17606933,0.00900351,0.02423710,0.11262899,0.42034411,0.01118151,0.22787646
0.10505253,0.96708850,0.10341973,0.17101447,0.00972328,0.02438287,0.11248994,0.41256056,0.01203805,0.22169787
0.11105553,0.95617241,0.10006573,0.16730637,0.01046383,0.02473014,0.11260498,0.40745378,0.01296931,0.21661609
0.11705853,0.95108079,0.09747011,0.16485877,0.01122074,0.02528114,0.11294855,0.40492185,0.01396982,0.21266826
0.12306153,0.95153982,0.09560322,0.16357555,0.01198871,0.02603503,0.11349171,0.40483346,0.01503320,0.20987095
0.12906453,0.95720087,0.09442622,0.16335135,0.01276154,0.02698730,0.11420242,0.40702645,0.01615208,0.20821827
0.13506753,0.96763777,0.09389114,0.16407227,0.01353208,0.02812926,0.11504571,0.41130674,0.01731776,0.20768032
0.14107054,0.98234543,0.09394104,0.16561647,0.01429230,0.02944765,0.11598386,0.41744770,0.01852019,0.20820236
0.14707354,1.00074036,0.09451033,0.16785485,0.01503332,0.03092445,0.11697656,0.42519037,0.01974775,0.20970440
0.15307654,1.02216362,0.09552536,0.17065194,0.01574560,0.03253683,0.11798114,0.43424471,0.02098731,0.21208175
0.15907954,1.04588678,0.09690517,0.17386706,0.01641903,0.03425734,0.11895286,0.44429201,0.02222419,0.21520627
0.16508254,1.07112087,0.09856265,0.17735571,0.01704319,0.03605431,0.11984537,0.45498872,0.02344237,0.21892852
0.17108554,1.09702884,0.10040586,0.18097147,0.01760760,0.03789237,0.12061127,0.46597165,0.02462461,0.22308076
0.17708854,1.12274107,0.10233980,0.18456813,0.01810200,0.03973326,0.12120291,0.47686453,0.02575286,0.22748084
0.18309155,1.14737386,0.10426826,0.18800230,0.01851667,0.04153675,0.12157329,0.48728580,0.02680855,0.23193667
0.18909455,1.17005023,0.10609601,0.19113628,0.01884272,0.04326166,0.12167720,0.49685745,0.02777310,0.23625141
0.19509755,1.18992247,0.10773105,0.19384114,0.01907246,0.04486703,0.12147240,0.50521452,0.02862836,0.24022902
0.20110055,1.20619540,0.10908695,0.19599996,0.01919962,0.04631331,0.12092095,0.51201491,0.02935720,0.24368001
0.20710355,1.21814942,0.11008514,0.19751097,0.01921965,0.04756352,0.11999051,0.51694919,0.02994403,0.24642718
0.21310655,1.22516245,0.11065698,0.19829063,0.01912993,0.04858441,0.11865555,0.51974975,0.03037526,0.24831113
0.21910955,1.22672947,0.11074573,0.19827629,0.01892987,0.04934750,0.11689856,0.52019902,0.03063985,0.24919524
0.22511256,1.22247902,0.11030807,0.19742848,0.01862103,0.04982996,0.11471090,0.51813637,0.03072968,0.24897000
0.23111556,1.21218550,0.10931521,0.19573252,0.01820710,0.05001536,0.11209353,0.51346318,0.03063988,0.24755645
0.23711856,1.19577704,0.10775365,0.19319956,0.01769383,0.04989412,0.10905738,0.50614594,0.03036901,0.24490851
0.24312156,1.17333810,0.10562531,0.18986674,0.01708885,0.04946389,0.10562333,0.49621728,0.02991923,0.24101432
0.24912456,1.14510701,0.10294720,0.18579661,0.01640150,0.04872948,0.10182197,0.48377462,0.02929622,0.23589630
0.25512756,1.11146823,0.09975061,0.18107575,0.01564252,0.04770275,0.09769287,0.46897678,0.02850904,0.22961008
0.26113057,1.07293993,0.09607985,0.17581260,0.01482375,0.04640214,0.09328362,0.45203850,0.02756992,0.22224232
0.26713357,1.03015721,0.09199054,0.17013464,0.01395777,0.04485205,0.08864855,0.43322319,0.02649383,0.21390752
0.27313657,0.98385189,0.08754765,0.16418488,0.01305754,0.04308203,0.08384720,0.41283425,0.02529810,0.20474408
0.27913957,0.93482964,0.08282324,0.15811802,0.01213605,0.04112584,0.07894272,0.39120536,0.02400181,0.19490954
0.28514257,0.88394547,0.07789419,0.15209615,0.01120598,0.03902041,0.07400006,0.36869008,0.02262534,0.18457555
0.29114557,0.83207860,0.07283975,0.14628438,0.01027934,0.03680469,0.06908422,0.34565130,0.02118968,0.17392249
0.29714857,0.78010767,0.06773931,0.14084646,0.00936727,0.03451860,0.06425858,0.32245087,0.01971593,0.16313412
0.30315158,0.72888720,0.06267018,0.13594043,0.00847977,0.03220191,0.05958331,0.29943985,0.01822471,0.15239238
0.30915458,0.67922618,0.05770568,0.13171474,0.00762554,0.02989324,0.05511399,0.27694969,0.01673566,0.14187262
0.31515758,0.63186932,0.05291353,0.12830460,0.00681186,0.02762912,0.05090051,0.25528462,0.01526701,0.13173930
0.32116058,0.58748160,0.04835446,0.12582903,0.00604456,0.02544324,0.04698618,0.23471545,0.01383522,0.12214229
0.32716358,0.54663640,0.04408126,0.12438838,0.00532798,0.02336578,0.04340722,0.21547485,0.01245469,0.11321394
0.33316658,0.50980724,0.04013812,0.12406260,0.00466506,0.02142291,0.04019244,0.19775420,0.01113757,0.10506689
0.33916958,0.47736340,0.03656034,0.12491018,0.00405739,0.01963648,0.03736336,0.18170203,0.00989369,0.09779265
0.34517259,0.44956888,0.03337429,0.12696781,0.00350535,0.01802383,0.03493451,0.16742383,0.00873053,0.09146090
0.35117559,0.42658487,0.03059770,0.13025073,0.00300823,0.01659776,0.03291401,0.15498325,0.00765328,0.08611951
0.35717859,0.40847490,0.02824017,0.13475371,0.00256442,0.01536663,0.03130441,0.14440438,0.00666495,0.08179525
0.36318159,0.39521258,0.02630381,0.14045264,0.00217157,0.01433456,0.03010361,0.13567500,0.00576662,0.07849493
0.36918459,0.38669132,0.02478410,0.14730657,0.00182671,0.01350177,0.02930599,0.12875064,0.00495758,0.07620714
0.37518759,0.38273538,0.02367075,0.15526018,0.00152650,0.01286496,0.02890357,0.12355907,0.00423565,0.07490428
0.38119060,0.38311204,0.02294867,0.16424652,0.00126728,0.01241776,0.02888713,0.12000522,0.00359738,0.07454488
0.38719360,0.38754411,0.02259893,0.17418987,0.00104529,0.01215123,0.02924742,0.11797615,0.00303839,0.07507615
0.39319660,0.39572250,0.02259965,0.18500865,0.00085671,0.01205437,0.02997608,0.11734607,0.00255355,0.07643656
0.39919960,0.40731830,0.02292690,0.19661817,0.00069781,0.01211466,0.03106658,0.11798115,0.00213727,0.07855850
0.40520260,0.42199410,0.02355545,0.20893322,0.00056503,0.01231857,0.03251484,0.11974402,0.00178372,0.08137080
0.41120560,0.43941410,0.02445950,0.22187017,0.00045498,0.01265202,0.03431966,0.12249783,0.00148697,0.08480115
0.41720860,0.45925281,0.02561321,0.23534873,0.00036455,0.01310089,0.03648290,0.12610982,0.00124118,0.08877833
0.42321161,0.48120204,0.02699118,0.24929305,0.00029088,0.01365141,0.03900928,0.13045426,0.00104074,0.09323410
0.42921461,0.50497607,0.02856880,0.26363233,0.00023144,0.01429047,0.04190595,0.13541486,0.00088032,0.09810480
0.43521761,0.53031479,0.03032244,0.27830065,0.00018393,0.01500597,0.04518172,0.14088630,0.00075496,0.10333255
0.44122061,0.55698492,0.03222954,0.29323636,0.00014639,0.01578700,0.04884603,0.14677532,0.00066012,0.10886602
0.44722361,0.58477921,0.03426861,0.30838070,0.00011707,0.01662395,0.05290761,0.15300089,0.00059165,0.11466078
0.45322661,0.61351378,0.03641912,0.32367606,0.00009450,0.01750856,0.05737301,0.15949388,0.00054584,0.12067913
0.45922961,0.64302378,0.03866128,0.33906376,0.00007743,0.01843392,0.06224489,0.16619599,0.00051938,0.12688953
0.46523262,0.67315774,0.04097580,0.35448167,0.00006480,0.01939427,0.06752039,0.17305828,0.00050931,0.13326558
0.47123562,0.70377073,0.04334360,0.36986168,0.00005572,0.02038485,0.07318935,0.18003908,0.00051303,0.13978459
0.47723862,0.73471706,0.04574549,0.38512735,0.00004946,0.02140166,0.07923280,0.18710167,0.00052822,0.14642592
0.48324162,0.76584271,0.04816194,0.40019183,0.00004541,0.02244107,0.08562154,0.19421176,0.00055285,0.15316907
0.48924462,0.79697820,0.05057281,0.41495632,0.00004309,0.02349956,0.09231517,0.20133482,0.00058511,0.15999163
0.49524762,0.82793231,0.05295723,0.42930922,0.00004208,0.02457333,0.09926140,0.20843361,0.00062341,0.16686738
0.50125063,0.85848722,0.05529360,0.44312611,0.00004205,0.02565796,0.10639589,0.21546595,0.00066634,0.17376443
0.50725363,0.88839547,0.05755967,0.45627074,0.00004272,0.02674818,0.11364266,0.22238283,0.00071266,0.18064380
0.51325663,0.91737922,0.05973285,0.46859706,0.00004388,0.02783758,0.12091500,0.22912718,0.00076133,0.18745830
0.51925963,0.94513199,0.06179061,0.47995223,0.00004534,0.02891852,0.12811706,0.23563320,0.00081145,0.19415207
0.52526263,0.97132305,0.06371110,0.49018082,0.00004694,0.02998210,0.13514587,0.24182650,0.00086234,0.20066066
0.53126563,0.99560459,0.06547387,0.49912976,0.00004857,0.03101824,0.14189397,0.24762497,0.00091349,0.20691188
0.53726863,1.01762124,0.06706071,0.50665410,0.00005012,0.03201591,0.14825245,0.25294045,0.00096465,0.21282725
0.54327164,1.03702190,0.06845663,0.51262333,0.00005152,0.03296344,0.15411419,0.25768111,0.00101579,0.21832417
0.54927464,1.05347320,0.06965078,0.51692790,0.00005269,0.03384904,0.15937746,0.26175442,0.00106714,0.22331867
0.55527764,1.06667402,0.07063745,0.51948566,0.00005359,0.03466129,0.16394939,0.26507065,0.00111925,0.22772857
0.56128064,1.07637037,0.07141690,0.52024792,0.00005420,0.03538977,0.16774936,0.26754661,0.00117294,0.23147705
0.56728364,1.08236982,0.07199610,0.51920474,0.00005448,0.03602577,0.17071215,0.26910953,0.00122937,0.23449621
0.57328664,1.08455460,0.07238925,0.51638922,0.00005445,0.03656289,0.17279056,0.26970080,0.00129000,0.23673068
0.57928964,1.08289257,0.07261801,0.51188028,0.00005412,0.03699772,0.17395751,0.26927936,0.00135660,0.23814083
0.58529265,1.07744543,0.07271150,0.50580395,0.00005352,0.03733034,0.17420740,0.26782454,0.00143122,0.23870555
0.59129565,1.06837329,0.07270587,0.49833278,0.00005269,0.03756480,0.17355677,0.26533815,0.00151619,0.23842432
0.59729865,1.05593548,0.07264356,0.48968341,0.00005173,0.03770940,0.17204403,0.26184572,0.00161401,0.23731839
0.60330165,1.04048695,0.07257221,0.48011212,0.00005071,0.03777675,0.16972848,0.25739671,0.00172734,0.23543108
0.60930465,1.02247046,0.07254322,0.46990858,0.00004976,0.03778375,0.16668843,0.25206369,0.00185892,0.23282701
0.61530765,1.00240465,0.07260998,0.45938796,0.00004904,0.03775121,0.16301873,0.24594054,0.00201150,0.22959030
0.62131066,0.98086826,0.07282592,0.44888145,0.00004875,0.03770339,0.15882752,0.23913960,0.00218772,0.22582180
0.62731366,0.95848126,0.07324236,0.43872586,0.00004912,0.03766724,0.15423266,0.23178807,0.00239006,0.22163548
0.63331666,0.93588356,0.07390624,0.42925231,0.00005047,0.03767149,0.14935774,0.22402368,0.00262073,0.21715411
0.63931966,0.91371223,0.07485797,0.42077478,0.00005317,0.03774565,0.14432803,0.21598993,0.00288160,0.21250435
0.64532266,0.89257828,0.07612932,0.41357879,0.00005769,0.03791878,0.13926638,0.20783105,0.00317408,0.20781173
0.65132566,0.87304403,0.07774151,0.40791076,0.00006461,0.03821825,0.13428945,0.19968701,0.00349915,0.20319551
0.65732866,0.85560217,0.07970378,0.40396850,0.00007465,0.03866857,0.12950422,0.19168877,0.00385723,0.19876381
0.66333167,0.84065744,0.08201218,0.40189325,0.00008868,0.03929010,0.12500509,0.18395399,0.00424822,0.19460926
0.66933467,0.82851193,0.08464898,0.40176372,0.00010775,0.04009801,0.12087163,0.17658347,0.00467150,0.19080536
0.67533767,0.81935457,0.08758260,0.40359231,0.00013315,0.04110133,0.11716704,0.16965836,0.00512600,0.18740378
0.68134067,0.81325544,0.09076813,0.40732379,0.00016641,0.04230218,0.11393744,0.16323842,0.00561022,0.18443260
0.68734367,0.81016522,0.09414833,0.41283661,0.00020934,0.04369534,0.11121189,0.15736119,0.00612241,0.18189584
0.69334667,0.80991967,0.09765538,0.41994668,0.00026407,0.04526804,0.10900328,0.15204228,0.00666070,0.17977402
0.69934967,0.81224919,0.10121296,0.42841377,0.00033308,0.04700004,0.10730981,0.14727660,0.00722321,0.17802583
0.70535268,0.81679278,0.10473885,0.43794997,0.00041918,0.04886410,0.10611717,0.14304045,0.00780831,0.17659089
0.71135568,0.82311593,0.10814788,0.44823028,0.00052557,0.05082671,0.10540116,0.13929444,0.00841479,0.17539329
0.71735868,0.83073151,0.11135499,0.45890461,0.00065583,0.05284912,0.10513062,0.13598688,0.00904203,0.17434586
0.72336168,0.83912266,0.11427848,0.46961084,0.00081388,0.05488867,0.10527057,0.13305756,0.00969020,0.17335481
0.72936468,0.84776670,0.11684312,0.47998845,0.00100396,0.05690026,0.10578530,0.13044180,0.01036041,0.17232460
0.73536768,0.85615873,0.11898307,0.48969199,0.00123055,0.05883811,0.10664129,0.12807426,0.01105478,0.17116281
0.74137069,0.86383406,0.12064446,0.49840404,0.00149834,0.06065743,0.10780978,0.12589266,0.01177656,0.16978461
0.74737369,0.87038823,0.12178750,0.50584691,0.00181207,0.06231629,0.10926885,0.12384096,0.01253001,0.16811680
0.75337669,0.87549371,0.12238803,0.51179267,0.00217641,0.06377731,0.11100489,0.12187201,0.01332041,0.16610111
0.75937969,0.87891265,0.12243843,0.51607108,0.00259581,0.06500928,0.11301340,0.11994949,0.01415377,0.16369668
0.76538269,0.88050499,0.12194783,0.51857511,0.00307429,0.06598852,0.11529898,0.11804904,0.01503667,0.16088157
0.77138569,0.88023167,0.12094168,0.51926372,0.00361526,0.06670001,0.11787465,0.11615868,0.01597583,0.15765335
0.77738869,0.87815288,0.11946063,0.51816194,0.00422127,0.06713815,0.12076035,0.11427834,0.01697771,0.15402866
0.78339170,0.87442144,0.11755877,0.51535818,0.00489381,0.06730722,0.12398089,0.11241883,0.01804807,0.15004192
0.78939470,0.86927190,0.11530141,0.51099894,0.00563305,0.06722136,0.12756330,0.11059998,0.01919142,0.14574315
0.79539770,0.86300575,0.11276240,0.50528124,0.00643766,0.06690417,0.13153374,0.10884852,0.02041050,0.14119525
0.80140070,0.85597372,0.11002117,0.49844310,0.00730461,0.06638797,0.13591428,0.10719544,0.02170574,0.13647068
0.80740370,0.84855607,0.10715965,0.49075247,0.00822899,0.06571260,0.14071959,0.10567325,0.02307486,0.13164790
0.81340670,0.84114173,0.10425909,0.48249529,0.00920396,0.06492397,0.14595371,0.10431319,0.02451240,0.12680763
0.81940970,0.83410764,0.10139714,0.47396305,0.01022069,0.06407228,0.15160729,0.10314263,0.02600948,0.12202928
0.82541271,0.82779891,0.09864503,0.46544049,0.01126838,0.06321010,0.15765522,0.10218270,0.02755361,0.11738749
0.83141571,0.82251103,0.09606523,0.45719398,0.01233437,0.06239026,0.16405500,0.10144634,0.02912871,0.11294918
0.83741871,0.81847483,0.09370944,0.44946103,0.01340438,0.06166376,0.17074586,0.10093691,0.03071525,0.10877105
0.84342171,0.81584477,0.09161719,0.44244127,0.01446269,0.06107770,0.17764879,0.10064726,0.03229060,0.10489765
0.84942471,0.81469112,0.08981490,0.43628942,0.01549259,0.06067330,0.18466739,0.10055955,0.03382948,0.10136019
0.85542771,0.81499614,0.08831551,0.43111025,0.01647673,0.06048421,0.19168972,0.10064548,0.03530467,0.09817591
0.86143072,0.81665448,0.08711867,0.42695579,0.01739761,0.06053503,0.19859088,0.10086725,0.03668775,0.09534811
0.86743372,0.81947745,0.08621136,0.42382479,0.01823810,0.06084015,0.20523638,0.10117892,0.03795002,0.09286688
0.87343672,0.82320097,0.08556903,0.42166431,0.01898194,0.06140309,0.21148608,0.10152816,0.03906342,0.09071019
0.87943972,0.82749657,0.08515703,0.42037333,0.01961429,0.06221609,0.21719853,0.10185839,0.04000151,0.08884553
0.88544272,0.83198500,0.08493238,0.41980813,0.02012220,0.06326025,0.22223553,0.10211103,0.04074044,0.08723184
0.89144572,0.83625165,0.08484570,0.41978911,0.02049504,0.06450602,0.22646675,0.10222783,0.04125979,0.08582165
0.89744872,0.83986300,0.08484329,0.42010878,0.02072490,0.06591417,0.22977409,0.10215322,0.04154340,0.08456334
0.90345173,0.84238355,0.08486920,0.42054055,0.02080687,0.06743707,0.23205571,0.10183638,0.04157991,0.08340346
0.90945473,0.84339238,0.08486731,0.42084796,0.02073917,0.06902034,0.23322951,0.10123321,0.04136327,0.08228886
0.91545773,0.84249879,0.08478326,0.42079396,0.02052325,0.07060471,0.23323588,0.10030786,0.04089296,0.08116879
0.92146073,0.83935643,0.08456620,0.42014999,0.02016374,0.07212815,0.23203971,0.09903397,0.04017402,0.07999671
0.92746373,0.83367550,0.08417033,0.41870457,0.01966828,0.07352803,0.22963150,0.09739550,0.03921688,0.07873183
0.93346673,0.82523275,0.08355625,0.41627102,0.01904722,0.07474337,0.22602764,0.09538707,0.03803700,0.07734041
0.93946973,0.81387892,0.08269194,0.41269433,0.01831332,0.07571698,0.22126982,0.09301406,0.03665430,0.07579671
0.94547274,0.79954372,0.08155354,0.40785676,0.01748125,0.07639751,0.21542363,0.09029218,0.03509250,0.07408366
0.95147574,0.78223826,0.08012579,0.40168226,0.01656716,0.07674120,0.20857651,0.08724684,0.03337829,0.07219325
0.95747874,0.76205497,0.07840224,0.39413961,0.01558813,0.07671347,0.20083511,0.08391224,0.03154043,0.07012665
0.96348174,0.73916538,0.07638515,0.38524414,0.01456162,0.07629002,0.19232217,0.08033019,0.02960892,0.06789406
0.96948474,0.71381579,0.07408520,0.37505825,0.01350504,0.07545763,0.18317320,0.07654889,0.02761401,0.06551443
0.97548774,0.68632136,0.07152094,0.36369061,0.01243518,0.07421460,0.17353290,0.07262157,0.02558541,0.06301498
0.98149075,0.65705869,0.06871809,0.35129424,0.01136786,0.07257069,0.16355173,0.06860519,0.02355150,0.06043057
0.98749375,0.62645745,0.06570866,0.33806363,0.01031753,0.07054673,0.15338245,0.06455908,0.02153867,0.05780301
0.99349675,0.59499122,0.06253002,0.32423084,0.00929702,0.06817385,0.14317705,0.06054377,0.01957078,0.05518031
0.99949975,0.56316801,0.05922376,0.31006102,0.00831732,0.06549244,0.13308390,0.05661988,0.01766874,0.05261585
1.00550275,0.53152061,0.05583468,0.29584727,0.00738746,0.06255078,0.12324538,0.05284709,0.01585028,0.05016760
1.01150575,0.50059709,0.05240962,0.28190509,0.00651448,0.05940360,0.11379590,0.04928338,0.01412980,0.04789724
1.01750875,0.47095172,0.04899644,0.26856661,0.00570348,0.05611044,0.10486040,0.04598428,0.01251841,0.04586938
1.02351176,0.44313632,0.04564293,0.25617471,0.00495768,0.05273401,0.09655324,0.04300234,0.01102399,0.04415071
1.02951476,0.41769234,0.04239592,0.24507706,0.00427857,0.04933859,0.08897760,0.04038664,0.00965146,0.04280923
1.03551776,0.39514359,0.03930042,0.23562032,0.00366614,0.04598854,0.08222515,0.03818246,0.00840306,0.04191335
1.04152076,0.37598969,0.03639891,0.22814453,0.00311902,0.04274694,0.07637611,0.03643097,0.00727868,0.04153109
1.04752376,0.36070031,0.03373074,0.22297769,0.00263479,0.03967444,0.07149952,0.03516897,0.00627627,0.04172919
1.05352676,0.34970999,0.03133166,0.22043060,0.00221011,0.03682833,0.06765370,0.03442868,0.00539219,0.04257221
1.05952976,0.34341353,0.02923351,0.22079200,0.00184105,0.03426185,0.06488682,0.03423751,0.00462169,0.04412151
1.06553277,0.34216195,0.02746400,0.22432399,0.00152321,0.03202372,0.06323754,0.03461778,0.00395921,0.04643421
1.07153577,0.34625876,0.02604659,0.23125767,0.00125197,0.03015788,0.06273562,0.03558649,0.00339877,0.04956210
1.07753877,0.35595661,0.02500049,0.24178915,0.00102263,0.02870344,0.06340251,0.03715503,0.00293429,0.05355039
1.08354177,0.37145406,0.02434076,0.25607572,0.00083054,0.02769478,0.06525175,0.03932885,0.00255983,0.05843652
1.08954477,0.39289270,0.02407836,0.27423238,0.00067125,0.02716175,0.06828939,0.04210713,0.00226984,0.06424880
1.09554777,0.42035429,0.02422039,0.29632862,0.00054053,0.02712995,0.07251417,0.04548250,0.00205932,0.07100510
1.10155078,0.45385821,0.02477022,0.32238562,0.00043452,0.02762106,0.07791762,0.04944074,0.00192395,0.07871157
1.10755378,0.49335915,0.02572766,0.35237384,0.00034968,0.02865312,0.08448399,0.05396052,0.00186017,0.08736136
1.11355678,0.53874513,0.02708923,0.38621107,0.00028289,0.03024076,0.09219013,0.05901327,0.00186520,0.09693348
1.11955978,0.58983614,0.02884823,0.42376119,0.00023139,0.03239543,0.10100525,0.06456314,0.00193704,0.10739186
1.12556278,0.64638338,0.03099498,0.46483361,0.00019280,0.03512550,0.11089066,0.07056707,0.00207446,0.11868459
1.13156578,0.70806940,0.03351694,0.50918350,0.00016513,0.03843620,0.12179950,0.07697504,0.00227690,0.13074348
1.13756878,0.77450931,0.03639888,0.55651312,0.00014670,0.04232959,0.13367655,0.08373050,0.00254442,0.14348399
1.14357179,0.84525328,0.03962306,0.60647413,0.00013618,0.04680438,0.14645807,0.09077098,0.00287756,0.15680553
1.14957479,0.91979043,0.04316943,0.65867107,0.00013250,0.05185569,0.16007189,0.09802890,0.00327727,0.17059225
1.15557779,0.99755431,0.04701587,0.71266615,0.00013487,0.05747483,0.17443759,0.10543257,0.00374478,0.18471431
1.16158079,1.07793003,0.05113850,0.76798523,0.00014276,0.06364900,0.18946696,0.11290742,0.00428147,0.19902965
1.16758379,1.16026308,0.05551205,0.82412504,0.00015583,0.07036110,0.20506472,0.12037728,0.00488880,0.21338630
1.17358679,1.24386971,0.06011029,0.88056161,0.00017399,0.07758956,0.22112947,0.12776597,0.00556823,0.22762507
1.17958979,1.32804884,0.06490660,0.93675966,0.00019733,0.08530828,0.23755500,0.13499883,0.00632108,0.24158281
1.18559280,1.41209518,0.06987452,0.99218288,0.00022615,0.09348666,0.25423180,0.14200441,0.00714855,0.25509589
1.19159580,1.49531323,0.07498839,1.04630480,0.00026091,0.10208977,0.27104885,0.14871612,0.00805160,0.26800400
1.19759880,1.57703178,0.08022407,1.09861980,0.00030232,0.11107866,0.28789555,0.15507384,0.00903100,0.28015411
1.20360180,1.65661833,0.08555960,1.14865425,0.00035124,0.12041076,0.30466380,0.16102542,0.01008727,0.29140434
1.20960480,1.73349294,0.09097580,1.19597695,0.00040877,0.13004043,0.32125011,0.16652801,0.01122069,0.30162778
1.21560780,1.80714090,0.09645682,1.24020874,0.00047617,0.13991956,0.33755755,0.17154908,0.01243133,0.31071590
1.22161081,1.87712346,0.10199056,1.28103086,0.00055494,0.14999817,0.35349762,0.17606728,0.01371902,0.31858154
1.22761381,1.94308623,0.10756885,1.31819141,0.00064675,0.16022516,0.36899167,0.18007277,0.01508341,0.32516129
1.23361681,2.00476460,0.11318744,1.35150987,0.00075349,0.17054887,0.38397202,0.18356736,0.01652389,0.33041711
1.23961981,2.06198579,0.11884568,1.38087919,0.00087716,0.18091763,0.39838241,0.18656400,0.01803960,0.33433708
1.24562281,2.11466725,0.12454597,1.40626529,0.00101992,0.19128030,0.41217800,0.18908608,0.01962939,0.33693526
1.25162581,2.16281132,0.13029290,1.42770399,0.00118403,0.20158649,0.42532455,0.19116612,0.02129170,0.33825064
1.25762881,2.20649627,0.13609206,1.44529530,0.00137173,0.21178684,0.43779714,0.19284417,0.02302451,0.33834508
1.26363182,2.24586395,0.14194873,1.45919536,0.00158528,0.22183302,0.44957808,0.19416585,0.02482518,0.33730050
1.26963482,2.28110470,0.14786626,1.46960625,0.00182678,0.23167765,0.46065446,0.19518012,0.02669032,0.33521531
1.27563782,2.31244019,0.15384449,1.47676428,0.00209815,0.24127413,0.47101522,0.19593692,0.02861562,0.33220019
1.28164082,2.34010498,0.15987810,1.48092718,0.00240101,0.25057638,0.48064805,0.19648470,0.03059577,0.32837362
1.28764382,2.36432811,0.16595514,1.48236092,0.00273659,0.25953854,0.48953623,0.19686804,0.03262422,0.32385717
1.29364682,2.38531537,0.17205569,1.48132681,0.00310562,0.26811473,0.49765574,0.19712548,0.03469322,0.31877085
1.29964982,2.40323379,0.17815107,1.47806967,0.00350826,0.27625890,0.50497281,0.19728762,0.03679365,0.31322886
1.30565283,2.41819898,0.18420331,1.47280755,0.00394405,0.28392474,0.51144205,0.19737568,0.03891515,0.30733578
1.31165583,2.43026641,0.19016529,1.46572383,0.00441177,0.29106585,0.51700555,0.19740051,0.04104614,0.30118354
1.31765883,2.43942718,0.19598146,1.45696187,0.00490953,0.29763605,0.52159287,0.19736226,0.04317408,0.29484926
1.32366183,2.44560877,0.20158919,1.44662281,0.00543464,0.30358997,0.52512214,0.19725063,0.04528569,0.28839401
1.32966483,2.44868073,0.20692065,1.43476637,0.00598374,0.30888379,0.52750223,0.19704570,0.04736741,0.28186266
1.33566783,2.44846523,0.21190539,1.42141476,0.00655280,0.31347621,0.52863598,0.19671945,0.04940581,0.27528468
1.34167084,2.44475190,0.21647325,1.40655935,0.00713727,0.31732969,0.52842428,0.19623764,0.05138818,0.26867582
1.34767384,2.43731599,0.22055762,1.39016965,0.00773214,0.32041165,0.52677092,0.19556229,0.05330309,0.26204062
1.35367684,2.42593911,0.22409887,1.37220411,0.00833218,0.32269583,0.52358782,0.19465427,0.05514104,0.25537549
1.35967984,2.41043091,0.22704766,1.35262186,0.00893206,0.32416367,0.51880047,0.19347612,0.05689504,0.24867208
1.36568284,2.39065062,0.22936809,1.33139473,0.00952657,0.32480550,0.51235325,0.19199482,0.05856122,0.24192087
1.37168584,2.36652695,0.23104034,1.30851867,0.01011083,0.32462163,0.50421417,0.19018430,0.06013922,0.23511459
1.37768884,2.33807509,0.23206265,1.28402386,0.01068043,0.32362316,0.49437904,0.18802774,0.06163259,0.22825128
