energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.26763382,0.80499911,-3.26758629,0.00734007,-0.06277832,0.09388514,-0.48624088,0.32052343,-1.52786965,0.14510537,-0.44435650,0.01554645,-0.03144648,0.30429841,-1.33896991
-5.26163082,0.73285204,-3.31613960,0.00633364,-0.06304679,0.08531230,-0.50171567,0.30323378,-1.57965450,0.13028362,-0.45142184,0.01417839,-0.03129676,0.27845330,-1.34681973
-5.25562781,0.67028710,-3.36487033,0.00547358,-0.06331972,0.07803560,-0.51718718,0.29227497,-1.63328430,0.11731224,-0.45813420,0.01285925,-0.03116358,0.25600698,-1.35489781
-5.24962481,0.61736806,-3.41391586,0.00474891,-0.06360673,0.07205315,-0.53258302,0.28772624,-1.68836312,0.10615574,-0.46452908,0.01160221,-0.03105924,0.23701789,-1.36340900
-5.24362181,0.57413966,-3.46331322,0.00414945,-0.06391665,0.06736309,-0.54782223,0.28969106,-1.74440936,0.09677832,-0.47063773,0.01041861,-0.03099418,0.22153424,-1.37250297
-5.23761881,0.54063101,-3.51297319,0.00366610,-0.06425681,0.06396414,-0.56281187,0.29829713,-1.80085410,0.08914543,-0.47648270,0.00931790,-0.03097640,0.20959465,-1.38226292
-5.23161581,0.51685871,-3.56265951,0.00329093,-0.06463236,0.06185596,-0.57744406,0.31369469,-1.85704287,0.08322507,-0.48207386,0.00830750,-0.03101103,0.20122898,-1.39269697
-5.22561281,0.50282951,-3.61197476,0.00301736,-0.06504570,0.06103928,-0.59159377,0.33605321,-1.91224127,0.07898895,-0.48740505,0.00739285,-0.03109994,0.19645925,-1.40373266
-5.21960980,0.49854274,-3.66035402,0.00284023,-0.06549607,0.06151592,-0.60511772,0.36555654,-1.96564504,0.07641347,-0.49245173,0.00657751,-0.03124156,0.19530066,-1.41521504
-5.21360680,0.50399195,-3.70706746,0.00275583,-0.06597929,0.06328852,-0.61785454,0.40239682,-2.01639437,0.07548045,-0.49716964,0.00586325,-0.03143076,0.19776257,-1.42690846
-5.20760380,0.51916597,-3.75123199,0.00276195,-0.06648767,0.06636014,-0.62962648,0.44676691,-2.06359272,0.07617760,-0.50149479,0.00525028,-0.03165893,0.20384926,-1.43850209
-5.20160080,0.54404872,-3.79183197,0.00285781,-0.06701011,0.07073365,-0.64024247,0.49885179,-2.10632931,0.07849880,-0.50534458,0.00473740,-0.03191425,0.21356049,-1.44961900
-5.19559780,0.57861774,-3.82774827,0.00304411,-0.06753237,0.07641090,-0.64950269,0.55881865,-2.14370501,0.08244391,-0.50862013,0.00432227,-0.03218205,0.22689150,-1.45982848
-5.18959480,0.62284098,-3.85779455,0.00332291,-0.06803746,0.08339170,-0.65720440,0.62680593,-2.17486031,0.08801823,-0.51120971,0.00400156,-0.03244532,0.24383247,-1.46866101
-5.18359180,0.67667171,-3.88075910,0.00369756,-0.06850621,0.09167258,-0.66314868,0.70291136,-2.19900459,0.09523149,-0.51299302,0.00377121,-0.03268539,0.26436719,-1.47562540
-5.17758879,0.74004126,-3.89545044,0.00417261,-0.06891791,0.10124536,-0.66714795,0.78717891,-2.21544513,0.10409636,-0.51384609,0.00362658,-0.03288263,0.28847090,-1.48022718
-5.17158579,0.81284951,-3.90074442,0.00475363,-0.06925096,0.11209543,-0.66903367,0.87958506,-2.22361474,0.11462631,-0.51364667,0.00356262,-0.03301728,0.31610717,-1.48198758
-5.16558279,0.89495318,-3.89563059,0.00544704,-0.06948364,0.12419998,-0.66866390,0.98002436,-2.22309642,0.12683312,-0.51227961,0.00357398,-0.03307021,0.34722390,-1.48046218
