energy_ev,total_up,Pb_p_up,Pb_d_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-5.79589795,0.14827527,0.08952291,0.00001532,0.07953692,0.04443578,0.00117682,0.00962575
-5.78989495,0.17500200,0.10566440,0.00001800,0.09373400,0.05255534,0.00138397,0.01130306
-5.78389195,0.20515972,0.12385748,0.00002100,0.10969336,0.06174864,0.00161592,0.01321400
-5.77788894,0.23889068,0.14418631,0.00002433,0.12747427,0.07207011,0.00187324,0.01536515
-5.77188594,0.27628611,0.16670323,0.00002799,0.14710556,0.08356048,0.00215599,0.01776076
-5.76588294,0.31737554,0.19142236,0.00003197,0.16858009,0.09624350,0.00246364,0.02040178
-5.75987994,0.36211678,0.21831378,0.00003625,0.19184972,0.11012287,0.00279505,0.02328517
-5.75387694,0.41038726,0.24729836,0.00004082,0.21682105,0.12517930,0.00314835,0.02640313
-5.74787394,0.46197695,0.27824373,0.00004563,0.24335227,0.14136817,0.00352094,0.02974255
-5.74187094,0.51658365,0.31096156,0.00005065,0.27125139,0.15861755,0.00390946,0.03328466
-5.73586793,0.57381085,0.34520651,0.00005581,0.30027604,0.17682707,0.00430982,0.03700475
-5.72986493,0.63316866,0.38067703,0.00006105,0.33013504,0.19586747,0.00471724,0.04087218
-5.72386193,0.69407794,0.41701814,0.00006631,0.36049196,0.21558110,0.00512628,0.04485060
-5.71785893,0.75587785,0.45382623,0.00007151,0.39097046,0.23578334,0.00553102,0.04889830
-5.71185593,0.81783672,0.49065596,0.00007656,0.42116158,0.25626495,0.00592513,0.05296893
-5.70585293,0.87916598,0.52702897,0.00008138,0.45063270,0.27679535,0.00630204,0.05701226
-5.69984992,0.93903695,0.56244428,0.00008588,0.47893788,0.29712682,0.00665514,0.06097523
-5.69384692,0.99659975,0.59638999,0.00008997,0.50562933,0.31699935,0.00697795,0.06480313
-5.68784392,1.05100392,0.62835597,0.00009359,0.53026950,0.33614623,0.00726432,0.06844085
-5.68184092,1.10141989,0.65784695,0.00009665,0.55244338,0.35429992,0.00750863,0.07183423
-5.67583792,1.14706050,0.68439562,0.00009910,0.57177044,0.37119832,0.00770598,0.07493146
-5.66983492,1.18720180,0.70757520,0.00010088,0.58791582,0.38659099,0.00785234,0.07768437
-5.66383192,1.22120231,0.72701098,0.00010195,0.60060015,0.40024523,0.00794468,0.08004969
-5.65782891,1.24852005,0.74239043,0.00010229,0.60960776,0.41195175,0.00798112,0.08199019
-5.65182591,1.26872661,0.75347137,0.00010190,0.61479274,0.42152986,0.00796095,0.08347560
-5.64582291,1.28151789,0.76008810,0.00010078,0.61608282,0.42883181,0.00788468,0.08448340
-5.63981991,1.28672106,0.76215510,0.00009896,0.61348074,0.43374638,0.00775401,0.08499934
-5.63381691,1.28429762,0.75966838,0.00009647,0.60706321,0.43620145,0.00757178,0.08501770
-5.62781391,1.27434251,0.75270429,0.00009337,0.59697751,0.43616557,0.00734185,0.08454137
-5.62181091,1.25707952,0.74141613,0.00008972,0.58343598,0.43364843,0.00706904,0.08358167
-5.61580790,1.23285313,0.72602857,0.00008560,0.56670859,0.42870035,0.00675888,0.08215790
-5.60980490,1.20211737,0.70683033,0.00008108,0.54711405,0.42141072,0.00641750,0.08029681
-5.60380190,1.16542218,0.68416530,0.00007624,0.52500980,0.41190559,0.00605145,0.07803173
-5.59779890,1.12339782,0.65842262,0.00007119,0.50078143,0.40034435,0.00566748,0.07540179
-5.59179590,1.07673799,0.63002603,0.00006599,0.47483176,0.38691581,0.00527241,0.07245082
-5.58579290,1.02618231,0.59942293,0.00006074,0.44757025,0.37183369,0.00487293,0.06922638
-5.57978989,0.97249875,0.56707346,0.00005551,0.41940290,0.35533175,0.00447553,0.06577866
-5.57378689,0.91646662,0.53344009,0.00005037,0.39072307,0.33765867,0.00408634,0.06215947
-5.56778389,0.85886061,0.49897783,0.00004540,0.36190350,0.31907288,0.00371112,0.05842122
-5.56178089,0.80043623,0.46412544,0.00004063,0.33328959,0.29983753,0.00335518,0.05461607
-5.55577789,0.74191722,0.42929785,0.00003613,0.30519415,0.28021566,0.00302342,0.05079514
-5.54977489,0.68398491,0.39487979,0.00003192,0.27789367,0.26046583,0.00272038,0.04700783
-5.54377189,0.62726992,0.36122080,0.00002803,0.25162596,0.24083819,0.00245029,0.04330139
-5.53776888,0.57234613,0.32863170,0.00002449,0.22658919,0.22157126,0.00221724,0.03972052
-5.53176588,0.51972700,0.29738236,0.00002131,0.20294226,0.20288931,0.00202522,0.03630721
-5.52576288,0.46986406,0.26770082,0.00001849,0.18080608,0.18500053,0.00187837,0.03310069
-5.51975988,0.42314748,0.23977356,0.00001603,0.16026590,0.16809589,0.00178107,0.03013754
-5.51375688,0.37990842,0.21374684,0.00001394,0.14137431,0.15234870,0.00173815,0.02745191
-5.50775388,0.34042284,0.18972901,0.00001221,0.12415472,0.13791488,0.00175499,0.02507581
-5.50175088,0.30491658,0.16779344,0.00001082,0.10860519,0.12493364,0.00183772,0.02303949
-5.49574787,0.27357107,0.14798204,0.00000978,0.09470242,0.11352870,0.00199328,0.02137181
-5.48974487,0.24652952,0.13030917,0.00000909,0.08240571,0.10380973,0.00222948,0.02010061
-5.48374187,0.22390298,0.11476559,0.00000872,0.07166075,0.09587381,0.00255506,0.01925305
-5.47773887,0.20577599,0.10132250,0.00000869,0.06240321,0.08980692,0.00297963,0.01885573
-5.47173587,0.19221140,0.08993532,0.00000899,0.05456187,0.08568507,0.00351352,0.01893481
-5.46573287,0.18325391,0.08054713,0.00000962,0.04806135,0.08357508,0.00416767,0.01951586
-5.45972986,0.17893228,0.07309166,0.00001059,0.04282440,0.08353466,0.00495330,0.02062350
-5.45372686,0.17925976,0.06749570,0.00001189,0.03877358,0.08561195,0.00588161,0.02228083
-5.44772386,0.18423280,0.06368092,0.00001355,0.03583254,0.08984415,0.00696334,0.02450863
-5.44172086,0.19382795,0.06156497,0.00001556,0.03392669,0.09625552,0.00820830,0.02732430
-5.43571786,0.20799712,0.06106202,0.00001793,0.03298350,0.10485450,0.00962479,0.03074061
-5.42971486,0.22666134,0.06208264,0.00002065,0.03293234,0.11563035,0.01121904,0.03476431
-5.42371186,0.24970348,0.06453321,0.00002374,0.03370403,0.12854914,0.01299457,0.03939452
-5.41770885,0.27696034,0.06831491,0.00002717,0.03523008,0.14354968,0.01495158,0.04462125
-5.41170585,0.30821456,0.07332246,0.00003095,0.03744185,0.16053933,0.01708640,0.05042384
-5.40570285,0.34318718,0.07944278,0.00003504,0.04026956,0.17939017,0.01939097,0.05676960
-5.39969985,0.38153121,0.08655365,0.00003944,0.04364142,0.19993589,0.02185242,0.06361266
-5.39369685,0.42282720,0.09452273,0.00004409,0.04748286,0.22196953,0.02445281,0.07089322
-5.38769385,0.46658104,0.10320685,0.00004896,0.05171597,0.24524265,0.02716903,0.07853721
-5.38169085,0.51222493,0.11245199,0.00005399,0.05625931,0.26946599,0.02997291,0.08645648
-5.37568784,0.55912153,0.12209379,0.00005912,0.06102803,0.29431192,0.03283148,0.09454955
-5.36968484,0.60657195,0.13195894,0.00006429,0.06593445,0.31941880,0.03570751,0.10270304
-5.36368184,0.65382727,0.14186728,0.00006943,0.07088901,0.34439733,0.03856028,0.11079364
-5.35767884,0.70010385,0.15163475,0.00007446,0.07580178,0.36883875,0.04134653,0.11869077
-5.35167584,0.74460176,0.16107697,0.00007929,0.08058420,0.39232478,0.04402158,0.12625971
-5.34567284,0.78652606,0.17001361,0.00008387,0.08515133,0.41443898,0.04654067,0.13336519
-5.33966983,0.82511008,0.17827310,0.00008811,0.08942426,0.43477923,0.04886033,0.13987531
-5.33366683,0.85963984,0.18569775,0.00009195,0.09333274,0.45297073,0.05093986,0.14566558
-5.32766383,0.88947872,0.19214893,0.00009535,0.09681787,0.46867923,0.05274276,0.15062303
-5.32166083,0.91409131,0.19751216,0.00009827,0.09983471,0.48162372,0.05423806,0.15465005
-5.31565783,0.93306531,0.20170187,0.00010069,0.10235479,0.49158829,0.05540164,0.15766796
-5.30965483,0.94613072,0.20466563,0.00010263,0.10436820,0.49843236,0.05621714,0.15962001
-5.30365183,0.95317534,0.20638767,0.00010411,0.10588540,0.50209918,0.05667679,0.16047374
-5.29764882,0.95425584,0.20689149,0.00010521,0.10693850,0.50262191,0.05678191,0.16022258
-5.29164582,0.94960412,0.20624157,0.00010603,0.10758193,0.50012729,0.05654297,0.15888660
-5.28564282,0.93962842,0.20454392,0.00010671,0.10789260,0.49483657,0.05597948,0.15651234
-5.27963982,0.92490940,0.20194572,0.00010742,0.10796939,0.48706378,0.05511941,0.15317186
-5.27363682,0.90619127,0.19863382,0.00010838,0.10793201,0.47721143,0.05399834,0.14896088
-5.26763382,0.88436830,0.19483229,0.00010988,0.10791930,0.46576376,0.05265838,0.14399621
-5.26163082,0.86046740,0.19079917,0.00011221,0.10808701,0.45327791,0.05114669,0.13841257
-5.25562781,0.83562740,0.18682243,0.00011575,0.10860514,0.44037324,0.04951403,0.13235890
-5.24962481,0.81107576,0.18321531,0.00012092,0.10965482,0.42771935,0.04781301,0.12599437
-5.24362181,0.78810350,0.18031126,0.00012819,0.11142505,0.41602292,0.04609638,0.11948422
-5.23761881,0.76803917,0.17845848,0.00013809,0.11410916,0.40601402,0.04441535,0.11299553
-5.23161581,0.75222248,0.17801427,0.00015118,0.11790128,0.39843201,0.04281795,0.10669317
-5.22561281,0.74197824,0.17933920,0.00016810,0.12299276,0.39401143,0.04134758,0.10073602
-5.21960980,0.73859117,0.18279132,0.00018952,0.12956884,0.39346814,0.04004176,0.09527347
-5.21360680,0.74328186,0.18872027,0.00021615,0.13780540,0.39748584,0.03893108,0.09044244
-5.20760380,0.75718439,0.19746151,0.00024874,0.14786613,0.40670317,0.03803853,0.08636484
-5.20160080,0.78132569,0.20933067,0.00028807,0.15990001,0.42170156,0.03737901,0.08314554
-5.19559780,0.81660696,0.22461794,0.00033492,0.17403932,0.44299389,0.03695921,0.08087092
-5.18959480,0.86378728,0.24358281,0.00039008,0.19039810,0.47101414,0.03677779,0.07960792
-5.18359180,0.92346969,0.26644892,0.00045433,0.20907126,0.50610823,0.03682581,0.07940357
-5.17758879,0.99608989,0.29339943,0.00052842,0.23013432,0.54852612,0.03708740,0.08028504
-5.17158579,1.08190797,0.32457284,0.00061305,0.25364380,0.59841560,0.03754070,0.08226017
-5.16558279,1.18100336,0.36005944,0.00070886,0.27963844,0.65581779,0.03815892,0.08531837
-5.15957979,1.29327356,0.39989863,0.00081641,0.30814110,0.72066493,0.03891155,0.08943194
-5.15357679,1.41843679,0.44407719,0.00093616,0.33916139,0.79278040,0.03976562,0.09455782
-5.14757379,1.55603898,0.49252876,0.00106846,0.37269912,0.87188161,0.04068707,0.10063958
-5.14157079,1.70546536,0.54513450,0.00121350,0.40874831,0.95758563,0.04164197,0.10760983
-5.13556778,1.86595657,0.60172526,0.00137139,0.44730177,1.04941780,0.04259783,0.11539280
-5.12956478,2.03662924,0.66208495,0.00154203,0.48835615,1.14682332,0.04352467,0.12390717
-5.12356178,2.21650061,0.72595543,0.00172523,0.53191708,1.24918154,0.04439609,0.13306911
-5.11755878,2.40451654,0.79304240,0.00192060,0.57800435,1.35582262,0.04519005,0.14279529
-5.11155578,2.59958193,0.86302238,0.00212764,0.62665671,1.46604604,0.04588958,0.15300597
-5.10555278,2.80059238,0.93555021,0.00234569,0.67793604,1.57914021,0.04648322,0.16362790
-5.09954977,3.00646565,1.01026684,0.00257398,0.73193049,1.69440240,0.04696532,0.17459703
-5.09354677,3.21617142,1.08680687,0.00281160,0.78875635,1.81115792,0.04733609,0.18586084
-5.08754377,3.42875767,1.16480547,0.00305756,0.84855812,1.92877774,0.04760150,0.19738024
-5.08154077,3.64337213,1.24390416,0.00331077,0.91150677,2.04669343,0.04777298,0.20913085
-5.07553777,3.85927756,1.32375516,0.00357007,0.97779575,2.16440861,0.04786697,0.22110366
-5.06953477,4.07585955,1.40402393,0.00383423,1.04763463,2.28150625,0.04790429,0.23330491
-5.06353177,4.29262637,1.48438974,0.00410196,1.12124052,2.39765126,0.04790946,0.24575526
-5.05752876,4.50920039,1.56454429,0.00437195,1.19882708,2.51258816,0.04790985,0.25848818
-5.05152576,4.72530164,1.64418846,0.00464284,1.28059162,2.62613397,0.04793481,0.27154755
-5.04552276,4.94072396,1.72302751,0.00491322,1.36670042,2.73816665,0.04801472,0.28498475
-5.03951976,5.15530538,1.80076509,0.00518169,1.45727288,2.84860984,0.04818006,0.29885503
-5.03351676,5.36889418,1.87709672,0.00544678,1.55236501,2.95741480,0.04846043,0.31321365
-5.02751376,5.58131286,1.95170319,0.00570703,1.65195303,3.06454074,0.04888368,0.32811168
-5.02151076,5.79232222,2.02424477,0.00596097,1.75591770,3.16993479,0.04947498,0.34359180
-5.01550775,6.00158785,2.09435665,0.00620709,1.86403032,3.27351297,0.05025612,0.35968422
-5.00950475,6.20865123,2.16164627,0.00644391,1.97594092,3.37514337,0.05124474,0.37640291
-5.00350175,6.41290744,2.22569302,0.00666995,2.09116964,3.47463273,0.05245378,0.39374235
-4.99749875,6.61359100,2.28605056,0.00688378,2.20910170,3.57171734,0.05389107,0.41167481
-4.99149575,6.80977098,2.34225181,0.00708401,2.32898655,3.66605881,0.05555896,0.43014852
-4.98549275,7.00035590,2.39381664,0.00726932,2.44994164,3.75724524,0.05745421,0.44908652
-4.97948974,7.18410842,2.44026183,0.00743848,2.57096090,3.84479759,0.05956797,0.46838642
-4.97348674,7.35966916,2.48111302,0.00759037,2.69092799,3.92818104,0.06188590,0.48792104
-4.96748374,7.52558871,2.51591787,0.00772401,2.80863419,4.00682075,0.06438851,0.50753990
-4.96148074,7.68036613,2.54425984,0.00783856,2.92280052,4.08012106,0.06705158,0.52707145
-4.95547774,7.82249226,2.56577185,0.00793335,3.03210358,4.14748721,0.06984668,0.54632601
-4.94947474,7.95049577,2.58014908,0.00800787,3.13520440,4.20834831,0.07274183,0.56509940
-4.94347174,8.06298987,2.58716026,0.00806178,3.23077951,4.26218047,0.07570229,0.58317691
-4.93746873,8.15871760,2.58665688,0.00809491,3.31755323,4.30852887,0.07869126,0.60033784
-4.93146573,8.23659398,2.57857991,0.00810726,3.39433025,4.34702773,0.08167075,0.61636010
-4.92546273,8.29574319,2.56296383,0.00809898,3.46002739,4.37741728,0.08460238,0.63102515
-4.91945973,8.33552956,2.53993774,0.00807037,3.51370347,4.39955693,0.08744816,0.64412286
-4.91345673,8.35558147,2.50972383,0.00802187,3.55458636,4.41343429,0.09017124,0.65545636
-4.90745373,8.35580727,2.47263324,0.00795404,3.58209622,4.41916958,0.09273658,0.66484672
-4.90145073,8.33640319,2.42905979,0.00786755,3.59586415,4.41701544,0.09511157,0.67213736
-4.89544772,8.29785318,2.37947189,0.00776319,3.59574559,4.40735233,0.09726648,0.67719823
-4.88944472,8.24092101,2.32440321,0.00764186,3.58182792,4.39067979,0.09917495,0.67992944
-4.88344172,8.16663521,2.26444244,0.00750456,3.55443216,4.36760417,0.10081423,0.68026450
-4.87743872,8.07626779,2.20022278,0.00735241,3.51410853,4.33882329,0.10216549,0.67817296
-4.87143572,7.97130753,2.13241142,0.00718662,3.46162612,4.30510905,0.10321392,0.67366241
-4.86543272,7.85342920,2.06169936,0.00700855,3.39795709,4.26728864,0.10394887,0.66677977
-4.85942971,7.72445964,1.98879196,0.00681964,3.32425587,4.22622518,0.10436388,0.65761181
-4.85342671,7.58634219,1.91440018,0.00662148,3.24183425,4.18279883,0.10445673,0.64628487
-4.84742371,7.44110053,1.83923280,0.00641576,3.15213304,4.13788901,0.10422938,0.63296370
-4.84142071,7.29080316,1.76398949,0.00620426,3.05669151,4.09235855,0.10368798,0.61784939
-4.83541771,7.13752962,1.68935475,0.00598887,2.95711545,4.04704039,0.10284287,0.60117647
-4.82941471,6.98333933,1.61599257,0.00577152,2.85504481,4.00272719,0.10170849,0.58320912
-4.82341171,6.83024382,1.54454175,0.00555420,2.75212210,3.96016428,0.10030336,0.56423655
-4.81740870,6.68018280,1.47561165,0.00533889,2.64996207,3.92004586,0.09864999,0.54456771
-4.81140570,6.53500438,1.40977824,0.00512753,2.55012362,3.88301439,0.09677479,0.52452524
-4.80540270,6.39644937,1.34758036,0.00492201,2.45408438,3.84966277,0.09470791,0.50443904
-4.79939970,6.26613947,1.28951597,0.00472410,2.36321835,3.82053869,0.09248298,0.48463936
-4.79339670,6.14556872,1.23603839,0.00453543,2.27877681,3.79615059,0.09013682,0.46544974
-4.78739370,6.03609766,1.18755241,0.00435745,2.20187262,3.77697406,0.08770901,0.44717995
-4.78139070,5.93894933,1.14441033,0.00419139,2.13346775,3.76345816,0.08524136,0.43011896
-4.77538769,5.85520625,1.10690791,0.00403830,2.07436393,3.75603049,0.08277724,0.41452843
-4.76938469,5.78580764,1.07528028,0.00389896,2.02519629,3.75510024,0.08036084,0.40063663
-4.76338169,5.73154609,1.04969812,0.00377393,1.98642950,3.76105879,0.07803627,0.38863304
-4.75737869,5.69306333,1.03026402,0.00366354,1.95835655,3.77427711,0.07584656,0.37866395
-4.75137569,5.67084466,1.01700944,0.00356792,1.94109956,3.79510006,0.07383270,0.37082896
-4.74537269,5.66521228,1.00989240,0.00348697,1.93461287,3.82383756,0.07203246,0.36517872
-4.73936968,5.67631775,1.00879612,0.00342046,1.93868799,3.86075310,0.07047941,0.36171382
-4.73336668,5.70413413,1.01352888,0.00336803,1.95296067,3.90605021,0.06920183,0.36038509
-4.72736368,5.74844867,1.02382526,0.00332918,1.97691984,3.95985777,0.06822183,0.36109512
-4.72136068,5.80885692,1.03934896,0.00330337,2.00991861,4.02221515,0.06755449,0.36370120
-4.71535768,5.88475919,1.05969717,0.00329002,2.05118726,4.09305830,0.06720728,0.36801944
-4.70935468,5.97536029,1.08440664,0.00328855,2.09984815,4.17220759,0.06717963,0.37383013
-4.70335168,6.07967309,1.11296128,0.00329838,2.15493237,4.25935859,0.06746273,0.38088406
-4.69734867,6.19652652,1.14480112,0.00331896,2.21539806,4.35407612,0.06803963,0.38890975
-4.69134567,6.32457791,1.17933237,0.00334981,2.28014982,4.45579223,0.06888558,0.39762127
-4.68534267,6.46232954,1.21593825,0.00339046,2.34805891,4.56380812,0.06996858,0.40672646
-4.67933967,6.60814880,1.25399022,0.00344052,2.41798359,4.67729973,0.07125022,0.41593528
-4.67333667,6.76029103,1.29285900,0.00349961,2.48878909,4.79532678,0.07268675,0.42496792
-4.66733367,6.91692405,1.33192522,0.00356737,2.55936640,4.91684433,0.07423020,0.43356256
-4.66133067,7.07615315,1.37058894,0.00364342,2.62864936,5.04071642,0.07582980,0.44148227
-4.65532766,7.23604547,1.40827801,0.00372738,2.69562959,5.16573065,0.07743328,0.44852103
-4.64932466,7.39465287,1.44445469,0.00381876,2.75936857,5.29061335,0.07898839,0.45450847
-4.64332166,7.55003247,1.47862069,0.00391703,2.81900685,5.41404443,0.08044419,0.45931332
-4.63731866,7.70026471,1.51032028,0.00402148,2.87377024,5.53467193,0.08175243,0.46284536
-4.63131566,7.84346897,1.53914184,0.00413132,2.92297308,5.65112593,0.08286869,0.46505591
-4.62531266,7.97781718,1.56471788,0.00424556,2.96601891,5.76203220,0.08375345,0.46593680
-4.61930965,8.10154646,1.58672403,0.00436305,3.00239914,5.86602606,0.08437289,0.46551806
-4.61330665,8.21297169,1.60487724,0.00448249,3.03169015,5.96176696,0.08469953,0.46386436
-4.60730365,8.31049943,1.61893380,0.00460240,3.05354978,6.04795478,0.08471272,0.46107049
-4.60130065,8.39264434,1.62868742,0.00472119,3.06771361,6.12334821,0.08439881,0.45725608
-4.59529765,8.45804906,1.63396803,0.00483715,3.07399188,6.18678617,0.08375122,0.45255992
-4.58929465,8.50550835,1.63464134,0.00494853,3.07226743,6.23721234,0.08277031,0.44713399
-4.58329165,8.53399753,1.63060952,0.00505357,3.06249508,6.27370286,0.08146309,0.44113771
-4.57728864,8.54270502,1.62181298,0.00515057,3.04470242,6.29549684,0.07984279,0.43473246
-4.57128564,8.53106790,1.60823322,0.00523797,3.01899210,6.30202884,0.07792842,0.42807662
-4.56528264,8.49880903,1.58989642,0.00531439,2.98554507,6.29296201,0.07574414,0.42132139
-4.55927964,8.44597377,1.56687753,0.00537872,2.94462450,6.26822044,0.07331869,0.41460737
-4.55327664,8.37296400,1.53930433,0.00543018,2.89657949,6.22801885,0.07068477,0.40806211
-4.54727364,8.28056696,1.50736100,0.00546838,2.84184806,6.17288766,0.06787838,0.40179846
-4.54127064,8.16997644,1.47129071,0.00549335,2.78095861,6.10369178,0.06493830,0.39591394
-4.53526763,8.04280431,1.43139680,0.00550559,2.71452923,6.02164112,0.06190548,0.39049079
-4.52926463,7.90108043,1.38804214,0.00550607,2.64326436,5.92829181,0.05882257,0.38559687
-4.52326163,7.74723996,1.34164642,0.00549624,2.56794852,5.82553698,0.05573346,0.38128718
-4.51725863,7.58409745,1.29268137,0.00547799,2.48943693,5.71558675,0.05268288,0.37760588
-4.51125563,7.41480805,1.24166381,0.00545365,2.40864332,5.60093766,0.04971613,0.37458874
-4.50525263,7.24281668,1.18914683,0.00542590,2.32652508,5.48433212,0.04687876,0.37226599
-4.49924962,7.07179677,1.13570945,0.00539773,2.24406657,5.36870919,0.04421639,0.37066525
-4.49324662,6.90558065,1.08194514,0.00537236,2.16226099,5.25714807,0.04177453,0.36981471
-4.48724362,6.74808407,1.02844971,0.00535310,2.08209184,5.15280647,0.03959846,0.36974620
-4.48124062,6.60322730,0.97580923,0.00534333,2.00451458,5.05885559,0.03773310,0.37049824
-4.47523762,6.47485564,0.92458834,0.00534634,1.93043936,4.97841397,0.03622291,0.37211884
-4.46923462,6.36666162,0.87531955,0.00536529,1.86071537,4.91448222,0.03511171,0.37466797
-4.46323162,6.28211110,0.82849394,0.00540306,1.79611731,4.86988026,0.03444251,0.37821955
-4.45722861,6.22437509,0.78455340,0.00546220,1.73733436,4.84718875,0.03425722,0.38286288
-4.45122561,6.19626852,0.74388476,0.00554482,1.68496165,4.84869587,0.03459630,0.38870323
-4.44522261,6.20019692,0.70681569,0.00565260,1.63949431,4.87635042,0.03549826,0.39586167
-4.43921961,6.23811146,0.67361249,0.00578664,1.60132375,4.93172172,0.03699906,0.40447385
-4.43321661,6.31147248,0.64447936,0.00594752,1.57073597,5.01596683,0.03913133,0.41468771
-4.42721361,6.42122148,0.61955912,0.00613521,1.54791143,5.12980510,0.04192347,0.42666007
-4.42121061,6.56776118,0.59893496,0.00634912,1.53292613,5.27350014,0.04539863,0.44055220
-4.41520760,6.75094351,0.58263300,0.00658807,1.52575342,5.44684917,0.04957356,0.45652429
-4.40920460,6.97006524,0.57062528,0.00685036,1.52626639,5.64917954,0.05445736,0.47472910
-4.40320160,7.22387104,0.56283306,0.00713379,1.53424046,5.87935257,0.06005031,0.49530491
-4.39719860,7.51056405,0.55913005,0.00743572,1.54935623,6.13577456,0.06634256,0.51836811
-4.39119560,7.82782417,0.55934563,0.00775312,1.57120253,6.41641503,0.07331304,0.54400574
-4.38519260,8.17283405,0.56326790,0.00808265,1.59927989,6.71883235,0.08092853,0.57226833
-4.37918959,8.54231349,0.57064652,0.00842078,1.63300466,7.04020661,0.08914284,0.60316345
-4.37318659,8.93256216,0.58119559,0.00876378,1.67171412,7.37738004,0.09789644,0.63665033
-4.36718359,9.33951114,0.59459653,0.00910790,1.71467285,7.72690443,0.10711639,0.67263597
-4.36118059,9.75878307,0.61050116,0.00944937,1.76108081,8.08509573,0.11671667,0.71097294
-4.35517759,10.18576069,0.62853517,0.00978453,1.81008321,8.44809482,0.12659899,0.75145920
-4.34917459,10.61566314,0.64830206,0.01010988,1.86078257,8.81193411,0.13665409,0.79383998
-4.34317159,11.04362900,0.66938774,0.01042214,1.91225283,9.17260852,0.14676344,0.83781184
-4.33716858,11.46480452,0.69136580,0.01071830,1.96355547,9.52614974,0.15680152,0.88302877
-4.33116558,11.87443534,0.71380348,0.01099568,2.01375744,9.86870201,0.16663833,0.92911003
-4.32516258,12.26795927,0.73626831,0.01125197,2.06195041,10.19659754,0.17614236,0.97564963
-4.31915958,12.64109777,0.75833525,0.01148522,2.10727092,10.50642963,0.18518373,1.02222686
-4.31315658,12.98994338,0.77959422,0.01169390,2.14892063,10.79512127,0.19363751,1.06841739
-4.30715358,13.31104022,0.79965777,0.01187685,2.18618614,11.05998710,0.20138701,1.11380462
