energy_ev,total_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-5.03951976,2.84911876,0.01493298,0.05472931,1.09808082,1.55492776,0.03989235,0.97827320
-5.03351676,2.84391175,0.01425111,0.05546116,1.08565471,1.56361258,0.03990068,0.96972246
-5.02751376,2.83573384,0.01355209,0.05667833,1.07148712,1.56766066,0.03986555,0.96245766
-5.02151076,2.82520350,0.01284349,0.05841083,1.05582697,1.56732113,0.03979508,0.95674292
-5.01550775,2.81317882,0.01213252,0.06069153,1.03899150,1.56302592,0.03970054,0.95289051
-5.00950475,2.80075266,0.01142598,0.06355577,1.02136085,1.55538575,0.03959627,0.95126130
-5.00350175,2.78923685,0.01073027,0.06704061,1.00336994,1.54517976,0.03949945,0.95226157
-4.99749875,2.78013509,0.01005131,0.07118362,0.98549755,1.53333824,0.03942969,0.95633605
-4.99149575,2.77510455,0.00939457,0.07602123,0.96825298,1.52091908,0.03940847,0.96395687
-4.98549275,2.77590693,0.00876504,0.08158672,0.95216072,1.50907796,0.03945838,0.97560870
-4.97948974,2.78435020,0.00816723,0.08790788,0.93774358,1.49903341,0.03960239,0.99177036
-4.97348674,2.80222288,0.00760513,0.09500447,0.92550503,1.49202747,0.03986286,1.01289362
-4.96748374,2.83122305,0.00708221,0.10288554,0.91591138,1.48928331,0.04026058,1.03937994
-4.96148074,2.87288491,0.00660140,0.11154677,0.90937446,1.49196109,0.04081386,1.07155622
-4.95547774,2.92850560,0.00616504,0.12096805,0.90623561,1.50111369,0.04153749,1.10965072
-4.94947474,2.99907557,0.00577489,0.13111131,0.90675145,1.51764384,0.04244194,1.15377021
-4.94347174,3.08521540,0.00543205,0.14191883,0.91108229,1.54226432,0.04353258,1.20387982
-4.93746873,3.18712223,0.00513697,0.15331224,0.91928333,1.57546283,0.04480907,1.25978642
-4.93146573,3.30452835,0.00488943,0.16519208,0.93129933,1.61747300,0.04626496,1.32112695
-4.92546273,3.43667461,0.00468850,0.17743836,0.94696278,1.66825300,0.04788748,1.38736235
-4.91945973,3.58230038,0.00453258,0.18991185,0.96599589,1.72747283,0.04965756,1.45777793
-4.91345673,3.73965153,0.00441941,0.20245632,0.98801627,1.79451127,0.05155012,1.53149055
-4.90745373,3.90650717,0.00434609,0.21490170,1.01254630,1.86846303,0.05353458,1.60746295
-4.90145073,4.08022530,0.00430915,0.22706796,1.03902592,1.94815648,0.05557559,1.68452496
-4.89544772,4.25780650,0.00430464,0.23876982,1.06682844,2.03218172,0.05763399,1.76140139
-4.88944472,4.43597446,0.00432823,0.24982199,1.09527918,2.11892858,0.05966798,1.83674569
-4.88344172,4.61127098,0.00437529,0.26004480,1.12367615,2.20663357,0.06163438,1.90917862
-4.87743872,4.78016277,0.00444108,0.26927013,1.15131236,2.29343441,0.06349007,1.97733066
-4.87143572,4.93915648,0.00452086,0.27734727,1.17749909,2.37743063,0.06519340,2.03988653
-4.86543272,5.08491807,0.00461008,0.28414863,1.20158942,2.45674788,0.06670573,2.09563062
-4.85942971,5.21439205,0.00470449,0.28957491,1.22300117,2.52960397,0.06799278,2.14349116
-4.85342671,5.32491610,0.00480035,0.29355973,1.24123872,2.59437394,0.06902600,2.18258176
-4.84742371,5.41432653,0.00489454,0.29607332,1.25591268,2.64965163,0.06978372,2.21223839
-4.84142071,5.48104990,0.00498472,0.29712520,1.26675686,2.69430520,0.07025207,2.23205026
-4.83541771,5.52417692,0.00506940,0.29676573,1.27364174,2.72752415,0.07042574,2.24188311
-4.82941471,5.54351488,0.00514806,0.29508636,1.27658378,2.74885569,0.07030840,2.24189379
-4.82341171,5.53961590,0.00522119,0.29221863,1.27575011,2.75822859,0.06991278,2.23253510
-4.81740870,5.51377887,0.00529028,0.28833183,1.27145808,2.75596321,0.06926054,2.21455042
-4.81140570,5.46802424,0.00535782,0.28362934,1.26416948,2.74276687,0.06838167,2.18895795
-4.80540270,5.40504163,0.00542720,0.27834391,1.25447935,2.71971435,0.06731375,2.15702477
-4.79939970,5.32811149,0.00550266,0.27273173,1.24309940,2.68821394,0.06610073,2.12023135
-4.79339670,5.24100318,0.00558906,0.26706572,1.23083658,2.64996006,0.06479164,2.08022754
-4.78739370,5.14785259,0.00569180,0.26162805,1.21856707,2.60687416,0.06343895,2.03878146
-4.78139070,5.05302372,0.00581655,0.25670220,1.20720677,2.56103594,0.06209687,1.99772295
-4.77538769,4.96095902,0.00596907,0.25256470,1.19767898,2.51460767,0.06081949,1.95888355
-4.76938469,4.87602412,0.00615494,0.24947698,1.19088064,2.46975438,0.05965893,1.92403516
-4.76338169,4.80235275,0.00637937,0.24767734,1.18764815,2.42856320,0.05866350,1.89482959
-4.75737869,4.74369774,0.00664696,0.24737343,1.18872435,2.39296509,0.05787601,1.87274120
-4.75137569,4.70329406,0.00696151,0.24873556,1.19472781,2.36466189,0.05733224,1.85901487
-4.74537269,4.68373902,0.00732585,0.25189081,1.20612592,2.34506196,0.05705958,1.85462124
-4.73936968,4.68689463,0.00774167,0.25691834,1.22321282,2.33522665,0.05707603,1.86022098
-4.73336668,4.71381586,0.00820952,0.26384611,1.24609336,2.33582999,0.05738949,1.87613952
-4.72736368,4.76470777,0.00872868,0.27264889,1.27467379,2.34713301,0.05799740,1.90235320
-4.72136068,4.83891322,0.00929726,0.28324793,1.30865983,2.36897377,0.05888673,1.93848765
-4.71535768,4.93493175,0.00991221,0.29551216,1.34756218,2.40077332,0.06003435,1.98382823
-4.70935468,5.05046877,0.01056951,0.30926105,1.39070951,2.44155726,0.06140775,2.03734250
-4.70335168,5.18251320,0.01126428,0.32426885,1.43726845,2.48999191,0.06296607,2.09771366
-4.69734867,5.32744032,0.01199105,0.34027041,1.48626975,2.54443346,0.06466146,2.16338383
-4.69134567,5.48113571,0.01274393,0.35696808,1.53663949,2.60298795,0.06644058,2.23260541
-4.68534267,5.63913519,0.01351691,0.37403975,1.58723429,2.66357960,0.06824640,2.30349864
-4.67933967,5.79677515,0.01430409,0.39114758,1.63687865,2.72402458,0.07002000,2.37411290
-4.67333667,5.94934722,0.01509989,0.40794719,1.68440310,2.78210713,0.07170245,2.44248962
-4.66733367,6.09225118,0.01589929,0.42409705,1.72868144,2.83565517,0.07323667,2.50672406
-4.66133067,6.22114013,0.01669795,0.43926763,1.76866547,2.88261229,0.07456918,2.56502377
-4.65532766,6.33205256,0.01749233,0.45315005,1.80341584,2.92110341,0.07565167,2.61576150
-4.64932466,6.42152640,0.01827975,0.46546400,1.83212782,2.94949191,0.07644240,2.65752059
-4.64332166,6.48669151,0.01905835,0.47596451,1.85415102,2.96642627,0.07690726,2.68913137
-4.63731866,6.52533763,0.01982704,0.48444748,1.86900258,2.97087486,0.07702065,2.70969740
-4.63131566,6.53595650,0.02058536,0.49075379,1.87637341,2.96214815,0.07676595,2.71861109
-4.62531266,6.51775772,0.02133328,0.49477186,1.87612781,2.93990825,0.07613573,2.71555841
-4.61930965,6.47065948,0.02207107,0.49643867,1.86829673,2.90416597,0.07513162,2.70051337
-4.61330665,6.39525588,0.02279900,0.49573929,1.85306555,2.85526659,0.07376395,2.67372283
-4.60730365,6.29276414,0.02351720,0.49270502,1.83075730,2.79386547,0.07205109,2.63568317
-4.60130065,6.16495509,0.02422540,0.48741027,1.80181250,2.72089533,0.07001856,2.58711023
-4.59529765,6.01407127,0.02492283,0.47996840,1.76676685,2.63752704,0.06769803,2.52890436
-4.58929465,5.84273688,0.02560808,0.47052689,1.72622804,2.54512611,0.06512615,2.46211236
-4.58329165,5.65386406,0.02627908,0.45926173,1.68085289,2.44520667,0.06234337,2.38788832
-4.57728864,5.45055933,0.02693308,0.44637174,1.63132588,2.33938516,0.05939267,2.30745485
-4.57128564,5.23603406,0.02756674,0.43207266,1.57833982,2.22933524,0.05631835,2.22206643
-4.56528264,5.01352164,0.02817627,0.41659142,1.52257948,2.11674547,0.05316492,2.13297602
-4.55927964,4.78620380,0.02875759,0.40016070,1.46470843,2.00328095,0.04997601,2.04140586
-4.55327664,4.55714738,0.02930654,0.38301396,1.40535927,1.89054956,0.04679351,1.94852303
-4.54727364,4.32925240,0.02981909,0.36538094,1.34512712,1.78007356,0.04365673,1.85542011
-4.54127064,4.10521133,0.03029152,0.34748378,1.28456614,1.67326637,0.04060183,1.76310076
-4.53526763,3.88747912,0.03072063,0.32953372,1.22418851,1.57141480,0.03766131,1.67247001
-4.52926463,3.67825302,0.03110385,0.31172835,1.16446548,1.47566612,0.03486373,1.58432875
-4.52326163,3.47946077,0.03143930,0.29424947,1.10582974,1.38701965,0.03223348,1.49937170
-4.51725863,3.29275599,0.03172584,0.27726137,1.04867850,1.30632234,0.02979081,1.41818835
-4.51125563,3.11951911,0.03196294,0.26090964,0.99337694,1.23426771,0.02755183,1.34126599
-4.50525263,2.96086278,0.03215066,0.24532029,0.94026134,1.17139752,0.02552875,1.26899433
-4.49924962,2.81764046,0.03228936,0.23059922,0.88964164,1.11810577,0.02373012,1.20167115
-4.49324662,2.69045746,0.03237961,0.21683206,0.84180328,1.07464451,0.02216112,1.13950860
-4.48724362,2.57968381,0.03242187,0.20408419,0.79700818,1.04113113,0.02082402,1.08263973
-4.48124062,2.48546855,0.03241632,0.19240108,0.75549487,1.01755677,0.01971853,1.03112533
-4.47523762,2.40775539,0.03236262,0.18180882,0.71747799,1.00379577,0.01884229,0.98496082
-4.46923462,2.34629962,0.03225979,0.17231501,0.68314731,0.99961594,0.01819131,0.94408325
-4.46323162,2.30068639,0.03210613,0.16390978,0.65266648,1.00468951,0.01776045,0.90837862
-4.45722861,2.27035033,0.03189914,0.15656708,0.62617188,1.01860462,0.01754386,0.87768930
-4.45122561,2.25459654,0.03163563,0.15024632,0.60377165,1.04087729,0.01753538,0.85182191
-4.44522261,2.25262275,0.03131185,0.14489407,0.58554514,1.07096361,0.01772901,0.83055537
-4.43921961,2.26354230,0.03092370,0.14044611,0.57154293,1.10827202,0.01811919,0.81364929
-4.43321661,2.28640754,0.03046700,0.13682952,0.56178741,1.15217535,0.01870117,0.80085230
-4.42721361,2.32023297,0.02993782,0.13396501,0.55627385,1.20202233,0.01947119,0.79191034
-4.42121061,2.36401743,0.02933279,0.13176918,0.55497196,1.25714841,0.02042672,0.78657447
-4.41520760,2.41676456,0.02864945,0.13015688,0.55782764,1.31688538,0.02156647,0.78460798
-4.40920460,2.47750068,0.02788657,0.12904340,0.56476487,1.38056969,0.02289046,0.78579243
-4.40320160,2.54528956,0.02704440,0.12834657,0.57568739,1.44754921,0.02439989,0.78993234
-4.39719860,2.61924341,0.02612485,0.12798866,0.59048012,1.51718821,0.02609695,0.79685835
-4.39119560,2.69852976,0.02513165,0.12789798,0.60900999,1.58887065,0.02798457,0.80642858
-4.38519260,2.78237414,0.02407032,0.12801015,0.63112623,1.66200180,0.03006602,0.81852817
-4.37918959,2.87005883,0.02294816,0.12826911,0.65665997,1.73600829,0.03234450,0.83306711
-4.37318659,2.96091793,0.02177409,0.12862769,0.68542325,1.81033701,0.03482263,0.84997633
-4.36718359,3.05432960,0.02055839,0.12904786,0.71720757,1.88445308,0.03750196,0.86920267
-4.36118059,3.14970630,0.01931245,0.12950062,0.75178209,1.95783751,0.04038237,0.89070268
-4.35517759,3.24648415,0.01804843,0.12996559,0.78889193,2.02998486,0.04346163,0.91443612
-4.34917459,3.34411257,0.01677886,0.13043033,0.82825673,2.10040153,0.04673487,0.94035939
-4.34317159,3.44204531,0.01551631,0.13088942,0.86956994,2.16860508,0.05019431,0.96841961
-4.33716858,3.53973407,0.01427302,0.13134338,0.91249916,2.23412497,0.05382894,0.99854973
-4.33116558,3.63662569,0.01306055,0.13179751,0.95668783,2.29650514,0.05762446,1.03066532
-4.32516258,3.73216345,0.01188951,0.13226069,1.00175867,2.35530846,0.06156337,1.06466318
-4.31915958,3.82579323,0.01076936,0.13274418,1.04731891,2.41012329,0.06562524,1.10042230
-4.31315658,3.91697440,0.00970819,0.13326059,1.09296745,2.46057191,0.06978721,1.13780705
-4.30715358,4.00519532,0.00871266,0.13382284,1.13830398,2.50632066,0.07402459,1.17667266
