energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Na_s_up,Na_s_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.93996998,0.77960477,-0.47245628,0.13545806,-0.11084553,0.28382711,-0.17296778,0.00058838,-0.00029725,0.09916297,-0.08337974,0.14063386,-0.07819652,0.34131467,-0.18468090,0.00000000,-0.00000000
-5.93396698,0.85491474,-0.52227173,0.14602896,-0.11264196,0.31136593,-0.19139599,0.00063773,-0.00033314,0.10646049,-0.08545441,0.15355673,-0.08865540,0.37648769,-0.21087651,0.00000000,-0.00000000
-5.92796398,0.93315407,-0.57827481,0.15762815,-0.11636067,0.33996324,-0.21206250,0.00068643,-0.00037152,0.11426161,-0.08878625,0.16657275,-0.09983943,0.41281269,-0.23932988,0.00000000,-0.00000000
-5.92196098,1.01351537,-0.64015943,0.17011792,-0.12190930,0.36931272,-0.23485099,0.00073369,-0.00041195,0.12242506,-0.09327960,0.17952523,-0.11168408,0.44998429,-0.26996620,0.00000000,-0.00000000
-5.91595798,1.09513113,-0.70751229,0.18336199,-0.12918299,0.39908302,-0.25960329,0.00077871,-0.00045392,0.13080727,-0.09882390,0.19225045,-0.12410503,0.48766782,-0.30266636,0.00000000,-0.00000000
-5.90995498,1.17709056,-0.77981267,0.19722732,-0.13806621,0.42892397,-0.28611926,0.00082071,-0.00049690,0.13926471,-0.10529531,0.20458192,-0.13699864,0.52550639,-0.33726524,0.00000000,-0.00000000
-5.90395198,1.25845888,-0.85643519,0.21158585,-0.14843440,0.45847383,-0.31415788,0.00085894,-0.00054027,0.14765654,-0.11255853,0.21635503,-0.15024304,0.56312913,-0.37355151,0.00000000,-0.00000000
-5.89794897,1.33829839,-0.93665580,0.22631598,-0.16015562,0.48736735,-0.34343957,0.00089270,-0.00058340,0.15584730,-0.12046880,0.22741174,-0.16370008,0.60016011,-0.41126900,0.00000000,-0.00000000
-5.89194597,1.41569075,-1.01966123,0.24130384,-0.17309199,0.51524449,-0.37364979,0.00092142,-0.00062561,0.16370969,-0.12887418,0.23760517,-0.17721791,0.63622782,-0.45011974,0.00000000,-0.00000000
-5.88594297,1.48975959,-1.10456175,0.25644428,-0.18710109,0.54175935,-0.40444413,0.00094461,-0.00066622,0.17112727,-0.13761805,0.24680395,-0.19063429,0.67097476,-0.48976855,0.00000000,-0.00000000
-5.87993997,1.55969258,-1.19040727,0.27164149,-0.20203729,0.56658914,-0.43545460,0.00096196,-0.00070455,0.17799708,-0.14654184,0.25489601,-0.20378041,0.70406670,-0.52984921,0.00000000,-0.00000000
-5.87393697,1.62476220,-1.27620626,0.28680931,-0.21775290,0.58944272,-0.46629720,0.00097330,-0.00073997,0.18423195,-0.15548796,0.26179166,-0.21648513,0.73520149,-0.56997204,0.00000000,-0.00000000
-5.86793397,1.68434441,-1.36094720,0.30187110,-0.23409940,0.61006853,-0.49658041,0.00097866,-0.00077188,0.18976248,-0.16430290,0.26742597,-0.22857952,0.76411682,-0.60973252,0.00000000,-0.00000000
-5.86193097,1.73793452,-1.44362175,0.31675939,-0.25092855,0.62826145,-0.52591452,0.00097828,-0.00079977,0.19453859,-0.17284034,0.27176006,-0.23990138,0.79059692,-0.64872090,0.00000000,-0.00000000
-5.85592796,1.78515963,-1.52324906,0.33141521,-0.26809341,0.64386842,-0.55392138,0.00097262,-0.00082326,0.19853053,-0.18096433,0.27478157,-0.25029979,0.81447785,-0.68653233,0.00000000,-0.00000000
-5.84992496,1.82578742,-1.59890034,0.34578733,-0.28544947,0.65679256,-0.58024433,0.00096235,-0.00084208,0.20172934,-0.18855226,0.27650406,-0.25963918,0.83565128,-0.72277721,0.00000000,-0.00000000
-5.84392196,1.85973071,-1.66972280,0.35983133,-0.30285571,0.66699552,-0.60455780,0.00094840,-0.00085614,0.20414669,-0.19549771,0.27696559,-0.26780306,0.85406674,-0.75709148,0.00000000,-0.00000000
-5.83791896,1.88704809,-1.73496217,0.37350888,-0.32017575,0.67449820,-0.62657635,0.00093195,-0.00086551,0.20581413,-0.20171290,0.27622643,-0.27469704,0.86973232,-0.78914640,0.00000000,-0.00000000
-5.83191596,1.90794032,-1.79398299,0.38678710,-0.33727906,0.67937949,-0.64606279,0.00091439,-0.00087050,0.20678169,-0.20713067,0.27436611,-0.28025114,0.88271379,-0.81865754,0.00000000,-0.00000000
-5.82591296,1.92274299,-1.84628581,0.39963826,-0.35404230,0.68177328,-0.66283487,0.00089739,-0.00087161,0.20711604,-0.21170603,0.27148008,-0.28442123,0.89313246,-0.84539278,0.00000000,-0.00000000
-5.81990995,1.93191565,-1.89152090,0.41203986,-0.37035078,0.68186373,-0.67677046,0.00088286,-0.00086962,0.20689803,-0.21541702,0.26767596,-0.28718964,0.90116170,-0.86917896,0.00000000,-0.00000000
-5.81390695,1.93602778,-1.92949781,0.42397503,-0.38610015,0.67987898,-0.68781091,0.00087294,-0.00086553,0.20621993,-0.21826493,0.26306977,-0.28856490,0.90702246,-0.88990702,0.00000000,-0.00000000
-5.80790395,1.93574229,-1.96019041,0.43543342,-0.40119819,0.67608348,-0.69596238,0.00087005,-0.00086065,0.20518227,-0.22027390,0.25778220,-0.28858067,0.91097781,-0.90753554,0.00000000,-0.00000000
-5.80190095,1.93179688,-1.98373745,0.44641241,-0.41556679,0.67076926,-0.70129512,0.00087683,-0.00085654,0.20389055,-0.22148970,0.25193512,-0.28729393,0.91332682,-0.92209253,0.00000000,-0.00000000
-5.79589795,1.92498389,-2.00043835,0.45691849,-0.42914400,0.66424627,-0.70394063,0.00089614,-0.00085505,0.20245178,-0.22197803,0.24564855,-0.28478261,0.91439781,-0.93367545,0.00000000,-0.00000000
-5.78989495,1.91612922,-2.01074450,0.46696884,-0.44188614,0.65683237,-0.70408690,0.00093111,-0.00085834,0.20097104,-0.22182199,0.23903797,-0.28114269,0.91454116,-0.94244950,0.00000000,-0.00000000
-5.78389195,1.90607082,-2.01524623,0.47659268,-0.45376977,0.64884304,-0.70197171,0.00098508,-0.00086883,0.19954813,-0.22111923,0.23221231,-0.27648504,0.91412177,-0.94864406,0.00000000,-0.00000000
-5.77788894,1.89563719,-2.01465592,0.48583243,-0.46479345,0.64058133,-0.69787433,0.00106156,-0.00088928,0.19827449,-0.21997846,0.22527232,-0.27093196,0.91351128,-0.95254765,0.00000000,-0.00000000
-5.77188594,1.88562651,-2.00978765,0.49474429,-0.47497911,0.63232831,-0.69210584,0.00116426,-0.00092269,0.19723029,-0.21851577,0.21830960,-0.26461383,0.91308011,-0.95450116,0.00000000,-0.00000000
-5.76588294,1.87678669,-2.00153390,0.50339809,-0.48437287,0.62433446,-0.68499849,0.00129702,-0.00097236,0.19648202,-0.21685059,0.21140603,-0.25766570,0.91318942,-0.95488973,0.00000000,-0.00000000
-5.75987994,1.86979680,-1.99084012,0.51187638,-0.49304501,0.61681212,-0.67689438,0.00146377,-0.00104184,0.19608044,-0.21510169,0.20463359,-0.25022412,0.91418306,-0.95413333,0.00000000,-0.00000000
-5.75387694,1.86525033,-1.97867764,0.52027236,-0.50108920,0.60992953,-0.66813395,0.00166842,-0.00113491,0.19605909,-0.21338307,0.19805448,-0.24242419,0.91637953,-0.95267624,0.00000000,-0.00000000
-5.74787394,1.86364056,-1.96601583,0.52868696,-0.50862057,0.60380642,-0.65904462,0.00191485,-0.00125553,0.19643327,-0.21180016,0.19172148,-0.23439697,0.92006420,-0.95097560,0.00000000,-0.00000000
-5.74187094,1.86534828,-1.95379414,0.53722476,-0.51577269,0.59851151,-0.64993009,0.00220672,-0.00140782,0.19719965,-0.21044619,0.18567838,-0.22626710,0.92548176,-0.94948928,0.00000000,-0.00000000
-5.73586793,1.87063233,-1.94289486,0.54598911,-0.52269350,0.59406192,-0.64106059,0.00254744,-0.00159592,0.19833647,-0.20939903,0.17996044,-0.21815091,0.93282913,-0.94866342,0.00000000,-0.00000000
-5.72986493,1.87962296,-1.93411742,0.55507647,-0.52954001,0.59042455,-0.63266459,0.00293993,-0.00182401,0.19980421,-0.20871855,0.17459487,-0.21015473,0.94224906,-0.94891973,0.00000000,-0.00000000
-5.72386193,1.89231835,-1.92815480,0.56457031,-0.53647218,0.58751933,-0.62492210,0.00338657,-0.00209610,0.20154696,-0.20844455,0.16960116,-0.20237358,0.95382442,-0.95064310,0.00000000,-0.00000000
-5.71785893,1.90858428,-1.92557295,0.57453484,-0.54364594,0.58522420,-0.61796000,0.00388895,-0.00241599,0.20349418,-0.20859537,0.16499140,-0.19489018,0.96757359,-0.95416964,0.00000000,-0.00000000
-5.71185593,1.92815706,-1.92679380,0.58500895,-0.55120577,0.58338167,-0.61184941,0.00444775,-0.00278707,0.20556298,-0.20916730,0.16077045,-0.18777418,0.98344702,-0.95977573,0.00000000,-0.00000000
-5.70585293,1.95064960,-1.93208228,0.59600065,-0.55927705,0.58180654,-0.60660536,0.00506257,-0.00321222,0.20766078,-0.21013466,0.15693605,-0.18108164,1.00132522,-0.96766819,0.00000000,-0.00000000
-5.69984992,1.97556054,-1.94153802,0.60748250,-0.56795865,0.58029453,-0.60218857,0.00573177,-0.00369359,0.20968821,-0.21145066,0.15347895,-0.17485482,1.02101830,-0.97797610,0.00000000,-0.00000000
-5.69384692,2.00228621,-1.95509184,0.61938826,-0.57731610,0.57863148,-0.59850940,0.00645233,-0.00423248,0.21154226,-0.21304909,0.15038296,-0.16912213,1.04226727,-0.99074450,0.00000000,-0.00000000
-5.68784392,2.03013517,-1.97250725,0.63161104,-0.58737568,0.57660245,-0.59543370,0.00721976,-0.00482913,0.21311953,-0.21484654,0.14762513,-0.16389834,1.06474713,-1.00593029,0.00000000,-0.00000000
-5.68184092,2.05834489,-1.99338700,0.64400325,-0.59811989,0.57400074,-0.59279025,0.00802804,-0.00548257,0.21431937,-0.21674536,0.14517601,-0.15918500,1.08807189,-1.02340049,0.00000000,-0.00000000
-5.67583792,2.08610030,-2.01718442,0.65637836,-0.60948451,0.57063601,-0.59037957,0.00886956,-0.00619046,0.21504705,-0.21863703,0.14300004,-0.15497110,1.11180145,-1.04293305,0.00000000,-0.00000000
-5.66983492,2.11255363,-2.04321925,0.66851460,-0.62135758,0.56634146,-0.58798357,0.00973521,-0.00694899,0.21521649,-0.22040598,0.14105613,-0.15123393,1.13545030,-1.06422033,0.00000000,-0.00000000
-5.66383192,2.13684513,-2.07069743,0.68016047,-0.63358030,0.56097971,-0.58537558,0.01061445,-0.00775279,0.21475289,-0.22193357,0.13929841,-0.14794019,1.15849791,-1.08687517,0.00000000,-0.00000000
-5.65782891,2.15812419,-2.09873427,0.69104181,-0.64595014,0.55444713,-0.58233046,0.01149548,-0.00859486,0.21359476,-0.22310222,0.13767717,-0.14504723,1.18040061,-1.11043947,0.00000000,-0.00000000
-5.65182591,2.17557023,-2.12638023,0.70087040,-0.65822580,0.54667654,-0.57863422,0.01236543,-0.00946663,0.21169562,-0.22379940,0.13613998,-0.14250459,1.20060470,-1.13439509,0.00000000,-0.00000000
-5.64582291,2.18841305,-2.15264842,0.70935342,-0.67013418,0.53763831,-0.57409267,0.01321067,-0.01035798,0.20902510,-0.22392148,0.13463297,-0.14025554,1.21856039,-1.15817688,0.00000000,-0.00000000
-5.63981991,2.19595196,-2.17654303,0.71620368,-0.68137881,0.52733987,-0.56853899,0.01401716,-0.01125742,0.20556957,-0.22337711,0.13310213,-0.13823888,1.23373628,-1.18118727,0.00000000,-0.00000000
-5.63381691,2.19757332,-2.19708776,0.72114985,-0.69164962,0.51582371,-0.56183971,0.01477074,-0.01215225,0.20133222,-0.22209021,0.13149482,-0.13639069,1.24563388,-1.20281234,0.00000000,-0.00000000
-5.62781391,2.19276603,-2.21335338,0.72394658,-0.70063350,0.50316418,-0.55389896,0.01545762,-0.01302885,0.19633262,-0.22000229,0.12976110,-0.13464614,1.25380165,-1.22243846,0.00000000,-0.00000000
-5.62181091,2.18113452,-2.22448359,0.72438372,-0.70802527,0.48946326,-0.54466104,0.01606475,-0.01387298,0.19060581,-0.21707416,0.12785518,-0.13294129,1.25784820,-1.23946947,0.00000000,-0.00000000
-5.61580790,2.16240887,-2.22971847,0.72229443,-0.71353853,0.47484564,-0.53411105,0.01658021,-0.01467014,0.18420099,-0.21328687,0.12573666,-0.13121477,1.25745406,-1.25334340,0.00000000,-0.00000000
-5.60980490,2.13645179,-2.22841474,0.71756174,-0.71691603,0.45945325,-0.52227389,0.01699364,-0.01540598,0.17717986,-0.20864197,0.12337162,-0.12940929,1.25238152,-1.26354853,0.00000000,-0.00000000
-5.60380190,2.10326216,-2.22006246,0.71012325,-0.71793890,0.44343972,-0.50921173,0.01729653,-0.01606670,0.16961465,-0.20316108,0.12073358,-0.12747305,1.24248225,-1.26963808,0.00000000,-0.00000000
-5.59779890,2.06297498,-2.20429766,0.69997383,-0.71643462,0.42696484,-0.49502005,0.01748258,-0.01663950,0.16158603,-0.19688475,0.11780419,-0.12536087,1.22770230,-1.27124311,0.00000000,-0.00000000
-5.59179590,2.01585766,-2.18091050,0.68716609,-0.71228322,0.41018935,-0.47982281,0.01754785,-0.01711297,0.15318081,-0.18987077,0.11457363,-0.12303511,1.20808412,-1.26808309,0.00000000,-0.00000000
-5.58579290,1.96230271,-2.14984910,0.67180877,-0.70542144,0.39327018,-0.46376668,0.01749093,-0.01747743,0.14448967,-0.18219202,0.11104086,-0.12046630,1.18376570,-1.25997391,0.00000000,-0.00000000
-5.57978989,1.90281697,-2.11121863,0.65406305,-0.69584491,0.37635631,-0.44701502,0.01731301,-0.01772534,0.13560493,-0.17393389,0.10721351,-0.11763353,1.15497655,-1.24683293,0.00000000,-0.00000000
-5.57378689,1.83800769,-2.06527616,0.63413703,-0.68360807,0.35958526,-0.42974160,0.01701781,-0.01785148,0.12661840,-0.16519149,0.10310754,-0.11452462,1.12203082,-1.22868091,0.00000000,-0.00000000
-5.56778389,1.76856588,-2.01242114,0.61227856,-0.66882202,0.34308037,-0.41212450,0.01661147,-0.01785315,0.11761940,-0.15606667,0.09874676,-0.11113594,1.08531774,-1.20564076,0.00000000,-0.00000000
-5.56178089,1.69524751,-1.95318223,0.58876699,-0.65165037,0.32694873,-0.39434040,0.01610237,-0.01773028,0.10869299,-0.14666509,0.09416204,-0.10747212,1.04528975,-1.17793310,0.00000000,-0.00000000
-5.55577789,1.61885312,-1.88820065,0.56390396,-0.63230333,0.31127992,-0.37655942,0.01550081,-0.01748543,0.09991846,-0.13709326,0.08939047,-0.10354549,1.00244886,-1.14586891,0.00000000,-0.00000000
-5.54977489,1.54020671,-1.81821081,0.53800388,-0.61103041,0.29614527,-0.35894056,0.01481870,-0.01712369,0.09136807,-0.12745591,0.08447438,-0.09937537,0.95733168,-1.10983939,0.00000000,-0.00000000
-5.54377189,1.46013458,-1.74401881,0.51138438,-0.58811187,0.28159788,-0.34162810,0.01406922,-0.01665251,0.08310611,-0.11785348,0.07946026,-0.09498721,0.91049390,-1.07030359,0.00000000,-0.00000000
-5.53776888,1.37944497,-1.66647958,0.48435731,-0.56384962,0.26767302,-0.32474865,0.01326637,-0.01608143,0.07518820,-0.10838004,0.07439779,-0.09041168,0.86249476,-1.02777409,0.00000000,-0.00000000
-5.53176588,1.29890926,-1.58647342,0.45722040,-0.53855758,0.25438915,-0.30840913,0.01242458,-0.01542178,0.06766094,-0.09912152,0.06933882,-0.08568361,0.81388222,-0.98280153,0.00000000,-0.00000000
-5.52576288,1.21924539,-1.50488265,0.43025021,-0.51255231,0.24174926,-0.29269554,0.01155837,-0.01468631,0.06056179,-0.09015432,0.06433649,-0.08084098,0.76517929,-0.93595843,0.00000000,-0.00000000
-5.51975988,1.14110414,-1.42256939,0.40369630,-0.48614389,0.22974252,-0.27767242,0.01068193,-0.01388874,0.05391921,-0.08154439,0.05944449,-0.07592383,0.71687222,-0.88782289,0.00000000,-0.00000000
-5.51375688,1.06505868,-1.34035486,0.37777705,-0.45962774,0.21834634,-0.26338312,0.00980887,-0.01304339,0.04775311,-0.07334662,0.05471651,-0.07097329,0.66940079,-0.83896303,0.00000000,-0.00000000
-5.50775388,0.99159772,-1.25900121,0.35267704,-0.43327741,0.20752846,-0.24985053,0.00895189,-0.01216474,0.04207533,-0.06560466,0.05020588,-0.06603054,0.62315109,-0.78992245,0.00000000,-0.00000000
-5.50175088,0.92112223,-1.17919623,0.32854599,-0.40733870,0.19724939,-0.23707849,0.00812264,-0.01126700,0.03689052,-0.05835103,0.04596541,-0.06113601,0.57845085,-0.74120746,0.00000000,-0.00000000
-5.49574787,0.85394584,-1.10154143,0.30549928,-0.38202518,0.18746475,-0.22505349,0.00733158,-0.01036382,0.03219692,-0.05160755,0.04204756,-0.05632852,0.53556742,-0.69327638,0.00000000,-0.00000000
-5.48974487,0.79029848,-1.02654379,0.28361977,-0.35751536,0.17812779,-0.21374687,0.00658788,-0.00946788,0.02798743,-0.04538602,0.03850468,-0.05164470,0.49470821,-0.64653128,0.00000000,-0.00000000
-5.48374187,0.73033296,-0.95461132,0.26296080,-0.33395124,0.16919171,-0.20311722,0.00589948,-0.00859072,0.02425060,-0.03968909,0.03538959,-0.04711842,0.45602334,-0.60131230,0.00000000,-0.00000000
-5.47773887,0.67413390,-0.88605236,0.24355002,-0.31143851,0.16061198,-0.19311305,0.00527307,-0.00774249,0.02097172,-0.03451129,0.03275617,-0.04278047,0.41961025,-0.55789465,0.00000000,-0.00000000
-5.47173587,0.62172842,-0.82107839,0.22539386,-0.29004795,0.15234836,-0.18367546,0.00471426,-0.00693184,0.01813387,-0.02984015,0.03066024,-0.03865837,0.38551978,-0.51648823,0.00000000,-0.00000000
-5.46573287,0.57309780,-0.75981010,0.20848226,-0.26981815,0.14436671,-0.17474103,0.00422769,-0.00616588,0.01571892,-0.02565738,0.02916029,-0.03477635,0.35376320,-0.47723963,0.00000000,-0.00000000
-5.45972986,0.52818956,-0.70228611,0.19279353,-0.25075909,0.13664041,-0.16624449,0.00381719,-0.00545019,0.01370840,-0.02194010,0.02831829,-0.03115553,0.32431994,-0.44023629,0.00000000,-0.00000000
-5.45372686,0.48692918,-0.64847395,0.17829885,-0.23285651,0.12915148,-0.15812143,0.00348596,-0.00478884,0.01208441,-0.01866195,0.02820036,-0.02781426,0.29714530,-0.40551242,0.00000000,-0.00000000
-5.44772386,0.44923088,-0.59828245,0.16496639,-0.21607673,0.12189116,-0.15031072,0.00323676,-0.00418457,0.01083019,-0.01579430,0.02887716,-0.02476864,0.27217797,-0.37305623,0.00000000,-0.00000000
-5.44172086,0.41500695,-0.55157510,0.15276478,-0.20037163,0.11486011,-0.14275670,0.00307205,-0.00363890,0.00993072,-0.01330726,0.03042404,-0.02203322,0.24934674,-0.34281807,0.00000000,-0.00000000
-5.43571786,0.38417521,-0.50818359,0.14166583,-0.18568367,0.10806815,-0.13541104,0.00299410,-0.00315235,0.00937303,-0.01117069,0.03292070,-0.01962181,0.22857639,-0.31471900,0.00000000,-0.00000000
-5.42971486,0.35666436,-0.46792095,0.13164634,-0.17195058,0.10153355,-0.12823422,0.00300514,-0.00272463,0.00914639,-0.00935500,0.03645045,-0.01754846,0.20979232,-0.28865934,0.00000000,-0.00000000
-5.42371186,0.33241702,-0.43059385,0.12268909,-0.15910970,0.09528190,-0.12119664,0.00310734,-0.00235488,0.00924229,-0.00783199,0.04109881,-0.01582852,0.19292395,-0.26452688,0.00000000,-0.00000000
-5.41770885,0.31139049,-0.39601349,0.11478293,-0.14710164,0.08934465,-0.11427917,0.00330288,-0.00204190,0.00965427,-0.00657545,0.04695152,-0.01447980,0.17790677,-0.24220430,0.00000000,-0.00000000
-5.41170585,0.29355528,-0.36400485,0.10792210,-0.13587333,0.08375737,-0.10747341,0.00359383,-0.00178434,0.01037750,-0.00556169,0.05409198,-0.01352369,0.16468317,-0.22157574,0.00000000,-0.00000000
-5.40570285,0.27889170,-0.33441401,0.10210482,-0.12538033,0.07855778,-0.10078141,0.00398211,-0.00158095,0.01140829,-0.00476996,0.06259795,-0.01298639,0.15320204,-0.20253209,0.00000000,-0.00000000
-5.39969985,0.26738478,-0.30711355,0.09733130,-0.11558832,0.07378369,-0.09421503,0.00446927,-0.00143075,0.01274338,-0.00418279,0.07253773,-0.01289993,0.14341741,-0.18497521,0.00000000,-0.00000000
-5.39369685,0.25901789,-0.28200586,0.09360136,-0.10647396,0.06947087,-0.08779498,0.00505635,-0.00133319,0.01437912,-0.00378617,0.08396589,-0.01330320,0.13528627,-0.16882073,0.00000000,-0.00000000
-5.38769385,0.25376544,-0.25902465,0.09091174,-0.09802498,0.06565102,-0.08154951,0.00574362,-0.00128827,0.01631062,-0.00356967,0.09691860,-0.01424268,0.12876584,-0.15399980,0.00000000,-0.00000000
-5.38169085,0.25158532,-0.23813462,0.08925332,-0.09023974,0.06234987,-0.07551294,0.00653034,-0.00129669,0.01853080,-0.00352641,0.11140877,-0.01577304,0.12381053,-0.14045961,0.00000000,-0.00000000
-5.37568784,0.25241125,-0.21932972,0.08860842,-0.08312623,0.05958547,-0.06972404,0.00741452,-0.00135987,0.02102943,-0.00365301,0.12742137,-0.01795726,0.12036869,-0.12816301,0.00000000,-0.00000000
-5.36968484,0.25614575,-0.20262997,0.08894830,-0.07670071,0.05736681,-0.06422428,0.00839265,-0.00148000,0.02379227,-0.00394940,0.14490886,-0.02086649,0.11837973,-0.11708726,0.00000000,-0.00000000
-5.36368184,0.26265405,-0.18807740,0.09023101,-0.07098599,0.05569274,-0.05905615,0.00945950,-0.00166001,0.02680024,-0.00441848,0.16378737,-0.02457934,0.11777137,-0.10722216,0.00000000,-0.00000000
-5.35767884,0.27175935,-0.17573105,0.09239978,-0.06600950,0.05455129,-0.05426151,0.01060797,-0.00190354,0.03002881,-0.00506580,0.18393363,-0.02918070,0.11845754,-0.09856775,0.00000000,-0.00000000
-5.35167584,0.28323974,-0.16566151,0.09538198,-0.06180126,0.05391938,-0.04988002,0.01182892,-0.00221483,0.03344750,-0.00589903,0.20518302,-0.03475997,0.12033697,-0.09113157,0.00000000,-0.00000000
-5.34567284,0.29682704,-0.15794499,0.09908872,-0.05839172,0.05376295,-0.04594779,0.01311120,-0.00259858,0.03701967,-0.00692743,0.22732904,-0.04140864,0.12329251,-0.08492590,0.00000000,-0.00000000
-5.33966983,0.31220776,-0.15265728,0.10341522,-0.05580968,0.05403747,-0.04249614,0.01444164,-0.00305978,0.04070256,-0.00816112,0.25012430,-0.04921733,0.12719136,-0.07996476,0.00000000,-0.00000000
-5.33366683,0.32902624,-0.14986756,0.10824189,-0.05408016,0.05468891,-0.03955056,0.01580525,-0.00360349,0.04444765,-0.00961039,0.27328319,-0.05827219,0.13188611,-0.07626115,0.00000000,-0.00000000
-5.32766383,0.34688990,-0.14963235,0.11343616,-0.05322242,0.05565496,-0.03712992,0.01718539,-0.00423459,0.04820124,-0.01128481,0.29648638,-0.06865076,0.13721670,-0.07382420,0.00000000,-0.00000000
-5.32166083,0.36537655,-0.15198961,0.11885497,-0.05324806,0.05686663,-0.03524576,0.01856416,-0.00495751,0.05190546,-0.01319242,0.31938700,-0.08041745,0.14301312,-0.07265661,0.00000000,-0.00000000
-5.31565783,0.38404345,-0.15695314,0.12434787,-0.05415926,0.05825013,-0.03390187,0.01992278,-0.00577592,0.05549940,-0.01533876,0.34161844,-0.09361866,0.14909884,-0.07275231,0.00000000,-0.00000000
-5.30965483,0.40243786,-0.16450735,0.12976060,-0.05594722,0.05972882,-0.03309397,0.02124207,-0.00669244,0.05892063,-0.01772597,0.36280358,-0.10827783,0.15529469,-0.07409427,0.00000000,-0.00000000
-5.30365183,0.42010867,-0.17460265,0.13493905,-0.05859078,0.06122544,-0.03280959,0.02250301,-0.00770833,0.06210681,-0.02035192,0.38256508,-0.12439053,0.16142319,-0.07665272,0.00000000,-0.00000000
-5.29764882,0.43661856,-0.18715145,0.13973339,-0.06205533,0.06266422,-0.03302802,0.02368725,-0.00882319,0.06499745,-0.02320938,0.40053638,-0.14191995,0.16731308,-0.08038359,0.00000000,-0.00000000
-5.29164582,0.45155627,-0.20202499,0.14400228,-0.06629193,0.06397307,-0.03372055,0.02477772,-0.01003473,0.06753575,-0.02628532,0.41637298,-0.16079290,0.17280370,-0.08522740,0.00000000,-0.00000000
-5.28564282,0.46454836,-0.21905121,0.14761688,-0.07123689,0.06508555,-0.03485066,0.02575914,-0.01133849,0.06967037,-0.02956036,0.42976344,-0.18089672,0.17774925,-0.09110845,0.00000000,-0.00000000
-5.27963982,0.47527000,-0.23801376,0.15046461,-0.07681165,0.06594275,-0.03637453,0.02661852,-0.01272774,0.07135712,-0.03300840,0.44043967,-0.20207728,0.18202259,-0.09793453,0.00000000,-0.00000000
-5.27363682,0.48345421,-0.25865236,0.15245233,-0.08292316,0.06649483,-0.03824158,0.02734553,-0.01419332,0.07256044,-0.03659652,0.44818600,-0.22413837,0.18551836,-0.10559709,0.00000000,-0.00000000
-5.26763382,0.48889914,-0.28066456,0.15350904,-0.08946467,0.06670225,-0.04039524,0.02793280,-0.01572368,0.07325464,-0.04028509,0.45284661,-0.24684254,0.18815544,-0.11397190,0.00000000,-0.00000000
-5.26163082,0.49147321,-0.30370909,0.15358769,-0.09631714,0.06653668,-0.04277380,0.02837615,-0.01730491,0.07342476,-0.04402823,0.45433092,-0.26991375,0.18987843,-0.12292031,0.00000000,-0.00000000
