energy_ev,total_up,C_s_up,C_p_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.55577789,3.38962475,0.03841834,0.39756871,2.86608166,1.64970267,0.00306620,1.03317454,0.54552330,0.23529063
-5.54977489,3.50306256,0.03995447,0.42212811,2.99768499,1.69973370,0.00315867,1.05667571,0.56245991,0.24357552
-5.54377189,3.61852344,0.04137959,0.44660889,3.12280307,1.75271546,0.00325164,1.08029831,0.57886231,0.25191021
-5.53776888,3.73427430,0.04267809,0.47077462,3.23979976,1.80782955,0.00334373,1.10351096,0.59450804,0.26019440
-5.53176588,3.84867208,0.04383853,0.49438604,3.34723004,1.86425478,0.00343393,1.12584389,0.60921643,0.26833762
-5.52576288,3.96020598,0.04485381,0.51720605,3.44388064,1.92118925,0.00352160,1.14690161,0.62285356,0.27626163
-5.51975988,4.06753496,0.04572124,0.53900504,3.52880402,1.97787168,0.00360646,1.16637233,0.63533546,0.28390217
-5.51375688,4.16951923,0.04644235,0.55956652,3.60134437,2.03360126,0.00368862,1.18403371,0.64662945,0.29121022
-5.50775388,4.26524488,0.04702258,0.57869264,3.66115441,2.08775563,0.00376852,1.19975503,0.65675359,0.29815270
-5.50175088,4.35404077,0.04747079,0.59620959,3.70820247,2.13980613,0.00384692,1.21349576,0.66577439,0.30471250
-5.49574787,4.43548734,0.04779862,0.61197238,3.74276928,2.18932983,0.00392489,1.22530068,0.67380269,0.31088798
-5.48974487,4.50941682,0.04801980,0.62586896,3.76543457,2.23601784,0.00400372,1.23529194,0.68098824,0.31669199
-5.48374187,4.57590494,0.04814936,0.63782327,3.77705396,2.27967943,0.00408493,1.24365859,0.68751279,0.32215032
-5.47773887,4.63525435,0.04820282,0.64779713,3.77872687,2.32024159,0.00417019,1.25064396,0.69358238,0.32729987
-5.47173587,4.68797015,0.04819543,0.65579068,3.77175670,2.35774397,0.00426127,1.25653163,0.69941883,0.33218642
-5.46573287,4.73472849,0.04814150,0.66184147,3.75760465,2.39232921,0.00436000,1.26163057,0.70525087,0.33686218
-5.45972986,4.77633912,0.04805372,0.66602199,3.73783912,2.42422879,0.00446818,1.26626008,0.71130526,0.34138325
-5.45372686,4.81370333,0.04794273,0.66843585,3.71408234,2.45374493,0.00458757,1.27073514,0.71779812,0.34580695
-5.44772386,4.84776870,0.04781675,0.66921268,3.68795637,2.48122928,0.00471978,1.27535267,0.72492671,0.35018924
-5.44172086,4.87948236,0.04768141,0.66850210,3.66103027,2.50705904,0.00486625,1.28037921,0.73286211,0.35458213
-5.43571786,4.90974453,0.04753967,0.66646683,3.63477040,2.53161178,0.00502816,1.28604036,0.74174266,0.35903137
-5.42971486,4.93936416,0.04739196,0.66327557,3.61049544,2.55523998,0.00520640,1.29251223,0.75166869,0.36357427
-5.42371186,4.96901836,0.04723641,0.65909573,3.58933753,2.57824655,0.00540152,1.29991513,0.76269834,0.36823778
-5.41770885,4.99921734,0.04706912,0.65408661,3.57221074,2.60086258,0.00561365,1.30830941,0.77484472,0.37303691
-5.41170585,5.03027627,0.04688464,0.64839320,3.55978750,2.62322851,0.00584250,1.31769362,0.78807435,0.37797344
-5.40570285,5.06229524,0.04667636,0.64214103,3.55248368,2.64537963,0.00608732,1.32800475,0.80230692,0.38303504
-5.39969985,5.09514815,0.04643698,0.63543218,3.55045225,2.66723700,0.00634686,1.33912039,0.81741629,0.38819471
-5.39369685,5.12848116,0.04615897,0.62834280,3.55358544,2.68860406,0.00661938,1.35086271,0.83323267,0.39341068
-5.38769385,5.16172065,0.04583495,0.62092195,3.56152507,2.70916956,0.00690264,1.36300386,0.84954596,0.39862669
-5.38169085,5.19409059,0.04545801,0.61319206,3.57368018,2.72851647,0.00719394,1.37527273,0.86611004,0.40377270
-5.37568784,5.22463855,0.04502204,0.60515069,3.58925135,2.74613683,0.00749011,1.38736273,0.88264808,0.40876606
-5.36968484,5.25226939,0.04452190,0.59677354,3.60726067,2.76145167,0.00778761,1.39894038,0.89885861,0.41351308
-5.36368184,5.27578538,0.04395349,0.58801847,3.62658624,2.77383523,0.00808253,1.40965448,0.91442232,0.41791104
-5.35767884,5.29393103,0.04331390,0.57883024,3.64600034,2.78264221,0.00837070,1.41914583,0.92900951,0.42185059
-5.35167584,5.30544109,0.04260129,0.56914577,3.66420987,2.78723689,0.00864780,1.42705701,0.94228804,0.42521849
-5.34567284,5.30908958,0.04181495,0.55889951,3.67989823,2.78702253,0.00890939,1.43304236,0.95393154,0.42790070
-5.33966983,5.30373827,0.04095511,0.54802876,3.69176734,2.78146975,0.00915110,1.43677781,0.96362793,0.42978567
-5.33366683,5.28838237,0.04002293,0.53647862,3.69857888,2.77014247,0.00936868,1.43797040,0.97108796,0.43076777
-5.32766383,5.26219200,0.03902036,0.52420635,3.69919358,2.75272015,0.00955815,1.43636732,0.97605353,0.43075082
-5.32166083,5.22454761,0.03795009,0.51118506,3.69260766,2.72901526,0.00971594,1.43176424,0.97830571,0.42965149
-5.31565783,5.17506813,0.03681546,0.49740651,3.67798538,2.69898520,0.00983897,1.42401271,0.97767216,0.42740257
-5.30965483,5.11363087,0.03562047,0.48288301,3.65468687,2.66273811,0.00992478,1.41302640,0.97403371,0.42395583
-5.30365183,5.04038224,0.03436972,0.46764842,3.62229042,2.62053236,0.00997163,1.39878594,0.96732985,0.41928453
-5.29764882,4.95573926,0.03306850,0.45175825,3.58060855,2.57276978,0.00997859,1.38134212,0.95756300,0.41338532
-5.29164582,4.86038170,0.03172275,0.43528889,3.52969727,2.51998314,0.00994560,1.36081738,0.94480128,0.40627949
-5.28564282,4.75523531,0.03033916,0.41833611,3.46985830,2.46281841,0.00987351,1.33740526,0.92917959,0.39801349
-5.27963982,4.64144705,0.02892519,0.40101298,3.40163392,2.40201284,0.00976411,1.31136796,0.91089898,0.38865867
-5.27363682,4.52035323,0.02748910,0.38344717,3.32579473,2.33836990,0.00962014,1.28303179,0.89022418,0.37831024
-5.26763382,4.39344215,0.02603994,0.36577794,3.24332039,2.27273239,0.00944521,1.25278082,0.86747935,0.36708547
-5.26163082,4.26231260,0.02458760,0.34815280,3.15537419,2.20595489,0.00924381,1.22104859,0.84304200,0.35512118
-5.25562781,4.12863003,0.02314264,0.33072410,3.06327187,2.13887689,0.00902114,1.18830843,0.81733536,0.34257055
-5.24962481,3.99408203,0.02171633,0.31364544,2.96844607,2.07229777,0.00878306,1.15506240,0.79081934,0.32959954
-5.24362181,3.86033474,0.02032041,0.29706826,2.87240713,2.00695464,0.00853593,1.12182943,0.76398024,0.31638280
-5.23761881,3.72899181,0.01896699,0.28113846,2.77670182,1.94350388,0.00828645,1.08913277,0.73731957,0.30309941
-5.23161581,3.60155702,0.01766832,0.26599326,2.68287106,1.88250692,0.00804147,1.05748743,0.71134228,0.28992858
-5.22561281,3.47940171,0.01643660,0.25175828,2.59240805,1.82442062,0.00780785,1.02738768,0.68654467,0.27704527
-5.21960980,3.36373767,0.01528369,0.23854496,2.50671805,1.76959238,0.00759221,0.99929522,0.66340233,0.26461620
-5.21360680,3.25559592,0.01422092,0.22644823,2.42708082,1.71825959,0.00740078,0.97362809,0.64235842,0.25279595
-5.20760380,3.15581141,0.01325878,0.21554461,2.35461695,1.67055316,0.00723920,0.95075077,0.62381255,0.24172367
-5.20160080,3.06501356,0.01240671,0.20589060,2.29025872,1.62650449,0.00711233,0.93096553,0.60811056,0.23152015
-5.19559780,2.98362215,0.01167284,0.19752156,2.23472637,1.58605509,0.00702410,0.91450531,0.59553546,0.22228544
-5.18959480,2.91184801,0.01106380,0.19045093,2.18851014,1.54906804,0.00697738,0.90152805,0.58629974,0.21409708
-5.18359180,2.84969792,0.01058449,0.18466984,2.15185851,1.51534061,0.00697386,0.89211278,0.58053918,0.20700884
-5.17758879,2.79698301,0.01023795,0.18014721,2.12477285,1.48461710,0.00701395,0.88625731,0.57830849,0.20105010
-5.17158579,2.75333005,0.01002520,0.17683029,2.10700844,1.45660129,0.00709679,0.88387764,0.57957872,0.19622569
-5.16558279,2.71819512,0.00994514,0.17464555,2.09808194,1.43096808,0.00722021,0.88480911,0.58423682,0.19251637
-5.15957979,2.69087924,0.00999452,0.17350013,2.09728493,1.40737381,0.00738076,0.88880929,0.59208714,0.18987973
-5.15357679,2.67054576,0.01016785,0.17328366,2.10370336,1.38546514,0.00757380,0.89556255,0.60285519,0.18825156
-5.14757379,2.65623934,0.01045751,0.17387055,2.11624240,1.36488647,0.00779364,0.90468642,0.61619350,0.18754774
-5.14157079,2.64690645,0.01085373,0.17512261,2.13365623,1.34528605,0.00803363,0.91573967,0.63168964,0.18766650
-5.13556778,2.64141757,0.01134476,0.17689216,2.15458198,1.32632090,0.00828642,0.92823198,0.64887621,0.18849099
-5.12956478,2.63859091,0.01191702,0.17902530,2.17757716,1.30766102,0.00854410,0.94163521,0.66724269,0.18989234
-5.12356178,2.63721779,0.01255529,0.18136558,2.20115962,1.28899305,0.00879851,0.95539602,0.68624882,0.19173284
-5.11755878,2.63608940,0.01324299,0.18375768,2.22384900,1.27002382,0.00904139,0.96894971,0.70533930,0.19386951
-5.11155578,2.63402480,0.01396251,0.18605124,2.24420851,1.25048397,0.00926474,0.98173486,0.72395928,0.19615770
-5.10555278,2.62989948,0.01469551,0.18810463,2.26088590,1.23013189,0.00946097,0.99320849,0.74157021,0.19845486
-5.09954977,2.62267401,0.01542339,0.18978847,2.27265229,1.20875793,0.00962320,1.00286124,0.75766560,0.20062429
-5.09354677,2.61142180,0.01612761,0.19098898,2.27843760,1.18618893,0.00974541,1.01023210,0.77178600,0.20253873
-5.08754377,2.59535501,0.01679024,0.19161081,2.27736151,1.16229276,0.00982268,1.01492216,0.78353273,0.20408374
-5.08154077,2.57384760,0.01739428,0.19157940,2.26875859,1.13698279,0.00985127,1.01660675,0.79257983,0.20516074
-5.07553777,2.54645441,0.01792421,0.19084272,2.25219696,1.11022177,0.00982879,1.01504565,0.79868361,0.20568961
-5.06953477,2.51292520,0.01836629,0.18937232,2.22748954,1.08202480,0.00975419,1.01009065,0.80168962,0.20561070
-5.06353177,2.47321285,0.01870898,0.18716365,2.19469760,1.05246114,0.00962778,1.00169029,0.80153637,0.20488618
-5.05752876,2.42747501,0.01894322,0.18423563,2.15412633,1.02165431,0.00945123,0.98989133,0.79825603,0.20350074
-5.05152576,2.37606889,0.01906267,0.18062950,2.10631257,0.98978042,0.00922744,0.97483700,0.79197166,0.20146149
-5.04552276,2.31953899,0.01906386,0.17640690,2.05200531,0.95706448,0.00896044,0.95676184,0.78289140,0.19879710
-5.03951976,2.25859820,0.01894624,0.17164742,1.99213938,0.92377477,0.00865523,0.93598342,0.77129957,0.19555631
-5.03351676,2.19410284,0.01871214,0.16644555,1.92780371,0.89021518,0.00831756,0.91289119,0.75754529,0.19180561
-5.02751376,2.12702254,0.01836668,0.16090722,1.86020502,0.85671603,0.00795381,0.88793292,0.74202892,0.18762652
-5.02151076,2.05840625,0.01791750,0.15514611,1.79062843,0.82362350,0.00757069,0.86159926,0.72518706,0.18311226
-5.01550775,1.98934570,0.01737450,0.14927969,1.72039656,0.79128825,0.00717507,0.83440705,0.70747658,0.17836423
-5.00950475,1.92093798,0.01674948,0.14342541,1.65082827,0.76005372,0.00677378,0.80688213,0.68935849,0.17348817
-5.00350175,1.85424864,0.01605569,0.13769690,1.58319880,0.73024458,0.00637339,0.77954225,0.67128224,0.16859045
-4.99749875,1.79027698,0.01530739,0.13220051,1.51870238,0.70215601,0.00598009,0.75288080,0.65367104,0.16377436
-4.99149575,1.72992483,0.01451941,0.12703213,1.45841869,0.67604420,0.00559950,0.72735199,0.63690884,0.15913675
-4.98549275,1.67397009,0.01370663,0.12227460,1.40328391,0.65211853,0.00523656,0.70335800,0.62132925,0.15476507
-4.97948974,1.62304575,0.01288358,0.11799556,1.35406741,0.63053576,0.00489551,0.68123848,0.60720696,0.15073479
-4.97348674,1.57762530,0.01206403,0.11424590,1.31135436,0.61139647,0.00457976,0.66126276,0.59475167,0.14710757
-4.96748374,1.53801459,0.01126060,0.11105888,1.27553465,0.59474385,0.00429196,0.64362488,0.58410469,0.14392987
-4.96148074,1.50435024,0.01048449,0.10844982,1.24679827,0.58056468,0.00403395,0.62844146,0.57533819,0.14123230
-4.95547774,1.47660423,0.00974529,0.10641633,1.22513679,0.56879263,0.00380684,0.61575238,0.56845691,0.13902951
-4.94947474,1.45459423,0.00905075,0.10493924,1.21035076,0.55931334,0.00361108,0.60552402,0.56340204,0.13732070
-4.94347174,1.43799868,0.00840681,0.10398384,1.20206244,0.55197116,0.00344651,0.59765469,0.56005708,0.13609062
-4.93746873,1.42637589,0.00781752,0.10350171,1.19973322,0.54657705,0.00331251,0.59198205,0.55825510,0.13531101
-4.93146573,1.41918597,0.00728515,0.10343282,1.20268496,0.54291725,0.00320807,0.58829196,0.55778720,0.13494239
-4.92546273,1.41581473,0.00681033,0.10370788,1.21012451,0.54076238,0.00313188,0.58632839,0.55841159,0.13493608
-4.91945973,1.41559817,0.00639218,0.10425094,1.22117043,0.53987639,0.00308251,0.58580396,0.55986298,0.13523643
-4.91345673,1.41784694,0.00602855,0.10498197,1.23488116,0.54002506,0.00305842,0.58641072,0.56186199,0.13578305
-4.90745373,1.42186964,0.00571626,0.10581954,1.25028371,0.54098384,0.00305809,0.58783071,0.56412403,0.13651307
-4.90145073,1.42699433,0.00545134,0.10668333,1.26640203,0.54254449,0.00308011,0.58974609,0.56636771,0.13736324
-4.89544772,1.43258753,0.00522927,0.10749656,1.28228447,0.54452061,0.00312318,0.59184854,0.56832233,0.13827198
-4.88944472,1.43807052,0.00504525,0.10818816,1.29702938,0.54675167,0.00318618,0.59384759,0.56973441,0.13918106
-4.88344172,1.44293233,0.00489435,0.10869463,1.30980845,0.54910574,0.00326820,0.59547797,0.57037324,0.14003718
-4.87743872,1.44673957,0.00477179,0.10896164,1.31988724,0.55148067,0.00336848,0.59650569,0.57003528,0.14079318
-4.87143572,1.44914294,0.00467302,0.10894524,1.32664240,0.55380406,0.00348643,0.59673284,0.56854761,0.14140896
-4.86543272,1.44988065,0.00459388,0.10861274,1.32957539,0.55603188,0.00362156,0.59600121,0.56577029,0.14185218
-4.85942971,1.44877886,0.00453066,0.10794314,1.32832250,0.55814611,0.00377342,0.59419458,0.56159785,0.14209857
-4.85342671,1.44574958,0.00448017,0.10692733,1.32266093,0.56015155,0.00394155,0.59123993,0.55595990,0.14213206
-4.84742371,1.44078618,0.00443973,0.10556776,1.31251116,0.56207189,0.00412538,0.58710748,0.54882103,0.14194461
-4.84142071,1.43395716,0.00440714,0.10387796,1.29793549,0.56394549,0.00432416,0.58180980,0.54017995,0.14153583
-4.83541771,1.42539832,0.00438067,0.10188170,1.27913309,0.56582095,0.00453686,0.57539985,0.53006818,0.14091240
-4.82941471,1.41530382,0.00435893,0.09961187,1.25643172,0.56775273,0.00476213,0.56796840,0.51854813,0.14008733
-4.82341171,1.40391662,0.00434084,0.09710927,1.23027639,0.56979704,0.00499819,0.55964047,0.50571074,0.13907914
-4.81740870,1.39151842,0.00432552,0.09442113,1.20121535,0.57200821,0.00524286,0.55057134,0.49167274,0.13791088
-4.81140570,1.37841960,0.00431221,0.09159963,1.16988387,0.57443559,0.00549346,0.54094182,0.47657360,0.13660914
-4.80540270,1.36494928,0.00430019,0.08870028,1.13698599,0.57712123,0.00574687,0.53095314,0.46057209,0.13520300
-4.79939970,1.35144582,0.00428867,0.08578037,1.10327487,0.58009833,0.00599953,0.52082139,0.44384262,0.13372303
-4.79339670,1.33824786,0.00427682,0.08289738,1.06953208,0.58339041,0.00624752,0.51077162,0.42657137,0.13220026
-4.78739370,1.32568603,0.00426366,0.08010747,1.03654631,0.58701143,0.00648663,0.50103180,0.40895222,0.13066519
-4.78139070,1.31407540,0.00424806,0.07746403,1.00509182,0.59096647,0.00671245,0.49182650,0.39118262,0.12914697
-4.77538769,1.30370875,0.00422880,0.07501645,0.97590735,0.59525319,0.00692055,0.48337070,0.37345935,0.12767248
-4.76938469,1.29485058,0.00420453,0.07280886,0.94967570,0.59986371,0.00710660,0.47586360,0.35597442,0.12626568
-4.76338169,1.28773206,0.00417384,0.07087911,0.92700453,0.60478691,0.00726649,0.46948268,0.33891101,0.12494690
-4.75737869,1.28254665,0.00413533,0.06925796,0.90840896,0.61001091,0.00739655,0.46437818,0.32243968,0.12373230
-4.75137569,1.27944660,0.00408766,0.06796832,0.89429630,0.61552561,0.00749367,0.46066802,0.30671493,0.12263346
-4.74537269,1.27854034,0.00402961,0.06702475,0.88495340,0.62132515,0.00755542,0.45843354,0.29187212,0.12165704
-4.73936968,1.27989060,0.00396018,0.06643317,0.88053708,0.62741003,0.00758018,0.45771599,0.27802495,0.12080452
-4.73336668,1.28351353,0.00387860,0.06619068,0.88106799,0.63378899,0.00756726,0.45851407,0.26526347,0.12007215
-4.72736368,1.28937875,0.00378445,0.06628570,0.88642822,0.64048039,0.00751691,0.46078262,0.25365278,0.11945094
-4.72136068,1.29741041,0.00367765,0.06669818,0.89636282,0.64751305,0.00743036,0.46443258,0.24323236,0.11892683
-4.71535768,1.30748934,0.00355850,0.06740016,0.91048548,0.65492665,0.00730980,0.46933227,0.23401615,0.11848098
-4.70935468,1.31945630,0.00342767,0.06835637,0.92828817,0.66277158,0.00715832,0.47531004,0.22599325,0.11809021
-4.70335168,1.33311637,0.00328625,0.06952518,0.94915471,0.67110825,0.00697981,0.48215831,0.21912934,0.11772754
-4.69734867,1.34824438,0.00313562,0.07085957,0.97237795,0.68000608,0.00677885,0.48963885,0.21336860,0.11736293
-4.69134567,1.36459130,0.00297752,0.07230836,0.99717999,0.68954191,0.00656053,0.49748927,0.20863626,0.11696409
-4.68534267,1.38189152,0.00281393,0.07381750,1.02273494,0.69979824,0.00633029,0.50543042,0.20484146,0.11649745
-4.67933967,1.39987052,0.00264699,0.07533146,1.04819338,0.71086105,0.00609374,0.51317457,0.20188043,0.11592913
-4.67333667,1.41825296,0.00247900,0.07679468,1.07270772,0.72281736,0.00585642,0.52043397,0.19963991,0.11522609
-4.66733367,1.43677058,0.00231228,0.07815297,1.09545756,0.73575248,0.00562366,0.52692954,0.19800057,0.11435719
-4.66133067,1.45516958,0.00214914,0.07935493,1.11567397,0.74974710,0.00540040,0.53239938,0.19684033,0.11329428
-4.65532766,1.47321713,0.00199179,0.08035323,1.13266193,0.76487393,0.00519098,0.53660664,0.19603763,0.11201322
-4.64932466,1.49070653,0.00184227,0.08110579,1.14581994,0.78119419,0.00499907,0.53934650,0.19547427,0.11049477
-4.64332166,1.50746077,0.00170241,0.08157672,1.15465608,0.79875367,0.00482753,0.54045204,0.19503804,0.10872533
