energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-5.43571786,1.62550801,0.36075932,0.42412314,0.00169845,0.01962281,0.00280397,1.08248727,0.21862718,0.30737708
-5.42971486,1.64264039,0.36058954,0.42900242,0.00155097,0.02021229,0.00322761,1.09142223,0.22658796,0.31240536
-5.42371186,1.66111939,0.36068900,0.43375807,0.00140780,0.02095295,0.00370192,1.10080798,0.23507579,0.31794964
-5.41770885,1.68084599,0.36107236,0.43834755,0.00127039,0.02184502,0.00422657,1.11058484,0.24402416,0.32398762
-5.41170585,1.70161470,0.36173010,0.44271357,0.00113998,0.02288433,0.00480014,1.12063014,0.25334403,0.33047093
-5.40570285,1.72311724,0.36262814,0.44678619,0.00101757,0.02406217,0.00542007,1.13076015,0.26292468,0.33732622
-5.39969985,1.74495142,0.36370858,0.45048577,0.00090393,0.02536528,0.00608247,1.14073513,0.27263549,0.34445734
-5.39369685,1.76663481,0.36489164,0.45372674,0.00079957,0.02677608,0.00678210,1.15026734,0.28232882,0.35174875
-5.38769385,1.78762281,0.36607855,0.45642206,0.00070478,0.02827302,0.00751228,1.15903171,0.29184373,0.35906976
-5.38169085,1.80733018,0.36715542,0.45848801,0.00061966,0.02983116,0.00826497,1.16667871,0.30101059,0.36627962
-5.37568784,1.82515516,0.36799781,0.45984926,0.00054408,0.03142276,0.00903081,1.17284897,0.30965626,0.37323307
-5.36968484,1.84050521,0.36847592,0.46044382,0.00047778,0.03301818,0.00979925,1.17718876,0.31760984,0.37978623
-5.36368184,1.85282293,0.36846003,0.46022774,0.00042035,0.03458672,0.01055882,1.17936601,0.32470851,0.38580241
-5.35767884,1.86161132,0.36782614,0.45917918,0.00037127,0.03609763,0.01129728,1.17908578,0.33080339,0.39115773
-5.35167584,1.86645676,0.36646141,0.45730174,0.00032997,0.03752109,0.01200202,1.17610467,0.33576514,0.39574606
-5.34567284,1.86704895,0.36426924,0.45462663,0.00029578,0.03882924,0.01266034,1.17024353,0.33948888,0.39948325
-5.33966983,1.86319655,0.36117374,0.45121378,0.00026805,0.03999709,0.01325985,1.16139758,0.34189845,0.40231025
-5.33366683,1.85483782,0.35712343,0.44715154,0.00024610,0.04100342,0.01378883,1.14954373,0.34294947,0.40419506
-5.32766383,1.84204559,0.35209392,0.44255505,0.00022925,0.04183150,0.01423662,1.13474456,0.34263141,0.40513338
-5.32166083,1.82502633,0.34608956,0.43756314,0.00021687,0.04246961,0.01459396,1.11714866,0.34096818,0.40514791
-5.31565783,1.80411322,0.33914387,0.43233413,0.00020835,0.04291149,0.01485330,1.09698742,0.33801748,0.40428635
-5.30965483,1.77975351,0.33131883,0.42704032,0.00020310,0.04315647,0.01500909,1.07456829,0.33386878,0.40261814
-5.30365183,1.75249087,0.32270295,0.42186171,0.00020062,0.04320940,0.01505792,1.05026480,0.32863998,0.40023031
-5.29764882,1.72294334,0.31340835,0.41697907,0.00020040,0.04308038,0.01499872,1.02450379,0.32247309,0.39722238
-5.29164582,1.69177833,0.30356682,0.41256678,0.00020201,0.04278431,0.01483271,0.99775050,0.31552881,0.39370087
-5.28564282,1.65968557,0.29332523,0.40878573,0.00020505,0.04234015,0.01456341,0.97049216,0.30798061,0.38977358
-5.27963982,1.62734974,0.28284033,0.40577671,0.00020917,0.04177012,0.01419651,0.94322093,0.30000833,0.38554404
-5.27363682,1.59542393,0.27227325,0.40365463,0.00021402,0.04109873,0.01373964,0.91641694,0.29179167,0.38110641
-5.26763382,1.56450533,0.26178406,0.40250392,0.00021932,0.04035174,0.01320214,0.89053223,0.28350396,0.37654112
-5.26163082,1.53511450,0.25152635,0.40237526,0.00022480,0.03955512,0.01259470,0.86597646,0.27530632,0.37191156
-5.25562781,1.50767901,0.24164239,0.40328406,0.00023021,0.03873401,0.01192906,0.84310474,0.26734260,0.36726191
-5.24962481,1.48252223,0.23225886,0.40521044,0.00023533,0.03791175,0.01121759,0.82220841,0.25973526,0.36261630
-5.24362181,1.45985777,0.22348331,0.40810111,0.00023995,0.03710905,0.01047292,0.80350878,0.25258228,0.35797927
-5.23761881,1.43978943,0.21540160,0.41187265,0.00024389,0.03634330,0.00970759,0.78715415,0.24595537,0.35333746
-5.23161581,1.42231653,0.20807627,0.41641627,0.00024700,0.03562804,0.00893367,0.77321998,0.23989923,0.34866242
-5.22561281,1.40734389,0.20154590,0.42160359,0.00024913,0.03497273,0.00816252,0.76171202,0.23443212,0.34391437
-5.21960980,1.39469571,0.19582537,0.42729321,0.00025017,0.03438257,0.00740449,0.75257192,0.22954738,0.33904649
-5.21360680,1.38413216,0.19090701,0.43333742,0.00025003,0.03385867,0.00666873,0.74568494,0.22521602,0.33400966
-5.20760380,1.37536755,0.18676254,0.43958900,0.00024864,0.03339832,0.00596306,0.74088896,0.22138993,0.32875710
-5.20160080,1.36808879,0.18334550,0.44590724,0.00024596,0.03299543,0.00529387,0.73798435,0.21800567,0.32324879
-5.19559780,1.36197295,0.18059417,0.45216321,0.00024199,0.03264116,0.00466615,0.73674390,0.21498860,0.31745530
-5.18959480,1.35670292,0.17843480,0.45824372,0.00023675,0.03232455,0.00408344,0.73692231,0.21225703,0.31136083
-5.18359180,1.35198021,0.17678481,0.46405376,0.00023029,0.03203325,0.00354797,0.73826463,0.20972634,0.30496524
-5.17758879,1.34753441,0.17555611,0.46951746,0.00022267,0.03175428,0.00306071,0.74051345,0.20731264,0.29828508
-5.17158579,1.34312885,0.17465806,0.47457742,0.00021400,0.03147466,0.00262156,0.74341439,0.20493615,0.29135350
-5.16558279,1.33856261,0.17400028,0.47919254,0.00020440,0.03118208,0.00222946,0.74671996,0.20252385,0.28421915
-5.15957979,1.33366907,0.17349507,0.48333462,0.00019401,0.03086539,0.00188259,0.75019177,0.20001160,0.27694420
-5.15357679,1.32831157,0.17305940,0.48698410,0.00018297,0.03051503,0.00157849,0.75360139,0.19734553,0.26960162
-5.14757379,1.32237695,0.17261657,0.49012510,0.00017145,0.03012330,0.00131428,0.75672999,0.19448283,0.26227200
-5.14157079,1.31576775,0.17209740,0.49274047,0.00015960,0.02968450,0.00108676,0.75936743,0.19139197,0.25504010
-5.13556778,1.30839417,0.17144113,0.49480704,0.00014760,0.02919493,0.00089257,0.76131085,0.18805234,0.24799135
-5.12956478,1.30016651,0.17059597,0.49629166,0.00013559,0.02865285,0.00072828,0.76236364,0.18445355,0.24120867
-5.12356178,1.29098909,0.16951942,0.49714822,0.00012373,0.02805825,0.00059053,0.76233470,0.18059444,0.23476957
-5.11755878,1.28075619,0.16817832,0.49731610,0.00011215,0.02741264,0.00047609,0.76103874,0.17648188,0.22874393
-5.11155578,1.26935044,0.16654883,0.49672003,0.00010097,0.02671873,0.00038192,0.75829745,0.17212953,0.22319231
-5.10555278,1.25664406,0.16461624,0.49527163,0.00009030,0.02598015,0.00030518,0.75394195,0.16755659,0.21816505
-5.09954977,1.24250264,0.16237467,0.49287235,0.00008021,0.02520116,0.00024333,0.74781622,0.16278666,0.21370200
-5.09354677,1.22679138,0.15982671,0.48941785,0.00007079,0.02438636,0.00019407,0.73978158,0.15784677,0.20983284
-5.08754377,1.20938333,0.15698303,0.48480340,0.00006206,0.02354051,0.00015538,0.72972173,0.15276657,0.20657795
-5.08154077,1.19016877,0.15386184,0.47893005,0.00005406,0.02266836,0.00012550,0.71754829,0.14757765,0.20394961
-5.07553777,1.16906534,0.15048831,0.47171106,0.00004681,0.02177453,0.00010293,0.70320611,0.14231318,0.20195349
-5.06953477,1.14602777,0.14689389,0.46307836,0.00004029,0.02086351,0.00008638,0.68667827,0.13700756,0.20059016
-5.06353177,1.12105684,0.14311556,0.45298834,0.00003450,0.01993968,0.00007480,0.66799013,0.13169630,0.19985667
-5.05752876,1.09420663,0.13919493,0.44142693,0.00002941,0.01900735,0.00006728,0.64721226,0.12641593,0.19974796
-5.05152576,1.06558974,0.13517732,0.42841338,0.00002498,0.01807090,0.00006313,0.62446179,0.12120406,0.20025811
-5.04552276,1.03538003,0.13111077,0.41400263,0.00002117,0.01713491,0.00006175,0.59990230,0.11609936,0.20138140
-5.03951976,1.00381289,0.12704500,0.39828612,0.00001794,0.01620428,0.00006270,0.57374185,0.11114166,0.20311319
-5.03351676,0.97118289,0.12303044,0.38139106,0.00001525,0.01528438,0.00006561,0.54622957,0.10637200,0.20545063
-5.02751376,0.93783927,0.11911731,0.36347806,0.00001304,0.01438116,0.00007023,0.51765062,0.10183271,0.20839338
-5.02151076,0.90417952,0.11535482,0.34473755,0.00001128,0.01350129,0.00007636,0.48832004,0.09756748,0.21194419
-5.01550775,0.87064155,0.11179062,0.32538489,0.00000991,0.01265220,0.00008388,0.45857577,0.09362145,0.21610967
-5.00950475,0.83769504,0.10847035,0.30565476,0.00000892,0.01184214,0.00009271,0.42877102,0.09004134,0.22090113
-5.00350175,0.80583245,0.10543752,0.28579498,0.00000825,0.01108017,0.00010284,0.39926665,0.08687555,0.22633551
-4.99749875,0.77556022,0.10273366,0.26606012,0.00000790,0.01037619,0.00011428,0.37042370,0.08417432,0.23243647
-4.99149575,0.74739054,0.10039862,0.24670527,0.00000782,0.00974085,0.00012710,0.34259655,0.08198994,0.23923552
-4.98549275,0.72183386,0.09847119,0.22798012,0.00000801,0.00918551,0.00014138,0.31612689,0.08037685,0.24677303
-4.97948974,0.69939238,0.09698977,0.21012373,0.00000846,0.00872209,0.00015726,0.29133868,0.07939172,0.25509912
-4.97348674,0.68055431,0.09599318,0.19336008,0.00000915,0.00836304,0.00017488,0.26853422,0.07909350,0.26427399
-4.96748374,0.66578894,0.09552141,0.17789443,0.00001008,0.00812112,0.00019441,0.24799137,0.07954314,0.27436782
-4.96148074,0.65554186,0.09561625,0.16391065,0.00001126,0.00800927,0.00021605,0.22996170,0.08080330,0.28545968
-4.95547774,0.65023033,0.09632172,0.15156932,0.00001268,0.00804045,0.00023999,0.21466956,0.08293758,0.29763562
-4.94947474,0.65023814,0.09768409,0.14100671,0.00001436,0.00822737,0.00026643,0.20231181,0.08600950,0.31098552
-4.94347174,0.65590964,0.09975160,0.13233423,0.00001628,0.00858232,0.00029554,0.19305780,0.09008115,0.32559885
-4.93746873,0.66754273,0.10257359,0.12563853,0.00001847,0.00911686,0.00032750,0.18704965,0.09521133,0.34155923
-4.93146573,0.68538047,0.10619917,0.12098173,0.00002092,0.00984153,0.00036243,0.18440227,0.10145338,0.35893798
-4.92546273,0.70960144,0.11067543,0.11840187,0.00002362,0.01076554,0.00040041,0.18520305,0.10885266,0.37778675
-4.91945973,0.74030896,0.11604504,0.11791336,0.00002658,0.01189637,0.00044146,0.18951110,0.11744365,0.39812981
-4.91345673,0.77751956,0.12234364,0.11950732,0.00002978,0.01323946,0.00048552,0.19735581,0.12724702,0.41995605
-4.90745373,0.82115119,0.12959679,0.12315173,0.00003322,0.01479777,0.00053245,0.20873485,0.13826650,0.44321139
-4.90145073,0.87101197,0.13781696,0.12879139,0.00003685,0.01657143,0.00058200,0.22361164,0.15048591,0.46779215
-4.89544772,0.92679026,0.14700040,0.13634779,0.00004067,0.01855737,0.00063384,0.24191239,0.16386651,0.49353964
-4.88944472,0.98804694,0.15712442,0.14571885,0.00004462,0.02074898,0.00068751,0.26352303,0.17834467,0.52023674
-4.88344172,1.05421072,0.16814493,0.15677870,0.00004866,0.02313588,0.00074247,0.28828627,0.19383030,0.54760675
-4.87743872,1.12457746,0.17999477,0.16937768,0.00005275,0.02570369,0.00079805,0.31599905,0.21020599,0.57531491
-4.87143572,1.19831392,0.19258265,0.18334260,0.00005683,0.02843396,0.00085352,0.34641085,0.22732705,0.60297268
-4.86543272,1.27446658,0.20579313,0.19847751,0.00006083,0.03130420,0.00090804,0.37922299,0.24502259,0.63014501
-4.85942971,1.35197561,0.21948747,0.21456505,0.00006470,0.03428801,0.00096074,0.41408935,0.26309768,0.65636029
-4.85342671,1.42969404,0.23350559,0.23136853,0.00006836,0.03735538,0.00101071,0.45061866,0.28133648,0.68112288
-4.84742371,1.50641145,0.24766895,0.24863476,0.00007175,0.04047307,0.00105701,0.48837843,0.29950645,0.70392754
-4.84142071,1.58088182,0.26178443,0.26609761,0.00007480,0.04360522,0.00109874,0.52690064,0.31736333,0.72427544
-4.83541771,1.65185431,0.27564884,0.28348243,0.00007746,0.04671396,0.00113505,0.56568909,0.33465688,0.74169078
-4.82941471,1.71810582,0.28905420,0.30051098,0.00007967,0.04976020,0.00116514,0.60422819,0.35113711,0.75573741
-4.82341171,1.77847402,0.30179323,0.31690697,0.00008138,0.05270445,0.00118834,0.64199291,0.36656063,0.76603465
-4.81740870,1.83188938,0.31366506,0.33240186,0.00008256,0.05550772,0.00120411,0.67845963,0.38069708,0.77227143
-4.81140570,1.87740478,0.32448077,0.34674078,0.00008317,0.05813241,0.00121202,0.71311729,0.39333518,0.77421806
-4.80540270,1.91422126,0.33406850,0.35968827,0.00008321,0.06054314,0.00121185,0.74547860,0.40428820,0.77173521
-4.79939970,1.94170891,0.34227806,0.37103372,0.00008267,0.06270761,0.00120352,0.77509063,0.41339863,0.76477938
-4.79339670,1.95942189,0.34898456,0.38059609,0.00008156,0.06459728,0.00118715,0.80154451,0.42054186,0.75340481
-4.78739370,1.96710699,0.35409125,0.38822786,0.00007991,0.06618799,0.00116300,0.82448382,0.42562867,0.73776168
-4.78139070,1.96470551,0.35753121,0.39381799,0.00007774,0.06746040,0.00113152,0.84361124,0.42860656,0.71809071
-4.77538769,1.95234845,0.35926795,0.39729378,0.00007510,0.06840035,0.00109330,0.85869349,0.42945981,0.69471452
-4.76938469,1.93034560,0.35929506,0.39862151,0.00007204,0.06899898,0.00104905,0.86956413,0.42820838,0.66802612
-4.76338169,1.89916912,0.35763476,0.39780597,0.00006862,0.06925275,0.00099960,0.87612459,0.42490572,0.63847531
-4.75737869,1.85943264,0.35433571,0.39488881,0.00006491,0.06916331,0.00094584,0.87834313,0.41963569,0.60655343
-4.75137569,1.81186711,0.34947013,0.38994598,0.00006096,0.06873720,0.00088872,0.87625229,0.41250876,0.57277738
-4.74537269,1.75729449,0.34313038,0.38308422,0.00005685,0.06798552,0.00082920,0.86994476,0.40365768,0.53767368
-4.73936968,1.69660082,0.33542537,0.37443691,0.00005264,0.06692342,0.00076824,0.85956825,0.39323293,0.50176303
-4.73336668,1.63070959,0.32647678,0.36415953,0.00004840,0.06556960,0.00070676,0.84531946,0.38139806,0.46554623
-4.72736368,1.56055679,0.31641546,0.35242473,0.00004418,0.06394579,0.00064563,0.82743759,0.36832525,0.42949190
-4.72136068,1.48706832,0.30537801,0.33941750,0.00004005,0.06207610,0.00058562,0.80619770,0.35419109,0.39402631
-4.71535768,1.41114060,0.29350375,0.32533038,0.00003605,0.05998654,0.00052745,0.78190403,0.33917287,0.35952562
-4.70935468,1.33362465,0.28093214,0.31035902,0.00003222,0.05770445,0.00047171,0.75488371,0.32344540,0.32631071
-4.70335168,1.25531409,0.26780058,0.29469813,0.00002859,0.05525799,0.00041887,0.72548076,0.30717835,0.29464439
-4.69734867,1.17693674,0.25424286,0.27853797,0.00002519,0.05267572,0.00036933,0.69405065,0.29053420,0.26473100
-4.69134567,1.09914972,0.24038783,0.26206142,0.00002204,0.04998615,0.00032334,0.66095535,0.27366674,0.23671808
-4.68534267,1.02253775,0.22635862,0.24544158,0.00001915,0.04721740,0.00028107,0.62655888,0.25671999,0.21069978
-4.67933967,0.94761396,0.21227213,0.22884001,0.00001651,0.04439687,0.00024260,0.59122335,0.23982761,0.18672172
-4.67333667,0.87482278,0.19823872,0.21240545,0.00001414,0.04155096,0.00020792,0.55530536,0.22311256,0.16478680
-4.66733367,0.80454436,0.18436207,0.19627306,0.00001203,0.03870480,0.00017693,0.51915283,0.20668701,0.14486167
-4.66133067,0.73709982,0.17073925,0.18056403,0.00001016,0.03588208,0.00014949,0.48310207,0.19065239,0.12688347
-4.65532766,0.67275714,0.15746065,0.16538563,0.00000851,0.03310480,0.00012541,0.44747510,0.17509958,0.11076654
-4.64932466,0.61173701,0.14461006,0.15083143,0.00000709,0.03039312,0.00010447,0.41257733,0.16010904,0.09640879
-4.64332166,0.55421850,0.13226471,0.13698184,0.00000586,0.02776525,0.00008641,0.37869539,0.14575103,0.08369757
