energy_ev,total_up,Au_p_up,Au_d_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.83191596,0.39030905,0.07770942,0.19106879,0.09296236,0.00000000,0.00112589,0.00539793,0.00577703,0.15016671
-5.82591296,0.41365749,0.08279385,0.20158932,0.09856137,0.00000000,0.00094443,0.00572990,0.00615030,0.16015612
-5.81990995,0.43688065,0.08792773,0.21187002,0.10416458,0.00000000,0.00079675,0.00606853,0.00652324,0.17021615
-5.81390695,0.45948447,0.09299250,0.22171852,0.10963267,0.00000000,0.00067778,0.00640466,0.00688734,0.18012284
-5.80790395,0.48100342,0.09787360,0.23096377,0.11483155,0.00000000,0.00058303,0.00672948,0.00723428,0.18965707
-5.80190095,0.50101320,0.10246290,0.23946195,0.11963520,0.00000000,0.00050857,0.00703466,0.00755606,0.19860978
-5.79589795,0.51914331,0.10666134,0.24710223,0.12392843,0.00000000,0.00045102,0.00731253,0.00784523,0.20678723
-5.78989495,0.53508884,0.11038147,0.25381190,0.12760965,0.00000000,0.00040756,0.00755621,0.00809509,0.21401624
-5.78389195,0.54862116,0.11354982,0.25956078,0.13059337,0.00000000,0.00037589,0.00775979,0.00829992,0.22014903
-5.77788894,0.55959668,0.11610902,0.26436458,0.13281239,0.00000000,0.00035418,0.00791842,0.00845507,0.22506745
-5.77188594,0.56796345,0.11801953,0.26828709,0.13421951,0.00000000,0.00034103,0.00802849,0.00855717,0.22868650
-5.76588294,0.57376501,0.11926086,0.27144088,0.13478869,0.00000000,0.00033547,0.00808762,0.00860420,0.23095679
-5.75987994,0.57714121,0.11983218,0.27398648,0.13451560,0.00000000,0.00033682,0.00809479,0.00859554,0.23186591
-5.75387694,0.57832581,0.11975241,0.27612990,0.13341749,0.00000000,0.00034472,0.00805029,0.00853201,0.23143852
-5.74787394,0.57764072,0.11905948,0.27811849,0.13153234,0.00000000,0.00035905,0.00795570,0.00841584,0.22973516
-5.74187094,0.57548703,0.11780906,0.28023512,0.12891736,0.00000000,0.00037989,0.00781386,0.00825057,0.22684983
-5.73586793,0.57233300,0.11607262,0.28279090,0.12564687,0.00000000,0.00040745,0.00762869,0.00804096,0.22290636
-5.72986493,0.56869938,0.11393497,0.28611644,0.12180963,0.00000000,0.00044206,0.00740512,0.00779284,0.21805378
-5.72386193,0.56514254,0.11149131,0.29055204,0.11750579,0.00000000,0.00048409,0.00714893,0.00751290,0.21246080
-5.71785893,0.56223608,0.10884398,0.29643696,0.11284348,0.00000000,0.00053393,0.00686652,0.00720849,0.20630979
-5.71185593,0.56055142,0.10609903,0.30409826,0.10793533,0.00000000,0.00059191,0.00656483,0.00688746,0.19979036
-5.70585293,0.56063834,0.10336273,0.31383937,0.10289495,0.00000000,0.00065831,0.00625108,0.00655787,0.19309291
-5.69984992,0.56300600,0.10073814,0.32592893,0.09783358,0.00000000,0.00073330,0.00593270,0.00622780,0.18640243
-5.69384692,0.56810524,0.09832194,0.34059032,0.09285701,0.00000000,0.00081688,0.00561716,0.00590518,0.17989278
-5.68784392,0.57631295,0.09620165,0.35799214,0.08806291,0.00000000,0.00090888,0.00531187,0.00559760,0.17372166
-5.68184092,0.58791893,0.09445325,0.37824016,0.08353867,0.00000000,0.00100894,0.00502415,0.00531216,0.16802651
-5.67583792,0.60311592,0.09313937,0.40137107,0.07935979,0.00000000,0.00111646,0.00476119,0.00505535,0.16292142
-5.66983492,0.62199315,0.09230810,0.42734827,0.07558884,0.00000000,0.00123061,0.00453005,0.00483301,0.15849520
-5.66383192,0.64453360,0.09199238,0.45606001,0.07227510,0.00000000,0.00135034,0.00433775,0.00465022,0.15481055
-5.65782891,0.67061521,0.09221002,0.48732004,0.06945466,0.00000000,0.00147434,0.00419131,0.00451137,0.15190435
-5.65182591,0.70001590,0.09296442,0.52087090,0.06715119,0.00000000,0.00160110,0.00409791,0.00442012,0.14978904
-5.64582291,0.73242235,0.09424571,0.55638968,0.06537706,0.00000000,0.00172894,0.00406492,0.00437946,0.14845486
-5.63981991,0.76744201,0.09603248,0.59349639,0.06413485,0.00000000,0.00185598,0.00410013,0.00439177,0.14787291
-5.63381691,0.80461812,0.09829388,0.63176448,0.06341916,0.00000000,0.00198025,0.00421177,0.00445890,0.14799872
-5.62781391,0.84344699,0.10099199,0.67073337,0.06321855,0.00000000,0.00209970,0.00440864,0.00458224,0.14877634
-5.62181091,0.88339687,0.10408448,0.70992246,0.06351744,0.00000000,0.00221228,0.00470014,0.00476277,0.15014248
-5.61580790,0.92392775,0.10752728,0.74884616,0.06429807,0.00000000,0.00231595,0.00509630,0.00500114,0.15203073
-5.60980490,0.96451120,0.11127726,0.78702939,0.06554219,0.00000000,0.00240880,0.00560769,0.00529773,0.15437555
-5.60380190,1.00464944,0.11529470,0.82402289,0.06723243,0.00000000,0.00248906,0.00624533,0.00565261,0.15711591
-5.59779890,1.04389275,0.11954564,0.85941771,0.06935348,0.00000000,0.00255518,0.00702045,0.00606559,0.16019834
-5.59179590,1.08185466,0.12400369,0.89285822,0.07189271,0.00000000,0.00260585,0.00794423,0.00653614,0.16357942
-5.58579290,1.11822396,0.12865157,0.92405313,0.07484043,0.00000000,0.00264006,0.00902744,0.00706334,0.16722745
-5.57978989,1.15277316,0.13348194,0.95278382,0.07818968,0.00000000,0.00265715,0.01028004,0.00764581,0.17112339
-5.57378689,1.18536284,0.13849780,0.97890970,0.08193561,0.00000000,0.00265679,0.01171064,0.00828155,0.17526085
-5.56778389,1.21594175,0.14371212,1.00237021,0.08607444,0.00000000,0.00263899,0.01332604,0.00896787,0.17964539
-5.56178089,1.24454245,0.14914687,1.02318328,0.09060207,0.00000000,0.00260413,0.01513058,0.00970119,0.18429289
-5.55577789,1.27127275,0.15483144,1.04144025,0.09551246,0.00000000,0.00255292,0.01712564,0.01047697,0.18922728
-5.54977489,1.29630316,0.16080032,1.05729743,0.10079581,0.00000000,0.00248639,0.01930908,0.01128955,0.19447760
-5.54377189,1.31985104,0.16709040,1.07096465,0.10643674,0.00000000,0.00240583,0.02167471,0.01213207,0.20007458
-5.53776888,1.34216200,0.17373767,1.08269120,0.11241244,0.00000000,0.00231276,0.02421191,0.01299644,0.20604688
-5.53176588,1.36348955,0.18077369,1.09274988,0.11869107,0.00000000,0.00220890,0.02690530,0.01387328,0.21241714
-5.52576288,1.38407393,0.18822189,1.10141989,0.12523043,0.00000000,0.00209608,0.02973455,0.01475202,0.21919806
-5.51975988,1.40412126,0.19609381,1.10896941,0.13197702,0.00000000,0.00197622,0.03267438,0.01562099,0.22638870
-5.51375688,1.42378404,0.20438565,1.11563863,0.13886558,0.00000000,0.00185125,0.03569471,0.01646755,0.23397118
-5.50775388,1.44314403,0.21307515,1.12162430,0.14581921,0.00000000,0.00172308,0.03876102,0.01727842,0.24190799
-5.50175088,1.46219867,0.22211907,1.12706645,0.15275007,0.00000000,0.00159355,0.04183486,0.01803988,0.25014009
-5.49574787,1.48085165,0.23145153,1.13203808,0.15956067,0.00000000,0.00146438,0.04487461,0.01873818,0.25858587
-5.48974487,1.49890843,0.24098321,1.13653844,0.16614582,0.00000000,0.00133713,0.04783638,0.01935989,0.26714122
-5.48374187,1.51607710,0.25060168,1.14049022,0.17239507,0.00000000,0.00121320,0.05067507,0.01989233,0.27568060
-5.47773887,1.53197465,0.26017286,1.14374101,0.17819565,0.00000000,0.00109381,0.05334558,0.02032402,0.28405931
-5.47173587,1.54613863,0.26954360,1.14606890,0.18343580,0.00000000,0.00097995,0.05580408,0.02064500,0.29211677
-5.46573287,1.55804373,0.27854554,1.14719215,0.18800832,0.00000000,0.00087242,0.05800935,0.02084732,0.29968083
-5.45972986,1.56712265,0.28699981,1.14678232,0.19181423,0.00000000,0.00077181,0.05992411,0.02092530,0.30657287
-5.45372686,1.57279030,0.29472282,1.14448049,0.19476642,0.00000000,0.00067853,0.06151633,0.02087579,0.31261358
-5.44772386,1.57447032,0.30153258,1.13991556,0.19679312,0.00000000,0.00059281,0.06276041,0.02069843,0.31762919
-5.44172086,1.57162261,0.30725547,1.13272387,0.19784099,0.00000000,0.00051468,0.06363824,0.02039568,0.32145782
-5.43571786,1.56377063,0.31173323,1.12256918,0.19787778,0.00000000,0.00044409,0.06414012,0.01997287,0.32395568
-5.42971486,1.55052718,0.31482967,1.10916193,0.19689446,0.00000000,0.00038081,0.06426544,0.01943810,0.32500297
-5.42371186,1.53161738,0.31643695,1.09227694,0.19490666,0.00000000,0.00032456,0.06402312,0.01880209,0.32450901
-5.41770885,1.50689783,0.31648108,1.07176869,0.19195538,0.00000000,0.00027494,0.06343183,0.01807793,0.32241654
-5.41170585,1.47637098,0.31492636,1.04758332,0.18810704,0.00000000,0.00023153,0.06251997,0.01728071,0.31870484
-5.40570285,1.44019413,0.31177861,1.01976699,0.18345272,0.00000000,0.00019386,0.06132536,0.01642722,0.31339167
-5.39969985,1.39868257,0.30708688,0.98847007,0.17810676,0.00000000,0.00016142,0.05989472,0.01553551,0.30653382
-5.39369685,1.35230675,0.30094380,0.95394714,0.17220462,0.00000000,0.00013373,0.05828293,0.01462447,0.29822625
-5.38769385,1.30168372,0.29348417,0.91655270,0.16590030,0.00000000,0.00011031,0.05655206,0.01371336,0.28859992
-5.38169085,1.24756310,0.28488222,0.87673308,0.15936309,0.00000000,0.00009067,0.05477020,0.01282147,0.27781837
-5.37568784,1.19080835,0.27534736,0.83501472,0.15277407,0.00000000,0.00007438,0.05301023,0.01196764,0.26607322
-5.36968484,1.13237403,0.26511868,0.79198956,0.14632218,0.00000000,0.00006102,0.05134833,0.01116996,0.25357866
-5.36368184,1.07328007,0.25445843,0.74829825,0.14020013,0.00000000,0.00005023,0.04986245,0.01044541,0.24056540
-5.35767884,1.01458408,0.24364469,0.70461177,0.13460019,0.00000000,0.00004165,0.04863071,0.00980960,0.22727409
-5.35167584,0.95735266,0.23296349,0.66161245,0.12970988,0.00000000,0.00003500,0.04772968,0.00927651,0.21394859
-5.34567284,0.90263281,0.22270060,0.61997499,0.12570773,0.00000000,0.00003000,0.04723264,0.00885828,0.20082929
-5.33966983,0.85142443,0.21313344,0.58034831,0.12275913,0.00000000,0.00002643,0.04720785,0.00856507,0.18814679
-5.33366683,0.80465467,0.20452311,0.54333875,0.12101234,0.00000000,0.00002410,0.04771679,0.00840488,0.17611603
-5.32766383,0.76315503,0.19710700,0.50949541,0.12059473,0.00000000,0.00002285,0.04881243,0.00838345,0.16493108
-5.32166083,0.72764175,0.19109208,0.47929778,0.12160937,0.00000000,0.00002253,0.05053759,0.00850414,0.15476089
-5.31565783,0.69869999,0.18664909,0.45314622,0.12413194,0.00000000,0.00002305,0.05292344,0.00876787,0.14574577
-5.30965483,0.67677229,0.18390778,0.43135541,0.12820817,0.00000000,0.00002430,0.05598806,0.00917299,0.13799505
-5.30365183,0.66215141,0.18295333,0.41415093,0.13385184,0.00000000,0.00002623,0.05973534,0.00971529,0.13158562
-5.29764882,0.65497781,0.18382406,0.40166892,0.14104342,0.00000000,0.00002879,0.06415410,0.01038793,0.12656156
-5.29164582,0.65524174,0.18651044,0.39395886,0.14972952,0.00000000,0.00003195,0.06921748,0.01118146,0.12293472
-5.28564282,0.66278996,0.19095562,0.39098915,0.15982319,0.00000000,0.00003569,0.07488286,0.01208385,0.12068631
-5.27963982,0.67733678,0.19705716,0.39265543,0.17120522,0.00000000,0.00004003,0.08109213,0.01308056,0.11976922
-5.27363682,0.69847928,0.20467033,0.39879124,0.18372641,0.00000000,0.00004500,0.08777249,0.01415475,0.12011128
-5.26763382,0.72571627,0.21361262,0.40918061,0.19721100,0.00000000,0.00005065,0.09483780,0.01528744,0.12161904
-5.26163082,0.75847039,0.22366949,0.42357228,0.21146103,0.00000000,0.00005708,0.10219036,0.01645784,0.12418223
-5.25562781,0.79611288,0.23460120,0.44169486,0.22626187,0.00000000,0.00006441,0.10972334,0.01764369,0.12767852
-5.24962481,0.83799001,0.24615061,0.46327251,0.24138851,0.00000000,0.00007281,0.11732353,0.01882174,0.13197870
-5.24362181,0.88345050,0.25805157,0.48804050,0.25661271,0.00000000,0.00008252,0.12487459,0.01996823,0.13695182
-5.23761881,0.93187264,0.27003778,0.51575987,0.27171053,0.00000000,0.00009382,0.13226048,0.02105948,0.14247042
-5.23161581,0.98269024,0.28185178,0.54623065,0.28647022,0.00000000,0.00010708,0.13936911,0.02207248,0.14841549
-5.22561281,1.03541605,0.29325370,0.57930284,0.30069998,0.00000000,0.00012276,0.14609594,0.02298551,0.15468103
-5.21960980,1.08966159,0.30402950,0.61488459,0.31423530,0.00000000,0.00014141,0.15234742,0.02377876,0.16117804
-5.21360680,1.14515220,0.31399834,0.65294684,0.32694556,0.00000000,0.00016371,0.15804411,0.02443490,0.16783781
-5.20760380,1.20173646,0.32301873,0.69352417,0.33873945,0.00000000,0.00019044,0.16312331,0.02493965,0.17461433
-5.20160080,1.25938901,0.33099322,0.73671126,0.34956906,0.00000000,0.00022252,0.16754105,0.02528215,0.18148562
-5.19559780,1.31820649,0.33787140,0.78265501,0.35943224,0.00000000,0.00026100,0.17127328,0.02545536,0.18845410
-5.18959480,1.37839618,0.34365094,0.83154229,0.36837304,0.00000000,0.00030708,0.17431630,0.02545621,0.19554568
-5.18359180,1.44025769,0.34837681,0.88358369,0.37648026,0.00000000,0.00036207,0.17668629,0.02528576,0.20280783
-5.17758879,1.50415824,0.35213843,0.93899375,0.38388388,0.00000000,0.00042743,0.17841792,0.02494905,0.21030642
-5.17158579,1.57050234,0.35506499,0.99796853,0.39074972,0.00000000,0.00050471,0.17956227,0.02445495,0.21812174
-5.16558279,1.63969745,0.35731913,1.06066151,0.39727221,0.00000000,0.00059556,0.18018391,0.02381584,0.22634349
-5.15957979,1.71211701,0.35908915,1.12715901,0.40366583,0.00000000,0.00070168,0.18035753,0.02304709,0.23506525
-5.15357679,1.78806283,0.36058024,1.19745653,0.41015532,0.00000000,0.00082479,0.18016406,0.02216662,0.24437850
-5.14757379,1.86772885,0.36200495,1.27143725,0.41696529,0.00000000,0.00096659,0.17968674,0.02119417,0.25436647
-5.14157079,1.95116833,0.36357349,1.34885421,0.42430951,0.00000000,0.00112868,0.17900704,0.02015072,0.26509814
-5.13556778,2.03826631,0.36548413,1.42931736,0.43238044,0.00000000,0.00131256,0.17820097,0.01905777,0.27662265
-5.12956478,2.12871929,0.36791435,1.51228654,0.44133943,0.00000000,0.00151951,0.17733565,0.01793669,0.28896442
-5.12356178,2.22202353,0.37101289,1.59707140,0.45130807,0.00000000,0.00175054,0.17646657,0.01680808,0.30211915
-5.11755878,2.31747291,0.37489333,1.68283853,0.46236100,0.00000000,0.00200638,0.17563551,0.01569120,0.31605102
-5.11155578,2.41416712,0.37962919,1.76862626,0.47452060,0.00000000,0.00228736,0.17486927,0.01460349,0.33069119
-5.10555278,2.51103024,0.38525100,1.85336669,0.48775375,0.00000000,0.00259340,0.17417930,0.01356020,0.34593777
-5.09954977,2.60683914,0.39174539,1.93591449,0.50197082,0.00000000,0.00292398,0.17356207,0.01257407,0.36165719
-5.09354677,2.70026091,0.39905611,2.01508152,0.51702697,0.00000000,0.00327811,0.17300040,0.01165517,0.37768714
-5.08754377,2.78989775,0.40708718,2.08967580,0.53272578,0.00000000,0.00365435,0.17246534,0.01081084,0.39384088
-5.08154077,2.87433762,0.41570771,2.15854356,0.54882500,0.00000000,0.00405083,0.17191874,0.01004573,0.40991276
-5.07553777,2.95220842,0.42475848,2.22061231,0.56504426,0.00000000,0.00446527,0.17131628,0.00936191,0.42568492
-5.06953477,3.02223334,0.43405974,2.27493333,0.58107457,0.00000000,0.00489510,0.17061064,0.00875909,0.44093468
-5.06353177,3.08328504,0.44342005,2.32072143,0.59658899,0.00000000,0.00533751,0.16975497,0.00823491,0.45544256
-5.05752876,3.13443606,0.45264563,2.35739049,0.61125437,0.00000000,0.00578959,0.16870610,0.00778523,0.46900048
-5.05152576,3.17500329,0.46154997,2.38458274,0.62474352,0.00000000,0.00624843,0.16742763,0.00740451,0.48141983
-5.04552276,3.20458435,0.46996309,2.40219069,0.63674741,0.00000000,0.00671123,0.16589264,0.00708617,0.49253902
-5.03951976,3.22308414,0.47774014,2.41037038,0.64698687,0.00000000,0.00717550,0.16408584,0.00682293,0.50223028
-5.03351676,3.23073013,0.48476891,2.40954522,0.65522341,0.00000000,0.00763908,0.16200520,0.00660721,0.51040525
-5.02751376,3.22807561,0.49097586,2.40040008,0.66126856,0.00000000,0.00810030,0.15966287,0.00643142,0.51701916
-5.02151076,3.21599022,0.49633039,2.38386547,0.66499151,0.00000000,0.00855807,0.15708545,0.00628826,0.52207332
-5.01550775,3.19563806,0.50084704,2.36109234,0.66632451,0.00000000,0.00901186,0.15431353,0.00617093,0.52561579
-5.00950475,3.16844370,0.50458555,2.33341813,0.66526589,0.00000000,0.00946175,0.15140065,0.00607337,0.52774000
-5.00350175,3.13604731,0.50764863,2.30232525,0.66188053,0.00000000,0.00990838,0.14841148,0.00599034,0.52858152
-4.99749875,3.10025026,0.51017747,2.26939331,0.65629761,0.00000000,0.01035284,0.14541962,0.00591754,0.52831284
-4.99149575,3.06295312,0.51234521,2.23624681,0.64870580,0.00000000,0.01079660,0.14250484,0.00585162,0.52713637
-4.98549275,3.02608823,0.51434850,2.20450009,0.63934596,0.00000000,0.01124127,0.13975002,0.00579018,0.52527605
-4.97948974,2.99154942,0.51639751,2.17570153,0.62850171,0.00000000,0.01168847,0.13723782,0.00573168,0.52296763
-4.97348674,2.96112142,0.51870490,2.15127902,0.61648818,0.00000000,0.01213959,0.13504729,0.00567537,0.52044836
-4.96748374,2.93641178,0.52147414,2.13248878,0.60363946,0.00000000,0.01259556,0.13325044,0.00562117,0.51794620
-4.96148074,2.91878804,0.52488774,2.12036945,0.59029525,0.00000000,0.01305666,0.13190910,0.00556951,0.51566938
-4.95547774,2.90932267,0.52909611,2.11570319,0.57678744,0.00000000,0.01352232,0.13107188,0.00552122,0.51379645
-4.94947474,2.90874829,0.53420736,2.11898553,0.56342698,0.00000000,0.01399096,0.13077172,0.00547736,0.51246771
-4.94347174,2.91742503,0.54027884,2.13040511,0.55049189,0.00000000,0.01445990,0.13102385,0.00543907,0.51177809
-4.93746873,2.93532189,0.54731072,2.14983438,0.53821683,0.00000000,0.01492530,0.13182438,0.00540751,0.51177213
-4.93146573,2.96201279,0.55524211,2.17683174,0.52678471,0.00000000,0.01538221,0.13314964,0.00538373,0.51244119
-4.92546273,2.99668818,0.56394993,2.21065534,0.51632079,0.00000000,0.01582463,0.13495612,0.00536861,0.51372313
-4.91945973,3.03818180,0.57325065,2.25028805,0.50688944,0.00000000,0.01624574,0.13718133,0.00536287,0.51550457
-4.91345673,3.08501183,0.58290499,2.29447306,0.49849375,0.00000000,0.01663808,0.13974526,0.00536702,0.51762547
-4.90745373,3.13543503,0.59262534,2.34175863,0.49107795,0.00000000,0.01699388,0.14255269,0.00538146,0.51988613
-4.90145073,3.18751175,0.60208563,2.39055051,0.48453248,0.00000000,0.01730539,0.14549600,0.00540650,0.52205599
-4.89544772,3.23917925,0.61093325,2.43917001,0.47870135,0.00000000,0.01756527,0.14845865,0.00544248,0.52388406
-4.88944472,3.28833041,0.61880242,2.48591543,0.47339155,0.00000000,0.01776696,0.15131897,0.00548989,0.52511025
-4.88344172,3.33289449,0.62532846,2.52912451,0.46838384,0.00000000,0.01790507,0.15395435,0.00554945,0.52547734
-4.87743872,3.37091661,0.63016229,2.56723534,0.46344444,0.00000000,0.01797574,0.15624538,0.00562229,0.52474270
-4.87143572,3.40063272,0.63298441,2.59884325,0.45833705,0.00000000,0.01797693,0.15808008,0.00570999,0.52268947
-4.86543272,3.42053670,0.63351776,2.62275159,0.45283458,0.00000000,0.01790867,0.15935781,0.00581475,0.51913646
-4.85942971,3.42943709,0.63153892,2.63801420,0.44672997,0.00000000,0.01777325,0.15999277,0.00593941,0.51394647
-4.85342671,3.42650102,0.62688706,2.64396801,0.43984578,0.00000000,0.01757528,0.15991706,0.00608747,0.50703258
-4.84742371,3.41128367,0.61947027,2.64025467,0.43204196,0.00000000,0.01732172,0.15908294,0.00626313,0.49836220
-4.84142071,3.38374244,0.60926913,2.62683044,0.42322159,0.00000000,0.01702172,0.15746444,0.00647116,0.48795869
-4.83541771,3.34423539,0.59633723,2.60396419,0.41333443,0.00000000,0.01668650,0.15505807,0.00671686,0.47590058
-4.82941471,3.29350442,0.58079895,2.57222392,0.40237817,0.00000000,0.01632903,0.15188273,0.00700587,0.46231853
-4.82341171,3.23264448,0.56284441,2.53245266,0.39039740,0.00000000,0.01596369,0.14797884,0.00734396,0.44739018
-4.81740870,3.16306028,0.54272214,2.48573501,0.37748063,0.00000000,0.01560587,0.14340661,0.00773681,0.43133320
-4.81140570,3.08641282,0.52072975,2.43335597,0.36375540,0.00000000,0.01527149,0.13824374,0.00818972,0.41439706
-4.80540270,3.00455834,0.49720313,2.37675397,0.34938204,0.00000000,0.01497651,0.13258248,0.00870735,0.39685375
-4.79939970,2.91948227,0.47250474,2.31747020,0.33454629,0.00000000,0.01473646,0.12652633,0.00929337,0.37898802
-4.79339670,2.83323113,0.44701149,2.25709614,0.31945128,0.00000000,0.01456590,0.12018650,0.00995021,0.36108767
-4.78739370,2.74784506,0.42110281,2.19722161,0.30430932,0.00000000,0.01447792,0.11367816,0.01067878,0.34343405
-4.78139070,2.66529349,0.39514936,2.13938499,0.28933378,0.00000000,0.01448373,0.10711686,0.01147821,0.32629351
-4.77538769,2.58741620,0.36950271,2.08502738,0.27473150,0.00000000,0.01459223,0.10061509,0.01234571,0.30990971
-4.76938469,2.51587160,0.34448656,2.03545206,0.26069604,0.00000000,0.01480969,0.09427910,0.01327644,0.29449742
-4.76338169,2.45209354,0.32038948,1.99179032,0.24740188,0.00000000,0.01513946,0.08820625,0.01426344,0.28023767
-4.75737869,2.39725777,0.29745950,1.95497438,0.23499990,0.00000000,0.01558177,0.08248274,0.01529770,0.26727445
-4.75137569,2.35225832,0.27590050,1.92571783,0.22361397,0.00000000,0.01613367,0.07718191,0.01636826,0.25571306
-4.74537269,2.31769413,0.25587042,1.90450377,0.21333898,0.00000000,0.01678900,0.07236312,0.01746246,0.24561979
-4.73936968,2.29386533,0.23748116,1.89158034,0.20423991,0.00000000,0.01753851,0.06807106,0.01856616,0.23702308
-4.73336668,2.28077892,0.22079994,1.88696342,0.19635210,0.00000000,0.01837000,0.06433574,0.01966416,0.22991581
-4.72736368,2.27816265,0.20585197,1.89044595,0.18968244,0.00000000,0.01926866,0.06117273,0.02074056,0.22425861
-4.72136068,2.28548631,0.19262421,1.90161294,0.18421134,0.00000000,0.02021742,0.05858397,0.02177926,0.21998394
-4.71535768,2.30198925,0.18106985,1.91986177,0.17989531,0.00000000,0.02119743,0.05655874,0.02276441,0.21700068
-4.70935468,2.32671274,0.17111331,1.94442652,0.17666996,0.00000000,0.02218853,0.05507504,0.02368090,0.21519913
-4.70335168,2.35853620,0.16265560,1.97440581,0.17445324,0.00000000,0.02316991,0.05410097,0.02451479,0.21445605
-4.69734867,2.39621584,0.15557967,2.00879296,0.17314885,0.00000000,0.02412066,0.05359635,0.02525377,0.21463969
-4.69134567,2.43842469,0.14975567,2.04650776,0.17264956,0.00000000,0.02502044,0.05351433,0.02588752,0.21561457
-4.68534267,2.48379279,0.14504597,2.08642892,0.17284047,0.00000000,0.02585010,0.05380295,0.02640795,0.21724592
-4.67933967,2.53094651,0.14130975,2.12742627,0.17360209,0.00000000,0.02659226,0.05440674,0.02680950,0.21940362
-4.67333667,2.57854601,0.13840712,2.16839194,0.17481316,0.00000000,0.02723188,0.05526817,0.02708916,0.22196566
-4.66733367,2.62531985,0.13620270,2.20826969,0.17635330,0.00000000,0.02775674,0.05632902,0.02724658,0.22482088
-4.66133067,2.67009601,0.13456862,2.24608155,0.17810532,0.00000000,0.02815778,0.05753169,0.02728395,0.22787115
-4.65532766,2.71182848,0.13338695,2.28095125,0.17995733,0.00000000,0.02842943,0.05882027,0.02720588,0.23103290
-4.64932466,2.74961884,0.13255157,2.31212355,0.18180456,0.00000000,0.02856973,0.06014162,0.02701917,0.23423793
-4.64332166,2.78273235,0.13196938,2.33897923,0.18355098,0.00000000,0.02858035,0.06144617,0.02673253,0.23743363
