energy_ev,total_up,Au_p_up,Au_d_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.85592796,1.66237090,0.15341638,0.85269309,0.28545819,0.55907240,0.00097013,0.05012563,0.00439124,0.22068465
-5.84992496,1.64152136,0.15507498,0.82401486,0.29396725,0.56244919,0.00096089,0.05102554,0.00453602,0.21960739
-5.84392196,1.61951658,0.15623160,0.79581803,0.30151615,0.56514963,0.00094837,0.05173245,0.00465899,0.21804331
-5.83791896,1.59645184,0.15684025,0.76835612,0.30799494,0.56712067,0.00093315,0.05222483,0.00475760,0.21593933
-5.83191596,1.57247985,0.15686809,0.74188201,0.31332754,0.56834200,0.00091593,0.05248615,0.00482988,0.21325396
-5.82591296,1.54781748,0.15629765,0.71664442,0.31747592,0.56883217,0.00089750,0.05250570,0.00487453,0.20996031
-5.81990995,1.52274959,0.15512844,0.69288429,0.32044294,0.56865290,0.00087866,0.05227930,0.00489098,0.20604865
-5.81390695,1.49762949,0.15337807,0.67083093,0.32227358,0.56791150,0.00086028,0.05180976,0.00487940,0.20152822
-5.80790395,1.47287577,0.15108263,0.65069808,0.32305454,0.56676087,0.00084318,0.05110708,0.00484070,0.19642834
-5.80190095,1.44896549,0.14829642,0.63267991,0.32291213,0.56539731,0.00082818,0.05018845,0.00477649,0.19079861
-5.79589795,1.42642377,0.14509098,0.61694701,0.32200860,0.56405599,0.00081603,0.04907788,0.00468906,0.18470836
-5.78989495,1.40581044,0.14155345,0.60364260,0.32053698,0.56300443,0.00080739,0.04780566,0.00458129,0.17824529
-5.78389195,1.38770417,0.13778430,0.59287910,0.31871478,0.56253428,0.00080283,0.04640760,0.00445656,0.17151329
-5.77788894,1.37268513,0.13389467,0.58473524,0.31677675,0.56295185,0.00080282,0.04492399,0.00431866,0.16462971
-5.77188594,1.36131705,0.13000319,0.57925400,0.31496707,0.56456791,0.00080768,0.04339851,0.00417168,0.15772214
-5.76588294,1.35412980,0.12623266,0.57644167,0.31353139,0.56768737,0.00081765,0.04187696,0.00401988,0.15092479
-5.75987994,1.35160349,0.12270662,0.57626805,0.31270898,0.57259940,0.00083280,0.04040598,0.00386761,0.14437477
-5.75387694,1.35415519,0.11954589,0.57866819,0.31272545,0.57956857,0.00085313,0.03903182,0.00371918,0.13820830
-5.74787394,1.36212890,0.11686545,0.58354561,0.31378634,0.58882747,0.00087851,0.03779906,0.00357876,0.13255713
-5.74187094,1.37578960,0.11477146,0.59077700,0.31607179,0.60057119,0.00090875,0.03674953,0.00345033,0.12754524
-5.73586793,1.39532158,0.11335885,0.60021851,0.31973257,0.61495397,0.00094357,0.03592135,0.00333760,0.12328594
-5.72986493,1.42083113,0.11270934,0.61171308,0.32488757,0.63208808,0.00098265,0.03534814,0.00324393,0.11987952
-5.72386193,1.45235329,0.11289005,0.62509885,0.33162274,0.65204492,0.00102567,0.03505844,0.00317234,0.11741136
-5.71785893,1.48986222,0.11395260,0.64021799,0.33999156,0.67485811,0.00107228,0.03507532,0.00312546,0.11595076
-5.71185593,1.53328418,0.11593294,0.65692553,0.35001681,0.70052833,0.00112214,0.03541621,0.00310558,0.11555016
-5.70585293,1.58251217,0.11885156,0.67509773,0.36169359,0.72902938,0.00117498,0.03609300,0.00311457,0.11624505
-5.69984992,1.63742104,0.12271427,0.69463926,0.37499320,0.76031495,0.00123054,0.03711216,0.00315400,0.11805420
-5.69384692,1.69788177,0.12751334,0.71548874,0.38986778,0.79432557,0.00128865,0.03847520,0.00322510,0.12098032
-5.68784392,1.76377369,0.13322893,0.73762215,0.40625526,0.83099507,0.00134918,0.04017912,0.00332883,0.12501100
-5.68184092,1.83499359,0.13983075,0.76105364,0.42408443,0.87025615,0.00141207,0.04221699,0.00346586,0.13011977
-5.67583792,1.91146064,0.14727982,0.78583348,0.44327975,0.91204434,0.00147733,0.04457861,0.00363670,0.13626730
-5.66983492,1.99311664,0.15553012,0.81204312,0.46376565,0.95630021,0.00154499,0.04725112,0.00384161,0.14340249
-5.66383192,2.07992111,0.16453025,0.83978725,0.48547015,1.00296949,0.00161513,0.05021958,0.00408072,0.15146362
-5.65782891,2.17184139,0.17422483,0.86918325,0.50832744,1.05200100,0.00168782,0.05346754,0.00435398,0.16037923
-5.65182591,2.26883800,0.18455564,0.90034844,0.53227949,1.10334257,0.00176313,0.05697743,0.00466121,0.17006892
-5.64582291,2.37084619,0.19546245,0.93338554,0.55727649,1.15693509,0.00184105,0.06073094,0.00500205,0.18044394
-5.63981991,2.47775468,0.20688355,0.96836743,0.58327617,1.21270528,0.00192154,0.06470910,0.00537601,0.19140771
-5.63381691,2.58938298,0.21875589,1.00532167,0.61024202,1.27055757,0.00200443,0.06889242,0.00578240,0.20285613
-5.62781391,2.70545892,0.23101497,1.04421593,0.63814062,1.33036583,0.00208942,0.07326074,0.00622031,0.21467797
-5.62181091,2.82559806,0.24359440,1.08494523,0.66693817,1.39196578,0.00217608,0.07779298,0.00668860,0.22675517
-5.61580790,2.94928657,0.25642531,1.12732172,0.69659652,1.45514855,0.00226382,0.08246691,0.00718585,0.23896333
-5.60980490,3.07586939,0.26943562,1.17106789,0.72706899,1.51965643,0.00235187,0.08725864,0.00771031,0.25117233
-5.60380190,3.20454471,0.28254921,1.21581385,0.75829617,1.58518119,0.00243931,0.09214227,0.00825989,0.26324721
-5.59779890,3.33436614,0.29568526,1.26109904,0.79020216,1.65136559,0.00252505,0.09708941,0.00883210,0.27504938
-5.59179590,3.46425313,0.30875764,1.30637855,0.82269144,1.71780838,0.00260788,0.10206881,0.00942406,0.28643808
-5.58579290,3.59300973,0.32167461,1.35103422,0.85564667,1.78407282,0.00268649,0.10704604,0.01003246,0.29727229
-5.57978989,3.71935165,0.33433879,1.39438993,0.88892773,1.84969879,0.00275951,0.11198336,0.01065356,0.30741292
-5.57378689,3.84194069,0.34664757,1.43573079,0.92237203,1.91421788,0.00282554,0.11683966,0.01128323,0.31672530
-5.56778389,3.95942536,0.35849389,1.47432541,0.95579644,1.97717115,0.00288324,0.12157069,0.01191695,0.32508190
-5.56178089,4.07048598,0.36976753,1.50945020,0.98900053,2.03812847,0.00293132,0.12612941,0.01254989,0.33236524
-5.55577789,4.17388234,0.38035678,1.54041484,1.02177145,2.09670867,0.00296869,0.13046666,0.01317696,0.33847080
-5.54977489,4.26850149,0.39015057,1.56658757,1.05388999,2.15259936,0.00299441,0.13453195,0.01379291,0.34330989
-5.54377189,4.35340349,0.39904091,1.58741920,1.08513770,2.20557515,0.00300781,0.13827450,0.01439243,0.34681228
-5.53776888,4.42786248,0.40692560,1.60246474,1.11530476,2.25551324,0.00300851,0.14164443,0.01497026,0.34892863
-5.53176588,4.49140113,0.41371110,1.61140165,1.14419822,2.30240515,0.00299644,0.14459406,0.01552131,0.34963234
-5.52576288,4.54381623,0.41931542,1.61404365,1.17165007,2.34636389,0.00297188,0.14707933,0.01604077,0.34892104
-5.51975988,4.58519406,0.42367091,1.61034977,1.19752485,2.38762552,0.00293544,0.14906115,0.01652425,0.34681731
-5.51375688,4.61591435,0.42672682,1.60042789,1.22172620,2.42654503,0.00288809,0.15050681,0.01696791,0.34336892
-5.50775388,4.63664230,0.42845144,1.58453284,1.24420203,2.46358611,0.00283111,0.15139113,0.01736849,0.33864818
-5.50175088,4.64830892,0.42883385,1.56305904,1.26494783,2.49930523,0.00276608,0.15169759,0.01772345,0.33275077
-5.49574787,4.65208018,0.42788495,1.53652812,1.28400806,2.53433050,0.00269483,0.15141907,0.01803097,0.32579376
-5.48974487,4.64931634,0.42563791,1.50557203,1.30147518,2.56933616,0.00261939,0.15055845,0.01829003,0.31791309
-5.48374187,4.64152328,0.42214789,1.47091249,1.31748647,2.60501402,0.00254191,0.14912877,0.01850035,0.30926039
-5.47773887,4.63029797,0.41749099,1.43333756,1.33221860,2.64204305,0.00246465,0.14715315,0.01866239,0.29999945
-5.47173587,4.61727060,0.41176256,1.39367659,1.34588025,2.68105873,0.00238984,0.14466435,0.01877728,0.29030226
-5.46573287,4.60404597,0.40507479,1.35277429,1.35870298,2.72262378,0.00231967,0.14170392,0.01884676,0.28034476
-5.45972986,4.59214683,0.39755380,1.31146524,1.37093084,2.76720175,0.00225622,0.13832121,0.01887306,0.27030260
-5.45372686,4.58296170,0.38933624,1.27054956,1.38280915,2.81513486,0.00220136,0.13457199,0.01885879,0.26034680
-5.44772386,4.57769925,0.38056559,1.23077085,1.39457310,2.86662733,0.00215675,0.13051695,0.01880685,0.25063957
-5.44172086,4.57735128,0.37138830,1.19279685,1.40643655,2.92173499,0.00212376,0.12622003,0.01872028,0.24133045
-5.43571786,4.58266555,0.36194993,1.15720364,1.41858169,2.98036177,0.00210346,0.12174670,0.01860219,0.23255273
-5.42971486,4.59412927,0.35239139,1.12446356,1.43115003,3.04226311,0.00209656,0.11716224,0.01845565,0.22442045
-5.42371186,4.61196359,0.34284550,1.09493720,1.44423519,3.10705622,0.00210343,0.11253009,0.01828361,0.21702588
-5.41770885,4.63612875,0.33343398,1.06886935,1.45787762,3.17423627,0.00212407,0.10791031,0.01808885,0.21043769
-5.41170585,4.66633916,0.32426492,1.04638891,1.47206184,3.24319787,0.00215814,0.10335829,0.01787394,0.20469980
-5.40570285,4.70208725,0.31543088,1.02751253,1.48671595,3.31326042,0.00220492,0.09892359,0.01764123,0.19983093
-5.39969985,4.74267443,0.30700763,1.01215140,1.50171369,3.38369604,0.00226340,0.09464917,0.01739284,0.19582496
-5.39369685,4.78724756,0.29905359,1.00012108,1.51687876,3.45375850,0.00233223,0.09057074,0.01713071,0.19265191
-5.38769385,4.83483897,0.29160992,0.99115362,1.53199130,3.52271186,0.00240985,0.08671653,0.01685663,0.19025977
-5.38169085,4.88440823,0.28470126,0.98491151,1.54679622,3.58985727,0.00249442,0.08310728,0.01657224,0.18857684
-5.37568784,4.93488381,0.27833708,0.98100300,1.56101295,3.65455685,0.00258394,0.07975642,0.01627914,0.18751473
-5.36968484,4.98520315,0.27251346,0.97899822,1.57434629,3.71625361,0.00267630,0.07667063,0.01597889,0.18697181
-5.36368184,5.03434968,0.26721540,0.97844557,1.58649783,3.77448690,0.00276929,0.07385043,0.01567309,0.18683701
-5.35767884,5.08138579,0.26241925,0.97888790,1.59717755,3.82890284,0.00286066,0.07129103,0.01536339,0.18699396
-5.35167584,5.12548091,0.25809548,0.97987814,1.60611507,3.87925983,0.00294823,0.06898324,0.01505150,0.18732505
-5.34567284,5.16593420,0.25421135,0.98099388,1.61307015,3.92542925,0.00302987,0.06691445,0.01473925,0.18771565
-5.33966983,5.20219166,0.25073358,0.98185056,1.61784213,3.96739191,0.00310361,0.06506963,0.01442853,0.18805793
-5.33366683,5.23385753,0.24763075,0.98211301,1.62027774,4.00523084,0.00316769,0.06343229,0.01412132,0.18825454
-5.32766383,5.26070035,0.24487542,0.98150506,1.62027730,4.03912114,0.00322055,0.06198541,0.01381964,0.18822166
-5.32166083,5.28265374,0.24244576,0.97981702,1.61779880,4.06931781,0.00326097,0.06071217,0.01352551,0.18789149
-5.31565783,5.29981247,0.24032672,0.97691079,1.61285997,4.09614229,0.00328799,0.05959668,0.01324092,0.18721413
-5.30965483,5.31242431,0.23851064,0.97272271,1.60553812,4.11996843,0.00330103,0.05862446,0.01296774,0.18615861
-5.30365183,5.32087805,0.23699721,0.96726389,1.59596788,4.14120862,0.00329987,0.05778280,0.01270774,0.18471316
-5.29764882,5.32568823,0.23579287,0.96061830,1.58433692,4.16030047,0.00328464,0.05706094,0.01246246,0.18288468
-5.29164582,5.32747718,0.23490970,0.95293846,1.57087986,4.17769444,0.00325583,0.05645004,0.01223321,0.18069748
-5.28564282,5.32695487,0.23436372,0.94443922,1.55587063,4.19384274,0.00321425,0.05594310,0.01202102,0.17819128
-5.27963982,5.32489694,0.23417287,0.93538959,1.53961364,4.20918929,0.00316104,0.05553461,0.01182661,0.17541866
-5.27363682,5.32212169,0.23435466,0.92610311,1.52243404,4.22416106,0.00309758,0.05522022,0.01165038,0.17244202
-5.26763382,5.31946631,0.23492371,0.91692702,1.50466757,4.23916043,0.00302546,0.05499626,0.01149238,0.16933028
-5.26163082,5.31776315,0.23588929,0.90823061,1.48665042,4.25455848,0.00294642,0.05485919,0.01135235,0.16615533
-5.25562781,5.31781627,0.23725302,0.90039312,1.46870938,4.27068916,0.00286228,0.05480516,0.01122970,0.16298865
-5.24962481,5.32037908,0.23900691,0.89379160,1.45115275,4.28784393,0.00277488,0.05482951,0.01112359,0.15989795
-5.24362181,5.32613336,0.24113182,0.88878910,1.43426232,4.30626701,0.00268603,0.05492636,0.01103292,0.15694424
-5.23761881,5.33567023,0.24359651,0.88572341,1.41828662,4.32615100,0.00259739,0.05508833,0.01095643,0.15417936
-5.23161581,5.34947346,0.24635733,0.88489680,1.40343572,4.34763278,0.00251050,0.05530634,0.01089268,0.15164398
-5.22561281,5.36790532,0.24935859,0.88656679,1.38987749,4.37078988,0.00242667,0.05556960,0.01084020,0.14936634
-5.21960980,5.39119533,0.25253360,0.89093823,1.37773561,4.39563720,0.00234694,0.05586569,0.01079745,0.14736155
-5.21360680,5.41943202,0.25580636,0.89815679,1.36708894,4.42212427,0.00227212,0.05618077,0.01076292,0.14563159
-5.20760380,5.45255758,0.25909377,0.90830387,1.35797239,4.45013309,0.00220269,0.05650002,0.01073516,0.14416593
-5.20160080,5.49036564,0.26230835,0.92139301,1.35037889,4.47947676,0.00213889,0.05680802,0.01071280,0.14294263
-5.19559780,5.53250183,0.26536114,0.93736765,1.34426236,4.50989898,0.00208066,0.05708932,0.01069459,0.14192998
-5.18959480,5.57846716,0.26816482,0.95610047,1.33954135,4.54107468,0.00202770,0.05732900,0.01067936,0.14108841
-5.18359180,5.62762403,0.27063670,0.97739401,1.33610310,4.57261174,0.00197951,0.05751322,0.01066605,0.14037261
-5.17758879,5.67920478,0.27270153,1.00098273,1.33380788,4.60405421,0.00193541,0.05762977,0.01065369,0.13973385
-5.17158579,5.73232274,0.27429400,1.02653644,1.33249330,4.63488698,0.00189460,0.05766849,0.01064135,0.13912211
-5.16558279,5.78598563,0.27536062,1.05366512,1.33197852,4.66454215,0.00185621,0.05762164,0.01062811,0.13848822
-5.15957979,5.83911151,0.27586119,1.08192509,1.33206831,4.69240714,0.00181934,0.05748412,0.01061302,0.13778572
-5.15357679,5.89054710,0.27576954,1.11082670,1.33255675,4.71783463,0.00178310,0.05725359,0.01059509,0.13697245
-5.14757379,5.93908858,0.27507367,1.13984330,1.33323088,4.74015439,0.00174670,0.05693041,0.01057320,0.13601181
-5.14157079,5.98350484,0.27377536,1.16842175,1.33387400,4.75868677,0.00170941,0.05651753,0.01054612,0.13487368
-5.13556778,6.02256298,0.27188914,1.19599412,1.33426899,4.77275782,0.00167066,0.05602016,0.01051250,0.13353505
-5.12956478,6.05505578,0.26944100,1.22199069,1.33420150,4.78171568,0.00162999,0.05544547,0.01047083,0.13198026
-5.12356178,6.07983079,0.26646664,1.24585386,1.33346322,4.78494776,0.00158714,0.05480218,0.01041952,0.13020100
-5.11755878,6.09582030,0.26300968,1.26705280,1.33185522,4.78189830,0.00154197,0.05410014,0.01035692,0.12819615
-5.11155578,6.10207145,0.25911976,1.28509850,1.32919123,4.77208553,0.00149451,0.05334989,0.01028133,0.12597139
-5.10555278,6.09777554,0.25485073,1.29955867,1.32530107,4.75511782,0.00144492,0.05256232,0.01019117,0.12353867
-5.09954977,6.08229534,0.25025905,1.31007219,1.32003392,4.73070799,0.00139350,0.05174834,0.01008497,0.12091576
-5.09354677,6.05518938,0.24540242,1.31636239,1.31326139,4.69868503,0.00134063,0.05091867,0.00996154,0.11812566
-5.08754377,6.01623201,0.24033872,1.31824887,1.30488031,4.65900265,0.00128675,0.05008369,0.00982002,0.11519608
-5.08154077,5.96542819,0.23512528,1.31565712,1.29481500,4.61174400,0.00123237,0.04925344,0.00965999,0.11215903
-5.07553777,5.90302221,0.22981845,1.30862571,1.28301895,4.55712233,0.00117803,0.04843764,0.00948155,0.10905039
-5.06953477,5.82949968,0.22447345,1.29731042,1.26947576,4.49547722,0.00112425,0.04764586,0.00928543,0.10590963
-5.06353177,5.74558250,0.21914438,1.28198533,1.25419936,4.42726682,0.00107156,0.04688770,0.00907296,0.10277952
-5.05752876,5.65221688,0.21388446,1.26304043,1.23723334,4.35305607,0.00102045,0.04617300,0.00884620,0.09970592
-5.05152576,5.55055476,0.20874620,1.24097586,1.21864964,4.27350181,0.00097141,0.04551211,0.00860785,0.09673764
-5.04552276,5.44192932,0.20378167,1.21639282,1.19854650,4.18933538,0.00092489,0.04491605,0.00836130,0.09392621
-5.03951976,5.32782565,0.19904255,1.18998140,1.17704593,4.10134363,0.00088133,0.04439670,0.00811053,0.09132569
-5.03351676,5.20984767,0.19458014,1.16250556,1.15429091,4.01034952,0.00084117,0.04396688,0.00786005,0.08899243
-5.02751376,5.08968266,0.19044510,1.13478584,1.13044238,3.91719309,0.00080488,0.04364033,0.00761482,0.08698470
-5.02151076,4.96906467,0.18668700,1.10768004,1.10567631,3.82271384,0.00077298,0.04343159,0.00738007,0.08536233
-5.01550775,4.84973825,0.18335372,1.08206268,1.08018106,3.72773528,0.00074604,0.04335583,0.00716124,0.08418615
-5.00950475,4.73342343,0.18049058,1.05880360,1.05415510,3.63305215,0.00072478,0.04342847,0.00696377,0.08351739
-5.00350175,4.62178305,0.17813939,1.03874642,1.02780510,3.53942075,0.00071001,0.04366484,0.00679298,0.08341694
-4.99749875,4.51639308,0.17633743,1.02268734,1.00134470,3.44755223,0.00070275,0.04407963,0.00665393,0.08394451
-4.99149575,4.41871644,0.17511640,1.01135488,0.97499352,3.35810888,0.00070420,0.04468642,0.00655125,0.08515771
-4.98549275,4.33008053,0.17450145,1.00539107,0.94897672,3.27170281,0.00071577,0.04549712,0.00648903,0.08711103
-4.97948974,4.25165845,0.17451032,1.00533458,0.92352471,3.18889654,0.00073914,0.04652139,0.00647071,0.08985480
-4.97348674,4.18445387,0.17515272,1.01160623,0.89887285,3.11020474,0.00077622,0.04776621,0.00649894,0.09343410
-4.96748374,4.12928923,0.17642990,1.02449721,0.87526118,3.03609640,0.00082917,0.04923541,0.00657560,0.09788765
-4.96148074,4.08679696,0.17833454,1.04416042,0.85293364,2.96699667,0.00090040,0.05092934,0.00670165,0.10324676
-4.95547774,4.05741351,0.18085097,1.07060512,0.83213689,2.90328785,0.00099254,0.05284466,0.00687716,0.10953433
-4.94947474,4.04137585,0.18395557,1.10369506,0.81311842,2.84530889,0.00110839,0.05497424,0.00710131,0.11676391
-4.94347174,4.03872019,0.18761755,1.14315027,0.79612385,2.79335319,0.00125089,0.05730721,0.00737240,0.12493891
-4.93746873,4.04928289,0.19179988,1.18855241,0.78139350,2.74766460,0.00142305,0.05982915,0.00768788,0.13405187
-4.93146573,4.07270342,0.19646038,1.23935360,0.76915794,2.70843162,0.00162784,0.06252233,0.00804446,0.14408392
-4.92546273,4.10842931,0.20155289,1.29488854,0.75963290,2.67578016,0.00186812,0.06536614,0.00843813,0.15500439
-4.91945973,4.15572316,0.20702843,1.35438956,0.75301336,2.64976519,0.00214654,0.06833758,0.00886431,0.16677052
-4.91345673,4.21367167,0.21283626,1.41700419,0.74946712,2.63036197,0.00246536,0.07141174,0.00931790,0.17932735
-4.90745373,4.28119662,0.21892477,1.48181467,0.74912798,2.61745724,0.00282639,0.07456238,0.00979343,0.19260771
-4.90145073,4.35706792,0.22524212,1.54785876,0.75208875,2.61084130,0.00323081,0.07776243,0.01028512,0.20653238
-4.89544772,4.43991842,0.23173663,1.61415130,0.75839435,2.61020134,0.00367903,0.08098450,0.01078705,0.22101031
-4.88944472,4.52826053,0.23835680,1.67970566,0.76803530,2.61511688,0.00417061,0.08420131,0.01129319,0.23593898
-4.88344172,4.62050441,0.24505112,1.74355451,0.78094180,2.62505766,0.00470410,0.08738601,0.01179757,0.25120484
-4.87743872,4.71497764,0.25176747,1.80476919,0.79697884,2.63938447,0.00527699,0.09051246,0.01229430,0.26668394
-4.87143572,4.80994616,0.25845248,1.86247718,0.81594248,2.65735333,0.00588561,0.09355533,0.01277770,0.28224260
-4.86543272,4.90363641,0.26505057,1.91587722,0.83755775,2.67812310,0.00652512,0.09649025,0.01324236,0.29773831
-4.85942971,4.99425860,0.27150316,1.96425169,0.86147832,2.70076672,0.00718950,0.09929372,0.01368319,0.31302084
-4.85342671,5.08003098,0.27774782,2.00697621,0.88728822,2.72428597,0.00787163,0.10194314,0.01409549,0.32793354
-4.84742371,5.15920521,0.28371771,2.04352634,0.91450590,2.74762957,0.00856335,0.10441668,0.01447501,0.34231500
-4.84142071,5.23009270,0.28934137,2.07348159,0.94259055,2.76971439,0.00925564,0.10669325,0.01481796,0.35600094
-4.83541771,5.29109186,0.29454288,2.09652694,0.97095095,2.78944927,0.00993878,0.10875247,0.01512110,0.36882660
-4.82941471,5.34071613,0.29924256,2.11245230,0.99895660,2.80576083,0.01060256,0.11057473,0.01538176,0.38062931
-4.82341171,5.37762265,0.30335822,2.12115024,1.02595111,2.81762074,0.01123657,0.11214135,0.01559786,0.39125153
-4.81740870,5.40064088,0.30680695,2.12261252,1.05126746,2.82407351,0.01183048,0.11343475,0.01576795,0.40054417
-4.81140570,5.40880100,0.30950741,2.11692571,1.07424481,2.82426394,0.01237431,0.11443888,0.01589128,0.40837012
-4.80540270,5.40136095,0.31138257,2.10426651,1.09424625,2.81746339,0.01285875,0.11513962,0.01596776,0.41460790
-4.79939970,5.37783156,0.31236277,2.08489683,1.11067693,2.80309371,0.01327543,0.11552528,0.01599802,0.41915538
-4.79339670,5.33799849,0.31238888,2.05915897,1.12300188,2.78074806,0.01361722,0.11558720,0.01598339,0.42193329
-4.78739370,5.28194003,0.31141551,2.02747100,1.13076278,2.75020761,0.01387843,0.11532030,0.01592591,0.42288840
-4.78139070,5.21003964,0.30941399,1.99032230,1.13359291,2.71145335,0.01405502,0.11472364,0.01582828,0.42199630
-4.77538769,5.12299205,0.30637496,1.94826915,1.13122969,2.66467237,0.01414473,0.11380088,0.01569387,0.41926345
-4.76938469,5.02180232,0.30231033,1.90193030,1.12352405,2.61025819,0.01414716,0.11256068,0.01552660,0.41472844
-4.76338169,4.90777681,0.29725466,1.85198217,1.11044628,2.54880481,0.01406381,0.11101685,0.01533094,0.40846242
-4.75737869,4.78250606,0.29126557,1.79915349,1.09208794,2.48109467,0.01389800,0.10918842,0.01511174,0.40056837
-4.75137569,4.64783924,0.28442327,1.74421920,1.06865967,2.40808055,0.01365480,0.10709947,0.01487421,0.39117953
-4.74537269,4.50585068,0.27682923,1.68799336,1.04048495,2.33086218,0.01334089,0.10477876,0.01462376,0.38045665
-4.73936968,4.35879909,0.26860386,1.63132089,1.00799013,2.25065809,0.01296431,0.10225917,0.01436588,0.36858441
-4.73336668,4.20908051,0.25988342,1.57506817,0.97169089,2.16877364,0.01253427,0.09957695,0.01410606,0.35576693
-4.72736368,4.05917637,0.25081623,1.52011246,0.93217604,2.08656648,0.01206089,0.09677086,0.01384966,0.34222269
-4.72136068,3.91159822,0.24155830,1.46733026,0.89008907,2.00541036,0.01155491,0.09388117,0.01360179,0.32817888
-4.71535768,3.76883080,0.23226869,1.41758477,0.84610849,1.92665869,0.01102741,0.09094862,0.01336724,0.31386560
-4.70935468,3.63327545,0.22310467,1.37171276,0.80092757,1.85160893,0.01048957,0.08801335,0.01315040,0.29950999
-4.70335168,3.50719548,0.21421704,1.33051113,0.75523453,1.78146908,0.00995238,0.08511389,0.01295520,0.28533056
-4.69734867,3.39266532,0.20574565,1.29472351,0.70969383,1.71732711,0.00942645,0.08228622,0.01278506,0.27153195
-4.69134567,3.29152500,0.19781549,1.26502726,0.66492933,1.66012452,0.00892178,0.07956296,0.01264291,0.25830037
-4.68534267,3.20534128,0.19053335,1.24202131,0.62150986,1.61063443,0.00844763,0.07697270,0.01253114,0.24579974
-4.67933967,3.13537647,0.18398533,1.22621502,0.57993766,1.56944507,0.00801237,0.07453951,0.01245168,0.23416877
-4.67333667,3.08256565,0.17823509,1.21801858,0.54063994,1.53694874,0.00762341,0.07228264,0.01240596,0.22351899
-4.66733367,3.04750285,0.17332312,1.21773504,0.50396372,1.51333667,0.00728713,0.07021641,0.01239500,0.21393373
-4.66133067,3.03043617,0.16926680,1.22555431,0.47017378,1.49859949,0.00700884,0.06835025,0.01241944,0.20546814
-4.65532766,3.03127175,0.16606135,1.24154914,0.43945365,1.49253340,0.00679283,0.06668889,0.01247960,0.19815003
-4.64932466,3.04958609,0.16368150,1.26567333,0.41190928,1.49475137,0.00664236,0.06523274,0.01257548,0.19198156
-4.64332166,3.08464603,0.16208384,1.29776207,0.38757493,1.50469916,0.00655971,0.06397831,0.01270686,0.18694157
