energy_ev,total_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up,V_p_up,V_d_up
-5.67583792,5.25367757,0.09289247,3.13977277,0.40736590,0.00571717,2.36604841,1.87649479
-5.66983492,5.28283524,0.09454934,3.15342008,0.41441891,0.00572928,2.34781182,1.89959654
-5.66383192,5.29041062,0.09580818,3.15357313,0.42051461,0.00571736,2.32174755,1.91399239
-5.65782891,5.27628711,0.09664273,3.14021248,0.42559410,0.00568200,2.28806356,1.91952581
-5.65182591,5.24079192,0.09703509,3.11359685,0.42961676,0.00562428,2.24711085,1.91623107
-5.64582291,5.18469101,0.09697631,3.07425748,0.43256247,0.00554579,2.19937424,1.90433332
-5.63981991,5.10917265,0.09646659,3.02298486,0.43443397,0.00544861,2.14546061,1.88424280
-5.63381691,5.01582007,0.09551536,2.96080808,0.43525923,0.00533523,2.08608473,1.85654316
-5.62781391,4.90657382,0.09414106,2.88896745,0.43509368,0.00520858,2.02205323,1.82197426
-5.62181091,4.78368493,0.09237067,2.80888136,0.43402221,0.00507188,1.95424705,1.78141014
-5.61580790,4.64966036,0.09023908,2.72210827,0.43216066,0.00492866,1.88360274,1.73583288
-5.60980490,4.50720232,0.08778818,2.63030541,0.42965662,0.00478267,1.81109306,1.68630341
-5.60380190,4.35914332,0.08506577,2.53518544,0.42668947,0.00463778,1.73770730,1.63393048
-5.59779890,4.20837906,0.08212443,2.43847263,0.42346921,0.00449794,1.66443173,1.57983882
-5.59179590,4.05780123,0.07902011,2.34186018,0.42023425,0.00436710,1.59223062,1.52513800
-5.58579290,3.91023219,0.07581077,2.24697005,0.41724785,0.00424914,1.52202821,1.47089303
-5.57978989,3.76836359,0.07255500,2.15531669,0.41479326,0.00414778,1.45469203,1.41809784
-5.57378689,3.63470069,0.06931057,2.06827583,0.41316752,0.00406655,1.39101792,1.36765270
-5.56778389,3.51151368,0.06613314,1.98705921,0.41267419,0.00400872,1.33171701,1.32034611
-5.56178089,3.40079749,0.06307503,1.91269581,0.41361493,0.00397722,1.27740503,1.27684198
-5.55577789,3.30424048,0.06018409,1.84602005,0.41628048,0.00397463,1.22859399,1.23767194
-5.54977489,3.22320279,0.05750282,1.78766662,0.42094101,0.00400313,1.18568639,1.20323313
-5.54377189,3.15870411,0.05506757,1.73807198,0.42783656,0.00406444,1.14897213,1.17379086
-5.53776888,3.11142065,0.05290804,1.69748166,0.43716763,0.00415983,1.11862783,1.14948587
-5.53176588,3.08169062,0.05104687,1.66596256,0.44908663,0.00429010,1.09471870,1.13034516
-5.52576288,3.06952739,0.04949950,1.64341943,0.46369033,0.00445552,1.07720265,1.11629587
-5.51975988,3.07463905,0.04827421,1.62961411,0.48101386,0.00465588,1.06593641,1.10718091
-5.51375688,3.09645338,0.04737233,1.62418668,0.50102658,0.00489044,1.06068343,1.10277561
-5.50775388,3.13414679,0.04678854,1.62667724,0.52362993,0.00515800,1.06112331,1.10280423
-5.50175088,3.18667608,0.04651147,1.63654733,0.54865769,0.00545682,1.06686227,1.10695567
-5.49574787,3.25281185,0.04652422,1.65320017,0.57587851,0.00578474,1.07744451,1.11489749
-5.48974487,3.33117246,0.04680510,1.67599897,0.60500074,0.00613912,1.09236403,1.12628770
-5.48374187,3.42025779,0.04732840,1.70428290,0.63567952,0.00651693,1.11107671,1.14078403
-5.47773887,3.51848192,0.04806518,1.73738039,0.66752580,0.00691476,1.13301225,1.15805053
-5.47173587,3.62420423,0.04898413,1.77461977,0.70011693,0.00732889,1.15758586,1.17776132
-5.46573287,3.73575857,0.05005233,1.81533727,0.73300848,0.00775531,1.18420938,1.19960202
-5.45972986,3.85148012,0.05123612,1.85888285,0.76574680,0.00818984,1.21230174,1.22326892
-5.45372686,3.96972978,0.05250180,1.90462392,0.79788170,0.00862814,1.24129853,1.24846653
-5.44772386,4.08891608,0.05381637,1.95194779,0.82897887,0.00906582,1.27066061,1.27490400
-5.44172086,4.20751440,0.05514815,2.00026299,0.85863146,0.00949851,1.29988173,1.30229097
-5.43571786,4.32408375,0.05646732,2.04900011,0.88647031,0.00992192,1.32849494,1.33033338
-5.42971486,4.43728095,0.05774639,2.09761249,0.91217255,0.01033195,1.35607791,1.35872984
-5.42371186,4.54587229,0.05896058,2.14557717,0.93546825,0.01072471,1.38225714,1.38716895
-5.41770885,4.64874304,0.06008806,2.19239629,0.95614480,0.01109667,1.40671093,1.41532786
-5.41170585,4.74490457,0.06111015,2.23759915,0.97404925,0.01144464,1.42917137,1.44287245
-5.40570285,4.83349961,0.06201141,2.28074503,0.98908828,0.01176585,1.44942527,1.46945921
-5.39969985,4.91380573,0.06277962,2.32142673,1.00122636,0.01205801,1.46731419,1.49473878
-5.39369685,4.98523735,0.06340573,2.35927485,1.01048209,0.01231934,1.48273362,1.51836121
-5.38769385,5.04734667,0.06388374,2.39396258,1.01692316,0.01254856,1.49563159,1.53998266
-5.38169085,5.09982372,0.06421052,2.42521096,1.02066040,0.01274491,1.50600665,1.55927348
-5.37568784,5.14249604,0.06438564,2.45279433,1.02184123,0.01290818,1.51390553,1.57592711
-5.36968484,5.17532807,0.06441110,2.47654582,1.02064296,0.01303867,1.51942048,1.58966976
-5.36368184,5.19842061,0.06429119,2.49636264,1.01726645,0.01313717,1.52268648,1.60027031
-5.35767884,5.21201024,0.06403223,2.51221085,1.01193018,0.01320495,1.52387841,1.60754999
-5.35167584,5.21646883,0.06364240,2.52412948,1.00486520,0.01324374,1.52320810,1.61139164
-5.34567284,5.21230274,0.06313158,2.53223360,0.99631101,0.01325568,1.52092135,1.61174793
-5.33966983,5.20015143,0.06251118,2.53671617,0.98651235,0.01324327,1.51729492,1.60864817
-5.33366683,5.18078483,0.06179400,2.53784830,0.97571692,0.01320936,1.51263317,1.60220347
-5.32766383,5.15509897,0.06099411,2.53597772,0.96417373,0.01315711,1.50726454,1.59260966
-5.32166083,5.12410900,0.06012670,2.53152521,0.95213204,0.01308988,1.50153745,1.58014792
-5.31565783,5.08893905,0.05920790,2.52497876,0.93984037,0.01301126,1.49581555,1.56518265
-5.30965483,5.05080816,0.05825464,2.51688541,0.92754554,0.01292496,1.49047231,1.54815664
-5.30365183,5.01101196,0.05728437,2.50784066,0.91549119,0.01283475,1.48588460,1.52958333
-5.29764882,4.97089983,0.05631482,2.49847566,0.90391577,0.01274441,1.48242541,1.51003633
-5.29164582,4.93184748,0.05536368,2.48944217,0.89304960,0.01265763,1.48045566,1.49013633
-5.28564282,4.89522561,0.05444821,2.48139593,0.88311115,0.01257796,1.48031515,1.47053574
-5.27963982,4.86236508,0.05358485,2.47497859,0.87430234,0.01250869,1.48231290,1.45190149
-5.27363682,4.83451993,0.05278876,2.47079914,0.86680309,0.01245281,1.48671724,1.43489656
-5.26763382,4.81282956,0.05207341,2.46941519,0.86076531,0.01241288,1.49374578,1.42016084
-5.26163082,4.79828164,0.05145009,2.47131522,0.85630672,0.01239097,1.50355605,1.40829218
-5.25562781,4.79167764,0.05092758,2.47690238,0.85350470,0.01238862,1.51623696,1.39982814
-5.24962481,4.79360273,0.05051173,2.48648060,0.85239086,0.01240671,1.53180184,1.39522949
-5.24362181,4.80440182,0.05020527,2.50024400,0.85294652,0.01244550,1.55018344,1.39486593
-5.23761881,4.82416327,0.05000764,2.51826992,0.85509968,0.01250456,1.57123137,1.39900476
-5.23161581,4.85271161,0.04991497,2.54051617,0.85872379,0.01258276,1.59471242,1.40780310
-5.22561281,4.88960989,0.04992017,2.56682275,0.86363863,0.01267832,1.62031392,1.42130384
-5.21960980,4.93417222,0.05001322,2.59691802,0.86961342,0.01278885,1.64765032,1.43943565
-5.21360680,4.98548626,0.05018151,2.63042926,0.87637228,0.01291139,1.67627301,1.46201703
-5.20760380,5.04244477,0.05041038,2.66689698,0.88360190,0.01304256,1.70568306,1.48876411
-5.20160080,5.10378530,0.05068372,2.70579257,0.89096120,0.01317859,1.73534655,1.51930197
-5.19559780,5.16813594,0.05098467,2.74653832,0.89809262,0.01331553,1.76471202,1.55317881
-5.18959480,5.23406537,0.05129632,2.78852889,0.90463460,0.01344929,1.79322917,1.58988237
-5.18359180,5.30013472,0.05160249,2.83115319,0.91023464,0.01357589,1.82036822,1.62885773
-5.17758879,5.36494873,0.05188843,2.87381572,0.91456235,0.01369150,1.84563891,1.66952584
-5.17158579,5.42720400,0.05214144,2.91595607,0.91732187,0.01379261,1.86860826,1.71130166
-5.16558279,5.48573182,0.05235147,2.95706603,0.91826303,0.01387616,1.88891632,1.75361146
-5.15957979,5.53953376,0.05251154,2.99670326,0.91719064,0.01393963,1.90628905,1.79590824
-5.15357679,5.58780852,0.05261795,3.03450116,0.91397160,0.01398108,1.92054764,1.83768500
-5.14757379,5.62996885,0.05267048,3.07017458,0.90853926,0.01399927,1.93161390,1.87848518
-5.14157079,5.66564836,0.05267226,3.10352130,0.90089498,0.01399361,1.93951137,1.91791028
-5.13556778,5.69469807,0.05262956,3.13441960,0.89110684,0.01396421,1.94436216,1.95562440
-5.12956478,5.71717365,0.05255143,3.16282224,0.87930543,0.01391181,1.94637967,1.99135602
-5.12356178,5.73331459,0.05244914,3.18874767,0.86567725,0.01383774,1.94585768,2.02489713
-5.11755878,5.74351673,0.05233558,3.21226914,0.85045580,0.01374386,1.94315641,2.05610039
-5.11155578,5.74830050,0.05222452,3.23350274,0.83391112,0.01363244,1.93868640,2.08487458
-5.10555278,5.74827664,0.05212992,3.25259526,0.81633815,0.01350605,1.93289099,2.11117917
-5.09954977,5.74411183,0.05206515,3.26971273,0.79804461,0.01336747,1.92622855,2.13501841
-5.09354677,5.73649617,0.05204225,3.28503049,0.77933902,0.01321957,1.91915531,2.15643563
-5.08754377,5.72611415,0.05207137,3.29872541,0.76051937,0.01306519,1.91210964,2.17550807
-5.08154077,5.71362078,0.05216014,3.31097053,0.74186303,0.01290708,1.90549865,2.19234269
-5.07553777,5.69962340,0.05231329,3.32193248,0.72361819,0.01274776,1.89968750,2.20707307
-5.06953477,5.68467004,0.05253236,3.33177143,0.70599728,0.01258948,1.89499193,2.21985745
-5.06353177,5.66924380,0.05281559,3.34064332,0.68917236,0.01243418,1.89167404,2.23087782
-5.05752876,5.65376297,0.05315787,3.34870381,0.67327276,0.01228344,1.88994113,2.24033965
-5.05152576,5.63858584,0.05355093,3.35611331,0.65838457,0.01213844,1.88994746,2.24847208
-5.04552276,5.62401884,0.05398366,3.36304226,0.64455211,0.01200000,1.89179819,2.25552794
-5.03951976,5.61032672,0.05444243,3.36967582,0.63178089,0.01186856,1.89555499,2.26178321
-5.03351676,5.59774314,0.05491164,3.37621737,0.62004183,0.01174424,1.90124262,2.26753547
-5.02751376,5.58648039,0.05537422,3.38289002,0.60927634,0.01162682,1.90885568,2.27310094
-5.02151076,5.57673715,0.05581228,3.38993579,0.59940193,0.01151583,1.91836498,2.27880985
-5.01550775,5.56870322,0.05620764,3.39761224,0.59031794,0.01141055,1.92972295,2.28500013
-5.00950475,5.56256112,0.05654248,3.40618653,0.58191119,0.01131010,1.94286773,2.29200935
-5.00350175,5.55848425,0.05679987,3.41592737,0.57406122,0.01121344,1.95772579,2.30016537
-4.99749875,5.55663227,0.05696430,3.42709520,0.56664500,0.01111944,1.97421309,2.30977596
-4.99149575,5.55714433,0.05702209,3.43993158,0.55954100,0.01102691,1.99223493,2.32111815
-4.98549275,5.56013125,0.05696180,3.45464850,0.55263266,0.01093465,2.01168499,2.33442780
-4.97948974,5.56566791,0.05677451,3.47141865,0.54581109,0.01084149,2.03244402,2.34989033
-4.97348674,5.57378717,0.05645404,3.49036763,0.53897739,0.01074631,2.05437857,2.36763324
-4.96748374,5.58447635,0.05599705,3.51156875,0.53204435,0.01064810,2.07734055,2.38772096
-4.96148074,5.59767728,0.05540310,3.53504116,0.52493792,0.01054595,2.10116791,2.41015283
-4.95547774,5.61329055,0.05467466,3.56075167,0.51759838,0.01043917,2.12568688,2.43486409
-4.94947474,5.63118393,0.05381697,3.58862010,0.50998139,0.01032723,2.15071585,2.46173033
-4.94347174,5.65120481,0.05283792,3.61852801,0.50205893,0.01020985,2.17607096,2.49057496
-4.93746873,5.67319562,0.05174781,3.65033009,0.49382012,0.01008700,2.20157298,2.52117935
-4.93146573,5.69701102,0.05055915,3.68386717,0.48527198,0.00995894,2.22705517,2.55329486
-4.92546273,5.72253529,0.04928629,3.71897970,0.47643998,0.00982622,2.25237138,2.58665594
-4.91945973,5.74969792,0.04794514,3.75552036,0.46736838,0.00968969,2.27740360,2.62099321
-4.91345673,5.77848556,0.04655280,3.79336435,0.45812013,0.00955049,2.30206819,2.65604550
-4.90745373,5.80894850,0.04512714,3.83241610,0.44877635,0.00941005,2.32631990,2.69156969
-4.90145073,5.84120016,0.04368644,3.87261130,0.43943526,0.00927001,2.35015312,2.72734759
-4.89544772,5.87540856,0.04224893,3.91391357,0.43021040,0.00913222,2.37359962,2.76318897
-4.88944472,5.91177926,0.04083241,3.95630519,0.42122821,0.00899868,2.39672266,2.79893047
-4.88344172,5.95053007,0.03945379,3.99977235,0.41262489,0.00887143,2.41960735,2.83443015
-4.87743872,5.99185837,0.03812873,4.04428532,0.40454265,0.00875248,2.44234770,2.86955808
-4.87143572,6.03590291,0.03687120,4.08977468,0.39712541,0.00864375,2.46503082,2.90418345
-4.86543272,6.08270215,0.03569320,4.13610541,0.39051406,0.00854694,2.48771932,2.93815926
-4.85942971,6.13215209,0.03460440,4.18305045,0.38484153,0.00846348,2.51043295,2.97130577
-4.85342671,6.18396665,0.03361193,4.23026607,0.38022783,0.00839441,2.53313084,3.00339409
-4.84742371,6.23764380,0.03272018,4.27727119,0.37677531,0.00834034,2.55569563,3.03413139
-4.84142071,6.29244057,0.03193073,4.32343271,0.37456429,0.00830136,2.57792093,3.06314925
-4.83541771,6.34735947,0.03124230,4.36795874,0.37364933,0.00827707,2.59950320,3.08999637
-4.82941471,6.40114877,0.03065085,4.40990115,0.37405643,0.00826649,2.62003912,3.11413683
-4.82341171,6.45231760,0.03014971,4.44816838,0.37578102,0.00826813,2.63902903,3.13495455
-4.81740870,6.49916678,0.02972987,4.48154866,0.37878722,0.00828000,2.65588692,3.15176428
-4.81140570,6.53983461,0.02938030,4.50874343,0.38300818,0.00829969,2.66995670,3.16382922
-4.80540270,6.57235639,0.02908835,4.52840986,0.38834755,0.00832444,2.68053448,3.17038444
-4.79939970,6.59473536,0.02884025,4.53921071,0.39468221,0.00835124,2.68689583,3.17066547
-4.79339670,6.60502195,0.02862159,4.53986950,0.40186597,0.00837696,2.68832703,3.16394058
-4.78739370,6.60139793,0.02841789,4.52922836,0.40973426,0.00839847,2.68415869,3.14954520
-4.78139070,6.58226119,0.02821517,4.50630564,0.41810959,0.00841279,2.67380037,3.12691688
-4.77538769,6.54630736,0.02800046,4.47035065,0.42680759,0.00841718,2.65677421,3.09562874
-4.76938469,6.49260403,0.02776233,4.42089243,0.43564348,0.00840928,2.63274622,3.05541989
-4.76338169,6.42065404,0.02749133,4.35778028,0.44443860,0.00838725,2.60155345,3.00622100
-4.75737869,6.33044460,0.02718040,4.28121377,0.45302692,0.00834983,2.56322581,2.94817375
-4.75137569,6.22247991,0.02682518,4.19176073,0.46126121,0.00829638,2.51800135,2.88164305
-4.74537269,6.09779548,0.02642415,4.09036213,0.46901857,0.00822701,2.46633428,2.80722129
-4.73936968,5.95795344,0.02597885,3.97832348,0.47620524,0.00814250,2.40889530,2.72572444
-4.73336668,5.80501883,0.02549374,3.85729304,0.48276036,0.00804439,2.34656409,2.63817985
-4.72736368,5.64151786,0.02497621,3.72922763,0.48865852,0.00793485,2.28041423,2.54580648
-4.72136068,5.47037962,0.02443628,3.59634744,0.49391106,0.00781669,2.21169120,2.44998803
-4.71535768,5.29486366,0.02388633,3.46108156,0.49856586,0.00769325,2.14178409,2.35224038
-4.70935468,5.11847610,0.02334072,3.32600650,0.50270566,0.00756829,2.07219232,2.25417427
-4.70335168,4.94487747,0.02281528,3.19377992,0.50644500,0.00744588,2.00448846,2.15745488
-4.69734867,4.77778556,0.02232688,3.06707210,0.50992558,0.00733027,1.94027844,2.06375974
-4.69134567,4.62087682,0.02189282,2.94849753,0.51331056,0.00722576,1.88116067,1.97473631
-4.68534267,4.47768951,0.02153030,2.84054893,0.51677755,0.00713654,1.82868534,1.89196097
-4.67933967,4.35153182,0.02125589,2.74553600,0.52051099,0.00706658,1.78431534,1.81690045
-4.67333667,4.24539805,0.02108499,2.66553059,0.52469384,0.00701949,1.74938996,1.75087704
-4.66733367,4.16189502,0.02103135,2.60231992,0.52949916,0.00699841,1.72509250,1.69503861
-4.66133067,4.10318127,0.02110666,2.55736927,0.53508187,0.00700591,1.71242289,1.65033422
-4.65532766,4.07092038,0.02132019,2.53179471,0.54157101,0.00704392,1.71217596,1.61749582
-4.64932466,4.06624972,0.02167853,2.52634672,0.54906296,0.00711368,1.72492605,1.59702661
-4.64332166,4.08976527,0.02218539,2.54140464,0.55761591,0.00721570,1.75101833,1.58919608
-4.63731866,4.14152255,0.02284151,2.57698183,0.56724573,0.00734976,1.79056697,1.59404175
-4.63131566,4.22105331,0.02364468,2.63274104,0.57792369,0.00751493,1.84346020,1.61137730
-4.62531266,4.32739701,0.02458980,2.70801921,0.58957592,0.00770964,1.90937185,1.64080670
-4.61930965,4.45914566,0.02566904,2.80186042,0.60208483,0.00793171,1.98777897,1.68174366
-4.61330665,4.61450019,0.02687208,2.91305588,0.61529226,0.00817848,2.07798476,1.73343563
-4.60730365,4.79133611,0.02818643,3.04018919,0.62900442,0.00844685,2.17914590,1.79499144
-4.60130065,4.98727596,0.02959769,3.18168535,0.64299820,0.00873346,2.29030326,1.86541153
-4.59529765,5.19976563,0.03109000,3.33586154,0.65702871,0.00903476,2.41041477,1.94361959
-4.58929465,5.42615194,0.03264633,3.50097794,0.67083759,0.00934716,2.53838906,2.02849465
-4.58329165,5.66375830,0.03424893,3.67528668,0.68416182,0.00966709,2.67311873,2.11890227
-4.57728864,5.90995600,0.03587967,3.85707726,0.69674254,0.00999116,2.81351174,2.21372379
-4.57128564,6.16222828,0.03752035,4.04471670,0.70833364,0.01031621,2.95851977,2.31188274
-4.56528264,6.41822519,0.03915306,4.23668323,0.71870964,0.01063941,3.10716240,2.41236734
-4.55927964,6.67580740,0.04076041,4.43159224,0.72767263,0.01095826,3.25854619,2.51424851
-4.55327664,6.93307765,0.04232584,4.62821390,0.73505803,0.01127067,3.41187781,2.61669278
-4.54727364,7.18839922,0.04383371,4.82548190,0.74073904,0.01157494,3.56647095,2.71896998
-4.54127064,7.44040130,0.04526960,5.02249341,0.74462955,0.01186976,3.72174666,2.82045538
-4.53526763,7.68797168,0.04662035,5.21850055,0.74668565,0.01215417,3.87722735,2.92062674
-4.52926463,7.93023794,0.04787423,5.41289421,0.74690564,0.01242751,4.03252488,3.01905662
-4.52326163,8.16653856,0.04902106,5.60518131,0.74532872,0.01268938,4.18732348,3.11540046
-4.51725863,8.39638603,0.05005230,5.79495681,0.74203239,0.01293956,4.34135842,3.20938151
-4.51125563,8.61942430,0.05096115,5.98187228,0.73712895,0.01317792,4.49439174,3.30077332
-4.50525263,8.83538295,0.05174265,6.16560272,0.73076097,0.01340442,4.64618646,3.38938113
-4.49924962,9.04403076,0.05239380,6.34581348,0.72309624,0.01361896,4.79648051,3.47502296
-4.49324662,9.24513123,0.05291365,6.52212925,0.71432229,0.01382140,4.94496230,3.55751181
-4.48724362,9.43840243,0.05330339,6.69410677,0.70464056,0.01401150,5.09124890,3.63663974
-4.48124062,9.62348317,0.05356642,6.86121284,0.69426066,0.01418886,5.23486866,3.71216491
-4.47523762,9.79990737,0.05370840,7.02280895,0.68339468,0.01435295,5.37524902,3.78380225
-4.46923462,9.96708777,0.05373723,7.17814350,0.67225173,0.01450310,5.51171068,3.85121823
-4.46323162,10.12430974,0.05366303,7.32635203,0.66103299,0.01463852,5.64346851,3.91403022
-4.45722861,10.27073555,0.05349798,7.46646592,0.64992711,0.01475833,5.76963964,3.97181032
-4.45122561,10.40541864,0.05325617,7.59742894,0.63910631,0.01486160,5.88925842,4.02409362
-4.44522261,10.52732717,0.05295329,7.71812135,0.62872307,0.01494739,6.00129786,4.07039039
-4.43921961,10.63537558,0.05260636,7.82739019,0.61890746,0.01501484,6.10469672,4.11020172
-4.43321661,10.72846259,0.05223323,7.92408470,0.60976525,0.01506316,6.19839111,4.14303765
-4.42721361,10.80551367,0.05185220,8.00709504,0.60137670,0.01509175,6.28134920,4.16843706
-4.42121061,10.86552591,0.05148143,8.07539273,0.59379606,0.01510020,6.35260751,4.18598826
-4.41520760,10.90761328,0.05113845,8.12807094,0.58705176,0.01508834,6.41130718,4.19534928
-4.40920460,10.93105002,0.05083961,8.16438275,0.58114726,0.01505628,6.45672858,4.19626692
-4.40320160,10.93531040,0.05059954,8.18377595,0.57606251,0.01500441,6.48832272,4.18859364
-4.39719860,10.92010318,0.05043068,8.18592276,0.57175596,0.01493342,6.50573814,4.17230166
-4.39119560,10.88539942,0.05034291,8.17074329,0.56816702,0.01484431,6.50884222,4.14749349
-4.38519260,10.83145271,0.05034320,8.13842217,0.56521903,0.01473836,6.49773603,4.11440874
-4.37918959,10.75881141,0.05043539,8.08941755,0.56282239,0.01461710,6.47276241,4.07342679
-4.37318659,10.66832264,0.05062014,8.02446262,0.56087805,0.01448231,6.43450708,4.02506551
-4.36718359,10.56112840,0.05089497,7.94455981,0.55928113,0.01433599,6.38379299,3.96997611
-4.36118059,10.43865435,0.05125433,7.85096816,0.55792446,0.01418028,6.32166854,3.90893453
-4.35517759,10.30259210,0.05168995,7.74518476,0.55670223,0.01401751,6.24939028,3.84282976
-4.34917459,10.15487583,0.05219118,7.62892095,0.55551332,0.01385006,6.16840109,3.77264969
-4.34317159,9.99765446,0.05274541,7.50407463,0.55426450,0.01368044,6.08030477,3.69946504
-4.33716858,9.83326018,0.05333857,7.37269932,0.55287321,0.01351116,5.98683795,3.62441191
-4.33116558,9.66417435,0.05395568,7.23697118,0.55126995,0.01334476,5.88984044,3.54867344
-4.32516258,9.49299132,0.05458140,7.09915461,0.54940014,0.01318378,5.79122451,3.47346106
-4.31915958,9.32238094,0.05520051,6.96156725,0.54722539,0.01303069,5.69294399,3.39999562
-4.31315658,9.15504990,0.05579841,6.82654464,0.54472428,0.01288793,5.59696338,3.32948866
-4.30715358,8.99370225,0.05636155,6.69640511,0.54189230,0.01275782,5.50522744,3.26312393
