energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.78389195,3.05744682,0.33915789,2.02677960,0.00245640,0.03132573,0.22651926,0.73829525,0.01109710,0.23537351
-5.77788894,2.96309817,0.32443132,1.97473845,0.00223967,0.02959130,0.21871525,0.70411566,0.01138568,0.22931819
-5.77188594,2.86964463,0.31051457,1.92240374,0.00206037,0.02796137,0.21117789,0.67042647,0.01172335,0.22366085
-5.76588294,2.77817160,0.29750627,1.87042526,0.00191738,0.02643678,0.20397577,0.63763405,0.01210719,0.21844658
-5.75987994,2.68980148,0.28550390,1.81949304,0.00180974,0.02501731,0.19718134,0.60613695,0.01253449,0.21372335
-5.75387694,2.60567647,0.27460256,1.77032561,0.00173664,0.02370201,0.19086968,0.57632063,0.01300276,0.20954137
-5.74787394,2.52694088,0.26489382,1.72365733,0.00169742,0.02248949,0.18511719,0.54855295,0.01350988,0.20595218
-5.74187094,2.45472321,0.25646448,1.68022491,0.00169147,0.02137824,0.18000031,0.52318040,0.01405413,0.20300765
-5.73586793,2.39011808,0.24939549,1.64075361,0.00171830,0.02036693,0.17559422,0.50052493,0.01463421,0.20075881
-5.72986493,2.33416806,0.24376085,1.60594320,0.00177737,0.01945471,0.17197148,0.48088132,0.01524927,0.19925453
-5.72386193,2.28784556,0.23962657,1.57645393,0.00186814,0.01864136,0.16920066,0.46451474,0.01589882,0.19854003
-5.71785893,2.25203461,0.23704967,1.55289266,0.00198992,0.01792754,0.16734488,0.45165860,0.01658267,0.19865524
-5.71185593,2.22751280,0.23607713,1.53579940,0.00214190,0.01731479,0.16646033,0.44251223,0.01730081,0.19963296
-5.70585293,2.21493342,0.23674494,1.52563438,0.00232300,0.01680561,0.16659460,0.43723854,0.01805323,0.20149700
-5.69984992,2.21480809,0.23907704,1.52276599,0.00253190,0.01640335,0.16778512,0.43596144,0.01883971,0.20426021
-5.69384692,2.22749021,0.24308434,1.52745973,0.00276694,0.01611210,0.17005745,0.43876294,0.01965965,0.20792262
-5.68784392,2.25315986,0.24876379,1.53986863,0.00302614,0.01593644,0.17342366,0.44568022,0.02051182,0.21246961
-5.68184092,2.29181056,0.25609749,1.56002544,0.00330717,0.01588121,0.17788088,0.45670246,0.02139418,0.21787046
-5.67583792,2.34323879,0.26505194,1.58783687,0.00360736,0.01595116,0.18340996,0.47176787,0.02230369,0.22407716
-5.66983492,2.40703692,0.27557748,1.62308047,0.00392373,0.01615062,0.18997448,0.49076096,0.02323616,0.23102373
-5.66383192,2.48259029,0.28760797,1.66540435,0.00425307,0.01648314,0.19752016,0.51351040,0.02418619,0.23862613
-5.65782891,2.56907917,0.30106075,1.71433008,0.00459198,0.01695114,0.20597473,0.53978766,0.02514714,0.24678284
-5.65182591,2.66548608,0.31583696,1.76925898,0.00493697,0.01755556,0.21524842,0.56930681,0.02611117,0.25537614
-5.64582291,2.77060891,0.33182228,1.82948195,0.00528461,0.01829560,0.22523505,0.60172561,0.02706939,0.26427415
-5.63981991,2.88307988,0.34888799,1.89419273,0.00563158,0.01916844,0.23581377,0.63664820,0.02801208,0.27333356
-5.63381691,3.00139034,0.36689257,1.96250435,0.00597486,0.02016915,0.24685152,0.67362942,0.02892893,0.28240307
-5.62781391,3.12392072,0.38568358,2.03346848,0.00631182,0.02129052,0.25820608,0.71218098,0.02980938,0.29132728
-5.62181091,3.24897524,0.40509992,2.10609710,0.00664034,0.02252314,0.26972962,0.75177930,0.03064302,0.29995112
-5.61580790,3.37482004,0.42497446,2.17938580,0.00695889,0.02385546,0.28127277,0.79187510,0.03141993,0.30812435
-5.60980490,3.49972378,0.44513681,2.25233792,0.00726666,0.02527401,0.29268889,0.83190437,0.03213116,0.31570618
-5.60380190,3.62199916,0.46541625,2.32398871,0.00756354,0.02676365,0.30383847,0.87130052,0.03276902,0.32256962
-5.59779890,3.74004386,0.48564470,2.39342855,0.00785017,0.02830799,0.31459341,0.90950742,0.03332749,0.32860554
-5.59179590,3.85237948,0.50565963,2.45982435,0.00812788,0.02988978,0.32484105,0.94599273,0.03380243,0.33372593
-5.58579290,3.95768685,0.52530680,2.52243846,0.00839864,0.03149143,0.33448761,0.98026130,0.03419184,0.33786662
-5.57978989,4.05483656,0.54444278,2.58064411,0.00866499,0.03309555,0.34346112,1.01186794,0.03449596,0.34098889
-5.57378689,4.14291345,0.56293708,2.63393711,0.00892980,0.03468548,0.35171330,1.04042924,0.03471727,0.34308022
-5.56778389,4.22123414,0.58067392,2.68194321,0.00919621,0.03624585,0.35922076,1.06563396,0.03486044,0.34415395
-5.56178089,4.28935722,0.59755358,2.72442104,0.00946735,0.03776311,0.36598496,1.08725153,0.03493216,0.34424798
-5.55577789,4.34708560,0.61349324,2.76126056,0.00974621,0.03922599,0.37203137,1.10513834,0.03494092,0.34342257
-5.54977489,4.39446130,0.62842738,2.79247725,0.01003535,0.04062591,0.37740752,1.11924174,0.03489668,0.34175725
-5.54377189,4.43175292,0.64230770,2.81820237,0.01033680,0.04195731,0.38218023,1.12960120,0.03481054,0.33934725
-5.53776888,4.45943645,0.65510261,2.83866979,0.01065181,0.04321786,0.38643213,1.13634701,0.03469435,0.33629933
-5.53176588,4.47817043,0.66679640,2.85420016,0.01098077,0.04440853,0.39025755,1.13969622,0.03456031,0.33272756
-5.52576288,4.48876637,0.67738801,2.86518282,0.01132308,0.04553362,0.39375810,1.13994599,0.03442059,0.32874893
-5.51975988,4.49215580,0.68688965,2.87205664,0.01167712,0.04660053,0.39703814,1.13746471,0.03428698,0.32447933
-5.51375688,4.48935503,0.69532519,2.87529018,0.01204026,0.04761959,0.40020021,1.13268098,0.03417053,0.32002974
-5.50775388,4.48142908,0.70272852,2.87536217,0.01240890,0.04860355,0.40334089,1.12607082,0.03408132,0.31550313
-5.50175088,4.46945583,0.70914187,2.87274291,0.01277862,0.04956718,0.40654698,1.11814356,0.03402817,0.31099188
-5.49574787,4.45449158,0.71461418,2.86787717,0.01314434,0.05052662,0.40989241,1.10942679,0.03401853,0.30657601
-5.48974487,4.43753906,0.71919963,2.86116925,0.01350049,0.05149873,0.41343576,1.10045067,0.03405828,0.30232210
-5.48374187,4.41951854,0.72295625,2.85297045,0.01384126,0.05250041,0.41721861,1.09173226,0.03415167,0.29828297
-5.47773887,4.40124284,0.72594473,2.84356921,0.01416086,0.05354782,0.42126461,1.08376011,0.03430130,0.29449795
-5.47173587,4.38339662,0.72822740,2.83318425,0.01445375,0.05465571,0.42557934,1.07697956,0.03450806,0.29099380
-5.46573287,4.36652028,0.72986725,2.82196056,0.01471486,0.05583662,0.43015078,1.07177924,0.03477114,0.28778592
-5.45972986,4.35099844,0.73092718,2.80996814,0.01493984,0.05710033,0.43495036,1.06847897,0.03508807,0.28487997
-5.45372686,4.33705318,0.73146918,2.79720350,0.01512517,0.05845320,0.43993444,1.06731954,0.03545472,0.28227354
-5.44772386,4.32474180,0.73155353,2.78359341,0.01526834,0.05989771,0.44504600,1.06845459,0.03586536,0.27995781
-5.44172086,4.31395879,0.73123790,2.76900072,0.01536786,0.06143208,0.45021664,1.07194485,0.03631272,0.27791912
-5.43571786,4.30444193,0.73057631,2.75323193,0.01542333,0.06305008,0.45536844,1.07775497,0.03678803,0.27614024
-5.42971486,4.29578197,0.72961792,2.73604597,0.01543533,0.06474087,0.46041587,1.08575309,0.03728116,0.27460134
-5.42371186,4.28743578,0.72840560,2.71716399,0.01540538,0.06648909,0.46526753,1.09571321,0.03778070,0.27328060
-5.41770885,4.27874247,0.72697430,2.69627976,0.01533579,0.06827510,0.46982771,1.10732048,0.03827419,0.27215448
-5.41170585,4.26894215,0.72534925,2.67307029,0.01522945,0.07007530,0.47399783,1.12017926,0.03874823,0.27119759
-5.40570285,4.25719712,0.72354414,2.64720660,0.01508966,0.07186270,0.47767766,1.13382388,0.03918886,0.27038233
-5.39969985,4.24261496,0.72155919,2.61836415,0.01491994,0.07360752,0.48076651,1.14773180,0.03958177,0.26967835
-5.39369685,4.22427329,0.71937950,2.58623305,0.01472379,0.07527804,0.48316437,1.16133895,0.03991272,0.26905189
-5.38769385,4.20124565,0.71697357,2.55052768,0.01450453,0.07684139,0.48477304,1.17405676,0.04016795,0.26846515
-5.38169085,4.17262813,0.71429232,2.51099570,0.01426516,0.07826454,0.48549748,1.18529036,0.04033456,0.26787580
-5.37568784,4.13756608,0.71126873,2.46742635,0.01400817,0.07951525,0.48524723,1.19445745,0.04040102,0.26723672
-5.36968484,4.09528045,0.70781811,2.41965794,0.01373556,0.08056305,0.48393804,1.20100703,0.04035757,0.26649606
-5.36368184,4.04509286,0.70383938,2.36758444,0.01344871,0.08138021,0.48149370,1.20443759,0.04019665,0.26559767
-5.35767884,3.98644883,0.69921704,2.31116104,0.01314844,0.08194258,0.47784808,1.20431370,0.03991326,0.26448194
-5.35167584,3.91893829,0.69382426,2.25040855,0.01283507,0.08223039,0.47294720,1.20028071,0.03950524,0.26308705
-5.34567284,3.84231268,0.68752670,2.18541656,0.01250845,0.08222887,0.46675139,1.19207666,0.03897348,0.26135054
-5.33966983,3.75649784,0.68018720,2.11634510,0.01216814,0.08192874,0.45923736,1.17954112,0.03832196,0.25921128
-5.33366683,3.66160208,0.67167101,2.04342485,0.01181348,0.08132650,0.45039995,1.16262038,0.03755776,0.25661152
-5.32766383,3.55791897,0.66185150,1.96695554,0.01144379,0.08042453,0.44025372,1.14136889,0.03669083,0.25349912
-5.32166083,3.44592453,0.65061596,1.88730270,0.01105847,0.07923098,0.42883392,1.11594687,0.03573372,0.24982977
-5.31565783,3.32626865,0.63787128,1.80489257,0.01065714,0.07775951,0.41619700,1.08661404,0.03470115,0.24556896
-5.30965483,3.19976103,0.62354926,1.72020529,0.01023978,0.07602878,0.40242040,1.05372004,0.03360951,0.24069379
-5.30365183,3.06735191,0.60761112,1.63376639,0.00980678,0.07406182,0.38760168,1.01769170,0.03247624,0.23519433
-5.29764882,2.93010835,0.59005118,1.54613694,0.00935902,0.07188528,0.37185699,0.97901795,0.03131918,0.22907450
-5.29164582,2.78918686,0.57089927,1.45790240,0.00889790,0.06952855,0.35531884,0.93823298,0.03015594,0.22235253
-5.28564282,2.64580353,0.55022185,1.36966074,0.00842533,0.06702279,0.33813326,0.89589848,0.02900319,0.21506071
-5.27963982,2.50120277,0.52812175,1.28201008,0.00794371,0.06440005,0.32045650,0.85258569,0.02787610,0.20724474
-5.27363682,2.35662604,0.50473650,1.19553632,0.00745586,0.06169229,0.30245142,0.80885825,0.02678779,0.19896248
-5.26763382,2.21328179,0.48023522,1.11080130,0.00696495,0.05893048,0.28428361,0.76525630,0.02574889,0.19028227
-5.26163082,2.07231785,0.45481446,1.02833183,0.00647438,0.05614388,0.26611753,0.72228280,0.02476723,0.18128094
-5.25562781,1.93479733,0.42869285,0.94861005,0.00598770,0.05335933,0.24811281,0.68039235,0.02384768,0.17204146
-5.24962481,1.80167899,0.40210516,0.87206553,0.00550848,0.05060071,0.23042075,0.63998299,0.02299209,0.16265056
-5.24362181,1.67380260,0.37529578,0.79906929,0.00504021,0.04788862,0.21318130,0.60139109,0.02219941,0.15319626
-5.23761881,1.55187985,0.34851212,0.72993007,0.00458618,0.04524012,0.19652062,0.56488949,0.02146591,0.14376553
-5.23161581,1.43649069,0.32199803,0.66489277,0.00414941,0.04266873,0.18054913,0.53068854,0.02078556,0.13444212
-5.22561281,1.32808508,0.29598782,0.60413925,0.00373256,0.04018450,0.16536028,0.49893983,0.02015041,0.12530464
-5.21960980,1.22698960,0.27070078,0.54779114,0.00333787,0.03779422,0.15102996,0.46974222,0.01955115,0.11642504
-5.21360680,1.13341825,0.24633670,0.49591465,0.00296713,0.03550184,0.13761647,0.44314952,0.01897765,0.10786742
-5.20760380,1.04748659,0.22307240,0.44852697,0.00262166,0.03330882,0.12516118,0.41917920,0.01841952,0.09968724
-5.20160080,0.96922823,0.20105929,0.40560396,0.00230229,0.03121467,0.11368948,0.39782165,0.01786662,0.09193092
-5.19559780,0.89861260,0.18042220,0.36708864,0.00200941,0.02921744,0.10321231,0.37904927,0.01730961,0.08463577
-5.18959480,0.83556296,0.16125923,0.33290025,0.00174295,0.02731423,0.09372780,0.36282474,0.01674039,0.07783027
-5.18359180,0.77997373,0.14364266,0.30294323,0.00150248,0.02550173,0.08522319,0.34910825,0.01615239,0.07153455
-5.17758879,0.73172623,0.12762075,0.27711590,0.00128719,0.02377657,0.07767671,0.33786304,0.01554091,0.06576114
-5.17158579,0.69070206,0.11322028,0.25531845,0.00109603,0.02213580,0.07105954,0.32905921,0.01490327,0.06051576
-5.16558279,0.65679372,0.10044969,0.23745977,0.00092771,0.02057714,0.06533757,0.32267558,0.01423883,0.05579824
-5.15957979,0.62991211,0.08930248,0.22346314,0.00078076,0.01909923,0.06047305,0.31869975,0.01354900,0.05160347
-5.15357679,0.60999070,0.07976096,0.21327034,0.00065363,0.01770177,0.05642602,0.31712636,0.01283713,0.04792228
-5.14757379,0.59698665,0.07179980,0.20684420,0.00054473,0.01638560,0.05315555,0.31795396,0.01210830,0.04474233
-5.14157079,0.59087887,0.06538963,0.20416946,0.00045246,0.01515268,0.05062079,0.32118083,0.01136911,0.04204889
-5.13556778,0.59166371,0.06050023,0.20525203,0.00037527,0.01400609,0.04878178,0.32680012,0.01062736,0.03982557
-5.12956478,0.59934853,0.05710337,0.21011660,0.00031173,0.01294988,0.04760016,0.33479484,0.00989181,0.03805505
-5.12356178,0.61394391,0.05517516,0.21880280,0.00026051,0.01198896,0.04703982,0.34513313,0.00917182,0.03671965
-5.11755878,0.63545501,0.05469801,0.23136004,0.00022046,0.01112898,0.04706738,0.35776425,0.00847709,0.03580197
-5.11155578,0.66387272,0.05566191,0.24784126,0.00019061,0.01037613,0.04765274,0.37261565,0.00781742,0.03528551
-5.10555278,0.69916515,0.05806532,0.26829578,0.00017016,0.00973705,0.04876961,0.38959149,0.00720245,0.03515523
-5.09954977,0.74126994,0.06191553,0.29276159,0.00015857,0.00921866,0.05039609,0.40857269,0.00664147,0.03539825
-5.09354677,0.79008783,0.06722860,0.32125733,0.00015548,0.00882805,0.05251529,0.42941870,0.00614330,0.03600449
-5.08754377,0.84547777,0.07402890,0.35377430,0.00016077,0.00857239,0.05511592,0.45197086,0.00571619,0.03696730
-5.08154077,0.90725371,0.08234828,0.39026874,0.00017455,0.00845883,0.05819302,0.47605730,0.00536770,0.03828421
-5.07553777,0.97518323,0.09222504,0.43065493,0.00019715,0.00849442,0.06174850,0.50149898,0.00510476,0.03995749
-5.06953477,1.04898792,0.10370254,0.47479913,0.00022911,0.00868606,0.06579164,0.52811670,0.00493358,0.04199475
-5.06353177,1.12834544,0.11682771,0.52251491,0.00027117,0.00904041,0.07033943,0.55573848,0.00485972,0.04440935
-5.05752876,1.21289289,0.13164927,0.57356000,0.00032427,0.00956383,0.07541663,0.58420695,0.00488806,0.04722065
-5.05152576,1.30223145,0.14821586,0.62763490,0.00038950,0.01026225,0.08105551,0.61338628,0.00502284,0.05045398
-5.04552276,1.39593178,0.16657388,0.68438347,0.00046807,0.01114110,0.08729517,0.64316809,0.00526768,0.05414032
-5.03951976,1.49353978,0.18676523,0.74339545,0.00056132,0.01220514,0.09418044,0.67347604,0.00562551,0.05831571
-5.03351676,1.59458258,0.20882470,0.80421101,0.00067061,0.01345832,0.10176029,0.70426867,0.00609861,0.06302011
-5.02751376,1.69857410,0.23277726,0.86632722,0.00079731,0.01490360,0.11008566,0.73554022,0.00668854,0.06829603
-5.02151076,1.80502007,0.25863498,0.92920615,0.00094275,0.01654275,0.11920688,0.76731936,0.00739603,0.07418664
-5.01550775,1.91342208,0.28639381,0.99228443,0.00110812,0.01837619,0.12917067,0.79966580,0.00822097,0.08073359
-5.00950475,2.02328065,0.31603005,1.05498389,0.00129443,0.02040272,0.14001666,0.83266478,0.00916227,0.08797445
-5.00350175,2.13409692,0.34749680,1.11672284,0.00150244,0.02261945,0.15177391,0.86641977,0.01021777,0.09593997
-4.99749875,2.24537327,0.38072032,1.17692753,0.00173257,0.02502159,0.16445714,0.90104379,0.01138418,0.10465117
-4.99149575,2.35661267,0.41559652,1.23504337,0.00198485,0.02760239,0.17806325,0.93664951,0.01265697,0.11411651
-4.98549275,2.46731721,0.45198778,1.29054554,0.00225886,0.03035313,0.19256806,0.97333906,0.01403036,0.12432916
-4.97948974,2.57698586,0.48972031,1.34294837,0.00255366,0.03326311,0.20792363,1.01119365,0.01549728,0.13526461
-4.97348674,2.68511213,0.52858225,1.39181351,0.00286776,0.03631983,0.22405630,1.05026394,0.01704943,0.14687880
-4.96748374,2.79118188,0.56832283,1.43675637,0.00319910,0.03950917,0.24086565,1.09056145,0.01867732,0.15910683
-4.96148074,2.89467179,0.60865283,1.47745085,0.00354506,0.04281570,0.25822450,1.13205159,0.02037044,0.17186251
-4.95547774,2.99504914,0.64924648,1.51363236,0.00390247,0.04622299,0.27598020,1.17464871,0.02211744,0.18503880
-4.94947474,3.09177309,0.68974509,1.54509915,0.00426762,0.04971408,0.29395700,1.21821343,0.02390631,0.19850913
-4.94347174,3.18429799,0.72976232,1.57171221,0.00463641,0.05327190,0.31195982,1.26255235,0.02572476,0.21212984
-4.93746873,3.27207889,0.76889132,1.59339388,0.00500437,0.05687977,0.32977910,1.30742022,0.02756042,0.22574349
-4.93146573,3.35457926,0.80671346,1.61012554,0.00536679,0.06052183,0.34719664,1.35252445,0.02940128,0.23918305
-4.92546273,3.43128080,0.84280847,1.62194466,0.00571888,0.06418348,0.36399228,1.39753159,0.03123599,0.25227687
-4.91945973,3.50169506,0.87676571,1.62894148,0.00605589,0.06785169,0.37995115,1.44207552,0.03305420,0.26485417
-4.91345673,3.56537636,0.90819617,1.63125549,0.00637328,0.07151529,0.39487105,1.48576681,0.03484688,0.27675087
-4.90745373,3.62193524,0.93674450,1.62907200,0.00666685,0.07516506,0.40856978,1.52820275,0.03660665,0.28781546
-4.90145073,3.67105181,0.96210083,1.62261874,0.00693291,0.07879372,0.42089198,1.56897757,0.03832792,0.29791469
-4.89544772,3.71248800,0.98401142,1.61216260,0.00716843,0.08239581,0.43171514,1.60769226,0.04000709,0.30693865
-4.88944472,3.74609798,1.00228791,1.59800645,0.00737112,0.08596735,0.44095449,1.64396355,0.04164260,0.31480520
-4.88344172,3.77183582,1.01681436,1.58048572,0.00753957,0.08950544,0.44856657,1.67743173,0.04323488,0.32146328
-4.87743872,3.78975984,1.02755183,1.55996480,0.00767328,0.09300772,0.45455112,1.70776702,0.04478624,0.32689509
-4.87143572,3.80003314,1.03454014,1.53683294,0.00777271,0.09647175,0.45895138,1.73467435,0.04630063,0.33111685
-4.86543272,3.80291997,1.03789652,1.51149946,0.00783927,0.09989438,0.46185265,1.75789658,0.04778330,0.33417822
-4.85942971,3.79877804,1.03781141,1.48438817,0.00787529,0.10327106,0.46337918,1.77721619,0.04924046,0.33616030
-4.85342671,3.78804703,1.03454120,1.45593097,0.00788395,0.10659529,0.46368962,1.79245576,0.05067873,0.33717228
-4.84742371,3.77123370,1.02839865,1.42656051,0.00786915,0.10985807,0.46297109,1.80347745,0.05210469,0.33734694
-4.84142071,3.74889446,1.01974100,1.39670219,0.00783544,0.11304754,0.46143226,1.81018179,0.05352436,0.33683522
-4.83541771,3.72161616,1.00895677,1.36676551,0.00778783,0.11614873,0.45929578,1.81250614,0.05494260,0.33580003
-4.82941471,3.68999616,0.99645159,1.33713521,0.00773161,0.11914356,0.45679025,1.81042312,0.05636272,0.33440966
-4.82341171,3.65462266,0.98263387,1.30816247,0.00767224,0.12201095,0.45414220,1.80393914,0.05778597,0.33283112
-4.81740870,3.61605628,0.96790107,1.28015651,0.00761513,0.12472721,0.45156836,1.79309336,0.05921120,0.33122364
-4.81140570,3.57481373,0.95262703,1.25337715,0.00756546,0.12726651,0.44926849,1.77795698,0.06063464,0.32973265
-4.80540270,3.53135435,0.93715114,1.22802857,0.00752808,0.12960161,0.44741906,1.75863290,0.06204973,0.32848458
-4.79939970,3.48607002,0.92176963,1.20425472,0.00750733,0.13170459,0.44616790,1.73525562,0.06344714,0.32758251
-4.79339670,3.43927879,0.90672941,1.18213667,0.00750689,0.13354777,0.44563009,1.70799125,0.06481485,0.32710299
-4.78739370,3.39122230,0.89222459,1.16169203,0.00752977,0.13510462,0.44588502,1.67703725,0.06613848,0.32709414
-4.78139070,3.34206699,0.87839577,1.14287666,0.00757815,0.13635059,0.44697481,1.64262190,0.06740162,0.32757490
-4.77538769,3.29190877,0.86533194,1.12558857,0.00765338,0.13726399,0.44890389,1.60500308,0.06858635,0.32853560
-4.76938469,3.24078079,0.85307474,1.10967398,0.00775598,0.13782675,0.45163994,1.56446626,0.06967384,0.32993970
-4.76338169,3.18866373,0.84162486,1.09493529,0.00788558,0.13802499,0.45511581,1.52132169,0.07064498,0.33172651
-4.75737869,3.13549823,0.83094997,1.08114060,0.00804107,0.13784951,0.45923259,1.47590061,0.07148114,0.33381493
-4.75137569,3.08119855,0.82099392,1.06803456,0.00822053,0.13729615,0.46386353,1.42855070,0.07216488,0.33610778
-4.74537269,3.02566717,0.81168640,1.05535000,0.00842144,0.13636591,0.46885867,1.37963079,0.07268065,0.33849667
-4.73936968,2.96880955,0.80295293,1.04281987,0.00864069,0.13506498,0.47405017,1.32950519,0.07301551,0.34086719
-4.73336668,2.91054855,0.79472423,1.03018917,0.00887473,0.13340462,0.47925806,1.27853783,0.07315974,0.34310410
-4.72736368,2.85083799,0.78694490,1.01722612,0.00911972,0.13140093,0.48429622,1.22708644,0.07310737,0.34509639
-4.72136068,2.78967493,0.77958068,1.00373251,0.00937161,0.12907450,0.48897854,1.17549728,0.07285659,0.34674201
-4.71535768,2.72711016,0.77262419,0.98955243,0.00962631,0.12644999,0.49312500,1.12410040,0.07241006,0.34795200
-4.70935468,2.66325653,0.76609864,0.97457936,0.00987983,0.12355567,0.49656742,1.07320580,0.07177504,0.34865402
-4.70335168,2.59829479,0.76005957,0.95876115,0.01012835,0.12042292,0.49915485,1.02310062,0.07096337,0.34879500
-4.69734867,2.53247665,0.75459426,0.94210277,0.01036837,0.11708567,0.50075823,0.97404729,0.06999134,0.34834290
-4.69134567,2.46612467,0.74981902,0.92466667,0.01059677,0.11357983,0.50127433,0.92628269,0.06887932,0.34728753
-4.68534267,2.39962902,0.74587436,0.90657074,0.01081087,0.10994274,0.50062864,0.88001820,0.06765132,0.34564033
-4.67933967,2.33344080,0.74291816,0.88798394,0.01100852,0.10621255,0.49877719,0.83544036,0.06633435,0.34343324
-4.67333667,2.26806211,0.74111728,0.86911969,0.01118803,0.10242763,0.49570720,0.79271205,0.06495767,0.34071664
-4.66733367,2.20403288,0.74063777,0.85022728,0.01134824,0.09862593,0.49143652,0.75197387,0.06355198,0.33755647
-4.66133067,2.14191494,0.74163428,0.83158162,0.01148843,0.09484434,0.48601177,0.71334548,0.06214844,0.33403065
-4.65532766,2.08227363,0.74423904,0.81347165,0.01160830,0.09111802,0.47950552,0.67692672,0.06077774,0.33022505
-4.64932466,2.02565773,0.74855106,0.79618799,0.01170790,0.08747979,0.47201231,0.64279839,0.05946906,0.32622905
-4.64332166,1.97257837,0.75462599,0.78001011,0.01178755,0.08395942,0.46364402,0.61102256,0.05824913,0.32213105
