energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,S_s_up,S_p_up,W_p_up,W_d_up
-5.77788894,3.39960318,0.00403615,0.62860805,1.38142031,0.40491139,0.02721034,1.39254589,1.94069263,0.70811635
-5.77188594,3.45644930,0.00395605,0.63286064,1.42596736,0.41749679,0.02678643,1.42535737,1.93790216,0.72057703
-5.76588294,3.51955328,0.00387549,0.63870625,1.47339484,0.43091749,0.02638428,1.46030721,1.93803090,0.73447603
-5.75987994,3.58831041,0.00379653,0.64598301,1.52343714,0.44515228,0.02600658,1.49725059,1.94064307,0.74960598
-5.75387694,3.66192020,0.00372097,0.65449088,1.57573393,0.46014899,0.02565359,1.53596202,1.94524347,0.76572385
-5.74787394,3.73941181,0.00365026,0.66399832,1.62983864,0.47582503,0.02532327,1.57614270,1.95130014,0.78255778
-5.74187094,3.81967517,0.00358553,0.67424976,1.68523001,0.49206919,0.02501156,1.61743064,1.95826691,0.79981460
-5.73586793,3.90149646,0.00352751,0.68497364,1.74132640,0.50874463,0.02471276,1.65941299,1.96560501,0.81718821
-5.72986493,3.98359648,0.00347659,0.69589075,1.79750227,0.52569285,0.02441987,1.70163996,1.97280275,0.83436805
-5.72386193,4.06467046,0.00343278,0.70672252,1.85310592,0.54273862,0.02412509,1.74363973,1.97939265,0.85104785
-5.71785893,4.14342777,0.00339580,0.71719906,1.90747811,0.55969551,0.02382022,1.78493371,1.98496526,0.86693404
-5.71185593,4.21863019,0.00336507,0.72706675,1.95997044,0.57637190,0.02349710,1.82505150,1.98917952,0.88175375
-5.70585293,4.28912727,0.00333985,0.73609496,2.00996305,0.59257716,0.02314804,1.86354495,1.99176931,0.89526210
-5.69984992,4.35388783,0.00331924,0.74408195,2.05688075,0.60812778,0.02276615,1.90000094,1.99254623,0.90724854
-5.69384692,4.41202642,0.00330232,0.75085953,2.10020713,0.62285318,0.02234567,1.93405223,1.99139878,0.91754208
-5.68784392,4.46282415,0.00328816,0.75629666,2.13949603,0.63660102,0.02188216,1.96538636,1.98828822,0.92601528
-5.68184092,4.50574329,0.00327597,0.76030157,2.17438017,0.64924176,0.02137271,1.99375208,1.98324158,0.93258681
-5.67583792,4.54043541,0.00326509,0.76282262,2.20457657,0.66067235,0.02081599,2.01896345,1.97634233,0.93722265
-5.66983492,4.56674301,0.00325513,0.76384783,2.22988885,0.67081884,0.02021229,2.04090149,1.96771928,0.93993573
-5.66383192,4.58469483,0.00324593,0.76340306,2.25020654,0.67963795,0.01956346,2.05951346,1.95753444,0.94078419
-5.65782891,4.59449526,0.00323767,0.76154909,2.26550145,0.68711739,0.01887279,2.07481003,1.94597031,0.93986826
-5.65182591,4.59650848,0.00323080,0.75837751,2.27582174,0.69327510,0.01814490,2.08686051,1.93321743,0.93732586
-5.64582291,4.59123797,0.00322611,0.75400584,2.28128389,0.69815738,0.01738547,2.09578649,1.91946251,0.93332709
-5.63981991,4.57930236,0.00322464,0.74857185,2.28206331,0.70183592,0.01660110,2.10175417,1.90487784,0.92806777
-5.63381691,4.56140853,0.00322768,0.74222752,2.27838394,0.70440402,0.01579900,2.10496573,1.88961228,0.92176232
-5.62781391,4.53832295,0.00323667,0.73513258,2.27050750,0.70597205,0.01498678,2.10565016,1.87378405,0.91463603
-5.62181091,4.51084224,0.00325318,0.72744813,2.25872276,0.70666237,0.01417217,2.10405371,1.85747571,0.90691722
-5.61580790,4.47976394,0.00327875,0.71933045,2.24333543,0.70660384,0.01336285,2.10043049,1.84073115,0.89882925
-5.60980490,4.44585843,0.00331487,0.71092514,2.22465875,0.70592628,0.01256613,2.09503323,1.82355475,0.89058290
-5.60380190,4.40984278,0.00336285,0.70236192,2.20300523,0.70475492,0.01178883,2.08810469,1.80591244,0.88236916
-5.59779890,4.37235733,0.00342372,0.69375017,2.17867957,0.70320523,0.01103712,2.07986973,1.78773454,0.87435273
-5.59179590,4.33394560,0.00349815,0.68517536,2.15197289,0.70137811,0.01031630,2.07052826,1.76891999,0.86666646
-5.58579290,4.29503809,0.00358639,0.67669649,2.12315818,0.69935584,0.00963082,2.06024922,1.74934180,0.85940690
-5.57978989,4.25594036,0.00368818,0.66834464,2.09248687,0.69719878,0.00898410,2.04916569,1.72885321,0.85263103
-5.57378689,4.21682564,0.00380272,0.66012257,2.06018660,0.69494300,0.00837858,2.03737119,1.70729447,0.84635442
-5.56778389,4.17773227,0.00392865,0.65200552,2.02645978,0.69259890,0.00781570,2.02491724,1.68449965,0.84055081
-5.56178089,4.13856588,0.00406404,0.64394305,1.99148311,0.69015089,0.00729590,2.01181227,1.66030349,0.83515324
-5.55577789,4.09910642,0.00420642,0.63586194,1.95540778,0.68755817,0.00681877,1.99802186,1.63454801,0.83005657
-5.54977489,4.05901968,0.00435284,0.62767009,1.91836032,0.68475646,0.00638304,1.98347037,1.60708856,0.82512157
-5.54377189,4.01787321,0.00449995,0.61926112,1.88044417,0.68166073,0.00598674,1.96804403,1.57779952,0.82018029
-5.53776888,3.97515599,0.00464404,0.61051979,1.84174182,0.67816877,0.00562736,1.95159529,1.54657937,0.81504265
-5.53176588,3.93030156,0.00478124,0.60132786,1.80231759,0.67416548,0.00530189,1.93394856,1.51335513,0.80950412
-5.52576288,3.88271365,0.00490757,0.59157024,1.76222106,0.66952773,0.00500707,1.91490713,1.47808629,0.80335408
-5.51975988,3.83179366,0.00501911,0.58114121,1.72149109,0.66412952,0.00473943,1.89426114,1.44076811,0.79638471
-5.51375688,3.77696910,0.00511215,0.56995058,1.68016041,0.65784744,0.00449551,1.87179644,1.40143430,0.78840008
-5.50775388,3.71772176,0.00518328,0.55792934,1.63826067,0.65056593,0.00427193,1.84730399,1.36015907,0.77922504
-5.50175088,3.65361483,0.00522954,0.54503471,1.59582778,0.64218248,0.00406553,1.82058958,1.31705849,0.76871353
-5.49574787,3.58431765,0.00524854,0.53125433,1.55290733,0.63261230,0.00387344,1.79148353,1.27229103,0.75675604
-5.48974487,3.50962706,0.00523852,0.51660939,1.50955986,0.62179238,0.00369318,1.75984985,1.22605724,0.74328586
-5.48374187,3.42948454,0.00519841,0.50115639,1.46586563,0.60968485,0.00352269,1.72559470,1.17859837,0.72828370
-5.47773887,3.34398797,0.00512792,0.48498764,1.42192857,0.59627946,0.00336039,1.68867351,1.13019387,0.71178059
-5.47173587,3.25339763,0.00502747,0.46823018,1.37787917,0.58159498,0.00320515,1.64909665,1.08115772,0.69385884
-5.46573287,3.15813584,0.00489823,0.45104322,1.33387589,0.56567976,0.00305633,1.60693318,1.03183338,0.67465084
-5.45972986,3.05878004,0.00474207,0.43361416,1.29010494,0.54861107,0.00291368,1.56231251,0.98258759,0.65433585
-5.45372686,2.95604960,0.00456143,0.41615321,1.24677829,0.53049355,0.00277737,1.51542386,0.93380283,0.63313484
-5.44772386,2.85078647,0.00435930,0.39888687,1.20412978,0.51145675,0.00264785,1.46651348,0.88586883,0.61130342
-5.44172086,2.74393071,0.00413908,0.38205046,1.16240948,0.49165174,0.00252586,1.41587958,0.83917315,0.58912335
-5.43571786,2.63649158,0.00390446,0.36587999,1.12187630,0.47124718,0.00241232,1.36386537,0.79409116,0.56689276
-5.42971486,2.52951556,0.00365929,0.35060374,1.08278940,0.45042478,0.00230823,1.31085035,0.75097592,0.54491571
-5.42371186,2.42405261,0.00340747,0.33643385,1.04539860,0.42937449,0.00221465,1.25724018,0.71014808,0.52349125
-5.41770885,2.32112209,0.00315284,0.32355827,1.00993424,0.40828954,0.00213262,1.20345578,0.67188650,0.50290281
-5.41170585,2.22167998,0.00289904,0.31213351,0.97659725,0.38736163,0.00206310,1.14992190,0.63641971,0.48340806
-5.40570285,2.12658873,0.00264945,0.30227839,0.94554973,0.36677626,0.00200691,1.09705596,0.60391899,0.46522989
-5.39969985,2.03659113,0.00240710,0.29406917,0.91690679,0.34670867,0.00196477,1.04525738,0.57449301,0.44854881
-5.39369685,1.95228943,0.00217461,0.28753629,0.89073008,0.32732018,0.00193724,0.99489806,0.54818460,0.43349717
-5.38769385,1.87413051,0.00195415,0.28266281,0.86702345,0.30875541,0.00192474,0.94631438,0.52496982,0.42015535
-5.38169085,1.80239772,0.00174741,0.27938468,0.84573113,0.29114017,0.00192758,0.89980100,0.50475926,0.40855016
-5.37568784,1.73720978,0.00155564,0.27759289,0.82673854,0.27458016,0.00194599,0.85560666,0.48740178,0.39865551
-5.36968484,1.67852645,0.00137961,0.27713733,0.80987585,0.25916057,0.00198021,0.81393215,0.47269049,0.39039511
-5.36368184,1.62616074,0.00121970,0.27783234,0.79492419,0.24494632,0.00203046,0.77493027,0.46037061,0.38364736
-5.35767884,1.57979676,0.00107587,0.27946348,0.78162421,0.23198301,0.00209711,0.73870783,0.45014922,0.37825185
-5.35167584,1.53901230,0.00094778,0.28179560,0.76968660,0.22029838,0.00218065,0.70532917,0.44170611,0.37401733
-5.34567284,1.50330465,0.00083479,0.28458144,0.75880407,0.20990422,0.00228179,0.67482105,0.43470558,0.37073076
-5.33966983,1.47211849,0.00073606,0.28757074,0.74866413,0.20079840,0.00240150,0.64717837,0.42880847,0.36816680
-5.33366683,1.44487410,0.00065056,0.29051926,0.73896202,0.19296705,0.00254101,0.62237028,0.42368407,0.36609755
-5.32766383,1.42099453,0.00057717,0.29319736,0.72941312,0.18638657,0.00270186,0.60034619,0.41902124,0.36430189
-5.32166083,1.39993024,0.00051470,0.29539785,0.71976408,0.18102539,0.00288585,0.58104123,0.41453833,0.36257403
-5.31565783,1.38117998,0.00046195,0.29694269,0.70980222,0.17684539,0.00309500,0.56438077,0.40999164,0.36073091
-5.30965483,1.36430693,0.00041774,0.29768833,0.69936250,0.17380287,0.00333149,0.55028370,0.40518180,0.35861816
-5.30365183,1.34894946,0.00038093,0.29752943,0.68833192,0.17184897,0.00359755,0.53866421,0.39995813,0.35611431
-5.29764882,1.33482602,0.00035047,0.29640103,0.67665095,0.17092966,0.00389535,0.52943210,0.39422071,0.35313326
-5.29164582,1.32173448,0.00032540,0.29427886,0.66431211,0.17098525,0.00422683,0.52249150,0.38792027,0.34962485
-5.28564282,1.30954602,0.00030485,0.29117816,0.65135575,0.17194963,0.00459356,0.51773837,0.38105595,0.34557367
-5.27963982,1.29819450,0.00028807,0.28715092,0.63786340,0.17374915,0.00499653,0.51505689,0.37367124,0.34099638
-5.27363682,1.28766230,0.00027441,0.28228194,0.62394909,0.17630161,0.00543602,0.51431535,0.36584839,0.33593760
-5.26763382,1.27796386,0.00026330,0.27668390,0.60974931,0.17951517,0.00591140,0.51536169,0.35770173,0.33046492
-5.26163082,1.26912826,0.00025428,0.27049181,0.59541212,0.18328770,0.00642099,0.51801946,0.34937034,0.32466324
-5.25562781,1.26118231,0.00024696,0.26385716,0.58108620,0.18750640,0.00696194,0.52208463,0.34101055,0.31862895
-5.24962481,1.25413554,0.00024103,0.25694218,0.56691050,0.19204816,0.00753013,0.52732349,0.33278872,0.31246429
-5.24362181,1.24796815,0.00023622,0.24991445,0.55300505,0.19678039,0.00812016,0.53347234,0.32487478,0.30627218
-5.23761881,1.24262308,0.00023231,0.24294227,0.53946355,0.20156275,0.00872536,0.54023899,0.31743682,0.30015204
-5.23161581,1.23800269,0.00022912,0.23619081,0.52634808,0.20624947,0.00933785,0.54730634,0.31063708,0.29419653
-5.22561281,1.23397053,0.00022650,0.22981948,0.51368617,0.21069243,0.00994867,0.55433797,0.30462942,0.28848966
-5.21960980,1.23035803,0.00022430,0.22398032,0.50147042,0.21474476,0.01054798,0.56098571,0.29955844,0.28310614
-5.21360680,1.22697570,0.00022239,0.21881749,0.48966057,0.21826488,0.01112531,0.56689869,0.29556009,0.27811193
-5.20760380,1.22362822,0.00022065,0.21446789,0.47818769,0.22112078,0.01166986,0.57173380,0.29276361,0.27356596
-5.20160080,1.22013220,0.00021897,0.21106242,0.46696037,0.22319430,0.01217075,0.57516666,0.29129459,0.26952276
-5.19559780,1.21633540,0.00021723,0.20872806,0.45587226,0.22438528,0.01261748,0.57690286,0.29127873,0.26603567
-5.18959480,1.21213617,0.00021534,0.20759007,0.44481049,0.22461517,0.01300017,0.57668869,0.29284588,0.26316038
-5.18359180,1.20750142,0.00021320,0.20777434,0.43366447,0.22383010,0.01330996,0.57432087,0.29613392,0.26095845
-5.17758879,1.20248208,0.00021073,0.20940933,0.42233447,0.22200312,0.01353933,0.56965461,0.30129211,0.25950047
-5.17158579,1.19722453,0.00020785,0.21262753,0.41073939,0.21913546,0.01368233,0.56260971,0.30848335,0.25886850
-5.16558279,1.19197729,0.00020451,0.21756592,0.39882338,0.21525685,0.01373484,0.55317429,0.31788506,0.25915765
-5.15957979,1.18709208,0.00020068,0.22436557,0.38656090,0.21042472,0.01369472,0.54140586,0.32968848,0.26047641
-5.15357679,1.18301907,0.00019633,0.23316985,0.37395999,0.20472242,0.01356187,0.52742984,0.34409604,0.26294584
-5.14757379,1.18029627,0.00019147,0.24412162,0.36106354,0.19825654,0.01333825,0.51143546,0.36131692,0.26669736
-5.14157079,1.17953336,0.00018613,0.25735908,0.34794875,0.19115341,0.01302783,0.49366937,0.38156070,0.27186937
-5.13556778,1.18139085,0.00018034,0.27301059,0.33472471,0.18355504,0.01263641,0.47442723,0.40502947,0.27860267
-5.12956478,1.18655530,0.00017418,0.29118869,0.32152836,0.17561460,0.01217145,0.45404382,0.43190847,0.28703500
-5.12356178,1.19571205,0.00016772,0.31198337,0.30851924,0.16749181,0.01164178,0.43288204,0.46235591,0.29729494
-5.11755878,1.20951661,0.00016106,0.33545519,0.29587321,0.15934826,0.01105732,0.41132156,0.49649227,0.30949536
-5.11155578,1.22856622,0.00015429,0.36162837,0.28377562,0.15134314,0.01042874,0.38974740,0.53438961,0.32372695
-5.10555278,1.25337296,0.00014753,0.39048435,0.27241438,0.14362923,0.00976713,0.36853920,0.57606157,0.34005195
-5.09954977,1.28433961,0.00014088,0.42195615,0.26197315,0.13634960,0.00908362,0.34806149,0.62145450,0.35849853
-5.09354677,1.32173954,0.00013445,0.45592385,0.25262509,0.12963500,0.00838913,0.32865538,0.67044014,0.37905607
-5.08754377,1.36570135,0.00012835,0.49221148,0.24452743,0.12360195,0.00769404,0.31063192,0.72281054,0.40167156
-5.08154077,1.41619901,0.00012265,0.53058567,0.23781708,0.11835162,0.00700791,0.29426732,0.77827529,0.42624727
-5.07553777,1.47304783,0.00011744,0.57075599,0.23260734,0.11396947,0.00633936,0.27980009,0.83646150,0.45263987
-5.06953477,1.53590628,0.00011279,0.61237739,0.22898589,0.11052552,0.00569582,0.26742991,0.89691653,0.48066105
-5.06353177,1.60428343,0.00010874,0.65505439,0.22701395,0.10807524,0.00508351,0.25731825,0.95911356,0.51007945
-5.05752876,1.67755164,0.00010532,0.69834729,0.22672658,0.10666073,0.00450737,0.24959041,1.02245984,0.54062411
-5.05152576,1.75496365,0.00010256,0.74177997,0.22813398,0.10631230,0.00397102,0.24433867,1.08630744,0.57198906
-5.04552276,1.83567334,0.00010045,0.78484919,0.23122360,0.10705012,0.00347688,0.24162615,1.14996599,0.60383895
-5.03951976,1.91875917,0.00009897,0.82703510,0.23596288,0.10888575,0.00302619,0.24149121,1.21271732,0.63581562
-5.03351676,2.00324920,0.00009810,0.86781262,0.24230236,0.11182360,0.00261916,0.24395178,1.27383115,0.66754522
-5.02751376,2.08814678,0.00009778,0.90666328,0.25017905,0.11586205,0.00225508,0.24900947,1.33258158,0.69864576
-5.02151076,2.17245579,0.00009797,0.94308720,0.25951961,0.12099416,0.00193247,0.25665302,1.38826369,0.72873490
-5.01550775,2.25520460,0.00009860,0.97661476,0.27024346,0.12720794,0.00164924,0.26686104,1.44020977,0.75743760
-5.00950475,2.33546796,0.00009959,1.00681766,0.28226534,0.13448622,0.00140281,0.27960360,1.48780453,0.78439363
-5.00350175,2.41238601,0.00010086,1.03331896,0.29549746,0.14280599,0.00119029,0.29484282,1.53049906,0.80926462
-4.99749875,2.48518013,0.00010234,1.05580171,0.30985093,0.15213741,0.00100857,0.31253227,1.56782274,0.83174054
-4.99149575,2.55316509,0.00010393,1.07401602,0.32523655,0.16244245,0.00085446,0.33261531,1.59939306,0.85154550
-4.98549275,2.61575732,0.00010556,1.08778427,0.34156489,0.17367339,0.00072479,0.35502246,1.62492285,0.86844268
-4.97948974,2.67247942,0.00010712,1.09700424,0.35874572,0.18577117,0.00061647,0.37966803,1.64422484,0.88223835
-4.97348674,2.72296083,0.00010855,1.10165018,0.37668686,0.19866387,0.00052657,0.40644618,1.65721328,0.89278491
-4.96748374,2.76693502,0.00010976,1.10177165,0.39529255,0.21226530,0.00045238,0.43522679,1.66390284,0.89998283
-4.96148074,2.80423352,0.00011069,1.09749027,0.41446148,0.22647402,0.00039141,0.46585144,1.66440468,0.90378151
-4.95547774,2.83477734,0.00011126,1.08899450,0.43408474,0.24117274,0.00034141,0.49812974,1.65891991,0.90417903
-4.94947474,2.85856625,0.00011143,1.07653259,0.45404368,0.25622831,0.00030042,0.53183645,1.64773086,0.90122082
-4.94347174,2.87566657,0.00011116,1.06040401,0.47420812,0.27149237,0.00026673,0.56670967,1.63119032,0.89499727
-4.93746873,2.88619828,0.00011041,1.04094964,0.49443492,0.28680269,0.00023886,0.60245036,1.60970930,0.88564034
-4.93146573,2.89032185,0.00010915,1.01854121,0.51456723,0.30198515,0.00021559,0.63872337,1.58374386,0.87331938
-4.92546273,2.88822581,0.00010739,0.99357024,0.53443442,0.31685646,0.00019591,0.67516015,1.55378136,0.85823612
-4.91945973,2.88011542,0.00010512,0.96643701,0.55385302,0.33122750,0.00017897,0.71136328,1.52032683,0.84061922
-4.91345673,2.86620309,0.00010236,0.93753999,0.57262855,0.34490715,0.00016414,0.74691262,1.48388987,0.82071840
-4.90745373,2.84670109,0.00009913,0.90726609,0.59055840,0.35770655,0.00015090,0.78137320,1.44497266,0.79879837
-4.90145073,2.82181667,0.00009548,0.87598201,0.60743565,0.36944364,0.00013887,0.81430432,1.40405938,0.77513296
-4.89544772,2.79174991,0.00009145,0.84402716,0.62305377,0.37994774,0.00012776,0.84526994,1.36160748,0.74999938
-4.88944472,2.75669423,0.00008710,0.81170819,0.63721195,0.38906409,0.00011740,0.87384960,1.31804095,0.72367302
-4.88344172,2.71683940,0.00008249,0.77929532,0.64972103,0.39665808,0.00010764,0.89964970,1.27374566,0.69642290
-4.87743872,2.67237658,0.00007768,0.74702045,0.66040952,0.40261907,0.00009841,0.92231458,1.22906689,0.66850785
-4.87143572,2.62350509,0.00007275,0.71507706,0.66912957,0.40686356,0.00008969,0.94153680,1.18430874,0.64017352
-4.86543272,2.57044008,0.00006777,0.68362161,0.67576259,0.40933765,0.00008147,0.95706628,1.13973534,0.61165028
-4.85942971,2.51342055,0.00006282,0.65277632,0.68022402,0.41001856,0.00007375,0.96871776,1.09557342,0.58315203
-4.85342671,2.45271686,0.00005796,0.62263295,0.68246724,0.40891528,0.00006658,0.97637624,1.05201591,0.55487571
-4.84742371,2.38863705,0.00005326,0.59325733,0.68248605,0.40606816,0.00005997,0.98000005,1.00922613,0.52700153
-4.84142071,2.32153140,0.00004879,0.56469420,0.68031583,0.40154758,0.00005397,0.97962136,0.96734228,0.49969374
-4.83541771,2.25179450,0.00004461,0.53697210,0.67603308,0.39545160,0.00004861,0.97534421,0.92648158,0.47310176
-4.82941471,2.17986466,0.00004077,0.51010802,0.66975330,0.38790284,0.00004392,0.96733990,0.88674411,0.44736144
-4.82341171,2.10622039,0.00003731,0.48411145,0.66162741,0.37904454,0.00003993,0.95584011,0.84821575,0.42259637
-4.81740870,2.03137391,0.00003429,0.45898779,0.65183675,0.36903616,0.00003666,0.94112801,0.81097033,0.39891904
-4.81140570,1.95586207,0.00003173,0.43474090,0.64058688,0.35804853,0.00003412,0.92352781,0.77507090,0.37643167
-4.80540270,1.88023501,0.00002967,0.41137479,0.62810057,0.34625881,0.00003234,0.90339327,0.74057003,0.35522662
-4.79939970,1.80504319,0.00002812,0.38889454,0.61461020,0.33384555,0.00003131,0.88109566,0.70750952,0.33538645
-4.79339670,1.73082352,0.00002710,0.36730634,0.60035011,0.32098388,0.00003103,0.85701192,0.67591952,0.31698337
-4.78739370,1.65808537,0.00002661,0.34661712,0.58554912,0.30784127,0.00003151,0.83151338,0.64581748,0.30007835
-4.78139070,1.58729730,0.00002667,0.32683363,0.57042372,0.29457375,0.00003273,0.80495576,0.61720711,0.28471980
-4.77538769,1.51887527,0.00002726,0.30796133,0.55517219,0.28132290,0.00003467,0.77767077,0.59007762,0.27094205
-4.76938469,1.45317293,0.00002837,0.29000326,0.53996991,0.26821371,0.00003732,0.74995971,0.56440357,0.25876356
-4.76338169,1.39047476,0.00002999,0.27295904,0.52496608,0.25535318,0.00004063,0.72208921,0.54014533,0.24818528
-4.75737869,1.33099208,0.00003208,0.25682406,0.51028200,0.24282997,0.00004458,0.69428927,0.51725042,0.23918911
-4.75137569,1.27486242,0.00003462,0.24158915,0.49601074,0.23071468,0.00004911,0.66675349,0.49565566,0.23173664
-4.74537269,1.22215198,0.00003757,0.22724049,0.48221840,0.21906102,0.00005418,0.63964126,0.47528999,0.22576841
-4.73936968,1.17286113,0.00004088,0.21376011,0.46894652,0.20790751,0.00005971,0.61308172,0.45607802,0.22120373
-4.73336668,1.12693235,0.00004448,0.20112656,0.45621566,0.19727974,0.00006562,0.58717895,0.43794381,0.21794112
-4.72736368,1.08426025,0.00004833,0.18931600,0.44402966,0.18719282,0.00007184,0.56201800,0.42081487,0.21585957
-4.72136068,1.04470293,0.00005236,0.17830334,0.43238045,0.17765414,0.00007827,0.53767132,0.40462595,0.21482047
-4.71535768,1.00809402,0.00005648,0.16806355,0.42125297,0.16866590,0.00008479,0.51420503,0.38932240,0.21467025
-4.70935468,0.97425466,0.00006063,0.15857275,0.41062995,0.16022763,0.00009131,0.49168454,0.37486273,0.21524382
-4.70335168,0.94300480,0.00006473,0.14980924,0.40049621,0.15233832,0.00009771,0.47017932,0.36122037,0.21636840
-4.69734867,0.91417322,0.00006868,0.14175412,0.39084233,0.14499806,0.00010387,0.44976623,0.34838423,0.21786795
-4.69134567,0.88760581,0.00007242,0.13439162,0.38166741,0.13820932,0.00010967,0.43053150,0.33635821,0.21956782
-4.68534267,0.86317174,0.00007586,0.12770902,0.37298082,0.13197755,0.00011500,0.41257104,0.32515943,0.22129950
-4.67933967,0.84076728,0.00007893,0.12169617,0.36480291,0.12631133,0.00011976,0.39598916,0.31481558,0.22290536
-4.67333667,0.82031734,0.00008156,0.11634462,0.35716466,0.12122198,0.00012385,0.38089585,0.30536120,0.22424305
-4.66733367,0.80177466,0.00008369,0.11164647,0.35010631,0.11672267,0.00012719,0.36740276,0.29683348,0.22518955
-4.66133067,0.78511695,0.00008528,0.10759301,0.34367512,0.11282722,0.00012971,0.35561819,0.28926746,0.22564450
-4.65532766,0.77034219,0.00008629,0.10417323,0.33792240,0.10954858,0.00013137,0.34564133,0.28269137,0.22553290
-4.64932466,0.75746265,0.00008670,0.10137238,0.33290000,0.10689715,0.00013214,0.33755621,0.27712202,0.22480692
-4.64332166,0.74649789,0.00008649,0.09917052,0.32865647,0.10487902,0.00013202,0.33142566,0.27256075,0.22344676
