energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Sn_p_up,Sn_p_down,Sn_d_up,Sn_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.93996998,0.38121473,-0.38121473,0.24161276,-0.24161276,0.06793703,-0.06793703,0.12104431,-0.12104431,0.00004759,-0.00004759,0.17058166,-0.17058166,0.00000000,-0.00000000
-5.93396698,0.35577689,-0.35577689,0.22517367,-0.22517367,0.06301339,-0.06301339,0.11355757,-0.11355757,0.00004448,-0.00004448,0.15877331,-0.15877331,0.00000000,-0.00000000
-5.92796398,0.32993674,-0.32993674,0.20856881,-0.20856880,0.05812841,-0.05812841,0.10577651,-0.10577651,0.00004130,-0.00004130,0.14690514,-0.14690514,0.00000000,-0.00000000
-5.92196098,0.30400537,-0.30400537,0.19198084,-0.19198084,0.05331955,-0.05331955,0.09782719,-0.09782719,0.00003809,-0.00003809,0.13509678,-0.13509678,0.00000000,-0.00000000
-5.91595798,0.27828686,-0.27828686,0.17558953,-0.17558953,0.04862495,-0.04862495,0.08983051,-0.08983051,0.00003489,-0.00003489,0.12346678,-0.12346678,0.00000000,-0.00000000
-5.90995498,0.25306943,-0.25306943,0.15956622,-0.15956622,0.04408203,-0.04408203,0.08189926,-0.08189926,0.00003175,-0.00003175,0.11212890,-0.11212889,0.00000000,-0.00000000
-5.90395198,0.22861817,-0.22861817,0.14406935,-0.14406935,0.03972622,-0.03972622,0.07413564,-0.07413564,0.00002870,-0.00002870,0.10118882,-0.10118882,0.00000000,-0.00000000
-5.89794897,0.20516926,-0.20516925,0.12924081,-0.12924081,0.03559003,-0.03559003,0.06662939,-0.06662939,0.00002576,-0.00002576,0.09074175,-0.09074175,0.00000000,-0.00000000
-5.89194597,0.18292621,-0.18292621,0.11520365,-0.11520365,0.03170243,-0.03170243,0.05945651,-0.05945651,0.00002297,-0.00002297,0.08087073,-0.08087073,0.00000000,-0.00000000
-5.88594297,0.16205794,-0.16205794,0.10206088,-0.10206088,0.02808851,-0.02808851,0.05267862,-0.05267861,0.00002034,-0.00002034,0.07164583,-0.07164583,0.00000000,-0.00000000
-5.87993997,0.14269876,-0.14269876,0.08989556,-0.08989556,0.02476961,-0.02476961,0.04634284,-0.04634284,0.00001790,-0.00001790,0.06312423,-0.06312423,0.00000000,-0.00000000
-5.87393697,0.12495019,-0.12495018,0.07877208,-0.07877208,0.02176370,-0.02176370,0.04048226,-0.04048226,0.00001566,-0.00001566,0.05535116,-0.05535116,0.00000000,-0.00000000
-5.86793397,0.10888436,-0.10888436,0.06873846,-0.06873846,0.01908617,-0.01908617,0.03511680,-0.03511680,0.00001361,-0.00001361,0.04836161,-0.04836161,0.00000000,-0.00000000
-5.86193097,0.09454896,-0.09454896,0.05982971,-0.05982971,0.01675093,-0.01675093,0.03025444,-0.03025444,0.00001178,-0.00001178,0.04218276,-0.04218276,0.00000000,-0.00000000
-5.85592796,0.08197329,-0.08197329,0.05207203,-0.05207203,0.01477173,-0.01477173,0.02589279,-0.02589279,0.00001015,-0.00001015,0.03683705,-0.03683705,0.00000000,-0.00000000
-5.84992496,0.07117534,-0.07117534,0.04548764,-0.04548764,0.01316384,-0.01316384,0.02202076,-0.02202076,0.00000874,-0.00000874,0.03234572,-0.03234572,0.00000000,-0.00000000
-5.84392196,0.06216959,-0.06216959,0.04010025,-0.04010025,0.01194584,-0.01194584,0.01862038,-0.01862038,0.00000753,-0.00000753,0.02873291,-0.02873291,0.00000000,-0.00000000
-5.83791896,0.05497532,-0.05497532,0.03594094,-0.03594094,0.01114165,-0.01114165,0.01566867,-0.01566867,0.00000654,-0.00000654,0.02602991,-0.02602991,0.00000000,-0.00000000
-5.83191596,0.04962520,-0.04962520,0.03305427,-0.03305427,0.01078262,-0.01078262,0.01313938,-0.01313938,0.00000575,-0.00000575,0.02427976,-0.02427976,0.00000000,-0.00000000
-5.82591296,0.04617394,-0.04617394,0.03150465,-0.03150465,0.01090979,-0.01090979,0.01100475,-0.01100475,0.00000517,-0.00000517,0.02354194,-0.02354194,0.00000000,-0.00000000
-5.81990995,0.04470685,-0.04470685,0.03138260,-0.03138260,0.01157607,-0.01157607,0.00923702,-0.00923702,0.00000480,-0.00000480,0.02389706,-0.02389706,0.00000000,-0.00000000
-5.81390695,0.04534808,-0.04534808,0.03281104,-0.03281104,0.01284844,-0.01284844,0.00780987,-0.00780987,0.00000466,-0.00000466,0.02545146,-0.02545146,0.00000000,-0.00000000
-5.80790395,0.04826835,-0.04826835,0.03595115,-0.03595115,0.01481006,-0.01481006,0.00669966,-0.00669966,0.00000475,-0.00000475,0.02834163,-0.02834163,0.00000000,-0.00000000
-5.80190095,0.05369196,-0.05369196,0.04100795,-0.04100795,0.01756210,-0.01756210,0.00588642,-0.00588642,0.00000510,-0.00000510,0.03273816,-0.03273816,0.00000000,-0.00000000
-5.79589795,0.06190285,-0.06190285,0.04823509,-0.04823509,0.02122538,-0.02122538,0.00535474,-0.00535474,0.00000574,-0.00000574,0.03884932,-0.03884932,0.00000000,-0.00000000
-5.78989495,0.07324943,-0.07324944,0.05793891,-0.05793891,0.02594158,-0.02594158,0.00509444,-0.00509444,0.00000671,-0.00000671,0.04692377,-0.04692377,0.00000000,-0.00000000
-5.78389195,0.08814787,-0.08814787,0.07048124,-0.07048125,0.03187391,-0.03187391,0.00510104,-0.00510104,0.00000803,-0.00000803,0.05725241,-0.05725241,0.00000000,-0.00000000
-5.77788894,0.10708352,-0.10708352,0.08628089,-0.08628089,0.03920714,-0.03920714,0.00537610,-0.00537610,0.00000978,-0.00000978,0.07016910,-0.07016910,0.00000000,-0.00000000
-5.77188594,0.13061018,-0.13061018,0.10581329,-0.10581329,0.04814692,-0.04814692,0.00592732,-0.00592732,0.00001202,-0.00001202,0.08604989,-0.08604989,0.00000000,-0.00000000
-5.76588294,0.15934674,-0.15934674,0.12960814,-0.12960814,0.05891804,-0.05891804,0.00676857,-0.00676857,0.00001481,-0.00001481,0.10531065,-0.10531065,0.00000000,-0.00000000
-5.75987994,0.19397087,-0.19397087,0.15824468,-0.15824468,0.07176183,-0.07176183,0.00791968,-0.00791968,0.00001826,-0.00001826,0.12840276,-0.12840276,0.00000000,-0.00000000
-5.75387694,0.23520951,-0.23520951,0.19234415,-0.19234415,0.08693227,-0.08693227,0.00940604,-0.00940604,0.00002244,-0.00002244,0.15580670,-0.15580670,0.00000000,-0.00000000
-5.74787394,0.28382585,-0.28382585,0.23255947,-0.23255947,0.10469097,-0.10469097,0.01125804,-0.01125804,0.00002746,-0.00002746,0.18802337,-0.18802337,0.00000000,-0.00000000
-5.74187094,0.34060264,-0.34060264,0.27956176,-0.27956177,0.12530088,-0.12530088,0.01351035,-0.01351035,0.00003345,-0.00003345,0.22556301,-0.22556301,0.00000000,-0.00000000
-5.73586793,0.40632185,-0.40632185,0.33402369,-0.33402369,0.14901884,-0.14901884,0.01620092,-0.01620092,0.00004050,-0.00004050,0.26893178,-0.26893178,0.00000000,-0.00000000
-5.72986493,0.48174085,-0.48174086,0.39659981,-0.39659981,0.17608694,-0.17608694,0.01936984,-0.01936984,0.00004876,-0.00004876,0.31861606,-0.31861606,0.00000000,-0.00000000
-5.72386193,0.56756545,-0.56756546,0.46790417,-0.46790417,0.20672299,-0.20672299,0.02305800,-0.02305800,0.00005833,-0.00005833,0.37506479,-0.37506479,0.00000000,-0.00000000
-5.71785893,0.66442034,-0.66442034,0.54848548,-0.54848548,0.24111027,-0.24111027,0.02730545,-0.02730545,0.00006933,-0.00006933,0.43867015,-0.43867015,0.00000000,-0.00000000
-5.71185593,0.77281779,-0.77281780,0.63880069,-0.63880069,0.27938689,-0.27938690,0.03214979,-0.03214979,0.00008190,-0.00008190,0.50974726,-0.50974727,0.00000000,-0.00000000
-5.70585293,0.89312568,-0.89312569,0.73918764,-0.73918764,0.32163521,-0.32163522,0.03762424,-0.03762424,0.00009612,-0.00009612,0.58851346,-0.58851347,0.00000000,-0.00000000
-5.69984992,1.02553597,-1.02553599,0.84983796,-0.84983796,0.36787167,-0.36787167,0.04375572,-0.04375572,0.00011208,-0.00011208,0.67506806,-0.67506807,0.00000000,-0.00000000
-5.69384692,1.17003511,-1.17003512,0.97077123,-0.97077123,0.41803763,-0.41803763,0.05056289,-0.05056289,0.00012986,-0.00012986,0.76937349,-0.76937350,0.00000000,-0.00000000
-5.68784392,1.32637780,-1.32637781,1.10181178,-1.10181177,0.47199171,-0.47199171,0.05805425,-0.05805425,0.00014951,-0.00014951,0.87123879,-0.87123880,0.00000000,-0.00000000
-5.68184092,1.49406581,-1.49406582,1.24256944,-1.24256944,0.52950414,-0.52950415,0.06622636,-0.06622636,0.00017104,-0.00017104,0.98030651,-0.98030652,0.00000000,-0.00000000
-5.67583792,1.67233308,-1.67233310,1.39242545,-1.39242545,0.59025358,-0.59025359,0.07506230,-0.07506230,0.00019444,-0.00019444,1.09604385,-1.09604386,0.00000000,-0.00000000
-5.66983492,1.86013867,-1.86013869,1.55052478,-1.55052478,0.65382682,-0.65382683,0.08453043,-0.08453043,0.00021967,-0.00021967,1.21773904,-1.21773905,0.00000000,-0.00000000
-5.66383192,2.05616852,-2.05616853,1.71577578,-1.71577578,0.71972169,-0.71972169,0.09458359,-0.09458359,0.00024663,-0.00024663,1.34450354,-1.34450355,0.00000000,-0.00000000
-5.65782891,2.25884678,-2.25884680,1.88685800,-1.88685799,0.78735328,-0.78735329,0.10515879,-0.10515879,0.00027520,-0.00027520,1.47528053,-1.47528054,0.00000000,-0.00000000
-5.65182591,2.46635720,-2.46635722,2.06223839,-2.06223838,0.85606362,-0.85606363,0.11617740,-0.11617741,0.00030522,-0.00030522,1.60885991,-1.60885992,0.00000000,-0.00000000
-5.64582291,2.67667416,-2.67667418,2.24019604,-2.24019603,0.92513445,-0.92513446,0.12754607,-0.12754607,0.00033649,-0.00033649,1.74389963,-1.74389964,0.00000000,-0.00000000
-5.63981991,2.88760306,-2.88760308,2.41885489,-2.41885488,0.99380290,-0.99380291,0.13915811,-0.13915811,0.00036877,-0.00036877,1.87895291,-1.87895292,0.00000000,-0.00000000
-5.63381691,3.09682861,-3.09682863,2.59622366,-2.59622365,1.06127961,-1.06127961,0.15089560,-0.15089560,0.00040181,-0.00040181,2.01250053,-2.01250054,0.00000000,-0.00000000
-5.62781391,3.30196968,-3.30196970,2.77024156,-2.77024155,1.12676842,-1.12676843,0.16263204,-0.16263204,0.00043532,-0.00043532,2.14298718,-2.14298719,0.00000000,-0.00000000
-5.62181091,3.50063848,-3.50063850,2.93882834,-2.93882833,1.18948718,-1.18948719,0.17423546,-0.17423546,0.00046898,-0.00046898,2.26886038,-2.26886039,0.00000000,-0.00000000
-5.61580790,3.69050185,-3.69050187,3.09993659,-3.09993658,1.24868851,-1.24868851,0.18557198,-0.18557198,0.00050247,-0.00050247,2.38861057,-2.38861058,0.00000000,-0.00000000
-5.60980490,3.86934230,-3.86934231,3.25160429,-3.25160427,1.30367985,-1.30367986,0.19650955,-0.19650955,0.00053549,-0.00053549,2.50081060,-2.50081061,0.00000000,-0.00000000
-5.60380190,4.03511592,-4.03511594,3.39200538,-3.39200537,1.35384190,-1.35384190,0.20692184,-0.20692185,0.00056771,-0.00056771,2.60415311,-2.60415312,0.00000000,-0.00000000
-5.59779890,4.18600526,-4.18600527,3.51949643,-3.51949641,1.39864461,-1.39864461,0.21669215,-0.21669215,0.00059882,-0.00059882,2.69748410,-2.69748411,0.00000000,-0.00000000
-5.59179590,4.32046455,-4.32046457,3.63265721,-3.63265719,1.43766013,-1.43766014,0.22571694,-0.22571694,0.00062856,-0.00062856,2.77983149,-2.77983149,0.00000000,-0.00000000
-5.58579290,4.43725601,-4.43725602,3.73032398,-3.73032396,1.47057228,-1.47057228,0.23390917,-0.23390917,0.00065666,-0.00065666,2.85042740,-2.85042740,0.00000000,-0.00000000
-5.57978989,4.53547567,-4.53547568,3.81161401,-3.81161399,1.49718208,-1.49718209,0.24120101,-0.24120101,0.00068291,-0.00068291,2.90872358,-2.90872358,0.00000000,-0.00000000
-5.57378689,4.61456830,-4.61456832,3.87594079,-3.87594077,1.51740957,-1.51740957,0.24754601,-0.24754601,0.00070714,-0.00070714,2.95439953,-2.95439953,0.00000000,-0.00000000
-5.56778389,4.67433144,-4.67433145,3.92301982,-3.92301980,1.53129173,-1.53129174,0.25292056,-0.25292056,0.00072921,-0.00072921,2.98736335,-2.98736335,0.00000000,-0.00000000
-5.56178089,4.71490889,-4.71490890,3.95286508,-3.95286506,1.53897717,-1.53897717,0.25732457,-0.25732457,0.00074903,-0.00074903,3.00774584,-3.00774584,0.00000000,-0.00000000
-5.55577789,4.73677498,-4.73677499,3.96577718,-3.96577715,1.54071779,-1.54071779,0.26078148,-0.26078148,0.00076658,-0.00076658,3.01588850,-3.01588850,0.00000000,-0.00000000
-5.54977489,4.74071101,-4.74071102,3.96232424,-3.96232422,1.53685832,-1.53685832,0.26333751,-0.26333751,0.00078186,-0.00078186,3.01232654,-3.01232654,0.00000000,-0.00000000
-5.54377189,4.72777559,-4.72777560,3.94331697,-3.94331695,1.52782425,-1.52782425,0.26506025,-0.26506025,0.00079494,-0.00079494,2.99776811,-2.99776811,0.00000000,-0.00000000
-5.53776888,4.69927080,-4.69927080,3.90977948,-3.90977946,1.51410897,-1.51410898,0.26603676,-0.26603676,0.00080592,-0.00080592,2.97307092,-2.97307092,0.00000000,-0.00000000
-5.53176588,4.65670604,-4.65670604,3.86291750,-3.86291748,1.49626072,-1.49626073,0.26637108,-0.26637109,0.00081496,-0.00081496,2.93921773,-2.93921773,0.00000000,-0.00000000
-5.52576288,4.60176114,-4.60176114,3.80408550,-3.80408548,1.47486994,-1.47486994,0.26618152,-0.26618152,0.00082224,-0.00082224,2.89729157,-2.89729157,0.00000000,-0.00000000
-5.51975988,4.53625013,-4.53625013,3.73475403,-3.73475401,1.45055743,-1.45055743,0.26559761,-0.26559761,0.00082800,-0.00082800,2.84845184,-2.84845183,0.00000000,-0.00000000
-5.51375688,4.46208651,-4.46208651,3.65647816,-3.65647814,1.42396369,-1.42396369,0.26475693,-0.26475693,0.00083250,-0.00083250,2.79391173,-2.79391173,0.00000000,-0.00000000
-5.50775388,4.38125062,-4.38125061,3.57086798,-3.57086797,1.39573927,-1.39573928,0.26380190,-0.26380190,0.00083602,-0.00083602,2.73491755,-2.73491754,0.00000000,-0.00000000
-5.50175088,4.29575895,-4.29575894,3.47956115,-3.47956113,1.36653638,-1.36653638,0.26287651,-0.26287651,0.00083889,-0.00083889,2.67272975,-2.67272975,0.00000000,-0.00000000
-5.49574787,4.20763526,-4.20763526,3.38419768,-3.38419767,1.33700119,-1.33700119,0.26212314,-0.26212314,0.00084143,-0.00084143,2.60860569,-2.60860569,0.00000000,-0.00000000
-5.48974487,4.11888265,-4.11888264,3.28639670,-3.28639668,1.30776677,-1.30776677,0.26167937,-0.26167937,0.00084399,-0.00084399,2.54378350,-2.54378349,0.00000000,-0.00000000
-5.48374187,4.03145582,-4.03145582,3.18773453,-3.18773452,1.27944611,-1.27944611,0.26167491,-0.26167491,0.00084690,-0.00084690,2.47946661,-2.47946660,0.00000000,-0.00000000
-5.47773887,3.94723277,-3.94723277,3.08972377,-3.08972376,1.25262483,-1.25262483,0.26222855,-0.26222856,0.00085052,-0.00085052,2.41680841,-2.41680841,0.00000000,-0.00000000
-5.47173587,3.86798508,-3.86798508,2.99379263,-2.99379262,1.22785336,-1.22785336,0.26344522,-0.26344522,0.00085517,-0.00085517,2.35689637,-2.35689637,0.00000000,-0.00000000
-5.46573287,3.79534642,-3.79534642,2.90126424,-2.90126423,1.20563821,-1.20563822,0.26541302,-0.26541302,0.00086115,-0.00086115,2.30073529,-2.30073529,0.00000000,-0.00000000
-5.45972986,3.73077924,-3.73077924,2.81333567,-2.81333566,1.18643237,-1.18643237,0.26820051,-0.26820051,0.00086872,-0.00086872,2.24922966,-2.24922966,0.00000000,-0.00000000
-5.45372686,3.67554013,-3.67554013,2.73105683,-2.73105682,1.17062480,-1.17062480,0.27185397,-0.27185397,0.00087812,-0.00087812,2.20316505,-2.20316505,0.00000000,-0.00000000
-5.44772386,3.63064465,-3.63064466,2.65530947,-2.65530947,1.15852949,-1.15852949,0.27639506,-0.27639506,0.00088950,-0.00088950,2.16318913,-2.16318913,0.00000000,-0.00000000
-5.44172086,3.59683321,-3.59683322,2.58678721,-2.58678721,1.15037432,-1.15037433,0.28181866,-0.28181866,0.00090296,-0.00090296,2.12979295,-2.12979295,0.00000000,-0.00000000
-5.43571786,3.57453972,-3.57453973,2.52597734,-2.52597734,1.14629053,-1.14629054,0.28809126,-0.28809127,0.00091851,-0.00091851,2.10329348,-2.10329348,0.00000000,-0.00000000
-5.42971486,3.56386516,-3.56386517,2.47314571,-2.47314571,1.14630341,-1.14630341,0.29514995,-0.29514995,0.00093611,-0.00093611,2.08381859,-2.08381860,0.00000000,-0.00000000
-5.42371186,3.56455836,-3.56455837,2.42832595,-2.42832595,1.15032504,-1.15032505,0.30290205,-0.30290206,0.00095558,-0.00095558,2.07129578,-2.07129579,0.00000000,-0.00000000
-5.41770885,3.57600604,-3.57600605,2.39131424,-2.39131424,1.15814993,-1.15814993,0.31122578,-0.31122578,0.00097668,-0.00097668,2.06544578,-2.06544578,0.00000000,-0.00000000
-5.41170585,3.59723420,-3.59723421,2.36167072,-2.36167072,1.16945406,-1.16945407,0.31997175,-0.31997175,0.00099907,-0.00099907,2.06578228,-2.06578229,0.00000000,-0.00000000
-5.40570285,3.62692220,-3.62692222,2.33872857,-2.33872858,1.18379821,-1.18379821,0.32896564,-0.32896564,0.00102233,-0.00102233,2.07161868,-2.07161868,0.00000000,-0.00000000
-5.39969985,3.66343045,-3.66343046,2.32161106,-2.32161107,1.20063560,-1.20063561,0.33801192,-0.33801192,0.00104594,-0.00104594,2.08208230,-2.08208230,0.00000000,-0.00000000
-5.39369685,3.70484184,-3.70484186,2.30925681,-2.30925682,1.21932427,-1.21932427,0.34689863,-0.34689863,0.00106933,-0.00106933,2.09613639,-2.09613640,0.00000000,-0.00000000
-5.38769385,3.74901630,-3.74901631,2.30045281,-2.30045282,1.23914385,-1.23914386,0.35540313,-0.35540313,0.00109191,-0.00109191,2.11260951,-2.11260951,0.00000000,-0.00000000
-5.38169085,3.79365680,-3.79365681,2.29387428,-2.29387428,1.25931647,-1.25931647,0.36329865,-0.36329865,0.00111301,-0.00111301,2.13023155,-2.13023156,0.00000000,-0.00000000
-5.37568784,3.83638475,-3.83638476,2.28813003,-2.28813003,1.27903089,-1.27903090,0.37036140,-0.37036140,0.00113200,-0.00113200,2.14767525,-2.14767525,0.00000000,-0.00000000
-5.36968484,3.87482156,-3.87482157,2.28181160,-2.28181161,1.29746925,-1.29746926,0.37637796,-0.37637796,0.00114823,-0.00114823,2.16360145,-2.16360146,0.00000000,-0.00000000
-5.36368184,3.90667309,-3.90667310,2.27354402,-2.27354403,1.31383498,-1.31383498,0.38115265,-0.38115265,0.00116114,-0.00116114,2.17670639,-2.17670639,0.00000000,-0.00000000
-5.35767884,3.92981299,-3.92981300,2.26203601,-2.26203601,1.32738082,-1.32738083,0.38451458,-0.38451458,0.00117019,-0.00117019,2.18576867,-2.18576867,0.00000000,-0.00000000
-5.35167584,3.94236103,-3.94236104,2.24612726,-2.24612726,1.33743566,-1.33743566,0.38632387,-0.38632387,0.00117496,-0.00117496,2.18969392,-2.18969393,0.00000000,-0.00000000
-5.34567284,3.94275278,-3.94275278,2.22483061,-2.22483061,1.34342874,-1.34342874,0.38647698,-0.38647698,0.00117512,-0.00117512,2.18755491,-2.18755491,0.00000000,-0.00000000
-5.33966983,3.92979693,-3.92979693,2.19736715,-2.19736714,1.34491027,-1.34491027,0.38491063,-0.38491063,0.00117047,-0.00117047,2.17862511,-2.17862511,0.00000000,-0.00000000
-5.33366683,3.90271775,-3.90271775,2.16319256,-2.16319255,1.34156728,-1.34156729,0.38160425,-0.38160425,0.00116093,-0.00116093,2.16240432,-2.16240432,0.00000000,-0.00000000
-5.32766383,3.86118037,-3.86118037,2.12201359,-2.12201358,1.33323405,-1.33323405,0.37658075,-0.37658075,0.00114658,-0.00114658,2.13863483,-2.13863482,0.00000000,-0.00000000
-5.32166083,3.80529787,-3.80529786,2.07379395,-2.07379395,1.31989653,-1.31989653,0.36990557,-0.36990557,0.00112760,-0.00112760,2.10730760,-2.10730759,0.00000000,-0.00000000
-5.31565783,3.73561991,-3.73561990,2.01874965,-2.01874964,1.30169077,-1.30169077,0.36168405,-0.36168405,0.00110432,-0.00110432,2.06865825,-2.06865825,0.00000000,-0.00000000
-5.30965483,3.65310374,-3.65310373,1.95733406,-1.95733405,1.27889525,-1.27889525,0.35205722,-0.35205722,0.00107718,-0.00107718,2.02315311,-2.02315310,0.00000000,-0.00000000
-5.30365183,3.55906922,-3.55906920,1.89021389,-1.89021387,1.25191784,-1.25191784,0.34119628,-0.34119627,0.00104671,-0.00104671,1.97146624,-1.97146623,0.00000000,-0.00000000
-5.29764882,3.45514038,-3.45514036,1.81823741,-1.81823740,1.22127796,-1.22127795,0.32929593,-0.32929593,0.00101353,-0.00101353,1.91444878,-1.91444877,0.00000000,-0.00000000
-5.29164582,3.34317674,-3.34317672,1.74239674,-1.74239673,1.18758495,-1.18758495,0.31656706,-0.31656706,0.00097831,-0.00097831,1.85309223,-1.85309222,0.00000000,-0.00000000
-5.28564282,3.22519787,-3.22519785,1.66378618,-1.66378616,1.15151387,-1.15151386,0.30322894,-0.30322894,0.00094174,-0.00094174,1.78848768,-1.78848767,0.00000000,-0.00000000
-5.27963982,3.10330518,-3.10330516,1.58355882,-1.58355881,1.11377985,-1.11377985,0.28950148,-0.28950148,0.00090453,-0.00090453,1.72178303,-1.72178302,0.00000000,-0.00000000
-5.27363682,2.97960460,-2.97960458,1.50288350,-1.50288348,1.07511241,-1.07511241,0.27559783,-0.27559783,0.00086736,-0.00086736,1.65414036,-1.65414035,0.00000000,-0.00000000
-5.26763382,2.85613398,-2.85613396,1.42290407,-1.42290405,1.03623078,-1.03623077,0.26171762,-0.26171762,0.00083087,-0.00083087,1.58669535,-1.58669534,0.00000000,-0.00000000
-5.26163082,2.73479820,-2.73479818,1.34470274,-1.34470272,0.99782148,-0.99782148,0.24804123,-0.24804123,0.00079564,-0.00079564,1.52052073,-1.52052072,0.00000000,-0.00000000
-5.25562781,2.61731476,-2.61731474,1.26926895,-1.26926893,0.96051907,-0.96051907,0.23472522,-0.23472522,0.00076217,-0.00076217,1.45659501,-1.45659500,0.00000000,-0.00000000
-5.24962481,2.50517162,-2.50517160,1.19747467,-1.19747465,0.92489059,-0.92489058,0.22189907,-0.22189907,0.00073087,-0.00073087,1.39577777,-1.39577776,0.00000000,-0.00000000
-5.24362181,2.39959856,-2.39959855,1.13005685,-1.13005683,0.89142433,-0.89142432,0.20966338,-0.20966338,0.00070207,-0.00070207,1.33879208,-1.33879208,0.00000000,-0.00000000
-5.23761881,2.30155224,-2.30155222,1.06760710,-1.06760709,0.86052306,-0.86052306,0.19808940,-0.19808939,0.00067597,-0.00067597,1.28621437,-1.28621436,0.00000000,-0.00000000
-5.23161581,2.21171449,-2.21171448,1.01056841,-1.01056840,0.83250153,-0.83250153,0.18721988,-0.18721988,0.00065269,-0.00065269,1.23847145,-1.23847144,0.00000000,-0.00000000
-5.22561281,2.13050286,-2.13050285,0.95923826,-0.95923824,0.80758801,-0.80758801,0.17707115,-0.17707115,0.00063228,-0.00063228,1.19584430,-1.19584429,0.00000000,-0.00000000
-5.21960980,2.05809140,-2.05809139,0.91377727,-0.91377726,0.78592928,-0.78592927,0.16763605,-0.16763605,0.00061467,-0.00061467,1.15847751,-1.15847751,0.00000000,-0.00000000
-5.21360680,1.99443972,-1.99443972,0.87422230,-0.87422229,0.76759841,-0.76759841,0.15888765,-0.15888765,0.00059974,-0.00059974,1.12639340,-1.12639339,0.00000000,-0.00000000
-5.20760380,1.93932769,-1.93932768,0.84050262,-0.84050261,0.75260452,-0.75260452,0.15078346,-0.15078346,0.00058730,-0.00058730,1.09950938,-1.09950938,0.00000000,-0.00000000
-5.20160080,1.89239328,-1.89239327,0.81245806,-0.81245805,0.74090363,-0.74090363,0.14326981,-0.14326981,0.00057713,-0.00057713,1.07765734,-1.07765734,0.00000000,-0.00000000
-5.19559780,1.85317103,-1.85317103,0.78985769,-0.78985768,0.73240979,-0.73240979,0.13628623,-0.13628623,0.00056897,-0.00056897,1.06060350,-1.06060350,0.00000000,-0.00000000
-5.18959480,1.82112875,-1.82112874,0.77241806,-0.77241805,0.72700573,-0.72700573,0.12976955,-0.12976955,0.00056254,-0.00056254,1.04806758,-1.04806758,0.00000000,-0.00000000
-5.18359180,1.79570050,-1.79570050,0.75981982,-0.75981981,0.72455232,-0.72455232,0.12365754,-0.12365753,0.00055757,-0.00055757,1.03974032,-1.03974032,0.00000000,-0.00000000
-5.17758879,1.77631435,-1.77631435,0.75172219,-0.75172218,0.72489642,-0.72489642,0.11789201,-0.11789201,0.00055379,-0.00055379,1.03529817,-1.03529818,0.00000000,-0.00000000
-5.17158579,1.76241376,-1.76241376,0.74777452,-0.74777451,0.72787660,-0.72787660,0.11242122,-0.11242122,0.00055094,-0.00055094,1.03441498,-1.03441499,0.00000000,-0.00000000
-5.16558279,1.75347209,-1.75347209,0.74762487,-0.74762487,0.73332678,-0.73332679,0.10720147,-0.10720147,0.00054879,-0.00054879,1.03676997,-1.03676997,0.00000000,-0.00000000
