energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.89194597,3.33572152,0.50352330,0.29711283,0.01430240,0.59277039,1.27747257,1.08521804,0.01873021,1.57211510
-5.88594297,3.34649253,0.50443598,0.29992629,0.01505226,0.59607444,1.27250692,1.08400803,0.01891659,1.57428730
-5.87993997,3.36522632,0.50634470,0.30280268,0.01590368,0.60092691,1.27083591,1.08550989,0.01916913,1.58001484
-5.87393697,3.39180739,0.50925707,0.30569624,0.01685022,0.60743079,1.27261783,1.08965042,0.01948561,1.58917480
-5.86793397,3.42599818,0.51315808,0.30856594,0.01788244,0.61566988,1.27795622,1.09631302,0.01986245,1.60158382
-5.86193097,3.46742717,0.51800852,0.31137542,0.01898793,0.62570248,1.28689153,1.10533510,0.02029457,1.61699588
-5.85592796,3.51558045,0.52374405,0.31409261,0.02015136,0.63755545,1.29939460,1.11650663,0.02077526,1.63510190
-5.84992496,3.56979746,0.53027507,0.31668911,0.02135477,0.65121907,1.31536245,1.12957042,0.02129622,1.65553141
-5.84392196,3.62927187,0.53748725,0.31913923,0.02257782,0.66664293,1.33461679,1.14422407,0.02184757,1.67785653
-5.83791896,3.69305828,0.54524304,0.32141900,0.02379828,0.68373315,1.35690557,1.16012403,0.02241801,1.70159853
-5.83191596,3.76008516,0.55338376,0.32350514,0.02499261,0.70235114,1.38190761,1.17689158,0.02299500,1.72623690
-5.82591296,3.82917398,0.56173262,0.32537403,0.02613653,0.72231405,1.40924039,1.19412096,0.02356510,1.75122091
-5.81990995,3.89906455,0.57009828,0.32700089,0.02720580,0.74339698,1.43847085,1.21138919,0.02411430,1.77598344
-5.81390695,3.96844587,0.57827906,0.32835928,0.02817691,0.76533701,1.46912878,1.22826763,0.02462846,1.79995677
-5.80790395,4.03599174,0.58606763,0.32942085,0.02902789,0.78783894,1.50072252,1.24433466,0.02509378,1.82258973
-5.80190095,4.10039981,0.59325599,0.33015554,0.02973900,0.81058248,1.53275627,1.25918914,0.02549727,1.84336579
-5.79589795,4.16043291,0.59964072,0.33053216,0.03029346,0.83323094,1.56474839,1.27246415,0.02582724,1.86182133
-5.78989495,4.21496082,0.60502825,0.33051941,0.03067799,0.85544080,1.59624994,1.28384028,0.02607373,1.87756331
-5.78389195,4.26300085,0.60924005,0.33008729,0.03088338,0.87687203,1.62686267,1.29305799,0.02622894,1.89028566
-5.77788894,4.30375548,0.61211760,0.32920877,0.03090478,0.89719865,1.65625567,1.29992844,0.02628754,1.89978358
-5.77188594,4.33664517,0.61352698,0.32786174,0.03074191,0.91611917,1.68417983,1.30434215,0.02624694,1.90596499
-5.76588294,4.36133487,0.61336290,0.32603105,0.03039916,0.93336646,1.71047949,1.30627509,0.02610738,1.90885857
-5.75987994,4.37775269,0.61155215,0.32371057,0.02988540,0.94871658,1.73510063,1.30579178,0.02587201,1.90861777
-5.75387694,4.38609962,0.60805628,0.32090507,0.02921376,0.96199631,1.75809496,1.30304514,0.02554677,1.90552049
-5.74787394,4.38684961,0.60287345,0.31763188,0.02840117,0.97308893,1.77961987,1.29827291,0.02514022,1.89996412
-5.74187094,4.38073943,0.59603938,0.31392219,0.02746784,0.98193802,1.79993373,1.29179083,0.02466319,1.89245600
-5.73586793,4.36874867,0.58762739,0.30982184,0.02643659,0.98854920,1.81938680,1.28398246,0.02412843,1.88359939
-5.72986493,4.35207015,0.57774752,0.30539172,0.02533216,0.99298965,1.83840792,1.27528630,0.02355016,1.87407547
-5.72386193,4.33207196,0.56654470,0.30070745,0.02418040,0.99538539,1.85748734,1.26618047,0.02294349,1.86462183
-5.71785893,4.31025247,0.55419613,0.29585861,0.02300751,0.99591665,1.87715650,1.25716558,0.02232396,1.85600823
-5.71185593,4.28819010,0.54090786,0.29094745,0.02183928,0.99481140,1.89796537,1.24874651,0.02170692,1.84901066
-5.70585293,4.26749005,0.52691075,0.28608711,0.02070034,0.99233739,1.92045848,1.24141397,0.02110710,1.84438460
-5.69984992,4.24973028,0.51245591,0.28139941,0.01961353,0.98879320,1.94515058,1.23562644,0.02053809,1.84283877
-5.69384692,4.23640913,0.49780973,0.27701246,0.01859932,0.98449862,1.97250315,1.23179344,0.02001196,1.84501029
-5.68784392,4.22889688,0.48324876,0.27305794,0.01767533,0.97978489,2.00290286,1.23026094,0.01953898,1.85144259
-5.68184092,4.22839361,0.46905444,0.26966846,0.01685600,0.97498524,2.03664293,1.23129945,0.01912740,1.86256694
-5.67583792,4.23589507,0.45550794,0.26697476,0.01615236,0.97042610,2.07390854,1.23509540,0.01878333,1.87868845
-5.66983492,4.25216812,0.44288517,0.26510311,0.01557187,0.96641936,2.11476692,1.24174630,0.01851084,1.89997734
-5.66383192,4.27773663,0.43145205,0.26417284,0.01511847,0.96325601,2.15916260,1.25125980,0.01831201,1.92646572
-5.65782891,4.31287829,0.42146016,0.26429402,0.01479268,0.96120107,2.20691822,1.26355666,0.01818721,1.95805013
-5.65182591,4.35763197,0.41314271,0.26556533,0.01459179,0.96049014,2.25774081,1.27847753,0.01813539,1.99449957
-5.64582291,4.41181484,0.40671093,0.26807220,0.01451017,0.96132729,2.31123311,1.29579304,0.01815449,2.03546869
-5.63981991,4.47504773,0.40235086,0.27188500,0.01453963,0.96388414,2.36690945,1.31521667,0.01824182,2.08051525
-5.63381691,4.54678691,0.40022041,0.27705750,0.01466986,0.96829997,2.42421521,1.33641966,0.01839458,2.12912096
-5.62781391,4.62636001,0.40044680,0.28362538,0.01488889,0.97468237,2.48254874,1.35904704,0.01861023,2.18071451
-5.62181091,4.71300349,0.40312420,0.29160479,0.01518356,0.98310823,2.54128465,1.38273400,0.01888693,2.23469546
-5.61580790,4.80589931,0.40831167,0.30099112,0.01554003,0.99362465,2.59979706,1.40712141,0.01922391,2.29045778
-5.60980490,4.90420838,0.41603125,0.31175777,0.01594426,1.00624947,2.65748153,1.43187000,0.01962173,2.34741159
-5.60380190,5.00709873,0.42626637,0.32385513,0.01638246,1.02097128,2.71377465,1.45667199,0.02008244,2.40500215
-5.59779890,5.11376684,0.43896052,0.33720970,0.01684155,1.03774860,2.76817014,1.48126000,0.02060971,2.46272500
-5.59179590,5.22345114,0.45401627,0.35172356,0.01730949,1.05650847,2.82023089,1.50541246,0.02120876,2.52013667
-5.58579290,5.33543725,0.47129482,0.36727421,0.01777565,1.07714434,2.86959637,1.52895567,0.02188621,2.57686058
-5.57978989,5.44905537,0.49061611,0.38371490,0.01823100,1.09951359,2.91598543,1.55176234,0.02264984,2.63258801
-5.57378689,5.56367074,0.51175969,0.40087558,0.01866840,1.12343502,2.95919446,1.57374706,0.02350823,2.68707460
-5.56778389,5.67866859,0.53446643,0.41856455,0.01908261,1.14868655,2.99909171,1.59485924,0.02447035,2.74013279
-5.56178089,5.79343567,0.55844125,0.43657090,0.01947046,1.17500379,3.03560812,1.61507403,0.02554505,2.79162126
-5.55577789,5.90734044,0.58335690,0.45466769,0.01983076,1.20207969,3.06872596,1.63438232,0.02674056,2.84143215
-5.54977489,6.01971430,0.60885881,0.47261598,0.02016425,1.22956575,3.09846587,1.65278038,0.02806397,2.88947745
-5.54377189,6.12983597,0.63457110,0.49016956,0.02047353,1.25707507,3.12487377,1.67026020,0.02952071,2.93567555
-5.53776888,6.23692101,0.66010348,0.50708031,0.02076284,1.28418744,3.14800824,1.68680128,0.03111411,2.97993907
-5.53176588,6.34011780,0.68505907,0.52310397,0.02103788,1.31045648,3.16792949,1.70236443,0.03284500,3.02216496
-5.52576288,6.43851106,0.70904284,0.53800618,0.02130561,1.33541865,3.18469043,1.71688803,0.03471140,3.06222741
-5.51975988,6.53113292,0.73167037,0.55156851,0.02157395,1.35860409,3.19833034,1.73028711,0.03670831,3.09997428
-5.51375688,6.61698129,0.75257665,0.56359422,0.02185153,1.37954854,3.20887135,1.74245512,0.03882763,3.13522682
-5.50775388,6.69504447,0.77142465,0.57391347,0.02214741,1.39780619,3.21631763,1.75326816,0.04105810,3.16778288
-5.50175088,6.76433031,0.78791312,0.58238782,0.02247077,1.41296252,3.22065701,1.76259131,0.04338545,3.19742299
-5.49574787,6.82389802,0.80178349,0.58891361,0.02283065,1.42464667,3.22186464,1.77028639,0.04579260,3.22391863
-5.48974487,6.87289047,0.81282545,0.59342428,0.02323559,1.43254270,3.21990801,1.77622046,0.04825987,3.24704199
-5.48374187,6.91056443,0.82088102,0.59589130,0.02369335,1.43639898,3.21475273,1.78027422,0.05076538,3.26657628
-5.47773887,6.93631689,0.82584695,0.59632381,0.02421062,1.43603540,3.20636838,1.78234964,0.05328541,3.28232558
-5.47173587,6.94970542,0.82767525,0.59476688,0.02479271,1.43134793,3.19473385,1.78237608,0.05579479,3.29412350
-5.46573287,6.95046109,0.82637212,0.59129852,0.02544325,1.42231030,3.17984159,1.78031435,0.05826732,3.30183987
-5.45972986,6.93849331,0.82199505,0.58602567,0.02616396,1.40897275,3.16170057,1.77615840,0.06067624,3.30538496
-5.45372686,6.91388609,0.81464851,0.57907919,0.02695437,1.39145809,3.14033759,1.76993438,0.06299454,3.30471100
-5.44772386,6.87688624,0.80447847,0.57060836,0.02781166,1.36995515,3.11579706,1.76169725,0.06519543,3.29981085
-5.44172086,6.82788446,0.79166587,0.56077490,0.02873054,1.34471020,3.08813938,1.75152511,0.06725268,3.29071413
-5.43571786,6.76739075,0.77641959,0.54974702,0.02970311,1.31601684,3.05743814,1.73951180,0.06914091,3.27748128
-5.42971486,6.69600596,0.75896924,0.53769367,0.03071891,1.28420485,3.02377672,1.72575834,0.07083600,3.26019597
-5.42371186,6.61439163,0.73955797,0.52477927,0.03176499,1.24962881,2.98724452,1.71036388,0.07231533,3.23895684
-5.41770885,6.52324015,0.71843577,0.51115918,0.03282611,1.21265687,2.94793354,1.69341706,0.07355810,3.21386910
-5.41170585,6.42324732,0.69585350,0.49697598,0.03388498,1.17366041,2.90593558,1.67498832,0.07454565,3.18503700
-5.40570285,6.31508909,0.67205773,0.48235682,0.03492267,1.13300490,2.86134047,1.65512392,0.07526173,3.15255764
-5.39969985,6.19940372,0.64728671,0.46741174,0.03591903,1.09104244,2.81423563,1.63384217,0.07569284,3.11651679
-5.39369685,6.07678055,0.62176730,0.45223307,0.03685324,1.04810599,2.76470706,1.61113220,0.07582847,3.07698716
-5.38769385,5.94775542,0.59571307,0.43689580,0.03770441,1.00450562,2.71284168,1.58695541,0.07566145,3.03402911
-5.38169085,5.81281290,0.56932326,0.42145871,0.03845215,0.96052643,2.65873101,1.56124952,0.07518817,2.98769388
-5.37568784,5.67239445,0.54278265,0.40596632,0.03907729,0.91642827,2.60247573,1.53393506,0.07440883,2.93802913
-5.36968484,5.52691162,0.51626202,0.39045130,0.03956239,0.87244671,2.54419087,1.50492367,0.07332761,2.88508621
-5.36368184,5.37676269,0.48991908,0.37493714,0.03989241,0.82879512,2.48401119,1.47412791,0.07195277,2.82892872
-5.35767884,5.22235124,0.46389962,0.35944111,0.04005515,0.78566738,2.42209612,1.44147161,0.07029671,2.76964155
-5.35167584,5.06410497,0.43833868,0.34397698,0.04004168,0.74324089,2.35863399,1.40690028,0.06837585,2.70733986
-5.34567284,4.90249292,0.41336163,0.32855770,0.03984662,0.70167949,2.29384493,1.37039075,0.06621048,2.64217697
-5.33966983,4.73803984,0.38908495,0.31319763,0.03946837,0.66113604,2.22798224,1.33195942,0.06382443,2.57435086
-5.33366683,4.57133623,0.36561656,0.29791439,0.03890906,0.62175437,2.16133184,1.29166854,0.06124473,2.50410843
-5.32766383,4.40304333,0.34305588,0.28273018,0.03817456,0.58367040,2.09420970,1.24963018,0.05850103,2.43174722
-5.32166083,4.23389244,0.32149333,0.26767263,0.03727417,0.54701247,2.02695732,1.20600756,0.05562505,2.35761436
-5.31565783,4.06467860,0.30100953,0.25277512,0.03622036,0.51190085,1.95993520,1.16101370,0.05264990,2.28210266
-5.30965483,3.89624883,0.28167418,0.23807661,0.03502831,0.47844640,1.89351471,1.11490744,0.04960938,2.20564389
-5.30365183,3.72948569,0.26354480,0.22362114,0.03371538,0.44674877,1.82806865,1.06798712,0.04653723,2.12869966
-5.29764882,3.56528714,0.24666534,0.20945695,0.03230064,0.41689412,1.76396089,1.02058231,0.04346643,2.05175029
-5.29164582,3.40454391,0.23106497,0.19563544,0.03080419,0.38895274,1.70153573,0.97304406,0.04042850,1.97528222
-5.28564282,3.24811586,0.21675706,0.18220994,0.02924665,0.36297679,1.64110745,0.92573420,0.03745293,1.89977468
-5.27963982,3.09680868,0.20373852,0.16923453,0.02764858,0.33899834,1.58295065,0.87901437,0.03456659,1.82568634
-5.27363682,2.95135242,0.19198965,0.15676282,0.02602994,0.31702800,1.52729194,0.83323537,0.03179334,1.75344264
-5.26763382,2.81238319,0.18147442,0.14484696,0.02440967,0.29705431,1.47430356,0.78872729,0.02915374,1.68342457
-5.26163082,2.68042911,0.17214151,0.13353669,0.02280528,0.27904395,1.42409917,0.74579105,0.02666485,1.61595949
-5.25562781,2.55590135,0.16392577,0.12287877,0.02123258,0.26294287,1.37673245,0.70469165,0.02434016,1.55131454
-5.24962481,2.43909103,0.15675037,0.11291651,0.01970541,0.24867841,1.33219837,0.66565349,0.02218969,1.48969307
-5.24362181,2.33017193,0.15052938,0.10368958,0.01823557,0.23616221,1.29043752,0.62885777,0.02022014,1.43123423
-5.23761881,2.22920918,0.14517078,0.09523405,0.01683277,0.22529392,1.25134318,0.59444227,0.01843514,1.37601600
-5.23161581,2.13617327,0.14057972,0.08758255,0.01550461,0.21596545,1.21477097,0.56250309,0.01683561,1.32406121
-5.22561281,2.05095881,0.13666196,0.08076466,0.01425672,0.20806558,1.18055079,0.53309844,0.01542011,1.27534656
-5.21960980,1.97340680,0.13332725,0.07480726,0.01309292,0.20148480,1.14850035,0.50625397,0.01418529,1.22981401
-5.21360680,1.90332929,0.13049253,0.06973499,0.01201538,0.19611988,1.11843972,0.48196934,0.01312629,1.18738389
-5.20760380,1.84053496,0.12808483,0.06557064,0.01102489,0.19187824,1.09020627,0.46022556,0.01223718,1.14796911
-5.20160080,1.78485407,0.12604361,0.06233540,0.01012107,0.18868160,1.06366900,0.44099266,0.01151129,1.11148951
-5.19559780,1.73616136,0.12432264,0.06004907,0.00930262,0.18646898,1.03874177,0.42423720,0.01094158,1.07788569
-5.18959480,1.69439539,0.12289106,0.05872991,0.00856759,0.18519859,1.01539432,0.40992911,0.01052094,1.04713123
-5.18359180,1.65957320,0.12173378,0.05839444,0.00791360,0.18484883,0.99366076,0.39804752,0.01024237,1.01924279
-5.17758879,1.63179917,0.12085114,0.05905688,0.00733803,0.18541809,0.97364467,0.38858522,0.01009914,0.99428718
-5.17158579,1.61126741,0.12025772,0.06072841,0.00683819,0.18692343,0.95552055,0.38155147,0.01008488,0.97238503
-5.16558279,1.59825736,0.11998061,0.06341622,0.00641149,0.18939832,0.93953142,0.37697299,0.01019359,0.95371067
-5.15957979,1.59312263,0.12005696,0.06712239,0.00605552,0.19288934,0.92598234,0.37489313,0.01041963,0.93848808
-5.15357679,1.59627338,0.12053117,0.07184261,0.00576812,0.19745227,0.91523026,0.37536913,0.01075757,0.92698296
-5.14757379,1.60815316,0.12145164,0.07756488,0.00554740,0.20314753,0.90767029,0.37846785,0.01120213,0.91949123
-5.14157079,1.62921109,0.12286748,0.08426826,0.00539175,0.21003537,0.90371921,0.38425995,0.01174795,0.91632449
-5.13556778,1.65987095,0.12482507,0.09192164,0.00529978,0.21817106,0.90379663,0.39281304,0.01238950,0.91779302
-5.12956478,1.70049865,0.12736493,0.10048283,0.00527031,0.22760020,0.90830489,0.40418405,0.01312081,0.92418724
-5.12356178,1.75136959,0.13051883,0.10989780,0.00530225,0.23835449,0.91760829,0.41841139,0.01393538,0.93575844
-5.11755878,1.81263796,0.13430734,0.12010030,0.00539451,0.25044821,0.93201293,0.43550722,0.01482597,0.95269983
-5.11155578,1.88430923,0.13873800,0.13101196,0.00554595,0.26387545,0.95174769,0.45545031,0.01578453,0.97512885
-5.10555278,1.96621757,0.14380408,0.14254267,0.00575528,0.27860828,0.97694760,0.47817991,0.01680203,1.00307161
-5.09954977,2.05800931,0.14948401,0.15459152,0.00602096,0.29459594,1.00764004,0.50359107,0.01786850,1.03645041
-5.09354677,2.15913347,0.15574151,0.16704813,0.00634116,0.31176503,1.04373463,0.53153157,0.01897299,1.07507494
-5.08754377,2.26883996,0.16252640,0.17979440,0.00671375,0.33002067,1.08501713,0.56180080,0.02010359,1.11863763
-5.08154077,2.38618559,0.16977590,0.19270656,0.00713620,0.34924843,1.13114781,0.59415065,0.02124758,1.16671365
-5.07553777,2.51004800,0.17741647,0.20565752,0.00760566,0.36931713,1.18166424,0.62828845,0.02239156,1.21876550
-5.06953477,2.63914669,0.18536602,0.21851934,0.00811897,0.39008197,1.23598854,0.66388197,0.02352162,1.27415217
-5.06353177,2.77207062,0.19353635,0.23116583,0.00867265,0.41138820,1.29343874,0.70056619,0.02462362,1.33214254
-5.05752876,2.90731105,0.20183563,0.24347500,0.00926304,0.43307472,1.35324397,0.73795162,0.02568342,1.39193253
-5.05152576,3.04329831,0.21017096,0.25533143,0.00988632,0.45497775,1.41456267,0.77563395,0.02668721,1.45266532
-5.04552276,3.17844114,0.21845065,0.26662836,0.01053858,0.47693418,1.47650338,0.81320448,0.02762181,1.51345380
-5.03951976,3.31116674,0.22658628,0.27726943,0.01121595,0.49878453,1.53814717,0.85026101,0.02847501,1.57340443
-5.03351676,3.43996015,0.23449445,0.28717002,0.01191460,0.52037543,1.59857100,0.88641868,0.02923591,1.63164148
-5.02751376,3.56340142,0.24209803,0.29625816,0.01263085,0.54156143,1.65687103,0.92132034,0.02989523,1.68733071
-5.02151076,3.68019901,0.24932705,0.30447501,0.01336119,0.56220637,1.71218531,0.95464600,0.03044557,1.73970165
-5.01550775,3.78921844,0.25611916,0.31177482,0.01410230,0.58218404,1.76371483,0.98612096,0.03088173,1.78806743
-5.00950475,3.88950517,0.26241962,0.31812464,0.01485107,0.60137841,1.81074248,1.01552228,0.03120088,1.83184172
-5.00350175,3.98030103,0.26818104,0.32350349,0.01560453,0.61968351,1.85264925,1.04268333,0.03140271,1.87055193
-4.99749875,4.06105385,0.27336277,0.32790144,0.01635989,0.63700297,1.88892729,1.06749621,0.03148953,1.90384840
-4.99149575,4.13142028,0.27793018,0.33131837,0.01711439,0.65324948,1.91918955,1.08991206,0.03146629,1.93150937
-4.98549275,4.19126196,0.28185380,0.33376269,0.01786531,0.66834428,1.94317586,1.10993903,0.03134053,1.95344152
-4.97948974,4.24063559,0.28510847,0.33525004,0.01860986,0.68221675,1.96075545,1.12763826,0.03112218,1.96967645
-4.97348674,4.27977755,0.28767263,0.33580201,0.01934509,0.69480430,1.97192598,1.14311793,0.03082343,1.98036322
-4.96748374,4.30908406,0.28952770,0.33544500,0.02006783,0.70605260,1.97680944,1.15652561,0.03045838,1.98575743
-4.96148074,4.32908777,0.29065776,0.33420929,0.02077464,0.71591612,1.97564516,1.16803942,0.03004269,1.98620755
-4.95547774,4.34043203,0.29104938,0.33212825,0.02146174,0.72435913,1.96878028,1.17785815,0.02959321,1.98213894
-4.94947474,4.34384379,0.29069183,0.32923783,0.02212501,0.73135696,1.95665826,1.18619108,0.02912745,1.97403644
-4.94347174,4.34010638,0.28957744,0.32557619,0.02275993,0.73689760,1.93980567,1.19324762,0.02866319,1.96242618
-4.93746873,4.33003304,0.28770222,0.32118363,0.02336169,0.74098334,1.91881787,1.19922749,0.02821791,1.94785728
-4.93146573,4.31444213,0.28506670,0.31610255,0.02392513,0.74363255,1.89434394,1.20431179,0.02780830,1.93088423
-4.92546273,4.29413483,0.28167673,0.31037767,0.02444488,0.74488121,1.86707112,1.20865518,0.02744983,1.91205035
-4.91945973,4.26987575,0.27754450,0.30405616,0.02491542,0.74478427,1.83770931,1.21237985,0.02715627,1.89187303
-4.91345673,4.24237706,0.27268931,0.29718792,0.02533120,0.74341643,1.80697564,1.21557112,0.02693932,1.87083093
-4.90745373,4.21228616,0.26713841,0.28982575,0.02568674,0.74087250,1.77557965,1.21827516,0.02680826,1.84935365
-4.90145073,4.18017708,0.26092746,0.28202545,0.02597679,0.73726700,1.74420896,1.22049874,0.02676973,1.82781379
-4.89544772,4.14654547,0.25410092,0.27384584,0.02619644,0.73273304,1.71351599,1.22221100,0.02682753,1.80652167
-4.88944472,4.11180694,0.24671198,0.26534860,0.02634130,0.72742043,1.68410545,1.22334717,0.02698256,1.78572251
-4.88344172,4.07629851,0.23882229,0.25659796,0.02640759,0.72149312,1.65652321,1.22381390,0.02723281,1.76559613
-4.87743872,4.04028257,0.23050132,0.24766023,0.02639232,0.71512585,1.63124640,1.22349609,0.02757346,1.74625867
-4.87143572,4.00395321,0.22182542,0.23860325,0.02629338,0.70850034,1.60867506,1.22226471,0.02799707,1.72776650
-4.86543272,3.96744417,0.21287662,0.22949558,0.02610964,0.70180103,1.58912555,1.21998527,0.02849383,1.71012157
-4.85942971,3.93083812,0.20374120,0.22040573,0.02584105,0.69521060,1.57282579,1.21652652,0.02905188,1.69327832
-4.85342671,3.89417683,0.19450812,0.21140122,0.02548869,0.68890551,1.55991269,1.21176901,0.02965773,1.67715147
-4.84742371,3.85747183,0.18526732,0.20254769,0.02505479,0.68305175,1.55043178,1.20561297,0.03029667,1.66162463
-4.84142071,3.82071520,0.17610811,0.19390799,0.02454277,0.67780102,1.54433927,1.19798541,0.03095325,1.64655932
-4.83541771,3.78389041,0.16711754,0.18554135,0.02395721,0.67328754,1.54150660,1.18884586,0.03161176,1.63180406
-4.82941471,3.74698264,0.15837895,0.17750264,0.02330377,0.66962578,1.54172743,1.17819079,0.03225673,1.61720346
-4.82341171,3.70998886,0.14997075,0.16984176,0.02258912,0.66690898,1.54472702,1.16605643,0.03287337,1.60260680
-4.81740870,3.67292708,0.14196542,0.16260324,0.02182088,0.66520892,1.55017374,1.15251994,0.03344808,1.58787618
-4.81140570,3.63584492,0.13442882,0.15582590,0.02100739,0.66457657,1.55769252,1.13769908,0.03396881,1.57289378
-4.80540270,3.59882726,0.12741978,0.14954283,0.02015766,0.66504391,1.56687957,1.12175029,0.03442541,1.55756831
-4.79939970,3.56200278,0.12099000,0.14378147,0.01928112,0.66662657,1.57731813,1.10486552,0.03480997,1.54184025
-4.79339670,3.52554915,0.11518422,0.13856388,0.01838747,0.66932719,1.58859437,1.08726779,0.03511698,1.52568599
-4.78739370,3.48969675,0.11004060,0.13390717,0.01748647,0.67313942,1.60031295,1.06920592,0.03534352,1.50912058
-4.78139070,3.45473057,0.10559126,0.12982403,0.01658779,0.67805197,1.61211143,1.05094846,0.03548928,1.49219908
-4.77538769,3.42098993,0.10186296,0.12632337,0.01570076,0.68405270,1.62367283,1.03277716,0.03555654,1.47501638
-4.76938469,3.38886588,0.09887774,0.12341097,0.01483423,0.69113232,1.63473584,1.01498014,0.03555010,1.45770551
-4.76338169,3.35879592,0.09665356,0.12109018,0.01399644,0.69928728,1.64510194,0.99784487,0.03547703,1.44043443
-4.75737869,3.33125572,0.09520475,0.11936250,0.01319481,0.70852185,1.65463916,0.98165119,0.03534646,1.42340117
-4.75137569,3.30674804,0.09454234,0.11822811,0.01243590,0.71884886,1.66328218,0.96666454,0.03516926,1.40682767
-4.74537269,3.28578843,0.09467411,0.11768627,0.01172527,0.73028921,1.67102871,0.95312927,0.03495763,1.39095213
-4.73936968,3.26888825,0.09560432,0.11773557,0.01106747,0.74286987,1.67793228,0.94126243,0.03472471,1.37602034
-4.73336668,3.25653506,0.09733323,0.11837395,0.01046595,0.75662053,1.68409177,0.93124781,0.03448414,1.36227602
-4.72736368,3.24917113,0.09985633,0.11959854,0.00992311,0.77156900,1.68963825,0.92323058,0.03424957,1.34995051
-4.72136068,3.24717052,0.10316326,0.12140535,0.00944029,0.78773544,1.69471973,0.91731247,0.03403424,1.33925226
-4.71535768,3.25081595,0.10723665,0.12378872,0.00901784,0.80512600,1.69948469,0.91354760,0.03385049,1.33035635
-4.70935468,3.26027611,0.11205078,0.12674065,0.00865512,0.82372590,1.70406538,0.91193921,0.03370937,1.32339459
-4.70335168,3.27558490,0.11757030,0.13024999,0.00835066,0.84349271,1.70856158,0.91243730,0.03362024,1.31844651
-4.69734867,3.29662349,0.12374900,0.13430165,0.00810219,0.86435005,1.71302608,0.91493747,0.03359042,1.31553179
-4.69134567,3.32310654,0.13052880,0.13887570,0.00790672,0.88618228,1.71745247,0.91928095,0.03362496,1.31460449
-4.68534267,3.35457358,0.13783907,0.14394660,0.00776071,0.90883057,1.72176613,0.92525617,0.03372642,1.31554937
-4.67933967,3.39038654,0.14559637,0.14948259,0.00766009,0.93209084,1.72581898,0.93260179,0.03389474,1.31818075
-4.67333667,3.42973400,0.15370467,0.15544514,0.00760042,0.95571366,1.72938834,0.94101138,0.03412722,1.32224394
-4.66733367,3.47164267,0.16205610,0.16178883,0.00757696,0.97940654,1.73218012,0.95013970,0.03441857,1.32741958
-4.66133067,3.51499619,0.17053237,0.16846134,0.00758476,1.00283843,1.73383631,0.95961057,0.03476107,1.33333059
-4.65532766,3.55856091,0.17900663,0.17540386,0.00761878,1.02564671,1.73394638,0.96902611,0.03514481,1.33955194
-4.64932466,3.60101801,0.18734601,0.18255179,0.00767395,1.04744607,1.73206225,0.97797723,0.03555798,1.34562268
-4.64332166,3.64100096,0.19541450,0.18983568,0.00774528,1.06783930,1.72771602,0.98605500,0.03598733,1.35106008
