energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-4.93746873,2.35871240,0.00460844,0.06492916,0.20585730,0.17117058,0.42106448,1.91844973,0.38543716,0.00000000
-4.93146573,2.34814033,0.00467485,0.06477632,0.21101834,0.17469876,0.42273717,1.90239871,0.38384607,0.00000000
-4.92546273,2.32631721,0.00471222,0.06420774,0.21562757,0.17745877,0.42242197,1.87700442,0.38064574,0.00000000
-4.91945973,2.29367803,0.00471992,0.06324048,0.21969380,0.17940164,0.42018088,1.84274636,0.37587779,0.00000000
-4.91345673,2.25088453,0.00469794,0.06190057,0.22323940,0.18049872,0.41612317,1.80028493,0.36961795,0.00000000
-4.90745373,2.19880796,0.00464689,0.06022244,0.22629960,0.18074272,0.41040386,1.75044344,0.36197414,0.00000000
-4.90145073,2.13850640,0.00456797,0.05824808,0.22892140,0.18014809,0.40322106,1.69418623,0.35308367,0.00000000
-4.89544772,2.07119795,0.00446299,0.05602613,0.23116220,0.17875076,0.39481242,1.63259372,0.34310988,0.00000000
-4.88944472,1.99823071,0.00433429,0.05361066,0.23308827,0.17660718,0.38545067,1.56683558,0.33223819,0.00000000
-4.88344172,1.92105070,0.00418470,0.05106000,0.23477301,0.17379276,0.37543863,1.49814282,0.32067172,0.00000000
-4.87743872,1.84116900,0.00401746,0.04843549,0.23629532,0.17039980,0.36510365,1.42777998,0.30862675,0.00000000
-4.87143572,1.76012895,0.00383617,0.04580014,0.23773798,0.16653494,0.35479183,1.35701813,0.29632807,0.00000000
-4.86543272,1.67947467,0.00364465,0.04321746,0.23918609,0.16231626,0.34486208,1.28710961,0.28400429,0.00000000
-4.85942971,1.60072148,0.00344688,0.04075021,0.24072588,0.15787020,0.33568017,1.21926494,0.27188348,0.00000000
-4.85342671,1.52532898,0.00324688,0.03845940,0.24244362,0.15332821,0.32761293,1.15463251,0.26018895,0.00000000
-4.84742371,1.45467723,0.00304867,0.03640322,0.24442486,0.14882354,0.32102261,1.09428121,0.24913552,0.00000000
-4.84142071,1.39004628,0.00285612,0.03463622,0.24675385,0.14448804,0.31626149,1.03918611,0.23892611,0.00000000
-4.83541771,1.33259903,0.00267291,0.03320857,0.24951328,0.14044906,0.31366667,0.99021711,0.22974888,0.00000000
-4.82941471,1.28336745,0.00250242,0.03216536,0.25278409,0.13682669,0.31355524,0.94813039,0.22177485,0.00000000
-4.82341171,1.24324184,0.00234773,0.03154612,0.25664543,0.13373128,0.31621956,0.91356235,0.21515591,0.00000000
-4.81740870,1.21296289,0.00221152,0.03138432,0.26117461,0.13126120,0.32192279,0.88702565,0.21002332,0.00000000
-4.81140570,1.19311603,0.00209604,0.03170707,0.26644712,0.12950109,0.33089467,0.86890707,0.20648670,0.00000000
-4.80540270,1.18412805,0.00200309,0.03253481,0.27253641,0.12852037,0.34332744,0.85946675,0.20463321,0.00000000
-4.79939970,1.18626531,0.00193404,0.03388114,0.27951365,0.12837223,0.35937211,0.85883858,0.20452722,0.00000000
-4.79339670,1.19963372,0.00188976,0.03575268,0.28744729,0.12909292,0.37913496,0.86703155,0.20621017,0.00000000
-4.78739370,1.22418008,0.00187068,0.03814912,0.29640243,0.13070150,0.40267464,0.88393191,0.20970074,0.00000000
-4.78139070,1.25969506,0.00187678,0.04106325,0.30644016,0.13319989,0.42999967,0.90930623,0.21499526,0.00000000
-4.77538769,1.30581779,0.00190764,0.04448115,0.31761663,0.13657337,0.46106687,0.94280532,0.22206837,0.00000000
-4.76938469,1.36204233,0.00196241,0.04838255,0.32998228,0.14079144,0.49578061,0.98396944,0.23087400,0.00000000
-4.76338169,1.42772619,0.00203992,0.05274125,0.34358091,0.14580904,0.53399318,1.03223472,0.24134654,0.00000000
-4.75737869,1.50210131,0.00213867,0.05752570,0.35844902,0.15156813,0.57550640,1.08694124,0.25340245,0.00000000
-4.75137569,1.58428752,0.00225689,0.06269971,0.37461512,0.15799968,0.62007458,1.14734291,0.26694207,0.00000000
-4.74537269,1.67330853,0.00239256,0.06822330,0.39209939,0.16502587,0.66740883,1.21261925,0.28185189,0.00000000
-4.73936968,1.76811058,0.00254349,0.07405359,0.41091338,0.17256271,0.71718278,1.28188902,0.29800703,0.00000000
-4.73336668,1.86758323,0.00270734,0.08014585,0.43105999,0.18052269,0.76903940,1.35422574,0.31527407,0.00000000
-4.72736368,1.97058198,0.00288168,0.08645447,0.45253351,0.18881770,0.82259902,1.42867459,0.33351407,0.00000000
-4.72136068,2.07595196,0.00306400,0.09293404,0.47531978,0.19736190,0.87746796,1.50427045,0.35258569,0.00000000
-4.71535768,2.18255191,0.00325178,0.09954025,0.49939626,0.20607450,0.93324763,1.58005637,0.37234835,0.00000000
-4.70935468,2.28927743,0.00344251,0.10623077,0.52473195,0.21488228,0.98954364,1.65510183,0.39266523,0.00000000
-4.70335168,2.39508248,0.00363373,0.11296594,0.55128714,0.22372181,1.04597453,1.72852008,0.41340593,0.00000000
-4.69734867,2.49899812,0.00382303,0.11970922,0.57901276,0.23254110,1.10217958,1.79948378,0.43444880,0.00000000
-4.69134567,2.60014755,0.00400810,0.12642752,0.60784943,0.24130070,1.15782559,1.86723824,0.45568255,0.00000000
-4.68534267,2.69775666,0.00418673,0.13309122,0.63772597,0.24997409,1.21261197,1.93111171,0.47700726,0.00000000
-4.67933967,2.79115963,0.00435682,0.13967395,0.66855771,0.25854727,1.26627420,1.99052223,0.49833456,0.00000000
-4.67333667,2.87979932,0.00451639,0.14615218,0.70024431,0.26701767,1.31858532,2.04498093,0.51958705,0.00000000
-4.66733367,2.96322253,0.00466363,0.15250462,0.73266754,0.27539221,1.36935554,2.09409164,0.54069681,0.00000000
-4.66133067,3.04107067,0.00479682,0.15871148,0.76568892,0.28368477,1.41842994,2.13754723,0.56160330,0.00000000
-4.65532766,3.11306644,0.00491444,0.16475361,0.79914760,0.29191310,1.46568463,2.17512284,0.58225056,0.00000000
-4.64932466,3.17899769,0.00501509,0.17061163,0.83285862,0.30009531,1.51102137,2.20666702,0.60258403,0.00000000
-4.64332166,3.23869963,0.00509756,0.17626518,0.86661172,0.30824618,1.55436132,2.23209124,0.62254706,0.00000000
